Index Title,Zevachim
Zevachim 103a:2,"GEMARA. Die Rabbanan lehrten: <i>Das Brandopfer eines Mannes</i>, ausgenommen das Brandopfer des Heiligtums – so R. Jehuda; R. Jose b. R. Jehuda sagt, ausgenommen das Brandopfer eines Proselyten. – Was heißt: ausgenommen das Brandopfer des Heiligtums? R. Ḥija b. Joseph erwiderte: Ausgenommen ist das Brandopfer, das von den Überschüssen<sup>184</sup><i class=""footnote"">fn3621,Wenn Opfertiere aus irgend einem Grunde nicht dargebracht werden können (wenn beispielsweise der Eigentümer gestorben ist od. Sühne durch ein anderes Opfer erlangt hat), so lasse man sie weiden bis sie ein Gebrechen bekommen, sodann werden sie verkauft, u. der Erlös fällt dem Opferfonds zu; aus diesem werden Gemeindebrandopfer dargebracht.</i>dargebracht wird. – Allerdings nach demjenigen, welcher sagt, die Überschüsse seien als freiwillige Spenden der Gemeinde zu verwenden, wie ist es aber nach demjenigen zu erklären, welcher sagt, sie seien als freiwillige Spenden von Privaten<sup>185</sup><i class=""footnote"">fn3622,Sie werden vom Eigentümer selber als freiwilliges Opfer dargebracht.</i>zu verwenden!? – Wie Raba erklärt<sup>186</sup><i class=""footnote"">fn3623,Cf. Jom. Fol. 34a.</i>hat: <i>das Brandopfer</i>, das erste Brandopfer, ebenso ist auch hierbei zu erklären: <i>das Brandopfer</i>, das erste<sup>187</sup><i class=""footnote"">fn3624,Nur vom Brandopfer, das ursprüngl. als solches abgesondert worden ist, erhalten die Priester die Haut, nicht aber vom für den Erlös gekauften.</i>Brandopfer. R. Jannaj erklärte: Ausgenommen der Fall, wenn man sein Brandopfer vom Tempelreparaturfonds erfassen<sup>188</sup><i class=""footnote"">fn3625,Wenn man es für diesen Fonds spendet, es geht dann in den Besitz des Heiligtums über.</i> läßt. Selbstverständlich<sup>189</sup><i class=""footnote"">fn3626,Daß die Priester dann die Haut nicht erhalten.</i>nach demjenigen, welcher sagt, der Tempelreparaturfonds erfasse es nach der Tora, aber auch nach demjenigen, welcher sagt, er erfasse es<sup>190</sup><i class=""footnote"">fn3627,Nach Bestimmung der Tora.</i>nicht, gilt dies nur vom Fleische<sup>191</sup><i class=""footnote"">fn3628,Das schon vorher Eigentum des Altars war.</i>, die Haut aber erfaßt er wohl. Ebenso erklärte auch R. Naḥman im Namen des Rabba b. Abuha, ausgenommen der Fall, wenn ein Brandopfer von den Überschüssen dargebracht wird. R. Hamnuna sprach zu R. Naḥman: Wohl nach R. Jehuda<sup>192</sup><i class=""footnote"">fn3629,Der, wie weiter folgt, der Ansicht ist, die Haut gehöre dann nicht den Priestern.</i>, aber er ist ja<sup>193</sup><i class=""footnote"">fn3630,Von dieser Ansicht.</i>zurückgetreten, denn es wird gelehrt: Sechs<sup>194</sup><i class=""footnote"">fn3631,Diese Lehre spricht von den 13 Sammelbüchsen, die im Tempel waren; cf. Seq. VI, 1.</i>für freiwillige Spenden: für Brandopfer, die von den Überschüssen dargebraclit werden, damit die Priester die Haut nicht erhalten – so R. Jehuda. R. Nehemja, manche sagen, R. Šimo͑n, sprach zu ihm: Demnach hast du ja die Schriftauslegung des Priesters Jehojada͑ aufgehoben, denn es wird gelehrt: Folgende Schriftauslegung trug der Priester Jehojada͑ vor:<sup>195</sup><i class=""footnote"">fn3632,Lev. 5,19.</i><i>Es ist ein Schuldopfer, eine Schuld [erstattet] er dem Herrn</i>; für alles, was vom Sündopfer und vom Schuldopfer<sup>196</sup><i class=""footnote"">fn3633,Wenn sie verkauft worden (vgl. Anm. 184) sind.</i>kommt, sind Brandopfer<sup>197</sup><i class=""footnote"">fn3634,Das W. <span dir=""rtl"">אשם</span> im angezogenen Schriftverse wird nicht mit Schuld, sondern mit Schuldopfer übersetzt, wonach das Schuldopfer dem Herrn zufällt, dh. auf dem Altar aufzuräuchern ist; da aber in Wirklichkeit das Fleisch des Schuldopfers den Priestern gehört, so wird dieser Schriftvers auf den Fall bezogen, wenn das Schuldopfer verkauft werden mußte u. für den Erlös ein Brandopfer gekauft worden ist.</i>zu kaufen; das Fleisch für Gott, und die Haut für die Priester. Dieser entgegnete: Worauf bezieht sie<sup>198</sup><i class=""footnote"">fn3635,Die obige Lehre vom Brandopfer des Heiligtums.</i>der Meister? Jener erwiderte: Ich beziehe sie auf den Fall, wenn jemand sein Vermögen dem Heiligtume geweiht hat, und zwar nach R. Jehošua͑, denn wir haben gelernt: Wenn jemand sein Vermögen dem Heiügtume geweiht hat und darunter für den Altar geeignetes Vieh sich befindet, so sind die männlichen als Brandopfer und die weiblichen als Heilsopfer zu verkaufen, und der Erlös fällt mit dem übrigen Vermögen dem Tempelreparaturfonds zu. R. Jehošua͑ sagt, die männlichen sind selber als Brandopfer darzubringen, die weiblichen für Heilsopfer zu verkaufen und für den Erlös Brandopfer darzubringen, und das übrige Vermögen fällt dem Tempelreparaturfonds zu. Und obgleich R. Jehošua͑ lehrt, man teile<sup>199</sup><i class=""footnote"">fn3636,Was als Brandopfer geeignet ist, sei als solches darzubringen u. was als solches nicht geeignet ist, sei zu verkaufen.</i>seine Weihung, gilt dies nur vom Fleische, die Haut<sup>200</sup><i class=""footnote"">fn3637,Die für den Altar nicht geeignet ist.</i> aber bleibt erfaßt<sup>201</sup><i class=""footnote"">fn3638,Für den Tempelreparaturfonds; die Priester erhalten sie nicht.</i>."
Zevachim 103a:3,"«R. Jose b. R. Jehuda sagt, ausgenommen das Brandopfer eines Proselyten.» R. Simaj b. Ḥilqaj sprach zu Rabina: Ist ein Proselyt denn kein Mann!? Dieser erwiderte: Ausgenommen das eines Proselyten, der gestorben ist und keine Erben hinterlassen hat<sup>202</sup><i class=""footnote"">fn3639,Das Brandopfer ist dann herrenlos.</i>."
Zevachim 103a:4,"Die Rabbanan lehrten: <i>Das Brandopfer eines Mannes</i>; ich weiß dies vom Brandopfer eines Mannes, woher dies von Brandopfern von Proselyten, Weibern und Sklaven? Es heißt: <i>die Haut des Brandopfers</i>, und dies<sup>203</sup><i class=""footnote"">fn3640,Das W. ‘Brandopfer’, da ja von einem solchen gesprochen wird.</i>isl einschließend. Wozu heißt es demnach: <i>das Brandopfer eines Mannes</i>? Das Brandopfer, das einem Manne angerechnet wird, ausgenommen das außerhalb der Frist oder außerhalb des Raumes<sup>204</sup><i class=""footnote"">fn3641,Dh. in der Absicht, das Blut außerhalb der Frist od. des Raumes zu sprengen.</i>geschlachtete; von diesem erhalten die Priester die Haut nicht. Man könnte glauben, auch das auf einen anderen Namen geschlachtete sei einbegriffen, daß auch von diesem, da es dem Eigentümer nicht angerechnet wird, die Priester"
Zevachim 103b:1,"die Haut nicht erhalten, so heißt es: <i>die Haut des Brandopfers</i>, auf jeden<sup>205</sup><i class=""footnote"">fn3642,Einerlei ob es dem Eigentümer angerechnet wird od. nicht, nur muß es an sich tauglich sein.</i>Fall. <i>Die Haut des Brandopfers;</i> ich weiß dies von der Haut des Brandopfers, woher dies von der Haut der [übrigen] hochheiligen Opfer? Es heißt: <i>die Haut des Brandopfers, das er dargebracht</i><sup>206</sup><i class=""footnote"">fn3643,Jedes Opfer, das er dargebracht hat.</i><i>hat</i>. Man könnte glauben, auch minderheilige Opfer seien einbegriffen, so heißt es <i>Brandopfer</i>, wie das Brandopfer hochheilig ist, ebenso auch alle anderen hochheiligen Opfer. R. Jišma͑él erklärte: <i>Die Haut des Brandopfers;</i> ich weiß dies von der Haut des Brandopfers, woher dies von der Haut der [übrigen] hochheiligen Opfer? Es ist durch einen Schluß zu folgern: wenn sie vom Brandopfer, von dem sie das Fleisch nicht erhalten, die Haut erhalten, um wieviel mehr erhalten sie von hochheiligen Opfern, von denen sie das Fleisch erhalten, auch die Haut. [Erwidert man:] vom Altar sei [das Entgegengesetzte] zu beweisen, er erhält das Fleisch<sup>207</sup><i class=""footnote"">fn3644,Vom Brandopfer, ebenso auch die Opferteile anderer Opfer.</i>und nicht die Haut, [so ist zu entgegnen:] wohl der Altar, der sie niemals erhält, während die Priester sie von manchen<sup>208</sup><i class=""footnote"">fn3645,Vom Brandopfer.</i>erhalten, und da sie sie von manchen erhalten, so erhalten sie sie von allen. Rabbi sagte: Wir brauchen dies alles<sup>209</sup><i class=""footnote"">fn3646,Diese Erörterungen, wem die Haut gehört.</i>nur inbetreff der Haut des Brandopfers, denn sonst<sup>210</sup><i class=""footnote"">fn3647,Bei allen übrigen Opfern.</i>richte man sich hinsichtlich der Haut stets nach dem Fleische. Die zu verbrennenden Farren und die zu verbrennenden Ziegenböcke werden samt der Haut [verbrannt]. Das Sündopfer, das Schuldopfer und das Heilsopfer der Gemeinde sind Geschenke an die Priester; wenn sie wollen, enthäuten sie sie, und wenn sie es nicht wollen, essen sie sie mit der Haut. [Minderheilige Opfer gehören den Eigentümern; wenn sie wollen, enthäuten sie sie, und wenn sie wollen, essen sie sie mit der Haut.] Beim Brandopfer aber heißt es:<sup>211</sup><i class=""footnote"">fn3648,Lev. 1,6.</i><i>er enthäute das Brandopfer und zerlege es in Stücke;</i> man könnte nun glauben, die Priester erhalten die Haut nicht, so heißt es: <i>die Haut des Brandopfers, das er dargebracht hat</i>. <i>Ihm gehöre es</i>, ausgenommen der am selben Tage Untergetauchte, dem die Sühne noch fehlt<sup>1</sup><i class=""footnote"">fn3438,Der Unreine, der bereits untergetaucht ist, erlangt erst nach Sonnenuntergang völlige Reinheit und darf erst nach Erlangung der Sühne durch sein Opfer Opferfleisch essen.</i>, und der Trauernde; man könnte glauben, wenn sie auch das zum Essen geeignete Fleisch nicht<sup>212</sup><i class=""footnote"">fn3649,Weil sie davon nicht essen dürfen.</i>erhalten, erhalten sie immerhin die Haut, die zum Essen ungeeignet ist, so heißt es: <i>ihm gehöre es</i>, ausgenommen ist, dem die Sühne noch fehlt, der am selben Tage Untergetauchte und der Trauernde<sup>213</sup><i class=""footnote"">fn3650,Die es nicht darbringen dürfen.</i>. – Sollte der erste Autor es ebenfalls durch den Schluß<sup>214</sup><i class=""footnote"">fn3651,Aus dem RJ. es folgert, somit ist ja der Schriftvers hinsichtl. der hochheiligen Opfer überflüssig.</i>folgern!? – Die Schrift hat sich bemüht, das niederzuschreiben, was [durch einen Schluß] vom Leichteren auf das Schwerere zu folgern wäre. – Wofür verwendet R. Jišma͑él [die Worte] <i>das dargebracht hat</i>!? Sie schließen den am selben Tage Untergetauchten, dem die Sühne noch fehlt, und den Trauernden aus. – Dies geht ja hervor aus: <i>ihm gehöre</i><sup>215</sup><i class=""footnote"">fn3652,Wie es auch Rabbi hieraus folgert.</i><i>es</i>!? – R. Jišma͑él vertritt hierbei seine Ansicht, denn R. Joḥanan sagte im Namen R. Jišma͑éls: Beim Brandopfer heißt es: <i>ihm gehöre es</i>, und beim Schuldopfer heißt es: <i>ihm gehöre es</i>, wie hei diesem die Knochen erlaubt<sup>216</sup><i class=""footnote"">fn3653,Da auch das Fleisch gegessen wird.</i>sind, ebenso sind auch bei jenem die Knochen<sup>217</sup><i class=""footnote"">fn3654,Zur profanen Verwendung.</i>erlaubt. Sie<sup>218</sup><i class=""footnote"">fn3655,Die W.e ‘ihm gehöre es’.</i>sind entbehrlich, denn wenn sie nicht entbehrlich wären, könnte man entgegnen: wohl gilt dies vom Schuldopfer, dessen Fleisch erlaubt ist; aber [die Worte] <i>ihm gehöre es</i> sind überflüssig<sup>219</sup><i class=""footnote"">fn3656,Vgl. S. 266 Anin. 99.</i>."
Zevachim 103b:2,"<sup>iv</sup> <b>S</b><small>IND</small> O<small>PFER VOR DEM</small> E<small>NTHÄUTEN VON EINER</small> U<small>NTAUGLICHKEIT BETROFFEN WORDEN, SO GEHÖREN DIE</small> H<small>ÄUTE NICHT DEN</small> P<small>RIESTERN; WENN ABER NACH DEM</small> A<small>BHÄUTEN, SO GEHÖREN DIE</small> H<small>ÄUTE DEN</small> P<small>RIESTERN</small>. R. Ḥ<small>ANINA DER</small> P<small>RIESTERVORSTEHER SAGTE:</small> N<small>IE IM</small> L<small>EBEN SAH ICH DIE</small> H<small>AUT</small><sup>220</sup><i class=""footnote"">fn3657,Wenn sie bereits abgezogen worden war.</i><small>NACH DEM</small> V<small>ERBRENNUNGSRAUME HINAUSBRINGEN</small>. R. A͑<small>QIBA SAGTE:</small> A<small>US SEINEN</small> W<small>ORTEN LERNEN WIR, DASS, WENN MAN EIN</small> E<small>RSTGEBORENES ENTHÄUTET HAT UND ES TOTVERLETZT BEFUNDEN WIRD, DIE</small> P<small>RIESTER DIE</small> H<small>AUT NUTZNIESSEN</small><sup>020</sup><i class=""footnote"">fn3658,Obgleich das Tier schon vor dem Enthäuten untauglich war.</i><small>DÜRFEN</small>. D<small>IE</small> W<small>EISEN SAGEN:</small> N<small>ICHT GESEHEN IST KEIN</small><sup>221</sup><i class=""footnote"">fn3659,Ein solcher Fall trat zu seiner Zeit nicht ein.</i>B<small>EWEIS, DIE</small> H<small>AUT KOMME VIELMEHR IN DEN</small> V<small>ERBRENNUNGSRAUM</small><sup>222</sup><i class=""footnote"">fn3660,Obgleich die Untauglichkeit erst nach dem Enthäuten entdeckt worden ist.</i>."
Zevachim 103b:3,"GEMARA. [Die Lehre,] wenn der Altar<sup>223</sup><i class=""footnote"">fn3661,So nach der von Raschi berichtigten Lesart der kursierenden Ausgaben; jedoch haben fast alle alten Ausgaben die Lesart der Erstausgabe beibehalten.</i>nichts vom Fleische erhält, [erhalten die Priester] nicht die Haut, also auch wenn die Haut vor dem [Blut]sprengen abgezogen worden ist, vertritt ja die Ansicht des R. Elea͑zar b. R. Šimo͑n, welcher sagt, das Blut mache die Haut allein<sup>224</sup><i class=""footnote"">fn3662,Wenn das Fleisch nach dem Enthäuten untauglich geworden ist.</i>nicht tauglich<sup>225</sup><i class=""footnote"">fn3663,Zur Nutznießung erlaubt.</i>, dagegen lehrt der Schlußsatz, daß von Opfern, die vor dem Enthäuten von einer Untauglichkeit betroffen worden sind, die Priester die Haut nicht erhalten, und von Opfern, die nach dem Enthäuten von einer Untauglichkeit betroffen worden sind, sie die Haut erhalten, also nach Rabbi, welcher sagt, das Blut mache die Haut allein tauglich; der Anfangsatz nach R. Elea͑zar b. R. Šimo͑n und der Schlußsatz nach Rabbi!? Abajje erwiderte: Wenn der Schlußsatz die Ansicht Rabbis vertritt, so vertritt auch der Anfangsatz die Ansicht Rabbis, denn Rabbi pflichtet bei, daß das Enthäuten vor dem Sprengen nicht vorzukommen<sup>226</sup><i class=""footnote"">fn3664,Weil man das Blut nicht stehen lassen darf. Die Lehre, daß, wenn der Altar das Fleisch nicht erhält, die Priester die Haut nicht erhalten, spricht von gewöhnlichen Fällen, wenn das Enthäuten nach dem Sprengen, also nach Eintritt der Untauglichkeit, erfolgt ist; ist aber die Haut vor dem Sprengen abgezogen u. unmittelbar darauf das Fleisch untauglich geworden, so wird sie auch allein durch das Blut tauglich.</i>pflege. Raba erwiderte. Wenn der Anfangsatz die Ansicht des R. Elea͑zar b. R. Šimo͑n vertritt, so vertritt auch der Schlußsatz die Ansicht des R. Elea͑zar b. R. Šimo͑n, denn unter ‘vor dem Enthäuten’ und ‘nach dem Enthäuten’ ist zu"
Zevachim 104a:1,"verstehen, bevor [die Opfer] zum Enthäuten geeignet<sup>227</sup><i class=""footnote"">fn3665,Wenn das vorschriftsmäßige Sprengen erfolgen kann, dh. wenn das Fleisch tauglich ist.</i>waren und nachdem sie zum Enthäuten geeignet waren."
Zevachim 104a:2,"Was ist dies [für ein Streit zwischen] Rabbi und R. Elea͑zar b. R. Šimo͑n? – Es wird gelehrt: Rabbi sagte: Das Blut macht auch die Haut allein tauglich; haftet sie aber am Fleische, so gleicht sie, wenn dieses untauglich wird, ob vor oder nach dem Sprengen, diesem. R. Elea͑zar b. R. Šimo͑n sagte: Das Blut macht nicht die Haut allein tauglich; wenn sie am Fleische haftet und dieses vor dem [Blut]sprengen untauglich wird, so gleicht sie diesem, wenn aber nach dem Sprengen, so wird die Haut, wenn das Fleisch nur eine Stunde tauglich war, abgezogen und gehört den Priestern. Es wäre anzunehmen, daß sie denselben Streit führen wie R. Elie͑zer und R. Jehošua͑:<sup>228</sup><i class=""footnote"">fn3666,Dt. 12,27.</i><i>Du sollst deine Brandopfer Herrichten, das Fleisch und das Blut</i>; R. Jehošua͑ sagt, weder das Fleisch ohne das Blut, noch das Blut ohne das Fleisch. R. Elie͑zer sagt, auch das Blut ohne das Fleisch, denn es heißt:<sup>228</sup><i class=""footnote"">fn3666,Dt. 12,27.</i><i>und das Blut deiner Schlachtopfer soll gegossen</i><sup>229</sup><i class=""footnote"">fn3667,Wie weiter folgt: auf den Altar; es wird also auch vom Blute allein gesprochen.</i><i>werden</i>. Wozu heißt es demnach: <i>du sollst deine Brandopfer Herrichten, das Fleisch und das Blut</i>? Um dir zu sagen: wie das Blut werfend<sup>230</sup><i class=""footnote"">fn3668,Auf den Altar gesprengt wird.</i>, ebenso auch das Fleisch werfend; du lernst hieraus, daß zwischen der Altarrampe und dem Altar ein freier Raum<sup>231</sup><i class=""footnote"">fn3669,Der Priester stand auf der Altarrampe u. warf von da aus das Fleisch auf den Altar.</i>war. Es wäre also anzunehmen, daß derjenige, welcher sagt, sie<sup>232</sup><i class=""footnote"">fn3670,Die Haut durch das Blut, auch wenn das Fleisch untauglich ist.</i>sei tauglich, der Ansicht R. Elie͑zers ist, und derjenige, welcher sagt, sie sei nicht tauglich, der Ansicht R. Jehošua͑s ist. – Über die Ansicht R. Elie͑zers streiten sie<sup>233</sup><i class=""footnote"">fn3671,Dh. REbRŠ. muß zugeben, daß RE. gegen seine Ansicht ist.</i>nicht, sie streiten nur über die Ansicht R. Jehošua͑s; derjenige, welcher sagt, sie sei nicht tauglich, stimmt entschieden mit R. Jehošua͑ überein, und derjenige, welcher sagt, sie sei tauglich, kann dir erwidern: R. Jehošua͑ sagt es<sup>234</sup><i class=""footnote"">fn3672,Daß ohne das Blut das Fleisch nicht tauglich werde.</i>nur vom Fleische, wobei die Priester keinen Verlust erleiden, hinsichtlich der Haut aber, wobei die Priester einen Verlust erleiden, pflichtet auch R. Jehošua͑ bei, daß es als bereits eingetretener<sup>235</sup><i class=""footnote"">fn3673,Ist das Fleisch vor dem Sprengen untauglich geworden, so sprenge man von vornherein das Blut nicht, um die Haut erlaubt zu machen, ist dies aber bereits erfolgt, so ist die Haut erlaubt.</i>Fall gilt. Wir haben nämlich gelernt: Ist das Fleisch unrein oder untauglich geworden oder ist es außerhalb der Vorhänge gekommen, so ist [das Blut], wie R. Elie͑zer sagt, zu sprengen, und wie R. Jehošua͑ sagt, nicht zu sprengen; jedoch pflichtet R. Jehošua͑ bei, daß, wenn es gesprengt worden ist, es wohlgefällig sei."
Zevachim 104a:3,"R. Ḥ<small>ANINA DER</small> P<small>RIESTERVORSTEHER SAGTE</small> &<small>C</small>. Etwa nicht, dies<sup>236</sup><i class=""footnote"">fn3674,Daß die Haut verbrannt wird.</i>ist ja bei den zu verbrennenden Farren und den zu verbrennenden Ziegenböcken der Fall!? – Von den Fällen, wo dies Gebot<sup>237</sup><i class=""footnote"">fn3675,Bei diesen erfolgt die Verbrennung nicht aus Untauglichkeit.</i>ist, sprechen wir nicht. – Dies kommt ja vor, wenn es<sup>238</sup><i class=""footnote"">fn3676,Die Untauglichkeit des Opfers.</i>vor dem Enthäuten und vor dem Sprengen<sup>239</sup><i class=""footnote"">fn3677,In welchem Falle die Haut nach aller Ansicht zu verbrennen ist.</i>erfolgt!? – Wir sprechen von der abgezogenen. – Dies kommt ja vor, wenn es nach dem Enthäuten vor dem Sprengen erfolgt!? – Dies nach R. Elea͑zar<sup>240</sup><i class=""footnote"">fn3678,Während RḤ. der Ansicht Rabbis ist.</i>b. R. Šimo͑n, welcher sagt, das Blut mache die Haut allein nicht tauglich. Wenn du aber willst, sage ich: auch nach Rabbi, denn Rabbi pflichtet bei, daß das Enthäuten vor dem Sprengen nicht vorzukommen pflege<sup>241</sup><i class=""footnote"">fn3679,Vgl. S. 324 Anm. 226.</i>. – Dies kommt ja vor, wenn im Eingeweide<sup>242</sup><i class=""footnote"">fn3680,Eines Opfertieres.</i>eine tötliche Verletzung gefunden<sup>243</sup><i class=""footnote"">fn3681,Die Haut ist dann zu verbrennen, weil die Verletzung vor dem Sprengen u. vor dem Enthäuten erfolgt ist.</i>wird!? – Er ist der Ansicht, wenn im Eingeweide eine tötliche Verletzung gefunden wird, mache es wohlgefällig<sup>244</sup><i class=""footnote"">fn3682,Die Haut, weil die Verletzung erst nach dem Sprengen u. nach dem Enthäuten entdeckt worden ist.</i>. Dies ist auch zu beweisen, denn er lehrt: R. A͑qiba sagte: Aus seinen Worten lernen wir, daß, wenn man ein Erstgeborenes enthäutet hat und es totverletzt befunden wird, die Priester die Haut nutznießen dürfen. Schließe hieraus. – Was lehrt uns demnach<sup>245</sup><i class=""footnote"">fn3683,Wenn RḤ. dies von allen anderen Opfern lehrt.</i>R. A͑qiba!? – Folgendes lehrt er uns: auch in der Provinz<sup>246</sup><i class=""footnote"">fn3684,Wenn das Erstgeborene gebrechenbehaftet war u. außerhalb des Tempels geschlachtet worden ist (cf. Dt. 15,21); ist es verendet od. totverletzt u. zum Genüsse verboten, so ist die Haut zur Nutznießung verboten, u. hierzu lehrt RA͑., daß, wenn die Verletzung erst nach dem Enthäuten entdeckt wird, die Priester die Haut erhalten.</i>. R. Ḥija b. Abba sagte im Namen R. Joḥanans: Die Halakha ist wie R. A͑qiba. Aber auch R. A͑qiba sagte es nur von dem Falle, wenn ein Bewährter es erlaubt<sup>247</sup><i class=""footnote"">fn3685,Nach dem Schlachten, bevor das Gebrechen entdeckt worden ist.</i>hat, nicht aber, wenn ein Bewährter es nicht erlaubt hat. Die Halakha ist aber wie die Weisen; das Fleisch ist zu vergraben<sup>248</sup><i class=""footnote"">fn3686,Da nur Opfer, wenn sie untauglich geworden sind, verbrannt werden; ebensowenig darf es Hunden vorgeworfen werden, wegen Schändung des Heiligen.</i>und die Haut zu verbrennen."
Zevachim 104a:4,"<b>D</b><small>IE ZU VERBRENNENDEN</small> F<small>ARREN UND DIE ZU VERBRENNENDEN</small> Z<small>IEGENBÖCKE WERDEN, WENN SIE NACH</small> V<small>ORSCHRIFT</small><sup>249</sup><i class=""footnote"">fn3687,Und nicht wegen Unreinheit.</i><small>VERBRANNT WERDEN, IM</small> A͑<small>SCHENRAUME VERBRANNT UND MACHEN DIE</small> K<small>LEIDER</small><sup>250</sup><i class=""footnote"">fn3688,Der Personen, die sich damit befassen; cf. Lev. 16,28.</i><small>UNREIN; WENN SIE ABER NICHT NACH</small> V<small>ORSCHRIFT VERBRANNT</small><sup>251</sup><i class=""footnote"">fn3689,Sondern aus Unreinheit.</i><small>WERDEN, SO WERDEN SIE IN DER</small> B<small>URG VERBRANNT UND MACHEN DIE</small> K<small>LEIDER NICHT UNREIN</small>. <sup>v</sup> M<small>AN TRUG SIE</small><sup>252</sup><i class=""footnote"">fn3690,Die nach Vorschrift zu verbrennenden.</i><small>AUF</small> S<small>TANGEN</small>"
Zevachim 104b:1,"<small>HINAUS, UND SOBALD DIE VORDEREN</small> [T<small>RÄGER</small>]<small> AUS DER</small> V<small>ORHOFMAUER HINAUSGEKOMMEN WAREN UND DIE HINTEREN NOCH NICHT, WAREN DIE</small> K<small>LEIDER DER VORDEREN UNREIN</small>; <small>UND DIE DER HINTEREN WAREN NICHT EHER UNREIN, ALS BIS AUCH SIE HINAUSGEKOMMEN WAREN</small>; <small>WAREN AUCH DIESE HINAUSGEKOMMEN, SO WAREN DIE</small> K<small>LEIDER VON DIESEN UND VON JENEN UNREIN</small>. <sup>vi</sup> R. Š<small>IMO͑N SAGT, SIE WURDEN ERST DANN UNREIN, WENN DAS</small> F<small>EUER DEN GRÖSSEREN</small> T<small>EIL ERFASST HATTE</small>. I<small>ST DAS</small> F<small>LEISCH GANZ DURCHGEBRANNT, SO WERDEN DIE</small> K<small>LEIDER DES</small> V<small>ERBRENNENDEN NICHT MEHR UNREIN</small>."
Zevachim 104b:2,"GEMARA. Was ist Burg? Rabba b. Bar Ḥana erwiderte im Namen R. Joḥanans: Eine Stelle auf dem Tempelberge hieß Burg. Reš Laqiš erwiderte: Der ganze Tempel hieß Burg, denn es heißt:<sup>253</sup><i class=""footnote"">fn3691,iChr. 29,19.</i><i>die Barg, die ich vorbereitet habe</i>."
Zevachim 104b:3,"R. Naḥman sagte im Namen des Rabba b. Abuha: Da waren drei Aschenräume; ein großer Aschenraum war im Tempelhofe, wo die untauglichen hochheiligen Opfer und Opfer teile der minderheiligen Opfer und die zu verbrennenden Farren und die zu verbrennenden Ziegenböcke, die vor dem [Blut]sprengen von einer Unreinheit betroffen worden waren, verbrannt wurden; ein zweiter Aschenraum war auf dem Tempelberge, wo die zu verbrennenden Farren und die zu verbrennenden Ziegenböcke, die nach dem [Blut]sprengen von einer Untauglichkeit betroffen worden waren, verbrannt wurden; nach Vorschrift erfolgte dies außerhalb der drei Lager<sup>254</sup><i class=""footnote"">fn3692,Das 1. Lager war der Tempelhof, das Lager der Priester, das 2. war der Tempelberg, das Lager der Leviten, u. als 3., das Lager der Jisraéliten, galt die ganze Stadt; die Verbrennung erfolgte also außerhalb der Stadt.</i>."
Zevachim 104b:4,"Levi lehrte: Da waren drei Aschenräume; ein großer Aschenraum war im Tempelhofe, wo die untauglichen hochheiligen Opfer und Opferteile der minderheiligen Opfer und die zu verbrennenden Farren und die zu verbrennenden Ziegenböcke, die, ob vor oder nach dem [Blut]sprengen, von einer Untauglichkeit betroffen worden waren, verbrannt wurden; ein zweiter Aschenraum war auf dem Tempelberge, wo die zu verbrennenden Farren und die zu verbrennenden Ziegenböcke, die beim Hinausbringen von einer Untauglichkeit betroffen worden waren, verbrannt wurden; nach Vorschrift erfolgte dies außerhalb der drei Lager."
Zevachim 104b:5,"R. Jirmeja fragte: Ist bei den zu verbrennenden Farren und bei den zu verbrennenden Ziegenböcken das Übemachten<sup>255</sup><i class=""footnote"">fn3693,Wenn sie über Nacht liegen bleiben, ob sie dadurch untauglich werden.</i>von Wirkung: sagen wir, das Übernachten sei von Wirkung nur beim Fleische, das verzehrt<sup>256</sup><i class=""footnote"">fn3694,Von den Personen, die es zu essen berechtigt sind, bezw. vom Altarfeuer.</i> wird, nicht aber bei diesen, die nicht gegessen werden, oder gibt es hierbei keinen Unterschied? Raba erwiderte: Dies fragte Abajje, und ich entschied es ihm aus folgendem: sie stimmen überein, daß, wenn man hinsichtlich des Essens der Farren und ihrer Verbrennung beabsichtigt<sup>257</sup><i class=""footnote"">fn3695,Dies am folgenden Tage zu tun.</i>hat, dies nichts<sup>258</sup><i class=""footnote"">fn3696,Da diese nicht gegessen werden, auch die Absicht hinsichtl. der Verbrennung erstreckt sich nur auf die Verbrennung auf dem Altar.</i>sei. Wenn nun die Absicht sie nicht untauglich macht, so macht sie wohl auch das Übernachten nicht untauglich. – Vielleicht macht sie nur die Absicht nicht untauglich, wohl aber das Übernachten. – Komm und höre: Bei den zu verbrennenden Farren und den zu verbrennenden Ziegenböcken gibt es eine Veruntreuung<sup>259</sup><i class=""footnote"">fn3697,Am Geheiligten, durch die Nutznießung.</i>, sobald sie geheiligt worden sind; sind sie geschlachtet worden, so können sie untauglich werden durch einen am selben Tage Untergetauchten, einen dem die Sühne noch fehlt, und durch Übernachten. Doch wohl das Übernachten des Fleisches."
Zevachim 104b:6,"– Nein, durch das Übernachten der Opferteile. – Im Schlußsätze wird gelehrt, daß es bei allen noch im Aschenraume eine Veruntreuung gebe, bis das Fleisch durchgebrannt ist; wenn nun der Schlußsatz vom Fleische spricht, so spricht ja wahrscheinlich auch der Anfangsatz vom Fleische!?"
