siman,seif,responsa,text
229,9,"(סעיף ט') שלא יהנה לפלוני. ע' ת' הר""ן סי' ט""ז, וא""כ לדידן דקיי""ל כר""ש מיירי הכא דוקא באומר ב' קונמות קונם שאיני לפלוני וקונם שאיני נהנה למי שאשאל עליו, דאלו בחד קונם כיון דחד שבועה היא ומקצתו חלה מיד מקרי חל הנדר ע""ש, וגם בלא""ה י""ל, דאם חד נדר א""ל לשאול אח""כ על ה""ב, דהא קיי""ל נדר שהותר מקצתו הותר כולו, וע' ס' מחנה אפרים הל' שבועות סי' ט':",
229,9,"(שם בב""י) כתב הריב""ש נדר או נשבע שלא יאכל ענבים או ילבוש בגדי משי וכו'. וכבר נתבאר שיש חולקי' על הרמב""ם. משמע דס""ל להב""י דדינא דהריב""ש תלי' במחלוקת הרמב""ם וסייעתו, גם בת' מהרימ""ט סי' מ""ז נתקשה בזה על הריב""ש סי' רצ""א דהשמיט דעת הפוסקי' כר""ש דשבועות מחלקות לחטאת, ולענ""ד נראה דהריב""ש למד רק הסברא מדברי הרמב""ם כי היכי דלהרמב""ם דפוסק דלא כר""ש ובאוסר לא לך ולא לך מחלקי' לחטאת, ס""ל להרמב""ם דמה""ט הותר א' מהם לאו הותר כולו, א""כ אף להחולקי' על הרמב""ם ופוסקי' כר""ש היינו דבלא לך לא מחלקי' לחטאת, אבל מ""מ קיימ' הס' היכי דבודאי מחלקי' לחטאת, כגון לא יאכל ולא ילבש בגדי משי דהוי כלא אוכל ולא אשתה ל""א שהותר כולו, כנלע""ד, וע' במהרימ""ט הנ""ל דלמד מדברי הריב""ש הנ""ל דכי היכי לענין הותר כולו לא אמרי' כן ב""ב פעולות. ה""נ לענין כולל עיי""ש לא הי' צריך לו לדייק מזה, דלהדי' כ' הריב""ש כך לענין כולל בסי' קנ""ט הובא במ""ל פ""ה הי""ח מהל' שבועות עיי""ש:",
232,2,"(סעיף ב') אבל אם אומרים שלנדר גמור. וכ' הר""ן (דכ""ג ע""ב) דמ""מ פותחין לו פתח לומר אלו היית יודע שהלוקח לא יתן סלע כלום היית נודר ואם אמר לא. מתירין אותו ע' לעיל (סימן רכ""ח סס""ז):","@88(סימן רל""ב סעיף ב') @44אבל@55 אם אומרים שלנדר גמור וכ' הר""ן (דכ""ג ע""ב) דמ""מ פותחין לו פתח לומר אלו היית יודע שהלוקח לא יתן סלע כלום היית נודר ואם אמר לא מתירין אותו ע' לעיל (סימן רכ""ח סס""ז): "
232,3,"(סעיף ג') ומסרב ומדירו. וכ' הר""ן (דכ""ג) כה""ג דאין אכילת חבירו קפידא כ""כ שידירנו בשביל כך ומוכח הענין דהוי רק זירוז בעלמא משא""כ בההיא דלעיל (סי' רכ""ח) שמדירו במקום שיעשה לו טובה וקפידא לו בדבר אמרינן דבדוקא הדירו ובעי' היתר ע""י פתח דאם היה יודע שחבירו לא יעשה כן לא היה מדירו:","@22(שם סעיף ג') @44ומסרב@55 ומדירו וכ' הר""ן (דכ""ג) כה""ג דאין אכילת חבירו קפידא כ""כ שידירנו בשביל כך ומוכח הענין דהוי רק זירוז בעלמא משא""כ בההיא דלעיל (סי' רכ""ח) שמדירו במקום שיעשה לו טובה וקפידא לו בדבר אמרינן דבדוקא הדירו ובעי' היתר ע""י פתח דאם היה יודע שחבירו לא יעשה כן לא היה מדירו: "
232,4,"(סעיף ד') כיוצאי מצרים. וכן באמר אלף איש וראה עם רב י""ל דקרי להו אלף איש כ""כ הרשב""א:","@22(שם סעיף ד') @44כיוצאי@55 מצרים וכן באמר אלף איש וראה עם רב י""ל דקרי להו אלף איש כ""כ הרשב""א: "
232,4,"(ט""ז ס""ק ח') דדי באמירת נחש. קשה לי לפ""ז איך פרכינן ולתני טרוף הא זהו גופא אשמועינן דאומר כקורת בית הבד מפרשים דבריו דלענין טרוף קאמר ולא דגדול כקורת בית הבד וצ""ע:","@22(שם ט""ז ס""ק ח') @44דדי@55 באמירת נחש קשה לי לפ""ז איך פרכינן ולתני טרוף הא זהו גופא אשמועינן דאומר כקורת בית הבד מפרשים דבריו דלענין טרוף קאמר ולא דגדול כקורת בית הבד וצ""ע: "
232,4,"(בא""ד) ולפ""ז אפילו לא ראה שום נחש. ודעת רשב""א (נדרים) ותוספת (נדרים ושבועות) והרא""ש דגם בנחש טרוף כקורת בית הבד מטעם גוזמא אתי' עלה דראה נחש משונה משאר נחשים ולפ""ז בעי' דוקא שראה נחש משונה ואם אמר כגמל פורח יש לדון לדידהו כיון דל""ש גוזמא לא הוי בכלל נדרי הבאי או אפשר דשייך גזים דראה גמלא פרחא וקרי ליה פורח באויר ובעי' עכ""פ שראה גמלא פרחא ובלבוש סתם דבעי' ראה נחש טרוף:","@22(בא""ד) @44ולפ""ז@55 אפילו לא ראה שום נחש. ודעת רשב""א (נדרים) ותוספת (נדרים ושבועות) והרא""ש דגם בנחש טרוף כקורת בית הבד מטעם גוזמא אתי' עלה דראה נחש משונה משאר נחשים ולפ""ז בעי' דוקא שראה נחש משונה ואם אמר כגמל פורח יש לדון לדידהו כיון דל""ש גוזמא לא הוי בכלל נדרי הבאי או אפשר דשייך גזים דראה גמלא פרחא וקרי ליה פורח באויר ובעי' עכ""פ שראה גמלא פרחא ובלבוש סתם דבעי' ראה נחש טרוף: "
232,5,"(סעיף ה') אינו נדר. ואם נדר לזמן יום או יומיים הוי נדר ואשה שאמרה יאסר כל פירות שבעולם כ""ז שאין בעלי מגרשני עתוס' פ""ז דכתובות (דף ע""א א') ד""ה שנדרה ובמהרש""א שם:","@22(שם סעיף ה') @44אינו@55 נדר ואם נדר לזמן יום או יומיים הוי נדר ואשה שאמרה יאסר כל פירות שבעולם כ""ז שאין בעלי מגרשני עתוס' פ""ז דכתובות (דף ע""א א') ד""ה שנדרה ובמהרש""א שם: "
232,5,"(ש""ך ס""ק ח') אלא הכל תלוי במלת כל. וכן מוכח בתוספות פ""ז דכתובות (דף ע""א א') ד""ה שלא תטעום:","@22(שם ש""ך ס""ק ח') @44אלא@55 הכל תלוי במלת כל וכן מוכה בתוספות פ""ז דכתובות (דף ע""א א') ד""ה שלא תטעום: "
232,5,"(בא""ד) אף שלא אמר כל. זהו נסתר מדברי תוספות גיטין (דף ל""ה) ד""ה ונודרת:","@22(בא""ד) @44אף@55 שלא אמר כל זהו נסתר מדברי תוספות גיטין (דף ל""ה) ד""ה ונודרת: "
232,5,"(ש""ך ס""ק י') דאפילו בכה""ג הוי נדר שוא. נראה פשוט דדוקא כה""ג דגוף האיסור הוי דבר שאי אפשר להתקיים מש""ה אף בתלאו בתנאי ס""ל לר""ת דהוי שוא אבל בהיפוך באמר אם לא אישן ג""י או שלא אטעום א' מכל פירות שבעולם יאסר עלי לילך למקום פלוני חל הנדר דמה בכך דהתנאי הוי בדבר שא""א להתקיים מ""מ האיסור יכול להתקיים ובתומים (סס""י כ""ו) לא כ""כ וכ' בפשיטות דגם בזה הוי שוא ולענ""ד אינו כן:","@22(שם ש""ך ס""ק י') @44דאפילו@55 בכה""ג הוי נדר שוא נראה פשוט דדוקא כה""ג דגוף האיסור הוי דבר שאי אפשר להתקיים מש""ה אף בתלאו בתנאי ס""ל לר""ת דהוי שוא אבל בהיפוך באמר אם לא אישן ג""י או שלא אטעום א' מכל פירות שבעולם יאסר עלי לילך למקום פלוני חל הנדר דמה בכך דהתנאי הוי בדבר שא""א להתקיים מ""מ האיסור יכול להתקיים ובתומים (סס""י כ""ו) לא כ""כ וכ' בפשיטות דגם בזה הוי שוא ולענ""ד אינו כן: "
232,6,"(סעיף ו') ונמצא שלא גנבה. ואם מעמיד דבריו ואמר אעפ""כ דעתו היה שלא תהנה ממנו הוי נדר וצריך התרה ר""נ (דף כ""ב ע""ב) בשם הרשב""א:","@22(שם סעיף ו') @44ונמצא@55 שלא גנבה ואם מעמיד דבריו ואמד אעפ""כ דעתו היה שלא תהנה ממנו הוי נדר וצריך התרה ר""נ (דף כ""ב ע""ב) בשם הרשב""א: "
232,8,"(סעיף ח') כשהחליף את דבריו. וכ' הרא""ש וצ""ע אדם שנדר מב' דברים בשר ויין שלא היה לפניו ומצא חרטה על א' מהן מי אמרינן דהותר כולו כיון דל""ש כאן החלפה או דל""א הותר כולו אלא היכי דמיחלף עכ""ל הובא בב""י כאן ועי' בש""ך לעיל (סי' רכ""ט סק""ו) בשם הריב""ש:","@22(שם סעיף ח') @44כשהחליף@55 את דבריו. וכ' הרא""ש וצ""ע אדם שנדר מב' דברים בשר ויין שלא היה לפניו ומצא' חרטה על א' מהן מי אמרינן דהותר כולו כיון דל""ש כאן החלפה או דל""א הותר כולו אלא היכי דמיחלף עכ""ל הובא בב""י כאן ועי' בש""ך לעיל (סי' רכ""ט סק""ו) בשם הריב""ש: "
232,10,"(ט""ז ס""ק ט""ז) צריך שיאמר בשעת. והמהריק""ש כתב דאפשר לומר לסברת הר""ן הובא בט""ז (סקי""ג) הוי ג""כ טעות בעיקר כי לא היה רוצה לאסור עליו דבר המותר וחשיב דבלא""ה אסור לו:","@22(ט""ז ס""ק ט""ז) @44צריך@55 שיאמר בשעת. והמהריק""ש כתב דאפשר לומר לסברת הר""ן הובא בט""ז (סקי""ג) הוי ג""כ טעות בעיקר כי לא היה רוצה לאסור עליו דבר המותר וחשיב דבלא""ה אסור לו: "
232,12,"(סעיף י""ב) נדרי אונסים כיצד. עי' בב""י שהביא דברי הריב""ש וז""ל כ' הריב""ש (ח""א סשפ""ז) ולענין טענת אונסין וכו' ואין זה אונס אלא בשעת חלות הנדר וכו' ע""ש המעיין בגוף התשובה יראה דמחלק בג' חילוקים דהתם הוי אונס הגוף שחלה בנו גם התם שייך האדם בשבועה פרט לאנוס דבשעת חלות הנדר ע""י עקירת התנאי הוא אנוס וגם שייך אדעתא דהכי לא אדר' וצל""ע דא""כ מה מייתי הש""ס בנדרים ראיה מהך מתני' להא דאתפיס זכוותי' מנ""ל דטעמא דמלתא דאדעתא דהכי לא אדר' דלמא מטעם האדם בשבועה ובפשטא דסוגיא הוי מקום לומר דבאמת חלה בנו הוי רק אונס ממון דיכול לשכור משמשים וגם באונס ממון לא ממעט מהאדם בשבועה ושפיר מוכח ממתני' הסברא דאדעתא דהכי לא אדר' אבל לדברי הריב""ש תמוה:","@22(סעיף י""ב) @44נדרי@55 אונסים כיצד. עי' בב""י שהביא דברי הריב""ש וז""ל כ' הריב""ש (ח""א סשפ""ז) ולענין טענת אונסין וכו' ואין זה אונס אלא בשעת הלות הנדר וכו' ע""ש המעיין בגוף התשובה יראה דמחלק בג' חילוקים דהתם הוי אונס הגוף שחלה בנו נם התם שייך האדם בשבועה פרט לאנוס דבשעת חלות הנדר ע""י עקירת התנאי הוא אנוס וגם שייך אדעתא דהכי לא אדר' וצל""ע דא""כ מה מייתי הש""ס בנדרים ראיה מהך מתני' להא דאתפיס זכוותי' מנ""ל דטעמא דמלתא דאדעתא דהכי לא אדר' דלמא מטעם האדם בשבועה ובפשטא דסוגיא הוי מקום לומר דבאמת חלה בנו הוי רק אונס ממון דיכול לשכור משמשים וגם באונס ממון לא ממעט מהאדם בשבועה ושפיר מוכח ממתני' הסברא דאדעתא דהכי לא אדר' אבל לדברי הריב""ש תמוה: "
232,12,"(ש""ך ס""ק כ') דלא שכיח הוא. הרבה אונסים דשכיחי המצטרפין מקרי לא שכיח מהריק""ש ","@22(שם ש""ך ס""ק כ') @44דלא@55 שכיח הוא. הרבה אונסים דשכיחי המצטרפין מקרי לא שכיח מהריק""ש: "
232,12,"(בא""ד) ומבעי ליה לאסוקי אדעתי. ואפ""ה לא התנה מש""ה אי מיתניס בהאי זמן גמר ומקני דלהוי גט אפי' עכבו שום אונס אבל בעלמא אי איתניס פטור עכ""ל רש""י מלשון זה משמע לי די""ל דהיכי דיש מברא ושכיח דזמנין דלא משתכחא בהך גיסא ואנו דנין מדלא התנה דעתיה דאף דיפסקיה מברא וכיון דרוצה לשעבד עצמו אף שיהיה אונס ממילא אף דאירע אונס אחר לא נפטר דודאי אי אסיק אדעתיה עליו היה מחייב עצמו דמה הפרש לו בין אונס זה לאונס אחר אבל בעלמא היינו היכא דליכא מברא ואין לפנינו ענין אונס דשכיח בזה יש טענת אונס וצ""ע לדינא:","@22(בא""ד) @44ומבעי@55 ליה לאסוקי אדעתי. ואפ""ה לא התנה מש""ה אי מיתניס בהאי זמן גמר ומקני דלהוי גט אפי' עכבו שום אונס אבל בעלמא אי איתניס פטור עכ""ל רש""י מלשון זה משמע לי די""ל דהיכי דיש מברא ושכיח דזמנין דלא משתכחא בהך גיסא ואנו דנין מדלא התנה דעתיה דאף דיפסקיה מברא וכיון דרוצה לשעבר עצמו אף שיהיה אונס ממילא אף דאירע אונס אחר לא נפטר דודאי אי אסיק אדעתיה עליו היה מחיוב עצמו דמה הפרש לו בין אונס זה לאונס אחר אבל בעלמא היינו היכא דליכא מברא ואין לפנינו ענין אונס דשכיח בזה יש טענת אונס וצ""ע לדינא: "
232,12,"(שם ס""ק כ""ב) ופשוט הוא. ובת' מהרי""ט (ח""א ס""א) חוכך להחמיר:","@22(שם ס""ק כ""ב) @44ופשוט@55 הוא. ובת' מהרי""ט (ה""א ס""ג) חוכך להחמיר: "
232,12,"(סעיף י""ב בהג""ה) מי שנשבע או נדר. עי' מג""א (סי' ק""ח סקי""א) ועי' בת' מהרי""ט (ח""א סקל""א):","@22(שם בהג""ה) @44מי@55 שנשבע או נדר. עי' מג""א (סי' ק""ח סקי""א) ועי' בת' מהרי""ק (ח""א סקל""א): "
232,12,"(ש""ך ס""ק כ""ה) התם שאני שידענו באונסו. בת' מטה יוסף (ח""ב מיו""ד סי' ד') תמה ע""ז דהא בת' הרשב""א שם כתב ולא עוד אלא אפי' [לא] הכרנו באונסו:","@22(שם ש""ך ס""ק כ""ה) @44התם@55 שאני שידענו באונסו. בת' מטה יוסף (ח""ב מיו""ד סי' ד') תמה ע""ז דהא בת' הרשב""א שם כתב ולא עוד אלא אפי' הכרנו באונסו: "
232,12,"(ש""ך ס""ק כ""ח) פשיטא שאין לחוש. עי' ת' הראנ""ח (ח""א סי' צ""ח בסופו):","@22(שם ש""ך ס""ק כ""ח) @44פשיטא@55 שאין לחוש. עי' ת' הראנ""ח (ח""א סי' צ""ח כסופו): "
232,12,"(בא""ד) וע""ל סי' רל""ד סנ""ד. ועי' ת' הרמ""א (סי' מ""ט) ות' ב""ח (סכ""ג) ובת' הר""ם גלאנטי (סי' ע""ד וקנ""ב) ובמהרשד""ם (ס""פ וקי""א) ובמהר""י אדריבי (סס""ז וקמ""ד) ובמהרי""ט (סכ""א) בת' מהחכ""צ שנדפסו בת' בית אהרן (ס""א):","@22(בא""ד) @44וע""ל@55 סי' רל""ד סנ""ד ועי' ת' הרמ""א (סי' מ""ט) ות' ב""ח (סכ""ג) ובת' הר""ם גלאנטי (סי' ע""ד וקנ""ב) ובמהרשד""ם (ס""פ וקי""א) ובמהר""י אדריבי (סס""ז וקמ""ד) ובמהרי""ט (סכ""א) בת' מהחכ""צ שנדפסו בת' בית אהרן (ס""א): "
232,14,"(סעיף י""ד) לא הוי נדר. בתוס' שבועות (דכ""ו ע""ב) כתבו ואי הוי אמרינן דבאונסים אפי' הדירו על דעתו שרי וכו':","@22(בש""ע סעיף י""ד) @44לא@55 הוי נדר. בתוס' שבועות (דכ""ו ע""ב) כתבו ואי הוי אמרינן דבאונסים אפי' הדירו על דעתו שרי וכו': "
232,14,"(שם) וחושב בלבו. בת' מהרי""ט (ח""ב חח""מ סנ""ב) כתב דמכ""ש דמהני אם ביטל מקודם ואמר כל מה שאדור לאנס זה יהא בטל דאתי דיבור ומבטל דיבור ע""ש וכ""כ בת' הרדב""ז (סי' נ""ד):","@22(שם) @44וחושב@55 בלבו. בת' מחרי""ט (ח""ב חח""מ סנ""ב) כתב דמכ""ש דמהני אם ביטל מקודם ואמר כל מה שאדור לאנס זה יהא בטל דאתי דיבור ומבטל דיבור ע""ש וכ""כ בת' הרדב""ז (סי' נ""ד): "
232,14,"(שם) רק היום. ואם לא הי' יודע שצריך שיאמר בלבו היום לא חלה שבועה דהוי נדרי שגגות, רד""ק בית ז' חדר י""ג:",
232,14,"(שם בהג""ה) ויש לבטלה בלבם. עי' בת' עבה""ג (סי' י') ות' רמ""א סי' מ""ט, ות' ב""ח סי' כ""ג, ות' הר""ם גלאנטי סי' ע""ד, קנ""ב, ובת' רשד""ם סי' פ', קי""א, ובמהר""י אדרבי סי' ס""ז, קמ""ד, ובת' מהרימ""ט סי' כ""א:","@88(סי""ד בהג""ה) @44ויש@55 לבטלה בלבם. עי' בת' עבה""ג (סי' י'): "
232,16,"(סעיף ט""ז) דאין לך אונס גדול מזה. עי' ת' הר""ם אלשיך (ספ""ו) ות' מהר""א ששון (סס""א) ובת' פני משה ח""א סס""א:","@22(שם סט""ז) @44דאין@55 לך אונס גדול מזה. עי' ת' הר""ם אלשיך (סי' פ""ו) ות' מהר""א ששון (סי' ס""א): "
232,17,"(סעיף י""ז בהג""ה) משום הפצרת החולה. ע' ש""ע אה""ע (ס""צ ס""י בהג""ה)","@22(שם סי""ז בהג""ה) @44משום@55 הפצרת החולה ע' ש""ע אה""ע (סי' צ' ס""י בהג""ה) "
232,19,"(סעיף י""ט) שאביה רע. ע' מהרימ""ט (ח""ב חיו""ד סי' מ""ט):","@22(סעיף י""ט) @44שאביה@55 רע ע' מהרימ""ט (ח""ב חיו""ד סי' מ""ט): "
232,19,"(שם) או שעשה תשובה ואם חזר לסורו. ע' רמב""ם (פ""ח ה""ב מהלכות נדרים) וע' לעיל (סי' רט""ז ס""ה) ואם נשא אותה ואח""כ חזר לסורו מותר לקיימה דנדר רק שאינו נושא אותה [עי' במ""ל פ""ח ה""ב מה' נדרים]:","@22(שם) @44או@55 שעשה תשובה ואם חזר לסורו ע' רמב""ם (פ""ח ה""ב מהלכות נדדים) וע' לעיל (סי' רט""ז ס""ה): "
233,1,"(ש""ך סק""ב) אע""פ שלא הביאו ב""ש. כ""כ הרמב""ם אבל תמוה לי דהא להדיא אמרינן בסוגיא דנדה (מ""ה ע""ב) אי דלא אייתי ב""ש קטן הוא אח""כ ראיתי שתמה כן המ""ל ואולם לדינא נראה דאף דלא הביא ב""ש נדרו נדר והיינו מטעם דחיישינן שמא נשרו כדקי""ל בש""ע אה""ע (סקנ""ה ס""ב) והא דפרכינן בסוגייא אי דלא אייתי ב""ש קטן הוא אלא לאו דאייתי וטעמא דלאח""ז וכו' דלמא מיירי דלא אייתי ולאח""ז חיישינן דלמא נשרו אבל בתוך זמנו ל""ח לנשרו צ""ל דמדקתני במתני' נדרן נדר והקדשן הקדש משמע דהוי ודאי נדר ואם אכלו אחרים לוקים עליו ואי דלא אייתי הוי רק ספק שמא נשרו כנלע""ד:","@88(סימן רל""ג ש""ך סק""ב) @44אע""פ@55 שלא הביאו ב""ש כ""כ הרמב""ם אבל תמוה לי דהא להדיא אמרינן בסוגיא דנדה (מ""ה ע""ב) אי דלא אייתי ב""ש קטן הוא אח""כ ראיתי שתמה כן המ""ל ואולם לדינא נראה דאף דלא הביא ב""ש נדרו נדר והיינו מטעם דחיישינן שמא נשרו כדקי""ל בש""ע אה""ע (סקנ""ה ס""ב) והא דפרכינן בסוגייא אי דלא אייתי ב""ש קטן הוא אלא לאו דאייתי וטעמא דלאח""ז וכו' דלמא מיידי דלא אייתי ולאח""ז חיישינן דלמא נשרו אבל בתוך זמנו ל""ח לנשרו צ""ל דמדקתני במתני' נדרן נדר והקדשן הקדש משמע דהוי ודאי נדר ואם אכלו אחרים לוקים עליו ואי דלא אייתי הוי רק ספק שמא נשרו כנלע""ד: "
234,1,"(ש""ך ססק""ד) וע""ל סי' רכ""ח. ע' בשכנה""ג בטור (אות ב') ובמ""ל (פ""י מה""נ):","@88(סי' רל""ד ש""ך מסק""ד) @44וע""ל@55 סי' רכ""ח ע' בשכנה""ג בטור (אות ב') ובמ""ל (פ""י מה""נ): "
234,10,"(סעיף י') יאמר האב לבתו קודם ולדעת היש חולקים לקמן (סכ""ה) צריך שישמע קודם שתצא מביתו דבעי' דבשעת שמיעה תהיה ברשותו ובהפרת הבעל אפשר דאף אם השמיעה תהיה אחר שכנסה מהני ג""כ ולא הוי בכלל אין הבעל מיפר בקודמין כ""כ הר""ן:","@22(ש""ע סעיף י') @44יאמר@55 האב לבתו קודם ולדעת היש חולקים לקמן (סכ""ה) צריך שישמע קודם שתצא מביתו דבעי' דבשעת שמיעה תהיה ברשותו ובהפרת הבעל אפשר דאף אם השמיעה תהיה אחר שכנסה מהני ג""כ ולא הוי ככלל אין הבעל מיפר בקודמין כ""כ הר""ן: "
234,11,"(סעיף י""א) מפר האב לבדו. והר""ן מסתפק דאפשר דאפילו בצירוף יבם א""י להפר:","@22(ש""ע סעיף י""א) @44מפר@55 האב לבדו והר""ן מסתפק דאפשר דאפילו בצירוף יבם א""י להפר: "
234,17,"(ט""ז ס""ק כ""ד) כנ""ל לדעת הטור וצ""ע לענ""ד לק""מ דאף דלא קיי""ל כשמואל בפי' המתני' דלא מיירי מתני' בשמע הארוס מ""מ בעיקר הדין קיי""ל כשמואל דנראה לארוס ראשון אחרון מצי מפר ובפרט דהא אמרינן עלה ת""כ דשמואל:","@22(שם ט""ז ס""ק כ""ד) @44כנ""ל@55 לדעת הטור וצ""ע לענ""ד לק""מ דאף דלא קיי""ל כשמואל בפי' המתני' דלא מיירי מתני' בשמע הארוס מ""מ בעיקר הדין קיי""ל כשמואל דנראה לארוס ראשון אחרון מצי מפר ובפרט דהא אמרינן עלה ת""כ דשמואל: "
234,21,"(סעיף כ""א) אלא ביום שמעם. ע' ת' ראש יוסף (סימן ז') בנדרה שיחול הנדר לאחר ל' יום ושמע הבעל ביום שנדרה ושתק דא""י להפר ביום שחל הנדר וע' בב""י (סי' זה סל""ה) ודוק וע' ב""ח (סקמ""ו) שכתב הטעם דבעל יכול להפר קודם שיחול כיון דצריך להפר ביום שמעו מש""ה יכול להפר קודם שחל הנדר דאם לא יפר עתה שוב א""י להפר ע""ש:","@22(ש""ע סעיף כ""א) @44אלא@55 ביום שמעם ע' ת' ראש יוסף (סימן ז') בנדרה שיחול הנדר לאחר ל' יום ושמע הבעל ביום שנדרה ושתק דא""י להפר ביום שחל הנדר וע' בב""י (סי' זה סל""ה) ודוק וע' ב""ח (סקמ""ו) שכתב הטעם דבעל יכול להפר קודם שיחול כיון דצריך להפר ביום שמעו מש""ה יכול להפר קודם שחל הנדר דאם לא יפר עתה שוב א""י להפר ע""ש: "
234,23,"(סעיף כ""ג בהג""ה) היא סברת הגהות מרדכי. וכן יש לדייק דהכי הוא דעת הרא""ש בפירושו ודעת תוס' נדרים (דף ח' ע""ב) בעובדא דרבינא דהו""ל נדרא לדביתהו דפירשו תוספות והרא""ש דקיים לה בעל ע""ש וע' בש""ע אה""ע (סימן י""ב ס""ב) ובב""ח שם:","@22(סעיף כ""ג בהג""ה) @44היא@55 סבדת הגהות מרדכי. וכן יש לדייק דהכי הוא דעת הרא""ש בפירושו ודעת תוס' נדרים (דף ה' ע""ב) בעובדא דרבינא דהו""ל נדרא לדביתהו דפירשו תוספות והרא""ש דקיים לה בעל ע""ש וע' בש""ע אה""ע (סימן י""ב ס""ב) ובב""ח שם: "
234,23,"(ש""ך ס""ק ל""ט) לכתחילה להוציא נפשיה מפלוגתא בפשוטו י""ל דע""י ששואל על ההקמה והחכם מתיר לה אין עוד פקפוק כיון דמה דלא מהני שאלת הקמה אם אינו ביום שמעו משום דאף דההקמה נעקר מ""מ אין ביום שמעו וכיון דעכ""פ ההקמה נעקר הוי כלא קיים אלא כשתק ביום שמעו דמהני התרת חכם ודוק:","@22(שם ש""ך ס""ק ל""ט) לכתחילה להוציא נפשיה מפלוגתא בפשוטו י""ל דע""י ששואל על ההקמה והחכם מתיר לה אין עוד פקפוק כיון דמה דלא מהני שאלת הקמה אם אינו ביום שמעו משום דאף דההקמה נעקר מ""מ אין ביום שמעו וכיון דעכ""פ ההקמה נעקר הוי כלא קיים אלא כשתק ביום שמעו דמהני התרת חכם ודוק: "
234,28,"(ש""ך סקמ""ה) ואע""ג דנראה דהר""ן כתב כן לענ""ד דברי הר""ן הם סוגיא ערוכה (ר""פ המדיר) ולא תתקשט ולא תאסר א""כ קרי לה מנוולת הרי דאף לר' יוסי וקישוט לא הוי ע""נ מ""מ כיון ע""י דקורים לה מנוולת עשוייה לעבור ותתסר בתשמיש יכול להפר מיד והיינו ממש כסברת הר""ן הנ""ל:","@22(ש""ך סקמ""ה) @44ואע""ג@55 דנראה דהר""ן כתב כן לענ""ד דברי הר""ן הם סוגיא ערוכה (ר""פ המדיר) ולא תתקשט ולא תאסר א""כ קרי לה מנוולת הרי דאף לר' יוסי וקישוט לא הוי ע""נ מ""מ כיוו ע""י דקורים לה מנוולת עשוייה לעבור ותתסר בתשמיש יכול להפר מיד והיינו ממש כסברת הר""ן הנ""ל: "
234,30,"(סעיף ל') אין יכולים לעשות שליח. וכן הוא לשון הטור וכ' עלה הב""י פלוגתא דר' יאשיה ור""י (פ' נערה) ופסק שם הרא""ש הלכה כר' יאשיה דמחמיר עי""ש ותמוה דהא לענין הקמה הוי ר' יאשיה להקל דע""י שליח לא הוי הקמה גם בנ""י (פ""ח דב""מ) בסוגיא דשאילה בבעלים כתב בשם הר""ן כיון דליכא הכרע במלתא קי""ל לחומרא וגבי נדרים לא מצי מפר ע""י שליח וגבי שאילה בבעלים פטור דהמע""ה וכן הביא בש""ע ח""מ (סימן שמ""ה סמ""ו בהג""ה) א""כ ממילא לענין הקמה יש לפסוק דע""י שליח הוי הקמה וצע""ג וע' בתשובת יד אליהו (סנ""א) שהקשה כן על הרמ""א שלא הגיה כאן די""א דיכולים לקיים ע""י שליח כדהביא דעת החולקים לענין שאילה בבעלים ובאמת התמיה נופלת על הרא""ש דכ' בפשיטות דר' יאשיה הוא המחמיר וביותר על הטור דפסק דא""י לקיים ע""י שליח וצ""ע:","@22(שם בשו""ע סעיף ל') @44אין@55 יכולים לעשות שליח וכן הוא לשון הטור וכ' עלה הב""י פלוגתא דר' יאשיה ור""י (פ' נערה) ופסק שם הרא""ש הלכה כר' יאשיה דמחמיר עי""ש ותמוה דהא לענין הקמה הוי ר' יאשיה להקל דע""י שליח לא הוי הקמה גם בנ""י (פ""ח דב""מ) בסוגיא דשאילה בבעלים כתב בשם הר""ן כיון דליכא הכרע במלתא קי""ל לחומרא וגבי נדרים לא מצי מפר ע""י שליח וגבי שאילה בבעלים פטור דהמע""ה וכן הביא בש""ע ח""מ (סימן שמ""ה סמ""ו בהג""ה) א""כ ממילא לענין הקמה יש לפסוק דע""י שליח הוי הקמה וצע""ג וע' בתשובת יד אליהו (סנ""א) שהקשה כן על הרמ""א שלא הגיה כאן די""א דיכולים לקיים ע""י שליח כדהביא דעת החולקים לענין שאילה בבעלים ובאמת התמיה נופלת על הרא""ש דכ' בפשיטות דר' יאשיה הוא המחמיר וביותר על הטור דפסק דא""י לקיים ע""י שליח וצ""ע: "
234,36,"(סעיף ל""ו בהג""ה) אינו מופר כלל. ע' ת' שער אפרים (סי' ס""ג):","@22(שם סעיף ל""ו בהג""ה) @44אינו@55 מופר כלל. ע' ת' שער אפרים (סמ""ג): "
234,49,"(סעיף מ""ט) אלא ביום השמיעה ומ""מ י""ל דאם בו ביום אחר ההקמה הפר נדרה ואחר כמה ימים נשאל לחכם על הקיום כיון דנעקר הקיום למפרע ממילא חלה ההפרה דבו ביום אף שהיה קודם השאלה על ההקמה כנלע""ד:","@22(ש""ע סעיף מ""ט) @44אלא@55 ביום השמיעה ומ""מ י""ל דאם בו ביום אחר ההקמה הפר נדרה ואחר כמה ימים נשאל לחכם על הקיום כיון דנעקר הקיום למפרע ממילא חלה ההפרה דבו ביום אף שהיה קודם השאלה על ההקמה כנלע""ד: "
