Ref,Text
Deuteronomy 33:1,"This is the blessing with which Moses, God’s agent,<sup>*</sup><i class='footnote'><b>agent </b>Lit. “participant whose involvement defines the depicted situation”; trad. “man”; cf. Exod. 3.10; Num. 12.6–8; 20.16. See the Dictionary under <i>’ish</i>; Agent.</i> bade the Israelites farewell before he died."
Deuteronomy 33:2,"He said:<br/> יהוה came from Sinai,<br/>And shone upon them from Seir;<br/>[God] appeared from Mount Paran,<br/>And approached from Ribeboth-kodesh,<sup>*</sup><i class='footnote'><b>Ribeboth-kodesh </b>Cf. Meribath-kadesh, 32.51.</i> <br/>Lightning flashing at them from [God’s] right.<sup>*</sup><i class='footnote'><b>Lightning flashing … from [God’s] right </b>Meaning of Heb. <i>mi-ymino ’esh dath</i> uncertain, perhaps a place name.</i> <br/>"
Deuteronomy 33:7,"And this he said of Judah:<br/>Hear, יהוה, the voice of Judah<br/>And restore him to his people.<br/>Though his own hands strive for him,<sup>*</sup><i class='footnote'><b>Though his own hands strive for him </b>Better (vocalizing <i>rab</i> with <i>pathaḥ</i>) “Make his hands strong for him.” Cf. <i>rabbeh</i>, Judg. 9.29.</i> <br/>Help him against his foes."
Deuteronomy 33:13,"And of Joseph he said:<br/>Blessed of יהוה be his land<br/>With the bounty of dew from heaven,<sup>*</sup><i class='footnote'><b>With the bounty of dew from heaven </b>Targum Onkelos and two Hebrew manuscripts: “With the bounty of heaven above,” reading <i>me‘al</i> (“above”) for <i>miṭṭal</i> (lit., “from dew”), cf. Gen. 49.25.</i> <br/>And of the deep that couches below;<br/>"
Deuteronomy 33:21,"<sup>*</sup><i class='footnote'>Meaning of verse uncertain; cf. vv. 3–5 (with note there), and <i>saphun</i> “esteemed” in post-biblical Heb.</i> He chose for himself the best,<br/>For there is the portion of the revered chieftain,<br/>Where the heads of the people come.<br/>He executed יהוה’s judgments<br/>And God’s decisions for Israel."
Numbers 1:2,"Take a census of the whole Israelite company [of fighters]<sup>*</sup><i class='footnote'><b>company [of fighters] </b>NJPS “community,” trad. “congregation.” See the Dictionary under <i>‘edah</i>.</i> by the clans of its ancestral houses,<sup>*</sup><i class='footnote'><b>its ancestral houses </b>I.e., its tribes.</i> listing the names, every male, head by head."
Numbers 3:47,"take five shekels per head—take this by the sanctuary weight, twenty <i>gerah</i>s to the shekel—"
Numbers 4:6,They shall lay a covering of dolphin<sup>*</sup><i class='footnote'><b>dolphin </b>Or “dugong”; meaning of Hebrew <i>taḥash</i> uncertain.</i> skin over it and spread a cloth of pure blue on top; and they shall put its poles in place.
Numbers 5:13,"in that another man<sup>*</sup><i class='footnote'><b>another man </b>Lit. “a participant whose involvement defines the depicted situation.” See the Dictionary under <i>’ish</i>.</i> has had carnal relations with her unbeknown to her husband, and she keeps secret the fact that she has defiled herself without being forced, and there is no witness against her,"
Numbers 5:15,"that party shall bring his wife to the priest. And he shall bring as an offering for her one-tenth of an <i>ephah</i> of barley flour. No oil shall be poured upon it and no frankincense shall be laid on it, for it is a meal offering of jealousy, a meal offering of remembrance which recalls wrongdoing."
Numbers 5:18,"After he has made the woman<sup>*</sup><i class='footnote'><b>the woman </b>Lit. “the (womanly) participant whose involvement defines the depicted situation,” namely the ritual proceeding. Labeling her as “woman” in this passage means that she is construed mainly as a party to the proceeding, rather than as her husband’s wife. See the Dictionary under <i>’ish</i>.</i> stand before יהוה, the priest shall bare the woman’s head<sup>*</sup><i class='footnote'><b>bare the woman’s head </b>Or “dishevel the woman’s hair”; cf. Lev. 10.6.</i> and place upon her hands the meal offering of remembrance, which is a meal offering of jealousy. And in the priest’s hands shall be the water of bitterness that induces the spell.<sup>*</sup><i class='footnote'><b>that induces the spell </b>Meaning of Heb. <i>ha-me’arerim</i> uncertain.</i> "
Numbers 5:19,"The priest shall adjure the woman, saying to her, “If no other party has lain with you, if you have not gone astray in defilement while living in your husband’s household,<sup>*</sup><i class='footnote'><b>living in your husband’s household </b>More precisely, “under [the jurisdiction of] your [marriage] partner.” NJPS “while married to your husband.” See the Dictionary under “householder,” “marriage,” and <i>’ish</i>.</i> be immune to harm from this water of bitterness that induces the spell."
Numbers 5:31,"The man<sup>*</sup><i class='footnote'><b>man </b>More precisely, the “party” who initiated the proceeding (v. 15). See the Dictionary under <i>’ish</i>.</i> shall be clear of guilt; but that woman<sup>*</sup><i class='footnote'><b>that woman </b>I.e., the guilty one in the initial case. See the first note at v. 18.</i> shall suffer for her guilt."
Numbers 6:4,"Throughout their term as nazirite, they may not eat anything that is obtained from the grapevine, even seeds or skin.<sup>*</sup><i class='footnote'><b>seeds or skin </b>Meaning of Heb. <i>ḥarṣannim</i> and <i>zag</i> uncertain.</i> "
Numbers 8:9,"You shall bring the Levites forward before the Tent of Meeting. Assemble the Israelite community leadership,<sup>*</sup><i class='footnote'><b>Israelite community leadership </b>Heb. <i>kol ‘adat bene yisra’el</i>, which here denotes a part (“leadership”) that acts on behalf of the whole (“community”). NJPS “whole Israelite community.” See the Dictionary under <i>‘edah</i>.</i> "
Numbers 9:6,"But there were some householders<sup>*</sup><i class='footnote'><b>householders </b>Lit. “[salient] participants whose involvement defines the depicted situation.” Presumably the annual paschal offering, like nearly all activity in ancient Israel, was organized by households. Cf. Exod. 12.3–4, 21; see the Dictionary under <i>’ish</i>.</i> who were impure by reason of a corpse and could not offer the passover sacrifice on that day. Appearing that same day before Moses and Aaron,"
Numbers 10:5,"But when you sound short blasts,<sup>*</sup><i class='footnote'><b>short blasts </b>Meaning of Heb. <i>teru‘a</i> uncertain.</i> the divisions encamped on the east shall move forward;"
Numbers 11:3,"That place was named Taberah,<sup>*</sup><i class='footnote'><b>Taberah </b>From the root <i>b-‘-r</i>, “to burn.”</i> because a fire of יהוה had broken out against them."
Numbers 11:27,"An assistant<sup>*</sup><i class='footnote'><b>assistant </b>NJPS “youth,” trad. “young man.” See the Dictionary under <i>na‘ar</i>.</i> ran out and told Moses, saying, “Eldad and Medad are acting the prophet in the camp!”"
Numbers 11:32,The people set to gathering quail all that day and night and all the next day—even the one who gathered least had ten <i>ḥomer</i> s—and they spread them out all around the camp.
Numbers 11:33,"The meat was still between their teeth, not yet chewed,<sup>*</sup><i class='footnote'><b>chewed </b>Meaning of Heb. <i>yikkareth</i> uncertain.</i> when the anger of יהוה blazed forth against the people and יהוה struck the people with a very severe plague."
Numbers 12:3,"Now Moses himself<sup>*</sup><i class='footnote'><b>Moses himself </b>Lit. “the participant whose involvement defines the depicted situation, Moses”; trad. “the man Moses.” See the Dictionary under <i>’ish</i>.</i> was very humble, more so than any other human being on earth."
Numbers 13:2,"“Send agents<sup>*</sup><i class='footnote'><b>agents </b>Lit. “participants whose involvement defines the (proposed) situation”; trad. “men.” See the Dictionary under <i>’ish</i>; Agent.</i> to scout the land of Canaan, which I am giving to the Israelite people; send one participant from each of their ancestral tribes, each one a chieftain among them.”"
Numbers 13:3,"So Moses, by יהוה’s command, sent them out from the wilderness of Paran, all of them being men of consequence,<sup>*</sup><i class='footnote'><b>all of them being men of consequence </b>Heb. <i>kullam ’anashim</i>; NJPS “all the men being [leaders, etc.]”; trad. “all of them men.” See the Dictionary under <i>’ish</i>.</i> leaders of the Israelites."
Numbers 14:15,"If then You slay this people wholesale,<sup>*</sup><i class='footnote'><b>wholesale </b>Lit. “like a single participant,” i.e., without discrimination; NJPS “to a man,” trad. “as one man.” See the Dictionary under <i>’ish</i>.</i> the nations who have heard Your fame will say,"
Numbers 14:44,"Yet defiantly<sup>*</sup><i class='footnote'><b>defiantly </b>Meaning of Heb. <i>wa-ya‘pilu</i> uncertain.</i> they marched toward the crest of the hill country, though neither יהוה’s Ark of the Covenant nor Moses stirred from the camp."
Numbers 15:4,The person who presents the offering to יהוה shall bring as a meal offering: a tenth of a measure of choice flour with a quarter of a <i>hin</i> of oil mixed in.
Numbers 15:5,"You shall also offer, with the burnt offering or the sacrifice, a quarter of a <i>hin</i> of wine as a libation for each sheep."
Numbers 15:6,"In the case of a ram, you shall present as a meal offering: two-tenths of a measure of choice flour with a third of a <i>hin</i> of oil mixed in;"
Numbers 15:7,and a third of a <i>hin</i> of wine as a libation—as an offering of pleasing odor to יהוה.
Numbers 15:9,there shall be offered a meal offering along with the animal: three-tenths of a measure of choice flour with half a <i>hin</i> of oil mixed in;
Numbers 15:10,and as libation you shall offer half a <i>hin</i> of wine—these being offerings by fire of pleasing odor to יהוה.
Numbers 15:15,the rest of the congregation.<sup>*</sup><i class='footnote'><b>shall it be done by the rest of the congregation </b>Precise force of Heb. <i>ya‘aseh ha-qahal</i> uncertain.</i> There shall be one law for you and for the resident stranger; it shall be a law for all time throughout the ages. You and the stranger shall be alike before יהוה;
Numbers 15:20,"as the first yield of your baking,<sup>*</sup><i class='footnote'><b>baking </b>Meaning of Heb. <i>‘arisah</i> uncertain.</i> you shall set aside a loaf as a gift; you shall set it aside as a gift like the gift from the threshing floor."
Numbers 15:38,Speak to the Israelite people<sup>*</sup><i class='footnote'><b>Israelite people </b>Heb. <i>bene yisra’el</i>; whether women are in view is uncertain.</i> and instruct them to make for themselves fringes on the corners of their garments throughout the ages; let them attach a cord of blue to the fringe at each corner.
Numbers 16:7,"and tomorrow put fire in them and lay incense on them before יהוה. Then the candidate<sup>*</sup><i class='footnote'><b>candidate </b>Lit. “participant whose involvement defines the depicted situation”; trad. “man.” See the Dictionary under <i>’ish</i>.</i> whom יהוה chooses, he shall be the holy one. You have gone too far, sons of Levi!”"
Numbers 16:14,"Even if you had<sup>*</sup><i class='footnote'><b>Even if you had </b>Lit. “You have not even.”</i> brought us to a land flowing with milk and honey, and given us possession of fields and vineyards, should you gouge out the eyes of those involved?<sup>*</sup><i class='footnote'><b>gouge out the eyes of those involved </b>Gouging out the eyes was punishment for runaway slaves and rebellious vassals; cf. 2 Kings 25.4–7; Jer. 39.4–7; 52.7–11. “Those involved” (NJPS “those men”; see the Dictionary under <i>’ish</i>) is a euphemism for self-reference; cf. 1 Sam. 29.4.</i> We will not come!”"
Numbers 16:22,"But they fell on their faces and said, “O God, Source<sup>*</sup><i class='footnote'><b>Source </b>Lit. “God.”</i> of the breath of all flesh! When one member<sup>*</sup><i class='footnote'><b>member </b>Lit. “participant whose involvement defines the depicted situation.” Trad. “man.” See the Dictionary under <i>’ish</i>.</i> sins, will You be wrathful with the whole community?”"
Numbers 16:35,And a fire went forth from יהוה and consumed the two hundred and fifty contestants<sup>*</sup><i class='footnote'><b>contestants </b>Lit. “participants whose involvement defines the depicted situation.” Trad. “men.” See the Dictionary under <i>’ish</i>.</i> offering the incense.
Numbers 17:20,"The staff of the candidate<sup>*</sup><i class='footnote'><b>candidate </b>See note at 16.7.</i> whom I choose shall sprout, and I will rid<sup>*</sup><i class='footnote'><b>I will rid </b>Meaning of Heb. <i>wa-hashikkothi</i> uncertain.</i> Myself of the incessant mutterings of the Israelites against you."
Numbers 18:9,"This shall be yours from the most holy sacrifices, the offerings by fire:<sup>*</sup><i class='footnote'><b>the offerings by fire </b>Force of Heb. <i>min ha-’esh</i> uncertain; lit. “from the fire.”</i> every such offering that they render to Me as most holy sacrifices, namely, every meal offering, sin offering, and guilt offering of theirs, shall belong to you and your sons."
Numbers 18:16,"Take as their redemption price,<sup>*</sup><i class='footnote'><b>their redemption price </b>I.e., for human first-born; cf. Num. 3.44ff. For animals see Exod. 34.19–20.</i> from the age of one month up, the money equivalent of five shekels by the sanctuary weight, which is twenty <i>gerah</i> s."
Numbers 21:1,"When the Canaanite, king of Arad, who dwelt in the Negeb, learned that Israel was coming by the way of Atharim,<sup>*</sup><i class='footnote'><b>Atharim </b>Meaning of Heb. <i>ha-’atharim</i> uncertain. Targum and other ancient versions render “the way [taken by] the scouts.”</i> he engaged Israel in battle and took some of them captive."
Numbers 21:3,יהוה heeded Israel’s plea and delivered up the Canaanites; and they and their cities were proscribed. So that place was named Hormah.<sup>*</sup><i class='footnote'><b>Hormah </b>Connected with <i>heḥerim</i> “to proscribe.”</i> 
Numbers 21:6,יהוה sent <i>seraph</i><sup>*</sup><i class='footnote'><b>seraph </b>Cf. Isa. 14.29; 30.6. Others “fiery”; exact meaning of Heb. <i>saraph</i> uncertain. Cf. Deut. 8.15.</i> serpents against the people. They bit the people and many of the Israelites died.
Numbers 21:8,"Then יהוה said to Moses, “Make a <i>seraph</i><sup>*</sup><i class='footnote'><b>seraph </b>See note at v. 6.</i> figure and mount it on a standard. And anyone who was bitten who then looks at it shall recover.”"
Numbers 22:9,"God came to Balaam and said, “What do these men<sup>*</sup><i class='footnote'><b>men </b>Lit. “participants whose involvement defines the depicted situation.” NJPS “people.” See the Dictionary under <i>’ish</i>.</i> want of you?”"
Numbers 22:32,"The messenger of יהוה said to him, “Why have you beaten your ass these three times? It is I who came out as an adversary, for the errand is obnoxious<sup>*</sup><i class='footnote'><b>obnoxious </b>Precise meaning of Heb. <i>yarat</i> uncertain.</i> to me."
Numbers 23:3,"Then Balaam said to Balak, “Stay here beside your offerings while I am gone. Perhaps יהוה will grant me a manifestation, and whatever is revealed to me I will tell you.” And he went off alone.<sup>*</sup><i class='footnote'><b>alone </b>Others “to a bare height”; exact meaning of Heb. <i>shephi</i> uncertain.</i> "
Numbers 23:8,"How can I damn whom God<sup>*</sup><i class='footnote'><b>God </b>Heb <i>El</i>, as often in these poems.</i> has not damned,<br/>How doom when יהוה has not doomed?<br/>"
Numbers 23:10,"Who can count the dust<sup>*</sup><i class='footnote'><b>dust </b>Cf. Gen. 13.16.</i> of Jacob,<br/>Number<sup>*</sup><i class='footnote'><b>Number </b>Lit. “and the number of.”</i> the dust-cloud of Israel?<br/>May I die the death of the upright,<sup>*</sup><i class='footnote'><b>upright </b>Heb. <i>yesharim</i>, a play on <i>yeshurun</i> (“Jeshurun” in Deut. 32.15), a name for Israel.</i> <br/>May my fate be like theirs!"
Numbers 23:24,"Lo, a people that rises like a lioness,<sup>*</sup><i class='footnote'><b>lioness </b>So traditionally; NJPS “lion.” Precise meaning of Heb. <i>lavi’</i> uncertain; see next note.</i> <br/>Leaps up like a lion,<sup>*</sup><i class='footnote'><b>lion </b>So traditionally; NJPS “king of beasts.” Heb. <i>’ari</i>. Cf. previous note; this verse’s two terms distinguish either sexes or breeds.</i> <br/>Rests not till it has feasted on prey<br/>And drunk the blood of the slain."
Numbers 24:3,"Taking up his theme, he said:<br/><sup>*</sup><i class='footnote'>Some of the poetic portions of this chapter are unclear.</i> Word of Balaam son of Beor,<br/>Word of the man<sup>*</sup><i class='footnote'><b>man </b>Heb. <i>gever</i>; more precisely, a man who makes his presence felt.</i> whose eye is true,<sup>*</sup><i class='footnote'><b>whose eye is true </b>Others “whose eye is (or, eyes are) open”; meaning of Heb. uncertain.</i> <br/>"
Numbers 24:9,"They crouch, they lie down like a lion,<br/>Like a lioness;<sup>*</sup><i class='footnote'><b>lioness </b>Heb. <i>lavi’</i>; NJPS “king of beasts.” See the first note at 23.24.</i> who dares rouse them?<br/>Blessed are they who bless you,<br/>Accursed they who curse you!"
Numbers 25:1,"While Israel was staying at Shittim, the menfolk<sup>*</sup><i class='footnote'><b>menfolk </b>NJPS “people”; cf. Exod. 14.6, Num. 21.33. See the Dictionary under <i>‘am</i>.</i> profaned themselves by whoring<sup>*</sup><i class='footnote'><b>profaned themselves by whoring </b>Others “began to commit harlotry.”</i> with the Moabite women,"
Numbers 25:5,"So Moses said to Israel’s officials, “Each of you slay those of his men<sup>*</sup><i class='footnote'><b>his men </b>I.e., those under each official’s command when the militia is mustered. Lit. “his [salient] participants.” See the Dictionary under <i>’ish</i>.</i> who attached themselves to Baal-peor.”"
Numbers 27:8,"“Further, speak to the Israelite people as follows: ‘If a householder<sup>*</sup><i class='footnote'><b>householder </b>Typically, a man. Lit. “participant whose involvement defines the depicted situation.” Trad. “man.” See the Dictionary under <i>’ish</i>.</i> dies without leaving a son, you shall transfer his property to his daughter."
Numbers 28:5,"And as a meal offering, there shall be a tenth of an <i>ephah</i> of choice flour with a quarter of a <i>hin</i> of beaten oil mixed in—"
Numbers 28:7,"The libation with it shall be a quarter of a <i>hin</i> for each lamb, to be poured in the sacred precinct as an offering of fermented drink<sup>*</sup><i class='footnote'><b>fermented drink </b>I.e., wine.</i> to יהוה."
Numbers 28:9,"On the sabbath day: two yearling lambs without blemish, together with two-tenths of a measure<sup>*</sup><i class='footnote'><b>of a measure </b>I.e., of an <i>ephah</i>.</i> of choice flour with oil mixed in as a meal offering, and with the proper libation—"
Numbers 28:14,"Their libations shall be: half a <i>hin</i> of wine for a bull, a third of a <i>hin</i> for a ram, and a quarter of a <i>hin</i> for a lamb. That shall be the monthly burnt offering for each new moon of the year."
Numbers 29:35,On the eighth day you shall hold a solemn gathering;<sup>*</sup><i class='footnote'><b>solemn gathering </b>Precise meaning of Heb. <i>‘aṣereth</i> uncertain. Cf. Lev. 23.36; Deut. 16.8.</i> you shall not work at your occupations.
Numbers 30:3,"If a householder<sup>*</sup><i class='footnote'><b>householder </b>I.e., an individual whose vows are not subject to another’s review—unlike the vows made by dependent men within his household, and unlike those made by his wife or daughter. Or more vaguely, “anyone.” See the Dictionary under <i>’ish</i>.</i> makes a vow to יהוה or takes an oath imposing an obligation<sup>*</sup><i class='footnote'><b>an obligation </b>Or “a prohibition.”</i> on himself, he shall not break his pledge; he must carry out all that has crossed his lips.<sup>*</sup><i class='footnote'><b>crossed his lips </b>Lit. “come out of his mouth.”</i> "
Numbers 30:4,"If a woman<sup>*</sup><i class='footnote'><b>woman </b>Lit. “(female) participant whose involvement defines the depicted situation.” Unlike “woman” in contemporary English, Heb. <i>’ishshah</i> can denote girls within its scope, as here and in 31.18, 35; Judg. 21.14.</i> makes a vow to יהוה or assumes an obligation while still in her father’s household by reason of her youth,"
Numbers 31:3,"Moses spoke to the militia,<sup>*</sup><i class='footnote'><b>militia </b>Heb. <i>‘am</i>; trad. “people.” Cf. note at 25.1.</i> saying, “Let troops<sup>*</sup><i class='footnote'><b>troops </b>Lit. “participants whose involvement defines the depicted situation”; trad. “men.” See the Dictionary under <i>’ish</i>.</i> be picked out from among you for a campaign, and let them fall upon Midian to wreak יהוה’s vengeance on Midian."
Numbers 31:9,"The Israelites took the women and other noncombatants<sup>*</sup><i class='footnote'><b>other noncombatants </b>NJPS “children,” trad. “little ones.” See the Dictionary under <i>ṭaph</i>.</i> of the Midianites captive, and seized as booty all their beasts, all their herds, and all their wealth."
Numbers 31:12,"and they brought the captives, the booty, and the spoil to Moses, Eleazar the priest, and the Israelite community leadership,<sup>*</sup><i class='footnote'><b>Israelite community leadership </b>Heb. <i>‘adat bene yisra’el</i>; NJPS “whole Israelite community.” See note at 8.9.</i> at the camp in the steppes of Moab, at the Jordan near Jericho."
Numbers 31:16,"Yet they are the very ones who, at the bidding of Balaam, induced<sup>*</sup><i class='footnote'><b>induced </b>Meaning of Heb. <i>hayu</i> … <i>limsor</i> uncertain.</i> the Israelites to trespass against יהוה in the matter of Peor, so that יהוה’s community was struck by the plague."
Numbers 31:18,but spare every female noncombatant<sup>*</sup><i class='footnote'><b>female noncombatant </b>Heb. <i>ha-ṭaph ba-nashim</i>; NJPS “young woman”; trad. “(all the) women children.” See note at 30.4.</i> who has not had carnal relations with a man.
Numbers 31:50,"So we have brought as an offering to יהוה such articles of gold as each of us came upon: armlets, bracelets, signet rings, earrings, and pendants,<sup>*</sup><i class='footnote'><b>pendants </b>Meaning of Heb. <i>kumaz</i> uncertain; cf. Exod. 35.22.</i> that expiation may be made for our persons before יהוה.”"
Numbers 32:11,"‘None of the men<sup>*</sup><i class='footnote'><b>men </b>I.e., the militia; see chap. 14, esp. vv. 26–35. Lit. “participants whose involvement defines the depicted situation”; see the Dictionary under <i>’ish</i>.</i> from twenty years up who came out of Egypt shall see the land that I promised on oath to Abraham, Isaac, and Jacob, for they did not remain loyal to Me—"
Numbers 32:14,"And now you, a breed of sinful fellows,<sup>*</sup><i class='footnote'><b>fellows </b>I.e., members of the community. Lit. “participants whose involvement defines the depicted situation”; trad. “men.” See the Dictionary under <i>’ish</i>.</i> have replaced your fathers, to add still further to יהוה’s wrath against Israel."
Numbers 32:17,"And we will hasten<sup>*</sup><i class='footnote'><b>hasten </b>Meaning of Heb. <i>ḥushim</i> uncertain.</i> as shock-troops in the van of the Israelites until we have established them in their home, while our children stay in the fortified towns because of the inhabitants of the land."
Numbers 33:52,"you shall dispossess all the inhabitants of the land; you shall destroy all their figured<sup>*</sup><i class='footnote'><b>figured </b>Meaning of Heb. <i>maskith</i> uncertain; cf. Lev. 26.1.</i> objects; you shall destroy all their molten images, and you shall demolish all their cult places."
Exodus 1:21,"And [God] established households<sup>*</sup><i class='footnote'><b>households </b>Meaning of Heb. <i>batim</i> uncertain.</i> for the midwives, because they feared God."
Exodus 2:1,A certain member<sup>*</sup><i class='footnote'><b>member </b>NJPS “man.” See the Dictionary under <i>’ish</i>.</i> of the house of Levi went and took [into his household as his wife] a woman of Levi.
Exodus 2:10,"When the child grew up, she brought him to Pharaoh’s daughter, who made him her son. She named him Moses,<sup>*</sup><i class='footnote'><b>Moses </b>Heb. <i>Mosheh</i> from Egyptian for “born of”; here associated with <i>mashah</i> “draw out.”</i> explaining, “I drew him out of the water.”"
Exodus 2:22,"She bore a son whom he named Gershom,<sup>*</sup><i class='footnote'><b>Gershom </b>Associated with <i>ger sham</i>, “a stranger there.”</i> for he said, “I have been a stranger in a foreign land.”"
Exodus 3:15,"And God said further to Moses, “Thus shall you speak to the Israelites: יהוה,<sup>*</sup><i class='footnote'><b>יהוה </b>This name (<i>y-h-w-h</i>; traditionally read <i>Adonai</i> “the Lord”) is here associated with the verb <i>hayah</i> “to be.”</i> the God of your fathers’ [house]—the God of Abraham, the God of Isaac, and the God of Jacob—has sent me to you:<br/>This shall be My name forever,<br/>This My appellation for all eternity."
Exodus 5:9,Let heavier work be laid upon those involved;<sup>*</sup><i class='footnote'><b>those involved </b>Lit. “the [salient] participants.” Trad. “the men.” See the Dictionary under <i>’ish</i>.</i> let them keep at it and not pay attention to deceitful promises.”
Exodus 8:19,And I will make a distinction<sup>*</sup><i class='footnote'><b>distinction </b>Meaning of <i>peduth</i> uncertain.</i> between My people and your people. Tomorrow this sign shall come to pass.’”
Exodus 10:7,"Pharaoh’s courtiers said to him, “How long shall this one be a snare to us? Let a delegation<sup>*</sup><i class='footnote'><b>a delegation </b>Lit. “the [salient] participants,” i.e., not everyone. Trad. “the men.” See the Dictionary under <i>’ish</i>.</i> go to worship their God יהוה ! Are you not yet aware that Egypt is lost?”"
Exodus 10:9,"Moses replied, “We will all go—regardless of social station<sup>*</sup><i class='footnote'><b>regardless of social station </b>Heb. <i>bi-n‘areinu u-vi-ziqneinu</i>, taking <i>na‘ar</i> and <i>zaqen</i> as terms of social rank—lit. “with our underlings and with our elders.” NJPS “young and old.” See the Dictionary under <i>na‘ar</i> and “elders.”</i> —we will go with our sons and daughters, our flocks and herds; for we must observe יהוה’s festival.”"
Exodus 11:3,"יהוה disposed the Egyptians favorably toward the people. Moreover, Moses himself<sup>*</sup><i class='footnote'><b>Moses himself </b>Lit. “the participant whose involvement defines the depicted situation, Moses”; trad. “the man Moses.” See the Dictionary under <i>’ish</i>.</i> was much esteemed in the land of Egypt, among Pharaoh’s courtiers and among the people."
Exodus 12:3,"Speak to the community leadership of Israel<sup>*</sup><i class='footnote'><b>community leadership of Israel </b>Heb. <i>kol ‘adat yisra’el</i>, lit. “whole community of Israel,” which here denotes the part (“leadership”) that acts on behalf of the whole (“community”). See the Dictionary under <i>‘edah</i>.</i> and say that on the tenth of this month each of them shall take a lamb<sup>*</sup><i class='footnote'><b>lamb </b>Or “kid.” Heb. <i>seh</i> means either “sheep” or “goat”; cf. v. 5.</i> to a family, a lamb to a household."
Exodus 12:11,"This is how you shall eat it: your loins girded, your sandals on your feet, and your staff in your hand; and you shall eat it hurriedly: it is a passover offering<sup>*</sup><i class='footnote'><b>passover offering </b>Or “protective offering”; Heb. <i>pesaḥ</i>.</i> to יהוה."
Exodus 12:44,But any householder’s<sup>*</sup><i class='footnote'><b>householder’s </b>NJPS “a man [has bought]”; trad. “man’s.” See the Dictionary under <i>’ish</i>.</i> purchased male slave may eat of it once he has been circumcised.
Exodus 13:18,"So God led the people round about, by way of the wilderness at the Sea of Reeds.Now the Israelites went up armed<sup>*</sup><i class='footnote'><b>armed </b>Meaning of Heb. <i>ḥamushim</i> uncertain.</i> out of the land of Egypt."
Exodus 14:7,"he took six hundred of his picked chariots, and the rest of the chariots of Egypt, with officers<sup>*</sup><i class='footnote'><b>officers </b>Heb. <i>shalish</i>; originally “third man on royal chariot”; hence “adjutant,” “officer.”</i> in all of them."
Exodus 14:20,"and it came between the army of the Egyptians and the army of Israel. Thus there was the cloud with the darkness, and it cast a spell upon<sup>*</sup><i class='footnote'><b>and it cast a spell upon </b>From root <i>’-r-r</i>, “cast a spell” or “curse.” Others “and it lit up.”</i> the night, so that the one could not come near the other all through the night."
Exodus 14:25,"[God] locked<sup>*</sup><i class='footnote'><b>locked </b>From root <i>’-s-r</i>, with several ancient versions. Others “took off.”</i> the wheels of their chariots so that they moved forward with difficulty. And the Egyptians said, “Let us flee from the Israelites, for יהוה is fighting for them against Egypt.”"
Exodus 15:2,"יהוה<sup>*</sup><i class='footnote'><b>
יהוה </b>Heb. <i>Yah</i>.</i> is my strength and might;<sup>*</sup><i class='footnote'><b>might </b>Others “song.”</i> <br/>He is become my deliverance.<br/>This is my God and I will enshrine<sup>*</sup><i class='footnote'><b>enshrine </b>Others “glorify.”</i> Him;<br/>The God of my father’s [house], and I will exalt Him.<br/>"
Exodus 16:15,"When the Israelites saw it, they said to one another, “What is it?”<sup>*</sup><i class='footnote'><b>What is it? </b>Heb. <i>man hu</i>; others “It is manna.”</i> —for they did not know what it was. And Moses said to them, “That is the bread which יהוה has given you to eat."
Exodus 16:16,This is what יהוה has commanded: Each household shall gather as much as it requires to eat—an <i>omer</i> to a person for as many of you as there are; each household shall fetch according to those in its tent.”
Exodus 16:18,"But when they measured it by the <i>omer</i>, anyone who had gathered much had no excess, and anyone who had gathered little had no deficiency: each household had gathered as much as it needed to eat."
Exodus 16:22,"On the sixth day they gathered double the amount of food, two <i>omer</i>s for each; and when all the chieftains of the community came and told Moses,"
Exodus 16:31,"The house of Israel named it manna;<sup>*</sup><i class='footnote'><b>manna </b>Heb. <i>man</i>.</i> it was like coriander seed, white, and it tasted like wafers<sup>*</sup><i class='footnote'><b>wafers </b>Meaning of Heb. <i>ṣappiḥith</i> uncertain.</i> in honey."
Exodus 16:32,"Moses said, “This is what יהוה has commanded: Let one <i>omer</i> of it be kept throughout the ages, in order that they may see the bread that I fed you in the wilderness when I brought you out from the land of Egypt.”"
Exodus 16:33,"And Moses said to Aaron, “Take a jar, put one <i>omer</i> of manna in it, and place it before יהוה, to be kept throughout the ages.”"
Exodus 16:36,The <i>omer</i> is a tenth of an <i>ephah</i>.
Exodus 17:9,"Moses said to Joshua, “Pick some troops<sup>*</sup><i class='footnote'><b>troops </b>Lit. “participants whose involvement defines the depicted situation”; trad. “men.” See the Dictionary under <i>’ish</i>.</i> for us, and go out and do battle with Amalek. Tomorrow I will station myself on the top of the hill, with the rod of God in my hand.”"
Exodus 17:16,"He said, “It means, ‘Hand upon the throne<sup>*</sup><i class='footnote'><b>throne </b>Meaning of Heb. <i>kes</i> uncertain.</i> of יהוה !’ יהוה will be at war with Amalek throughout the ages.”"
Exodus 18:3,"and her two sons—of whom one was named Gershom, that is to say, “I have been a stranger<sup>*</sup><i class='footnote'><b>stranger </b>Heb. <i>ger</i>.</i> in a foreign land”;"
