mishnah_tref,yerushalmi_french_text
Mishnah Gittin 3:4,"R. Eléazar b. Parta a énoncé devant les sages trois règles qu’ils ont confirmées: les gens d’une ville assiégée à qui il ne reste plus d’issue, les passagers d’un navire battu par la tempête, et le coupable sur le point d’être condamné par la justice à la peine capitale, restent pourtant dans la présomption d’être vivants. Mais une fois que la ville est prise par les assiégeants, ou si le navire a fait naufrage en mer, ou si le condamné se rend déjà au dernier supplice, à tous ces gens on applique les lois les plus sévères des vivants et des morts<sup>73</sup><i class=""footnote"">Pour eux, on observera les lois les plus sévères, en les supposants vivants et en les supposant morts</i>. Ainsi, lorsqu’une fille d’Israélite est mariée à un cohen (qui se trouve dans l’un de ces derniers cas), ou si une fille de cohen est mariée à un simple israélite, elle ne pourra pas manger de l’oblation sacerdotale<sup>74</sup><i class=""footnote"">""Pour la 1re, on suppose le mari mort; pour la 2e, on le suppose vivant, et aux 2 cas l'oblation est interdite""</i>."
Mishnah Gittin 3:5,"Si un porteur d’acte de divorce en Palestine même (d’une localité à l’autre) devient malade en route, le mari peut en charger autrui. Mais si le mari lui a dit de reprendre par contre de la femme un objet spécial (de valeur), le porteur ne peut pas se décharger de l’acte sur autrui: car le mari n’a pas entendu accorder à un tiers sa confiance pour avoir le dépôt en question."
Mishnah Gittin 3:6,"Si le porteur d’un acte de divorce venant d’outre-mer tombe malade, le tribunal désignera un messager chargé de l’expédition, et le porteur devra déclarer devant les juges avoir assisté à la rédaction et à la signature de l’acte. Le dernier porteur n’a pas besoin de faire cette même déclaration, mais il devra seulement avoir été chargé de cet envoi par le tribunal."
Mishnah Gittin 3:7,"Si quelqu’un prête de l’argent à un Cohen, ou à un lévite, ou à un pauvre, avec l’intention de se rembourser plus tard en prélevant le montant sur celui qui leur revient<sup>80</sup><i class=""footnote"">Au premier, le créancier devra l'oblation sur ses fruits, et aux autres il doit les diverses dîmes</i>, il pourra faire le prélèvement de ce qui lui revient dans la présomption que ces gens vivent toujours, sans craindre que le Cohen ou le lévite soient morts, ou que le pauvre se soit enrichi. S’ils sont morts avant que le créancier soit remboursé, celui-ci devra demander aux héritiers du défunt l’autorisation de se rembourser S’il a prêté par devant justice, il n’a pas besoin de cette autorisation pour se payer."
Mishnah Gittin 3:8,"Si quelqu’un met des fruits de côté pour les employer à l’oblation et aux dîmes (à libérer d’autres fruits), ou de l’argent pour l’employer plus tard à titre de 2e dîme (devant être mangée à Jérusalem), il pourra considérer cette mise de côté comme effective (et manger le reste), dans la présomption que ces objets de côté subsistent toujours. Au cas où ces fruits mis de côté sont perdus, il devra pour tous les produits (tant libérés que non libérés) compter en arrière de temps en temps<sup>81</sup><i class=""footnote"">""Littéralement: """" Il faut craindre de temps en temps """", c'est-à-dire, chaque jour, on doit faire un compte rétroactif pour ce que l'on a cru libérer de cette façon""</i>. Tel est l’avis de R. Eléazar b. Shamoua. R. Juda dit: à trois époques de l’année, on devra goûter le vin (auquel on donne d’avance cette destination future de part sacerdotale ou lévitique, pour savoir s’il n’est pas gâté), savoir lorsqu’à l’issue de la fête des Tabernacles, le vent d’Est souffle, lorsque les bourgeons des ceps de vigne apparaissent, et lorsque la sève liquide pénètre dans les raisins non encore mûrs."
Mishnah Gittin 4:1,"Si un mari envoie un acte de divorce à sa femme par un messager, qu’ensuite il rencontre en route, ou s’il envoie un second messager à la recherche du premier, avec l’ordre d’annuler l’acte de divorce, l’annulation est admise. De même, s’il a devancé le messager auprès de sa femme (pour renoncer au divorce), ou s’il lui a envoyé un autre messager, en faisant déclarer nul l’acte qu’il lui a envoyé, l’annulation est admise. Mais dès que l’acte de divorce est arrivé aux mains de la femme, les démarches du mari ne servent plus à annuler l’acte."
Mishnah Gittin 4:2,"Autrefois, le mari établissait un tribunal (composé de trois personnes), d’une autre localité, pour annuler l’envoi de l’acte de divorce (sans la présence de la femme). Puis R. Gamliel l’ancien établit la règle de ne pas agir ainsi, dans l’intérêt de l’ordre régulier du monde<sup>99</sup><i class=""footnote"">A défaut de cette précaution, la femme qui aurait reçu un acte de divorce (annulé à son insu) pourrait se remarier à un autre</i>. En principe, on modifiait, pour annuler l’acte, l’un des noms usuels du mari<sup>100</sup><i class=""footnote"">S'il a deux noms</i>, avec celui de la ville où il se trouve, et le nom de la femme avec la ville où elle se trouve; plus tard, R. Gamliel l’ancien établit la règle d’inscrire le nom du mari avec tous les surnoms qu’il porte (en n’importe quel endroit), et celui de la femme avec tous ses surnoms, dans l’intérêt des bonnes règles."
Mishnah Gittin 4:3,"Une veuve ne peut se faire payer son douaire sur les biens des orphelins qu’en jurant n’avoir rien reçu de son mari<sup>108</sup><i class=""footnote"">Aucun plaideur ne pouvait se faire payer des orphelins la dette du défunt, qu'en prêtant serment Cf, (Ketubot 9, 7)</i>; mais on s’était abstenu de déférer à la veuve ce serment<sup>109</sup><i class=""footnote"">Selon le Talmud B, fol 35a, on ne déférait pas de serment à une veuve, pour ne pas l'entraîner à prêter un faux serment</i>. Aussi R. Gamliel l’ancien a établi que désormais la veuve puisse se faire payer le douaire qui lui est dû en faisant un vœu<sup>110</sup><i class=""footnote"">Autre mode de jurer, sous peine que le pain lui soit défendu, ou autre interdit analogue</i> sur tel objet que les orphelins voudront. Les témoins doivent apposer leur signature sur l’acte de divorce, règle établie pour l’utilité publique. Enfin, Hillel a établi l’usage du prosbolh pour l’utilité publique<sup>111</sup><i class=""footnote"">Cf J, (Sheviit 10, 4)</i>."
Mishnah Gittin 4:4,"Si l’esclave qui a été emmené prisonnier par des païens est ensuite racheté par des Juifs, il doit servir lorsqu’on l’a racheté comme esclave; mais il est libre, si on l’a racheté pour le rendre libre. R. Simon b. Gamliel dit que même en ce dernier cas il doit servir. Si un individu a désigné son esclave comme hypothèque, apoqhch, à son créancier, puis l’a affranchi, légalement l’esclave ne doit rien; mais pour éviter les inconvénients, le maître est tenu de l’affranchir, et l’esclave s’engage par acte à payer sa valeur. R. Simon b. Gamliel dit: Ce n’est pas l’esclave qui s’engage dans l’acte, mais celui qui l’a affranchi."
Mishnah Gittin 4:5,"Si un individu est à moitié esclave et à moitié libre<sup>126</sup><i class=""footnote"">Si p ex 2 frères ont hérité un esclave, et l'un d'eux l'a affranchi 5 (Eduyot 1, 13)</i>, il servira un jour son maître, et il sera libre un jour; c’est l’opinion de l’école de Hillel. L’école de Shammaï dit: Vous avez défendu les intérêts du maître, mais non pas ceux de l’esclave; il ne peut pas épouser une femme libre, car il est à moitié esclave; il ne peut pas épouser une esclave<sup>127</sup><i class=""footnote"">Les esclaves pouvaient donc contracter entr'eux de véritables mariages</i>, car il est à moitié libre<sup>128</sup><i class=""footnote"">Cf, (Qidushin 1, 3) Cette dernière phrase incidente (ou explicative) manque dans le texte jérusalémite</i>. Restera-t-il célibataire? Mais le monde n’a été créé que pour la reproduction; car il est écrit: “Dieu n’a pas créé le monde pour qu’il reste désert, mais pour qu’il soit habité” (Is 45, 18). Il faut donc, pour l’utilité publique, forcer le maître à l’affranchir, et l’esclave s’engagera par acte à payer au maître la moitié de sa valeur. L’école de Hillel finit alors par adopter l’opinion de l’école de Shammaï<sup>129</sup><i class=""footnote"">Le comment de R Ascher cite ici un passage (B,43a) d'où il résulte que le fils naturel est un hériter, puis un autre passage (B, Yebamot22) concluant qu'un Mamzer (bâtard) hérite aussi</i>."
Mishnah Gittin 4:6,"Si un individu vend son esclave à un païen ou à un homme qui va le conduire à l’étranger, l’esclave devient libre<sup>134</sup><i class=""footnote"">La loi rabbinique le libère, pour lui éviter les mauvais traitements probables des païens</i>. -On ne donne pas pour racheter les prisonniers<sup>135</sup><i class=""footnote"">Quoique ce soit l'œuvre la plus méritoire, dit le Talmud B, Baba Batra8a</i> plus qu’ils ne valent; c’est une mesure d’utilité publique? -On ne doit pas chercher à faire prendre la fuite aux prisonniers (il faut les racheter); c’est aussi une règle d’utilité publique<sup>136</sup><i class=""footnote"">S'ils se sauvaient, les païens maltraiteraient d'autant plus les prisonniers qu'ils prendraient une autre fois</i>. R. Simon b. Gamliel dit: C’est un précepte donné dans l’intérêt de ceux qui sont déjà retenus en prison<sup>137</sup><i class=""footnote"">Même motif que celui de la note précédente</i>. On n’achète pas de livres (de l’Ecriture-Sainte), de phylactères ou de mezuzot aux païens à un prix qui dépasse leur valeur; c’est aussi un précepte d’utilité publique<sup>138</sup><i class=""footnote"">De crainte d'abus, comme pour le rachat des prisonniers</i>."
Mishnah Gittin 4:7,"Celui qui répudie sa femme pour avoir entendu exprimer à son sujet un bruit fâcheux (peut-être calomniateur) ne pourra plus la reprendre, et il en est de même s’il l’a repoussée parce qu’elle avait prononcé un vœu à la légère. R. Juda dit: s’il s’agit d’un vœu dont beaucoup de personnes ont connaissance, le mari ne pourra pas reprendre la femme répudiée; mais si ce n’est pas à la connaissance de plusieurs personnes, le mari peut la reprendre. R. Meir dit: pour tout vœu qui exige l’investigation d’un sage, le mari ne pourra pas la reprendre; lorsque cette investigation n’est pas nécessaire, le mari peut revenir sur sa détermination. R. Eléazar ajoute<sup>143</sup><i class=""footnote"">Cf, (Ketubot 7, 9)</i>: les sages n’ont défendu le premier cas qu’à cause du dernier<sup>144</sup><i class=""footnote"">En cas d'enquête du savant, nul préjudice ne peut arriver à la femme Ceci n'est à craindre que lorsqu'il n'y a pas d'enquête, le mari peut alors arguer que s'il avait su pouvoir annuler le vœu de sa femme, il ne l'aurait pas répudiée</i>. Sur ce, R. Yossé b. Juda raconta qu’à Sidon quelqu’un dit à sa femme: “que tout me soit interdit, si je ne te répudie pas”, et bien qu’il l’eût en effet répudiée, les sages lui permirent de la reprendre. D’ordinaire, cette reprise est interdite, par précepte d’utilité publique."
Mishnah Gittin 4:8,"Celui qui a répudié sa femme parce qu’elle est d’une stérilité évidente ne pourra pas la reprendre, selon R. Juda; les autres sages le permettent. Si après avoir épousé un autre dont elle a des fils elle réclame au 1er mari le douaire, (auquel elle n’avait pas droit comme femme stérile répudiée), selon R. Juda, le mari peut lui dire: “Il valait mieux te taire que de parler inconsidérément<sup>148</sup><i class=""footnote"">Si j'avais su avoir à te restituer ton douaire, je ne t'aurais pas répudiée: et l'acte de divorce devenant nul, les enfants seront nés illégitimes</i>”."
Mishnah Gittin 4:9,"On ne rachète pas aux païens celui qui se vend à eux lui-même avec ses fils; mais, après la mort du père, on rachète ses enfants (non responsables de cette cession). Si, après la vente d’un champ à un païen, un israélite le rachète de ce dernier, l’israélite offrira les prémices au Temple; c’est un précepte d’utilité publique<sup>149</sup><i class=""footnote"">Il ne faut pas s'habituer, en Palestine, à céder le sol aux païens, mais s'efforcer de le reprendre en cas d'aliénation</i>."
Mishnah Gittin 5:1,"Ceux qui réclament pour un dommage (que l’animal d’un individu leur a causé) peuvent se faire payer du meilleur des champs<sup>154</sup><i class=""footnote"">Il y avait 3 classes de champs les meilleurs, les moyens, les pires ou inférieurs Cf J, (Ketubot 12, 4)</i>; les créanciers seront payés par la classe moyenne des champs; enfin la femme qui réclame le douaire ne peut prendre que de la classe inférieure. R. Simon b. Gamliel<sup>155</sup><i class=""footnote"">L'édition de la Mishna selon le Talmud Babli a: R Meir</i> dit: la femme qui réclame le douaire peut également se faire payer de la classe moyenne."
Mishnah Gittin 5:2,"Le demandeur ne peut pas saisir les biens hypothéqués, si le défendeur possède encore des biens libres, quand même ces biens seraient de la classe inférieure (et que les biens vendus seraient d’une autre classe, que le demandeur aurait droit de prendre s’ils n’étaient pas venus). Ceux qui se font payer des biens des orphelins ne peuvent prendre que les champs de la classe inférieure.-<sup>165</sup><i class=""footnote"">La Guemara sur ce paragraphe est déjà traduite en (Ketubot 9, 8)</i>"
Mishnah Gittin 5:3,"On a établi comme loi d’utilité publique, qu’aux cas suivants le demandeur ne puisse pas se faire payer des biens vendus par le défendeur, savoir: pour les produit du champ<sup>166</sup><i class=""footnote"">""P ex, dit Rashi, A vend un champ à B qui l'a cultivé, puis il se trouve qu'A n'avait pas le droit de vendre ce champ; ce champ appartenait à une autre qui le reprend avec ses produits B réclame donc d'A de lui payer le capital et les produits En ce cas, B peut se faire payer pour le capital des biens vendus par A postérieurement à son achat, mais pour les produits, il ne peut saisir que les biens libres qu'A possède encore Cf (Ketubot 12, 2)""</i>, ou pour son amélioration<sup>167</sup><i class=""footnote"">Si p ex B avait amélioré le champ que l'ancien propriétaire lui a enlevé avec les améliorations, B ne peut saisir pour ces améliorations que les biens libres non encore vendus par A</i>, ou pour la nourriture de la veuve et des filles orphelines (qui ont droit à être nourries des biens de l’héritage de leurs frères). On a encore établi pour l’utilité publique cette loi<sup>168</sup><i class=""footnote"">""Cette dernière règle est omise dans les éditions du Talmud jérus Qui ont suivi l'édition de Venise; mais celle de Jitomir l'a rétablie, comme bien d'autres passages essentiels""</i>: celui qui rend les choses qu’il a trouvées, à l’ancien propriétaire qui les a perdues, n’est pas obligé de prêter serment (si le propriétaire prétend qu’il y en avait davantage)."
Mishnah Gittin 5:4,"Le maître de maison sur lequel les orphelins s’appuient (auquel est confiée la gestion de leurs biens), ou que leur père avait désigné d’avance pour être leur tuteur epitropo"", sera tenu de rédimer les fruits que ceux-ci mangeront. Si le père des orphelins a nommé pour eux un tuteur, celui-ci est obligé de prêter serment sur sa gestion (si les orphelins devenus majeurs l’exigent); mais si c’est le tribunal qui l’a nommé tuteur il n’est pas obligé de prêter serment<sup>175</sup><i class=""footnote"">Cf, (Shevouot 7, 9)</i>. Abba Saül dit le contraire. Si un individu a rendu impure l’oblation qui est à un cohen (qu’il est défendu de manger impure), ou s’il a fait des libations avec le vin d’un autre (ce qui fait qu’on ne peut plus boire ce vin), ou s’il a mêlé aux produits des champs un peu d’oblation, ce qui fait que personne ne peut plus les manger, excepté un cohen, pour tous ces faits commis involontairement, l’auteur sera dispensé de payer; s’il les a faits volontairement, il doit payer le dommage. Aussi, les cohanim qui ont de plein gré rendu impropre un sacrifice offert au Temple seront coupables."
Mishnah Gittin 5:5,"R. Yohanan b. Godgoda atteste ceci: 1° Si un père a marié sa fille sourde-muette (en sa minorité), elle pourra être libérée au moyen d’un acte de divorce<sup>184</sup><i class=""footnote"">Malgré son état inconscient, car son consentement n'est pas nécessaire V. (Yebamot 14, 3)</i>; 2° dès qu’une mineure simple israélite (orpheline) a épousé un cohen, elle peut (malgré son jeune âge) consommer l’oblation, et si elle meurt, le mari hérite d’elle (comme pour une véritable union); 3° au cas où une charpente ou un tronc de bois volé est encastré dans une grande construction (d’où il est impossible de le retirer), on devra seulement prélever le montant de la valeur afin de contribuer<sup>185</sup><i class=""footnote"">La phrase justification, placée entre , est omise au texte jérusalémite</i> à l’amélioration de ceux qui se repentent; 4° un sacrifice expiatoire volé, sans que beaucoup de personnes connaissent le vol, effectuera le pardon (sans qu’il soit nécessaire de le remplacer par un autre), dans l’intérêt de l’autel<sup>186</sup><i class=""footnote"">Il faut susciter aux cohanim la crainte que, par tromperie, ils soient exposés à sacrifier, puis à consommer une victime présentée indûment Toute cette Mishna se retrouve (Eduyot 7, 9) Cf (Horayot 3, 5)</i>."
Mishnah Gittin 5:6,"Le sicaricon<sup>192</sup><i class=""footnote"">Derenbourg, Essai, etc, p 475</i>, ou le droit de revendication à l’égard des biens achetés aux sicaires, n’existait pas dans le province de la Judée lorsque les propriétaires avaient été tués pendant la guerre; mais, pour les biens pris à des propriétaires tués après la guerre, ce droit subsiste. Comment ce droit s’exerce-t-il? Si un individu a acheté le champ d’abord à l’assassin, puis au vrai propriétaire, l’achat est nul; s’il l’a acheté au propriétaire avant de l’acheter à l’assassin, l’achat est valable. Il en est de même du champ d’une femme mariée: Si un individu l’achète d’abord du mari, puis de la femme, la vente est nulle; s’il l’a acheté de la femme, puis du mari, la vente est valable. Telle est la décision de la première Mishna<sup>193</sup><i class=""footnote"">C'était la règle adoptée d'abord</i>; mais le tribunal postérieur dit: si l’on achète un champ du sicaire, la vente est valable<sup>194</sup><i class=""footnote"">Cette première proposition manque au texte jérusalémite</i>; mais l’acheteur donnera au propriétaire le quart de la valeur<sup>195</sup><i class=""footnote"">On supposait, dit Rashi, que le sicaire a vendu le champ d'un quart moins cher</i>. Cela s’applique au cas où le propriétaire n’est pas à même de racheter son champ; mais s’il est à même de le faire, il a la priorité (et personne ne peut l’acheter). Rabbi à provoqué une séance d’un tribunal, où l’on a décidé, après avoir compté les votes, que si le champ est resté en possession du sicaire pendant un an, le premier venu peut l’acheter, mais il doit au propriétaire le quart de sa valeur."
Mishnah Gittin 5:7,"Un sourd-muet peut faire des transactions par signes<sup>202</sup><i class=""footnote"">Cf (Yebamot 14, 1)</i>. Ben-Bethera dit: Il suffit de pincer les lèvres, ou de les voir pincer par d’autres, s’il s’agit de biens-meubles<sup>203</sup><i class=""footnote"">Objets de ménage, ou de nourriture, ou d'habillement, de peu d'importance</i>; comme les mineurs<sup>204</sup><i class=""footnote"">Enfants de 7 à 8 ans, déjà intelligents</i> peuvent aussi acheter et vendre, quand il s’agit de biens-meubles."
Mishnah Gittin 5:8,"Voici les lois rabbiniques établies pour le bien public (en faveur d’un bon accord): Le cohen sera appelé le 1er à la loi; puis un lévite, ensuite un simple israélite. On place le repas de jonction symbolique (du Shabat) dans la même maison vieille. Le puits qui est le plus près de la source doit être rempli avant celui qui en est plus éloigné<sup>205</sup><i class=""footnote"">""Chaque cultivateur, dit Rashi, avait un puits dans son champ pour l'arroser; ces puits étaient remplis par des canaux qui apportaient l'eau d'un fleuve: chaque puits se remplissait quand son canal était ouvert et que les autres étaient fermés Celui dont le puits est plus près de l'origine des canaux, a donc le droit d'ouvrir le premier son canal, en fermant les autres, pour remplir son puits; puis vient le tour des autres cultivateurs pour remplir les leurs""</i>. Si un quadrupède, un oiseau ou un poisson est entré dans le piège d’un individu, nul que celui-ci ne peut le prendre, sous peine de vol. C’est une règle établie pour le bon accord. R. Yossé dit: celui qui le prend, est un brigand. Si un sourd-muet, un aliéné ou un mineur trouve un objet, personne ne peut le lui enlever, sous peine de vol. R. Yossé dit: enlever à ces individu cet objet est un véritable vol. Si un pauvre monte sur un olivier pour faire tomber quelques olives<sup>206</sup><i class=""footnote"">""Les pauvres avaient le droit de prendre aux champs ce qui reste à glaner après la moisson V. Pea ch 4 à 7 Le texte jérusalémite n'a pas les mots """" un pauvre """", ni """" ceux qui sont au-dessous """"""</i>, ceux qui se trouvaient au-dessous de l’arbre ne peuvent pas les ramasser; R. Yossé dit: ce serait un vrai vol. Pour la même raison de bonne entente, on n’empêchera pas les pauvres païens de prendre part au glanage, ou de ramasser des épis oubliés, ou de cueillir ceux de l’ange des champs."
Mishnah Gittin 5:9,"Une femme peut prêter un tamis, un van, un petit moulin ou un four, même à une femme soupçonnée de ne pas observer les lois de la 7e année<sup>215</sup><i class=""footnote"">""Cette Mishna se retrouve in-extenso en (Sheviit 5, 9) (t 2, p 374); on y trouvera diverses notes explicatives sur ce""</i>; mais elle ne doit pas l’aider à trier, ni à moudre. La femme d’un compagnon savant peut prêter à la femme d’un homme du peuple un tamis ou un van; elle peut trier, moudre et vanner avec elle. Mais dès que celle-ci jette de l’eau sur la farine (qu’elle commence seulement une pâte), elle ne doit pas l’aider, ni la toucher, car il est interdit d’encourager ceux qui transgressent la loi. Du reste, toutes ces mesures n’ont été autorisées que dans l’intérêt de l’harmonie, comme l’on peut souhaiter du succès aux païens la 7e année agraire, mais non à l’israélite, et dans l’intérêt des bonnes relations, on doit s’informer de leur santé.-<sup>216</sup><i class=""footnote"">Toute la Guemara sur ce est traduite au même traité (ibid)</i>"
Mishnah Gittin 6:1,"Si quelqu’un a dit: “Fais accepter cet acte de divorce à ma femme”, ou “le voici pour elle, apporte-le-lui”, il peut le reprendre s’il veut<sup>217</sup><i class=""footnote"">Cf J, (Pea 4, 6)</i>. Mais si la femme a chargé le messager d’accepter, le mari ne peut plus y renoncer. Donc, si le mari dit alors au messager: “je ne veux pas que tu acceptes l’acte du divorce pour elle, mais apporte-le là et donne-le-lui”, il peut le reprendre s’il veut. R. Simon b. Gamliel dit: lors même que la femme a dit au messager de prendre l’acte pour elle, le mari ne peut plus le reprendre après la remise au messager."
Mishnah Gittin 6:2,"Lorsque la femme a chargé le messager de recevoir pour elle l’acte de divorce (qu’ensuite il fallait faire disparaître), il lui faut pour sa libération 2 catégories de témoins<sup>227</sup><i class=""footnote"">Cf (Baba Batra 3, 4)</i>; la première atteste l’ordre donné au messager, et la seconde atteste la réception par la femme qui l’a déchiré. Ceux qui ont attesté le premier fait, peuvent aussi attester le second; ou bien, à l’un de ceux qui font partie de l’un des deux groupes, il suffit d’adjoindre un autre témoin. Une jeune fille adolescente qui est fiancée peut recevoir l’acte de divorce, ou directement, ou par son père<sup>228</sup><i class=""footnote"">Cf, (Terumot 8, 1)</i>. Selon R. Juda, deux mains (le père et la fille) ne peuvent posséder à la fois la même faculté, et le père seul (en la minorité de la fille) recevra l’acte. Une enfant, si jeune qu’elle est incapable de conserver l’acte de divorce, ne pourra être répudiée."
Mishnah Gittin 6:3,"Si une mineure charge quelqu’un de recevoir pour elle le divorce, l’acte n’a pas de valeur; il faut pour cela qu’il soit entre ses mains à elle; aussi, lorsqu’après cet ordre, le mari veut reprendre l’acte, il le peut, car un mineur ne peut pas instituer un délégué. Mais le père a chargé le messager d’aller recevoir pour elle cet acte de divorce, la réception suffit à la valider, et le mari ne peut plus y revenir. Si un mari charge autrui de remettre l’acte à la femme, en tel endroit, et la remise a eu lieu ailleurs, l’acte est nul. Mais si le mari a seulement dit: “ma femme est là”, et la remise a eu lieu ailleurs, l’acte est valable. De même, si la femme charge autrui de revoir pour elle l’acte en tel endroit, et la réception s’est effectuée ailleurs, l’acte est nul; R. Eliézer le déclare valable; Si elle charge autrui de l’apporter de tel endroit, et il l’apporte d’ailleurs, l’acte est aussi valable."
Mishnah Gittin 6:4,"Tout en chargeant quelqu’un de lui apporter l’acte de divorce, la femme d’un cohen peut bénéficier d’un privilège de manger l’oblation, jusqu’à ce que cet acte arrive entre ses mains. Mais si elle charge autrui de recevoir l’acte pour elle, il lui sera dès ce moment interdit de manger l’oblation. Si elle spécifie de recevoir pour elle le divorce à tel endroit déterminé, elle pourra manger l’oblation jusqu’à l’arrivée de l’acte au lieu désigné; R. Eliézer le lui interdit de suite (dès que l’ordre est donné).–<sup>237</sup><i class=""footnote"">La Guémara sur ce 4 est traduite en (Demaï 4, 4)</i>"
Mishnah Gittin 6:5,"Si quelqu’un dit: “Ecrivez l’acte de divorce et remettez-le à ma femme”, ou s’il dit simplement de la répudier, ou d’écrire une lettre et de la lui donner (ce qui a le même sens), on rédigera l’acte et on le remettra à la femme (valablement). Mais s’il dit seulement de la congédier, ou de la nourrir, ou d’agir avec elle selon la loi, nomo"", ou de la traiter selon son mérite, ce sont des expression trop vagues et sans valeur. En principe on avait dit que si un condamné sort de la ville, le cou chargé d’un carcan (collare), en disant d’écrire un acte de divorce à sa femme (même sans ajouter de le lui remettre), on l’écrira et on le remettra à la femme. Plus tard, les sages revinrent sur ce sujet et étendirent la même règle à celui qui va en voyage d’outre-mer, ou avec une caravane allant au loin. R. Simon Shezori y ajoute aussi celui qui est dangereusement malade."
Mishnah Gittin 6:6,"Si un mari étant tombé dans une fosse s’écrie: “que quiconque m’entend écrive un acte de divorce à ma femme<sup>243</sup><i class=""footnote"">Cf, (Yebamot 16, 6)</i>”, il faudra l’écrire et le remettre à la femme. Un homme sain qui dit d’écrire un acte de divorce à sa femme a sans doute voulu plaisanter; mais si la fin indique que son intention était sérieuse dès le principe<sup>244</sup><i class=""footnote"">Cette phrase complémentaire manque dans les éditions de la Mishna seule</i>, l’acte sera valable; Ainsi, il est arrivé à un homme sain de donner l’ordre d’écrire le divorce à sa femme; puis, montant sur le toit, il tomba et mourut. Selon R. Simon b. Gamliel, les sages dirent à ce sujet: si l’homme est tombé seul, l’acte de divorce est valable; mais si le vent a poussé l’homme, l’acte est nul<sup>245</sup><i class=""footnote"">Dans l'édit de Venise et celles qui suivent, ce est joint au précédent</i>."
Mishnah Gittin 6:7,"Si un mari dit à 2 individus de remettre l’acte de divorce à sa femme (sans parler de l’écrire), ou s’il dit à 3 de l’écrire, puis de le remettre à sa femme, ils pourront l’écrire (eux-mêmes) puis le remettre. S’il dit à 3 de remettre l’acte à sa femme (sans parler de l’écrire), ceux-ci pourront charger d’autres de l’écrire et le remettre, parce qu’il les a constitués en tribunal. Tel est l’avis de R. Meir. Voici la règle rapportée<sup>249</sup><i class=""footnote"">""Ou: """" envoyée """", selon le texte jérusalémite""</i> de prison par R. Hanania habitant d’Ono: Je sais par tradition que si un mari dit à 3 individus de remettre l’acte de divorce à sa femme, ceux-ci peuvent charger autrui de l’écrire et le remettre, parce que le mari les a érigés en tribunal. Sur ce, R. Yossé dit: nous avons répondu au messager chargé de cette nouvelle, que nous avons aussi une tradition, en vertu de laquelle, lors même qu’un mari dit au tribunal supérieur à Jérusalem de remettre l’acte de divorce à sa femme, ceux-ci devront au besoin apprendre à l’écrire eux-mêmes, puis le rédiger et le remettre. Si un mari s’adressant à dix individus les charge d’écrire<sup>250</sup><i class=""footnote"">Terme hormis au texte jérusalémite</i> et donne l’acte de divorce à sa femme, l’un écrira et 2 signeront comme témoins; mais s’il les charge tous de l’écrire, après que l’un d’eux l’aura écrit, tous signeront. Aussi, en cas de décès d’un seul d’entre eux, l’acte est déclaré nul."
Mishnah Gittin 7:1,"Si quelqu’un, saisi d’une malade grave (cardiacus), dit d’écrire le divorce à sa femme, c’est comme s’il n’avait rien dit (l’acte est nul). Mais si après avoir donné cet ordre il est atteint du mal, puis revenant sur son premier ordre il dit de ne plus l’écrire, on ne tiendra pas compte de ce dernier ordre. On demande au mari devenu muet s’il faut écrire le divorce à sa femme; s’il incline de la tête en signe d’assentiment, on l’examinera, en répétant 3 fois la même question: s’il répond non sur non, oui sur oui (que c’est bien entendu), on écrira l’acte et le remettra."
Mishnah Gittin 7:2,"Lorsqu’on demande à un homme en danger s’il faut écrire le divorce à sa femme<sup>261</sup><i class=""footnote"">Pour lui éviter le lévirat en cas de décès du mari sans enfants</i>, et qu’il répond: oui, puis les assistants donnent l’ordre à l’écrivain d’écrire l’acte et aux témoins de le signer, ce qui a été fait, bien qu’après l’avoir écrit et signé on ait remis l’acte à l’homme, lequel à son tour<sup>262</sup><i class=""footnote"">Expression omise au Talmud Jérus.</i> l’a remis à la femme, l’acte sera nul: il faut que le mari ait donné lui-même les divers ordres."
Mishnah Gittin 7:3,"Si un mari dit à sa femme: “ceci sera l’acte de ton divorce si je meurs”, ou “ceci sera ton divorce si je meurs de ma maladie actuelle”, ou “ceci sera ton divorce valable après mon décès”, c’est somme s’il n’avait rien dit<sup>264</sup><i class=""footnote"">""Un tel acte est nul; le divorce n'a plus de raison d'être après décès de l'époux""</i>. Mais s’il dit: “qu’à partir d’aujourd’hui l’acte ait cette valeur si je meurs”, ou “à partir d’à présent si je meurs”, ce sera un acte valable. S’il dit: “à partir de ce jour et après ma mort”, l’acte sera à la fois valable et non valable<sup>265</sup><i class=""footnote"">En raison de la duplicité des termes de la condition, celle-ci est douteuse, et le doute influera sur l'état juridique de la veuve L'omission du premier terme de ce doute dans le texte jérusalémite rend la phrase obscure</i>; aussi, après le décès du mari ses enfants, la veuve devra déchausser le beau-frère, non l’épouser. Si le mari dit: “voici ton divorce à partir de ce jour si je meurs de mon mal actuel”, puis il se rétablit et sort, ensuite il retombe malade et meurt; on devra examiner si le décès a pour cause la 1re maladie, alors l’acte est valable; au cas contraire, l’acte est nul."
