mishnah_tref,talmud_tref,french_text,hebrew_text
Mishnah Moed Katan 3:1,Jerusalem Talmud Moed Katan 3:1:1,"Voici les personnes qui peuvent, à la demi-fête, se faire raser: celui qui arrive d’une province d’outre-mer, ou de la captivité, ou qui sort de prison pour une pénalité, ou celui qui est libéré par les sages de l’exclusion prononcée contre lui, ou celui qui vient d’être relevé d’un vœu par un sage qu’il a consulté, ou le naziréen au bout de son temps d’engagement, ou le lépreux guéri de son impureté et devenu pur.",ואלו מגלחין במועד הבא ממדינת הים ומבית השבים והיוצא מבית האסורים ומנודה שהתירו לו חכמים וכן מי שנשאל לחכם והותר והנזיר והמצורע מטומאתו לטהרתו:
Mishnah Moed Katan 3:2,Jerusalem Talmud Moed Katan 3:2:1,"Les suivants peuvent laver leur linge à la demi-fête: celui qui vient d’un pays d’outre-mer, ou de la captivité, ou de la prison, ou l’homme banni d’abord, puis délivré de l’exclusion par les sages, ou l’individu libéré de son vœu, les essuie-mains, les serviettes du barbier, les serviettes pour s’éponger après la bain, ainsi que les hommes ou femmes atteints de gonorrhée, ou celles qui ont eu leurs menstrues, ou celles qui relèvent de couches, enfin tous ceux qui passent de l’impureté à l’état pur; il leur est permis de laver, tandis qu’à toute autre personne c’est défendu.",ואלו מכבסין במועד הבא ממדינת הים ומבית השביה והיוצא מבית האסורין והמנודה שהתירו לו חכמים וכן מי שנשאל לחכם והותר מטפחות הידים ומטפחות הספרים ומטפחות הספג וכל העולין מטומאה לטהרה הרי אלו מותרין ושאר כל אדם אסורין:
Mishnah Moed Katan 3:3,Jerusalem Talmud Moed Katan 3:3:1,"Les actes suivants pourront être écrits à la demi-fête: les contrats de mariage, les actes de divorce, les déclarations d’acquit, les dispositions testamentaires, diaqhch les donations, les réserves judiciaires, prosbolh, des lettres d’estimation, des écrits au sujet de l’alimentation (d’une parente), des actes d’opposition au lévirat, ou d’autres refus de mariage, des décisions d’arbitres, des arrêts de tribunal, enfin la correspondance pour des pleins pouvoirs (ou: amicale).","ואלו כותבין במועד קידושי נשים גיטין ושוברין דייתיקי ומתנה ופרוזבולין איגרות שום ואיגרות מזון שטרי חליצה ומיאונין ושטרי בירורין וגזירות ב""ד ואיגרות של רשות:"
Mishnah Moed Katan 3:4,Jerusalem Talmud Moed Katan 3:4:1,"On ne devra pas, pendant la demi-fête, écrire des contrats de dette; mais si le prêteur n’ajoute pas foi sans cela à l’emprunteur, ou s’il n’a pas de quoi manger, celui-ci pourra écrire. On ne devra écrire à ce moment, ni des rouleaux de la loi, ni des phylactères, ni des mezouzôth, ni même corriger une seule lettre dans le rouleau servant à la lecture officielle. Selon R. Juda, il est permis d’écrire des phylactères ou des mezouzoth pour son propre usage, et tisser de la laine sur ses genoux pour fabriquer les Tsitsith (franges du vêtement d’office).",אין כותבין שטרי חוב במועד אם אינו מאמינו או שאין לו מה יאכל הרי זה יכתוב אין כותבין ספרים ותפילין ומזוזות במועד ואין מגיהין אות אחת אפי' בספר העזרה רבי יהודה אומר כותב הוא אדם תפילין ומזוזות לעצמו וטווה לעצמו תכלת לציצתו:
Mishnah Moed Katan 3:5,Jerusalem Talmud Moed Katan 3:5:1,"Si l’on a enterré un parent 3 jours avant une fête, celle-ci dispense du deuil de la première semaine; si l’enterrement a eu lieu 8 jours auparavant, la fête dispense du cérémonial de deuil en usage pendant le 1er mois. Or, voici la règle: le samedi compte dans la huitaine de deuil, sans causer d’interruption; tandis que les jours de fête interrompent le deuil et ne comptent pas comme tels (en cas d’inobservance, on commencera après).",הקובר את מתו שלשת ימים קודם לרגל בטלו ממנו גזירת שבעה שמונת ימים קודם לרגל בטלו ממנו גזירת שלשים מפני שאמרו שבת עולה ואינה מפסקת רגלים עולין ואין מפסקין:
Mishnah Moed Katan 3:6,Jerusalem Talmud Moed Katan 3:6:1,"R. Eliézer dit: depuis la destruction du Temple, la fête de Pentecôte est considérée comme le Shabat (par rapport au deuil). R. Gamliel dit: le nouvel-an et le jour du grand pardon sont considérés comme fêtes. Les autres sages n’adoptent ni cet avis, ni l’autre; selon eux, la Pentecôte est tenue pour une fête, mais le nouvel-an et le jour du grand-pardon sont considérés comme Shabat.","ר' אליעזר אומר משחרב בית המקדש עצרת כשבת רבן גמליאל אומר ראש השנה ויום הכיפורים כרגלים וחכ""א לא כדברי זה ולא כדברי זה אלא עצרת כרגלים וראש השנה ויום הכיפורים כשבת:"
Mishnah Moed Katan 3:7,Jerusalem Talmud Moed Katan 3:7:1,"En ces jours, on ne déchirera pas les vêtements, on ne mettra pas les épaules à nu (autre signe de deuil), et on n’apportera pas le festin funèbre, sauf aux proches parents d’un défunt; en outre, on les fera manger seulement sur un sopha droit (non renversé, comme c’est l’usage en ce cas). On ne portera pas le repas dans la maison d’un homme en deuil, ni sur une table, ni dans une écuelle (scutella), ni dans une tasse (canon?), mais dans des paniers d’osier tressé (pour ne pas exposer les pauvres à rougir); et on ne dira pas en ces jours la prière des affligés; mais on se mettra en rangée, on énoncera les consolations, puis on congédiera la foule.",אין קורעין ולא חולצין ולא מברין אלא קרוביו של מת ואין מברין אלא על מיטות זקופות ואין מוליכין בבית האבל לא בטבלא ולא באקוטלא ולא בקנין אלא בסלים ואין אומרים ברכת אבילים במועד אבל עומדין בשורה ומנחמין ופוטרין את הרבים:
Mishnah Moed Katan 3:8,Jerusalem Talmud Moed Katan 3:8:1,"On n’exposera pas une bière en public, pour ne pas propager les idées de deuil, en ces jours, et jamais celle d’une femme, par question de convenances. En ces jours, les pleureuses peuvent faire entendre leurs cris, non battre des mains; selon R. Ismaël, les personnes les plus proches de la bière frappent des mains<sup>122</sup><i class=""footnote"">Pour ces usages, empruntés évidemment aux cérémonies funèbres des Egyptiens, voir entr'autres Schiaparelli, Il libro dei funerali, t. 1, p. 4 et suiv.</i>.",אין מניחין את המטה ברחוב שלא להרגיל את ההספד ולא של נשים לעולם מפני הכבוד נשים במועד מענות אבל לא מטפחות רבי ישמעאל אומר הסמוכות למטה מטפחות:
Mishnah Moed Katan 3:8-9,Jerusalem Talmud Moed Katan 3:9:1,"Aux jours de néoménie, de Hanuka, ou de Purim, les pleureuses gémissent et frappent des mains l’une contre l’autre, mais ne doivent pas chanter d’élégies. Une fois le mort enterré, on ne devra plus, ni pousser des plaintes, ni frapper des mains. La plainte consiste en ce que toutes gémissent à la fois; le chant de lamentations consiste dans la strophe dite par l’une des présentes, à laquelle toutes les autres répondent, comme il est dit (Jr 9, 19): Enseignez à vos fils les lamentations, et qu’une femme dise à l’autre les chants de plainte. —Mais, à l’avenir on applique ces mots (Is 25, 8): La mort a désormais englouti pour la dernière fois, et Dieu sèche les larmes de chaque visage, etc..",ובראשי חדשים בחנוכה ובפורים מענות ומטפחות בזה ובזה אבל לא מקוננות נקבר המת לא מענות ולא מטפחות אי זה הוא העינוי שכולן עונות כאחת וקינה שאחת מדברת וכולם עונות אחריה שנאמר (ירמיהו ט) ולמדנה בנותיכם נהי ואשה רעותה קינה אבל לעתיד לבוא מהו אומר (ישעיהו כה) בלע המות לנצח ומחה ה' אלהים דמעה מעל כל פנים וגומר:
Mishnah Chagigah 1:1,Jerusalem Talmud Chagigah 1:1:1,"Tous les Israélites sont tenus<sup>1</sup><i class=""footnote"">""""""J., (Shabat 19, 4); (Yebamot 12, 5) ( 12d).""""""</i> de voir (de se présenter) au Temple, lors des trois fêtes, sauf les sourds, les idiots, les enfants, les défectueux (aux organes bouchés), les androgynes, les femmes, les esclaves non affranchis, les boiteux, les aveugles, les malades, les vieillards, enfin tous ceux qui ne pourraient pas y monter seuls à pied. On appelle enfant le garçon trop petit pour monter sur l’épaule de son père et aller ainsi de la ville de Jérusalem à la Montagne sainte. Tel est l’avis des Shammaïtes; selon les Hillélites, c’est l’enfant encore trop faible pour faire le trajet de la ville à la montagne, en se tenant à la main de son père, car il est dit (Ex 23, 14): trois µylgr (mot signifiant: fois, fêtes et pieds).","הכל חייבין בראייה חוץ מחרש שוטה וקטן וטומטום ואנדרוגינס נשים ועבדים שאינן משוחררין החיגר והסומא והחולה והזקן וכל שאינו יכול לעלות ברגליו איזהו קטן כל שאינו יכול לרכוב על כתיפו של אביו ולעלות מירושלם להר הבית דברי ב""ש וב""ה אומרים כל שאינו יכול לאחוז בידו של אביו ולעלות מירושלם להר הבית שנא' (שמות כג) שלש רגלים:"
Mishnah Chagigah 1:2,Jerusalem Talmud Chagigah 1:2:1,"Les Shammaïtes disent: le sacrifice offert à la visite (du Temple) devra être de la valeur de 2 pièces d’argent, et celui de la fête, d’une pièce d’argent; selon les Hillélites, au contraire, il suffira pour le 1er d’une victime valant une pièce d’argent, et pour le second il faudra une valeur de deux pièces.","ב""ש אומרים הראייה שתי כסף והחגיגה מעה כסף וב""ה אומרים הראייה מעה כסף והחגיגה שתי כסף:"
Mishnah Chagigah 1:3,Jerusalem Talmud Chagigah 1:3:1,"Les holocaustes dus pour dons devront être offerts aux jours de demi-fête et provenir d’animaux profanes; les sacrifices pacifiques pourront être pris des dîmes apportées à Jérusalem; enfin l’holocauste de visite au Temple devra être présenté au 1er jour de la fête. Selon Shammaï, sa provenance devra être profane; selon Hillel, on pourra le prendre de la dîme.","עולות במועד באות מן החולין ושלמים מן המעשר בי""ט ראשון של חג ב""ש אומרים מן החולין וב""ה אומרים מן המעשר:"
Mishnah Chagigah 1:4,Jerusalem Talmud Chagigah 1:4:1,"Le devoir de manger du sacrifice pacifique pour la joie sera rempli, par tous les israélites, à l’aide des vœux, des engagements, ou de la dîme d’animaux; par les prêtres, en mangeant des sacrifices d’expiation, ou de péché, ou des dons sacerdotaux de la poitrine et de l’épaule, ou des premiers-nés qu’ils reçoivent, non avec de la volaille, ou des offres de farine –<sup>19</sup><i class=""footnote"">La Guemara sur ce est traduite (Suka 4, 5), ci-dessus, p. 35.</i>.",ישראל יוצאין ידי חובתן בנדרים ובנדבות ובמעשר בהמה והכהנים בחטאת ובאשם ובחזה ובשוק ובבכור אבל לא בעופות ולא במנחות:
Mishnah Chagigah 1:5,Jerusalem Talmud Chagigah 1:5:1,"Si quelqu’un a beaucoup de personnes à sa table (une grande famille) et peu de ressources, il pourra apporter beaucoup de sacrifices pacifiques de fête et peu d’holocaustes; si au contraire il a peu de commensaux et beaucoup de biens, il offrira moins de sacrifices pacifiques et plus d’holocaustes. Pour celui qui a peu de l’un et de l’autre, il est dit qu’il suffit d’une victime d’une pièce d’argent et d’une autre de deux. Pour celui qui a beaucoup de l’un et de l’autre, il est écrit (Dt 16, 17): chacun selon le don de sa main (ses facultés), d’après la bénédiction dont l’Éternel ton Dieu t’a gratifié.",מי שיש לו אוכלים מרובים ונכסים מעוטים מביא שלמים מרובין ועולות ממועטות אוכלים מעוטין ונכסים מרובין מביא עולות מרובות ושלמים ממועטין זה וזה ממועטין על זה נאמר מעה כסף ושתי כסף זה וזה מרובין על זה נאמר (דברים טז) איש כמתנת ידו כברכת ה' אלהיך אשר נתן לך:
Mishnah Chagigah 1:6,Jerusalem Talmud Chagigah 1:6:1,"Celui qui n’a pas offert les sacrifices pacifiques de fête le premier jour pourra les offrir à n’importe quel jour suivant de la fête, même au dernier jour (malgré sa solennité spéciale de clôture). Si l’on a laissé complètement passer la fête sans offrir ce sacrifice, on n’est pas tenu de le remplacer plus tard; on peut lui appliquer ce verset (Qo 1, 15): ce qui est tordu ne peut se redresser, et ce qui manque ne saurait être compté. ","מי שלא חג ביו""ט הראשון של חג חוגג והולך את כל הרגל וי""ט האחרון עבר הרגל ולא חג אינו חייב באחריותו על זה נאמר (קוהלת א) מעוות לא יוכל לתקון וחסרון לא יוכל להמנות:"
Mishnah Chagigah 1:7,Jerusalem Talmud Chagigah 1:7:1,"R. Simon b. Manassié dit: on nomme tordu qui ne peut se redresser un acte irréparable, comme celui d’avoir eu une relation illicite dont il est né un bâtard; car c’est différent d’un vol, ou d’une rapine, mal que l’on peut réparer en restituant au propriétaire le bien détourné. R. Simon b. Manassié (ou: R. Simon b. Yohaï) dit: On appelle tordu celui qui était bien dressé en principe et qui s’est détérioré plus tard, savoir l’homme instruit, versé dans la Loi, qui s’en est détaché.","ר""ש בן מנסיא אומר אי זהו מעוות שאינו יכול לתקון זה שבא על הערוה והוליד ממזר אם תאמר בגנב וגזלן יכול הוא לחזור ולתקן ר""ש בן מנסיא אומר אין קורין מעוות אלא למי שהוא מתוקן מתחילה ונתעוות ואיזה זה זה תלמיד חכם שפורש מן התורה:"
Mishnah Chagigah 1:8,Jerusalem Talmud Chagigah 1:8:1,"La libération des vœux vole en l’air et n’offre guère une base d’appui (d’allusion biblique). Les règles relatives au Shabat, ou aux sacrifices de fête, ou à la prévarication, sont comme des montagnes suspendues à un cheveu<sup>28</sup><i class=""footnote"">Image exprimée au (Shabat 5, 3).</i> (aussi peu fondées), car elles dépendent d’une légère allusion à un verset de la Bible; tandis qu’un grand nombre d’autres règles, telles que les questions civiles, ou celles du culte, ou de la pureté et de l’impureté, ou des relations illicites, sont basées sur des textes précis. Pourtant les unes et les autres constituent l’ensemble de la Loi.",היתר נדרים פורחים באויר ואין להם על מה שיסמכו הילכות שבת חגיגות והמעילות הרי הם כהררים התלויין בשערה שהן מקרא ממועט והלכות מרובות הדינים והעבודות הטהרות והטמאות והעריות יש להן על מה שיסמכו והן הן גופי תורה:
Mishnah Chagigah 2:1,Jerusalem Talmud Chagigah 2:1:1,"On n’interprétera pas, trois personnes étant réunies, les déductions à tirer du chapitre des relations illicites (Lv 18), ni le récit de la Création (Gn 1) à deux, ni les récits relatifs au char céleste (d’Isaïe et d’Ezéchiel) même si on est seul, à moins d'être un sage qui comprend presque seul (et devine plus qu’on ne lui explique). Il vaudrait mieux n’être pas né que de contempler (fixer) les quatre objets suivants: ce qu’il y a au-dessus de nous au ciel, ce qu’il y a au-dessous, ce qu’il y a devant nous, et ce qu’il y a derrière; il vaudrait mieux n’être pas né si l’on n’a pas soin d’honorer son Créateur.",אין דורשין בעריות בשלשה ולא במעשה בראשית בשנים ולא במרכבה ביחיד אלא אם כן היה חכם מבין מדעתו וכל המסתכל בארבעה דברים רתוי לו כאילו לא בא לעולם מה למעלן ומה למטן מה לפנים ומה לאחור כל שלא חס על כבוד קונו רתוי לו כאילו לא בא לעולם:
Mishnah Chagigah 2:2,Jerusalem Talmud Chagigah 2:2:1,"Yossé b. Yoézer interdit d’imposer les mains (aux sacrifices de visite offerts en ces jours); Yossé b. Yohanan l’autorise; Josué b. Perahia l’interdit; Nitaï d’Arbel l’autorise; Juda b. Tabaï l’interdit; Simon b. Shetah l’autorise, ainsi que Shemaïa; Abtalion l’interdit. Hillel et Menahem n’ont pas eu de désaccord. Lorsque Menahem quitta le sanhédrin, Shammaï y entra. Hillel autorise l’imposition; Shammaï l’interdit. Les premiers (de chaque couple) étaient les princes (présidents du Sanhedrin); les seconds étaient chefs des cours de justice. (Av Bet Din)",יוסי בן יועזר אומר שלא לסמוך יוסי בן יוחנן אומר לסמוך יהושע בן פרחיה אומר שלא לסמוך נתיי הארבילי אומר לסמוך יהודה בן טבאי אומר שלא לסמוך שמעון בן שטח אומר לסמוך שמעיה אומר לסמוך אבטליון אומר שלא לסמוך הלל ומנחם לא נחלקו יצא מנחם ונכנס שמאי הלל אומר לסמוך ושמאי אומר שלא לסמוך הראשונים היו נשיאים והשניים אבות בית דין: 
Mishnah Chagigah 2:3,Jerusalem Talmud Chagigah 2:3:1,"Les Shammaïtes disent: il est permis d’offrir aux jours de fête des sacrifices pacifiques, sans imposer les mains, mais il n’est pas même permis d’offrir des holocaustes; les Hillélites autorisent d’offrir des sacrifices pacifiques aussi bien que des holocaustes, et d’imposer les mains.–<sup>62</sup><i class=""footnote"">Toute la Guemara de ce est traduite Betsa, 2, 4, ci-dessus, p. 118.</i>.","ב""ש אומרים מביאין שלמים ואין סומכין עליהן אבל לא עולות וב""ה אומרים מביאין שלמים ועולות וסומכין עליהן: "
Mishnah Chagigah 2:4,Jerusalem Talmud Chagigah 2:4:1,"Lorsque la fête de Pentecôte se trouve être un vendredi, le jour de l’égorgement, selon les Shamaïtes, pour les sacrifices de visite, sera ajourné au dimanche; selon les Hillélites, il n’est pas besoin de jour spécial à cet effet. Tous deux reconnaissent, toutefois, que si la fête survient un samedi, l’égorgement de ces sacrifices aura lieu le lendemain. Le grand-prêtre ne revêtira pas pour cela son costume officiel; il sera permis en ce jour de prononcer des oraisons funèbres, ou de jeûner, afin de ne pas mettre en pratique l’opinion de ceux qui disent: la Pentecôte doit toujours avoir lieu le lendemain du Shabat<sup>63</sup><i class=""footnote"">Allusion à ce que les Sadducéens (suivis plus tard par les Karaïtes) prenaient à la lettre le verset du (Lv 23, 15).</i>.","עצרת שחלה להיות ערב שבת ב""ש אומרים יום טבוח לאחר שבת וב""ה אומרים אין להן יום טבוח ומודין שאם חלה להיות בשבת שיום טבוח לאחר שבת ואין כ""ג מתלבש בכליו ומותרין בהספד ובתענית שלא לקיים את דברי האומרין עצרת לאחר השבת: "
Mishnah Chagigah 2:5,Jerusalem Talmud Chagigah 2:5:1,"On se lave les mains pour manger du profane, ou de la dîme, ou de l’oblation; pour les saintetés, on doit prendre un bain; pour l’aspersion de l’eau de purification, si les mains sont devenues impures, tout le corps l’est (et il faut un bain).",נוטלין לידים לחולין ולמעשר ולתרומה ולקדש מטבילין ולחטאם אם ניטמאו ידיו ניטמא גופו: 
Mishnah Chagigah 2:6,Jerusalem Talmud Chagigah 2:6:1,"Si l’on prend un bain légal avant de manger du profane, en ayant l’intention de ne rien manger d’autre, c’est insuffisant pour manger de la dîme; si le bain a été pris en vue de la dîme seule, il est insuffisant pour manger de l’oblation; si l’on a pris un bain en vue spéciale de manger de l’oblation seulement, c’est insuffisant pour une autre sainteté; un bain spécial pris pour cette dernière est insuffisant pour l’eau de l’aspersion. Mais en ayant pris un bain pour une série plus sévère, on peut manger du moins grave. Enfin, si l’on s’est baigné sans but légal, le bain ne comptera pas.",הטובל לחולין והוחזק לחולין אסור במעשר הטובל למעשר והוחזק למעשר אסור לתרומה הטובל לתרומה והוחזק לתרומה אסור לקדוש הטובל לקודש והוחזק לקודש אסור לחטאת הטובל לחמור הותר לקל טבל ולא הוחזק כאילו לא טבל: 
Mishnah Chagigah 2:7,Jerusalem Talmud Chagigah 2:7:1,"Les vêtements d’un homme du peuple sont considérés comme impurs par pression (au 1er degré) pour les Pharisiens (soucieux des lois); les vêtements de ceux-ci sont impurs au même degré pour les mangeurs d’oblation; les vêtements de ces derniers sont impurs au même degré pour ceux qui mangent des saintetés; enfin les vêtements de ceux-ci sont aussi impurs pour ceux qui aspergent l’eau de pureté. Joseph b. Yoézer était l’homme lé plus pieux du sacerdoce; et pourtant sa nappe était tenue pour impure s’il s’agissait de manger des saintetés. Yohanan b. Godgoda a mangé toute sa vie dans un état de pureté digne des consécrations, et pourtant sa nappe a été considérée comme impure à l’égard de l’aspersion d’eau purifiante.",בגדי עם הארץ מדרס לפרושים בגדי פרושים מדרס לאוכלי תרומה בגדי אוכלי תרומה מדרס לקודש יוסי בן יועזר היה חסיד שבכהונה והיתה מטפחתו מדרס לקודש יוחנן בן גודגדא היה אוכל על טהרת הקודש כל ימיו והיתה מטפחתו מדרס לחטאת: 
Mishnah Chagigah 3:1,Jerusalem Talmud Chagigah 3:1:1,"Il y a plus de sévérité pour les consécrations que pour l’oblation, en ce que pour celle-ci on peut avoir un vase dans l’autre au moment de leur faire prendre à tous deux un bain légal; ce n’est pas permis pour d’autres saintetés. Le côté extérieur, l’intérieur ou l’anse d’un vase sont considérés comme distincts (ne propageant pas l’impureté au vase entier), s’il s’agit d’oblation, non pour d’autres saintetés. Celui qui porte un objet devenu impur par compression peut transporter de l’oblation (dans un récipient, sans crainte du contact), non d’autres saintetés; de même, les vêtements de ceux qui mangent de l’oblation dans lesdites conditions d’impureté par pression sont impurs pour d’autres saintetés. En outre, les procédés pour celles-ci ne sont pas les mêmes pour l’oblation: l’ustensile destiné à recevoir une sainteté devra être d’abord délié, puis essuyé, enfin trempé dans le bain légal, puis être de nouveau rattaché, tandis que pour l’oblation on peut attacher ensemble les objets avant de les baigner.","חומר בקודש מבתרומה שמטבילין כלים בתוך כלים בתרומה אבל לא בקודש אחוריים ותוך ובית צביעה בתרומה אבל לא בקודש הנושא את המדרס נושא את התרומה אבל לא את הקודש בגדי אוכלי תרומה מדרס לקודש לא כמידת הקודש מידת התרומה שבקודש מתיר ומטביל ואחר כך קושר ובתרומה קושר ואח""כ מטביל:"
Mishnah Chagigah 3:2,Jerusalem Talmud Chagigah 3:2:1,"Des ustensiles achevés à l'état pur doivent être mis dans un bain légal avant de servir aux saintetés; c'est inutile pour l'oblation. Le vase joint tout ce qu'il contient (en cas d'impureté d'une partie), s'il s'agit de sainteté, non pour l'oblation. Un objet impur même au 4e degré est impropre à la consommation si c'est une sainteté; mais pour l'oblation, il n'est impropre qu'au 3 degré<sup>89</sup><i class=""footnote"">Cf. (Toharot 2, 6).</i>. Pour celle-ci, lorsqu'une main est devenue impure, l'autre reste pure; tandis que pour les saintetés, il faut en ce cas les baigner toutes deux, car alors une main est réputée communiquer l'impureté à l'autre, ce qui n'a pas lieu pour l'oblation.",כלים הנגמרים בטהרה צריכין טבילה לקודש אבל לא לתרומה הכלי מצרף מה שבתוכו לקודש אבל לא לתרומה הרביעי בקודש פסול והשלישי בתרומה ובתרומה ניטמאת אחת מידיו חבירתה טהורה ובקודש מטביל שתיהן והיד מטמא את חברתה בקודש אבל לא לתרומה:
Mishnah Chagigah 3:3,Jerusalem Talmud Chagigah 3:3:1,"Il est permis de manger, avec des mains non lavées spécialement, des aliments profanes secs, en même temps que l'oblation; ce n'est pas permis pour les saintetés. Un homme en deuil<sup>110</sup><i class=""footnote"">Cf. (Pessahim 1, 6).</i> ou un homme pur à qui il manque le pardon<sup>111</sup><i class=""footnote"">""""""S'il s'est baigné le même jour, la pureté ne sera complète qu'à la nuit; ou en d'autres cas, après l'offrande des sacrifices.""""""</i>, doivent se baigner pour manger des saintetés, non pour l'oblation.",אוכלין אוכלים נגובים בידים מסואבות בתרומה אבל לא בקודש האונן והמחוסר כיפורים צריכין טבילה לקודש אבל לא לתרומה:
Mishnah Chagigah 3:4,Jerusalem Talmud Chagigah 3:4:1,"Pour l'oblation il y a une gravité spéciale: en Judée, chacun est digne de foi si, pendant le cours de l'année, il déclare que le vin ou l’huile est pur (pour les offrandes), et pendant l'époque de la compression, de la vendange ou de la cueillette, on est aussi digne de foi pour l'oblation: mais une fois cette période de temps passée si l’on apporte au cohen un tonneau de vin d'oblation, il ne devra pas le recevoir (de crainte d'impureté) et il faudra le laisser de côté, jusqu’à la prochaine époque de cuvaison. Mais si le simple israélite déclare y avoir réservé un quart de loug pour une sainteté, on ajoute foi à sa déclaration de pureté (en raison de la gravité de la consécration). Si (au moment de leur faire prendre un bain légal on a mêlé des cruches de vin ou d'huile profane avec d'autres sacrées<sup>114</sup><i class=""footnote"">Ou de l'affranchi et de l'inaffranchi, dit le commentaire.</i>, ou d'oblation on pourra ajouter foi à celui qui les déclare pures au moment de la cuvaison, ou de la compression, et même 70 jours avant cette époque (temps des préparatifs).",חומר בתרומה שביהודה נאמנין על טהרת יין ושמן כל ימות השנה ובשעת הגיתות והבדים אף על התרומה עברו הגיתות והבדים והביאו לו חבית של יין של תרומה לא יקבלם ממנו אבל מניחה לגת הבאה אם אמר לו הפרשתי לתוכה רביעית קודש נאמן כדי יין וכדי שמן המדומעות נאמנין עליהן בשעת הגיתות והבדים קודם לגת שבעים יום:
Mishnah Chagigah 3:5,Jerusalem Talmud Chagigah 3:5:1,"A partir de la localité de Modiin et plus à l’intérieur, on ajoute foi à la déclaration du potier disant que ses vases d’argile sont purs; mais à partir de cette localité et en deça vers l'extérieur, on ne le croit pas. Voici comment: si le potier vend de sa fabrication, on le croit pour lui et pour ses marchandises, ainsi que les acquéreurs compétents; s'il sort, on ne le croit pas.",מן המודיעות ולפנים נאמנין על כלי חרש ומן המודיעות ולחוץ אינן נאמנין כיצד הקדר שהוא מוכר את הקדירות נכנס לפנים מן המודיעות הוא הקדר והן הקדירות והן הלוקחין נאמן יצא אינו נאמן:
Mishnah Chagigah 3:6,Jerusalem Talmud Chagigah 3:6:1,"Les percepteurs du Trésor qui sont entrés dans une maison, et même des voleurs qui ont rendu les ustensiles volés, sont dignes de foi pour ce qu'ils déclarent n'avoir pas touché; à Jérusalem, tous sont dignes de foi pour la sainteté, et au moment d'une fête (en présence de la foule d'arrivants), on les croit aussi pour l'oblation.",הגבאים שנכנסו לתוך הבית וכן הגבאים שהחזירו את הכלים נאמנין לומר לא נגענו ובירושלם נאמנין על הקודש ובשעת הרגל אף על התרומה:
Mishnah Chagigah 3:7,Jerusalem Talmud Chagigah 3:7:1,"Si quelqu'un (un compagnon pur) ouvre un tonneau de vin, ou se met à débiter de sa pâte, au commencement d'une fête, il pourra, selon R. Juda, continuer et achever la vente après la fête; les autres sages l'interdisent. Aussitôt que la fête était passée, en débarrassait le parvis pour le purifier; mais si elle cessait un vendredi, on n'opérait pas ainsi de suite, étant occupé à honorer (préparer) le Shabat; selon R. Juda, on ne débarrassait pas non plus un jeudi, les cohanim n'ayant pas le temps (ils étaient occupés à enlever les cendres).","הפותח את חביתו והמתחיל בעיסתו על גב הרגל רבי יהודה אומר יגמור וחכ""א לא יגמור משעבר הרגל היו מעבירין על טהרת עזרה עבר הרגל ביום הששי לא היו מעבירין מפני כבוד השבת ר' יהודה אומר אף לא ביום חמישי שאין הכהנים פנויים:"
Mishnah Chagigah 3:8,Jerusalem Talmud Chagigah 3:8:1,"Comment procedait-on à la purification du parvis? On faisait passer au bain légal les ustensiles se trouvant au Temple, en avertissant (les simples cohanim) de ne pas toucher à la table sacrée, ni au chandelier, sous peine de les rendre impurs. Tous les ustensiles du Temple s'y trouvaient en double ou triple, de façon à ce que si les premiers deviennent impurs on en ait d'autres purs sous la main. Tous les ustensiles du Temple devaient subir le bain légal, sauf l'autel d'or et celui de cuivre, assimilés au sol (non susceptibles d'impureté). Selon R. Eliézer, les autres sages motivent la dispense, parce que les autels sont couverts de plaques en métal.",כיצד מעבירין על טהרת עזרה מטבילין את הכלים שהיו במקדש כל הכלים שהיו במקדש היו להן שניים ושלישים שאם ניטמאו הראשונים יביאו שניים תחתיהן כל הכלים שהיו במקדש טעונין טבילה חוץ ממזבח הזהב ומזבח הנחושת מפני שהן כקרקע דברי ר' אליעזר וחכמים אומרים מפני שהן מצופין:
