1:8, ""@45{$}(ה)@46 משל למלך. המשל הזה מובא בסנהדרין ל"ט רע"ב. ועיין בפירש"י שם. 
""25:56, ""@45{$}(נג)@46 לעיבור תשעה. עי' ב"ר להלן חסרים וכאן מלאים. כי בתמר כתיב ויהי בעת לדתה (בראשית ל"ח כ"ז) שלא מלאו ימיה כי לז' חדשים ילדתם. רש"י עה"ת. 
""25:57, ""@45{$}(נד)@46 תאומים קרינן וכתיב תומים. אין קרי וכתיב כאן רק תומים תסר כתיב ובתמר כתיב תאומים מלא 
""25:58, ""@45{$}(שם)@46 וכן בב"ר שם וילקוט רמז ק"י להלן כתיב תאומים. וכאן תומים. וכן מובא כן ברש"י עה"ת. וכן נשנה גם בב"ר פפ"ה. 
""25:59, ""@45{$}(נה)@46 למה יצא עשו בראשונה כדי שיצא עמו כל טינוף הדמים. בב"ר וילקוט כדי שיצא הוא ותצא סריותו עמו. ונרשם בצד הילקוט סריותו פי' סרחנו. 
""25:60, ""@45{$}(נו)@46 המשיל ר' אבהו. ב"ר וילקוט שם. 
""25:61, ""@45{$}(נז)@46 לשכיר המרחץ. בב"ר וילקוט שם כהדין פרביטא. אולם הערוך הביא מאמר המדרש בערך פרכיטא בכ"ף וכתב פי' פרכטא בלן. והמוספי כתב פי' בל"י שמש הבלן זורק מים על הנרחצים. ונוסחא פרביטא יותר נכונה והוא מלשון פרביטאות שפי' מרחצאות. ורבינו טוביה השמיט המלה הזרה והציג "לשכיר המרחץ". ובכ"י פלארענץ ראיתי הנוסחא בלשון ארמי משל לאגיר דבניי דעל מרשיא לשטף המרחץ ובתר כן על רבוניה. 
""25:62, ""@45{$}(נח)@46 לפי שנחל העוה"ז שהוא ראשון. זה ליתא במדרש. רק בילקוט רמז ק"י על הפ' ויתרוצצו הבנים מובא בשם מדרש אבכיר שהיו חולקין בשביל העוה"ז והעוה"ב ועי' ילקוט רמז קי"א מה שהביא בשס פדר"א. 
""25:63, ""@45{$}(נט)@46 וכדי שיפרע ממנו הקדוש ברוך הוא. עי' ב"ר פס"ג א"ר חגי וכו'. 
""25:64, ""@45{$}(ס)@46 טפה הראשונה. ב"ר שם. ועיין רש"י עה"ת בפ' ואחרי כן יצא אחיו שכתב שמעתי מדרש אגדה הדורשו לפי פשוטו. בדין היה אוחז בו לעכבו. יעקב נוצר מטפה הראשונה. ועשו מן השניה. צא ולמד משפופרת שפיה קצרה תן לה שתי אבנים זו אחר זו. הנכנסת ראשונה תצא אחרונה. והנכנסת אחרונה תצא ראשונה. נמצא עשו הנוצר באחרונה יצא ראשון. ויעקב שנוצר ראשונה יצא אחרון. ויעקב בא לעכבו שיהא ראשון ללידה כראשון ליצירה ויפטור את רחמה ויטול את הבכורה מן הדין. ומלשון רש"י שכתוב "שמעתי מדרש אגדה" נראה שלא היה לפני רש"י במדרש ב"ר ואולי ניתוםף אח"כ במדרש ב"ר. וראיתי בזכור לאברהם לידידי הרב החכם הגדול מהר"א בערלינער נ"י שבספר הזכרון מובא נוסחא אחת ישנה מאד שכתוב בה "ואני הסופר שמעתי מדרש אגדה". 
""25:65, ""@45{$}(סא)@46 שהוא שופך דמיס. בב"ר הגי' כאילו שופך דמים וכתב המפרש אמר כאילו מפני שאז לא היה עדיין שופך דמים. 
""25:66, ""@45{$}(סב)@46 יבא אדמוני ויפה עינים. ר"ל זה דוד. דכתיב והוא אדמוני עם יפה עינים (ש"א ט"ז י"ב). 
""25:67, ""@45{$}(סג)@46 ויך באדום. במקרא כתוב ויך את אדום. וכן תקנתי בפנים. 
""25:68, ""@45{$}(סד)@46 וכתוב אחר אומר שמונה עשר אלף. עיין הרד"ק ש"ב ח' שכתב בשני הספרים שמונה אלף ובס' תהלים י"ב אלף כו' ע"ש והביא ג"כ דרשת חז"ל וסיים ולדברי המדרש היו שתי מלחמות בב' פעמים. וגם רש"י הביא שם שתי מלחמות היו. 
""25:69, ""@45{$}(סה)@46 בימים ההם אין מלך באדום. לא מצאתי מקרא זה. רק ומלך אין באדום מ"א כ"ב מ"ח. וכן מובא לנכון בכ"י פלארענץ כמו שתקנתי בפנים. 
""25:70, ""@45{$}(סו)@46 ע"א כלו כאדרת שער הה"ד כעור מן אדרי קיט. ב"ר פס"ג דרש כאדרת מלשון אדרא פי' גורן שיהי מפורד ונפזר לעתיד כמוץ מגורן. 
""25:71, ""@45{$}(סז)@46 ד"א עשו לשון עשב. זה לא נזכר במדרש. 
""25:72, ""@45{$}(סה)@46 הקדוש ברוך הוא קראו יעקב. עיין ב"ר שם. ורש"י עה"ת. 
""25:73, ""@45{$}(סט)@46 י' על שם כו' ע' על שם כו'. ומובא באיזה שינויים בתנחומא קרח. וכן במ"ר פי"ח. וכן מצאתי מובא בס' המעשים כ"י באוצר הספרים במינכען ונדפס ממנו איזה אגדות ומדרשים במחברת נוה שלום שהוציא לאור החכם מהר"ש טויסיק דף ע"ז יעקב יו"ד כנגד נדר שנדר עשר אעשרנו לך. שכשאתה מחשב השבטים מבנימין שבט לוי עשירי. ע' כנגד שבעים נפש. ק' כנגד אותיות שנתברך בהן והם ויתן לך הוציא מהם השם ונשאר מאה. ב' כנגד שני מלאכי אלהים עולים ויורדים. 
""25:74, ""@45{$}(ע)@46 לכך פתחנו טוב ינתיל. עיין בדברי רבינו טוביה ריש תולדות. 
""25:75, ""@45{$}(עא)@46 ר' פנחס בש"ר לוי. בב"ר פס"ג נאמר ר' לוי אמר והמלות "ר' פנחס בשם" ליתא שם. ובילקוט רמז ק"י השמיט שם האומר. והמאמר נשנה בתנחומא תצא אות ד' וגם שם מובא בשם ר' לוי לבד. 
""25:76, ""@45{$}(עב)@46 לעצבונית. פי' קוצים. ובתנחומא בטעות עצמיני. 
""25:77, ""@45{$}(עג)@46 א"ר אלעזר ב"ר שמעון. בב"ר איתא א"ר אלעזר לבד. 
""25:78, ""@45{$}(עד)@46 מיכן ואילך צריך שיאמר ברוך שפטרני מעונשו של בן זה. בב"ר שם מעונשו של זה. ועיין שו"ע או"ח סי' רכ"ה. 
""25:79, ""@45{$}(עה)@46 שני אהלים. ב"ר שם ורש"י עה"ת. 
""25:80, ""@45{$}(עו)@46 אמר הקדוש ברוך הוא. ילקוט ירמיה רמז שי"ב. 
""25:81, ""@45{$}(עז)@46 הנני שב את שבות. בקרא ליתא מלת את. וכן בכ"י פלארענץ ליתא לכן הסגרתי. 
""25:82, ""@45{$}(עה)@46 שכל מה שהיה מצייד כו'. הוא מב"ר שם קופרא טבא לפומיה. פי' מה שצייד היה נותן בפיו של יצחק. 
""25:83, ""@45{$}(עט)@46 לא אמר אהבה אלא אוהבת. הוספת רבינו טוביה. והסיום בכל יום ויום הוא מב"ר שם. 
""25:84, ""@45{$}(פ)@46 ובשל יעקב תבשילא. הוא לשון הת"א. 
""25:85, ""@45{$}(פא)@46 ארז"ל באותו היום הלך אברהם. ב"ב ט"ז ע"ב. וב"ר שם: 
""25:86, ""@45{$}(פב)@46 ארז"ל מפני מה מנתמין האבלים בבצים. בגמרא ב"ב שם איתא מאי בינייהו איכא בינייהו לנחומי בביעי. פירש"י אין להם פה אבל אינם מתגלגלים כגלגל ועיין רש"י בפי' עה"ת ולפיכך המנהג להברות האבל בתחלת מאכלו בצים שהם עגולים ואין להם פה כך אבל אין לו פה. 
""25:87, ""@45{$}(פג)@46 כך אסור לאבל להרבות דברים. עיין רש"י עה"ת שהביא כך אבל אין לו פה כדאמרינן במ"ק דף כ"א ע"ב. אבל כל שלשה ימים הראשונים אינו משיב שלום לכל אדם וכ"ש שאינו שואל בתחלה. מג' ועד ז' משיב ואינו שואל כו'. 
""25:88, ""@45{$}(פד)@46 ומתחלה היו מנתמים בעדשים. עיין ב"ב שם. וב"ר פס"ג מה עדשה זו עשויה כגלגל כו'. ועי' רש"י עה"ת ולמה עדשים שדומות לגלגל שהאבלות גלגל החוזר בעולם. 
""25:89, ""@45{$}(פה)@46 כמו לפולים ולאפונים. עיין רש"י בגמרא שם שכתב כמו שיש לפולין ולשאר מיני קטניות כמין סדק. 
""25:90, ""@45{$}(פו)@46 רבנן משום ר' סימון. ב"ר פס"ג. ילקוט רמז ק"י. ופסיקתא פסקא זכור דף כ"ב ע"ב. תנחומא תצא. ילקוט תהלים רמז תתס"ח. וילקוט תשא רמז תתקל"ח. ועיין ב"ב ט"ז ע"ב. 
""25:91, ""@45{$}(פז)@46 את מוצא באברהם. עיין בפסיקתא שם הערה ל"א. 
""25:92, ""@45{$}(פה)@46 מפני שבא עשו כו'. בפסיקתא שם ובב"ר שתי עבירות עבר. ועיין ב"ב שם חמש עבירות עבר כמו שהביא רבינו טוביה ז"ל וכן בתנחומא ריש שמות חמש עבירות עבר. אולס בתנחומא תצא נאמר שתי עבירות כי המאמר הראשון משמות לקוח מגמרא ב"ב שהבאתי. והמאמר האחרון מפ' תצא לקוח מהפסיקתא וע"ש הערה ל"ב. 
""25:93, ""@45{$}(פט)@46 כתיב הכא ויבא. עיין בפסיקתא שם הערה ל"ט. 
""25:94, ""@45{$}(צ)@46 אמר הקדוש ברוך הוא. עיין בפסיקתא שם הערה מ'. 
""25:95, ""@45{$}(צא)@46 א"ר יצחק. בב"ר פס"ג הוא בשם ר' זעירא וכן בילקוט רמז ק"ט ובפסיקתא פסקא את קרבני דף נ"ט ע"א ו בפסיקתא רבתי פסקא את קרבני הגי' א"ר יצחק ב"ר אלעזר. ועיין בפסיקתא שם בהערה מ"ז העירותי שבתנחומא פנחס ובמ"ר פנחם הגירסא ר' יצחק ב"ר זעירא לכן אין ספק שבמדרש ב"ר היתה הגי' ר' יצחק ב"ר זעירא. 
""25:96, ""@45{$}(צב)@46 פצה פיו כגמל. ב"ר שם. ורש"י עה"ת. 
""25:97, ""@45{$}(צג)@46 במס' שבת. דף קנ"ה ע"ב. ומובא גם בב"ר פס"ג ובפסיקתא שם. וברש"י עה"ת. 
""25:98, ""@45{$}(צג)@46 וכן מפורש במס' שבת. דף קנ"ה ע"ב. 
""25:99, ""@45{$}(צד)@46 דכתיב ארץ אדום. בב"ר שם וילקוט רמז קי"א מובא לראיה ארצה שעיר שדה אדום (בראשית ל"ב ד'). 
""25:100, ""@45{$}(צד)@46 לעולם חייב האח לכבד את אחיו הבכור. עיין כתובות ק"ג ע"א. 
""25:101, ""@45{$}(צה)@46 ורז"ל אמרו. זבחים קי"ב ע"ב וב"ר פס"ג ובמ"ר פ"ד ורש"י עה"ת. 
""25:102, ""@45{$}(צו)@46 אלא ר' לוי בש"ר חמא בר חנינא. בב"ר פס"ג וילקוט רמז קי"א נשמטו המלות "בש"ר חמא בר חנינא". 
""25:103, ""@45{$}(צז)@46 ר' לוי בש"ר שמואל. בב"ר וילקוט שם הגי' ר' שמואל בר נחמן אמר. וזו גי' ישרה. 
""25:104, ""@45{$}(צה)@46 למה לי לא אמר. ב"ר וילקוט שם. ועיין ב"ב ט"ז ע"ב. 
""25:105, ""@45{$}(צט)@46 ר' לוי אמר. ב"ר שם. 
""25:106, ""@45{$}(ק)@46 את לרבות תתיית המתים. ב"ר וילקוט שם ופסיקתא רבתי פי"ב. 
""25:107, ""@45{$}(קא)@46 וי"א כי גם זהובים שאל לו כו'. זה הביא בשמו הגאון חיד"א בספרו פני דוד על התורה דכ"א ע"ב וז"ל והנה משפטי הכתובים וכמה מאמרי רז"ל נראה שיעקב לא נתן לעשו אלא עדשים אמנם מצאתי בפסיקתא זוטרתא של רבינו טוביה ז"ל על בראשית שמות בכתיבת יד (שלא נדפסה אלא על ויקרא ואילך) שכתב וז"ל מן האדום האדום הזה גם זהובים אדומים שאל לו עשו במכירת הבכורה כו' והוא המאמר שלפנינו. 
""26:4, ""@45{$}(ר)@46 הקשות. בב"ר סיים כמד"א ואת אילי הארץ לקח (יחזקאל י"ז י"ג) ור"ל אף הארצות אשר יושביהם עזים וקשים לך אתננה כי אני אכבשם לפניך. ועי' יבמות כ"א ע"א. 
""26:7, ""@45{$}(ו)@46 שנא' אם לא בריתי והברית זו תורה. עי' פסחים ס"ח ע"ב ובפירש"י. ובע"ז ג' ע"א בפירש"י ד"ה אם לא. 
""26:8, ""@45{$}(ו)@46 עשה משמרת למשמרתי. יבמות כ"א ע"א. 
""26:9, ""@45{$}(ח)@46 שצויתי לאדם הראשון על ע"ז. עיין פסיקתא פסקא בחודש השלישי ובהערה ב' ועיין לעיל בראשית ב' הערה מ"ד. 
""26:10, ""@45{$}(ט)@46 אלו ז' מצות. ע"ש בפסיקתא ובהערה ו'. 
""26:11, ""@45{$}(ט)@46 אלו י"ג בריתות עיין לך י"ז ז'. ובהערה ז'. 
""26:12, ""@45{$}(י)@46 כדמפורש לעיל. לך י"ז י"ג. 
""26:13, ""@45{$}(יא)@46 ויקרא אברהם בשם ה'. וכ"ה בכ"י פלארענץ. ובמקרא כתוב ויקרא שם בשם ה'. 
""26:14, ""@45{$}(יב)@46 כמו בשביל אשתו. וכן רש"י כתב לאשתו על אשתו. כמו אמרי לי אחי הוא. והראב"ע כתב לאשתו בעבור אשתו כמו פן יאמרו לי. 
""26:15, ""@45{$}(יג)@46 השב את אשת האיש. מלת את הסגרתי כי בקרא ליתא. וכן בכ"י פלארענץ מובא לנכון בלי מלת את. 
""26:16, ""@45{$}(יד)@46 אכסני בא לעיר. בבא קמא צ"ב ע"א. ומובא לעיל (וירא כ' ז'). 
""26:17, ""@45{$}(טו)@46 ויאמר אבימלך. בכ"י לפנינו כתוב ויאמר אבימלך ליצחק ומחקתי המלה "ליצחק" וגם בכ"י פלארענץ ליתא. 
""26:18, ""@45{$}(טז)@46 מה אחד המיוחד שבעם. הוא המלך. וכן בתרגום אונקלוס דמיחד בעמא וביב"ע מלכא דמיחד בעמא. ובירושלמי שם חד טליא. יש לתקן שצ"ל חד מלכא. וכן רש"י עה"ת כתב וז"ל אחד העם המיוחד בעם זה המלך. ועיין בבעל הטורים. ועי' בנתה"ש מה שהאריך בזה בשרש אחד אם הוא בא בנפרד או בסמיכות ואם השם שאחריו בא במ"ם. 
""26:19, ""@45{$}(יז)@46 א"ר חלבו. ב"ר פס"ד. ילקוט רמז קי"א. ורשב"ם עה"ת. ובכ"י פלארענץ חסרים המלות "א"ר חלבו אע"פ שהארץ היתה קשה". 
""26:20, ""@45{$}(יח)@46 אע"פ שהשנה ההיא שנת רעבון. וכן הביא רש"י עה"ת וז"ל אע"פ שאינה כתקנה שהיתה שנת רעבון וכן הביא הרשב"ם. 
""26:21, ""@45{$}(יט)@46 על חד בשיעורו מצא מאה. וכן בת"א על חד מאה בדשערוהי. ועיין רש"י שאמדוה כמה ראויה לעשות ועשתה על אחת שאמדוה מאה. וכן בב"ר וילקוט שם מלמד שהאמידו אותה ועשתה מאה. 
""26:22, ""@45{$}(כ)@46 ומפני מה מדדו אותה מפני המעשרות. ב"ר שם. ורש"י עה"ת. ורבינו טוביה ז"ל הביא ג"כ בראשית א' ב'. וע"ש בהערה נ"ח. והעירותי שנשנה גם במדרש במ"ר פי"ב. ופסיקתא פםקא עשר תעשר דף צ"ח ע"א. 
""26:23, ""@45{$}(כא)@46 ג' גדולים. ר"ל שלשה פעמים כתיב גדול בפסוק הזה. ובכ"י פלארענץ ג' גדולים בפסוק זה גדול במעשים טובים. גדול בעושר. גדול בשם. עד שהיו אומרים זבל פרדסותיו כו'. 
""26:24, ""@45{$}(כב)@46 שהיו אומרים. בב"ר שם מובא זה בשם ר' חנין. ובילקוט חסר שם האומר. וכן מובא ברש"י עה"ת. 
""26:25, ""@45{$}(כג)@46 אלו העבדים והשפחות. וכן הביא הראב"ע ועבדה. עבדים ושפחות שיעבדוהו והוא תואר השם או שם כמו סגולה עכ"ל ועיין ב"ר שם דניאל חייטא אמר ועבדה כתיב אם אין אדם עושה עצמו כמו עבד כו' ע"ש. 
""26:26, ""@45{$}(כד)@46 היינו דתנן. אבות פ"ב. 
""26:27, ""@45{$}(כה)@46 הוא שאמרו רז"ל. נדרים כ"א ע"ב. 
""26:28, ""@45{$}(כו)@46 מיעוט בארות שתים. עי' ב"ר שם כמה בארות חפר כו'. 
""26:29, ""@45{$}(כז)@46 כנגד ה' חומשי תורה.הוא דברי רבנן בב"ר שם.
""26:30, ""@45{$}(כה)@46 ויט שם אהלו. בכ"י לפנינו בטעות אהלה ומובא לנכון בכ"י פלארענץ. 
""26:31, ""@45{$}(כט)@46 מגרר בבשרו. ב"ר וילקוט שם. ובב"ר שם סיים כמד"א להתגרד בו. נראה שהיה לפני הדורש הנוסחא להתגרר בו. וע' בסנהדרין קי"ב ע"א ברש"י ד"ה גרידי.
""26:32, ""@45{$}(ל)@46 התרגום מפרש וסיעת רתמוהי. כוונתו לת"א שתרגם וסיעת מרחמוהי. והוא גם דעת ר' נחמיה בב"ר שם. וכן הביא רש"י ע"ש ובנתה"ש. 
""26:33, ""@45{$}(ל)@46 כמו שנאמר באברהם כו'. עיין ספרי דברים פסקא ב'. 
""26:34, ""@45{$}(לא)@46 ראינו מעשיך. ב"ר וילקוט שם. ורש"י עה"ת. והסיום אשרי לבן הוא דברי רבינו טוביה ז"ל. 
""26:35, ""@45{$}(לב)@46 רק מיעוט. ב"ר וילקוט שם. 
""26:36, ""@45{$}(לג)@46 דכתיב כי חיוה. עיין ב"ר ריש פס"ה. ויק"ר פי"ג. שו"ט מזמור פ'. וילקוט רמז קי"ב. ותמצא איזה שנויים. 
""26:37, ""@45{$}(לד)@46 ולמה נמשלה לחזיר. שם ואדר"נ פל"ד ורש"י עה"ת. 
""26:38, ""@45{$}(לה)@46 לפי שכל עוף למינו ישכון ובן אדם לדומה לו. בב"ר וילקוט רמז קי"ג מובא כל עורב למינו ישכון. וכן מובא הכתוב הזה בגמרא ב"ק צ"ב ע"ב וכתבו שם חכמי התוס' אין זה מקרא בכל התנ"ך ושמא בספר בן סירא הוא. וכן סלסלה ותרוממך ובין נדיבים תושיבך. 
""26:39, ""@45{$}(לו)@46 שהיה בן קדושים. ב"ר שם וילקוט רמז קי"ג. 
""27:23, ""@45{$}(כב)@46 בית האוצר. וכ"ה בכ"י פלארענץ. ובמקרא כתוב בית אוצר אלהיו. 
""27:24, ""@45{$}(כג)@46 וצא השדה כו'. כן הוספתי ונאמר לנכון בב"ר ובילקוט. וחסר ג"כ בכ"י פלארענץ. 
""27:25, ""@45{$}(כד)@46 ציד קרינן וצידה כתיב מכאן רמז להלכות שחיטה חמשה. וכן הביא החזקוני ורבינו בחיי ובעל הטורים וכן ראיתי בפי' הרד"ק על התורה וז"ל צידה כתיב בה"א וקרי בלא ה"א. והדרש ידוע. ע"כ כוון לדברי רבינו טוביה. ועיין מנחת שי שהביא ג"כ במסורת כתב יד מסור עליו ציד קרי. והביא ג"כ דברי רבינו טוביה ז"ל. וז"ל ובמדרש לקח טוב ציד קרינן צידה כתיב מכאן רמז כו'. והמדרש הזה חיבור רבינו טוביה ב"ר אליעזר הנקרא מדרש פסיקתא [זוטרתא] ונדפס ממנו מס' ויקרא ואילך. וספר בראשית ושמות נמצאים בכ"י ובתוך החבור כתוב שהיה בשנת ד"א ותת"ן לבריאת עולם עכ"ל. 
""27:26, ""@45{$}(כה)@46 א"ר יהודה אמר רב. חולין ט' ע"א ובבה"ג ה' שחיטת חולין. ושם הגי' אמר רב יהודה אמר שמואל. ובכ"י פלארענץ כתוב א"ר יהודה לבד. 
""27:27, ""@45{$}(כו)@46 וכיצד היא שהייה. לקוח מבה"ג ה' שחיטת חולין. ומ"ש נתמרמרה קרוב לגרוס ונתפרפרה. וגם דברי הערוך ערך גרם ד' נובעים מבה"ג מבלי זכרון שמו כלל.כמו שתראה שסיים שם חלדה כגון שהכניס הסכין כו'. אי נמי הוה מזיא או עמרא עילוי אפקותא או רקעתא דמידבק בקירא או בקדרוג או בסנדרוס ועייל סכינא תותייהו ושחט פסולה. והוא לשון הבה"ג שם. ובעל הערוך מפרש לשון הבה"ג וכתב פי' מזיא שיער. עמרא צמר. אפקותא צואר. קנדרוג דבק. סנררוס עטרן. רקעתא סמרטוט. גס מה שסיים מאי לשון חלדא בחולדא [צ"ל כחולדא] הדרה בעיקרי בתים דמיכסיא הוא ג"כ מבה"ג שם. רק שהוא בבה"ג בלשון ארמית הביא הוא בלשון עברי צח. ועיין גם ברש"י חולין שם ד"ה שהייה. ויש עוד להעיר כי הרב בעל הערוך לא מפרש מלת הגרמה. ורש"י חולין שם כתב ולשון הגרמה שמכריע ידו לצאת חוץ ממקום הכשר שחיטה. וכמו היה שוקל עין בעין נותן לו גירומיו גבי הכרעה (ב"ב פ"ה ע"ב) עכ"ל. וראיתי ברש"י מ"ב ט' י"ג בפסוק אל גרם המעלות כתב וז"ל לשון פגם והגרמה שבהלכות שחיטה מן הלשון הזה הוא ששוחט והולך ויורד ונראה כמין גבשושית למעלה עכ"ל. 
""27:28, ""@45{$}(כז)@46 נעקרו הסימנים. עיין תוס' חולין ט' ע"א ד"ה כולהו. 
""27:29, ""@45{$}(כה)@46 שלא כדברי החכמים שנמסר להם מפי משה רבינו מפי הגבורה קרויה נבלה. שכן כל פסול בשחיטה בכלל נבילה. 
""27:30, ""@45{$}(כט)@46 שחכמינו שנו במשנתינו. חולין ל"ז ע"א. 
""27:31, ""@45{$}(ל)@46 בהמה דקה שפשטה ידה. חולין שס. 
""27:32, ""@45{$}(לא)@46 אין שוחטין. חולין מ"א ע"א במשנה. 
""27:33, ""@45{$}(לב)@46 לתוך אוגן של מים. במשנה הגי' לתוך עוגה של מים והביא שם הגאון הרי"ב בערוך ערך אגן ב' גרס אגן פי' ספל מלשון וישם באגנות וכן גרסו הרי"ף והרמב"ם ועי' כסף משנה. ומדברי רבינו טוביה נראה שהיה גם לפניו הנוסחא אוגן. וכן מצאתי בבה"ג בה' שחיטה שם לתוך אוגן של מים. ועי' תוספתא דחולין פ"ב. 
""27:34, ""@45{$}(לג)@46 עכורין. זה ליתא במשנה. רק הוא מסקנת הגמרא חולין מ"א ע"ב אמר רבא בעכורים שנו. ובכ"י פלארענץ חסרה המלה "עכורין". 
""27:35, ""@45{$}(לד)@46 ובספינה ע"ג הכלים. הוא במשנה שם. והסיום או ע"ג דופני הספינה הוא בגמרא שם. וכן כתב רש"י על דופני הספינה. ומדופני הספינה למים. ועיין בה"ג שם מאן דמסגי בספינתא ובעי למשחט כו' אלא ברישא נפיל דמא עילוי גודא דספינתא. 
""27:36, ""@45{$}(לה)@46 אין שוחטין בגומא. חולין מ"א ע"א במשנה. 
""27:37, ""@45{$}(לו)@46 השוחט אחד בעוף. חולין כ"ז ע"א במשנה. 
""27:38, ""@45{$}(לו)@46 אבל בעוף אם שחט חצי קנה וחצי וושט נבילה. מכאן עד המאמר וצריך השוחט לבקר את שחיטתו חסר בכ"י פלארענץ והשמיט המעתיק מאמר שלם מן כשירה במאמר שלפניו עד כשירה במאמר הנחסר. 
""27:39, ""@45{$}(לז)@46 אם צריך אדם לדם. שם שם ע"ב. 
""27:40, ""@45{$}(לה)@46 ר' יהודה אומר. שם כ"ז ע"א במשנה. 
""27:41, ""@45{$}(לט)@46 וכן ראוי. דברי רבינו מדנפשיה. 
""27:42, ""@45{$}(מ)@46 אבל הבהמה לא נפסלה. חולין כ"ח ע"ב. 
""27:43, ""@45{$}(מא)@46 אמר רבא. חולין י"ז ע"ב. והוספתי מלת "רבא". ובבה"ג ה' שחיטה שם הגי' אמר רבי אבא. 
""27:44, ""@45{$}(מב)@46 א"ר אלעזר. שם במאמר שלפניו. 
""27:45, ""@45{$}(מג)@46 א"ל ר' אחא. חולין שם ובשאילתות פ' אחרי סי' צ"ב א"ל רב אחא בריה דרב אשי. צ"ל רב אחא בריה דרב אויא לרב אשי. והגאון הרי"ב לא תיקן שם. 
""27:46, ""@45{$}(מד)@46 פי' כי סאסא דשיבולתא כו'. כוונת רבינו למאמרם סוטה ה' ע"א חד אמר כי סאסא דשבולתא. ועיין רש"י שם שכתב זקן השבלים שאינו חלק. כך סכין שאין פיה חלק אבל פגם אין לה. ועי' ערוך ערך ססא הביא ב' מאמרים. וכתב פי' הענף שבראש השבולת הנראין כמו מחטין ארוכין עומדין ואינן תלקים אלא בולטות מהן כעין שינים דקות מאד. ועיין עוד ערוך ערך מלען. והך תיבות "סכין חדש ולא נעשה בה מלאכה" אין להן מקום פה. ונראה כי צ"ל אלא נעשה בה מלאכה. והוא דין חדש של רב נחמן אמר רב"א (חולין דף ח') ור"ט כתב על הגליון וחפץ לפרשו בכל פרטיו. אבל רבות מתשבות וגו'. והמעתיק הביאם פה סתומות ושלא במקומן. 
""27:47, ""@45{$}(מה)@46 וצריך להראות הסכין. עיין חולין י"ז ע"ב. 
""27:48, ""@45{$}(מו)@46 ובדיקנא ליה הסכין. שס. 
""27:49, ""@45{$}(מז)@46 אתלת רוחתא בצדדין ובחידודי. המלות "בצדדין ובחדודי" הוא הוספת רבינו. וכ"כ רש"י שם אתלתא רוחתא באמצע חודו ובצדדין כו'. והגאון הרי"ב הגיה שצ"ל ואתרי גיסני וכן בכל הנהו אתלתא רוחתא הנזכריס לקמן גרסינן אתרי גיסני פי' שני צדדי הסכין כ"ג השאילתות עכ"ל. כוונתו כי כן הגי' בשאילתות אחרי סי' צ"ב והעיר הרב בעל העמק שאלה בגמרא איתא ואתלתא רוחתא היינו על החוד ועל שני צדדי הסכין וכן גי' בה"ג והרי"ף ודעת רבינו ג"כ הכי. אלא תרין גיסני לבד בשרא ואטופרא שעל החוד והיינו הך עכ"ל. 
""27:50, ""@45{$}(מה)@46 ומי ששחט ונמצא סכינו פגום. חולין י' ע"א. 
""27:51, ""@45{$}(מט)@46 חיישינן שמא בעצם של מפרקת נפגם וכשר. עיין שם דף י' ע"ב והלכתא כוותיה דרב חסדא. ודברי רבינו תמוהים וע"ש בפירש"י. 
""27:52, ""@45{$}(נ)@46 בב"ק פ' הגוזל. דף צ"ט ע"ב ע"ש. 
""27:53, ""@45{$}(נא)@46 ההוא טבחא. חולין דף י"ח ע"א. 
""27:54, ""@45{$}(נב)@46 דלא שר סכינא. בגמרא שם דלא סר סכינא. פירש"י שלא הראה סכינו לחכם. והגאון הרי"ב ציין עיין פירש"י תענית כ' ע"ב ד"ה סייר עכ"ל. וראיתי בבה"ג ה' שחיטה הביא ג"כ הגי' דלא סר ובשאילתות אחרי סי' צ"ב הנוסחא ההוא טבתא דלא אחוי סכיניה שמתיה רבא בר חנינא. 
""27:55, ""@45{$}(נו)@46 השוחט בלילה. חולין י"ג ע"ב במשנה. 
""27:56, ""@45{$}(נד)@46 וצריך השוחט. חולין ט' ע"א. עד כאן חסר בכ"י פלארענץ ומתחיל מהמאמר וצריך השוחט (עיין לעיל הערה ל"ו ב'). 
""27:57, ""@45{$}(נה)@46 אדם שוחט עוף. חולין ל"א ע"א ופ"ג ע"ב. 
""27:58, ""@45{$}(נו)@46 ולא יכסה לא ברגלו. חולין פ"ז ע"א. 
""27:59, ""@45{$}(גז)@46 כי הא דרבא. חולין ל' ע"ב. 
""27:60, ""@45{$}(נה)@46 לר' יונה. בכ"י המלות נמחקות גם בכ"י פלארענץ המלות מטושטשות ואין לקראם. והוספתי בפנים כמו שהוא לפנינו בגמרא שם. 
