Index Title,Moed Katan
Moed Katan 16b:2,"Wie lange währt der Verweis bei uns? – Einen Tag. So pflegte, wenn Šemuél und Mar U͑qaba zusammen studierten, Mar U͑qaba in einer Entfernung von vier Ellen von Šemuél zu sitzen, und wenn sie zu Gericht saßen, Šemuél in einer Entfernung von vier Ellen von Mar U͑qaba zu sitzen$fn68. Man vertiefte für Mar U͑qaba den Platz auf einer Matte, wo er sich setzte, damit man die Worte [des anderen] höre. Täglich pflegte Mar U͑qaba Šemuél bis zu seiner Herberge zu begleiten, eines Tages aber dachte er über einen Rechtsfall nach, und Šemuél kam hinter ihm zu gehen. Als er an sein Haus herankam, sprach er: Genügt es dir nicht, will mich der Meister nicht entlassen$fn69? Da merkte jener, daß er etwas im Sinne hat, und nahm auf sich einen Verweis für einen Tag."
Moed Katan 16b:3,"Einst saß eine Frau auf der Straße, die Füße vor sich ausgestreckt, und siebte Gerstenkörner, und als ein Jünger an ihr vorüberging, verneigte sie sich nicht vor ihm. Dieser sprach: Wie frech ist diese Frau! Hierauf kam sie vor R. Naḥman, und er fragte sie: Hast du einen Bannruf aus seinem Munde gehört? Diese erwiderte: Nein. Da sprach er zu ihr: Geh, nimm auf dich einen Verweis für einen Tag."
Moed Katan 16b:4,"Zutra b. Ṭobija trug vor R. Jehuda Bibelabschnitte vor, als er herankam zum Verse :$fn70<i>das sind die letzten Worte Davids</i>, sprach er: ‘Die letzten’, demnach gibt es auch erste; welche sind es? Dieser schwieg und antwortete ihm nichts. Jener sprach wiederum: ‘Die letzten’, demnach gibt es auch erste; welche sind es? Dieser erwiderte: Du glaubst wohl, wer die Auslegung dieses Schriftverses nicht kennt, könne kein bedeutender Mann sein!? Da merkte jener, daß er etwas im Sinne hat, und nahm auf sich einen Verweis für einen Tag. – Da wir dabei sind: welche sind es wirklich, denn wenn er von ‘letzten’ [spricht], so gibt es ja auch erste? –$fn71<i>David richtete an den Herrn die Worte dieses Liedes, zur Zeit, als der Herr ihn aus der Hand all seiner Feinde und aus der Hand Šaúls errettet hatte</i>. Der Heilige, gepriesen sei er, sprach zu David: David, du singst ein Lied über den Sturz Šaúls; wärest du Šaúl$fn72und er David, so würde ich seinetwegen viele Davide$fn73zugrunde gerichtet haben! Darauf deutet das, was geschrieben steht :$fn74<i>ein Gesang Davids, den er dem Herrn wegen des Binjaminiten Kus sang.</i> Hieß er denn Kuš, er hieß ja Šaúl!? Vielmehr, wie der Kušite [Äthiopier] sich durch seine Hautfarbe auszeichnet, so war auch Šaúl durch seine [guten] Werke ausgezeichnet. Desgleichen heißt es:$fn75<i>wegen der Kušiterin, die er nahm</i>. Hieß sie denn Kušiterin, sie hieß ja Çipora!? Vielmehr, wie die Kušiterin sich durch ihre Hautfarbe auszeichnet, ebenso war auch Çipora durch ihre [guten] Werke ausgezeichnet. Desgleichen heißt es :$fn76<i>und E͑bed Melekh, der Kušite, hörte</i>. Hieß er denn Kušite, er hieß ja Çidqija!? Vielmehr, wie der Kušite sich durch seine Hautfarbe auszeichnet, ebenso war auch Çidqija durch seine [guten] Werke ausgezeichnet. Desgleichen heißt es: $fn77<i>ihr seid mir ja wie die Kušiten, Kinder Jisraél</i>. Hießen sie denn Kušiten, sie hießen ja Jisraél!? Vielmehr, wie der Kušite sich durch seine Hautfarbe auszeichnet, ebenso ist auch Jisraél durch seine [guten] Werke von allen Völkern ausgezeichnet."
Moed Katan 16b:5,"R. Šemuél b. Naḥmani sagte im Namen R. Jonathans: Es heißt:$fn78<i>Ausspruch Davids, des Sohnes Jišajs, Ausspruch des Mannes, der hoch erhoben ward</i>. Ausspruch Davids, des Sohnes Jišajs, der das Joch$fn79der Bußfertigkeit hoch erhob. $fn80<i>Es sprach der Gott Jisraéls, zu mir redete der Fels Jisraéls. Wer gerecht über Menschen herrscht, herrscht in der Furcht Gottes</i>. Was meint er damit? R. Abahu erwiderte: Er meint es wie folgt: Es sprach der Gott Jisraéls, zu mir redete der Fels Jisraéls: Ich herrsche über die Menschen, wer beherrscht mich? Der Gerechte, denn wenn ich ein Verhängnis beschließe, hebt er es auf."
Moed Katan 16b:6,"$fn81<i>Folgende sind die Namen von den Helden Davids, der im Sitze saß &amp;c.</i> Was meint er damit? R. Abahu erwiderte: Er meint es wie folgt: Folgende sind (Namen der) Heldentaten Davids: er saß im Sitze; wenn er nämlich im Kollegium saß, saß er nicht auf Kissen und Polstern, sondern auf dem Fußboden, I͑ra der Jaírite unterrichtete, so lange er lebte, die Rabbanan auf Kissen und Polstern sitzend, und als er starb, unterrichtete David die Rabbanan auf dem Fußboden sitzend; da sprachen sie zu ihm: Möge doch auch der Meister auf Kissen und Polstern sitzen! Er verzichtete aber darauf.$fn81<i>Der Kundigen</i>. Rabh erklärte: Der Heilige, gepriesen sei er, sprach zu ihm: Dieweil du dich so erniedrigt hast, sollst du mir gleichen$fn82; ich beschließe ein Verhängnis, und du hebst es auf. $fn81<i>Das Haupt der drei</i>; du sollst das Haupt der drei Erzväter sein. $fn81<i>Das ist A͑dino, der Eçoniter</i>; wenn er saß und sich mit der Tora befaßte, schmiegsam [a͑den] wie ein Wurm; zog er aber in den Krieg, war er hart wie Holz [e͑ç]. $fn81<i>Über achthundert Erschlagene auf einmal</i>;wenn er einen Pfeil abschoß, streckte er achthundert Erschlagene auf einmal nieder, und doch seufzte er noch wegen der weiteren zweihundert, denn es heißt:$fn83<i>wie konnte ein einziger tausend verfolgen.</i> Da ertönte eine Hallstimme und sprach:$fn84<i>Wegen der Angelegenheit U͑rija des Ḥititers</i>."
Moed Katan 16b:7,"R. Tanḥum, Sohn des R. Ḥija aus Kephar A͑kko, sagte im Namen des R. Ja͑qob b. Aḥa im Namen R. Šimlajs, wie manche sagen, R. Tanḥum im Namen R. Honas, und wie manche sagen, R. Hona in seinem eigenen"
Moed Katan 17a:1,"Namen: Wenn ein Jünger wegen seiner persönlichen Ehre jemand mit dem Banne belegt, so ist der Bann giltig. Es wird nämlich gelehrt: Wer vom Lehrer mit dem Banne belegt wird, ist auch für den Schüler mit dem Banne belegt, und wer vom Schüler mit dem Banne belegt wird, ist nicht für den Lehrer mit dem Banne belegt. Für den Lehrer nicht, wohl aber für jeden anderen. Weswegen nun: wenn wegen einer göttlichen Angelegenheit, [so heißt es ja]:$fn85<i>keine Weisheit, keine Einsicht und keinen Ausweg wider den Herrn</i>$fn86; doch wohl wegen seiner persönlichen Ehre. R. Joseph sagte: Ein Gelehrtenjünger darf bei einer Sache, von der er überzeugt$fn87ist, sich selbst Recht verschaffen."
Moed Katan 17a:2,"Einst war ein Gelehrtenjünger, der einen schlechten Ruf hatte. Da sprach R. Jehuda: Was ist nun mit ihm zu machen: mit dem Banne belegen [geht nicht], denn die Jünger brauchen ihn, und ihn nicht mit dem Banne belegen [geht ebenfalls nicht], denn der göttliche Name wird entweiht? Hierauf sprach er zu Rabba b. Bar Ḥana: Hast du etwas darüber gehört? Dieser erwiderte: Folgendes sagte R. Joḥanan: es heißt:$fn88<i>denn eines Priesters Lippen sollen sich an die rechte Lehre halten, und Unterweisung erwartet man aus seinem Munde; denn er ist der Gesandte des Herrn der Heerscharen</i>. Wenn der Lehrer einem Gesandten des Herrn gleicht, so erwarte man Unterweisung aus seinem Munde, wenn aber nicht, so erwarte man keine Unterweisung aus seinem Munde. Da belegte ihn R. Jehuda mit dem Banne. Darauf erkrankte R. Jehuda und die Jünger besuchten ihn, und auch jener kam mit ihnen. Als ihn R. Jehuda bemerkte, lächelte er. Jener sprach: Nicht genug, daß du mich mit dem Banne belegt hast, du lachst auch über mich! Dieser erwiderte: Ich lache nicht über dich; ich freue mich vielmehr bei meinem Übergange in jene Welt, daß ich nicht einmal einem Manne, wie du einer bist, geschmeichelt habe. Als daraufhin die Seele R. Jehudas zur Ruhe eingekehrt war, [kam er ins Lehrhaus und bat, ihn freizusprechen]; da sprachen die Jünger zu ihm: Es gibt hier keinen so bedeutenden Mann wie R. Jehuda, der dich befreien könnte; wende dich daher an R. Jehuda den Fürsten, daß er dich befreie. Als er zu ihm kam, sprach dieser zu R. Ami: Geh, untersuche seine Angelegenheit; ist es angebracht, ihn zu befreien, so befreie ihn. Nachdem R. Ami seine Angelegenheit untersucht hatte, wollte er ihn befreien, da stand R. Šemuél b. Naḥmani auf und sprach: Wenn die Weisen einen von der Magd Rabbis verhängten Bann drei Jahre respektierten, um wieviel mehr [verdient dies] ein von unserem Kollegen Jehuda verhängter. Da sprach R. Zera: Wie kommt es, daß dieser Greis gerade jetzt ins Lehrhaus gekommen ist, wo er doch seit vielen Jahren nicht da war! Es ist aber zu ersehen, daß es nicht angebracht ist, ihn zu befreien. Und er befreite ihn nicht. Hierauf ging er weinend fort, und eine Hornis kam und stach ihn in das Glied, worauf er starb. Alsdann brachte man ihn in die Gruft der Frommen, diese nahm ihn aber nicht auf; da brachte man ihn in die Gruft der Richter, und diese nahm ihn auf. – Weshalb? – Weil er nach R. Ilea͑j handelte, denn es wird gelehrt: R. Ilea͑j sagte: Sieht jemand, daß der böse Trieb sich seiner bemächtigt, so gehe er nach einem Orte, wo man ihn nicht kennt, kleide sich schwarz, hülle sich schwarz und folge dem Triebe seines Herzens, nur entweihe er den göttlichen Namen nicht öffentlich."
Moed Katan 17a:3,"Welches Bewenden hat es mit der Magd Rabbis? – Einst sah die Magd Rabbis jemand seinen erwachsenen Sohn schlagen, da sprach sie: Dieser Mann soll im Banne sein, weil er übertritt [das Verbot] :$fn89<i>du sollst einem Blinden kein Hindernis in den Weg legen.</i> Es wird nämlich gelehrt: <i>Du sollst einem Blinden kein Hindernis in den Weg legen</i>; die Schrift spricht von einem, der seinen erwachsenen Sohn schlägt$fn90."
Moed Katan 17a:4,"Reš Laqiš bewachte einen Obstgarten, und als ein Mann herankam und von den Früchten aß, schrie er ihn an; dieser beachtete es aber nicht. Da sprach er: Dieser Mann soll im Banne sein. Dieser entgegnete: Im Gegenteil, du sollst im Banne sein; wenn ich dir auch Geld schuldig bin, habe ich mich des Bannes schuldig gemacht? Als er ins Lehrhaus kam, sprachen sie zu ihm: Sein Bannspruch ist giltig, dein Bannspruch ist nicht giltig. – Was ist nun zu machen? – Wende dich an ihn, daß er dich befreie. – Ich kenne ihn nicht. Jene erwiderten: Wende dich an den Fürsten, daß er dich befreie. Es wird nämlich gelehrt: Wenn jemand mit dem Banne belegt wird und nicht weiß, von wem, so wende er sich an den Fürsten, und dieser löse ihm den Bann."
Moed Katan 17a:5,"R. Inja sagte: In Uša ordnete man an, daß, wenn ein Gerichtspräsident sündigt, man ihn nicht mit dem Banne belege, vielmehr spreche man zu ihm:$fn91<i>Habe die Ehre, daheim zu bleiben</i>. Sündigt er weiter, so belege man ihn mit dem Banne, wegen der Entweihung des [göttlichen] Namens. Er streitet somit gegen Reš Laqiš, denn Reš Laqiš sagte: Wenn ein Schriftgelehrter gesündigt hat, so belege man ihn nicht öffentlich mit dem Banne, denn es heißt:$fn92<i>du strauchelst am Tage, und auch der Prophet soll mit dir nachts straucheln</i>; bedecke ihn, wie die Nacht."
Moed Katan 17a:6,"Mar Zuṭra der Fromme pflegte, wenn ein Jünger mit dem Banne belegt werden sollte, zuerst sich selbst mit dem Banne zu belegen und nachher jenen, und wenn er in seine Herberge ging, befreite er zuerst sich selbst und nachher jenen."
Moed Katan 17a:7,"R. Gidel sagte im Namen Rabhs: Ein Schriftgelehrter kann sich selber in den Bann tun und sich selber befreien. R. Papa sagte: Möge es mir zugute kommen, daß ich nie einen Jünger in den Bann getan habe. – Wie machte er es, wenn ein Jünger sich des Bannes schuldig machte? – Wie sie es im Westen machen; sie pflegen da über die Geißelung eines Jüngers abzustimmen, nicht aber pflegen sie über den Bann abzustimmen$fn93."
Moed Katan 17a:8,"Was heißt Šamta [Bann]? – Rabh erklärte: Šam mitha [da ist Tod]; Šemuél erklärte: Šama jihje [er wird zur Öde]. Sie dringt in ihn, wie der Fettanstrich in den Backofen. Er streitet somit gegen Reš Laqiš, denn Reš Laqiš sagte: Wie [der Bann] in die zweihundertachtundvierzig Glieder$fn94eindringt, ebenso verschwindet er, wenn er aus den zweihundertachtundvierzig Gliedern ausscheidet. Wie er eindringt, denn es heißt: $fn95<i>die Stadt soll durch den Bann [ḥerem] &amp;c</i>., und [der Zahlenwert des Wortes] <i>ḥerem</i> beträgt zweihundertachtundvierzig. Wenn er ausscheidet, verschwindet er aus diesen, denn es heißt :$fn96<i>im Zürnen sei des Erbarmens [raḥem] eingedenk,</i> und [der Zahlenwert des Wortes] <i>raḥem</i> beträgt ebensoviel."
Moed Katan 17a:9,"R. Joseph sagte: Wenn du den Bann auch dem Hunde auf den Schwanz wirfst, tut er doch das seinige. Einst fraß ein Hund die Schuhe der Jünger, und ohne ihn zu kennen, belegten sie [den Täter] mit dem Banne. Darauf fing der Schwanz [des Hundes] Feuer, und es verbrannte ihn."
Moed Katan 17a:10,"Einst war ein Gewalttätiger, der einen Jünger quälte. Da wandte er sich an R. Joseph, und dieser sprach zu ihm: Geh und belege ihn mit dem Banne. Jener erwiderte: Ich fürchte mich vor ihm. Dieser entgegnete: So schreibe über ihn einen Bannspruch. – Dies fürchte ich erst recht."
Moed Katan 17a:11,
Moed Katan 17b:1,"Dieser sprach: Lege ihn in einen Krug, und diesen bringe auf den Begräbnisplatz, sodann blase in ihn in vierzig Tagen tausend Posaunenstöße hinein. Als er dies tat, platzte der Krug und jener Gewalttätige starb."
Moed Katan 17b:2,"Was heißt Šipura$fn97? – Man zahlt ihm heim. – Was heißt Tebara$fn97? R. Jiçḥaq, Sohn des R. Jehuda, erwiderte: Hohe Häuser sind zerstört. Es wird nämlich gelehrt: R. Šimo͑n b. Gamliél sagte: Wohin die Weisen ihre Augen richten, da ist Tod oder Armut."
Moed Katan 17b:3,"D<small>ER</small> N<small>AZIRÄER UND DER AUS SEINER</small> U<small>NREINHEIT IN</small> R<small>EINHEIT ÜBERGEHENDE</small> A<small>USSÄTZIGE.</small> R. Jirmeja fragte R. Zera: Wenn sie [vorher] keine Zeit hatten, oder auch wenn sie [vorher] Zeit hatten? Dieser erwiderte: Es wird gelehrt: All diejenigen, von denen sie gesagt haben, sie dürfen sich am Halbfeste das Haar scheren, [dürfen es], wenn sie [vorher] keine Zeit hatten; wenn sie aber [vorher] Zeit hatten, dürfen sie es nicht; der Naziräer und der Aussätzige dürfen es, auch wenn sie [vorher] Zeit hatten, damit sie ihre Opfer nicht aufschieben."
Moed Katan 17b:4,"Es wird gelehrt: Der Priester und der Leidtragende dürfen sich das Haar scheren. – In welchem Falle gilt dies vom Leidtragenden: wollte man sagen, wenn der achte [Trauertag] auf den Vorabend des Festes$fn98fiel, so sollte er sich am Vorabend das Haar scheren$fn99, und wollte man sagen, wenn der achte auf einen Sabbath fiel, der Vorabend des Festes ist, so sollte er sich am Vorabend des Šabbaths das Haar scheren, denn R. Ḥisda sagte im Namen des Rabina b. Šila, die Halakha sei wie Abba Šaúl, und auch die Weisen pflichten Abba Šaúl bei, daß, wenn der achte auf einen Sabbath fällt, der Vorabend des Festes ist, er sich am Vorabend des Šabbaths das Haar scheren dürfe!? – In dem Falle, wenn der siebente auf einen Šabbath fiel, der Vorabend des Festes ist; der Tanna der Barajtha ist der Ansicht Abba Šaúls, welcher sagt, ein Teil des Tages gelte als ganzer, somit wird der siebente Tag hin und her$fn100gezählt, und da dieser ein Šabbath war, so war er dadurch verhindert; der Tanna unserer Misna aber ist der Ansicht der Rabbanan, welche sagen, ein Teil des Tages gelte nicht als ganzer, somit waren dann die [ersten] sieben Trauertage$fn101noch nicht vorüber. – In welchem Falle gilt dies hier vom Priester: wollte man sagen, wenn [die Dienstzeit] seiner Priesterwache am Vorabend des Festes ablief, so sollte er sich am Vorabend$fn102das Haar scheren!? – In dem Falle, wenn [die Dienstzeit] seiner Priesterwache am Feste ablief; der Tanna unserer Mišna ist der Ansicht, da wir gelernt haben, daß an den drei Festen des Jahres alle Priesterwachen an den Festopferteilen und bei der Verteilung des Schaubrotes gleichbeteiligt waren, sei es ebenso, als wäre [die Dienstzeit] seiner Priesterwache$fn101am Feste noch nicht abgelaufen; der Tanna der Barajtha aber ist der Ansicht, immerhin war [die Dienstzeit] seiner Priesterwache, wenn sie auch gleichbeteiligt war, bereits abgelaufen."
Moed Katan 17b:5,"Die Rabbanan lehrten: All diejenigen, von denen sie gesagt haben, sie dürften sich am Halbfeste das Haar scheren, dürfen es auch während ihrer Trauer. – Es wird ja aber gelehrt, sie dürfen es nicht!? R. Ḥisda erwiderte im Namen R. Šilas: Was hier gelehrt wird, es sei erlaubt, gilt von dem Falle, wenn ihm die Trauerfälle aufeinander folgen.–Wenn ihm die Trauerfälle aufeinander folgen, ist es ja jedem erlaubt, wieso nur diesen!? Es wird nämlich gelehrt: Wenn ihm$fn103die Trauerfälle auf' einander folgen und das Haar ihm lästig wird, so darf er es ein wenig mit einem Rasiermesser stutzen, auch darf er sein Gewand in Wasser waschen. – Hierzu wird ja gelehrt: R. Hisda sagte: Nur mit einem Rasiermesser, nicht aber mit einer Schere, nur mit Wasser, nicht aber mit Natron oder Aloë. R. Ḥisda sagte: Dies besagt, daß dem Leidtragenden das Kleiderwaschen verboten ist."
Moed Katan 17b:6,"Die Rabbanan lehrten: Wie sie gesagt haben, man dürfe sich am Halbfeste das Haar nicht scheren, ebenso darf man sich am Halbfeste die Nägel nicht schneiden – so R. Jehuda; R. Jose erlaubt dies. Und wie sie gesagt haben, der Leidtragende dürfe sich während seiner Trauer das Haar nicht scheren, ebenso darf er während seiner Trauer die Nägel nicht schneiden – so R. Jehuda; R. Jose erlaubt dies. U͑la sagte: Die Halakha ist wie R. Jehuda bei der Trauer und wie R. Jose beim"
Moed Katan 18a:1,"Halbfeste. Šemuél sagte: Die Halakha ist wie R. Jose sowohl beim Halbfeste als auch bei der Trauer. Šemuél sagte nämlich, bei der Trauer sei die Halakha nach der Ansicht des Erleichternden zu entscheiden."
Moed Katan 18a:2,"Bei Pinhas, dem Bruder Šemuéls, ereignete sich ein Todesfall, und Šemuél besuchte ihn, um ihn zu trösten. Als er bemerkte, daß seine Nägel groß gewachsen waren, fragte er ihn: Weshalb schneidest du sie nicht ab? Jener erwiderte: Würdest du, wenn solches sich bei dir ereignen würde, [die Trauer] so mißachten!? Dies$fn104war wie ein Versehen aus dem Munde eines Machthabers, und ein Todesfall ereignete sich bei Šemuél. Als hierauf sein Bruder Pinḥas ihn besuchte, um ihn zu trösten, nahm er seine Nägel und warf sie ihm ins Gesicht, indem er sprach: Weißt du denn nicht, daß mit den Lippen ein Bündnis geschlossen$fn105ist!? R. Joḥanan sagte nämlich: Woher, daß ein Bündnis mit den Lippen geschlossen ist? Es heißt:$fn106<i>da sprach Abraham zu seinen Dienern: Bleibet hier mit dem Esel, ich aber und der Knabe wollen dorthin gehen und anbeten und dann wieder zu euch kommen.</i> Dies bewirkte, daß auch beide$fn107zurückkehrten. Hieraus könnte man entnehmen, nur die der Hände und nicht die der Füße, aber R. A͑nan b. Taḥlipha sagte: Mir wurde von Šemuél erklärt, einerlei ob die der Hände oder die der Füße. R. Ḥija b. Aši sagte im Namen Rabhs: Mit einer Nagelschere ist es aber verboten."
Moed Katan 18a:3,"R. Šaman b. Abba erzählte: Einst stand ich am Halbfeste im Lelirhause vor R. Joḥanan, und er biß sich die Nägel mit den Zähnen ab und warf sie fort. Hieraus ist dreierlei zu entnehmen: es ist zu entnehmen, daß man sich am Halbfeste die Nägel abnehmen dürfe; es ist zu entnehmen, daß sie nicht eklig seien, und es ist zu entnehmen, daß man sie fortwerfen dürfe. – Dem ist ja aber nicht so, es wird ja gelehrt: Drei Dinge wurden von den Nägeln gesagt: wer sie begräbt, ist ein Gerechter, wer sie verbrennt, ist ein Frommer, und wer sie fortwirft, ist ein Frevler!? – Dies aus dem Grunde, weil eine Schwangere auf sie treten und abortieren könnte, aber im Lehrhause sind keine Frauen anwesend. Wenn du aber einwendest, es kommt ja vor, daß man sie sammelt und hinauswirft, so ist mit ihnen eine Veränderung vorgegangen$fn108."
Moed Katan 18a:4,"R. Jehuda erzählte im Namen Rabhs, ein [Gelehrten]paar sei aus Hamthan vor Rabbi gekommen, und Mar Zuṭra lehrte, ein [Gelehrten]paar sei aus Ḥamthan vor unseren Meister gekommen, und habe ihn hinsichtlich der Nägel gefragt, und er erlaubte es ihnen; und hätten sie ihn hinsichtlich [des Rasierens] des Lippenbartes gefragt, so würde er es ihnen ebenfalls erlaubt haben. Šemuél sagte: Sie fragten ihn auch hinsichtlich [des Rasierens] des Lippenbartes, und er erlaubte es ihnen. Abitol der Schreiber$fn109sagte im Namen R. Papas: Den Lippenbart von einem Mundwinkel bis zum anderen. R. Ami sagte: Nur wenn er hinderlich ist. R. Naḥman b. Jiçḥaq sprach: Für mich gilt er$fn110als hinderlich."
Moed Katan 18a:5,"Ferner sagte Abiṭol der Schreiber im Namen R. Papas: Der Pareo͑ in den Tagen Mošes war eine Elle [groß], sein Bart eine Elle, und sein Glied eine Elle und eine Spanne. Das ist es, was geschrieben steht :$fn111<i>und den niedrigsten der Menschen stellt er über sie</i>. Ferner sagte Abiṭol der Schreiber im Namen Rabhs: Der Pareo͑ in den Tagen Mošes war ein Magier, denn es heißt :$fn112<i>siehe, er geht ans Wasser hin &amp;c.</i>$fn113."
Moed Katan 18a:6,"F<small>OLGENDE DÜRFEN AM</small> H<small>ALBFESTE [DIE</small> K<small>LEIDER] WASCHEN:</small> W<small>ER AUS ÜBERSEEISCHEN</small> L<small>ÄNDERN HEIMKEHRT</small>. R. Asi sagte im Namen R. Joḥanans: Wer nur ein Hemd hat, darf es am Halbfeste waschen. R. Jirmeja wandte ein: Folgende dürfen am Halbfeste waschen: wer aus überseeischen Ländern heimkehrt &amp;c. Nur diese, nicht aber, wer nur ein Hemd hat!? R. Ja͑qob erwiderte R. Jirmeja: Ich will es dir erkläron. Unsere Mišna [spricht von dem Falle], wenn man zwei hat, die schmutzig sind."
Moed Katan 18a:7,R. Jiçḥaq b. Ja͑qob b. Gijori ließ im Namen R. Joḥanans sagen: Man darf am Halbfeste Linnenzeug waschen. Raba wandte ein: Handtücher$fn114
Moed Katan 18b:1,"und Barbiertücher. Nur diese, nicht aber Linnenzeug!? Abajje erwiderte ihm: Unsere Mišna [lehrt], diese auch aus anderen Stoffarten. Bar Hedja erzählte: Ich sah, daß man aus dem See von Tiberias am Halbfeste ganze Becken mit Linnenzeug herausholte. Abajje entgegnete: Wer sagt, daß sie es mit Zustimmung der Weisen taten, vielleicht taten sie es ohne Zustimmung der Weisen!?"
Moed Katan 18b:2,"<sup>iii</sup> <b>F</b><small>OLGENDES DARF MAN AM</small> H<small>ALBFESTE SCHREIBEN:</small> T<small>RAUSCHEINE,</small> S<small>CHEIDEBRIEFE,</small> Q<small>UITTUNGEN,</small> V<small>ERMÄCHTNISSE,</small> S<small>CHENKUNGSURKUNDEN,</small> P<small>ROSBULE</small>$fn115, S<small>CHÄTZUNGSURKUNDEN</small>$fn116, A<small>LIMENTATIONSSCHEINE</small>$fn117, Ḥ<small>ALIÇÀBRIEFE</small>$fn118, W<small>EIGERUNGSERKLÄRUNGEN</small>$fn119, W<small>AHLBRIEFE</small>$fn120, G<small>ERICHTSVERFÜGUNGEN UND</small> E<small>RLASSE DER</small> O<small>BRIGKEIT</small>$fn121."
Moed Katan 18b:3,"GEMARA. Šemuél sagte: Man darf sich am Halbfeste eine Frau antrauen, weil ein anderer ihm zuvorkommen$fn122kann. Ihm wäre eine Stütze zu erbringen. Folgendes darf man am Halbfeste schreiben: Trauscheine. Doch wohl Verlobungsscheine. – Nein, Eheverträge. Dies nach R. Gidel im Namen Rabhs, denn R. Gidel sagte im Namen Rabhs: ‘Wieviel$fn123gibst du deinem Sohne mit?’ – ‘So und so viel. Wieviel gibst du deiner Tochter mit?’ – ‘So und so viel.’ Wenn sie dann die Verlobung vollziehen, so ist es$fn124perfekt. Dies gehört zu den Dingen, die durch Worte perfekt werden. – Ihm wäre eine Stütze zu erbringen: Man darf am Halbfeste keine Frau heiraten, weder eine Jungfrau noch eine Witwe, auch nicht die Schwagerehe vollziehen, weil dies eine Freude für ihn ist. Die Antrauung ist also erlaubt. – Dies ist selbstverständlich [verboten]; selbstverständlich sich nicht verloben, da man damit kein Gebot ausübt, aber sogar heiraten, womit man ein Gebot ausübt, ist verboten. – Komm und höre: In der Schule Šemuéls wurde gelehrt. Man darf sich verloben, jedoch nicht heiraten, kein Verlobungsmahl veranstalten und die Schwagerehe nicht vollziehen, weil dies eine Freude für ihn ist. Schließe hieraus. – Kann Šemuél denn begründet haben: weil ein anderer ihm zuvorkommen kann, R. Jehuda sagte ja im Namen Šemuéls, daß täglich eine Hallstimme ertöne und rufe: Die Tochter von diesem für jenen, das Feld von diesem für jenen!? – Vielmehr, weil ein anderer durch Gebet zuvorkommen kann. So hörte Raba einst jemand beten, daß ihm Jene beschert werde. Da sprach er zu ihm: Du darfst eine solche Ritte nicht richten; ist sie dir bestimmt, so wird sie dir nicht fortkommen, wenn aber nicht, so verleugnest du sie$fn125. Darauf bat er, daß er früher als sie oder sie früher als er sterben möge. Da sprach er zu ihm: Sagte ich dir etwa nicht, daß du in dieser Angelegenheit nichts bitten sollst!?"
Moed Katan 18b:4,"Rabh sagte im Namen des R. Reúben b. Istrobili: Aus der Tora, den Propheten und den Hagiographen [ist zu entnehmen], daß die Frau dem Manne von Gott zugeteilt werde. Aus der Tora, denn es heißt:$fn126<i>Laban und Bethuél sprachen: Wenn die Sache von Gott bestimmt ist</i>. Aus den Propheten, denn es heißt:$fn127<i>sein Vater und seine Mutter wußten nicht, daß es eine Fügung Gottes war</i>. Aus den Hagiographen, denn es heißt: $fn128<i>Haus und Habe erbt man von den Vätern, aber von dem Herrn kommt ein verständiges Weib</i>."
Moed Katan 18b:5,"Ferner sagte Rabh im Namen des R. Reúben b. Istrobili, und wie manche sagen, lehrte es R. Reúben b. Istrobili in einer Barajtha: Niemand wird verdächtigt, wenn er [die Tat] nicht begangen hat. Hat er sie nicht ganz begangen, so hat er sie zum Teil begangen; hat er sie auch nicht zum Teil begangen, so hat er sie zu begehen im Herzen gedacht; hat er sie zu begehen auch nicht im Herzen gedacht, so sah er andere sie begehen und freute sich darüber. R. Ja͑qob wandte ein: $fn129<i>und die Kinder Jisraél erdichteten unwahre Dinge wider den Herrn, ihren Gott</i>!? – Sie taten es nur, um ihn zu erzürnen$fn130. Komm und <i>höre</i>:$fn131<i>Und sie wurden eifersüchtig auf Moše im Lager, auf Ahron, den Heiligen Gottes</i>, und R. Šemuél b. Jiçḥaq erklärte, jeder habe seine Frau mit Moše verdächtigt!? – Sie taten es nur aus Gehässigkeit$fn130. – Komm und höre: R. Jose sagte: Mein Anteil möge mit denen sein, die man unschuldig verdächtigt. Ferner erzählte R. Papa, man habe ihn unschuldig verdächtigt$fn132!? – Das ist kein Einwand; das eine, wenn das Gerücht aufhört, und das andere, wenn das Gerücht nicht aufhört. – Wie lange muß das Gerücht anhalten? Abajje erwiderte: Mutter sagte mir, die Nachrede in der Stadt anderthalb Tage. Dies nur dann, wenn es nicht inzwischen unterbrochen wird, wenn es aber inzwischen unterbrochen wird, so ist nichts daran. Jedoch nur, wenn es nicht aus Furcht unterbrochen wird, wenn es aber aus Furcht unterbrochen wird, so ist dies nichts. Auch nur dann, wenn es nicht wieder auf taucht, nicht aber, wenn es wieder auf taucht. Auch nur dann, wenn er keine Feinde hat, wenn er aber Feinde hat, so haben diese das Gerücht verbreitet."
