Index Title,Keritot
Keritot 24a:2,"R. Jehuda sagte im Namen Rabhs: Die Weisen pflichten R. Meír bei, daß, wenn bei einem Schwebe-Schuldopfer die Zeugen$fn10als Falschzeugen$fn11 überführt worden sind, es herauszulassen und wieder mit der Herde weiden zu lassen sei. – Aus welchem Grunde? – Die Rabbanan streiten gegen ihn nur über den Fall, wenn er es aus eigenem Antrieb abgesondert hat, sodaß anzunehmen ist, ihm pochte das Herz, wenn er es aber wegen der Zeugen abgesondert hat, verließ er sich auf sie nicht, denn er dachte, es könnten andere Zeugen kommen und sie als Falschzeugen überführen. Raba wandte ein: Nicht so ist es beim zu steinigenden Rinde; wenn bevor es gesteinigt worden ist, ist es herauszulassen und mit der Herde weiden zu lassen. In welchem Falle: wollte man sagen, wenn zwei gekommen waren und bekundet haben, es habe [einen Menschen] getötet, und zwei andere bekunden, es habe nicht getötet, so hast du ja keinen Grund, auf die letzteren zu hören, höre doch auf die ersteren. Doch wohl überführte Falschzeugen, und ebenso beim Schwebe-Schuldopfer, überführte Falschzeugen, und sie streiten. Abajje erwiderte ihm: Vielleicht beim zu steinigenden Rinde in dem Falle, wenn der Erschlagene zu Fuß ankommt, und dem entsprechend beim Schwebe-Schuldopfer, wenn das Stück festgestellt$fn12wird; nicht aber in dem Falle, wenn Zeugen ihn das Schwebe-Schuldopfer abzusondern veranlaßt haben. Hierüber besteht ein Streit. Ein Schwebe-Schuldopfer, dessen Zeugen als falsch überführt worden sind, gleicht, wie R. Elea͑zar sagt, einem Eifersuchts-Speisopfer$fn13. Es wird nämlich gelehrt: Ergibt es sich, daß sie Falschzeugen$fn14sind, so ist ihr Speisopfer profan. R. Joḥanan sagt, es sei weiden zu lassen, bis es ein Gebrechen bekommt, und zu verkaufen, und der Erlös fällt der freiwilligen Spendenkasse zu. – Sollte auch R. Joḥanan es mit dem Eifersuchts-Speisopfer vergleichen!? – Es gleicht diesem nicht; das Eifersuchts-Speisopfer wird nicht zur Sühne dargebracht, sondern nur zur Aufklärung der Sünde, das Schwebe-Schuldopfer aber wird zur Sühne dargebracht, und da ihm das Herz pochte, war er es zu heiligen entschlossen."
Keritot 24a:3,"R. Keruspedaj sagte im Namen R. Joḥanans: Sind die Zeugen des zu steinigenden Rindes als Falschzeugen überführt worden, so hat, wer es in Besitz genommen, es geeignet. Raba sagte: Die Ansicht R. Joḥanans ist einleuchtend in dem Falle, wenn sie bekundet haben, sein Rind sei beschlafen$fn15worden, wenn sie aber bekundet haben, er selber habe sein Rind beschlafen, so weiß er, daß er es nicht beschlafen hat, und gibt es nicht preis, vielmehr bemüht er sich, Zeugen zu erbringen$fn16. – Womit ist es hierbei anders als bei der Lehre des Rabba b. Ithaj im Namen des Reš Laqiš, daß nämlich, wenn die Zeugen einer abtrünnigen Stadt$fn17als Falschzeugen überführt worden sind, wer sie in Besitz genommen, sie geeignet$fn18 habe!? – Bei der abtrünnigen Stadt handelt es sich um eine Gemeinschaft, und jeder, wenn er auch weiß, daß er nicht gesündigt hat, glaubt, die anderen haben gesündigt, und er gibt sein Vermögen$fn19preis, hierbei aber, wo es sich um ihn allein handelt, weiß er, daß er es nicht beschlafen hat, und gibt es nicht preis, vielmehr bemüht er sich, Zeugen zu erbringen."
Keritot 24a:4,"Reš Laqiš sagte: Wenn jemand seinem Nächsten ein Geschenk gibt und dieser sagt, er wolle es nicht, so hat, wer es in Besitz genommen, es geeignet. – Womit ist es hierbei anders als bei der Lehre des Rabba b. Abuha im Namen des R. Šešeth, und wie manche sagen, des R. Abahu im Namen des R. Šešeth, daß nämlich, wenn der Empfänger eines Geschenkes, nachdem das Geschenk in seinen Besitz gekommen ist, sagt, diese Schenkung möge nichtig sein, er wolle sie nicht haben, seine Worte gültig seien; wenn aber: sie ist nichtig, es ist keine Schenkung, er nichts gesagt habe, wonach seine Worte insofern gültig sind, daß [das Geschenk] zurück zum Eigentümer gelangt$fn20!? – Nein, seine Worte sind gültig, indem er es nicht"
Keritot 24b:1,"eignet, und wer es in Besitz nimmt, eignet es. Man wandte ein: Wenn jemand zu seinem Nächsten$fn21gesagt hat: ich habe kein Recht und keinen Anspruch auf dieses Feld, ich habe damit nichts zu tun, ich lasse meine Hand davon, so hat er nichts gesagt. ‘Ich lasse meine Hand davon’ ist ja ebenso, als würde er gesagt haben, er wolle es nicht, und er lehrt, er habe nichts gesagt!? – Anders ist es da, denn wir sagen, er hat sich nur von Verhandlungen$fn22losgesagt, nicht aber hat er sich vom Felde selbst losgesagt. Man wandte ein: Wenn jemand sein Vermögen, worunter Sklaven sich befinden, einem anderen verschrieben hat, und dieser sagt, er wolle sie nicht haben, so dürfen sie, wenn der zweite Herr ein Priester ist, Hebe essen$fn23. R. Šimo͑n b. Gamliél sagt, sobald dieser gesagt hat, er wolle sie nicht haben, haben die Erben$fn24sie längst geeignet. Allerdings ist R. Šimo͑n b. Gamliél der Ansicht, wer etwas verschenkt, rechnet damit, daß man es annehmen werde, und wenn man es nicht annimmt, geht es zum Eigentümer zurück, nach dem ersten Autor aber kann ja, sobald dieser gesagt hat, er wolle sie nicht haben, jeder, der sie in Besitz nimmt, eignen, somit sind sie ja$fn25Gemeine, und sie essen Hebe als Gemeine!? – Er ist der Ansicht, wenn jemand seinen Sklaven freigibt, gehe er frei aus, jedoch benötige er einer Freilassungsurkunde von seinem Herrn, und er ist der Ansicht, wem die Freilassungsurkunde noch fehlt, dürfe Hebe essen."
Keritot 24b:2,"R. E<small>LIE͑ZEH SAGT</small>, <small>ES SEI DARZUBRINGEN</small> &amp;<small>C</small>. Wozu braucht R. Elie͑zer mit der Sünde$fn26[zu begründen], R. Elie͑zer sagte ja, das Schwebe-Schuldopfer könne freiwillig gespendet werden!? Wir haben nämlich gelernt: R. Elie͑zer sagt, man könne jeden Tag ein Schwebe-Schuldopfer freiwillig spenden!? R. Aši erwiderte: Es ist R. Elie͑zer [der Lehre], in der sie zu ihm$fn27sprachen. Wir haben nämlich gelernt: Aber sie sagen [zu mir]: warte, bis du zu einem Zweifel$fn28kommst."
Keritot 24b:3,"W<small>IRD ER SICH BEWUSST</small>, <small>NACHDEM ES GESCHLACHTET WORDEN IST</small> &amp;<small>C</small>. Er lehrt, das Fleisch komme in den Verbrennungsraum, wonach Profanes, das im Tempelhofe geschlachtet worden ist, zu verbrennen ist; ich will auf einen Widerspruch hinweisen: Nicht so ist es beim zweifellosen Schuldopfer; wenn bevor es geschlachtet worden ist, so ist es herauszulassen und wieder mit der Herde weiden zu lassen, und wenn nachdem es geschlachtet worden ist, so ist es zu begraben. R. Elea͑zar erwiderte: Es ist zu teilen; wer das eine lehrte, lehrte nicht das andere. Rabba erwiderte: Du weisest auf einen Widerspruch hin zwischen einem zweifellosen Schuldopfer und einem Schwebe-Schuldopfer!? Ein zweifelloses Schuldopfer heiligt man nicht, wenn man es nicht braucht, bei einem Schwebe-Schuldopfer aber war er, da ihm das Herz pochte, es zu heiligen entschlossen. Wenn man aber einen Einwand erheben will, so ist auf einen Widerspruch beim zweifellosen Schuldopfer hinzuweisen; er lehrt, es sei zu begraben, und im Schlußsatze heißt es, das Fleisch komme in den Verbrennungsraum!? Dies ist entschieden zu teilen, und wer das eine lehrte, lehrte nicht das andere. R. Aši erwiderte: Der Anfangsatz, der vom Schwebe-Schuldopfer lehrt, das Fleisch komme in den Verbrennungsraum, ist kein Widerspruch; weil es nämlich wie ein untaugliches Schlachtopfer erscheint$fn29."
Keritot 24b:4,"I<small>ST DAS</small> B<small>LUT GESPRENGT WORDEN</small>, <small>SO DARF DAS</small> F<small>LEISCH GEGESSEN WERDEN</small>. Weshalb denn, er hatte ja ein Bewußtwerden$fn30!? Raba erwiderte: Die Schrift sagt:$fn31<i>und er nicht wußte, und es wird ihm vergeben</i>; und bei der Vergebung war er sich nicht bewußt."
Keritot 24b:5,"R. J<small>OSE SAGT</small>, <small>AUCH WENN DAS</small> B<small>LUT BEREITS IM</small> B<small>ECHER IST</small> &amp;<small>C</small>. Wieso ist es nach R. Jose zu sprengen, bei der Vergebung war er sich ja nicht bewußt!? Raba erwiderte: R. Jose ist der Ansicht R. Šimo͑ns, welcher sagt, was zum Sprengen dasteht, gelte als gesprengt$fn32. – Allerdings sagt dies R. Šimo͑n von dem, was zum Sprengen bestimmt ist, dieses aber ist ja nicht zum Sprengen bestimmt$fn33!? – Im Westen sagten sie: R. Jose ist der Ansicht, das Dienstgefäß heilige das von vornherein Untaugliche, um dargebracht zu werden."
Keritot 24b:6,"N<small>ICHT SO BEIM ZWEIFELLOSEN</small> S<small>CHULDOPFER</small> &amp;<small>C</small>. Es wurde gelehrt: Wann wird das genickbrochene Kalb$fn4 verboten? R. Hamnuna sagt, schon lebend, und Raba sagt, nach dem Genickbrechen. – Allerdings nach Raba, mit der Zeit, wo mit ihm eine Handlung ausgeübt worden ist, von wann"
Keritot 25a:1,"ab aber nach R. Hamnuna? R. Jannaj erwiderte: Ich habe diesbezüglich eine Zeitgrenze gehört, habe sie aber vergessen; die Genossen meinen jedoch, das Hinabbringen zum Felstale$fn34mache es verboten. R. Hamnuna sprach: Dies entnehme ich aus folgender Lehre: Wer die Entsündigungskuh$fn35, das zu steinigende Rind oder das genickbrochene Kalb schlachtet$fn36, ist nach R. Šimo͑n frei und nach den Weisen schuldig. Allerdings besteht nach meiner Ansicht, schon lebend, der Streit zwischen R. Šimo͑n und den Rabbanan in folgendem: R. Šimo͑n ist der Ansicht, die nutzlose Schlachtung heiße nicht Schlachtung, und die Rabbanan sind der Ansicht, die nutzlose Schlachtung heiße Schlachtung; wieso aber befreit R. Šimo͑n, wenn du sagst, erst nach dem Genickbrechen, es ist ja eine taugliche Schlachtung$fn37!? Wolltest du sagen, R. Šimo͑n sei der Ansicht, beim Kalbe sei auch die Schlachtung tauglich$fn38, so haben wir ja gelernt: Was bei der [roten] Kuh tauglich ist, ist beim genickbrochenen Kalbe untauglich, und was bei der [roten] Kuh untauglich ist, ist beim genickbrochenen Kalbe tauglich: bei der [roten] Kuh ist das Schlachten tauglich und das Genickbrechen untauglich, beim genickbrochenen Kalbe ist das Genickbrechen tauglich und das Schlachten untauglich. Da schwieg jener. Nachdem dieser fortgegangen war, sprach er: Ich sollte ihm doch erwidert haben: R. Šimo͑n sei der Ansicht, das Schlachten sei beim genickbrochenen Kalbe tauglich. – Und R. Hamnuna!? – Er kann dir erwidern: der Autor würde es nicht zu lehren unterlassen haben, daß nach R. Šimo͑n, dem dies zu addizieren ist, das Schlachten beim Kalbe tauglich sei. Raba sprach: Dies entnehme ich aus folgender Lehre: Nicht so beim genickbrochenen Kalbe; wenn bevor ihm das Genick gebrochen worden ist, so ist es herauszulassen und wieder mit der Herde weiden zu lassen. Wieso ist es, wenn du sagst, schon lebend, herauszulassen und mit der Herde weiden zu lassen, es war ja schon lebend verboten!? – Lies: wenn bevor es zum Genickbrechen ausersehen war. – Wie ist demnach der Schlußsatz zu erklären: wenn nachdem ihm das Genick gebrochen worden ist, so ist es an Ort und Stelle zu begraben!? – Lies: nachdem es zum Genickbrechen ausersehen war. – Wie ist demnach der Schlußsatz zu erklären: Denn es ist von vornherein wegen eines Zweifels gebracht worden; es hat nun die Sühne des Zweifels vollzogen. Wenn schon lebend, so hat es ja dann den Zweifel nicht gesühnt$fn39!? – Hierüber streiten Tannaím, denn es wird gelehrt: Es gibt Tauglichmachendes$fn40und Sühnendes$fn41innerhalb$fn42und es gibt Tauglichmachendes und Sühnendes außerhalb$fn43; wie beim Tauglichmachenden und Sühnenden innerhalb das Tauglichmachende dem Sühnenden gleicht$fn44, ebenso gleicht beim Tauglichmachenden und Sühnenden außerhalb das Tauglichmachende dem Sühnenden$fn45."
Keritot 25a:2,"<sup>iii</sup><b>R.</b> E<small>LIE͑ZER SAGTE</small>: M<small>AN KANN BELIEBIG JEDEN</small> T<small>AG UND ZU JEDER</small> Z<small>EIT EIN</small> S<small>CHWEBE</small>-S<small>CHULDOPFER FREIWILLIG SPENDEN</small>. E<small>IN SOLCHES NANNTE MAN</small> S<small>CHULDOPFER DER</small> F<small>ROMMEN</small>. M<small>AN ERZÄHLT VON</small> B<small>ABA B</small>. B<small>UṬA</small>, <small>DASS ER JEDEN</small> T<small>AG EIN</small> S<small>CHWEBE</small>-S<small>CHULDOPFER FREIWILLIG ZU SPENDEN PFLEGTE</small>, <small>MIT</small> A<small>USNAHME DES</small> T<small>AGES NACH DEM</small> V<small>ERSÖHNUNGSTAGE</small>$fn46. E<small>R SPRACH</small>: B<small>EI DIESEM</small> T<small>EMPEL</small>, <small>WÜRDE MAN MICH LASSEN</small>, <small>SO WÜRDE ICH ES</small> [<small>AUCH AN DIESEM</small>] <small>BRINGEN</small>, <small>ABER SIE SAGEN ZU MIR</small>: <small>WARTE</small>, <small>BIS DU ZU EINEM</small> Z<small>WEIFEL</small>$fn47<small>KOMMST</small>. D<small>IE</small> W<small>EISEN SAGEN</small>, <small>MAN DÜRFE EIN</small> S<small>CHWEBE</small>-S<small>CHULDOPFER BRINGEN NUR WEGEN EINER</small> [S<small>ÜNDE</small>], <small>DIE BEI</small> V<small>ORSATZ MIT DER</small> A<small>USROTTUNG UND BEI</small> V<small>ERSEHEN MIT EINEM</small> S<small>ÜNDOPFER BELEGT IST</small>. <sup>iv</sup>D<small>IE</small> S<small>ÜNDOPFER ODER ZWEIFELLOSE</small> S<small>CHULDOPFER SCHULDEN</small>, <small>SIND VERPFLICHTET</small>, <small>WENN DER</small> V<small>ERSÖHNUNGSTAG VORÜBER</small>$fn48<small>IST</small>, <small>DIESE NACH DEM</small> V<small>ERSÖHNUNGSTAGE ZU BRINGEN</small>; <small>DIE</small> S<small>CHWEBE</small>-S<small>CHULDOPFER SCHULDEN</small>, <small>SIND FREI</small>. W<small>ER AM</small> V<small>ERSÖHNUNGSTAGE IN EINEN</small> Z<small>WEIFEL EINER</small> S<small>ÜNDE GERÄT</small>, <small>SELBST BEIM</small> D<small>UNKELWERDEN</small>, <small>IST FREI</small>, <small>DENN DER GANZE</small> T<small>AG SÜHNT</small>. <sup>v</sup>W<small>ENN EINE</small> F<small>RAU EIN ZWEIFELHAFTES</small> V<small>OGEL</small>-S<small>ÜNDOPFER ZU BRINGEN</small>$fn49<small>HAT</small>, <small>UND DER</small> V<small>ERSÖHNUNGSTAG VORÜBER IST</small>, <small>SO MUSS SIE ES NACH DEM</small> V<small>ERSÖHNUNGSTAGE BRINGEN</small>, <small>WEIL ES ZUM</small> E<small>SSEN VON</small> S<small>CHLACHTOPFERN</small>$fn50<small>GEEIGNET MACHT</small>. W<small>ENN EIN</small> V<small>OGEL</small>-S<small>ÜNDOPFER WEGEN EINES</small> Z<small>WEIFELS GEBRACHT WORDEN IST</small>, <small>UND ES SICH NACH DEM</small> K<small>OPFABKNEIFEN HERAUSSTELLT</small>$fn51, <small>SO IST ES ZU BEGRABEN</small>."
Keritot 25a:3,"GEMARA. Welcher Ansicht ist R. Elie͑zer: ist er der Ansicht, es sei Pflicht$fn52, wieso hat er, wenn er sich bewußt wird, ein Sündopfer zu bringen; vielmehr ist hieraus zu entnehmen, daß es eine freiwillige Spende ist. – Und die Rabbanan? – Nur Brandopfer und Heilsopfer sind als Gelobtes und freiwillige Spende zu bringen, Sündopfer und Schuldopfer aber sind Pflicht; das Schwebe-Schuldopfer ist aber deshalb zu bringen, bevor man sich [der Sünde] bewußt wird, um geschütz$fn53zu sein, weil die Tora die Körper Jisraéls geschont hat. R. Aḥa, der Sohn Rabas, sprach zu R. Aši: Vielleicht gleicht das Schwebe-Schuldopfer dem Brandopfer und dem Heilsopfer: wie Brandopfer und Heilsopfer Pflicht und freiwillige Spende sein können, ebenso das Schwebe-Schuldopfer Pflicht und freiwillige Spende!? Dieser erwiderte: Brandopfer und Heilsopfer sind in der Schrift hauptsächlich als freiwillige Spende genannt, das Schwebe-Schuldopfer aber ist hauptsächlich als Pflicht genannt."
Keritot 25a:4,R. Ḥija$fn54rezitierte vor Raba: Das Schwebe-Schuldopfer ist wegen Aases$fn55
Keritot 25b:1,"zu bringen. Dieser sprach zu ihm: Wir haben ja aber gelernt, die Weisen sagen, man dürfe ein Schwebe-Schuldopfer bringen nur wegen einer Sache, die bei Vorsatz mit der Ausrottung und bei Versehen mit einem Sündopfer belegt ist; und wenn nach R. Elie͑zer, so kann es ja auch als freiwillige Spende gebracht werden!? Dieser erwiderte: Weshalb lernst du nicht [gründlich]!? Sehr oft rezitierte ich dies vor dem Meister, das ist Rabba, und er sprach zu mir: Dies nach R. Elie͑zer in der Lehre, in der sie zu ihm$fn27sprachen. Es wird nämlich gelehrt: Aber sie sprachen [zu mir]: warte bis du zu einem Zweifel$fn28kommst."
Keritot 25b:2,"Raba sagte: Folgendes ist der Grund derjenigen, die zu ihm sprachen. Die Schrift sagt:$fn56<i>die nicht getan werden dürfen, und er sich verschuldet</i>. Ferner sagte Raba: Folgendes ist der Grund der Rabbanan, die sagen, man dürfe ein Schwebe-Schuldopfer nur wegen einer Sache bringen, die bei Vorsatz mit der Ausrottung und bei Versehen mit einem Sündopfer belegt ist. Sie folgern es durch [das Wort] <i>Gebote</i> vom Sündopfer wegen Talg[genusses]$fn57: wie jenes wegen einer Sache, die bei Vorsatz mit der Ausrottung und bei Versehen mit einem Sündopfer belegt ist, ebenso dieses wegen einer Sache, die bei Vorsatz mit der Ausrottung und bei Versehen mit einem Sündopfer belegt ist."
Keritot 25b:3,"Die Rabbanan lehrten: Die fünf Schuldopfer$fn58sühnen, und das Schwebe-Schuldopfer sühnt keine vollständige Sühne. Wie meint er es? R. Joseph erwiderte: Er meint es wie folgt: die fünf Schuldopfer sühnen eine vollständige Sühne, das Schwebe-Schuldopfer sühnt keine vollständige$fn59 Sühne. Also nicht nach R. Elie͑zer, welcher sagt, das Schwebe-Schuldopfer sei wegen Aases zu bringen. Rabina erwiderte: Er meint es wie folgt: anstelle der fünf Schuldopfer sühnt nichts anderes, und wenn er sich nachher$fn60bewußt wird, bringe er es; anstelle des Schwebe-Schuldopfers sühnt anderes, und wenn er sich nachher bewußt wird, bringe er es nicht mehr. Wie wir gelernt haben: Die Sündopfer oder zweifellose Schuldopfer schulden, sind verpflichtet, wenn der Versöhnungstag vorüber ist, diese nach dem Versöhnungstage zu bringen; die Schwebe-Schuldopfer schulden, sind frei."
Keritot 25b:4,"D<small>IE</small> S<small>ÜNDOPFER ODER ZWEIFELLOSE</small> S<small>CHULDOPFER SCHULDEN</small> &amp;<small>C</small>. Er lehrt, die Sündopfer oder zweifellose Schuldopfer schulden, seien, wenn der Versöhnungstag vorüber ist, sie nach dem Versöhnungstage zu bringen verpflichtet, und die Schwebe-Schuldopfer schulden, seien frei; woher dies? Als R. Dimi kam, sagte er im Namen R. Amis im Namen R. Ḥaninas: Die Schrift sagt:$fn61<i>und entsühne das Heiligtum ob der Unreinheiten der Kinder Jisraél und ihrer Freveltaten in all ihren Verfehlungen</i>. Verfehlungen gleich Freveltaten$fn62: wie wegen Freveltaten kein Opfer zu bringen ist, ebenso Verfehlungen, deretwegen kein Opfer zu bringen$fn63ist; Verfehlungen aber, derentwegen ein Opfer zu bringen ist, sühnt [der Versöhnungstag] nicht. Abajje sprach zu ihm: Dieser Schriftvers spricht ja vom innerhalb herzurichtenden Ziegenbocke$fn64, der bewußte Übertretungen von Geboten nicht sühnt, der fortzuschickende [Sühne]bock aber, der bewußte Übertretungen von Geboten sühnt, sühnt auch Sünden, derentwegen ein Opfer zu bringen ist!? Vielmehr, erklärte Abajje: Hieraus:$fn65<i>er soll über ihm alle Sünden der Kinder Jisraél bekennen, all ihre Freveltaten in all ihren Verfehlungen</i>. Verfehlungen gleich Freveltaten: wie wegen Freveltaten kein Opfer zu bringen ist, ebenso Verfehlungen, derentwegen kein Opfer zu bringen ist; Verfehlungen aber, derentwegen ein Opfer zu bringen ist, sühnt [der Versöhnungstag] nicht. Die Schrift hat diese beim fortzuschickenden [Sühne]bocke ausgeschlossen, um zu sagen, daß er Verfehlungen, derentwegen ein Opfer zu bringen ist, nicht sühne. R. Dimi sprach zu ihm: Woher, daß hier Freveltaten zu verstehen sind, derentwegen kein Opfer zu bringen ist, vielleicht solche, derentwegen ein Opfer zu bringen ist, wie wir gelernt haben: vier$fn66bringen [ein Opfer] bei Vorsatz wie bei Versehen!? Es wurde auch$fn67gelehrt: Als Rabin kam, sagte er im Namen R. Joses im Namen des Reš Laqiš: <i>Er soll über ihm alle Sünden der Kinder Jisraél bekennen, all ihre Freveltaten in all ihren Verfehlungen</i>. Verfehlungen gleich Freveltaten: wie wegen Freveltaten, die er sühnt, kein Opfer zu bringen ist, ebenso sühnt er Verfehlungen, derentwegen kein Opfer zu bringen ist; Verfehlungen aber, derentwegen ein Opfer zu bringen ist, sühnt er nicht. Abajje sprach: Auch ich entnehme es aus diesem Schriftverse, R. Dimi aber wandte gegen mich ein: Woher, daß hier Freveltaten zu verstehen sind, derentwegen kein Opfer zu bringen ist, vielleicht solche, derentwegen ein Opfer zu bringen ist, wie wir gelernt haben: vier bringen [ein Opfer] bei Vorsatz wie bei Versehen!? Rabin sprach zu ihm: Wegen der meisten Freveltaten ist kein Opfer zu bringen. Jener erwiderte: Heißt es denn: die meisten!? Vielmehr, sagte Abajje, aus dem Beginne des Schriftverses: <i>er soll über ihm alle Sünden der Kinder Jisraél bekennen</i>, und es wird gelehrt: Sünden, das sind die vorsätzlichen Missetaten, denn so heißt es:$fn68<i>ihre Sünde</i>$fn69<i>haftet ihr an</i>. Wozu heißt es ferner: <i>all ihre Freveltaten in all ihren Verfehlungen</i>? Um jene mit den Freveltaten zu vergleichen: wie wegen Freveltaten kein Opfer zu bringen ist, ebenso Verfehlungen, derentwegen kein Opfer zu bringen ist; Verfehlungen aber, derentwegen ein Opfer zu bringen ist, sühnt er nicht."
Keritot 25b:5,"D<small>IE</small> S<small>CHWEBE</small>-S<small>CHULDOPFER SCHULDEN</small> &amp;<small>C</small>. Woher dies? R. Elea͑zar erwiderte: Die Schrift sagt:$fn70<i>von all euren Sünden vor dem Herrn &amp;c.</i>; eine Sünde, die nur Gott kennt, sühnt der Versöhnungstag. R. Taḥlipha, Vater des R. Hona b. Taḥlipha, sagte im Namen Rabas: Auch hinsichtlich der ersteren$fn71ist dies weder aus der Auslegung R. Dimis noch aus der"
Keritot 26a:1,"Auslegung Abajjes zu entnehmen$fn72, sondern aus folgendem: Eine Sünde, die nur Gott kennt, sühnt der Versöhnungstag. Hieraus [folgere man]: nur eine Sünde, die nur Gott kennt, sühnt der Versöhnungstag, die man aber selber kennt, sühnt der Versöhnungstag nicht."
