Index Title,Nazir
Nazir 29b:1,"Verbot zu berücksichtigen$fn169ist, dies auch von einer Frau gelten, bei der zwei Verbote zu berücksichtigen sind!? Die zwei Verbote sind wohl das Verbot des Aases$fn170und das Verbot von Profanem im Tempelhofe!? R. Aḥa, Sohn des R. Iqa, entgegnete: Vielleicht (weil es den Anschein von [zwei Verboten] hat, es sind) zwei rabbanitische Verbote$fn171."
Nazir 29b:2,"Es wäre anzunehmen, daß hierüber$fn172Tannaím streiten: Wie lange kann man seinem Sohne ein Naziratgelübde auferlegen? Bis er zwei Haare$fn173bekommt – so Rabbi. R. Jose b. R. Jehuda sagt, bis er das zum Geloben erforderliche Alter$fn174erreicht. Diese Tannaím führen wahrscheinlich folgenden Streit. Rabbi ist der Ansicht, dies sei eine Halakha beim Nazir, somit kann er ihm, obgleich er das zum Geloben erforderliche Alter erreicht$fn175hat, bis er zwei Haare bekommen hat, das Nazirat auferlegen; R. Jose b. R. Jehuda aber, welcher sagt, bis er das zum Geloben erforderliche Alter erreicht hat, ist der Ansicht, um ihn in das Gesetz einzuüben, und sobald er aus seiner Gewalt gekommen ist, ist er dazu nicht mehr verpflichtet. – Ich will dir sagen: nein, alle sind der Ansicht, dies sei eine Halakha beim Nazir, und hier streiten sie über das Gelübde dessen, der dem Mannesalter nabe$fn176ist. Rabbi ist der Ansicht, das Gelübde dessen, der dem Mannesalter nabe ist, sei rabbanitisch [gültig], und ein Gesetz der Tora$fn177verdrängt ein rabbanitisches, und R. Jose b. R. Jehuda ist der Ansicht, das Gelübde dessen, der dem Mannesalter nabe ist, sei nach der Tora [gültig]. Wenn du aber willst, sage ich: alle sind der Ansicht, um ibn in das Gesetz einzuüben, ferner auch, daß das Gelübde dessen, der dem Mannesalter nabe ist, rabbanitisch [gültig] sei, nur ist Rabbi der Ansicht, das rabbanitische Gebot der Einübung [in das Gesetz] verdränge die rabbanitische [Gültigkeit] des Gelübdes dessen, der dem Mannesalter nahe ist, und R. Jose b. R. Jehuda, welcher sagt, bis er das zum Geloben erforderliche Alter erreicht hat, ist der Ansicht, das rabbanitische Gebot der Einübung [in das Gesetz] verdränge nicht das Gelübde dessen, der dem Mannesalter nahe ist."
Nazir 29b:3,"Es wäre anzunehmen, daß folgende Tannaím denselben Streit führen wie jene Tannaím. Es wird gelehrt: Einst legte der Vater R. Ḥaninas ihm ein Naziratgelübde auf. Hierauf brachte er ihn vor R. Gamliél, und R. Gamliél untersuchte ihn, um sich zu überzeugen, ob er zwei Haare bekommen habe oder nicht. R. Jose sagt, um sich zu überzeugen, ob er das zum Geloben erforderliche Alter erreicht habe oder nicht. Da sprach er zu ihm: Meister, bemühe dich nicht, mich zu untersuchen; bin ich minderjährig, so will ich es wegen [des Gelübdes] meines Vaters sein, und bin ich großjährig, so will ich es aus eigenem Antriebe sein. Da stand R. Gamliél auf, küßte ihn aufs Haupt und sprach: Ich bin dessen sicher, daß dieser dereinst Halakha in Jisraél lehren wird. Man erzählt, kaum waren wenige Tage verstrichen, und er traf Entscheidungen in Jisraél. – Erklärlich ist es nach R. Jose b. R. Jehuda, welcher sagt, bis er das zum Geloben erforderliche Alter erreicht hat, daß er sagte: wenn ich minderjährig bin, so will ich es wegen [des Gelübdes] meines Vaters sein, wieso aber sagte er nach Rabbi, welcher sagt, bis er zwei Haare bekommen hat: und bin ich großjährig, so will ich es aas eigenem Antriebe sein, er stand ja$fn178in"
Nazir 30a:1,"der Gewalt seines Vaters!? – Vielmehr, er sagte wie folgt: ich will es wegen [des Gelübdes] meines Vaters sein und ich will es aus eigenem Antriebe$fn179sein. – Allerdings haftete an ihm, wenn er vorher$fn180zwei Haare hatte, sein eigenes Nazirat, und wenn er sie erst nachher$fn181bekam, das Nazirat seines Vaters, wie ist es aber, wenn er sie inzwischen bekommen hat!? Erklärlich ist es nach R. Jose b. R. Jehuda, welcher sagt, bis er das zum Geloben erforderliche Alter erreicht$fn182hat, wie ist es aber nach Rabbi zu erklären, welcher sagt, bis er zwei Haare bekommen hat!? – Ich will dir sagen, nach Rabbi gab es kein anderes Mittel, als sein eigenes und seines Vaters [Gelübde] zu absolvieren."
Nazir 30a:2,"<sup>vii</sup> <b>E</b><small>IN</small> M<small>ANN SCHERE SICH</small>$fn133<small>FÜR DAS</small> N<small>AZIRAT SEINES</small> V<small>ATERS, NICHT ABER SCHERE SICH EINE</small> F<small>RAU FÜR DAS</small> N<small>AZIRAT IHRES</small> V<small>ATERS</small>. W<small>ENN SEIN</small> V<small>ATER</small> N<small>AZIR WAR UND NACHDEM ER UNBEZEICHNETES</small> G<small>ELD FÜR SEINE</small> N<small>AZIR</small>[<small>OPFER</small>] <small>ABGESONDERT HAT, GESTORBEN IST, UND ER SAGT: ICH WILL</small> N<small>AZIR SEIN MIT DER</small> B<small>EDINGUNG, DASS ICH MICH MIT DEM</small> G<small>ELDE MEINES</small> V<small>ATERS SCHERE, SO FÄLLT DAS</small> G<small>ELD, WIE</small> R. J<small>OSE SAGT, DER FREIWILLIGEN</small> S<small>PENDENKASSE ZU UND ER SCHERE SICH NICHT FÜR DAS</small> N<small>AZIRAT SEINES</small> V<small>ATERS</small>. W<small>ER SCHERE SICH FÜR DAS</small> N<small>AZIRAT SEINES</small> V<small>ATERS</small>? W<small>ENN ER UND SEIN</small> V<small>ATER</small> N<small>AZIRÄER WAREN UND SEIN</small> V<small>ATER UNBEZEIGHNETES</small> G<small>ELD FÜR SEINE</small> N<small>AZIR</small>[<small>OPFER</small>] <small>ABGESONDERT HAT UND GESTORBEN IST; DIESER SCHERE SICH FÜR DAS</small> N<small>AZIRAT SEINES</small> V<small>ATERS</small>."
Nazir 30a:3,"GEMARA. Aus welchem Grunde? R. Joḥanan erwiderte: Dies ist eine Halakha beim Nazir. – Selbstverständlich, ein Sohn beerbt$fn183ja seinen Vater, nicht aber eine Tochter!? – In dem Falle, wenn er nur eine Tochter$fn184hinterlassen hat; man könnte glauben, dies gelte von den Erben$fn185,"
Nazir 30b:1,so lehrt er uns die Halakha$fn186.
Nazir 30b:2,"Sie fragten: Streiten die Rabbanan gegen R. Jose oder streiten sie gegen ihn nicht? Und streiten sie, wenn du entscheidest, daß sie gegen ihn streiten, nur gegen den Anfangsatz$fn187oder auch gegen den Schlußsatz$fn188? – Komm und höre: Von welchem Falle sagten sie, ein Mann schere sich für das Nazirat seines Vaters? Wenn sein Vater Nazir war und nachdem er das Geld für sein Nazirat abgesondert hat, gestorben ist, und er sagt: ich will Nazir sein mit der Bedingung, daß ich mich mit dem Gelde meines Vaters schere; dieser schere sich mit dem Gelde seines Vaters. Wenn aber er und sein Vater Naziräer waren und sein Vater das Geld für seine Naziropfer abgesondert hat und gestorben ist, so fällt es der freiwilligen Spendenkasse zu – so R. Jose. R. Elie͑zer, R. Meír und R. Jehuda sagen, dieser schere sich für das Nazirat seines Vaters."
Nazir 30b:3,"Raba fragte: Wie ist es, wenn er zwei Söhne Naziräer hinterläßt: ist es eine überlieferte Halakha, und wer zuvorkommt, schere sich, oder gelten sie nach der überlieferten Halakha als Erben und sie teilen$fn189?"
Nazir 30b:4,"Raba fragte: Wie ist es, wenn einer Erstgeborener und der andere Nachgeborener ist: ist dies eine überlieferte Halakha, somit richte man sich beim Scheren nicht nach dem, was [der Erstgeborene] sonst erhält, oder gilt dies als Nachlaß, und wie er von diesem doppelten Anteil erhält, ebenso auch von den Scher[opfern]? Und erhält er ferner, wenn du entscheidest, dies gelte als Nachlaß und entsprechend seinem Anteile erhalte er auch von den Scher[opfern], einen doppelten Anteil nur vom Profanen, nicht aber vom Geheiligten$fn190, oder aber gibt es hierbei keinen Unterschied, da er es als Scher[opfer] erworben hat? Wie ist es, wenn der Vater dauernder Nazir war und er gewöhnlicher$fn191 Nazir ist, oder der Vater gewöhnlicher Nazir war und er dauernder Nazir ist: erstreckt sich die Halakha nur auf das gewöhnliche Nazirat, oder gibt es hierbei keinen Unterschied? R. Aši fragte: Wie ist es, wenn du entscheidest, bei beiden erfolge das Nazirat in Reinheit$fn192, wenn der Vater unreiner Nazir war und er reiner Nazir ist, oder der Vater reiner Nazir war und er unreiner Nazir ist? – Wir wissen dies nicht und es bleibt unentschieden."
Nazir 30b:5,"<sup>i</sup> <b>D</b>IE S<small>CHULE</small> Š<small>AMMAJS SAGT, DIE IRRTÜMLICHE</small> H<small>EILIGUNG GELTE ALS</small>"
Nazir 31a:1,"H<small>EILIGUNG, DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, SIE GELTE NICHT ALS</small> H<small>EILIGUNG</small>. W<small>ENN JEMAND ZUM</small> B<small>EISPIEL GESAGT HAT</small>: D<small>ER AUS MEINEM</small> H<small>AUSE ZUERST HERAUSKOMMENDE SCHWARZE</small> O<small>CHS</small>$fn1 <small>SEI GEHEILIGT, UND EIN WEISSER HERAUSGEKOMMEN IST, SO IST ER, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, GEHEILIGT, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, NICHT GEHEILIGT</small>. [W<small>ENN JEMAND GESAGT HAT</small>:] <sup>ii</sup> <small>DER IN MEINE</small> H<small>AND ZUERST KOMMENDE</small> G<small>OLDDENAR SEI GEHEILIGT, UND EINER AUS</small> S<small>ILBER</small> [<small>IN SEINE</small> H<small>AND</small>] <small>GEKOMMEN IST, SO IST ER, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, GEHEILIGT, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, NICHT GEHEILIGT</small>. [W<small>ENN JEMAND GESAGT HAT</small>:] <small>DAS IN MEINE</small> H<small>AND ZUERST KOMMENDE</small> F<small>ASS</small> W<small>EIN SEI GEHEILIGT, UND EINES MIT</small> Ö<small>L</small> [<small>IN SEINE</small> H<small>AND</small>] <small>GEKOMMEN IST, SO IST ES, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, GEHEILIGT, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, NICHT GEHEILIGT</small>."
Nazir 31a:2,"GEMARA<small></small>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, DIE</small> [<small>IRRTÜMLICHE</small>] H<small>EILIGUNG &amp;C</small>. Was ist der Grund der Schule Šammajs? – Man folgere hinsichtlich des Anfangs der Heiligung vom Abschluß der Heiligung: wie der Umtausch$fn2 [gültig ist], auch wenn er irrtümlich erfolgt ist, ebenso ist die Heiligung gültig, auch wenn sie irrtümlich erfolgt ist. – Und die Schule Hillels!? – Dies gilt nur vom Umtausch$fn3, nicht aber ist die irrtümlich erfolgte Heiligung von Wirkung. – Aber auch nach der Schule Šammajs erfolgt ja, wenn jemand sagt: dieses trete$fn4 in der Mittagsstunde an Stelle von diesem, der Umtausch nicht sofort, sondern erst, wenn die Mittagsstunde eintritt, ebenso sollte auch hierbei [die Heiligung gültig sein], erst wenn die Sache sich herausstellt$fn5!? R. Papa erwiderte: Er sagte deshalb ‘zuerst’, der zuerst herauskommt$fn6. – Er sagte ja aber: der schwarze Ochs, und dies gilt wolil auch von dem Falle, wenn er nur einen hat!? – In dem Falle, wenn er zwei oder drei hat. Die Schule Hillels aber sagt: demnach sollte er gesagt haben: der zuerst herauskommt$fn7. Raba aus Barniš sprach zu R. Aši: Wieso ist dies eine irrtümliche Heiligung, dies ist ja eine beabsichtigte$fn8 Heiligung!? – Die ersten Worte waren irreführend$fn9. – Ist denn die Schule Šammajs der Ansicht, daß die irrtümliche Heiligung nicht als Heiligung$fn10gilt, wir haben ja gelernt: Wenn jemand ein Nazirat gelobt, dieserhalb einen Gelehrten befragt$fn11und dieser es als unverbindlich erklärt hat, so darf das bereits abgesonderte Vieh in die Herde kommen und weiden. Die Schule Hillels sprach zu der Schule Šammajs: Pflichtet ihr etwa nicht bei, daß hierbei eine irrtümliche$fn12Heiligung erfolgt ist, und [das Vieh] kommt in die Herde und weidet!? Demnach ist ja die Schule Šammajs der Ansicht, die irrtümliche Heiligung sei gültig. – Nein, die Schule Hillels hatte sich geirrt; sie glauhte, der Grund$fn13der Schule Šammajs sei, weil die irrtümliche Heiligung als Heiligung gelte, darauf aber erwiderte die Schule Šammajs, dies sei keine irrtümliche Heiligung, vielmehr waren seine ersten Worte irreführend$fn9. – Ist denn die Schule Šammajs der Ansicht, die irrtümliche Heiligung gelte nicht als Heiligung, komm und höre: Wenn [mehrere Personen] auf der Straße gehen und jemand ihnen entgegenkommt, und einer spricht: ich will"
Nazir 31b:1,"Nazir sein, wenn$fn14dieser N. ist, darauf ein anderer: ich will Nazir sein, wenn es nicht N. ist, [darauf ein anderer$fn15:] ich will Nazir sein, wenn einer von euch Nazir ist, [darauf ein anderer:] wenn einer von euch nicht Nazir ist, [darauf ein anderer:] wenn ihr beide Naziräer seid, [und darauf ein anderer:] wenn ihr alle Naziräer seid, so sind, wie die Schule Šammajs sagt, alle Naziräer. Hierbei ist es ja eine irrtümliche$fn16Heiligung, und er lehrt, daß alle Naziräer seien!? – Ich will dir sagen, hieraus ist zu entnehmen, daß die Schule Šammajs der Ansicht ist, die irrtümliche Heiligung gelte als Heiligung, aus jener Lehre$fn17 aber nicht. Abajje erklärte: Hier wird nicht von dem Falle gesprochen, wenn es morgens$fn18erfolgt, sondern wenn es mittags$fn19erfolgt; wenn er nämlich gesagt hat: der zuerst aus meinem Hause herauskommende schwarze Ochs sei geheiligt, und als man zu ihm sagte, ein weißer sei zuerst herausgekommen, er erwidert: wenn ich gewußt hätte, daß ein weißer herausgekommen ist, würde ich nicht ‘schwarzer’ gesagt haben. – Wieso kannst du sagen, hier werde$fn20von dem Falle gesprochen, wenn es mittags erfolgt, es heißt ja: der [zuerst] kommende$fn21Golddenar!? – Lies: gekommene$fn22. – Das zuerst kommende Faß Wein!? – Lies: gekommene$fn22."
Nazir 31b:2,"R. Ḥisda sagte: Ein schwarzes [Rind] unter weißen ist ein: Fehler$fn23, dennoch sind weiße [Flecke] an einem scliwarzen ein Fehler. – Es wird gelehrt: Der zuerst aus meinem Hause herauskommende schwarze Ochs sei geheiligt. Er glaubte, wer etwas heiligt, tue es ja mit mißgönnendem$fn24Auge, und die Schule Šammajs sagt, daß er$fn25geheiligt sei!? – Erfolgt etwa die Heiligung mit gönnendem$fn26Auge, [es wird ja gelehrt:] der in meine Hand zuerst kommende Golddenar [sei geheiligt], und einer aus Silber [in seine Hand] gekommen ist, so ist er, wie die Schule Šammajs sagt, geheiligt$fn27. – Erfolgt etwa die Heiligung mit mißgönnendem Auge, [es wird ja gelehrt:] Das in meine Hand zuerst kommende Faß Wein [sei geheiligt], und eines mit Öl [in seine Hand] gekommen ist, so ist es, wie die Schule Šammajs sagt, geheiligt. Öl ist ja wertvoller als Wein$fn28!? – Wenn nur dies, so ist dies kein Einwand, diese Lehre gilt für Galiläa, wo Wein wertvoller ist als Öl; aus dem ersten Falle aber ist ein Einwand gegen R. Ḥisda zu entnehmen. – R. Ḥisda kann dir erwidern: ich spreche von den carmanischen Ochsen$fn29."
Nazir 31b:3,"Ferner sagte R. Ḥisda: Ein schwarzes [Rind]$fn30wegen der Haut, ein rotes wegen des Fleisches und ein weißes zum Pflügen. – R. Ḥisda sagte ja aber, ein schwarzes unter weißen sei ein Fehler$fn31!? – Er sagte dies von den carmanischen Ochsen."
Nazir 31b:4,"<sup>iii</sup> <b>W</b><small>ENN JEMAND EIN</small> N<small>AZIRAT GELOBT, DIESBEZÜGLICH EINEN</small> G<small>ELEHRTEN BEFRAGT</small>$fn11<small>UND DIESER ES ALS VERBINDLICH ERKLÄRT HAT, SO BEGINNT DIE</small> Z<small>ÄHLUNG MIT DER</small> S<small>TUNDE DES</small> G<small>ELOBENS</small>$fn32. W<small>ENN ER EINEN</small> G<small>ELEHRTEN BEFRAGT UND DIESER ES ALS UNVERBINDLICH ERKLÄRT HAT, SO DARF DAS BEREITS ABGESONDERTE</small> V<small>IEH IN DIE</small> H<small>ERDE KOMMEN UND WEIDEN</small>. D<small>IE</small> S<small>CHULE</small> H<small>ILLELS SPRACH ZU DER</small> S<small>CHULE</small> Š<small>AMMAJS</small>: P<small>FLICHTET IHR ETWA NICHT BEI, DASS HIERBEI EINE IRRTÜMLICHE</small> H<small>EILIGUNG ERFOLGT IST UND</small> [<small>DAS</small> V<small>IEH</small>] <small>IN DIE</small> H<small>ERDE KOMMT UND WEIDET</small>!? D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS ERWIDERTE</small>: P<small>FLICHTET IHR ETWA NICHT BEI, DASS, WENN JEMAND</small>$fn33<small>SICH GEIRRT UND DAS NEUNTE ALS ZEHNTES, DAS ZEHNTE ALS NEUNTES ODER DAS ELFTE ALS ZEHNTES BEZEICHNET HAT, ES GEHEILIGT</small>$fn34<small>IST</small>!? D<small>IE</small> S<small>CHULE</small> H<small>ILLELS ERWIDERTE</small>: N<small>ICHT DER</small> S<small>TAB HEILIGT ES; IST ES DENN VON</small> W<small>IRKUNG, WENN ER DEN</small> S<small>TAB AUF DAS ACHTE ODER AUF DAS ZWÖLFTE GELEGT</small>$fn35<small>HAT</small>!? V<small>IELMEHR HAT DIE</small> S<small>CHRIFT, DIE DAS ZEHNTE FÜR HEILIG ERKLÄRT HAT, AUCH DAS NEUNTE UND DAS ELFTE</small>$fn36<small>FÜR HEILIG ERKLÄRT</small>$fn37."
Nazir 32a:1,
Nazir 32a:2,"GEMARA. Wessen Ansicht vertritt unsere Mišna, weder die des R. Jose noch die der Rabbanan? Es wird nämlich gelehrt: Wenn jemand [ein Nazirat] gelobt und das Nazirat übertreten$fn38hat, so komme man seinem Wunsche$fn39nicht eher nach, als bis er ebensoviele Tage gehalten wie er übertreten$fn40hat. R. Jose sagt, dreißig Tage$fn41genügen. Wenn die der Rabbanan, so ist ja bezüglich des kurzen Nazirates ein Einwand$fn42 zu erheben, und wenn die des R. Jose, so ist ja bezüglich des langen Nazirates ein Einwand$fn43zu erheben!? – Wenn du willst, sage ich: die des R. Jose, und wenn du willst, sage ich: die der Rabbanan. Wenn du willst, sage ich: die des R. Jose, denn das eine gilt von einem langen Nazirate und das andere gilt von einem kurzen$fn44Nazirate; wenn du willst, sage ich: die der Rabbanan, denn man lese nicht: mit der Stunde des Gelobens, sondern: wie mit der Stunde des Gelobens."
Nazir 32a:3,"W<small>ENN ER EINEN</small> G<small>ELEHRTEN BEFRAGT UND DIESER ES IHM ALS UNVERBINDLICH ERKLÄRT HAT &amp;C</small>. R. Jirmeja sagte: Aus [den Worten] der Schule Šammajs ist auf [die Worte] der Schule Hillels zu schließen; die Schule Šammajs sagt ja, die irrtümliche Heiligung gelte als Heiligung, dennoch darf [das Vieh], wenn es sich herausstellt, daß er unrichtig gelobt$fn46hat, in die Herde kommen und weiden, ebenso gilt nach der Schule Hillels, welche sagt, der irrtümliche Umtausch sei gültig, dies nur dann, wenn die ursprüngliche Heiligung$fn47noch besteht, wenn aber die ursprüngliche Heiligung aufgehoben$fn48ist, ist auch der Umtausch aufgehoben."
Nazir 32a:4,"P<small>FLICHTET IHR ETWA NICHT BEI, DASS, WENN JEMAND DAS NEUNTE ALS ZEHNTES BEZEICHNET &amp;C</small>. Es wurde gelehrt: Dies gilt vom Zehnten, wie R. Naḥman sagt, nur bei einem Irrtum, nicht aber bei Absicht$fn49, und wie R. Ḥisda und Rabba b. R. Hona sagen, bei einem Irrtum, und um so mehr bei Absicht. Raba sprach zu R. Naḥman: Die Schule Šammajs sprach zu der Schule Hillels: Pflichtet ihr etwa nicht bei, daß, wenn jemand das neunte als zehntes, das zehnte als neuntes oder das elfte als zehntes bezeichnet hat, alle drei geheiligt seien!? Weshalb schwieg$fn50 die Schule Hillels, nach deiner Ansicht, daß dies nur bei einem Irrtum, nicht aber bei Absicht gelte, sollte diese doch erwidert haben: wohl gilt dies vom Zehnten, wobei die Heiligkeit bei Absicht nicht$fn51 erfolgt!? R. Šimi b. Aši erwiderte: Sie erwiderte dies deshalb nicht, weil man [einen Schluß] vom Leichteren auf das Schwerere folgern könnte: wenn beim Zehnten, wobei die beabsichtigte Heiligung ungültig ist, die irrtümliche Heiligung gültig ist, um wieviel mehr gilt dies bei Geheiligtem, wobei die beabsichtigte Heiligung gültig ist. Dies ist aber nichts; bei Geheiligtem kommt es auf die Absicht des Eigentümers an$fn52."
Nazir 32a:5,"<sup>iv</sup> <b>W</b><small>ENN JEMAND EIN</small> N<small>AZIRAT GELOBT HAT UND, ALS ER SEIN</small> V<small>IEH</small>$fn53<small>HOLEN GEHT, FINDET, DASS ES GESTOHLEN WORDEN IST, SO IST ER, FALLS ER, BEVOR DAS</small> V<small>IEH GESTOHLEN WORDEN IST, GELOBT HAT</small>, N<small>AZIR</small>$fn54, <small>UND FALLS ER, NACHDEM DAS</small> V<small>IEH GESTOHLEN WORDEN WAR, GELOBT HAT, KEIN</small>"
Nazir 32b:1,"N<small>AZIR</small>$fn55. I<small>N EINEN DIESBEZÜGLICHEN</small> I<small>RRTUIM</small>$fn56<small>VERFIEL</small> N<small>AḤUM DER</small> M<small>EDER</small>. A<small>LS</small> N<small>AZIRÄER AUS DEM</small> E<small>XILE KAMEN UND DAS</small> H<small>EILIGTUM ZERSTÖRT FANDEN, SPRACH</small> N<small>AḤUM DER</small> M<small>EDER ZU IHNEN</small>: W<small>ÜRDET IHR, WENN IHR GEWUSST HÄTTET, DASS DAS</small> H<small>EILIGTUM ZERSTÖRT IST, DAS</small> N<small>AZIRAT GELOBT HABEN</small>? S<small>IE ERWIDERTEN IHM</small>: N<small>EIN</small>. D<small>A LÖSTE ES IHNEN</small> N<small>AḤUM DER</small> M<small>EDER AUF</small>. A<small>LS DIE</small> S<small>ACHE VOR DIE</small> W<small>EISEN KAM, SPRACHEN SIE</small>: W<small>ER VOR DER</small> Z<small>ERSTÖRUNG DES</small> H<small>EILIGTUMS GELOBT HAT, IST</small> N<small>AZIR, UND WER NACH DER</small> Z<small>ERSTÖRUNG DES</small> H<small>EILIGTUMS, IST KEIN</small> N<small>AZIR</small>."
Nazir 32b:2,"GEMARA. Rabba sagte: Die Rabbanan haben [die Ansicht] R. Elie͑zers hinweggeschwemmt und ihn zu ihrer Ansicht bekehrt. Wir haben nämlich gelernt: Man öffne eineim einen [Ausweg] mit später Erfolgtem$fn57– so R. Elie͑zer; die Weisen verbieten$fn58dies. Ferner sagte Raba: Obgleich die Weisen sagen, daß man keinen [Ausweg] mit später Erfolgtem öffne, so öffne man dennoch mit der Eventualität eines später erfolgten Ereignisses. Zum Beispiel. Man spreche$fn59zu ihnen: Würdet ihr, wenn jemand gekommen wäre und zu euch gesagt hätte, der Tempel werde zerstört werden, gelobt$fn60haben? R. Joseph sagte: Wenn ich da wäre, würde ich ihnen$fn61erwidert haben: Es heißt:$fn62<i>der Tempel des Herrn, der Tempel des Herrn, der Tempel des Herrn ist dies</i>; das ist der erste Tempel zerstört werden wird, aber konnten sie denn wissen, wann!? Abajje und der zweite Tempel$fn63. – Zugegeben, daß ihnen bekannt war, daß er entgegnete: Wußten sie denn nicht, wann, es heißt ja:$fn64<i>siebzig Septennien sind über dein Volk und über deine heilige Stadt verhängt worden</i>$fn65. – Immerhin, konnten sie denn wissen, an welchem Tage!?"
Nazir 32b:3,"<sup>v</sup> <b>W</b><small>ENN</small> [<small>MEHRERE</small> P<small>ERSONEN</small>] <small>AUF DER</small> S<small>TRASSE GEHEN UND JEMAND IHNEN ENTGEGENKOMMT, UND EINER SPRICHT: ICH WILL</small> N<small>AZIR SEIN, WENN DIESER</small> N. <small>IST, DARAUF EIN ANDERER: ICH WILL</small> N<small>AZIR SEIN, WENN ES NICHT</small> N. <small>IST</small>, [<small>DARAUF EIN ANDERER</small>:] <small>ICH WILL</small> N<small>AZIR SEIN, WENN EINER VON EUCH</small> N<small>AZIR IST</small>, [<small>DARAUF EIN ANDERER</small>:] <small>ICH WILL</small> N<small>AZIR SEIN, WENN EINER VON EUCH NICHT</small> N<small>AZIR IST</small>, [<small>DARAUF EIN ANDERER</small>:] <small>WENN IHR BEIDE</small> N<small>AZIRÄER SEID</small>, [<small>UND DARAUF EIN ANDERER</small>:] <small>WENN IHR ALLE</small> N<small>AZIRÄER SEID, SO SIND, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, ALLE</small> N<small>AZIRÄER; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, NUR DERJENIGE IST</small> N<small>AZIR, DESSEN</small> W<small>ORTE SICH NICHT BESTÄTIGT HABEN</small>. <sup>vi</sup> R. T<small>RYPHON SAGT, KEINER VON IHNEN</small>$fn66<small>IST</small> N<small>AZIR</small>. K<small>EHRTE ER PLÖTZLICH</small>$fn67<small>UM, SO IST ER</small>$fn68<small>KEIN</small> N<small>AZIR</small>. R. Š<small>IMO͑N SAGT, ER ERKLÄRE: IST ES SO, WIE ICH GESAGT HABE, SO WILL ICH PFLICHTGEMÄSS</small> N<small>AZIR SEIN, WENN ABER NICHT, SO WILL ICH FREIWILLIG</small> N<small>AZIR SEIN</small>."
Nazir 32b:4,"GEMARA. Weshalb ist derjenige Nazir, dessen Worte sich nicht bestätigt$fn69haben!? R. Jehuda erwiderte: Lies: dessen Worte sich bestätigt haben. Abajje erwiderte: Wenn er gesagt hat: oder wenn es auch nicht"
Nazir 33a:1,"N. ist, will ich$fn70Nazir sein; unter ‘dessen Worte sich nicht bestätigt haben’ ist zu verstehen, wenn seine ersten Worte sich nicht bestätigt haben, sondern die letzten Worte$fn71."
Nazir 33a:2,"K<small>EHRTE ER PLÖTZLICH UM, SO IST ER KEIN</small> N<small>AZIR &amp;C</small>. Nur aus dem Grunde, weil er plötzlich umkehrte, wenn er aber vor uns tritt, so ist er Nazir; nach wessen Ansicht: wenn etwa nach R. Tryphon$fn72, so sollte"
Nazir 34a:1,"er nicht Nazir sein, da er beim Geloben nicht wußte, ob es N. ist oder nicht, und das Nazirat ihn nicht erfassen sollte!? Es wird nämlich gelehrt: R. Jehuda sagte im Namen R. Tryphons; keiner von beiden ist Nazir, weil das Nazirat bestimmt ausgesprochen werden$fn73muß. – Vielmehr, es ist R. Jehuda, [der Autor der Lehre] vom Haufen. Es wird gelehrt: [Sagte jemand:] ich will Nazir sein unter der Bedingung, daß in diesem Getreidehaufen hundert Kor vorhanden sind, und er hingeht und findet, daß er gestohlen worden oder abhanden gekommen ist, so ist er nacih R. Šimo͑n gebunden und nach R. Jehuda entbunden, R. Šimo͑n ist da der Ansicht, da der Haufe, falls er nicht gestohlen worden wäre, vielleicht hundert Kor enthalten hätte und er Nazir wäre, sei er auch jetzt Nazir; ebenso auch hierbei: da er, falls jener zu uns herangekommen wäre und wir gesehen hätten, daß er N. sei, Nazir wäre, so ist er auch jetzt Nazir."
