Index Title,Yoma
Yoma 75a:7,"<sup>46</sup><i class=""footnote"">fn1518,Ib. V. 7.</i><i>Das Manna aber war wie Korianderkörner</i>. R. Asi sagte: Rund wie ein Korianderkorn und weiß wie eine Perle. Ebenso wird gelehrt: <i>Gad [Koriander]</i>, es glich dem Leinsamen an den Stengeln. Manche erklären: <i>Gad</i>, es zog das Herz des Menschen nach sich, wie die Haggada<sup>47</sup><i class=""footnote"">fn1519,Mythe, Erzählung, Sage, Sagenkunde; cf. Bd. I S. 40 Anm. 410.</i>. Ein Anderes lehrt: <i>Gad</i>, es verkündete [maggid] Jisraél, ob [die Neugeburt] eine neunmonatliche vom ersten oder eine siebenmonatliche vom zweiten [Manne]<sup>48</sup><i class=""footnote"">fn1520,Wenn eine Witwe vor Ablauf von drei Monaten seit dem Tode ihres Mannes einen 2. Mann heiratete.</i>ist;<sup>49</sup><i class=""footnote"">fn1521,Et. 16,32.</i><i>weiß</i>, es machte die Sünden Jisraéls weiß<sup>50</sup><i class=""footnote"">fn1522,Cf. Jes. 1,18: sie waren bei ihrer Ernährung stets von der göttlichen Fügung abhängig.</i>."
Yoma 75a:8,"Es wird gelehrt: R.Jose sagte: Wie der Prophet Jisraél verkündete. was in Löchern und Spalten sich befand, ebenso verkündete das Manna Jisraél, was in Löchern und Spalten sich befand. Wenn nämlich zwei vor Moše zu Gericht kamen, dieser sagte, jener habe seinen Sklaven gestohlen, und jener sagte, dieser habe ihn ihm verkauft, so sprach Moše zu ihnen: Nächsten Morgen ist Gericht. Fand sich dann das Maß [Manna] im Hause des ersten Herrn, so Λvar es erwiesen, daß der andere ihn gestohlen hat, und fand sich das Maß [Manna] im Hause des zweiten, so war es erwiesen, daß jener ihn ihm verkauft hat. Ebenso verhielt es sich, wenn Mann und Frau vor Moše zu Gericht kamen: er sagte, sie habe sich gegen ihn vergangen, und sie sagte, er habe sich gegen sie vergangen, so sprach Moše zu ihnen: Nächsten Morgen ist Gericht. Fand sich dann das Maß [Manna] im Hause ihres Ehemannes, so war es erwiesen, daß sie sich gegen ihn vergangen hat, fand sich das Maß [Manna] im Hause ihres Vaters, so war es erwiesen, daß er sich gegen sie vergangen hat."
Yoma 75a:9,"Es heißt:<sup>51</sup><i class=""footnote"">fn1523,Num. 11,9.</i><i>Und wenn nachts Tau auf das Lager fiel, so fiel auch das Manna darauf</i>, ferner heißt es:<sup>52</sup><i class=""footnote"">fn1524,Ex. 16,4.</i><i>so soll das Volk hinausgehen und sammeln</i>, und ferner heißt es:<sup>53</sup><i class=""footnote"">fn1525,Num. 11,8.</i><i>das Volk streifte umher und sammelte</i>; wie ist dies<sup>54</sup><i class=""footnote"">fn1526,Nach dem 1. Verse befand es sich im Lager, nach dem 2. außerhalb des Lagers, u. nach dem 3. mußten sie sogar umherstreifen.</i>nun zu erklären? Den Frommen fiel es vor die Tür ihres Hauses, die Mittelmäßigen gingen hinaus und sammelten, die Frevler mußten umherstreifen und sammeln. Es heißt <i>Brot</i>, es heißt <i>Kuchenteig</i> und es heißt <i>sie mahlten</i>; wie ist dies zu erklären? Den Frommen [kam es als fertiges] Brot, den Mittelmäßigen als Teig, die Frevler mahlten es in der Handmühle."
Yoma 75a:10,"<sup>55</sup><i class=""footnote"">fn1527,Num. 11,8.</i><i>Oder zerstießen es im. Mörser</i>. R. Jehuda sagte im Namen Rabhs, nach anderen R. Ḥama b.Ḥanina: Dies lehrt, daß Jisraél mit dem Manna auch Kosmetika für die Frauen, was in einem Mörser gestossen wird, herabf ielen.<sup>55</sup><i class=""footnote"">fn1525,Num. 11,8.</i><i>Sie kochten es im Topfe</i>. R. Hama sagte: Dies lehrt, daß Jisraél mit dem Manna auch Suppenwürze herabfiel."
Yoma 75a:11,"<sup>56</sup><i class=""footnote"">fn1528,Ex. 36,3.</i><i>Sic brachten ihm aber noch Morgen für Morgen freiwillige Gaben</i>. Was heißt: Morgen für Morgen? R. Šemuél b.Naḥmani erklärte im Namen R. Jonathans: Von dem, was ihnen Morgen für Morgen herabfiel; dies lehrt, daß Jisraél mit dem Manna auch Edelsteine und Perlen herabfielen.<sup>57</sup><i class=""footnote"">fn1529,Ib. 35,27.</i><i>Die Fürsten brachten die Šohamsteine</i>. Es wird gelehrt: Wirkliche Wolken<sup>58</sup><i class=""footnote"">fn1530,Das W. <span dir=""rtl"">נשיא</span> hat im Hebräischen eine doppelte Bedeutung: Fürst, auch: Wolke.</i>, denn es heißt:<sup>59</sup><i class=""footnote"">fn1531,Pr. 25,14.</i><i>Wolken</i><sup>60</sup><i class=""footnote"">fn1532,Hiermit soll nur <span dir=""rtl"">נשיא</span> mit der Bedeutung ‘Wolke’ belegt werden.</i><i>und Wind und doch kein Regen</i>."
Yoma 75a:12,"<sup>55</sup><i class=""footnote"">fn1525,Num. 11,8.</i><i>Es schmeckte wie Ölkuchen</i>. R. Abahu sagte: Wie das Kind an der Brust<sup>61</sup><i class=""footnote"">fn1533,Das W. <span dir=""rtl"">לשד</span> wird hier von <span dir=""rtl"">שד</span> Brust, bezw. <span dir=""rtl"">שד</span> Gespenst, abgeleitet.</i>verschiedenartigen Geschmack findet, ebenso fand Jisraél beim Genusse des Manna verschiedenartigen Geschmack. Manche erklären: Wie ein Gespenst<sup>61</sup><i class=""footnote"">fn1531,Pr. 25,14.</i>verschiedenartige Gestalt annimmt, ebenso nahm das Manna verschiedenartigen Geschmack an."
Yoma 75a:13,"<sup>62</sup><i class=""footnote"">fn1534,Ex. 16,8.</i><i>Da sprach Moše: Der Herr wird euch abends Fleisch zu essen geben und Brot zur Sättigung am Morgen</i>. Im Namen des R. Jehošua͑ b. Qorḥa wird gelehrt: Das Fleisch, nach dem sie unbillig verlangten, wurde ihnen auf unbillige Weise gewährt, das Brot, nach dem sie"
Yoma 75b:1,"billige<sup>63</sup><i class=""footnote"">fn1535,Da man ohne Brot nicht leben kann.</i>verlangten, wurde ihnen auf billige Weise<sup>64</sup><i class=""footnote"">fn1536,Letzteres erhielten sie morgens, ersteres erst abends, sodaß sie kaum Zeit zur Zubereitung hatten.</i>gewährt. Die Tora lehrt hier eine Lebensregel, daß man Fleisch nur abends esse. – Abajje sagte ja aber, wer nur eine Mahlzeit hat, esse sie am Tage!? – Er meint: wie am Tage<sup>65</sup><i class=""footnote"">fn1537,Bei Licht.</i>. R. Aḥa b. Ja͑qob sagte: Anfangs glichen die Jisraéliten den Hühnern, die [dauernd] im Misthaufen wühlen, da kam Moše und setzte ihnen eine Speisezeit fest."
Yoma 75b:2,"<sup>66</sup><i class=""footnote"">fn1538,Num. 11,33.</i><i>Das Fleisch befand sich noch zwischen ihren Zähnen</i>, dagegen heißt es:<sup>67</sup><i class=""footnote"">fn1539,Ib. V. 21.</i><i>bis zu einem Monat</i>; wie ist dies zu erklären? Die Mittelmäßigen starben sofort und die Frevler quälten sich bis zur Dauer eines Monats.<sup>68</sup><i class=""footnote"">fn1540,Ib. V. 32,</i><i>Sie breiteten sich aus</i>. Reš Laqiš sagte: Man lese nicht <i>wajišṭeḥu</i> [ausbreiten], sondern <i>wajišaḥṭu</i> [wurden geschlachtet]; dies lehrt, daß die Feinde Jisraéls<sup>69</sup><i class=""footnote"">fn1541,Euphemistisch für Jisraél.</i>Abschlachtung verdienten.<sup>68</sup><i class=""footnote"">fn1538,Num. 11,33.</i><i>Ausbreiten</i>. Im Namen des R. Jehošua͑ b. Qorḥa wurde gelehrt: Man lese nicht <i>šaṭoaḥ</i> [ausbreiten], sondern <i>šaḥuṭ</i> [schlachten]; dies lehrt, daß Jisraél mit dem Manna auch das herabkam, das des Schlachtens<sup>70</sup><i class=""footnote"">fn1542,Die Wachteln; damit wird das Gebot des Schlachtens angedeutet.</i>bedarf. Rabbi sprach: Brauchst du dies denn daraus zu folgern, es heißt ja bereits:<sup>71</sup><i class=""footnote"">fn1543,Ps. 78,27.</i><i>er ließ Fleisch auf sie regnen wie Staub und beflügelte Vögel wie Sand am Meere</i>!? Ferner wird gelehrt: Rabbi sagte:<sup>72</sup><i class=""footnote"">fn1544,Dt. 12,21.</i><i>So schlachte, wie ich dir geboten habe</i>, dies lehrt, daß Moše [das Durchschneiden] von Speiseröhre und Luftröhre, der größeren Hälfte des einen [Halsorgans] beim Geflügel und beider [Halsorgane] beim Vieh, geboten wurde. Wozu heißt es nun <i>ausgebreitet</i><sup>73</sup><i class=""footnote"">fn1545,Um erst hieraus das Gebot des Schlachtens zu entnehmen.</i>? Dies lehrt, daß ihnen [die Wachteln] schichtweise herabkamen."
Yoma 75b:3,"Es heißt<sup>74</sup><i class=""footnote"">fn1546,Vom Manna; cf. Ex. 16,29,31 u. Num. 11,8.</i><i>Brot</i>, es heißt <i>Öl</i> und es heißt <i>Honig?</i> R. Jose b. R. Ḥanina erklärte: Den Jungen Brot, den Alten Öl und den Kindern Honig. Es heißt <i>Šelav</i> [Wachteln] und wir lesen <i>Selav?</i> R. Ḥanina erklärte: Die Frommen aßen sie in Frieden [šalva], den Frevlern aber waren sie, wenn sie sie aßen, wie Stacheln [silvin]."
Yoma 75b:4,"R.Ḥanin b. Raba sagte: Es gibt vier Arten Selav, und zwar: der Krametsvogel, die Drossel, der Fasan und die Wachtel; die beste unter ihnen ist der Krammetsvogel, die schlechteste unter ihnen ist die Wachtel. Sie gleicht einem Vögelchen, wenn man sie aber in den Ofen legt, schwillt sie an, daß sie den Ofen füllt. Man, legt sie auf dreizehn Brote [übereinander], und auch das letzte kann nur mit anderem gegessen werden. R. Jehuda pflegte sie zwischen den Fässern zu finden; R. Ḥisda pflegte sie zwischen dem Holze zu finden. Der Gartenpächter Rabas pflegte sie ihm jeden Tag zu bringen, und als er sie ihm eines Tages nicht brachte, sprach er: Was bedeutet dies? Hierauf ging er auf den Söller und hörte, wie ein Kind las.<sup>75</sup><i class=""footnote"">fn1547,Hab. 3,16.</i><i>Als ich hörte, erbebte mein Leib</i>. Da rief er: Es scheint wohl, daß die Seele R. Ḥisdas zur Ruhe eingekehrt ist. Durch das Verdienst des Lehrers aß sie nämlich der Schüler<sup>76</sup><i class=""footnote"">fn1548,Raba war Schüler R. Ḥisdas.</i>."
Yoma 75b:5,"Es heißt:<sup>77</sup><i class=""footnote"">fn1549,Ex. 16,14.</i><i>wenn die Tauniederlassung verschwand</i>, und es heißt: <sup>78</sup><i class=""footnote"">fn1550,Num. 11,9.</i><i>wenn der Tau fiel</i>? R. Jose b. R. Ḥanina erklärte: Tau oben und Tau unten, und [das Manna] war wie in einem Behälter eingeschlossen. <sup>77</sup><i class=""footnote"">fn1547,Hab. 3,16.</i><i>Feines körniges</i>. Res Laqiä sagte: Etwas, das auf der Handfläche<sup>79</sup><i class=""footnote"">fn1551,Das W. <span dir=""rtl"">מחזספס</span> enthält die W.e <span dir=""rtl"">מח</span>, zerreiben, zerschmelzen, u. <span dir=""rtl"">פס</span>, Handfläche.</i> schmolz. R. Joḥanan sagte: Etwas, das von den zweihundertachtundvierzig<sup>80</sup><i class=""footnote"">fn1552,Die Buchstaben dieses Wortes haben (ohne vav) diesen Zahlenwert.</i>Gliedern [des Menschen] auf gesogen<sup>81</sup><i class=""footnote"">fn1553,Das Manna wurde vollständig als Nährstoff verbraucht, ohne Kot abzusondern.</i>wurde. – [Der Zahlenwert des Wortes] <i>meḥuspas</i> [körniges] beträgt ja mehr!? R. Naḥman b. Jiçḥaq erwiderte: Die Schreibweise ist <i>meḥspas</i>."
Yoma 75b:6,"Die Rabbanan lehrten:<sup>82</sup><i class=""footnote"">fn1554,Ps. 78,25.</i><i>Brot der Vornehmen aß ein Mann</i>; das Brot, das die Dienstengel essen – so R. A͑qiba. Als dies R. Jišmaél vorgetragen wurde, sprach er zu ihnen: Geht und sagt A͑qiba: A͑qiba, du hast dich geirrt; essen etwa die Dienstengel Brot, es heißt ja:<sup>83</sup><i class=""footnote"">fn1555,Dt. 9,19.</i><i>Brot aß ich nicht und Wasser trank ich nicht</i>!? <i>Vornehmen</i> [abirim] bedeutet vielmehr, Brot, das von den Zweihundertachtundvierzig Gliedern [ebarim] aufgesogen wurde. – Wieso heißt es demnach:<sup>84</sup><i class=""footnote"">fn1556,Dt. 23,14.</i><i>unter deinen Geräten sollst du einen Pflock</i><sup>85</sup><i class=""footnote"">fn1557,Zur Beseitigung des Kotes.</i><i>haben</i>!? – Wegen der Dinge, die ihnen Händler von den weltlichen Völkern verkauften. R. Elea͑zar b. Proto sagte: Auch Dinge, die ihnen Händler von den weltlichen Völkern verkauften, läuterte das Manna und [der Schriftvers]: <i>unter deinen Geräten sollst du einen Pflock haben</i>, kam zur Anwendung, nachdem sie gesündigt hatten. Der Heilige, gepriesen sei er, sprach: Ich sagte, sie sollen den Dienstengeln gleichen, nun aber will ich sie drei Parasangen bemühen. Es heißt nämlich:<sup>86</sup><i class=""footnote"">fn1558,Num. 33,49.</i><i>sie lagerten am Jarden von Beth Haješimoth bis Abel Hašiṭṭim</i>, und Rabba b. Bar Ḥana erzählte, er habe diesen Ort gesehen und er umfasse drei Parasangen, und ferner wird gelehrt, daß sie, wenn sie zur Notdurft gingen, nicht nach vorn, noch nach der Seite gingen, sondern nach hinten<sup>87</sup><i class=""footnote"">fn1559,Diejenigen, die sich vorn befanden, mußten also 3 Parasangen zurückgehen, um ihre Notdurft zu verrichten.</i>."
Yoma 75b:7,"<sup>88</sup><i class=""footnote"">fn1560,Num. 11,6.</i><i>Jetzt aber ist unser Leib ausgetrocknet, denn es ist gar nichts da</i>. Sie sprachen: Das Manna wird in unserem Leibe aufdunsen; gibt es denn einen Weibesgeborenen, der aufnimmt und nicht ausscheidet!? Als dies R. Jišma͑él vorgetragen wurde, sprach er zu ihnen: Man lese nicht <i>abirim</i> [Vornehme] sondern <i>ebarim</i> [Glieder]; etwas, das von den zweihundertachtundvierzig Gliedern aufgesogen wird, und [der Schriftvers]: <i>unter deinen Geräten sollst du einen Pflock haben</i>, gilt von dem, was sie aus überseeischen Ländern erhalten haben. Eine andere Auslegung: <i>Brot der Vornehmen aß ein Mann</i>, das ist Jehošua͑, dem das Manna besonders<sup>89</sup><i class=""footnote"">fn1561,Jehošua͑ begleitete Moše zum Berge Sinaj (cf. Ex. 24,13) u. erwartete ihn da, das Manna mußte für ihn also besonders herabfallen.</i>"
Yoma 76a:1,"herabfiel, wie ganz Jisraél, denn hier heißt es: <i>aß ein Mann</i>, und dort<sup>90</sup><i class=""footnote"">fn1562,Num. 27,18.</i> heißt es: <i>nimm dir Jehošua͑, den Sohn Nuns, einen Mann, in dem Geist. ist</i>. – Vielleicht ist es Moše, denn es heißt:<sup>91</sup><i class=""footnote"">fn1563,Ib. 12,3.</i><i>und der Mann Moše war sehr sanftmütig</i>!? – Man deduziert [durch Vergleichung] von <i>Mann</i> mit <i>Mann</i>, nicht aber von <i>Mann</i> mit <i>und der Mann</i>."
Yoma 76a:2,"Die Schüler fragten R. Šimo͑n b.Joḥaj: Weshalb fiel das Manna für Jisraél nicht mit einem Male für das ganze Jahr? Dieser erwiderte ihnen: Ich will euch ein Gleichnis sagen. Dies ist mit einem Könige aus Fleisch und Blut zu vergleichen, der einen einzigen Sohn hatte, dem er seinen Unterhalt in einmaligen Jahres[raten] aussetzte. Da aber der Sohn seinen Vater nur einmal jährlich zu besuchen pflegte, überlegte er es sich und setzte ihm seinen Unterhalt täglich aus, sodaß er seinen Vater täglich besuchte. Ebenso verhielt es sich mit Jisraél; wer vier oder fünf Kinder hatte, war stets besorgt, indem er dachte: wenn morgen kein Manna fällt, sterben sie alle vor Hunger! So richteten sie alle ihr Herz auf ihren Vater im Himmel. Eine andere Erklärung: Sie aßen es noch warm. Eine andere Erklärung: Wegen der Last des Transportes."
Yoma 76a:3,"R. Tryphon, R. Jišma͑él und die Ältesten saßen einst und befaßten sich mit dem Abschnitte vom Manna, und auch R. Elea͑zar aus Modai͑m befand sich unter ihnen. Da begann R. Elea͑zar aus Modai͑m und sprach: Das Manna, das Jisraél herabfiel, lag sechzig Ellen hoch. Da sprach R. Tryphon zu ihm: Modäer, wie lange noch wirst du uns mit Faseleien kommen!? Jener erwiderte: Meister, ich lege einen Schriftvers aus: <sup>92</sup><i class=""footnote"">fn1564,Gen. 7,20.</i><i>Fünfzehn Ellen hoch stiegen die Gewässer, so daß die Berge überschwemmt wurden</i>; fünfzehn Ellen im Tale, fünfzehn Ellen in der Niederung und fünfzehn Ellen auf den Bergen: stand denn das Wasser wie eine Mauer!? Und wie kam da<sup>93</sup><i class=""footnote"">fn1565,Auf die Berge; cf. Gen. 8,4.</i>ferner die Arche hinauf!? Vielmehr brachen zuerst alle Quellen der großen Meerestiefe auf, bis das Wasser gleich hoch mit den Bergen war, dann stieg es noch fünfzehn Ellen darüber. Welches Maß ist nun reichlicher, das Maß der Güte oder das Maß der Heimsuchung? Du mußt wohl sagen, das Maße der Güte sei reichlicher als das Maß der Heimsuchung. Nun heißt es beim Maße der Heimsuchung:<sup>94</sup><i class=""footnote"">fn1566,Gen. 7,11.</i><i>Wie Luken des Himmels öffneten sich</i>, beim Maße der Güte aber heißt es:<sup>95</sup><i class=""footnote"">fn1567,Ps. 78,23,24.</i><i>er gebot den Wolken droben und öffnete die Türen des Himmels, ließ Manna auf sie regnen, daß sie zu essen hätten, und gab ihnen Himmelskorn</i>. Da aber gelehrt wird, eine Tür habe vier Luken, so waren es acht [Luken], mithin lag das Manna, das Jisraél herabfiel, sechzig Ellen<sup>96</sup><i class=""footnote"">fn1568,Sowohl bei den Luken als auch bei den Türen wird die Mehrzahl gebraucht, also je 2, u. wenn das Wasser durch 2 Luken eine Höhe von 15 E.n erreicht hatte, so hatte das Manna durch 2 Türen (= 8 Luken) eine Höhe von 60 E.n erreicht.</i>hoch."
Yoma 76a:4,"Es wird gelehrt: Isi b.Jehuda sagte: Das Manna, das Jisraél herabfiel, stieg so hoch, daß alle Könige im Osten und im Westen es sehen konnten, denn es heißt:<sup>97</sup><i class=""footnote"">fn1569,Ps. 23,5.</i><i>du bereitest vor mir einen Tisch im Angesichte meiner Bedränger</i>. Abajje sagte: Hieraus ist zu entnehmen, daß der Becher Davids in der zukünftigen Welt zweihunderteinundzwanzig Log fassen wird, denn es heißt:<sup>97</sup><i class=""footnote"">fn1567,Ps. 78,23,24.</i><i>mein Becher hat Überfluß [revaja]</i>, und dies ist der Zahlenwert [des Wortes] <i>revaja</i>. – Es ist ja aber nicht gleich, da<sup>98</sup><i class=""footnote"">fn1570,Bei der Sintflut.</i>erfolgte es in vierzig Tagen, hierbei aber in einer Stunde. [Oder entgegengesetzt:] da für die ganze Welt, hierbei aber nur für Jisraél, somit kann es ja noch höher gewesen sein!? – R. Elea͑zar folgert dies aus [dem Ausdrucke] ‘öffnen’<sup>99</sup><i class=""footnote"">fn1571,Das in beiden Versen (Gen. 7,11 u. Ps. 78,23) gebraucht wird u. als Wortanalogie dient; in beiden Fällen je 7½ Ellen auf die Luke.</i>."
Yoma 76a:5,"I<small>ST DAS</small> E<small>SSEN VERBOTEN</small>. Wem entsprechend sind diese fünf Kasteiungen? R. Ḥisda erwiderte: Entsprechend den fünf [Versen von der] Kasteiung in der Tora:<sup>100</sup><i class=""footnote"">fn1572,Num. 29,7.</i><i>am zehnten</i>,<sup>101</sup><i class=""footnote"">fn1573,Lev. 23,27.</i><i>aber am zehnten</i>,<sup>102</sup><i class=""footnote"">fn1574,Ib. V. 32.</i><i>ein Ruhetag</i>, <sup>103</sup><i class=""footnote"">fn1575,Ib. 16,31.</i><i>ein Ruhetag</i>, und:<sup>104</sup><i class=""footnote"">fn1576,Ib. V. 29.</i><i>es soll euch gelten</i>. – Es sind ja fünf, während wir von sechs [Kasteiungen] gelernt haben!? – Das Trinken gehört zum Essen. Reš Laqiš sagte nämlich: Woher, daß das Trinken im Essen einbegriffen ist? Es heißt:<sup>105</sup><i class=""footnote"">fn1577,Dt. 14,23.</i><i>du sollst vor dem Herrn, deinem Gotte, essen &c., den Zehnten deines Getreides, Mostes und Öls</i>; Most ist ja Wein, und er nennt es ‘essen’. – Wieso denn, vielleicht in dem Falle, wenn man ihn in Inogaron<sup>106</sup><i class=""footnote"">fn1578,<i>Γαϱоν</i>, ein aus marinierten Fischen zubereiteter Brei od. Brühe, eine bei den Griechen sehr bekannte Speise mit Wein (<i>ὀινόγαϱоν)</i>, od. mit Essig (<i>ὀξύγαϱоν)</i> versetzt.</i>ißt!? Rabba b.Šemuél sagte nämlich: Inogaron ist eine Sauce aus Mangold, Oxigaron ist eine Sauce aus allen anderen gekochten Kräutern. Vielmehr, erklärte R. Aḥa b. Ja͑qob, hieraus:<sup>107</sup><i class=""footnote"">fn1579,Dt. 14,26.<br>108. Weiter im selben Schriftverse.</i><i>kaufe für das Geld, was du irgend begehrst, Rinder und Schafe, Wein und Rauschtrank</i>; Rauschtrank ist ja ein Getränk, und der Allbarmherzige nennt es ‘essen’ – Wieso denn, vielleicht ebenfalls in dem Falle, wenn man ihn in Inogaron ißt!? – Es heißt Rauschtrank, was berauscht. – Vielleicht ist hier die qei͑lische Feige gemeint!? Es wird nämlich gelehrt: Wer eine qei͑lische Feige gegessen oder Honig und Milch getrunken<sup>109</sup><i class=""footnote"">fn1580,Und etwas berauscht ist.</i>hat und in den Tempel eingetreten ist, ist schuldig<sup>110</sup><i class=""footnote"">fn1581,Es ist verboten, berauscht in den Tempel einzutreten; cf. Lev. 10,9.</i>!? – Vielmehr,"
Yoma 76b:1,"es ist vom Naziräer, bei dem es ebenfalls<sup>111</sup><i class=""footnote"">fn1582,Num. 6,3.</i><i>Rauschtrank</i> heißt, zu entnehmen; bei bei diesem darunter Wein zu verstehen ist, ebenso auch hierbei Wein. – Ist denn unter Most Wein zu verstehen, es wird ja gelehrt, daß, wenn jemand sich den Most abgelobt hat, ihm jede süße [Frucht] verboten, Wein aber erlaubt sei!? – Ist etwa drunter nicht der Wein zu versteheuj es heißt ja:<sup>112</sup><i class=""footnote"">fn1583,Zach 9,17.</i><i>der Most läßt Jungfrauen wachsen</i>!? – Was vom Most kommt, läßt Jungfrauen wachsen. – Es heißt ja aber:<sup>113</sup><i class=""footnote"">fn1584,Pr. 3,10.</i><i>deine Kufen von Most überströmen</i>!? – Was vom Most kommt, wird deine Kufen überströmen. – Es heißt ja aber:<sup>114</sup><i class=""footnote"">fn1585,Hos. 4,11.</i><i> Hurerei, Wein und Most benehmen das Herz</i>!? – Vielmehr, alle stimmen überein, daß unter Most Wein zu verstehen sei, nur richtet er sich bei Gelübden nach dem volkstümlichen Sprachgebrauche. – Weshalb nennt er ihn zuweilen Wein und zuweilen Most? – Wein, weil er ein Weinen über die Welt bringt, Most, weil derjenige, der sich ihm hingibt, arm<sup>115</sup><i class=""footnote"">fn1586,In <span dir=""rtl"">תירזש</span>, Most, ist das W. <span dir=""rtl"">רש</span> Armer, enthallen.</i>wird."
Yoma 76b:2,"R. Kahana wies auf einen Widerspruch hin: Geschrieben steht <i>tiraš</i> und wir lesen <i>tiroš</i> [Most]? Ist er verdienstvoll, so wird er durch ihn Erster [roš], ist er nicht verdienstvoll, so wird er durch ihn arm [raš]. Das ist es, was Raba sagte, den Raba wies auf einen Widerspruch hin: Geschrieben steht<sup>116</sup><i class=""footnote"">fn1587,Ps. 104,15.</i><i>ješama(ḥ)</i> [verwüstet] und wir lesen <i>jesamaḥ</i> [erheitert]? Ist er verdienstvoll, so erheitert er ihn, ist er nicht verdienstvoll, so verwüstet er ihn. Das ist es, was Raba sagte: Wein und Wohlgerüche machten mich klug."
Yoma 76b:3,"Woher, daß [die Entbehrung des] Waschens und Salbens eine Kasteiung heiße? – Es heißt:<sup>117</sup><i class=""footnote"">fn1588,Dan. 10,3.</i><i>wohlschmeckendes Brot aß ich nicht, Fleisch und Wein kamen nicht in meinen Mund, und (salben) salbte (ich) mich nicht</i>. – Was heißt: <i>wohlschmeckendes Brot aß ich nicht</i>? R. Jehuda, Sohn des R. Šemuél b.Šilath, erwiderte: Selbst Brot aus gereinigtem Weizen aß er nicht. – Woher, daß dies ihm als Kasteiung angerechnet wurde? – Es heißt:<sup>118</sup><i class=""footnote"">fn1589,Ib. V. 12.</i><i>sodann sprach er zu mir: Fürchte nicht, Daniél, denn seit dem ersten Tage, da du dir vorgenommen hast, Erkenntnis zu gewinnen und dich vor deinem Gotte zu kasteien, sind deine Worte erhört worden und ich bin wegen deiner Worte gekommen</i>. – Wir wissen dies vom Salben, woher dies vom Waschen? R. Zuṭra b. Tobija erwiderte: Die Schrift sagt:<sup>119</sup><i class=""footnote"">fn1590,Ps. 109,18.</i><i>Es kommt wie Wasser in sein Inneres und wie Öl in sein Gebein</i>. – Vielleicht gilt dies vom Trinken!? – Gleich dem Öle; wie das Öl äußerlich, ebenso das Wasser äußerlich. – Folgender Autor lehrt es ja aber entgegengesetzt!? Wir haben nämlich gelernt: Woher, daß das Salben am Versöhnungstage dem Trinken gleicht? Wenn es auch dafür keinen Beweis gibt, so doch eine Andeutung: <i>es kommt wie Wasser in sein Inners und wie Öl in sein Gebein</i>. Vielmehr, erklärte R. Aši, ist es hinsichtlich des Waschens aus diesem Verse selbst zu entnehmen, denn es heißt: <i>salben</i><sup>120</sup><i class=""footnote"">fn1591,Der Infinitiv <i>salben</i> ist überflüssig u. deutet auf das Waschen.</i><i>salbte ich mich nicht</i>."
Yoma 76b:4,"Was heißt: <i>ich hin wegen deiner Worte gekommen</i><sup>121</sup><i class=""footnote"">fn1592,Da wird nicht berichtet, daß er fortgegangen war.</i>?<i> –</i> Es heißt: <sup>122</sup><i class=""footnote"">fn1593,Ez. 8,11.</i><i>und siebzig Männer von den Vornehmen des Hauses Jisraél standen vor ihnen, und Jaazanja, der Sohn Šaphans, stand unter ihnen; ein jeder hatte sein Räucherbecken in der Hand und der Duft der Räucherwolken stieg empor</i>. Ferner:<sup>123</sup><i class=""footnote"">fn1594,Ib. V. 3.</i><i>und er reckte etwas wie eine Hand und erfaßte mich an den Locken meines Hauptes, und ein Wind trug mich zwischen Erde und Himmel und brachte mich nach Jerušalem in göttlichen Gesichten an den Eingang des inneren Tores, das nach Norden gewendet ist, wo das den [Herrn] erregende Eiferbild stand</i>. Ferner:"
