Index Title,Chagigah
Chagigah 14a:6,"R. Qaṭṭina sagte: Selbst als Jerušalem strauchelte, fehlten da keine Männer der Treue, denn es heißt :$fn140<i>wenn einer seinen Bruder im väterlichen Hause faßt und spricht: Du hast noch ein Obergewand, du sollst unser Gebieter sein;</i> du hast etwas, wegen dessen man sich wie in ein Gewand$fn141hüllt.$fn140<i>Dieser Strauchelhaufe.</i> Was heißt ‘Strauchelhaufe’? – Du hast etwas, das man ohne gestrauchelt$fn142zu sein, nicht erlangt.$fn143<i>So wird er an jenem Tage also sprechen: Ich will nicht Bundesführer sein; ist doch in meinem Hause weder Brot noch Obergewand; ihr könnt mich nicht zum Gebieter des Volkes machen.</i> Unter ‘sprechen’ ist ein Eid zu verstehen, denn es heißt :$fn144<i>du sollst den Namen des Herrn nicht freventlich aussprechen. Ich will nicht Bundesführer sein;</i> ich will nicht zu denen gehören, die an das Lehrhaus gebunden sind. <i>Ist doch in meinem Hause weder Brot noch Obergewand;</i> ich bin nicht in der Schrift, nicht in der Mišna und nicht im Talmud kundig. – Vielleicht nur deshalb, weil man ihn prüfen könnte, falls er gesagt hätte, er sei kundig!? – Er könnte erwidert haben, er sei [in der Lehre] kundig gewesen und habe sie vergessen; er brauchte nur zu erzählen, daß er überhaupt nicht zu denen gehört, die an das Lehrhaus gebunden sind. – Raba sagte ja aber, Jerušalem sei nur deshalb zerstört worden, weil keine Männer der Treue mehr waren, denn es heißt :$fn145<i>durchstreift die Gassen Jerušalems, schauet und bringet in Erfahrung und forscht auf ihren Straßen, ob ihr jemand findet, ob da einer ist, der Recht übt, der sich um</i>"
Chagigah 14b:1,"<i>Treue müht, daß ich ihm verzeihe</i>!? – Das ist kein Einwand; eines gilt von Worten der Tora, und eines gilt von geschäftlichen Angelegenheiten; bei Worten der Tora waren solche zu finden, bei geschäftlichen Angelegenheiten waren solche nicht zu finden."
Chagigah 14b:2,"Die Rabbanan lehrten: Einst befand sich R. Joḥanan b. Zakkaj auf der Reise, auf einem Esel reitend, und R. Elea͑zar b. A͑rakh trieb hinter ihm den Esel an. Da sprach er zu ihm: Meister, lehre mich einen Abschnitt in der Sphärenkunde. Jener erwiderte: Habe ich euch etwa nicht gelehrt: noch in der Sphärenkunde vor einem, es sei denn, daß er Weiser ist und es aus eigener Erkenntnis versteht!? Dieser sprach: Meister, gestatte mir vor dir etwas vorzutragen, was du mich gelehrt hast. Jener erwiderte : So sprich. Alsdann stieg R. Joḥanan b. Zakkaj vom Esel herab, hüllte sich ein und setzte sich auf einen Stein unter einem Olivenbaume. Jener fragte: Meister, weshalb bist du vom Esel herabgestiegen? Dieser erwiderte: Ist es denn schicklich, daß während du über die Sphärenkunde vorträgst, die Göttlichkeit bei uns ist und die Dienstengel uns begleiten, ich auf dem Esel reiten sollte!? Als darauf R. Elea͑zar seinen Vortrag über die Sphärenkunde eröffnete, stieg ein Feuer vom Himmel herab und umgab alle Bäume auf dem Felde. Da begannen sie allesamt das Loblied zu singen. – Welches Loblied sangen sie? –$fn146<i>Preiset den Herrn von der Erde her, ihr Seeungeheuer und all ihr Fluten, ihr Fruchtbäume und all ihr Zedern preiset den Herrn.</i> Da rief ein Engel aus dem Feuer und sprach: Das ist die Sphärenkunde. Darauf stand R. Joḥanan b. Zakkaj auf, küßte ihn auf das Haupt und sprach : Gepriesen sei der Herr, der Gott Jisraéls, der unserem Vater Abraham einen Sohn gegeben hat, der die Sphärenkunde kennt und erforscht und darüber vorzutragen versteht.. Mancher trägt schön vor, handelt aber nicht schön, mancher handelt schön, trägt aber nicht schön vor, du aber trägst schön vor und handelst auch schön. Heil dir, Vater Abraham, daß Elea͑zar b. A͑rakh dir entstammt."
Chagigah 14b:3,"Als dies R. Jehošua͑ bericlitet wurde, befand er sich mit R. Jose dem Priester auf der Reise. Da sprachen sie: Wollen wir ebenfalls über die Sphärenkunde vortragen. Darauf begann R. Jehošua͑ vorzutragen. Es war gerade um die Jahreswende des Tammuz, dennoch überzog sich der Himmel mit Wolken und eine Art Regenbogen wurde in der Wolke sichtbar. Die Dienstengel sammelten sich dann an, um zu hören, wie sich Leute um Bräutigam und Braut ansammeln, um sich die Hochzeitsbelustigungen anzusehen. Hierauf ging R. Jose der Priester und erzählte dies vor R. Joḥanan b. Zakkaj, und dieser sprach: Heil euch und heil euren Gebärerinnen; heil auch meinen Augen, die das gesehen haben. Und im Traume sah ich mich und euch am Berge Sinaj lagern, und eine Hallstimme rief vom Himmel: Kommt hier herauf, kommt hier herauf, große Paläste und schöne Lager sind für euch bereitet. Ihr, eure Schüler und die Schüler eurer Schüler sind allesamt für die dritte Klasse$fn147vorgesehen. – Dem ist ja aber nicht so, es wird ja gelehrt: R.Jose b. Jehuda sagte: Drei Vorträge$fn148sind es. R. Jehošua͑ hielt einen Vortrag vor R. Joḥanan b. Zakkaj, R. A͑qiba hielt einen Vortrag vor R. Jehošua͑, und Ḥananja b. Ḥakhinaj hielt einen Vortrag vor R. A͑qiba; R. Elea͑zar b. A͑rakh aber zählt er nicht mit!? – Er zählt nur diejenigen auf, die einen Vortrag hielten, vor denen andere ebenfalls hielten, nicht aber diejenigen, die einen Vortrag hielten, vor denen andere nicht hielten. – Aber er zählt ja auch Ḥananja b. Ḥakhinaj mit, vor dem andere keinen Vortrag hielten !? – Immerhin trug er einem vor, der anderen vorgetragen hatte."
Chagigah 14b:4,"Die Rabbanan lehrten: Vier traten in das Paradies$fn149ein, und zwar: Ben A͑zaj, Ben Zoma, Aḥer und R. A͑qiba. R. A͑qiba sprach zu ihnen: Wenn ihr an die glänzenden Marmorsteine herankommt, so saget nicht: Wasser, Wasser, denn es heißt :$fn150<i>wer Lügen redet, soll vor meinem Angesichte nicht bestehen.</i> Ben A͑zaj schaute$fn151und starb. Über ihn spricht die Schrift :$fn152<i>kostbar ist in den Augen des Herrn der Tod seiner Frommen</i>. Ben Zoma schaute und kam zu Schaden$fn153. Über ihn spricht der Schriftvers :$fn154<i>hast du Honig gefunden, so iß, was dir genügt, daß du seiner nicht satt werdest und ihn ausspeiest</i>. Man fragte Ben Zoma : Darf man einen Hund$fn155kastrieren? Dieser erwiderte :$fn156<i>In eurem Lande dürft ihr es nicht tun;</i> ihr dürft dies bei keinem [Tiere] tun, das sich in eurem Lande befindet. Ferner fragte man Ben Zoma: Darf der Hochpriester eine schwangere Jungfrau$fn157heiraten? Ist bei einer solchen das zu berück"
Chagigah 15a:1,"sichtigen, was Šemuél sagte, daß er nämlich den Beischlaf wiederholt ohne [Entjungferungs]blutung ausüben könne, oder nicht, weil dies selten ist. Dieser erwiderte: Das, was Šemuél gesagt hat, ist selten, man nehme daher an, daß sie in einer Wanne$fn158konzipiert hat. – Aber Šemuél sagte ja, ein Samentropfen, der nicht wie ein Pfeil herausschießt, könne nicht befruchten!? – Auch in diesem Falle kann er vorher wie ein Pfeil herausgeschossen sein."
Chagigah 15a:2,"Die Rabbanan lehrten: Einst stand R. Jehošua͑ b. Ḥananja auf einer Stufe des Tempelberges, und Ben Zoma sah ihn und stand vor ihm nicht$fn159auf. Da rief jener: Woher und wohin, Ben Zoma? Dieser erwiderte: Ich habe [den Raum] zwischen den oberen und den unteren Gewässern betrachtet; [der Abstand] zwischen diesen und jenen beträgt nur drei Finger, wie es heißt :$fn160<i>der Geist Gottes schwebte über dem Wasser</i>, wie eine Taube über ihren Jungen schwebt, ohne sie zu berühren. Da sprach R. Jehošua͑ zu seinen Schülern: Ben Zoma befindet sich noch außerhalb; [der Vers:] <i>der Geist Gottes schtuebte über dem Wasser,</i> spricht ja vom ersten Tage, während die Scheidung erst am zweiten erfolgte, wie es heißt :$fn161<i>sie soll zwischen Wasser und Wasser scheiden.</i> – Wieviel [beträgt der Abstand]? R. Aḥa b. Ja͑qob sagte: Ein Haar breit: Die Rabbanan sagten : Wie bei den Brettern eines Steges. Mar Zuṭra, nach anderen R. Asi, sagte: Wie bei zwei übereinander ausgebreiteten Gewändern. Manche sagen: Wie bei zwei übereinander gestülpten Bechern."
Chagigah 15a:3,"Aḥer haute junge Triebe$fn162nieder. Über ihn spricht die Schrift$fn163<i>gestatte deinem Munde nicht, deinen Leib in Schuld zu bringen.</i> – Wieso dies? – Er sah, daß man Metatron$fn164Mie Erlaubnis erteilte, sich niederzusetzen und die Verdienste Jisraéls anzuschreiben. Da sprach er: Es ist ja überliefert, daß es droben kein Sitzen, keinen Streit, keine Nackenseite$fn165und keine Ermüdung gebe; gibt es vielleicht, behüte und bewahre, zwei Gottheiten!? Hierauf holte man Metatron und versetzte ihm sechzig Feuerschläge, indem man zu ihm sprach: Weshalb bist du nicht aufgestanden, als du ihn bemerkt hattest? Alsdann erteilte man ihm die Erlaubnis, die Verdienste Aḥers zu streichen. Hierauf ertönte eine Hallstimme und sprach :$fn166<i>Kehret um, ihr abtrünnigen Söhne,</i> außer Aḥer. Da sprach er: Bin ich nun aus jener Welt verdrängt worden, so will ich von dieser Welt genießen. Und so artete er aus. Als er fortging, traf er eine Hure und forderte sie auf. Diese fragte ihn: Bist du nicht Eliša͑$fn167 b. Abuja? Als er aber darauf am Šabbath einen Rettich aus einem Beete riß und ihn ihr gab, sprach sie: Es ist ein anderer."
Chagigah 15a:4,"Aḥer fragte nach seiner Ausartung R. Meír: Was bedeutet der Schriftvers :$fn168<i>Diesen hat Gott neben jenem gemacht</i>? Dieser erwiderte: Zu allem, was der Heilige, gepriesen sei er, erschaffen hat, machte er auch ein Gegenstück: er schuf Berge und schuf Hügel, er schuf Seen und schuf Flüsse. Da sprach jener: Dein Lehrer R. A͑qiba erklärte es anders: er schuf Fromme und schuf Gottlose, er schuf das Paradies und schuf das Fegefeuer. Jeder hat zwei Anteile, einen im Paradiese und einen im Fegefeuer; der Fromme, der sich verdient gemacht hat, erhält seinen Anteil und den Anteil seines Genossen im Paradiese; der Gottlose, der sich schuldig gemacht hat, erhält seinen Anteil und den Anteil seines Genossen im Fegefeuer. R. Mešaršeja sagte: Welche Schriftverse deuten hierauf? Von den Frommen heißt es:$fn169<i>darum werden sie nun Zweifaches in ihrem Lande erhalten,</i> und von den Gottlosen heißt es:$fn170<i>und mit doppelter Zerschmetterung zerschmettere sie.</i>"
Chagigah 15a:5,"Aber fragte nach seiner Ausartung R. Meír: Worauf deutet der Schriftvers :$fn171<i>Gold und Kristall kommen ihr nicht gleich, noch tauscht man sie ein für güldenes Geschirr</i>? Dieser erwiderte: Das sind die Worte der Tora, die schwer zu erwerben sind, wie Gold und güldenes Geschirr, und leicht zu verlieren sind, wie Kristallgeschirr. Da sprach jener: Dein Lehrer R. A͑qiba erklärte es anders : wie Gold- und Kristallgeschirr, wenn es zerbricht, hergestellt werden kann, ebenso gibt es für einen Schriftgelehrten, wenn er auch gesündigt hat, eine Gutmachung. Darauf sprach dieser: So tue auch du Buße! Jener erwiderte: Ich habe bereits hinter dem [himmlischen] Vorhange rufen gehört: <i>Kehret zurück, ihr abtrünnigen Söhne,</i> außer Aḥer."
Chagigah 15a:6,"Die Rabbanan lehrten: Einst ritt Aḥer am Šabbath auf einem Pferde und R. Meír folgte ihm, um die Tora aus seinem Munde zu lernen. Da sprach jener: Meír, kehre um, denn ich merke an den Schritten meines Pferdes, daß bis hier das Šabbathgebiet$fn172reicht – Kehre auch du um. – Ich habe dir ja bereits gesagt, daß ich hinter dem Vorhange gehört habe: <i>Kehret zurück, ihr abtrünnigen Söhne,</i> außer Aḥer. Da faßte er ihn und brachte ihn ins Lehrhaus. Da sprach jener zu einem Knaben: Sage mir deinen Schriftvers$fn173. Dieser erwiderte:$fn174<i>Keinen Frieden, spricht der Herr, gibt es für die Gottlosen.</i> Hierauf führte er ihn in ein anderes Lehrhaus, wo er abermals einen Knaben nach seinem Schriftverse fragte, und dieser erwiderte:$fn175<i>Ja, wolltest du dich auch mit Laugensalz waschen und viel Seife an dich verwenden, schmutzig bleibt doch deine Missetat vor mir.</i> Darauf führte er ihn in ein anderes"
Chagigah 15b:1,"Lehrhaus, wo er wiederum einen Knaben nach seinem Schriftverse fragte, und dieser erwiderte:$fn176<i>Was willst du nun tun, du Zerstörter? Magst du dich auch in Scharlach Meiden, magst du dich schmücken mit goldenem Schmucke, magst du deine Augen mit Bleiglanz schminken, umsonst machst du dich schön &amp;c</i>.Alsdann führte er ihn in ein anderes Lehrhaus, sodaß er ihn endlich in dreizehn Lehrhäuser führte, wo er immer Verse ähnlicher Art zur Antwort erhielt. Als er den letzten nach seinem Schriftverse fragte, erwiderte dieser :$fn177<i>Zum Gottlosen aber spricht Gott: Was hast du meine Satzungen herzuzählen &amp;c.</i> Dieser stotterte, und so glaubte er, er habe gesagt: <i>Zu Elišâ</i>$fn178<i>aber spricht Gott.</i> Manche erzählen, er habe bei sich ein Messer gehabt, ihn geschlitzt, und ihn$fn179in die dreizehn Lehrhäuser geschickt, und manche erzählen, er habe nur gesagt, hätte er ein Messer in der Hand, würde er ihn aufgeschlitzt haben."
Chagigah 15b:2,"Als die Seele Aḥers zur Ruhe einkehrte, sprachen sie: Weder wollen wir ihn bestrafen, noch komme er in die zukünftige Welt. Bestrafen wollen wir ihn nicht, da er sich mit der Tora befaßt hatte, und in die zukünftige Welt komme er ebenfalls nicht, da er gesündigt hat. Da sprach R. Meír : Lieber werde er bestraft und komme dann in die zukünftige Welt; sobald ich sterbe, lasse ich einen Rauch aus seinem Grabe$fn180aufsteigen. Nachdem die Seele R. Meírs zur Ruhe eingekehrt war, stieg ein Rauch aus dem Grabe Aḥers; da sprach R. Joḥanan: Es gehört eine Kraft dazu, seinen Lehrer zu verbrennen! Unter uns hatten wir einen und konnten ihn nicht retten; hätte ich ihn an der Hand gebracht, wer würde ihn mir abgenommen haben!? Darauf sprach er: Sobald ich sterbe, lasse ich den Rauch an seinem Grabe aufhören. Nachdem die Seele R. Joḥanans zur Ruhe eingekehrt war, hörte der Rauch am Grabe Aḥers auf. Da sprach ein Trauerredner über ihn : Selbst der Wächter an der Pforte$fn181konnte dir nicht entgegentreten, Meister! Einst trat die Tochter Aḥers vor Rabbi und sprach zu ihm: Meister, ernähre mich! Dieser fragte: Wessen Tochter bist du? Sie erwiderte: Die Tochter Aḥers. Da sprach er: Noch gibt es welche von seinen Nachkommen auf der Welt! Es heißt ja:$fn182<i>nicht Sproß bleibt ihm noch Schoß in seinem Volke, und kein Entronnener ist in seiner Behausung.</i> Hierauf rief sie: Denke doch seiner Tora und nicht seiner Taten! Da stieg sofort ein Feuer vom Himmel und erfaßte die Bank Rabbis. Da weinte Rabbi und sprach: Wenn so wegen derer, die sie verächtlich gemacht haben, um wieviel mehr wegen derer, die sie geachtet machen!"
Chagigah 15b:3,"Wieso durfte R. Meír aus dem Munde Aḥers die Tora lernen, Rabba b. Bar Ḥana sagte ja im Namen R.Joḥanans: Es heißt :$fn183<i>denn eines Priesters Lippen sollen sich an die rechte Lehre halten, und Unterweisung suche man aus seinem Munde, denn er ist der Gesandte des Herrn der Heerscharen</i>; wenn der Lehrer einem Gesandten des Herrn der Heerscharen gleicht, so suche man Unterweisung aus seinem Munde, wenn aber nicht, so suche man keine Unterweisung aus seinem Munde!? Reš Laqiš erwiderte: R. Meír fand einen Schriftvers, den er auslegte: $fn184<i>Neige dein Ohr und höre die Worte der Weisen, und richte dein Herz auf meine Erkenntnis;</i> es heißt also nicht: auf ihre Erkenntnis, sondern auf meine Erkenntnis. R. Ḥanina entnimmt dies hieraus:$fn185<i>höre, Tochter, und sieh und neige dein Ohr und vergiß dein Volk und dein Vaterhaus &amp;c</i>. – Die Verse widersprechen ja einander!? – Das ist kein Widerspruch; einer spricht von einem Erwachsenen$fn186und einer spricht von einem Unerwachsenen. Als R. Dimi kam, erzählte er : Im Westen sagen sie, R. Meír habe die Dattel gegessen und den Stein fortgeworfen."
Chagigah 15b:4,"Raba trug vor: Es heißt:$fn187<i>zum Nußgarten war ich hinabgegangen, die frischen Triebe des Tales zu schauen &amp;c.</i> Weshalb werden die Schriftgelehrten mit einer Nuß verglichen? Dies besagt: wie bei einer Nuß, auch wenn sie mit Kot und Mist beschmutzt ist, der Kern dennoch nicht widerlich wird, ebenso wird die Tora des Schriftgelehrten nicht verächtlich, auch wenn er gesündigt hat."
Chagigah 15b:5,"Rabba b. Šila traf Elijahu und fragte ihn: Was tut jetzt der Heilige, gepriesen sei er? Dieser erwiderte: Er trägt Lehren aus dem Munde aller Rabbanan vor, nicht aber aus dem Munde R. Meírs. Jener fragte: Weshalb? – Weil er Lehren aus dem Munde Aḥers gelernt hat. Jener entgegnete: Warum denn, R. Meír fand einen Granatapfel, aß die Frucht und warf die Steine fort!? Dieser erwiderte: Jetzt eben spricht er: Mein Sohn Meír sagte: Welche Wendung gebraucht die Göttlichkeit, wenn der Mensch Qual erleidet? Mein Kopf ist hin, mein Arm ist hin! Wenn nun der Heilige, gepriesen sei er, sich so schon wegen des Blutes der Gottlosen$fn188grämt, um wieviel mehr wegen des Blutes der Frommen, wenn es vergossen wird."
Chagigah 15b:6,"Šemuél traf R. Jehuda auf den Türriegel gelehnt weinen. Da sprach er zu ihm: Scharfsinniger, weshalb weinst du? Dieser erwiderte: Ist denn geringfügig, was von den Schriftgelehrten geschrieben steht :$fn189<i>wo ist der Zählende, wo ist der Wägende, wo ist, der die Türme abzählte? Wo ist der Zählende,</i> die die Buchstaben der Tora zählten; <i>wo ist der Wägende,</i> die Leichtes und Schweres$fn190in der Tora wogen; <i>wo ist, der die Türme abzählte</i>; die dreihundert Halakhoth über einen in der Luft schwebenden Schrank$fn191lehrten. Von Doég und Aḥitophel sagte R. Ami, daß sie inbetreff eines in der Luft schwebenden Schrankes dreihundert Fragen$fn192stellten. Ferner haben wir gelernt: Drei Könige und vier Gemeine$fn193haben keinen Anteil an der zukünftigen Welt. Wie wird es nun uns ergehen!? Da sprach jener: Scharfsinniger, ein Wurm nagte in ihren Herzen$fn194. – Was tat Aḥer? – Griechische Lieder hörten aus seinem Munde nicht auf. Man erzählt von Aḥer, daß, als er im Lehrhause aufstand, zahlreiche minäische Bücher aus seinem Schoße fielen."
Chagigah 15b:7,"Nimos der Weber fragte R. Meír: Kommt jede Wolle, die in den Kessel kommt, auch [gefärbt]$fn195heraus? Dieser erwiderte: Die vorher$fn196 rein war, kommt heraus, die vorher nicht rein war, kommt nicht heraus."
Chagigah 15b:8,"R. A͑qiba stieg in Frieden hinauf und kam in Frieden herunter. Über ihn spricht die Schrift :$fn197<i>zieh mich dir nach, laß uns laufen.</i> Auch R. A͑qiba wollten die Dienstengel zurückstoßen, da sprach der Heilige, gepriesen sei er, zu ihnen: Lasset diesen Greis, er ist würdig, sich meiner"
Chagigah 16a:1,"Ehre zu bedienen. – Aus welchem Schriftverse erforschte er es$fn198? Rabba b. Bar Ḥana erwiderte im Namen R. Joḥanans :$fn199<i>Er kam von heiligen Myriaden her;</i> er ist ausgezeichnet unter seinen Myriaden$fn200. R. Abahu sagte:$fn201<i>Hervorragend unter den Myriaden;</i> er ist gekennzeich net unter seinen Myriaden. Reš Laqiš sagte :$fn202<i>Herr der Heerscharen ist sein Name;</i> er ist Herr in seinem Heere. R. Ḥija b. Abba sagte im Namen R. Joḥanans :$fn203<i>Der Herr war nicht in dem Sturmwinde; nach dem Sturmwinde kam ein Erdbeben; der Herr war nicht in dem Erobeben; nach dem Erdbeben kam ein Feuer; der Herr war nicht in dem Feuer. Nach dem Feuer aber ließ sich ein sanftes Säuseln vernehmen, und der Herr zog vorüber.</i>"
Chagigah 16a:2,"Die Rabbanan lehrten: Sechserlei wird von den Dämonen gesagt, in dreierlei gleichen sie den Dienstengeln und in dreierlei gleichen sie den Menschen. In dreierlei den Dienstengeln: sie haben Flügel, wie die Dienstengel, sie schwirren von einem Ende der Welt bis zum anderen Ende umher, wie die Dienstengel, und sie wissen, was sein wird, wie die Dienstengel. – ‘Sie wissen’, wie kommst du darauf!? – Vielmehr, sie hören es hinter dem [himmlischen] Vorhänge, wie die Dienstengel. In dreierlei den Menschen: sie essen und trinken, wie die Menschen, sie pflanzen sich fort, wie die Menschen, und sie sterben, wie die Menschen. Sechserlei wird von den Menschen gesagt, in dreierlei gleichen sie den Dienstengeln, und in dreierlei gleichen sie dem Vieh. In dreierlei den Dienstengeln: sie haben Verstand, wie die Dienstengel, sie gehen aufrecht, wie die Dienstengel, und sie sprechen die Heiligensprache, wie die Dienstengel. In dreierlei dem Vieh: sie essen und trinken, wie das Vieh, sie pflanzen sich fort, wie das Vieh, und sie werfen Kot aus, wie das Vieh."
Chagigah 16a:3,"W<small>ER ÜBER VIER</small> D<small>INGE NACHGRÜBELT, FÜR DEN WÄRE ES BESSER, ER WÄRE NIGHT ZUR</small> W<small>ELT GEKOMMEN</small> &amp;<small>C</small>. Allerdings nicht über das, was oben, was unten und was hinten [sich befindet], weshalb aber nicht über das, was vorn [sich befindet]; was war, war jal? R. Joḥanan und R. Elea͑zar erklärten beide: Ein Gleichnis. Ein König aus Fleisch und Blut befahl einst seinen Dienern, für ihn einen großen Palast auf einem Misthaufen zu bauen, und diese gingen und bauten ihn ihm. Der König aber wünschte nicht, daß man fortan den Misthaufen erwähne."
Chagigah 16a:4,"W<small>ER DIE</small> E<small>HRE SEINES</small> S<small>CHÖPFERS NIGHT SCHONT, FÜR DEN WÄRE ES BESSER, ER WÄRE NICHT ZUR</small> W<small>ELT GEKOMMEN</small>. Was ist damit gemeint? R. Abba erwiderte: Wenn jemand auf den Regenbogen schaut. R. Joseph erwiderte: Wenn jemand heimlich eine Sünde begeht. Wenn jemand auf den Regenbogen schaut, denn es heißt :$fn204<i>Gleich dem Regenbogen, der sich am Regentage im Gewölk zu zeigen pflegt, so war der Glanz ringsum anzusehen. So war die Erscheinung der Herrlichkeit des Herrn anzusehen.</i> R. Joseph sagte, wenn jemand heimlich eine Sünde begeht, nach einer Lehre R. Jiçḥaqs, denn R. Jiçḥaq sagte: Wenn jemand heimlich eine Sünde begeht, so ist es ebenso, als würde er die Füße der Göttlichkeit verdrängen, denn es heißt:$fn205<i>so spricht der Herr: Der Himmel ist mein Thron und die Erde meiner Füße Schemel.</i> – Dem ist ja aber nicht so, R. Elea͑ der Greis sagte ja: Sieht jemand, daß sein böser Trieb sich seiner bemächtigt, so gehe er nach einem Orte, wo man ihn nicht kennt, kleide sich schwarz, hülle sich schwarz und folge dem Triebe seines Herzens, nur entweihe er den göttlichen Namen nicht öffentlich!? – Das ist kein Einwand; eines, wenn er seinen Trieb beugen kann, und eines, wenn er seinen Trieb nicht beugen kann."
Chagigah 16a:5,"R. Jehuda b. Naḥmani, der Dolmetsch des Reš Laqiš, trug vor : Wer auf drei Dinge schaut, dessen Augen werden stumpf: auf den Regenbogen, auf den Fürsten und auf die Priester$fn206. Auf den Regenbogen, denn es heißt: <i>gleich dem Regenbogen, der sich am Regentage im Gewölk zu zeigen pflegt &amp;c. so war die Erscheinung der Herrlichkeit des Herrn anzusehen.</i> Auf den Fürsten, denn es heißt :$fn207<i>und du sollst von deiner Hoheit auf ihn legen.</i> Auf die Priester, zur Zeit, wo der Tempel bestanden hat und sie auf der Estrade standen und die Jisraéliten mit dem deutlich [ausgesprochenen]$fn208Gottesnamen segneten."
Chagigah 16a:6,"R. Jehuda b. Naḥmani, der Dolmetsch des Reš Laqiš, trug vor : Es heißt :$fn209<i>glaubt nicht an einen Freund, verlaßt euch nicht auf einen Vertrauten</i>. Wenn der böse Trieb zu dir spricht: Sündige, der Heilige, gepriesen sei er, wird es dir vergeben, so glaube dies nicht, denn es heißt: <i>glaubt nicht an einen rea͑ [Freund],</i> Rea͑ ist nichts anderes, als der böse Trieb, denn es heißt :$fn210<i>denn der Trieb des Menschen ist böse [ra͑],</i> und Vertrauter ist kein anderer, als der Heilige, gepriesen sei er, denn es heißt :$fn211<i>der Vertraute meiner Jugend bist du.</i> Vielleicht sagst du: Wer zeugt gegen mich? Die Steine seines Hauses und die Balken seines Hauses zeugen gegen den Menschen, denn es heißt:$fn212<i>denn der Stein wird es aus der Wand heraus schreien, und die Sparren aus dem Holzgerüste werden es zurufen.</i> Die Weisen sagten: Die Seele des Menschen zeugt gegen ihn, denn es heißt :$fn213<i>wahre die Pforten deines Mundes vor der, die in deinem Busen liegt.</i> Was ist es, das im Busen des Menschen liegt? Die Seele. R. Zeriqa sagte : Die zwei den Menschen begleitenden Dienstengel zeugen gegen ihn, denn es heißt :$fn214<i>denn seine Engel entbietet er [gegen] dich, die dich auf allen deinen Wegen begleiten.</i> Die Weisen sagen: Die Glieder des Menschen zeugen gegen ihn, denn es heißt:$fn215<i>ihr seid meine Zeugen. Spruch des Herrn, und ich bin Gott.</i>"
Chagigah 16a:7,"<sup>ii</sup> <b>J</b><small>OSE B.</small> J<small>OËZER SAGT, MAN STÜTZE</small>$fn216<small>NICHT,</small> J<small>OSEPH B.</small> J<small>OḤANAN SAGT, MAN STÜTZE.</small> J<small>EHOŠUA͑ B.</small> P<small>ERAḤJA SAGT, MAN STÜTZE NICHT,</small> N<small>ITAJ AUS</small> A<small>RBEL SAGT, MAN STÜTZE.</small> J<small>EHUDA B. ṬABAJ SAGT, MAN STÜTZE NICHT,</small> Š<small>IMO͑N B</small>. Š<small>AṬaḤ SAGT, MAN STÜTZE</small>. Š<small>EMA͑JA SAGT, MAN STÜTZE, UND</small> P<small>TOLLION SAGT, MAN STÜTZE NICHT</small>. H<small>ILLEL UND</small> M<small>ENAḤEM STRITTEN HIERÜBER NICHT; ALS ABER</small> M<small>ENAḤEM AUSSCHIED UND</small> Š<small>AMMAJ EINTRAT, SAGTE</small> Š<small>AMMAJ, MAN STÜTZE NICHT, UND</small> H<small>ILLEL SAGTE, MAN STÜTZE</small>. D<small>IE ERSTEREN</small>$fn217<small>WAREN</small> F<small>ÜRSTEN</small>,"
Chagigah 16b:1,<small>DIE LETZTEREN WAREN</small> G<small>ERICHTSOBERHÄUPTER</small>.
