Index Title,Nedarim
Nedarim 38a:8,"<sup>iii,2</sup><b>F</b><small>ERNER DARF ER SEINE</small> F<small>RAU UND SEINE</small> K<small>INDER VERPFLEGEN</small>, <small>OBGLEICH JENER ZU IHRER</small> V<small>ERPFLEGUNG VERPFLICHTET$fn120IST</small>; <small>JEDOCH DARF ER SEIN</small> V<small>IEH</small>$fn121<small>NICHT FÜTTERN</small>, <small>OB EIN REINES ODER EIN UNREINES</small>. R. E<small>LIÉZER SAGT</small>, <small>ER DÜRFE DAS UNREINE FÜTTERN</small>, <small>NIGHT ABER DAS REINE</small>. S<small>IE SPRACHEN ZU IHM</small>: W<small>ELCHEN</small> U<small>NTERSCHIED GIBT ES ZWISCHEN EINEM UNREINEN UND EINEM REINEN</small>? E<small>R ERWIDERTE IHNEN</small>: V<small>ON EINEM REINEN GEHÖRT DIE</small>"
Nedarim 38b:1,"S<small>EELE DEM</small> H<small>IMMEL UND DER</small> K<small>ÖRPER IHM</small>, <small>VON EINEM UNREINEN GEHÖREN</small>$fn122 S<small>EELE UND</small> K<small>ÖRPER DEM</small> H<small>IMMEL</small>. J<small>ENE ENTGEGNETEN IHM</small>: A<small>UCH VON EINEM UNREINEN GEHÖRT DIE</small> S<small>EELE DEM</small> H<small>IMMEL UND DER</small> K<small>ÖRPER IHM</small>, <small>DENN WENN ER WILL</small>, <small>KANN ER ES AN</small> N<small>ICHTJUDEN VERKAUFEN ODER</small> H<small>UNDEN ZUM</small> F<small>RESSEN GEBEN</small>."
Nedarim 38b:2,"GEMARA. R. Jiçḥaq b. Ḥananja sagte im Namen R. Honas: Wenn einem der Genuß von seinem Nächsten abgelobt ist, so darf er an ihn seine Tochter verheiraten. R. Zera wandte ein: In welchem Falle: wollte man sagen, wenn das Vermögen des Vaters der Braut dem Bräutigam verboten ist, so gibt er ihm ja eine Magd zur Bedienung$fn123, und wollte man sagen, wenn das Vermögen des Bräutigams dem Vater der Braut verboten ist, so sagten sie ja noch mehr, daß er nämlich seine Frau und seine Kinder verpflegen darf, obgleich jener zu ihrer Verpflegung verpflichtet ist, und du sagst, er dürfe an ihn seine Tochter$fn124verheiraten!? – Tatsächlich, wenn das Vermögen des Vaters der Braut dem Bräutigam verboten ist, dies gilt aber von einer mannbaren, auf ihren$fn125Wunsch. Desgleichen wird gelehrt: Wenn einem der Genuß von seinem Nächsten abgelobt ist, so darf er an ihn seine Tochter nicht verheiraten, wohl aber darf er an ihn seine mannbare Tochter auf ihren Wunsch verheiraten."
Nedarim 38b:3,"R. Ja͑qob sagte: Wenn jemand seinem Sohne zum Torastudium den Genuß$fn126abgelobt, so darf er ihm ein Faß Wasser füllen und ein Licht anzünden; R. Jiçḥaq sagt, auch einen kleinen Fisch braten$fn127."
Nedarim 38b:4,"R. Jirmeja sagte im Namen R. Joḥanans: Wenn einem der Genuß von seinem Nächsten abgelobt ist, so darf dieser ihm einen Friedensbecher zum Trinken reichen. – Was ist dies? – Hier erklärten sie: ein Becher beim Trauer[mahle], im Westen erklärten sie: ein Becher im Badehause."
Nedarim 38b:5,"J<small>EDOCH DARF ER SEIN</small> V<small>IEH NIGHT FÜTTERN</small>, <small>OB</small> &amp;<small>C</small>. Es wird gelehrt: Jehošua͑ aus U͑za sagte: Er darf seine kenaa͑nitischen Sklaven und Sklavinnen verpflegen, nicht aber sein Vieh füttern, ob ein unreines oder ein reines. – Weshalb? – Kenaa͑nitische Sklaven und Sklavinnen sind zur Dienstleistung bestimmt, ein Vieh aber ist zur Mast bestimmt$fn121."
Nedarim 38b:6,"<sup>iv,1</sup><b>W</b><small>ENN EINEM DER</small> G<small>ENUSS VON SEINEM</small> N<small>ÄCHSTEN ABGELOBT IST UND ER IHM EINEN</small> K<small>RANKENBESUCH MACHT</small>, <small>SO DARF ER BEI IHM STEHEN UND NICHT SITZEN</small>; <small>ER DARF IHM EINE SEELISCHE</small> H<small>EILUNG ANGEDEIHEN LASSEN</small>, <small>ABER KEINE GELDLICHE</small> H<small>EILUNG</small>."
Nedarim 38b:7,GEMARA. Von welchem Falle wird hier gesprochen: ist das Vermögen
Nedarim 39a:1,"des Besuchenden dem Kranken verboten, so sollte auch das Sitzen [erlaubt] sein, und ist das Vermögen des Kranken dem Besuchenden verboten, so sollte auch das Stehen nicht [erlaubt]$fn128sein!? Šemuél erwiderte: Tatsächlich, wenn das Vermögen des Besuchenden dem Kranken verboten ist, und zwar in Orten, wo man eine Belohnung für das Sitzen$fn129 und nicht für das Stehen erhält. – Wieso ist dies ausgemacht$fn130!? – Er lehrt uns folgendes: auch in Orten, wo eine Belohnung gezahlt wird, darf man sie nur für das Sitzen annehmen, nicht aber für das Stehen. Wenn du aber willst, sage ich: wie R. Šimo͑n b. Eljaqim erklärt hat: weil er beim Stehen verweilen$fn131könnte, ebenso hierbei, weil er beim Sitzen verweilen könnte. U͑la erwiderte: Tatsächlich, wenn das Vermögen des Kranken dem Besuchenden verboten ist, wenn er es ihm aber nicht bis aufs Leben abgelobt hat$fn132. – Demnach sollte auch das Sitzen [erlaubt] sein!? – Es ist auch stehend möglich. Man wandte ein: Ist er erkrankt, so darf er ihn besuchen, ist sein Sohn erkrankt, so darf er sich [nach ihm] auf der Straße erkundigen. Erklärlich ist dies nach U͑la, welcher erklärt, wenn das Vermögen des Kranken dem Besuchenden verboten ist, und er es ihm nicht bis aufs Leben abgelobt hat, welchen Unterschied gibt es aber nach Šamuél, welcher erklärt, wenn das Vermögen des Besuchenden dem Kranken verboten ist, zwischen ihm und seinem Sohne!? – Er kann dir erwidern: unsere Mišna [spricht von dem Falle], wenn das Vermögen des Besuchenden dem Kranken verboten ist, und die Barajtha [von dem Falle], wenn das Vermögen des Kranken dem Besuchenden verboten ist. – Wieso ist dies ausgemacht$fn133!? Raba erwiderte:"
Nedarim 39b:1,"Šemuél war unsere Mišna schwierig: weshalb nur stehen und nicht sitzen? Doch wohl in dem Falle, wenn das Vermögen des Besuchenden dem Kranken verboten ist."
Nedarim 39b:2,"Reš Laqiš sagte: Wo ist der Krankenbesuch in der Tora angedeutet? Es heißt:$fn134<i>wenn, wie alle Menschen sterben, diese sterben, und das Verhängnis aller Menschen &amp;c</i>. – Wieso geht dies hieraus hervor? Raba erwiderte: Wenn diese wie alle anderen Menschen sterben, die nämlich krank auf ihrem Bette liegen, und alle Menschen sie besuchen, dann werden die Leute sagen, nicht der Herr hat mich zu diesen gesandt."
Nedarim 39b:3,"Raba trug vor:$fn135<i>Wenn aber der Herr Neues schafft</i>. Ist das Fegefeuer bereits erschaffen, so ist es recht, wenn aber nicht, so schafft es der Herr. – Dem ist ja aber nicht so, es wird ja gelehrt: Sieben Dinge wurden früher als die Welt erschaffen, und zwar: die Tora, die Buße, der E͑dengarten, das Fegefeuer, der Thron der Herrlichkeit, der Tempel und der Name des Messias. Die Tora, denn es heißt:$fn136<i>der Herr schuf mich als den Erstling seines Weges &amp;c</i>. Die Buße, denn es heißt:$fn137<i>ehe die Berge geboren wurden, und kreiste &amp;c. führtest du den Sterblichen bis zur Zerknirschung &amp;c</i>. Der E͑dengarten, denn es heißt:$fn138<i>der Herr, Gott, hatte einen Garten in E͑den gepflanzt von früher</i>$fn139<i>her &amp;c</i>. Das Fegefeuer, denn es heißt:$fn140<i>denn gerüstet seit gestern ist eine Brandstätte</i>. Der Thron der Herrlichkeit, denn es heißt:$fn141<i>fest ist dein Thron von jeher</i>. Der Tempel, denn es heißt:$fn142<i>ein Thron der Herrlichkeit, eine Höhe von Anbeginn</i>. Der Name des Messias, denn es heißt:$fn143<i>es sei sein Name von ewig her &amp;c</i>. – Vielmehr, er meinte es wie folgt: ist ihm eine Öffnung bereits erschaffen worden, so ist es recht, wenn aber nicht, so schafft sie der Herr. – Es heißt ja aber:$fn144<i>nichts Neues gibt es unter der Sonne</i>!? – Er meinte es wie folgt: ist die Öffnung nicht in dieser Nähe, so bringt er sie nahe."
Nedarim 39b:4,"Raba trug vor, manche sagen, im Namen R. Jiçḥaqs: Es heißt: $fn145<i>Sonne und Mond blieben stehen in ihrer Wohnung</i>. Was wollen Sonne und Mond in der Wohnung, sie sind ja in die Veste$fn146gesetzt? Dies lehrt, daß Sonne und Mond von der Veste in die Wohnung stiegen und vor ihm sprachen: Herr der Welt, willst du dem Sohne A͑mrams Recht schaffen, so leuchten wir, wenn aber nicht, so leuchten wir nicht. In dieser Stunde schleuderte er gegen sie Pfeile und Wurfspieße und sprach zu ihnen: Tagtäglich bückt man sich vor euch, und ihr leuchtet; für meine Ehrung tretet ihr nicht ein, für die Ehrung eines [Menschen aus] Fleisch und Blut aber tretet ihr ein! Darum werden tagtäglich Pfeile und Wurfspieße gegen sie geschleudert, und erst dann leuchten sie, wie es heißt: $fn145<i>gegen das Licht gehen deine Pfeile &amp;c</i>."
Nedarim 39b:5,"Es wird gelehrt: Für den Krankenbesuch gibt es keine Grenze. Was heißt: keine Grenze? R. Joseph wollte erklären, es gebe keine Grenze für die Belohnung, da sprach Abajje zu ihm: Gibt es denn eine Grenze für die Belohnung aller anderen Gebote, es wird ja gelehrt: sei behutsam mit einem leichten Gebote, wie mit einem schweren, denn du kennst nicht die Belohnung für die Gebote!? Vielmehr, erklärte Abajje, auch der Große$fn147den Kleinen. Raba erklärte: Auch hundertmal täglich."
Nedarim 39b:6,"R. Aḥa b. Ḥanina sagte: Wer einen Kranken besucht, nimmt ihm den sechzigsten Teil seines Leidens ab. Sie sprachen zu ihm: Demnach können ihn ja sechzig Personen besuchen und ihn herstellen!? Dieser erwiderte: Wie beim Zehntel Rabbis, und zwar gilt dies von einem Wahlverwandten. Es wird nämlich gelehrt: Rabbi sagte: Eine Tochter, die$fn148 vom Vermögen der Brüder unterhalten wird, erhält$fn149ein Zehntel des Vermögens$fn150. Sie sprachen zu Rabbi: Nach deiner Ansicht erhält, wenn jemand zehn Töchter und einen Sohn hinterlassen hat, der Sohn neben den Töchtern überhaupt nichts!? Dieser erwiderte: Die erste erhält ein Zehntel des Vermögens, die andere von dem, was zurückbleibt, die dritte, von dem, was zurückbleibt, sodann teilen sie gleichmäßig."
Nedarim 39b:7,"Einst erkrankte R. Ḥelbo, da ging R. Kahana hinaus und ließ ausrufen:"
Nedarim 40a:1,"Mit R. Ḥelbo steht es schlimm; ist niemand da, der ihn besucht!? Er sprach dann zu ihnen: Hat es sich ja ereignet, daß einst einer der Schüler R. A͑qibas erkrankte, und da niemand der Weisen ihn besuchen ging, ging R. A͑qiba ihn besuchen, und da man ihn betraute und wartete, genas er. Da sprach er zu ihm: Meister, du hast mir das Leben erhalten. Hierauf ging R. A͑qiba hinaus und trug vor: Wenn jemand keinen Kranken besucht, so ist es ebenso, als würde er Blut vergießen."
Nedarim 40a:2,"Als R. Dimi kam, sagte er: Wer den Kranken besucht, verursacht, daß er lebe, und wer den Kranken nicht besucht, verursacht, daß er sterbe. – Wieso verursacht: wollte man sagen, wer den Kranken besucht, bittet für ihn um Erbarmen, daß er lebe, und wer den Kranken nicht besucht, bittet für ihn, daß er sterbe; wieso, daß er sterbe!? – Vielmehr, wer den Kranken nicht besucht, bittet auch für ihn nicht um Erbarmen, weder daß er lebe noch daß er sterbe."
Nedarim 40a:3,"Wenn Raba erkrankte, befahl er ihnen am ersten Tage, es niemand zu sagen, damit sein Glücksstern nicht geschwächt$fn151 werde; später aber sprach er zu ihnen: Geht und macht dies auf der Straße bekannt; wer mir Feind ist, freue sich, und es heißt:$fn152<i>wenn dein Feind fällt, freue dich nicht</i>$fn153<i>&amp;c</i>., und wer mir Freund ist, flehe für mich um Erbarmen."
Nedarim 40a:4,"Rabh sagte: Wer einen Kranken besucht, wird vom Strafgerichte des Fegefeuers errettet, denn es heißt:$fn154<i>heil dem, der sich des Dürftigen annimmt, am Tage des Unglücks wird der Herr ihn retten</i>, und unter Dürftigen ist ein Kranker zu verstehen, denn es heißt:$fn155<i>vom Trumme</i>$fn156 <i>schneidet er mich</i>. Oder aus folgendem Schriftverse:$fn157 <i>Warwm bist du so dürftig, Sohn des Königs, einen Morgen wie den anderen &amp;c</i>. Und unter Unglück ist das Fegefeuer zu verstehen, denn es heißt:$fn158<i>alles schuf der Herr zu seiner Bestimmung, auch den Frevler für den Tag des Unglücks</i>. Was ist seine Belohnung, wenn er ihn besucht? – ‘Was ist seine Belohnung’, wir sagten ja eben, er werde vom Strafgerichte des Fegefeuers errettet!? – Vielmehr, was ist seine Belohnung auf dieser Welt? –$fn159<i>Der Herr wird ihn behüten und erhalten, und glücklich gepriesen wird er im Lande, und du gibst ihn nicht hin der Rachgier seiner Feinde. Der Herr wird ihn behüten</i>, vor dem bösen Triebe; <i>und erhalten</i>, vor Züchtigungen [schützen]; <i>gepriesen wird er im Lande</i>, alle rühmen sich seiner; <i>du gibst ihn nicht hin der Rachgier seiner Feinde</i>, es gesellen sich ihm Freunde, wie die des Naa͑man, die seinen Aussatz$fn160 heilten, nicht aber gesellen sich ihm Freunde, wie die des Reḥabea͑m, die sein Königreich aufteilten$fn161."
Nedarim 40a:5,"Es wird gelehrt: R. Šimo͑n b. Elea͑zar sagte: Wenn Junge dich bauen heißen und Greise dich niederreißen heißen, so höre auf die Greise und nicht auf die Jungen, denn das Bauen der Jungen ist ein Niederreißen und das Niederreißen der Greise ist ein Bauen. Als Merkzeichen diene dir Reḥabea͑m, der Sohn Šelomos$fn161."
Nedarim 40a:6,"R. Šiša, Sohn des R. Idi, sagte: Man besuche einen Kranken weder in den ersten drei Stunden noch in den letzten drei Stunden des Tages, damit man nicht unterlasse, um Erbarmen [zu flehen]. In den ersten drei Stunden fühlt er sich wohl, und in den letzten ist seine Krankheit am schwersten$fn162."
Nedarim 40a:7,"Rabin sagte im Namen Rabhs: Woher, daß der Heilige, gepriesen sei er, den Kranken pflegt? Es heißt:$fn163<i>der Herr stützt ihn auf dem Schmerzenslager &amp;c.</i>"
Nedarim 40a:8,"Ferner sagte Rabin im Namen Rabhs: Woher, daß die Göttlichkeit über dem Lager des Kranken weilt? Es heißt: <i>der Herr stützt ihn auf seinem Schmerzenslager</i>. Ebenso wird gelehrt: Wer einen Kranken besucht, setze sich nicht auf ein Bett noch auf eine Bank noch auf einen Stuhl, sondern hülle sich ein und setze sich auf die Erde, weil die Göttlichkeit über dem Lager des Kranken weilt, denn es heißt: <i>der Herr stützt ihn auf dem Schmerzenslager</i>."
Nedarim 40a:9,"Ferner sagte Rabin im Namen Rabhs: Der Euphrat ist ein bedeutender Zeuge des Regens$fn164im Westen. Er streitet gegen Šemuél, denn Šemuél sagte, der Fluß werde von seinen eigenen Felsen$fn165gesegnet. Aber Šemuél befindet sich im Widerspruch mit sich selbst, denn Šemuél sagte, das fließende Wasser sei nicht$fn166reinigend, ausgenommen der Euphrat"
Nedarim 40b:1,in den Tagen des Tišri$fn167· Der Vater Šemuéls errichtete für seine Töchter Tauchbäder in den Tagen des Nisan$fn168und [besorgte] Matten in den Tagen des Tišri$fn169.
Nedarim 40b:2,"R. Ami sagte im Namen Rabhs: Es heißt:$fn170<i>und du Menschensohn, mache dir Auswanderungsgeräte</i>; das sind Leuchte, Schüssel und Lederdecke."
Nedarim 41a:1,"$fn171<i>Und Mangel an allem</i>. R. Ami sagte im Namen Rabhs: Ohne Leuchte und ohne Tisch. R. Ḥisda sagte: Ohne Frau. R. Šešeth sagte: Ohne Diener$fn172. R. Naḥman sagte: Ohne Verstand. Es wird gelehrt: Ohne Salz und ohne Fettmasse. Ahajje sagte: Es ist uns überliefert, unter arm sei nur einer an Verstand zu verstehen. Im Westen sagten sie: Bei wem dies ist, bei dem ist alles, bei wem dies nicht ist, was ist bei ihm? Wer dies erworben hat, was fehlt ihm, wer dies nicht erworben hat, was hat er?"
Nedarim 41a:2,"R. Alexandra sagte im Namen des R. Ḥija b. Abba: Der Kranke steht nicht eher von seiner Krankheit auf, als bis man ihm all seine Sünden vergeben hat, denn es heißt:$fn173<i>der all deine Sünden vergibt, der all deine Krankheiten heilt</i>. R. Hamnuna sagte: Er erlangt seine Jugend zurück, denn es heißt:$fn174<i>feist wird sein Fleisch von Jugendfrische, er kehrt in die Tage seiner Jugend zurück</i>."
Nedarim 41a:3,"$fn175<i>Sein ganzes Bett kehrst du um in seiner Krankheit</i>. R. Joseph sagte: Dies besagt, daß er sein Studium vergißt. R. Joseph war nämlich krank gewesen und hatte sein ganzes Studium vergessen, und Abajje wiederholte es vor ihm. Deshalb heißt es an vielen Stellen: R. Joseph sprach: Ich hörte diese Lehre nicht. Und Abajje sprach zu ihm: Du selbst sagtest sie uns, und du hast sie aus folgender Barajtha entnommen."
Nedarim 41a:4,"Als Rabbi seine Lehre auf dreizehn Arten studiert hatte, lehrte er sieben von ihnen R. Ḥija. Nachdem Rabbi erkrankt war, wiederholte ihm R. Ḥija die sieben Arten, die er ihn lehrte, sechs aber gingen verloren. Nun war da ein Walker, der Rabbi bei seinem Studium zuzuhören pflegte; an diesen wandte sich R. Ḥija und lernte sie bei ihm, dann wiederholte er sie vor Rabbi. Als Rabbi jenen Walker sah, sprach Rabbi zu ihm: Du hast mich und Ḥija hergestellt$fn176. Manche sagen, er sprach zu ihm wie folgt: Du hast Ḥija hergestellt und Ḥija mich."
Nedarim 41a:5,"Ferner sagte R. Alexandri im Namen des R. Ḥija b. Abba: Größer ist das Wunder, das einem Kranken geschieht, als das Wunder, das Ḥananja, Mišaél und A͑zarja geschehen war. Bei Ḥananja, Mišaél und A͑zarja war es ein gemeinsames$fn177Feuer, und jeder konnte es löschen, das [Fieber] des Kranken aber ist ein himmlisches, und wer kann es löschen?"
Nedarim 41a:6,"Ferner sagte R. Alexandri im Namen des R. Ḥija b. Abba, und wie manche sagen, im Namen des R. Jehošua͑ b. Levi: Sobald des Menschen Ende heranreicht, hat jeder Gewalt über ihn, denn es heißt:$fn077<i>una wer mich trifft, wird mich töten</i>. Rabh entnimmt dies aus folgendem Schriftverse:$fn178<i>vor deinem Gerichte standen sie heute, denn alle sind deine Knechte</i>$fn179."
Nedarim 41a:7,"Einst erzählte man Rabba b. Šila, ein hochgewachsener Mann sei ums Leben gekommen; er ritt auf einem kleinen Füllen, und als er an eine Brücke herankam, scheute es und warf ihn ab, infolgedessen er starb. Da las er über ihn: <i>vor deinem Gerichte standen sie heute</i>."
Nedarim 41a:8,"Einst sah Šemuél einen Skorpion auf einem Frosche sitzen, und dieser brachte ihn über einen Fluß, wo er einen Menschen biß, der infolgedessen starb. Da las er über ihn: <i>vor deinem Gerichte standen sie heute</i>."
Nedarim 41a:9,"Šemuél sagte: Man soll einen Kranken nur dann besuchen, wenn er vom Fieber ergriffen ist. – Was schließt dies aus? – Dies schließt den Fall der folgenden Lehre aus: R. Jose b. Proṭo sagte im Namen des R. Elea͑zar: Man besuche keinen Kranken, der an Leibschmerzen, Augenschmerzen oder Kopfschmerzen leidet. – Allerdings an Leibschmerzen, weil es ihm genant$fn180ist, weshalb aber, wenn an Augenschmerzen oder an Kopfschmerzen? – Wegen einer Lehre R. Jehudas, denn R. Jehuda sagte, das Sprechen sei bei Augen[schmerzen] schädlich und bei Fieber zuträglich."
Nedarim 41a:10,"Raba sagte: Wäre das Fieber nicht ein Vorbote des Todesengels, so würde es einmal in dreißig Tagen einen Schutz gewähren, wie die Dornen$fn181der"
Nedarim 41b:1,Dattelpalme oder wie Theriak dem Körper. R. Naḥman b. Jiçḥaq sagte: Weder er selbst noch seinen Theriak.
Nedarim 41b:2,"Rabba b. Jonathan sagte im Namen R. Jeḥiéls: A͑rsan ist der Heilung des Kranken zuträglich. – Was ist A͑rsan? R. Jonathan erklärte: Alte Graupen aus alter Gerste, die am Siebe$fn182zurückbleiben. Abajje sagte: Sie benötigen des Kochens wie Rindfleisch. R. Joseph erklärte: Feinmehl aus alter Gerste, das am Siebe zurückbleibt. Abajje sagte: Es benötigt des Kochens wie Rindfleisch."
Nedarim 41b:3,"R. Joḥanan sagte: Den Ruhrkranken besuche man nicht und man nenne nicht seinen Namen. – Weshalb? R. Elea͑zar erwiderte: Weil er einer sprudelnden Quelle$fn183gleicht. Ferner sagte R. Elea͑zar: Er heißt deshalb Burdos$fn184, weil er einer sprudelnden Quelle gleicht."
Nedarim 41b:4,"E<small>R DARF IHM EINE SEELISCHE</small> H<small>EILUNG ANGEDEIHEN LASSEN</small>, <small>NICHT ABER EINE GELDLICHE</small> H<small>EILUNG</small>. Wie ist dies zu verstehen: wollte man sagen, seelische Heilung heiße umsonst und geldliche Heilung heiße gegen Belohnung, so sollte er doch wie folgt lehren: er heile ihn umsonst, nicht aber gegen Belohnung!? – Vielmehr, seelische Heilung heißt: seinen Körper, geldliche Heilung heißt: sein Vieh. R. Zuṭra b. Ṭobija sagte im Namen Rabhs: Er darf ihm jedoch sagen, diese Mixtur sei ihm zuträglich, jene Mixtur sei ihm schädlich."
Nedarim 41b:5,"<sup>iv,2</sup><b>E</b><small>R DARF MIT IHM ZUSAMMEN IN EINER GROSSEN</small> W<small>ANNE BADEN</small>, <small>NICHT ABER IN EINER KLEINEN</small>$fn185; <small>AUCH DARF ER MIT IHM ZUSAMMEN IN EINEM</small> B<small>ETTE SCHLAFEN</small>. R. J<small>EHUDA SAGT</small>, <small>NUR IM</small> S<small>OMMER</small>, <small>NICHT ABER IN DER</small> R<small>EGENZEIT</small>, <small>WEIL ER IHM EINE</small> A<small>NNEHMLICHKEIT BEREITET</small>. F<small>ERNER DARF ER MIT IHM ZUSAMMEN AN EINEM</small> L<small>AGER LEHNEN UND MIT IHM ZUSAMMEN AN EINEM</small> T<small>ISCHE ESSEN</small>, <small>JEDOCH NICHT AUS DERSELBEN</small> S<small>CHÜSSEL</small>; <small>WOHL ABER AUS EINER HERUMGEREICHTEN</small> S<small>CHÜSSEL</small>."
Nedarim 41b:6,"GEMARA. Es wird gelehrt: Er darf nicht mit ihm zusammen in einer Wanne baden noch mit ihm zusammen in einem Bette schlafen, ob groß oder klein – so R. Meír. R. Jehuda sagt, in einem großen in der Regenzeit und in einem kleinen im Sommer sei es erlaubt. Er darf mit ihm zusammen in einer großen Wanne nur baden und in einer kleinen nur schwitzen. Wohl aber darf er mit ihm zusammen an einem Lager lehnen und mit ihm zusammen am selben Tische essen."
Nedarim 41b:7,"J<small>EDOCH NICHT AUS DERSELBEN</small> S<small>CHÜSSEL</small>, <small>WOHL ABER AUS EINER HERUMGEREICHTEN</small> S<small>CHÜSSEL</small>. R. Jose b. R. Ḥanina sagte: Aus der Schüssel, die zurück an den Hausherrn gereicht wird$fn186."
Nedarim 41b:8,"<sup>iv,3</sup>E<small>R DARF NICHT MIT IHM ZUSAMMEN AUS DEMSELBEN</small> K<small>ÜBEL ESSEN</small>, <small>DER VOR DEN</small> T<small>AGELÖHNERN STEHT</small>, <small>AUCH NICHT MIT IHM ZUSAMMEN AN EINER</small> F<small>ELDREIHE ARBEITEN</small> – <small>SO</small> R. M<small>EÍR</small>; <small>DIE</small> W<small>EISEN SAGEN</small>, <small>ER DÜRFE MIT IHM ZUSAMMEN ARBEITEN</small>, <small>JEDOCH ETWAS ENTFERNT</small>."
Nedarim 41b:9,"GEMARA. Sie stimmen überein, daß es nahe verboten ist, sie streiten nur, wenn entfernt. R. Meír ist der Ansicht, man berücksichtige bei der Ferne die Nähe, weil er ihm die Erde lockert, und die Rabbanan sind der Ansicht, man berücksichtige dies nicht."
Nedarim 41b:10,
Nedarim 42a:1,"<sup>v</sup><b>W</b><small>ENN EINEM VOR DEM</small> S<small>IEBENTJAHRE</small>$fn187<small>DER</small> G<small>ENUSS VON SEINEM</small> N<small>ÄCHSTEN ABGELOBT WORDEN IST</small>, <small>SO DARF ER</small>$fn188<small>SEIN</small> F<small>ELD NICHT BETRETEN</small>, <small>AUCH NICHT VON DEN ÜBERRAGENDEN</small> F<small>RÜCHTEN</small>$fn189<small>ESSEN</small>, <small>WENN ABER IM</small> S<small>IEBENTJAHRE</small>, <small>SO DARF ER SEIN</small> F<small>ELD NICHT BETRETEN</small>, <small>JEDOCH DARF ER VON DEN ÜBERRAGENDEN</small> F<small>RÜCHTEN</small>$fn190<small>ESSEN</small>. I<small>ST IHM VOR DEM</small> S<small>IEBENTJAHRE DIE</small> S<small>PEISE ABGELOBT WORDEN</small>, <small>SO DARF ER SEIN</small> F<small>ELD BETRETEN</small>, <small>JEDOCH NICHT VON DEN</small> F<small>RÜCHTEN ESSEN</small>; <small>WENN ABER IM</small> S<small>IEBENTJAHRE</small>, <small>SO DARF ER ES BETRETEN UND VON DEN</small> F<small>RÜCHTEN ESSEN</small>."
Nedarim 42a:2,"GEMARA. Rabh und Šemuél sagten beide: [Gelobte jemand] vor dem Siebentjahre: (diese) [meine] Güter seien dir verboten, so darf er, auch wenn das Siebentjahr herangereicht ist, sein Feld nicht betreten, auch von den überragenden Früchten nicht essen; gelobte er im Siebentjahre, so darf er sein Feld nicht betreten, jedoch darf er von den überragenden Früchten essen. R. Joḥanan und Reš Laqiš sagten beide: [Gelobte jemand] vor dem Siebentjahre: meine Güter seien dir verboten, so darf er sein Feld nicht betreten, auch von den überragenden Früchten nicht essen; ist das Siebentjahr herangereicht, so darf er sein Feld nicht betreten, jedoch darf er von den überragenden Früchten essen. Es wäre anzunehmen, daß ihr Streit in folgendem besteht: Rabh und Šemuél sind der Ansicht, man könne das, was in seinem Besitze ist, [für andere] verboten machen auch [für die Zeit], wo es aus seinem Besitze kommt, und R. Joḥanan und Reš Laqiš sind der Ansicht, man könne das, was in seinem Besitze ist, nicht [für andere] verboten machen [für die Zeit], wo es aus seinem Besitze kommt. – Glaubst du: gibt es denn jemand, der der Ansicht wäre, man könne das, was in seinem Besitze ist, nicht [für andere] verboten machen [für die Zeit], wo es aus seinem Besitze kommt? Wenn dem so wäre, so sollte sie über [die Wendung] ‘diese Güter’$fn191streiten, und um so mehr würde dies von [der Wendung] ‘meine Güter’ gelten!? Ferner wird ausdrücklich gelehrt, man könne das, was in seinem Besitze ist, [für andere] verboten machen auch [für die Zeit], wo es aus seinem Besitze kommt. Wir haben nämlich gelernt: Sagte jemand zu seinem Sohne: Qonam sei, was du von mir genießest, so beerbe er ihn, wenn er stirbt; [sagte er:] bei meinen Lebzeiten und nach meinem Tode, so darf er ihn, wenn er stirbt, nicht beerben. – Anders ist es"
Nedarim 42b:1,"hierbei, wo er ausdrücklich sagt: bei meinen Lebzeiten und nach meinem Tode. – Aber immerhin besteht ja ein Einwand$fn192!? – Vielmehr, über [die Wendung] ‘diese Güter’ streitet niemand$fn193, sie streiten nur über [die Wendung] ‘meine Güter’. Rabh und Šemuél sind der Ansicht, man könne sie [für andere] verboten machen, einerlei ob man ‘diese Güter’ oder man ‘meine Güter’ sagt, und R. Joḥanan und Reš Laqiš sind der Ansicht, man könne sie verboten machen, wenn man ‘[diese] Güter’ sagt, man könne sie aber nicht verboten machen, wenn man ‘meine Güter’ sagt. – Gibt es denn jemand, der der Ansicht wäre, es sei einerlei, ob man ‘diese Güter’ oder ‘meine Güter’ sagt, wir haben ja gelernt: Wenn jemand zu seinem Nächsten sagt: Qonam sei mir dein Haus, wenn ich es betrete, dein Feld, wenn ich es kaufe, so ist es ihm, wenn dieser stirbt oder er es einem anderen verkauft, erlaubt; wenn aber: dieses Haus, wenn ich es betrete, dieses Feld, wenn ich es kaufe so ist es ihm, auch wenn dieser stirbt oder es einem anderen verkauft, verboten. – Vielmehr, R. Joḥanan und Reš Laqiš lehren es von [der Wendung] ‘meine Güter’, und Rabh und Šemuél von [der Wendung] ‘diese Güter’, und sie streiten nicht."
