Index Title,Zevachim
Zevachim 69b:2,"GEMARA. Hält denn R. Meír nichts von [der Regel] ‘es genügt’, diese Regel stammt ja aus der Tora, denn es wird gelehrt: Ein Beispiel für [den Schluß vom] Leichteren auf das Schwerere.$fn106<i>Da sprach der Herr zu Moše: Hätle ihr Vater ihr ins Gesicht gespuckt &amp;c.</i> Man sollte vom Leichteren auf das Schwerere folgern, daß wegen [Beleidigung der] Göttlichkeit dies$fn107vierzehn Tage währen sollte, aher es genügt, wenn das Gefolgerte dem gleicht, wovon es gefolgert$fn108 wird. R.Jose h. R. Abin erwiderte: R. Meír fand einen Schriftvers, und legte ihn aus :$fn109<i>Dies ist das Gesetz über das Vieh und das Geflügel;</i> bei welchem Gesetze gleicht das Vieh dem Geflügel und das Geflügel dem Vieh? Ein Vieh ist ja$fn110durch Berühren und Tragen verunreinigend und ein Geflügel ist durch Berühren und Tragen nicht verunreinigend, ein Geflügel macht ja im Schlunde die Kleider unrein und ein Vieh macht im Schlunde die Kleider nicht unrein. Vielmehr besagt dies: wie bei einem Vieh das, was es zum Essen geeignet macht, das totverletzte von der Unreinheit enthebt, ebenso enthebt auch bei allem anderen das, was es zum Essen geeignet macht, das totverletzte von der Unreinheit. – Was ist der Grund R. Jehudas? – Auch er fand einen Schriftvers und legte ihn aus.$fn111<i>Aas und Totverletztes.</i> R. Jehuda sagte: Wozu wird dies vom Totverletzten gelehrt: ist ein Totverletztes lebensfähig, so wird dies$fn112ja vom Aas$fn113gelehrt, und ist ein Totverletztes$fn114nicht$fn115lebensfähig, so ist es ja im Aase einbegriffen? Vielmehr begreift dies das Totverletzte ein, daß es, wenn man es geschlachtet hat, verunreinigend$fn116ist. R. Šezbi sprach zu ihm: Es heißt ja auch:$fn117<i>und das Fett</i>$fn118<i>eines Aases und das Fett eines Totverletzten,</i> demnach sollte man auch hierbei sagen: ist ein Totverletztes lebensfähig, so wird dies ja vom Aase gelehrt, und ist ein Totverletztes nicht lebensfähig, so ist es ja im Aase einbegriffen, vielmehr begreife dies das Totverletzte ein, daß, wenn man es geschlachtet hat, das Fett rein ist. Demnach ist dieses selbst unrein, und dem widersprechend sagte R. Jehuda im Namen Rabhs, und wie manche sagen, wurde es in einer Barajtha gelehrt:$fn119<i>Wenn vom Vieh verendet,</i> manches [verendete] Vieh ist verunreinigend und manches ist nicht verunreinigend, nämlich ein Totverletztes, das man geschlachtet hat!? Vielmehr schließt [das Wort] <i>Totverletztes</i> ein unreines [Vieh] aus, nur die Art, bei der es ein Totverletz tes$fn120gibt, nicht aber die Art, bei der es kein Totverletztes gibt, ebenso schließt es auch hierbei$fn121einen unreinen Vogel aus, bei dessen Art es kein Totverletztes$fn122gibt. – Hinsichtlich des unreinen Vogels entnimmt es R. Jehuda aus [dem Worte] <i>Aas.</i> Es wird nämlich gelehrt : R. Jehuda sagte : Man könnte glauben, das Aas eines unreinen Vogels verunreinige im Schlunde die Kleider, so heißt es: $fn123<i>Aas und Totverletztes darf er nicht essen,</i> nur was als Aas verboten$fn124ist, ausgenommen das, was nicht als Aas, sondern als Unreines verboten$fn125ist."
Zevachim 70a:1,"– Auch hinsichtlich des anderen$fn126geht es$fn127ja hervor aus [den Worten]: <i>und das Fett eines Aases,</i> nur das, dessen Genuß als Fett und Aas$fn128verboten$fn129ist, ausgenommen das, dessen Genuß nicht als Fett und Aas, sondern als Unreines verboten$fn130ist!? - Vielmehr, [das Wort] <i>Totverletztes</i> schließt das Wild$fn131ein. Man könnte glauben, nur$fn132wenn das Fett verboten und das Fleisch erlaubt ist, ausgenommen aber ist dieses, von dem das Fett und das Fleisch erlaubt ist, so lehrt er uns$fn133. – Das Unreine$fn134 wohl deshalb, weil bei diesem das Fett sich vom Fleische nicht unterscheidet, und auch beim Wilde unterscheidet sich ja das Fett nicht vom Fleische$fn135!? Und ferner heißt es ja:$fn117<i>aber essen dürft ihr es nicht</i>$fn136!? Vielmehr, erklärte Abajje, [das Wort] <i>Totverletztes</i> ist an sich nötig, damit man nicht folgere: das Unreine ist lebend verboten und das Totverletzto ist lebend verboten, wie nun das Fett des Unreinen unrein ist, ebenso ist auch das Fett des Totverletzten unrein. – Demnach ist es ja auch dort$fn137an sich nötig, damit man nicht folgere: das unreine Geflügel ist zum Essen verboten und das totverletzte ist zum Essen verboten, wie nun das unreine Geflügel nicht verunreinigend ist, ebenso ist auch das totverletzte nicht verunreinigend!? Und wieso ist ferner hinsichtlich des Totverletzten vom Unreinen$fn138zu folgern, das Unrein© war niemals erlaubt, während das Totverletzte [vorher] erlaubt war!? Wolltest du erwidern, bei einem Totverletzten von der Geburt aus$fn139sei nichts einzuwenden, so gilt dies ja immerhin von der Art desselben. Vielmehr, erklärte Raba, die Tora bestimmt damit: es komme das Verbot des Aases und erstrecke sich auf das Verbot$fn140des Fettes, es komme das Verbot des Totverletzten und erstrecke sich auf das Verbot des Fettes. Und beides ist nötig. Würde er es nur vom Aase gelehrt haben, [so könnte man glauben,] weil es verunreinigend ist, nicht aber gilt dies vom Tot verletz ten. Und würde er es nur vom Totverletzten gelehrt haben, [so könnte man glauben,] weil es bereits lebend verboten war, nicht aber gilt dies vom Aase. Daher ist beides nötig. – Wofür verwendet R. Meír [das Wort] <i>Totverletztes? –</i> Dieses schließt das innerhalb Geschlachtete$fn141aus. – Und R. Jehuda!? – [Das Wort] <i>Totverletztes</i> kommt nochmals$fn142vor. – Und R. Meír!? – Eines schließt das innerhalb Geschlachtete aus und eines schließt das unreine Geflügel aus. – Und R. Jehuda ! ? – Er entnimmt dies aus [dem Worte] <i>Aas</i>$fn143. – Wofür verwendet R. Meír [das Wort] <i>Aas</i>!? – Daß hierbei Olivengröße erforderlich$fn144ist, wie beim Essen. – Dies ist ja schon aus dem ersten Verse$fn145zu entnehmen, da der Allbarmherzige vom Essen spricht!? – Eines deutet, daß dies von Olivengröße gilt, wie beim Essen, und eines, daß dies nur vom Zeiträume des Essens gilt, während man ein Per as essen$fn146kann. Man könnte nämlich glauben, da dies$fn147ein Novum ist, so erfolge die Verunreinigung, auch wenn [das Essen] länger dauert, als man ein Peras essen kann, so lehrt er uns."
Zevachim 70a:2,"Die Rabbanan lehrten:<sup>117</sup><i>Das Fett eines Aases und das Fett eines Totverletzten;</i> die Schrift spricht vom Fette eines reinen Viehs. Du sagst, die Schrift spreche vom Fette eines reinen Viehs, vielleicht ist dem nicht so, sondern vom Fette eines unreinen Viehs? Ich will dir sagen, das Geschlachtete ist rein und das Fett ist rein, wie die Reinheit des Geschlachteten sich nur auf das reine und nicht auf das unreine [Vieh] erstreckt, ebenso erstreckt sich auch die Reinheit des Fettes nur auf das reine und nicht auf das unreine. Oder aber wie folgt: das Aas wird als rein$fn148erklärt und das Fett wird als rein erklärt, wie nun die Reinheit des Aases sich auf das unreine und nicht auf das reine bezieht, ebenso bezieht sich auch die Reinheit des Fettes auf das unreine und nicht auf das reine."
Zevachim 70b:1,"Ich will dir sagen, wenn du auf die eine Weise deduzierst, so bezieht es sich auf das reine, und wenn du auf die andere Weise deduzierst, so bezieht es sich auf das unreine, daher heißt es <i>Totverletztes</i>, nur wenn es bei dessen Art Totverletztes gibt; auszuschließen ist das unreine, bei dessen Art es kein Totverletztes gibt, und nicht auszuschließen ist das Wild, bei dessen Art es Totverletztes gibt. Ferner heißt es: <i>aber essen dürft ihr es nicht,</i> von dem das Fett verboten und das Fleisch erlaubt ist, ausgenommen ist das Wild, von dem das Fett und das Fleisch erlaubt sind. R. Aḥa b. Abba sprach zu Raba: Demnach ist nur das Aas eines reinen Viehs verunreinigend und nicht das Aas eines unreinen Viehs!? Dieser erwiderte: Wie können so viele Greise dies mißverstehen!? Der Schlußsatz spricht vom Aase eines unreinen Vogels$fn149."
Zevachim 70b:2,"R. Joḥanan sagte: Nach R. Meírsind nur fehlerfreie$fn150rein, nicht aber fehlerbehaftete. R. Elea͑zar aber sagte, auch fehlerbehaftete. Es wurde auch gelehrt; R. Bebaj sagte im Namen R. Elea͑zars: Nach R. Meír sind auch fehlerbehaftete rein, und sogar Gänse und Hühner$fn151."
Zevachim 70b:3,"R. Jirmeja fragte: Wie ist es, wenn man einer Ziege das Genick gebrochen$fn152hat? Gilt dies nur von Gänsen und Hühnern, weil sie zur Art Geflügel$fn153gehören, nicht aber von einer Ziege, die nicht zur Art des Kalbes$fn154gehört, oder aber, sie gehört ja zur Art Vieh? R. Dimi saß und trug diese Lehre vor; da sprach Abajjc zu ihm: Demnach ist das genickgebrochene Kalb rein? Dieser erwiderte: Freilich, in der Schule R. Jannajs sagten sie: bei diesem wird [das Wort] <i>Sühne</i> gebraucht wie bei den Opfern. R. Nathan, der Vater des R. Hona b. Nathan, wandte ein: <i>Aber essen dürft ihr es nicht;</i> ich weiß dies nur vom Fette, das zum Essen verboten und zur Nutznießung erlaubt ist, woher dies von dem des gesteinigten Ochsen$fn155und des genickgebrochenen$fn156Kalbes? Es heißt <i>jedes Fett.</i> Wenn man nun sagen wollte, das genickgebrochene Kalb sei rein, so wäre ja dieses selbst rein und dessen Fett$fn157unrein!? – Hinsichtlich des Falles, wenn man ihm das Genick gebrochen hat, ist dies nicht nötig, nötig ist es nur hinsichtlich des Falles, wenn man es geschiachtet$fn158hat. – Das Schlachten sollte es ja von der Unreinheit des Aases$fn159entheben!? – In dem Falle, wenn es verendet$fn160ist. – Demnach$fn161ist es schon bei Lebzeiten verboten? – Freilich. R. Jannaj sagte auch : Ich hörte diesbezüglich$fn162eine Zeimestimmung, habe es aber vergessen. Die Genossen meinen jedoch, das Hinabbringen zum Felstale$fn163mache es verboten."
Zevachim 70b:4,"<sup>i</sup><b>A</b><small>LLE</small> O<small>PFERTIERE, DIE MIT VERENDEN ZU LASSENDEN</small>$fn1 S<small>ENDOPFERN ODER EINEM ZU STEINIGENDEN OCHSEN</small>$fn2 <small>VERMISCHT WORDEN SIND, SELBST EINES IN EINER</small> M<small>YRIADE, SIND VERENDEN ZU LASSEN</small>. I<small>ST MIT IHNEN EIN</small> O<small>CHS VERMISCHT WORDEN, MIT DEM EINE</small> S<small>ÜNDE BEGANGEN WORDEN IST, DER NACH DER</small> A<small>USSAGE EINES EINZELNEN</small> Z<small>EUGEN ODER DES</small> E<small>IGENTÜMERS</small>"
Zevachim 71a:1,"<small>SELBER</small>$fn3 <small>EINEN MENSCHEN GETÖTET HAT, ODER AKTIV ODER PASSIV ZUR</small> B<small>ESTIALITÄT, FÜR DEN</small> G<small>ÖTZENDIENST, ZUR</small> A<small>NBETUNG, ALS</small> H<small>URENGABE ODER</small> H<small>UNDELOHN VERWANDT WORDEN IST, EIN</small> M<small>ISCHLING, EIN</small> T<small>OTVERLETZTES</small>"
Zevachim 71b:1,"<small>ODER EINE</small> S<small>EITENGEBURT</small>$fn4, <small>SO SIND SIE WEIDEN ZU LASSEN, BIS SIE EIN</small> G<small>EBRECHEN</small>$fn5 <small>BEKOMMEN, UND ZU VERKAUFEN, UND FÜR DEN</small> E<small>RLÖS DES BESTEN UNTER IHNEN</small>$fn6 <small>IST EIN</small> O<small>PFER DERSELBEN</small> A<small>RT</small>$fn7 <small>ZU BRINGEN</small>. I<small>ST EINES MIT PROFANEN FEHLERFREIEN</small> [T<small>IEREN</small>] <small>VERMISCHT WORDEN, SO SIND DIE PROFANEN ZUR</small> V<small>ERWENDUNG ALS SOLCHE</small>$fn8 <small>ZU VERKAUFEN</small>. <sup>ii</sup>W<small>ENN</small> O<small>PFER MIT</small> O<small>PFERN DERSELBEN</small> A<small>RT</small>$fn9, <small>SO IST JEDES AUF DEN</small> N<small>AMEN SEINES</small> E<small>IGENTÜMERS</small>$fn10<small>DARZUBRINGEN; WENN</small> O<small>PFER MIT</small> O<small>PFERN ANDERERER</small>$fn11A<small>RT, SO SIND SIE WEIDEN ZU LASSEN, BIS SIE EIN</small> G<small>EBRECHEN BEKOMMEN, UND ZU VERKAUFEN, UND IM</small> W<small>ERTE DES BESTEN UNTER IHNEN IST EIN</small> [<small>DAS</small> O<small>PFER</small>] <small>DER EINEN</small> A<small>RT, UND IM</small> W<small>ERTE DES BESTEN UNTER IHNEN EIN</small> O<small>PFER DER ANDEREN</small> A<small>RT ZU BRINGEN, UND DEN</small> Ü<small>BERSCHUSS</small>$fn12<small>VERLIERE ER</small>$fn13<small>AUS SEINEM</small> V<small>ERMÖGEN</small>. S<small>IND</small> [O<small>PFERTIERE</small>] <small>MIT EINEM</small> E<small>RSTGEBORENEN ODER EINEM</small> Z<small>EHNTEN</small>$fn14<small>VERMISCHT WORDEN, SO SIND SIE WEIDEN ZU LASSEN, BIS SIE EIN GEBRECHEN BEKOMMEN, SODANN ESSE MAN SIE NACH VORSCHRIFT DES ERSTGEBORENEN UND DES ZEHNTEN</small>$fn15. B<small>EI ALLEN</small> [O<small>PFERN</small>] <small>KANN EINE</small> V<small>ERWECHSELUNG VORKOMMEN, NUR NICHT BEI</small> S<small>ÜNDOPFER UND</small> S<small>CHULDOPFER</small>$fn16."
Zevachim 71b:2,"GEMARA. Was heißt ‘selbst’$fn17? – Er meint es wie folgt: wenn unter Opfertiere ein verenden zu lassendes Sündopfer oder ein zu steinigender Ochs vermischt worden ist, selbst eines unter eine Myriade. so sind alle verenden zu lassen. – Dies haben wir ja bereits anderweitig gelernt: alles, was für den Altar verboten ist, macht$fn18in jedem Verhältnis$fn19verboten : das aktiv oder passiv zur Bestialität Verwandte!? R. Aši sagte: Ich trug dies R. Simi vor, und er erklärte, [beide Lehren] seien nötig. Wenn nur jene, so könnte man glauben, dies gelte nur dem Höchsten$fn20gegenüber, nicht aber einem Gemeinen$fn21gegenüber. Und wenn nur diese, so könnte man glauben, dies gelte nur von diesen, die zur Nutznießung verboten$fn22sind, nicht aber von jenen, die nicht zur Nutznießung verboten sind. Daher sind beide nötig. – Er lehrt ja$fn23auch von zur Nutznießung nicht verbotenen!? – Er lehrt ja nicht, in welchem Verhältnis$fn24, in jener aber lehrt er: in jedem Verhältnis. – Sollte er nur jene und nicht diese$fn25 lehren!? – Diese ist wegen des Mittels$fn26nötig. – Auch hinsichtlich eines Gemeinen wird es ja anderweitig gelehrt: folgende Dinge sind verboten und machen verboten$fn27in jedem Verhältnis: Libationswein, Götzen!? – Beide [Lehren] sind nötig. Wenn nur jene, so könnte man glauben, dies"
Zevachim 72a:1,"gelte nur von einem Gemeinen, wenn aber für den Höchsten, lasse man nicht alles verloren$fn28gehen. Und wenn nur diese, so könnte man glauben, dies gelte nur von Opfern$fn29, nicht aber von Profanem, das zur Nutznießung nicht$fn30verboten ist. Daher sind beide nötig. – Sollte es$fn31doch in der Mehrheit aufgehen!? Wolltest du erwidern, es sei wesentlich$fn32und gehe nicht auf, so ist dies allerdings richtig nach demjenigen, welcher sagt, die Lesart$fn33sei: wer zu zählen pflegt, wie ist es aber nach demjenigen zu erklären, welcher sagt: die Lesart sei: was man zu zählen$fn34pflegt!? Wir haben nämlich gelernt: Wenn jemand Bündel Bockshornklee von Mischfrucht eines Weinberges$fn35hat, so müssen sie verbrannt werden; sind sie"
Zevachim 72b:1,"mit anderen vermischt worden, so müssen alle verbrannt werden – so R. Meír; die Weisen sagen, sie gehen unter zweihundertundeinem$fn36auf. R. Meírsagt nämlich, was man zu zählen$fn37pflegt, mache zum Genüsse verboten; die Weisen aber sagen, nur folgende sechs Dinge, nach R. A͑qiba sieben, machen zum Genüsse verboten. Folgende sind es: Krachnüsse$fn38, badanische Granatäpfel, verspundete Fässer [Wein], Mangoldblätter, Kohltriebe und der griechische Kürbis; R. A͑qiba fügt noch hausbackene Brote hinzu. Das, wobei [das Gesetz] vom Ungeweihten$fn39Geltung hat, macht als Ungeweihtes verboten, und das, wobei [das Gesetz] von der Mischfrucht Geltung hat, macht als Mischfrucht verboten. Hierzu wurde gelehrt : R. Joḥanan sagt, es heiße : w a s man zu zählen pflegt, und R. Šimo͑n b. Laqiš sagt, es heiße : wer zu zählen pflegt. Richtig ist es nun nach Reš Laqiš, wie ist es aber nach R. Joḥanan zu erklären!? R.Papa erwiderte’ Dieser Autor$fn40ist der Autor [der Lehre von] der Litra gepreßter"
Zevachim 73a:1,"Feigen, welcher sagt, alles, was gezählt werden$fn41kann, gehe nicht auf, selbst bei einem rabbanitischen [Verbote] und um so weniger bei einem der Tora, Es wird nämlich gelehrt: Wenn eine Litra getrockneter Feigen$fn42[von Hebe] am Rande einer Preßform gelegen hat, und man nicht weiß, in welcher Form man sie gepreßt$fn43hat, am Rande eines Fasses, und man nicht weiß, in welchem Fasse man sie gepreßt hat, oder am Rande eines Bienenkorbes, und man nicht weiß, in welchem Bienenkorbe man sie gepreßt hat, so werden, wie R. Meírsagt, nach R. Elie͑zer die oberen [Feigen]$fn44als einzelne betrachtet$fn45und gehen unter den unteren auf, und wie R. Jehošua͑ sagt, gehen sie nur unter hundert anderen am Rande befindlichen$fn46auf, und sind keine [hundert] vorhanden, so sind die am Rande befindlichen verboten$fn44und die am Boden befindlichen erlaubt. R. Jehuda sagt, nach R. Elie͑zer gehen sie unter hundert am Rande befindlichen auf, und wenn keine &amp;c. verboten, und nach R. Jehošua͑ gehen sie nicht einmal unter dreihundert anderen am Rande befindlichen auf. Wenn man sie aber in einer Form gepreßt hat und nicht weiß, an welcher Stelle der Form man sie gepreßt hat, ob nördlich oder südlich, so stimmen alle überein, daß sie$fn47aufgehen. R. Aši erklärte: Du kannst auch sagen, daß hier die Rabbanan vertreten sind, denn Lebewesen sind von Bedeutung und gehen nicht$fn48auf. – Man kann sie ja einzeln heranholen und darbringen, denn es ist anzunehmen, was sich trennt, trenne sich von der Mehrheit!? – Beim Heranholen sind sie auf ihrem Platze,"
Zevachim 73b:1,"und was auf seinem Platze ist, gilt ja als Halfte$fn49gegen Hälfte. – Vielmehr, man kann sie ja sich zu bewegen$fn50zwingen und sage, was sich trennt, trenne sich von der Mehrheit!? Raba erwiderte: Da die Rabbanan trotzdem bestimmt haben, sie nicht darzubringen, so ist dies wohl eine Maßregel, damit nicht zehn Priester gleichzeitig kommen und sie$fn51 darbringen. Einer von den Jüngern sprach zu Raba: Demnach wird ja [das Blut] im Becken$fn52verboten!? – Weil zehn Priester gleichzeitig kommen und sie heranholen$fn53könn ten. – Wieso ist dies zehn Priestern gleichzeitig$fn54möglich!? Vielmehr, erklärte Raba, wegen der auf ihrem Platze verbleibenden$fn55."
Zevachim 73b:2,"Raba sagte: Da nun die Rabbanan sie nicht darzubringen bestimmt haben, so machen sie, wenn man sie dargebracht hat, nicht wohlgefällig. R. Hona b. Jehuda wandte gegen Raba ein : Ist ein Sündopfer mit einem Rrandopfer$fn56oder ein Brandopfer mit einem Sündopfer vermischt worden, selbst eines in einer Myriade, so muß man sie alle verenden lassen. Dies nur in dem Falle, wenn der Priester anfragt$fn57, hat der Priester aber nicht angefragt, so ist, wenn er sie oberhalb hergerichtet hat, die Hälfte$fn58 tauglich und die Hälfte untauglich$fn59, wenn unterhalb, die Hälfte tauglich und die Hälfte untauglich, und wenn eines unterhalb und eines oberhalb, beide untauglich, denn man nehme an, das Sündopfer sei oberhalb und das Brandopfer unterhalb hergerichtet$fn60worden. – Eines nach demjenigen, welcher sagt, Lebendes werde verdrängt$fn61, und eines nach demjenigen, welcher sagt, Lebendes werde nicht verdrängt. – Geschlachtete werden ja nach aller Ansicht, verdrängt, dennoch haben wir gelernt:"
Zevachim 74a:1,"R. Elie͑zer sagt, ist der Kopf$fn62von einem dargebracht worden, seien alle Köpfe darzubringen!? – Er ist der Ansicht Ḥanan des Aegypters, denn es wird gelehrt: Ḥanan der Aegypter sagt, selbst wenn das Blut sich bereits im Gefäße$fn63befindet, hole man einen anderen und paare ihm zu$fn64."
Zevachim 74a:2,"Rabba b. Abuha sagte im Namen R. Naḥmans : Wenn ein Ring vom Götzendienste unter hundert andere Ringe geraten und einer von ihnen in das große Meer gefallen ist, so sind alle erlaubt, denn man nehme an, der verbotene sei hineingefallen. Raba wandte gegen R. Naḥman ein : Selbst eines in einer Myriade, so sind alle verenden zu lassen. Weshalb denn, wir sollten doch$fn65sagen, das verbotene sei verendet!? Dieser erwiderte: Rabh$fn66ist der Ansicht R. Eliezers, denn wir haben gelernt: R. Elie͑zer sagt, ist der Kopf von einem dargebracht worden, seien alle Köpfe darzubringen. – Aber R. Elea͑zar sagte ja, R. Elie͑zer habe nur je zwei zusammen$fn67erlaubt, einzeln aber nicht!? Dieser erwiderte: Ich meine ebenfalls je zwei$fn68."
Zevachim 74a:3,"Rabh sagte: Wenn ein Ring vom Götzendienste unter hundert andere Ringe geraten ist, und vierzig nach einer Stelle und sechzig nach einer anderen Stelle gesondert worden sind, so macht einer, der von den vierzig entnommen wird, andere$fn69nicht verboten, und einer, der von den sechzig entnommen wird, andere wohl verboten. – Wenn einer von den vierzig, wohl deshalb nicht, weil wir sagen, der verbotene befinde sich in der Mehrheit, somit sollte man doch, wenn einer von den sechzig, ebenfalls sagen, der verbotene befinde sich in der Mehrheit$fn70!? – Vielmehr, wenn vierzig zusammen nach einer Stelle abgesondert worden sind, so machen sie$fn71nicht verboten, und wenn sechzig nach einer Stelle, so machen sie verboten. Als ich$fn72dies Šemuél vortrug, sprach er zu mir: Laß [das Gesetz vom] Götzendienste$fn73; bei diesem ist das Zweifelhafte und auch das zwiefach Zweifelhafte bis in alle Ewigkeit$fn74verboten. Man wandte ein: Beim Götzendienste ist das Zweifelhafte verboten und das zwiefach Zweifelhafte erlaubt. Zum Beispiel: ist ein Becher vom Götzendienste in ein Lager voll Becher geraten, so sind alle verboten; wenn einer von diesen in eine Myriade und einer aus der Myriade in eine andere Myriade geraten ist, so sind sie erlaubt!? – Hierüber streiten Tannaím, denn es wird gelehrt: R. Jehuda sagte: badanische Granatäpfel$fn75 machen verboten$fn76in jedem Quantum. Zum Beispiel: ist einer in eine Myriade geraten und einer aus der Myriade in eine andere Myriade, so sind sie verboten. R. Šimo͑n b. Jehuda sagte im Namen R. Šimo͑ns : Wenn in eine Myriade, so sind sie verboten, und wenn einer aus der Myriade unter drei andere und einer von den dreien unter andere, so sind sie$fn77 erlaubt. – Wessen Ansicht vertritt Šemuél$fn78: ist er der Ansicht R. Jehudas, so sollte es$fn79auch bei anderen Gesetzen verboten sein, und wenn der des R. Šimo͑n, so sollte es auch beim Götzendienste erlaubt sein!? Wolltest du erwidern, R. Šimo͑n unterscheide zwischen dem Götzendienste und anderen Verboten, so vertritt ja die Lehre, daß beim Götzendienste das Zweifelhafte verboten und das zwiefach Zweifelhafte erlaubt sei, weder die Ansicht R. Jehudas$fn80noch die Ansicht R.Šimo͑ns!? – Tatsächlich die des R. Šimo͑n$fn81, und Šemuél ist der Ansicht R. Jehudas hinsichtlich des einen$fn82und streitet gegen ihn hinsichtlich des anderen."
Zevachim 74a:4,"Der Meister sagte: Wenn einer aus der Myriade unter drei andere und einer von den dreien unter andere, so sind sie erlaubt. Wenn unter drei"
Zevachim 74b:1,"wohl deshalb, weil eine Mehrheit$fn83vorhanden ist, aber auch wenn unter zwei ist ja eine Mehrheit vorhanden!? – Unter drei ist zu verstehen, zwei andere und dieser. Wenn du aber willst, sage ich: er ist dar Ansicht R. Elea͑zars$fn84."
Zevachim 74b:2,"[Jene Lehre]$fn85stimmt überein mit der des Reš Laqiš, denn Reš Laqiš sagte: Ist ein Faß von Hebe unter hundert andere Fässer vermischt worden und eines von ihnen in das Salzmeer gefallen, so sind alle erlaubt, denn man nehme an, das verbotene sei hineingefallen. Und sowohl die Lehre R. Naḥmans als auch die des Reš Laqiš ist nötig. Würde nur die des R. Naḥman gelehrt worden sein, so könnte man glauben, dies gelte nur vom Götzendienste, wofür es gar kein Mittel gibt, nicht aber von der Hebe, wofür es ein Mittel$fn86gibt. Und wenn nur die des Reš Laqiš, so könnte man glauben, dies gelte nur von Fässern, bei welchen das Hineinfallen kenntlich ist, nicht aber von Ringen, bei welchen das Hineinfallen nicht kenntlich$fn87ist. Daher sind beide nötig. Raba sagte: Reš Laqiš hat es nur bei einem Fasse erlaubt, bei dem das Hineinfallen kenntlich ist, nicht aber bei einer einzelnen Feige. R. Joseph aber sagte, auch bei einer einzelnen Feige, denn dem Hineinkommen gleicht das Herauskommen$fn88."
Zevachim 74b:3,"R. Elea͑zar sagte : Wenn ein Faß von Hebe unter hundert andere Fässer gekommen ist, so öffne man$fn89eines von ihnen und entnehme soviel, wie beigemischt worden$fn90ist, und trinke [das übrige]. R. Dimi saß und trug diese Lehre vor; da sprach R. Naaman zu ihm: Ich sehe, daß man trinken dürfe$fn91!? Sage vielmehr, ist eines von ihnen geöffnet worden, so entnehme man soviel, wie beigemischt worden ist, und trinke [das übrige]$fn92."
Zevachim 74b:4,"R. Oša͑ja sagte: Wenn ein Faß von Hebe in hundertundfünfzig andere Fässer geraten ist und hundert von ihnen geöffnet worden sind, so entnehme man von diesen soviel, wie beigemischt$fn93worden ist, und trinke [das übrige]; die anderen aber sind verboten, bis sie geöffnet worden sind, und man sage nicht, das verbotene habe sich in der Mehrheit befunden."
Zevachim 74b:5,"D<small>AS AKTIV ODER PASSIV ZUR</small> B<small>ESTIALITÄT &amp;C</small>. Allerdings ist es$fn94bei allen übrigen nicht zu erkennen. Von welchem Falle aber wird hier hinsichtlich des Totverletztcn gesprochen: ist [die Verletzung] zu merken, so sollte man es doch entfernen, und ist sie nicht zu merken, wieso weiß man, daß ein solches beigemischt worden ist!? In der Schule R. Jannajs erklärten sie : Hier handelt es sich um den Fall, wenn ein an einem Dorn verletztes [Tier] mit einem durch einen Wolf verletzten$fn95verwechselt worden ist. Reš Laqiš erklärte: Wenn es mit einem abgestürzten$fn96verwechselt worden ist. – Ein abgestürztes kann man ja untersuchen$fn97!? – Er ist der Ansicht: hat [das Tier]$fn98gestanden, so ist$fn99ein Stundentag$fn100er f orderlich, ist es gelaufen, so ist eine Untersuchung$fn101erforderlich. R. Jirmeja erklärte: Wenn es mit dem Jungen eines Totverletzten verwechselt worden ist, und zwar nach R. Elie͑zer, welcher sagt, das Junge eines Totverletzten dürfe auf dem Altar nicht dargebracht werden. Die anderen erklären nicht wie R. Jannaj, weil zwischen einem an einem Dorn verletzten und einem durch einen Wolf verletzten zu unterscheiden ist, denn bei diesem ist [die Verletzung] länglich und bei jenem rundlich; wie Reš Laqiš erklären sie ebenfalls nicht, denn sie sind der Ansicht, wenn es gestanden hat, seien keine vierundzwanzig Stunden$fn102erforderlich, und wenn es gelaufen ist, sei auch keine Untersuchung erforderlich; und wie R. Jirmeja erklären sie ebenfalls nicht, denn sie wollen es nicht R. Elie͑zer$fn103addizieren."
Zevachim 74b:6,O<small>PFER MIT</small> O<small>PFERN DERSELBEN</small> A<small>RT &amp;C</small>. Es ist ja aber das Stützen$fn104erforderlich!? R. Joseph erwiderte: Bei Frauenopfern$fn105. – Etwa nicht auch bei Männeropfern? Abajje wandte dagegen ein: Ist ein Privatopfer mit
