Index Title,Makkot
Makkot 12a:4,"R. Abahu sagte: Die Zufluchtsstädte sind nicht als Begräbnisplätze freigegeben worden, denn es heißt :$fn189<i>die dazu gehörenden Triften sollen sie für ihre Lasttiere, ihren Viehstand und für all ihre lebenden Tiere haben;</i> sie sind nur für das Leben bestimmt, nicht aber zum Begräbnisse. Man wandte ein: <i>Dort</i>, dort wohne er, dort sterbe er und dort werde er begraben!? – Anders ist es beim Totschläger, bei dem der Allbarmherzige dies ausdrücklich gesagt hat$fn190."
Makkot 12a:5,"W<small>IE DIE</small> S<small>TADT SELBER</small> Z<small>UFLUCHT GEWÄHRT</small> &amp;<small>C</small>. Ich will auf einen Widerspruch hin weisen :$fn191Er <i>soll da bleiben</i>, da, und nicht im Grenzgebiete!? Abajje erwiderte: Dies ist kein Widerspruch; eines gilt von der Gewährung einer Zuflucht und eines gilt vom Wohnen. – Wohnen ist ja schon aus dem Grunde [verboten], weil man weder ein Feld in einen Vorplatz noch einen Vorplatz in ein Feld noch einen Vorplatz in Stadtgebiet noch Stadtgebiet in einen Vorplatz umwandeln darf!? R. Šešeth erwiderte: Dies ist wegen der Höhlen nötig$fn192."
Makkot 12a:6,"W<small>ENN DER</small> T<small>OTSCHLÄGER DAS</small> G<small>RENZGEBIET VERLÄSST</small> &amp;<small>C</small>. DieRabbanan lehrten :$fn193<i>Und der Bluträcher ermorde(t)</i>$fn194<i>den Totschläger;</i> es ist Gebot, daß der Bluträcher dies tue; ist kein Bluträcher vorhanden, so steht dies jedem anderen frei – so R. Jose der Galiläer, R. A͑qiba sagt, dies stehe dem Bluträcher frei; jeder andere sei dieserhalb nicht strafbar. – Was ist der Grund R. Jose des Galiläers? – Heißt es denn: wenn ermordet hat? – Und R. A͑qiba!? – Heißt es denn: er soll ermorden?"
Makkot 12a:7,"Mar Zuṭra b. Ṭobija sagte im Namen Rabhs: Wenn der Totschläger das Stadtgebiet verläßt und der Bluträcher ihn trifft und erschlägt, so wird er dieserhalb hingerichtet$fn195. – Also weder nach R. Jose dem Galiläer noch nach R. A͑qiba!? – Er ist der Ansicht des Autors der folgenden Lehre: R. Elie͑zer sagte :$fn196<i>Bis er zum Behufe seiner Aburteilung vor der Gemeinde gestanden hat;</i> was besagt dies? Da es heißt:$fn197<i>und der Bluträcher ermorde(t) den Totschläger</i>, so könnte man glauben, sofort, so heißt es: <i>bis er zum Behufe seiner Aburteilung vor der Gemeinde gestanden hat</i>. – Wofür verwenden R. Jose und R. A͑qiba den [Schriftvers:] <i>bis er zum Behufe seiner Aburteilung vor der Gemeinde gestanden hat</i>!? – Diesen verwenden sie für folgende Lehre: R. A͑qiba sagte: Woher, daß wenn das Synedrium jemand einen Menschen erschlagen gesehen hat, es ihn nicht eher töten dürfe, als bis er vor einem anderen$fn198 Gerichte gestanden hat? Es heißt: <i>bis er zum Behufe seiner Aburteilung vor der Gemeinde gestanden hat</i>, bis er vor einem anderen Gerichte gestanden hat."
Makkot 12a:8,"Die Rabbanan lehrten:$fn199<i>Wenn aber der Mörder verläßt;</i> ich weiß dies nur von dem Falle, wenn vorsätzlich, woher dies, wenn versehentlich? Es heißt: <i>verlassen</i>$fn200, <i>verläßt</i>, in jedem Falle. – Es wird ja aber gelehrt, wenn vorsätzlich, werde er getötet, wenn versehentlich, werde er verbannt$fn201!? – Das ist kein Einwand; einer nach demjenigen, welcher sagt, die Tora gebrauche die übliche Redewendung$fn202der Menschen, und einer nach demjenigen, welcher sagt, die Tora gebrauche nicht die übliche Redewendung der Menschen. Abajje sagte: Es ist einleuchtend, daß die Tora hierbei die übliche Redewendung der Menschen gebrauche, denn sein Ende darf nicht strenger sein als sein Anfang: wie er anfangs$fn203 bei Vorsatz hingerichtet wird, und bei Versehen in die Verbannung muß, ebenso wird er auch bei seinem Ende$fn204bei Vorsatz hingerichtet und muß hei Versehen in die Verbannung."
Makkot 12a:9,"Eines lehrt, wenn ein Vater [seinen Sohn] tötet, sei der [andere] Sohn Bluträcher, und ein anderes lehrt, er sei nicht Bluträcher; es wäre also anzunehmen, eines nach R. Jose dem Galiläer$fn205und eines nach R. A͑qiba. – Glaubst du: ist dies denn erlaubt, ob nach demjenigen, welcher sagt, dies sei Gebot, oder nach demjenigen, welcher sagt, dies sei freigestellt!? Rabba b. R. Hona sagte ja, und ebenso wurde auch in der Schule R. Jišma͑éls gelehrt: In keinem Falle darf ein Sohn Gerichtsdiener werden, seinen Vater zu geißeln oder über ihn den [Bann]fluch auszusprechen, außer wenn er [zum Götzendienste] verleitet hat, denn die Tora sagt :$fn206<i>du sollst seiner nicht schonen noch seine Schuld verheimlichen</i>. Dennoch besteht hier kein Widerspruch; eines gilt von seinem Sohne und eines gilt vom Sohne seines Sohnes$fn207."
Makkot 12a:10,"<b>W</b><small>ENN EIN</small> B<small>AUM INNERHALB DES</small> G<small>RENZGEBIETES STEHT UND DIE</small> K<small>RONE SICH NACH AUSSERHALB NEIGT, ODER WENN ER AUSSERHALB DES</small> G<small>RENZGEBIETES STEHT UND DIE</small> K<small>RONE SICH NACH INNERHALB NEIGT, SO RICHTE MAN SICH STETS NACH DER</small> K<small>RONE</small>. <sup>vii,2</sup>"
Makkot 12a:11,"GEMARA. Ich will auf einen Widerspruch hin weisen: Wenn ein Baum innerhalb$fn208steht und sich nach außen neigt, oder außerhalb steht und sich nach innerhalb neigt, so gilt [der Teil] von der Mauer einwärts als innerhalb, und von der Mauer auswärts als außerhalb!? – Du weisest auf einen Widerspruch hin zwischen [einer Lehre vom] Zehnten und [einer Lehre von den] Zufluchtsstädten!? Beim Zehnten hat es der Allbarmherzige von der Mauer$fn209abhängig gemacht, bei den Zufluchtsstädten aber hat es der Allbarmherzige vom Wohnen abhängig gemacht, und zum Wohnen eignet sich die Krone und nicht der Stamm. – Ich will aber auf einen Widerspruch beim Zehnten hinweisen. Es wird gelehrt: Hinsichtlich der Stadt Jerušalem$fn210richte man sich nach der Krone, und auch hinsichtlich der Zufluchtsstädte richte man sich nach der Krone!? R. Kahana erwiderte: Das ist kein Widerspruch; eines nach R. Jehuda und eines nach den Rabbanan. Es wird nämlich gelehrt: R. Jehuda sagt,"
Makkot 12b:1,"bei einer Höhle richte man sich nach dem Eingang$fn211und bei einem Baume richte man sich nach der Krone. – R. Jehuda ist zwar dieser Ansicht beim Zehnten, bei dem dies erschwerend ist; wenn der Stamm außerhalb und die Krone innerhalb sich befindet: wie auf dem Gebiete, auf dem die Krone sich befindet, die Auslösung nicht zulässig$fn212ist, ebenso ist die Auslösung nicht zulässig auf dem Gebiete, auf dem der Stamm sich befindet; wenn der Stamm innerhalb und die Krone außerhalb sich befindet: wie auf dem Gebiete, auf dem die Krone sich befindet, das Essen$fn213unausgelöst nicht zulässig ist, ebenso ist das Essen unausgelöst nicht zulässig auf dem Gebiete, auf dem der Stamm sich befindet; wieso ist dies$fn214aber bei den Zufluchtsstädten der Fall? Allerdings in dem Falle, wenn der Stamm außerhalb und die Krone innerhalb sich befindet: wie man ihn nicht töten darf auf dem Gebiete, auf dem die Krone sich befindet, ebenso darf man ihn nicht töten auf dem Gebiete, auf welchem der Stamm sich befindet; wenn aber der Stamm innerhalb und die Krone außerhalb sich befindet, sollte man ihn, wie man ihn töten darf auf dem Gebiete, auf dem die Krone sich befindet, auch töten dürfen auf dem Gebiete, auf dem der Stamm sich befindet; er befindet sich ja innerhalb$fn215!? Raba erwiderte: Hinsichtlich des Stammes stimmen alle überein, daß man ihn auf dem Gebiete, auf dem dieser sich befindet, nicht töten dürfe; wenn er sich unter der Krone befindet und man ihn mit Pfeilen oder Geröll töten kann, so stimmen alle überein, daß man ihn töte, sie streiten nur, ob der Stamm als Treppe für die Krone dienen könne; einer ist der Ansicht, der Stamm diene als Treppe$fn216für die Krone, und einer ist der Ansicht, der Stamm diene nicht als Treppe für die Krone. R. Aši erklärte: Nach der Krone, dies heißt: auch nach der Krone$fn217."
Makkot 12b:2,"<sup>vii,3</sup> <b>H</b><small>AT ER IN DIESER</small> S<small>TADT</small>$fn218<small>GETÖTET, SO GEHE ER IN DIE</small> V<small>ERBANNUNG AUS EINEM</small> R<small>EVIER</small>$fn219<small>NACH EINEM ANDEREN</small>. E<small>IN</small> L<small>EVITE</small>$fn220<small>GEHE IN DIE</small> V<small>ERBANNUNG AUS EINER</small> S<small>TADT NACH EINER ANDEREN</small>."
Makkot 12b:3,"GEMARA. Die Rabbanan lehrten :$fn221<i>So will ich dir eine Stätte bestimmen &amp;c</i>. Will ich dir bestimmen, bei deinen$fn222Lebzeiten; <i>eine Stätte</i>, aus deiner$fn223Stätte; <i>wohin er flüchten kann</i>, dies lehrt, daß die Jisraéliten auch in der Wüste die [Institution der] Verbannung hatten. Wohin verbannten sie? In das levitische Lager. Hieraus folgerten sie, daß ein Le vite, wenn er [unvorsätzlich] getötet hat, aus einem Bezirke$fn224nach einem anderen in die Verbannung muß. Geht er in die Verbannung nach seinem eigenen Bezirke, so gewährt ihm auch dieser Zuflucht. R. Aḥa, Sohn des R. Iqa, sagte: Welcher Schriftvers deutet hierauf?$fn225<i>In seiner Zufluchtsstadt soll er bleiben</i>, in der Stadt, die ihm von früher her Zuflucht gewährt."
Makkot 12b:4,"<sup>viii</sup> <b>D</b><small>ESGLEICHEN AUCH</small>$fn226, <small>WENN EIN</small> T<small>OTSCHLÄGER IN EINE</small> Z<small>UFLUCHTSSTADT IN DIE</small> V<small>ERBANNUNG GEHT, UND DIE</small> L<small>EUTE DER</small> S<small>TADT IHM</small> E<small>HRUNG ERWEISEN WOLLEN, SO SAGE ER ZU IHNEN</small>: I<small>CH BIN EIN</small> T<small>OTSCHLÄGER</small>. W<small>ENN SIE IHM ABER ERWIDERN</small> : D<small>ENNOCH, SO NEHME ER SIE VON IHNEN AN, DENN ES HEISST</small>:$fn227<i>dies ist das Wort des Totschlägers</i>. S<small>IE</small>$fn228<small>MUSSTEN</small>"
Makkot 13a:1,"<small>DEN</small> L<small>EVITEN</small>$fn229M<small>IETE ZAHLEN</small> – so R. J<small>EHUDA</small> ; R. M<small>EÍR SAGT, SIE BRAUCHTEN IHNEN KEINE</small> M<small>IETE ZU ZAHLEN</small>. N<small>ACHHER</small>$fn230<small>KOMMT ER IN SEIN FRUHERES</small> A<small>MT ZURÜCK</small> – so R. M<small>EÍR;</small> R. J<small>EHUDA SAGT, ER KOMMT NICHT IN SEIN FRÜHERES</small> A<small>MT ZURÜCK</small>."
Makkot 13a:2,"GEMARA. R. Kahana sagte: Der Streit besteht nur über die sechs [Zufluchtsstädte]; einer erklärt:$fn231<i>für euch</i>, als Zuflucht, und der andere erklärt: <i>für euch</i>, zu jedem Behufe, hinsichtlich der übrigen zweiundvierzig [Städte]$fn232aber sind alle der Ansicht, daß sie da Miete zahlen mußten. Raba sprach zu ihm: <i>Für euch</i> heißt ja selbstverständlich zu jedem Behufe!? Vielmehr, sagte R. Kahana, der Streit besteht nur über die zweiundvierzig Städte, einer erklärt :$fn233<i>zu diesen sollt ihr hinzufügen</i>, zu diesen als Zuflucht, und der andere erklärt: <i>zu diesen sollt ihr hinzufügen</i>, gleich diesen: wie diese zu jedem Behufe, ebenso auch die übrigen zu jedem Behufe; bezüglich der sechs [Zufluchtsstädte] aber sind alle der Ansicht, daß sie da keine Miete zu zahlen brauchten."
Makkot 13a:3,"N<small>ACHHER KOMMT ER IN SEIN FRÜHERES</small> A<small>MT ZURÜCK</small> &amp;<small>C</small>. Die Rabbanan lehrten:$fn234<i>Und er kehre zu seinem Geschlechte zurück und zum Erbbesitze seiner Vorfahren;</i> er kehre zu seinem Geschlechte zurück, nicht aber in [das Amt], das seine Vorfahren inne hatten – so R. Jehuda; R. Meír sagt, er kehre auch in [das Amt], das seine Vorfahren inne hatten, zurück. <i>Zum Erbbesitze seiner Vorfahren</i>, gleich$fn235seinen Vorfahren. Dasselbe$fn236gilt auch von der Verbannung, denn es heißt: <i>kehre er zurück</i>, und dies schließt den Totschläger ein$fn237. – Was heißt: dasselbe gilt auch von der Verbannung? – Wie gelehrt wird:$fn238<i>Soll der Totschläger in das Land seines Erbbesitzes zurückkehren</i>, in das Land seines Erbbesitzes kehre er zurück, nicht aber in [das Amt], das seine Vorfahren inne hatten – so R. Jehuda; R. Meír sagt, er kehre auch in [das Amt] zurück, das seine Vorfahren inne hatten, denn er folgert dies aus dem Ausdruck ‘zurückkehren’, der auch dort$fn239gebraucht wird."
Makkot 13a:4,"<sup>i</sup> <b>F</b>OLGENDE$fn1 <small>SIND ZU GEISSELN</small>: W<small>ER SEINE</small> S<small>CHWESTER, DIE</small> S<small>CHWESTER SEINES</small> V<small>ATERS, DIE</small> S<small>CHWESTER SEINER</small> M<small>UTTER, DIE</small> S<small>CHWESTER SEINER</small> F<small>RAU, DIE</small> F<small>RAU SEINES</small> B<small>RUDERS, DIE</small> F<small>RAU DES</small> B<small>RUDERS SEINES</small> V<small>ATERS, ODER EINE</small> M<small>ENSTRUIERENDE BESCHLAFEN HAT, EIN</small> H<small>OCHPRIESTER, DER EINE</small> W<small>ITWE</small>$fn2, <small>EIN GEMEINER</small> P<small>RIESTER, DER EINE</small> G<small>ESCHIEDENE</small>$fn3 <small>ODER EINE</small> Ḥ<small>ALUÇA, EIN</small> J<small>ISRAÉLIT, DER EIN</small> H<small>URENKIND ODER EINE</small> N<small>ETHINA, EINE</small> J<small>ISRAÉLITIN, DIE EINEN</small> N<small>ATHIN ODER EIN</small> H<small>URENKIND GEHEIRATET</small>$fn4 <small>HAT</small>. W<small>ENN EINE</small> [F<small>RAU</small>] W<small>ITWE UND</small> G<small>ESCHIEDENE</small>$fn5 <small>IST, SO IST MAN IHRETWEGEN WEGEN ZWEIER</small> V<small>ERBOTE STRAFBAR; WENN EINE</small> G<small>ESCHIEDENE UND</small> Ḥ<small>ALUÇA IST, SO IST MAN IHRETWEGEN NUR WEGEN EINES</small> V<small>ERBOTS</small>$fn6 <small>STRAFBAR</small>. <sup>ii</sup> F<small>ERNER: EIN</small> U<small>NREINER, DER</small> H<small>EILIGES GEGESSEN HAT, WER UNREIN IN DAS</small> H<small>EILIGTUM EINGETRETEN IST, WER</small> T<small>ALG</small>, B<small>LUT</small>, Ü<small>BRIGGEBLIEBENES</small>, V<small>ERWERFLICHES ODER</small> U<small>NREINES GEGESSEN HAT, WER AUSSERHALB</small> [<small>DES</small> H<small>EILIGTUMS</small> O<small>PFER</small>] <small>GESCHLACHTET ODER DARGEBRACHT HAT, WER</small> G<small>ESÄUERTES AM</small> P<small>ESAḤFESTE GEGESSEN HAT, WER AM</small> V<small>ERSÖHNUNGSTAGE GEGESSEN ODER EINE</small> A<small>RBEIT VERRICHTET HAT, WER DAS</small> S<small>ALBÖL ODER DIE</small> S<small>PEZEREIEN</small>$fn7 <small>NACHGEMACHT HAT, WER SICH MIT DEM</small> S<small>ALBÖL GESCHMIERT HAT, WER</small> A<small>AS</small>, T<small>OTVERLETZTES</small>, E<small>KEL- ODER</small> K<small>RIECHTIERE GEGESSEN HAT, WER</small> U<small>NVERZEHNTETES, ERSTEN</small> Z<small>EHNTEN, VON DEM DIE</small> H<small>EBE NICHT ENTRICHTET WORDEN IST, ODER ZWEITEN</small> Z<small>EHNTEN UND</small> H<small>EILIGES, DIE NICHT AUSGELÖST WORDEN SIND, GEGESSEN HAT</small>. W<small>IEVIEL MUSS MAN VOM</small> U<small>NVERZEHNTETEN GEGESSEN HABEN, UM STRAFBAR ZU SEIN</small>? R. Š<small>IMO͑N SAGT</small>: <small>ETWAS; DIE</small> W<small>EISEN SAGEN: EIN OLIVENGROSSES</small> [Q<small>UANTUM</small>], R. <small>ŠIMO͑N SPRACH ZU IHNEN</small>: W<small>OLLT IHR MIR ETWA NICHT BEIPFLICHTEN, DASS, WER EINE NOCH SO KLEINE</small> A<small>MEISE GEGESSEN HAT, STRAFBAR</small>$fn8 <small>SEI</small>? S<small>IE ERWIDERTEN IHM</small>: W<small>EIL DIESE SO ERSCHAFFEN</small>$fn9 <small>IST</small>. E<small>R ENTGEGNETE IHNEN</small>: A<small>UCH EIN</small> W<small>EIZENKORN IST SO ERSCHAFFEN</small>."
Makkot 13a:5,"GEMARA. Er lehrt hier nur von den der Ausrottung Schuldigen, nicht aber von den der Todesstrafe durch das Gericht$fn10Schuldigen, somit vertritt unsere Mišna die Ansicht R. A͑qibas, denn es wird gelehrt: Sowohl die der Ausrottung Schuldigen, als auch die der Todesstrafe durch das Gericht Schuldigen sind im Gesetze von den vierzig Streichen einbegriffen$fn11"
Makkot 13b:1,"– so R. Jišma͑él; R. A͑qiba sagt, die der Ausrottung Schuldigen sind im Gesetze von den vierzig Streichen einbegriffen, denn wenn sie Buße tun, verzeiht ihnen das himmlische$fn12Gericht, die der Todesstrafe durch das Gericht Schuldigen sind im Gesetze von den vierzig Streichen nicht einbegriffen, denn auch wenn sie Buße tun, verzeiht ihnen das irdische$fn13Gericht nicht$fn14. R. Jiçḥaq sagte: Die der Ausrottung Schuldigen$fn16werden ja gemeinsam genannt, weshalb wird nun die Ausrottung wegen [der Blutschande an] einer Schwester besonders hervorgehoben$fn17? Daß dies nur mit Ausrottung und nicht mit Geißelung bestraft wird$fn18. – Was ist der Grund R. Jišma͑éls? – Es heißt:$fn19<i>wenn du nicht achtest, nach all den Worten dieses Gesetzes zu tun;</i> ferner:$fn20<i>der Herr wird deine Plagen auszeichnen [hiphla]</i>. Ich würde nicht gewußt haben, was <i>hiphla</i> bedeute, wenn es aber heißt :$fn21<i>so soll ihn der Richter vor sich hinlegen [hippilo] und prügeln lassen</i>, so sage man, unter <i>hiphla</i> sei die Geißelung zu verstehen, und es heißt: <i>wenn du nicht achtest, nach all den Worten zu tun &amp;c</i>. – Demnach sollte dies auch von den Geboten gelten$fn22!? – Es heißt: <i>wenn du nicht achtest</i>, und R. Abin sagte im Namen R. Ilea͑js, daß überall, wo es <i>achte, daß nicht</i> und <i>nicht</i> heißt, ein Verbot ausgedrückt sei. – Demnach sollte dies auch von einem Verbote gelten, durch welches keine Handlung begangen wird$fn23!? – Es heißt: <i>zu tun</i>. – Aber dies sollte doch von einem Verbote gelten, das durch ein Gebot aufgehoben$fn24wird$fn23? – Nur solche$fn25, die dem Verbote des Maulschließens$fn26gleichen. Jetzt nun, wo du auf diese [Erklärung] gekommen bist, ist auch hinsichtlich aller anderen zu erklären: nur solche, die dem Verbote des Maulschließens gleichen. – Was ist der Grund R. A͑qibas? – Es heißt :$fn27<i>entsprechend seinem Frevel;</i> du kannst ihn nur wegen eines Frevels verurteilen, nicht aber kannst du ihn wegen zweier Frevel verurteilen. – Und R. Jišma͑él!? – Dies gilt nur von Todesstrafe und Geldstrafe, oder Geißelung und Geldstrafe, während aber Todesstrafe und Geißelung zusammen als verlängerte Todesstrafe zu betrachten sind. – Dies$fn28sollte ja aber nach R. A͑qiba auch von den der Ausrottung Schuldigen gelten!? Wenn du aber einwendest: sie könnten Buße tun, so haben sie es ja nicht getan!? R. Abahu erwiderte: Die Tora hat die der Ausrottung Schuldigen ausdrücklich hinsichtlich der Geißelung einbegriffen, denn dies ist [durch Wortanalogie] aus [den Worten] <i>vor den Augen</i> und <i>vor deinen Augen</i>$fn29zu folgern. R. Abba b. Mamal wandte ein: Demnach sollte man dies auch hinsichtlich der der Todesstrafe durch das Gericht Schuldigen folgern, bei der es ebenfalls heißt: <i>von den Augen</i>$fn30!? – Man folgere [durch Vergleichung von] <i>vor den Augen</i> mit <i>vor deinen Augen</i>, nicht aber [durch Vergleichung von] <i>von den Augen</i> mit <i>vor deinen Augen</i>. – Welchen Unterschied gibt es denn dabei, in der Schule R. Jišma͑éls folgerten sie ja aus:$fn31<i>wenn der Priester wiederkommt</i>, und:$fn32<i>soll der Priester hineingehen</i>, denn ‘kommen’ und ‘gehen’ sei dasselbe$fn33!? Ferner: sollte man [die Vergleichung von] <i>von den Augen</i> mit <i>vor den Augen</i> zu einer Schlußfolgerung verwenden, da [die Vergleichung von] <i>vor den Augen</i> mit <i>vor deinen Augen</i> zu einer solchen verwandt$fn34wird! ? R. Šemuél b. R. Jiçḥaq nahm dies entgegen, [und erwiderte:] <i>Gemäß seines Frevels</i>, du kannst ihn nur wegen eines Frevels bestrafen, nicht aber wegen zweier Frevel; jedoch spricht die Schrift nur von Freveln, [deren Bestrafung] dem Gerichte übertragen worden$fn35ist. Raba erklärte: Hat man einen auch auf Todesstrafe gewarnt, so stimmen alle überein, daß er nicht der Geißelung und der Todesstrafe verfalle, sie streiten nur über den Fall, wenn man ihn [nur] auf Geißelung gewarnt hat; R. Jišma͑él ist der Ansicht, man sei wegen eines Verbotes, worauf die Verwarnung auf Todesstrafe durch das Gericht gesetzt ist, zu geißeln, und R. A͑qiba ist der Ansicht, man sei wegen eines Verbotes, worauf die Verwarnung auf Todesstrafe durch das Gericht gesetzt ist, nicht zu geißeln$fn36. – Demnach ist gegen R. A͑qiba [einzuwenden:] auf die mit der Ausrottung belegten Verbrechen ist ja die Verwarnung auf Ausrottung$fn37gesetzt!? R. Mordekhaj sprach zu R. Aši: So sagte Abimi aus Hagronja im Namen Rabas: bei den der Ausrottung Schuldigen ist keine Warnung$fn38erforderlich, denn bei den Gesetzen vom Pesaḥopfer und von der Beschneidung ist eine Strafe angedroht, obgleich bei diesen eine Warnung nicht möglich ist$fn39. – Vielleicht ist eine Warnung nur in den Fällen erforderlich, wo [unvorsätzlich] ein Opfer darzubringen ist, denn wegen des Pesaḥopfers und der Beschneidung, bei denen eine Warnung nicht erforderlich ist, ist ja kein Opfer darzubringen$fn40!? – Bei diesen ist nicht dies der Grund, sondern weil alle [Vorschriften der] Tora$fn41mit dem Götzendienste verglichen werden: wie der Götzendienst eine zu unterlassende Vorschrift ist, ebenso auch bei allen anderen, wenn es zu unterlassende sind, ausgenommen diese, die auszuübende sind. Rabina eiklärte: Tatsächlich, wie wir vorher erklärt haben, [nämlich deshalb$fn42,]"
Makkot 14a:1,"weil, wenn sie Buße tun, das himmlische Gericht ihnen verzeiht; wenn du aber einwendest: sie haben ja keine Buße getan, so ist dies hinsichtlich der Ausrottung noch nicht abgeschlossen."
Makkot 14a:2,"«R. Jiçḥaq sagte: Die der Ausrottung Schuldigen werden ja gemeinsam genannt, weshalb wurde nun die Ausrottung wegen [der Blutschande an] einer Schwester besonders hervorgehoben? Daß diese nur mit der Ausrottung und nicht mit der Geißelung bestraft wird.» Weshalb wurde nach den Rabbanan die Ausrottung wegen [der Blutschande an] einer Schwester besonders hervorgehoben? – Wegen der Teilung. Dies nach einer Lehre R. Jöhanans, denn R. Johanan sagte, wenn man alle [Inzestverbrechen] bei einem Entfallen begangen hat, sei man wegen jedes besonders schuldig. -- Woher entnimmt R. Jighaq die Teilung? – Er entnimmt dies aus :$fn43und <i>zu einer Frau in der Unreinheit ihrer Menstruation</i>; dies$fn44lehrt, daß man wegen einer jeden Frau besonders$fn45 strafbar sei. – Sollten es auch die Rabbanan hieraus entnehmen!? – Dem ist auch so. – Wozu wird demnach die Ausrottung wegen [der Blutschande an] einer Schwester besonders her vorgeh oben? – Daß man wegen seiner eigenen Schwester, der Schwester seines Vaters und der Schwester seiner Mutter besonders strafbar sei. – Selbstverständlich, es sind ja von einander getrennte Personen und von einander getrennte Namen$fn46!? – Vielmehr [lehrt dies,] daß man wegen einer Schwester, die auch Schwester des Vaters und Schwester der Mutter ist, [dreifach] strafbar$fn47ist. – Wie kann dies vorkommen? – Bei einem Frevler, dem Sohne eines Frevlers$fn48. – Woher entnimmt dies R. Jiçḥaq hinsichtlich eines solchen Falles? – Er folgert dies [durch einen Schluß] vom Leichteren auf das Schwerere. Es wird nämlich gelehrt: R. A͑qiba erzählte: Einst fragte ich R. Gamliél und R. Jehošua͑ auf dem Fleischmarkte zu Emmaus, wo sie ein Vieh zum [Hochzeits]mahle des Sohnes R. Gamliéls kaufen wollten, wie es denn sei, wenn jemand seine Schwester beschläft, die gleichzeitig Schwester seines Vaters und seiner Mutter ist, ob er nur wegen einer Sünde oder wegen jeder besonders strafbar sei, und sie erwiderten mir, sie hätten darüber nichts gehört, wohl aber hätten sie gehört, daß, wenn jemand bei einem Entfallen fünf menstruierende Frauen beschläft, er wegen jeder besonders schuldig sei, und es sei [ein Schluß] vom Leichteren auf das Schwerere zu folgern: wenn man im Falle von den Menstruierenden, wo es sich um dasselbe Verbot handelt, wegen jeder besonders schuldig ist, um wieviel mehr in diesem Falle, wo es sich um drei besondere Verbote handelt. – Und jene$fn49!? – Dieser [Schluß vom] Leichteren auf das Schwerere ist zu widerlegen: wohl im Falle von den Menstruierenden, weil es von einander getrennte Personen sind. Und jener, dieser [Schluß vom] Leichteren auf das Schwerere ist ja tatsächlich zu widerlegen!? – Vielmehr, er folgert dies aus [dem Worte] <i>Schwester</i> am Schlüsse [des Schriftverses]$fn50. – Wozu ist nach der anderen Ansicht [das Wort] <i>Schwester</i> am Schlüsse [des Schriftverses] nötig!? – Daß man wegen einer Schwester, die die Tochter des Vaters und der Mutter ist, strafbar ist, denn durch einen Schluß ist keine Bestrafung zu folgern$fn51. – Und jener!? – Wenn du willst, sage ich, er folgere die Bestrafung von der Verwarnung$fn52, und wenn du willst, sage ich, er entnimmt dies aus [dem Worte] <i>Schwester</i> im Beginne [des"
Makkot 14b:1,"Schriftverses]$fn53. – Und jene$fn49!? – Aus diesem ist die Teilung beim Herrichten des Salböls und dem Salben$fn54zu entnehmen. Dies nach einer Lehre des R. Elie͑zer im Namen R. Hoša͑jas; R. Elie͑zer sagte nämlich im Namen R. Hoša͑jas, überall, wo du zwei Verbote und eine Ausrottung$fn55 findest, seien sie hinsichtlich des Opfers$fn56geteilt. – Und jener!? –Wenn du willst, sage ich, er sei nicht der Ansicht R. Elie͑zers, und wenn du willst, sage ich, er folgere dies aus:$fn57<i>wenn jemand bei einer Frau liegt, die menstruierend ist</i>$fn58. – Und jene!? – Dieser [Schriftvers] ist für die Lehre R. Joḥanans zu verwenden, R. Joḥanan sagte nämlich im Namen des R. Šimo͑n b. Joḥaj: Woher, daß eine Frau nur dann unrein ist, wenn der Blutfluß aus der Scham kommt? Es heißt: <i>wenn jemand bei einer Frau liegt, die menstruierend und ihre Scham entblößt &amp;c.;</i> dies lehrt, daß eine Frau nur dann unrein ist, wenn der Blutfluß aus der Scham kommt."
