Index Title,Numbers
Numbers 17:12,"I powiedzieli synowie Israela do Mojżesza i rzekli: ""Oto konamy, giniemy, wszyscy giniemy; "
Numbers 17:13,Każdy kto tylko się zbliża do przybytku Wiekuistego umiera: czyż do szczętu wymrzemy? 
Numbers 18:1,"I rzekł Wiekuisty do Ahrona: ""Ty, i synowie twoi, i rodowy dom twój wraz z tobą, - ponosić będziecie wykroczenia przeciw świątyni; ty téż i synowie twoi wraz z tobą ponosić będziecie wykroczenia przeciw kapłaństwu waszemu; "
Numbers 18:2,"Ale i braci twoich, pokolenie Lewi, ród ojca twojego, przybliżysz do siebie; niechaj się przyłączą do ciebie i usługują ci, gdy ty i synowie twoi wraz z tobą będziecie przed przybytkiem świadectwa; "
Numbers 18:3,"I niechaj pełnią straż swoję i straż całego przybytku; wszakże do przyborów świątyni i do ofiarnicy niechaj nie przystępują, aby nie pomarli zarówno oni jak i wy. "
Numbers 18:4,I tak przyłączą się do ciebie i pełnić będą straż świątyni i straż przybytku zboru w każdej usłudze przybytku; postronny zaś niechaj nie przybliża się do was! 
Numbers 18:5,"I pełnić będziecie straż świątyni i straż ofiarnicy, aby nie było nadal gniewu na synów Israela. "
Numbers 18:6,"A Ja, otom wybrał braci waszych, Lewitów, z pośród synów Israela; wam w darze oddani są dla Wiekuistego, by sprawowali służbę przy przybytku zboru; "
Numbers 18:7,"Ty zaś i synowie twoi z tobą przestrzegajcie kapłaństwa waszego w każdej sprawie ofiarnicy, i tego co na zewnątrz zapony, abyście służyli przy tém; w darze oddaję wam służbę kapłaństwa waszego, a postronny, któryby się zbliżył, śmierć poniesie!"" "
Numbers 18:8,"I rzekł Wiekuisty do Ahrona: ""Tobie zaś oddaję pozostałości przechowywane z danin Moich; z wszystkiego poświęcanego przez synów Israela oddałem ci je jako udział uświęcony, i synom twoim ustawą wieczną. "
Numbers 18:9,"Oto co należy do ciebie z rzeczy przenajświętszych, z tego co idzie na ogień: każda ofiara ich, zarówno śniedna, jak zagrzeszna, jak i pokutna, którą oddawać Mi będą: świętem świętości to dla ciebie i dla synów twoich. "
Numbers 18:10,Na najświętszém miejscu jadać to będziesz; każdy mężczyzna jeść to może; poświęconém to ma być dla ciebie. 
Numbers 18:11,"A oto co twojém: danina z darów ich, ze wszystkich ofiar przedstawionych przez synów Israela, - tobie je oddaję, i synom twoim, i córkom twoim z tobą, ustawą wieczną; każdy czysty w domu twoim jeść je może. "
Numbers 18:12,"Wszystko co najprzedniejsze z oliwy, i wszystko co najprzedniejsze z moszczu i zboża, pierwociny, które składają Wiekuistemu, - tobie je oddaję; "
Numbers 18:13,"Pierwociny wszystkiego, co w ziemi ich, które przyniosą Wiekuistemu - twoje będą: każdy czysty w domu twoim jeść je może. "
Numbers 18:14,"Wszystko co zaklęte w Israelu, - twojém będzie; "
Numbers 18:15,"Wszystko co rozwiera łono u każdego ciała, a bywa ofiarowane Wiekuistemu, tak z ludzi jak i z bydła, twojém będzie; wszakże weźmiesz okup za pierworodnego z ludzi, również za pierworodne z bydła nieczystego weźmiesz okup; "
Numbers 18:16,"Okup zaś za nich: począwszy od jednego miesiąca weźmiesz okup według oceny twojej, srebra pięć szekli, wedle szekla uświęconego, dwadzieścia ger w nim. "
Numbers 18:17,"Wszakże za pierworodne z wołów, i za pierworodne z owiec, i za pierworodne z kóz nie bierz okupu: do świątyni należą: krwią ich pokropisz ofiarnicę, a tłuszcz ich puścisz z dymem jako ofiarę ogniową, na woń przyjemną Wiekuistemu. "
Numbers 18:18,"Jednak mięso ich należy do ciebie; jako mostek przedstawienia i łopatka prawa, - do ciebie należy. "
Numbers 18:19,"Wszystkie daniny święte, które składać będą synowie Israela Wiekuistemu, oddaję tobie i synom twoim, i córkom twoim z tobą, ustawą wieczną: ""przymierze soli"" to wieczne - przed obliczem Wiekuistego dla ciebie i potomstwa twego z tobą!"" "
Numbers 18:20,"I rzekł Wiekuisty do Ahrona: ""W ziemi ich dziedzictwa mieć nie będziesz, i udziału nie będziesz miał między nimi: Jam udział twój i dziedzictwo twoje w pośród synów Israela. "
Numbers 18:21,"Synom zaś Lewiego oto oddałem wszelką dziesięcinę w Israelu w dziedzictwie, za służbę ich, którą sprawują, posługując przy przybytku zboru. "
Numbers 18:22,"Aby nie przystępowali więcej synowie Israela do przybytku zboru, a nie ponosili grzechu śmiertelnego. "
Numbers 18:23,"I tak niechaj sprawują Lewici sami służbę przy przybytku zboru, a oni niech ponoszą winę swą - ustawą wieczną w pokoleniach waszych; a w pośród synów Israela nie posiadać im dziedzictwa. "
Numbers 18:24,"Ponieważ dziesięcinę synów Israela, którą składają jako daninę Wiekuistemu, oddałem Lewitom w dziedzictwo; przeto téż powiedziałem o nich: między synami Israela nie posiadać im dziedzictwa."" "
Numbers 18:25,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 18:26,"""A Lewitom oznajmisz i powiesz im: Gdy pobierać będziecie od synów Israela dziesięcinę, którą wam dałem od nich jako dziedzictwo wasze, - to zdejmujcie z niej daninę Wiekuistemu, - dziesięcinę z tej dziesięciny. "
Numbers 18:27,"I poczytana wam będzie ta dziesięcina wasza jako zboże z gumna, i jako obfitość z tłoczni. "
Numbers 18:28,"Tak samo zdejmować macie daninę Wiekuistego ze wszystkich dziesięcin waszych, które pobierać będziecie od synów Israela, - i oddawać z nich daninę Wiekuistego Ahronowi, kapłanowi. "
Numbers 18:29,"Ze wszystkich dochodów waszych zdejmujcie pełną daninę Wiekuistego, - ze wszystkiego najprzedniejszego, część jego poświęconą. "
Numbers 18:30,"A powiedz im: gdy zdejmować będziecie najprzedniejsze z tego, tedy poczytaném to będzie Lewitom jako plon z gumna i jako plon z tłoczni. "
Numbers 18:31,"I możecie to pożywać na każdem miejscu, wy i rodziny wasze; albowiem zapłata to wasza za służbę waszę w przybytku zboru. "
Numbers 18:32,"I nie poniesiecie za to grzechu, jeżeli zdejmować będziecie najprzedniejsze z tego; a ofiar poświęconych od synów Israela nie sponiewierajcie, abyście nie pomarli!"" "
Numbers 19:1,"I oświadczył Wiekuisty Mojżeszowi i Ahronowi, i rzekł: "
Numbers 19:2,"""Oto ustawa zakonu, którą ustanowił Wiekuisty, mówiąc: powiedz synom Israela, aby przywiedli do ciebie jałowicę czerwoną, zdrową, któraby nie miała wady, na którejby nie postało jarzmo; "
Numbers 19:3,"A oddajcie ją Elazarowi, kapłanowi, który każe wyprowadzić ją po za obóz, i zarznąć ją przed obliczem swojém; "
Numbers 19:4,"I weźmie Elazar, kapłan, nieco krwi jej palcem swoim, i pokropi ku przedniej stronie przybytku zboru krwią tą siedmkroć. "
Numbers 19:5,"I spalą jałowicę tę w oczach jego, skórę, mięso i krew jej; razem z pomiotem jej niechaj spalą. "
Numbers 19:6,"I weźmie kapłan drzewa cedrowego, i izopu, i czerwieni, i rzuci w środek pogorzeliska jałowicy. "
Numbers 19:7,"I wypierze szaty swe kapłan, a wykąpie ciało swe w wodzie; poczém wnijdzie do obozu, i nieczystym będzie kapłan aż do wieczora; "
Numbers 19:8,"A ten téż, kto ją palić będzie, wypierze szaty swe w wodzie, i wykąpie ciało swe w wodzie, i nieczystym będzie do wieczora. "
Numbers 19:9,"I zbierze człowiek czysty popiół jałowicy i złoży go po za obozem na miejscu czystém, a będzie on dla zboru synów Israela przechowywany do wody oczyszczającej: ofiara to zagrzeszna. "
Numbers 19:10,I wypierze téż zbierający popiół jałowicy szaty swoje i nieczystym będzie do wieczora. A będzie to dla synów Israela i dla cudzoziemców przebywających między nimi ustawą wieczną: 
Numbers 19:11,"Ktoby się dotknął umarłego, jakichkolwiek zwłok ludzkich, będzie nieczystym przez siedm dni; "
Numbers 19:12,"I powinien on oczyścić się nią dnia trzeciego i dnia siódmego aby był czystym; gdyby zaś nie oczyścił się dnia trzeciego i dnia siódmego, czystym nie będzie. "
Numbers 19:13,"Ktokolwiekby się dotknął zmarłego, zwłok człowieka, który umarł, a nie oczyściwszy się przybytek Wiekuistego skalał - wytrąconą będzie dusza ta z pośród Israela; póki wodą oczyszczającą pokropiony nie został, nieczystym jest, - jeszcze nieczystość jego na nim; "
Numbers 19:14,"Oto zakon: Gdyby człowiek umarł w namiocie, to ktokolwiek wejdzie do tego namiotu, i cokolwiekby było w tym namiocie, nieczystém będzie przez siedm dni; "
Numbers 19:15,"Wszelkie téż naczynie odkryte, na któremby nie było nawiązki obwijającej, nieczystém jest; "
Numbers 19:16,"Ktoby téż dotknął się na polu bądź poległego od miecza, bądź zmarłego, bądź kości ludzkiej, bądź mogiły, - nieczystym będzie siedm dni; "
Numbers 19:17,"Wezmą tedy dla tego nieczystego, popiołu z pogorzeliska ofiary zagrzesznej i naleją nań wody żywej w naczynie; "
Numbers 19:18,"Weźmie téż izopu, i umoczy go w onej wodzie człowiek czysty, i pokropi namiot, i wszystkie naczynia, i wszystkie osoby, które tam były, albo tego, który się dotknął kości, albo poległego, albo zmarłego, albo mogiły; "
Numbers 19:19,"I pokropi czysty nieczystego dnia trzeciego i dnia siódmego, i oczyści go dnia siódmego; i wypierze szaty swe i wykąpie się w wodzie, a będzie czysty wieczorem. "
Numbers 19:20,"Człowiek wszakże, któryby skalanym był, a nie oczyścił się; wytrąconą będzie dusza ta z pośród zgromadzenia, jeżeliby przybytek Wiekuistego skalał: wodą oczyszczającą pokropionym nie został, - nieczystym jest. "
Numbers 19:21,"I będzie to dla nich ustawą wieczną. Pokrapiający téż wodą oczyszczającą wypierze szaty swoje, a dotykający się tej wody oczyszczającej, nieczystym będzie do wieczora; "
Numbers 19:22,"A czegokolwiek by się dotknął nieczysty, nieczystém będzie; osoba téż dotykająca się go nieczystą będzie do wieczora."" "
Numbers 20:1,"I przybyli synowie Israela, cały zbór, na puszczę Cyn miesiąca pierwszego, i pozostał lud w Kadesz; i umarła tam Mirjam, i pochowaną tam została. "
Numbers 20:2,"I nie było wody dla zboru, i zebrali się przeciw Mojżeszowi i przeciw Ahronowi. "
Numbers 20:3,"I gniewał się lud na Mojżesza i narzekali mówiąc: ""Gdybyśmy téż skonali, gdy konali bracia nasi przed obliczem Wiekuistego; "
Numbers 20:4,"I nacóżeście zawiedli zgromadzenie Wiekuistego na puszczę tę, - abyśmy tu pomarli, my i dobytek nasz? "
Numbers 20:5,"A pocóżeście wywiedli nas z Micraim? Aby zaprowadzić nas na to miejsce nędzne, gdzie niema wysiewu, ani figi, ani winogradu, ani granatu, a nawet wody niema, by się napić?"" "
Numbers 20:6,I uszedł Mojżesz i Ahron przed zgromadzeniem do wnijścia przybytku zboru i padli na oblicza swoje; i ukazał się majestat Wiekuistego. 
Numbers 20:7,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 20:8,"""Weźmiesz buławę i zgromadzisz cały zbór, - ty i Ahron, brat twój, a przemówicie do skały w oczach ich, aby wydała wody swe; i tak wywiedziesz im wodę ze skały, a napoisz zbór i dobytek ich."" "
Numbers 20:9,"I wziął Mojżesz buławę z przed oblicza Wiekuistego, jako mu rozkazał; "
Numbers 20:10,"I zgromadził Mojżesz i Ahron lud przed skałą, i rzekł do nich: ""Posłuchajcież, przekorni, czyż ze skały tej, wydobędziem wam wodę?"" "
Numbers 20:11,"Zatém podniósł Mojżesz rękę swoję, i uderzył w skałę buławą swą dwukrotnie, - a wypłynęły wody obfite, i napił się zbór i dobytek jego. "
Numbers 20:12,"I rzekł Wiekuisty do Mojżesza i Ahrona: ""Za to, żeście nie zawierzyli Mi, aby uświęcić Mnie w oczach synów Israela, przeto nie zaprowadzicie zgromadzenia tego do ziemi, którą oddaję im!"" "
Numbers 20:13,"Te to są wody Meryba; gdyż narzekali synowie Israela na Wiekuistego, a uświęcony został przez nie. "
Numbers 20:14,"I wyprawił Mojżesz posłów z Kadesz do króla Edomu: ""Tak rzecze brat twój Israel: ty znasz wszelaką niedolę która spotkała nas; "
Numbers 20:15,"Zstąpili byli ojcowie nasi do Micraim, i mieszkaliśmy w Micraim przez długie czasy; a trapili nas Micrejczycy i ojców naszych; "
Numbers 20:16,"I wołaliśmy do Wiekuistego, a wysłuchał On głos nasz, i posłał wysłańca, i wywiódł nas z Micraim, a oto jesteśmy w Kadesz, mieście na krańcu granicy twojej; "
Numbers 20:17,"Chcielibyśmy przejść przez ziemię twoję! Nie pójdziemy przez pola ani przez winnice, ani pić będziemy wody ze studzien; drogą królewską pójdziemy, nie zboczymy ani na prawo, ani na lewo, póki nie przejdziemy granic twoich!"" "
Numbers 20:18,"I odpowiedział mu Edom: ""Nie przejdziesz przezemnie, inaczej mieczem wystąpię przeciw tobie!"" "
Numbers 20:19,"I rzekli doń synowie Israela: ""Gościńcem pójdziemy, a gdybyśmy wody twoje pili, - ja i stada moje, zapłacę cenę ich; jedynie - nic więcej - abym stopami swojemi przeszedł!"" "
Numbers 20:20,"Ale odpowiedział: ""Nie przejdziesz!"" I wyruszył Edom przeciw niemu z narodem potężnym i ręką możną. "
Numbers 20:21,I tak wzbraniał się Edom pozwolić Israelowi przejść przez granice jego; i wyminął go Israel. 
Numbers 20:22,"I wyruszyli z Kadesz, i przybyli synowie Israela, cały zbór, do góry Hor, "
Numbers 20:23,"I oświadczył Wiekuisty Mojżeszowi i Ahronowi na górze Hor, nad granicą ziemi Edomu, i rzekł: "
Numbers 20:24,"""Przyłączon będzie Ahron do ludu swego; albowiem nie wnijdzie on do ziemi, którą oddaję synom Israela, za to żeście się sprzeciwiali rozkazowi Mojemu u wód Meryby; "
Numbers 20:25,"Weź Ahrona i Elazara, syna jego, a zaprowadź ich na górę Hor; "
Numbers 20:26,"I zdejm z Ahrona szaty jego, a oblecz w nie Elazara, syna jego; Ahron zaś przyłączon będzie i umrze tam."" "
Numbers 20:27,"I uczynił Mojżesz jako rozkazał Wiekuisty; i wstąpili na górę Hor, w oczach całego zboru; "
Numbers 20:28,"I zdjął Mojżesz z Ahrona szaty jego, a oblókł w nie Elazara, syna jego; i umarł tam Ahron na szczycie góry; a Mojżesz i Elazar zstąpili z góry. "
Numbers 20:29,"I zobaczył cały zbór, że skonał Ahron; i opłakiwał Ahrona przez trzydzieści dni cały dom Israela. "
Numbers 21:1,"I usłyszał Kanaanejczyk, król Aradu, osiadły na południu, że nadciąga Israel drogą od Atarym, stoczył tedy bitwę z Israelem i nabrał od niego jeńców. "
Numbers 21:2,"I ślubował Israel ślub Wiekuistemu i rzekł: ""Jeżeli podasz lud ten w ręce moje, położę zaklęcie na miasta ich!"" "
Numbers 21:3,"I wysłuchał Wiekuisty głos Israela, i wydał mu Kanaanejczyków, i położył zaklęcie na nich i na miasta ich, - i nazwał miano okolicy tej Chorma. "
Numbers 21:4,"I wyruszyli od góry Hor, drogą ku morzu Czerwonemu, aby obejść ziemię Edomu, lecz zmalał duch ludu na drodze. "
Numbers 21:5,"I narzekał lud na Boga i na Mojżesza: ""Nacóż wywiedliście nas z Micraim, abyśmy pomarli na pustyni? Wszak niema ani chleba ani wody, a dusza nasza obmierziła sobie chleb ten nędzny!"" "
Numbers 21:6,"I puścił Wiekuisty na lud węże jadowite, i kąsały lud, i wymarło wiele ludu z Israela. "
Numbers 21:7,"I przyszedł lud do Mojżesza i rzekł: ""Zgrzeszyliśmy, żeśmy narzekali na Wiekuistego i na ciebie; pomódl się Wiekuistemu, aby oddalił od nas te węże!"" I pomodlił się Mojżesz za ludem. "
Numbers 21:8,"I rzekł Wiekuisty do Mojżesza: ""Zrób sobie węża, a utwierdź go na drzewcu, i będzie, że ktokolwiek ukąszony nań wejrzy, wyzdrowieje."" "
Numbers 21:9,"I zrobił Mojżesz węża miedzianego, i utwierdził go na drzewcu; i bywało, że gdy wąż ukąsił człowieka a spojrzał na węża miedzianego, tedy wyzdrowiał. "
Numbers 21:10,"I wyruszyli synowie Israela, i stanęli obozem w Oboth; "
Numbers 21:11,"I wyruszyli z Oboth, i stanęli obozem na ruinach Abarym, na puszczy, która naprzeciw Moabu, ku wschodowi słońca. "
Numbers 21:12,"Ztamtąd wyruszyli, i stanęli obozem nad potokiem Zered. "
Numbers 21:13,"Wyruszywszy ztąd stanęli obozem nad brzegiem Arnonu, który w pustyni, przy wyjściu jego z granic Emorejczyka, ponieważ Arnon granicą jest Moabu, - między Moabem i Emorejczykiem, -  "
Numbers 21:14,Dla tego to powiedziano w księdze wojen Wiekuistego: Waheb w Sufa i potoki Arnonu. -  
Numbers 21:15,"I ten stok potoków, który się skręca ku osadzie Ar, a przylega do granic Moabu. "
Numbers 21:16,"A ztamtąd do Beer; jest to owa studnia, o której powiedział Wiekuisty Mojżeszowi: ""Zgromadź lud, a dam im wody!"" "
Numbers 21:17,"Wtedy to zaśpiewał Israel pieśń tę: ""Wzbieraj studnio, zaśpiewajcie o niej! "
Numbers 21:18,"Studnia, którą wykopali książęta, wydrążyli dostojnicy ludu berłem, buławami swojemi!"" A z tej pustyni do Mathany. "
Numbers 21:19,A z Mathany do Nachliel; a z Nachliel do Bamoth. 
Numbers 21:20,"A z Bamoth do kotliny, która na polach Moabu, przy wierzchołku Pisgi, zwróconej ku pustyni. "
Numbers 21:21,"I wyprawił Israel posłów do Sychona, króla Emorei, by mu powiedzieć: "
Numbers 21:22,"""Chciałbym przejść przez ziemię twoję; nie zboczym na pola ani na winnice; nie będziemy pili wody ze studzien; drogą królewską pójdziemy, dopóki nie przejdziemy granic twoich."" "
Numbers 21:23,"Ale nie pozwolił Sychon Israelowi przejść przez granice swoje; i zebrał Sychon wszystek lud swój i wystąpił przeciw Israelowi na pustynię, i dotarł do Jahac, i stoczył bitwę z Israelem; "
Numbers 21:24,"Ale poraził go Israel ostrzem miecza, i zawładnął ziemią jego od Arnonu aż do Jabboku, - aż do Ammonitów; albowiem silną była granica Ammonitów. "
Numbers 21:25,"I zabrał Israel wszystkie te miasta, i osiadł Israel we wszystkich miastach Emorejczyka, w Cheszbonie, i we wszystkich przyległościach jego; "
Numbers 21:26,"Bo Cheszbon był stolicą Sychona, króla Emorejskiego, który wojował z królem Moabu poprzednim, a był mu zabrał cały kraj jego aż po Arnon. "
Numbers 21:27,"Przeto powiadają wieszcze: ""Wnijdźcie do Cheszbon, a niech się odbuduje i utwierdzi stolica Sychona!. "
Numbers 21:28,"Albowiem ogień wyszedł z Cheszbonu, płomień z grodu Sychona, i pochłonął Ar w Moabie, władców wyżyn Arnonu! "
Numbers 21:29,"Biada ci Moabie! zginąłeś ludu Kemosza! Oddał synów swoich na tułactwo, a córki swoje do niewoli królowi Emorei, Sychonowi. "
Numbers 21:30,"Pokonaliśmy ich, - zniszczał Cheszbon wraz z Dybonem, poburzyliśmy aż do Nofach, aż do Medby!"". "
Numbers 21:31,I tak osiadł Israel w ziemi Emorejskiej. 
Numbers 21:32,"I posłał Mojżesz wypatrywać Jazer, - i zdobyli przyległości jego; i wypędził on Emorejczyków tamecznych. "
Numbers 21:33,"I zwrócili się i pociągnęli drogą ku Baszanowi. Wtedy wystąpił Og, król Baszanu przeciw nim, on i wszystek lud jego dla stoczenia bitwy, pod Edreję; "
Numbers 21:34,"I rzekł Wiekuisty do Mojżesza: ""Nie obawiaj się go, gdyż w moc twoję oddam go, i wszystek lud jego, i ziemię jego, i postąpisz z nim, jakoś postąpił z Sychonem, królem Emorejskim, który zasiadał w Cheszbonie."" "
Numbers 21:35,"I porazili go i synów jego, i wszystek lud jego, że nie zostawili mu szczątku, i zawładnęli ziemią jego. "
Numbers 22:1,"I wyruszyli synowie Israela, i stanęli obozem w stepach Moabu, z tej strony Jardenu Jerychońskiego. "
Numbers 22:2,"I widział Balak, syn Cyppora wszystko, co uczynił Israel Emorejczykom; "
Numbers 22:3,"I uląkł się Moab tego ludu bardzo, gdyż licznym był, i zatrwożył się Moab przed synami Israela. "
Numbers 22:4,"I rzekł Moab do starszych Midjanu: ""Teraz pożre ten tłum wszystko wokoło nas, jak pożera wół trawę polną!"" A Balak, syn Cyppora, był królem Moabu podówczas. "
Numbers 22:5,"I wyprawił posłów do Bileama, syna Beora, do Pethoru, który nad rzeką, do ziemi ojczystej swojej, aby zawezwać go i powiedzieć: ""Oto lud wyszedł z Micraim; oto zakrył widnokrąg ziemi, a osiadł on naprzeciw mnie; "
Numbers 22:6,"I tak przyjdźże, przeklnij mi ten lud, - gdyż potężniejszym on odemnie, - może wtedy zdołam pokonać go, i wypędzić z ziemi tej; bo ja wiem, że komu błogosławisz, błogosławiony jest, a kogo przeklinasz, ten przeklęty!"" "
Numbers 22:7,"Poszli tedy starsi Moabu i starsi Midjanu, a dary za wieszczbę w ich ręku, i przybyli do Bileama i powiedzieli mu słowa Balaka. "
Numbers 22:8,"I rzekł on do nich: ""Przenocujcie tu tę noc, a dam wam odpowiedź jak oznajmi mi Wiekuisty."" I zostali książęta Moabu u Bileama. "
Numbers 22:9,"I przyszedł Bóg do Bileama i rzekł: ""Cóż to za ludzie u ciebie?"" "
Numbers 22:10,"I odpowiedział Bileam Bogu: Balak, syn Cyppora, król Moabu, przysłał do mnie: "
Numbers 22:11,"Oto lud ten, który wyszedł z Micraim, - zakrył widnokrąg ziemi; i tak przyjdź, przeklnij mi go: może wtedy zdołam go zwalczyć, i wypędzić go."" "
Numbers 22:12,"I rzekł Wiekuisty do Bileama: ""nie chodź z nimi ani przeklinaj ludu tego, gdyż błogosławiony jest!"" "
Numbers 22:13,"I wstał Bileam zrana, i rzekł do książąt Balaka: ""wróćcie do ziemi waszej, gdyż nie chce mi Wiekuisty pozwolić, abym poszedł z wami."" "
Numbers 22:14,"Zabrali się tedy książęta Moabu, i przyszli do Balaka i rzekli: ""Nie chciał Bileam iść z nami."" "
Numbers 22:15,Znowu tedy posłał Balak książęta większe i znamienitsze od pierwszych. 
Numbers 22:16,"I przybyli do Bileama i rzekli doń: ""tak rzecze Balak, syn Cyppora: nie wzbraniajże się przyjść do mnie! "
Numbers 22:17,"Albowiem uczcić uczczę cię wielce, a wszystko co mi rozkażesz uczynię; tylko przyjdź proszę, i przeklnij mi lud ten!"" "
Numbers 22:18,"I odpowiedział Bileam, i rzekł do sług Balaka: ""Choćby mi dawał Balak pełen dom swój srebra i złota, nie mógłbym przekroczyć rozkazu Wiekuistego, Boga mojego, i uczynić co małego lub wielkiego; "
Numbers 22:19,"Ale zostańcież tu i wy przez noc tę, a dowiem się co znowu Wiekuisty powie mi."" "
Numbers 22:20,"I przyszedł Bóg do Bileama w nocy i rzekł do niego: ""Jeżeli wezwać cię przyszli ci ludzie, wstań, idź z nimi; wszakże, - tylko to, co ci powiem, uczynisz."" "
Numbers 22:21,"I wstał Bileam zrana, i osiodłał oślicę swoję, i poszedł z książętami Moabu; "
Numbers 22:22,"I wspłonął gniew Boga, że poszedł, - i stanął anioł Wiekuistego na drodze, jako zawada dlań; on zaś jechał na oślicy swojej, a dwoje pacholąt jego z nim. "
Numbers 22:23,"I ujrzała oślica anioła Wiekuistego, stojącego na drodze, a miecz jego dobyty w ręce jego, - i ustąpiła oślica z drogi, i zeszła na pole; i bił Bileam oślicę, aby ją zwrócić na drogę. "
Numbers 22:24,"Tedy stanął anioł Wiekuistego na ścieżce między winnicami, gdzie płot z jednej, a płot z drugiej strony. "
Numbers 22:25,"A widząc oślica anioła Wiekuistego, cisnęła się do ściany, i przyparła nogę Bileama do ściany: i tak począł znowu ją bić. "
Numbers 22:26,"Anioł zaś Wiekuistego poszedł dalej, i stanął w miejscu tak ciasném, że nie było drogi wyminąć, ani na prawo ani na lewo; "
Numbers 22:27,"A widząc oślica anioła Wiekuistego, legła pod Bileamem; i wspłonął gniew Bileama i począł bić oślicę kijem. "
Numbers 22:28,"I otworzył Wiekuisty usta oślicy, i rzekła do Bileama: ""Cóżem ci uczyniła, że mnie bijesz oto już trzykrotnie?"" "
Numbers 22:29,"I rzekł Bileam do oślicy: ""Za to, żeś się naigrawała ze mnie; gdybym miał miecz w ręku, byłbym cię teraz zabił!"" "
Numbers 22:30,"I rzekła oślica do Bileama: ""Czyżem nie ja oślica twoja, na którejś jeździł od dawna do dnia dzisiejszego? Czyżem zwykła była czynić ci tak?"" I rzekł: ""Nie!"" "
Numbers 22:31,"I odsłonił Wiekuisty oczy Bileama, i ujrzał on anioła Wiekuistego, stojącego na drodze i miecz jego dobyty w ręce jego: i ukłonił się i padł na oblicze swoje. "
Numbers 22:32,"I rzekł doń anioł Wiekuistego: ""Czemu biłeś oślicę twoję oto już trzykrotnie? Wszakżem ja to wyszedł, by stanąć zawadą, bo zgubną jest droga twoja przedemną. "
Numbers 22:33,"A widząc mnie oślica, ustępowała przedemną oto już trzykrotnie, gdyby nie ustąpiła przedemną, już bym cię był zabił, a ją zostawił przy życiu!"" "
Numbers 22:34,"I rzekł Bileam do anioła Wiekuistego: ""Zgrzeszyłem, bom nie wiedział, żeś ty stanął przeciw mnie na drodze; a teraz, jeżeli to nieprzyjemném w oczach twoich, to powrócę!"" "
Numbers 22:35,"I rzekł anioł Wiekuistego do Bileama: ""Idź z tymi ludźmi; wszakże to tylko, co ja ci powiem, mówić będziesz!"" I tak poszedł Bileam z książętami Balaka. "
Numbers 22:36,"A gdy usłyszał Balak, że przybywa Bileam, wyszedł naprzeciw niemu do miasta Moabickiego, położonego na granicy nad Arnonem, który na krańcu granicy. "
Numbers 22:37,"I rzekł Balak do Bileama: ""Wszak tylokrotnie posyłałem do ciebie, wzywając cię: czemużeś nie przybył do mnie? Czyżbym rzeczywiście nie był wstanie cię uczcić?"" "
Numbers 22:38,"I rzekł Bileam do Balaka: ""Oto przybyłem do ciebie; ale czyż mogę sam co powiedzieć? To słowo, które włoży Bóg w usta moje, to mówić będę."" "
Numbers 22:39,I poszedł Bileam z Balakiem i przybyli do Kirjath-Chucoth. 
Numbers 22:40,"I narznął Balak wołów i owiec, i posłał Bileamowi i książętom, którzy z nim byli. "
Numbers 22:41,"I stało się nazajutrz, że wziął Balak Bileama, i wprowadził go na wyżyny Baala, - i zobaczył ztamtąd część ludu. "
Numbers 23:1,"I rzekł Bileam do Balaka: ""Zbuduj mi tu siedm ofiarnic, a przygotuj mi tu siedm cielców i siedm baranów."" "
Numbers 23:2,"I uczynił Balak, jako powiedział Bileam; i złożyli Balak i Bileam po cielcu i po baranie na każdej ofiarnicy. "
Numbers 23:3,"I rzekł Bileam do Balaka: ""Postój przy całopaleniu twojém, a ja pójdę; może zjawi się Wiekuisty na spotkanie moje, a cokolwiekby mi rozkazał oznajmię ci."" I wszedł na górę. "
Numbers 23:4,"I zjawił się Bóg na spotkanie Bileama, i rzekł on do Niego: ""Siedm ofiarnic przygotowałem i złożyłem po cielcu i baranie na każdej ofiarnicy!"" "
Numbers 23:5,"I włożył Wiekuisty słowo w usta Bileama, i rzekł: ""Wrócisz do Balaka, a powiesz tak."" -  "
Numbers 23:6,"I powrócił do niego, a oto, stał on przy całopaleniu swojém, - on i wszyscy książęta Moabu. "
Numbers 23:7,"I wygłosił on przypowieść swoję, i rzekł: Z Aramu sprowadza mnie Balak, król Moabu, z wysokich gór Wschodu: ""O przyjdź, przeklinaj mi Jakóba, o przyjdź, złorzecz Israelowi!"" "
Numbers 23:8,Czemże mi przeklinać? Wszak nie przeklął Pan! czemże mi złorzeczyć! Wszak nie złorzeczył Wiekuisty! 
Numbers 23:9,"Oto ze szczytu skał widzę go, a z pagórków spoglądam nań: Oto lud, który oddzielnie mieszka, a między narody się nie zalicza! "
Numbers 23:10,"Któż zliczył proch Jakóba, a porachował leże Israela? Oby zmarła dusza moja śmiercią sprawiedliwych, a był koniec mój do nich podobnym! "
Numbers 23:11,"I rzekł Balak do Bileama: ""Cóżeś mi uczynił? Na przeklinanie wrogów moich przyzwałem cię, a ty, - oto błogosławieństwem błogosławisz!"" "
Numbers 23:12,"On wszakże głośno odparł, i rzekł: ""Czyż nie muszę to, co włożył Wiekuisty w usta moje ściśle powtórzyć?"" "
