Index Title,Leviticus
Leviticus 13:44,Człowiek to trędowaty: nieczystym jest; za nieczystego poczyta go kapłan: na głowie jego zakażenie jego. 
Leviticus 13:45,"Trędowaty zaś dotknięty tą zarazą, szaty jego będą rozdarte i głowa jego będzie odkryta, i po brodę się otuli, i nieczysty, nieczysty, wołać będzie. "
Leviticus 13:46,"Przez wszystek czas, póki jest zarazą dotknięty, za nieczystego będzie uważany; nieczystym jest; oddzielony przebywać będzie; po za obozem będzie mieszkanie jego. "
Leviticus 13:47,"Jeżeliby téż na szacie ukazała się zaraza trądu, na szacie wełnianej, albo na szacie lnianej, -  "
Leviticus 13:48,"Czy to na osnowie, czy na wątku - z lnu, albo wełny, - czy téż na skórze, albo na jakimkolwiek wyrobie skórzanym, "
Leviticus 13:49,"A byłaby to zaraza zielonawa, albo czerwonawa na szacie, albo na skórze, albo na osnowie, albo na wątku, albo na jakiejkolwiek rzeczy skórzanej, - zarazą trądu jest, i pokazaną być ma kapłanowi. "
Leviticus 13:50,I obejrzy kapłan zakażenie i zamknie zakażone na siedm dni. 
Leviticus 13:51,"A gdy zobaczy zakażone dnia siódmego, że szerzy się zakażenie na szacie, - czy to na osnowie, czy na wątku, albo na skórze, na czémkolwiek, co ze skóry sporządzoném zostało do użytku, - to jest ta zaraza trądem jadowitym; nieczystym jest. "
Leviticus 13:52,"I spali tę szatę, - czy to osnowę, czy wątek z wełny albo lnu, albo jakąkolwiek rzecz skórzaną, któraby zarazą była dotknięta; bo to trąd jadowity, - w ogniu spaloném to będzie. "
Leviticus 13:53,"Gdyby zaś zobaczył kapłan, że nie szerzy się zakażenie na szacie, - czy to na osnowie, czy na wątku, albo na jakiejkolwiek rzeczy skórzanej, "
Leviticus 13:54,"Tedy rozkaże kapłan, aby wyprano to, co zarazą dotknięte i zamknie je na drugie siedm dni. "
Leviticus 13:55,"I obejrzy kapłan po wypraniu zakażenie, a oto, jeżeli zakażenie nie odmieniło barwy swojej, a nie rozszerzyło się zakażenie: nieczystém ono, w ogniu je spalisz: przegryzieniem to, bądź na zwierzchniej, bądź na spodniej stronie jego. "
Leviticus 13:56,"Jeżeliby zaś zobaczył kapłan, iż oto ściemniało zakażenie po wypraniu jego; tedy wydrze je z szaty, albo ze skóry, - bądź z osnowy, bądź z wątku. "
Leviticus 13:57,"Gdyby wszakże znowu wystąpiła na szacie, - bądź na osnowie, bądź na wątku, albo na jakiejkolwiek rzeczy skórzanej: trąd to szerzący się, - spalić ci na ogniu to, co zakażeniem dotknięte. "
Leviticus 13:58,"Szatę zaś, - czy to osnowa czy wątek, - albo wszelką rzecz skórzaną, którąbyś wyprał, a odeszłoby od niej zakażenie, wypierzesz powtórnie, a czystą będzie."" "
Leviticus 13:59,"Oto nauka o zarazie trądu na szacie wełnianej, albo lnianej, bądź na osnowie bądź na wątku, albo na jakiejkolwiek rzeczy skórzanej, czy należy je poczytać za czyste, czy téż za nieczyste. "
Leviticus 14:1,I rzekł Wiekuisty do Mojżesza tak: 
Leviticus 14:2,"Oto nauka o trędowatym w dzień oczyszczenia jego: przywiedziony będzie do kapłana, -  "
Leviticus 14:3,"I wyjdzie kapłan po za obóz, i zobaczy kapłan, iż oto uleczona jest zaraza trądu na trędowatym; "
Leviticus 14:4,"Poleci wtedy kapłan, aby wzięto dla oczyszczającego się parę ptaków żywych, czystych i drzewa cedrowego, i czerwieni, i izopu "
Leviticus 14:5,"I poleci kapłan zarznąć jednego ptaka nad naczyniem glinianém, nad wodą żywą. "
Leviticus 14:6,"Ptaka tedy żywego weźmie i drzewo cedrowe i czerwień, i izop, a zamoczy to wraz z ptakiem żywym we krwi ptaka zarzniętego nad wodą żywą, "
Leviticus 14:7,"I pokropiwszy oczyszczającego się z trądu siedmkroć, ogłosi go czystym, a puści ptaka żywego na pole. "
Leviticus 14:8,"I wypierze oczyszczający się szaty swoje i ostrzyże wszystkie włosy swoje, i umyje się wodą i będzie czystym. Poczém wnijdzie do obozu, a będzie zostawał po za namiotem swoim przez siedm dni. "
Leviticus 14:9,"A dnia siódmego ogoli wszystkie włosy swoje, głowę swą, i brodę swą, i brwi oczu swoich, i wszystkie włosy swoje ogoli, i wypierze szaty swoje, i umyje ciało swoje wodą i będzie czystym. "
Leviticus 14:10,"Dnia zaś ósmego weźmie dwa jagnięta zdrowe i owcę jednę, roczną, zdrową, i trzy dziesiąte efy mąki przedniej na ofiarę śniedną zaczynioną oliwą i log jeden oliwy. "
Leviticus 14:11,I postawi kapłan oczyszczający człowieka oczyszczającego się wraz z temi przed Wiekuistym u wnijścia do przybytku zboru. 
Leviticus 14:12,"Poczém weźmie kapłan jedno jagnię, i przyniesie je na ofiarę pokutną wraz z logiem oliwy, i przedstawi je jako przedstawienie przed obliczem Wiekuistego; "
Leviticus 14:13,"I zarznie jagnię na miejscu, gdzie zarzynają ofiarę zagrzeszną i całopalenie, na miejscu świętém; bo jako ""zagrzeszna"" i ""pokutna"" do kapłana należy: świętem świętości ona. "
Leviticus 14:14,"I weźmie kapłan nieco krwi z ofiary pokutnej, i nada kapłan na chrząstkę prawego ucha oczyszczającego się, i na wielki palec ręki jego prawej, i na wielki palec nogi jego prawej. "
Leviticus 14:15,"Weźmie téż kapłan z loga oliwy, a naleje na dłoń swoję lewą. "
Leviticus 14:16,"I umoczy kapłan palec swój prawy w oliwie będącej na dłoni jego lewej, i pokropi oliwą z palca swojego siedm razy przed obliczem Wiekuistego. "
Leviticus 14:17,"A z ostatka oliwy, będącej na dłoni jego, nada kapłan na chrząstkę prawego ucha oczyszczającego się, i na wielki palec ręki jego prawej, i na wielki palec nogi jego prawej, na miejscu gdzie krew ofiary pokutnej. "
Leviticus 14:18,"A pozostałém z oliwy, będącej na dłoni kapłana, nada na głowę oczyszczającego się, i rozgrzeszy go kapłan przed Wiekuistym. "
Leviticus 14:19,Spełni téż kapłan ofiarę zagrzeszną i rozgrzeszy oczyszczającego się z nieczystości jego; poczém zarznie całopalenie. 
Leviticus 14:20,I złoży kapłan całopalenie i ofiarę śniedną na ofiarnicy. I rozgrzeszy go kapłan i będzie czystym. 
Leviticus 14:21,"Jeżeli wszakże biednym jest, a osiągnąć tego nie może: to niechaj weźmie jedno jagnię na ofiarę pokutną, dla przedstawienia, aby rozgrzeszyć siebie, i jednę dziesiątą część efy mąki przedniej zaczynionej oliwą na ofiarę śniedną, i log oliwy. "
Leviticus 14:22,"Nadto dwie synogarlice, albo dwa gołąbki, stosownie do możności swojej, i będzie jedno z nich na ofiarę zagrzeszną, a drugie na całopalenie. "
Leviticus 14:23,"I przyniesie je w ósmy dzień oczyszczenia swego do kapłana do wejścia przybytku zboru, przed oblicze Wiekuistego. "
Leviticus 14:24,"I weźmie kapłan jagnię ofiary pokutnej, i log oliwy i przedstawi je kapłan jako przedstawienie przed Wiekuistym. "
Leviticus 14:25,"I zarznie jagnię na ofiarę pokutną, a wziąwszy kapłan nieco krwi z ofiary pokutnej nada na chrząstkę prawego ucha oczyszczającego się, na wielki palec ręki jego prawej, i na wielki palec nogi jego prawej. "
Leviticus 14:26,Oliwy téż naleje kapłan na lewą dłoń swoję. 
Leviticus 14:27,"I pokropi kapłan palcem swoim prawym oliwą, będącą na lewej jego dłoni, siedm razy przed obliczem Wiekuistego. "
Leviticus 14:28,"I nada kapłan z oliwy, będącej na dłoni jego, na chrząstkę prawego ucha oczyszczającego się i na wielki palec ręki jego prawej, i na wielki palec nogi jego prawej, na miejscu, gdzie krew ofiary pokutnej. "
Leviticus 14:29,"A pozostałém z oliwy, będącej na dłoni kapłana, nada na głowę oczyszczającego się, aby rozgrzeszyć go przed Wiekuistym. "
Leviticus 14:30,"Spełni téż jedną z synogarlic, albo jednym z gołąbków, na cokolwiek stało go, "
Leviticus 14:31,"Tém co stało go, jedném ofiarę zagrzeszną, a jedném całopalenie przy ofierze śniednej; i tak rozgrzeszy oczyszczającego się przed obliczem Wiekuistego."" "
Leviticus 14:32,"Oto nauka o dotkniętym zarazą trądu, którego nie stać w czasie oczyszczenia swojego. "
Leviticus 14:33,"I rzekł Wiekuisty do Mojżesza i do Ahrona, tak: "
Leviticus 14:34,"""Gdy wejdziecie do ziemi Kanaan, którą oddaję wam na władanie, - a dopuściłbym zarazę trądu na który dom w ziemi władania waszego; "
Leviticus 14:35,"Pójdzie wtedy ten, do którego dom, należy i powie kapłanowi tak: jakoby zaraza ukazała mi się na domu. "
Leviticus 14:36,"Rozkaże tedy kapłan wyprzątnąć dom, zanim wejdzie sam, aby obejrzeć zarazę, ażeby nie zanieczyściło się wszystko, co w domu; poczém wejdzie kapłan, aby obejrzeć dom. "
Leviticus 14:37,"I obejrzy zarazę, a oto zaraza na ścianach domu, wyżłobienia zielonawe albo czerwonawe, a wejrzenie ich głębsze niż powierzchnia ściany, -  "
Leviticus 14:38,"Tedy wyjdzie kapłan z domu przede drzwi domu, i zamknie dom na siedm dni. "
Leviticus 14:39,"I wróci kapłan dnia siódmego i obejrzy, a oto rozszerzyła się zaraza na ścianach domu; "
Leviticus 14:40,"Rozkaże wtedy kapłan wyłamać kamienie zarazą dotknięte i wyrzucić je po za miasto, na miejsce nieczyste, "
Leviticus 14:41,"A dom da oskrobać z wewnątrz na około, i wysypią téż tynk, który zeskrobali, po za miasto, na miejsce nieczyste. "
Leviticus 14:42,"I wezmą kamienie inne, i wstawią je na miejsce owych kamieni, i tynk téż inny wezmą i potynkują dom. "
Leviticus 14:43,"Gdyby zaś wystąpiła na nowo zaraza a rozszerzyła się na domu, po wyłamaniu kamieni, i po zeskrobaniu domu, i po otynkowaniu; "
Leviticus 14:44,"A wnijdzie kapłan i obejrzy, a oto rozszerzyła się zaraza po domu: wtedy trąd to gryzący w domu, nieczystym jest. "
Leviticus 14:45,"I rozwalą dom ten, kamienie jego, i drzewo jego i wszystek tynk domu tego, a wyniosą po za miasto, na miejsce nieczyste. "
Leviticus 14:46,"A ktoby wszedł do domu tego, póki zamknięty jest, nieczystym będzie do wieczora. "
Leviticus 14:47,"A ktoby spał w domu tym, wypierze szaty swoje; ktoby téż jadł w domu tym, wypierze szaty swoje. "
Leviticus 14:48,"Jeżeliby zaś przyszedł kapłan i obejrzał, a oto nie rozszerzyła się zaraza w domu po otynkowaniu jego; wtedy poczyta kapłan dom za czysty, gdyż minęła zaraza. "
Leviticus 14:49,A weźmie dla rozgrzeszenia domu parę ptaków i drzewa cedrowego i czerwieni i izopu; 
Leviticus 14:50,"I zarznie ptaka jednego nad naczyniem glinianém, nad wodą żywą; "
Leviticus 14:51,"A wziąwszy drzewo cedrowe i izop i czerwień wraz z ptakiem żywym, zamoczy to we krwi ptaka zarzniętego i w wodzie żywej i pokropi dom siedm razy. "
Leviticus 14:52,"I tak rozgrzeszy dom krwią owego ptaka i wodą żywą, mianowicie ptakiem żywym i drzewem cedrowém i izopem i czerwienią. "
Leviticus 14:53,"I puści ptaka żywego po za miasto, na pole; i tak rozgrzeszy dom, i będzie czystym."" "
Leviticus 14:54,Oto przepis o wszelkim trądzie i o strupie. 
Leviticus 14:55,I o trądzie na szacie i na domu; 
Leviticus 14:56,"I o nabrzmiałości, i o przyrzucie i o plamie: "
Leviticus 14:57,"Aby nauczać w porze, kiedy co nieczyste i w porze, kiedy co czyste. Oto nauka o trądzie. "
Leviticus 15:1,"I oświadczył Wiekuisty Mojżeszowi i Ahronowi, i rzekł: "
Leviticus 15:2,"""Powiedźcie synom Israela, a mówcie do nich: Ktokolwiek by miał upławy z ciała swojego, to dla upławu swojego nieczystym będzie. "
Leviticus 15:3,"A oto będzie nieczystość jego podczas upławu jego: gdy ciecze z ciała jego upław jego, albo gdy zatkało się ciało jego z upławu swojego; nieczystość to jego. "
Leviticus 15:4,"Każda pościel, na którejby leżał upławami dotknięty, nieczysta jest, każdy téż sprzęt, na którymby usiadł, nieczysty jest. "
Leviticus 15:5,"A ktoby się dotknął pościeli jego, wypierze szaty swoje, i umyje się wodą, a będzie nieczystym do wieczora. "
Leviticus 15:6,"Ktoby téż usiadł na sprzęcie, na którym siedział upławami dotknięty, wypierze szaty swoje i umyje się wodą, a będzie nieczystym do wieczora. "
Leviticus 15:7,"Ktoby téż dotknął się ciała dotkniętego upławami, wypierze szaty swoje, i umyje się wodą, a będzie nieczystym do wieczora. "
Leviticus 15:8,"A gdyby plunął upławami dotknięty na czystego, to wypierze tenże szaty swoje, i umyje się wodą, a będzie nieczystym do wieczora. "
Leviticus 15:9,"Każde téż siodło, na którémby jechał upławy mający, nieczystém jest. "
Leviticus 15:10,"A ktoby się dotknął czegokolwiek, co było pod nim, nieczystym będzie do wieczora: a ktoby to nosił, wypierze szaty swoje, i umyje się wodą, a nieczystym będzie do wieczora. "
Leviticus 15:11,"Każdy téż, któregoby się dotknął mający upławy, nie umywszy rąk swoich wodą, wypierze szaty swoje, i wykąpie się w wodzie, a nieczystym będzie do wieczora. "
Leviticus 15:12,"Naczynie téż gliniane, któregoby się dotknął upławami dotknięty, stłuczoném zostanie, wszelkie zaś naczynie drewniane wypłukane będzie wodą. "
Leviticus 15:13,"A gdy oczyści się upławy mający z upławów swoich, wtedy odliczy sobie siedm dni od oczyszczenia swego i wypierze szaty swoje i umyje ciało swoje wodą żywą, i będzie czystym. "
Leviticus 15:14,"A dnia ósmego weźmie sobie parę synogarlic albo parę gołąbków, i przyjdzie przed oblicze Wiekuistego do wejścia przybytku zboru i odda je kapłanowi. "
Leviticus 15:15,"I spełni kapłan jedną ofiarę zagrzeszną, a drugą całopalenie; i tak rozgrzeszy go kapłan przed obliczem Wiekuistego z upławów jego. "
Leviticus 15:16,"Człowiek téż, z któregoby upłynęło nasienie, umyje wodą całe ciało swoje i nieczystym będzie do wieczora. "
Leviticus 15:17,"Każda téż szata, i każda skóra, na którąby padło nasienie, wymytą będzie wodą i nieczystą zostanie do wieczora. "
Leviticus 15:18,"A niewiasta, z którąby obcował mąż, powinna tedy wykąpać się w wodzie, a nieczystą będzie do wieczora. "
Leviticus 15:19,"Niewiasta téż, któraby miała upławy, a płynęłaby krew z ciała jej; przez siedm dni pozostanie w wydzielaniu się swojém; każdy, któryby się jej dotknął, nieczysty będzie do wieczora. "
Leviticus 15:20,"Wszystko, na czémby leżała w wydzielaniu się swojém, nieczyste będzie, wszystko téż, na czém by siedziała, nieczyste będzie. "
Leviticus 15:21,"A ktoby się dotknął łoża jej, wypierze szaty swoje i umyje się wodą, a nieczystym będzie do wieczora. "
Leviticus 15:22,"A ktoby się téż dotknął jakiegokolwiek sprzętu, na którymby siedziała, wypierze szaty swoje i umyje się wodą, a nieczystym będzie aż do wieczora. "
Leviticus 15:23,"Jeżeliby téż było cokolwiek na łożu jej, albo na sprzęcie, na którym siedziała; ktoby się dotknął tego, nieczystym będzie do wieczora. "
Leviticus 15:24,"A gdyby obcował z nią mąż, i wydzielina jej będzie na nim, nieczystym będzie przez siedm dni, a każde łoże, na którémby leżał, nieczystém będzie. "
Leviticus 15:25,"Jeżeliby téż niewiasta miała upływ krwi przez wiele dni, nie w czasie słabości swojej, albo gdyby miała upływ po słabości swojej, - to przez cały czas upływu nieczystości jej, jako za dni słabości swojej, nieczystą będzie. "
Leviticus 15:26,"Każda pościel, na którejby leżała przez cały czas upływu swojego, jako pościel podczas słabości jej będzie, - każda téż rzecz, na którejby siedziała, nieczysta będzie jako podczas słabości jej. "
Leviticus 15:27,"A ktoby się tego dotknął, nieczystym będzie, i wypierze szaty swoje i wykąpie się w wodzie, a będzie nieczystym do wieczora. "
Leviticus 15:28,"A gdy oczyści się od upławów swoich, odliczy sobie siedm dni, a potém czystą będzie. "
Leviticus 15:29,Dnia zaś ósmego weźmie sobie parę synogarlic albo parę gołąbków i przyniesie je do kapłana do wejścia przybytku zboru. 
Leviticus 15:30,"I spełni kapłan jedną ofiarę zagrzeszną, a drugą całopalenie, i tak rozgrzeszy ją kapłan przed obliczem Wiekuistego z upławów nieczystości jej. "
Leviticus 15:31,"I tak ochraniać będziecie synów Israela od nieczystości ich, aby nie umierali w nieczystości swojej, zanieczyszczając przybytek Mój, który jest w pośród nich."" "
Leviticus 15:32,"Oto nauka o mającym upławy, i z którego upływa nasienie, przez co się zanieczyszcza. "
Leviticus 15:33,"I o cierpiącej w słabości swojej, i o wylewającym upławy swoje, bądź mężczyźnie, bądź niewieście, i o mężu, który obcował z nieczystą. "
Leviticus 16:1,"I rzekł Wiekuisty do Mojżesza po śmierci dwóch synów Ahrona, gdy przystąpiwszy przed oblicze Wiekuistego, pomarli, "
Leviticus 16:2,"I rzekł Wiekuisty do Mojżesza: ""Powiesz Ahronowi, bratu twojemu, aby nie wchodził każdego czasu do świątyni po za zasłonę, przed wieko, które jest na arce, aby nie umarł, gdy w obłoku objawiać się będę nad wiekiem. "
Leviticus 16:3,"Oto z czém wchodzić będzie Ahron do świątyni: z cielcem na ofiarę zagrzeszną, a z baranem na całopalenie. "
Leviticus 16:4,"W spodnią szatę lnianą, świętą, przyoblecze się, spodnie téż lniane będą na ciele jego, i pasem lnianym opasze się, i zawojem lnianym obwinie się: szaty to święte; i wykąpie w wodzie ciało swoje, a włoży je. "
Leviticus 16:5,"A od zboru synów Israela weźmie dwa kozły na ofiarę zagrzeszną, a jednego barana na całopalenie. "
Leviticus 16:6,"I przywiedzie Ahron zagrzesznego cielca swego, i rozgrzeszy siebie i dom swój. "
Leviticus 16:7,"I weźmie dwa owe kozły, a postawi je przed obliczem Wiekuistego u wnijścia do przybytku zboru. "
Leviticus 16:8,"I położy Ahron na oba kozły losy: los jeden dla Wiekuistego, a los drugi dla Azazela. "
Leviticus 16:9,"I przywiedzie Ahron kozła, na którego padł los dla Wiekuistego, i spełni nim ofiarę zagrzeszną. "
Leviticus 16:10,"Kozła zaś, na którego padł los dla Azazela, postawi żywego przed Wiekuistym, aby rozgrzeszyć nad nim, i puścić go do Azazela na pustynię. "
Leviticus 16:11,I przywiedzie Ahron zagrzesznego cielca swego i rozgrzeszy siebie i dom swój i zarznie zagrzesznego cielca swego. 
Leviticus 16:12,"I weźmie pełną kadzielnicę rozpalonego węgla z ołtarza, co przed obliczem Wiekuistego, i pełne garści swe kadzidła wonnego, miałkiego, i wniesie za zasłonę. "
Leviticus 16:13,"A włoży kadzidło na ogień przed Wiekuistym, aby okrył obłok kadzidła wieko, które na arce świadectwa, a nie umarł. "
Leviticus 16:14,"I weźmie nieco krwi cielca, i pokropi palcem swym w stronę wieka, ku wschodowi, i téż przed wiekiem pokropi siedm razy z krwi tej palcem swoim. "
Leviticus 16:15,"I zarznie zagrzesznego kozła ludu, i wniesie krew jego za zasłonę i uczyni z krwią jego, jako uczynił z krwią cielca i pokropi nią ku wieku i przed wiekiem. "
Leviticus 16:16,"I rozgrzeszy świątynię z nieczystości synów Israela i z wykroczeń ich we wszystkich grzechach ich. I tak téż postąpi z przybytkiem zboru, znajdującym się z nimi wśród nieczystości ich. "
Leviticus 16:17,"A żaden człowiek niech nie znajduje się w przybytku zboru, gdy wchodzić będzie dla rozgrzeszenia świątyni, dopóki nie wyjdzie; i tak rozgrzeszy on siebie i dom swój i całe zgromadzenie Israela. "
Leviticus 16:18,"I wyjdzie do ołtarza, który przed obliczem Wiekuistego, i oczyści go; i wziąwszy nieco krwi cielca i nieco krwi kozła, nada na narożniki ołtarza wokoło. "
Leviticus 16:19,"I pokropi go krwią tą palcem swoim siedm razy, a oczyści go, i poświęci go, od nieczystości synów Israela. "
Leviticus 16:20,"A spełniwszy poświęcenie świątyni, i przybytku zboru, i ołtarza, przywiedzie kozła żywego. "
Leviticus 16:21,"I położy Ahron obie ręce swe na głowę kozła żywego i spowiadać będzie nad nim wszystkie winy synów Israela, i wszystkie wykroczenia ich, we wszystkich grzechach ich, a złoży je na głowę kozła i odeszle go przez umyślnego człowieka na pustynię. "
Leviticus 16:22,I tak poniesie kozieł ten na sobie wszystkie winy ich na ziemię pustą; i puści on kozła w pustyni. 
Leviticus 16:23,"I wnijdzie Ahron do przybytku zboru i złoży szaty lniane, w które się był przyodział, wchodząc do świątyni, i zostawi je tam. "
Leviticus 16:24,"I skąpie ciało swe wodą na miejscu świętém, i włoży szaty swoje, i wyjdzie, i spełni całopalenie swoje i całopalenie ludu, i rozgrzeszy siebie i lud. "
Leviticus 16:25,A łój ofiary zagrzesznej puści z dymem na ofiarnicy. 
Leviticus 16:26,"Ten zaś, który zawiódł kozła do Azazela, wypierze szaty swe i wykąpie ciało swoje w wodzie, poczém wejść może do obozu. "
Leviticus 16:27,"A cielca zagrzesznego i kozła zagrzesznego, których krew wniesiona była dla rozgrzeszenia świątyni, wyniosą po za obóz i spalą w ogniu skóry ich, i mięso ich, i nieczystość ich. "
Leviticus 16:28,"A kto je palić będzie, wypierze szaty swe i wykąpie ciało swoje w wodzie, poczém wejść może do obozu. "
Leviticus 16:29,"I niechaj będzie to dla was ustawą wieczną: miesiąca siódmego, dziesiątego tegoż miesiąca dręczyć będziecie dusze wasze i żadnej roboty nie będziecie wykonywali, tak krajowiec, jako i cudzoziemiec, który osiadł w pośród was. "
Leviticus 16:30,"Albowiem w dzień ten rozgrzeszy was, aby uczynić was czystymi; od wszystkich grzechów waszych przed obliczem Wiekuistego czystymi być macie. "
Leviticus 16:31,"Sabbat odpoczynku to dla was, a dręczyć będziecie dusze wasze: ustawa to wieczna. "
Leviticus 16:32,"Rozgrzeszać zaś będzie kapłan, który namaszczony zostanie, a którego ręce upełnomocnione będą, aby piastował kapłaństwo miasto ojca swego; i włoży on szaty lniane, szaty święte, "
Leviticus 16:33,"I oczyści świątynię przenajświętszą, i przybytek zboru, i ofiarnicę oczyści, i kapłanów téż i wszystek lud zgromadzenia rozgrzeszy. "
Leviticus 16:34,A niechaj będzie to wam ustawą wieczną: rozgrzeszać synów Israela ze wszystkich grzechów ich raz do roku. I uczynił on tak jak rozkazał Wiekuisty Mojżeszowi. 
Leviticus 17:1,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 17:2,"""Oświadcz Ahronowi, i synom jego, i wszystkim synom Israela, a powiedz im: oto co rozkazał Wiekuisty, gdy rzekł: "
Leviticus 17:3,"Jeżeliby ktokolwiek z domu Israela zarznął wołu, albo owcę, albo kozę w obozie, albo jeżeliby zarznął po za obozem, -  "
Leviticus 17:4,"A do wnijścia przybytku zboru nie przywiódł tego, aby złożyć ofiarę Wiekuistemu przed przybytkiem Wiekuistego, za krew poczytaném to będzie człowiekowi onemu, krew przelał, i wytraconym będzie człowiek ten z pośród ludu swojego. -  "
Leviticus 17:5,"Ażeby sprowadzali synowie Israela rzeźne bydło swoje, które zarzynać chcą na polu, i aby przywiedli je przed Wiekuistego, do wnijścia przybytku zboru do kapłana, a zarzynali je jako ofiary opłatne Wiekuistemu. "
Leviticus 17:6,"I pokropi kapłan krwią ofiarnicę Wiekuistego u wejścia do przybytku zboru, a puści z dymem tłuszcz na woń przyjemną Wiekuistemu. "
Leviticus 17:7,"Aby nie ofiarowali już rzeźnego bydła swego kosmaczom, za któremi się uganiają: Ustawą wieczną będzie to dla nich w pokoleniach ich. "
Leviticus 17:8,"A powiesz téż im: jeżeliby kto z domu Israela albo z przychodniów, którzy bawią w pośród nich, przyniósł całopalenie albo ofiarę, "
Leviticus 17:9,"A do wnijścia przybytku zboru nie przywiódłby jej, aby spełnić ją Wiekuistemu; wytraconym będzie człowiek ten z pośród ludu swojego. "
Leviticus 17:10,"Jeżeliby téż kto z domu Israela, albo z przychodniów, którzy bawią w pośród nich, pożywał jakąkolwiek krew: zwrócę wtedy oblicze Moje na osobę krew pożywającą i wytracę ją z pośród ludu jej. "
Leviticus 17:11,"Albowiem dusza ciała we krwi jest, a Ja przeznaczyłem ją wam dla ofiarnicy, ku rozgrzeszaniu dusz waszych, gdyż krew to jest, która duszą rozgrzesza. "
Leviticus 17:12,"Przeto powiedziałem synom Israela: żadna osoba z pośród was nie będzie pożywała krwi, ani przychodzień, który bawi w pośród was, nie będzie pożywał krwi. "
Leviticus 17:13,"Jeżeliby téż kto z synów Israela, albo z przychodniów, którzy bawią w pośród nich, ułowił zwierzynę albo ptaka, którego jeść można: wytoczy wtedy krew jego i pokryje ją ziemią. "
Leviticus 17:14,"Gdyż życie wszelkiego ciała we krwi jego - z duszą jego jest; powiedziałem przeto synom Israela: krwi żadnego ciała nie pożywać wam, gdyż życie wszelkiego ciała we krwi jego jest; ktokolwiek by ją pożywał, wytraconym będzie. "
Leviticus 17:15,"Ktokolwiek by téż jadł padlinę albo ścierwo, tak krajowiec, jako przychodzień, wypierze wtedy szaty swoje i wykąpie się w wodzie, a nieczystym będzie do wieczora, poczém czysty będzie. "
Leviticus 17:16,"A jeżeliby nie wyprał, a ciała swego nie wykąpał, poniesie winę swoję."" "
Leviticus 18:1,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 18:2,"""Oświadczysz synom Israela i powiesz im: Jam Wiekuisty, Bóg wasz! "
Leviticus 18:3,"Według czynów ziemi Micraim, w którejście mieszkali, nie czyńcie, ani według czynów ziemi Kanaan, do której was wiodę, nie czyńcie, a podług ustaw ich nie postępujcie. "
Leviticus 18:4,"Prawa Moje wypełniajcie, a ustaw Moich przestrzegajcie, abyście postępowali podług nich: Jam Wiekuisty, Bóg wasz! "
Leviticus 18:5,"Przestrzegajcie tedy ustaw Moich i praw Moich, które spełniając człowiek żyje przez nie: Jam Wiekuisty! "
Leviticus 18:6,"Nikt do którejkolwiek pokrewnej swojej nie przystąpi, aby nagość odkrył: Jam Wiekuisty! "
Leviticus 18:7,Nagości ojca twojego albo nagości matki twojej nie odkrywaj: matka to twoja; nie odkrywaj nagości jej. 
Leviticus 18:8,Nagości żony ojca twego nie odkrywaj: nagością to ojca twojego. 
Leviticus 18:9,"Nagości siostry twojej, córki ojca twojego, albo córki matki twojej, urodzonej w domu, albo po za nim, - nie odkrywaj nagości ich. "
Leviticus 18:10,"Nagości córki syna twojego albo córki córki twojej, - nie odkrywaj nagości ich, bo nagość to twoja. "
Leviticus 18:11,"Nagości córki żony ojca twojego, urodzonej z ojca twojego, - siostra to twoja, nie odkrywaj nagości jej. "
Leviticus 18:12,Nagości siostry ojca twojego nie odkrywaj: pokrewna to ojca twojego. 
Leviticus 18:13,Nagości siostry matki twojej nie odkrywaj: bo to pokrewna matki twojej. 
Leviticus 18:14,"Nagości brata ojca twojego nie odkrywaj, do żony jego nie zbliżaj się: stryjenka to twoja. "
Leviticus 18:15,"Nagości synowej twojej nie odkrywaj: żona to syna twojego, nie odkrywaj nagości jej. "
Leviticus 18:16,Nagości żony brata twojego nie odkrywaj: nagość to brata twojego. 
Leviticus 18:17,"Nagości kobiety i córki jej nie odkrywaj; ani córki syna jej, ani córki córki jej nie pojmiesz, abyś odkrył nagość ich: pokrewne to jej; sprosnością to! "
Leviticus 18:18,"Kobiety wraz z siostrą jej nie pojmiesz ku spółzawodnictwu (ich), abyś odkrył nagość jej przy niej, za życia jej. "
Leviticus 18:19,"A do kobiety podczas wydzielania się nieczystości jej nie przystępuj, abyś odkrył nagość jej. "
Leviticus 18:20,"Z żoną przyjaciela twojego nie obcuj, aby ją zapłodnić, aby skalać się nią. "
Leviticus 18:21,"Z potomstwa twego nie oddawaj na ofiarę Molochowi, abyś nie zbezcześcił imienia Boga twojego: Jam Wiekuisty! "
Leviticus 18:22,Z mężczyzną nie obcuj jako z niewiastą: ohydą to jest! 
Leviticus 18:23,"Z żadném téż zwierzęciem nie obcuj, aby splugawić się niém; kobieta również niech nie stanie przed bydlęciem dla obcowania: ohydne to! "
Leviticus 18:24,"Nie kalajcie się niczém takiém, bo wszystkiém tém skalały się ludy, które wyrzucam przed obliczem waszém. "
Leviticus 18:25,"I skalała się ziemia, i poszukuję winy jej na niej, i wyrzuca ziemia mieszkańców swoich. "
