Index Title,Judges
Judges 11:10,"I odpowiedzieli starsi Gileadu Iftachowi: Wiekuisty niechaj słyszy o co się umawiamy z sobą, jeżelibyśmy nie wedle słowa twojego ściśle uczynili. "
Judges 11:11,I tak poszedł Iftach ze starszymi Gileadu i postanowił go lud naczelnikiem i wodzem nad sobą. Iftach zaś powtórzył całą umowę swą przed Wiekuistym w Micpa. 
Judges 11:12,"Poczem wyprawił Iftach posłów do króla synów Ammonu w te słowa: Cóż mamy ze sobą, żeś wyciągnął ku mnie, by walczyć przeciw ziemi mojej? "
Judges 11:13,"I odpowiedział król synów Ammona posłowi Iftacha: Ponieważ zabrał Izrael ziemie moje gdy wychodził z Egiptu, od Arnonu aż do Jabboku i aż do Jordanu; przeto teraz oddaj je dobrowolnie. "
Judges 11:14,"Wtedy wyprawił Iftach powtórnie posłów do króla synów Ammonu, "
Judges 11:15,"I kazał mu oświadczyć: Tak rzecze Iftach: Nie zabrał Izrael ani ziemi Moabu, ani ziemi Ammonu. "
Judges 11:16,"Bo gdy wychodzili z Egiptu, szedł Izrael przez pustynię ku morzu Sitowemu i doszedł aż do Kadesz. "
Judges 11:17,"I wyprawił wtedy Izrael posłów do króla Edomu, mówiąc: Chciałbym przejść przez ziemię twoją; ale nie usłuchał król Edomu. Również do króla Moabu posłał, a nie chciał. I tak pozostał Izrael w Kadesz. "
Judges 11:18,"A gdy znowu szedł przez pustynię, okrążył ziemię Edom i ziemię Moab, i ciągnął i dotarł do wschodniej strony ziemi Moab, i rozłożyli się nad brzegiem Arnonu, ale nie wkroczył w granice Moabu, gdyż Arnon granicą Moabu. "
Judges 11:19,"Ztąd wyprawił Izrael posłów do Sychona, króla Emorejczyków, panującego w Heszbonie, i rzekł Izrael do niego: Chcielibyśmy przejść przez ziemię twoją do siedziby mojej. "
Judges 11:20,"Ale nie ufał Sychon Izraelowi, aby mu pozwolił przejść przez granice swoje, i zgromadził Sychon wszystek lud swój i rozłożyli się obozem w Jahcah i zwiódł bitwę z Izraelem. "
Judges 11:21,"Ale podał Wiekuisty, Bóg Izraela, Sychona i cały lud jego w ręce Izraela, i pobił ich, i zdobył Izrael całą ziemię Emorejczyka, osiadłego na onej ziemi. "
Judges 11:22,"I zawładnęli całą dziedziną Emorejczyka, od Arnonu aż do Jabboku, a od pustyni aż do Jordanu. "
Judges 11:23,"A teraz gdy Wiekuisty, Bóg Izraela, przepędził Emorejczyków przed ludem swoim Izraelem, ty chcesz tem zawładnąć? "
Judges 11:24,"Wszak to, co zdobędzie dla ciebie Kemosz, bóg twój, weźmiesz w posiadanie? Otóż i to wszystko co Wiekuisty, Bóg nasz, przed obliczem naszem zdobywa, bierzemy i my w posiadanie. "
Judges 11:25,"A teraz, czemżeś ty lepszy od Balaka, syna Cyppora, ówczesnego króla Moabu? Czyż wiódł on spór o to z Izraelem, albo czyż toczył wojnę z nimi? "
Judges 11:26,"Od chwili osiedlenia się Izraela w Heszbonie i okolicznych miastach jego i w Aroer i w okolicznych miastach jego, niemniej we wszystkich miastach, które nad brzegiem Jordanu, upływa trzysta lat: czemuż nie odebraliście ich przez czas ten? "
Judges 11:27,"Co do mnie, nie zawiniłem przeciw tobie, a ty czynisz mi to zło, że chcesz wojować ze mną. Niechaj rozsądzi Wiekuisty, wszechsędzia, dzisiaj między synami Izraela a synami Ammonu. "
Judges 11:28,"Ale nie zważał król synów Ammonu na słowa Iftacha, które mu przesłał. "
Judges 11:29,"Tknął wtedy Iftacha duch Wiekuistego, i ruszył przez Gilead i Manasze, i ruszył do Micpa-Gilead, a z Micpa-Gilead wyruszył przeciw synom Ammonu. "
Judges 11:30,"Tam to ślubował Iftach ślub Wiekuistemu, i rzekł: Jeżeli podasz synów Ammonu w ręce moje, "
Judges 11:31,"Wtedy będzie to, cokolwiek by wyszło ze drzwi domu mojego naprzeciw mnie, gdy wrócę szczęśliwie od synów Ammonu, poświęconem Wiekuistemu, albo złożę je na całopalenie. "
Judges 11:32,"I tak pociągnął Iftach przeciw synom Ammonu, aby walczyć z nimi, i podał ich Wiekuisty w ręce jego. "
Judges 11:33,"I pobił ich od Aroeru aż do Minnit - dwadzieścia miast - i aż do Abel Kramim porażeniem nader wielkim, tak że ukorzyli się synowie Ammonu przed synami Izraela. "
Judges 11:34,"Gdy tedy przybył Iftach do Micpy, do domu swego, wyszła właśnie córka jego na spotkanie jego z bębnami i pląsami. Była ona jedynaczką jego; nie miał oprócz niej ani syna ani córki. "
Judges 11:35,"A gdy ją spostrzegł, rozdarł szaty swoje, i zawołał: O, córko moja! Jakżeś głęboko mnie skruszyła; ty sama to wtrącasz mnie w nieszczęście! Otworzyłem wszak usta moje wobec Wiekuistego, a nie mogę tego cofnąć! "
Judges 11:36,"I odpowiedziała mu: Ojcze mój, jeżeliś otworzył usta twe wobec Wiekuistego, tedy postąp ze mną wedle tego, co wyszło z ust twoich. Dał ci wszak Wiekuisty pomstę na wrogach twoich Ammonitach! "
Judges 11:37,"Rzekła jednak do ojca swego: To niechaj mi użyczonem będzie: poniechaj mnie jeszcze dwa miesiące, abym poszła, abym zstąpiła ku górom, a opłakiwała dziewictwo moje, ja i towarzyszki moje. "
Judges 11:38,I rzekł: Idź! I zwolnił ją na dwa miesiące. Poszła tedy z towarzyszkami swemi i opłakiwała po górach dziewictwo swoje. 
Judges 11:39,"Po upływie wszakże dwóch miesięcy wróciła do ojca swego, i spełnił nad nią ślub swój, jaki był ślubował. Ona zaś nie poznała nigdy mężczyzny. I stało się to obyczajem w Izraelu: "
Judges 11:40,"Rok rocznie idą córki Izraela opiewać wtórem córkę Iftacha Gileadczyka, przez cztery dni każdego roku. "
Judges 12:1,"I zwołani zostali mężowie efraimscy; pociągnęli oni ku północy, i rzekli do Iftacha: Czemu wyruszyłeś do walki z Ammonitami, a nie wezwałeś nas, abyśmy poszli z tobą? Dom twój spalimy nad tobą ogniem. "
Judges 12:2,"I odpowiedział im Iftach: Ja i lud mój toczyliśmy bój ciężki z Ammonitami; wtedy wzywałem was, aleście nie wybawili mnie z mocy ich. "
Judges 12:3,"Widząc tedy, że mi dopomódz nie chcesz, naraziłem życie swoje i wyruszyłem przeciw Ammonitom, i podał ich Wiekuisty w moc moją. Czemu więc wystąpiliście dzisiaj przeciw mnie, aby walczyć ze mną? "
Judges 12:4,"Poczem zgromadził Iftach wszystkich mężów Gileadu i uderzył na Efraimitów. I pobili mężowie Gileadu Efraimitów. Mówili bowiem: Niedobitkami efraimskimi jesteście: Gilead leży w pośrodku Efraima, w pośrodku Menaszy. "
Judges 12:5,"I obsadzili Gileadyci brody Jordanu ku Efraimowi. Gdy tedy niedobitki efraimskie wołali: Pozwól mi się przeprawić! pytali się go mężowie Gileadu: Czyś Efraimita? Jeżeli odpowiedział: Nie, "
Judges 12:6,"Wtedy powiedzieli mu: powtórz że: Szybbolet! Gdy zaś powiedział Sibbolet, ponieważ nie starał się poprawnie wymawiać, ujęli go i zamordowali u brodów Jordanu. Tak padło wówczas z Efraima czterdzieści dwa tysiące. "
Judges 12:7,I sprawował Iftach sądy nad Izraelitami przez sześć lat. Poczem umarł Iftach Gileadyta i pochowano go w jednem z miast Gileadu. 
Judges 12:8,I sądził po nim Izraelitów Ibcan z Betlehemu. 
Judges 12:9,"Miał on trzydziestu synów i trzydzieści córek, wydanych w obce strony; sprowadził też synom swoim trzydzieści panien ze stron obcych. Sprawował on sądy nad Izraelitami przez siedm lat. "
Judges 12:10,Poczem umarł Ibcan i pochowany został w Betlehem. 
Judges 12:11,I sprawował po nim sądy nad Izraelitami Elon Zebulonida; sądził on Izraelitów przez dziewięć lat. 
Judges 12:12,"Poczem umarł Elon Zebulonida i pochowano go w Ajalonie, w ziemi Zebuluna. "
Judges 12:13,"I sprawował po nim sądy nad Izraelitami Abdon, syn Hillela, Piratończyk. "
Judges 12:14,"Miał on czterdzieści synów i trzydziestu wnuków, jeżdżących na siedmdziesięciu źrebcach oślich. Sądził on Izraelitów przez ośm lat. "
Judges 12:15,"Poczem umarł Abdon, syn Hillela, Piretończyk, i pochowano go w Piratonie, w ziemi Efraima, na górach amalekickich. "
Judges 13:1,Izraelici jednak czynili dalej co złem było w oczach Wiekuistego; i podał ich Wiekuisty w moc Filistynów przez czterdzieści lat. 
Judges 13:2,"Był zaś pewien mąż z Corah, z rodu Dana, imieniem Manoach, a była żona jego niepłodną i nie rodziła. "
Judges 13:3,"I ukazał się anioł Wiekuistego owej niewieście i rzekł do niej: Oto niepłodną jesteś a nie rodziłaś, ale poczniesz i urodzisz syna. "
Judges 13:4,"A przeto odtąd chciej się wystrzegać, abyś nie piła wina, ani napoju mocnego, a nie jadała nic nieczystego. "
Judges 13:5,"Bo oto poczniesz i urodzisz syna, a niechaj brzytwa nie dotknie się głowy jego, gdyż poświęconem Bogu ma być to chłopię zaraz z żywota, a on pocznie wybawiać Izraela z ręki Filistynów. "
Judges 13:6,"Przyszła tedy niewiasta i opowiedziała to mężowi swemu, mówiąc: Mąż Boży przyszedł do mnie, a wejrzenie jego niby wejrzenie anioła Bożego, wspaniałe bardzo, ale nie pytałam go zkąd on jest, imienia swego też nie objawił mi. "
Judges 13:7,"I rzekł do mnie: Oto poczniesz i urodzisz syna; a przeto odtąd nie pij wina, ani napoju mocnego, a nie jadaj nic nieczystego, bo poświęconem Bogu będzie to chłopię zaraz z żywota aż do dnia śmierci swojej. "
Judges 13:8,"Tedy modlił się Manoach Wiekuistemu, i rzekł: Błagam, Panie mój! mąż Boży, któregoś posłał, niechaj też zawita raz jeszcze do nas, aby nas nauczył co nam czynić z chłopcem, który się ma narodzić. "
Judges 13:9,"I wysłuchał Bóg głos Manoacha, bo przyszedł anioł Boży raz jeszcze do niewiasty, gdy bawiła na polu; ale mąż jej Manoach nie był przy niej. "
Judges 13:10,"I pospieszyła niewiasta i pobiegła i opowiedziała to mężowi swemu i rzekła: Oto ukazał mi się ów mąż, który zawitał był onego dnia do mnie. "
Judges 13:11,"Powstał tedy i poszedł Manoach ze żoną swoją; a gdy przyszedł do owego męża, rzekł do niego: Tyżeś ów mąż, któryś mówił z tą niewiastą? A on rzekł: Ja nim jestem. "
Judges 13:12,"I rzekł Manoach: Teraz się napewno spełni słowo twoje, ale jakież ma być postępowanie z chłopcem tym i jakież zachowanie się względem niego? "
Judges 13:13,I rzekł anioł Wiekuistego do Manoacha: Tego wszystkiego com powiedział niewieście niechaj się wystrzega. 
Judges 13:14,"Niczego coby pochodziło z macicy winnej niechaj nie pożywa, wina też i napoju mocnego niech nie pije, a nic nieczystego niech nie jada; w ogóle tego wszystkiego, com jej polecił, niechaj się wystrzega. "
Judges 13:15,"I rzekł Manoach do anioła Wiekuistego: Pozwól, abyśmy cię zatrzymali i przygotowali dla ciebie koźlątko. "
Judges 13:16,"Anioł Wiekuistego rzekł jednak do Manoacha: Choćbyś mnie zatrzymał, nie będę jadł z pokarmu twego, ale jeżeli chcesz całopalenie sprawić, tedy ofiaruj je Wiekuistemu - bo nie wiedział Manoach, że to anioł Wiekuistego. -  "
Judges 13:17,"I rzekł Manoach do anioła Wiekuistego: Jakież imię twoje, abyśmy, gdy się spełni słowo twoje, czcić cię mogli? "
Judges 13:18,"I odpowiedział anioł Wiekuistego: Czemu pytasz o imię moje, pozostanie ono tajemnicą. "
Judges 13:19,"Wziął tedy Manoach koźlątko i ofiarę śniedną i złożył to na skale Wiekuistemu, podczas gdy anioł spełnił cud w oczach Manoacha i żony jego. "
Judges 13:20,"Stało się mianowicie, gdy wzniósł się płomień z ofiarnicy ku niebu, że wstąpił anioł Wiekuistego w płomieniu ofiarnicy, co widząc Manoach i żona jego padli obliczem swem na ziemię. "
Judges 13:21,"I nie ukazał się więcej anioł Wiekuistego Manoachowi i żonie jego, a wtedy poznał Manoach, że był to anioł Wiekuistego. "
Judges 13:22,"I rzekł Manoach do żony swojej: Niezawodnie już pomrzemy, bośmy widzieli bóstwo. "
Judges 13:23,"Ale odpowiedziała mu żona jego: Gdyby chciał Wiekuisty nas uśmiercić, nie przyjąłby z rąk naszych całopalenia i ofiary śniednej, ani by nam pokazał tego wszystkiego, ani by też nam zarazem nie oznajmił podobnych rzeczy. "
Judges 13:24,I tak urodziła owa niewiasta syna i nazwała imię jego Szymszon. I podrastał chłopiec i błogosławił mu Wiekuisty. 
Judges 13:25,"I począł go duch Wiekuistego pobudzać w Machane-Dan, między Corah a Esztaol. "
Judges 14:1,"Gdy tedy wstąpił Szymszon do Thymnath, ujrzał w Thymnath kobietę z cór filistyńskich. "
Judges 14:2,"A wróciwszy oświadczył ojcu i matce swojej, mówiąc: Ujrzałem w Thymnath kobietę z cór filistyńskich; a teraz pojmijcie mi ją za żonę! "
Judges 14:3,"I rzekli doń ojciec i matka jego: Alboż niema wśród pobratymców twoich i w całym ludzie moim kobiety, że idziesz, by pojąć żonę z pośród Filistyczyńków, nieobrzezańców? I odpowiedział Szymszon ojcu swojemu: Tę mi daj, bo ta się spodobała oczom moim! "
Judges 14:4,"Ale nie wiedzieli ojciec i matka jego, że było to zrządzenie Wiekuistego, ponieważ szukał on sposobność wobec Filistynów. Owego czasu panowali mianowicie Filistyni nad Izraelem. "
Judges 14:5,"I tak wstąpił Szymszon wraz z ojcem i matką swoją do Thymnath. Ale gdy doszli do winnic w Thymnath, a oto zaskoczył go nagle rycząc lew młody. "
Judges 14:6,"Tedy tknął go duch Wiekuistego, że rozszarpał go jak się rozszarpuje koźlątko, jakkolwiek nie miał nic w ręce swojej. Nie opowiedział jednak ojcu i matce swojej co uczynił. "
Judges 14:7,"Poczem zaszedł i rozmówił się z ową kobietą, a podobała się Szymszonowi. "
Judges 14:8,"Po niejakim czasie wrócił, aby ją zabrać. Gdy tedy zboczył, aby spojrzeć na padlinę lwa, a oto w ścierwie rój pszczół i miód. "
Judges 14:9,"I zebrał go w dłonie swoje i jadł, idąc dalej. Gdy następnie przyszedł do ojca i matki swojej, podał i im, aby jedli, wszakże nie powiadomił ich, że ze ścierwa lwa miodu tego nabrał. "
Judges 14:10,"Poczem wstąpił ojciec jego do owej kobiety, Szymszon zaś wyprawił tam ucztę; tak bowiem czyniła zwykle młodzież. "
Judges 14:11,"Skoro jednak ujrzano go, wzięto trzydziestu drużbów aby mu towarzyszyli. "
Judges 14:12,"I rzekł do nich Szymszon: Zadam wam raz zagadkę. Jeżeli zdołacie ją odgadnąć podczas siedmiu tych dni uczty i rozwiązać, dam wam trzydzieści szat spodnich i trzydzieści szat odświętnych. "
Judges 14:13,"Gdybyście wszakże odgadnąć nie mogli, tedy dacie wy mnie trzydzieści szat spodnich i trzydzieści szat odświętnych! Na co odpowiedzieli mu: Zadaj więc zagadkę twoją, abyśmy ją usłyszeli. "
Judges 14:14,"I rzekł do nich: Z żarłoka wyszedł żer, a z silnego wyszła słodycz. Nie mogli jednak w ciągu trzech dni zagadki tej rozwiązać. "
Judges 14:15,"Siódmego dnia zatem prosili żonę Szymszona: Namówże męża twego, aby rozwiązał nam zagadkę, inaczej spalim ciebie wraz z domem ojca twego ogniem! Azaliście zwołali nas tu, aby nas obedrzeć, czy nie tak! "
Judges 14:16,"Płakała tedy żona Szymszona przed nim, i rzekła: Zaprawdę, nienawidzisz mnie, a nie kochasz: zadałeś zagadkę współplemieńcom moim, mnie jednak nie wyjaśniłeś jej! I odpowiedział jej: Nie wyjaśniłem jej wszak ani ojcu ani matce mojej, a miałbym ją tobie wyjaśnić? "
Judges 14:17,"I tak płakała przed nim przez owe siedm dni trwania uczty. Siódmego dnia nareszcie wyjaśnił jej, ponieważ mu się uprzykrzała; poczem wyjaśniła ową zagadkę współplemieńcom swoim. "
Judges 14:18,"Siódmego dnia tedy rzekli mieszkańcy owego miasta, zanim zaszło słońce: Cóż słodszego nad miód a cóż silniejszego nad lwa? On zaś rzekł do nich: Gdybyście nie orali jałowicą moją, nie odgadlibyście zagadki mojej! "
Judges 14:19,"I tknął go duch Wiekuistego, że zstąpił do Aszkalonu i zabił z nich trzydziestu ludzi. Zabrawszy łupy z nich, oddał odświętne szaty tym, którzy zagadkę rozwiązali. I wspłonął gniewem, i wrócił do domu ojca swego. "
Judges 14:20,"Żona Szymszona zaś dostała się towarzyszowi jego, do którego się był przyłączył. "
Judges 15:1,"Po niejakim czasie jednak, w porze sprzętu pszenicy, poszedł Szymszon, by odwiedzić żonę swoją, przynosząc koźlątko, i rzekł: Wnijdę do żony mojej, do komnaty, ale ojciec jej nie pozwolił mu wnijść. "
Judges 15:2,"I rzekł ojciec jej: Mniemałem rzeczywiście, żeś jej znienawidził, przeto oddałem ją towarzyszowi twojemu; ale siostra jej młodsza, piękniejsza jeszcze od niej: niechajby twoją została zamiast tamtej! "
Judges 15:3,"I odpowiedział im Szymszon: Tym razem nie będę już winien wobec Filistynów, gdy im co złego wyrządzę! "
Judges 15:4,"I tak poszedł Szymszon i upolował trzysta lisów; nabrał również pochodni i zwrócił ogon do ogona, wsadzając każdą pochodnię między dwa ogony w środek. "
Judges 15:5,"Poczem zapaliwszy pochodnie, puścił je w zboża Filistynów. Zapalił w ten sposób zarówno sterty jak stojące jeszcze zboże, a niemniej i sady oliwne. "
Judges 15:6,"A gdy pytali się Filistyni: Kto to uczynił? powiedziano im: Szymszon, zięć Thymnejczyka - ponieważ zabrał mu żonę jego i oddał towarzyszowi jego! Nadciągnęli tedy Filistyni i spalili ją, wraz z ojcem jej, ogniem. "
Judges 15:7,"Szymszon zaś rzekł do nich: Jeżeli podobnie postępujecie, tedy nie spocznę, póki się nie pomszczę na was. "
Judges 15:8,I tak poraził ich od goleni do bioder porażeniem wielkiem. Poczem zstąpił i osiadł w rozpadlinie skalnej Etamu. 
Judges 15:9,"Nadciągnęli tedy Filistyni, a stanąwszy obozem w Judei, rozpostarli się aż do Lechi. "
Judges 15:10,"Gdy zaś Judejczycy się pytali: Czemuście nadciągnęli przeciw nam? odpowiedzieli: Aby uwięzić Szymszona nadciągnęliśmy; aby postąpić z nim, jako postąpił z nami. "
Judges 15:11,"Zstąpiło tedy trzy tysiące mężów z Judy ku rozpadlinie skalnej Etamu, i rzekli do Szymszona: Azali nie wiesz, że Filistyni są panami naszymi? czemu więc uczyniłeś to nam? I odpowiedział im: Jak postąpili ze mną, tak postąpiłem z nimi! "
Judges 15:12,"I rzekli do niego: Aby cię uwięzić przybyliśmy, aby cię wydać w ręce Filistynów! Szymszon jednak odpowiedział im: Przysięgnijcie, że nie targniecie się sami na mnie! "
Judges 15:13,"I odpowiedzieli mu: Nie, chcemy cię tylko uwięzić i w ręce ich wydać - zabić jednak cię nie chcemy! I tak związali go dwoma postronkami nowymi i wywiedli go ze skały. "
Judges 15:14,"Gdy jednak doszedł do Lechi, a Filistyni już radosne okrzyki wydawali na widok jego, tknął go duch Wiekuistego, a stały się postronki na ramionach jego jako włókna lniane, nadpalone ogniem, i rozpadły się więzy z rąk jego. "
Judges 15:15,"Znalazłszy następnie świeżą szczękę oślą, wyciągnął rękę swoją i pochwycił ją i zabił nią tysiąc ludzi. "
Judges 15:16,"Poczem zawołał Szymszon: Szczęką oślą zabiłem mnóstwo osłów, szczęką oślą zabiłem tysiąc ludzi! "
Judges 15:17,"A gdy przestał to mówić, rzucił szczękę z ręki swojej, i nazwano odtąd ową miejscowość: Ramath Lechi. "
Judges 15:18,"Będąc jednak bardzo spragnionym, zawołał do Wiekuistego i rzekł: Tyś przez sługę Twojego sprawił wielkie to zwycięstwo - a teraz miałżebym z pragnienia zginąć, albo wpaść w ręce tych nieobrzeżańców? "
Judges 15:19,"I rozwarł Bóg szczelinę skały w Lechi i wypłynęła z niej woda. Gdy się tedy napił, orzeźwił się duch jego, i ożył. Przeto nazwano źródło to źródłem wzywającego, które w Lechi aż po dziś dzień. "
Judges 15:20,Sądził on zaś Izraelitów za dni panowania Filistynów przez lat dwadzieścia. 
Judges 16:1,"I udał się Szymszon do Gazy, a poznawszy tam kobietę nierządną, zaszedł do niej. "
Judges 16:2,"I doniesiono Gazejczykom: przybył tu Szymszon. Osaczyli go tedy i czyhali nań przez całą noc w bramie miejskiej. Zachowywali się jednak cicho przez całą noc, myśleli bowiem: Gdy dzień zaświeci zabijemy go. "
Judges 16:3,"Szymszon zaś spał do północy. O północy jednak wstał, ujął obie wrotnice bramy miejskiej wraz z obydwoma drzwiami, i wyważył je razem z zaworą. Poczem włożył je na ramiona swoje i uniósł je na wierzchołek góry, położonej naprzeciw Hebronu. "
Judges 16:4,"I stało się następnie, że pokochał kobietę w dolinie Szorek, imieniem Delila. "
Judges 16:5,"Zaszli tedy do niej książęta filistyńscy, i rzekli do niej: Przymawiaj mu się, abyś się wywiedziała, na czem polega siła jego wielka i czem go zmódz możemy, abyśmy go uwięzili i poskromili, a wtedy damy ci każdy po tysiąc i sto srebrników! "
Judges 16:6,"I namawiała Delila Szymszona: Objawże mi na czem polega siła twoja tak wielka i czem by cię można uwięzić, aby cię można poskromić! "
Judges 16:7,"I odpowiedział jej Szymszon: Gdyby związano mnie siedmią wici świeżych, które jeszcze nie wyschły, wtedy stałbym się bezsilnym, a był jak każdy inny człowiek. "
Judges 16:8,"Przynieśli jej tedy książęta filistyńscy siedm wici świeżych, które nie były jeszcze wyschły i związała go niemi. "
Judges 16:9,Czata zaś znajdowała się z jej polecenia w komnacie zewnętrznej. Gdy tedy zawołała do niego: Filistyni nad tobą Szymszonie! rozerwał wici jak się rozrywa nić zgrzebna gdy uczuwa ogień - ale tajemnica jego siły nie została poznana. 
Judges 16:10,I rzekła Delila: Tak tedy naigrawałeś się ze mnie i naprawiłeś mi kłamstw! Objawże mi teraz czem związać cię można! 
Judges 16:11,"I odpowiedział jej: Gdyby związano mnie postronkami nowymi, których do żadnej roboty jeszcze nie użyto, wtedy stałbym się bezsilnym, a był jak każdy inny człowiek. "
Judges 16:12,"Wzięła tedy Delila postronki nowe i związała go nimi; poczem zawołała do niego: Filistyni nad tobą, Szymszonie! podczas gdy czata w komnacie wewnętrznej przebywała. On wszakże zerwał je jako nitkę z ramion swoich. "
Judges 16:13,"I rzekła doń Delila: Tak tedy naigrawałeś się zemnie dotąd, i naprawiłeś mi kłamstw. Objaw mi czem związać cię można! I odpowiedział jej: Gdybyś uprzędła siedm kos na głowie mojej w osnowę przędzy, "
Judges 16:14,"A przymocowała je wałkiem tkackim. I zawołała do niego: Filistyni nad tobą, Szymszonie! Obudziwszy się jednak ze snu swojego, wyrwał wałek tkacki wraz z osnową przędzy. "
Judges 16:15,"I rzekła doń znowu Delila: Jakże powiedzieć możesz: Kocham cię! gdy nie jest serce twoje przy mnie. Już trzykrotnie naigrawałeś się ze mnie, a nie wyjawiłeś mi, na czem polega siła twoja tak wielka. "
Judges 16:16,"Ale gdy mu się uprzykrzała słowy swemi ustawicznie, a trapiła go tak, że wyczerpała się cierpliwość jego, gnębiąc śmiertelnie, "
Judges 16:17,"Otworzył jej całe serce swoje, i rzekł do niej: Głowy mojej nie tknęła się jeszcze brzytwa, albowiem poświęconym Bogu jestem od żywota matki - gdyby mnie postrzyżono, odstąpiłaby mnie moc moja a stałbym się bezsilnym, a był jak każdy inny człowiek. "
Judges 16:18,"Widząc tedy Delila, że otworzył jej całe serce swoje, posłała i wezwała książąt filistyńskich, donosząc im: Tym razem musicie przybyć, albowiem otworzył mi całe serce swoje! Przybyli tedy do niej książęta filistyńscy i przynieśli przyrzeczone pieniądze ze sobą. "
Judges 16:19,"Ona zaś uśpiła go na kolanach swoich, poczem wezwała człowieka i kazała ostrzydz siedm kos na jego głowie, poczem poczęła go drażnić, gdy opuściła go siła jego. "
Judges 16:20,"Gdy tedy zawołała: Filistyni nad tobą, Szymszonie! a ocucił się ze snu swojego, pomyślał sobie: Ujdę jak za każdym razem i otrząsnę się! - nie wiedział bowiem, że Wiekuisty go odstąpił. "
Judges 16:21,"I ujęli go Filistyni i wyłupili mu oczy. Poczem sprowadzili go do Gazy i spętali go miedzianemi okowy, i musiał w więzieniu żarna obracać. "
Judges 16:22,Ale włosy głowy jego poczęły na nowo odrastać po owem ostrzyżeniu jego. 
Judges 16:23,"A książęta filistyńscy zebrali się raz, aby wyprawić wielką ucztę ofiarną na cześć Dagona, bożka swojego, i by się weselić - mówili bowiem: Podał nam Bóg nasz w ręce wroga naszego, Szymszona! "
Judges 16:24,"Lud też, ujrzawszy go, wysławiał bożka swojego, mówiąc: Podał nam Bóg nasz w ręce wroga naszego i pustoszyciela ziemi naszej, tego, który tak wielu z naszych pozabijał. "
Judges 16:25,"I stało się gdy byli dobrej myśli, że rzekli: Sprowadźcie Szymszona, aby poigrał przed nami. I tak sprowadzono Szymszona z więzienia i musiał on igrać przed nimi; postawiono go zaś między kolumnami. "
Judges 16:26,"Poprosił tedy Szymszon chłopca, który go prowadził za rękę: Puść mnie, abym mógł pomacać kolumn, na których dom spoczywa, i abym się podparł na nich. "
Judges 16:27,"Dom zaś pełen był mężczyzn i kobiet; obecni też byli wszyscy książęta filistyńscy, a na dachu około trzech tysięcy mężczyzn i kobiet, przypatrujących się igrzyskom Szymszona. "
Judges 16:28,"Zawołał tedy Szymszon do Wiekuistego i rzekł: Panie, Wiekuisty! wspomnijże na mnie, a chciej mnie ten raz jeden jeszcze pokrzepić, o Boże, abym się za jednym zamachem mógł pomścić obu oczu moich nad Filistynami! "
Judges 16:29,"Poczem objął Szymszon obie kolumny środkowe, na których dom spoczywał, i wsparł się mocno o nie, o jedną prawą, a o drugą lewą swoją ręką. "
Judges 16:30,"Poczem zawołał Szymszon: Niechaj zginę wraz z Filistynami! i naparł silnie, tak że zwalił się dom na książęta i na wszystek lud, który się w nim znajdował; a było zabitych, których zabił przy śmierci, więcej niż tych, których zabił za życia. "
Judges 16:31,"I przybyli bracia jego i wszystek dom ojca jego i zabrali go i unieśli go i pochowali go między Corea i Esztaol, w grobie Manoacha, ojca jego. A sądził on Izraelitów przez dwadzieścia lat. "
Judges 17:1,"Był niejaki człowiek z gór Efraima, imieniem Michaja. "
Judges 17:2,"Ten rzekł do matki swojej: Tysiąc i sto srebrników, które ci skradziono, z powodu których tyleś złorzeczyła, a o których w obecności mojej tak rozprawiałaś - oto pieniądze te są u mnie, jam je zabrał. I rzekła matka jego: Obyś błogosławiony był od Wiekuistego, synu mój! "
Judges 17:3,"A gdy wrócił one tysiąc i sto srebrników matce swojej, rzekła matka jego: Poświęciłam z ręki mojej pieniądze te Wiekuistemu dla syna mego, aby sporządzono z tego obraz rzeźbiony i lity, a teraz zwracam ci je. "
Judges 17:4,"Gdy jednak zwrócił był pieniądze te matce swojej, wzięła ona dwieście srebrników i wręczyła je złotnikowi, który sporządził z tego obraz rzeźbiony i lity. I był on w domu Michai. "
Judges 17:5,"A posiadał ów człowiek, mianowicie Micha, dom Boży; i sprawił do tego efod i bożki domowe i upełnomocnił ręce jednego z synów swoich, aby mu służył za kapłana. "
Judges 17:6,Za owych czasów nie było króla w Izraelu; czynił każdy co godziwem było w oczach jego. 
Judges 17:7,"Był zaś niejaki młodzieniec z Betlehem w Judzie, z rodu Judy, który był lewitą a przebywał tam. "
Judges 17:8,"Opuścił był ten człowiek miasto Betlehem w Judzie, by przebywać gdziekolwiek by się zdarzyło, i dostał się w góry efraimskie, do domu Michy, aby ztąd dalszą podróż swą odbyć. "
Judges 17:9,"I zapytał go Micha: Zkąd przybywasz? I odpowiedział mu: Jestem lewitą z Betlehem w Judzie; podróżuję ja, abym osiadł gdziekolwiek mi się zdarzy. "
Judges 17:10,"I rzekł doń Micha: Pozostań u mnie, a bądź mi ojcem i kapłanem, dam ci zaś dziesięć srebrników rocznie, koszt ubrania, i utrzymanie twoje. I tak nastał doń lewita. "
Judges 17:11,"Zgodziwszy się tedy lewita pozostać u tego człowieka, stał mu się ów młodzieniec jako jeden z jego synów. "
