Index Title,Job
Job 22:7,"Nie podałeś nawet wody znużonemu, a głodnemu odmówiłeś chleba. "
Job 22:8,"Człowiekowi pięści - do niego należała ziemia, a kto powagi zażywał osiadł na niej. "
Job 22:9,"Wdowy wszakże wypędzałeś z próżną dłonią, a ramiona sierot zmiażdżone zostały. "
Job 22:10,"Przeto otaczają cię zewsząd sidła, a trwoży cię postrach nagły. "
Job 22:11,"Alboż nie widzisz wciąż jeszcze wskutek ciemności i powodzi wód, która cię okrywa? "
Job 22:12,Nie jest li Bóg wysoko na niebiosach? Spojrzże na czoło gwiazd jak niedościgłe są. 
Job 22:13,"A jeszcze mówisz: ""Cóż wie Bóg? Alboż poprzez gęste tumany sądzić będzie? "
Job 22:14,"Chmury są osłoną dla Niego, że nie widzi, a po kręgu niebieskim przechadza się"". "
Job 22:15,"Chcesz li trzymać się szlaku odwiecznego, którym kroczyli ludzie fałszu? "
Job 22:16,"Ci, którzy porwani zostali przed czasem swoim, których grunt rzeka uniosła. "
Job 22:17,Mawiali oni do Boga: usuń się od nas! a cóż (mniemali) mógłby Wszechmocny im uczynić? 
Job 22:18,"W istocie, napełniał On domy ich dobrem - chociaż zamysły niegodziwych dalekie odemnie. "
Job 22:19,"Ale widzą (koniec ich) prawi, i cieszą się, a niewinny urąga im. "
Job 22:20,"Zaprawdę, unicestwieni przeciwnicy nasi, a pozostałość ich pochłonął ogień. "
Job 22:21,"Bądźże zgodny z Nim a zachowaj pokój, przytem jedynie spotka cię dobro. "
Job 22:22,"Przyjmże z ust Jego naukę, a złóż słowa Jego w sercu twojem! "
Job 22:23,"Gdy nawrócisz się do Wszechmocnego odbudowany będziesz, gdy oddalisz krzywdę z namiotów twoich. "
Job 22:24,"Rzuć do prochu kruszec złoty, a między kamienie potoków (rudę) Ofiru. "
Job 22:25,"Tedy będzie Wszechmocny złotem twojem, i srebrem najwyższego blasku dla ciebie. "
Job 22:26,"Tak, wtedy rozkoszować się będziesz Wszechmocnym, a podniesiesz ku Bogu oblicze twoje. "
Job 22:27,"Gdy błagać Go będziesz wysłucha cię, a śluby twoje spłacisz Mu. "
Job 22:28,"Gdy co przedsięweźmiesz powiedzie się tobie, a nad drogami twemi zabłyśnie światło. "
Job 22:29,"Choćby kogo poniżyli, a zawołasz wyżej! to wspomoże tego, kto uniżonych jest oczu. "
Job 22:30,"Wybawi nawet tego, który niewinnym nie jest, a ocalonym będzie gwoli czystości rąk twoich. "
Job 23:1,"Zatem odparł Ijob, i rzekł: "
Job 23:2,"I dzisiaj jeszcze w goryczy uskarżać się muszę, jakkolwiek ręka moja legła ciężko na westchnieniu mojem. "
Job 23:3,Gdyby mi też kto oznajmił gdziebym Go znaleźć mógł; szedłbym aż do stolicy Jego! 
Job 23:4,"Przedłożyłbym Mu sprawę moją, a napełniłbym usta moje dowodami. "
Job 23:5,"Poznać bym pragnął słowa, któreby mi odpowiedział, a wyrozumieć co oświadczy mi. "
Job 23:6,Czy wielkością swej siły prawować się będzie zemną? Nie; ale gdyby tylko uwagę chciał zwrócić na mnie! 
Job 23:7,"Wtedyby się prawy z Nim prawował, a zostałbym uwolniony na zawsze przez sędziego mojego. "
Job 23:8,"Ale oto, gdy idę naprzód niemasz Go, a gdy wstecz, nie zauważam Go. "
Job 23:9,"Na lewo może (sprawiedliwie) działa, ale nie mogę Go dojrzeć, ukrywa się po prawej, a nie mogę Go spostrzedz. "
Job 23:10,"Gdyby poznał drogę, którąm postępował, i gdyby mnie doświadczył, jako złoto bym się okazał. "
Job 23:11,"Śladów Jego trzymała się silnie stopa moja; drogi Jego przestrzegałem, a nie zbaczałem. "
Job 23:12,"Od przykazań ust Jego nie odstępowałem, więcej niż w łonie mojem chowałem słowa ust Jego. "
Job 23:13,"On wszakże trwa przy jednem, - a któż Go powstrzyma; dusza Jego zapragnęła, a przeto je spełnia! "
Job 23:14,"Tak, spełni co mi przeznaczył; a postanowień podobnych jeszcze dużo powziął. "
Job 23:15,"Dlatego to trwożę się przed obliczem Jego, gdy rozważam, drżę przed nim. "
Job 23:16,"Tak, Bóg doprowadził do zwątpienia serce moje, a Wszechmocny przeraził mnie. "
Job 23:17,"Bom nie czuł się zniweczony widokiem ciemności, ani posępnem obliczem mojem, które pokrył mrok. "
Job 24:1,"Czemuż przez Wszechmocnego nie zachowane są przeznaczenia, a nie mogą ci, którzy Go poznali widzieć dni (sądu) Jego? "
Job 24:2,"Przesuwają granice, trzody zagrabiają, i pasą. "
Job 24:3,"Sierotom osły porywają, krowę wdowy zabierają w zastaw. "
Job 24:4,"Biednych precz spychają z drogi, społem muszą kryć się nędzarze ziemi. "
Job 24:5,"Oto jak w pustyni dzikie osły wychodzą biedni na trud swój, szukając gorliwie pożywienia - step daje im chleb dla dziatwy. "
Job 24:6,"Na polu zżynają ziarno jego mieszane, a winnicę niegodziwych podbierają. "
Job 24:7,"Nago nocują dla braku odzieży, a okrycia nie mają na zimnie. "
Job 24:8,"Pod ulewą w górach nawskróś mokną, a w braku schronienia tulą się do skały. "
Job 24:9,"Gdy porywają od piersi sierotę, a biednego tradują. "
Job 24:10,"Dają im chodzić nago bez odzieży, a znosić o głodzie snopy. "
Job 24:11,"Między murami wydeptują oliwę; prasy tłoczą, pragnąc przytem. "
Job 24:12,"Z miast rozlegają się jęki ludzkie, lamentuje dusza mordowanych, ale Bóg na ohydę tę nie zważa. "
Job 24:13,"Ci to należą do zawziętych wrogów światła, co nieznają dróg jego, a nie postali na szlakach jego. "
Job 24:14,"Świtem zrywa się opryszek, zabija bezbronnych i biednych a w nocy poczyna sobie jako złodziej. "
Job 24:15,"Oko cudzołóżcy pilnuje zmierzchu, mówiąc: niechaj mnie żaden wzrok nie ujrzy, a zasłonę na oblicze kładzie. "
Job 24:16,"Włamują się w ciemności do domów, które za dnia sobie naznaczyli, znać nie chcą światła. "
Job 24:17,"Bo jest im wspólnie zarankiem mrok śmiertelny, bo dobrze są obeznani ze strachami pomroki śmiertelnej. "
Job 24:18,"Lekko się unoszą na powierzchni wody, przeklętym udział ich na ziemi, nie zwracają się już na drogę do winnic swoich. "
Job 24:19,"Jako trawią posucha i upał wody śnieżne, tak też i grób tych, którzy grzeszyli. "
Job 24:20,"Zapomina go żywot matki, lubuje się nim robactwo. Nie wspominają go więcej, a łamie się jako drzewo bezprawie. "
Job 24:21,"On, co to nękał niepłodną, która nie rodziła, a wdowie nic dobrego nie świadczył. "
Job 24:22,"A jednak utrzymuje go długo siłą Swoją, dźwiga się na nowo, jakkolwiek już o życiu zwątpił. "
Job 24:23,"Daje mu byt bezpieczny, na którym oprzeć się może, a czuwają oczy Jego nad drogami ich. "
Job 24:24,"Wysoko się podnoszą, - tylko chwilę (cierpią) a niemasz ich! A gdy padli, jak wszyscy inni zebrani zostają, a niby wierzch kłosa są ścięci. "
Job 24:25,"Jeśli nie tak bywa - któż mi kłamstwo zada, a obróci w niwecz słowo moje? "
Job 25:1,"Zatem odparł Bildad z Szuach, i rzekł: "
Job 25:2,"Jego jest panowanie i majestat, który tworzy pokój na wysokościach Swoich. "
Job 25:3,Jest li liczba zastępom Jego? A nad kimże nie wschodzi Jego światło? 
Job 25:4,Jakżeby miał usprawiedliwiony być człowiek wobec Boga a czystym się okazać zrodzony z niewiasty! 
Job 25:5,"Oto i księżyc nie świeci, a gwiazdy nie są czyste w oczach Jego; "
Job 25:6,"O ileż mniej człowiek-czerw, a syn człowieczy-robak! "
Job 26:1,"Zatem odparł Ijob, i rzekł: "
Job 26:2,"O, jakże pokrzepiłeś bezsilnego, wsparłeś ramię pozbawionego mocy! "
Job 26:3,"Jakżeś oświecił radą bezrozumnego, a pełnię wiedzy mu objawił! "
Job 26:4,"Komu to wynurzyłeś słowa twoje, a czyjeż natchnienie wyszło z ciebie? "
Job 26:5,"Cienie nawet zgasłych drżą, głęboko pod wodami i mieszkańcami ich. "
Job 26:6,"Obnażona leży przepaść przed Nim, a zasłony pozbawiona jest otchłań. "
Job 26:7,"Roztacza północ nad zamętem, zawiesza ziemię na nicości. "
Job 26:8,"Zawięzuje wody w chmurach Swoich, a jednak nie rwie się obłok pod niemi. "
Job 26:9,"Zakrywa widok stolicy Swojej, rozpostarłszy nad nią obłok swój. "
Job 26:10,"Kres zakreślił na powierzchni wód, aż do granicy światła z mrokiem. "
Job 26:11,"Filary niebios zachwiały się, i osłupiały przed groźbą Jego. "
Job 26:12,"Mocą Swoją spienił morze, a mądrością Swoją zmiażdżył Rahaba. "
Job 26:13,Za tchnieniem Jego rozjaśnia się niebo; przeszyła ręka Jego węża chybkiego. 
Job 26:14,"Oto tylko zarysy dróg Jego, ale i to tylko poszept wieści, którąśmy zasłyszeli o Nim! Wszakże gromowładną wszechmoc Jego - któż ją wyrozumie! "
Job 27:1,"I prowadził Ijob dalej pouczającą rzecz swoją, i rzekł: "
Job 27:2,"Żyw Bóg, który mnie wyzuł z prawa mojego, i Wszechmocny, który goryczą przejął duszę moję. "
Job 27:3,"Że dopóki stanie tchu we mnie, a tchnienia Bożego w nozdrzach moich. "
Job 27:4,"Nie wyrzekną usta moje nieprawości, ani zmyśli język mój obłudy. "
Job 27:5,"Dalekiem to odemnie, abym wam słuszność przyznawał; póki nie skonam nie pozwolę sobie zabrać niewinności mojej. "
Job 27:6,"Przy prawości mojej trzymam się, a nie puszczę jej, a nie potępia sumienie moje żadnego z dni moich. "
Job 27:7,"Jako niegodziwy musi wróg mój się okazać, a przeciwnik mój jako krzywdziciel. "
Job 27:8,"Bo jakaż nadzieja obłudnika, gdy odetnie, gdy wydrze Bóg duszę jego? "
Job 27:9,"Czyż usłyszy Bóg wołanie jego, gdy przypadnie go niedola? "
Job 27:10,"Alboż może on się rozkoszować Wszechmocnym, wzywać Boga na każdy czas? "
Job 27:11,"Ja wszakże wskażę wam, co ręką Bożą się dzieje, co Wszechmocny zamierza, nie utaję. "
Job 27:12,Oto wszyscyście to widzieli; a czemu marności jeszcze prawicie? 
Job 27:13,"Taki to udział człeka niegodziwego u Boga, dziedzictwo tyranów, jakie od Wszechmocnego odbierają. "
Job 27:14,"Jeśli podrosną synowie jego, pójdą pod miecz, a potomkowie jego nie nasycą się chleba. "
Job 27:15,"Pozostali po nim w czasie zarazy pochowani będą, a wdowy ich nie zapłaczą po nich. "
Job 27:16,"Choćby nagromadzał jako prochu srebra, a nasprawiał szat niby błota. "
Job 27:17,"Nasprawi on, ale sprawiedliwy przyodzieje je, a srebro podzieli nieskazitelny. "
Job 27:18,"Zbuduje niby mszyca dom swój, i niby budę, którą stróż wystawia. "
Job 27:19,"Jako bogaty położy się, ale nie uczyni tego więcej, otworzy oczy swoje, ale już go nie będzie. "
Job 27:20,"Zachwycą go niby powodzie strachy, w nocy uprowadzi go nawałnica. "
Job 27:21,"Wicher uniesie go a odejdzie, i porwie go z miejsca swojego. "
Job 27:22,"On zaś mierzy nań wciąż bez litości, przed ręką Jego musi uciekać, uciekać. "
Job 27:23,Wtedy klaśnie nad nim każdy rękoma i wysyka go z miejsca swojego. 
Job 28:1,"Ma wprawdzie srebro kopalnię swoją, a pokład swój złoto, kędy je oczyszczają. "
Job 28:2,"Żelazo wydobywa się z ziemi, a kamień roztapia się na kruszec. "
Job 28:3,"Kres położono ciemności, i do ostatnich granic jej docierają, do kamieni nawet, które w mroku leżą i w cieniu pomroki śmiertelnej. "
Job 28:4,"Przebijają szyb daleko od siedzib zamieszkałych, tak że zapomniały o nich stopy (przechodniów); zawieszeni kołyszą się zdala od ludzi. "
Job 28:5,"Z ziemi wychodzi chleb, ale pod nią burzy się jak ogień. "
Job 28:6,"Pokładem szafirów są kamienie jej, a piasek złoty jest udziałem jego. "
Job 28:7,Ale onej ścieżki (do mądrości) nie zna ptak drapieżny ani wypatrzyło jej oko krogulcze. 
Job 28:8,"Nie kroczą po niej bestje młode, ani stąpa po niej lew (stary). "
Job 28:9,"Na krzemień ściąga rękę swoją, wywraca z korzenia góry. "
Job 28:10,"Przez skały przeprowadza strumienie, a każdy klejnot wykrywa wzrok jego. "
Job 28:11,"Aby się nie sączyły, żyły wodne tamuje, a co skryte jest wywodzi na światło. "
Job 28:12,Ale mądrość - gdzież ją znaleść? a kędy siedlisko poznania? 
Job 28:13,"Nie zna śmiertelny ceny jej, ani znaleść jej na ziemi żyjących. "
Job 28:14,"Otchłań woła niemasz jej we mnie, a morze powiada niemasz jej przy mnie! "
Job 28:15,"Nie można jej opłacić złotem szczerem, ani wagą srebra jej nabyć. "
Job 28:16,"Nie zrównoważy jej złoto Ofiru, ani beryl kosztowny lub szafir. "
Job 28:17,"Nie zrówna jej ani złoto ani klejnot szklisty, ani jest ceną jej naczynie szczerozłote. "
Job 28:18,"O perłach i krysztale nie wspomnieć przy niej, a naszyjnik mądrości droższy niż z korali. "
Job 28:19,"Nie zrówna jej topaz etjopski, najszczersze złoto nie zrównoważy jej. "
Job 28:20,"Mądrość tedy zkąd ona przychodzi, a gdzież miejsce poznania? "
Job 28:21,"Zakryta jest od oczu wszystkich żyjących, a przed ptactwem nieba utajona. "
Job 28:22,Przepaść i śmierć powiadają: uszyma naszemi zasłyszałyśmy wieść tylko o niej. 
Job 28:23,"Bóg jeden świadom drogi do niej, On jeden zna siedzibę jej. "
Job 28:24,"Bo sięga On wzrokiem aż po krańce ziemi, co pod całem niebem widzi. "
Job 28:25,"Gdy nadał wiatrowi wagę, a wody urządzał miarą; "
Job 28:26,"Gdy zakreślił prawo deszczowi, a szlak błyskowi gromów. "
Job 28:27,"Wtedy obejrzał ją i sprawdził, ustanowił ją i wypróbował. "
Job 28:28,"I oświadczył człowiekowi: Oto bojaźń Boża jest prawdziwą mądrością, a wymijanie złego rozumem! "
Job 29:1,"I prowadził Ijob dalej pouczającą rzecz swoję, i rzekł: "
Job 29:2,"Któżby mi pozwolił być jako za miesięcy dawnych, za dni onych, gdy się Bóg mną opiekował. "
Job 29:3,Gdy jeszcze świeciła pochodnia Jego nad głową moją gdym jeszcze przy świetle Jego szedł przez ciemność. 
Job 29:4,"Jakom był za dni młodości mojej, gdy jeszcze Bóg radził nad namiotem moim. "
Job 29:5,"Gdy jeszcze Wszechmocny był zemną, a wokoło mnie dziatwa moja. "
Job 29:6,"Gdy się kąpały stopy moje w śmietance, a wylewała opoka przy mnie potoki oliwy. "
Job 29:7,"Gdym wychodził z bramy na miasto, na rynku ustawiał krzesło moje. "
Job 29:8,"Widząc mnie młodzi, ukrywali się, a sędziwi podnieśli się i stali. "
Job 29:9,"Panowie powstrzymali swe mowy, przykładając rękę do ust swoich. "
Job 29:10,"Głosy książąt milkły, a przylegał im język ich do podniebienia. "
Job 29:11,"Tak, ucho które mnie słyszało błogosławiło mnie, a oko, które mnie widziało, przyświadczało mi. "
Job 29:12,"Bom wybawiał strapionego, który wołał, i sierotę za którą nikt się nie ujmował. "
Job 29:13,"Błogosławieństwo ginącego przychodziło na mnie, a serce wdowy rozweselałem. "
Job 29:14,"W sprawiedliwość przyodziałem się, a zdobiła mnie, niby płaszcz i dyadem był mi wyrok mój. "
Job 29:15,"Byłem okiem ślepemu, a nogą chromemu. "
Job 29:16,"Byłem ojcem ubogich, a sprawę nieznanego mi badałem. "
Job 29:17,"A kruszyłem szczęki krzywdziciela, a z zębów jego wydzierałem zdobycz. "
Job 29:18,"Wtedy mniemałem: w gnieździe swojem skonam, a jako feniks rozmnożę dni moje. "
Job 29:19,"Korzeń mój rozkrzewi się ku wodom, a rosa nocować będzie na gałęziach moich. "
Job 29:20,"Cześć moja odświeży się przy mnie, a łuk w ręce mojej się odnowi. "
Job 29:21,"Słuchano mnie i czekano, a milczano wobec zdania mojego. "
Job 29:22,"Po słowie mojem nie odzywano się powtórnie, niby krople spadała na nich mowa moja. "
Job 29:23,"Wyglądali mnie jako dżdżu, otwierali usta swe niby na deszcz późny. "
Job 29:24,"Uśmiechałem się do nich, gdy odwagę tracili, a jasności oblicza mego nie mogli przytłumić. "
Job 29:25,"Gdym kiedy przyszedł do nich, zasiadałem na najprzedniejszem miejscu, przebywałem jako król wśród hufców, jako ten, który smutnych cieszy. "
Job 30:1,"A teraz wyśmiewają mnie młodsi odemnie w latach nawet ci, których ojców uważałbym za niegodnych zesforować z psami mojej trzody. "
Job 30:2,"Siła też rąk ich nacóż by mi się zdała, przy których przepada (bez pożytku) starość. "
Job 30:3,"Którzy dla niedostatku i głodu samotnie żyją, którzy uciekają na step, w mrok grozy i opustoszenia. "
Job 30:4,"Którzy zrywają lebiodę po chrustach, a korzonki jałowcu na pokarm. "
Job 30:5,"Z koła (ludzi) ich wypędzają, a krzyczą za nimi jako za złodziejem. "
Job 30:6,"W łożyskach potoków mieszkają, w jamach podziemnych lub skałach. "
Job 30:7,"Między chrustami jęczą, pod pokrzywy się cisną. "
Job 30:8,"Synowie bezecnych wraz z synami wzgardzonych, wygnani biczem z ziemi. "
Job 30:9,"A teraz pieśnią ich się stałem, a służę im za przedmiot gawędy. "
Job 30:10,"Brzydzą się mną, usuwają odemnie, a przed obliczem mojem nie powstrzymują plwociny. "
Job 30:11,"Bo cięciwę mą rozluźnił i upokorzył mnie, to też zrzucili i oni wędzidło przedemną. "
Job 30:12,"Po prawicy mojej powstawa banda młodzików, nogi moje potrącają, i torują ku mnie drogi swe zgubne. "
Job 30:13,"Zburzyli ścieżkę moję, do nędzy mojej się przyczyniają, oni którzy nie mają sami nikogo, któryby ich wspomógł. "
Job 30:14,"Jakby przez rozwarty wyłom muru napadli, i z wrzawą się zwalili. "
Job 30:15,"Zwróciły się przeciw mnie postrachy, jako wiatr ścigają powagę moję, i jako obłok znikło szczęście moje. "
Job 30:16,"A teraz rozlewa się we mnie dusza moja, pochwyciły mnie silnie dni niedoli. "
Job 30:17,"Noc przewierca kości moje, i oddziela je odemnie, a żyłom moim niemasz pokoju. "
Job 30:18,"Wskutek przemożnej mocy Bożej zmieniła się szata moja, i jako szyjny otwór chitonu mego ściska mnie. "
Job 30:19,"Wrzucił mnie w błoto, a podobny się stałem do prochu lub popiołu. "
Job 30:20,"Wołam do Ciebie, ale nie odpowiadasz mi, stoję przed Tobą, ale (nie) spoglądasz na mnie. "
Job 30:21,"Odmieniłeś się w okrutnego względem mnie, mocą ręki Twojej mnie prześladujesz. "
Job 30:22,"Podnosisz mnie, zawieszasz na powietrzu, i niweczysz istność moję. "
Job 30:23,"Otóż wiem ja, że na śmierć mnie chcesz podać i do domu naznaczonego wszystkim żyjącym. "
Job 30:24,"Ale czyż nie wyciąga jeszcze każdy ręki w upadku, albo czyż nie podnosi jeszcze o to, ginąc, krzyku błagalnego? "
Job 30:25,"Czyżem nie płakał nad udręczonym przez los, czyż nie ubolewała dusza moja nad ubogim? "
Job 30:26,"Tak, szczęścia się spodziewałem a oto nadeszła niedola, oczekiwałem światła a oto przypadła ciemność. "
Job 30:27,"Wnętrzności moje wrą a nie mogą się uciszyć, ubiegły mnie dni utrapienia. "
Job 30:28,"Zczerniały błądzę, ale nie od słońca, dźwigam się, a wołam publicznie o pomoc. "
Job 30:29,"Bratem się stałem szakali, a towarzyszem strusiów młodych. "
Job 30:30,"Skóra moja poczerniała i spada zemnie, a kości moje spieczone od żaru. "
Job 30:31,"I tak zamieniła się cytra moja na pieśń żałobną, a flet mój na dźwięk skargi. "
Job 31:1,Przymierze zawarłem był z oczyma mojemi: jakżebym miał spojrzeć na dziewicę! 
Job 31:2,"Czemby był udział od Boga u góry, a dziedzictwo Wszechmocnego z wysokości? "
Job 31:3,"Czyż nie jest to zagubą dla niegodziwców, a srogą klęską dla złoczyńców? "
Job 31:4,"Czyżby nie miał widzieć dróg moich, a wszystkich kroków moich nie liczyć? "
Job 31:5,"Jeżelim postępował w fałszu, a spieszyła się na obłudę noga moja. "
Job 31:6,"Niechaj mnie zważy na wadze sprawiedliwej, aby poznał Bóg niewinność moję! "
Job 31:7,"Jeśli zboczył krok mój z właściwej drogi, albo za oczyma memi szło serce moje, a do rąk moich przylgnęła jakabądź zmaza. "
Job 31:8,"Niechże tedy sieję a inny pożywa, a niech latorośle moje wykorzenione będą! "
Job 31:9,Jeżeli uwiodło się serce moje z powodu kobiety i jeślim czyhał u drzwi sąsiada mego. 
Job 31:10,"Niechaj miele innemu żona moja, a niechaj się schylają inni nad nią. "
Job 31:11,"Bo to czyn sprośny: tak, występek, już i sądownie karcony. "
Job 31:12,"Bo jest to ogień, któryby do zniszczenia pożerał, a wszystek dorobek mój wyplenił. "
Job 31:13,"Jeżelibym pomiatał prawem sługi albo służebnicy mojej, gdy wiedli spór zemną. "
Job 31:14,"Cóżbym począł, gdyby powstał Bóg, a gdyby badał, cóżbym Mu odpowiedział? "
Job 31:15,"Azali ten sam, który w żywocie mnie stworzył, nie stworzył i jego, azali nie ukształtował nas Jeden w matczynem łonie? "
Job 31:16,"Jeślim odmówił pragnieniu ubogich, albo dał zbyt wyczekiwać oczom wdowy, "
Job 31:17,"Jeślim kosztował kromki swej sam, a nie jadał i sierota z niej. "
Job 31:18,"Raczej od młodości mojej podrastał mi jako ojcu, a z łona matki mojej przywodziłem wdowie. "
Job 31:19,"Jeślim widzieć mógł ginącego bez odzieży, a bez przykrycia ubogiego. "
Job 31:20,"Jeśli nie błogosławiły mi biodra jego, a nie zagrzewał się strzyżą owiec moich. "
Job 31:21,"Jeślim podniósł przeciw sierocie rękę swoję, gdym widział w bramie, że mi pomoc pewna. "
Job 31:22,Niech tedy odpadnie łopatka moja od grzbietu swego a ramię me od łokcia odtrącone będzie! 
Job 31:23,"Bo padłaby już trwoga na mnie przed skarceniem Boskiem, a wobec majestatu Jego nie mógłbym się ostać. "
Job 31:24,"Jeślim pokładał w złocie nadzieję moję, a do błyszczącego kruszcu mawiał: tyś ufność moja, "
Job 31:25,"Jeślim się cieszył, że wzrosło mienie moje, i że wiele dopięła ręka moja. "
Job 31:26,"Jeślim zbytnio się wpatrywał w blask słońca, gdy świeciło, albo w księżyc gdy wspaniale się toczył, "
Job 31:27,"A dało się potajemnie uwieść serce moje, aby się w hołdzie składała ręka do ust moich. "
Job 31:28,"I to by był występek już sądownie karcony, bo bym się tem zaparł Boga w wysokości. "
Job 31:29,"Jeślim się cieszył z upadku nieprzyjaciela mojego, a tryumfował, gdy go klęska spotkała. "
Job 31:30,"Alem nigdy nie dopuszczał, aby zgrzeszyło podniebienie moje, aby zażądało przekleństwem duszy jego. "
Job 31:31,"Jeśli nie mawiali ludzie namiotu mego: któż nam pokaże tego, któryby z mięsiwa jego się nie nasycił! "
Job 31:32,"Nie przenocował obcy na dworze, drzwi moje trzymałem otwarte dla przechodnia. "
Job 31:33,"Jeślim taił, jak to ludzie zwykli, wykroczenia swoje, aby w łonie mojem ukryć winę moję -  "
Job 31:34,"Abym się miał lękać tłumu licznego albo trwożyć przed najpośledniejszym z rodzin, a przeto milczał i poza drzwi nie wychodził. "
Job 31:35,"O, gdybym też miał kogo, któryby mnie wysłuchał! Oto podpis mój - Wszechmocny niechaj mi odpowie! - Gdybym też miał pismo, które napisał oskarżyciel mój! "
Job 31:36,"Zaprawdę, na ramieniu mojem bym je nosił, i jako dyademem się niem uwieńczył. "
Job 31:37,"Liczbę kroków moich bym Mu objawił, jako książę doń przystąpił! "
Job 31:38,"Jeżeli podniosła ziemia moja skargę na mnie, a wespół z nią płakały nademną zagony jej; "
Job 31:39,"Jeślim plonu jej pożywał bez zapłaty, a życie właściciela jej zdusił. "
Job 31:40,"Tedy miasto pszenicy niechaj wzejdzie oset, a miasto jęczmienia kąkol. Skończyły się mowy Ijoba. "
Job 32:1,"A gdy zaprzestali trzej owi mężowie odpowiadać Ijobowi, ponieważ sprawiedliwym się mniemał w oczach swoich, "
Job 32:2,"Tedy wspłonął gniewem Elihu, syn Berachela z Buz, z rodu Rama. Przeciw Ijobowi wspłonął gniew jego, ponieważ sprawiedliwszym się mniemał niż Bóg sam. "
Job 32:3,"Przeciw trzem też przyjaciołom swoim wspłonął gniew jego, że właściwej odpowiedzi nie znaleźli, a jednak Ijoba potępili. "
Job 32:4,"Czekał zaś Elihu z wystosowaniem słów do Ijoba, ponieważ byli oni starsi od niego w latach. "
Job 32:5,"Gdy tedy widział Elihu, że niema już odpowiedzi w ustach onych trzech mężów, wspłonął gniew jego. "
Job 32:6,"I tak odezwał się Elihu, syn Berachela, z Buz, i rzekł: Młody ja w latach, a wyście starcy; przeto nieśmiałem i obawiałem się wynurzyć wam zdanie swoje. "
Job 32:7,"Powiedziałem sobie: dni przemówią, a mnogie lata objawią mądrość. "
Job 32:8,"Ale zaprawdę, tylko duch w człowieku, tylko tchnienie Wszechmocnego rozumnymi ich czyni. "
Job 32:9,"Nie zawsze są znakomici mądrzy, nie zawsze rozumieją starcy co prawem jest. "
Job 32:10,"Przeto powiadam: posłuchajcie mnie, wynurzę i ja zdanie swoje. "
Job 32:11,"Otom czekał na mowy wasze, przysłuchiwałem się rozprawom waszym, póki nie dojdziecie właściwej rzeczy. "
Job 32:12,"Tak, baczyłem na was, ale oto nie było ani jednego między wami, któryby przekonał Ijoba, któryby (trafnie) odpowiedział na mowy jego. "
Job 32:13,"Nie mówcie: myśmy mądrość znaleźli - bo tylko Bóg może go odeprzeć, nie człowiek. "
Job 32:14,"Nie do mnie wystosował on mowy swoje, ale nie waszemi też słowy odpowiem mu. "
Job 32:15,"Zmieszali się, nie odpowiadają więcej; niedostawa im słów. "
Job 32:16,"Czyżby mi dalej czekać, gdy mówić przestali, gdy umilkli, a nic już nie odpowiadają? "
Job 32:17,"Odezwę się tedy i ja ze strony mojej, wynurzę i ja zdanie swoje. "
Job 32:18,"Bom pełen słów, dławi mnie wstrzymany oddech we wnętrzu mojem. "
Job 32:19,"Oto wnętrze moje jako moszcz, któremu się nie otwiera; jako świeżo napełnione miechy, które pęknąć muszą. "
Job 32:20,"Przemówię tedy, abym sobie ulżył, otworzę usta moje i odezwę się. "
Job 32:21,"Nie uwzględnię niczyjej osoby, a żadnemu człowiekowi schlebiać nie będę. "
Job 32:22,Bo schlebiać nie umiem; stwórca mój czyżby mnie nie porwał niezwłocznie? 
Job 33:1,"Słuchaj tedy Ijobie mowy mojej, a wszystkim słowom moim podaj ucho. "
Job 33:2,"Oto gdym otworzył raz usta moje, mówi już sam język mój w podniebieniu mojem. "
Job 33:3,"Szczerość serca mego odbije się w mych słowach, a prawdę jasną wynurzą usta moje. "
Job 33:4,"Duch Boży stworzył mnie, a tchnienie Wszechmocnego i mnie ożywia. "
Job 33:5,Jeżeli zdołasz chciej mi zaprzeczyć; szykuj się w obliczu mojem a broń się. 
Job 33:6,"Otom jako ty wobec Boga, i jam z gliny skrojony. "
Job 33:7,"To też obawa przedemną nie powinna cię trwożyć, a brzemię moje zbytnio cię nie przytłoczy. "
Job 33:8,Ale tak wyrzekłeś w uszy moje - brzmienie słów twoich słyszę jeszcze -: 
Job 33:9,"Czysty ja, wolny od występku, nieskazitelny, a niemasz winy we mnie. "
Job 33:10,"Zaprawdę, szykany wynajduje przeciw mnie, za wroga Swego mnie poczytuje. "
Job 33:11,"Kładzie w okowy nogi moje, śledzi wszystkie ścieżki moje. "
Job 33:12,Otóż w tem niemasz słuszności - oświadczam ci albowiem wyższy zawsze Bóg niż człowiek. 
Job 33:13,Czemu tedy wiodłeś spór z Nim? wszak nie zdaje on sprawy z niczego co czyni. 
Job 33:14,Jednak przemawia Bóg i raz i drugi - tylko nie zważa się na to. 
Job 33:15,"We śnie, w widzeniu nocnem, gdy sen twardy ludzi opada, a drzemią na łożu swojem. "
Job 33:16,"Wtedy otwiera ludziom uszy, kładąc pieczęć na przestrodze im danej. "
Job 33:17,"Aby odwieść człowieka od czynu złego, a od pychy męża uchronić. "
Job 33:18,"Tak to ochrania duszę jego od grobu, aby nie poszedł pod miecz żywot jego. "
