Index Title,Jeremiah
Jeremiah 26:21,"A gdy usłyszał król Jehojakim i wszyscy rycerze jego, i wszyscy książęta słowa jego, usiłował go król uśmiercić; ale dowiedziawszy się Uryjahu uląkł się i zbiegł i przybył do Micraim. "
Jeremiah 26:22,"Król Jehojakim jednak wysłał ludzi do Micraim, Elnatana, syna Achbora i ludzi z nim do Micraim. "
Jeremiah 26:23,"Ci sprowadzili Uryję z Micraim, i przywiedli go do króla Jehojakima, który zabił go mieczem i wrzucił zwłoki jego do grobów ludu pospolitego. "
Jeremiah 26:24,"Wszakże ręka Achikama, syna Szafana, była przy Jeremjaszu, aby go nie wydano w ręce ludu, aby go uśmiercił. "
Jeremiah 27:1,"Na początku panowania Jehojakima, syna Jozjasza króla Judy, doszło słowo to do Jeremjasza od Wiekuistego, głosząc: "
Jeremiah 27:2,"Tak rzekł Wiekuisty do mnie: Sporządź sobie więzy i jarzmo, a włóż je na szyję twoję. "
Jeremiah 27:3,"I poszlij je do króla Edomu, i do króla Moabu, i do króla synów Ammonu, i do króla Coru, i do króla Cydonu przez posłów przybyłych do Jerozolimy, do Cydkjasza, króla Judy. "
Jeremiah 27:4,"I poruczysz im do panów ich te słowa: Tak rzecze Wiekuisty zastępów, Bóg Israela: Tak powiecie panom swoim: "
Jeremiah 27:5,"Jam uczynił ziemię, człowieka i zwierzęta, które na powierzchni ziemi, siłą Moją wielką i ramieniem Mojém wyciągniętém, i oddaję ją komu się podoba w oczach Moich. "
Jeremiah 27:6,"Otóż teraz oddaję wszystkie ziemie te w rękę Nebukadnecara, króla Babelu, sługi Mojego; wszystkie nawet zwierzęta polne oddaję mu, aby mu służyły. "
Jeremiah 27:7,"I służyć mu mają wszystkie narody, i synowi jego i synowi syna jego, póki nie nadejdzie czas i kraju jego, a ujarzmią go narody potężne i królowie wielcy. "
Jeremiah 27:8,"I będzie, że ten naród, albo to królestwo, któreby mu służyć nie chciało - Nebukadnecarowi, królowi Babelu - i ktokolwiekby nie poddał szyi swej pod jarzmo króla Babelu - mieczem i głodem i morem nawiedzę naród taki, rzecze Wiekuisty, póki ich nie zgładzę ręką jego. "
Jeremiah 27:9,"Wy przeto nie słuchajcie proroków waszych i wróżbitów waszych i snów i wieszczbiarzy i czarodziejów waszych, którzy was zapewniają i powiadają: nie będziecie służyli królowi Babelu. "
Jeremiah 27:10,"Gdyż kłamstwo prorokują wam, aby wydalić was z ziemi waszej, abym wypędził was, i abyście poginęli. "
Jeremiah 27:11,"Naród wszakże, który podda szyję swoję pod jarzmo króla Babelu, a który służyć mu będzie - ten zostawię na ziemi jego, rzecze Wiekuisty, aby ją uprawiał i zamieszkał w niej. "
Jeremiah 27:12,"Do Cydkjasza też, króla Judy, rzekłem zgodnie z wszystkiemi słowami temi, mówiąc: Poddajcie szyje wasze pod jarzmo króla Babelu, a służcie mu i ludowi jego, abyście żyli! "
Jeremiah 27:13,"Czemuż macie zginąć, ty i lud twój, od miecza, głodu i moru, jako wyrzekł Wiekuisty o narodzie, któryby nie służył królowi Babelu. "
Jeremiah 27:14,"Nie słuchajcie tedy słów tych proroków, którzy zapewniają was i powiadają: Nie będziecie służyli królowi Babelu; gdyż kłamstwo oni prorokują wam. "
Jeremiah 27:15,"Do kapłanów też i do całego ludu tego rzekłem, jak następuje: Tak rzecze Wiekuisty: Nie słuchajcie słów proroków waszych, którzy prorokują wam i powiadają: Oto przybory domu Wiekuistego sprowadzone zostaną z Babelu, niezwłocznie, rychło; gdyż kłamstwo oni prorokują wam. "
Jeremiah 27:16,"Nie słuchajcie ich; służcie raczej królowi Babelu, abyście żyli! Czemuż ma obrócić się miasto to w rumowisko. "
Jeremiah 27:17,"Jeżeli zaś prorokami są, a jeżeli jest słowo Wiekuistego przy nich, niechaj też przyczynią się u Wiekuistego zastępów, aby nie dostały się i te przybory, które pozostały jeszcze w domu Wiekuistego, i w domu króla Judy, i w Jerozolimie, do Babelu. "
Jeremiah 27:18,"Albowiem tak rzecze Wiekuisty zastępów o kolumnach i o morzu i o podnóżach i o pozostałych przyborach zostawionych jemu w mieście tém, "
Jeremiah 27:19,"Których nie zabrał Nebukadnecar, król Babelu, gdy uprowadził Jechonję, syna Jehojakima, króla Judy, z Jerozolimy do Babelu wraz z wszystkimi panami Judy i Jerozolimy. "
Jeremiah 27:20,"Tak zaiste rzecze Wiekuisty zastępów, Bóg Israela, o tych przyborach pozostałych w domu Wiekuistego, i w domu króla Judy i w Jerozolimie: "
Jeremiah 27:21,"Do Babelu sprowadzone będą i tam pozostaną, aż do dnia, którego znowu wspomnę o nich, rzecze Wiekuisty, a przywiodę je, i przywrócę na to miejsce. "
Jeremiah 28:1,"I stało się tegoż roku, w początkach panowania Cydkjasza, króla Judy, roku czwartego, miesiąca piątego, że rzekł do mnie Chananja, syn Azura, prorok z Gibeonu, w domu Wiekuistego, w oczach kapłanów i całego ludu, w te słowa: "
Jeremiah 28:2,"Tak rzecze Wiekuisty zastępów, Bóg Israela, mówiąc: Skruszę Ja jarzmo króla Babelu! "
Jeremiah 28:3,"Za dwa lata przywrócę na miejsce to wszystkie przybory domu Wiekuistego, które zabrał Nebukadnecar, król Babelu, z miejsca tego, a uprowadził do Babelu. "
Jeremiah 28:4,"Jechonję też, syna Jehojakima, króla Judy i wszystkich wygnańców Judy, którzy się dostali do Babelu, przywrócę na miejsce to, rzecze Wiekuisty; albowiem skruszę jarzmo króla Babelu. "
Jeremiah 28:5,"Rzekł tedy Jeremjasz, prorok, do Chananji, proroka, w oczach kapłanów i w oczach całego ludu, stojących w domu Wiekuistego: "
Jeremiah 28:6,"Rzekł Jeremjasz prorok: Tak niechaj będzie! Tak niechaj uczyni Wiekuisty! Oby stwierdził Wiekuisty słowa twoje, któreś prorokował, aby przywrócił przybory domu Wiekuistego, i wszystkich wygnańców z Babelu na miejsce to! "
Jeremiah 28:7,"Wszakże posłuchaj słowa tego, które ja wypowiadam w uszy twoje i w uszy tego całego ludu. "
Jeremiah 28:8,"Prorocy, którzy byli przedemną i przed tobą od wieków, prorokowali oni przeciw ziemiom potężnym i przeciw królestwom wielkim o wojnie i o klęsce i o morze, -  "
Jeremiah 28:9,"Ten zaś prorok, który prorokuje ku szczęściu, - po spełnieniu się tylko słowa tego proroka poznanym jest prorok, którego wysłał Wiekuisty w prawdzie! "
Jeremiah 28:10,"Wtedy zdjął Chananja, prorok, jarzmo z szyi Jeremjasza, proroka, i skruszył je. "
Jeremiah 28:11,"I rzekł Chananja w oczach całego ludu, w te słowa: Tak rzecze Wiekuisty: W ten sposób skruszę jarzmo Nebukadnecara, króla Babelu, po dwóch latach z szyi wszystkich narodów! Na to odszedł Jeremjasz, prorok, drogą swoją. "
Jeremiah 28:12,"I doszło słowo Wiekuistego Jeremjasza po skruszeniu przez Chananję, proroka, owego jarzma, głosząc: "
Jeremiah 28:13,"Pójdziesz i oświadczysz Chananji w tych słowach: Tak rzecze Wiekuisty: Jarzmo drewniane skruszyłeś, przeto uczynisz miasto niego jarzmo żelazne! "
Jeremiah 28:14,"Gdyż tak rzecze Wiekuisty zastępów, Bóg Israela: Jarzmo żelazne włożę na szyję wszystkich narodów tych, aby służyły Nebukadnecarowi, królowi Babelu, a służyć mu będą; nawet i zwierzęta dzikie poddałem mu. "
Jeremiah 28:15,"I rzekł Jeremjasz, prorok, do Chananji, proroka: Posłuchajże Chananjo! Nie posłał cię Wiekuisty, a ty wzbudzasz ufność ludu tego, aby polegał na kłamstwie! "
Jeremiah 28:16,"Przeto rzecze tak Wiekuisty: Oto usunę cię z powierzchni tej ziemi; tego roku jeszcze umrzesz, gdyż odstępstwo głosiłeś przeciw Wiekuistemu! "
Jeremiah 28:17,"I umarł Chananja, prorok, onego roku, miesiąca siódmego. "
Jeremiah 29:1,"A oto słowa pisma, które posłał Jeremjasz, prorok, z Jerozolimy, do pozostałej starszyzny wygnańców, i do kapłanów, i do proroków, i do całego ludu, który był uprowadził Nebukadnecar z Jerozolimy do Babelu, "
Jeremiah 29:2,"Gdy wyszli byli Jechonja, król, i władczyni, i dworzanie, książęta Judy i Jerozolimy, i płatnerze, i majstrowie forteczni z Jerozolimy; "
Jeremiah 29:3,"Za pośrednictwem Elasy, syna Szafana, i Gemarji, syna Chilkji, których wysłał Cydkjasz, król Judy, do Nebukadnecara, króla babilońskiego do Babelu, w tych słowach: "
Jeremiah 29:4,"Tak rzecze Wiekuisty zastępów, Bóg Israela, do wszystkich wygnańców, których uprowadziłem z Jerozolimy do Babelu: "
Jeremiah 29:5,"Budujcie domy i zamieszkujcie je, zasadźcie ogrody i pożywajcie owoc ich! "
Jeremiah 29:6,"Pojmujcie żony i płodźcie synów i córki, bierzcie téż dla synów waszych żony, a córki wasze wydawajcie za mężów, aby rodziły synów i córki, abyście się mnożyli tam, a nie umniejszali. "
Jeremiah 29:7,"A starajcie się o pomyślność miasta, do którego uprowadziłem was, a módlcie się za niém do Wiekuistego; albowiem w pomyślności jego będzie własna pomyślność wasza! "
Jeremiah 29:8,"Gdyż tak rzecze Wiekuisty zastępów, Bóg Israela: Niechaj nie zwodzą was prorocy wasi, którzy w pośród was, ani wróżbici wasi, a nie zważajcie na sny wasze, które śnią się wam; "
Jeremiah 29:9,Albowiem kłamliwie prorokują wam w imieniu Mojém; nie posłałem ich! rzecze Wiekuisty. 
Jeremiah 29:10,"Gdyż tak rzecze Wiekuisty: Dopiero gdy spełnią się dla Babelu siedmdziesiąt lat wspomnę na was, i stwierdzę słowo Moje dobre, że was przywrócę na miejsce to. "
Jeremiah 29:11,"Albowiem Ja znam zamysły, które umyśliłem o was, rzecze Wiekuisty, zamysły szczęścia, a nie niedoli, aby dać wam przyszłość i nadzieję! "
Jeremiah 29:12,"A wtedy wzywać mnie będziecie, i pójdziecie, by modlić się do Mnie, a wysłucham was. "
Jeremiah 29:13,"A szukając Mnie - znajdziecie, gdy Mnie szukać będziecie całém sercem waszém. "
Jeremiah 29:14,"I dam się znaleść wam, rzecze Wiekuisty, i przywrócę wygnańców waszych, i zgromadzę was ze wszystkich narodów, i ze wszystkich miejsc do których zagnałem was, rzecze Wiekuisty, i przywiodę was na miejsce, z którego uprowadziłem was! "
Jeremiah 29:15,"Jeżeli wszakże powiadacie: Wzbudził nam Wiekuisty proroków i w Babelu, -  "
Jeremiah 29:16,"Tedy rzecze tak Wiekuisty o królu, który zasiada na tronie Dawida, i o całym ludzie, który zamieszkuje w mieście tém, o braciach waszych, którzy nie poszli z wami na wygnanie, "
Jeremiah 29:17,"Tak rzecze Wiekuisty zastępów: Oto posyłam na nich miecz, głód i mór, i uczynię ich jako owe figi cierpkie, których się nie jada dla lichoty. "
Jeremiah 29:18,"I będę ich ścigał mieczem, głodem i morem, i podam ich na postrach wszystkim królestwom ziemi, na przekleństwo i na zgrozę i na pośmiewisko i na sromotę u wszystkich narodów, do których ich zapędzę. "
Jeremiah 29:19,"Przeto, że nie słuchali słów Moich, rzecze Wiekuisty, gdy wysyłałem do nich sługi Moje, - proroków, niestrudzenie wysyłając, a nie słuchaliście Mnie, rzecze Wiekuisty. "
Jeremiah 29:20,"Wy tedy słuchajcie słowa Wiekuistego, wszyscy wygnańcy, których wysłałem z Jerozolimy do Babelu: "
Jeremiah 29:21,"Tak rzecze Wiekuisty zastępów o Achabie, synu Kolaji i o Cydkjaszu, synu Maseji, prorokujących wam w imieniu Mojém kłamliwie: Oto wydam ich w rękę Nebukadrecara, króla Babelu, aby ich zabił przed oczyma waszemi. "
Jeremiah 29:22,"I wzięte z nich będzie przekleństwo dla wszystkich wygnańców Judy, którzy w Babelu, w słowach: ""Oby uczynił cię Wiekuisty jako Cydkjasza i jako Achaba, których uprażył król Babelu w ogniu!"" "
Jeremiah 29:23,"Przeto, że spełniali bezeceństwa w Israelu, i nierządowi się oddawali z żonami bliźnich swoich, a wygłaszali w imieniu Mojém słowa kłamliwie, których nie poleciłem im; Ja zaś Sam świadom tego i świadkiem, rzecze Wiekuisty. "
Jeremiah 29:24,"Szemaji téż Nechlamicie, oświadczysz tak: "
Jeremiah 29:25,"Tak rzecze Wiekuisty zastępów, Bóg Israela: Przeto, że posłałeś w własném imieniu swojém listy do całego ludu, który w Jerozolimie, i do Cefanji, syna Maseji, kapłana, i do wszystkich kapłanów, głosząc: "
Jeremiah 29:26,"Wiekuisty ustanowił cię kapłanem miasto Jehojady, kapłana, abyście mieli dozorców w domu Wiekuistego nad każdym w szale prorokującym, abyś osadził go w bloku i pod obrożę -  "
Jeremiah 29:27,"Oto - czemużeś nie skarcił Jeremjasza, Anatotczyka, który prorokuje wam? "
Jeremiah 29:28,"Wszakże posłał on do nas do Babelu, głosząc: ""Długo to jeszcze potrwa - budujcie domy i zamieszkujcie je, zasadzajcie ogrody i pożywajcie owoc ich"". -  "
Jeremiah 29:29,"I odczytał zaś Cefanja, kapłan, list ten przed oczyma Jeremjasza, proroka. "
Jeremiah 29:30,"Wtedy doszło słowo Wiekuistego Jeremjasza, głosząc: "
Jeremiah 29:31,"Poszlij do wszystkich wygnańców w tych słowach: Tak rzecze Wiekuisty o Szemaji, Nechlamicie: Ponieważ prorokował wam Szemaja, jakkolwiek Ja go nie posłałem, a wzbudzał ufność waszą do kłamstwa, -  "
Jeremiah 29:32,"Przeto rzecze tak Wiekuisty: Oto poszukiwać tego będę na Szemaji, Nechlamicie, i na rodzie jego! Nie pozostanie zeń nikt, któryby osiadł wpośród ludu tego, ani ujrzeć mu dobra, które wyświadczę ludowi Mojemu, rzecze Wiekuisty; gdyż odstępstwo głosił przeciw Wiekuistemu. "
Jeremiah 30:1,"Słowo, które doszło Jeremjasza od Wiekuistego, głosząc: "
Jeremiah 30:2,"Tak rzecze Wiekuisty, Bóg Israela: Spisz sobie wszystkie słowa, które ci zwiastowałem, do księgi! "
Jeremiah 30:3,"Bo oto dni nadejdą, rzecze Wiekuisty, a przywrócę wygnańców ludu Mojego Israela i Judy, rzecze Wiekuisty, a przywiodę ich do ziemi, którą oddałem ojcom ich, aby ją posiedli. -  "
Jeremiah 30:4,"Te zaś są słowa, które wyrzekł Wiekuisty o Israelu i o Judzie: "
Jeremiah 30:5,"Zaiste, tak rzecze Wiekuisty: Odgłos trwogi słyszeliśmy, postrach a nie pokój. "
Jeremiah 30:6,"Pytajcie się téż, a zobaczcie, czy rodzi mężczyzna! Czemu widzę każdego męża, ręce jego na biodrach swych jako rodząca, a odmieniły się wszystkie oblicza w bladość? "
Jeremiah 30:7,"Biada! bo wielkim dzień ów, że mu żaden nie dorówna; ale jakkolwiek czas to niedoli dla Jakóba, jednak wybawionym zeń zostanie! "
Jeremiah 30:8,"I będzie dnia onego, rzecze Wiekuisty zastępów, że skruszę jarzmo jego z karku twojego, a więzy twoje rozerwę, i nie ujarzmią go nadal cudzoziemcy. "
Jeremiah 30:9,"I będą służyli Wiekuistemu, Bogu swemu, i Dawidowi, królowi swojemu, którego ustanowię im! "
Jeremiah 30:10,"Ty przeto nie bój się sługo Mój, Jakóbie, rzecze Wiekuisty, a nie trwóż się Israelu, gdyż oto wybawię cię zdaleka, a ród twój z ziemi ich niewoli. I wróci Jakób, i spokojnym będzie i bezpiecznym, a nikt nie wystraszy. "
Jeremiah 30:11,"Bo z tobą Ja, rzecze Wiekuisty, abym cię wybawił; bo położę koniec wszystkim narodom, między które cię rozproszyłem, wszakże tobie nie położę końca; karcić cię będę pomiernie, ale nie wytępię cię do ostatka. "
Jeremiah 30:12,"Albowiem tak rzecze Wiekuisty: Dotkliwém porażenie twoje, bolesną rana twoja! "
Jeremiah 30:13,"Nikt nie orzeknie w sprawie twej, by cię uzdrowić, leków skutecznych niema dla ciebie! "
Jeremiah 30:14,"Wszyscy zalotnicy twoi zapomnieli cię, nie pytają się o ciebie; bo uderzeniem wroga uderzyłem cię, kaźnią okrutną, dla mnóztwa win twoich, że tak liczne były grzechy twoje. "
Jeremiah 30:15,"Czemu utyskujesz nad porażeniem swojém, że tak dotkliwym ból twój? Dla mnóztwa win twoich, że tak liczne były grzechy twoje uczyniłem ci to! "
Jeremiah 30:16,"Ale dla tego pochłonięci będą wszyscy, którzy ciebie pochłaniali, a ciemięzcy twoi wszyscy w niewolę pójdą; i będą grabiciele twoi ograbiani, a łupieżców twoich na łup wydam. "
Jeremiah 30:17,"Bo sprowadzę uzdrowienie tobie, a z ran twoich cię uleczę, rzecze Wiekuisty; bo odtrąconą nazywali cię, ""Cyon to, którego nikt nie nawiedza!"" "
Jeremiah 30:18,"Tak rzecze Wiekuisty: Oto przywrócę wygnanych z namiotów Jakóba, a nad siedzibami jego się ulituję, aby odbudowaném było miasto na rumowisku swojém, a zamki według dawnego porządku swego stanęły! "
Jeremiah 30:19,"I wyjdzie z nich znowu dziękczynienie i głos rozbawionych, i rozmnożę ich, a nie umniejszą się, i spotęguję ich, a nie uszczuplą się. "
Jeremiah 30:20,"I będą dzieci jego jako przedtém, a zbór jego przed obliczem Mojém się utwierdzi, i będę poszukiwał na wszystkich ciemięzcach jego. "
Jeremiah 30:21,"I powstanie mocarz jego z niego samego, a władca jego z pośrodka jego wynijdzie, i przybliżę go, aby mógł przystąpić do Mnie, - bo któż to ten, coby ośmielił serce swoje, aby przystąpił do Mnie? rzecze Wiekuisty. "
Jeremiah 30:22,"I tak będziecie Mi ludem, a Ja będę wam Bogiem. "
Jeremiah 30:23,"Oto zawierucha od Wiekuistego z zapalczywością się zrywa, burza rozpętana, na głowę niegodziwych się stoczy. "
Jeremiah 30:24,"Nie uśmierzy się płonący gniew Wiekuistego, aż spełni i urzeczywistni zamysły serca swego. W następstwie czasów wyrozumiecie to! "
Jeremiah 31:1,"Czasu onego, rzecze Wiekuisty, będę Bogiem wszystkim pokoleniom Israela, a one będą Mi ludem. "
Jeremiah 31:2,"Tak rzecze Wiekuisty: Znalazł upodobanie na puszczy lud od miecza ocalonych, gdy szedł do wypoczynku swego Israel. "
Jeremiah 31:3,"Od dawna Wiekuisty mi się ukazywał, - (tak, rzekł On), bo miłością wieczną umiłowałem cię, a przeto zachowałem ci długotrwałą łaskę. "
Jeremiah 31:4,"Jeszcze cię odbuduję, a odbudowaną będziesz, dziewico israelska! jeszcze przybierzesz się w bębenki swoje i puścisz się w pląsy rozochoconych! "
Jeremiah 31:5,Jeszcze sadzić będziesz winnice na górach Szomronu; zasadzą je sadownicy i użytkować z nich będą. 
Jeremiah 31:6,"Tak, nastanie dzień, gdy zawołają stróże na górach Efraima: Naprzód, a wstąpmy na Cyon, do Wiekuistego, Boga naszego! "
Jeremiah 31:7,"Bo tak rzecze Wiekuisty: Uderzcie nad Jakóbem w radość, a wykrzykujcie na czele plemion, zwiastujcie, wysławiajcie i głoście: Wspomógł Wiekuisty lud Swój, szczątek Israela! "
Jeremiah 31:8,"Oto przywiodę ich z kraju Północy, i zgromadzę ich z kończyn ziemi, między nimi niewidomi i chromi, brzemienne i rodzące pospołu; gromadą wielką powrócą tu! "
Jeremiah 31:9,"Z płaczem przyjdą, a przy prośbach błagalnych prowadzić ich będę, powiodę ich do strumieni wód, po drodze prostej, aby się nie potknęli na niej; bo stałem się Israelowi ojcem, a Efraim pierworodny to Mój! "
Jeremiah 31:10,"Słuchajcie słowa Wiekuistego, narody, a zwiastujcie je po wyspach dalekich, i powiedzcie: Ten, który Israela rozproszył, zgromadza go znowu i strzeże go jako pasterz trzody swojej! "
Jeremiah 31:11,"Bo wyzwolił Wiekuisty Jakóba, i wyswobodził go z mocy tego, który silniejszym był od niego. "
Jeremiah 31:12,"I tak przyjdą i weselić się będą na wyżynie cyońskiej, i podążą do dobra Wiekuistego, do zboża i do moszczu, i do oliwy i do młodych trzód i stad, i będzie dusza ich jako ogród zroszony, a nie łaknąć im więcej. "
Jeremiah 31:13,"Wtedy ucieszy się dziewica w korowodzie, młodzieńcy i starcy wraz; i obrócę żałobę ich w wesele, i pocieszę ich, i uraduję po znękaniu ich. "
Jeremiah 31:14,"I napoję duszę kapłanów tukiem, a lud Mój dobrem Mojém się nasyci, rzecze Wiekuisty. "
Jeremiah 31:15,"Tak rzecze Wiekuisty: Głos w Ramah się rozlega, łkanie, płacz gorzki! Rachel płacze za dziećmi swojemi, nie daje się utulić po dzieciach swoich, bo niemasz już żadnego! "
Jeremiah 31:16,"Tak rzecze Wiekuisty: Powstrzymuj głos twój od płaczu, a oczy twe od łez; bo jest nagroda za trud twój, rzecze Wiekuisty, a wrócą z ziemi wroga! "
Jeremiah 31:17,"Tak, jest nadzieja dla przyszłości twojej, rzecze Wiekuisty, a wrócą dzieci do dziedziny swojej! "
Jeremiah 31:18,"Słyszałem Efraima utyskującego nad sobą: Skarciłeś mnie, a skarcony zostałem jako ciołak niesforny; dozwól mi wrócić, a nawrócę się, boś Ty Wiekuisty, Bóg mój! "
Jeremiah 31:19,"Bo po odwróceniu się mojém żałowałem, a po opamiętaniu się mojém uderzyłem się w biodro; wstydzę się i rumienię, bo dźwigam hańbę młodości mojej. "
Jeremiah 31:20,"Izali synem mi najdroższym Efraim, albo dziecięciem najrozkoszniejszém? Bo ile razy gromię go, muszę o nim znowu wspominać; zaiste, wyrywa się wnętrze Moje ku niemu - zmiłować zmiłuję się nad nim, rzecze Wiekuisty! "
Jeremiah 31:21,"Ustawiaj sobie drogoskazy, wznieś sobie słupy, zwróć uwagę swą na ten gościniec, na drogę, którąś przebyła; wróć dziewico israelska, wróć do tych miast twoich! "
Jeremiah 31:22,"Dopókiż chcesz się tułać, córo przekorna! Stworzy wszak Wiekuisty nowość na ziemi: Kobieta będzie otaczała mężczyznę! "
Jeremiah 31:23,"Tak rzecze Wiekuisty zastępów, Bóg Israela: Jeszcze powtarzać będą słowo to w ziemi Judy i w miastach jego, gdy przywrócę brańców ich: Niechaj błogosławi ci Wiekuisty, przybytku sprawiedliwości, góro święta! "
Jeremiah 31:24,Albowiem osiedlą się w niej Juda i wszystkie miasta jego społem jako rolnicy i hodowcy stad. 
Jeremiah 31:25,"I tak napoję duszę znękaną, a każdą duszę łaknącą nasycę. "
Jeremiah 31:26,Wtem ocknąłem się i rozejrzałem - a sen mój był mi słodkim. 
Jeremiah 31:27,"Oto dni nadejdą, rzecze Wiekuisty, a obsieję dom Israela i dom Judy posiewem ludzi i posiewem bydła. "
Jeremiah 31:28,"I będzie, że jakom czuwał nad nimi, abym wypleniał i druzgotał, i burzył i zatracał i niweczył, tak będę czuwał nad nimi, abym budował i zasadzał, rzecze Wiekuisty. "
Jeremiah 31:29,"Za owych dni nie będą mówili więcej: ojcowie pożywali jagody cierpkie, a zęby synów stępiały; "
Jeremiah 31:30,"Lecz zginie każdy przez własną winę swoję - ktokolwiek spożyje jagody cierpkie, tego zęby stępieją. "
Jeremiah 31:31,"Oto dni nadejdą, rzecze Wiekuisty, że zawrę z domem Israela i z domem Judy przymierze nowe. "
Jeremiah 31:32,"Nie jako to przymierze, którem zawarł z ich ojcami, gdym ich ujął za rękę, by ich wyprowadzić z ziemi Micraim - które to przymierze Moje zerwali, jakkolwiek nie przestałem władać nimi, rzecze Wiekuisty, "
Jeremiah 31:33,"Lecz oto przymierze, które zawrę z domem Israela po dniach onych, rzecze Wiekuisty: Złożę naukę Moję we wnętrzu ich, a w sercu ich wypiszę ją, abym był im Bogiem, a oni Mi byli ludem. "
Jeremiah 31:34,"I nie będą nadal nauczali każdy bliźniego, i każdy brata swego w słowach: ""poznajcie Wiekuistego!"" gdyż wszyscy znać Mnie będą: od najmniejszego do największego, rzecze Wiekuisty; albowiem wybaczę winę ich, a grzechów ich nie wspomnę więcej. "
Jeremiah 31:35,"Tak rzecze Wiekuisty, który ustanowił słońce na światło we dnie, prawa księżyca i gwiazd na światło w nocy, który ucisza morze, choć szumią jego fale, Wiekuisty zastępów imię Jego. "
Jeremiah 31:36,"Jeżeli ustąpią prawa te z przed oblicza Mojego, rzecze Wiekuisty, tedy i ród Israela przestanie być narodem przedemną po wszystkie czasy. "
Jeremiah 31:37,"Tak rzecze Wiekuisty: Jeżeli zmierzone będą niebiosa u góry, a zbadane posady ziemi u dołu, tedy porzucę i Ja cały lud Israela dla wszystkiego co uczynili, rzecze Wiekuisty. "
Jeremiah 31:38,"Oto dni nadejdą, rzecze Wiekuisty, a odbudowaném będzie to miasto Wiekuistemu od wieży Chananel aż do bramy narożnej. "
Jeremiah 31:39,"I rozciągnie się dalej sznur pomiaru wprost poza wzgórza Gareb, i zwróci się ku Goah. "
Jeremiah 31:40,"I cała dolina zwłok i popiołu i wszystkie pola aż do potoku Kidron, aż do węgła bramy końskiej ku wschodowi poświęcone będą Wiekuistemu; nie będą tam wypleniali ani burzyli na wieki. "
Jeremiah 32:1,"Słowo, które doszło Jeremjasza od Wiekuistego roku dziesiątego Cydkjasza, króla Judy, czyli roku ośmnastego Nebukadrecara. "
Jeremiah 32:2,"Wtedy to wojsko króla Babelu oblegało Jerozolimę, a Jeremjasz prorok, osadzony był w dworcu straży należącym do domu króla Judy. "
Jeremiah 32:3,"Gdzie był osadził go Cydkjasz, król Judy, zarzucając mu: Czemu prorokujesz i głosisz: Tak rzecze Wiekuisty, oto wydam miasto to w ręce króla Babelu, aby zdobył je. "
Jeremiah 32:4,"Cydkjasz zaś, król Judy, nie ujdzie ręki Kasdejczyków, lecz wydany będzie niechybnie w moc króla Babelu, aby pomówił z nim z ust do ust, a oczy w oczy go ujrzał. "
Jeremiah 32:5,"A do Babelu zawiedzie Cydkjasza, aby tam pozostał, dopóki nie wspomnę nań, rzecze Wiekuisty. Jeżeli walczyć będziecie z Kasdejczykami nie powiedzie się wam! "
Jeremiah 32:6,"Wtedy rzekł Jeremjasz: Doszło mnie słowo Wiekuistego, głosząc: "
Jeremiah 32:7,"Oto Chanamel, syn Szalluma, stryja twego, przyjdzie do ciebie i powié: Kup sobie pole moje co przy Anatoth, bo tobie służy prawo powinowactwa, abyś je nabył. "
Jeremiah 32:8,"I przybył też do mnie Chanamel, syn stryja mojego, według zapowiedzi Wiekuistego, do dworca więziennego, i rzekł do mnie: Zechciej nabyć pole moje przy Anatoth w ziemi Binjamin, bo twojém prawo dziedzictwa i powinowactwa - nabądź je sobie! Zrozumiałem wtedy, że to rzeczywiście wola Wiekuistego. "
Jeremiah 32:9,"I nabyłem pole od Chanamela, syna stryja mego w Anatoth i odważyłem mu pieniądze siedmnaście szekli w srebrze. "
Jeremiah 32:10,"I zapisałem to w liście, i zapieczętowałem, i stwierdziłem przez świadków, i odważyłem pieniądze na wadze. "
Jeremiah 32:11,"I wziąłem ten list kupny, zapieczętowany wedle przepisów i ustaw, a niemniej list otwarty. "
Jeremiah 32:12,"I wręczyłem ten list kupny Baruchowi, synowi Neryi, syna Machseji w oczach Chanamela stryja mojego i w oczach wszystkich Judejczyków, którzy zostawali w dworcu więziennym. "
Jeremiah 32:13,"I poleciłem Baruchowi w oczach ich, mówiąc: "
Jeremiah 32:14,"Tak rzecze Wiekuisty zastępów, Bóg Israela: Zabierz listy te, ten list kupny, zapieczętowany, i ten list otwarty, a włóż je w naczynie gliniane, by przetrwały przez długie lata. "
Jeremiah 32:15,"Albowiem tak rzecze Wiekuisty zastępów, Bóg Israela: Jeszcze nabywane będą domy i pola i winnice na ziemi tej. "
Jeremiah 32:16,"I błagałem Wiekuistego po wręczeniu listu kupna Baruchowi, synowi Neryi, temi słowy: "
Jeremiah 32:17,"O Panie, Boże! Oto Ty stworzyłeś niebo i ziemię mocą Twoją wielką i ramieniem Twojém wyciągniętém; nic niedoścignioném dla Ciebie! "
Jeremiah 32:18,"Ty to świadczysz miłość tysiącznemu pokoleniu, ale i zwracasz winę ojców na łono potomków ich po nich - Boże wielki i potężny, którego imię Wiekuisty zastępów. "
Jeremiah 32:19,"Wielki w postanowieniu, i przemożny w wykonaniu, którego oczy otwarte na wszystkie drogi synów ludzkich, aby oddać każdemu wedle dróg jego i wedle owocu postępków jego. "
