Index Title,Exodus
Exodus 22:10,"Jeżeli kto odda bliźniemu swemu osła, albo wołu, albo jagnię, albo inne bydlę na chowanie, a zdechnie, albo okaleczoném zostanie, albo zabraném, a nikt nie widział. "
Exodus 22:11,"Przysięga Wiekuistego będzie między obudwoma: czy nie wyciągnął ręki swej na własność bliźniego swego; i przyjmie ją właściciel jej, a ów płacić nie będzie. "
Exodus 22:12,"Ale jeżeli mu skradzioném zostanie, powinien zapłacić właścicielowi jego. "
Exodus 22:13,"Jeżeli zaś rozszarpaném zostało, przedstawi je jako dowód: - za rozszarpane nie płaci. "
Exodus 22:14,"A gdyby kto pożyczył od bliźniego swego, a okaleczałoby, albo zdechło: jeżeli właściciel jego nie był przytém, to powinien zapłacić. "
Exodus 22:15,"Jeżeli zaś właściciel jego był przytém, - to płacić nie powinien. Jeżeli wynajętém jest, to wchodzi to w miejsce jego wynagrodzenia. "
Exodus 22:16,"Jeżeliby kto uwiódł dziewicę nie zaręczoną, i spałby z nią, to dawszy jej wiano, pojmie ją sobie za żonę. "
Exodus 22:17,"A jeżeli nie zechce ojciec jej wydać ją za niego, to niech odważy srebra, stosownie do wiana dziewic. "
Exodus 22:18,Wróżki przy życiu nie zostawisz. 
Exodus 22:19,"Ktoby obcował ze zwierzęciem, śmiercią karany będzie. "
Exodus 22:20,"Kto ofiaruje bogom, oprócz Wiekuistemu, Jedynemu, wytępionym będzie. "
Exodus 22:21,"Cudzoziemca nie będziesz krzywdził, ani uciskał go; bo cudzoziemcami byliście w ziemi Micraim. "
Exodus 22:22,"Żadnej wdowy, ani sieroty, gnębić nie będziecie. "
Exodus 22:23,"Jeżeli kogo gnębić będziesz, - a wszak gdy zawoła do Mnie, wysłucham wołanie jego: "
Exodus 22:24,"Tedy wspłonie gniew Mój, a zabiję was mieczem, i będą żony wasze wdowami, a dzieci wasze sierotami. "
Exodus 22:25,"Jeżeli pieniędzy pożyczysz któremukolwiek z ludu Mojego, biednemu przy tobie; nie postępuj z nim jako lichwiarz; nie nakładajcie nań lichwy. "
Exodus 22:26,"Jeżeli weźmiesz w zastaw okrycie bliźniego twego, przed zachodem słońca zwrócisz mu je. "
Exodus 22:27,"Bo ono przykryciem jego jedyném, ono odzieniem ciała jego; pod czemże się położy? I stanie się, że gdyby zawołał do Mnie, wszak wysłucham; bom Ja miłosierny! "
Exodus 22:28,"Sędziom nie będziesz złorzeczył, a księcia ludu twego nie przeklinaj. "
Exodus 22:29,Z pełnią ziarna i płynów twoich nie ociągaj się; pierworodnego z synów twoich oddasz Mi. 
Exodus 22:30,"Tak samo uczynisz z wołem twoim, z owcą twoją; siedm dni niechaj będzie przy matce swojej, ósmego dnia oddasz je Mnie. "
Exodus 22:31,"Ludźmi świętymi bądźcie Mi: mięsa, rozszarpanego w polu nie jadajcie; - dla psa rzućcie je."" "
Exodus 23:1,"Nie rozsiewaj wieści kłamliwej; nie łącz ręki twojej ze złoczyńcą, aby być świadkiem bezprawia. "
Exodus 23:2,"Nie bądź za większością ku złemu i nie oświadczaj się w sporze aby się skłaniać ku większości, aby uchylić prawo. "
Exodus 23:3,I biednego nie uwzględniaj w sporze jego. 
Exodus 23:4,"Jeżeli napotkasz wołu wroga twojego, albo osła jego zbłąkanego, niezwłocznie sprowadź go do niego. "
Exodus 23:5,"Jeżeli zobaczysz osła nieprzyjaciela twego, który legł pod brzemieniem swojém, a chciałbyś się usunąć od rozjuczenia go; niezwłocznie rozjucz go, wespół z nim. "
Exodus 23:6,Nie skrzywiaj prawa ubogiego twego w sporze jego. 
Exodus 23:7,"Od orzeczenia fałszywego stroń, a niewinnego i prawego nie zabijaj; bo nie uniewinnię występnego. "
Exodus 23:8,A wziątku nie bierz; bo wziątek zaślepia widzących i przekręca słowa sprawiedliwych. 
Exodus 23:9,"Cudzoziemca nie uciskaj; wszak wyście świadomi stanu duszy cudzoziemca, bo cudzoziemcami byliście w ziemi Micraim; "
Exodus 23:10,"Sześć lat obsiewaj ziemię twoję, i zbieraj płody jej. "
Exodus 23:11,"A siódmego zaniechasz ją; - zapuść ją, aby żywili się biedni ludu twego, a pozostałém po nich niech pożywi się zwierz polny: Tak postąpisz z winnicą twoją, z oliwnicą twoją. "
Exodus 23:12,"Sześć dni wykonywaj czynności twoje, a dnia siódmego odpoczywaj, aby wypoczął wół twój i osieł twój, i żeby wytchnął syn niewolnicy twej i cudzoziemiec. "
Exodus 23:13,"A we wszystkiém, com wam powiedział, bądźcie ostrożni; a imienia bogów cudzych nie wspominajcie: niech słyszaném nie będzie w ustach twoich! "
Exodus 23:14,Trzy razy obchodzić Mi będziesz święto do roku. 
Exodus 23:15,"Święta przaśników przestrzegaj: siedm dni będziesz jadał przaśniki, - jakem ci przykazał, w oznaczonym czasie miesiąca kłosów; gdyż w nim wyszedłeś z Micraim. A niech nie ukażą się przed obliczem Mojém z próżną ręką. "
Exodus 23:16,"I święta żniwa, pierwocin plonów twoich, tego coś wysiał na polu; i - święta zbiorów z końcem roku, gdy zbierzesz plony twoje z pola. "
Exodus 23:17,Trzy razy do roku ukaże się cały twój ród męzki przed obliczem Pana Wiekuistego. 
Exodus 23:18,"Nie rozlewaj wobec kiszonego, krwi ofiary Mojej, ani ma przeleżeć tłuszcz świątecznej Mej ofiary do rana. "
Exodus 23:19,"Najwcześniejsze z pierwocin ziemi twojej przyniesiesz do domu Wiekuistego, Boga twojego. Nie będziesz gotował koźlęcia w mleku matki jego. "
Exodus 23:20,"Oto Ja wysyłam anioła przed tobą, aby cię strzegł na drodze, i aby cię zaprowadził na miejsce, które przygotowałem. "
Exodus 23:21,"Strzeż się go, a słuchaj głosu jego; nie sprzeciwiaj mu się, bo nieprzebaczy grzechu waszego, gdyż imię Moje w nim. "
Exodus 23:22,"Ale jeżeli słuchać będziesz głosu jego i spełnisz wszystko co powiem; tedy wrogować będę wrogom twoim, i gnębić gnębicieli twoich. "
Exodus 23:23,"Gdy pójdzie anioł Mój przed tobą, i zaprowadzi cię do Emorejczyka i Chittejczyka, i Peryzejczyka i Kanaanejczyka, do Chiwity i Jebusyty, a wytępię ich: "
Exodus 23:24,"Tedy nie korz się bogom ich, ani służ im, ani czyń według spraw ich; lecz zburzysz je, i skruszysz. "
Exodus 23:25,"A służcie Wiekuistemu, Bogu waszemu, a pobłogosławi On chléb twój i wodę twoję, i oddalę choroby z pośród ciebie. "
Exodus 23:26,Nie będzie roniącej ani niepłodnej w kraju twoim; liczby dni twoich dopełnię. 
Exodus 23:27,"Strach Mój poszlę przed tobą, i strwożę cały lud przeciw któremu pójdziesz, i zwrócę wszystkich wrogów twoich grzbiet do ciebie. "
Exodus 23:28,"Wyszlę téż szerszenie przed tobą i wypędzą Chywitę, i Kanaanejczyka i Chittejczyka przed tobą. "
Exodus 23:29,"Nie wypędzę go przed tobą w jednym roku, aby nie zamieniła się ziemia w pustynię, i nie namnożył się przeciw tobie zwierz dziki. "
Exodus 23:30,"Powoli wypędzę go przed obliczem twojém, aż się rozplenisz i zawładniesz tą ziemią. "
Exodus 23:31,"I ustanowię granicę twoję od morza Sitowego do morza Pelisztów, a od puszczy aż do rzeki; bo oddam w ręce wasze mieszkańców tej ziemi, i wypędzisz ich z przed oblicza twojego. "
Exodus 23:32,"Nie zawieraj ani z nimi, ani z bogami ich przymierza. "
Exodus 23:33,"Niech nie mieszkają w ziemi twojej, aby nie uwiedli cię do grzechu przeciw Mnie; bo jeżeli będziesz służył bogom ich, to będzie ci to matnią."" "
Exodus 24:1,"A do Mojżesza rzekł: Podejdź ku Wiekuistemu, ty i Ahron, Nadab i Abihu, i siedmdziesięciu ze starszyzny Israela; a wy ukłonicie się zdala. "
Exodus 24:2,"I przystąpi Mojżesz sam do Wiekuistego, oni zaś niech się nie zbliżą; lud téż niech nie wejdzie z nim."" "
Exodus 24:3,"I przyszedł Mojżesz i opowiedział ludowi wszystkie słowa Wiekuistego i wszystkie prawa; i odpowiedział cały lud jednogłośnie, mówiąc: ""Wszystkie słowa, które wyrzekł Wiekuisty spełnim!"" "
Exodus 24:4,"I spisał Mojżesz wszystkie słowa Wiekuistego, i wstał rano, i wystawił ofiarnicę u stóp góry i dwanaście słupów, stosownie do dwunastu pokoleń Israelskich. "
Exodus 24:5,"I posłał młodzieńców z synów Israela i ofiarowali całopalenia i zarzynali ofiary opłatne Wiekuistemu, - woły. "
Exodus 24:6,"I wziąwszy Mojżesz połowę krwi, wlał w czasze, a drugą połową krwi pokropił ofiarnicę. "
Exodus 24:7,"I wziął księgę przymierza i przeczytał przed uszy ludu; i rzekli: ""Wszystko co powiedział Wiekuisty spełnimy i usłuchamy."" "
Exodus 24:8,"I wziąwszy Mojżesz krew, pokropił lud, i rzekł: ""Oto krew przymierza, które zawarł Wiekuisty z wami, co do wszystkich tych słów."" "
Exodus 24:9,"I wstąpił Mojżesz i Ahron, Nadab i Abihu, i siedmdziesięciu ze starszyzny Israela. "
Exodus 24:10,"I widzieli Boga Israela, mianowicie pod stopami Jego jakoby wyrób z najjaśniejszego szafiru, a jako samo niebo w czystości. "
Exodus 24:11,"A na wybrańców syna Israela nie wyciągnął ręki Swojej. I oglądali oni Boga, i - jedli i pili. "
Exodus 24:12,"I rzekł Wiekuisty do Mojżesza: ""Podejdź ku Mnie na górę, i zostań tam; a dam ci tablice kamienne z nauką i przykazaniami, które napisałem, aby nauczać ich."" "
Exodus 24:13,"I powstał Mojżesz i Jehoszua, sługa jego, i wstąpił Mojżesz na górę Bożą. "
Exodus 24:14,"A do starszych rzekł: ""Oczekujcie nas tu, póki nie powrócim do was; a oto Aharon i Chur z wami: Ktoby miał sprawę niech uda się do nich."" "
Exodus 24:15,"I wstąpił Mojżesz na górę, i zakrył obłok górę. "
Exodus 24:16,"I przebywał majestat Wiekuistego na górze Synai, a okrywał ją obłok przez sześć dni; i wezwał On Mojżesza dnia siódmego zpośród obłoku. "
Exodus 24:17,"A widok majestatu Wiekuistego, jakoby ogień pożerający na szczycie góry, przed oczyma synów Israela. "
Exodus 24:18,"I wszedł Mojżesz w środek obłoku, i wstąpił na górę: i przebył Mojżesz na górze czterdzieści dni i czterdzieści nocy. "
Exodus 25:1,I oświadczył Wiekuisty Mojżeszowi i rzekł: 
Exodus 25:2,"""Powiedz synom Israela, aby zebrali Mi daninę; od każdego człowieka, którego pobudzi serce jego, przyjmiecie daninę Moję. "
Exodus 25:3,"A oto danina, którą przyjmować wam od nich: złoto, srebro, i miedź; "
Exodus 25:4,"I błękit, i purpurę, i karmazyn, i bisior, i wełnę kozią; "
Exodus 25:5,"I skóry baranie, czerwono barwione, i skóry borsucze, i drzewo akacyowe; "
Exodus 25:6,"Oliwę do świecznika, korzenie na olejek namaszczenia, i na kadzidło wonne; "
Exodus 25:7,"Kamienie onyksowe i kamienie oprawne, dla naramiennika i napierśnika. "
Exodus 25:8,"I wystawią Mi świątynię, abym zamieszkał w pośród nich. "
Exodus 25:9,"Ze wszystkiém tak, jako pokażę tobie, - pierwowzór przybytku i pierwowzór wszystkich naczyń jego, - tak i wykonacie. "
Exodus 25:10,"I zrobią arkę z drzewa akacyowego: dwa i pół łokcia długość jej, półtora łokcia szerokość jej, a półtora łokcia wysokość jej. "
Exodus 25:11,"I powleczesz ją złotem czystém, - z wewnątrz i z zewnątrz powleczesz ją; a zrobisz nad nią wieniec złoty w około. "
Exodus 25:12,"Odlejesz téż dla niej cztery pierścienie złote i przytwierdzisz je do czterech węgłów jej: dwa pierścienie do boku jej jednego, i dwa pierścienie do boku jej drugiego; "
Exodus 25:13,I zrobisz drążki z drzewa akacyowego i powleczesz je złotem; 
Exodus 25:14,"I włożysz drążki te do pierścieni po bokach arki, dla uniesienia arki niemi. "
Exodus 25:15,W pierścieniach arki powinny pozostać drążki: nie mają być odejmowane od niej. 
Exodus 25:16,"A umieścisz w arce tej świadectwo, które dam tobie. "
Exodus 25:17,"I zrobisz wieko ze złota czystego - dwa i pół łokcia długość jego, a półtora łokcia szerokość jego. "
Exodus 25:18,"I wykonasz dwa cheruby złote, - kutej roboty wykonasz je na obu brzegach wieka. "
Exodus 25:19,"A wykonasz cheruba jednego na brzegu z jednej strony, a cheruba drugiego na brzegu z drugiej strony; wystającymi z wieka wykonacie cheruby, po obu brzegach jego. "
Exodus 25:20,"A niech będą to cheruby o rozpostartych w górę skrzydłach, okrywające skrzydłami swemi wieko, a twarzami swojemi zwrócone jeden ku drugiemu: ku wieku niechaj będą twarze cherubów. "
Exodus 25:21,"I położysz wieko na wierzch arki; w arce zaś umieścisz świadectwo, które dam tobie. "
Exodus 25:22,"A stawiać się będę dla ciebie tam, i przemawiać do ciebie z ponad wieka, z pośród dwu cherubów, co nad arką świadectwa, o wszystkiém, co ci polecę do synów Israela. "
Exodus 25:23,"Sporządzisz téż stół z drzewa akacyowego, - dwa łokcie długość jego, łokieć szerokość jego, a półtora łokcia wysokość jego; "
Exodus 25:24,"I powleczesz go złotém czystém, a uczynisz doń wieniec złoty w około. "
Exodus 25:25,Zrobisz téż w około niego listwę na piędź szeroką i wieniec złoty w około listwy. 
Exodus 25:26,"I zrobisz do niego cztery pierścienie złote, i utwierdzisz pierścienie te po czterech rogach, które u czterech nóg jego. "
Exodus 25:27,"Przy listwie będą pierścienie te jako osady dla drążków, dla uniesienia stołu. "
Exodus 25:28,"A zrobisz drążki te z drzewa akacyowego, i powleczesz je złotem, dla uniesienia stołu. "
Exodus 25:29,"I zrobisz misy jego, i czasze i dzbany i kielichy jego, któremi się rozlewa; ze złota czystego zrobisz je. "
Exodus 25:30,"I położysz na stół chléb wystawny, przed obliczem Mojém ustawicznie. "
Exodus 25:31,"Zrobisz téż świecznik ze złota czystego; kutej roboty ma być świecznik ten; słupiec i pręt jego, kielichy i gałki i kwiaty jego z niego wychodzić powinny. "
Exodus 25:32,"A sześć ramion wychodzić ma z boków jego; trzy ramiona świecznika z jednego boku jego, a trzy ramiona świecznika z drugiego boku jego. "
Exodus 25:33,"Trzy kielichy, kształtu kwiecia migdału na jedném ramieniu, - z gałką i kwiatem; i trzy kielichy kształtu kwiecia migdału na drugiém ramieniu - z gałką i kwiatem. Tak na sześciu ramionach wychodzących ze świecznika. "
Exodus 25:34,"A na samym świeczniku cztery kielichy, kształtu kwiecia migdału z gałkami i kwiatami jego. "
Exodus 25:35,"Jedna gałka pod dwoma ramionami jego, i jedna téż gałka pod dwoma ramionami jego, - u sześciu ramion wychodzących ze świecznika. "
Exodus 25:36,Gałki ich i ramiona ich z niego samego wychodzić mają: cały ma być kuty z jednej bryły złota czystego. 
Exodus 25:37,"I zrobisz lamp do niego - siedm, tak żeby nasadziwszy lampy jego, one oświecały stronę jego przednią. "
Exodus 25:38,Szczypczyki téż jego i popielniczki jego ze złota czystego. 
Exodus 25:39,Z talentu złota czystego uczynią go wraz ze wszystkiemi temi naczyniami. 
Exodus 25:40,"A bacz, uczyń to wedle wzoru, który pokazano ci na górze. "
Exodus 26:1,"Przybytek zaś zrobisz z dziesięciu opon, z bisioru kręconego, i z błękitu, i purpury i karmazynu; w cheruby robotą wymyślną wykonasz je. "
Exodus 26:2,"Długość opony każdej - dwadzieścia ośm łokci, a szerokość cztery łokcie dla opony każdej; miara jedna dla wszystkich opon. "
Exodus 26:3,"Pięć opon będzie spinanych jedna z drugą, - a pięć opon spinanych jedna z drugą. "
Exodus 26:4,"I zrobisz pętlice błękitne na kraju jednej opony, przy krańcu spojenia; tak téż zrobisz na kraju opony ostatniej, przy spojeniu drugiém. "
Exodus 26:5,"Pięćdziesiąt pętlic zrobisz u opony jednej, a pięćdziesiąt pętlic na krańcu opony, która w spojeniu drugiém; przeciwległe będą pętlice jedna drugiej. "
Exodus 26:6,"I zrobisz pięćdziesiąt zapinek złotych, a zepniesz opony jednę z drugą zapinkami: i będzie przybytek całością. "
Exodus 26:7,"Zrobisz téż opony z wełny koziej, jako namiot nad przybytkiem; jedenaście opon zrobisz takich. "
Exodus 26:8,"Długość opony każdej - trzydzieści łokci, a szerokość cztery łokcie dla opony każdej; miara jedna dla jedenastu opon. "
Exodus 26:9,"I zepniesz pięć opon osobno, a sześć opon osobno; i złożysz we dwoje oponę szóstą z przedniej strony namiotu. "
Exodus 26:10,"I zrobisz pięćdziesiąt pętlic po kraju opony jednej, krańcowej w spojeniu, i pięćdziesiąt pętlic po kraju opony spojenia drugiego. "
Exodus 26:11,"Zrobisz téż zapinek miedzianych pięćdziesiąt, i zawiedziesz zapinki w pętlice, i spoisz namiot, aby był całością. "
Exodus 26:12,"A koniec zbywający z opon namiotu, - pół opony zbywającej, - zwiesisz z tylnej strony przybytku. "
Exodus 26:13,"A łokieć z jednej, i łokieć z drugiej strony, z nadmiaru długości opon namiotu, zwieszony będzie po bokach namiotu z jednej i z drugiej strony, pokrywając go. "
Exodus 26:14,I zrobisz pokrowiec na namiot ze skór baranich czerwono barwionych - a przykrycie ze skór borsuczych na wierzch. 
Exodus 26:15,"I zrobisz bale do przybytku, z drzewa akacyowego, stojące. "
Exodus 26:16,"Dziesięć łokci długość bala, a półtora łokcia szerokość bala każdego. "
Exodus 26:17,"Po dwa czopy u każdego bala, osadzonych jeden naprzeciw drugiego; tak tedy zrobisz u wszystkich bali przybytku. "
Exodus 26:18,"I zrobisz bale te do przybytku: dwadzieścia bali dla strony południowej, po stronie prawej; "
Exodus 26:19,"I czterdzieści podsłupi srebrnych sporządzisz pod dwadzieścia tych bali: dwa podsłupia pod bal jeden, do dwóch czopów jego, i dwa podsłupia pod bal drugi, do dwóch czopów jego. "
Exodus 26:20,"A na bok drugi przybytku, dla strony północnej, - dwadzieścia bali; "
Exodus 26:21,"I czterdzieści podsłupi dla nich srebrnych: dwa podsłupia pod bal jeden, i dwa podsłupia pod bal drugi. "
Exodus 26:22,"A na tylną stronę przybytku, ku zachodowi, zrobisz sześć bali; "
Exodus 26:23,"A dwa bale zrobisz na węgły przybytku, przy tylnej ścianie. "
Exodus 26:24,"I będą przystawały u spodu, i szczelnie przystawały z wierzchu do jednego pierścienia: tak będzie z obydwoma, które na obu węgłach będą. "
Exodus 26:25,"I tak będzie ośm bali, a podsłupi ich srebrnych, - szesnaście podsłupi: dwa podsłupia pod bal jeden, i dwa podsłupia pod bal drugi. "
Exodus 26:26,"I zrobisz wrzeciądze z drzewa akacyowego: pięć do bali strony przybytku jednej, "
Exodus 26:27,"A pięć wrzeciędzy do bali strony przybytku drugiej, i pięć téż wrzeciędzy do bali strony przybytku tylnej, ku zachodowi. "
Exodus 26:28,A wrzeciądz środkowy przez środek bali przechodzić będzie od końca do końca. 
Exodus 26:29,"Bale zaś obłożysz złotem, a pierścienie ich zrobisz ze złota jako osady dla wrzeciędzy; obłożysz téż i wrzeciądze złotem. "
Exodus 26:30,"I wystawisz przybytek w sposób, jaki ukazano ci na górze. "
Exodus 26:31,"I zrobisz téż zasłonę z błękitu, i purpury, i karmazynu i bisioru kręconego; robotą wymyślną wykonasz ją w cheruby. "
Exodus 26:32,"A zawiesisz ją na czterech słupach akacyowych, powleczonych złotem, - z haczykami złotemi, - na czterech podsłupiach srebrnych. "
Exodus 26:33,"I zawiesisz zasłonę pod zapinkami, i wniesiesz tam, za zasłonę, arkę świadectwa; a przedzielać wam będzie ta zasłona między świątynią a przenajświętszém. "
Exodus 26:34,I umieścisz wieko na arce świadectwa w przenajświętszém. 
Exodus 26:35,"I ustawisz stół zewnątrz zasłony, a świecznik naprzeciwko stołu po stronie przybytku ku południowi; stół zaś umieścisz na stronie północnej. "
Exodus 26:36,"Sporządzisz téż kotarę do wnijścia namiotu z błękitu, i purpury, i karmazynu i bisioru kręconego, wyrobu wzorzystego. "
Exodus 26:37,"A przygotujesz do tej kotary pięć słupów akacyowych, i powleczesz je złotem, - haczyki ich będą złote - i odlejesz do nich pięć podsłupi miedzianych. "
Exodus 27:1,"I wystawisz ofiarnicę z drzewa akacyowego, pięć łokci długości, a pięć łokci szerokości: czworograniastą będzie ofiarnica, a trzy łokcie wysokość jej. "
Exodus 27:2,I poczynisz narożniki na czterech węgłach jej: z niej wychodzić będą narożniki jej; i obłożysz ją miedzią. 
Exodus 27:3,"I zrobisz garczki do niej dla oczyszczania jej z popiołu, i łopatki, i kropielnice, i widełki, i węglarki do niej; wszystkie naczynia jej wyrobisz z miedzi. "
Exodus 27:4,"Przygotujesz téż do niej kratę, roboty siatkowej, z miedzi, a zrobisz u siatki cztery pierścienie miedziane na czterech rogach jej. "
Exodus 27:5,"I umieścisz ją pod okoleniem ofiarnicy, u spodu, tak aby sięgała siatka do połowy ofiarnicy. "
Exodus 27:6,"I zrobisz drążki do ofiarnicy, - drążki z drzewa akacyowego; a obłożysz je miedzią. "
Exodus 27:7,"I wwiedzione będą drążki jej do pierścieni, i będą drążki po obu bokach ofiarnicy, gdy się ją nosić będzie. "
Exodus 27:8,"Pustą, z tarcic uczynisz ją; jak pokazano ci na górze, tak niech uczynią. "
Exodus 27:9,"I zrobisz dworzec przybytku: po stronie południowej po prawej stronie zapony dworca, z bisioru kręconego, na sto łokci długości z jednej strony. "
Exodus 27:10,"Słupów téż do niego dwadzieścia, i podsłupi do nich dwadzieścia z miedzi; haczyki u słupów i klamry do nich ze srebra. "
Exodus 27:11,"I takoż po stronie północnej, wzdłuż zapony, będą sto łokci długości; słupów téż do nich dwadzieścia a podsłupi do nich dwadzieścia z miedzi; haczyki u słupów i klamry ich - ze srebra. "
Exodus 27:12,"A w szerz dworca ze strony zachodniej, zapon pięćdziesiąt łokci; słupów do nich dziesięć, a podsłupi dziesięć. "
Exodus 27:13,"A w szerz dworca ze strony przedniej, ku wschodowi - pięćdziesiąt łokci. "
Exodus 27:14,"Piętnaście téż łokci zapony dla jednego skrzydła, słupów ich trzy i podsłupi ich trzy. "
Exodus 27:15,I dla skrzydła drugiego piętnaście łokci zapony; słupów ich trzy i podsłupi ich trzy. 
Exodus 27:16,"A do bramy dworca kotary dwadzieścia łokci, z błękitu, i purpury, i karmazynu i bisioru kręconego, wyrobu wzorzystego; słupów do niej cztery i podsłupi cztery. "
Exodus 27:17,Wszystkie słupy dworca w około opatrzone będą klamrami srebrnemi; haczyki do nich ze srebra a podsłupia ich z miedzi. 
Exodus 27:18,"Długość dworca - sto łokci, a szerokość - pięćdziesiąt na pięćdziesiąt, a wysokość pięć łokci - z bisioru kręconego; a podsłupia z miedzi. "
Exodus 27:19,"Wszystkie naczynia przybytku, do wszelakiego użytku w nim i wszystkie kołki jego, i wszystkie kołki dworca, z miedzi. "
Exodus 27:20,"A rozkażesz synom Israela, aby przynosili tobie oliwy z oliwnika, czystej, wytłoczonej, dla oświetlania, dla ciągłego zapalania światła, -  "
Exodus 27:21,"W przybytku zboru, zewnątrz zasłony, znajdującej się przed (arką) świadectwa przyrządzać je będzie Ahron albo synowie jego - od wieczora aż do rana przed Wiekuistym. Ustawa to wieczna w potomstwie ich między synami Israela. "
Exodus 28:1,"A ty zbliż ku sobie Ahrona, brata twojego, i synów jego z nim, z pośród synów Israela, aby Mi go przysposobić na kapłana: Ahrona, Nadaba i Abihu, Elazara i Ithamara, synów Ahrona. "
Exodus 28:2,"A sprawisz szaty święte Ahronowi, bratu twemu, na cześć i na ozdobę. "
Exodus 28:3,"Ty téż rozmówisz się z wszystkimi mądrymi sercem, których napełniłem duchem mądrości, - aby zrobili szaty Ahronowi, aby go poświęcić, aby Mi go przysposobić na kapłana. "
Exodus 28:4,"A oto szaty, które zrobić mają: Napierśnik, i naramiennik, i płaszcz, i szata spodnia przetykana, zawój i pas. I zrobią szaty te święte Ahronowi, bratu twojemu, i synom jego, aby Mi go przysposobić na kapłana. "
Exodus 28:5,"I niechaj wezmą oni złota i błękitu, i purpury i karmazynu, i bisioru. "
Exodus 28:6,"I zrobią naramiennik ze złota, z błękitu, i purpury, i karmazynu, i z bisioru kręconego, robotą wymyślną. "
Exodus 28:7,"Dwa przyramki, złączone mieć będzie na dwu końcach swoich, aby się tak zawięzywał. "
Exodus 28:8,"A pas do przepasania go, będący na nim, jednakiej z nim roboty, przedłużeniem jego będzie, ze złota, błękitu i purpury, karmazynu, i z bisioru kręconego. "
Exodus 28:9,"I weźmiesz dwa kamienie onyksu, i wyryjesz na nich imiona synów Israela. "
Exodus 28:10,"Sześć z imion ich na kamieniu jednym, a imiona sześciu pozostałych na kamieniu drugim, podług urodzenia ich. "
Exodus 28:11,"Robotą rytowników na kamieniu, rzeźbą pieczętarską, wyryjesz na obu kamieniach imiona synów Israela; obwiedzione plecionkami złotemi uczynisz je. "
Exodus 28:12,"I wprawisz dwa te kamienie na przyramkach naramiennika, jako kamienie pamiątkowe dla synów Israela: i nosić będzie Ahron imiona ich przed obliczem Wiekuistego na obu ramionach swoich, dla pamięci. "
Exodus 28:13,Zrobisz téż plecionki złote. 
Exodus 28:14,"I dwa łańcuszki z czystego złota; kręconemi uczynisz je, robotą plecioną, i przytwierdzisz łańcuszki te sznurkowate do plecionek. "
Exodus 28:15,"I zrobisz napierśnik wyroczny; robotą wymyślną, podług roboty naramiennika, zrobisz go: ze złota, błękitu, purpury i karmazynu, i bisioru kręconego zrobisz go. "
Exodus 28:16,"Czworograniastym będzie, podwójnym, na piędź długość jego i na piędź szerokość jego. "
Exodus 28:17,"I nasadzisz weń wstawki z kamieni, cztery rzędy kamieni; rzędem: rubin, topaz, i szmaragd, - rząd jeden. "
Exodus 28:18,"A rząd drugi - karbunkuł, szafir i beryl. "
Exodus 28:19,"A rząd trzeci - opal, agat i ametyst. "
Exodus 28:20,"A rząd czwarty - chryzolit, onyks i jaspis; osadzone w złocie będą w oprawach swoich. "
Exodus 28:21,"A kamieni tych ma być, podług imion synów Israela, dwanaście, podług imion ich; rzeźbą pieczętarską każdy z imieniem swojém, niechaj będzie dla dwunastu pokoleń. "
Exodus 28:22,"I zrobisz dla napierśnika łańcuszki graniaste, roboty plecionej, ze złota czystego. "
Exodus 28:23,"Zrobisz téż do napierśnika dwa pierścienie złote, i przytwierdzisz dwa te pierścienie do dwóch końców napierśnika. "
Exodus 28:24,"I włożysz dwie owe plecionki złote we dwa pierścienie, u końców napierśnika. "
Exodus 28:25,"A dwa końce dwóch plecionek przytwierdzisz do dwóch opraw, te zaś przytwierdzisz na dwóch przyramkach naramiennika, z przedniej strony jego. "
Exodus 28:26,"Zrobisz téż dwa pierścienie złote, i przyprawisz je do dwóch końców napierśnika, na skraju jego, znajdującego się ze strony naramiennika, na wewnątrz. "
Exodus 28:27,"I zrobisz jeszcze dwa pierścienie złote, i przyprawisz je do dwóch przyramek naramiennika, u spodu, z przedniej strony jego, u spojenia jego, nad pasem naramiennika. "
Exodus 28:28,"I przywiążą napierśnik pierścieniami jego do pierścieni naramiennika sznurkiem błękitnym, aby został na pasie naramiennika, a nie usuwał się napierśnik od naramiennika. "
Exodus 28:29,"I będzie nosił Ahron imiona synów Israela na napierśniku wyrocznym, na sercu swojém, gdy będzie wchodził do świątyni, na pamiątkę przed Wiekuistym, ustawiczną. "
Exodus 28:30,"I złożysz na napierśniku wyrocznym Urim i Thummim, i będą na sercu Ahrona, gdy będzie wchodził przed oblicze Wiekuistego; i tak nosić będzie Ahron sąd synów Israela na sercu swojém przed obliczem Wiekuistego ustawicznie. "
Exodus 28:31,"I zrobisz płaszcz pod naramiennik, cały z błękitu. "
Exodus 28:32,"A będzie otwór dla głowy w środku jego; obwódka téż będzie u otworu jego w około, wyrobu tkackiego, - jak u otworu pancerza będzie u niego, aby się nie rozdzierał. "
Exodus 28:33,"I zrobisz na krajach jego granatowe jabłuszka z błękitu, purpury i karmazynu, - na krajach jego w około; a dzwonki złote między niemi, w około. "
Exodus 28:34,"Dzwonek złoty i granatowe jabłuszko, po krajach płaszcza, w około. "
