Index Title,Ezekiel
Ezekiel 27:20,Dedan prowadził zamienny handel z tobą czaprakami do jazdy konnej. 
Ezekiel 27:21,"Arab i wszyscy książęta Kedaru, oto nabywcy rozporządzalnych składów twoich; jagniętami i baranami i kozłami - tymi kupczyli z tobą. "
Ezekiel 27:22,Kupcy z Szeba i z Raema oto kramarze twoi; najprzedniejszem z wszelakich wonności i rozmaitymi kamieniami drogimi i złotem opłacali towar twój. 
Ezekiel 27:23,"Charan i Channe i Eden, kramarze z Szeby i Aszuru i Kilmadu kupczyli z tobą. "
Ezekiel 27:24,"Ci to kupczyli z tobą strojnemi szatami, płaszczami błękitnymi i wzorzystymi, skrzyniami różnobarwnych tkanin, obwiniętymi i silnie skręconymi powrozami na targowisku twojém. "
Ezekiel 27:25,Okręty Tarszyszu stanowiły karawany dla towarów twoich; i tak wzbogaciłeś się i wsławiłeś bardzo w pośrodku mórz. 
Ezekiel 27:26,Na wody wielkie wyprowadzili cię żeglarze twoi - wicher wschodni rozbił cię wpośrodku mórz! 
Ezekiel 27:27,"Bogactwa twoje i zbyt twój, towary twoje, majtkowie i sternicy twoi, naprawiacze uszkodzeń twoich i kramarze twoi i wszyscy wojownicy twoi, którzy w tobie wraz z całym tłumem będącym wpośród ciebie, runą w środek morza w dzień upadku twego. "
Ezekiel 27:28,Na głośny okrzyk sterników twoich zadrżą okolice przyległe. 
Ezekiel 27:29,"I zstąpią z okrętów swoich wszyscy dzierżący wiosła, majtkowie, wszyscy sternicy morscy; na ląd zejdą. "
Ezekiel 27:30,"I zawodzić będą nad tobą głosem wielkim, i narzekać gorzko, i sypać proch na głowy swoje i w popiele się tarzać. "
Ezekiel 27:31,"I wystrzygą sobie łysiny z powodu ciebie, a opaszą się worami i zapłaczą nad tobą w utrapieniu duszy skargą gorzką. "
Ezekiel 27:32,"I podniosą nad tobą w żałości swojej pieśń żałobną, i opłakiwać cię będą: ""Któż dorównywał Corowi, był mu podobny wpośrodku morza"". "
Ezekiel 27:33,"Gdy wychodził zbyt twój z mórz, nasycałeś narody liczne, mnóstwem dostatków i towarów twoich, wzbogacałeś królów ziemi. "
Ezekiel 27:34,Teraz porwany zostałeś z powierzchni mórz wgłębię wody; towary twoje i cały tłum twój wpośród ciebie runęły. 
Ezekiel 27:35,"Wszyscy mieszkańcy pobrzeży przerażeni z powodu ciebie, i królowie ich trwogą zdjęci zasępili oblicze. "
Ezekiel 27:36,"Kupcy wpośród ludów sykają nad tobą; nagły koniec wziąłeś, a znikłeś na wieki! "
Ezekiel 28:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 28:2,"Synu człowieczy, oświadcz księciu Coru: Tak rzecze Pan Wiekuisty: Ponieważ zhardziało serce twoje, a mniemałeś: ""Bogiem ja, siedzibę boską zajmuję wpośrodku mórz!"" - gdy wszak człowiekiem jesteś a nie Bogiem - a stawiłeś jednak zamysły swe jako zamysły Boże. "
Ezekiel 28:3,"Oto niby mędrszym byłeś niż Daniel, żadna tajnia nie sprawiała ci trudności! "
Ezekiel 28:4,Mądrością i roztropnością twoją zdobyłeś sobie dostatki i nabrałeś złota i srebra do skarbców twoich. 
Ezekiel 28:5,"Wielką pomysłowością twą, handlem twoim rozmnożyłeś dostatki twoje, i zhardziało serce twe z powodu dostatków twoich: "
Ezekiel 28:6,"Przeto rzecze tak Pan Wiekuisty: Ponieważ stawiłeś zamysły swoje jako zamysły Boże, "
Ezekiel 28:7,"Dla tego oto przywiodę na cię cudzoziemców, najsroższych z narodów, i dobędą oni mieczów swoich na błyszczącą mądrość twoję i poniżą blask twój. "
Ezekiel 28:8,W przepaść cię strącą a zginiesz śmiercią poległych wpośrodku morza. 
Ezekiel 28:9,"Czyż wtedy rzeczywiście powiesz: ""Bogiem Ja""! - Wobec morderców twoich, gdyś wszak człowiek a nie Bóg w mocy siepacza twojego. "
Ezekiel 28:10,"Śmiercią nieobrzezańców zginiesz z ręki cudzoziemców, gdyż Ja to zapowiedziałem, rzecze Pan Wiekuisty. "
Ezekiel 28:11,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 28:12,"Synu człowieczy, podniesiesz pieśń żałobną nad królem Coru, i oświadczysz mu: Tak rzecze Pan Wiekuisty: Ty, który zamykasz sobą doskonałość, pełen mądrości i skończonego piękna. "
Ezekiel 28:13,"W Edenie, w sądzie Bożym bawiłeś; różnorodne kamienie drogie były przykryciem twojém: karniol, topaz i jaspis, chryzolit, onyks i beryl, szafir, granat i szmaragd i złoto; wykończenie wypukłości i wklęsłości na tobie w dzień narodzin twoich przygotowane zostało. "
Ezekiel 28:14,"Tyś kerubem był namaszczonym, opiekuńczym, a osadziłem cię na górze świętej, boskiej; tam bawiłeś, wpośród kamieni gorejących przechadzałeś się. "
Ezekiel 28:15,"Nieskazitelny byłeś na drogach twoich od dnia któregoś stworzony, aż znalazła się nieprawość w tobie. "
Ezekiel 28:16,"Wskutek wielkości handlu twojego napełniło się wnętrze twoje bezprawiem, i stałeś się grzesznym; tedy spędziłem cię z góry boskiej i usunąłem cię, kerubie opiekuńczy, z pośród kamieni gorejących. "
Ezekiel 28:17,"Zhardziało serce twoje wskutek piękności twojej; strwoniłeś mądrość twoję na blask twój. Na ziemię strąciłem cię, w obliczu królów postawiłem cię, aby mieli widowisko w tobie. "
Ezekiel 28:18,"Mnóstwem przewinień twoich, nieuczciwym handlem twoim, zniesławiłeś świątnice twoje, i tak wywiodłem ogień z łona twojego, ten cię strawił, i obróciłem cię w proch ziemi przed oczyma wszystkich, co spoglądali na cię. "
Ezekiel 28:19,"Wszyscy, którzy cię znali między narodami przerazili się widokiem twoim, nagły koniec wziąłeś, a znikłeś na wieki. "
Ezekiel 28:20,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 28:21,"Synu człowieczy! Zwróć oblicze swe ku Cydonowi, a prorokój przeciw niemu. "
Ezekiel 28:22,"I oświadcz: Tak rzecze Pan Wiekuisty: Otom Ja przeciw tobie Cydonie, a wsławię się wpośród ciebie, aby poznali żem Ja Wiekuisty, gdy spełnię sądy nad nim, a uświęcę się przez niego. "
Ezekiel 28:23,"I zeszlę nań mór i krew na ulice jego, a legnie mnóstwo rannych wpośród niego, gdy dobyty będzie miecz przeciw niemu ze wszech stron, a poznają żem Ja Wiekuisty. "
Ezekiel 28:24,"I tak nie stanie więcej dla domu Israela ciernia palącego i kolca raniącego z pomiędzy wszystkich, którzy ich otaczają, którzy pomiatają nimi, a poznają, żem Ja Pan Wiekuisty. "
Ezekiel 28:25,"Tak rzecze Pan Wiekuisty: Gdy zgromadzę dom Israela z pośród narodów, między które rozproszeni zostali, wtedy uświęcę się przez nich w oczach ludów, i osiądą na ziemi swojej, którą oddałem słudze Mojemu Jakóbowi. "
Ezekiel 28:26,"I zamieszkają na niej bezpiecznie, i pobudują domy, i zasadzą winnice, i zamieszkają bezpiecznie podczas gdy spełnię sądy nad wszystkimi, którzy poniewierali nimi w otoczeniu ich, a poznają wtedy, żem Ja Wiekuisty, Bóg ich. "
Ezekiel 29:1,"Roku dziesiątego, dziesiątego miesiąca, dwunastego dnia tegoż miesiąca doszło mnie słowo Wiekuistego: głosząc: "
Ezekiel 29:2,"Synu człowieczy! Zwróć oblicze swe ku Faraonowi, królowi Micraimu, i zwiastuj o nim i o Micraimie całym. "
Ezekiel 29:3,"Przemawiaj a powiedz: Tak rzecze Pan Wiekuisty: Otom Ja przeciw tobie Faraonie, królu Micraimu, krokodylu wielki, wylegający się wpośród rzek swoich, który powiada: moja rzeka, a jam ją sobie stworzył! "
Ezekiel 29:4,"Przeto włożę wędę w czeluście twoje, i przyczepię ryby rzek twoich do łusk twych, i wywlokę cię z pośród rzek twoich wraz z wszystkiemi rybami rzek twoich, które powięzły na łuskach twoich. "
Ezekiel 29:5,"I rzucę cię na puszczę, ciebie i wszystkie ryby rzek twoich; na szczerém polu legniesz, nie zbiorą cię ani sprzątną: zwierzowi ziemi i ptactwu nieba oddam cię na żer. "
Ezekiel 29:6,"I poznają wszyscy mieszkańcy Micraimu, żem Ja Wiekuisty, przeto, że byli tylko podporą z trzciny dla domu Israela. "
Ezekiel 29:7,"Gdy cię ujęli dłonią skruszyłeś się i rozciąłeś im ramię całe, a gdy się oparli na tobie złamałeś się i zwichnąłeś im biodra całe! "
Ezekiel 29:8,"Przeto rzecze tak Pan, Wiekuisty: Oto przywiodę na cię miecz, i wytępię z pośród ciebie ludzi i bydło. "
Ezekiel 29:9,"I obróci się ziemia Micraim w pustkowie i rumowisko, a poznają, żem Ja Wiekuisty, dla tego że mówił: rzeka moją jest, a jam ją utworzył. "
Ezekiel 29:10,"Przeto Ja oto przeciw tobie i przeciw rzekom twoim, i obrócę ziemię Micraim w rumowiska wielkie, w pustkowie od Migdolu do Seweneh, i aż do granicy kuszyckiej. "
Ezekiel 29:11,"Nie przejdzie po niej stopa ludzka i stopa bydlęcia nie przejdzie po niej, a nie będzie zamieszkaną przez czterdzieści lat. "
Ezekiel 29:12,"I obrócę ziemię Micraim w pustkowie śród ziem spustoszonych, a miasta jej wpośród miast zburzonych pustemi zostaną czterdzieści lat, i rozproszę Micrejczyków między narody i rozmiotę ich po ziemiach. "
Ezekiel 29:13,"Wszakże tak rzecze Pan Wiekuisty: Ku końcowi czterdziestu lat zgromadzę znowu Micrejczyków z pośród narodów, kędy rozproszeni byli. "
Ezekiel 29:14,"I przywrócę brańców Micraimu, i przywiodę ich do ziemi Patros, do ziemi ich rodzinnej; i będą tam królestwem uniżoném. "
Ezekiel 29:15,"Z pomiędzy królestw będzie najniższém, a nie wyniesie się już nad inne narody; i uszczuplę ich, aby nie panowali więcej nad narodami. "
Ezekiel 29:16,"I nie będzie taki nadal dla domu Israela otuchą, któraby Mi przypominała winę ich, że się oglądali na nich; i poznają, żem Ja Pan, Wiekuisty. "
Ezekiel 29:17,"I stało się dwudziestego siódmego roku, miesiąca pierwszego, pierwszego dnia tegoż miesiąca, że doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 29:18,"Synu człowieczy! Nebukadrecar, król Babelu, obarczył wojsko swoje pracą wielką koło Coru: każda głowa obłysiała, a każde ramię starte; zapłaty wszakże nie miał ani on, ani wojsko jego od Coru za pracę, którą podjął około niego. "
Ezekiel 29:19,"Przeto rzecze tak Pan, Wiekuisty: Oto oddaję Nebukadrecarowi, królowi Babelu, ziemię Micraim, aby uprowadził tłumy jej, i złupił łup jej, a było to zapłatą dla wojska jego. "
Ezekiel 29:20,"Jako nagrodę zaś dla niego, o którą służył, oddam mu samą ziemię Micraim, gdyż pracowali dla Mnie, rzecze Pan, Wiekuisty. "
Ezekiel 29:21,"Dnia onego podźwignę róg domu Israela, a tobie dam swobodę mowy wpośród nich, aby poznali, żem Ja Wiekuisty. "
Ezekiel 30:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 30:2,"Synu człowieczy! Prorokuj, a oświadcz: Tak rzecze Pan, Wiekuisty: Biadajcie, biada nad onym dniem! "
Ezekiel 30:3,"Bo bliskim ten dzień, tak, bliskim dzień Wiekuistego! dniem pomroki, dniem sądu narodów będzie. "
Ezekiel 30:4,"I przeniknie miecz do Micraim, i wzniknie drżenie w Kusz, gdy legną ranni w Micraimie, a uprowadzą tłum jego, a zburzone będą posady jego. "
Ezekiel 30:5,"Kusz i Put i Lud i wszyscy mieszańcy, i Kub, i synowie ziemi przymierza wraz z nimi od miecza legną. "
Ezekiel 30:6,"Tak rzecze Wiekuisty! Upadną tedy podpory Micraimu, i runie dumna jego potęga; od Migdolu do Sewenneh od miecza legną w niem, rzecze Pan, Wiekuisty. "
Ezekiel 30:7,"I opustoszeją wśród ziem spustoszonych, a miasta jego wpośród miast zburzonych zostaną. "
Ezekiel 30:8,"A poznają, żem Ja Wiekuisty, gdy wzniecę ogień w Micraimie, a skruszeni będą wszyscy pomocnicy jego. "
Ezekiel 30:9,"Dnia onego wynijdą posłowie od oblicza Mojego na okrętach, aby zatrwożyć Kusz bezpieczny; i powstanie drżenie wpośród nich jak w dzień Micraimu; bo oto nadchodzi! "
Ezekiel 30:10,"Tak rzecze Pan, Wiekuisty: Tak to położę koniec wrzawie Micraimu przez Nebukadrecara, króla Babelu. "
Ezekiel 30:11,"On i lud jego z nim, najsrożsi z narodów, sprowadzeni zostaną, by spustoszyć ten kraj; i dobędą mieczów swoich przeciw Micraimowi, i napełnią ziemię poległymi. "
Ezekiel 30:12,"I przeistoczę rzeki w suszę i zaprzedam ziemię w moc niecnych, i spustoszę kraj i pełnię jego ręką barbarzyńców, Ja Wiekuisty to wyrzekłem! "
Ezekiel 30:13,"Tak rzecze Pan Wiekuisty: Wytępię też bałwany, i zniosę bożyszcza z Nof, i księcia z ziemi Micraim - nie będzie go więcej - i wzniecę bojaźń w ziemi Micraim. "
Ezekiel 30:14,"I spustoszę Patros, i rozniecę ogień w Coan, i spełnię sądy nad No. "
Ezekiel 30:15,"Wyleję też zapalczywość Moję na Syn, twierdzę Micraimu, a wytępię tłum z No. "
Ezekiel 30:16,"I rozniecę ogień w Micraimie: drżeć, dygotać będzie Syn, a No rozwaloném być musi, a Nof wrogowie wtargną weń w jasny dzień. "
Ezekiel 30:17,"Młodzieńcy Awenu i Pi-Beset od miecza legną, a one same w niewolę pójdą. "
Ezekiel 30:18,"A w Tachpanches zamroczy się dzień, gdy tam skruszę buławy Micraimu, a usunięta będzie zeń wyniosła potęga jego; ono samo, - mrok pokryje je, a córy jego w niewolę pójdą. "
Ezekiel 30:19,"I spełnię sądy nad Micraimem, a poznają żem Ja Wiekuisty. "
Ezekiel 30:20,"I stało się jedenastego roku, pierwszego miesiąca siódmego dnia tegoż miesiąca, że doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 30:21,"Synu człowieczy! Ramię Faraona, króla Micraimu skruszyłem, a oto obwiązaném nie zostało, ani leków użyto, ani bandażu założono, aby je opatrzyć, żeby się pokrzepiło a mogło za miecz chwycić. "
Ezekiel 30:22,"Przeto rzecze tak Pan Wiekuisty: Otom Ja przeciw Faraonowi, królowi Micraimu, i skruszę ramiona jego, to które jeszcze zdrowe, i to co już złamane, i wytrącę miecz z ręki jego. "
Ezekiel 30:23,"I rozmiotę Micrejczyków między narody, i rozproszę ich po ziemiach. "
Ezekiel 30:24,"I pokrzepię ramiona króla Babelu, i podam miecz Mój w rękę jego, ale skruszę ramiona Faraona, i będzie jęczał jako jęczą ranni przed nim. "
Ezekiel 30:25,"Tak, pokrzepię Ja ramiona króla Babelu, ramiona zaś Faraona opadną, aby poznano, żem Ja Wiekuisty, gdy podam miecz Mój w rękę króla Babelu, a zwróci go przeciw ziemi Micraim. "
Ezekiel 30:26,"I tak rozmiotę Micrejczyków między narody, i rozproszę ich po ziemiach, aby poznali, żem Ja Wiekuisty. "
Ezekiel 31:1,"I stało się jedenastego roku, miesiąca trzeciego, pierwszego dnia tegoż miesiąca, że doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 31:2,"Synu człowieczy! Powiedz Faraonowi, królowi Micraimu i tłumowi jego: do kogożeś był podobny w wielkości twojej? "
Ezekiel 31:3,"Oto był cedr wysmukły, cedr na Libanie, pięknych gałęzi, gęstwiny cienistej, i wybujałego rozrostu, a między chmury sięgała puszysta iglica jego. "
Ezekiel 31:4,"Wody go wypielęgnowały, toń go wyniosła, rzeki swe roztaczając wokoło pnia jego, a kanały swoje prowadząc ku wszystkim drzewom polnym. "
Ezekiel 31:5,"I tak wzbił się wzrost jego ponad wszystkie drzewa polne; rozkrzewiły się odrośle jego, a wydłużyły konary jego z obfitości wód, gdy je rozpostarł. "
Ezekiel 31:6,"Na gałęziach jego gnieździło się wszelakie ptactwo nieba, a pod konarami jego rozradzała się wszelaka dzicz polna, a pod cieniem jego zamieszkały wszystkie narody wielkie. "
Ezekiel 31:7,"I jaśniał wielkością swoją, długością gałęzi swoich; gdyż leżał korzeń jego u wód obfitych. "
Ezekiel 31:8,"Cedry nie zaćmiły go w ogrodzie Bożym, cyprysy nie dorównywały odroślom jego, a platany nie były podobne do gałęzi jego; żadne drzewo w ogrodzie Bożym nie dorównywało mu pięknością. "
Ezekiel 31:9,"Pięknym go uczyniłem przez pełnię gałęzi jego, tak że zazdrościły mu wszystkie drzewa Edenu, które w ogrodzie Bożym. "
Ezekiel 31:10,"Przeto rzecze tak Pan, Wiekuisty: Ponieważ tak wysoko sięgnął wzrostem - a puścił puszystą iglicę swą między chmury, a zhardziało serce jego wskutek wysokości swojej, "
Ezekiel 31:11,"Dla tego podałem go w rękę mocarza narodów, aby okrutnie z nim postąpił, - z powodu niegodziwości jego wypędziłem go. "
Ezekiel 31:12,"I podcięli go cudzoziemcy, najsrożsi z narodów i powalili go; na górach i we wszystkich dolinach opadły gałęzie jego, a połamane legły konary jego we wszystkich parowach ziemi. I uszły z pod cienia jego wszystkie ludy ziemi, i porzuciły go. "
Ezekiel 31:13,"Na zwale jego osiadło wszelakie ptactwo nieba, a na gałęziach jego rozłożył się wszelki zwierz polny. "
Ezekiel 31:14,"Aby się nadal nie wywyższały z powodu wzrostu swojego żadne drzewa nad wodami, a nie puszczały puszystej iglicy swej między chmury, a nie wspierali się mocarze ich na wysokości swojej, żaden z napojonych wodą. Albowiem wszyscy oni przeznaczeni na śmierć, do krainy podziemnej, wpośród synów Adama, między zstępujących do grobu! "
Ezekiel 31:15,"Tak rzecze Pan, Wiekuisty: Dnia, którego w przepaść zstąpił, kazałem żałobą nad nim się okryć toni, i zatrzymałem strumienie jej, że zatamowane zostały wody obfite, i zaćmiłem z powodu niego Liban, a wszystkie drzewa polne z powodu niego zanikły. "
Ezekiel 31:16,"Od łomotu upadku jego wstrząsnąłem narodami gdym strącił go w przepaść do złożonych w grobie; i ucieszyły się w krainie podziemnej wszystkie drzewa Edenu, wyborowe i najprzedniejsze Libanu, wszystkie napojone wodą. "
Ezekiel 31:17,"I te wraz z nim zstąpiły w przepaść, do pobitych mieczem, co były ramieniem jego, a osiadły pod jego cieniem wpośród narodów. "
Ezekiel 31:18,"Do kogożeś podobny zatem wspaniałością i wielkością miedzy drzewami Edenu? A jednak strącony będziesz wraz z drzewami Edenu do krainy podziemnej; wpośród nieobrzezańców legniesz, przy pobitych mieczem! Takim Faraon i wszystek tłum jego, rzecze Pan Wiekuisty. "
Ezekiel 32:1,"I stało się dwunastego roku, miesiąca dwunastego, pierwszego dnia tegoż miesiąca, że doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 32:2,"Synu człowieczy! Podnieś pieśń żałobną nad Faraonem, królem Micraimu, i oświadcz mu: Młody lwie między narodami - zginąłeś! A tyś był wszak jako krokodyl w wodach, a bujałeś po rzekach twoich, a mąciłeś fale łapami twemi, wzburzając ich strumienie. "
Ezekiel 32:3,"Tak rzecze Pan, Wiekuisty: Oto rozciągnę na cię sieć Moję przez zbiorowisko narodów licznych, i wyciągnę cię niewodem Moim. "
Ezekiel 32:4,"I rzucę cię na ląd, na szczerém polu zostawię cię, i dam osiąść na tobie wszystkiemu ptactwu nieba, i nakarmię tobą dzicz całej ziemi. "
Ezekiel 32:5,"I rzucę cielsko twoje po górach, i napełnię doliny padliną twoją. "
Ezekiel 32:6,"I napoję nawodnioną ziemię twą krwią twoją aż pod góry, a parowy napełnione będą tobą. "
Ezekiel 32:7,"I zakryję, gdy cię zagaszę, niebiosa, i zaćmię gwiazdy ich, słońce obłokiem zasłonię, a księżyc nie da świecić światłu swojemu. "
Ezekiel 32:8,"Wszystkie światła błyszczące na niebie, zamroczę je z powodu ciebie, i sprowadzę ciemność na ziemię twoję, rzecze Pan Wiekuisty. "
Ezekiel 32:9,"I zasmucę serce ludów licznych, gdy rozniosę pogrom twój między narody, po krajach, których nie znasz. "
Ezekiel 32:10,"I przerażę tobą ludy liczne, a króle ich zadygocą gwoli tobie dreszczem, gdy wywijać będę mieczem Moim przed obliczem ich, i trwożyć się będą ustawicznie, każdy o życie swe w dzień upadku twojego. "
Ezekiel 32:11,"Albowiem tak rzecze, Pan Wiekuisty: Miecz króla Babelu cię dosięgnie. "
Ezekiel 32:12,"Mieczami rycerzy porażę tłum twój - najsrożsi to z narodów wszyscy; i zniweczą dumę Micraimu, i zgładzon będzie wszystek tłum jego. "
Ezekiel 32:13,"I wytracę cały dobytek jego z nad wód wielkich, a nie zmąci ich więcej stopa ludzka, a kopyta bydlęce mącić ich nie będą. "
Ezekiel 32:14,"Wtedy osadzę wody ich, a strumienie ich jako oliwę rozprowadzę, rzecze Pan Wiekuisty, "
Ezekiel 32:15,"Gdy obrócę ziemię Micraim w pustkowie, a opróżniona będzie ziemia z pełni swojej - gdy porażę wszystkich zamieszkałych na niej, poznają żem Ja Wiekuisty. "
Ezekiel 32:16,"Pieśń to żałobna, aby ją śpiewano, aby ją śpiewały córy narodów; o Micraimie i całym tłumie jego śpiewać ją mają, rzecze Pan, Wiekuisty. "
Ezekiel 32:17,"I stało się dwunastego roku, piętnastego dnia miesiąca, że doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 32:18,"Synu człowieczy! Biadaj nad tłumem Micraimu, a strąć go, jego i córy ludów potężnych do krainy podziemnej, ku tym, którzy legli w grobie. "
Ezekiel 32:19,Od kogożeś nie był wdzięczniejszy! Zstąp i układź się przy nieobrzezańcach. 
Ezekiel 32:20,W pośród pobitych od miecza legną; na miecz on wydany - ściągnijcie go wraz z wszystkimi tłumami jego! 
Ezekiel 32:21,"Rozprawiać o nim będą najpotężniejsi mocarze z pośród przepaści i o sojusznikach jego: Zstąpili, legli ci nieobrzezańcy, pobici mieczem! "
Ezekiel 32:22,"Tam Aszur i cały tłum jego, otoczony grobami swymi; wszyscy oni pobici, polegli od miecza -  "
Ezekiel 32:23,"Którego groby położone w najgłębszej otchłani, a spoczął tłum jego wokoło grobowca jego; wszyscy oni pobici, polegli od miecza, co to szerzyli postrach w kraju żyjących. "
Ezekiel 32:24,"Tam Elam i cały tłum jego wokoło grobowca jego; wszyscy oni pobici, polegli od miecza, co zstąpili jako nieobrzezańcy do krainy podziemnej, co szerzyli postrach swój w kraju żyjących, a teraz ponieść muszą hańbę swą u tych co legli w grobie. "
Ezekiel 32:25,"Wśród pobitych dano mu łoże, wespół z całym tłumem jego, otoczony grobami swymi, wszyscy oni nieobrzezańcy pobici od miecza, ponieważ szerzyli postrach w kraju żyjących, i tak muszą ponieść hańbę swą u tych, co legli w grobie; wpośród pobitych ułożono ich. "
Ezekiel 32:26,"Tam Meszech, Tubal i cały tłum jego, otoczony grobami swymi; wszyscy oni nieobrzezańcy pobici od miecza, ponieważ szerzyli postrach swój w kraju żyjących. "
Ezekiel 32:27,"A nie spoczęli przy rycerzach ci polegli z nieobrzezańców, przy tych, którzy legli w grobie z bronią swą wojenną, a pod których głowy położono miecze ich; i tak przylgnęły zbrodnie ich do kości ich, ponieważ postrachem byli ci rycerze w kraju żyjących. "
Ezekiel 32:28,"I ty między nieobrzezańcami skruszony będziesz, przy pobitych od miecza legniesz! "
Ezekiel 32:29,"Tam Edom, jego króle i wszyscy książęta jego, którzy złożeni zostali mimo dzielności swojej obok pobitych od miecza; obok nieobrzezańców muszą spoczywać, obok tych którzy legli w grobie. "
Ezekiel 32:30,"Tam wszyscy pomazańce Północy, i wszyscy Cydończycy, którzy zstąpili do pobitych w grozie swojej, i dzielnością swą pohańbieni zostali; spoczęli oni jako nieobrzezańce przy pobitych od miecza, ponosząc hańbę swą u tych co legli w grobie. "
Ezekiel 32:31,"Ich to ujrzy Faraon i pocieszy się po całym tłumie swoim: pobity od miecza Faraon i wszystkie hufce jego, rzecze Pan, Wiekuisty. "
Ezekiel 32:32,"Bo puszczę tam postrach Mój na ziemię żyjących - ale złożony będzie wpośród nieobrzezańców, obok pobitych mieczem, Faraon i wszystek tłum jego, rzecze Pan, Wiekuisty. "
Ezekiel 33:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 33:2,"Synu człowieczy! Oświadcz synom ludu twego, a powiedz im: Ziemia, gdy sprowadzam miecz na nią, a wybrał lud onej ziemi męża z grona swego, i ustanowił go stróżem dla siebie, "
Ezekiel 33:3,"A ten widzi miecz nadciągający na onę ziemię, i uderza w trąbę, i ostrzega lud; "
Ezekiel 33:4,"A słyszy też który głos trąby, ale nie zważa na przestrogę, a nadciąga miecz i porywa go: niechaj tedy spadnie krew jego na głowę jego! "
Ezekiel 33:5,"Głos trąby słyszał, a nie zważał na przestrogę, przeto krew jego na nim będzie: gdyby dał się ostrzedz, ocaliłby wszak życie swoje. "
Ezekiel 33:6,"Jeżeliby wszakże on stróż widział miecz nadciągający, a nie uderzył w trąbę, a lud by ostrzeżonym nie był i nadciąga miecz i porywa z pośród nich kogobądź: ten wskutek winy swej porwany został, ale krwi jego z ręki stróża poszukiwać będę. "
Ezekiel 33:7,"Ty zaś, synu człowieczy! stróżem postanowiłem cię nad domem Israela, abyś usłyszawszy słowo z ust Moich, ich ostrzegał w Mém imieniu. "
Ezekiel 33:8,"Gdy powiem do niegodziwca: Niegodziwcze, śmierć poniesiesz! a tybyś nie napominał, aby odwieść niegodziwego od drogi jego, tedy on, jako niegodziwiec, wskutek winy swej zginie, ale krwi jego z ręki twej poszukiwać będę. "
Ezekiel 33:9,"Gdybyś wszakże ostrzegał niegodziwego przed drogą jego, aby odwrócił się, ale nie odwrócił się od drogi swojej, tedy on wskutek winy swej zginie, ale tyś duszę swą ocalił. "
Ezekiel 33:10,"Ty tedy, synu człowieczy, oświadcz domowi Israela: Takeście powiadali, mówiąc: Występki i grzechy nasze ciążą na nas, a wskutek nich zanikamy, jakże nam znowu ożyć? "
Ezekiel 33:11,"Oświadcz im: Żyw Ja, rzecze Pan, Wiekuisty: Izalibym pragnął śmierci niegodziwego wszak raczej, aby nawrócił się niegodziwy od drogi swej i żył. Nawróćcie się, nawróćcie od dróg waszych niecnych! Czemu wam ginąć, domu Israela? "
Ezekiel 33:12,"Ty zaś, synu człowieczy, oświadcz synom ludu twego: Cnota sprawiedliwego nie ocali go w dzień odstępstwa jego, a niegodziwość niegodziwca - nie upadnie on przez nią dnia, którego od niegodziwości swej się odwróci; ale i sprawiedliwy - nie zdoła on przez to życie zachować, gdy zgrzeszy. "
Ezekiel 33:13,"Gdy powiem o sprawiedliwym: Żyć, żyć będzie! on wszakże polegając na cnocie swojej bezprawia się dopuści - żadne cnoty jego nie będą wspominane, z powodu bezprawia, którego się dopuścił - wskutek tego umrze. "
Ezekiel 33:14,"A gdy powiem do niegodziwca: Śmierć poniesiesz! a nawróci się od grzechu swego, pełniąc prawo i sprawiedliwość. -  "
Ezekiel 33:15,"Jeżeli zastaw zwraca niegodziwy, grabież oddaje, wedle ustaw życia postępuje, nie dopuszczając się bezprawia, żyć, tak żyć będzie a nie zginie! "
Ezekiel 33:16,"Żadne grzechy, których się dopuścił nie będą mu pamiętane, prawo i sprawiedliwość pełnił, żyć będzie. "
Ezekiel 33:17,"Powiadają wprawdzie synowie ludu twego: Nie poprawna jest droga Pana, ale jest własna ich droga niepoprawna. "
Ezekiel 33:18,"Gdy odwraca się sprawiedliwy od cnoty swojej, a dopuszcza się bezprawia musi on wskutek tego zginąć. "
Ezekiel 33:19,"A gdy odwraca się niegodziwy od niegodziwości swojej, a pełni prawo i sprawiedliwość, to gwoli nim zachowa życie swoje. "
Ezekiel 33:20,A jednak powiadacie: Niepoprawna jest droga Pana! Każdego podług postępków jego będę was sądził domu Israela! 
Ezekiel 33:21,"I stało się dwunastego roku, miesiąca dziesiątego, piątego dnia tegoż miesiąca po wygnaniu naszém, że przybył do mnie niedobitek z Jerozolimy ze słowami: Porażone miasto! "
Ezekiel 33:22,"Moc zaś Wiekuistego tknęła mnie wieczorem przed przybyciem niedobitka i otworzył mi usta zanim ten przybył do mnie zrana, i tak otworzyły się usta moje i przestałem być niemym. "
