Index Title,Deuteronomy
Deuteronomy 11:7,"Wszak oczy wasze widziały wszystkie dzieła Wiekuistego, wielkie, których dokonał. "
Deuteronomy 11:8,"Przestrzegajcie tedy wszystkich przykazań, które wam przykazuję dzisiaj, - abyście się wzmocnili, i poszli, i zdobyli ziemię, do której idziecie, aby ją posiąść; "
Deuteronomy 11:9,"I żebyście długo żyli na ziemi, o której zaprzysiągł Wiekuisty ojcom waszym, iż ją odda im, i potomstwu ich, ziemię, opływającą mlekiem i miodem; "
Deuteronomy 11:10,"Gdyż ziemia, do której idziesz, aby ją zdobyć, - nie jest jako ziemia Micraim, z którejście wyszli, gdzie posiawszy nasienie swoje, polewałeś je przy pomocy nóg twoich, jako ogród warzywny; "
Deuteronomy 11:11,"Ale ziemia, do której idziecie, aby ją zdobyć, - ziemia jest gór i dolin; od deszczu nieba napawa się wodą; "
Deuteronomy 11:12,"Ziemia, którą Wiekuisty, Bóg twój, się opiekuje; bezustannie oczy Wiekuistego, Boga twojego, na niej, - od początku roku, i aż po koniec roku. "
Deuteronomy 11:13,"I stanie się, gdy słuchać będziecie przykazań moich, które przykazuję wam dzisiaj, abyście miłowali Wiekuistego, Boga waszego, i służyli mu całem sercem waszém, i całą duszą waszą, -  "
Deuteronomy 11:14,"Dam wtedy deszcz ziemi waszej w czasie swoim, wczesny i późny; i będziesz zbierał zboże twoje, i wino twoje, i oliwę twoję; "
Deuteronomy 11:15,"Dam téż trawę na polu twojém dla bydła twego; i będziesz jadł, a nasycisz się. "
Deuteronomy 11:16,"Strzeżcie się, aby się nie dało uwieść serce wasze, abyście nie odstąpili, i służyli bogom innym, i korzyli się im; "
Deuteronomy 11:17,"Inaczej wspłonie gniew Wiekuistego na was, i zamknie On niebo, i nie będzie deszczu, ziemia téż nie wyda plonu swego; a zginiecie rychło z ziemi pięknej, którą Wiekuisty oddaje wam! "
Deuteronomy 11:18,"I tak przyjmcie te słowa moje do serca waszego, i do duszy waszej; i nawiążcie je jako znak na rękę waszę, i niechaj będą przepaską między oczyma waszemi; "
Deuteronomy 11:19,"A nauczajcie ich synów waszych, mówiąc o nich, gdy siędziesz w domu twoim, i gdy pójdziesz drogą, i gdy położysz się, i gdy wstaniesz; "
Deuteronomy 11:20,"I napiszesz je na podwojach domu twego, i na bramach twoich: "
Deuteronomy 11:21,"Aby umnożyły się dni wasze, i dni synów waszych na ziemi, którą zaprzysiągł Wiekuisty ojcom waszym, - oddać im, ile dni niebo nad ziemią. "
Deuteronomy 11:22,"Bo gdy przestrzegać będziecie wszystkich przykazań tych, które nakazuję wam spełniać, byście miłowali Wiekuistego, Boga waszego, postępowali po wszystkich drogach Jego, i lgnęli do Niego, -  "
Deuteronomy 11:23,"Wypędzi tedy Wiekuisty wszystkie owe narody przed obliczem waszém, i zawładniecie narodami większemi i silniejszemi od was; "
Deuteronomy 11:24,"Każde miejsce po którem stąpi stopa nogi waszej, waszem będzie; od puszczy i Libanu, od rzeki, rzeki Frath do morza zachodniego, będzie granica wasza; "
Deuteronomy 11:25,"Nie ostoi się nikt przed wami; postrach i trwogę przed wami szerzyć będzie Wiekuisty, Bóg wasz, na każdej ziemi, po której stąpicie, jako przyrzekł wam. "
Deuteronomy 11:26,"Oto, przedstawiam wam dzisiaj błogosławieństwo i przekleństwo; "
Deuteronomy 11:27,"Błogosławieństwo, - jeżeli usłuchacie przykazań Wiekuistego, Boga waszego, które wam przykazuję dzisiaj; "
Deuteronomy 11:28,"A przekleństwo, - jeżeli nie usłuchacie przykazań Wiekuistego, Boga waszego, i zstąpicie z drogi, którą wam wskazuję dzisiej, idąc za bogami innymi, których nieznacie. "
Deuteronomy 11:29,"I będzie, gdy wprowadzi cię Wiekuisty, Bóg twój, do ziemi, do której idziesz, abyś ją posiadł, udzielisz wtedy błogosławieństwo na górze Geryzym, a przekleństwo na górze Ebal; "
Deuteronomy 11:30,"Oto są one tam, za Jardenem, na zachodzie, na drodze ku zachodowi słońca, w ziemi Kanaanejczyka, osiadłego na stepie, naprzeciw Gilgal, w pobliżu dąbrowy More. "
Deuteronomy 11:31,"Albowiem przechodzicie za Jarden, aby wejść i posiąść tę ziemię, którą Wiekuisty, Bóg wasz, oddaje wam, - a posiądziecie ją, i zamieszkacie w niej; "
Deuteronomy 11:32,"Starajcie się tedy spełniać wszystkie te ustawy, i prawa, które przedstawiam wam dzisiaj! "
Deuteronomy 12:1,"Oto ustawy i prawa, które starać się powinniście spełniać na ziemi, którą oddaje Wiekuisty, Bóg ojców twoich, tobie, abyś ją posiadł, po wszystkie dni, w których żyć będziesz na tej ziemi: "
Deuteronomy 12:2,"Do szczętu zburzycie wszystkie miejsca, na których służyły narody, któremi zawładniecie, bogom swoim, - na górach wysokich i na pagórkach, i pod każdem drzewem zielonem; -  "
Deuteronomy 12:3,"I rozwalicie ofiarnice ich, i skruszycie posągi ich, i poświęcone gaje ich spalicie ogniem, rzeźby téż bóstw ich rozbijecie, a zgładzicie imię ich z miejsca onego. "
Deuteronomy 12:4,"Nie czyńcie podobnych dla Wiekuistego, Boga waszego; "
Deuteronomy 12:5,"A tylko ku miejscu, które wybierze Wiekuisty, Bóg wasz, ze wszystkich pokoleń waszych, aby położyć imię Swoje tam, ku siedzibie Jego się zwracajcie, i tam przychodzić będziesz. "
Deuteronomy 12:6,"Tamże przynosić będziecie całopalenia wasze, i rzeźne ofiary, i dziesięciny wasze, i dań rąk waszych, i objaty, i dobrowolne dary wasze, i pierworodne rogacizny i trzód waszych; "
Deuteronomy 12:7,"A spożywajcie je tam przed obliczem Wiekuistego, Boga waszego, a weselcie się, wy i rodziny wasze, wszelkim dobytkiem rąk waszych, którym pobłogosławił ci Wiekuisty, Bóg twój; "
Deuteronomy 12:8,"Nie będziecie czynili według tego wszystkiego, co my tu czynim dzisiaj, - każdy - wszystko, co godziwém w oczach jego! "
Deuteronomy 12:9,"Przeto, żeście nie dostąpili dotąd spoczynku i posiadłości, którą Wiekuisty, Bóg twój, nadaje tobie. "
Deuteronomy 12:10,"Ale gdy przejdziecie za Jarden, a osiądziecie na ziemi, którą Wiekuisty, Bóg wasz, obdziela was, i uspokoi was od wszystkich wrogów waszych wokoło, i będziecie mieszkali bezpiecznie: "
Deuteronomy 12:11,"Wtedy, na to miejsce, które wybierze Wiekuisty, Bóg wasz, aby ustanowić imię Swoje w niém, tam przynoście wszystko, co przykazuję wam: całopalenia, rzeźne ofiary, dziesięciny wasze, i dań rąk waszych, i wszystko wybrane na objaty wasze, któreście ślubowali Wiekuistemu; "
Deuteronomy 12:12,"I weselić się będziecie przed obliczem Wiekuistego, Boga waszego, - wy, i synowie wasi, i córki wasze, i sługi, i służebnice wasze, i Lewita, który w bramach waszych, ponieważ niema on części ani udziału z wami. "
Deuteronomy 12:13,"Strzeż się, abyś nie składał całopaleń twoich na każdém miejscu, które sobie upatrzysz; "
Deuteronomy 12:14,"Ale jedynie na tém miejscu, które wybierze Wiekuisty w jedném z pokoleń twoich, tam składaj całopalenia twoje, i tam czyń wszystko co przykazuję tobie. "
Deuteronomy 12:15,"Wszakże, ile tylko zapragnie dusza twoja, możesz zarzynać i pożywać mięso, z błogosławieństwa Wiekuistego, Boga twojego, które ci użyczył, - we wszystkich bramach twoich, - nieczysty i czysty pożywać je może, jako sarnę albo jelenia. "
Deuteronomy 12:16,"Tylko krwi pożywać nie będziecie; na ziemię wylewaj ją, jako wodę. "
Deuteronomy 12:17,"Nie wolno ci pożywać w bramach twoich dziesięciny zboża, i wina, i oliwy twojej, i pierworodnych rogacizny twojej, i trzód twoich, ani żadnych objat twoich, którebyś ślubował, albo dobrowolnych darów twoich, i dani rąk twoich; "
Deuteronomy 12:18,"Lecz tylko przed obliczem Wiekuistego, Boga twojego, pożywać to będziesz, na miejscu, które wybierze Wiekuisty, Bóg twój, - ty, i syn twój, i córka twoja, i sługa twój, i służebnica twoja, i Lewita, który w bramach twoich; i będziesz się weselił przed Wiekuistym, Bogiem twoim, wszelkim dobytkiem rąk twoich. "
Deuteronomy 12:19,"Strzeż się, abyś nie opuszczał Lewity po wszystkie dni na ziemi twojej! "
Deuteronomy 12:20,"Gdy rozszerzy Wiekuisty, Bóg twój, granicę twoję, jako ci przyrzekł, a powiedziałbyś: Chciałbym pożywać mięso, - dla tego, że zapragnie dusza twoja pożywać mięsa, - ile tylko zapragnie dusza twoja, możesz pożywać mięsa. "
Deuteronomy 12:21,"Jeżeliby zbyt odległém od ciebie było miejsce, które wybierze Wiekuisty, Bóg twój, aby położyć imię Swoje tam, - zarzynaj wtedy z rogacizny twojej i z trzód twoich, które dał ci Wiekuisty, - jakom ci rozkazał, a pożywaj w bramach twoich, ile zapragnie dusza twoja; "
Deuteronomy 12:22,"Ale jako pożywa się sarnę, albo jelenia, tak je pożywaj; nieczysty i czysty zarówno pożywać je mogą; "
Deuteronomy 12:23,"Wszakże bądź wytrwałym, abyś nie pożywał krwi; albowiem krew - jest to dusza, a nie pożywaj duszy wraz z mięsem; "
Deuteronomy 12:24,Nie pożywaj jej; na ziemię wylewaj ją jako wodę! 
Deuteronomy 12:25,"Nie pożywaj jej, aby dobrze się wiodło tobie, i synom twoim po tobie, gdybyś czynił, co godziwém w oczach Wiekuistego! "
Deuteronomy 12:26,"Tylko świętości twoje, które mieć będziesz, i objaty twoje zabieraj, i przychodź na miejsce, które wybierze Wiekuisty. "
Deuteronomy 12:27,"I spełniaj całopalenia twoje, mięso i krew, na ofiarnicy Wiekuistego, Boga twojego; wszakże krew rzeźnych ofiar twoich wylana będzie na ofiarnicy Wiekuistego, Boga twojego, a mięso pożywać możesz. "
Deuteronomy 12:28,"Przestrzegaj a słuchaj wszystkich słów tych, które przykazuję tobie, aby dobrze się wiodło tobie, i synom twoim po tobie na wieki, gdybyś czynił co dobrem i godziwem w oczach Wiekuistego, Boga twojego. "
Deuteronomy 12:29,"Gdy wytępi Wiekuisty, Bóg twój, te narody, do których idziesz, abyś je wypędził z przed oblicza twojego, a zamieszkasz w ziemi ich, -  "
Deuteronomy 12:30,"Strzeż się, abyś się nie usidlił, idąc za niemi, po wytępieniu ich z przed oblicza twojego, - i abyś nie dążył za bogami ich, mówiąc: Jako służyły narody te bogom swoim, tak uczynię téż i ja."" "
Deuteronomy 12:31,"Nie postępuj tak względem Wiekuistego, Boga twojego; gdyż wszelką ohydę, której nienawidzi, czyniły dla bogów swoich, a nawet i synów swoich, i córki swoje palą w ogniu bogom swoim! "
Deuteronomy 12:32,"Wszystko to, co ja wam przykazuję, starajcie się spełniać; nie dodawaj do tego, ani odejmuj od tego! "
Deuteronomy 13:1,"Gdyby powstał wpośród ciebie prorok, albo snowidz; i przedstawiłby ci znamię albo cud, -  "
Deuteronomy 13:2,"I spełniłoby się owo znamię, albo ten cud, o którym ci powiedział, mówiąc: pójdźmy za bogami cudzemi, których nie znasz, a służmy im! -  "
Deuteronomy 13:3,"Nie usłuchasz słów proroka takiego, albo snowidza takiego, gdyż doświadcza was Wiekuisty, Bóg wasz, aby poznał, czy miłujecie Wiekuistego, Boga waszego, całem sercem waszém i całą duszą waszą. "
Deuteronomy 13:4,"Za Wiekuistym, Bogiem waszym, postępujcie, Jego się obawiajcie, Jego przykazań przestrzegajcie, Jego głosu słuchajcie, Jemu służcie, i do Niego lgnijcie! "
Deuteronomy 13:5,"Prorok zaś ów, albo snowidz ów, uśmiercony będzie, gdyż głosił odstępstwo od Wiekuistego, Boga waszego, który wywiódł was z ziemi Micraim, i wyzwolił cię z domu niewoli, - aby zwieść cię z drogi, o której przykazał ci Wiekuisty, abyś postępował nią: a wytępisz to zło z pośród siebie. "
Deuteronomy 13:6,"Gdyby zwodził cię brat twój, syn matki twojej, albo syn twój, albo córka twoja, albo żona na łonie twojém, albo przyjaciel twój, - będący ci jako życie twoje, potajemnie, mówiąc: ""Pójdźmy a służmy bogom cudzym,"" których nie znałeś, - ani ty, ani ojcowie twoi, -  "
Deuteronomy 13:7,"Z bóstw ludów, które wokoło was, z bliższych tobie, albo z oddalonych od ciebie, od krańca ziemi, do krańca ziemi: "
Deuteronomy 13:8,"Nie zgodzisz się z nim, ani usłuchasz go; i niechaj nie ulituje się oko twoje nad nim, nie żałuj go, ani ukrywaj go! "
Deuteronomy 13:9,"Lecz zabić, zabijesz go; ręka twoja będzie na nim pierwsza, aby go uśmiercić, a ręka całego ludu - potém; "
Deuteronomy 13:10,"I ukamionujesz go na śmierć za to, że pragnął odwieść cię od Wiekuistego, Boga twojego, który cię wywiódł z ziemi Micraim, z domu niewoli. "
Deuteronomy 13:11,"Cały zaś Israel usłyszy, i ulęknie się, a nie spełnią nadal postępku tak niegodziwego wpośród ciebie. "
Deuteronomy 13:12,"Jeżelibyś usłyszał, że w któremkolwiek z miast twoich, które Wiekuisty, Bóg twój, oddaje ci na mieszkanie, powiadają: "
Deuteronomy 13:13,"Wyszli ludzie niecni z pośród ciebie, a uwiedli mieszkańców miasta swego, mówiąc: ""Pójdźmy, a służmy bogom cudzym,"" którychście nie znali; "
Deuteronomy 13:14,"Jeżeliś tedy badał, i dochodził, i wywiadywał się dokładnie, a oto prawdą, rzeczą pewną jest, stała się ohyda taka wpośród ciebie, -  "
Deuteronomy 13:15,"To pozabijaj mieszkańców miasta tego ostrzem miecza, położywszy zaklęcie na nie, i na wszystko co w niém, i bydło téż jego podaj ostrzu miecza. "
Deuteronomy 13:16,"A wszystką zdobycz jego zbierzesz na środek rynku, i spalisz ogniem, - miasto i wszystką zdobycz jego do szczętu - gwoli Wiekuistemu, Bogu twemu; i pozostanie rumowiskiem wieczném, nie będzie odbudowanem więcej. "
Deuteronomy 13:17,"I niechaj nie przylgnie do ręki twojej nic z zaklęcia tego, - aby odwrócił się Wiekuisty od płonącego gniewu Swego, i okazał ci miłosierdzie, i zmiłował się nad tobą, a rozmnożył cię, jako przysiągł ojcom twoim, -  "
Deuteronomy 13:18,"Jeżeli słuchać będziesz głosu Wiekuistego, Boga twojego, przestrzegając wszystkich przykazań Jego, które przykazuję ci dzisiaj, - abyś czynił co godziwém w oczach Wiekuistego, Boga twojego! "
Deuteronomy 14:1,"Dziećmi jesteście Wiekuistego, Boga waszego: nie czyńcie na sobie nacięć, ani róbcie łysiny nad oczyma waszemi po umarłym! "
Deuteronomy 14:2,"Boś ty lud poświęcony Wiekuistemu, Bogu twojemu, a ciebie wybrał Wiekuisty, abyś Mu był ludem wyłącznym, ze wszystkich ludów, które na powierzchni ziemi. "
Deuteronomy 14:3,Nie pożywaj nic wstrętnego; 
Deuteronomy 14:4,"Oto zwierzęta, które jadać możecie: woły, owce, i kozy, "
Deuteronomy 14:5,"Jelenia, sarnę, łanię, koziorożca, bawołu, antylopę i żubra, "
Deuteronomy 14:6,"I wszelkie bydlę z oddzielającém się kopytem, lecz z przecięciem rozszczepiającém je na dwa półkopyta, przeżuwające żułek z pomiędzy bydła; takie jadać możecie; "
Deuteronomy 14:7,"Wszakże tych jadać nie będziecie z przeżuwających żułek, albo z oddzielających kopyta rozszczepione: wielbłąda, zająca, i góralka, ponieważ choć przeżuwają żułek, jednak kopyt nie oddzielają: nieczyste one dla was. "
Deuteronomy 14:8,"I wieprza - ponieważ choć oddziela kopyta, jednak żułka nie przeżuwa; nieczystym on dla was; mięsa ich nie jadajcie, a padliny ich się nie dotykajcie. "
Deuteronomy 14:9,"Oto co jeść możecie ze wszystkiego, co w wodzie: wszystko, co ma płetwy i łuski jadać możecie; "
Deuteronomy 14:10,"Wszystkiego zaś, co nie ma płetw i łuski, jadać nie będziecie: nieczystem to dla was. "
Deuteronomy 14:11,Wszelkie ptactwo czyste jadać możecie. 
Deuteronomy 14:12,"A oto czego jadać z nich nie będziecie: orła, kondora, i morskiego orła; "
Deuteronomy 14:13,"Kani, sokoła, i sępa; "
Deuteronomy 14:14,Ani żadnego kruka w rodzajach jego; 
Deuteronomy 14:15,"Ani strusia, sowy, czajki, jastrzębia, w rodzajach ich; "
Deuteronomy 14:16,"Ani puhacza, puszczyka, i łabędzia; "
Deuteronomy 14:17,"Ani pelikana, dzięcioła, i nurka; "
Deuteronomy 14:18,"Ani czapli i sójki w rodzajach ich, ani dudka i nietoperza. "
Deuteronomy 14:19,Wszelki téż płaz skrzydlaty nieczystym jest dla was; jadać ich nie należy. 
Deuteronomy 14:20,Wszelkie ptactwo czyste jeść możecie. 
Deuteronomy 14:21,"Nie jadajcie żadnej padliny; przychodniowi, który w bramach twoich, oddasz to, jeżeli jeść to będzie, albo sprzedasz cudzoziemcowi; boś ty lud poświęcony Wiekuistemu, Bogu twemu. Nie gotuj koźlęcia w mleku matki jego! "
Deuteronomy 14:22,"Oddzielaj dziesięcinę ze wszelkiego plonu wysiewu twego, co przychodzi z pola rokrocznie. "
Deuteronomy 14:23,"I będziesz pożywał przed Wiekuistym, Bogiem twoim, na miejscu, które wybierze, aby ustanowić imię Swoje tam, - dziesięcinę zboża twojego, moszczu twego, i oliwy twojej, i pierworodne wołów i owiec twoich, - abyś się nauczył obawiać Wiekuistego, Boga twego, po wszystkie dni; "
Deuteronomy 14:24,"Gdyby zaś zbyt daleką była dla ciebie droga, tak żebyś tego donieść nie mógł, ponieważ zbyt odległem będzie miejsce, które wybierze Wiekuisty, Bóg twój, aby położyć imię Swoje tam, - gdyż pobłogosławił cię Wiekuisty, Bóg twój, -  "
Deuteronomy 14:25,"Możesz to wtedy spieniężyć, i zawiążesz pieniądze w ręku twoich, i pójdziesz na miejsce, które wybierze Sobie Wiekuisty, Bóg twój, -  "
Deuteronomy 14:26,"I wydasz te pieniądze na wszystko, czego zapragnie dusza twoja, na woły, albo na owce, na wino, i na napoje, i na wszystko, czegoby zażądała dusza twoja; i pożywaj tam przed Wiekuistym, Bogiem twoim, i wesel się, - ty i dom twój. "
Deuteronomy 14:27,"Lewity téż, który w bramach twoich, - nie opuścisz go, ponieważ niema on ani części, ani udziału przy tobie. "
Deuteronomy 14:28,"Po upływie zaś trzech lat oddzielisz wszystkie dziesięciny plonów twoich z tegoż roku, i złożysz je w bramach twoich. -  "
Deuteronomy 14:29,"I niechaj przyjdzie Lewita, - niema on bowiem części ni udziału przy tobie - i cudzoziemiec, i sierota, i wdowa, którzy w bramach twoich, i niechaj pożywają i nasycają się, aby błogosławił ci Wiekuisty, Bóg twój, w każdej sprawie rąk twoich, którą czynić będziesz! "
Deuteronomy 15:1,Po upływie siedmiu lat urządzaj odpuszczenie. 
Deuteronomy 15:2,"A oto sposób odpuszczenia: odpuszczać ma każdy wierzyciel wierzytelność swoję, którą wypożyczył bliźniemu swemu; nie będzie nalegał na bliźniego i na brata swego, gdy ogłoszono odpuszczenie gwoli Wiekuistemu. "
Deuteronomy 15:3,"Na cudzoziemca możesz nalegać, ale co masz u brata twego, odpuści ręka twoja. "
Deuteronomy 15:4,"Tylko że nie powinien być wpośród ciebie ubogi; gdyż błogosławić ci będzie Wiekuisty na ziemi, którą Wiekuisty, Bóg twój, oddaje tobie w posiadanie, abyś władał nią, "
Deuteronomy 15:5,"Jeżeli tylko słuchać będziesz głosu Wiekuistego, Boga twojego, starając się spełniać wszystkie te przykazania, które przykazuję ci dzisiaj; "
Deuteronomy 15:6,"Albowiem Wiekuisty, Bóg twój, pobłogosławiłby ci, jako ci przyrzekł, i byłbyś wypożyczał wielu narodom, a sam nie zapożyczał, i byłbyś panował nad wielu narodami, a nad tobą by nie panowały! "
Deuteronomy 15:7,"Gdyby zaś był u ciebie ubogi, którykolwiek z braci twoich, w jedném z miast twoich, na ziemi twojej, którą Wiekuisty, Bóg twój, oddaje tobie - nie zatwardzaj serca swojego, ani zawieraj ręki twojej przed bratem twoim ubogim, "
Deuteronomy 15:8,"Ale otwierać otwieraj mu rękę twoję, i pożyczać pożyczaj mu, w miarę potrzeby jego, czegoby mu niedostawało. "
Deuteronomy 15:9,"Strzeż się, aby nie powstała w sercu twojém myśl nikczemna, - żebyś miał powiedzieć: ""Zbliża się rok siódmy, rok odpuszczenia!"" - i nieżyczliwém by się stało oko twoje dla brata twojego ubogiego, i nie użyczyłbyś mu, a poskarżyłby się na ciebie przed Wiekuistym, i byłby grzech na tobie! "
Deuteronomy 15:10,"Dawać dawaj mu, i niechaj nie będzie niechętném serce twoje, gdy dawać mu będziesz; albowiem za to pobłogosławi cię Wiekuisty, Bóg twój, we wszystkich sprawach twoich, i w każdem przedsięwzięciu ręki twojej. "
Deuteronomy 15:11,"Ponieważ nie zbraknie ubogich na ziemi, przeto rozkazuję ci, mówiąc: otwierać otwieraj rękę twoję bratu twojemu, biednemu i ubogiemu twojemu na ziemi twojej! "
Deuteronomy 15:12,"Jeżeliby był sprzedany tobie brat twój, Ibrejczyk, albo Ibrejka, to niechaj służy ci sześć lat, a roku siódmego wypuścisz go na wolność od siebie; "
Deuteronomy 15:13,"Gdy zaś puścisz go wolno od siebie, nie puszczaj go z niczém. "
Deuteronomy 15:14,"Wyposażyć wyposażysz go z trzód twoich, i z gumna twego, i z tłoczni twojej: z tego, czem pobłogosławił cię Wiekuisty, Bóg twój, udzielisz mu. "
Deuteronomy 15:15,"A pomnij, żeś niewolnikiem był w ziemi Micraim, a wyzwolił cię Wiekuisty, Bóg twój; przeto i nakazuję ci to dzisiaj. "
Deuteronomy 15:16,"Gdyby ci wszakże powiedział: ""Nie pójdę od ciebie!"" przeto, że umiłował ciebie i dom twój, i że mu dobrze przy tobie, -  "
Deuteronomy 15:17,"Weźmiesz tedy szydło, i przekłujesz mu ucho do drzwi; i będzie on sługą twoim na zawsze; i służebnicy téż twojej uczynisz tak. "
Deuteronomy 15:18,"Niechaj ci się to trudnem nie okaże, że go masz puścić wolno od siebie, gdyż podwójną płacę najemnika zasłużył u ciebie przez sześć lat; a pobłogosławi cię Wiekuisty, Bóg twój, we wszystkiem co przedsięweźmiesz. "
Deuteronomy 15:19,"Wszelkie pierworodne, które się zrodzi z bydła twego, albo z trzody twojej, samce, poświęcisz Wiekuistemu, Bogu twemu: nie użyjesz do roboty pierworodnego wołu twojego, ani strzygł pierworodnych owiec twoich. "
Deuteronomy 15:20,"Przed obliczem Wiekuistego, Boga twojego, jadać je będziesz rokrocznie, na miejscu, które wybierze Wiekuisty, - ty i dom twój; "
Deuteronomy 15:21,"Jeżeliby zaś była wada na niém, - jeżeliby chromem albo ślepem, albo z jakąkolwiek złą wadą było, nie zarzynaj go Wiekuistemu, Bogu twojemu. "
Deuteronomy 15:22,"W bramach twoich jeść je możesz; nieczysty i czysty zarówno, - jako sarnę albo jelenia. "
Deuteronomy 15:23,"Tylko krwi jego pożywać nie będziesz, - na ziemię wylewaj ją jako wodę. "
Deuteronomy 16:1,"Przestrzegaj miesiąca kłosów, i spełniaj ofiarę paschalną Wiekuistemu, Bogu twojemu; gdyż w miesiącu kłosów wywiódł cię Wiekuisty, Bóg twój, z Micraim nocą; "
Deuteronomy 16:2,"A zarzynaj ofiarę paschalną Wiekuistemu, Bogu twojemu, trzodę i rogaciznę, na miejscu, które wybierze Wiekuisty, aby ustanowić imię Swoje tam. "
Deuteronomy 16:3,"Nie będziesz jadał przy tém kiszonego; przez siedm dni będziesz jadał przy tem przaśniki - chléb nędzy; boś w pośpiechu wyszedł z ziemi Micraim, - abyś pamiętał dzień wyjścia twojego z ziemi Micraim po wszystkie dni życia twojego. "
Deuteronomy 16:4,"I nie pokaże się u ciebie zakis w całym obrębie twoim przez siedm dni; i niechaj nie przeleży nic z mięsa, któreś zarznął wieczorem dnia pierwszego, do rana. "
Deuteronomy 16:5,"Nie masz zarzynać ofiary paschalnej w któremkolwiek z miast twoich, które Wiekuisty, Bóg twój, odda tobie. "
Deuteronomy 16:6,"Lecz tylko na tem miejscu, które wybierze Wiekuisty, Bóg twój, aby postanowił imię Swoje, - tam zarzynać masz ofiarę paschalną wieczorem przy zachodzie słońca, w porze wyjścia twojego z Micraim; "
Deuteronomy 16:7,"I upieczesz i spożyjesz na miejscu, które wybierze Wiekuisty, Bóg twój, i zwrócić się możesz nazajutrz i pójść do namiotów twoich. "
Deuteronomy 16:8,"Przez sześć dni będziesz jadał przaśniki, a dnia siódmego - uroczyste zebranie gwoli Wiekuistemu, Bogu twojemu: nie zajmuj się robotą. "
Deuteronomy 16:9,"Siedm tygodni odliczysz sobie, - od zapuszczenia sierpa w zboże, poczniesz liczyć siedm tygodni, -  "
Deuteronomy 16:10,"I będziesz obchodził święto tygodni Wiekuistemu, Bogu twojemu, szczodrością darów ręki twojej, które złożysz w miarę, jak cię pobłogosławi Wiekuisty, Bóg twój. "
Deuteronomy 16:11,"A będziesz się weselił przed Wiekuistym, Bogiem twoim, - ty, syn twój, córka twoja, sługa twój, i służebnica twoja, i Lewita, który w bramach twoich, cudzoziemiec, sierota, i wdowa, którzy w pośród ciebie, na tém miejscu, które wybierze Wiekuisty, Bóg twój, aby ustanowił imię Swoje tam: "
Deuteronomy 16:12,"A pomnij, żeś niewolnikiem był w Micraim, i przestrzegaj, i spełniaj te ustawy. "
Deuteronomy 16:13,"Święto szałasów obchodzić będziesz przez siedm dni, gdy zbierzesz z gumna twojego, i z tłoczni twojej. "
Deuteronomy 16:14,"I będziesz się weselił w święto twoje - ty, syn twój, córka twoja, sługa twój, i służebnica twoja, Lewita, cudzoziemiec, sierota i wdowa, którzy w bramach twoich. "
Deuteronomy 16:15,"Siedm dni świętuj Wiekuistemu, Bogu twojemu, na tém miejscu, które wybierze Wiekuisty; gdyż błogosławić ci będzie Wiekuisty, Bóg twój, we wszystkich plonach twoich, i w każdem dziele rąk twoich, a będziesz zawsze wesół. "
Deuteronomy 16:16,"Trzy razy do roku ukaże się każdy mężczyzna twój przed obliczem Wiekuistego, Boga twojego, na miejscu, które wybierze: w święto przaśników, i w święto tygodni, i w święto szałasów; a niechaj nie ukaże się nikt przed obliczem Wiekuistego z próżną ręką! "
Deuteronomy 16:17,"Lecz każdy z darem ręki swojej, - wedle błogosławieństwa Wiekuistego, Boga twego, którego użyczy tobie. "
Deuteronomy 16:18,"Sędziów i urzędników ustanowisz sobie we wszystkich bramach twoich, które Wiekuisty, Bóg twój, da tobie w pokoleniach twoich, aby sądzili lud sądem sprawiedliwym. "
Deuteronomy 16:19,"Nie skrzywiaj prawa, nie uwzględniaj osoby, a nie bierz wziątku, bo wziątek zaślepia oczy mądrych, i plącze słowa sprawiedliwych. "
Deuteronomy 16:20,"Za sprawiedliwością, za sprawiedliwością podążaj, abyś żył i posiadał ziemię, którą Wiekuisty, Bóg twój, oddaje tobie. "
Deuteronomy 16:21,"Nie sadź sobie gaju z jakichbądź drzew przy ołtarzu Wiekuistego, Boga twojego, który wzniesiesz sobie; "
Deuteronomy 16:22,"Ani wystawiaj sobie posągu, - którego nienawidzi Wiekuisty, Bóg twój! "
Deuteronomy 17:1,"Nie zarzynaj Wiekuistemu, Bogu twojemu, wołu albo owcy, któraby miała wadę, - jakąkolwiek ułomność: gdyż wstrętem to dla Wiekuistego, Boga twojego. "
Deuteronomy 17:2,"Gdyby znalazł się wpośród ciebie, w którejkolwiek z siedzib twoich, które Wiekuisty, Bóg twój, odda ci, - mężczyzna albo niewiasta, któryby spełnił to zło przed oczyma Wiekuistego, Boga twojego, przestępując przymierze Jego, -  "
Deuteronomy 17:3,"A poszedłby i służył bogom cudzym, i korzył się im, albo słońcu, albo księżycowi, albo całemu zastępowi nieba, - czegom nie przykazał, -  "
Deuteronomy 17:4,"A powiadomionoby cię, i usłyszałeś, i poszukiwałeś dokładnie, a oto prawda, rzecz to uzasadniona, - spełniona ta ohyda w Israelu; "
Deuteronomy 17:5,"Wtedy przywiedziesz tego mężczyznę, albo tę niewiastę, którzy spełnili tę rzecz gorszącą, do bram twoich, - tego mężczyznę, albo tę niewiastę, - i ukamionujesz ich kamieniami, aż pomrą! "
