Index Title,Proverbs
Proverbs 18:24,"Kto licznych ma towarzyszy, ma ich ku własnej zagubie, ale bywa przyjaciel przywiązany szczerzej niż brat. "
Proverbs 19:1,"Lepszy biedny postępujący w prostocie swojej, niźli taki, który przewrotne ma usta a głupcem jest. "
Proverbs 19:2,"Już duszy bezrozumnej nie dobrze; ale kto rączych jest nóg, ten chybi. "
Proverbs 19:3,"Głupota człowieka skrzywia jego drogę, a na Wiekuistego sarka serce jego. "
Proverbs 19:4,"Bogactwo przysparza coraz więcej przyjaciół, od ubogiego jednak odłącza się i towarzysz jego. "
Proverbs 19:5,"Świadek fałszywy nie ujdzie bezkarnie, a kto kłamstwa wygłasza nie ocali się. "
Proverbs 19:6,"Wielu błaga oblicze hojnego, a każdy jest przyjacielem męża szczodrobliwego. "
Proverbs 19:7,"Wszyscy nawet bracia ubogiego nienawidzą go, o ileż bardziej usuwają się od niego towarzysze jego. Goni on za przyrzeczeniami ale niemasz ich. "
Proverbs 19:8,Kto nabiera rozumu miłuje życie swoje; kto rozwagę zachowuje znajdzie szczęście. 
Proverbs 19:9,"Świadek fałszywy nie ujdzie bezkarnie, a kto kłamstwa wygłasza zginie. "
Proverbs 19:10,"Nie przystoi dla błazna życie rozkoszne, a tem mniej dla niewolnika rządzić panami. "
Proverbs 19:11,"Rozum człowieka hamuje jego porywczość, a jest chwałą dla niego przebaczyć uchybienie. "
Proverbs 19:12,"Niby poryk lwa jest gniew króla, ale niby rosa na roślinność łaska jego. "
Proverbs 19:13,"Nieszczęściem dla ojca jest syn głupi, a wciąż ciekącą rynną swarliwość kobiety. "
Proverbs 19:14,"Dom i mienie jest spuścizną po ojcach, ale darem Wiekuistego żona rozumna. "
Proverbs 19:15,"Lenistwo pogrąża w sen głęboki, a dusza gnuśnego łaknąć musi. "
Proverbs 19:16,"Kto przykazanie zachowuje, zachowuje życie swoje; ale kto na drogi swe nie zważa, zginie. "
Proverbs 19:17,"Wiekuistemu pożycza, kto nad biednym się lituje, wynagrodzi mu On zasługę jego. "
Proverbs 19:18,"Karć syna swego póki jeszcze nadzieja, a na biadania jego nie zwracaj uwagi swojej. "
Proverbs 19:19,"Kto się wszakże gniewem unosi, musi karę odpuścić, bo zamiast ocalić jeszcze go gorszym uczynisz. "
Proverbs 19:20,"Słuchaj rady a przyjmuj napomnienie, abyś mądrości nabrał w przyszłości swojej. "
Proverbs 19:21,"Liczne są zamysły w sercu człowieka, ale postanowienie Wiekuistego, ono tylko się ostoi! "
Proverbs 19:22,"Rozkoszą człowieka jest miłość, którą świadczy; ale lepszym ubogi niż człek kłamliwy. "
Proverbs 19:23,Bojaźń przed Wiekuistym prowadzi do życia; kto ją posiada spocznie syty - nie będzie nawiedzony przez nieszczęście. 
Proverbs 19:24,"Gdy leniwy rękę do misy włoży, tedy jej nawet do ust nie powiedzie. "
Proverbs 19:25,"Gdy uderzysz szydercę, nabierze kiep rozumu, a gdy przyganisz rozsądnemu, pojmie on co wiedzieć należy. "
Proverbs 19:26,"Kto ojca ograbia, matkę wypędza, jest synem, który hańbę i wstyd przynosi. "
Proverbs 19:27,"Zaniechaj, synu mój, słuchać nauk takich, które chcą odwieźć od przestróg rozumnych. "
Proverbs 19:28,"Świadek nikczemny urąga sprawiedliwości, a usta niegodziwych pochłaniają chciwie złość. "
Proverbs 19:29,"Przygotowane są na szyderców kary, a razy na grzbiet kpów. "
Proverbs 20:1,"Szydercą czyni wino, zgiełkliwym ostry napój, a nie jest nikt mądrym, który się nim odurza. "
Proverbs 20:2,"Jako poryk lwa jest groza króla, kto go jątrzy grzeszy przeciw sobie. "
Proverbs 20:3,"Zaszczytem to dla męża stronić od kłótni, ale każdy głupiec je wszczyna. "
Proverbs 20:4,Dla zimna leniwy nie orze; ale gdy szukać będzie we żniwa nie znajdzie nic. 
Proverbs 20:5,"Niby głęboka woda spoczywa zamiar w sercu ludzkiem, ale mąż rozumny umie go na wierzch wydobyć. "
Proverbs 20:6,"Prawie każdy człowiek natrafia na człowieka mu życzliwego, ale wiernego przyjaciela, któż takiego znajdzie? "
Proverbs 20:7,Postępujący w nieskazitelności swej sprawiedliwy - szczęsne dzieci jego po nim! 
Proverbs 20:8,"Król zasiadający na tronie sprawiedliwości, rozwiewa oczyma swemi każdą niecność. "
Proverbs 20:9,"Któż powiedzieć może: zdjąłem zmazę z mego serca, czysty jestem od grzechów moich. "
Proverbs 20:10,"Dwojaka waga i dwojaka miara, - obie one ohydą Wiekuistemu. "
Proverbs 20:11,"Już chłopię poznać się daje w postępkach swoich, czy czystą będzie i prawą działalność jego. "
Proverbs 20:12,"Ucho, które słyszy, i oko, które widzi, obydwa utworzył Wiekuisty. "
Proverbs 20:13,"Nie kochaj się w spaniu, abyś nie zubożał; trzymaj oczy swe otwarte a nasycisz się chlebem. "
Proverbs 20:14,"Liche to, liche! mówi kupujący; ale gdy odchodzi chwali się. "
Proverbs 20:15,Jest złota i korali mnóstwo; ale klejnotem najcenniejszym są usta rozumne. 
Proverbs 20:16,"Zabierz mu szatę jego, gdyż za obcego zaręczył, a zabierz mu ją w zastaw za tę cudzą. "
Proverbs 20:17,"Słodkim człowiekowi chleb obłudy, w następstwie jednak napełniają się usta jego żwirem. "
Proverbs 20:18,"Utwierdzają się zamysły przez radę wspólną, a tylko rozważnymi sposobami prowadź wojnę. "
Proverbs 20:19,"Kto tajemnice zdradza, krąży jako oszczerca; przeto nie zadawaj się z takim, który usta swe rozwiera. "
Proverbs 20:20,"Kto ojcu albo matce swej złorzeczy, tego światło zgaśnie śród ponurej ciemności. "
Proverbs 20:21,"Spuścizna zdobyta szybko z początku, nie będzie błogosławiona na końcu. "
Proverbs 20:22,Nie powiadaj: Odpłacę złem; ufaj Wiekuistemu a dopomoże ci. 
Proverbs 20:23,"Ohydą Wiekuistemu jest dwojaka waga, a szale fałszywe nie dobra to rzecz. "
Proverbs 20:24,Przez Wiekuistego kierowane są kroki ludzkie; jakże by mógł człowiek wyrozumieć drogę swoją? 
Proverbs 20:25,Zasadzką to dla człowieka bez rozmysłu wołać: poświęcone! a następnie dopiero śluby rozważać. 
Proverbs 20:26,"Wydziela niegodziwych król mądry, i puszcza następnie koło po nich. "
Proverbs 20:27,Światłem Wiekuistego jest dusza człowieka; przenika ono wszystkie tajniki wnętrza. 
Proverbs 20:28,"Miłosierdzie i prawda strzegą króla, a wspiera on miłosierdziem tron swój. "
Proverbs 20:29,"Ozdobą młodzieńców jest ich siła, a strojem starców włos siwy. "
Proverbs 20:30,"Pręgi wrzynające się wyczyszczają zło, mianowicie cięgi wnikające do tajników wnętrza. "
Proverbs 21:1,Niby potoki wody jest serce króla w ręku Wiekuistego; dokądkolwiek Mu się podoba kieruje niem. 
Proverbs 21:2,"Każdą drogę swoją poczytuje człowiek za prostą, ale jest to Wiekuisty, który serca waży. "
Proverbs 21:3,Pełnienie sprawiedliwości i słuszności milsze Wiekuistemu niż ofiary rzeźne. 
Proverbs 21:4,"Wyniosłość oczu i nadętość serca, ta rola niegodziwych, jest sama już grzechem. "
Proverbs 21:5,Zamysły skrzętnego wiodą do dostatku; ale każdy gorączkujący się dochodzi tylko do nędzy. 
Proverbs 21:6,"Skarby, kłamliwym językiem zdobyte, są jako tchnienie ulotne takich, którzy śmierci szukają. "
Proverbs 21:7,"Łupieztwo niegodziwych pociągnie ich za sobą, wzbraniają się bowiem słuszność pełnić. "
Proverbs 21:8,"Krętą jest droga człowieka wyrodnego, czysty jednak - prawą jest działalność jego. "
Proverbs 21:9,"Lepiej na okapie dachu mieszkać, niż z kobietą swarliwą w domu wspólnym. "
Proverbs 21:10,Dusza niegodziwca łaknie złego; nie znajdzie u niego zmiłowania i własny towarzysz. 
Proverbs 21:11,"Gdy się nakłada karę na szydercę, nabiera kiep rozumu, ale gdy się naucza mądrego, nabywa on doświadczenia. "
Proverbs 21:12,"Zastanawia się sprawiedliwy nad domem niegodziwego, gdy On niegodziwych w niedolę wtrącił. "
Proverbs 21:13,"Kto na wołanie biednego ucho swe zatyka, ten i sam wołać będzie a nie znajdzie posłuchu. "
Proverbs 21:14,"Dar tajemny uśmierza gniew, a datek w zanadrzu silną zapalczywość. "
Proverbs 21:15,"Radością jest dla sprawiedliwego sprawiedliwość spełnić, ale zgrozą dla złoczyńców. "
Proverbs 21:16,"Człowiek, który z drogi rozsądku zbacza, spocznie niezadługo w zgromadzeniu cieni. "
Proverbs 21:17,"W niedostatek wpada, kto w rozkoszach się lubuje; kto miłuje wino i olejki nie zbogaci się. "
Proverbs 21:18,"Okupem za sprawiedliwego będzie niegodziwy, a miejsce prawych zajmie przeniewierca. "
Proverbs 21:19,"Lepiej w pustym kraju zamieszkać, aniżeli z kobietą swarliwą i złośliwą. "
Proverbs 21:20,"Skarb drogocenny i oliwa jest w siedzibie mędrca, ale człowiek głupi marnuje go. "
Proverbs 21:21,"Kto za cnotą i miłosierdziem dąży, znajduje życie, cnotę i cześć. "
Proverbs 21:22,"Na miasto mocarzy nachodzi mędrzec i burzy warownię, na której polegało. "
Proverbs 21:23,"Kto strzeże ust i języka swego, ochrania od utrapień życie swoje. "
Proverbs 21:24,"Butny, zuchwały, szydercą zwany, działa w szale pychy. "
Proverbs 21:25,"Pożądliwość próżniaka zabija go, bo wzdragają się ręce jego pracować. "
Proverbs 21:26,"Bezustannie pała on pożądliwością, sprawiedliwy jednak użycza a nie szczędzi. "
Proverbs 21:27,"Ohydą jest ofiara niegodziwego, zwłaszcza gdy ją za sprośny czyn składa. "
Proverbs 21:28,"Świadek kłamliwy zginie, kto jednak świadczy co słyszał, będzie statecznie mówił. "
Proverbs 21:29,"Harde oblicze pokazuje człowiek niegodziwy, prawy jednak prostuje postępowanie swoje. "
Proverbs 21:30,"Niemasz mądrości, ani rozumu, ani rady wobec Wiekuistego. "
Proverbs 21:31,"Rumak przyszykowany na dzień boju, ale od Wiekuistego przychodzi zwycięstwo. "
Proverbs 22:1,"Cenniejszem imię nad bogactwo wielkie, nad srebro i złoto wziętość dobra. "
Proverbs 22:2,Bogaty i biedny stykają się wzajemnie: stwórcą ich obudwu Wiekuisty. 
Proverbs 22:3,Mądry przewiduje nieszczęście i chroni się; głupcy zapędzają się i muszą pokutować. 
Proverbs 22:4,"Za pokorą i bogobojnością idzie bogactwo, cześć i życie. "
Proverbs 22:5,"Ciernie i zasadzki są na drodze przewrotnego, kto życia swego strzeże, stroni od nich. "
Proverbs 22:6,Wychowuj chłopca według drogi jego; i wtedy gdy się zestarzeje nie zboczy od niej. 
Proverbs 22:7,"Bogaty nad ubogimi panuje, a jest dłużnik sługą wierzyciela. "
Proverbs 22:8,"Kto krzywdę wysiewa zbierze niedolę, a bicz jego zaciekłości się skończy. "
Proverbs 22:9,"Kto życzliwe ma oko, ubłogosławiony będzie, albowiem udziela chleba swego biednemu. "
Proverbs 22:10,"Wypędź szydercę a ustanie zwada, a uspokoi się spór i sromota. "
Proverbs 22:11,"Miłuje On tego, kto ma serce czyste; czyje usta wdzięczne tego przyjacielem król. "
Proverbs 22:12,"Oczy Wiekuistego ochraniają mężów poznania, ale sprawom przeniewiercy gotuje upadek. "
Proverbs 22:13,"Rzecze leniwy: lew na drodze, w pośrodku ulicy mogę być zamordowany. "
Proverbs 22:14,"Jamą głęboką są usta kobiet cudzych; przeklęty od Wiekuistego, wpada tam. "
Proverbs 22:15,"Jeżeli głupota przylgnęła do serca chłopca, rózga napomnienia oddali ją od niego. "
Proverbs 22:16,"Gnębi się nieraz biednego, aby mu mienia przysporzyć; daje się bogatemu, aby go w nędzę wtrącić. "
Proverbs 22:17,"Nakłoń ucho i słuchaj słów mędrców, a skieruj twe serce ku nauce mojej. "
Proverbs 22:18,"Bo błogo ci, jeśli je zachowasz we wnętrzu swojem, jeśli się utwierdzą razem na ustach twoich. "
Proverbs 22:19,"Abyś w Wiekuistym miał zaufanie, wyłuszczam ci je dzisiaj, zwłaszcza tobie. "
Proverbs 22:20,"Wszak napisałem ci już prawidła, wraz z radami i objaśnieniami. "
Proverbs 22:21,"Aby cię poznajomić z istotą słów prawdy, abyś słowa prawdy mógł podać tym, którzy rady twej zasięgną. "
Proverbs 22:22,"Nie krzywdź biednego dlatego że biedny, a nie gnęb ubogiego w bramie. "
Proverbs 22:23,"Albowiem Wiekuisty poprowadzi ich sprawę, a zabierze życie tym, którzy ich ograbiają. "
Proverbs 22:24,Nie spoufalaj się z popędliwym; a z człowiekiem zapalczywym się nie zadawaj. 
Proverbs 22:25,"Abyś się nie nauczył ścieżek jego, a nie przygotował sideł dla duszy twojej. "
Proverbs 22:26,"Nie bądź z tych, którzy rękę dają, którzy za długi zaręczają. "
Proverbs 22:27,"Bo jeślibyś nie miał czem zapłacić, czemu mają zabrać pościel twą z pod ciebie. "
Proverbs 22:28,"Nie przesuwaj granicy odwiecznej, którą ustanowili ojcowie twoi. "
Proverbs 22:29,"Jeżeliś zauważył człowieka biegłego w swym zawodzie, przed obliczem królów on stanie, choć nie ostoi się przed czernią. "
Proverbs 23:1,"Jeżeli zasiądziesz do uczty z władcą, rozważ dobrze kogo masz przed sobą. "
Proverbs 23:2,"Inaczej kładziesz nóż na własne gardło, jeśli chciwy jesteś. "
Proverbs 23:3,"Nie pożądaj jego łakoci, bo chleb to zwodniczy. "
Proverbs 23:4,"Nie wysilaj się na zbieranie bogactw, z własnej rozwagi twej zaniechaj. "
Proverbs 23:5,"Azali puścisz oczy twoje w pogoń za tem, co zniknie? Niezawodnie bowiem uczyni sobie skrzydła, niby orzeł, który ku niebu ulatuje. "
Proverbs 23:6,"Nie pożywaj chleba nieżyczliwego, a nie pożądaj łakoci jego. "
Proverbs 23:7,"Gdyż jakby obliczał w duszy - już taki on; jedz i pij, powiada tobie, ale serce jego nie jest z tobą. "
Proverbs 23:8,"Kęs, któryś spożył chciałbyś znowu wyplunąć, a straciłeś daremnie uprzejme twe słowa. "
Proverbs 23:9,"W uszy głupca nie rozprawiaj, bo on tylko pogardę ma dla rozumnych słów twoich. "
Proverbs 23:10,"Nie przesuwaj granicy odwiecznej, a w pole sierot nie wkraczaj. "
Proverbs 23:11,Albowiem wybawca ich mocny - On poprowadzi sprawę ich z tobą! 
Proverbs 23:12,"Skieruj serce twe ku napomnieniu, a uszy twoje ku słowom rozumnym. "
Proverbs 23:13,"Nie szczędź chłopcu napomnienia; jeżeli oćwiczysz go rózgą, nie umrze. "
Proverbs 23:14,"Ty wprawdzie rózgą go ćwiczysz, ale duszę jego z przepaści wybawiasz. "
Proverbs 23:15,"Synu mój, jeśli serce twe mądrości nabierze, ucieszy się i serce moje we mnie. "
Proverbs 23:16,"Zadrżą też radością wnętrza moje, gdy usta twe wygłoszą rzeczy proste. "
Proverbs 23:17,"Niechaj nie zajrzy serce twe grzesznym, lecz bojaźni Wiekuistego trzymaj się ustawicznie. "
Proverbs 23:18,"Bo zaprawdę, jest jeszcze przyszłość, a nadzieja twoja nie zaginie. "
Proverbs 23:19,"Posłuchaj ty, synu mój, a nabierz mądrości, a skieruj serce twe na prostą drogę. "
Proverbs 23:20,"Nie przebywaj z tymi, którzy się opijają winem, którzy się mięsiwem obżerają. "
Proverbs 23:21,"Bo opój i żarłok zubożeje, a w łachmany przyodziewa ospałość. "
Proverbs 23:22,"Słuchaj ojca twego, który cię spłodził, a nie pogardzaj matką twoją przeto, że się zestarzała. "
Proverbs 23:23,"Prawdę nabywaj, a nie sprzedawaj, mądrość, karność i rozwagę. "
Proverbs 23:24,Głośno się raduje ojciec cnotliwego; kto zrodził mędrca cieszy się nim. 
Proverbs 23:25,"Niechajże się cieszy ojciec twój i matka twoja, niechże się raduje ta, która cię urodziła. "
Proverbs 23:26,"Oddaj mi, synu mój, serce twoje, a twoje oczy oby drogi moje umiłowały. "
Proverbs 23:27,"Gdyż jamą głęboką jest nierządnica, a ciasną studnią obca. "
Proverbs 23:28,"Nadto ona jako rozbójnik czyha, a wiarołomnych wpośród ludzi mnoży. "
Proverbs 23:29,Komuż bieda dolega? komu cierpienie? komu swary? komu żale? komuż rany bez przyczyny? komu zaczerwienione oczy? 
Proverbs 23:30,"Tym, którzy do późna przesiadują przy winie, którzy przychodzą, by napój wypróbować. "
Proverbs 23:31,"Nie spoglądaj na wino jak się czerwieni, jak w puharze się perli, jak gładko się ześlizguje. "
Proverbs 23:32,"W końcu jak wąż kąsa, jak bazyliszek jadem pryska. "
Proverbs 23:33,"Oczy twoje dziwne rzeczy widzą, a serce twoje przewrotności prawi. "
Proverbs 23:34,"A jesteś jako ten, który w pośrodku morza leży a na wierzchołku masztu śpi. "
Proverbs 23:35,"""Pobili mnie, nie zaznałem bólu; potłukli mnie, nie odczułem tego. Kiedyż się rozbudzę? Rozpocznę na nowo, będę go dalej szukał!"" "
Proverbs 24:1,"Nie zajrzyj ludziom niecnym, a nie pragnij przebywać z nimi. "
Proverbs 24:2,"Gdyż o grabieży rozmyśla serce ich, a o krzywdzie rozprawiają ich usta. "
Proverbs 24:3,"Mądrością bywa dom zbudowany, a roztropnością tylko utwierdzony. "
Proverbs 24:4,"Rozwagą też napełniają się komory, wszelakiem mieniem kosztownem i przyjemnem. "
Proverbs 24:5,Człowiek mądry wyposażony jest siłą; a mąż roztropny objawia moc. 
Proverbs 24:6,"Albowiem rozważnymi sposobami prowadzić należy wojnę, a zwycięztwo jest tam, gdzie dużo radców. "
Proverbs 24:7,Niedościgłą dla głupca mądrość; nie otwiera on w bramie ust swoich. 
Proverbs 24:8,"Kto szkodzić zamierza, tego mistrzem niecności nazywają. "
Proverbs 24:9,"Przedsięwzięciem niedorzecznem jest grzech, a ohydą ludziom szyderca. "
Proverbs 24:10,"Jeśliś zwątpił w dniu niedoli, wątłą też siła twoja. "
Proverbs 24:11,"Wybawiaj wleczonych na śmierć, a gdy na rzeź się potaczają, staraj się temu zapobiedz. "
Proverbs 24:12,"Jeślibyś rzekł: Myśmy o tem nie wiedzieli! Zaprawdę, Ten co serca bada, On to przenika, a który nad duszą twą czuwa, On to wie, i odpłaci człowiekowi wedle czynu jego. "
Proverbs 24:13,"Pożywaj, synu mój, miód, gdyż smaczny jest, a patokę, gdyż słodka dla podniebienia twojego. "
Proverbs 24:14,"Ale tak samo poczytaj mądrość dla duszy twojej; Jeśliś ją pozyskał, jest przyszłość, a nadzieja twoja nie zaginie. "
Proverbs 24:15,"Nie wypatruj, niegodziwcze, sadyby sprawiedliwego, a nie opustoszaj miejsca wypoczynku jego. "
Proverbs 24:16,"Bo siedmiokrotnie pada sprawiedliwy a dźwiga się znowu, ale niegodziwi gdy się potkną, pozostaną w nieszczęściu. "
Proverbs 24:17,"Gdy upadł wróg twój nie ciesz się, a gdy się potknął niechaj nie raduje się serce twoje. "
Proverbs 24:18,"Aby tego Wiekuisty nie ujrzał, a na ten widok się obruszył, tak iżby odwrócił od niego gniew swój na ciebie. "
Proverbs 24:19,"Nie oburzaj się na złoczyńców, nie zajrzyj niegodziwym. "
Proverbs 24:20,Bo niemasz przyszłości dla niecnych; pochodnia niegodziwych zgaśnie. 
Proverbs 24:21,"Obawiaj się Wiekuistego, synu mój, i króla; z wichrzycielami się nie zadawaj. "
Proverbs 24:22,"Albowiem nagle nastanie ich ruina, a klęska obydwóch, któż ją przewidzi? "
Proverbs 24:23,I te wyrzeczenia pochodzą od mędrców: Uwzględnianie osób w sądzie jest rzeczą niegodziwą. 
Proverbs 24:24,"Kto do niegodziwca powiada: tyś sprawiedliwy, tego przeklinać będą ludy, temu złorzeczyć będą narody. "
Proverbs 24:25,"Ale, tym, którzy wyświetlają, błogo im, a spłynie na nich błogosławieństwo dobrych. "
Proverbs 24:26,"W usta całuje, kto właściwą odpowiedź daje. "
Proverbs 24:27,"Urządź na zewnątrz sprawy twoje, przyszykuj je na polu sobie, a następnie dopiero wybuduj dom swój. "
Proverbs 24:28,Nie bądź niepowołanym świadkiem przeciw bliźniemu twemu; czyżbyś chciał zwodzić ustami swojemi? 
Proverbs 24:29,"Nie mów: Jako on mi uczynił, tak uczynię jemu; odpłacę temu człowiekowi wedle zasługi jego. "
Proverbs 24:30,"Mimo pola człowieka opieszałego przechodziłem, i mimo winnicy człowieka bezmyślnego. "
Proverbs 24:31,"A oto zarosła cała pokrzywą, powierzchnia jej pokryta była chwastem, a ogrodzenie jej kamienne było rozwalone. "
Proverbs 24:32,"Ja zaś patrzałem, zwróciłem na to uwagę moją, spojrzałem, i powziąłem ztąd przestrogę. "
Proverbs 24:33,"Tak, jeszcze cokolwiek się przespać, cokolwiek podrzemać, cokolwiek składać ręce - dla wypoczynku. "
Proverbs 24:34,"Aż nadchodzi jako włóczęga ubóstwo twoje, a niedostatek twój jako tarczą zbrojny. "
Proverbs 25:1,"Oto również przysłowia Salomona, które spisali mężowie Chiskjasza, króla judzkiego. "
Proverbs 25:2,"Chwałą Boga jest rzecz zataić, ale chwałą króla rzecz zbadać. "
Proverbs 25:3,Niebo wzwyż a ziemia w głąb - a serce królów niezbadane. 
Proverbs 25:4,"Niechaj się żużle z srebra wydzielą, a uda się złotnikowi naczynie. "
Proverbs 25:5,"Niechaj niegodziwych z przed oblicza króla usuną, a utrwali się sprawiedliwością tron jego. "
Proverbs 25:6,"Nie pysznij się wobec króla, a na miejscu wielkich nie stawaj. "
Proverbs 25:7,"Albowiem lepiej, aby ci powiedziano: posuń się wyżej, niż, aby cię poniżono przed znakomitym, dlatego że się podniosły oczy twoje. "
Proverbs 25:8,"Nie występuj skwapliwie do sporu, bo cóż poczniesz w następstwie, gdy cię przeciwnik twój zawstydzi? "
Proverbs 25:9,"Prowadź spór twój z bliźnim, ale tajemnicy cudzej nie zdradzaj. "
Proverbs 25:10,"Aby cię nie lżył, kto to usłyszy, i aby niesława twoja nigdy już nie ustała. "
Proverbs 25:11,"Złote jabłuszka na cyzelowanych naczyniach srebrnych, tak słowo wypowiedziane stosownie do właściwych swych okoliczności. "
Proverbs 25:12,"Kolczyk złoty z klejnotem błyszczącym, tak mówca mądry wobec uważnego ucha. "
Proverbs 25:13,"Jako chłód śnieżny w porze żniwa, tak posłaniec wierny mocodawcom swoim; orzeźwia on duszę pana swego. "
Proverbs 25:14,Chmury i wiatr a deszczu brak - tak człowiek chełpiący się darem zwodniczym. 
Proverbs 25:15,"Cierpliwością daje się książę ugiąć, a język łagodny kruszy kości. "
Proverbs 25:16,"Jeśliś miód znalazł, pożywaj podostatkiem, abyś się nim nie przesycił a go znowu nie zrzucił. "
Proverbs 25:17,"Rzadziej stawiaj nogę w domu przyjaciela twego, aby się nie przesycił tobą, a nie znienawidził cię. "
Proverbs 25:18,"Młot i miecz i strzała ostra, tak człowiek, składający przeciw bliźniemu fałszywe świadectwo. "
Proverbs 25:19,"Ząb spróchniały i noga chwiejna, tak poleganie na zdrajcy w dzień niedoli. "
Proverbs 25:20,"Zrzucającym szaty w dniu chłodnym, rozlewającym ocet na ług, jest wyśpiewujący pieśni sercu znękanemu. "
Proverbs 25:21,"Jeżeli nieprzyjaciel twój łaknie, nakarm go chlebem, jeżeli pragnie napój go wodą. "
Proverbs 25:22,Inaczej zgarniałbyś zarzewia na głowę jego - tobie zaś zapłaci Wiekuisty. 
Proverbs 25:23,"Wiatr północny sprowadza deszcz, a twarze zasępione mowy uszczypliwe. "
Proverbs 25:24,"Lepiej na okapie dachu mieszkać, niż z kobietą swarliwą w wspólnym domu. "
Proverbs 25:25,"Woda zimna dla spragnionej duszy, a wieść pomyślna z ziemi dalekiej. "
Proverbs 25:26,"Źródło mętne i krynica zepsuta, - a sprawiedliwy, który wobec niegodziwego się ugina. "
Proverbs 25:27,"Zbytnie objadanie się miodem jest niezdrowe, a zbyt natężone poszukiwanie sławy, niesławą. "
Proverbs 25:28,"Miastem otwartem, pozbawionem już muru, człowiek nie mający hamulca dla ducha swojego. "
Proverbs 26:1,"Jak śnieg w lecie, jak deszcz we żniwa, tak nie przystoi cześć głupiemu. "
Proverbs 26:2,"Jak wróbel do pierzchania, jak jaskółka do odlotu, tak i klątwa niezasłużona - nie spełnia się. "
Proverbs 26:3,"Bicz na konia, wędzidło na osła, a rózga na grzbiet błaznów. "
Proverbs 26:4,"Nie odpowiadaj błaznowi wedle głupoty jego, abyś się z nim sam na równi nie postawił. "
Proverbs 26:5,"Odpowiedz błaznowi wedle głupoty jego, aby się nie uważał za mędrca w własnych oczach. "
Proverbs 26:6,"Jakby nogi sobie obciął, a krzywdę połknął, kto załatwia sprawy przez błazna. "
Proverbs 26:7,"Zwisają golenie u chromego, a przysłowie z ust błaznów. "
Proverbs 26:8,"Jak gdyby przywiązywał kamień do procy, tak ten, który składa cześć błaznowi. "
Proverbs 26:9,"Cierń wniknął w rękę opoja, a przypowieść w usta błaznów. "
Proverbs 26:10,"Możny rzuca postrach na wszystkich, jeżeli przyjmuje do służby błaznów i włóczęgów. "
Proverbs 26:11,"Jak pies wraca do plwocin swoich, tak powtarza błazen swoją niedorzeczność. "
Proverbs 26:12,"Jeżeli widzisz człowieka, który się sam za mędrca poczytuje - tedy spodziewaj się po błaźnie więcej niż po nim. "
Proverbs 26:13,"Leniwy powiada: lew na drodze, lew pośrodku ulic. "
Proverbs 26:14,"Obracają się drzwi na zawiasach swoich, a leniwiec na swem łożu. "
Proverbs 26:15,"Gdy leniwy rękę do misy włożył, za ciężko mu ją znowu do ust powieść. "
Proverbs 26:16,"Mędrszy leniwy w oczach swoich, niżeli siedmiu, zdolnych trafnie odpowiadać. "
Proverbs 26:17,"Psa za uszy pociąga, przechodzień, unoszący się nad kłótnią, która go nie obchodzi. "
Proverbs 26:18,"Jak szaleniec, rzucający strzały płomienne i pociski śmiertelne, "
Proverbs 26:19,"Tak ten, który bliźniego swego oszukał, a następnie powiada: jam wszak żartował tylko. "
Proverbs 26:20,"Gdzie drew nie staje, gaśnie ogień, a gdzie zausznika niema, ucicha kłótnia. "
Proverbs 26:21,"Węgle do żaru, a drwa do ognia, a człowiek swarliwy do wzniecania waśni. "
Proverbs 26:22,"Słowa zausznika są jak łakocie, a wnikają głęboko do tajników wnętrza. "
Proverbs 26:23,"Srebrną pianą, którą pokryta skorupa, są płomienne usta a serce niecne. "
Proverbs 26:24,"Ustami swemi zmyśla nieprzyjaciel, ale we wnętrzu swojem ukrywa zdradę. "
Proverbs 26:25,"Gdy wdzięcznym przemawia głosem nie dowierzaj mu, bo siedmioraka ohyda w sercu jego. "
Proverbs 26:26,"Choćby się nienawiść obłudą okrywała, to jednak złość jej publicznie się objawi. "
Proverbs 26:27,"Kto dół kopie wpadnie weń, a kto kamień wtacza, na tego napowrót spadnie. "
Proverbs 26:28,"Język kłamliwy nienawidzi swych gnębionych, a usta gładkie przygotowują upadek. "
Proverbs 27:1,"Nie przechwalaj się dniem jutrzejszym, nie wiesz bowiem co może zrodzić dzień dzisiejszy. "
Proverbs 27:2,"Niechaj chwali cię inny a nie usta twoje, obcy a nie własne twe wargi. "
Proverbs 27:3,Ciężar kamienia i waga piasku - ale gniew błazna od obu cięższy. 
Proverbs 27:4,Zapalczywości okrucieństwo i gniewu poryw - ale któż ostoi się wobec zazdrości? 
Proverbs 27:5,"Lepszą przygana jawna, niż przyjaźń skryta. "
Proverbs 27:6,"Szczere są rany przez przyjaciela zadane, ale zbyt obfite są pocałunki wroga. "
Proverbs 27:7,"Syty i patokę podepcze, głodny znajduje każdą gorycz słodką. "
Proverbs 27:8,"Jak ptak który uleciał od gniazda swego, tak człowiek który musiał ujść z miejsca swego. "
Proverbs 27:9,"Olejek i kadzidło rozweselają serce, ale więcej słodkie słowo przyjaciela z gotowej do rady duszy. "
Proverbs 27:10,"Przyjaciela twego i przyjaciela ojca twego nie opuszczaj, a do domu brata twego nie wchodź w dzień nieszczęścia twojego. Lepszy sąsiad bliski, niżeli brat daleki. "
