Index Title,Isaiah
Isaiah 36:17,"Aż przyjdę i zabiorę was do ziemi podobnej do ziemi waszej, do ziemi zboża i moszczu, do ziemi chleba i winnic. "
Isaiah 36:18,"Aby was nie zwodził Chiskjahu, mówiąc: Wiekuisty ocali nas! Alboż ocalili bogowie ludów, każdy ziemię swoję z ręki króla Aszur? "
Isaiah 36:19,"Gdzież byli bogowie Chamatu i Arpadu, gdzie bogowie Sefarwaim, i czyż ocalili Szomron z ręki mojej? "
Isaiah 36:20,"Któreż to ze wszystkich bóstw tych ziem ocaliły kraj swój z ręki mojej, żeby ocalić miał Wiekuisty Jeruszalaim z ręki mojej? "
Isaiah 36:21,Oni wszakże milczeli i nie odpowiedzieli mu słowa; bo rozkaz był króla taki: Nie odpowiadajcie mu. 
Isaiah 36:22,"I przyszedł Eljakim, syn Chilkji, przełożony domu, i Szebna pisarz, i Joach, syn Asafa, dziejopis do Chiskji z rozdartemi szaty i powtórzyli mu słowa Rabszaki. "
Isaiah 37:1,I stało się gdy usłyszał to król Chiskjahu rozdarł szaty swoje i oblókł się w wór i wszedł do domu Wiekuistego. 
Isaiah 37:2,"I posłał Eljakima, przełożonego domu, i Szebnę pisarza, i starszych z kapłanów obleczonych w wory do Jeszaji, syna Amoca, proroka. "
Isaiah 37:3,"I rzekli do niego: Tak powiedział Chiskjahu: Dniem utrapienia i sponiewierania i bluźnienia jest dzień ten. Bo doszedł płód do macierzyzny, a niema siły do porodu. "
Isaiah 37:4,"Może usłyszy Wiekuisty, Bóg twój, słowa Rabszaki, którego posłał król Aszuru, pan jego, aby urągał Bogu żywemu i pomścił się za mowy, jakie słyszał Wiekuisty, Bóg twój; więc zanieś modlitwę za szczątek pozostały. "
Isaiah 37:5,Przyszli tedy słudzy króla Chiskji do Jeszaji. 
Isaiah 37:6,"I rzekł do nich Jeszajahu: Tak powiecie panu waszemu: Tak rzecze Wiekuisty: Nie obawiaj się słów tych, któreś słyszał, któremi bluźnili Mnie pachołki króla Aszuru. "
Isaiah 37:7,"Oto podam mu tę myśl, aby usłyszawszy wieść, powrócił do kraju swojego, a wtedy zagubię go mieczem w własnym kraju jego. "
Isaiah 37:8,"Tymczasem wrócił Rabszakeh i znalazł króla Aszuru walczącego przeciw Libnah, - słyszał bowiem, że wyruszył był z Lachisz. "
Isaiah 37:9,"I usłyszał o Tyrhaku, królu Kuszyckim jak mówiono: Oto wyruszył, aby walczył przeciwko tobie; co usłyszawszy wysłał posłów do Chiskji z temi słowy: "
Isaiah 37:10,"Tak powiecie Chiskji, królowi Jehudy: Niech cię nie zwodzi Bóg twój, któremu ty ufasz, mówiąc: Nie będzie wydane Jeruszalaim w rękę króla Aszuru. "
Isaiah 37:11,"Otoś słyszał co poczynili królowie Aszuru wszystkim ziemiom, jak je zniszczyli, a tybyś miał być ocalony? "
Isaiah 37:12,"Czyż ocalili bogowie ludów te, które wygubili ojcowie moi: Gozan i Charan, i Recef, i synów Eden co w Telassar. "
Isaiah 37:13,"Gdzież król Chamatu i król Arpadu i król miasta Sefarwaim, Hena i Iwa? "
Isaiah 37:14,"I wziął Chiskjahu list z rąk posłów i przeczytał go, i wstąpił do domu Wiekuistego i rozwinął go Chiskjahu przed Wiekuistym. "
Isaiah 37:15,"I modlił się Chiskjahu Wiekuistemu, i rzekł: "
Isaiah 37:16,"Wiekuisty zastępów, Boże Israela, który zasiadasz nad Cherubami! Tyś sam jeden Bogiem wszystkich królestw ziemi, Tyś stworzył niebo i ziemię. "
Isaiah 37:17,"Skłoń Wiekuisty, ucho Twoje i słuchaj, roztwórz Wiekuisty oczy Twoje i wejrzyj, i usłysz wszystkie słowa Sanheryba, które wystosował, aby lżyć Boga żywego! "
Isaiah 37:18,"Wprawdzie o Wiekuisty, spustoszyli królowie Aszuru wszystkie te krainy i ziemię ich. "
Isaiah 37:19,"I powrzucali bogi ich w ogień; a gdy nie są to bogowie, a tylko robota rąk ludzkich, - drzewo i kamienie - zniszczyć téż je mogli. "
Isaiah 37:20,"A teraz o Wiekuisty, Boże nasz, wybaw nas z ręki jego, aby poznały wszystkie królestwa ziemi, żeś Ty Wiekuisty jedyny. "
Isaiah 37:21,"I posłał Jeszajahu, syn Amoca, do Chiskji, mówiąc: Tak rzecze Wiekuisty, Bóg Israela: O coś mnie błagał względem Sanheryba, króla Aszuru, "
Isaiah 37:22,"Takie jest słowo, które wyrzekł Wiekuisty o nim: Gardzi tobą, wyśmiewa cię dziewicza córa Cyonu; potrząsa głową za tobą córa Jeruszalaim. "
Isaiah 37:23,"Komużeś bluźnił i urągał, i przeciw komu podniosłeś głos twój, i wzniosłeś tak wysoko oczy twoje! - przeciw Świętemu Israela! "
Isaiah 37:24,"Przez sługi twoje bluźniłeś Panu, i powiedziałeś: ""Z mnóstwem wozów moich dotarłem ja do szczytu gór, do krańców Libanu, i ściąłem rosłe cedry jego, dobór cyprysów jego i wstąpiłem na najwyższy wierzchołek jego, do równego sadowi lasu jego. "
Isaiah 37:25,"Jam kopał - i pił wody, ja téż wysuszę krokiem stóp moich wszystkie strumienie Macoru"". "
Isaiah 37:26,"Czyżeś nie słyszał, żem to od dawna ustanowił, od czasów pierwotnych zarządził? Teraz sprowadziłem to, i powołany zostałeś, abyś burzył w zwaliska rozrzucone, miasto warowne. "
Isaiah 37:27,"A mieszkańcy ich bezsilni, strwożyli się i zmieszali; stali się jako trawa polna i jako zieleniejąca się bylina, jako mech po dachach i śmieć przed kłoszeniem się. "
Isaiah 37:28,"Ale legowisko twoje i wyjście i wejście twoje znałem, i zżymanie się twoje na Mnie: "
Isaiah 37:29,"Ponieważ zżymanie się twoje na mnie i zuchwalstwo twoje doszło uszu Moich; przeto wprawię kolce moje w nozdrza twe, a wędzidło Moje w usta twoje, i powiodę cię napowrót, drogą którąś przyszedł. "
Isaiah 37:30,"A ten téż miej sobie znak: Żywić się będą tego roku samosiewką, roku téż drugiego ziarnem dziko wyrosłém, a roku trzeciego siać wam i żąć i sadzić winnice i pożywać owoce ich. "
Isaiah 37:31,"I zakorzeni się szczątek domu Jehudy pozostały, silniej u dołu, i wyda owoc u góry. "
Isaiah 37:32,"Bo z Jeruszalaim wynijdzie ostatek, a szczątek z góry Cyonu; rzewniwość Wiekuistego zastępów sprawi to. "
Isaiah 37:33,"Przeto tak rzecze Wiekuisty o królu Aszuru: Nie wkroczy on do miasta tego, ani wystrzeli doń strzały, ani wystąpi przed niém z tarczą, ani usypie przeciw niemu wału. "
Isaiah 37:34,"Drogą, którą przyszedł, tą się wróci, a do miasta tego nie wnijdzie, rzecze Wiekuisty. "
Isaiah 37:35,"I będę bronił miasta tego, aby je zachować gwoli Sobie i dla Dawida, sługi Mojego. "
Isaiah 37:36,"I wyszedł anioł Wiekuistego i poraził w obozie Aszuru sto ośmdziesiąt i pięć tysięcy. A gdy wstali zrana, a oto wszyscy trupy martwe. "
Isaiah 37:37,"Wyruszył tedy i poszedł i wrócił Sanheryb, król Aszuru i pozostał w Ninewie. "
Isaiah 37:38,"I stało się, gdy się korzył w domu Nisrocha, boga swojego, Adramelech i Szarecer synowie jego ugodzili go mieczem, a sami uszli do kraju Ararat. I panował syn jego Assarchaddon miasto niego. "
Isaiah 38:1,"W one dni zaniemógł Chiskjahu śmiertelnie. I przybył do niego Jeszajahu, syn Amoca, prorok, i powiedział mu: Tak rzecze Wiekuisty: Urządź dom twój, bo umrzesz, a nie wyzdrowiejesz. "
Isaiah 38:2,I obrócił Chiskjahu oblicze swe do ściany i modlił się do Wiekuistego. 
Isaiah 38:3,"I rzekł: O Wiekuisty! wspomnij, że postępowałem przed Tobą w prawdzie i sercem całém, a dobre w oczach Twoich czyniłem. I zapłakał Chiskjahu płaczem wielkim. "
Isaiah 38:4,"I doszło słowo Wiekuistego do Jeszaji, głosząc: "
Isaiah 38:5,"Idź a powiedz Chiskji: Słyszałem modlitwę twoję, widziałem łzę twoję: Oto dodaję do dni twoich piętnaście lat. "
Isaiah 38:6,I z ręki króla Aszuru ocalę cię i miasto to; a będę bronił miasta tego. 
Isaiah 38:7,"A ten miej sobie znak od Wiekuistego, że spełni Wiekuisty to, co wyrzekł. "
Isaiah 38:8,"Oto zwrócę cień stopni, który spuszczał się po stopniach Achaza na słońcu, wstecz o dziesięć stopni. I wróciło się słońce dziesięcią stopniami po stopniach, po których się było zniżyło. "
Isaiah 38:9,"Pismo Chiskji, króla Jehudy, gdy zachorował i wyzdrowiał z niemocy swojej. "
Isaiah 38:10,"Jam mniemał: w ciszy dni moich wnijdę do bram grobu, pozbawiony będę ostatka lat moich. "
Isaiah 38:11,"Jam mniemał: nie ujrzeć mi więcej Pana, Pana w krainie życia, nie oglądać mi już ludzi między mieszkańcami doczesności. "
Isaiah 38:12,"Byt mój zrywa się i unosi odemnie jako namiot pasterski; zwijam jako tkacz nić życia mojego; z przędziwa odetnie On mnie, - dziś, zanim noc, dokonasz mnie. "
Isaiah 38:13,"Pasowałem się do rana jak lew, tak gruchotał wszystkie kości moje; - dziś, zanim noc, dokonasz mnie. "
Isaiah 38:14,"Jako jaskółka zawodząca kwiliłem, gruchałem jako gołębica; tęskno zwracałem oczy moje ku górze: Wiekuisty, pokrzep mnie, weź mnie w opiekę! "
Isaiah 38:15,"Cóż mi teraz rzec! Wszak gdy On mi zapowiedział, On téż dokona. Pielgrzymować będę przez wszystkie lata moje dla goryczy duszy mej. "
Isaiah 38:16,Panie! przez nie się żyje i jedynie w nich życie ducha mojego; i tak dozwól mi wyzdrowieć i ożyć. 
Isaiah 38:17,"Oto na szczęście gorycz ma się zamieniła, boś wydarł miłościwie duszę moję z otchłani zbutwienia, boś rzucił za Siebie wszystkie winy moje. "
Isaiah 38:18,"Gdyż nie grób wysławia Cię, ani śmierć Cię wychwala; nie wyglądają zstępujący do grobu niezawodności Twojej. "
Isaiah 38:19,"Żywy, żywy, on Cię wysławia, jako ja dzisiaj; ojciec synom opowiada o niezawodności Twojej. "
Isaiah 38:20,"Wiekuisty, On ku pomocy mojej; przeto pieśni nasze wyśpiewywać będziemy po wszystkie dni żywota naszego w domu Wiekuistego. "
Isaiah 38:21,"I rzekł był Jeszajahu, aby przynieśli miazgę figową i natarli wrzód, a będzie uzdrowion. "
Isaiah 38:22,"Wtedy rzekł Chiskjahu: Jakiż to znak, że wstąpię do domu Wiekuistego! "
Isaiah 39:1,"Onego czasu wysłał Merodach - Baladan, syn Baladana, król Babelu list i dary do Chiskji; słyszał bowiem, że zaniemógł był i wyzdrowiał. "
Isaiah 39:2,"I był im rad Chiskjahu i pokazał im skarbiec swój srebro i złoto i korzenie i olejki przednie i całą zbrojownię swoję i wszystko co się znajdowało w skarbnicach jego. Nie było rzeczy, którejby nie pokazał im Chiskjahu w domu swoim i w całém władnictwie swojém. "
Isaiah 39:3,"Wtem przyszedł Jeszajahu, prorok, do króla Chiskji, i rzekł doń: Cóż powiedzieli ci mężowie, i zkąd przybyli do ciebie? I odpowiedział Chiskjahu: Z ziemi dalekiej przybyli do mnie, z Babelu. "
Isaiah 39:4,"I rzekł: Cóż widzieli w domu twoim? A odpowiedział Chiskjahu: Wszystko co w domu moim widzieli; niemasz rzeczy, którejbym nie pokazał im w skarbnicach moich. "
Isaiah 39:5,Tedy rzekł Jeszajahu do Chiskji: Słuchaj słowa Wiekuistego zastępów: 
Isaiah 39:6,"Oto dni przyjdą, a uniesioném będzie wszystko co w domu twoim, i co naskarbili ojcowie twoi aż po dziś dzień, do Babelu; nie zostanie nic, rzecze Wiekuisty. "
Isaiah 39:7,"I z synów twoich, którzy wynijdą z ciebie, których spłodzisz, pobiorą i będą podkomorzymi na dworze króla Babelu. "
Isaiah 39:8,"I rzekł Chiskjahu do Jeszaji: Dobrotliwém słowo Wiekuistego, któreś wypowiedział. I dodał: Bo będzie przynajmniej pokój i pewność za dni moich. "
Isaiah 40:1,"Pocieszajcie, pocieszajcie lud Mój, rzecze Bóg wasz. "
Isaiah 40:2,"Przemawiajcie do serca Jerozolimy i wołajcie do niej, że się skończyła jej służba, że odpuszczona jej wina: bo odebrała z ręki Wiekuistego w dwójnasób za wszystkie grzechy swoje. "
Isaiah 40:3,"Głos woła: Na puszczy gotujcie drogę Wiekuistego, prostujcie na stepie gościniec Bogu naszemu. "
Isaiah 40:4,"Każda dolina niech się podniesie, a każda góra lub wzgórze się zniży; i niech będą krzywizny równiną, a łańcuchy gór doliną. "
Isaiah 40:5,"Bo objawi się majestat Wiekuistego, a obaczy wszelkie ciało społem, że usta Wiekuistego to wyrzekły. "
Isaiah 40:6,"Głos woła: Zwiastuj! a inny odpowiada: Cóż mam zwiastować? Wszelkie ciało trawą, a wszelki wdzięk jego jako kwiecie polne. "
Isaiah 40:7,"Usycha trawa, więdnie kwiat, gdy duch Wiekuistego wionie nań; zaprawdę, trawą ten lud! "
Isaiah 40:8,"Usycha trawa, więdnie kwiat, ale słowo Boga naszego ostoi się na wieki. "
Isaiah 40:9,"Na górę wysoką wstąp, zwiastunko Cyońska, podnieś potężnie głos twój, zwiastunko Jeruszalaim! Podnieś, nie obawiaj się, powiedz miastom Jehudy: Oto Bóg wasz! "
Isaiah 40:10,"Oto Pan, Wiekuisty, z mocą nadchodzi, a ramię Jego włada zań; oto nagroda Jego z Nim, a odpłata Jego przed Nim. "
Isaiah 40:11,"Jako pasterz trzodę Swoję paść będzie, w ramieniu Swojém zgromadzi baranki, a na łonie Swojém je poniesie; karmiące zwolna poprowadzi. "
Isaiah 40:12,"Kto zmierzył garścią swoją wody, a niebiosa piędzią oznaczył, kto ujął miarą proch ziemi, a zważył na wadze góry, lub wzgórza na szalach? "
Isaiah 40:13,"Kto pokierował duchem Wiekuistego, a był mężem rady Jego, co Go oświecił? "
Isaiah 40:14,"Kogóż się radził, żeby Mu rozumu dodał, a nauczył Go o ścieżkach porządku, a nauczył Go wiedzy, i drogę umiejętności Mu wskazał? "
Isaiah 40:15,"Oto narody jako kropla z wiadra, i jako proszek na szalach poczytane; oto wyspy jako pyłek unosi. "
Isaiah 40:16,"I Liban nie stanie na opał, i zwierzyna jego nie starczy na całopalenie. "
Isaiah 40:17,Wszystkie narody jako nicestwo przed Nim; niżej próżności i marności poczytane są u Niego. 
Isaiah 40:18,"I do kogóż chcecie Boga porównać, i którąż podobiznę przeciwstawić Jemu? "
Isaiah 40:19,"Czy ów posąg, który odlewa rzeźbiarz, a złotnik złotem oprawia, i łańcuszkami srebrnymi przyozdabia? "
Isaiah 40:20,"Albo czyż od ubogiego ofiarowany? - Obiera on drzewo, któreby nie próchniało, rzemieślnika zdatnego szuka sobie, aby wygotował rzeźbę trwałą. "
Isaiah 40:21,Czyż nie wiecie? czyżeście nigdy nie słyszeli? czyż nie powiedziano od początku wam? czyżeście nie wyrozumieli podstaw ziemi? 
Isaiah 40:22,"Ten, który zasiada nad kręgiem ziemi, i nad mieszkańcami jej do szarańczy podobnymi, który rozpościera jako tkankę niebiosa, a rozpina je niby namiot do mieszkania; "
Isaiah 40:23,"On to obraca książęta w nicość, a sędziów ziemi w niwecz. "
Isaiah 40:24,"Jak gdyby nigdy osadzeni nie byli, jak gdyby potomstwa nie mieli, a nie zakorzenił się w ziemi pień ich: zaledwie powionął na nich, a już usychają, a wicher jako źdźbło ich unosi. "
Isaiah 40:25,"I do kogóż chcecie przyrównywać mnie, abym Mu był podobny? rzecze Święty. "
Isaiah 40:26,"Podnieście ku wysokości oczy wasze i obaczcie, kto to stworzył? On, który wywiódł w liczbie zastępy ich, który wszystkie po imieniu wyzywa; przed pełnym sił i potężnym mocą nic się nie ukryje. "
Isaiah 40:27,"Czemu powiadasz Jakóbie i mówisz Israelu: Zakrytą droga moja przed Wiekuistym, a do Boga mego sprawa moja nie dochodzi. "
Isaiah 40:28,"Czyżeś nie pojął, czyżeś nigdy nie słyszał? Bogiem wiecznym Wiekuisty, Twórcą krańców ziemi, nie ustanie On ani się strudzi; niedocieczona mądrość Jego. "
Isaiah 40:29,"Użycza znużonemu pokrzepienia, a bezsilnemu mocy dodaje. "
Isaiah 40:30,"Spracują się chłopięta i strudzą, a młodzieńcy się potkną i upadną; "
Isaiah 40:31,"Ale ufający Wiekuistemu odświeżają siłę, wznawiają loty jako orły, biegają a nie trudzą się, idą naprzód a nie nużą się. "
Isaiah 41:1,"Umilknijcie przedemną wybrzeża, i niechaj ludy siłę odświeżą! Niech się zbliżą i niech przemówią; społem do rozprawy przystąpmy. "
Isaiah 41:2,"Któż pobudził tego ze Wschodu, który zwycięstwo powołał w ślady swoje, narody sobie podbił i królów ujarzmił, podawszy ich jako proch pod miecz swój, a jako plewy rozproszone pod łuk swój? "
Isaiah 41:3,"Ściga je, przebiega bezpiecznie drogę, na której stopy jego nie postały? "
Isaiah 41:4,Kto to sprawił i dokonał? Kto powołał pokolenia od początku? - Ja Wiekuisty najpierwszy i u ostatnich ten sam. 
Isaiah 41:5,"Widzą to pobrzeża i drżą, krańce ziemi się trwożą, gromadzą się i nadchodzą. "
Isaiah 41:6,"Jeden chce drugiego wspomódz, a do brata swego woła: Nabierz otuchy! "
Isaiah 41:7,"Zachęca kowal złotnika, a gładzący młotkiem kującego na kowadle, powiada o spojeniu: dobrém ono, i przytwierdza je gwoździami, aby się nie ruszało. "
Isaiah 41:8,"Ale ty, Israelu, sługo mój, Jakóbie, któregom wybrał, rodzie Abrahama, ulubieńca Mego, "
Isaiah 41:9,"Ty, któregom ujął z krańców ziemi, a z kończyn jej powołał, a któremu powiedziałem: Sługą Moim ty, wybrałem cię, a nie porzuciłem. "
Isaiah 41:10,"Nie lękaj się, bom Ja z tobą, nie trwóż się, bom Ja Bóg twój! Ja cię pokrzepię i cię wspomogę i cię wesprę prawicą Mą zwycięzką. "
Isaiah 41:11,"Oto zawstydzą się i będą pohańbieni wszyscy, co pałają gniewem przeciw tobie; obrócą się w niwecz i wyginą przeciwnicy twoi. "
Isaiah 41:12,"Będziesz ich szukał, ale nie znajdziesz - ludzi zwady twojej; jako nicość i marność będą mężowie, którzy cię zwalczyć chcieli. "
Isaiah 41:13,"Bom Ja Wiekuisty, Bóg twój, który ujął prawicę twoję, który powiada do ciebie: Nie bój się, ja cię wspomogę! "
Isaiah 41:14,"Nie bój się robaczku, Jakóbie, garstko Israela! Ja cię wspomogę, rzecze Wiekuisty, a wybawcą twoim Święty Israela. "
Isaiah 41:15,"Oto uczynię cię jako cierlicę ostrą, nową, wielosieczną, pomłócisz góry i rozetrzesz, a wzgórza w plewę obrócisz. "
Isaiah 41:16,"Rozsiejesz je, a wiatr je rozniesie, a wicher rozmiecie je; ale ty rozradujesz się w Wiekuistym, Świętym Israela chlubić się będziesz. "
Isaiah 41:17,"Uciśnieni i ubodzy szukają wody, a niemasz jej; język ich od pragnienia spieczony. Ja Wiekuisty wysłucham ich, Ja, Bóg Israela, nie opuszczę ich. "
Isaiah 41:18,"Otworzę na nagich wierzchołkach strumienie, a wpośród dolin źródła, przemienię step w jeziora wód, a ziemię wyschłą w zdroje wód. "
Isaiah 41:19,"Zasadzę na pustyni cedr, akacyę, mirt i oliwnik; ustawię na stepie cyprys, klon i bukszpan rzędem. "
Isaiah 41:20,"Aby widzieli i poznali, zauważyli i zrozumieli społem, że ręka Wiekuistego to uczyniła, a Święty Israela to sprawił. "
Isaiah 41:21,"Przedłóżcie sprawę waszę, rzecze Wiekuisty, przytoczcie twierdzenia wasze, mówi król Jakóba. "
Isaiah 41:22,"Niechaj je przytoczą i powiedzą nam co się stanie; wypadki przeszłe - czemże były? Powiedzcie, abyśmy rozważyli w sercu naszém, a poznali następstwo ich; albo co przyszłość przyniesie oznajmcie nam. "
Isaiah 41:23,"Powiedzcie, co ma przyjść w następstwie, abyśmy poznali, żeście bogowie; albo chciejcie co złego wyrządzić lub dobrego, a zdumimy się i zobaczym społem. "
Isaiah 41:24,"Otoście mniej niż nicestwo, a dzieło wasze mniej niż tchnienie; ohydny ten, co sobie obrał was. "
Isaiah 41:25,"Pobudziłem go z północy, a przybył, ze wschodu słońca wygłasza imię Moje; kroczy on po książętach jak po błocie, i jako garncarz, co depce glinę. "
Isaiah 41:26,"Któż to zapowiedział z początku, żebyśmy wiedzieli, a przedtém, abyśmy rzec mogli: sprawiedliwie! Wszak nikt tego nie zapowiedział, i nikt nie oznajmił, i nikt nie słyszał słów waszych. "
Isaiah 41:27,"Pierwszy oznajmiłem Cyonowi: Oto, oto są! a Jeruszalaimowi zwiastuna dałem. "
Isaiah 41:28,"I oglądałem się, ale nie było nikogo, - żadnego roztropnego między tymi, abym się zapytał, a mogli dać odpowiedź. "
Isaiah 41:29,"Zaprawdę, wszyscy są marnością, - nicestwem sprawy ich, powiewem, pustotą odlewy ich. "
Isaiah 42:1,"Oto sługa Mój, wspieram go, wybraniec Mój, którego upodobała sobie dusza Moja: złożyłem na nim ducha Mojego, prawo narodom rozniesie. "
Isaiah 42:2,"Nie będzie wykrzykiwał ani szumiał, ani da słyszeć na ulicy głosu swojego. "
Isaiah 42:3,"Trzciny nadłamanej nie złamie, a knotu dotlewającego nie zagasi: według prawdy rozniesie prawo. "
Isaiah 42:4,"Nie osłabnie ani zegnie się, aż ustanowi na ziemi prawo, a za nauką jego pobrzeża zatęsknią. "
Isaiah 42:5,"Tak rzecze Bóg, Wiekuisty, który stworzył niebiosa i rozpostarł je, który rozprzestrzenił ziemię wraz z płodami jej, On który użycza tchnienia zaludnieniu na niej, a ducha tym, co pielgrzymują po niej: "
Isaiah 42:6,"Ja, Wiekuisty, powołałem cię ku zbawieniu, ujmę téż rękę twoję i zachowam cię, i ustanowię na sprzymierzenie się ludów, na światło narodom. "
Isaiah 42:7,"Aby otworzyć oczy zaślepione, aby wywieść z więzienia więzionych z domu zamknięcia pogrążonych w ciemności. "
Isaiah 42:8,"Ja, Wiekuisty, oto imię Moje, chwały Mojej innemu nie oddam, ani sławy Mojej posągom. "
Isaiah 42:9,"Pierwsze - oto się ziściły, a nowe (wypadki) zapowiadam; zanim zakiełkują ogłaszam je wam. "
Isaiah 42:10,"Zaśpiewajcie Wiekuistemu pieśń nową, sławę Jego od krańców ziemi, wy co puszczacie się na morze i wszystko co je napełnia, pobrzeża i mieszkańcy ich! "
Isaiah 42:11,"Niech podniosą głos pustynia i zagrody jej, sioła, które zamieszkuje Kedar; niech śpiewają mieszkańcy skał, ze szczytu gór niech wołają! "
Isaiah 42:12,"Niech składają Wiekuistemu cześć, a chwałę Jego po wybrzeżach niechaj głoszą. "
Isaiah 42:13,"Wiekuisty jako bohater wystąpi, jako mąż bojów wzbudzi zapał, zagrzmi i rzuci hasło, wrogom Swoim potężnym się okaże. "
Isaiah 42:14,"Milczałem od dawna, - czyż mam spokojnym zostać, wstrzymywać się, jako rodząca jęczeć? Burzyć chcę i chłonąć wraz! "
Isaiah 42:15,"Spustoszę góry i wzgórza i wszystką zieleń ich wypłonię; i przeistoczę rzeki na niwy, a jeziora wysuszę. "
Isaiah 42:16,"I poprowadzę ślepych po drodze, której nie znali, po szlakach im nieznanych powiodę ich; przemienię ciemność przed nimi w światło, a manowce w prostą drogę. Oto rzeczy które spełnię a nie zaniecham ich. "
Isaiah 42:17,"Cofną się wstecz i zawstydzą sromotnie ufający posągom, mówiący odlewom: wyście bogowie nasi! "
Isaiah 42:18,"Którzy udajecie głuchych słuchajcie, a wy ślepi patrzcie, abyście przejrzeli! "
Isaiah 42:19,"Ale któż bardziej ślepy niż sługa Mój, bardziej głuchy niż poseł Mój, którego wysyłam? Któż tak ślepy jak okupiony Mój, zaślepiony jak sługa Wiekuistego? "
Isaiah 42:20,"Widziałeś wiele, aleś nie rozważył - otwierano uszy, ale nie słyszano. "
Isaiah 42:21,"Wiekuisty chciał, aby dla szczęścia swojego rozpowszechnił zakon i wsławił go. "
Isaiah 42:22,"Ale lud to ograbiony i złupiony, uwięzieni po lochach wszyscy, a w domach zamknięcia ukryci; stali się łupem a nikt nie ocala, zdobyczą, a nikt nie powiada: Wydaj! "
Isaiah 42:23,"Gdyby téż który z was to rozważył, pojął i usłuchał dla przyszłości. "
Isaiah 42:24,"Kto podał na grabież Jakóba, a Israela łupieżcom? Czyliż nie Wiekuisty, On, któremuśmy grzeszyli? Nie chcieli drogami Jego postępować, a nie słuchali nauki Jego. "
Isaiah 42:25,"I wylał nań żar gniewu Swojego, i potęgę wojny; i gorzał naokoło niego, ale nie poznał, i palił się w nim, ale nie brał do serca. "
Isaiah 43:1,"A teraz, tak rzecze Wiekuisty, Stwórca twój Jakóbie, i mistrz twój Israelu: Nie bój się, bo wybawię cię, wezwę cię po imieniu; Moim ty! "
Isaiah 43:2,"Gdy przejdziesz przez wody z tobą będę, a przez rzeki - nie uniosą cię; gdy pójdziesz przez ogień nie oparzysz się, a płomień nie spali cię. "
Isaiah 43:3,"Bom Ja Wiekuisty, Bóg twój, Święty Israela, wybawca twój; oddałem na okup twój Micraim, Kusz i Seba w miejsce twoje. "
Isaiah 43:4,"Przeto, żeś drogim w oczach Moich, cenionym, i żem cię umiłował, oddaję ludzi miasto ciebie i narody za życie twoje. "
Isaiah 43:5,"Nie bój się, bom Ja z tobą; ze Wschodu sprowadzę potomstwo twoje, a z Zachodu zgromadzę cię. "
Isaiah 43:6,"Powiem do Północy: Wydaj! a do Południa: Nie zatrzymuj! Sprowadźcie synów Moich zdaleka, a córki Moje z krańców ziemi. "
Isaiah 43:7,"Każdego, który mianowany imieniem Mojém, i któregom dla chwały Mej stworzył, ukształtował i uczynił. "
Isaiah 43:8,"Wydajcie lud niegdyś ślepy, który już oczy posiada, głuchych, którzy już uszy mają. "
Isaiah 43:9,"Gdy wszystkie ludy się zbiorą razem, a zgromadzą się narody, - któż między niemi to przepowiedział, albo poprzednie nam wygłosił? Niechaj stawią świadków swoich, aby się stwierdziło, a którzyby słysząc to powiedzieli: To prawda! "
Isaiah 43:10,"Wyście świadkowie Moi, rzecze Wiekuisty, i sługą Moim, któregom wybrał, abyście poznali i uwierzyli Mi i zrozumieli, żem Ja jest. Przedemną nie powstał Bóg, a po Mnie żadnego nie będzie. "
Isaiah 43:11,"Ja, ja sam Wiekuisty, a oprócz mnie niema wybawiciela. "
Isaiah 43:12,"Jam zapowiedział i wybawił i wygłosił to, a nie było między wami bóstwa cudzego - a wyście świadkowie Moi, rzecze Wiekuisty, żem Ja Bóg. "
Isaiah 43:13,"Po wszystkie téż czasy Nim jestem, a nikt z rąk Moich nie ocali; gdy zdziałam, któż to odwróci? "
Isaiah 43:14,"Tak rzecze Wiekuisty, wybawca wasz, Święty Israela: Gwoli wam wyprawiłem do Babelu i oderwałem zawory wszystkie, a Kasdejczycy, - w żałobę się odwrócił śpiew ich. "
Isaiah 43:15,"Ja Wiekuisty, Święty wasz, Twórca Israela, król wasz. "
Isaiah 43:16,"Tak rzecze Wiekuisty, który przygotował na morzu drogę, a na wodach bystrych ścieżkę, "
Isaiah 43:17,"Który wyprowadził wozy i rumaki, wojsko i potęgę, - społem legli, nie powstaną, dotliły się jako knot, pogasły. "
Isaiah 43:18,"Nie wspominajcie rzeczy przeszłych, a starodawnych nie rozpamiętywajcie. "
Isaiah 43:19,"Oto przygotowuję rzecz nową, już teraz kiełkuje, - alboż nie możecie tego zmiarkować? Tak, utworzę na puszczy drogę, na stepie rzeki. "
Isaiah 43:20,"Uwielbiać mnie będzie zwierz dziki, szakale i strusie; bo wywiodę na puszczy wody, rzeki na stepie, aby napawać lud Mój, wybrańca Mojego, "
Isaiah 43:21,"Lud ten, który utworzyłem Sobie, aby chwałę Moję głosił. "
Isaiah 43:22,"Ale nie Mnie wzywałeś Jakóbie, aniś się Mną trudził Israelu! "
Isaiah 43:23,"Nie Mnie składałeś baranki całopaleń twoich, aniś rzeźnemi ofiarami twojemi Mnie uczcił. Nie obciążałem cię objatami, anim cię trudził kadzidłem. "
