Index Title,Joshua
Joshua 13:9,"Od Aroeru, położonego nad wybrzeżem potoku Arnon i miasta w pośrodku potoku, a nadto całą równinę od Medeby do Dibonu, "
Joshua 13:10,"Niemniej wszystkie miasta króla Emorejskiego Sychona, który panował w Heszbonie aż do granicy synów Ammonu. "
Joshua 13:11,"Następnie Gilead i dziedzinę Geszurytów i Maachitów i całą górę Hermon, i wszystek Baszan aż do Salchy, "
Joshua 13:12,"Całe królestwo Oga w Baszanie, który w Edrei i w Asztaroth panował. Pozostał on ze szczątków Refaidów, których Mojżesz pokonał i wypędził. "
Joshua 13:13,Nie wypędzili jednak synowie Israela Geszurytów i Maachitów i tak utrzymali się Geszuryci i Maachici wpośród Israelitów aż po dzień dzisiejszy. 
Joshua 13:14,"Tylko pokoleniu Lewi nie udzielił dziedzictwa - ogniowe ofiary Wiekuistego, Boga Israela - oto dziedzictwo jego, jak zapowiedział mu. "
Joshua 13:15,I wyznaczył Mojżesz pokoleniu synów Reubena posiadłości wedle różnych rodów ich. 
Joshua 13:16,"Wydzielono im mianowicie dziedzinę od Aroeru, które nad brzegiem potoku Arnon i od miasta w pośrodku potoku, nadto całą równinę przy Medebie, "
Joshua 13:17,"Heszbon wraz z przyległemi miastami jego, położone na równinie, Dibon, Bamoth Baal, Beth Baal Meon. "
Joshua 13:18,"Jahca, Kedemoth, Mefaath. "
Joshua 13:19,"Kirjathaim, Sybma, Cereth Haszachar na górze wznoszącej się w kotlinie. "
Joshua 13:20,"Beth Peor, stoki Pisgi i Beth Jeszymoth. "
Joshua 13:21,"Dalej wszystkie miasta równiny i całe królestwo króla emorejskiego Sychona, który panował w Heszbonie, a którego pokonał Mojżesz wraz z książętami Midjanu: Ewi, Rekem, Cur, Chur i Reba, osiadłymi w kraju książętami Sychona. "
Joshua 13:22,"Bileama również, wróżbitę, syna Beora zabili Israelici ostrzem miecza w liczbie innych ich pobitych. "
Joshua 13:23,"Granicę zaś zachodnią synów Reubena tworzył Jordan jako granica ostateczna. Oto dziedzictwo synów Reubena według różnych ich rodów, ich miasta i przyległe do nich sioła. "
Joshua 13:24,"I wyznaczył Mojżesz pokoleniu Gad, różnym rodom synów Gada, posiadłości: "
Joshua 13:25,"Udzielono im mianowicie dziedzinę następującą: Jaezer i wszystkie miasta Gileadu i połowa ziemi Ammonitów aż do Aroeru, położonego na wschód od Rabby. "
Joshua 13:26,"I od Heszbonu do Ramath Micpe i Betonim, również od Machnaim do dziedziny Lidebir. "
Joshua 13:27,"Następnie w kotlinie: Beth Haram, Beth Nimra, Sukoth i Cafon, reszta królestwa Sychona, króla Heszbonu z Jordanem jako granicę aż do południowego końca jeziora Kinnereth, po drugiej stronie Jordanu ku wschodowi. "
Joshua 13:28,"Oto dziedzictwo różnych rodów synów Gada, ich miasta i przyległe do nich sioła. "
Joshua 13:29,I wyznaczył Mojżesz połowie pokolenia Manaszy posiadłości; a udzielono mianowicie różnym rodom pokolenia Manaszy co następuje: 
Joshua 13:30,"Obejmowała dziedzina ich od Machnaim cały Baszan, całe królestwo Oga, króla Baszanu i wszystkie sioła Jaira położone w Baszanie, sześćdziesiąt miast. "
Joshua 13:31,"Następnie połowę Gileadu, niemniej Asztaroth i Edrei główne miasta królestwa Oga w Baszanie. Udzielono to synom Machira, syna Manaszy, a raczej jednej połowie różnych rodów synów Machira. "
Joshua 13:32,"Oto dziedziny, które rozdzielił Mojżesz na równinach Moabu w dziedzictwo po drugiej stronie Jordanu ku wschodowi, naprzeciw Jerycho. "
Joshua 13:33,"Pokoleniu Lewitów zaś nie wyznaczył Mojżesz dziedzictwa: Wiekuisty, Bóg Israela - On dziedzictwem ich, jak zapowiedział im. "
Joshua 14:1,"Oto zaś dziedziny, które otrzymali synowie Israela w dziedzictwie w ziemi Kanaan, które oddali im w posiadanie Eleazar, kapłan, i Jozue, syn Nuna, i główni naczelnicy pokoleń synów Israela, "
Joshua 14:2,"Podług przypadającego im losem dziedzictwa, tak jak rozkazał Wiekuisty przez Mojżesza co do dziewięciu i pół pokolenia. "
Joshua 14:3,"Dwóm bowiem i połowie pokolenia wyznaczył był już Mojżesz dziedzictwo ich po drugiej stronie Jordanu, lewitom zaś nie wyznaczył dziedzictwa wpośród nich. "
Joshua 14:4,"Tworzyli bowiem synowie Józefa dwa pokolenia Manaszy i Efraima, lewitom zaś nie wyznaczono udziału w ziemi, a jedynie miasta do zamieszkania z przynależnymi wygonami dla ich stad i dla ich dobytku. "
Joshua 14:5,"Jako rozkazał był Wiekuisty Mojżeszowi tak uczynili synowie Israela, i rozdzielili ziemię. "
Joshua 14:6,"Wtedy przystąpili synowie Judy do Jozuego w Gilgal, i rzekł do niego Kaleb, syn Jefunny, Kenizyjczyk: Znane ci słowo, które wyrzekł Wiekuisty do Mojżesza, męża Bożego, względem mnie i ciebie w Kadesz-Barnea. "
Joshua 14:7,"Czterdzieści lat miałem gdy wysłał mnie Mojżesz, sługa Wiekuistego z Kadesz Barnea, abym wypatrzył ziemię, a przyniosłem mu wiadomość wedle przekonania mojego. "
Joshua 14:8,"Współplemieńcy jednak moi, którzy wyruszyli ze mną strwożyli serce ludu, podczas gdy ja Wiekuistemu Bogu mojemu pełne posłuszeństwo okazałem. "
Joshua 14:9,"Przysiągł wtedy Mojżesz onego dnia, i rzekł: Zaprawdę, ziemia, na której postała noga twoja, tobie i potomkom twoim przypadnie ona w dziedzictwie na wieki, ponieważ okazałeś pełne posłuszeństwo Wiekuistemu, Bogu mojemu! "
Joshua 14:10,"A teraz oto zachował mnie przy życiu, stosownie do przyrzeczenia swego Wiekuisty przez lat czterdzieści i pięć od onego czasu, gdy wyrzekł to słowo Wiekuisty do Mojżesza, a podczas którego pielgrzymował Israel po pustyni, i tak mam oto teraz lat ośmdziesiąt i pięć. "
Joshua 14:11,"Jestem wciąż jeszcze tak czerstwy, jak dnia, którego wysłał mnie Mojżesz; sile mojej ówczesnej dorównywa jeszcze dzisiaj siła moja, gdy idzie o to, aby walczyć, aby wyruszyć naprzód i z powrotem. "
Joshua 14:12,"Teraz przeto daj mi wzgórze to, o którem wyrzekł Wiekuisty, dnia onego - ty sam wszak słyszałeś to onego dnia. Albowiem Enakici znajdują się tam, i wielkie warowne miasta; może będzie Wiekuisty zemną, abym ich wypędził, jak wyrzekł Wiekuisty. "
Joshua 14:13,"Tedy życzył mu Jozue szczęścia i oddał Kalebowi, synowi Jefunny, Hebron w dziedzictwo. "
Joshua 14:14,"Przeto dostał się Hebron Kalebowi, synowi Jefunny, Kenizyjczykowi, jako dziedzictwo aż po dzień dzisiejszy, ponieważ okazał pełne posłuszeństwo Wiekuistemu, Bogu Israela. "
Joshua 14:15,"Nazwa Hebronu zaś była przedtem ""miasto Arby""; był to mąż najpotężniejszy między Enakitami. I uspokoiła się ziemia od wojny. "
Joshua 15:1,"I przypadła losem różnym rodom synów Judy ziemia ku granicy Edomu, ku stepowi Cyn po stronie południowej, na ostatnim krańcu południa. "
Joshua 15:2,Ciągnie się mianowicie granica ich południowa od krańca morza Solnego - od zwróconej ku południowi zatoki tegoż -  
Joshua 15:3,"A przechodzi dalej na południe od wzgórza Skorpionów w kierunku ku Cynowi, ciągnąc się po stronie południowej od Kadesz Barnea w górę ku Checronowi; poczem ciągnie się w górę ku Adarowi i zwraca się do Karki. "
Joshua 15:4,"Poczem ciągnie się ku Acmonowi i przechodzi dalej do strumienia egipskiego, póki nie kończy się granica nad morzem; taką będzie granica wasza południowa. "
Joshua 15:5,"Granicę wschodnią zaś tworzy morze Solne aż do ujścia Jordanu. Granica po stronie północnej wychodzi od zatoki północnej morza, od ujścia Jordanu. "
Joshua 15:6,"Poczem ciągnie się granica ku Bethchogli i przechodzi po stronie północnej Beth-Araby w górę ku kamieniowi Bohana, syna Reubena. "
Joshua 15:7,"Następnie ciągnie się granica w górę ku Debirowi, w kierunku od doliny Achor, i zwraca się ku północy do Gilgal, które po przeciwległej stronie wyżyny Adummim, położonej na południu strumienia. Poczem ciągnie się granica ku wodzie En-Szemesz i ciągnie się dalej aż do źródła En-Rogel. "
Joshua 15:8,"Dalej ciągnie się granica w górę do doliny Ben Hinnom, na południu od grzbietu gór Jebusytów czyli do Jerozolimy. Poczem ciągnie się granica na szczyt góry, położonej po stronie zachodniej doliny Hinnom, a zarazem na krańcu północnym równiny Refaim. "
Joshua 15:9,"Skręca się zaś granica od szczytu góry ku źródłu wód Neftoach, a ciągnie się dalej do miast góry Efron; poczem skręca się granica ku Baala czyli Kirjath Jearym. "
Joshua 15:10,"Zwraca się zaś granica od Baala ku zachodowi, do góry Seir, przechodzi na północną stronę grzbietu gór z Har Jearym czyli do Kesalonu, zstępując ku Beth Szemesz, a przechodząc do Tymna. "
Joshua 15:11,"Poczem ciągnie się granica ku północy do grzbietu gór Ekronu i skręca się granica do Szykron, przechodzi do góry Baala, ciągnie się dalej aż do Jabnel i tak kończy się granica nad morzem. "
Joshua 15:12,"Granicę zachodnią zaś tworzy ostatecznie morze Wielkie. Oto granica synów Judy, wokoło, wedle rodów ich. "
Joshua 15:13,"Kalebowi zaś, synowi Jefunny, wyznaczono jako udział między synami Judy, stosownie do zlecenia danego przez Wiekuistego Jozuemu: miasto Arby, ojca Enaka, czyli Hebron. "
Joshua 15:14,"I wypędził ztamtąd Kaleb trzech synów Enaka, Szeszaja, Achimana i Talmaja, potomków Enaka. "
Joshua 15:15,I wyruszył ztamtąd przeciw mieszkańcom Debiru; nazwa zaś Debiru była przedtem Kirjat Sefer. 
Joshua 15:16,"I rzekł Kaleb: Ktoby pokonał Kirjat Sefer a zdobył je, temu oddam Achsę, córkę moję za żonę. "
Joshua 15:17,"Zdobył je tedy Othniel, syn Kenaza, brat Kaleba, i oddał mu córkę swą Achsę za żonę. "
Joshua 15:18,"I stało się gdy się doń sprowadzała, że nakłoniła go, aby uprosił od ojca jej jakieś pole; poczem ześliznęła się z osła, a gdy się Kaleb jej zapytał: Co ci jest? "
Joshua 15:19,Odpowiedziała: Darujże mi upominek pożegnalny; ponieważ wydałeś mnie do ziemi zeschłej - dajże mi tedy źródła wód! I tak oddał jej Kaleb źródła na wyżynie i źródła w nizinie. 
Joshua 15:20,Oto dziedzictwo pokolenia synów Judy wedle różnych rodów ich: 
Joshua 15:21,"Były zaś miasta na południowym krańcu pokolenia synów Judy, ku granicy Edomu w krainie południowej: Kabceel, Eder, Jagur, "
Joshua 15:22,"Kina, Dymona i Adada, "
Joshua 15:23,"Kedesz, Hacor i Ithnan; "
Joshua 15:24,"Zyf, Telem i Bealoth, "
Joshua 15:25,"Hacor, Hadata i Keryjot Hecron czyli Hacor; "
Joshua 15:26,"Amam, Szema i Molada, "
Joshua 15:27,"Hacar Gadda, Heszmon i Beth Peleth, "
Joshua 15:28,"Hacar Szual, Beer Szeba i Bizjothia; "
Joshua 15:29,"Baala, Ijim i Ecem, "
Joshua 15:30,"Eltholad, Kesil i Horma; "
Joshua 15:31,"Cyklag, Madmanna i Sansanna, "
Joshua 15:32,"Lebaoth, Szylchim i En Rimmon - wszystkich miast dwadzieścia dziewięć wraz z siołami przyległemi. "
Joshua 15:33,"W nizinie: Esztaol, Corea, Aszna, "
Joshua 15:34,"Zanoach i En-Gannim, Tapuach i Enam; "
Joshua 15:35,"Jarmuth i Adullam, Socho i Azeka, "
Joshua 15:36,"Szaaraim, Adithaim, Gedera i Gederothaim - miast czternaście wraz z siołami przyległemi. "
Joshua 15:37,"Dalej Cenan, Hadassa i Migdal Gad, "
Joshua 15:38,"Dilean, Micpe i Joktheel; "
Joshua 15:39,"Lachisz Bockat i Eglon, "
Joshua 15:40,"Kabbon, Lachmas i Kitlisz; "
Joshua 15:41,"Gederoth, Beth Dagon, Naama i Makeda - miast szesnaście wraz z siołami przyległemi. "
Joshua 15:42,"Dalej Libna, Ether i Aszan, "
Joshua 15:43,"Iftach, Aszna i Necyb, "
Joshua 15:44,"Keila, Achzyb i Maresza - miast dziewięć wraz z siołami przyległemi. "
Joshua 15:45,"Wszystko co na południu od Ekronu aż do morza, "
Joshua 15:46,"po stronie Aszdodu i przyległych siół położone, "
Joshua 15:47,"Aszdod wraz z osadami i siołami przyległemi, Gaza wraz z osadami i siołami przyległemi aż do strumienia Egipskiego; granicę zachodnią zaś tworzy ostatecznie morze. "
Joshua 15:48,"W górach zaś: Szamir, Jattyr i Socho, "
Joshua 15:49,"Danna, Kirjath Sanna czyli Debir; "
Joshua 15:50,"Anab, Esztemo, Anim, "
Joshua 15:51,"Goszen, Holon i Gilo - miast jedenaście z siołami przyległemi. "
Joshua 15:52,"Dalej Arab, Duma i Eszean, "
Joshua 15:53,"Janum, Beth Tapuach i Afeka; "
Joshua 15:54,"Chumta, Kirjath Arba czyli Hebron i Cyor - miast dziewięć wraz z siołami przyległemi. "
Joshua 15:55,"Dalej Maon, Karmel, Zyf i Juta, "
Joshua 15:56,"Jezreel, Jokdeam i Zanoach, "
Joshua 15:57,"Kain, Gibea i Thymna - miast dziesięć wraz z siołami przyległemi. "
Joshua 15:58,"Dalej Chalchul, Beth-Cur i Gedor. "
Joshua 15:59,"Maarath, Beth Anoth i Elthekon - miast sześć wraz z siołami przyległemi. "
Joshua 15:60,Dalej Kirjath Baal czyli Kirjath Jearym i Rabba - miast dwa wraz z siołami przyległemi. 
Joshua 15:61,"Na stepie: Beth Araba, Middin i Sechacha, "
Joshua 15:62,"Nibszan, miasto solne i Engedi - miast sześć wraz z siołami przyległemi. "
Joshua 15:63,"Co się zaś tyczy Jebusytów, mieszkańców Jerozolimy, to nie zdołali ich synowie Judy wypędzić, i tak zamieszkali Jebusyci z Judejczykami w Jerozolimie aż po dzień dzisiejszy. "
Joshua 16:1,"Dla synów Józefa zaś przypadł udział od Jordanu naprzeciw Jerycha u wód jerychońskich ku wschodowi czyli ku stepowi, który ciągnie się od Jerycha ku górom do Bethel. "
Joshua 16:2,Poczem ciągnie się granica od Bethel do Luz i skręca ku dziedzinie Arkijczyków do Ataroth. 
Joshua 16:3,I spuszcza się ku zachodowi ku dziedzinie Jafletczyków aż do dziedziny dolnego Beth Horon i aż do Gezer a kończy się nad morzem. 
Joshua 16:4,A synowie Józefa Menasze i Efraim otrzymali posiadłości dziedziczne: 
Joshua 16:5,"Była zaś dziedzina różnych rodów synów Efraima: Na wschodzie była granica ich posiadłości dziedzicznej Atroth Addar, zkąd biegła aż do górnego Beth Horon. "
Joshua 16:6,Poczem ciągnie się granica aż do morza. Na północy był granicznym punktem Michmethath; zwraca się mianowicie granica ku wschodowi do Taanath Szylo zabiegając mimo niego ku wschodowi od Janocha. 
Joshua 16:7,"Z Janocha zaś skręca się ku Ataroth i Naarath, a stykając się z dziedziną Jerycha kończy się nad Jordanem. "
Joshua 16:8,"Z Tapuach bieży granica ku zachodowi do potoku Kana, a kończy się nad morzem. Oto posiadłość dziedziczna różnych rodów pokolenia synów Efraima. "
Joshua 16:9,"Do tego doszły jeszcze miasta synów Efraima, położone oddzielnie wpośród dziedzicznej posiadłości synów Manaszy, wszystkie miasta z siołami przyległemi. "
Joshua 16:10,"Nie wypędzili jednak Kanaanejczyków zamieszkałych w Gezer; i tak pozostali Kanaanejczycy wpośród Efraima aż po dzień dzisiejszy, a poddali się daninie pańszczyźnianej. "
Joshua 17:1,"I przypadł udział pokoleniu Manaszy, był on bowiem pierworodnym Józefa: Machirowi, pierworodnemu Manaszy ojcu Gileadu, dlatego, że wojownikiem był, dostał się Gilead i Baszan. "
Joshua 17:2,"I otrzymali udział swój dalsi synowie Manaszy wedle rodów swoich: potomkowie Abiezera, potomkowie Cheleka, potomkowie Asryela, potomkowie Szechema, potomkowie Chefera i potomkowie Szemidy. Oto męzcy potomkowie Manaszy, syna Józefa wedle rodów ich. "
Joshua 17:3,"Celofchad zaś, syn Chefera, syna Gileada, syna Machira, syna Manaszy nie miał synów a tylko córki, a nazywały się córki jego Machla, Noa, Chogla, Milka i Thyrca. "
Joshua 17:4,"Wystąpiły one przed Eleazara, kapłana, i przed Jozuego, syna Nuna i przed książęta, i rzekły: Wiekuisty rozkazał Mojżeszowi, aby wyznaczył nam posiadłość dziedziczną wpośród powinowatych naszych. I wyznaczył im stosownie do zlecenia Wiekuistego posiadłość dziedziczną wpośród powinowatych ojca ich. "
Joshua 17:5,"I tak przypadło na Manaszę dziesięć udziałów - oprócz ziemi Gilead i Baszan, położonej po drugiej stronie Jordanu. "
Joshua 17:6,Ponieważ i córki Manaszy wpośród potomków jego męzkich posiadłość dziedziczną otrzymały; ziemia Gilead zaś dostała się reszcie potomków Manaszy. 
Joshua 17:7,"Ciągnęła się zaś granica Manaszy od Aszeru do Michmethath, położonego na wschód od Szechem. Poczem bieży granica ku stronie prawej, ku mieszkańcom En Tapuach: "
Joshua 17:8,"Dziedzina En Tapuach należała do Manaszy, miasto Tapuach zaś, nad granicą Manaszy do synów Efraima. "
Joshua 17:9,"Dalej skręca się granica aż do potoku Kana po południowej stronie tego potoku - miasta te należą do synów Efraima wpośród miast Manaszy, granica zaś Manaszy ciągnęła się dalej po północnej stronie tego potoku i kończyła się nad morzem. "
Joshua 17:10,"Co położone było ku południowi należało do Efraima, a co ku północy do Manaszy, morze zaś tworzyło granicę jego. Na północy jednak graniczyli z Aszerem, a na wschodzie z Isacharem. "
Joshua 17:11,"Należały zaś do Manaszy w Isacharze i w Aszerze: Beth-Szean z osadami przyległemi, Ibleam z osadami przyległemi, mieszkańcy Doru z osadami przyległemi, mieszkańcy En-Doru z osadami przyległemi, mieszkańcy Taanachu z osadami przyległemi i mieszkańcy Megidda z osadami przyległemi - trzy wzgórza. "
Joshua 17:12,Nie zdołali jednak synowie Manaszy mieszkańców wymienionych miast wypędzić. I tak udało się Kanaanejczykom w okolicy tej pozostać. 
Joshua 17:13,"Gdy wszakże synowie Israela na siłach się wzmogli, uczynili Kanaanejczyków czynszownikami; ostatecznie jednak ich nie wypędzili. "
Joshua 17:14,"I przedstawili synowie Józefa Jozuemu co następuje: Czemu wyznaczyłeś mi jeden tylko los i jeden udział w dziedzictwo jakkolwiek lud liczny stanowię, ponieważ mi dotąd Wiekuisty błogosławił? "
Joshua 17:15,"I odpowiedział im Jozue: Jeżeli stanowisz lud zbyt liczny, wyrusz tedy ku wzgórzom lesistym i wykarczuj tam sobie przestrzeń w kraju Peryzejczyków i Refaitów, jeśli ci wzgórze Efraima za ciasne. "
Joshua 17:16,"Rzekli tedy synowie Józefa: Wzgórze to nie wystarcza nam; wojenne wozy zaś żelazne posiadają wszyscy Kanaanejczycy zamieszkali w nizinie, zarówno ci, którzy w Beth Szean i w osadach przyległych jak ci, co w równinie Jezreel. "
Joshua 17:17,"I rzekł Jozue do domu Józefa, do Efraima i Manaszy, tak: Lud liczny stanowisz, a posiadasz siłę wielką; dlatego nie zostaniesz przy jednym losie. "
Joshua 17:18,"Albowiem kraj górzysty przypadnie ci; jeżeli lesisty on, to musisz go wykarczować; a wtedy przypadną ci i pograniczne okolice. Musisz bowiem Kanaanejczyków wypędzić, jakkolwiek wozy żelazne posiadają a silni są. "
Joshua 18:1,I zgromadził się cały zbór synów Israela do Szylo; i ustawili tam przybytek zboru gdy uległa ziemia przed nimi. 
Joshua 18:2,"Pozostało jednak między synami Israela siedm pokoleń, które nie rozdzieliły jeszcze dziedzicznej posiadłości swojej. "
Joshua 18:3,"Rzekł tedy Jozue do synów Israela: Dopókiż będziecie tak opieszali, by pójść a objąć w posiadanie ziemię, którą oddał wam Wiekuisty, Bóg ojców waszych? "
Joshua 18:4,"Sprowadźcie mi po trzech ludzi z każdego pokolenia, a wyszlę ich, aby wyruszyli i przeciągnęli po kraju, i opisali go względnie do potrzebnej im posiadłości, a następnie wrócili do mnie. "
Joshua 18:5,"Poczem niechaj oznaczą siedm części a podzielą go między siebie. Juda zachowa dziedzinę swą na południu, a dom Józefa zachowa dziedzinę swą na północy. "
Joshua 18:6,"Wy zaś podzieliwszy kraj na siedm części opiszecie go, a przyniesiecie mi tu opisy, abym rzucił dla was los, tu przed Wiekuistym, Bogiem naszym. "
Joshua 18:7,"Lewici bowiem nie otrzymają udziału między wami, ponieważ kapłaństwo Wiekuistego dziedzictwem ich. Gad zaś, Reuben i połowa pokolenia Manaszy wzięli już dziedzictwo swe po wschodniej stronie Jordanu, które wyznaczył im tam Mojżesz, sługa Wiekuistego. "
Joshua 18:8,"I tak zebrali się owi ludzie i poszli, Jozue zaś polecił wyruszającym, aby opisali kraj, mówiąc: Idźcie, krążcie po kraju a opisawszy go wróćcie do mnie; a wtedy rzucę tu dla was los przed obliczem Wiekuistego w Szylo. "
Joshua 18:9,"Poszli tedy ci ludzie i krążyli po kraju i opisali go podług pojedyńczych miast w siedmiu częściach w księdze; poczem wrócili do Jozuego, do obozu w Szylo. "
Joshua 18:10,"I rzucił dla nich Jozue los w Szylo przed obliczem Wiekuistego, i rozdzielił tam Jozue kraj między synów Israela stosownie do oddziałów ich. "
Joshua 18:11,I wyszedł los dla pokolenia synów Binjamina wedle pojedyńczych rodów ich; przypadła zaś oznaczona im losem dziedzina między synami Judy a synami Józefa. 
Joshua 18:12,"I wychodzi granica ich po stronie północnej od Jordanu, poczem wstępuje ta granica ku grzbietowi górskiemu po stronie północnej Jerycha i dalej w górach ku zachodowi biegnąc ku pustyni Beth-Awen. "
Joshua 18:13,"Ztąd zabiega granica ku Luzowi, mianowicie na południe górskiej krawędzi Luz czyli Bethel; poczem zstępuje granica do Ateroth Addar na górę położoną po stronie południowej dolnego Beth Horon. "
Joshua 18:14,"Poczem skręca się granica i zwraca się po stronie swej zachodniej ku południowi od góry położonej na południu od Beth Horon, zabiegając ku Kirjath Baal czyli do judzkiego miasta Kirjath Jearym. Taką strona zachodnia. "
Joshua 18:15,Granica południowa zaś wychodzi od końca Kirjath Jearym; poczem ciągnie się granica ku zachodowi i kieruje się ku źródłu wód Nefthoach. 
Joshua 18:16,"Następnie zstępuje granica ku krawędzi góry, położonej po stronie wschodniej doliny Ben Hinnom a po północnej równiny Refaim. Poczem zstępuje ku dolinie Hinnom po południowej stronie krawędzi górskiej Jebusytów i dalej na dół do źródła Rogel. "
Joshua 18:17,"Poczem skręca się ku północy i ciągnie się ku En Szemesz i dalej aż do Geliloth, położonego naprzeciw stopni Adummym: poczem zstępuje do kamienia Bohana, syna Reubena. "
Joshua 18:18,"I przechodzi do krawędzi górskiej, położonej po stronie północnej, naprzeciw Araby; poczem zstępuje do Araby. "
Joshua 18:19,Dalej ciągnie się granica ku północnej stronie krawędzi górskiej Beth Hogla a kończy się granica u krańca północnego morza Solnego na końcu południowym Jordanu. Taką granica południowa. 
Joshua 18:20,Jordan zaś tworzy granicę po stronie wschodniej. Oto granice dokoła posiadłości dziedzicznej synów Binjamina wedle różnych rodów ich. 
Joshua 18:21,"Miasta zaś różnych rodów pokolenia synów Binjamina są: Jerycho, Beth Hogla, Emek Kecyc, "
Joshua 18:22,"Beth Araba, Cemaraim, Bethel; "
Joshua 18:23,"Awim, Hapara, Ofra, "
Joshua 18:24,"Kefar Ammoni, Ofui, Geba - miast dwanaście wraz z siołami przyległemi. "
Joshua 18:25,"Gibeon, Rama, Beeroth, "
Joshua 18:26,"Micpe, Kefira, Moca; "
Joshua 18:27,"Rekem, Irpeel, Tharala, "
Joshua 18:28,"Cela, Elef, i miasto jebusyckie czyli Jerozolima, Gibeath i Kirjath - miast czternaście wraz z siołami przyległemi. Oto dziedziczna posiadłość różnych rodów synów Binjamina. "
Joshua 19:1,"I wyszedł los drugi dla Szymeona, mianowicie dla różnych rodów pokolenia synów Szymeona. Mieściła się zaś dziedziczna posiadłość ich wpośród dziedzicznej posiadłości synów Judy. "
Joshua 19:2,"I dostały się im w dziedziczną posiadłość: Beer-Szeba, Szeba i Molada, "
Joshua 19:3,"Hacar Szual, Bala, Ecem; "
Joshua 19:4,"Eltholad, Bethul, Horma, "
Joshua 19:5,"Cyklag, Beth Markaboth, Hacar Susa; "
Joshua 19:6,"Beth Lebaoth, i Szaruchen - miast trzynaście z siołami ich przyległemi. "
Joshua 19:7,"En Rimmon, Ether i Aszan - miast cztery z siołami ich przyległemi. "
Joshua 19:8,"Do tego wszystkie sioła, położone dokoła tych miast aż do Baalath Beer, Ramy południa. Oto posiadłość dziedziczna różnych rodów pokolenia synów Szymeona. "
Joshua 19:9,"Z udziału synów Judy wziętą była dziedziczna posiadłość synów Szymeona; albowiem dział synów Judy był dla nich za duży, a przeto otrzymali synowie Szymeona posiadłość dziedziczną w pośród dziedzicznej posiadłości ich. "
Joshua 19:10,"I wyszedł los trzeci dla różnych rodów synów Zebuluna, sięgała zaś granica dziedzicznej posiadłości ich aż do Saryd. "
Joshua 19:11,"A ciągnie się granica ich po stronie zachodniej do Mareli, potrąca o Dabeszet i dotyka się potoku, płynącego po wschodniej stronie Jokneamu. "
Joshua 19:12,"Po stronie zaś wschodniej, ku wschodowi słońca, zwraca się od Saryd ku dziedzinie Kisloth Thabor, ciągnie się ku Daberath i wstępuje do Jafii. "
Joshua 19:13,"Ztamtąd ciągnie się po stronie wschodniej, ku wschodowi słońca, ku Gath Hefer, ku Eth Kacyn, biegnie dalej ku Rymmonowi i zwraca się do Nei. "
Joshua 19:14,Poczem zwraca się granica wokoło niej na północ od Hanathon a kończy się w dolinie Iftach-El. 
Joshua 19:15,"Katath, Nahalał, Szymron, Idala i Bethlehem - miast dwanaście z siołami przyległemi. "
Joshua 19:16,Oto posiadłość dziedziczna różnych rodów synów Zebuluna: wymienione miasta z siołami przyległemi. 
Joshua 19:17,Dla Isachara wyszedł los czwarty - dla różnych rodów synów Isachara. 
Joshua 19:18,"I obejmowała dziedzina ich Jezreel, Kesuloth, Szunem, "
Joshua 19:19,"Hafaraim, Szyon, Anacharath; "
Joshua 19:20,"Rabbith, Kiszjon, Ebec, "
Joshua 19:21,"Remeth, En Gannim, En Hadda i Beth Pacec. "
Joshua 19:22,"A potrąca granica o Thabor, Szahacyma i Beth Szemesz, kończy się zaś granica nad Jordanem - miast szesnaście z siołami przyległemi. "
Joshua 19:23,I wyszedł los piąty dla różnych rodów pokolenia synów Aszera. 
Joshua 19:24,"I obejmowała dziedzina ich Helkath, Hali, Beten Achszaf, "
Joshua 19:25,"Allammelech, Amead i Miszael, a potrąca o Karmel nad morzem i o Szychor Libnath; "
Joshua 19:26,"Poczem zwraca się granica ku wschodowi słońca, ku Beth Dagon i styka się z Zebulonem i doliną Iftach El na północy, z Beth Emek i Neiel a ciągnie się ku północy do Kabul, "
Joshua 19:27,"Ebron, Rehob, Hammon i Kana aż do wielkiego miasta Cydon. "
Joshua 19:28,"Dalej zwraca się granica napowrót do Rama i aż do warownego miasta Cor. Poczem zwraca się granica do Hos i kończy się nad morzem, począwszy od dziedziny Achzybu. "
Joshua 19:29,"Prócz tego Umma, Afek i Rehob - miast dwadzieścia i dwa z siołami przyległemi. "
Joshua 19:30,Oto posiadłość dziedziczna różnych rodów pokolenia synów Aszera: wymienione miasta z siołami przyległemi. 
Joshua 19:31,"Dla synów Naftali wyszedł los szósty, dla różnych rodów synów Naftali. "
Joshua 19:32,"A ciągnie się granica ich od Helef, od terebintów obok Caanannim, Adami Nekeb i Jabneel aż do Lakkum a kończy się nad Jordanem. "
Joshua 19:33,"Poczem zwraca się granica ku zachodowi do Aznoth Thabor, zkąd zabiega dalej do Hukkok, styka się ku południowi z Zebulonem i Aszerem, potrąca ku zachodowi o Judę mając Jordan po stronie wschodniej. "
Joshua 19:34,"Warownemi miastami zaś były: Cyddym, Cer, Hammath, Rakkath, Kinnereth, "
Joshua 19:35,"Adama, Rama, Hacor; "
Joshua 19:36,"Kedesz, Edrei, En Hacor, "
Joshua 19:37,"Ireon, Migdal El, Horem, Beth Anath i Beth Szemesz - miast dziewiętnaście, z siołami przyległemi. "
