Mishnah Location	Last Used Talmud Location	Mishnah Text

Sanhedrin 10:4	Sanhedrin 86b:18	אַנְשֵׁי עִיר הַנִּדַּחַת אֵין לָהֶן חֵלֶק לָעוֹלָם הַבָּא, שֶׁנֶּאֱמַר (שם יג) יָצְאוּ אֲנָשִׁים בְּנֵי בְלִיַּעַל מִקִּרְבֶּךָ וַיַּדִּיחוּ אֶת ישְׁבֵי עִירָם. וְאֵינָן נֶהֱרָגִים עַד שֶׁיִּהְיוּ מַדִּיחֶיהָ מֵאוֹתָהּ הָעִיר וּמֵאוֹתוֹ הַשֵּׁבֶט, וְעַד שֶׁיֻּדַּח רֻבָּהּ, וְעַד שֶׁיַּדִּיחוּם אֲנָשִׁים. הִדִּיחוּהָ נָשִׁים וּקְטַנִּים אוֹ שֶׁהֻדַּח מִעוּטָהּ אוֹ שֶׁהָיוּ מַדִּיחֶיהָ חוּצָה לָהּ, הֲרֵי אֵלּוּ כִיחִידִים. וּצְרִיכִין שְׁנֵי עֵדִים וְהַתְרָאָה לְכָל אֶחָד וְאֶחָד. זֶה חֹמֶר בַּיְּחִידִים מִבַּמְּרֻבִּים, שֶׁהַיְּחִידִים בִּסְקִילָה, לְפִיכָךְ מָמוֹנָם פָּלֵט. וְהַמְּרֻבִּים בְּסַיִף, לְפִיכָךְ מָמוֹנָם אָבֵד: 

Sanhedrin 10:5	Sanhedrin 88b:14	הַכֵּה תַכֶּה אֶת וְגוֹ' (דברים יג). הַחַמֶּרֶת וְהַגַּמֶּלֶת הָעוֹבֶרֶת מִמָּקוֹם לְמָקוֹם, הֲרֵי אֵלּוּ מַצִּילִין אוֹתָהּ. הַחֲרֵם אֹתָהּ וְאֶת כָּל אֲשֶׁר בָּהּ וְאֶת בְּהֶמְתָּהּ לְפִי חָרֶב (שם), מִכָּאן אָמְרוּ נִכְסֵי צַדִּיקִים שֶׁבְּתוֹכָהּ אוֹבְדִין, שֶׁבְּחוּצָה לָהּ פְּלֵטִין. וְשֶׁל רְשָׁעִים, בֵּין שֶׁבְּתוֹכָהּ בֵּין שֶׁבְּחוּצָה לָהּ, הֲרֵי אֵלּוּ אוֹבְדִין: 

Sanhedrin 11:1	Sanhedrin 90a:17	אֵלּוּ הֵן הַנֶּחֱנָקִין, הַמַּכֶּה אָבִיו וְאִמּוֹ, וְגוֹנֵב נֶפֶשׁ מִיִּשְׂרָאֵל, וְזָקֵן מַמְרֵא עַל פִּי בֵית דִּין, וּנְבִיא הַשֶּׁקֶר, וְהַמִּתְנַבֵּא בְּשֵׁם עֲבוֹדָה זָרָה, וְהַבָּא עַל אֵשֶׁת אִישׁ, וְזוֹמְמֵי בַת כֹּהֵן וּבוֹעֲלָהּ. הַמַּכֶּה אָבִיו וְאִמּוֹ אֵינוֹ חַיָּב עַד שֶׁיַּעֲשֶׂה בָהֶן חַבּוּרָה. זֶה חֹמֶר בַּמְקַלֵּל מִבַּמַּכֶּה, שֶׁהַמְקַלֵּל לְאַחַר מִיתָה חַיָּב, וְהַמַּכֶּה לְאַחַר מִיתָה פָּטוּר. הַגּוֹנֵב נֶפֶשׁ מִיִּשְׂרָאֵל אֵינוֹ חַיָּב עַד שֶׁיַּכְנִיסֶנּוּ לִרְשׁוּתוֹ. רַבִּי יְהוּדָה אוֹמֵר, עַד שֶׁיַּכְנִיסֶנּוּ לִרְשׁוּתוֹ וְיִשְׁתַּמֵּשׁ בּוֹ, שֶׁנֶּאֱמַר (דברים כד) וְהִתְעַמֶּר בּוֹ וּמְכָרוֹ. הַגּוֹנֵב אֶת בְּנוֹ, רַבִּי יִשְׁמָעֵאל בְּנוֹ שֶׁל רַבִּי יוֹחָנָן בֶּן בְּרוֹקָה מְחַיֵּב, וַחֲכָמִים פּוֹטְרִין. גָּנַב מִי שֶׁחֶצְיוֹ עֶבֶד וְחֶצְיוֹ בֶן חוֹרִין, רַבִּי יְהוּדָה מְחַיֵּב, וַחֲכָמִים פּוֹטְרִין: 

Sanhedrin 11:2	Sanhedrin 108a:1	זָקֵן מַמְרֵא עַל פִּי בֵית דִּין, שֶׁנֶּאֱמַר (שם יז) כִּי יִפָּלֵא מִמְּךָ דָבָר לַמִּשְׁפָּט וְגוֹ'. שְׁלֹשָׁה בָתֵּי דִינִין הָיוּ שָׁם, אֶחָד יוֹשֵׁב עַל פֶּתַח הַר הַבַּיִת, וְאֶחָד יוֹשֵׁב עַל פֶּתַח הָעֲזָרָה, וְאֶחָד יוֹשֵׁב בְּלִשְׁכַּת הַגָּזִית. בָּאִים לָזֶה שֶׁעַל פֶּתַח הַר הַבַּיִת, וְאוֹמֵר, כָּךְ דָּרַשְׁתִּי וְכָךְ דָּרְשׁוּ חֲבֵרָי, כָּךְ לִמַּדְתִּי וְכָךְ לִמְּדוּ חֲבֵרָי. אִם שָׁמְעוּ, אוֹמְרִים לָהֶם. וְאִם לָאו, בָּאִין לָהֶם לְאוֹתָן שֶׁעַל פֶּתַח הָעֲזָרָה, וְאוֹמֵר, כָּךְ דָּרַשְׁתִּי וְכָךְ דָּרְשׁוּ חֲבֵרָי, כָּךְ לִמַּדְתִּי וְכָךְ לִמְּדוּ חֲבֵרָי. אִם שָׁמְעוּ, אוֹמְרִים לָהֶם. וְאִם לָאו, אֵלּוּ וָאֵלּוּ בָּאִים לְבֵית דִּין הַגָּדוֹל שֶׁבְּלִשְׁכַּת הַגָּזִית, שֶׁמִּמֶּנּוּ יוֹצֵאת תּוֹרָה לְכָל יִשְׂרָאֵל, שֶׁנֶּאֱמַר (שם) מִן הַמָּקוֹם הַהוּא אֲשֶׁר יִבְחַר ה'. חָזַר לְעִירוֹ וְשָׁנָה וְלִמֵּד כְּדֶרֶךְ שֶׁהָיָה לָמֵד, פָּטוּר. וְאִם הוֹרָה לַעֲשׂוֹת, חַיָּב, שֶׁנֶּאֱמַר (שם) וְהָאִישׁ אֲשֶׁר יַעֲשֶׂה בְזָדוֹן, אֵינוֹ חַיָּב עַד שֶׁיּוֹרֶה לַעֲשׂוֹת. תַּלְמִיד שֶׁהוֹרָה לַעֲשׂוֹת, פָּטוּר, נִמְצָא חֻמְרוֹ קֻלּוֹ: 

Sanhedrin 11:4	Sanhedrin 108a:4	אֵין מְמִיתִין אוֹתוֹ לֹא בְבֵית דִּין שֶׁבְּעִירוֹ וְלֹא בְבֵית דִּין שֶׁבְּיַבְנֶה, אֶלָּא מַעֲלִין אוֹתוֹ לְבֵית דִּין הַגָּדוֹל שֶׁבִּירוּשָׁלַיִם, וּמְשַׁמְּרִין אוֹתוֹ עַד הָרֶגֶל וּמְמִיתִין אוֹתוֹ בָרֶגֶל, שֶׁנֶּאֱמַר (דברים יז) וְכָל הָעָם יִשְׁמְעוּ וְיִרָאוּ וְלֹא יְזִידוּן עוֹד, דִּבְרֵי רַבִּי עֲקִיבָא. רַבִּי יְהוּדָה אוֹמֵר, אֵין מְעַנִּין אֶת דִּינוֹ שֶׁל זֶה, אֶלָּא מְמִיתִין אוֹתוֹ מִיָּד, וְכוֹתְבִין וְשׁוֹלְחִין שְׁלוּחִים בְּכָל הַמְּקוֹמוֹת, אִישׁ פְּלוֹנִי בֶּן אִישׁ פְּלוֹנִי נִתְחַיֵּב מִיתָה בְּבֵית דִּין: 

Sanhedrin 11:5	Sanhedrin 110b:6	נְבִיא הַשֶּׁקֶר הַמִּתְנַבֵּא עַל מַה שֶּׁלֹּא שָׁמַע וּמַה שֶּׁלֹּא נֶאֱמַר לוֹ, מִיתָתוֹ בִידֵי אָדָם. אֲבָל הַכּוֹבֵשׁ אֶת נְבוּאָתוֹ, וְהַמְוַתֵּר עַל דִּבְרֵי נָבִיא, וְנָבִיא שֶׁעָבַר עַל דִּבְרֵי עַצְמוֹ, מִיתָתוֹ בִידֵי שָׁמַיִם, שֶׁנֶּאֱמַר (שם יח) אָנֹכִי אֶדְרשׁ מֵעִמּוֹ: 

Makkot 1:3	Makkot 5a:6	מְעִידִין אָנוּ בְאִישׁ פְּלוֹנִי שֶׁהוּא חַיָּב מַלְקוּת אַרְבָּעִים, וְנִמְצְאוּ זוֹמְמִין, לוֹקִין שְׁמֹנִים, מִשּׁוּם לֹא תַעֲנֶה בְרֵעֲךָ עֵד שָׁקֶר (שמות כ), וּמִשּׁוּם וַעֲשִׂיתֶם לוֹ כַּאֲשֶׁר זָמַם (דברים יט), דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, אֵינָן לוֹקִין אֶלָּא אַרְבָּעִים. מְשַׁלְּשִׁין בְּמָמוֹן וְאֵין מְשַׁלְּשִׁין בְּמַכּוֹת. כֵּיצַד, הֱעִידוּהוּ שֶׁהוּא חַיָּב לַחֲבֵרוֹ מָאתַיִם זוּז, וְנִמְצְאוּ זוֹמְמִין, מְשַׁלְּשִׁין בֵּינֵיהֶם. אֲבָל אִם הֱעִידוּהוּ שֶׁהוּא חַיָּב מַלְקוּת אַרְבָּעִים, וְנִמְצְאוּ זוֹמְמִין, כָּל אֶחָד וְאֶחָד לוֹקֶה אַרְבָּעִים: 

Makkot 1:4	Makkot 5b:8	אֵין הָעֵדִים נַעֲשִׂים זוֹמְמִין עַד שֶׁיָּזוֹמוּ אֶת עַצְמָן. כֵּיצַד, אָמְרוּ מְעִידִין אָנוּ בְאִישׁ פְּלוֹנִי שֶׁהָרַג אֶת הַנֶּפֶשׁ, אָמְרוּ לָהֶן הֵיאַךְ אַתֶּם מְעִידִין, שֶׁהֲרֵי נֶהֱרָג זֶה אוֹ הַהוֹרֵג הָיָה עִמָּנוּ אוֹתוֹ הַיּוֹם בְּמָקוֹם פְּלוֹנִי, אֵין אֵלּוּ זוֹמְמִין. אֲבָל אָמְרוּ לָהֶם הֵיאַךְ אַתֶּם מְעִידִין, שֶׁהֲרֵי אַתֶּם הֱיִיתֶם עִמָּנוּ אוֹתוֹ הַיּוֹם בְּמָקוֹם פְּלוֹנִי, הֲרֵי אֵלּוּ זוֹמְמִין, וְנֶהֱרָגִין עַל פִּיהֶם: 

Makkot 1:5	Makkot 5b:9	בָּאוּ אֲחֵרִים וְהִזִּימוּם, בָּאוּ אֲחֵרִים וְהִזִּימוּם, אֲפִלּוּ מֵאָה, כֻּלָּם יֵהָרֵגוּ. רַבִּי יְהוּדָה אוֹמֵר, אִסְטָסִית הִיא זוֹ, וְאֵינָהּ נֶהֱרֶגֶת אֶלָּא כַת הָרִאשׁוֹנָה בִלְבָד: 

Makkot 1:6	Makkot 5b:22	אֵין הָעֵדִים זוֹמְמִין נֶהֱרָגִין, עַד שֶׁיִּגָּמֵר הַדִּין, שֶׁהֲרֵי הַצְּדוֹקִין אוֹמְרִים, עַד שֶׁיֵּהָרֵג, שֶׁנֶּאֱמַר נֶפֶשׁ תַּחַת נָפֶשׁ. אָמְרוּ לָהֶם חֲכָמִים, וַהֲלֹא כְבָר נֶאֱמַר (דברים יט) וַעֲשִׂיתֶם לוֹ כַּאֲשֶׁר זָמַם לַעֲשׂוֹת לְאָחִיו, וַהֲרֵי אָחִיו קַיָּם. וְאִם כֵּן לָמָּה נֶאֱמַר נֶפֶשׁ תַּחַת נָפֶשׁ, יָכוֹל מִשָּׁעָה שֶׁקִּבְּלוּ עֵדוּתָן יֵהָרֵגוּ, תַּלְמוּד לוֹמַר, נֶפֶשׁ תַּחַת נָפֶשׁ, הָא אֵינָן נֶהֱרָגִין עַד שֶׁיִּגָּמֵר הַדִּין: 

Makkot 1:8	Makkot 6b:2	מַה שְּׁנַיִם נִמְצָא אַחַד מֵהֶן קָרוֹב אוֹ פָסוּל עֵדוּתָן בְּטֵלָה, אַף שְׁלשָׁה נִמְצָא אֶחָד מֵהֶן קָרוֹב אוֹ פָסוּל, עֵדוּתָן בְּטֵלָה. מִנַּיִן אֲפִלּוּ מֵאָה, תַּלְמוּד לוֹמַר, עֵדִים. אָמַר רַבִּי יוֹסֵי, בַּמֶּה דְבָרִים אֲמוּרִים, בְּדִינֵי נְפָשׁוֹת. אֲבָל בְּדִינֵי מָמוֹנוֹת, תִּתְקַיֵּם הָעֵדוּת בַּשְּׁאָר. רַבִּי אוֹמֵר, אֶחָד דִּינֵי מָמוֹנוֹת וְאֶחָד דִּינֵי נְפָשׁוֹת. בִּזְמַן שֶׁהִתְרוּ בָהֶן, אֲבָל בִּזְמַן שֶׁלֹּא הִתְרוּ בָהֶן, מַה יַּעֲשׂוּ שְׁנֵי אַחִין שֶׁרָאוּ בְאֶחָד שֶׁהָרַג אֶת הַנָּפֶשׁ: 

Makkot 2:2	Makkot 8a:6	הַזּוֹרֵק אֶבֶן לִרְשׁוּת הָרַבִּים וְהָרַג, הֲרֵי זֶה גּוֹלֶה. רַבִּי אֱלִיעֶזֶר בֶּן יַעֲקֹב אוֹמֵר, אִם מִכְּשֶׁיָּצְאתָה הָאֶבֶן מִיָּדוֹ הוֹצִיא הַלָּז אֶת רֹאשׁוֹ וְקִבְּלָהּ, הֲרֵי זֶה פָטוּר. זָרַק אֶת הָאֶבֶן לַחֲצֵרוֹ וְהָרַג, אִם יֵשׁ רְשׁוּת לַנִּזָּק לִכָּנֵס לְשָׁם, גּוֹלֶה. וְאִם לָאו, אֵינוֹ גוֹלֶה, שֶׁנֶּאֱמַר (דברים יט) וַאֲשֶׁר יָבֹא אֶת רֵעֵהוּ בַיַּעַר, מַה הַיַּעַר רְשׁוּת לַנִּזָּק וְלַמַּזִּיק לִכָּנֵס לְשָׁם, יָצָא חֲצַר בַּעַל הַבַּיִת שֶׁאֵין רְשׁוּת לַנִּזָּק וְלַמַּזִּיק לִכָּנֵס לְשָׁם. אַבָּא שָׁאוּל אוֹמֵר, מַה חֲטָבַת עֵצִים רְשׁוּת, יָצָא הָאָב הַמַּכֶּה אֶת בְּנוֹ, וְהָרַב הָרוֹדֶה אֶת תַּלְמִידוֹ, וּשְׁלִיחַ בֵּית דִּין: 

Makkot 2:3	Makkot 9b:14	הָאָב גּוֹלֶה עַל יְדֵי הַבֵּן, וְהַבֵּן גּוֹלֶה עַל יְדֵי הָאָב. הַכֹּל גּוֹלִין עַל יְדֵי יִשְׂרָאֵל, וְיִשְׂרָאֵל גּוֹלִין עַל יְדֵיהֶן, חוּץ מֵעַל יְדֵי גֵּר תּוֹשָׁב. וְגֵר תּוֹשָׁב אֵינוֹ גוֹלֶה אֶלָּא עַל יְדֵי גֵּר תּוֹשָׁב. הַסּוּמָא אֵינוֹ גוֹלֶה, דִּבְרֵי רַבִּי יְהוּדָה. רַבִּי מֵאִיר אוֹמֵר, גּוֹלֶה. הַשּׂוֹנֵא אֵינוֹ גוֹלֶה. רַבִּי יוֹסֵי בַּר יְהוּדָה אוֹמֵר, הַשּׂוֹנֵא נֶהֱרָג, מִפְּנֵי שֶׁהוּא כְמוּעָד. רַבִּי שִׁמְעוֹן אוֹמֵר, יֵשׁ שׂוֹנֵא גוֹלֶה וְיֵשׁ שׂוֹנֵא שֶׁאֵינוֹ גוֹלֶה. זֶה הַכְּלָל, כֹּל שֶׁהוּא יָכוֹל לוֹמַר לְדַעַת הָרַג, אֵינוֹ גוֹלֶה. וְשֶׁלֹּא לְדַעַת הָרַג, הֲרֵי זֶה גוֹלֶה: 

Makkot 2:4	Makkot 9b:16	לְהֵיכָן גּוֹלִין, לְעָרֵי מִקְלָט. לַשָּׁלשׁ שֶׁבְּעֵבֶר הַיַּרְדֵּן וְלַשָּׁלשׁ שֶׁבְּאֶרֶץ כְּנַעַן, שֶׁנֶּאֱמַר (במדבר לה) אֵת שְׁלשׁ הֶעָרִים תִּתְּנוּ מֵעֵבֶר לַיַּרְדֵּן וְאֵת שְׁלשׁ הֶעָרִים תִּתְּנוּ בְּאֶרֶץ כְּנָעַן וְגוֹ'. עַד שֶׁלֹּא נִבְחֲרוּ שָׁלשׁ שֶׁבְּאֶרֶץ יִשְׂרָאֵל, לֹא הָיוּ שָׁלשׁ שֶׁבְּעֵבֶר הַיַּרְדֵּן קוֹלְטוֹת, שֶׁנֶּאֱמַר (שם) שֵׁשׁ עָרֵי מִקְלָט תִּהְיֶינָה, עַד שֶׁיִּהְיוּ שֶׁשְׁתָּן קוֹלְטוֹת כְּאֶחָד: 

Makkot 2:5	Makkot 9b:17	וּמְכֻוָּנוֹת לָהֶן דְּרָכִים מִזּוֹ לָזוֹ, שֶׁנֶּאֱמַר (דברים יט) תָּכִין לְךָ הַדֶּרֶךְ וְשִׁלַּשְׁתָּ וְגוֹ'. וּמוֹסְרִין לָהֶן שְׁנֵי תַלְמִידֵי חֲכָמִים, שֶׁמָּא יַהַרְגֶנּוּ בַדֶּרֶךְ, וִידַבְּרוּ אֵלָיו. רַבִּי מֵאִיר אוֹמֵר, אַף הוּא מְדַבֵּר עַל יְדֵי עַצְמוֹ, שֶׁנֶּאֱמַר (שם) וְזֶה דְּבַר הָרֹצֵחַ: 

Makkot 2:6	Makkot 11b:7	רַבִּי יוֹסֵי בַּר יְהוּדָה אוֹמֵר, בַּתְּחִלָּה, אֶחָד שׁוֹגֵג וְאֶחָד מֵזִיד מַקְדִּימִין לְעָרֵי מִקְלָט, וּבֵית דִּין שׁוֹלְחִין וּמְבִיאִין אוֹתוֹ מִשָּׁם. מִי שֶׁנִּתְחַיֵּב מִיתָה בְּבֵית דִּין, הֲרָגוּהוּ. וְשֶׁלֹּא נִתְחַיֵּב מִיתָה, פְּטָרוּהוּ. מִי שֶׁנִּתְחַיֵּב גָּלוּת, מַחֲזִירִין אוֹתוֹ לִמְקוֹמוֹ, שֶׁנֶּאֱמַר (במדבר לה) וְהֵשִׁיבוּ אֹתוֹ הָעֵדָה אֶל עִיר מִקְלָטוֹ וְגוֹ'. אֶחָד מָשׁוּחַ בְּשֶׁמֶן הַמִּשְׁחָה וְאֶחָד הַמְרֻבֶּה בִבְגָדִים וְאֶחָד שֶׁעָבַר מִמְּשִׁיחָתוֹ, מַחֲזִירִין אֶת הָרוֹצֵחַ. רַבִּי יְהוּדָה אוֹמֵר, אַף מְשׁוּחַ מִלְחָמָה מַחֲזִיר אֶת הָרוֹצֵחַ. לְפִיכָךְ אִמּוֹתֵיהֶן שֶׁל כֹּהֲנִים מְסַפְּקוֹת לָהֶן מִחְיָה וּכְסוּת, כְּדֵי שֶׁלֹּא יִתְפַּלְּלוּ עַל בְּנֵיהֶם שֶׁיָּמוּתוּ. מִשֶּׁנִּגְמַר דִּינוֹ מֵת כֹּהֵן גָּדוֹל, הֲרֵי זֶה אֵינוֹ גוֹלֶה. אִם עַד שֶׁלֹּא נִגְמַר דִּינוֹ מֵת כֹּהֵן גָּדוֹל וּמִנּוּ אַחֵר תַּחְתָּיו, וּלְאַחַר מִכֵּן נִגְמַר דִּינוֹ, חוֹזֵר בְּמִיתָתוֹ שֶׁל שֵׁנִי: 

Makkot 3:5	Makkot 21a:10	הַקּוֹרֵחַ קָרְחָה בְרֹאשׁוֹ, וְהַמַּקִּיף פְּאַת רֹאשׁוֹ, וְהַמַּשְׁחִית פְּאַת זְקָנוֹ, וְהַשּׂוֹרֵט שְׂרִיטָה אַחַת עַל הַמֵּת, חַיָּב. שָׂרַט שְׂרִיטָה אַחַת עַל חֲמִשָּׁה מֵתִים אוֹ חָמֵשׁ שְׂרִיטוֹת עַל מֵת אֶחָד, חַיָּב עַל כָּל אַחַת וְאֶחָת. עַל הָרֹאשׁ, שְׁתַּיִם, אַחַת מִכָּאן וְאַחַת מִכָּאן. עַל הַזָּקָן, שְׁתַּיִם מִכָּאן וּשְׁתַּיִם מִכָּאן וְאַחַת מִלְּמָטָּה. רַבִּי אֱלִיעֶזֶר אוֹמֵר, אִם נְטָלוֹ כֻלּוֹ כְאַחַת, אֵינוֹ חַיָּב אֶלָּא אֶחָת. וְאֵינוֹ חַיָּב עַד שֶׁיִּטְּלֶנּוּ בְתָעַר. רַבִּי אֱלִיעֶזֶר אוֹמֵר, אֲפִלּוּ לִקְּטוֹ בְמַלְקֵט אוֹ בִרְהִיטְנִי, חַיָּב: 

Makkot 3:6	Makkot 21a:15	הַכּוֹתֵב כְּתֹבֶת קַעֲקַע, כָּתַב וְלֹא קִעֲקַע, קִעֲקַע וְלֹא כָתַב, אֵינוֹ חַיָּב, עַד שֶׁיִּכְתֹּב וִיקַעֲקֵעַ בִּדְיוֹ וּבִכְחֹל וּבְכָל דָּבָר שֶׁהוּא רוֹשֵׁם. רַבִּי שִׁמְעוֹן בֶּן יְהוּדָה מִשּׁוּם רַבִּי שִׁמְעוֹן אוֹמֵר, אֵינוֹ חַיָּב עַד שֶׁיִּכְתּוֹב שָׁם הַשֵּׁם, שֶׁנֶּאֱמַר (ויקרא יט) וּכְתֹבֶת קַעֲקַע לֹא תִתְּנוּ בָּכֶם אֲנִי ה': 

Makkot 3:8	Makkot 22a:15	הָיָה מִטַּמֵּא לְמֵתִים כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תִּטַּמֵּא, אַל תִּטַּמֵּא, וְהָיָה מִטַּמֵּא, חַיָּב עַל כָּל אַחַת וְאֶחָת. הָיָה מְגַלֵּחַ כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תְּגַלֵּחַ אַל תְּגַלֵּחַ וְהוּא מְגַלֵּחַ, חַיָּב עַל כָּל אַחַת וְאֶחָת. הָיָה לָבוּשׁ בְּכִלְאַיִם כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תִּלְבָּשׁ אַל תִּלְבָּשׁ וְהוּא פוֹשֵׁט וְלוֹבֵשׁ, חַיָּב עַל כָּל אַחַת וְאֶחָת: 

Makkot 3:9	Makkot 22b:7	יֵשׁ חוֹרֵשׁ תֶּלֶם אֶחָד וְחַיָּב עָלָיו מִשּׁוּם שְׁמֹנָה לָאוִין, הַחוֹרֵשׁ בְּשׁוֹר וַחֲמוֹר, וְהֵן מֻקְדָּשִׁים, בְּכִלְאַיִם בַּכֶּרֶם, וּבַשְּׁבִיעִית, וְיוֹם טוֹב, וְכֹהֵן וְנָזִיר בְּבֵית הַטֻּמְאָה. חֲנַנְיָא בֶּן חֲכִינַאי אוֹמֵר, אַף הַלּוֹבֵשׁ כִּלְאָיִם. אָמְרוּ לוֹ, אֵינוֹ הַשֵּׁם. אָמַר לָהֶם, אַף לֹא הַנָּזִיר הוּא הַשֵּׁם: 

Makkot 3:10	Makkot 22b:10	כַּמָּה מַלְקִין אוֹתוֹ, אַרְבָּעִים חָסֵר אַחַת. שֶׁנֶּאֱמַר (דברים כה) בְּמִסְפָּר אַרְבָּעִים, מִנְיָן שֶׁהוּא סָמוּךְ לְאַרְבָּעִים. רַבִּי יְהוּדָה אוֹמֵר, אַרְבָּעִים שְׁלֵמוֹת הוּא לוֹקֶה. וְהֵיכָן הוּא לוֹקֶה אֶת הַיְתֵרָה, בֵּין כְּתֵפָיו: 

Makkot 3:11	Makkot 22b:12	אֵין אוֹמְדִין אוֹתוֹ אֶלָּא בְמַכּוֹת הָרְאוּיוֹת לְהִשְׁתַּלֵּשׁ. אֲמָדוּהוּ לְקַבֵּל אַרְבָּעִים, לָקָה מִקְצָת וְאָמְרוּ שֶׁאֵינוֹ יָכוֹל לְקַבֵּל אַרְבָּעִים, פָּטוּר. אֲמָדוּהוּ לְקַבֵּל שְׁמֹנֶה עֶשְׂרֵה, מִשֶּׁלָּקָה אָמְרוּ שֶׁיָּכוֹל הוּא לְקַבֵּל אַרְבָּעִים, פָּטוּר. עָבַר עֲבֵרָה שֶׁיֶּשׁ בָּהּ שְׁנֵי לָאוִין, אֲמָדוּהוּ אֹמֶד אֶחָד, לוֹקֶה וּפָטוּר. וְאִם לָאו, לוֹקֶה וּמִתְרַפֵּא וְחוֹזֵר וְלוֹקֶה: 

Makkot 3:12	Makkot 23a:19	כֵּיצַד מַלְקִין אוֹתוֹ, כּוֹפֵת שְׁתֵּי יָדָיו עַל הָעַמּוּד הֵילָךְ וְהֵילָךְ, וְחַזַּן הַכְּנֶסֶת אוֹחֵז בִּבְגָדָיו, אִם נִקְרְעוּ נִקְרָעוּ, וְאִם נִפְרְמוּ נִפְרָמוּ, עַד שֶׁהוּא מְגַלֶּה אֶת לִבּוֹ. וְהָאֶבֶן נְתוּנָה מֵאַחֲרָיו, חַזַּן הַכְּנֶסֶת עוֹמֵד עָלֶיהָ. וּרְצוּעָה שֶׁל עֵגֶל בְּיָדוֹ, כְּפוּלָה אֶחָד לִשְׁנַיִם וּשְׁנַיִם לְאַרְבָּעָה, וּשְׁתֵּי רְצוּעוֹת עוֹלוֹת וְיוֹרְדוֹת בָּהּ: 

Makkot 3:14	Makkot 23b:2	וְהַקּוֹרֵא קוֹרֵא (שם כח) אִם לֹא תִשְׁמֹר לַעֲשׂוֹת וְגוֹ' וְהִפְלָא ה' אֶת מַכֹּתְךָ וְאֵת מַכּוֹת וְגוֹ', וְחוֹזֵר לִתְחִלַּת הַמִּקְרָא (שם כט) וּשְׁמַרְתֶּם אֶת דִּבְרֵי הַבְּרִית הַזֹּאת וְגוֹ', וְחוֹתֵם (תהלים עח) וְהוּא רַחוּם יְכַפֵּר עָוֹן וְגוֹ', וְחוֹזֵר לִתְחִלַּת הַמִּקְרָא. וְאִם מֵת תַּחַת יָדוֹ, פָּטוּר. הוֹסִיף לוֹ עוֹד רְצוּעָה אַחַת וָמֵת, הֲרֵי זֶה גוֹלֶה עַל יָדוֹ. נִתְקַלְקֵל בֵּין בְּרֶעִי בֵּין בְּמַיִם, פָּטוּר. רַבִּי יְהוּדָה אוֹמֵר, הָאִישׁ בְּרֶעִי וְהָאִשָּׁה בְּמָיִם: 

Shevuot 3:1	Shevuot 19b:14	שְׁבוּעוֹת שְׁתַּיִם שֶׁהֵן אַרְבַּע, שְׁבוּעָה שֶׁאֹכַל וְשֶׁלֹּא אֹכַל, שֶׁאָכַלְתִּי וְשֶׁלֹּא אָכַלְתִּי. שְׁבוּעָה שֶׁלֹּא אֹכַל וְאָכַל כָּל שֶׁהוּא, חַיָּב, דִּבְרֵי רַבִּי עֲקִיבָא. אָמְרוּ לוֹ לְרַבִּי עֲקִיבָא, הֵיכָן מָצִינוּ בְּאוֹכֵל כָּל שֶׁהוּא שֶׁהוּא חַיָּב, שֶׁזֶּה חַיָּב. אָמַר לָהֶן רַבִּי עֲקִיבָא, וְכִי הֵיכָן מָצִינוּ בִּמְדַבֵּר וּמֵבִיא קָרְבָּן, שֶׁזֶּה מְדַבֵּר וּמֵבִיא קָרְבָּן. שְׁבוּעָה שֶׁלֹּא אֹכַל וְאָכַל וְשָׁתָה, אֵינוֹ חַיָּב אֶלָּא אַחַת. שְׁבוּעָה שֶׁלֹּא אֹכַל וְשֶׁלֹּא אֶשְׁתֶּה וְאָכַל וְשָׁתָה, חַיָּב שְׁתָּיִם: 

Shevuot 3:2	Shevuot 19b:14	שְׁבוּעָה שֶׁלֹּא אֹכַל, וְאָכַל פַּת חִטִּין וּפַת שְׂעֹרִין וּפַת כֻּסְּמִין, אֵינוֹ חַיָּב אֶלָּא אַחַת. שְׁבוּעָה שֶׁלֹּא אֹכַל פַּת חִטִּין וּפַת שְׂעֹרִין וּפַת כֻּסְּמִין, וְאָכַל, חַיָּב עַל כָּל אַחַת וְאֶחָת: 

Shevuot 3:3	Shevuot 19b:14	שְׁבוּעָה שֶׁלֹּא אֶשְׁתֶּה וְשָׁתָה מַשְׁקִין הַרְבֵּה, אֵינוֹ חַיָּב אֶלָּא אַחַת. שְׁבוּעָה שֶׁלֹּא אֶשְׁתֶּה יַיִן וָשֶׁמֶן וּדְבַשׁ וְשָׁתָה, חַיָּב עַל כָּל אַחַת וְאֶחָת: 

