Index,Daf,Siman,Siman Ref,Wiki Snippet
1228,Sanhedrin 102a,א,Sanhedrin 102a:3,"שטים העמיקו ואני מוסר לכולם אמר רבי יוחנן אמר הקב""ה הם העמיקו משלי אני אמרתי <א> כל שאינו עולה לרגל עובר"
1229,Sanhedrin 102b,א,Sanhedrin 102b:3,"ולמחר דרישנא ליה משמך בפירקא א""ל <א> מהיכא דקרים בישולא א""ל מאחר"
1230,Sanhedrin 105a,(א),Sanhedrin 105a:11,"אלו פושעי עובדי כוכבים דברי ר""א אמר לו ר' יהושע <(א)> וכי נאמר בכל גוים והלא"
1231,Sanhedrin 105b,א,Sanhedrin 105b:12,אברהם בבקר שנאה מבטלת שורה של גדולה מבלעם שנאמר ויקם בלעם בבקר ויחבוש את אתונו אמר רב יהודה אמר רב <א> לעולם יעסוק אדם בתורה ובמצוה
1232,Sanhedrin 106b,א,Sanhedrin 106b:17,הצמתה כל זונה ממך כתיב התם לצמיתות ומתרגמינן לחלוטין ותנן <א> אין בין מוסגר ומוחלט אלא
1233,Sanhedrin 107b,א,Sanhedrin 107b:5,לו חזור בך אמר לו כך מקובלני ממך <א> החוטא ומחטיא את הרבים אין
1234,Sanhedrin 110a,א,Sanhedrin 110a:9,צאן ובקר ומריא עם אבן הזוחלת וכתיב התם עם חמת זוחלי עפר אמר רב חסדא <א> כל החולק על רבו כחולק
1235,Sanhedrin 110a,ב,Sanhedrin 110a:9,"על השכינה שנאמר בהצותם על ה' א""ר חמא ברבי חנינא <ב> כל העושה מריבה עם רבו"
1236,Sanhedrin 110a,ג,Sanhedrin 110a:10,"כעושה עם שכינה שנאמר המה מי מריבה אשר רבו בני ישראל (על) [את] ה' א""ר חנינא בר פפא <ג> כל המתרעם על רבו כאילו"
1237,Sanhedrin 110a,ד,Sanhedrin 110a:10,"מתרעם על השכינה שנאמר לא עלינו תלונותיכם כי (אם) על ה' א""ר אבהו <ד> כל המהרהר אחר רבו כאילו"
1238,Sanhedrin 111a,א,Sanhedrin 111a:5,"רישיה וסליק ויתיב קמיה דרב א""ל ולא תמצא בארץ החיים א""ל מילט קא לייטת לי א""ל קרא קאמינא לא <א> תמצא תורה במי שמחיה עצמו"
1239,Sanhedrin 111b,א,Sanhedrin 111b:6,"להם חלק לעוה""ב שנאמר יצאו אנשים בני בליעל מקרבך וידיחו את (אנשי) [יושבי] עירם <א> ואינן נהרגים עד שיהיו מדיחיה"
1240,Sanhedrin 111b,ב,Sanhedrin 111b:6,לה הרי אלו כיחידים <ב> וצריכין ב' עדים והתראה לכל
1241,Sanhedrin 111b,ג,Sanhedrin 111b:7,אחד ואחד זה חומר ביחידים מבמרובים <ג> שהיחידים בסקילה לפיכך ממונם פלט
1242,Sanhedrin 111b,ד,Sanhedrin 111b:7,שהיחידים בסקילה לפיכך ממונם פלט <ד> והמרובין בסייף לפיכך ממונם אבד
1243,Sanhedrin 111b,ה,Sanhedrin 111b:9,ואת כל אשר בה ואת בהמתה לפי חרב <ה> מכאן אמרו נכסי צדיקים שבתוכה
1244,Sanhedrin 111b,ו,Sanhedrin 111b:9,אובדין שבחוצה לה פליטין <ו> ושל רשעים בין שבתוכה בין
1245,Sanhedrin 111b,ז,Sanhedrin 111b:10,שבחוצה לה הרי אלו אובדין שנאמר ואת כל שללה תקבוץ אל תוך רחבה וגו' <ז> אם אין לה רחוב עושין
1246,Sanhedrin 111b,ח,Sanhedrin 111b:11,שללה ולא שלל שמים מכאן אמרו <ח> ההקדשות שבה יפדו ותרומות ירקבו
1247,Sanhedrin 111b,ט,Sanhedrin 111b:12,"מעשר שני וכתבי הקדש יגנזו כליל לה' אלהיך אמר ר""ש אמר הקב""ה <ט> אם אתם עושין דין בעיר"
1248,Sanhedrin 111b,י,Sanhedrin 111b:13,"הגלילי ר""ע אומר <י> לא תבנה עוד לכמות שהיתה"
1249,Sanhedrin 111b,כ,Sanhedrin 111b:14,"אבדו רשעים מן העולם נסתלק חרון אף מן העולם: ת""ר יצאו הן ולא שלוחין אנשים <כ> אין אנשים פחות מב' דבר"
1250,Sanhedrin 111b,ל,Sanhedrin 111b:14,אחר אנשים <ל> ולא נשים אנשים ולא קטנים
1251,Sanhedrin 111b,מ,Sanhedrin 111b:15,בני בליעל בנים שפרקו עול שמים מצואריהם מקרבך <מ> ולא מן הספר יושבי עירם
1252,Sanhedrin 112a,א,Sanhedrin 112a:2,קשיא איבעיא להו הודחו מאליהן מהו וידיחו אמר רחמנא <א> ולא שהודחו מאליהן או דילמא
1253,Sanhedrin 112a,ב,Sanhedrin 112a:6,אתה מוציא לשעריך ואי אתה מוציא כל העיר כולה לשעריך אלא <ב> מרבין להן בתי דינין ומעיינין
1254,Sanhedrin 112a,ג,Sanhedrin 112a:7,בדיניהן ומסקינן להו לבית דין הגדול וגמרי להו לדינייהו וקטלי להו: הכה תכה את יושבי העיר וכו': תנו רבנן <ג> החמרת והגמלת העוברת ממקום למקום
1255,Sanhedrin 112a,ד,Sanhedrin 112a:8,"כמה יהיה בעיר ויהיה כאנשי העיר <ד> י""ב חדש אמר רבא לא"
1256,Sanhedrin 112a,ה,Sanhedrin 112a:9,קשיא הא למיהוי מבני מתא הא למיהוי מיתבי מתא והתניא <ה> המודר הנאה מבני העיר אם
1257,Sanhedrin 112a,ו,Sanhedrin 112a:11,שידורו בתוכה ממונם לפיכך ממונם אבד אמר מר ואת כל שללה תקבץ לרבות נכסי רשעים שבחוצה לה אמר רב חסדא <ו> ובנקבצים לתוכה אמר רב חסדא
1258,Sanhedrin 112a,ז,Sanhedrin 112a:13,ואיתנהו בעיר אחרת אי דנקבצין לתוכה אמאי מותרין ואי אין נקבצין לתוכה הא אמרה חדא זימנא לא <ז> לעולם דעיר אחרת דמפקדי בתוכה
1259,Sanhedrin 112a,ח,Sanhedrin 112a:13,והכא במאי עסקינן <ח> כגון דקביל עליה אחריות מהו
1260,Sanhedrin 112a,ט,Sanhedrin 112a:14,דתימא כיון דקביל עליה אחריות כדידיה דמי קא משמע לן אמר רב חסדא <ט> בהמה חציה של עיר הנדחת
1261,Sanhedrin 112a,י,Sanhedrin 112a:14,וחציה של עיר אחרת אסורה <י> עיסה חציה של עיר הנדחת
1262,Sanhedrin 112a,כ,Sanhedrin 112a:15,עיר הנדחת מהו דתיתהני בה שחיטה לטהרה מידי נבילה לפי חרב אמר רחמנא <כ> לא שנא שחטה משחט לא
1263,Sanhedrin 112a,*,Sanhedrin 112a:16,שנא קטלא מקטל או דלמא כיון דשחטה מהניא לה שחיטה מאי תיקו בעי רב יוסף <*> שיער נשים צדקניות מהו אמר
1264,Sanhedrin 112a,ל,Sanhedrin 112a:16,רבא הא דרשעיות אסור תקבץ ושרפת כתיב מי שאינו מחוסר אלא קביצה ושריפה <ל> יצא זה שמחוסר תלישה וקביצה
1265,Sanhedrin 112a,*,Sanhedrin 112a:17,ושריפה אלא אמר רבא בפיאה נכרית היכי דמי אי דמחובר בגופה כגופה דמיא לא צריכא <*> דתלי בסיבטא כנכסי צדיקים שבתוכה
1266,Sanhedrin 112a,מ,Sanhedrin 112a:17,דמי <מ> ואבד או דלמא כיון דעיילא
1267,Sanhedrin 112b,א,Sanhedrin 112b:1,"וההקדשות שבה יפדו כו': ת""ר <א> היו בה (קדשי) קדשים קדשי"
1268,Sanhedrin 112b,ב,Sanhedrin 112b:3,"וימכרו ויפלו דמיהן לנדבה ר' יוחנן אמר <ב> זבח רשעים תועבה ר""ל אמר"
1269,Sanhedrin 112b,ג,Sanhedrin 112b:7,בהמת בכור ומעשר: במאי עסקינן אילימא בתמימין שלל שמים הוא אלא בבעלי מומין <ג> שללה נינהו אמר רבינא לעולם
1270,Sanhedrin 112b,ד,Sanhedrin 112b:11,אלא תרומה ביד כהן אבל תרומה ביד ישראל <ד> תנתן לכהן שבעיר אחרת תנן
1271,Sanhedrin 112b,ה,Sanhedrin 112b:12,"התם עיסה של מעשר שני פטורה מן החלה דברי ר""מ וחכמים <ה> מחייבין אמר רב חסדא מחלוקת"
1272,Sanhedrin 113a,א,Sanhedrin 113a:1,וליפרקיה דתנן <א> הלקוח בכסף מעשר שנטמא יפדה
1273,Sanhedrin 113a,ב,Sanhedrin 113a:2,רבא <ב> מחיצה לאכול דאורייתא
1274,Sanhedrin 113a,ג,Sanhedrin 113a:2,מחיצה לאכול דאורייתא <ג> לקלוט דרבנן וכי גזור רבנן
1275,Sanhedrin 113a,ד,Sanhedrin 113a:7,"ומר סבר עוד לכמה שהיתה: אינה נבנית אבל נעשית היא גנות ופרדסים: ת""ר <ד> היו בה אילנות תלושין אסורין"
1276,Gittin 2a,א,Gittin 2a:3,"ר' אליעזר אומר אפילו מכפר לודים ללוד וחכ""א <א> אינו צריך שיאמר בפני נכתב"
1277,Gittin 2a,ב,Gittin 2a:5,עכו כארץ ישראל לגיטין <ב> המביא גט בארץ ישראל אינו
1278,Gittin 2b,א,Gittin 2b:2,לפי שאין בקיאין לשמה רבא אמר <א> לפי שאין עדים מצויין לקיימו
1279,Gittin 2b,ב,Gittin 2b:3,מאי בינייהו איכא בינייהו <ב> דאתיוהו בי תרי אי נמי
1280,Gittin 2b,ג,Gittin 2b:5,אכל עדיות שבתורה <ג> עד אחד נאמן באיסורין
1281,Gittin 2b,ד,Gittin 2b:6,עד אחד נאמן באיסורין <ד> אימור דאמרינן עד אחד נאמן
1282,Gittin 2b,ה,Gittin 2b:7,שבערוה <ה> ואין דבר שבערוה פחות משנים
1283,Gittin 3a,א,Gittin 3a:6,"מב' בדין הוא דבקיום שטרות נמי לא ליבעי כדר""ל דאמר ר""ל <א> עדים החתומים על השטר נעשו"
1284,Gittin 4a,א,Gittin 4a:2,אבא <א> מודה רבי אלעזר במזוייף מתוכו
1285,Gittin 5a,א,Gittin 5a:6,"גיטה ובלבד שצריכה לומר בפ""נ ובפ""נ שלא תחלוק בשליחות אי הכי בעל נמי אלמה תניא <א> הוא עצמו שהביא גיטו אין"
1286,Gittin 5a,ב,Gittin 5a:8,גט ממדינת הים צריכין שיאמרו בפנינו נכתב ובפנינו נחתם או אין צריכין אמר ליה <ב> אין צריכין ומה אילו יאמרו
1287,Gittin 5a,ג,Gittin 5a:14,"בידיה וערעורי קא מערער עליה ת""ש <ג> המביא גט ממדינת הים ונתנו"
1288,Gittin 5b,א,Gittin 5b:7,ור' חנינא חד אמר <א> בפני שנים וחד אמר בפני
1289,Gittin 5b,ב,Gittin 5b:12,שנים קסבר <ב> שליח נעשה עד ועד נעשה
1290,Gittin 5b,ג,Gittin 5b:13,דיין ומאן דאמר בפני ג' קסבר שליח נעשה עד ואין עד נעשה דיין <ג> והא קיימא לן בדרבנן דעד
1291,Gittin 5b,ד,Gittin 5b:17,"בפני נכתב ובפני נחתם יוציא והולד ממזר דברי רבי מאיר וחכ""א אין הולד ממזר <ד> כיצד יעשה יטלנו הימנה ויחזור"
1292,Gittin 5b,ה,Gittin 5b:21,אתא לקמיה דרבי אמי ור' אסי אמרי ליה לא צריכת וכי תימא אעביד לחומרא <ה> נמצא אתה מוציא לעז על
1293,Gittin 6a,א,Gittin 6a:1, <א> אפי' קן קולמוסא וקן מגילתא
1294,Gittin 6a,ב,Gittin 6a:5,ליה אמרת כשר נכנס ויוצא מיבעיא אלא סופר פשיטא משום דנכנס ויוצא נפסליניה <ב> לא צריכא דנפק לשוקא ואתא
1295,Gittin 6a,ג,Gittin 6a:6,"מהו דתימא איניש אחרינא אשכחיה ואמר ליה קמ""ל: איתמר בבל רב אמר <ג> כא""י לגיטין ושמואל אמר כחו""ל"
1296,Gittin 6a,ד,Gittin 6a:13,קאמר אלא בעכו דמקרבא אבל בבל דמרחקא לא הוא מותיב לה והוא מפרק לה לבר מבבל <ד> עד היכן היא בבל אמר
1297,Gittin 6a,ה,Gittin 6a:18,שכונה והא רבא הוא דאמר לפי שאין עדים מצויין לקיימו <ה> שאני בני מחוזא דניידי רב
1298,Gittin 6b,א,Gittin 6b:1,ואי עבדת אהנית מאי אי עבדת אהנית <א> דאי אתי בעל מערער לא
1299,Gittin 6b,ב,Gittin 6b:9,"בזונה והילדה מכרו ביין וישתו וכתב ליה בלא שירטוט וא""ר יצחק <ב> שתים כותבין שלש אין כותבין"
1300,Gittin 6b,ג,Gittin 6b:15,ואידי בקערה זבוב אונסא ונימא פשיעותא אמר רב חסדא <ג> לעולם אל יטיל אדם אימה
1301,Gittin 6b,ד,Gittin 6b:17,בר בר חנה הא דאמרי רבנן <ד> שלשה דברים צריך אדם לומר
1302,Gittin 7a,א,Gittin 7a:6,"העומדים עלי ובידי למסרם למלכות מהו שרטט וכתב ליה אמרתי אשמרה דרכי מחטוא בלשוני אשמרה לפי מחסום בעוד רשע לנגדי <א> אע""פ שרשע לנגדי אשמרה לפי"
1303,Gittin 7a,ב,Gittin 7a:8,למר עוקבא <ב> זמרא מנא לן דאסיר שרטט
1304,Gittin 7a,ג,Gittin 7a:9,"ה""א ה""מ זמרא דמנא אבל דפומא שרי <ג> קמ""ל א""ל רב הונא בר"
1305,Gittin 7a,ד,Gittin 7a:13,"עושה לו דין א""ל ריש גלותא לרב הונא כלילא מנא לן דאסור א""ל מדרבנן דתנן <ד> בפולמוס של אספסיינוס גזרו על"
1306,Gittin 7b,א,Gittin 7b:1,ועניתיך אמר מר זוטרא <א> אפי' עני המתפרנס מן הצדקה
1307,Gittin 7b,ב,Gittin 7b:2,"למימרא דעכו לצפונה דא""י קיימא ורמינהו <ב> היה מהלך מעכו לכזיב מימינו"
1308,Gittin 7b,ג,Gittin 7b:3,משום ארץ העמים וחייבת במעשר ובשביעית עד שיודע לך שהיא פטורה עד היכן עד <ג> כזיב רבי ישמעאל ברבי יוסי
1309,Gittin 7b,ד,Gittin 7b:6,"הא ר' יהודה הא רבנן דתנן <ד> עפר חו""ל הבא בספינה לארץ"
1310,Gittin 7b,ה,Gittin 7b:7,"חייב במעשר ובשביעית א""ר יהודה <ה> אימתי בזמן שהספינה גוששת אבל"
1311,Gittin 8a,א,Gittin 8a:3,אדרא דמיא כי ארעא סמיכתא דמיא אבל עציץ דמפסיק אוירא לא רב נחמן בר יצחק אמר <א> בנהרות דארץ ישראל דכולי עלמא
1312,Gittin 8a,ב,Gittin 8a:4,לא פליגי אלא כי פליגי בים הגדול דתניא <ב> איזהו ארץ ואיזהו חוצה לארץ
1313,Gittin 8a,ג,Gittin 8a:9,"כא""י וכו': בעו מיניה מרבי חייא בר אבא המוכר עבדו לסוריא כמוכר בחו""ל דמי או לא אמר להו <ג> תניתוה ר""מ אומר עכו כארץ"
1314,Gittin 8a,ד,Gittin 8a:10,"ע""ב ר""ק: <ד> עפרה טמא כחו""ל והמוכר עבדו"
1315,Gittin 8a,ה,Gittin 8a:10,"לסוריא כמוכר בחו""ל <ה> והמביא גט מסוריא כמביא מחו""ל"
1316,Gittin 8a,ו,Gittin 8a:11,"ובשלשה לא""י <ו> חייבת במעשר ובשביעי' כא""י"
1317,Gittin 8a,ז,Gittin 8a:11,"חייבת במעשר ובשביעי' כא""י <ז> והרוצה ליכנס לה בטהרה נכנס"
1318,Gittin 8b,א,Gittin 8b:2,"כקונה בפרוארי ירושלים חייבת במעשר ובשביעית כא""י קסבר כיבוש יחיד שמיה כיבוש והרוצה ליכנס לה בטהרה נכנס והאמרת עפרה טמא <א> בשידה תיבה ומגדל דתניא"
1319,Gittin 8b,ב,Gittin 8b:3,בשידה תיבה ומגדל דתניא <ב> הנכנס לארץ העמים בשידה תיבה
1320,Gittin 8b,ג,Gittin 8b:5,"ששת לומר שכותבין עליו אונו ואפילו בשבת בשבת ס""ד כדאמר רבא אומר לעובד כוכבים ועושה <ג> ה""נ אומר לעובד כוכבים ועושה"
1321,Gittin 8b,ד,Gittin 8b:6,"ואע""ג דאמירה לעובד כוכבים שבות משום ישוב א""י לא גזור רבנן: ת""ר <ד> עבד שהביא גיטו וכתוב בו"
1322,Gittin 8b,ה,Gittin 8b:10,שטרות דעלמא אלא עצמו ליקני מידי דהוה אגט אשה אלא אמר רבא <ה> אחד זה ואחד זה עצמו
1323,Gittin 8b,ו,Gittin 8b:11,"קנה נכסים לא קנה א""ל רב אדא בר מתנה לרבא כמאן כר""ש דאמר פלגינן דיבורא דתנן <ו> הכותב כל נכסיו לעבדו יצא"
1324,Gittin 9a,א,Gittin 9a:3,נחמן <א> שכיב מרע שכתב כל נכסיו
1325,Gittin 9a,ב,Gittin 9a:7,מאי חזית דסמכת אהני סמוך אהני <ב> אלא ערער דבעל:
1326,Gittin 9a,ג,Gittin 9a:8,אלא ערער דבעל: <ג> המביא גט ממדינת הים ואינו
1327,Gittin 9a,ד,Gittin 9a:11,הכל כשרין להביא את הגט חוץ מחרש שוטה וקטן אמר רב יוסף <ד> הכא במאי עסקינן כגון שנתנו
1328,Gittin 9a,ה,Gittin 9a:12,בשלשה דרכים שוו גיטי נשים לשיחרורי עבדים <ה> שוו למוליך ולמביא
1329,Gittin 9a,ו,Gittin 9a:12,שוו למוליך ולמביא <ו> וכל גט שיש עליו עד
1330,Gittin 9a,ז,Gittin 9a:12,כותי פסול חוץ מגיטי נשים ושחרורי עבדים <ז> וכל השטרות
1331,Gittin 9b,א,Gittin 9b:3,אלא לר' מאיר מנינא למעוטי מאי למעוטי הא דתניא <א> עדים שאין יודעים לחתום מקרקעין
1332,Gittin 9b,ב,Gittin 9b:4,"להם נייר חלק וממלאים את הקרעים דיו אמר רשב""ג <ב> במה דברים אמורים בגיטי נשים"
1333,Gittin 9b,ג,Gittin 9b:6,מחסרא והכי קתני עדים שאין יודעין לקרות קורין לפניהם וחותמין ושאין יודעין לחתום מקרעין להם: ותו ליכא והאיכא <ג> האומר תנו גט זה לאשתי
1334,Gittin 9b,ד,Gittin 9b:6,האומר תנו גט זה לאשתי <ד> ושטר שחרור זה לעבדי ומת
1335,Gittin 9b,ה,Gittin 9b:6,לא יתנו לאחר מיתה <ה> תנו מנה לפלוני ומת יתנו
1336,Gittin 9b,ו,Gittin 9b:8,"ר""א לגולה משום רבינו שכיב מרע שאמר כתבו ותנו מנה לפלוני ומת <ו> אין כותבין ונותנין שמא לא"
1337,Gittin 9b,ז,Gittin 9b:10,גמר להקנותו אלא בשטר ואין שטר לאחר מיתה <ז> והאיכא לשמה בשלמא לרבה היינו
1338,Gittin 9b,ח,Gittin 9b:12,מוליך ומביא אלא לרבא קשיא ותו בין לרבה בין לרבא <ח> האיכא מחובר כי קתני פסולא
1339,Gittin 10a,א,Gittin 10a:5,חזרה גופה איתא בקידושין בשליחות בעל כורחה דבגירושין איתא ובקידושין ליתא: <א> כל גט שיש עליו עד
1340,Gittin 10a,ב,Gittin 10a:11,הכשירו בו אלא עד אחד כותי בלבד <ב> לעולם רבי אלעזר וכגון דחתים
1341,Gittin 10b,א,Gittin 10b:3,"דקשיש מיניה הכא נמי רווחא שבק למאן דקשיש מיניה א""ר פפא זאת אומרת <א> עדי הגט אין חותמין זה"
1342,Gittin 10b,ב,Gittin 10b:9,עדי כותים והכשיר: <ב> כל השטרות העולים בערכאות של
1343,Gittin 10b,ג,Gittin 10b:13,"לאו בהאי שטרא והאי שטרא חספא בעלמא הוא אמר שמואל דינא דמלכותא דינא ואב""א <ג> תני חוץ מכגיטי נשים: רבי"
1344,Gittin 10b,ד,Gittin 10b:15,שמעון אומר אף אלו כשירין וכו': והא לאו בני כריתות נינהו אמר רבי זירא <ד> ירד ר' שמעון לשיטתו של
1345,Gittin 11a,א,Gittin 11a:9,"בכנופיאתה דארמאי א""ל רפרם <א> ערכאות תנן אמר רבא"
1346,Gittin 11a,ב,Gittin 11a:10,ערכאות תנן אמר רבא <ב> האי שטרא פרסאה דמסריה ניהליה
1347,Gittin 11b,א,Gittin 11b:2,עדים החתומין על הגט ושמותן כשמות עובדי כוכבים מהו אמר ליה לא בא לידינו אלא לוקוס ולוס והכשרנו <א> ודוקא לוקוס ולוס דלא שכיחי
1348,Gittin 11b,ב,Gittin 11b:7,"שחרור זה לעבדי אם רצה לחזור בשניהן יחזור דברי ר""מ וחכ""א <ב> בגיטי נשים"
1349,Gittin 11b,ג,Gittin 11b:7,בגיטי נשים <ג> אבל לא בשחרורי עבדים
1350,Gittin 11b,ד,Gittin 11b:7,אבל לא בשחרורי עבדים <ד> לפי שזכין לאדם שלא בפניו
1351,Gittin 11b,ה,Gittin 11b:10,"ורב יצחק בר יוסף קמיה דר' ירמיה ויתיב ר' ירמיה וקא מנמנם ויתיב רב הונא וקאמר ש""מ מדרבנן <ה> התופס לבעל חוב קנה א""ל"
1352,Gittin 11b,ו,Gittin 11b:12,יוחנן <ו> התופס לבעל חוב במקום שחב
1353,Gittin 11b,ז,Gittin 11b:14,"וחכ""א <ז> יתננו לעני הנמצא ראשון אמר"
1354,Gittin 12a,א,Gittin 12a:4,שלו: שאם ירצה שלא לזון כו': שמעת מינה <א> יכול הרב לומר לעבד עשה
1355,Gittin 12a,ב,Gittin 12a:8,שמע <ב> עבד שגלה לערי מקלט אין
1356,Gittin 12a,ג,Gittin 12a:12,"חיותא טפי קמ""ל והא מדקתני סיפא <ג> אבל אשה שגלתה לערי מקלט"
1357,Gittin 12a,ד,Gittin 12a:14,אמר ליה לעולם דאמר ליה <ד> ואשה בדלא ספקה והא מדקתני
1358,Gittin 12a,ה,Gittin 12a:15,"סיפא ואם אמר לה צאי מעשה ידיך במזונותיך רשאי מכלל דרישא דלא אמר לה ה""ק <ה> ואם מספקת ואמר לה צאי"
1359,Gittin 12a,ו,Gittin 12a:20,לי מעשה ידי בפרנסתי מיבעי ליה ועוד מאי שנא בשני בצורת אלא הכא במאי עסקינן <ו> דאמר לו צא מעשה ידיך
1360,Gittin 12a,ז,Gittin 12a:21,"למזונותיך ובשני בצורת לא ספק רשב""ג סבר <ז> או פרנסני או הוציאני לחירות"
1361,Gittin 12a,ח,Gittin 12a:22,"כי היכי דחזו לי אינשי ומרחמין עלי ורבנן סברי מאן דמרחם אבני חרי אעבד נמי רחומי מרחם ת""ש דאמר רב <ח> המקדיש ידי עבדו אותו העבד"
1362,Gittin 12b,א,Gittin 12b:3,ניחא לי' כי היכי דלשבח עבדיה עושה ופורע קמא קמא קדיש ליה <א> בפחות פחות משוה פרוטה הכי
1363,Gittin 12b,ב,Gittin 12b:8,"ליה מאן דבעי ניפלחיה אלא לאו ש""מ אינו יכול שמע מינה ת""ש דאמר ר' יוחנן <ב> הקוטע יד עבדו של חבירו"
1364,Gittin 12b,ג,Gittin 12b:12,"יכול ש""מ אמר מר נותן שבתו ורפואתו לרבו שבתו פשיטא רפואתו איצטריכא ליה רפואתו דידיה היא דבעי איתסויי ביה <ג> לא צריכא דאמדוה לחמשא יומי"
1365,Gittin 12b,ד,Gittin 12b:14,אמרנו לו והלא מה אם ירצה שלא לזונו ושלא לפרנסו רשאי אמר לנו ומה <ד> אילו עבד כהן שברח ואשת
1366,Gittin 13a,א,Gittin 13a:5,אדרבה הרי הוא מתירו בבת חורין עבדא בהפקירא ניחא ליה זילא ליה שכיחא ליה פריצה ליה: <א> האומר תנו גט זה לאשתי
1367,Gittin 13a,ב,Gittin 13a:5,האומר תנו גט זה לאשתי <ב> שטר שחרור זה לעבדי ומת
1368,Gittin 13a,ג,Gittin 13a:5,לא יתנו לאחר מיתה <ג> תנו מנה לאיש פלוני ומת
1369,Gittin 13a,ד,Gittin 13a:7,"בבריא כי צבורין מאי הוי הא לא משך ואלא בשכיב מרע מאי איריא צבורין כי אין צבורין נמי דהא <ד> קיי""ל דדברי שכיב מרע ככתובים"
1370,Gittin 13a,ה,Gittin 13a:11,זה נותנין מנה סתם אין נותנין חיישינן שמא מנה קבור קאמר <ה> והלכתא לקבורה לא חיישינן רב
1371,Gittin 13b,א,Gittin 13b:7,רבנן היא גופא אמר רב הונא אמר רב <א> מנה לי בידך תנהו לו
1372,Gittin 13b,ב,Gittin 13b:8,לפלוני במעמד שלשתן קנה אמר רבא מסתברא מילתיה דרב בפקדון אבל במלוה לא והאלקים אמר רב <ב> אפילו במלוה אתמר נמי אמר
1373,Gittin 14a,א,Gittin 14a:4,שמואל <א> הכותב כל נכסיו לאשתו לא
1374,Gittin 14a,ב,Gittin 14a:4,עשאה אלא אפיטרופיא ואידך דאמר רב חנניא <ב> המשיא אשה לבנו גדול בבית
1375,Gittin 14a,ג,Gittin 14a:11,"מינך א""ל רבא אטו האי מי קאמר לא יהבינא דליכא גבאי קאמר א""ל א""כ קנין בטעות הוא <ג> וכל קנין בטעות חוזר איתמר"
1376,Gittin 14a,ד,Gittin 14a:12,וכל קנין בטעות חוזר איתמר <ד> הולך מנה לפלוני שאני חייב
1377,Gittin 14a,ה,Gittin 14a:14,"בהא קמיפלגי דמר סבר הולך כזכי דמי ומר סבר הולך לאו כזכי דמי לא דכ""ע <ה> הולך כזכי דמי והכא בהא"
1378,Gittin 14a,ו,Gittin 14a:15,"קמיפלגי מ""ס לא אמרינן מיגו ומ""ס אמרינן מיגו תניא כוותיה דרב הולך מנה לפלוני שאני חייב לו תן מנה לפלוני <ו> שאני חייב לו הולך מנה"
1379,Gittin 14a,ז,Gittin 14a:16,"לימא ליה אין רצונו שיהא פקדונו ביד אחר א""ר זירא <ז> כשהוחזק כפרן רב ששת הוה"
1380,Gittin 14b,א,Gittin 14b:9,והא בשכיב מרע <א> הא דאיתיה למקבל בשעת מתן
1381,Gittin 14b,ב,Gittin 14b:10,מעות הא דליתיה למקבל בשעת מתן מעות רב פפא אמר <ב> הא והא בברי' הא דמית
1382,Gittin 14b,ג,Gittin 14b:12,"יהודה הנשיא אמר משום ר' יעקב שאמר משום ר""מ <ג> מצוה לקיים דברי המת וחכ""א"
1383,Gittin 14b,ד,Gittin 14b:13,"לאו בהא קמיפלגי דת""ק סבר <ד> הולך לאו כזכי ור' נתן"
1384,Gittin 14b,ה,Gittin 14b:17,בריא ואחד מסוכן נכסים שיש להן אחריות נקנין בכסף ובשטר ובחזקה ושאין להן אחריות אין נקנין אלא במשיכה וחכמים אומרים <ה> אלו ואלו נקנין באמירה אמרו
1385,Gittin 15a,א,Gittin 15a:6,"קיי""ל דברי שכיב מרע ככתובין וכמסורין דמו רב יוסף מוקי לה בבריא והא ליורשי משלח קאמר <א> וקיי""ל מצוה לקיים דברי המת"
1386,Gittin 15a,ב,Gittin 15a:8,תני יחזרו למשלח: המביא <ב> גט ממדינת הים ואמר בפני
1387,Gittin 15a,ג,Gittin 15a:9,ובפני נחתם כולו פסול <ג> אחד אומר בפני נכתב ואחד
1388,Gittin 15a,ד,Gittin 15a:11,"הי חציו אלימא חציו ראשון והאמר ר""א אפילו לא כתב בו אלא שיטה אחת לשמה <ד> שוב אינו צריך אלא אמר"
1389,Gittin 15a,ה,Gittin 15a:11,רב אשי <ה> חציו אחרון: בפני נכתב כולו
1390,Gittin 15a,ו,Gittin 15a:14,הגט או כולו בתקנת חכמים מתקיף לה רבא <ו> מי איכא מידי דאילו אמר
1391,Gittin 15b,א,Gittin 15b:2,אפומא דחד סהדא מתקיף לה רב אשי <א> מי איכא מידי דאילו מסיק
1392,Gittin 15b,ב,Gittin 15b:3,ליה איהו לכוליה דיבורא כשר השתא דאיכא חד בהדיה פסול אלא אמר רב אשי <ב> אפילו אומר אני הוא עד
1393,Gittin 15b,ג,Gittin 15b:10,בגידוד דרש מרימר גידוד חמשה ומחיצה ה' מצטרפין <ג> והלכתא מצטרפין בעי אילפא ידים
1394,Gittin 15b,ד,Gittin 15b:11,טהורות לחצאין או אין טהורות לחצאין היכי דמי אילימא דקא משו בי תרי מרביעית והא תנן <ד> מרביעית נוטלין לידים לאחד ואפי'
1395,Gittin 15b,ה,Gittin 15b:12,לשנים ואלא דקא משי חדא חדא ידיה והתנן <ה> הנוטל ידו אחת בנטילה ואחת
