Ref,Headword,Location Name (Hebrew)
תוספתא בכורות ז ג,צפורי,ציפורי
תוספתא בכורות ז ג,צפורי,ציפורי
תוספתא בכורות ז ג,צפורי,ציפורי
תוספתא חולין ג ב,צפורי,ציפורי
תוספתא חולין ב כד,צפורי,ציפורי
תוספתא עדויות א א,צפורי,ציפורי
תוספתא מכות א ג,צפורי,ציפורי
תוספתא גיטין א ג,צפורי,ציפורי
תוספתא סוטה ג טז,צפורי,ציפורי
תוספתא כתובות ז יא,צפורי,ציפורי
תוספתא מגילה ב ד,צפורי,ציפורי
תוספתא תענית א יג,צפורי,ציפורי
תוספתא עירובין ו כו,צפורי,ציפורי
תוספתא יומא א ד,צפורי,ציפורי
תוספתא עירובין ד יא,צפורי,ציפורי
תוספתא מכשירין ג ו,צפורי,ציפורי
תוספתא שבת טו ח,צפורי,ציפורי
תוספתא סוטה יג ח,צפורי,ציפורי
תוספתא תרומות א ד,צפורי,ציפורי
תוספתא שביעית ד יג,צפורי,ציפורי
תוספתא דמאי ג יד,צפורי,ציפורי
תוספתא דמאי א א,צפורי,ציפורי
תוספתא מכשירין ג ה,צפורי,ציפורי
תוספתא שבת יג ט,צפורי,ציפורי
סיפרא,צפורי,ציפורי
קהלת רבה יא ג,בצפורין,ציפורי
קהלת רבה ג ב,צפורין,ציפורי
קהלת רבה א ח,צפורי,ציפורי
איכה רבה ג ג,צפורי,ציפורי
איכה רבה ב ד,לציפורי,ציפורי
ויקרא רבה ל א,לצפורין,ציפורי
ויקרא רבה יט ב,דציפרין,ציפורי
ויקרא רבה כ ז,בציפרין,ציפורי
ויקרא רבה טז א,לציפורי,ציפורי
ויקרא רבה יח א,דציפורי,ציפורי
ויקרא רבה טז ב,לציפורי,ציפורי
ויקרא רבה טז ח,בציפורי,ציפורי
ויקרא רבה יג ב,דציפורי,ציפורי
ויקרא רבה כב ד,בציפורי,ציפורי
ויקרא רבה ה ו,בציפורי,ציפורי
בראשית רבה צח ח,צפורין,ציפורי
בראשית רבה צה ו,בציפורים,ציפורי
בראשית רבה צב א,דציפורין,ציפורי
בראשית רבה צ ה,ציפורין,ציפורי
בראשית רבה צ ה,ציפורין,ציפורי
בראשית רבה צב א,ציפורין,ציפורי
בראשית רבה צ ה,ציפורין,ציפורי
בראשית רבה סח י,דציפורין,ציפורי
בראשית רבה פט ב,דציפורין,ציפורי
בראשית רבה ס ו,דציפורין,ציפורי
בראשית רבה צ ה,דציפורין,ציפורי
בראשית רבה נב ד,בציפורין,ציפורי
בראשית רבה מט ח,מציפורין,ציפורי
בראשית רבה מט ח,מציפורין,ציפורי
בראשית רבה מט ח,לציפורין,ציפורי
בראשית רבה מט ח,לציפורין,ציפורי
בראשית רבה מט ח,ציפורין,ציפורי
בראשית רבה צה ו,בציפורין,ציפורי
בראשית רבה לג ג,בציפורין,ציפורי
בראשית רבה כז ג,בציפורין,ציפורי
בראשית רבה יג ט,דציפ',ציפורי
בראשית רבה טו ב,דציפורי,ציפורי
בראשית רבה מא ב,דציפורי,ציפורי
בראשית רבה יד ז,ציפורין,ציפורי
בראשית רבה יג ט,דציפו',ציפורי
בראשית רבה י ח,לציפורין,ציפורי
בראשית רבה עו ב,דציפורין,ציפורי
בראשית רבה י ד,דציפורין,ציפורי
בראשית רבה מ ב,דציפורין,ציפורי
בראשית רבה ח ה,דציפורי,ציפורי
בראשית רבה ו ז,בציפורין,ציפורי
עבודה זרה לב א,בעכו,עכו
עבודה זרה לג א,בעכו,עכו
עבודה זרה כה ב,לעכו,עכו
עבודה זרה יא ב,שבעכו,עכו
עבודה זרה יא ב,שבעכו,עכו
בבא בתרא קכב א,עכו,עכו
בבא בתרא קכב א,עכו,עכו
גיטין עו ב,לעכו,עכו
גיטין ו א,ועכו,עכו
גיטין ז ב,מעכו,עכו
גיטין ח א,עכו,עכו
גיטין ו ב,מעכו,עכו
גיטין ו ב,עכו,עכו
גיטין ו א,עכו,עכו
גיטין ו א,מעכו,עכו
נדרים ל ב,מעכו,עכו
נדרים ל ב,מעכו,עכו
כתובות סז א,בעכו,עכו
מועד קטן יד א,עכו,עכו
פסחים ק א,בעכו,עכו
פסחים נא ב,בעכו,עכו
פסחים נא ב,בעכו,עכו
עירובין סד ב,מעכו,עכו
תלמוד ירושלמי עבודה זרה א ד,עכו,עכו
תלמוד ירושלמי גיטין ז ז,עכו,עכו
תלמוד ירושלמי גיטין ז ז,עכו,עכו
תלמוד ירושלמי גיטין ז ז,לעכו,עכו
תלמוד ירושלמי גיטין א ב,לעכו,עכו
תלמוד ירושלמי גיטין א א,שבעכו,עכו
תלמוד ירושלמי גיטין א ב,לעכו,עכו
תלמוד ירושלמי גיטין א ב,לעכו,עכו
תלמוד ירושלמי גיטין א ב,עכו,עכו
תלמוד ירושלמי גיטין א ב,מעכו,עכו
תלמוד ירושלמי גיטין א ב,עכו,עכו
תלמוד ירושלמי נדרים ג ו,מעכו,עכו
תלמוד ירושלמי נדרים ג ו,מעכו,עכו
תלמוד ירושלמי כתובות ה ט,בעכו,עכו
תלמוד ירושלמי כתובות ה ט,בעכו,עכו
תלמוד ירושלמי יבמות טז ד,בעכו,עכו
תלמוד ירושלמי מועד קטן ב ה,עכו,עכו
תלמוד ירושלמי מועד קטן ב ה,עכו,עכו
תלמוד ירושלמי סוכה ה א,עכו,עכו
תלמוד ירושלמי שקלים ו ג,עכו,עכו
נידה ח א,בירושלים,ירושלים
תמיד כז ב,שבירושלם,ירושלים
ערכין לב ב,וירושלם,ירושלים
ערכין לב ב,בירושל',ירושלים
ערכין לב ב,ירושל',ירושלים
ערכין ג ב,לירושלם,ירושלים
ערכין לב ב,וירושל',ירושלים
ערכין לב א,וירושל',ירושלים
ערכין לב ב,לירוש',ירושלים
ערכין יט א,לירוש',ירושלים
בכורות נ א,ירושל',ירושלים
בכורות נ א,ירושלם,ירושלים
בכורות ט ב,בירושלם,ירושלים
בכורות כב א,בירושלם,ירושלים
חולין קלג ב,בירושלים,ירושלים
חולין קלג ב,בירושלים,ירושלים
חולין צב א,ירושלם,ירושלים
חולין צב א,ירושלים,ירושלים
מנחות פו א,לירושלם,ירושלים
מנחות פה א,לירושלם,ירושלים
מנחות עה ב,בירושלם,ירושלים
מנחות מ א,בירושל',ירושלים
זבחים קיט ב,ירושלם,ירושלים
זבחים קיט ב,ירושלם,ירושלים
זבחים קיט ב,ירושלם,ירושלים
זבחים קיט א,ירושלם,ירושלים
זבחים קיט א,ירושלם,ירושלים
זבחים קיג ב,ירושלם,ירושלים
זבחים קיט א,בירושלם,ירושלים
זבחים קיג ב,בירושלם,ירושלים
זבחים קיג א,ירושלם,ירושלים
זבחים קיט א,בירושלם,ירושלים
זבחים קיט ב,שלירושלם,ירושלים
זבחים קו א,שלירושלם,ירושלים
זבחים קיט ב,שלירושלם,ירושלים
זבחים קו א,שלירושלם,ירושלים
זבחים קה ב,שלירושלם,ירושלים
זבחים צו א,בירושלם,ירושלים
זבחים ס ב,לירושלם,ירושלים
עבודה זרה סב ב,לירושלם,ירושלים
עבודה זרה נב ב,ירושלם,ירושלים
עבודה זרה נב ב,שבירושלם,ירושלים
עבודה זרה נב ב,בירושלם,ירושלים
שבועות טו ב,שבירושלים,ירושלים
שבועות טו ב,ירושלי',ירושלים
שבועות כ א,ירושלים,ירושלים
שבועות טז ב,ירושלים,ירושלים
שבועות טו ב,ירושלים,ירושלים
מכות כ א,בירושלם,ירושלים
מכות כ א,בירושלם,ירושלים
מכות כ א,בירושלם,ירושלים
מכות יט ב,בירושלם,ירושלים
מכות יט ב,בירושלם,ירושלים
מכות יט ב,לירושלם,ירושלים
מכות יג א,בירושלם,ירושלים
מכות כד ב,בירושלם,ירושלים
מכות י ב,ירושלם,ירושלים
סנהדרין קיב ב,בירושלם,ירושלים
סנהדרין פט א,שבירושלם,ירושלים
סנהדרין פח ב,שבירושלים,ירושלים
סנהדרין קיג א,בירושלם,ירושלים
סנהדרין קז ב,ירושלם,ירושלים
סנהדרין קד ב,בירושלים,ירושלים
סנהדרין קד א,ירושלם,ירושלים
סנהדרין ק א,ירושלם,ירושלים
סנהדרין ק א,ירושלם,ירושלים
סנהדרין צח א,ירושלם,ירושלים
סנהדרין צו ב,בירושלם,ירושלים
סנהדרין פב ב,ירושלים,ירושלים
סנהדרין מג א,שבירושלם,ירושלים
סנהדרין לא ב,שבירושלם,ירושלים
סנהדרין קיג א,שבירושלם,ירושלים
סנהדרין ל א,ירושלם,ירושלים
סנהדרין כ ב,ירושלם,ירושלים
סנהדרין כג א,שבירושלם,ירושלים
סנהדרין קב א,בירושלם,ירושלים
סנהדרין פח א,בירושלם,ירושלים
סנהדרין יט א,בירושלם,ירושלים
בבא בתרא קנו ב,בירושלם,ירושלים
בבא בתרא קנו ב,לירושלם,ירושלים
בבא בתרא קכא א,ירושלם,ירושלים
בבא בתרא צג ב,בירושלם,ירושלים
בבא בתרא עז א,ירושלם,ירושלים
בבא בתרא עז א,ירושלם,ירושלים
בבא בתרא עז א,ירושלם,ירושלים
בבא בתרא עה ב,ירושלם,ירושלים
בבא בתרא עה ב,וירושלם,ירושלים
בבא בתרא עז א,ירושלם,ירושלים
בבא בתרא צג ב,ירושלם,ירושלים
בבא בתרא עה א,ירושלם,ירושלים
בבא בתרא עה ב,ירושלם,ירושלים
בבא בתרא עה א,ירושלם,ירושלים
בבא בתרא עה א,בירושלם,ירושלים
בבא בתרא קסו א,ירושלם,ירושלים
בבא בתרא סב א,ירושלם,ירושלים
בבא בתרא כא א,בירושלם,ירושלים
בבא בתרא יד א,שבירושלם,ירושלים
בבא מציעא נג א,לירושלם,ירושלים
בבא מציעא פח א,ירושלם,ירושלים
בבא מציעא נג ב,לירושלם,ירושלים
בבא מציעא נה ב,בירושלם,ירושלים
בבא מציעא מה א,ירושלם,ירושלים
בבא מציעא נג ב,בירושלם,ירושלים
בבא מציעא נג א,לירושלם,ירושלים
בבא מציעא מה א,בירושלם,ירושלים
בבא קמא קי ב,בירושלם,ירושלים
בבא מציעא כו א,ירושלם,ירושלים
בבא מציעא מה א,ירושלם,ירושלים
בבא מציעא ל ב,בירושלם,ירושלים
בבא מציעא כח ב,בירושלם,ירושלים
בבא מציעא כו א,ובירושלם,ירושלים
בבא קמא קי ב,בירושלם,ירושלים
בבא קמא צז ב,ירושלם,ירושלים
בבא קמא צז ב,וירושלם,ירושלים
בבא קמא צז ב,בירושלם,ירושלים
בבא קמא קט ב,בירושלם,ירושלים
קידושין פ ב,מירוש',ירושלים
בבא קמא פב ב,וירושלם,ירושלים
בבא קמא פב ב,ירושלם,ירושלים
בבא קמא פב ב,ירושלם,ירושלים
בבא קמא פב ב,בירושלם,ירושלים
בבא קמא נח ב,שבירושלם,ירושלים
בבא קמא ס ב,בירושלם,ירושלים
קידושין נה ב,כירוש',ירושלים
קידושין נו ב,בירוש',ירושלים
קידושין נד א,ירוש',ירושלים
קידושין נה א,כירוש',ירושלים
קידושין נו א,בירוש',ירושלים
קידושין נה ב,בירוש',ירושלים
קידושין נה ב,כירוש',ירושלים
קידושין כו ב,בירוש',ירושלים
קידושין נה ב,לירושל',ירושלים
קידושין כו ב,בירוש',ירושלים
קידושין כו ב,לירושל',ירושלים
קידושין כו ב,בירושלם,ירושלים
קידושין נה ב,לירושלם,ירושלים
קידושין כו ב,לירושלם,ירושלים
גיטין סו ב,שבירושלם,ירושלים
גיטין נז ב,בירוש',ירושלים
גיטין נז ב,ובירוש',ירושלים
גיטין לח ב,בירושלים,ירושלים
גיטין ח ב,ירוש',ירושלים
גיטין ח ב,ירוש',ירושלים
גיטין כה א,ירוש',ירושלים
גיטין כ ב,ירוש',ירושלים
סוטה מח א,בירושלם,ירושלים
סוטה מז א,ירושלם,ירושלים
סוטה מה ב,ירושלם,ירושלים
סוטה כה א,ירושלם,ירושלים
נדרים לא א,ירושל',ירושלים
כתובות קי ב,לירושלם,ירושלים
נדרים יא א,בירושל',ירושלים
נדרים לא א,כירושלם,ירושלים
נדרים יג א,כירושלם,ירושלים
נדרים יג א,לירושלם,ירושלים
נדרים יא א,בירושל',ירושלים
נדרים יא א,בירושלם,ירושלים
נדרים לו א,בירושלם,ירושלים
נדרים יב א,ירושל',ירושלים
נדרים יא א,ירושלם,ירושלים
נדרים יג א,ירושלם,ירושלים
נדרים יא א,ירושל',ירושלים
כתובות קיא ב,ירושל',ירושלים
כתובות קי ב,בירושלם,ירושלים
כתובות פד א,ירוש',ירושלים
כתובות קו א,שבירושלם,ירושלים
כתובות קה א,בירושלם,ירושלים
כתובות קו א,שבירושלים,ירושלים
כתובות קה א,שבירושלם,ירושלים
כתובות קה א,בירושלים,ירושלים
כתובות קה א,בירושלם,ירושלים
כתובות קה א,שבירושלם,ירושלים
כתובות קיא ב,ירוש',ירושלים
כתובות קו א,ירוש',ירושלים
כתובות קה א,ירוש',ירושלים
כתובות עז ב,ירוש',ירושלים
כתובות סו ב,בירושלם,ירושלים
כתובות סו ב,בירוש',ירושלים
כתובות ח ב,ירושלים,ירושלים
כתובות ח א,ירושלים,ירושלים
יבמות קה א,בירושלם,ירושלים
יבמות פ א,בירושלם,ירושלים
יבמות מט ב,בירושלם,ירושלים
חגיגה כו א,בירושלם,ירושלים
חגיגה כו א,בירושלם,ירושלים
יבמות טז ב,ירוש',ירושלים
יבמות טז ב,ירושלים,ירושלים
יבמות טז ב,ירוש',ירושלים
חגיגה כו א,בירושלם,ירושלים
יבמות טו ב,בירושל',ירושלים
יבמות טו ב,שבירוש',ירושלים
חגיגה טו א,מירושלם,ירושלים
חגיגה יד א,ירושלם,ירושלים
חגיגה יד א,ירושלם,ירושלים
חגיגה ו א,מירושלם,ירושלים
מועד קטן כו א,ירושלם,ירושלים
מועד קטן כו א,ירושלם,ירושלים
מועד קטן כו א,ירושלם,ירושלים
מועד קטן כו א,ירושלם,ירושלים
מועד קטן כו א,ירושלם,ירושלים
מועד קטן יא א,בירושלם,ירושלים
מגילה כה ב,ירושלם,ירושלים
מגילה כו א,שבירושלם,ירושלים
מגילה יז ב,לירושלם,ירושלים
מגילה כו א,ירושלם,ירושלים
מגילה כו א,ירושלים,ירושלים
מגילה כו א,ירושלם,ירושלים
מגילה כו א,ירושלם,ירושלים
מגילה כו א,בירושלם,ירושלים
מגילה יז ב,בירושלם,ירושלים
מגילה טו א,מירושלם,ירושלים
מגילה יא ב,ירושלם,ירושלים
מגילה כו א,לירושלם,ירושלים
מגילה י א,לירושלם,ירושלים
מגילה י א,ירושלם,ירושלים
מגילה י א,ירושלם,ירושלים
מגילה ו א,וירושלים,ירושלים
מגילה ו א,ירושלם,ירושלים
תענית ל ב,ירושלם,ירושלים
תענית ל ב,ירושלם,ירושלים
תענית כח ב,לירושלם,ירושלים
תענית כח ב,לירושלם,ירושלים
תענית כז ב,לירושלם,ירושלים
תענית כז ב,לירושלם,ירושלים
תענית כ א,ירושלם,ירושלים
תענית יח ב,וירושלם,ירושלים
תענית כז ב,בירושלם,ירושלים
תענית כג א,מירושלם,ירושלים
תענית כ א,ירושלם,ירושלים
תענית יח ב,וירושלם,ירושלים
תענית ה א,ירושלם,ירושלים
תענית ה א,בירושלם,ירושלים
תענית כח ב,ירושלם,ירושלים
תענית יח ב,ירושלם,ירושלים
תענית ה א,בירושלם,ירושלים
ביצה ל א,בירושלים,ירושלים
ביצה לא ב,מירושלים,ירושלים
ביצה לא ב,מירושלים,ירושלים
ביצה ל א,בירושלים,ירושלים
ביצה ל א,בירושלים,ירושלים
ביצה יח א,בירושלם,ירושלים
ביצה לא ב,מירושלים,ירושלים
ביצה כג א,מירושלים,ירושלים
ביצה כג א,ירושלם,ירושלים
ביצה יח ב,ירושלם,ירושלים
ביצה ל א,בירושלם,ירושלים
סוכה כט ב,לירושלם,ירושלים
סוכה כ ב,שבירושלם,ירושלים
סוכה ו א,לירושלם,ירושלים
סוכה ו א,ירושלם,ירושלים
יומא נג א,ירוש',ירושלים
יומא נא ב,ירוש',ירושלים
יומא כא א,בירושלם,ירושלים
יומא מב ב,ירוש',ירושלים
יומא לז א,ירושלם,ירושלים
יומא לו א,בירושלם,ירושלים
ראש השנה כא א,בירושלם,ירושלים
ראש השנה יב א,ירושלם,ירושלים
ראש השנה כג א,בירושלם,ירושלים
ראש השנה כא א,בירושלם,ירושלים
ראש השנה יט ב,ירושלם,ירושלים
ראש השנה כא א,לירושלם,ירושלים
ראש השנה יב א,ירושלם,ירושלים
ראש השנה יב א,ירושלם,ירושלים
ראש השנה כא א,ירושלם,ירושלים
ראש השנה יב א,שבירושלם,ירושלים
ראש השנה יב א,ירושלם,ירושלים
ראש השנה יב א,ירוש',ירושלים
פסחים קיג א,ירושלים,ירושלים
פסחים פה ב,ירושלים,ירושלים
פסחים פה ב,ירושלים,ירושלים
פסחים נ א,ירושלם,ירושלים
פסחים יט ב,בירושלים,ירושלים
פסחים לו א,בירושלים,ירושלים
פסחים קיג א,בירושלים,ירושלים
פסחים יט ב,לירושלים,ירושלים
פסחים יט ב,בירושלים,ירושלים
פסחים צד א,בירושלים,ירושלים
פסחים פא ב,בירושלים,ירושלים
פסחים יט ב,בירושלים,ירושלים
פסחים יט ב,בירושלים,ירושלים
פסחים יט ב,בירושלים,ירושלים
פסחים לו ב,בירושלים,ירושלים
פסחים יט ב,בירושלים,ירושלים
פסחים יט ב,בירושלים,ירושלים
פסחים ט ב,כירושלים,ירושלים
פסחים יב א,ירושלים,ירושלים
פסחים ט ב,כירושלים,ירושלים
פסחים ז א,ירושלים,ירושלים
פסחים ז א,בירושלם,ירושלים
פסחים ג ב,בירושלים,ירושלים
עירובין קא ב,ירושלם,ירושלים
עירובין קא ב,בירושלם,ירושלים
עירובין סח ב,בירושל',ירושלים
עירובין סח ב,בירושל',ירושלים
עירובין כב ב,ירושלם,ירושלים
עירובין יט א,בירושלם,ירושלים
עירובין יט א,בירושלם,ירושלים
עירובין ו ב,ירושלם,ירושלים
שבת קמח ב,בירושלם,ירושלים
שבת קיט ב,ירושלם,ירושלים
שבת קלט א,ירושלם,ירושלים
שבת קיט ב,ירושלם,ירושלים
שבת קיט ב,ירושלם,ירושלים
שבת קיט ב,ירושלם,ירושלים
שבת קיט ב,ירושלם,ירושלים
שבת קיט ב,ירושלם,ירושלים
שבת קיט ב,ירושלם,ירושלים
שבת קיט ב,ירושלם,ירושלים
שבת סב ב,ירושלם,ירושלים
שבת סב ב,ירושלם,ירושלים
שבת סג ב,בירושלם,ירושלים
שבת קיט ב,בירושלם,ירושלים
שבת סג א,ירושלם,ירושלים
שבת סג א,ירושלם,ירושלים
שבת כד א,ירושלם,ירושלים
שבת כד א,ירושלם,ירושלים
שבת טו א,ירושלם,ירושלים
שבת טו א,שבירושלם,ירושלים
שבת יד ב,ירושלם,ירושלים
שבת יב ב,ירושלם,ירושלים
ברכות נח א,ירושלם,ירושלים
ברכות נה ב,בירושלם,ירושלים
ברכות מח ב,ירושל',ירושלים
ברכות מט א,ירושלם,ירושלים
ברכות מט ב,ירושלם,ירושלים
ברכות מט ב,ירושלם,ירושלים
ברכות מט א,ירושלם,ירושלים
ברכות מט א,ירושלם,ירושלים
ברכות מה ב,ירושלם,ירושלים
ברכות מט ב,ירושלם,ירושלים
ברכות מח ב,ירושלם,ירושלים
ברכות מח ב,ירושלם,ירושלים
ברכות מח ב,ירושלם,ירושלים
ברכות מח ב,ירושלם,ירושלים
ברכות מט א,ירושלם,ירושלים
ברכות מה ב,ירושלם,ירושלים
ברכות מד א,ירושלם,ירושלים
ברכות מו א,ירושלם,ירושלים
ברכות לז ב,בירושלם,ירושלים
ברכות מט א,בירושלם,ירושלים
ברכות מט א,בירושלם,ירושלים
ברכות מט א,בירושלם,ירושלים
ברכות ל א,בירושלם,ירושלים
ברכות כז א,בירושלם,ירושלים
ברכות מט א,בירושלם,ירושלים
ברכות מח ב,בירושלם,ירושלים
ברכות יט א,בירושלם,ירושלים
ברכות מח ב,בירושלם,ירושלים
ברכות ט ב,שבירושלם,ירושלים
ברכות מט א,ירושלם,ירושלים
ברכות ל א,ירושלם,ירושלים
ברכות ו ב,ירושלם,ירושלים
ברכות מט ב,ירושלם,ירושלים
ברכות ג א,ירושלם,ירושלים
תלמוד ירושלמי עבודה זרה ג א,בירוש',ירושלים
תלמוד ירושלמי עבודה זרה א ג,ובירושלם,ירושלים
תלמוד ירושלמי שבועות ב ב,ירוש',ירושלים
תלמוד ירושלמי סנהדרין י ב,ירוש',ירושלים
תלמוד ירושלמי סנהדרין ח ד,ירושלם,ירושלים
תלמוד ירושלמי סנהדרין ו ד,מירוש',ירושלים
תלמוד ירושלמי סנהדרין א ה,ירוש',ירושלים
תלמוד ירושלמי בבא בתרא ט ז,לירוש',ירושלים
תלמוד ירושלמי בבא בתרא ט ז,בירוש',ירושלים
תלמוד ירושלמי בבא מציעא ד ח,בירושלם,ירושלים
תלמוד ירושלמי בבא קמא ז ז,בירושלם,ירושלים
תלמוד ירושלמי בבא קמא ז ז,בירושלם,ירושלים
תלמוד ירושלמי קידושין ב ח,מירושלם,ירושלים
תלמוד ירושלמי קידושין א ה,ירושלם,ירושלים
תלמוד ירושלמי קידושין א ה,בירוש',ירושלים
תלמוד ירושלמי גיטין ז ד,בירוש',ירושלים
תלמוד ירושלמי סוטה ט י,בירושלם,ירושלים
תלמוד ירושלמי סוטה ט ט,ירושלם,ירושלים
תלמוד ירושלמי סוטה ט י,בירוש',ירושלים
תלמוד ירושלמי סוטה ט ט,ירושלם,ירושלים
תלמוד ירושלמי סוטה ט א,לירושלם,ירושלים
תלמוד ירושלמי נזיר ט ג,בירוש',ירושלים
תלמוד ירושלמי סוטה ד ב,ירושלם,ירושלים
תלמוד ירושלמי נזיר ח א,בירושלי',ירושלים
תלמוד ירושלמי נדרים א ג,ירושלם,ירושלים
תלמוד ירושלמי נדרים א א,ירושלם,ירושלים
תלמוד ירושלמי כתובות יג יא,לירושלם,ירושלים
תלמוד ירושלמי כתובות יג א,בירוש',ירושלים
תלמוד ירושלמי כתובות יג א,בירושלם,ירושלים
תלמוד ירושלמי כתובות ח ח,ירושלם,ירושלים
תלמוד ירושלמי כתובות ד יב,כירושלם,ירושלים
תלמוד ירושלמי כתובות ד יב,ירושלם,ירושלים
תלמוד ירושלמי חגיגה ג ו,ובירושלם,ירושלים
תלמוד ירושלמי חגיגה ג ו,ובירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי חגיגה ב ב,מירושלם,ירושלים
תלמוד ירושלמי חגיגה ב ב,ירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי חגיגה ב א,ירושלם,ירושלים
תלמוד ירושלמי חגיגה ב א,ירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי מועד קטן ג ז,ירושלם,ירושלים
תלמוד ירושלמי מגילה ג א,בירושלם,ירושלים
תלמוד ירושלמי מגילה א יא,ובירושלם,ירושלים
תלמוד ירושלמי מגילה א יא,ירושלם,ירושלים
תלמוד ירושלמי מגילה א יא,בירושלם,ירושלים
תלמוד ירושלמי מגילה א ח,ירושלימה,ירושלים
תלמוד ירושלמי מגילה ג א,ירושלים,ירושלים
תלמוד ירושלמי מגילה א יא,ירושלים,ירושלים
תלמוד ירושלמי מגילה א ח,ירושלים,ירושלים
תלמוד ירושלמי מגילה א ח,ירושלם,ירושלים
תלמוד ירושלמי מגילה א ח,ירושלם,ירושלים
תלמוד ירושלמי מגילה א יא,ירושלם,ירושלים
תלמוד ירושלמי מגילה א יא,ירושלם,ירושלים
תלמוד ירושלמי מגילה א יא,ירושלם,ירושלים
תלמוד ירושלמי מגילה א ג,ירושלם,ירושלים
תלמוד ירושלמי מגילה א ג,ירושלם,ירושלים
תלמוד ירושלמי מגילה א א,וירושלם,ירושלים
תלמוד ירושלמי תענית ד ב,בירושלם,ירושלים
תלמוד ירושלמי תענית ד ו,ירושלם,ירושלים
תלמוד ירושלמי תענית ד ו,ירושלם,ירושלים
תלמוד ירושלמי תענית ד ה,לירושלם,ירושלים
תלמוד ירושלמי תענית ד ה,לירושלם,ירושלים
תלמוד ירושלמי תענית ד ה,לירושלם,ירושלים
תלמוד ירושלמי תענית ד ו,בירושלם,ירושלים
תלמוד ירושלמי תענית ב ח,ירושלם,ירושלים
תלמוד ירושלמי תענית ד ו,מירושלם,ירושלים
תלמוד ירושלמי תענית ד ב,מירושלם,ירושלים
תלמוד ירושלמי תענית ד ב,לירושלם,ירושלים
תלמוד ירושלמי תענית ד ב,בירוש',ירושלים
תלמוד ירושלמי תענית ב ח,ירושלם,ירושלים
תלמוד ירושלמי תענית ד ב,ירושלם,ירושלים
תלמוד ירושלמי תענית ב ב,ירושלם,ירושלים
תלמוד ירושלמי תענית ב ב,ירושלם,ירושלים
תלמוד ירושלמי ראש השנה ד ב,ירושלם,ירושלים
תלמוד ירושלמי ראש השנה ד ב,ירושלם,ירושלים
תלמוד ירושלמי ראש השנה ד ה,ירושלם,ירושלים
תלמוד ירושלמי ביצה ג ח,בירושלם,ירושלים
תלמוד ירושלמי ראש השנה א א,לירוש',ירושלים
תלמוד ירושלמי סוכה ה ה,בירוש',ירושלים
תלמוד ירושלמי יומא ו ז,לירוש',ירושלים
תלמוד ירושלמי סוכה ג יד,בירושלם,ירושלים
תלמוד ירושלמי סוכה ג יג,בירושלם,ירושלים
תלמוד ירושלמי סוכה ג ה,בירושלם,ירושלים
תלמוד ירושלמי סוכה ב ב,ירושלם,ירושלים
תלמוד ירושלמי יומא ו ז,ירושלם,ירושלים
תלמוד ירושלמי יומא ח ג,ירוש',ירושלים
תלמוד ירושלמי יומא ו ז,ירוש',ירושלים
תלמוד ירושלמי יומא ו ז,ירוש',ירושלים
תלמוד ירושלמי יומא ה א,לירוש',ירושלים
תלמוד ירושלמי יומא ה א,מירוש',ירושלים
תלמוד ירושלמי יומא ה א,מירוש',ירושלים
תלמוד ירושלמי יומא ד ד,שבירוש',ירושלים
תלמוד ירושלמי יומא א א,בירושלם,ירושלים
תלמוד ירושלמי שקלים ח ב,שבירוש',ירושלים
פסחים נג א,שבצוער,צוער
פסחים נג א,שבצוער,צוער
שבת י ב,צער,צוער
תלמוד ירושלמי ברכות א א,לצוער,צוער
משנה יבמות טז ז,צער,צוער
תוספתא שביעית ז טו,צער,צוער
בראשית רבה נ י,לצוער,צוער
ערכין כח א,באושא,אושה
בכורות לח ב,אושא,אושה
בכורות כח ב,אושהא,אושה
עבודה זרה ט ב,אושא,אושה
סנהדרין יד ב,אושה,אושה
בבא בתרא קמו א,לאושא,אושה
בבא בתרא קמו א,לאושא,אושה
בבא בתרא קמא א,באושא,אושה
בבא בתרא כח א,אושא,אושה
בבא בתרא נ א,באושא,אושה
בבא בתרא כח ב,אושא,אושה
בבא מציעא צו ב,באושא,אושה
בבא מציעא לה א,באושא,אושה
בבא קמא פט א,באושא,אושה
כתובות עח ב,אושא,אושה
כתובות סז ב,באושה,אושה
כתובות נ א,באושה,אושה
כתובות נ א,באושה,אושה
כתובות נ א,באושה,אושה
כתובות מט ב,באושא,אושה
כתובות מט ב,באושה,אושה
כתובות עח ב,באושא,אושה
כתובות כב א,באושא,אושה
מועד קטן יז א,באושא,אושה
מגילה כ א,באושא,אושה
ביצה לב א,באושה,אושה
ביצה לא ב,מאושה,אושה
ביצה לא ב,לאושה,אושה
ביצה כב ב,לאושה,אושה
