level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,refs
Israel; General Agricultural Issues,Israeli Agriculture in Jewish Law,"Corner of the Field, Left for the Poor",Which Produce requires separation of the Field Corner,General Rules,,,,,,,
Israel; General Agricultural Issues,Israeli Agriculture in Jewish Law,"Corner of the Field, Left for the Poor",Which Produce requires separation of the Field Corner,Specific Produce,,,,,,,
Israel; General Agricultural Issues,Israeli Agriculture in Jewish Law,"Corner of the Field, Left for the Poor",Verbal Designation of the Field Corner,,,,,,,,
Israel; General Agricultural Issues,Israeli Agriculture in Jewish Law,"Corner of the Field, Left for the Poor",Separation of the Field Corner,,,,,,,,
Israel; General Agricultural Issues,Israeli Agriculture in Jewish Law,"Corner of the Field, Left for the Poor",The Paupers' Harvesting of the Field Corner,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,,,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,The Legal Poverty Line,,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,The Legal Poverty Line,Defining Poverty,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,The Legal Poverty Line,Special Laws for Paupers,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Chadash/Yoshon - New Produce before Pesach,,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Chadash/Yoshon - New Produce before Pesach,Prohibition against using Chadash,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Chadash/Yoshon - New Produce before Pesach,Use of Chadash pre-Permissibility,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Chadash/Yoshon - New Produce before Pesach,"Time that produce becomes permitted, via the Omer-Offering",,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Chadash/Yoshon - New Produce before Pesach,"Time that the new grain becomes permitted for flour-offerings, via the 2 Loaves of Pentecost [Shavuot]",,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Fruit of the First 3 Years of a Tree's Growth,,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Fruit of the First 3 Years of a Tree's Growth,The Arlah Calendar,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Fruit of the First 3 Years of a Tree's Growth,Specific Species,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Fruit of the First 3 Years of a Tree's Growth,Mixtures containing Arlah,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Fruit of a Tree's Fourth Year,,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Fruit of a Tree's Fourth Year,Counting the Years,,,,,,,,
Israel; General Agricultural Issues,Laws of Agriculture in Israel and Beyond,Fruit of a Tree's Fourth Year,Redemption of the Fruit,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,,,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Selling Houses in Walled Cities of Israel,,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Selling Houses in Walled Cities of Israel,General Issues,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Selling Houses in Walled Cities of Israel,The Year during which the Owner can Renege,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Selling Houses in Walled Cities of Israel,The Buy-Back,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Selling Houses in Non-Walled Cities,,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Selling Family Fields,,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Selling Family Fields,Buying them Back,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Selling Family Fields,Can't be Bought Back within 2 Harvests,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,The Sabbatical Schedule,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,"Types of agricultural labor, and their permissibility or prohibition during shemitah",,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,Which Types of Produce are [not] under Sabbatical Year-Rules,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,Before the Sabbatical Year Begins,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,Business involving Sabbatical Produce,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,Use of Produce during the Sabbatical Year,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,Destruction of the Produce at the end of the Year - Biur Shemitah,,,,,,,,
Israel; General Agricultural Issues,Laws of Commerce in Israel,Sabbatical Cycle - Shemitah,Destruction time for specific types of Produce,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,,,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,The Dimensions and Cities of Israel,,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,The Dimensions and Cities of Israel,General Topographical Descriptions,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,The Dimensions and Cities of Israel,Specific Cities' Geographic Locations,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,The Dimensions and Cities of Israel,Other Information on Cities,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,The Dimensions and Cities of Israel,Identifying Certain Locations' Names,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Yehudah vs. Galil Areas of Israel,,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Yehudah vs. Galil Areas of Israel,Yehudah,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Yehudah vs. Galil Areas of Israel,Galil,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Yehudah vs. Galil Areas of Israel,General Relations Between Them,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Yehudah vs. Galil Areas of Israel,Specific Issues,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Israel vs. Babylon,,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Israel vs. Babylon,Attitudes between Israeli and Babylonian Jews,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Israel vs. Babylon,Israeli Characteristics,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Israel vs. Babylon,Babylonian Characteristics; Life in Bavel,,,,,,,,
Israel; General Agricultural Issues,The Land of Israel,Israel vs. Babylon,Differing Customs and Traits,,,,,,,,
Israel; General Agricultural Issues,"Israel, Beyond the Law",,,,,,,,,,
Israel; General Agricultural Issues,"Israel, Beyond the Law",Praise of Israel,,,,,,,,,
Israel; General Agricultural Issues,"Israel, Beyond the Law",Praise of Israel,Praise,,,,,,,,
Special Classes,,,,,,,,,,,
Special Classes,People with Special Challenges,,,,,,,,,,
Special Classes,People with Special Challenges,Blind People,,,,,,,,,
Special Classes,People with Special Challenges,Blind People,Mitzvot and Rituals,,,,,,,,
Special Classes,People with Special Challenges,Blind People,Mitzvot and Rituals,The Chalitzah-Rite severing the bond for levirate marriage,,,,,,,
Special Classes,People with Special Challenges,Blind People,General Information,,,,,,,,
Special Classes,People with Special Challenges,Mute People,,,,,,,,,
Special Classes,People with Special Challenges,Mute People,Nature,,,,,,,,
Special Classes,People with Special Challenges,Mute People,Specific Laws,,,,,,,,
Special Classes,People with Special Challenges,Mute People,Specific Laws,Chalitzah-Rite Ending Bond of Levirate Marriage,,,,,,,
Special Classes,People with Special Challenges,Cheresh,,,,,,,,,
Special Classes,People with Special Challenges,Shoteh,,,,,,,,,
Special Classes,People with Special Challenges,Shoteh,Specific laws involving a shoteh,,,,,,,,
Special Classes,People with Special Challenges,Shoteh,Specific laws involving a shoteh,"Definition of the ""shoteh""",,,,,,,
Special Classes,People with Special Challenges,Shoteh,Specific laws involving a shoteh,"Definition of the ""shoteh""",Behavior of a Shoteh,,,,,,
Special Classes,People with Special Challenges,Shoteh,Specific laws involving a shoteh,"Definition of the ""shoteh""","Legal Definition of a ""Shoteh""",,,,,,
Special Classes,People with Special Challenges,Shoteh,Specific laws involving a shoteh,"Definition of the ""shoteh""",Miscellaneous,,,,,,
Special Classes,People with Special Challenges,Sterile or Infertile People,,,,,,,,,
Special Classes,Political Classes,,,,,,,,,,
Special Classes,Political Classes,Kings,,,,,,,,,
Special Classes,Political Classes,Kings,Aggadata [non-legal passages] on the monarchy,,,,,,,,
Special Classes,Political Classes,Kings,Choosing a King,,,,,,,,
Special Classes,Political Classes,Kings,Choosing a King,The mitzvah of selecting a king,,,,,,,
Special Classes,Political Classes,Kings,Choosing a King,The process of selecting a king,,,,,,,
Special Classes,Political Classes,Kings,Honor of a King,,,,,,,,
Special Classes,Political Classes,Kings,The King's Seizure of Property,,,,,,,,
Special Classes,Political Classes,Kings,The King's Seizure of Property,Jewish kings,,,,,,,
Special Classes,Political Classes,Kings,The King's Seizure of Property,Non-Jewish kings,,,,,,,
Special Classes,Political Classes,Kings,War,,,,,,,,
Special Classes,Political Classes,Kings,War,The Army,,,,,,,
Special Classes,Political Classes,Kings,War,Going to War,,,,,,,
Special Classes,Political Classes,Kings,War,Other,,,,,,,
Special Classes,Political Classes,Kings,Miscellaneous Rules,,,,,,,,
Special Classes,Political Classes,Kings,Miscellaneous Rules,Laws,,,,,,,
Special Classes,Political Classes,Kings,Miscellaneous Rules,Audience before a King,,,,,,,
Special Classes,Political Classes,Kings,A Rebel Against the King,,,,,,,,
Special Classes,Political Classes,"The ""Nasi""-Leader",,,,,,,,,
Special Classes,Political Classes,"The ""Nasi""-Leader",Honoring a Nasi,,,,,,,,
Special Classes,Political Classes,"The ""Nasi""-Leader",Other laws of a Nasi,,,,,,,,
Special Classes,Political Classes,The Annointing of a King or Head Kohen,,,,,,,,,
Special Classes,Political Classes,The Annointing of a King or Head Kohen,The Oil of Anointing - Shemen haMishchah,,,,,,,,
Special Classes,Political Classes,The Annointing of a King or Head Kohen,Mis-use of the oil of anointing,,,,,,,,
Special Classes,Political Classes,The Annointing of a King or Head Kohen,Beyond the Laws,,,,,,,,
Special Classes,Social Classes,,,,,,,,,,
Special Classes,Social Classes,Minors,,,,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",,,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Physical/Psychological Development of Minors,,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Physical/Psychological Development of Minors,Physical Development,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Physical/Psychological Development of Minors,Psychological Development,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Divine Reward and Punishment of Minors,,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Divine Reward and Punishment of Minors,Rewards / Punishments,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Adoption,,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Acquisitions,,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Acquisitions,Methods of Acquisition,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Acquisitions,Children and their Parents,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Acquisitions,Financial Dealings,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Conversion of a Minor,,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Conversion of a Minor,How,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Status of a Fetus,,,,,,,
Special Classes,Social Classes,Minors,"Definition, and Legal Status",Status of a Fetus,Fetal Status,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,,,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Mitzvah of Procreation,,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Mitzvah of Procreation,The Mitzvah of Procreation,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Mitzvah of Educating One's Children in Mitzvot,,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Mitzvah of Educating One's Children in Mitzvot,Educating one's Children,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Mitzvah of Educating One's Children in Mitzvot,General Issues,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Mitzvah of Educating One's Children in Mitzvot,Specific Cases,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Mitzvah of Educating One's Children in Mitzvot,Giving a Prohibited Item to a Child,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Who is Obligated in Circumcision,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Who is Obligated in Circumcision,The Obligation,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Timing of Circumcision,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Timing of Circumcision,Timing,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision Procedure,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision Procedure,Pre-Circumcision Procedure,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision Procedure,Circumcision Procedure,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision Procedure,Extra-Circumcision Procedure,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision of a Metzora,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision of a Metzora,Circumcision,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision on Shabbat,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision on Shabbat,Who may undergo circumcision on Shabbat,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision on Shabbat,How Circumcision is done on Shabbat,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision on a Holiday,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision on a Holiday,On Holidays,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision: Beyond the Laws,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Circumcision,Circumcision: Beyond the Laws,Beyond the Laws,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Redeeming the First-Born,,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Redeeming the First-Born,The Child,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Redeeming the First-Born,The Redemption,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Honoring Parents,,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Honoring Parents,Rules,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Honoring Parents,"Specifics of ""Awe"" and ""Honor""",,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Honoring Parents,Beyond the Laws,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Striking one's Parents,,,,,,,
Special Classes,Social Classes,Minors,Issues Encountered in Raising Children,Bringing offerings for children,,,,,,,
Special Classes,Social Classes,Minors,Qualification for Specific Laws,,,,,,,,
Special Classes,Social Classes,Minors,Qualification for Specific Laws,Minors and Mourning,,,,,,,
Special Classes,Social Classes,Minors,Qualification for Specific Laws,Minors and Mourning,Laws,,,,,,
Special Classes,Social Classes,Minors,General points,,,,,,,,
Special Classes,Social Classes,Children of cesarean sections - yotzei dofen,,,,,,,,,
Special Classes,Social Classes,Children of cesarean sections - yotzei dofen,Humans,,,,,,,,
Special Classes,Social Classes,Children of cesarean sections - yotzei dofen,Animals,,,,,,,,
Special Classes,Social Classes,Uncircumcised people - arelim,,,,,,,,,
Special Classes,Social Classes,Uncircumcised people - arelim,General details connected to a lack of circumcision,,,,,,,,
Special Classes,Social Classes,Kohanim,,,,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,,,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Establishing a Kohen's lineage,,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Establishing a Kohen's lineage,"Determining a person's Kehunah based on symptoms of Kehunah, to qualify for various elements of Kehunah",,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Establishing a Kohen's lineage,Suspicion of a Kohen,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Establishing a Kohen's lineage,Credibility,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Establishing a Kohen's lineage,"The ""Ketzatzah"" Rite",,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Challal - A Kohen who marries someone he may not marry,,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Challal - A Kohen who marries someone he may not marry,Special Cases,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Kohen Gadol - The Head Kohen,,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Kohen Gadol - The Head Kohen,"The kohen gadol, himself",,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Kohen Gadol - The Head Kohen,The kohen gadol's family,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Kohen Gadol - The Head Kohen,Specific kohanim gedolim,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Mashuach Milchamah - The Kohen annointed to Lead the army,,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Adultery involving the daughter of a kohen,,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Adultery involving the daughter of a kohen,The Law,,,,,,
Special Classes,Social Classes,Kohanim,Lineage of Kehunah,Adultery involving the daughter of a kohen,Special Cases,,,,,,
Special Classes,Social Classes,Kohanim,Kohanim and Impurity,,,,,,,,
Special Classes,Social Classes,Kohanim,Kohanim and Impurity,Kohanim becoming impure,,,,,,,
Special Classes,Social Classes,Kohanim,Kohanim and Impurity,Kohanim becoming impure,Becoming Impure,,,,,,
Special Classes,Social Classes,Kohanim,Other Issues,,,,,,,,
Special Classes,Social Classes,Kohanim,Other Issues,Kehunah: Beyond the law,,,,,,,
Special Classes,Social Classes,Kohanim,Other Issues,Kehunah: Beyond the law,Privileges,,,,,,
Special Classes,Social Classes,Kohanim,Other Issues,Kehunah: Beyond the law,Special Nature of Kohanim,,,,,,
Special Classes,Social Classes,Kohanim,Other Issues,Kehunah: Beyond the law,Special Status,,,,,,
Special Classes,Social Classes,Levites,,,,,,,,,
Special Classes,Social Classes,Levites,General Issues,,,,,,,,
Special Classes,Social Classes,Levites,Establishing Lineage,,,,,,,,
Special Classes,Social Classes,Levites,Cities of the Levites,,,,,,,,
Special Classes,Social Classes,Converts,,,,,,,,,
Special Classes,Social Classes,Converts,Links,,,,,,,,
Special Classes,Social Classes,Converts,Links,Treatment of a Convert,,,,,,,
Special Classes,Social Classes,Converts,Links,Treatment of a Convert,Oppression,,,,,,
Special Classes,Social Classes,Converts,Links,Circumcision of a Convert,,,,,,,
Special Classes,Social Classes,Converts,Links,Circumcision of a Convert,The Circumcision,,,,,,
Special Classes,Social Classes,Converts,Links,Immersion in a Ritual Bath,,,,,,,
Special Classes,Social Classes,Converts,Links,Immersion in a Ritual Bath,Laws,,,,,,
Special Classes,Social Classes,Converts,Links,Immersion in a Ritual Bath,Other Issues,,,,,,
Special Classes,Social Classes,Converts,Links,The Convert's Offering brought upon conversion,,,,,,,
Special Classes,Social Classes,Converts,Links,The Convert's Offering brought upon conversion,Laws,,,,,,
Special Classes,Social Classes,Converts,Links,The Convert's Offering brought upon conversion,Other,,,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",,,,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,,,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,Laws Specific to Acquisition of a female eved,,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,Laws Specific to Acquisition of a female eved,Links,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,Laws Specific to Acquisition of a female eved,Links,The Severance Gifts for a maid,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,Laws Specific to Acquisition of a female eved,Links,The Severance Gifts for a maid,The Payment,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,Laws Specific to Acquisition of a female eved,Links,The Severance Gifts for a maid,Who Receives the Gifts,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,Laws Specific to Acquisition of a female eved,Ownership,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,Laws Specific to Acquisition of a female eved,Ownership,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Links,Laws Specific to Acquisition of a female eved,Freedom,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Ownership of an eved ivri,,,,,,
Special Classes,Social Classes,Converts,Links,"Acquiring an Eved Ivri, or being acquired as one",Method of Payment,,,,,,
Special Classes,Social Classes,Converts,General Issues,,,,,,,,
Special Classes,Social Classes,Partial Converts - Ger Toshav,,,,,,,,,
Special Classes,Social Classes,Partial Converts - Ger Toshav,Treatment,,,,,,,,
Special Classes,Social Classes,Eved Ivri,,,,,,,,,
Special Classes,Social Classes,Eved Ivri,The Court's Sale of a Thief,,,,,,,,
Special Classes,Social Classes,Eved Ivri,The Court's Sale of a Thief,Issues,,,,,,,
Special Classes,Social Classes,Eved Ivri,Rules for ownership by a nochri,,,,,,,,
Special Classes,Social Classes,Eved Ivri,Freeing one's eved,,,,,,,,
Special Classes,Social Classes,Eved Ivri,Freeing one's eved,Freedom,,,,,,,
Special Classes,Social Classes,Eved Ivri,A Runaway eved,,,,,,,,
Special Classes,Social Classes,Eved Ivri,Giving terumah to one's eved,,,,,,,,
Special Classes,Social Classes,Eved Ivri,Giving terumah to one's eved,An Eved Ivri,,,,,,,
Special Classes,Social Classes,Eved Ivri,Giving terumah to one's eved,An Eved Kenaani,,,,,,,
Special Classes,Social Classes,Eved Ivri,Ritzeeah - Piercing the eved's ear if he wishes to remain as an eved,,,,,,,,
Special Classes,Social Classes,Eved Ivri,Ritzeeah - Piercing the eved's ear if he wishes to remain as an eved,The Procedure,,,,,,,
Special Classes,Social Classes,Eved Ivri,Ritzeeah - Piercing the eved's ear if he wishes to remain as an eved,Legal Issues,,,,,,,
Special Classes,Social Classes,Eved Ivri,Yiud - Marrying a female eved to the master or his son,,,,,,,,
Special Classes,Social Classes,Eved Ivri,Yiud - Marrying a female eved to the master or his son,The Procedure,,,,,,,
Special Classes,Social Classes,Eved Ivri,Mating the eved with a nochri maid,,,,,,,,
Special Classes,Social Classes,Eved Ivri,An eved's power of acquisition,,,,,,,,
Special Classes,Social Classes,Eved Kenaani,,,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Nature of Avdut,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Requirements of the Master,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Acquiring an Eved,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Acquiring an Eved,Acquisition of an Eved,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Acquiring an Eved,an Eved's Financial Status,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Circumcision of an Eved,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Circumcision of an Eved,Circumcision,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,Links,,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,Links,The Bill Freeing an Eved,,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,Links,The Bill Freeing an Eved,Links,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,Links,The Bill Freeing an Eved,Links,General Rules of Bills Bills from Non-Jewish Courts General Freeing of avadim Freeing an Eved for Having Wounded Him,,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,Links,The Bill Freeing an Eved,Links,General Rules of Bills Bills from Non-Jewish Courts General Freeing of avadim Freeing an Eved for Having Wounded Him,Legal Issues,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,Links,The Bill Freeing an Eved,Links,General Rules of Bills Bills from Non-Jewish Courts General Freeing of avadim Freeing an Eved for Having Wounded Him,Wounding Specific Limbs,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,Links,The Bill Freeing an Eved,The Bill,,,,
Special Classes,Social Classes,Eved Kenaani,Links,Freeing an Eved,Process,,,,,,
Special Classes,Social Classes,Eved Kenaani,General points,,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Treatment of an Eved,,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Mitzvot,,,,,,,,
Special Classes,Social Classes,Eved Kenaani,Specific Avadim,,,,,,,,
Special Classes,Social Classes,Establishing lineage of a child,,,,,,,,,
Special Classes,Social Classes,Establishing lineage of a child,Credibility Regarding Lineage,,,,,,,,
Special Classes,Social Classes,Establishing lineage of a child,Child of Unknown Lineage,,,,,,,,
Special Classes,Social Classes,Establishing lineage of a child,Relations between an illegitimate child and a regular Jew,,,,,,,,
Special Classes,Social Classes,Establishing lineage of a child,Talmudic passages which do not relate to legal matters,,,,,,,,
Special Classes,Social Classes,Givonim/Netinim nations,,,,,,,,,
Special Classes,Social Classes,The Kuti Nation,,,,,,,,,
Special Classes,Social Classes,The Kuti Nation,The Kutim and their Mitzvot,,,,,,,,
Special Classes,Social Classes,The Kuti Nation,History of the Kutim,,,,,,,,
Special Classes,Social Classes,The Kuti Nation,Interacting with Kutim,,,,,,,,
Special Classes,Social Classes,The Kuti Nation,Stories of Kutim,,,,,,,,
Special Classes,Social Classes,General Nochrim,,,,,,,,,
Special Classes,Social Classes,General Nochrim,"Laws of Lineage, Adultery, Incest",,,,,,,,
Special Classes,Social Classes,General Nochrim,Nochrim Representing Jews in ritual activities,,,,,,,,
Special Classes,Social Classes,General Nochrim,Inheritance,,,,,,,,
Special Classes,Social Classes,General Nochrim,Theft by a Nochri,,,,,,,,
Special Classes,Social Classes,General Nochrim,Theft by a Nochri,Theft By a Gentile,,,,,,,
Special Classes,Social Classes,Egyptians/Edomites,,,,,,,,,
Special Classes,Social Classes,Kedarites,,,,,,,,,
Special Classes,Social Classes,Ammonites/Moabites,,,,,,,,,
Special Classes,Social Classes,Amalekites,,,,,,,,,
Special Classes,Social Classes,Amalekites,Remembering the War,,,,,,,,
