Rashi Matches,Data
Rashi on Jeremiah 4:19:2,"3619@ירמיה ד,יט@קירות@אנטינא""ש@antenas@???@חסר בכתבי-היד. שני הפענוחים האפשריים אינם מתקבלים על הדעת: אנטיני""ש antenes (""מוטות מפרשים"") וכן אנטייני""ש antienes (""מזמורים"").$"
Rashi on Jeremiah 4:31:2,"3620@ירמיה ד,לא@תתיפח@קונפליינ""ט@conpleint@קינה@ר' לעיל מס' 3591. אך יכול להיות גם צורת ההווה: [היא] מקוננת.$"
Rashi on Jeremiah 5:8:2,"3621@ירמיה ה,ח@יצהלו@אישיודימינ""ט@esjodement@הנאה@הלעז תמוה, כי היינו מצפים לעתיד אישיודירונ""ט esjoderont או לשם הפועל אישיודי""ר esjoder. יש גם הרבה גרסאות משונות, בין השאר אינויישמינ""ט enweisment (הוללות).$"
Rashi on Jeremiah 5:10:1,"3622@ירמיה ה,י@נטישותיה@שי""ש ציפ""ש@ces ceps@גזעי הגפן שלה, שריגיה@הלעז חסר בכתבי-היד ובדפוסים קוראים רק ציש, אבל נדמה לי, שבגלל הדמיון בין שתי המלים הקטנות, דילגו המעתיקים על אחת מהן.$"
Rashi on Jeremiah 5:26:1,"3623@ירמיה ה,כו@יקושים@פיידי""א@piedje@מלכודת@$"
Rashi on Jeremiah 5:26:2,"3624@ירמיה ה,כו@משחית@צינבי""ל@cenbel@גדוד, שהוטלה עליו משימה מיוחדת (בעצם: קומנדו)@$"
Rashi on Jeremiah 5:27:1,"3625@ירמיה ה,כז@כלוב@פרנ""ק@franc@לול@אחד מכתבי-היד גורס קיי""א (צ""ל: קיי""א) caje (""כלוב"").$"
Rashi on Jeremiah 5:28:1,"3626@ירמיה ה,כח@עשתו@אינבואירינ""ט@enboerent@נתכסו בוץ@הלעז תמוה, כי רש""י מבאר לשון השמנה, ואמנם בדפוסים אפשר לקרוא אישפישירינ""ט espesirent (""נעשו עבים"").$"
Rashi on Jeremiah 6:9:1,"3627@ירמיה ו,ט@עולל@גרפי""ר@graper@לעולל (לקטוף את האשכולות אחד אחד).$"
Rashi on Jeremiah 6:9:3,"3628@ירמיה ו,ט@סלסלות@ריבירקדור""ש@reverchdors@[הגרגירים] שצריך לחפש אותם@אחרי הבציר וקטיפת העוללות, האויב יחפש עוד את הגרגירים המכוסים ביותר. הפועל reverchier מצביע על הפיכת חפץ מכל הצדדים. (ברנדין מסביר: הגבוהים ביותר). כפי שכבר צוין, הצורה reverchdors בלי e (במקום reverchedors) מצביעה כפי הנראה על האלמת (או לפחות על החלשת) האות d.$"
Rashi on Jeremiah 6:9:3,"3629@ירמיה ו,ט@סלסלות@פנייר""ש@paniers@סלים@במשמעות המקורית: ""סלים ללחם"", אולם עד ימינו ""סלים"" סתם. חסר בכתבי-היד.$"
Rashi on Jeremiah 6:11:2,"3630@ירמיה ו,יא@הכיל@אשופרי""ר@a sofrir@לסבול@חסר בכתבי-היד.$"
Rashi on Jeremiah 6:17:2,"3631@ירמיה ו,יז@צפים@בדיטי""ש@badetes@משקיפים@ר' מס' 3337. בדפוסים קוראים גייט""ש geits (""תצפיות"").$"
Rashi on Jeremiah 6:29:1,"3632@ירמיה ו,כט@נחר@אישרשי""ט@esarsit@הובער עד תום@$"
Rashi on Jeremiah 6:29:4,"3633@ירמיה ו,כט@נתקו@פורדיטרציי""ר@pordetracier@להוציא לגמרי ממסלולו@חסר בכתבי-היד. הגרסה שבדפוסים ""פורצטדאקיי""ץ"" נראית משובשת.$"
Rashi on Jeremiah 8:6:2,"3634@ירמיה ח,ו@(מרוצתם)[מרוצה]@קורש""א@corse@ריצה@$"
Rashi on Jeremiah 8:6:3,"3635@ירמיה ח,ו@שוטף@אישפרידי""ץ@esfredez@מבוהל@פענוח בעייתי. גם הסיומת היא של רבים, אבל יכולה להיות של יחסת-הנושא.$"
Rashi on Jeremiah 8:7:1,"3636@ירמיה ח,ז@חסידה@ציגוני""א@cegoine@חסידה@ראה לעיל מס' 3167.$"
Rashi on Jeremiah 8:7:4,"3637@ירמיה ח,ז@סיס@גרוא""ה@grue@עגור@המינוח של היום אינו מתאים לזיהויים של רש""י.$"
Rashi on Jeremiah 8:7:4,"3638@ירמיה ח,ז@תר@ארונדיל""א@arondele@סנונית@ר' הערה בלעז הקודם. ויש גם להעיר, שהתרגום הארמי מתרגם דווקא את ""עגור"", הציפור הרביעית שבפסוק, שאין לו לעז, ב""סנוניתא"".$"
Rashi on Jeremiah 8:13:3,"3639@ירמיה ח,יג@נבל@פליישטרי""ט@fleistrit@נבל@קשה לקבוע, לפי הגרסאות השונות, איזו צורה דקדוקית של הפועל מופיעה כאן. בחרנו לשער, כי זו הבינוני פעול. גם לא ודאי אם מפועל fleistre אם מפועל flestir.$"
Rashi on Jeremiah 8:18:1,"3640@ירמיה ח,יח@מבליגיתי@מי""ש אישטיינימינ""ץ@mes esteinemenz@סתימותיי@כך יש כנראה להבין: העובדה, שסתמתי (מילולית: כיביתי) את כאבי, לא מנעה את עוגמת לבי.$"
Rashi on Jeremiah 8:22:2,"3641@ירמיה ח,כב@(ארכת)[ארוכה]@אינפלשטר""א@enplastre@תחבושת@חסר בכתבי-היד.$"
Rashi on Jeremiah 9:2:1,"3642@ירמיה ט,ב@(קשתם)[קשת]@ארבלישט""א@arbaleste@בליסטרה@ר' אה""ל מס' 177.$"
Rashi on Jeremiah 9:7:1,"3643@ירמיה ט,ז@שחוט@טריי""ט@treit@משוך@$"
Rashi on Jeremiah 9:7:1,"3644@ירמיה ט,ז@שחוט@טרנק""ט@tranchant@חותך@שני הלעזים הנ""ל חסרים בכתבי-היד.$"
Rashi on Jeremiah 9:23:1,"3645@ירמיה ט,כג@השכל@אינטיליינ""ט@entelient@בהבינו@ר' לעיל מס' 3209.$"
Rashi on Jeremiah 10:3:2,"3646@ירמיה י,ג@מעצד@דולידויר""א@doledoire@מעצד (מעין גרזן)@$"
Rashi on Jeremiah 10:4:1,"3647@ירמיה י,ד@מסמרות@קלוי""ש@cloes@מסמרים@חסר בכתבי-היד.$"
Rashi on Jeremiah 10:4:2,"3648@ירמיה י,ד@מקבות@מרטיל@martel@פטיש@לא ברור, למה רש""י מתרגם בלשון יחיד.$"
Rashi on Jeremiah 10:12:1,"3649@ירמיה י,יב@נטה@טינדי""ט@tendit@מתח@$"
Rashi on Jeremiah 10:13:3,"3650@ירמיה י,יג@ברקים@פלנדור""ש@plandurs@ברקים@ר' לעיל מס' 3265@$"
Rashi on Jeremiah 10:19:2,"3651@ירמיה י,יט@ואשאנו@א""י שופרירי""י לו""י@e sofrirei lui@ואסבול אותו@הלעז מופיע בדפוסים (וחסר בכתבי-היד) בגרסה אשופרירלו""י asofrirlui, אולי בהשפעת הלעז דלעיל מס' 3630.$"
Rashi on Jeremiah 10:24:2,"3652@ירמיה י,כד@משפט@יושטיצ""א@justice@עונשים@$"
Rashi on Jeremiah 10:25:1,"3653@ירמיה י,כה@אבלו@דיוורירינ""ט@deworerent@בלעו@$"
Rashi on Jeremiah 12:3:2,"3654@ירמיה יב,ג@התקם@דישטק""א לו""ש@destache los@נתק אותם@$"
Rashi on Jeremiah 12:5:1,"3655@ירמיה יב,ה@רגלים@פיונייר""ש@pioniers@אנשי חיל רגלים@ארבעת הלעזים האחרונים חסרים בכתבי-היד.$"
Rashi on Jeremiah 12:5:3,"3657@ירמיה יב,ה@תתחרה@אאטי""ר@aatir@להתחרות@$"
Rashi on Jeremiah 12:10:3,"3658@ירמיה יב,י@(חלקתי)[חלקה]@קנפני""א@chanpanie@שדה@הלעז הזה, החסר בכתבי-היד, מביא משמעות לא רגילה של קנפני""א, במקום שהיינו מצפים למלה קנ""פ chanp.$"
Rashi on Jeremiah 13:16:1,"3659@ירמיה יג,טז@יתנגפו@אצופי""ר@acoper@להיכשל@$"
Rashi on Jeremiah 13:18:2,"3660@ירמיה יג,יח@מראשותיכם@וושטר""א קיבי""ץ@wostre chevez@העומד בראשכם@""מראשות"" בעברית, כמו chevez בצרפתית, משמש בעיקר לציין את ""ראש המיטה"". אבל כאן, אולי באופן מושאל, מדובר בראשי העם.$"
Rashi on Jeremiah 13:19:2,"3661@ירמיה יג,יט@שלומים@גירדונימינ""ץ@gerdonemenz@שכר@המלה הצרפתית ברבים כמו הדיבור המתחיל. חסר בכתבי-היד.$"
Rashi on Jeremiah 13:22:1,"3662@ירמיה יג,כב@שוליך@טי""ש אורלי""ש@tes orles@שולי בגדייך@חסר בכתבי-היד.$"
Rashi on Jeremiah 13:22:3,"3663@ירמיה יג,כב@(עקביך)[עקבים]@טרצי""ש@traces@עקבות@באחד מכתבי-היד: ""טיטריצ""א"" אולי שריד מאת טי""ש טרצי""ש tes traces (עקבותייך).$"
Rashi on Jeremiah 13:23:1,"3664@ירמיה יג,כג@כושי@מו""ר@mor@שחור עור@חסר בכתבי-היד.$"
Rashi on Jeremiah 13:23:2,"3665@ירמיה יג,כג@נמר@ליאפר""ט@liepart@ברדלס@חסר בכתבי-היד.$"
Rashi on Jeremiah 13:23:3,"3666@ירמיה יג,כג@(יברברתיו)[חברבורות]@טיי""ש@tajes@כתמים@קיימת אפשרות, שהלעז המקורי היה שי""ש טיי""ש ses tajes (""חברבורותיו""), ונעלמה המלה הראשונה בגלל דמיונה עם השנייה.$"
Rashi on Jeremiah 14:4:1,"3667@ירמיה יד,ד@אכרים@בובייר""ש@boviers@רועי בקר@חסר בכתבי-היד.$"
Rashi on Jeremiah 14:6:1,"3668@ירמיה יד,ו@שפים@ריבייר""ש@riviers@שפות הנהר@צורה משנית של rivieres , וכן riwiers (להלן מס' 3893 ומס' 4013).$"
Rashi on Jeremiah 14:9:1,"3669@ירמיה יד,ט@נדהם@ריקרו""ץ@recruz@נרתע.$"
Rashi on Jeremiah 14:9:1,"3670@ירמיה יד,ט@נדהם@ריקרידנ""ץ@recredanz@נרתע@לפי רוב הגרסאות שני הלעזים הנ""ל הם שתי הצעות תרגום. אבל מאחר ששניהם שייכים לאותו פועל, הראשון בינוני פעול והשני בינוני פועל, לא ברור, מה ההבדל ביניהם. לפי הנוסח המופיע בכמה כתבי-יד, יש לפנינו רק לעז אחד בשתי גרסאות.$"
Rashi on Jeremiah 15:6:1,"3671@ירמיה טו,ו@הנחם@ד""י פורפנשי""ר@de porpanser@להרהר@בכמה כתבי-יד הגרסה נוטה לקריאה ריפינטי""ר repentir (""להתחרט"").$"
Rashi on Jeremiah 15:7:1,"3672@ירמיה טו,ז@מזרה@ו""ן@wan@רחת@ר' אה""ל מס' 448.$"
Rashi on Jeremiah 15:18:2,"3673@ירמיה טו,יח@אכזב@פיילנ""ץ@feilanz@חסר, לקוי@$"
Rashi on Jeremiah 16:5:4,"3674@ירמיה טז,ה@אספתי@אטולי""ש@atolis@הסרתי@חסר בכתבי-היד. הגרסה בדפוסים: אטואי""ש, והפענוח שלי משוער.$"
Rashi on Jeremiah 16:19:1,"3675@ירמיה טז,יט@מנוסי@מו""ן ונטימינ""ט@mon wantement@גאוותי@נמצא רק בכתב-יד אחד ומתאים בקושי להסבר מילולי של רש""י. בדפוסים קוראים אנטיפרויימנ""ט, שחלקו האחרון הוא אולי פויימינ""ט fuiement (""פליטה""), אבל החלק הראשון לא מובן בשום אופן.$"
Rashi on Jeremiah 17:3:1,"3676@ירמיה יז,ג@הררי@מונטנייר""ש@montaniers@יושבים בהרים@לא ברור למה כאן צורת הרבים (או אולי יחסת-הנושא).$"
Rashi on Jeremiah 17:6:1,"3677@ירמיה יז,ו@ערער@דיגשטיד""א@dehastede@הרוסה, מושחתת@חסר בכתבי-יד, ואף הגרסה שבדפודסים דאגשטי""ה מוכיחה, שהצורה מאוחרת.$"
Rashi on Jeremiah 17:8:2,"3678@ירמיה יז,ח@בצרת@פמינ""א@famine@רעב@$"
Rashi on Jeremiah 17:11:1,"3679@ירמיה יז,יא@דגר@קלוציי""ר@clocier@לקרקר@בדפוסים קוק""ו גלוצנט cucu glocant (""קוקייה מקרקרת"").$"
Rashi on Jeremiah 17:14:2,"3680@ירמיה יז,יד@(תהלתי)[תהלה]@וונטנצ""א@wantance@שבח@באחד מכתבי-היד: מונטנצ""א [=מא וונטנצ""א] ma wantance (""שבחי"").$"
Rashi on Jeremiah 18:3:1,"3681@ירמיה יח,ג@אבנים@פורמ""א@forme@מושב, קתדרה@חסר בכתבי-היד.$"
Rashi on Jeremiah 18:8:1,"3682@ירמיה יח,ח@דברתי@א""י ריפרוקיי""ד@ai reprochied@נזפתי@חסר בכתבי-היד, ואף, הגרסה שבדפוסים אשרפוק""י מצביעה על צורה מאוחרת.$"
Rashi on Jeremiah 18:14:3,"3683@ירמיה יח,יד@קרים@פרויד""ש@froids@קרים@$"
Rashi on Jeremiah 18:14:4,"3684@ירמיה יח,יד@נוזלים@קורנ""ץ@coranz@רצים, שוטפים@חסר בכתבי-היד.$"
Rashi on Jeremiah 19:3:1,"3685@ירמיה יט,ג@תצלנה@טינטיני""ר@tintiner@לצלצל@$"
Rashi on Jeremiah 20:2:1,"3686@ירמיה כ,ב@מהפכת@ארוולו""ד@arwolud@ר' אה""ל מס' 1109.$"
Rashi on Jeremiah 20:14:1,"3687@ירמיה כ,יד@ילדתי@פוא""י איניינ""ט@fui enjeint@הולדתי (=אבי הוליד אותי)@חסר בכתבי-היד.$"
Rashi on Jeremiah 22:14:4,"3688@ירמיה כב,יד@משוח בששר@אליניאנ""ט אי""ן שינופל""א@aliniant en sinople@במתיחת קווים בצבע אדום (?)@חסר בכתבי-היד.$"
Rashi on Jeremiah 22:28:2,"3689@ירמיה כב,כח@עצב@אינמיילולי""ר@enmeiloler@לחתל@יש גם גרסאות מיילולי""ר meiloler. ר' אה""ל מס' 1224.$"
Rashi on Jeremiah 23:9:1,"3690@ירמיה כג,ט@רחפו@טרינבלינ""ט@trenblent@רועדים@$"
Rashi on Jeremiah 23:10:3,"3691@ירמיה כג,י@(מרוצתם)[מרוצה]@קורש""א@corse@מירוץ@חסר בכתבי-היד.$"
Rashi on Jeremiah 23:29:2,"3692@ירמיה כג,כט@פטיש@פי""ק@pic@כילף@$"
Rashi on Jeremiah 23:32:1,"3693@ירמיה כג,לב@(פחזותם)[פחזות]@אישטורדישו""ן@estordison@מבוכה@ר' אה""ל מס' 549.$"
Rashi on Jeremiah 24:1:3,"3694@ירמיה כד,א@(ה)חרש ו…המסגר@ל""י מייטר""א א""י ל""י פורטיי""ר@li meitre e li portier@האומן והשוער@חסר בכתבי-היד. יש כמה בעיות דקדוקיות בלעז זה: אם לפנינו יחסת-הנושא, היינו מצפים לצורה portiers, ואם לפנינו יחסת-מושא, היידוע היה צריך להיות li. גם תמוהה הצורה meitre ולא  meistre.$"
Rashi on Jeremiah 25:20:1,"3695@ירמיה כה,כ@ערב@גרנטיא""ה@garantie@ערבות@$"
Rashi on Jeremiah 25:34:2,"3696@ירמיה כה,לד@והתפלשו@וולטרי""ר@woltrer@להתפלש@בצרפתית של היום: se vautrer.$"
Rashi on Jeremiah 27:2:1,"3697@ירמיה כז,ב@מוסרות@קוניונגלי""ש@conjongles@חיבורים, כבלים@באחד מכתבי-היד קוראים קורייא""ש coreies (""רצועות"").$"
Rashi on Jeremiah 28:6:1,"3698@ירמיה כח,ו@יעשה@פצ""א@face@יעש@רש""י מציין, שמדובר באיחול ולא בעתיד. הלעז חסר בכתבי-היד.$"
Rashi on Jeremiah 29:18:1,"3699@ירמיה כט,יח@חרפה@דישטרוי""ר@destrawer@להרוס@ר' לעיל מס' 3497, אבל כאן הצורה של הלעז ברורה למדאי.$"
Rashi on Jeremiah 29:26:4,"3700@ירמיה כט,כו@צינק@צי""ף@cep@סד (שבו נעלו רגלי האסירים)@בדפוסים הגרסה ציפ""ש ceps (ברבים).$"
Rashi on Jeremiah 30:12:1,"3701@ירמיה ל,יב@דה""מ אנוש לשברך נחלה מכתך@אינפר""ש@enfres@חולני, בעל מום@לא ברור, מה המלה, שרש""י מתכוון להסביר אותה בלעז זה. נראה, שזה תואר (ביחסת-הנושא). ומאחר שלפנינו צורת זכר, מתקבל על הדעת, שמדובר ב""אנוש"" יותר מאשר ב""נחלה"".$"
Rashi on Jeremiah 30:21:2,"3702@ירמיה ל,כא@ערב את לבו@פירמלי""א אאטינ""א@fermalie aatine@הסכם של התגרות@קשה להבין, למה פירש רש""י את הביטוי הפועלי שבפסוק לשני שמות עצם, שמשמעותם קרובה (התערבות בין שני גורמים על עשיית מעשה נועז). יכול להיות, ששתי המלים אינן קשורות בסמיכות, אלא שתי הצעות לתרגום. לגבי הלעז הראשון ר' אה""ל מס' 1762.$"
Rashi on Jeremiah 31:18:1,"3703@ירמיה לא,יח@מתנודד@קונפליינ""ט@conpleint@מקונן@$"
Rashi on Jeremiah 31:18:3,"3704@ירמיה לא,יח@למד@פו""ד אגוילוני""ץ@fud aguilonez@דורבן (דרבנו אותו)@חסר בכתבי-היד.$"
Rashi on Jeremiah 31:19:2,"3705@ירמיה לא,יט@הודעי@אפירצו""י ג""א@apercui ge@הבחנתי@$"
Rashi on Jeremiah 31:20:1,"3706@ירמיה לא,כ@שעשועים@אישבניימינ""ט@asbaniement@בידור@בדפוסים קוראים: אישבניימינ""ץ esbaniement ברבים.$"
Rashi on Jeremiah 31:35:1,"3707@ירמיה לא,לה@לאור@אאישקלריי""ר@a esclarier@להאיר@בלעז זה, שאינו בכתבי-היד, וגם צורתו (אאיקלארוי""ר[?]) נראית מאוחרת, רצה הפרשן להדגיש, שלא מדובר בשם ""אור"" אלא בפועל.$"
Rashi on Jeremiah 31:40:3,"3708@ירמיה לא,מ@שדמות@קנפני""א@chanpanie@מישור, איזור של שדות@$"
Rashi on Jeremiah 32:33:1,"3709@ירמיה לב,לג@למד@אפריננ""ט@aprenant@בלמדי@ר' לעיל מס' 3209.$"
Rashi on Jeremiah 33:6:1,"3710@ירמיה לג,ו@שלום@שלו""ד@salud@ברכת שלום@$"
Rashi on Jeremiah 35:4:2,"3711@ירמיה לה,ד@שמר הסף@טרישוריי""ר@tresorier@גזבר@חסר בכתבי-היד.$"
Rashi on Jeremiah 38:4:1,"3712@ירמיה לח,ד@מרפא@אלשקיאנ""ץ@alaschianz@מחליש@חסר בכתבי-היד.$"
Rashi on Jeremiah 38:12:3,"3713@יריה לח,יב@אצלות@אישילי""ש@aiseles@בתי-שחי@חסר בכתבי-היד. ר' אה""ל מס' 2414.$"
Rashi on Jeremiah 38:19:3,"3714@ירמיה לח,יט@והתעללו@א""י גבירונ""ט@e gaberont@וילעגו@חסר בכתבי-היד.$"
Rashi on Jeremiah 39:10:1,"3715@ירמיה לט,י@יגבים@א""י פושי""ץ@e fosez@וחפירות@חסר בכתבי-היד. ושתי בעיות לפנינו: א) למרות דברי רש""י, שמדובר ב""שדות"", תרגמו הגלוסרים ""איכרים, חקלאים"" (כמו ""יוגבים""); אך כנראה כוונת הפרשן לאדמה, שהוגבהה לשם עיבוד, על ידי חפירת הסביבה; ב) הגרסה שבדפוסים ""אפושי""ץ"", והתחשבתי בגלוסרים כדי לראות באל""ף את וי""ו החיבור. אולי יש כאן מלה אפושי""ץ afosez, המציינת דווקא שדה, כפי שהוסבר.$"
Rashi on Jeremiah 40:1:3,"3716@ירמיה מ,א@אזקים@בויאי""ש@buies@כבלים@חסר בכתבי-היד.$"
Rashi on Jeremiah 43:9:1,"3717@ירמיה מג,ט@מלט@אינוולופימינ""ט@enwolopement@החבאה, הלטה@$"
Rashi on Jeremiah 46:4:1,"3718@ירמיה מו,ד@מרקו@פורבי""ר@forbir@לצחצח@$"
Rashi on Jeremiah 46:21:2,"3719@ירמיה מו,כא@מרבק@קופל""א@@צמד@$"
Rashi on Jeremiah 46:25:2,"3720@ירמיה מו,כה@נא@ל""ה שיניוריא""ה דלישנדר""א@la seniorie d'Alesandre@ממלכת אלכסנדרוס@חסר בכתב-היד. הלועז זיהה, כפי שמקובל, את ""נא"" עם בירת מצרים. אבל, במקום לכתוב Alesandrie, הסביר ""ממלכת אלכסנדרוס"".$"
Rashi on Jeremiah 47:4:2,"3721@ירמיה מז,ד@אי@אישל""א@isle@אי@צורת היחיד מצויה רק בכתב-יד אחד, אולם אני משער, שהריבוי נכתב מתוך שגרה, כי במקרא הריבוי אישלי""ש עקר (31 פעם) והיחיד טפל (5 פעמים).$"
Rashi on Jeremiah 48:43:2,"3722@ירמיה מח,מג@פחת@פוש""א@fose@שוחה@$"
Rashi on Jeremiah 48:45:4,"3723@ירמיה מח,מה@וקדקד@א""י טרישפירציר""א@e trespercera@וידקור@חסר בכתבי-היד. כמו התרגום ומנחם בן סרוק, שהוא מצטט, רש""י קורא, כפי הנראה, כאילו כתוב ""וקרקר"" (במדבר כח,יז).$"
Rashi on Jeremiah 49:4:1,"3724@ירמיה מט,ד@תתהללי@ונטי""ר@wanter@להשתבח@$"
Rashi on Jeremiah 49:29:1,"3725@ירמיה מט,כט@מגור@אינש""א@ainse@דאגה@בדפוסים יש לעז המצביע על פירוש אחר לגמרי: אמאשמנ""ט (צ""ל אמשמינ""ט) amasment ""צבירה, איסוף"" (קרוב לפועל ""לאגור"").$"
Rashi on Jeremiah 50:2:1,"3726@ירמיה נ,ב@נס@פירק""א@perche@מוט@$"
Rashi on Jeremiah 50:6:2,"3727@ירמיה נ,ו@שובבום@אישויירינ""ט@esweierent@הסיטו@$"
Rashi on Jeremiah 50:17:2,"3728@ירמיה נ,יז@עצמו@דישאושי""ר@desoser@לטרוף עצמות@יש אפשרות לקרוא דישאוש""ד desosad, אותו פועל בעבר.$"
Rashi on Jeremiah 50:37:1,"3729@ירמיה נ,לז@ערב@גרנטיא""ה@garantie@ערבות@$"
Rashi on Jeremiah 51:1:1,"3730@ירמיה נא,א@רוח@טלינ""ט@talent@רצון@$"
Rashi on Jeremiah 51:14:1,"3731@ירמיה נא,יד@בנפשו@אי""ן שי""י מאישמי""ש@en sei meismes@בתוך עצמו@חסר בכתבי-היד.$"
Rashi on Jeremiah 51:27:3,"3732@ירמיה נא,כז@סמר@היריציי""ר@hericier@להסתמר@$"
Rashi on Jeremiah 52:22:1,"3733@ירמיה נב,כב@כתרת@קויפ""א@coife@שביס, כיפה (כאן במובן כותרת של עמוד)@$"
Rashi on Ezekiel 1:3:2,"3734@יחזקאל א,ג@יד@דישטריצ""א@destrece@כפייה@$"
Rashi on Ezekiel 1:7:3,"3735@יחזקאל א,ז@נצצים@אישטינצילנ""ט@estencelant@נוצץ@חסר בדפוסים. צורת היחיד תמוהה, אך אין בכתבי-היד גרסה, שבה צד""י סופית, כפי שהיה צפוי.$"
Rashi on Ezekiel 1:13:3,"3736@יחזקאל א,יג@ברק@פלנדור""ש@plandurs@ברקים@להפך מהלעז הקודם יש כאן צורת רבים, הנראית בלתי-סבירה לגמרי.$"
Rashi on Ezekiel 1:14:2,"3737@יחזקאל א,יד@הבזק@די""ל אישטינציל""א@de lestencele@של הניצוץ@חסר בכתבי-היד, וכן חסרים כל הלעזים שבדפוסים מכאן עד פרק ד'.$"
Rashi on Ezekiel 1:16:1,"3738@יחזקאל א,טז@תרשיש@קרישט""ל@cristal@בדולח@$"
Rashi on Ezekiel 1:18:3,"3739@יחזקאל א,יח@וגבתם@א""י לו""ר שורציל""ש@e lor sorcils@וגבות עיניהם@$"
Rashi on Ezekiel 1:22:1,"3740@יחזקאל א,כב@הקרח הנורא@ייליד""א פור""ט@jelede fort@כפור חזק@בדפוסים (כזכור, אין בכתבי-היד) קוראים גליא""ה, וזה אולי כתיב מאוחר של jelede, כלומר gelee (ואם כך הגימ""ל הוא חיקוי של ה – g האטימולוגי בצרפתית), אולם קיימת גם אפשרות לתקן ל – גלצ""א glace (""קרח"").$"
Rashi on Ezekiel 2:2:1,"3741@יחזקאל ב,ב@מדבר@פורפרלנ""ץ@porparlanz@מדבר עם עצמו@$"
Rashi on Ezekiel 2:6:4,"3742@יחזקאל ב,ו@עקרבים@איגלינטייר""ש@eglentiers@עצי ורד-הבר@עד כאן חסרים בכתבי-היד כל הלעזים מפסוק א,יד ואילך. ועל הלעז הזה ר' לעיל מס' 3388.$"
Rashi on Ezekiel 4:1:1,"3743@יחזקאל ד,א@לבנה@טיול""א@tiule@רע,@$"
Rashi on Ezekiel 4:2:1,"3744@יחזקאל ד,ב@דיק@מנגוני""ל@mangonel@בליסטרה@$"
Rashi on Ezekiel 4:2:3,"3745@יחזקאל ד,ב@סללה@בשטיו""ן@bastion@מבצר@$"
Rashi on Ezekiel 4:9:1,"3746@יחזקאל ד,ט@דחן וכסמים@פני""ץ א""י אישפילט""א@paniz e espelte@פנג וכוסמת@חסר בכתבי-היד.$"
Rashi on Ezekiel 4:16:1,"3747@יחזקאל ד,טז@מטה לחם@פייצ""א ד""י פ""ן@piece de pan@חתיכה של לחם@חסר בכתבי-היד, ואינו מתאים להסברו של רש""י (""משען לחם""). אולי צריך לראות כאן תיקון של מעתיק, שלא הבין את הלעז אישפוי""ל (משען) ד""י פ""ן espoial de pan, והחליף במלה שגורה בפי כל piece de pan.$"
Rashi on Ezekiel 4:16:3,"3748@יחזקאל ד,טז@דאגה@אינש""א@ainse@דאגה@$"
Rashi on Ezekiel 4:16:3,"3749@יחזקאל ד,טז@דאגה@דובטו""ר@dobtor@ספק@""בלשוננו"" (כלומר בדיבור המקומי) בניגוד ללעז הקודם, שהוא לשון צרפת הרגילה. ובדפוסים יש במקומו מלה אחרת:טרוא""ר. אולי צריך לקרוא אותה טרימו""ר tremor (""רעדה"").$"
Rashi on Ezekiel 5:1:2,"3750@יחזקאל ה,א@גלבים@פרקמיניי""ר@parchaminier@מוכר קלף@חסר בכתבי-היד.$"
Rashi on Ezekiel 5:14:1,"3751@יחזקאל ה,יד@חרפה@דישטורבי""ר@destorber@לקלקל@ר' לעיל מס' 3497. גם כאן, כמו שם, שתי האפשרויות, שאינן משביעות רצון.$"
Rashi on Ezekiel 6:9:3,"3752@יחזקאל ו,ט@ונקטו@דימוני""ר@demonir@להתמוטט@$"
Rashi on Ezekiel 6:13:1,"3753@יחזקאל ו,יג@אלה@פלנצו""ן@plancon@שתיל@חסר בכתבי-היד.$"
Rashi on Ezekiel 8:3:1,"3754@יחזקאל ח,ג@ציצת@פלוצי""ל@flocel@קווצה@חסר בכתבי-היד.$"
Rashi on Ezekiel 8:5:3,"3755@יחזקאל ח,ה@בבאה@א""ל אינטריא""ה@a l’entree@בכניסה@חסר בכתבי-היד.$"
Rashi on Ezekiel 8:14:4,"3756@יחזקאל ח,יד@מבכות את התמוז@פיישנ""ט פלורי""ד לישקלפי""ד@feisant plorer l eschalfed@גורמות שיבכה המחומם@חסר בכתבי-היד. א' ההסבר בפירוש של רש""י. הגרסה שבדפוסים מסתיימת בצד""י, לכן צריך אולי לקרוא לי""ש קלפי""ץ les chalfez, אבל קשה להבין את הרבים.$"
Rashi on Ezekiel 10:12:1,"3757@יחזקאל י,יב@(ידיהם)[ידים]@בויי""ל@boiel@מעי@כאן, כפי הנראה, במשמעות של החלק הפנימי, כלומר הטבור של הגלגל. אולי יש כאן השפעה של המלה moiol הדומה, שמשמעותה דווקא טבור של גלגל (ר' אה""ל מס' 1881).$"
Rashi on Ezekiel 11:5:2,"3758@יחזקאל יא,ה@רוחכם@וושטר""א טלינ""ט@wostre talent@רצונכם@חסר בכתבי-היד.$"
Rashi on Ezekiel 12:3:3,"3759@יחזקאל יב,ג@יראו@אפירציברונ""ט@apercevront@יבחינו@חסר בכתבי-היד.$"
Rashi on Ezekiel 12:4:1,"3760@יחזקאל יב,ד@(כמוצאי)[כמוצאים]@קומ""א אישואי""ש@come isues@כמו יציאות@חסר בכתבי-היד.$"
Rashi on Ezekiel 12:14:2,"3761@יחזקאל יב,יד@אזרה@אישפנדרי""י@espandrei@אפזר@חסר בכתבי-היד.$"
