Rashi Matches,Data
Rashi on Gittin 90a:3:1,"1343 גיטין צ. <b>הקדיחה</b><br>אדורשי""ר adorser <b>לתת (את התבשילים) להישרף ולהידבק בסיר</b><br><small>ראה לעיל מס' 885.$</small>"
Rashi on Kiddushin 9a:1:1,"1344 קידושין ט. <b>חומרי</b><br>בוטונ""ש botons <b>כפתורים</b><br><small>גם כאן מדובר בכפתורים לנוי, אבל הפעם, לדברי רש""י, של בדיל או של זכוכית, לא של זהב כמו לעיל (מס' 1229, 1323). הצורה boton המודפסת אצל בלונדהיים היא ללא ספק טעות דפוס.$</small>"
Rashi on Kiddushin 9a:1:1,"1345 קידושין ט. <b>חומרי</b><br>פיוילי""ש fiweles [fiveles] <b>סגרים, מכבנות</b><br><small>גם אלה בעיקר לנוי (מלטינית fibuls). אין כמעט ספק, שההטעמה חלה על ההברה הראשונה. יש גם אפשרות לקרוא את הלעז פיולי""ש fioles, ואז יהיה פירושו ""צלוחיות קטנות"", כמין כדורים קטנים, שהנשים מתקשטות בהם ובתוכם בושם (ר' פירוש רש""י דה""מ ""חומרתא דפילון"" גיטין סט:)$</small>"
Rashi on Kiddushin.9a.1.1,"1346 קידושין ט. <b>דה""מ חומרי</b><br>מושטניצי""ש ענקים, שרשרות <b>mostnices</b><br><small>כך נתן כאן בלונדהיים הוראה אחרת למלה מאשר לעיל (מס' 236). שם מדובר ב""לבובה"", מין בגד, שקושרים לצוואר. אמנם קשה לתאם את דברי רש""י עם הפירוש ""לבובות"", אבל גם עם הפירוש ""ענקים"" אין תיאום מושלם, כי לכאורה mostnices צריך להיות שם נרדף ל – fiweles. בכל אופן יש לשאול, מה הכוונה ב""לשון רבותינו""? אולי בלשון היהודים בחבל הריין, ששם למד רש""י בישיבות וורמס ומיינץ?$</small>"
Rashi on Kiddushin 13a:4:1,"1347 קידושין יג. <b>וורשכי</b><br>בינדיל""ש bendels [bendel] <b>אגדים, חגורות</b><br><small>ראה לעיל מס' 251. לא הבנתי, למה רשם בלונדהיים בינדי""ל bendel (אגד, חגורה) ביחיד ולא ברבים, כפי שמסתבר מהדה""מ ומגרסאות רוב כתבי-היד.$</small>"
Rashi on Kiddushin 14b:1:1,"1348 קידושין יד: <b>עקב</b><br>שול""א sole <b>סוליה</b><br><small>$</small>"
Rashi on Kiddushin 16b:2:4,"1349 קידושין טז: <b>שומא</b><br>וירוא""ה [verrue] werue <b>יבלת</b><br><small>$</small>"
Rashi on Kiddushin 21b:5:1,"1350 קידושין כא: <b>סול</b><br>ברוק""א broche <b>שפוד, קנה עץ מחודד</b><br><small>ר' מילונו של לוי (מס' 187).$</small>"
Rashi on Kiddushin 21b:5:3,"1351 קידושין כא: <b>מקדח</b><br>טריידר""א tariedre <b>מַקדֵחַ</b><br><small>בכמה כתבי-יד קוראים את המלה האיטלקית טריביל""א trivella או את המלה הפרובנסאלית טרוול""א travela.$</small>"
Rashi on Kiddushin 21b:5:4,"1352 קידושין כא: <b>מכתב</b><br>גרפי""א [grafie] grafie <b>מַכתֵּב, חרט</b><br><small>המלה הצרפתית מוטעמת על ההברה הראשונה. ר' בלונדהיים פ' (ע' 51).$</small>"
Rashi on Kiddushin 21b:15:1,"1353 קידושין כא: <b>איסקונדרי</b><br>מירילי""ש mereles <b>אסימונים, אבנים או כלים קטנים, שמניעים אותם על לוח המשחק</b><br><small>בצרפתית של היום המלה marelle מורה על משחק ""ארץ"" (""קלס"", ""שמים""), שבו מניעים אבן ממשבצת למשבצת מתוך דילוג על רגל אחת בתבנית המצויירת על גבי הקרקע.$</small>"
Rashi on Kiddushin 22a:1:1,"1354 קידושין כב. <b>תמותות</b><br>אמורטידי""ש amortides <b>גוססות</b><br><small>ר' בלונדהיים ב' (ע' 91-89) ואולי גם בלונדהיים פ' (ע' 80, amortadir).$</small>"
Rashi on Kiddushin 22b:15:2,"1355 קידושין כב: <b>גרדו</b><br>גרטי""ר grater <b>לגרד</b><br><small>ר' מילונו של לוי (מס' 498).$</small>"
Rashi on Kiddushin 25a:8:1,"1356 קידושין כה. <b>חלים</b><br>שולדי""ר solder <b>ללחוץ בחוזקה</b><br><small>מכאן המשמעות ""לרתך"" (לעיל מס' 113 ומס' 169).$</small>"
Rashi on Kiddushin 27a:4:1,"1357 קידושין כז. <b>אפסר</b><br>קיבישטר""א ‫‫‪chevestre‬‬ <b>אפסר (חלק מהרתמה, שבו מושכים את הבהמה או את הסוס בצווארם)</b><br><small>כאן בהוראה מושאלת: מסמך, שהשדה קשור בו, וכשנמסר לקונה, כאילו נמסר השדה עצמו.$</small>"
Rashi on Kiddushin 27b:4:3,"1358 קידושין כז: <b>סדנא</b><br>טרונ""ק tronc <b>גזע, גוש, יסוד</b><br><small>$</small>"
Rashi on Kiddushin 30b:3:3,"1359 קידושין ל: <b>נומי</b><br>בורבולי""ש borboles <b>אבעבועות, כיבים</b><br><small>ר' מילונו של לוי (מס' 175).$</small>"
Rashi on Kiddushin 31a:13:2,"1360 קידושין לא. <b>סירקון</b><br>צינדי""ר cender <b>מין משי</b><br><small>ראה לעיל מס' 1091.$</small>"
Rashi on Kiddushin 33a:16:3,"1361 קידושין לג. <b>גיסי</b><br>פריבי""ץ privez <b>חופשיים</b><br><small>ראה לעיל מס' 544.$</small>"
Rashi on Kiddushin 34a:5:4,"1362 קידושין לד. <b>כמהין ופטריות</b><br>בוליי""ץ boleiz <b>פטריות</b><br><small>ראה לעיל מס' 371. חסר בדפוסים (חוץ ממהדורת ספרד, רמ""ה בערך). אולי הלעז מתייחס ל""פטריות"" בלבד.$</small>"
Rashi on Kiddushin 35b:11:1,"1363 קידושין לה: <b>מלקט</b><br>פליינ""א [plaine] pleine <b>מקצועה</b><br><small>ראה לעיל מס' 181 ולהלן מס' 1364.$</small>"
Rashi on Kiddushin 35b:11:2,"1364 קידושין לה: <b>רהיטני</b><br>פליינ""א [plaine] pleine <b>מקצועה</b><br><small>ראה לעיל מס' 1363. רש""י מבחין בין שני מיני מקצועות ""של מצחצחי חרבות, שמחליקים בו את תיק הסייף"" (""מלקט""), ו""של עושי תריסין [כלומר מגנים]"". וכן בעקביות הוא מפרש (לעיל מס' 340) את כל הביטוי ""מלקט רהיטני"" בפליינ""א. בכל המקומות הנוספים, שבהם הלעז מופיע, הוא מפרש את ""רהיטני"" בלבד.$</small>"
Rashi on Kiddushin 35b:17:3,"1365 קידושין לה: <b>גדידה</b><br>אישגרטיניי""ר [esgratignier] esgratinier <b>לסרוט</b><br><small>$</small>"
Rashi on Kiddushin 40b:7:4,"1366 קידושין מ: <b>מדרגה </b><br>אישילייר""א esjaliere <b>מדרגה</b><br><small>$</small>"
Rashi on Kiddushin 44a:15:3,"1367 קידושין מד. <b>כרוכיא</b><br>גרוא""ה grue <b>עגור</b><br><small>ר' רש""י על ""סיס"" (ירמיהו ח', ז').$</small>"
Rashi on Kiddushin 44a:15:6,"1368 קידושין מד. <b>טגני</b><br>פרי""ט frit <b>מטוגן</b><br><small>ראה לעיל מס' 529.$</small>"
Rashi on Kiddushin 46b:12:1,"1369 קידושין מו: <b>אבטיח</b><br>בודיק""א bodeke <b>אבטיח</b><br><small>ר' בלונדהיים ב' (ע' 129-128) ומילונו של לוי (מס' 180). וכן בלונדהיים פ' (ע' 32-31, 144-143). המלה הצרפתית, גם בצורתה העתיקה כאן גם בצורתה החדישה pasteque, מוצאה מהמלה העברית (או מוצא משותף להן), והיא נתקבלה בצרפתית דרך הערבית והפורטוגלית.$</small>"
Rashi on Kiddushin 47a:2:2,"1370 קידושין מז. <b>אלון</b><br>גלנ""ט glant <b>בלוט</b><br><small>ראה לעיל מס' 932.$</small>"
Rashi on Kiddushin 47a:2:2,"1371 קידושין מז. <b>אלון</b><br>אייכ""ל eichel <b>בלוט (בגרמנית)</b><br><small>אינוי מצוי בכתבי-היד, וברור שאינו מאת רש""י. ר' בלונדהיים ב' (ע' 154).$</small>"
Rashi on Kiddushin 50a:6:3,"1372 קידושין נ. <b>דלוסקמא</b><br>טשק""א tasche <b>שק</b><br><small>$</small>"
Rashi on Kiddushin.52b.3.1,"1373 קידושין נב. <b>בצלים</b><br>אישקלויני""ש ""שומי-אשקלון"", בצלצולים <b>eschaloines</b><br><small>הלעז מצוי (בדה""מ ""ה""ג ההוא אריסא דקדיש במוזא דשמכי"") בשני כתבי-יד ובמהדורת התלמוד מספרד (רמ""ה בערך). רש""י ראה כנראה צורך להסביר, שיש גם בצלים קטנים, שאפשר לקחת מהם ""מלוא היד"", כמו שומי-אשקלון. (המלה הצרפתית eschaloine, בצרפתית של היום echalote, נגזרת באמת משם העיר אשקלון, שמשם הביאו מאכל זה לראשונה).$</small>"
Rashi on Kiddushin 54b:13:1,"1374 קידושין נד: <b>סמדר</b><br>אישפיני""ר espenie <b>פיתוח (הפרי)</b><br><small>מצוי רק בשני כתבי-יד וחסר בדפוסים. ר' לעיל מס' 652. גם כאן יכול להיות, שהלעז מתייחס לכל המשפט ""כשהענבים ניכרים לאחר שנפל הפרח"".$</small>"
Rashi on Kiddushin 62a:1:1,"1375 קידושין סב. <b>תאכלו</b><br>אינמניי""ד enmanjied [enmangied] <b>שֹבֵעִים</b><br><small>חסר בדפוסים ובחלק מכתבי-היד (מקומו בסוף הפירוש הראשון של רש""י בדף, דה""מ ""חרב תאכלו""). ברור, שהתלמוד מפרש כאן ""חרב"" לשון יובש ולא כפשוטו.$</small>"
Rashi on Kiddushin 63a:10:1,"1376 קידושין סג. <b>צוותא</b><br>שול""ץ solaz <b>שעשוע (כלומר חברה, המונעת מהאדם החי בתוכה מלהשתעמם)</b><br><small>ראה לעיל מס' 3, חסר בדפוסים.$</small>"
Rashi on Kiddushin 71a:3:1,"1377 קידושין עא. <b>דה""מ עיסה</b><br>רומ""א Rome <b>רומא (בירת איטליה)</b><br><small>$</small>"
Rashi on Kiddushin 71a:12:3,"1378 קידושין עא. <b>נעימה</b><br>טרופ""א trope <b>ניגון</b><br><small>כפי הנראה מלטינית-יוונית tropus (אופן, קצב), אולם יש גם אפשרות, שהמלה קשורה עם stropha (בית [בשיר]), ואולי עם השורש הפרובנסאלי trobar (troubadour, trouvere). ""לחבר שירים ולנגן טרו""ף trop כמו באחד מכתבי-היד. המלה נשמרת ביידיש לציין את טעמי המקרא.$</small>"
Rashi on Kiddushin 72a:2:3,"1379 קידושין עב. <b>ארבא</b><br>אושיריי""ד osereid <b>שדה ערבות</b><br><small>ראה לעיל מס' 1228. יש להעיר: א) באחד מכתבי-היד ובמהדורת התלמוד מספרד (רמ""ה בערך), קוראים לעז אחר, שאפשר לפענחו שלציי""ד salceid, כלומר שדה ערבות, כשבמקום להיות נגזר מהמלה osier (ערבה גמישה), הוא נגזר מהמלה הרגילה לערבה sals; ב) לפי פירושו של רש""י, שדה ערבות זה הוא מעין ביצה, ""אגם"" בלשונו.$</small>"
Rashi on Kiddushin 72a:11:7,"1380 קידושין עב. <b>פירא</b><br>ויביי""ר [vivier] wivier <b>ברכת דגים</b><br><small>$</small>"
Rashi on Kiddushin 73b:3:1,"1381 קידושין עג: <b>זרדתא</b><br>שורביי""ר sorbier <b>חוזרר (אילן)</b><br><small>$</small>"
Rashi on Kiddushin.74a.3.2,"1382 קידושין עד. <b>דה""מ בשודא דדייני</b><br>וידונ""ש [vidons] widons <b>נציג</b><br><small>מלטינית vicedominus (ממלא מקום השליט), בצרפתית חדישה vidame. מצוי רק בכתב-יד אחד, שם קוראים ""משודא דדייני. הוא עצמו או אחר וידונ""ש לפי ט""ע [טביעת עין] בדין שאין תלוי וכו'"".$</small>"
Rashi on Kiddushin 80b:1:1,"1383 קידושין פ: <b>נקורים</b><br>ביקידורי""ש ניקורים, דקירות <b>bechedures</b><br><small>נגזרמ לשון bec (מקור).$</small>"
Rashi on Kiddushin 81a:6:2,"1384 קידושין פא. <b>(אפסרה)[אפסר]</b><br>קיבישטר""א אפסר (חלק מהרתמה, שבו מושכים את הבהמה או את הסוס בצווארם) <b>chevestre</b><br><small>$</small>"
Rashi on Kiddushin 81a:10:4,"1385 קידושין פא. <b>סקבא</b><br>רידוישידור""א [redoissedure] redoisedure <b>קיהיון, פגימוּת</b><br><small>כאן בהוראה מושאלת: נקודת התורפה.$</small>"
Rashi on Kiddushin.81a.13.5,"1386 קידושין פא. <b>דה""מ נקט מצרא</b><br>פלנק""א planche <b>קרש</b><br><small>רק בכתב-יד אחד קוראים: ""דף קצר המוטל ברוחב הנהר שקורין פלאנק""א"".$</small>"
Rashi on Kiddushin 81a:15:2,"1387 קידושין פא. <b>כיבי</b><br>מלנ""ץ malanz <b>פצע</b><br><small>$</small>"
Rashi on Kiddushin 81b:1:3,"1388 קידושין פא: <b>אכמר</b><br>טושי""ר [tosser] toser <b>להשתעל</b><br><small>$</small>"
Rashi on Kiddushin 82a:11:4,"1389 קידושין פב. <b>סריקים</b><br>פלוקיידרי""ש [flochiedre] flochiedres <b>סורקי צמר</b><br><small>בלונדהיים גורס [פלוקיידר""א] flochiedre (צורת היחיד, וכן בתרגומו לצרפתית). אבל אפשר להסתמך על אחת הגרסאות של הלז, המסתיימת בשי""ן של הרבים, כפי שהסתמך בלונדהיים על גרסה אחרת המסתיימת באל""ף של היחיד.$</small>"
Rashi on Kiddushin 82b:1:1,"1390 קידושין פב: <b>מחטא דתלמיותא</b><br>ברושדי""ר brosder <b>רקמה</b><br><small>רש""י מפרש כאן אותו ביטוי כמו לעיל מס' 97 (בתוך אותו מאמר, רק שכאן מיוחס לר' יהודה מה שמיוחס שם לר' חסדא), אבל כאן הוא מסתפק במלה צרפתית אחת, ולא הוסיף כפי שהוסיף שם: ""של גנביי""ש"". גם שאר דברי הפירוש דומים פה ושם, אף שיש קצת הבדלים בלשון.$</small>"
Rashi on Bava Kamma 9b:16:3,"1391 בבא קמא ט: <b>צבתא</b><br>טינליי""ש [tenailles] tenalies <b>צבת</b><br><small>$</small>"
Rashi on Bava Kamma.9b.16.3,"1392 בבא קמא ט: <b>צוותא</b><br>שול""ץ solaz <b>שעשוע (כלומר חברה, המונעת מהאדם החי בתוכה מלהשתעמם)</b><br><small>ראה לעיל מס' 3. כאן קצת קשה להבין את המלה, כפי שהובנה בהופעותיה הקודמות, אולי מותר לומר, שרש""י עצמו התלבט לקיים את הגרסה ""צוותא"" במקום ""צבתא"", עם זאת אפשר לפרש, שהחֵרֵש אחראי יותר כשהוא שיחק באש, מפני שמצא בכך בידור ושעשוע, אלא שרש""י עמד על ההוראה של ""חברה"", ולכן דבריו נראים מסובכים למדאי. ור' גם להלן מס' 1407.$</small>"
Rashi on Bava Kamma 17b:7:1,"1393 בבא קמא יז: <b>אוכף</b><br>שיל""א sele <b>אוכף</b><br><small>$</small>"
Rashi on Bava Kamma 17b:7:4,"1394 בבא קמא יז: <b>נובר</b><br>פוריי""ר forjier <b>לנבור</b><br><small>את הפועל הזה ראינו במשמעות של ""לקדוח, לעשות חור"" (לעיל מס' 443) ושל ""לחצוץ את השיניים"" (לעיל מס' 904). כאן מדובר בחזיר הנובר באדמה בחוטמו – כי גם הוא עושה חור.$</small>"
Rashi on Bava Kamma 17b:10:4,"1395 בבא קמא יז: <b>חרטום</b><br>בי""ק bec <b>חרטום</b><br><small>$</small>"
Rashi on Bava Kamma 17b:16:2,"1396 בבא קמא יז: <b>זוג</b><br>אישקיליט""א eschelete <b>זוג (פעמון)</b><br><small>$</small>"
Rashi on Bava Kamma.18b.15.2,"1397 בבא קמא יח: <b>נתגלגלה</b><br>וולטי""ר wolter [volter] <b>להסתובב, לרקד</b><br><small>$</small>"
Rashi on Bava Kamma 19b:3:1,"1398 בבא קמא יט: <b>קילעא</b><br>פורק""א porche <b>פרוזדור (מבנה הבולט החוצה, שבו פתח הדלת)</b><br><small>$</small>"
Rashi on Bava Kamma 23b:4:2,"1399 בבא קמא כג: <b>גלגול</b><br>וולטי""ר [volter] wolter <b>להסתובב, לרקד</b><br><small>$</small>"
Rashi on Bava Kamma 23b:15:5,"1400 בבא קמא כג: <b>מסחתא</b><br>אישטול""ש estols <b>שולחן-מכירה (לקצבים)</b><br><small>מצוי רק בכתב-יד אחד, וספק אם הוא מאת רש""י. מכל מקום הצורה תמוהה, והיה מסתבר יותר אישט""ל estal.$</small>"
Rashi on Bava Kamma 27b:10:5,"1401 בבא קמא כז: <b>מרא</b><br>פושיו""ר [fossoir] fosoir <b>מכוש</b><br><small>ראה לעיל מס' 70.$</small>"
Rashi on Bava Kamma.36b.15.2,"1402 בבא קמא לו: <b>דה""מ כסף צורי</b><br>קושטינטי""ן נובל""א קושטא (עיר בתורכיה, אז בירת הקיסרות הביזנטית, בצרפתית Constantinople) <b>Costentin noble</b><br><small>מצוי רק בכתב-יד אחד. בשאר כתבי-היד ובדפוסים נכתב במקום הלע""ז השם המקובל בעברית לאותה עיר: קושטנטינה (יותר מאוחר קוצר ל""קושטא"", אולי בהשפעת המלה הארמית ""קושטא"", תרגום של ""אמת""). כפי שהיא כתובה (אך יש ספק, אם רש""י עצמו הזכיר אותה), המלה מוכיחה על גזירה עממית של שם העיר, כאילו חלקה האחרון נובל""א הוא התואר הצרפתי noble (אציל).$</small>"
Rashi on Bava Kamma 47b:16:1,"1403 בבא קמא מז: <b>התריז</b><br>אינפונדר""א enfondre <b>שלשול, מחלת-מעיים</b><br><small>עיין פירוש רש""י על בבא מציעא צ., דה""מ ""ומתרזת"".$</small>"
Rashi on Bava Kamma 55a:8:2,"1404 בבא קמא נה. <b>טווס</b><br>פאו""ן paon <b>טווס</b><br><small>$</small>"
Rashi on Bava Kamma 55a:8:3,"1405 בבא קמא נה. <b>פסיוֹני</b><br>פירדרי""ץ perdriz <b>חגלה</b><br><small>$</small>"
Rashi on Bava Kamma 55a:10:1,"1406 בבא קמא נה. <b>(קועיה)[קועא]</b><br>בי""ק bec <b>חרטום</b><br><small>$</small>"
Rashi on Bava Kamma 59b:15:1,"1407 בבא קמא נט: <b>צבתא</b><br>טינלי""א [tenaille] tenalie <b>צבת</b><br><small>אולי יש לפרש כאן (בלשון יחד, רק בדפוס וילנא תוקן ונדפס טנליי""ש) ""החזקה"" (המלה נגזרת מהפועל tenir, ""להחזיק"") ולא ""צבת"", כלומר: העובדה, שהחֵרֵש מחזיק את השלהבת, ואופן החזקתו הם הגורמים לשרפה, והיות שהעניין קרוב לדברי התלמוד עליל דף ט:, אין להתפלא על כך, שאחד מכתבי-היד גורס כאן ""צוותא"" עם פירושו בלע""ז שול""ץ solaz )) ר' לעיל מס' 1392).$</small>"
Rashi on Bava Kamma.60a.5.2,"1408 בבא קמא ס. <b>רחת</b><br>פיל""א pele <b>את-חפירה (כלומר כף שטוחה בעלת ידית ארוכה)</b><br><small>$</small>"
Rashi on Bava Kamma 61b:1:1,"1409 בבא קמא סא: <b>אגני</b><br>קונקי""ש conches <b>בורות, שקעים (באדמה)</b><br><small>כתיב הדפוסים קוניי""ש מורה על גרסה conjes. בצרפתית של היום המלה conques קיימת רק במשמעות קונכיות (אותה מלה כמו בעברית), היינו קופסת הגיר, שהרכיכות מתגוננות בשקען. הצורה conques היא, כפי הנראה, מושפעת מהפרובנסאלית, או חודשה מהלטינית.$</small>"
Rashi on Bava Kamma 61b:4:2,"1410 בבא קמא סא: <b>מעזיבה</b><br>אשטר""א astre <b>אח (מרצפות המתוקנות להבעיר עליהן עצים)</b><br><small>חסר בדפוסים. – יש לתמוה על כך, שרש""י מדבר על ""טיח של סיד על תקרה"" (אבל, בהזכירו את התקרה של קומת הקרקע, הוא מצביע ממילא על הרצפה של העלייה). במקומות אחרים רש""י מביא את הגרסה aistre (לעיל מס' 833 ולהלן מס' 1946) או את המלה הגרמנית המקבילה estrich (להלן מס' 1586 ומס' 1616). ר' בלונדהיים ב' (ע' 119).$</small>"
Rashi on Bava Kamma 62b:1:1,"1411 בבא קמא סב: <b>גץ</b><br>אישטינציל""א estencele <b>ניצוץ</b><br><small>$</small>"
Rashi on Bava Kamma 66b:11:1,"1412 בבא קמא סו: <b>קצען</b><br>רודוניי""ר [rodognier] rodonier <b>לכרסם, לגייץ, לקטוע</b><br><small>הגרסה שבדפוסים משובשת מאוד.$</small>"
Rashi on Bava Kamma 69a:4:1,"1413 בבא קמא סט. <b>קזוזות</b><br>מוטי""ש motes <b>גושי אדמה</b><br><small>$</small>"
Rashi on Bava Kamma 69a:5:2,"1414 בבא קמא סט. <b>רעפים</b><br>טיולי""ש tiules <b>רעפים</b><br><small>$</small>"
Rashi on Bava Kamma 80a:4:1,"1415 בבא קמא פ. <b>גונח</b><br>פליינדר""א [plaindre] pleindre <b>להתייפח, להתאונן</b><br><small>$</small>"
Rashi on Bava Kamma 80b:10:2,"1416 בבא קמא פ: <b>חיכוך</b><br>פרוטי""ר froter <b>לחכך, לשפשף</b><br><small>$</small>"
Rashi on Bava Kamma 81a:1:3,"1417 בבא קמא פא. <b>תלתן</b><br>פינוגר""י fenogre <b>חילבה (גרגרנית יוונית, צמח המשמש לתבלין</b><br><small>$</small>"
Rashi on Bava Kamma.81a.1.9,"1418 בבא קמא פא. <b>דה""מ שלא יפרוס לקע</b><br>גור""ג gorg <b>מלכודת לדגים</b><br><small>המלה הלועזית הוחלפה בדפוסים במלה העברית ""גזר"", אולם בכל כתבי-היד קוראים גור""ג או קרוב לזה. כפי הנראה המלה הצרפתית נגזרה מלטינית gurges (נחשול, תהום, מפרץ. ומכאן גם גרון, gorge בצרפתית של היום) ומציינת מעבר הולך ומיצר, שאי-אפשר לצאת ממנו. לפי תורת ההגה הצרפתית קשה לקיים את הצורה gorg, ומסתברת יותר הצורה gorc, ואם לא gorge.$</small>"
Rashi on Bava Kamma 81a:1:9,"1419 בבא קמא פא. <b>דה""מ שלא יפרוס קלע</b><br>וינ""א vene <b>מלכודת לדגים (בגרמנית)</b><br><small>כנראה קרוב למלה Wanne (אגן, גיגית) בגרמנית של ימינו. בכמה כתבי-יד ובדפוסים הגרסה היא ווכ""א (צ""ל וכ""א) wache (משמר, תצפית?). באחד מכתבי-היד נוסף בשוליים: ""ויש מקומות באשכנז שקורין אותו ערי""ך [erich]"".$</small>"
Rashi on Bava Kamma 81a:7:2,"1420 בבא קמא פא. <b>זירין</b><br>טודיל""ש tudels <b>צינורות</b><br><small>כאן במובן של גבעולים (ר' לעיל מס' 722).$</small>"
Rashi on Bava Kamma 81b:6:1,"1421 בבא קמא פא: <b>שדות ובקעות</b><br>קנפני""א [chanpagne] chanpanie <b>מישור, שדה פתוח, איזור של שדות</b><br><small>ראה לעיל מס' 99.$</small>"
Rashi on Bava Kamma 82b:5:2,"1422 בבא קמא פב: <b>גזוזטראות</b><br>אלידוי""ר aledoir <b>מעבר,טיילת, מרפסת</b><br><small>אולי יש לתרגם:""מעברים, טיילות"" וכו' בהתאם לדה""מ.$</small>"
Rashi on Bava Kamma 83a:3:3,"1423 בבא קמא פג. <b>ספר</b><br>מרק""א marche <b>גבול, ספַר</b><br><small>$</small>"
Rashi on Bava Kamma 83a:8:1,"1424 בבא קמא פג. <b>ניבי</b><br>יינציבי""ש jencives <b>חניכיים</b><br><small>$</small>"
Rashi on Bava Kamma 83b:4:1,"1425 בבא קמא פג: <b>צמחין</b><br>מלנ""ט malant <b>פצעים</b><br><small>ראה לעיל מס' 5. רק כאן יש לנו malant ובשאר המקומות (לעיל מס' 378 ועוד) malanz. אבל ראה, מה שאמרנו לגבי glanz, glant (לעיל מס' 932).$</small>"
Rashi on Bava Kamma 85a:19:2,"1426 בבא קמא פה. <b>אהלא</b><br>אלואי""ן aloen <b>אלוואי, אָהָל</b><br><small>ראה עליל מס' 394. הלעז משובש בדפוסים.$</small>"
Rashi on Bava Kamma 85a:19:4,"1427 בבא קמא פה. <b>קלבא</b><br>רישינ""א resine <b>שרף-עץ</b><br><small>תוספת הפירוש של רש""י: ""שבחביות של יין"" נראית תמוהה, והיא מצויה רק באחד (וטיקן 132) משישה כתבי-היד המביאים את הלעז.$</small>"
Rashi on Bava Kamma 85b:15:3,"1428 בבא קמא פה: <b>צמתה</b><br>ריטרייש""ט [retraist] retreist <b>התכווץ</b><br><small>$</small>"
Rashi on Bava Kamma 92a:23:1,"1429 בבא קמא צב. <b>שפא</b><br>אישלוישידור""א (מקום ה)נקע <b>[esloissedure] esloisedure</b><br><small>בדפוסים הלעז כתוב בשתי מלים כאילו הן ארמית.$</small>"
Rashi on Bava Kamma 92b:13:3,"1430 בבא קמא צב: <b>זרזיר</b><br>אישטורני""ל estornel <b>זרזיר</b><br><small>$</small>"
Rashi on Bava Kamma 92b:15:2,"1431 בבא קמא צב: <b>קלא</b><br>מוט""א mote <b>גוש אדמה</b><br><small>$</small>"
Rashi on Bava Kamma 93b:9:3,"1432 בבא קמא צג: <b>נמטי</b><br>פילטרי""ש feltres <b>לבדים (מצעים של לֶבֶד)</b><br><small>$</small>"
Rashi on Bava Kamma 93b:12:1,"1433 בבא קמא צג: <b>נפץ</b><br>ירפי""ר jarpir <b>לפורר (סיב או אריג לחוטיו)</b><br><small>ר' (לעיל מס' 130 ועוד) אותה מלה בכתיב charpir, ור' בלונדהיים ב' (ע' 162), וכן מילונו של לוי (מס' 200).$</small>"
Rashi on Bava Kamma 93b:16:1,"1434 בבא קמא צג: <b>צפון</b><br>שבו""ן savon <b>סבון</b><br><small>המלה הצרפתית והמלה התלמודית הן מאותו מקור, וייתכן, שעל כך רצה להעיר רש""י (ר' על כך י' קוטשר, ""מלים ותולדותיהן"", ע' 64-61).$</small>"
Rashi on Bava Kamma 94a:19:3,"1435 בבא קמא צד. <b>לפאר</b><br>אישקובי""ר escover <b>לטאטא (כלומר לטהר מכל השאריות)</b><br><small>ראה לעיל מס' 430.$</small>"
Rashi on Bava Kamma 96a:8:3,"1436 בבא קמא צו. <b>גובי</b><br>טרונקי""ש tronches <b>גזרי-עץ, בולי-עץ</b><br><small>$</small>"
Rashi on Bava Kamma 96a:10:1,"1437 בבא קמא צו. <b>חופיא</b><br>אישקוב""א escove <b>מטאטא</b><br><small>ראה לעיל מס' 430.$</small>"
Rashi on Bava Kamma 96b:4:1,"1438 בבא קמא צו: <b>נסכא</b><br>פלט""א plate <b>מטיל</b><br><small>לוי במילונו (מס' 640) נוטה לגרוס פלטינ""א platene ולהסביר ""לוחית, טבלה"". כלומר מתכת יקרה בצורה רדודה.$</small>"
Rashi on Bava Kamma 98a:5:1,"1439 בבא קמא צח. <b>שף</b><br>אישפריי""ר esfreier <b>לטשטש</b><br><small>מלטינית ezfricare, להוציא (את התמונה) על-ידי שפשוף. ר' מילונו של לוי (מס' 479).$</small>"
Rashi on Bava Kamma 98a:5:2,"1440 בבא קמא צח. <b>קורניסא</b><br>מרטי""ל martel <b>פטיש</b><br><small>$</small>"
Rashi on Bava Kamma 98a:5:4,"1441 בבא קמא צח. <b>שופינא</b><br>לימ""א lime <b>פצירה</b><br><small>$</small>"
Rashi on Bava Kamma 98a:8:1,"1442 בבא קמא צח. <b>צורם</b><br>אינקריני""ר encrener <b>לחרוץ (חריץ)</b><br><small>ר' מילונו של לוףי (מס' 256).$</small>"
Rashi on Bava Kamma 99a:7:1,"1443 בבא קמא צט. <b>גרדא</b><br>פלוקיי""ר flochier <b>לסרוק (צמר)</b><br><small>באחד מכתבי-היד רשום גם: ""וולק""ן [צ""ל: ולק""ן walkn] בלש[ון] אשכנז"".$</small>"
Rashi on Bava Kamma 99a:8:1,"1444 בבא קמא צט. <b>בטושי</b><br>פולידורי""ש דריכוֹת (לשם כיבוס) <b>floedures</b><br><small>$</small>"
Rashi on Bava Kamma 99b:23:3,"1445 בבא קמא צט: <b>סיכתא</b><br>קוינ""ץ coinz <b>חרט (לטביעת מטבע)</b><br><small>$</small>"
