Index Title,Job
Job 11:11,כִּי־ה֭וּא יָדַ֣ע מְתֵי־שָׁ֑וְא וַיַּרְא־אָ֝֗וֶן וְלֹ֣א יִתְבּוֹנָֽן׃
Job 11:12,וְאִ֣ישׁ נָ֭בוּב יִלָּבֵ֑ב וְעַ֥יִר פֶּ֝֗רֶא אָדָ֥ם יִוָּלֵֽד׃
Job 11:13,אִם־אַ֭תָּה הֲכִינ֣וֹתָ לִבֶּ֑ךָ וּפָרַשְׂתָּ֖ אֵלָ֣יו כַּפֶּֽיךָ׃
Job 11:14,אִם־אָ֣וֶן בְּ֭יָדְךָ הַרְחִיקֵ֑הוּ וְאַל־תַּשְׁכֵּ֖ן בְּאֹהָלֶ֣יךָ עַוְלָֽה׃
Job 11:15,כִּי־אָ֤ז&thinsp;<b>׀</b> תִּשָּׂ֣א פָנֶ֣יךָ מִמּ֑וּם וְהָיִ֥יתָ מֻ֝צָ֗ק וְלֹ֣א תִירָֽא׃
Job 11:16,כִּֽי־אַ֭תָּה עָמָ֣ל תִּשְׁכָּ֑ח כְּמַ֖יִם עָבְר֣וּ תִזְכֹּֽר׃
Job 11:17,וּֽ֭מִצׇּהֳרַיִם יָק֣וּם חָ֑לֶד תָּ֝עֻ֗פָה כַּבֹּ֥קֶר תִּהְיֶֽה׃
Job 11:18,וּֽ֭בָטַחְתָּ כִּֽי־יֵ֣שׁ תִּקְוָ֑ה וְ֝חָפַרְתָּ֗ לָבֶ֥טַח תִּשְׁכָּֽב׃
Job 11:19,וְֽ֭רָבַצְתָּ וְאֵ֣ין מַחֲרִ֑יד וְחִלּ֖וּ פָנֶ֣יךָ רַבִּֽים׃
Job 11:20,וְעֵינֵ֥י רְשָׁעִ֗ים תִּ֫כְלֶ֥ינָה וּ֭מָנוֹס אָבַ֣ד מִנְהֶ֑ם וְ֝תִקְוָתָ֗ם מַֽפַּֽח־נָֽפֶשׁ׃&nbsp;<span>{פ}</span><br>
Job 12:1,וַיַּ֥עַן אִיּ֗וֹב וַיֹּאמַֽר׃
Job 12:2,אׇ֭מְנָם כִּ֣י אַתֶּם־עָ֑ם וְ֝עִמָּכֶ֗ם תָּמ֥וּת חׇכְמָֽה׃
Job 12:3,גַּם־לִ֤י לֵבָ֨ב&thinsp;<b>׀</b> כְּֽמוֹכֶ֗ם לֹא־נֹפֵ֣ל אָנֹכִ֣י מִכֶּ֑ם וְאֶת־מִי־אֵ֥ין כְּמוֹ־אֵֽלֶּה׃
Job 12:4,שְׂחֹ֤ק לְרֵעֵ֨הוּ&thinsp;<b>׀</b> אֶהְיֶ֗ה קֹרֵ֣א לֶ֭אֱלוֹהַּ וַֽיַּעֲנֵ֑הוּ שְׂ֝ח֗וֹק צַדִּ֥יק תָּמִֽים׃
Job 12:5,לַפִּ֣יד בּ֭וּז לְעַשְׁתּ֣וּת שַׁאֲנָ֑ן נָ֝כ֗וֹן לְמ֣וֹעֲדֵי רָֽגֶל׃
Job 12:6,יִשְׁלָ֤יוּ אֹהָלִ֨ים&thinsp;<b>׀</b> לְשֹׁ֥דְדִ֗ים וּֽ֭בַטֻּחוֹת לְמַרְגִּ֣יזֵי אֵ֑ל לַאֲשֶׁ֤ר הֵבִ֖יא אֱל֣וֹהַּ בְּיָדֽוֹ׃
Job 12:7,וְֽאוּלָ֗ם שְׁאַל־נָ֣א בְהֵמ֣וֹת וְתֹרֶ֑ךָּ וְע֥וֹף הַ֝שָּׁמַ֗יִם וְיַגֶּד־לָֽךְ׃
Job 12:8,א֤וֹ שִׂ֣יחַ לָאָ֣רֶץ וְתֹרֶ֑ךָּ וִיסַפְּר֥וּ לְ֝ךָ֗ דְּגֵ֣י הַיָּֽם׃
Job 12:9,מִ֭י לֹא־יָדַ֣ע בְּכׇל־אֵ֑לֶּה כִּ֥י יַד־יְ֝הֹוָ֗ה עָ֣שְׂתָה זֹּֽאת׃
Job 12:10,אֲשֶׁ֣ר בְּ֭יָדוֹ נֶ֣פֶשׁ כׇּל־חָ֑י וְ֝ר֗וּחַ כׇּל־בְּשַׂר־אִֽישׁ׃
Job 12:11,הֲלֹא־אֹ֭זֶן מִלִּ֣ין תִּבְחָ֑ן וְ֝חֵ֗ךְ אֹ֣כֶל יִטְעַם־לֽוֹ׃
Job 12:12,בִּישִׁישִׁ֥ים חׇכְמָ֑ה וְאֹ֖רֶךְ יָמִ֣ים תְּבוּנָֽה׃
Job 12:13,עִ֭מּוֹ חׇכְמָ֣ה וּגְבוּרָ֑ה ל֝֗וֹ עֵצָ֥ה וּתְבוּנָֽה׃
Job 12:14,הֵ֣ן יַ֭הֲרוֹס וְלֹ֣א יִבָּנֶ֑ה יִסְגֹּ֥ר עַל־אִ֝֗ישׁ וְלֹ֣א יִפָּתֵֽחַ׃
Job 12:15,הֵ֤ן יַעְצֹ֣ר בַּמַּ֣יִם וְיִבָ֑שׁוּ וִ֝ישַׁלְּחֵ֗ם וְיַ֖הַפְכוּ אָֽרֶץ׃
Job 12:16,עִ֭מּוֹ עֹ֣ז וְתוּשִׁיָּ֑ה ל֝֗וֹ שֹׁגֵ֥ג וּמַשְׁגֶּֽה׃
Job 12:17,מוֹלִ֣יךְ יוֹעֲצִ֣ים שׁוֹלָ֑ל וְֽשֹׁפְטִ֥ים יְהוֹלֵֽל׃
Job 12:18,מוּסַ֣ר מְלָכִ֣ים פִּתֵּ֑חַ וַיֶּאְסֹ֥ר אֵ֝ז֗וֹר בְּמׇתְנֵיהֶֽם׃
Job 12:19,מוֹלִ֣יךְ כֹּהֲנִ֣ים שׁוֹלָ֑ל וְאֵ֖תָנִ֣ים יְסַלֵּֽף׃
Job 12:20,מֵסִ֣יר שָׂ֭פָה לְנֶאֱמָנִ֑ים וְטַ֖עַם זְקֵנִ֣ים יִקָּֽח׃
Job 12:21,שׁוֹפֵ֣ךְ בּ֭וּז עַל־נְדִיבִ֑ים וּמְזִ֖יחַ אֲפִיקִ֣ים רִפָּֽה׃
Job 12:22,מְגַלֶּ֣ה עֲ֭מֻקוֹת מִנִּי־חֹ֑שֶׁךְ וַיֹּצֵ֖א לָא֣וֹר צַלְמָֽוֶת׃
Job 12:23,מַשְׂגִּ֣יא לַ֭גּוֹיִם וַֽיְאַבְּדֵ֑ם שֹׁטֵ֥חַ לַ֝גּוֹיִ֗ם וַיַּנְחֵֽם׃
Job 12:24,מֵסִ֗יר לֵ֭ב רָאשֵׁ֣י עַם־הָאָ֑רֶץ וַ֝יַּתְעֵ֗ם בְּתֹ֣הוּ לֹא־דָֽרֶךְ׃
Job 12:25,יְמַֽשְׁשׁוּ־חֹ֥שֶׁךְ וְלֹא־א֑וֹר וַ֝יַּתְעֵ֗ם כַּשִּׁכּֽוֹר׃
Job 13:1,הֶן־כֹּ֭ל רָאֲתָ֣ה עֵינִ֑י שָֽׁמְעָ֥ה אׇ֝זְנִ֗י וַתָּ֥בֶן לָֽהּ׃
Job 13:2,כְּֽ֭דַעְתְּכֶם יָדַ֣עְתִּי גַם־אָ֑נִי לֹֽא־נֹפֵ֖ל אָנֹכִ֣י מִכֶּֽם׃
Job 13:3,אוּלָ֗ם אֲ֭נִי אֶל־שַׁדַּ֣י אֲדַבֵּ֑ר וְהוֹכֵ֖חַ אֶל־אֵ֣ל אֶחְפָּֽץ׃
Job 13:4,וְֽאוּלָ֗ם אַתֶּ֥ם טֹפְלֵי־שָׁ֑קֶר רֹפְאֵ֖י אֱלִ֣ל כֻּלְּכֶֽם׃
Job 13:5,מִי־יִ֭תֵּן הַחֲרֵ֣שׁ תַּחֲרִישׁ֑וּן וּתְהִ֖י לָכֶ֣ם לְחׇכְמָֽה׃
Job 13:6,שִׁמְעוּ־נָ֥א תוֹכַחְתִּ֑י וְרִב֖וֹת שְׂפָתַ֣י הַקְשִֽׁיבוּ׃
Job 13:7,הַ֭לְאֵל תְּדַבְּר֣וּ עַוְלָ֑ה וְ֝ל֗וֹ תְּֽדַבְּר֥וּ רְמִיָּֽה׃
Job 13:8,הֲפָנָ֥יו תִּשָּׂא֑וּן אִם־לָאֵ֥ל תְּרִיבֽוּן׃
Job 13:9,הֲ֭טוֹב כִּֽי־יַחְקֹ֣ר אֶתְכֶ֑ם אִם־כְּהָתֵ֥ל בֶּ֝אֱנ֗וֹשׁ תְּהָתֵ֥לּוּ בֽוֹ׃
Job 13:10,הוֹכֵ֣חַ יוֹכִ֣יחַ אֶתְכֶ֑ם אִם־בַּ֝סֵּ֗תֶר פָּנִ֥ים תִּשָּׂאֽוּן׃
Job 13:11,הֲלֹ֣א שְׂ֭אֵתוֹ תְּבַעֵ֣ת אֶתְכֶ֑ם וּ֝פַחְדּ֗וֹ יִפֹּ֥ל עֲלֵיכֶֽם׃
Job 13:12,זִֽ֭כְרֹנֵיכֶם מִשְׁלֵי־אֵ֑פֶר לְגַבֵּי־חֹ֝֗מֶר גַּבֵּיכֶֽם׃
Job 13:13,הַחֲרִ֣ישׁוּ מִ֭מֶּנִּי וַאֲדַבְּרָה־אָ֑נִי וְיַעֲבֹ֖ר עָלַ֣י מָֽה׃
Job 13:14,עַל־מָ֤ה&thinsp;<b>׀</b> אֶשָּׂ֣א בְשָׂרִ֣י בְשִׁנָּ֑י וְ֝נַפְשִׁ֗י אָשִׂ֥ים בְּכַפִּֽי׃
Job 13:15,"הֵ֣ן יִ֭קְטְלֵנִי <span class=""mam-kq""><span class=""mam-kq-k"">(לא)</span> <span class=""mam-kq-q"">[ל֣וֹ]</span></span> אֲיַחֵ֑ל אַךְ־דְּ֝רָכַ֗י אֶל־פָּנָ֥יו אוֹכִֽיחַ׃"
Job 13:16,גַּם־הוּא־לִ֥י לִישׁוּעָ֑ה כִּי־לֹ֥א לְ֝פָנָ֗יו חָנֵ֥ף יָבֽוֹא׃
Job 13:17,שִׁמְע֣וּ שָׁ֭מוֹעַ מִלָּתִ֑י וְ֝אַחֲוָתִ֗י בְּאׇזְנֵיכֶֽם׃
Job 13:18,הִנֵּה־נָ֭א עָרַ֣כְתִּי מִשְׁפָּ֑ט יָ֝דַ֗עְתִּי כִּי־אֲנִ֥י אֶצְדָּֽק׃
Job 13:19,מִי־ה֭וּא יָרִ֣יב עִמָּדִ֑י כִּֽי־עַתָּ֖ה אַחֲרִ֣ישׁ וְאֶגְוָֽע׃
Job 13:20,אַךְ־שְׁ֭תַּיִם אַל־תַּ֣עַשׂ עִמָּדִ֑י אָ֥ז מִ֝פָּנֶ֗יךָ לֹ֣א אֶסָּתֵֽר׃
Job 13:21,כַּ֭פְּךָ מֵעָלַ֣י הַרְחַ֑ק וְ֝אֵ֥מָתְךָ֗ אַֽל־תְּבַעֲתַֽנִּי׃
Job 13:22,וּ֭קְרָא וְאָנֹכִ֣י אֶעֱנֶ֑ה אֽוֹ־אֲ֝דַבֵּ֗ר וַהֲשִׁיבֵֽנִי׃
Job 13:23,כַּמָּ֣ה לִ֭י עֲוֺנ֣וֹת וְחַטָּא֑וֹת פִּֽשְׁעִ֥י וְ֝חַטָּאתִ֗י הֹדִיעֵֽנִי׃
Job 13:24,לָֽמָּה־פָנֶ֥יךָ תַסְתִּ֑יר וְתַחְשְׁבֵ֖נִי לְאוֹיֵ֣ב לָֽךְ׃
Job 13:25,הֶעָלֶ֣ה נִדָּ֣ף תַּעֲר֑וֹץ וְאֶת־קַ֖שׁ יָבֵ֣שׁ תִּרְדֹּֽף׃
Job 13:26,כִּֽי־תִכְתֹּ֣ב עָלַ֣י מְרֹר֑וֹת וְ֝תוֹרִישֵׁ֗נִי עֲוֺנ֥וֹת נְעוּרָֽי׃
Job 13:27,וְתָ֘שֵׂ֤ם בַּסַּ֨ד&thinsp;<b>׀</b> רַגְלַ֗י וְתִשְׁמ֥וֹר כׇּל־אׇרְחוֹתָ֑י עַל־שׇׁרְשֵׁ֥י רַ֝גְלַ֗י תִּתְחַקֶּֽה׃
Job 13:28,וְ֭הוּא כְּרָקָ֣ב יִבְלֶ֑ה כְּ֝בֶ֗גֶד אֲכָ֣לוֹ עָֽשׁ׃
Job 14:1,אָ֭דָם יְל֣וּד אִשָּׁ֑ה קְצַ֥ר יָ֝מִ֗ים וּֽשְׂבַֽע־רֹֽגֶז׃
Job 14:2,כְּצִ֣יץ יָ֭צָא וַיִּמָּ֑ל וַיִּבְרַ֥ח כַּ֝צֵּ֗ל וְלֹ֣א יַעֲמֽוֹד׃
Job 14:3,אַף־עַל־זֶ֭ה פָּקַ֣חְתָּ עֵינֶ֑ךָ וְאֹ֘תִ֤י תָבִ֖יא בְמִשְׁפָּ֣ט עִמָּֽךְ׃
Job 14:4,מִֽי־יִתֵּ֣ן טָ֭הוֹר מִטָּמֵ֗א לֹ֣א אֶחָֽד׃
Job 14:5,אִ֥ם חֲרוּצִ֨ים&thinsp;<b>׀</b> יָמָ֗יו מִֽסְפַּר־חֳדָשָׁ֥יו אִתָּ֑ךְ חֻקָּ֥ו עָ֝שִׂ֗יתָ וְלֹ֣א יַעֲבֹֽר׃
Job 14:6,שְׁעֵ֣ה מֵעָלָ֣יו וְיֶחְדָּ֑ל עַד־יִ֝רְצֶ֗ה כְּשָׂכִ֥יר יוֹמֽוֹ׃
Job 14:7,כִּ֤י יֵ֥שׁ לָעֵ֗ץ תִּ֫קְוָ֥ה אִֽם־יִ֭כָּרֵת וְע֣וֹד יַחֲלִ֑יף וְ֝יֹנַקְתּ֗וֹ לֹ֣א תֶחְדָּֽל׃
Job 14:8,אִם־יַזְקִ֣ין בָּאָ֣רֶץ שׇׁרְשׁ֑וֹ וּ֝בֶעָפָ֗ר יָמ֥וּת גִּזְעֽוֹ׃
Job 14:9,מֵרֵ֣יחַ מַ֣יִם יַפְרִ֑חַ וְעָשָׂ֖ה קָצִ֣יר כְּמוֹ־נָֽטַע׃
Job 14:10,וְגֶ֣בֶר יָ֭מוּת וַֽיֶּחֱלָ֑שׁ וַיִּגְוַ֖ע אָדָ֣ם וְאַיּֽוֹ׃
Job 14:11,אָזְלוּ־מַ֭יִם מִנִּי־יָ֑ם וְ֝נָהָ֗ר יֶחֱרַ֥ב וְיָבֵֽשׁ׃
Job 14:12,וְאִ֥ישׁ שָׁכַ֗ב וְֽלֹא־יָ֫ק֥וּם עַד־בִּלְתִּ֣י שָׁ֭מַיִם לֹ֣א יָקִ֑יצוּ וְלֹֽא־יֵ֝עֹ֗רוּ מִשְּׁנָתָֽם׃
Job 14:13,מִ֤י יִתֵּ֨ן&thinsp;<b>׀</b> בִּשְׁא֬וֹל תַּצְפִּנֵ֗נִי תַּ֭סְתִּירֵנִי עַד־שׁ֣וּב אַפֶּ֑ךָ תָּ֤שִֽׁית לִ֖י חֹ֣ק וְתִזְכְּרֵֽנִי׃
Job 14:14,אִם־יָמ֥וּת גֶּ֗בֶר הֲיִֽ֫חְיֶ֥ה כׇּל־יְמֵ֣י צְבָאִ֣י אֲיַחֵ֑ל עַד־בּ֝֗וֹא חֲלִיפָתִֽי׃
Job 14:15,תִּ֭קְרָא וְאָנֹכִ֣י אֶעֱנֶ֑ךָּ לְֽמַעֲשֵׂ֖ה יָדֶ֣יךָ תִכְסֹֽף׃
Job 14:16,כִּֽי־עַ֭תָּה צְעָדַ֣י תִּסְפּ֑וֹר לֹֽא־תִ֝שְׁמֹ֗ר עַל־חַטָּאתִֽי׃
Job 14:17,חָתֻ֣ם בִּצְר֣וֹר פִּשְׁעִ֑י וַ֝תִּטְפֹּ֗ל עַל־עֲוֺנִֽי׃
Job 14:18,וְ֭אוּלָם הַר־נוֹפֵ֣ל יִבּ֑וֹל וְ֝צ֗וּר יֶעְתַּ֥ק מִמְּקֹמֽוֹ׃
Job 14:19,אֲבָנִ֤ים&thinsp;<b>׀</b> שָׁ֥חֲקוּ מַ֗יִם תִּשְׁטֹֽף־סְפִיחֶ֥יהָ עֲפַר־אָ֑רֶץ וְתִקְוַ֖ת אֱנ֣וֹשׁ הֶֽאֱבַֽדְתָּ׃
Job 14:20,תִּתְקְפֵ֣הוּ לָ֭נֶצַח וַֽיַּהֲלֹ֑ךְ מְשַׁנֶּ֥ה פָ֝נָ֗יו וַֽתְּשַׁלְּחֵֽהוּ׃
Job 14:21,יִכְבְּד֣וּ בָ֭נָיו וְלֹ֣א יֵדָ֑ע וְ֝יִצְעֲר֗וּ וְֽלֹא־יָבִ֥ין לָֽמוֹ׃
Job 14:22,אַךְ־בְּ֭שָׂרוֹ עָלָ֣יו יִכְאָ֑ב וְ֝נַפְשׁ֗וֹ עָלָ֥יו תֶּאֱבָֽל׃&nbsp;<span>{פ}</span><br>
Job 15:1,וַ֭יַּעַן אֱלִיפַ֥ז הַֽתֵּימָנִ֗י וַיֹּאמַֽר׃
Job 15:2,הֶחָכָ֗ם יַעֲנֶ֥ה דַעַת־ר֑וּחַ וִימַלֵּ֖א קָדִ֣ים בִּטְנֽוֹ׃
Job 15:3,הוֹכֵ֣חַ בְּ֭דָבָר לֹ֣א יִסְכּ֑וֹן וּ֝מִלִּ֗ים לֹא־יוֹעִ֥יל בָּֽם׃
Job 15:4,אַף־אַ֭תָּה תָּפֵ֣ר יִרְאָ֑ה וְתִגְרַ֥ע שִׂ֝יחָ֗ה לִפְנֵי־אֵֽל׃
Job 15:5,כִּ֤י יְאַלֵּ֣ף עֲוֺנְךָ֣ פִ֑יךָ וְ֝תִבְחַ֗ר לְשׁ֣וֹן עֲרוּמִֽים׃
Job 15:6,יַרְשִׁיעֲךָ֣ פִ֣יךָ וְלֹא־אָ֑נִי וּ֝שְׂפָתֶ֗יךָ יַעֲנוּ־בָֽךְ׃
Job 15:7,הֲרִאישׁ֣וֹן אָ֭דָם תִּוָּלֵ֑ד וְלִפְנֵ֖י גְבָע֣וֹת חוֹלָֽלְתָּ׃
Job 15:8,הַבְס֣וֹד אֱל֣וֹהַּ תִּשְׁמָ֑ע וְתִגְרַ֖ע אֵלֶ֣יךָ חׇכְמָֽה׃
Job 15:9,מַה־יָּ֭דַעְתָּ וְלֹ֣א נֵדָ֑ע תָּ֝בִ֗ין וְֽלֹא־עִמָּ֥נוּ הֽוּא׃
Job 15:10,גַּם־שָׂ֣ב גַּם־יָשִׁ֣ישׁ בָּ֑נוּ כַּבִּ֖יר מֵאָבִ֣יךָ יָמִֽים׃
Job 15:11,הַמְעַ֣ט מִ֭מְּךָ תַּנְחוּמ֣וֹת אֵ֑ל וְ֝דָבָ֗ר לָאַ֥ט עִמָּֽךְ׃
Job 15:12,מַה־יִּקָּחֲךָ֥ לִבֶּ֑ךָ וּֽמַה־יִּרְזְמ֥וּן עֵינֶֽיךָ׃
Job 15:13,כִּֽי־תָשִׁ֣יב אֶל־אֵ֣ל רוּחֶ֑ךָ וְהֹצֵ֖אתָ מִפִּ֣יךָ מִלִּֽין׃
Job 15:14,מָה־אֱנ֥וֹשׁ כִּֽי־יִזְכֶּ֑ה וְכִי־יִ֝צְדַּ֗ק יְל֣וּד אִשָּֽׁה׃
Job 15:15,הֵ֣ן בִּ֭קְדֹשָׁו לֹ֣א יַאֲמִ֑ין וְ֝שָׁמַ֗יִם לֹא־זַכּ֥וּ בְעֵינָֽיו׃
Job 15:16,אַ֭ף כִּי־נִתְעָ֥ב וְֽנֶאֱלָ֑ח אִישׁ־שֹׁתֶ֖ה כַמַּ֣יִם עַוְלָֽה׃
Job 15:17,אֲחַוְךָ֥ שְֽׁמַֽע־לִ֑י וְזֶֽה־חָ֝זִ֗יתִי וַאֲסַפֵּֽרָה׃
Job 15:18,אֲשֶׁר־חֲכָמִ֥ים יַגִּ֑ידוּ וְלֹ֥א כִ֝חֲד֗וּ מֵאֲבוֹתָֽם׃
Job 15:19,לָהֶ֣ם לְ֭בַדָּם נִתְּנָ֣ה הָאָ֑רֶץ וְלֹא־עָ֖בַר זָ֣ר בְּתוֹכָֽם׃
Job 15:20,כׇּל־יְמֵ֣י רָ֭שָׁע ה֣וּא מִתְחוֹלֵ֑ל וּמִסְפַּ֥ר שָׁ֝נִ֗ים נִצְפְּנ֥וּ לֶעָרִֽיץ׃
Job 15:21,קוֹל־פְּחָדִ֥ים בְּאׇזְנָ֑יו בַּ֝שָּׁל֗וֹם שׁוֹדֵ֥ד יְבוֹאֶֽנּוּ׃
Job 15:22,"לֹא־יַאֲמִ֣ין שׁ֭וּב מִנִּי־חֹ֑שֶׁךְ <span class=""mam-kq""><span class=""mam-kq-k"">(וצפו)</span> <span class=""mam-kq-q"">[וְצָפ֖וּי]</span></span> ה֣וּא אֱלֵי־חָֽרֶב׃"
Job 15:23,נֹ֘דֵ֤ד ה֣וּא לַלֶּ֣חֶם אַיֵּ֑ה יָדַ֓ע&thinsp;<b>׀</b> כִּי־נָכ֖וֹן בְּיָד֣וֹ יֽוֹם־חֹֽשֶׁךְ׃
Job 15:24,יְֽ֭בַעֲתֻהוּ צַ֣ר וּמְצוּקָ֑ה תִּ֝תְקְפֵ֗הוּ כְּמֶ֤לֶךְ&thinsp;<b>׀</b> עָתִ֬יד לַכִּידֽוֹר׃
Job 15:25,כִּֽי־נָטָ֣ה אֶל־אֵ֣ל יָד֑וֹ וְאֶל־שַׁ֝דַּ֗י יִתְגַּבָּֽר׃
Job 15:26,יָר֣וּץ אֵלָ֣יו בְּצַוָּ֑אר בַּ֝עֲבִ֗י גַּבֵּ֥י מָגִנָּֽיו׃
Job 15:27,כִּֽי־כִסָּ֣ה פָנָ֣יו בְּחֶלְבּ֑וֹ וַיַּ֖עַשׂ פִּימָ֣ה עֲלֵי־כָֽסֶל׃
Job 15:28,וַיִּשְׁכּ֤וֹן&thinsp;<b>׀</b> עָ֘רִ֤ים נִכְחָד֗וֹת בָּ֭תִּים לֹא־יֵ֣שְׁבוּ לָ֑מוֹ אֲשֶׁ֖ר הִתְעַתְּד֣וּ לְגַלִּֽים׃
Job 15:29,לֹֽא־יֶ֭עְשַׁר וְלֹא־יָק֣וּם חֵיל֑וֹ וְלֹא־יִטֶּ֖ה לָאָ֣רֶץ מִנְלָֽם׃
Job 15:30,לֹֽא־יָס֨וּר&thinsp;<b>׀</b> מִנִּי־חֹ֗שֶׁךְ יֹ֭נַקְתּוֹ תְּיַבֵּ֣שׁ שַׁלְהָ֑בֶת וְ֝יָס֗וּר בְּר֣וּחַ פִּֽיו׃
Job 15:31,אַל־יַאֲמֵ֣ן בַּשָּׁ֣ו נִתְעָ֑ה כִּי־שָׁ֝֗וְא תִּהְיֶ֥ה תְמוּרָתֽוֹ׃
Job 15:32,בְּֽלֹא־י֭וֹמוֹ תִּמָּלֵ֑א וְ֝כִפָּת֗וֹ לֹ֣א רַעֲנָֽנָה׃
Job 15:33,יַחְמֹ֣ס כַּגֶּ֣פֶן בִּסְר֑וֹ וְיַשְׁלֵ֥ךְ כַּ֝זַּ֗יִת נִצָּתֽוֹ׃
Job 15:34,כִּֽי־עֲדַ֣ת חָנֵ֣ף גַּלְמ֑וּד וְ֝אֵ֗שׁ אָכְלָ֥ה אׇהֳלֵי־שֹֽׁחַד׃
Job 15:35,הָרֹ֣ה עָ֭מָל וְיָ֣לֹֽד אָ֑וֶן וּ֝בִטְנָ֗ם תָּכִ֥ין מִרְמָֽה׃&nbsp;<span>{פ}</span><br>
Job 16:1,וַיַּ֥עַן אִיּ֗וֹב וַיֹּאמַֽר׃
Job 16:2,שָׁמַ֣עְתִּי כְאֵ֣לֶּה רַבּ֑וֹת מְנַחֲמֵ֖י עָמָ֣ל כֻּלְּכֶֽם׃
Job 16:3,הֲקֵ֥ץ לְדִבְרֵי־ר֑וּחַ א֥וֹ מַה־יַּ֝מְרִֽיצְךָ֗ כִּ֣י תַֽעֲנֶֽה׃
Job 16:4,גַּ֤ם&thinsp;<b>׀</b> אָנֹכִי֮ כָּכֶ֢ם אֲדַ֫בֵּ֥רָה ל֤וּ יֵ֪שׁ נַפְשְׁכֶ֡ם תַּ֤חַת נַפְשִׁ֗י אַחְבִּ֣ירָה עֲלֵיכֶ֣ם בְּמִלִּ֑ים וְאָנִ֥יעָה עֲ֝לֵיכֶ֗ם בְּמ֣וֹ רֹאשִֽׁי׃
Job 16:5,אֲאַמִּצְכֶ֥ם בְּמוֹ־פִ֑י וְנִ֖יד שְׂפָתַ֣י יַחְשֹֽׂךְ׃
Job 16:6,אִֽם־אֲ֭דַבְּרָה לֹא־יֵחָשֵׂ֣ךְ כְּאֵבִ֑י וְ֝אַחְדְּלָ֗ה מַה־מִּנִּ֥י יַהֲלֹֽךְ׃
Job 16:7,אַךְ־עַתָּ֥ה הֶלְאָ֑נִי הֲ֝שִׁמּ֗וֹתָ כׇּל־עֲדָתִֽי׃
Job 16:8,וַֽ֭תִּקְמְטֵנִי לְעֵ֣ד הָיָ֑ה וַיָּ֥קׇם בִּ֥י כַ֝חֲשִׁ֗י בְּפָנַ֥י יַעֲנֶֽה׃
Job 16:9,אַפּ֤וֹ טָרַ֨ף&thinsp;<b>׀</b> וַֽיִּשְׂטְמֵ֗נִי חָרַ֣ק עָלַ֣י בְּשִׁנָּ֑יו צָרִ֓י&thinsp;<b>׀</b> יִלְטֹ֖שׁ עֵינָ֣יו לִֽי׃
Job 16:10,פָּעֲר֬וּ עָלַ֨י&thinsp;<b>׀</b> בְּפִיהֶ֗ם בְּ֭חֶרְפָּה הִכּ֣וּ לְחָיָ֑י יַ֝֗חַד עָלַ֥י יִתְמַלָּאֽוּן׃
Job 16:11,יַסְגִּירֵ֣נִי אֵ֭ל אֶ֣ל עֲוִ֑יל וְעַל־יְדֵ֖י רְשָׁעִ֣ים יִרְטֵֽנִי׃
Job 16:12,שָׁ֘לֵ֤ו הָיִ֨יתִי&thinsp;<b>׀</b> וַֽיְפַרְפְּרֵ֗נִי וְאָחַ֣ז בְּ֭עׇרְפִּי וַֽיְפַצְפְּצֵ֑נִי וַיְקִימֵ֥נִי ל֝֗וֹ לְמַטָּרָֽה׃
Job 16:13,יָ֘סֹ֤בּוּ עָלַ֨י&thinsp;<b>׀</b> רַבָּ֗יו יְפַלַּ֣ח כִּ֭לְיוֹתַי וְלֹ֣א יַחְמֹ֑ל יִשְׁפֹּ֥ךְ לָ֝אָ֗רֶץ מְרֵרָתִֽי׃
Job 16:14,יִפְרְצֵ֣נִי פֶ֭רֶ<small>ץ</small> עַל־פְּנֵי־פָ֑רֶץ יָרֻ֖ץ עָלַ֣י כְּגִבּֽוֹר׃
Job 16:15,שַׂ֣ק תָּ֭פַרְתִּי עֲלֵ֣י גִלְדִּ֑י וְעֹלַ֖לְתִּי בֶעָפָ֣ר קַרְנִֽי׃
Job 16:16,"פָּנַ֣י <span class=""mam-kq""><span class=""mam-kq-k"">(חמרמרה)</span> <span class=""mam-kq-q"">[חֳ֭מַרְמְרוּ]</span></span> מִנִּי־בֶ֑כִי וְעַ֖ל עַפְעַפַּ֣י צַלְמָֽוֶת׃"
Job 16:17,עַ֭ל לֹא־חָמָ֣ס בְּכַפָּ֑י וּֽתְפִלָּתִ֥י זַכָּֽה׃
Job 16:18,אֶ֭רֶץ אַל־תְּכַסִּ֣י דָמִ֑י וְֽאַל־יְהִ֥י מָ֝ק֗וֹם לְזַעֲקָתִֽי׃
Job 16:19,גַּם־עַ֭תָּה הִנֵּה־בַשָּׁמַ֣יִם עֵדִ֑י וְ֝שָׂהֲדִ֗י בַּמְּרֹמִֽים׃
Job 16:20,מְלִיצַ֥י רֵעָ֑י אֶל־אֱ֝ל֗וֹהַּ דָּלְפָ֥ה עֵינִֽי׃
Job 16:21,וְיוֹכַ֣ח לְגֶ֣בֶר עִם־אֱל֑וֹהַּ וּֽבֶן־אָדָ֥ם לְרֵעֵֽהוּ׃
Job 16:22,כִּֽי־שְׁנ֣וֹת מִסְפָּ֣ר יֶאֱתָ֑יוּ וְאֹ֖רַח לֹא־אָשׁ֣וּב אֶהֱלֹֽךְ׃
