Index Title,Negaim
Negaim 7:4,"IV. W<small>ER DIE</small> Z<small>EICHEN DER</small> U<small>NREINHEIT HERAUSREISST ODER DAS HEILE</small> F<small>LEISCH HERAUSBRENNT, ÜBERTRITT EIN</small> V<small>ERBOT</small><sup>9</sup><i class=""footnote"">fn1317,Cf. Dt. 24,8.</i>. U<small>ND WAS DIE</small> R<small>EINHEIT BETRIFFT, SO IST ER, WENN ER NOCH NICHT ZUM</small> P<small>RIESTER GEGANGEN WAR, REIN, UND WENN NACH DER</small> P<small>OSITIVITÄT, UNREIN</small>. R. A͑<small>QIBA SAGTE</small>: I<small>CH FRAGTE</small> R. G<small>AMLIÉL UND</small> R. J<small>EHOŠUA͑, ALS SIE NACH</small> N<small>ADVATH</small><sup>10</sup><i class=""footnote"">fn1318,Die Lesart dieses Namens schwankt in den Texten, fast in jedem anders.</i><small>GINGEN, WIE ES DENN SEI, WENN WÄHREND DER</small> A<small>BSCHLIESSUNG, UND SIE ERWIDERTEN MIR:</small> D<small>IES HABEN WIR NICHT GEHÖRT, JEDOCH HABEN WIR GEHÖRT, DASS ER, WENN ER NOCH NICHT BEIM</small> P<small>RIESTER WAR, REIN, UND WENN NACH DER</small> P<small>OSITIVITÄT, UNREIN SEI</small>. D<small>ARAUF BEGANN ICH IHNEN</small> B<small>EWEISE</small><sup>11</sup><i class=""footnote"">fn1319,Dieso sind in der Tosephta Neg. III,4 erhalten.</i><small>VORZUBRINGEN, DASS ER REIN SEI, EINERLEI OB ER VOR DEM</small> P<small>RIESTER STEHT</small><sup>12</sup><i class=""footnote"">fn1320,Und die Unreinheitszeichen vor der Unreinheitserklärung entfernt.</i><small>ODER SICH IN DER</small> A<small>BSCHLIESSUNG BEFINDET; NUR WENN DER</small> P<small>RIESTER IHN ALS UNREIN ERKLÄRT HAT</small>. W<small>ANN ERFOLGT</small><sup>13</sup><i class=""footnote"">fn1321,Wenn er die Unreinheitszeichen nach der Unreinheitserklärung entfernt hat.</i><small>SEINE</small> R<small>EINHEIT</small>? R. E<small>LIE͑ZER SAGT, SOBALD ER EINEN ANDEREN</small> A<small>USSATZ BEKOMMT UND VON DIESEM REIN WIRD, UND DIE</small> W<small>EISEN SAGEN, WENN ER ÜBER DEN GANZEN</small> K<small>ÖRPER AUSBRICHT</small><sup>14</sup><i class=""footnote"">fn1322,In welchem Falle er rein ist; cf. Lev. 13,13.</i><small>ODER DER</small> A<small>USSATZFLECK AUF WENIGER ALS</small> G<small>RAUPENGRÖSSE VERKLEINERT</small><sup>15</sup><i class=""footnote"">fn1323,Während nach RE eine Reinsprechung auch heim Ausbleiben einer Zunahme erfolgen kann.</i><small>WIRD</small>."
Negaim 7:5,"V. W<small>ENN JEMAND EINEN</small> G<small>LANZFLECK HATTE UND ER HERAUSGESCHNITTEN WORDEN IST, SO IST ER REIN; HAT ER IHN VORSÄTZLICH HERAUSGESCHNITTEN, SO WIRD ER</small> [<small>REIN</small>], <small>WIE</small> R. E<small>LIE͑ZER SAGT, ERST WENN ER EINEN ANDEREN</small> A<small>USSATZ BEKOMMT UND VON DIESEM REIN WIRD, UND WIE DIE</small> W<small>EISEN SAGEN, WENN DIESER ÜBER DEN GANZEN</small> K<small>ÖRPER AUSGEBROCHEN IST</small>. B<small>EFINDET ER SICH AN DER</small> S<small>PITZE DER</small> V<small>ORHAUT, SO DARF DIE</small> B<small>ESCHNEIDUNG</small><sup>16</sup><i class=""footnote"">fn1324,Wenn sie aus irgend einem Grunde bis dahin unterblieben war.</i><small>ERFOLGEN</small>."
Negaim 8:1,"<b>I</b>ST <small>NACH DER</small> U<small>NREINHEITSERKLÄRUNG</small> [<small>DER</small> A<small>USSATZ ÜBER DEN GANZEN</small> K<small>ÖRPER</small>] <small>AUSGEBROCHEN, SO IST ER REIN ; IST ER AN DEN</small> G<small>LIEDERSPITZEN ZURÜCKGEGANGEN, SO IST ER</small><sup>1</sup><i class=""footnote"">fn1325,Obgleich da das heilo Fleisch nicht als Unreinheitszeichen gilt, ob. VI,7.</i> <small>UNREIN, BIS DER</small> G<small>LANZFLECK AUF WENIGER ALS</small> G<small>RAUPENGRÖSSE VERKLEINERT WIRD</small>. W<small>ENN NACH DER</small> R<small>EINHEITS-ERKLÄRUNG</small><sup>2</sup><i class=""footnote"">fn1326,Durch den Priester; der Fall, wenn er überhaupt nicht unrein war, wird weiter behandelt.</i>, <small>SO IST ER UNREIN ; IST ER AN DEN</small> G<small>LIEDERSPITZEN ZURÜCKGEGANGEN, SO IST ER UNREIN, BIS DER</small> G<small>LANZFLECK WIEDER SO GEWORDEN IST, WIE ER VORHER WAR</small><sup>3</sup><i class=""footnote"">fn1327,Daß keine Zunahme erfolgt ist.</i>."
Negaim 8:2,"II. W<small>ENN EIN</small> G<small>LANZFLECK IN</small> G<small>RAUPENGRÖSSE MIT HEILEM</small> F<small>LEISCHE IN</small> L<small>INSENGRÖSSE ÜBER DEN GANZEN</small> K<small>ÖRPER AUSGEBROCHEN UND NACHHER DAS HEILE</small> F<small>LEISCH GESCHWUNDEN IST, ODER DAS HEILE</small> F<small>LEISCH GESCHWUNDEN UND NACHHER DER</small> G<small>LANZFLECK ÜBER DEN GANZEN</small> K<small>ÖRPER AUSGEBROCHEN IST, SO IST ER REIN</small>. E<small>NTSTEHT DARAUF HEILES</small> F<small>LEISCH, SO IST ER UNREIN: ENTSTEHT DARAUF WEISSES</small> H<small>AAR, SO IST ER NACH</small> R. J<small>EHOŠUA͑ UNREIN UND NACH DEN</small> W<small>EISEN REIN</small>."
Negaim 8:3,"III. W<small>ENN EIN</small> G<small>LANZFLECK IN</small> G<small>RAUPENGRÖSSE MIT WEISSEM</small> H<small>AARE DARAN ÜBER DEN GANZEN</small> K<small>ÖRPER AUSBRICHT, SO IST ER REIN, AUCH WENN DAS WEISSE</small> H<small>AAR AUF SEINER</small> S<small>TELLE GEBLIEBEN IST</small>. W<small>ENN EIN</small> G<small>LANZFLECK MIT EINER</small> Z<small>UNAHME ÜBER DEN GANZEN</small> K<small>ÖRPER AUSBRICHT, SO IST ER REIN</small>. I<small>N ALL DIESEN</small> F<small>ÄLLEN IST ER, WENN ER AUCH NUR AN DEN</small> G<small>LIEDERSPITZEN ZURÜCKGEGANGEN IST, UNREIN</small>. B<small>RICHT ER NUR ÜBER EINEN</small> T<small>EIL</small> [<small>DER</small> H<small>AUT</small>] <small>AUS, SO IST ER UNREIN; BRICHT ER ÜBER DIE GANZE AUS, SO IST ER REIN</small>."
Negaim 8:4,"IV. I<small>N ALLEN</small> F<small>ÄLLEN, WO DURCH DAS</small> A<small>USBRECHEN ÜBER DIE</small> G<small>LIEDERSPITZEN DER UNREINE</small> [G<small>LANZFLECK</small>] <small>REIN GEWORDEN IST, WIRD ER BEIM</small> Z<small>URÜCKGEHEN WIEDER UNREIN; UND IN ALLEN</small> F<small>ÄLLEN, WO DURCH DAS</small> Z<small>URÜCKGEHEN AN DEN</small> G<small>LIEDERSPITZEN DER REINE UNREIN GEWORDEN IST, WIRD ER, WENN SIE WIEDER BEDECKT WERDEN, REIN, UND WENN SIE WIEDER BLOSSGELEGT WERDEN, UNREIN, AUCH HUNDERTMAL</small>."
Negaim 8:5,"V. A<small>LLES, WAS DURCH DEN</small> A<small>USSATZFLECK UNREIN WERDEN KANN, BEHINDERT BEIM</small> A<small>USBRECHEN</small> [<small>ÜBER DIE GANZE</small> H<small>AUT</small>]<sup>4</sup><i class=""footnote"">fn1328,Bleibt auch nur die kleinste Stelle frei, so ist er nicht rein.</i>, <small>UND ALLES, WAS DURCH DEN</small> A<small>USSATZFLECK NICHT UNREIN WERDEN</small><sup>5</sup><i class=""footnote"">fn1329,Wie ob. VI,7 aufgezählt.</i> <small>KANN, BEHINDERT NICHT BEIM</small> A<small>USBRECHEN ÜBER DIE GANZE</small> H<small>AUT</small>. Z<small>UM</small> B<small>EISPIEL</small>. I<small>ST</small> [<small>DER</small> A<small>USSATZ</small>] <small>ÜBER DIE GANZE</small> H<small>AUT AUSGEBROCHEN, NICHT ABER ÜBER DEN</small> K<small>OPF, DEN</small> B<small>ART, EIN</small> G<small>ESCHWÜR, EINE</small> B<small>RANDWUNDE ODER EINE</small> V<small>ERLETZUNGSWUNDE, DIE FRISCH SIND, SO IST ER, AUCH WENN NACHHER DER</small> K<small>OPF ODER DER</small> B<small>ART KAHL GEWORDEN IST, DAS</small> G<small>ESCHWÜR, DIE</small> B<small>RANDWUNDE ODER DIE</small> V<small>ERLETZUNGSWUNDE VERNARBT</small><sup>6</sup><i class=""footnote"">fn1330,Die also durch den Aussatz unrein werden können.</i> <small>IST, REIN</small>. W<small>ENN ER ABER ÜBER DIE GANZE</small> [H<small>AUT</small>] <small>AUSGEBROCHEN IST, BIS AUF EINE HALBE</small> L<small>INSENGRÖSSE NAHE DEM</small> K<small>OPFE, DEM</small> B<small>ARTE, EINEM</small> G<small>ESCHWÜRE, EINER</small> B<small>RANDWUNDE ODER EINER</small> V<small>ERLETZUNGSWUNDE, UND NACHHER DER</small> K<small>OPF ODER DER</small> B<small>ART KAHL GEWORDEN, DAS</small> G<small>ESCHWÜR, DIE</small> B<small>RANDWUNDE ODER DIE</small> V<small>ERLETZUNGSWUNDE VERNARBT IST, SO IST ER, AUCH WENN AN DER</small> S<small>TELLE DES HEILEN</small> F<small>LEISCHES EIN</small> G<small>LANZFLECK ENTSTANDEN</small><sup>7</sup><i class=""footnote"">fn1331,Der Aussatz auch die frei gebliebene Stelle bedeckt.</i> <small>IST, UNREIN, BIS ER ÜBER DIE GANZE</small> H<small>AUT AUSBRICHT</small><sup>8</sup><i class=""footnote"">fn1332,Auch über den Kopf u. die Wunde.</i>."
Negaim 8:6,"VI. W<small>ENN ES ZWEI</small> G<small>LANZFLECKE SIND, EINER UNREIN UND EINER REIN, UND EINER ZUM ANDEREN AUSBRICHT, UND DARAUF ÜBER DIE GANZE</small> H<small>AUT, SO IST ER REIN</small><sup>9</sup><i class=""footnote"">fn1333,Auch wenn es mit dem reinen begonnen hat.</i>. W<small>ENN AN DER</small> O<small>BERLIPPE UND AN DER</small> U<small>NTERLIPPE</small><sup>10</sup><i class=""footnote"">fn1334,Sodaß der reine sich nicht im unreinen verlieren kann.</i>, <small>AN ZWEI</small> F<small>INGERN, AN BEIDEN</small> A<small>UGENLIDERN, AUCH WENN SIE AN EINANDER GESCHLOSSEN WIE EINER AUSSEHEN, SO IST ER</small><sup>11</sup><i class=""footnote"">fn1335,Beim Ausbreiten über die ganze Haut.</i><small>REIN</small>. I<small>ST</small> [<small>DER</small> A<small>USSATZ</small>] <small>ÜBER DIE GANZE</small> H<small>AUT AUSGEBROCHEN, NICHT ABER ÜBER EINEN</small> B<small>OHAQ, SO IST ER UNREIN; IST ER AN DEN</small> G<small>LIEDERSPITZEN ZURÜCKGEGANGEN UND WIE EIN</small> B<small>OHAQ GEWORDEN, SO IST ER REIN</small><sup>12</sup><i class=""footnote"">fn1336,Obgleich anfänglich ein solcher nicht zurückbleiben darf.</i>. I<small>ST ER AN DEN</small> G<small>LIEDERSPITZEN UM WENIGER ALS</small> L<small>INSENGRÖSSE ZURÜCKGEGANGEN, SO IST ER NACH</small> R. M<small>EÍR UNREIN, UND DIE</small> W<small>EISEN SAGEN, EIN</small> B<small>OHAQ UNTER</small> L<small>INSENGRÖSSE SEI ANFÄNGLICH</small><sup>13</sup><i class=""footnote"">fn1337,Beim Ausbrechen über den ganzen Körper.</i><small>EIN</small> U<small>NREINHEITSZEICHEN, ABER KEIN</small> U<small>NREINHEITSZEICHEN AM</small> E<small>NDE</small><sup>14</sup><i class=""footnote"">fn1338,Wenn soviel zurückgehl. Unter <span dir=""rtl"">בוהק</span> ist hier gesunde Haut in die sem Umfange zu verstehen, womit alle Schwierigkeiten beseitigt sind; manche lesen <span dir=""rtl"">ופחות</span>, der B. und heile Haut unter Linsengröße.</i>."
Negaim 8:7,"VII. W<small>ER VOLLSTÄNDIG WEISS</small><sup>15</sup><i class=""footnote"">fn1339,Mit einem Aussatze über den ganzen Körper.</i>[<small>ZUM</small> P<small>RIESTER</small>] <small>KOMMT, IST ABZUSCHLIESSEN</small>. I<small>ST DARAUF WEISSES</small> H<small>AAR</small><sup>16</sup><i class=""footnote"">fn1340,Und ebenso das andere Unreinheitszeichen, heiles Fleisch.</i><small>ENTSTANDEN, SO IST ER ALS POSITIV ZUERKLÄREN</small>. S<small>IND BEIDE ODER EINES VON IHNEN SCHWARZ GEWORDEN, SIND BEIDE ODER EINES VON IHNEN ZU KURZ</small><sup>17</sup><i class=""footnote"">fn1341,Cf. Nid. Fol. 52b.</i><small>GEWORDEN, HAT EIN</small> G<small>ESCHWÜR SICH AN BEIDE ODER AN EINES VON IHNEN ANGESETZT</small><sup>18</sup><i class=""footnote"">fn1342,Sodaß sie sich nicht direkt auf dem Aussalze befinden.</i>, <small>HAT EIN</small> G<small>ESCHWÜR BEIDE ODER EINES VON IHNEN EINGEKREIST, HAT EIN</small> G<small>ESCHWÜR, HEILES</small> F<small>LEISCH EINES</small> G<small>ESCHWÜRES, EINE</small> B<small>RANDWUNDE, HEILES</small> F<small>LEISCH EINER</small> B<small>RANDWUNDE ODER EIN</small> B<small>OHAQ SIE GETEILT, ODER IST DARAN HEILES</small> F<small>LEISCH ODER WEISSES</small> H<small>AAR ENTSTANDEN, SO IST ER UNREIN; IST DARAN KEIN HEILES</small> F<small>LEISCH UND KEIN WEISSES</small> H<small>AAR ENTSTANDEN, SO IST ER REIN</small>. I<small>N ALL DIESEN</small> F<small>ÄLLEN BLEIBT</small> [<small>DER</small> A<small>USSATZ</small>], <small>WENN ER AN DEN</small> G<small>LIEDERSPITZEN ZURÜCKGEGANGEN IST, WIE ZUVOR</small>. B<small>RICHT ER DARAUF WIEDER ÜBER EINEN</small> T<small>EIL DERSELBEN AUS, SO IST ER UNREIN, UND WENN ÜBER DIE GANZEN, SO IST ER REIN</small>."
Negaim 8:8,"VIII. B<small>RICHT ER MIT EINEM</small> M<small>ALE ÜBER DIE GANZE</small> [H<small>AUT</small>] <small>AUS, SO IST ER, WENN AUS DEM</small> Z<small>USTANDE DER</small> R<small>EINHEIT, UNREIN, UND WENN AUS DEM</small> Z<small>USTANDE DER</small> U<small>NREINHEIT, REIN</small>. W<small>ER AUS DER</small> A<small>BSCHLIESSUNG REIN GEWORDEN</small><sup>19</sup><i class=""footnote"">fn1343,Wenn die Unreinheitszeichen ausgeblieben sind.</i><small>IST, IST FREI VOM</small> W<small>ILDWACHSENLASSEN DES</small> H<small>AARES, VOM</small> E<small>INREISSEN DER</small> K<small>LEIDER, VOM</small> K<small>OPFSCHEREN UND VON</small> [<small>DER</small> D<small>ARBRINGUNG</small>] <small>DES</small> V<small>OGELPAARES</small><sup>20</sup><i class=""footnote"">fn1344,Cf. Lev. 13,45 u. 14,2ff.</i>, <small>UND WER NACH DER</small> P<small>OSITIVITÄT, IST ZU ALL DIESEN VERPFLICHTET</small>. D<small>ER EINE WIE DER ANDERE VERUNREINIGT</small> [<small>DEN</small> R<small>AUM</small>] <small>DURCH DAS</small> E<small>INTRETEN</small>."
Negaim 8:9,"IX. W<small>ENN JEMAND VOLLSTÄNDIG WEISS MIT HEILEM</small> F<small>LEISCHE IN</small> L<small>INSENGRÖSSE</small> [<small>ZUM</small> P<small>RIESTER</small>] <small>GEKOMMEN WAR, UND</small> [<small>DER</small> A<small>USSATZ</small>] <small>ÜBER DIE GANZE</small> H<small>AUT</small><sup>21</sup><i class=""footnote"">fn1345,Auch über das heile Fleisch.</i><small>AUSGEBROCHEN IST, DARAUF ABER AN DEN</small> G<small>LIEDERSPITZEN ZURÜCK GEGANGEN IST, SO IST ES, WIE</small> R. J<small>IŠMA͑ÉL SAGT, EBENSO WIE BEIM</small> Z<small>URÜCK GEHEN EINES GROSSEN</small> G<small>LANZFLECKES</small><sup>22</sup><i class=""footnote"">fn1346,Über den ganzen Körper, wenn kein heiles Fleisch vorhanden ist.</i><small>AN DEN</small> G<small>LIEDERSPITZEN, UND WIE</small> R. E<small>LEA͑ZAR B</small>. A͑<small>ZARJA SAGT, WIE BEIM</small> Z<small>URÜCKGEHEN EINES KLEINEN</small> G<small>LANZFLECKES AN DEN</small> G<small>LIEDERSPITZEN</small><sup>23</sup><i class=""footnote"">fn1347,Fälle, die oben behandelt werden.</i>."
Negaim 8:10,"X. M<small>ANCHER ZEIGT SEINEN</small> A<small>USSATZ DEM</small> P<small>RIESTER UND HAT DABEI EINEN</small> V<small>ORTEIL, UND MANCHER ZEIGT SEINEN</small> A<small>USSATZ DEM</small> P<small>RIESTER UND HAT DABEI EINEN</small> N<small>ACHTEIL</small>. Z<small>UM</small> B<small>EISPIEL</small>. W<small>ENN JEMAND ALS POSITIV ERKLÄRT WORDEN WAR UND DARAUF DIE</small> U<small>NREINHEITSZEICHEN GESCHWUNDEN SIND, UND BEVOR ER NOCH DAZU KAM</small>, [<small>DEN</small> A<small>USSATZ</small>] <small>DEM</small> P<small>RIESTER ZU ZEIGEN, ER ÜBER DIE GANZE</small> H<small>AUT AUSGEBROCHEN IST, SO IST ER REIN</small>. H<small>ÄTTE ER IHN ABER DEM</small> P<small>RIESTER GEZEIGT</small><sup>24</sup><i class=""footnote"">fn1348,Der ihn als rein erklärt hätte.</i>, <small>SO WÄRE ER UNREIN</small><sup>25</sup><i class=""footnote"">fn1349,Cf. supra Mišna XVIII.</i>. W<small>ENN AM</small> G<small>LANZFLECKE NICHTS WAR, UND BEVOR ER DAZU KAM, IHN DEM</small> P<small>RIESTER ZU ZEIGEN</small>, [<small>DER</small> A<small>USSATZ</small>] <small>ÜBER DIE GANZE</small> H<small>AUT AUSGEBROCHEN IST, SO IST ER UNREIN</small><sup>26</sup><i class=""footnote"">fn1350,Dh. nicht rein, er ist abzuschließen.</i>. H<small>ÄTTE ER IHN ABER DEM</small> P<small>RIESTER GEZEIGT, SO WÄRE ER REIN</small><sup>25</sup><i class=""footnote"">fn1349,Cf. supra Mišna XVIII.</i>."
Negaim 9:1,"<b>D</b>AS G<small>ESCHWÜR UND DIE</small> B<small>RANDWUNDE</small><sup>1</sup><i class=""footnote"">fn1351,Dh. der Aussatz auf der Narbe von diesen; cf. Lev. 13,24ff.</i> <small>WERDEN UNREIN IN EINER</small> W<small>OCHE, DURCH ZWEI</small> Z<small>EICHEN: WEISSES</small> H<small>AAR UND</small> Z<small>UNAHME</small>. W<small>AS HEISST</small> G<small>ESCHWÜR?</small> H<small>AT ER SICH AN</small> H<small>OLZ, AN</small> S<small>TEIN, AN</small> T<small>RESTERN ODER AM</small> T<small>IBERJASWASSER</small><sup>2</sup><i class=""footnote"">fn1352,Manche Texte haben mit der Parallelstelle Unt. Hul. 8a <span dir=""rtl"">בחמי</span>, den kochenden Thermen.</i> <small>VERLETZT, AN ALLEM, NUR NICHT AM</small> F<small>EUER, SO HEISST DIES</small> G<small>ESCHWÜR</small>. W<small>AS HEISST</small> B<small>RANDWUNDE?</small> H<small>AT ER SICH AN EINER</small> K<small>OHLE, AN</small> G<small>LUTASCHE, ODER AN SONST ETWAS, WAS VOM</small> F<small>EUER KOMMT, VERLETZT, SO HEISST DIES</small> B<small>RANDWUNDE</small>."
Negaim 9:2,"II. G<small>ESCHWÜR UND</small> B<small>RANDWUNDE WERDEN NICHT MITEINANDER VEREINIGT</small><sup>3</sup><i class=""footnote"">fn1353,Zur erforderlichen Größe.</i>, <small>DIE</small> Z<small>UNAHME DES EINEN ERFOLGT NICHT AUF DEM ANDEREN</small><sup>4</sup><i class=""footnote"">fn1354,Wenn das eine sich ausgedehnt u. auf das andere übergegangen ist.</i>, <small>AUCH ERFOLGT DIE</small> Z<small>UNAHME NICHT AUF DER</small> H<small>AUT DES</small> F<small>LEISCHES</small><sup>5</sup><i class=""footnote"">fn1355,Sondern nur auf der Narbe.</i> <small>UND NICHT DIE DER</small> H<small>AUT DES</small> F<small>LEISCHES</small><sup>6</sup><i class=""footnote"">fn1356,Eines Aussatzes auf der Haut neben diesen.</i> <small>AUF DIESEM</small>. S<small>OLANGE SIE FRISCH SIND</small><sup>7</sup><i class=""footnote"">fn1357,Vgl. S. 705 Anm. 16.</i>, <small>SIND SIE REIN, HABEN SIE EINE</small> H<small>AUT WIE DAS</small> K<small>NOBLAUCHHÄUTCHEN BEKOMMEN, SO IST DIES DIE</small> V<small>ERNARBUNG DES</small> G<small>ESCHWÜRES, VON DER IN DER</small> T<small>ORA GESPROCHEN</small><sup>8</sup><i class=""footnote"">fn1358,Cf. Lev. 13,23.</i> <small>WIRD</small>. S<small>IND SIE GEHEILT, SO SIND SIE, AUCH WENN AN DER</small> S<small>TELLE EINE</small> N<small>ARBE IST, WIE DIE</small> H<small>AUT DES</small> F<small>LEISCHES ZU BEHANDELN</small>."
Negaim 9:3,"III. S<small>IE FRAGTEN</small> R. E<small>LIE͑ZER:</small> W<small>IE IST ES, WENN EINEM AN DER</small> I<small>NNENSEITE DER</small> H<small>AND AUF DER</small> S<small>TELLE DER</small> V<small>ERNARBUNG EINES</small> G<small>ESCHWÜRES EIN</small> G<small>LANZFLECK WIE EIN</small> S<small>ELA͑ GROSS ENTSTANDEN IST</small><sup>9</sup><i class=""footnote"">fn1359,Sodaß er die Vernarbung vollständig bedeckt.</i>? E<small>R ERWIDERTE IHNEN:</small> E<small>R IST ABZUSCHLIESSEN</small>. S<small>IE SPRACHEN ZU IHM:</small> W<small>OZU DIES: WEISSES</small> H<small>AAR HERVORZUBRINGEN IST ER NICHT GEEIGNET</small><sup>10</sup><i class=""footnote"">fn1360,Auf der Innenseite der Hand wächst kein Haar.</i>, <small>EINE</small> Z<small>UNAHME GIBT ES DABEI NICHT</small><sup>11</sup><i class=""footnote"">fn1361,Nach der obigen Lehre, die Zunahme könne nur auf der Vernarbung erfolgen.</i>, <small>UND HEILES</small> F<small>LEISCH MACHT IHN NICHT UNREIN</small><sup>12</sup><i class=""footnote"">fn1362,Dies gilt beim Geschwüre nicht als Unreinheitszeichen. Wenn die Unreinheitszeichen ausscheiden, hat auch die Abschließung keinen Zweck.</i>!? E<small>R ERWIDERTE IHNEN:</small> E<small>R KANN ZURÜCKGEHEN UND SICH WIEDER AUSBREITEN</small><sup>13</sup><i class=""footnote"">fn1363,Er kann nach der 1. Woche als rein u. nach der 2. Woche als unrein erklärt werden.</i>. S<small>IE SPRACHEN ZU IHM:</small> U<small>ND WENN DIE</small> S<small>TELLE NUR GRAUPENGROSS</small><sup>14</sup><i class=""footnote"">fn1364,Wenn er zurückgeht, ist er kein Aussatz mehr u. nicht abzuschließen.</i><small>IST</small>? E<small>R ERWIDERTE IHNEN:</small> D<small>ARÜBER HABE ICH NICHTS GEHÖRT</small>. D<small>A SPRACH</small> R. J<small>EHUDA B</small>. B<small>ETHERA ZU IHM:</small> S<small>OLL ICH DARÜBER LEHREN?</small> J<small>ENER ERWIDERTE:</small> W<small>ENN DIE</small> W<small>ORTE DER</small> W<small>EISEN ZU BESTÄTIGEN, DANN WOHL</small>. D<small>A SPRACH DIESER:</small> W<small>EIL VIELLEICHT AUSSERHALB DIESES EIN ANDERES</small> G<small>ESCHWÜR ENTSTEHEN UND SICH IN DIESES HINEIN AUSDEHNEN KANN</small>. D<small>A SPRACH JENER ZU IHM</small> : D<small>U BIST EIN GROSSER</small> W<small>EISER, DENN DU HAST DIE</small> W<small>ORTE DER</small> W<small>EISEN BESTÄTIGT</small>."
Negaim 10:1,"<b>H</b>AARAUSSÄTZE <small>WERDEN IN ZWEI</small> W<small>OCHEN UNREIN, DURCH ZWEI</small> Z<small>EICHEN: DÜNNES GOLDGELBES</small> H<small>AAR UND</small> Z<small>UNAHME</small>. D<small>ÜNNES GOLDGELBES</small> H<small>AAR, KRANKHAFT KURZ – SO</small> R. A͑<small>QIBA</small> ; R. J<small>OḤANAN B</small>. N<small>URI SAGT, AUCH LANG</small>. R. J<small>OḤANAN B</small>. N<small>URI SPRACH:</small> W<small>AS MEINT DER</small> S<small>PRACHGEBRAUCH, WENN MAN SAGT: DIESER</small> S<small>TOCK IST DÜNN, DIESES</small> R<small>OHR IST DÜNN ; BESONDERS DÜNN UND KURZ, ODER</small> [<small>AUCH</small>] <small>BESONDERS DÜNN UND LANG</small><sup>1</sup><i class=""footnote"">fn1365,‘Dünn’ heißt eben dünn, auch wenn es lang ist.</i>? D<small>A SPRACH</small> R. A͑<small>QIBA ZU IHM:</small> S<small>TATT UNS AUF DAS</small> R<small>OHR ZU BERUFEN, WOLLEN WIR UNS AUF DAS</small> H<small>AAR BERUFEN</small>. [S<small>AGT MAN</small>,] <small>DAS</small> H<small>AAR DESSEN SEI DÜNN, SO HEISST DIES BESONDERS DÜNN UND KURZ, NICHT ABER BESONDERS DÜNN UND LANG</small>."
Negaim 10:2,"II. D<small>AS GOLDGELBE DÜNNE</small> H<small>AAR MACHT UNREIN GESAMMELT UND ZERSTREUT, EINGEKREIST</small><sup>2</sup><i class=""footnote"">fn1366,Vom Aussatze.</i> <small>UND NICHT EINGEKREIST, VERWANDELT UND NICHT VER WANDELT</small><sup>3</sup><i class=""footnote"">fn1367,Ob die Verwandlung, das Erscheinen des Haares (cf. Lev. 13,20,25), vor dem Erscheinen des Aussatzes erfolgt ist od. nachher.</i> <small>– SO</small> R. J<small>EHUDA</small> ; R. Š<small>IMO͑N SAGT, ES MACHE UNREIN NUR VERWANDELT</small><sup>4</sup><i class=""footnote"">fn1368,Wenn das Haar nachher erschienen ist.</i>. R. Š<small>IMO͑N SPRACH:</small> D<small>IES IST DURCH EINEN</small> S<small>CHLUSS ZU FOLGERN: WENN DAS WEISSE</small> H<small>AAR</small><sup>5</sup><i class=""footnote"">fn1369,Beim Hautaussatze.</i>, <small>VOR DEM ANDERES</small> H<small>AAR NICHT SCHÜTZT</small><sup>6</sup><i class=""footnote"">fn1370,Es ist ein Unreinheitszeichen, auch wenn daneben schwarze Haare sind, ob. IV,4.</i>, <small>NUR VERWANDELT UNREIN MACHT</small><sup>7</sup><i class=""footnote"">fn1371,Cf. supra IV,4.</i>, <small>UM WIEVIEL MEHR MACHT DAS DÜNNE GOLDGELBE</small> H<small>AAR, VOR DEM ANDERES</small> H<small>AAR SCHÜTZT</small><sup>8</sup><i class=""footnote"">fn1372,Cf. Lev. 13,31,37.</i>, <small>NUR VERWANDELT UNREIN</small>. R. J<small>EHUDA SAGTE:</small> B<small>EI DEM, WO</small> [<small>DIE</small> S<small>CHRIFT</small>] <small>ES FÜR NÖTIG HIELT, ‘VERWANDELT’ ZU SAGEN, MUSS ER VERWANDELT SEIN, BEIM</small> H<small>AARAUSSATZE ABER, BEI DEM ES HEISST</small> :<sup>9</sup><i class=""footnote"">fn1373,Lev. 13,32.</i><i>und es war kein goldgelbes Haar daran,</i> <small>MACHT ES UNREIN VERWANDELT UND NICHT VERWANDELT</small>."
