entry,suspected string
"<entry id=""E09292"">
  <head-word>(ישט) אוֹשֵׁט</head-word>
  <binyan><binyan-name>אפ׳,</binyan-name><binyan-name>אתפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 הושיט, פשט ידו לתת</definition><notes> 
to hand
<italic>
 | darreichen
</italic>
 
תרג׳ מש׳ ל״א כ׳ (כפה) פרשה לעני)׃ ודרעה אושיטה לעליבי.
 
</notes></sense><sense>
<number>2) </number><definition>
 הרצה</definition><notes> 
to recite | 
<italic>
vortragen
</italic>
 
ירוש׳ מגי׳ פ״ד ע״ד ע״ד׃ חמא חד 
ספר מושט תרגומא מן גו 
ספרא.
 
אִתּוֹשַׁט אתפ׳,  הושט 
to be stretched forth | 
<italic>
ausgestreckt werden
</italic>
 
תרג׳ יב״ע בר׳ ט״ז י״ב׃ יתושטון לאבאשא ליה.
</notes></sense></senses></binyan>
</entry>

",אִתּוֹשַׁט
"<entry id=""E09293""><head-word>יְשִׁיבָה</head-word><pos>נ׳,</pos><senses>
<sense>
<number>1) </number><definition>
 פעולת היושב</definition><notes> 
sitting | 
<italic>
das Sitzen
</italic>
 
כת׳ ק״א ע״א׃ אל תרבה בישיבה שישיבה קשה לתחתוניות ואל תרבה בעמידה שעמידה קשה ללב.
 
</notes></sense><sense>
<number>2) </number><definition>
 התגוררות</definition><notes> 
dwelling | 
<italic>
das Wohnen
</italic>
 
ספרי דב׳ פ׳׃ ישיבת ארץ ישראל שקולה כנגד בל המצות שבתורה.
 
</notes></sense><sense>
<number>3) </number><definition>
 בית מדרש</definition><notes> 
academy
<italic>
 | Akademie
</italic>
 
זבח׳ פ״א מ״ג׃ ביום שהושיבו ר׳ אלעזר בן עזריה בישיבה.
</notes></sense></senses>
<binyan><binyan-name>וְשִׁיבַת כְּרַכִּים</binyan-name> <senses><sense><definition>התגוררות בערים גדולות</definition><notes>
 
living in large cities | 
<italic>
Großstadtleben
</italic>
 
כת׳ ק״י ע״ב׃ ישיבת כרכים קשה.</notes></sense></senses></binyan>
</entry>

",וְשִׁיבַת
"<entry id=""E09298""><head-word>יִשֵּׁן</head-word><binyan><binyan-name>פיעל,</binyan-name> <senses><sense><definition>1) שם למשמרת 
to store, to reserve
 |

<pgbrk id=""vol1-p388""/>
<italic>aufbewahren, alt werden lassen</italic>
 דב״ר פ״ט׃ מן היין הזה אני מיישן לשמחתו של בני.
 
2) הניח בלי בלי שמוש
to leave unused | 
<italic>
unbenutzt lassen
</italic>
 
ירוש׳ ע״ז פ״ה מ״ה ע״ג׃ מיישנן בל שנים עשר חודש.</definition></sense></senses></binyan>
<binyan><binyan-name>נִתְיַשֵּׁן נתפ׳,</binyan-name><senses><sense><definition>נשתמר זמן רב</definition><notes> 
to be stored up | 
<italic>
lange aufbewahrt sein
</italic>
 
ספרי דב׳ מ״ח׃ ומה יין אתה טועם טעם יין מתחילתו ובל זמן שהוא מתיישן בקנקן 
סופו להשביח אף דברי תורה ובו׳.</notes></sense></senses></binyan>
</entry>

",נִתְיַשֵּׁן
"<entry id=""E09310""><head-word>יַתֵּב</head-word><binyan><binyan-name>פַעל,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 הושיב</definition><notes> 
to settle | 
<italic>
besiedeln
</italic>
 
תרג׳ תה׳ כ״ב ד׳׃ דמיתיב עלמא.
 
</notes></sense><sense>
<number>2) </number><definition>
 הרגיע</definition><notes>
 
to quiet | 
<italic>
beruhigen
</italic>
 
שם כ״ג ג׳ (נפשי ישובב)׃ נפשי ייתיב במנא.
</notes></sense></senses></binyan><binyan><binyan-name>אוֹתֵב, אֵיְתֵב אפ׳,</binyan-name>

 <senses>
<sense>
<number>1) </number><definition>
 הושיב</definition><notes> 
to seat | 
<italic>
hinsetzen
</italic>
 
תוג׳ תה׳ קי״ג ה׳ (להושיבי עם 
נדיבים)׃ לאותבא עם רברביא.
 
</notes></sense><sense>
<number>2) </number><definition>
 הקשה
<bold>
,
</bold>
 שאל</definition><notes> 
to argue | 
<italic>
fragen, einwenden
</italic>
 
שבוע׳ כ״ה ע״ב׃ הוא מותיב לה והוא מפרק לה.
</notes></sense></senses></binyan><binyan><binyan-name>אִיַּתֵּב, אִתּוֹתַב, אִיתַּב אתפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 שהה</definition><notes> 
<italic>
to dwell
</italic>
 
<italic>
| sich aufhalten
</italic>
 
שבת ל״ג ע״ב׃ איתבו תריסר שני במערתא.
 
</notes></sense><sense>
<number>2) </number><definition>
 בח</definition><notes>
 
to be set at ease | 
<italic>
sich beruhigen
</italic>
 
ב״מ פ״ג ע״ב׃ לא מייתבא דעתיה
<bold>
;
</bold>
 שבת ב״א ע״ב׃ בי היבי דאיתותב דעתיה.
</notes></sense></senses></binyan>
</entry>

","אוֹתֵב,"
"<entry id=""E09322""><head-word>יָתוֹם</head-word><senses><sense><definition>·– עזוב
</definition><notes>
forsaken 
| 
<italic>
verlassen, verwaist
</italic>
 
מכי׳ בוא ט״ז׃ אין הדור יתום 
שראב״ע שרוי בתוכו.</notes></sense></senses>
<binyan><binyan-name>אָמֵן יְתוֹמָה</binyan-name> <senses><sense><definition>ענית אמן בלי שמיעת הברכה</definition><notes> 
an orphan Amen, the responder not having heard the benediction to which the Amen refers
<italic>
 | ein verwaistes Amen (wenn jem. Amen sagt, ohne die Benediktion gehört zu haben)
</italic>
 
בר׳ מ״ז ע״א׃ כל העונה אמן יתומה יהיו בניו יתומים.</notes></sense></senses>
</binyan>
</entry>

",אָמֵן
"<entry id=""E09334""><head-word>יִתֵּם</head-word><binyan><binyan-name>פיעל,</binyan-name><senses><sense><definition>עשה ליתום</definition><notes> 
to make orphans | 
<italic>
zur Waise machen
</italic>
 
פס׳ מ״ט ע״א׃ מחריב את ביתו ומאלמן את אשתו ומייתם את גוזליו.</notes></sense></senses></binyan>
<binyan><binyan-name>נִתְיַתֵּם נתפ׳,</binyan-name><senses><sense><definition>נעשה יתום</definition><notes> 
to become an orphan | 
<italic>
verwaist werden
</italic>
 
כת׳ מ״ד ע״ב׃ בבא עליה ואח״כ נתיתמה.</notes></sense></senses></binyan>
</entry>

",נִתְיַתֵּם
"<entry id=""E09336""><head-word>יִתַּם, יַתְמָא</head-word><pos>ז׳,</pos><senses><sense><definition>יתום</definition><notes> 
orphan | 
<italic>
Waise
</italic>
 
תרג׳ דב׳ י׳ י״ה (יתום)׃ יתם; איוב כיד ט׳ (יתום)׃ יתמא.</notes></sense></senses>
<binyan><binyan-name>מִזְמוֹרָא יַתְמָא</binyan-name> <senses><sense><definition>מזמור שלא נסמן תכנו ומשוררו</definition><notes> 
an anonymous or titleless psalm | 
<italic>
anonymer oder titelloser Psalm
</italic>
 
ע״ז כ״ד ע״ב׃ ור״ש כן לקיש אמר מזמורא יתמא מזמור שירו לה׳ וגו׳.</notes></sense></senses>
</binyan>
</entry>

",מִזְמוֹרָא
"<entry id=""E09338""><head-word>יִתֵּד</head-word><binyan><binyan-name>פיעל,</binyan-name><senses><sense><definition>הוסיף</definition><notes> 
to add | 
<italic>
hinzuf
</italic>
<italic>
ü
</italic>
<italic>
gen
</italic>
 
ספרי במ׳ ע״ח׃ יתרו על שם שיתר פרשה אחת בתורה.</notes></sense></senses></binyan>
<binyan><binyan-name>הוֹתִיר הפ׳</binyan-name><senses><sense><definition>·– היה יותר</definition><notes> 
to be more | 
<italic>
mehr sein
</italic>
 
ב״מ פ״ג מ״ז׃ המפקיד פירות אצל חבירו וכו׳ אם היתה מרה מרובה אינו מוציא לו חסרונות מפני שמותירות.</notes></sense></senses></binyan>
</entry>

",הוֹתִיר
"<entry id=""E09361b""><head-word>כַּאן וְכַאן</head-word><senses><sense><definition>
 בין פה בין שם
 here and there | 
<italic>
sowohl hier als auch dort
</italic>
 
עיר׳ פ״י מ״ג׃ כאן 
וכאן אסור.</definition></sense></senses>
<binyan><binyan-name>לְאַחַר מִכַּאן</binyan-name> <senses><sense><definition>
 אחר כך
 afterwards | 
<italic>
nachher
</italic>
 
ב״ק נ״ח ע״ב׃ כמה היתה יפה קודם לכן וכמה היא יפה לאחר מכאן.</definition></sense></senses>
</binyan>
<binyan><binyan-name>לְכַאן</binyan-name> <senses><sense><definition>
 למקום זה
 hither | 
<italic>
hierher
</italic>
 
קהל״ר א׳ ז׳׃ לא באנו לכאן אלא לנסיון.</definition></sense></senses>
</binyan>
<binyan><binyan-name>לְכַאן וּלְכַאן</binyan-name> <senses><sense><definition>

 הנה והנה, אילך ואילך
 to and fro | 
<italic>
hin und her
</italic>
 
תנח׳ ויק׳ א׳׃ ולא נשמע לכאן ולכאן.</definition></sense></senses>
</binyan>
<binyan><binyan-name>מִכַּאן</binyan-name> 
 <senses>
<sense>
<number>1) </number><definition>
 ממקים זה</definition><notes>
 from here | 
<italic>
von hier
</italic>
 
תענ׳ פ״ג מ״ח׃ שאיני זז מכאן עד שתרחם על בניך.
 
</notes></sense><sense>
<number>2) </number><definition>
 מעכשיו</definition><notes>
 from now | 
<italic>
von nun ab
</italic>
 
גיט׳ פ״ז מ״ה׃ מכאן ועד שלשים יום.
 
<pgbrk id=""vol1-p392""/>
 
</notes></sense><sense>
<number>3) </number><definition>
 מדבר זה יש ללמוד</definition><notes>
 from this we learn | 
<italic>
daraus folgt
</italic>
 
ב״ר פי״ח׃ לזאת יקרא
 
אשה כי
 
מאיש לקחה זאת מכאן שניתנה תורה בלשון הקודש.</notes></sense></senses>
</binyan>
<binyan><binyan-name>מִכַּאן וּמִכַּאן</binyan-name> <senses><sense><definition>
 משני הצדדים
 on both sides | 
<italic>
von beiden Seiten
</italic>
 
ב״ב פ״א מ״ב׃ בונין את הכותל באמצע ועושין חזית מכאן ומכאן.</definition></sense></senses>
</binyan>

<binyan><binyan-name>עַד כַּאן</binyan-name> 
<senses><sense>
<number>1) </number><definition>
 עד מקום זה</definition><notes> 
thus far | 
<italic>
bis hierher
</italic>
 חג׳ ט״ו ע״ב׃ עד כאן תחום שבת.
 
</notes></sense>
<sense>
<number>2) </number><definition>
 עד זמן זה</definition><notes>
 hitherto | 
<italic>
bisher
</italic>
 
שמח׳ פ״ח׃ עד כאן היינו חייבים בתלמוד תורה מכאן ואילך אנו חייבים בכבודו של מת.
 
</notes></sense>
<sense>
<number>3) </number><definition>
 כל כך</definition><notes>
 so much | 
<italic>
so weit, so viel
</italic>
 
בר׳ ס״ב ע״א׃ עד כאן העזת פניך ברבך.</notes></sense>
</senses> 
</binyan></entry>

",לְאַחַר
"<entry id=""E09362k""><head-word>כִּבֵּד</head-word> <pos>פיעל 
·–</pos>
<senses><sense><number>1) </number><definition>נתן מתנת כבוד</definition><notes>
 to offer a gift | 
<italic>
darbringen
</italic>
 
תנח׳ קיד׳ ח׳׃ אדוני המלך שמעתי שאתה אוהב את הפירות ובאתי לכבדך בתאנים ותפוחים.</notes>
</sense> 
<sense><number>2) </number><definition>טאטא</definition><notes>
to sweep | 
<italic>
ausfegen
</italic>
 ירוש׳ מעש׳ פ״א מ״ח ע״ד׃ נמצאת מכבד את הקרקע בשבת.</notes></sense>
<sense><number>3) </number><definition>קנח, ניקה</definition><notes>
 to cleanse | 
<italic>
reinigen
</italic>
 
מקוא׳ פ״ח מ״ד׃ האשה ששמשה ביתה וירדה וטבלה ולא כבדה את הבית כאילו לא טבלה.</notes></sense>
</senses>
<binyan><binyan-name>הִכְבִּיד</binyan-name> 
 <pos>הפ׳ ·– </pos>
<senses><sense><number>1) </number><definition>נעשה כבד</definition><notes>
 to be heavy | 
<italic>
beschwerlich sein
</italic>
 
נזיר פ״א מ״ב׃ נזיר עולם הכביד שערו מיקל בתער.</notes></sense>
 
<sense><number>2) </number><definition>נעשה מסוכן</definition><notes>
 to grow worse | 
<italic>
gefährlich
</italic>
 
<italic>
krank werden
</italic>
 
נזיר פ״ט מ״ד׃ המכה את חבירו וכו׳ ולאחר מכאן הכביד ומת.</notes></sense>
 
<sense><number>3) </number><definition>טאטא</definition><notes>
 to sweep | 
<italic>
ausfegen
</italic>
 
תנח׳ מסעי י״ג׃ הכבידן כבמכבד.</notes></sense></senses>
</binyan>
<binyan><binyan-name>הִתְכַּבֵּד</binyan-name> <senses><sense><definition> התפ׳, 1) הראה עצמו כמכובד
 to pride oneself | 
<italic>
sich hervortun
</italic>
 
הול׳ ק׳ ע״א׃ להתכבד בה לפני האורחים.
 
2) היה מטואטא
 to be swept | 
<italic>
gefegt werden
</italic>
 
פסח׳ ז׳ ע״א׃ הואיל ושוקי ירושלים עשויין להתכבד בכל יום.</definition></sense></senses>
</binyan></entry>

",הִכְבִּיד
"<entry id=""E09362n""><head-word>כַּבֵּד פַעל</head-word><senses><sense><definition>
, טאטא
 to sweep | 
<italic>
fegen
</italic>
 
נדה נ״ו ע״א׃ כביד ולא בדיק.</definition></sense></senses>
<binyan><binyan-name>אִתְכַּבֵּד</binyan-name> <senses><sense><definition>
 אתפ׳, היה מטואטא
 to be swept | 
<italic>
gefegt werden
</italic>
 
שם שם ע״ב׃ גומה לא מתכבדא.</definition></sense></senses>
</binyan></entry>

",אִתְכַּבֵּד
"<entry id=""E09363zz""><head-word>כְּבָר</head-word> <senses><sense><definition>
·– ודאי
 to be sure | 
<italic>
gewiß, sicher
</italic>
 
ירוש׳ נדה פ״ב נ׳ ע״ב׃ כבר דהוא מראיו.</definition></sense></senses>
<binyan><binyan-name>מִכְּבָר</binyan-name> <senses><sense><definition>
 למפרע
 retroactively | 
<italic>
rückwirkend
</italic>
 
ירוש׳ קיד׳ פ״ג ס״ג ע״ג׃ תמן באומר מכבר ברם הכא באומר לאחר שלשים יום.</definition></sense></senses>
</binyan></entry>

",מִכְּבָר
"<entry id=""E09363a""><head-word>כָּבַר</head-word><senses><sense><definition>
 פ״י, ניפה בכברה
 to sift | 
<italic>
durchsieben
</italic>
 
ב״ר פ״ד׃ כובר חטים או תבן בכברה.</definition></sense></senses>
<binyan><binyan-name>נִכְבַּר</binyan-name> <senses><sense><definition>
 נפ׳, היה מנופה
 to be sifted | 
<italic>
gesiebt werden
</italic>
 
תוס תר׳ י׳ פ״ו׃ בעדשים וכל דכר שדרכו ליכבר.</definition></sense></senses>
</binyan></entry>

",נִכְבַּר
"<entry id=""E09363h""><head-word>כָּבַשׁ פָּנָיו</head-word><senses><sense><definition>
 הסתיר פניו מחמת בושה או פחד
 to hide one’s self in fear or shame | 
<italic>
das Gesicht (aus Scham oder Furcht) verbergen
</italic>
 
סנה׳ י״ט ע״ב׃ כבשו פניהם בקרקע.</definition></sense></senses>
<binyan><binyan-name>נִכְבַּשׁ</binyan-name> <senses><sense><definition>
 נפ׳ 
·–
 1) נלחץ ונדחק
 to be pressed down | 
<italic>
niedergedrückt werden
</italic>
 
פסיק׳ את קרבני ס״א ע״ב׃ כל דבר שהוא נכבש סופו לצוף.
 
2) הושם (המאכל) למשמרת
 to be preserved, pickled | 
<italic>
eingemacht, eingelegt werden
</italic>
 
תוס׳ מע״ש א׳ י״ג׃ כל הנכבשין בין משימתיקו וכו׳.
 
3) נזדווג
 to have sexual intercourse | 
<italic>
beiwohnen
</italic>
 
יבמ׳ פ״ז מ״ה׃ הלך הבן ונכבש על השפחה וילדה הימנו בן.</definition></sense></senses>
</binyan></entry>

",נִכְבַּשׁ
"<entry id=""E09363k""><head-word>כִּבֵּשׁ אֶת הָרֵיחַייִם</head-word><senses><sense><definition>
 תקן את אבני הריחיים למלאכת הטחינה
 to put the millstones in working order | 
<italic>
die Mühlsteine für das Mahlen zurechtmachen
</italic>
 
מו״ק פ״א מ״ט׃ אין מכבשין את הריחיים בתחלה.</definition></sense></senses>
<binyan><binyan-name>נִתְכַּבֵּשׁ</binyan-name> <senses><sense><definition>
 נתפ׳, נלכד ונכבש
 to be conquered | 
<italic>
erobert werden
</italic>
 
איכ״ר ב׳ ב׳׃ כל בירה ובירה שהיתה בירושלים לא היתה ראויה להתכבש פחות מארבעים יום.</definition></sense></senses>
</binyan></entry>

",נִתְכַּבֵּשׁ
"<entry id=""E09363n""><head-word>כַּבֵּשׁ פַעל</head-word><senses><sense><definition>
 , 1) לכד וניצח
 to conquer | 
<italic>
besiegen
</italic>
 
תרג׳ מש׳ ט״ז ל״ב (מושל ב־וחו)׃ דמכבש נפשיה.
 
2) רצף וסלל
 to pave | 
<italic>
bahnen, pflastern
</italic>
 
תרג׳ יר׳ י״ח ט״ו (דרך לא סלולה)׃ שבילין דלא מכבשין.</definition></sense></senses>
<binyan><binyan-name>אִתְכְּבֵשׁ</binyan-name> <senses><sense><definition>
 אתפ׳, 1) נלכד
 to be conquered | 
<italic>
erobert werden
</italic>
 
תרג׳ יר׳ נ״א מ״א (נלכדה ששך)׃ אתכבישת בבל.
 
<pgbrk id=""vol1-p395""/>
 
2) הסתתר
 to hide one’s self | 
<italic>
sich verbergen
</italic>
 
תרג׳ יב״ע דב׳ כ״ב ב׳׃ ותתכביש מנהון.</definition></sense></senses>
</binyan></entry>

",אִתְכְּבֵשׁ
"<entry id=""E09363ia""><head-word>כְּדַב</head-word><senses><sense><definition>
 
פ״ע, 
כַּדֵּב
 פַעל, שיקר
 to lie | 
<italic>
lügen
</italic>
 
תרג׳ הוש׳ ד׳ ב׳ (אלה וכחש)׃ יימן לשקר וכדבין; תרג׳ ויק׳ י״ט י״א (ולא תכחשו)׃ ולא תכדבון.</definition></sense></senses>
<binyan><binyan-name>אִתְכַּדֵּב</binyan-name> <senses><sense><definition>
 אתפ׳, נכזב
 to be proved false | 
<italic>
sich als lügenhaft erweisen
</italic>
 
תרג׳ מש׳ ל׳ ו׳ (ונכזבת)׃ ותתכדב.</definition></sense></senses>
</binyan></entry>

",אִתְכַּדֵּב
"<entry id=""E09363wa""><head-word>כְּדִי</head-word><senses><sense><definition>
 1) מה״ח, כאשר
 when | 
<italic>
als
</italic>
 
ירוש׳ דמאי פ״ו כ״ה ע״ג׃ כדי יהב ליה כולא מותר כדי יהב ליה פלגא אסור.
 
2) סתם
 without special reason | 
<italic>
ohne Grund
</italic>
 
ב״מ כ״ז ע״ב׃ תובעין איצטריכא ליה סימנין כדי נסבה.
 
3) בלבדalone, merely | 
<italic>
allein
</italic>
 
גיט׳ נ״ה ע״א׃ יאוש כדי לא קני.
 
4) שם אמורא
 name of an Amora | 
<italic>
Name eines Amoräers
</italic>
 
ב״מ ב׳ ע״א׃ אמר רב פפא ואיתימא רב שימי ואמרי לה כדי.</definition></sense></senses>
<binyan><binyan-name>בִּכְדִי</binyan-name> <senses><sense><definition>
 בחנס, לחנם
 for no cause | umsonst, 
<italic>
vergebens
</italic>
 
כת׳ ל״ו ע״ב׃ לא שדי איגש זוזי בכדי.</definition></sense></senses>
</binyan>
<binyan><binyan-name>מִכְּדִי</binyan-name> <senses><sense><definition>
 אלא מעתה
 from such (a condition) as it is, now, well | 
<italic>
wenn dem so ist, da ja
</italic>
חול׳
 
ק״ט ע״ב׃ מכדי כל דאסר לן רחמנא שרא לן כותיה אסר לן דמא שרא לן כבדא וכו׳.</definition></sense></senses>
</binyan></entry>

",בִּכְדִי
"<entry id=""E09363za""><head-word>כְּדֵי</head-word><senses><sense><definition>
 ·–
 למען, בשביל
 in order to | 
<italic>
um, damit
</italic>
 
ב״ב קע״א ע״א׃ ומפני שני דברים אמרו כותבין שובר אחת כדי שיכוף לפורעו ואחת כדי שיגבה מזמן ראשון.</definition></sense></senses>
<binyan><binyan-name>בִּכְדֵי</binyan-name> <senses><sense><definition>
 במדה
 as much as … | 
<italic>
soviel als 
</italic>
… 
ב״ב ע״ח ע״א׃ אונאה וביטול מקח בכדי שהדעת טועה.</definition></sense></senses></binyan>
</entry>

",בִּכְדֵי
"<entry id=""E09363fb""><head-word>כְּדֵין</head-word><senses><sense><definition>
 תה״פ, עתה
 now | 
<italic>
jetzt, nun
</italic>
 
תרג׳ תה׳ ב׳ י׳ (ועתה)׃ וכדין.
 </definition></sense></senses>
<binyan><binyan-name>בִּכְדֵין</binyan-name> <senses><sense><definition>
 כך
 in this manner | 
<italic>
auf diese Weise
</italic>
 
תרג׳ מל״א כ״ב כ׳ (זה בכה וזה בכה)׃ דין בכדין ודין אמר בכדין.</definition></sense></senses>
</binyan></entry>

",בִּכְדֵין
"<entry id=""E09363dc""><head-word>כְּהִיּ</head-word><senses><sense><definition>
 פ״ע, היח כהה ועכור
 to be dim | 
<italic>
dunkel, trübe
</italic>
 
<italic>
sein
</italic>
 
ירוש׳ נד׳ פ״ט מ״א ע״ב׃ עיני כהייא.</definition></sense></senses>
<binyan><binyan-name>אַכְהֵי</binyan-name> <senses><sense><definition>
 אפ׳, הכהה
 to dim | 
<italic>
trübe machen
</italic>
 
תרג׳ יח׳ ל״ב ז׳׃ באכהיותי ית זיו יקר מלכותך.</definition></sense></senses>
</binyan>
<binyan><binyan-name>אִתְכְּהִי</binyan-name> <senses><sense><definition>
 אתפ׳, נעכר
 to be aflicted | 
<italic>
betrübt werden
</italic>
 
תרג׳ יח׳ י״ג כ״ב׃ ומן קדם מימרי לא אתכהי.
 </definition></sense></senses>
</binyan></entry>

",אַכְהֵי
"<entry id=""E09363mc""><head-word>כֹּהֵן</head-word><senses><sense><definition>
 
·– כֹּהֵן הֶֶֶדְיוֹט כהן פשוט, בנגוד לכהן גדולordinary priest | 
<italic>
gewöhnlìcher Priester (im Gegensatz zum 
Hohepriester)
</italic>
 
יומא ו׳ ע״א׃ אבנטו של כהן גדול וכו׳ אבנטו של כהן הדיוט.</definition></sense></senses>
<binyan><binyan-name>תּוֹרַת כֹּהֲנִים</binyan-name> <senses><sense><definition>
 1) ספר ויקרא 
name of the third Book of Moses, Leviticus | 
<italic>
Name des 3.
</italic>
<pgbrk id=""vol1-p398""/>
<italic>
Buches Mosis, Leviticus
</italic>
ויק״ר פ״ז׃ מפני מה מתחילין לתינוקות בתורת כהנים ואין מתחילין 
בבראשית.
 
2) כנוי למדרש חהלכי לס׳ ויקרא, חוא ספרא
 the halachic Midrash to Leviticus (Sifra) | 
<italic>
der halachische Midrasch zu Leviticus (Sifra)
</italic>
 יבמ׳ ע״ב ע״ב׃ היכא תנא ליה בתורת כהנים.
 </definition></sense></senses>
</binyan></entry>

",תּוֹרַת
"<entry id=""E09363rd""><head-word>כָּוָה</head-word><senses><sense><definition>
 פ״י, גרם כוית אש 
to scald, to cauterize | 
<italic>
verbrühen, Brandwunden zufügen
</italic>
 
ב״ק פ״ח מ״א׃ כואו בשפוד או במסמר וכו׳.</definition></sense></senses>
<binyan><binyan-name>נִכְוָה</binyan-name> <senses><sense><definition>
 נפ׳ –· נפגע
 to be injured | 
<italic>
verletzt werden
</italic>
 
כת׳ ה׳ ע״ב׃ אל ישמיע אדם לאזניו דברים בטלים מפני שהן נכוות תחלה לאברים.</definition></sense></senses>
</binyan></entry>

",נִכְוָה
"<entry id=""E09363ie""><head-word>כּוֹזִיבָא</head-word><senses><sense><definition>
 עי׳ 
כּוֹזְבָא.
 ירזש׳ שבת פי״ט י״ז ע״א׃ ימי בן כוזיבא.
 
כּוּזְנִי, כּוּזַנְתָּא, כּוּזְתָא
 נ׳, כד
 jug | 
<italic>
Krug
</italic>
 
שבת קל״ט ע״ב׃ בפומיה דכוזני; ע״ז ע״א ע״ב׃ אפומי דכוזגתא; מו״ק י״ב ע״א׃ זופתין כוזתא ואין זופתין חביתא במועד.</definition></sense></senses>
</entry>

","כּוּזְנִי,"
"<entry id=""E09363re""><head-word>כְּוִי</head-word><senses><sense><definition>
 פ״ע, בער, דלק
 to burn | 
<italic>
brennen
</italic>
 
ירוש׳ ביצה פ״ב ס״א ע״ג׃ כל גומרא דלא כוויה בשעתה לא כוויה.</definition></sense></senses>
<binyan><binyan-name>אִתְכַּוִּי</binyan-name> <senses><sense><definition>
 אתפ׳, נכוה, נחרך
 to be scalded | 
<italic>
versengt werden
</italic>
 
תרג׳ מש׳ ו׳ כ״ח (ורגליו לא תכוינה)׃ וריגלוי לא מתכוין.</definition></sense></senses>
</binyan></entry>

",אִתְכַּוִּי
"<entry id=""E09384b""><head-word>(כון)</head-word><senses><sense><definition>
 כִּוֵּן פיעל, 1) עשח ישר ומכוון 
to straighten | 
<italic>
gerade machen
</italic>
ספרי דב׳ ש״ח׃ מכוונו במעגילה.
2) קבע בדיוק to determine exactly | genan bestimmen ירוש׳ עור׳ פ״ה כ״ב ע״ג׃ לכויי את הרוחות.
3) הדריך to direct | lenken ספרי דב׳ מ״א׃ דרבן זה מכוון את הפרה לתלמיה.
4) העמיד כנגד, ממול to oppose | gegenüberstellen ירוש׳ סנה׳ פ״ט כ״ז ע״א׃ כיוונו בנגד החץ.
5) חשב ונתכוון to intend | beabsichtigen מכי׳ בשלח ב׳ ה׳׃ לא כוונתם אלא לכבודי.
6) הסב והפנה כלפי to turn towards | richten, wenden תוס׳ בר׳ נ׳ ט״ו׃ העומדים בחוצה לארץ מכוונין את לבם כנגד ארץ ישראל.</definition></sense></senses>
<binyan><binyan-name>הִתְכַּוֵּן</binyan-name>  <senses><sense><definition>התפ׳, 1) העמיד עצמו כנגד, ממול to oppose one’s self | sich gegenüberstellen מדות פ״ב מ״ד׃ עומד בראש הו המשחה ומתכוין ורואת בפתחו של היכל.

2) שם דעתו ורצונו לדבר to intend | beabsichtigen ב״ק פ״ג מ״א׃ נשברה כדו וכו׳ במתכוין חייב באינו מתכוין פטור.</definition></sense></senses>
</binyan></entry>

",הִתְכַּוֵּן
"<entry id=""E09384d""><head-word>כַּוֵּן פַעל</head-word> <senses><sense><definition>, 1) עשה ישר to straighten | gerade machen תרג׳ יב״ע דב׳ י״ט ג׳ (תכין לך הדרך)׃ תכוונון לכון אורחא.
2) הסב, הפנה to direct | richten, lenken בר׳ י״ז ע״ב׃ לא מצי לכווני דעתיה.
3) פנה to turn towards | sich wenden תרג׳ במ׳ ל״ד ח׳ (תתאו לבוא חמת)׃ תכונון למטי חמת.</definition></sense></senses>
<binyan><binyan-name>אִתְכַּוֵּן, אִכַּוֵּן</binyan-name>  <senses><sense><definition>אתפ׳, עי׳ הִתְכַּוֵּן. תרג׳ תה׳ ק״א ז׳׃ לאתכוונא קבל עיני; חול׳ צ״ה ע״א׃ איכוון לצעורי לחבריה.</definition></sense></senses>
</binyan></entry>

","אִתְכַּוֵּן,"
"<entry id=""E09416""><head-word>כּוּפְתָּא</head-word><pos>ז׳,</pos><senses>
<sense>
<number>1) </number><definition>
 צואה, גללים</definition><notes> 
excrements | 
<italic>
Exkremente
</italic>
 
ב״ב ע״ג ע״ב׃ רמא כופתא.

 
</notes></sense><sense>
<number>2) </number><definition>
 סל</definition><notes> 
basket | 
<italic>
Korb
</italic>
 
גיט׳ ל״ב ע״א׃ קניא בכופתא.
 
</notes></sense><sense>
<number>3) </number><definition>
 עקידה</definition><notes> 
being tied 
|
 
<italic>
Fesselung
</italic>
 
תרג׳ איוב ג׳ י״ה׃ דנפק בר חורין מן כופתא.
 
</notes></sense><sense>
<number>4) </number><definition>
 עי׳ <bold><xref rid=""E09415"">כּוֹפֶת</xref>
</bold>
 
1. שבת ע״ז ע״ב׃ כופתא כוף ותיב.
</definition></sense></senses>
<binyan><binyan-name>בְּוַץ</binyan-name> <pos>פ״ע,</pos><senses><sense><definition>נצטמצם ונתקמט</definition><notes> 
to shrink
<italic>
 | zusammenschrumpfen
</italic>
 
חול׳ מ״ג ע״ב׃ כל שחותכו ועומד במקומו זה תורבץ הוושט אלא איזהו וושט עצמו כל שחותכו וכויץ.</notes></sense></senses></binyan>
</entry>
",בְּוַץ
