Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 68:10","אין מולגין גדיים וטלאים ועופות בכלי ראשון אלא אם כן ניקר את החלב ומלחם. וכן לא יערה עליהם מכלי ראשון. ואם עירה די כה בקליפת העור. ואם ראש העוף למעלה כשמערה עליו אין צריך קליפה. הגה: ולא מקרי עירוי אלא כשלא פסק הקלוח מכלי הראשון כשנגע למטה אבל אם פסק כבר לא מיקרי עירוי ואינו אוסר (ר""ן ושאר פוסקים וע""ל סימן ק""ה סק""ד)."
"Shulchan Arukh, Yoreh De'ah 68:11","אפילו בכלי שני יש אומרים שלא ימלוג; ואם מלג מותר. הגה: דקיימא לן כלי שני כח אינו מבשל ואפילו היד סולדת בו (מרדכי פרק השוכר) ובדיעבד שרי אבל לכתחלה אסור (הגהות ש""ד שער י""ד) ולכן נהגו באלו המדינות שלא למלוג שום דבר רק אחר מליחה מיהו לכבוד אורחים או צורך שבת מותר להניח בכלי שני אפילו לכתחלה לא חתיכה מלאה קרח וכפור כדי למהר מליחתו. לב וטוב ליזהר לכתחלה שלא להניחו רק במים שאין היד סולדת בהם. ואין חילוק בין כלי חרס (*) או כלי נחשת או שאר כלים לענין כלי שני. (כן משמע לו מדברי הפוסקים)."
"Shulchan Arukh, Yoreh De'ah 68:12","אם מלג עובד כוכבים או שפחה שהיתה בבית ישראל עופות ולא ראה הישראל אם בכלי ראשון או בכלי שני אם העובד כוכבים יודע בטיב יהודים אם יש שם נער או נערה שיודעים בטיב הענין מותר (ועיין לקמן סימן ס""ט מדין ."
"Shulchan Arukh, Yoreh De'ah 68:13",תרנגולות שנמלגו יחד בכלי שני ונמצאת אחת מהן טריפה לא נאסרו האחרות.
"Shulchan Arukh, Yoreh De'ah 68:14","מים שמלגו בהם יש ליזהר שלא להחזירם להרתיח כדי למלוג בהם שנית או כדי להדיח בהם קערות (ונהגו שלא להשתמש במי מליגה כלל אפילו אינם רק צוננים) (הגהות מרדכי וש""ד וארוך)."
"Shulchan Arukh, Yoreh De'ah 68:15",אם נמלגה תרנגולת בכלי שני במחבת חולבת אפילו היא בת יומא הכלי והתרנגולת מותרים אם עירו המים תחלה; אבל אם עירו מים על התרנגולת אם הראש למטה יש מי שאוסר ויש מי שמתיר.
"Shulchan Arukh, Yoreh De'ah 69:1","~[א] צריך להדיח הבשר קודם מליחה. ואם הדיחו הטבח אין צריך להדיחו בבית) (טור). ואם אחר שהדיח חתך כל נתח לשנים או לשלשה או שהסיר טלפי הרגלים לאחר ההדחה) (ארוך כלל י""ד וי""ז) צריך לחזור להדיחם הגה: ואם לא עשה כן הוי כלא הודח כלל (שם). הדחת הבשר לכתחלה יזהר לשרותו נגד חצי שעה ולהדיחו היטב במי השרייה אבל אם לא שראו רק הדיחו היטב סגי ליה ואחר כך ימתין מעט שיטפטפו המים קודם שימלחנו שלא ימס המלח מן המים ולא יוציא הדם (הגהות ש""ד והגהות אשירי פכ""ה ובארוך כלל א’). ונהגו שלא להשתמש בדברים אחרים בכלי ששורין בו בשר. ואם נשתהה הבשר בשרייתו מעת לעת הבשר וגם הכלי אסורין. ועיין לקמן סימן זה. אבל פחות מעת לעת אין להקפיד. ואף במקום שנאסר הכלי מותר לחזור ולשרות בו (בארוך). דין בשר שמלא קרח כיצד נוהגין עם שרייתו (עיין לעיל סימן ס""ח)."
"Shulchan Arukh, Yoreh De'ah 69:2","אם מלח ולא הדיח תחילה ידיחנו וימלחנו שנית. ויש אוסרין. הגה: וכן נוהגין אפילו לא נמלח רק מעט כדרך שמולחין לצלי ואפילו לא שהה במלחו שיעור מליחה (ארוך וש""ד וסמ""ג). מיהו במקום הפסד מרובה יש להתיר (ב""י). ואם לא הודח רק מעט קודם שמלחו יד מותר בדיעבד. והוא הדין אם היה ס' בחתיכה נגד דם שעליו (הגהת ש""ד בשם מהרא""י). ואם נמלח חתיכה בלא הדחה עם שאר חתיכות שאר חתיכות מותרות והיא אסורה (בארוך כלל ד' דין ה’)."
"Shulchan Arukh, Yoreh De'ah 69:3","לא ימלח במלח דקה כקמח ולא במלח גסה ביותר שנופלת מעל הבשר אילך ואילך. ואם אין לו מלח אחר רק מלח דק כקמח מותר למלוח (ד""ע)."
"Shulchan Arukh, Yoreh De'ah 69:4","יפזר עליו מלח שלא ישאר בו מקום מבלי מלח וימלח כדי שלא יהא ראוי לאכול עם אותו מלח ואינו צריך להרבות עליו מלח יותר מזה. ומולחו משני צדדים. ועופות צריך למלחם גם מבפנים ואם לא מלחם אלא מבפנים או מבחוץ וכן חתיכה שלא נמלחה אלא מצד אחד מותר. הגה: ויש אוסרים אפילו בדיעבד (מהרא""י בהגהות ש""ד וארוך כלל ו’) והכי נהוג אם לא לצורך. ודוקא אם כבר נתבשל כך; אבל אם לא נתבשל עדיין לא יבשלנו כך אלא אם הוא תוך י""ב שעות שנמלח יחזור וימלח צד השני שלא נמלח עדיין ויבשלנו אחר כך ואם הוא אחר י""ב שעות אזי יצלנו דנורא משאב שאיב ואין הצד שנמלח כבר בולע מצד שלא נמלח (שם)."
"Shulchan Arukh, Yoreh De'ah 69:5",אחר שנמלחה החתיכה ~[ב] אם חתך ממנה אינו צריך לחזור ולמלוח מקום החתך.
"Shulchan Arukh, Yoreh De'ah 69:6","שיעור שהייה במלח אינו פחות מכדי הילוך מיל שהוא כה כדי שלישית שעה בקירוב. הגה: ~[ג] ועל זה יש לסמוך בדיעבד או אפילו לכתחלה לכבוד אורחים או לצורך שבת אבל בלאו הכי המנהג להשהות במליחה שיעור ~[ד] שעה ואין לשנות (מהרא""י בת""ה סימן קס""ז ובהגהת ש""ד ואו""ה כלל א’)."
"Shulchan Arukh, Yoreh De'ah 69:7","קודם שיתן הבשר בכלי שמדיחו בו ינפץ מעליו המלח שעליו או ישטפנו במים ואחר כך יתן הבשר בכלי שמדיחין בו וידיחנו פעמים וישטוף הכלי בין רחיצה לרחיצה. הגה: כח וי""א שצריכין להדיח ג' פעמים (חדושי אגודה בשם א""ז ומהרא""י ואו""ה כ""א דט""ו והג""א) והכי נוהגין לכתחילה על כן ישטפנו או ינפץ המלח מעליו וידיחנו ב' פעמים דזה הוי כהדחה ג' פעמים או ישים המים תוך הכלי ואחר כך יניח בו הבשר וידיחנו ג' פעמים והכי נהוג. ולכתחילה יתן מים הרבה בהדחה ראשונה כדי שיבטל כח המלח שבציר (ד""ע). מותר להדיח הבשר ~[ה] במי פירות ואין צריך מים (הר""ן פ' השוחט ותוספ' שם)."
"Shulchan Arukh, Yoreh De'ah 69:8","אם לא ניפץ המלח שעליו ולא שטפו אין לאסור לא כי המים שבכלי מבטלין כח המלח. הגה: ואפילו המים מועטים מ""מ מבטלים כח הציר (ד""ע וארוך כלל ו' ומהרא""י). ויש מתירין אפילו לא היה מים כלל בכלי והניחו בו הבשר דאין לחוש בשעה מועטת כזו שעוסקין בהדחת הבשר (ש""ד ואו""ה כלל א' וי' וע""ל ס""כ) ויש לסמוך עלייהו. ואין לחוש בכל זה רק בהדחה ראשונה אבל לאחר הדחה ראשונה אין לחוש (כך משמע ממרדכי ור""ן). ואין חילוק בין אם הדיחו בכלי כשר או טרפה או חולבת. ואם היה מעט מים בכלי שמבטל כח המלח שאינו חשוב עוד כרותח אפילו הכלי חולבת או הטריפה מלוכלך עדיין באיסור מותר (בארוך)."
"Shulchan Arukh, Yoreh De'ah 69:9","בשר שנמלח ונתבשל בלא הדחה אחרונה צריך שיהא בו ששים כדי המלח שבו. הגה: וכל הקדירה מצטרף לששים (ש""ד וע""פ עיין ס""ק ל""ד). ואם יש בקדירה כ""כ כמו החתיכה שנמלח ולא הודח הכל שרי דודאי איכא ששים נגד המלח שעל החתיכה דהחתיכה עצמה בודאי היא שלשים נגד המלח שעליו (בארוך כלל י""א ד""ד). ואי ליכא ס' בקדירה נגד המלח ~[ו] אפילו לא הושם רק בכלי שני הכל אסור דמאחר שיש שם מלח וציר ~[ז] אפילו בכלי שני מבשל (שם דין א' ובמרדכי). בשר יבש יש להתיר אפילו בכלי ראשון דודאי יש ס' נגד המלח שעליו מאחר שכבר נתייבש (מרדכי פכ""ה וראב""ן וב""י בשם הגהת אשירי וש""ד). אבל לכתחלה יזהר אפילו בבשר יבש שלא לבשלו או להדיחו במים שהיד סולדת בהם בלא הדחה אחרונה (ש""ד שם) וכל זה מיירי שלא הודח באחרונה כלל אבל אם הודח רק פעם אחת ונתבשל כך מותר דבדיעבד סגי ליה בהדחה אחת באחרונה (מהרא""י בהגהת ש""ד). מלח שמלחו בו פעם אחת אסור למלוח בו פעם שנית (כל בו וד""ע ודעת רוב הפוסקים) וכל שכן ~[ח] שאסור לאכול המלח אחר שמלחו בו."
"Shulchan Arukh, Yoreh De'ah 69:10","עובד כוכבים משמש בבית ישראל ונתן הבשר בקדירה ואין ידוע אם הדיחו אם יודע העובד גלולים מנהג ישראל סומכין על דבריו אם היה שם ישראל יוצא ונכנס או שום קטן בן דעת. הגה: ובחד מינייהו סגי (טור) או ~[ט] במסיח לפי תומו שהדיחו יפה או שישראל אפילו קטן יוצא ונכנס דמרתת הואיל ויודע מנהגי ישראל. מיהו אם מיחה לעובד גלולים שלא ידיחו בלא רשותו והוא עבר על דבריו אסור דהא חזינן דאינו מרתת ואין לסמוך גם כן אדבריו (הגהת ש""ד ואו""ה)."
"Shulchan Arukh, Yoreh De'ah 69:11","~[י] בשר שנתבשל בלא מליחה צריך שיהיה בתבשיל ששים כנגד אותו בשר ואז מותר הכל. הגה: ויש אוסרים ~[יא] אותה חתיכה אפילו בדאיכא ס' נגד החתיכה (טור בשם י""א והגהות מיימוני בשם סמ""ק והגהות ש""ד וארוך ומהרא""י ומרדכי בשם ראב""ן) והכי נהוג אם לא לצורך כגון לכבוד שבת או לכבוד אורחים דאז יש לסמוך אדברי המקילין (ב""י בשם א""ח וד""ע עד""מ). ואם נמלחה חתיכה ולא נמלחה כראוי דינה כאלו לא נמלחה כלל. וכן בשר ששהה ג' ימים בלא מליחה אף אם נמלח דינו כאלו לא נמלח ואם נתבשל צריך ס' כנגדו (או""ה)."
"Shulchan Arukh, Yoreh De'ah 69:12","בשר ששהה ג' ימים מעת לעת בלא מליחה נתייבש דמו בתוכו ולא יצא עוד ע""י מליחה ואין לאוכלו מבושל אלא צלי. ואחר שצלאו נא לא יבשלנו ואם בישלו מותר. נב ~[יב] ואין להשהות בשר ג' ימים בלא מליחה דחיישינן שמא יבשלו) (ב""י בשם פסקי מהרא""י סימן קצ""א)."
"Shulchan Arukh, Yoreh De'ah 69:13",ואם שרו אותו במים תוך הג' ימים יכול להשהותו עוד שלשה ימים אחרים נד פחות חצי שעה (אגור). בשר שנמלח ~[יג] וספק אם נמלח תוך ג' מותר) (בארוך).
"Shulchan Arukh, Yoreh De'ah 69:14","בשר ששהה שלשה ימים בלא מליחה נה ונתערבה אותה חתיכה בחתיכות אחרות נו בטלה נז ברוב נח ומותר לבשל כולן נט ואפי' היתה ראויה להתכבד. ~[יד] וכן הדין בנתבשל בלא מליחה ונתערב אח""כ באחרות (או""ה)."
"Shulchan Arukh, Yoreh De'ah 69:15","~[טו] בשר המלוכלך בדמים שנשרה במים מעת לעת יש אוסרים לאכלו כי אם צלי סא אלא אם כן יש במים ס' כנגדו. (עיין ס""ק נ""ו. סב ויש אוסרים אפילו לצלי והכי נהוג) (או""ה)."
"Shulchan Arukh, Yoreh De'ah 69:16","אין מולחין אלא בכלי מנוקב או על גבי קשין וקסמין או במקום מדרון בענין שאם ישפך שם מים יצאו מיד. הגה: ודף חלק ברהטני שמים זבין ממנו אין צריך להניחו במדרון. אבל אם אינו חלק ברהיטני צריך להניחו במדרון שיצאו המים ממנו (שערים ש""ו ובב""י בשם ת""ה סימן קע""ב) בכלי מנוקב יזהר לכתחלה שיהיו הנקבים פתוחים. (בארוך כלל ג’). ולכן לא יעמידו על גבי קרקע כי הוא ככלי שאינו מנוקב (ע""ל ס""ס . וכן מחמירין קצת לשום תוך הכלי מנוקב קש או קסמין כי הבשר יסתום הנקבים (הגהות אשיר""י פכ""ה ובארוך כלל א’) ובדיעבד אין לחוש לכל זה. ואם מלח בכלי שאינו מנוקב סג אסור להשתמש באותו כלי בדבר רותח. הגה: סד ואם נשתמש בו בעי קליפה אם הוא דבר יבש (רשב""א) ואם הוא דבר לח סה בעינן ~[טז] ששים נגד ~[יז] קליפה מן הקערה. (ב""י בשם י""א). סו ויש אומרים שאפי' בצונן אסור להשתמש בו בלא הדחה ואם נשתמש בו בלא הדחה ידיח מה שנשתמש בו. הגה: סז אבל מותר לחזור ולמלוח בה בשר לאחר שניקבוה סח ~[יח] או אפילו בלא נקיבה אם הבשר שהה כבר במליחתו והודח (ב""י בשם הגהת ש""ד וארוך)."
"Shulchan Arukh, Yoreh De'ah 69:17",אבל אם הוא מנוקב סט מותר לאכול בו אפילו רותח. ויש אוסרין ברותח. (ויש ליזהר לכתחלה ובדיעבד מותר). (ארוך כלל ג’).
"Shulchan Arukh, Yoreh De'ah 69:18","בשר עא שנמלח בכלי שאינו מנוקב עב ~[יט] ושהה בו כשיעור שיתנו מים על האש ויתחילו להרתיח כל מה שממנו בציר אסור לאכלו אפילו צלי וחלק החתיכה שחוץ לציר אין אסור ממנו עג ~[כ] אלא כדי קליפה ואפילו אם יש בה שומן. הגה: עד ~[כא] ויש אוסרין כל החתיכה אפילו מה שחוץ לציר. (טור ומרדכי בשם מהר""ף). ואפילו לא נמלח רק מעט כדרך שמולחין לצלי עה ואפילו לא שהה שיעור מליחה רק מעט עד שנראה ציר בכלי (מרדכי פכ""ה בשם ראבי""ה והגהת ש""ד וארוך כלל י’) עו וכן נוהגין ואין לשנות. ומכל מקום אינו אסור רק אותה חתיכה המונחת למטה בכלי ונוגעת בציר עז אבל שאר חתיכות שעליה הנמלחים עמה מותרות. (שם בארוך ובכל ~[כב] והכי נהוג."
"Shulchan Arukh, Yoreh De'ah 69:19","אחר שנמלח הבשר והודח מותר ליתנו אפילו במים שאינם רותחין. עח ויש מי שמצריך ליתנו במים רותחין. (והמנהג כסברא ראשונה וכן עיקר) (ב""י ודעת עצמו)."
"Shulchan Arukh, Yoreh De'ah 69:20","בשר שנמלח ושהה כדי מליחה ונתנוהו אחר כך בכלי בלא הדחה עט ונתמלא מציר מותר. ולפי זה בשר שנפל לתוך ציר היוצא מהבשר אחר ששהה כדי מליחה מותר. ויש מי שאוסר בזה ובזה ויש לחוש לו לכתחלה. הגה: ויש אוסרין (תוספות ורא""ש וכמה מן האחרונים) אפילו בדיעבד פא כדי קליפה. (הגה ש""ד ובשערים ומהרי""ב ומהר""ש וב""י וארוך) והכי נהוג. ודוקא מה שמונח בתוך הציר אבל מה שחוץ לציר שרי. פב והכלי שנפל בו אותו הציר אסור. פג וכן אם היה הכלי חולבת ויש בו לכלוך אסור הבשר דאף לאחר שיעור מליחתו נחשב כרותח (הגה ש""ד ות""ה סימן קנ""ט). פד אבל אם הוא הפסד מרובה ואית ביה גם כן צורך סעודת מצוה יש להקל ולומר דאחר ששהה שיעור מליחה לא מחשב צירו כרותח (ד""ע ועיין לקמן סימן צ""א). פה ולפי דבריו אף על פי ששהה הבשר במלח כשיעור אסור לאכול ממנו עד שידיחנו יפה יפה. ואסור לחתוך ממנו בסכין קודם שידיחנו פו ואם חתך צריך להגעילו. הגה: פז ויש מתירין לחתוך בסכין לאחר ששהה שיעור מליחה פח דאין מליחה לכלים פט וכן עיקר דמותר (ת""ה סימן קנ""ב ואו""ה כלל ל""ז). אבל הסכין צריך הדחה אחר כך צא או נעיצה בקרקע אם נתייבשה עליו הציר (ארוך). ואפילו קודם שיעור מליחה אין האיסור משום הסכין אלא משום שיצא דם בעין על הבשר ואם רוצה להדיחו שם היטב ולחזור ולמלחו שם מותר. וכשרוצים לעשות מליח להתקיים לאחר ששהה במלחו בכלי מנוקב כשיעור הראוי צב מדיחים אותו יפה יפה ואחר כך חוזרים ומולחים אותו כדי שיתקיים ואפילו בכלי שאינו מנוקב. ואפילו לפי סברא זו צג אם רוצה למלוח ולאכול צלי בלא הדחה עושה ואינו חושש לדם שעל המלח שהאש שואבו ומונע המלח מלבלוע דם. והני מילי במולחו ומעלהו לצלי אבל אם שהה במלחו המלח בולע הדם ונאסר ולפיכך מדיחו יפה יפה וצולה ואוכל. (וע""ל סימן ע""ו מדין בשר שנמלח ולא הודח ונצלה כך)."
"Shulchan Arukh, Yoreh De'ah 69:21",במקום שאין מלח מצוי יצלו הבשר עד שיזוב כל דמו ואחר כך יבשלוהו.
"Shulchan Arukh, Yoreh De'ah 70:1","מולחין הרבה חתיכות זו על גב זו. אע""פ שהתחתונה גומרת פליטתה קודם לעליונה לא אמרינן שחוזרת ובולעת מדם העליונה לפי שהוא שוהה הרבה לפלוט ציר וכל זמן שפולטת צירה אינה בולעת. ואפילו מתקבץ הרבה ציר ועומד בגומא שבין החתיכות מותר. במה דברים אמורים במולח בשר עם בשר ואפילו בשר שור עם בשר גדיים וטלאים ואפילו עם עופות שאי אפשר להם לגמור כל פליטת צירן עד שיגמור בשר שור לפלוט את דמו. הגה: ומכל מקום נוהגין להחמיר לכתחלה שכל חתיכה שיש לה בית קיבול כגון דופן שלימה מהפכין אותה שיזוב הדם אבל בדיעבד אין לחוש (א""ו הארוך). חתיכה שמלח אותה ב' פעמים מותרת ולא חיישינן שמלח השני מבליע הדם הנשאר ממליחה הראשונה (פסקי מהרא""י סימן ס""ו). אבל בשר עם דגים אפילו בשר עופות עם דגים אסור למלוח לפי שהדגים פולטים כל צירן קודם שיפלוט העוף את דמו. ואם עבר ומלחן יחד העופות מותרין אבל הדגים צריך ליטול מהם כדי קליפה. ואם לא ניטלו קשקשיהם כשנמלחו מותרים. הגה: ויש אוסרין כל הדגים (ארוך כלל י""ג) אם אינן ס' נגד העופות דאנו משערין במליחה בס' והכי נהוג. ודוקא דלית בהו קשקשים דרפו קרמייהו ופלטי מיד אבל אי אית בהו קשקשים מותרים ~[א] דאינן פולטים מיד ולא בלעי מן העופות (הרא""ש שם) דאיידי דטרידי לפלוט לא בלעי מידי דהוי אשני חתיכות שנמלחו יחד."
"Shulchan Arukh, Yoreh De'ah 70:2","במה דברים אמורים כשמלח שניהם יחד או שהעוף מליח ~[ב] ודג תפל אבל אם דג מליח ועוף תפל ונתנם זה אצל זה או זה על גב זה אף דגים מותרים בלא קליפה. הגה: וכן אם הדגים מונחים על העופות מותרים אפילו נמלחו יחד דדם אינו מפעפע מלמטה למעלה ולא גרע מחתיכה המונחת בציר דמה שלמעלה מן הציר שרי (ארוך כלל י""ג). וכן אם לא הניח הדגים אצל העופות אלא לאחר ששהו העופות במלחן שיעור מליחה אף הדגים מותרים אע""פ ששניהם מלוחים (ד""ע וכן משמע בארוך). ואם נמלחו דגים בכלי שמלחו בו בשר הדגים מותרים דאין הדגים בולעים הדם שבכלי דאין מליחה לכלים (ב""י בשם רשב""א סימן קכ""ט). יד והא דאמרינן דאם הדג תפל והעופות מלוחים אסורים היינו דוקא שהדג פלט כבר דמו והודח אבל אם עדיין לא פלט דמו ולא נמלח מעולם מותר דאגב דיפלוט דם דידיה יפלוט גם כן הדם שבולע מן העופות (סברת עצמו וכן משמע בארוך כלל י""ג בשם הסמ""ק) כמו חתיכה שנפלה לציר קודם מליחה דמותר מהאי טעמא כמו שיתבאר לקמן סימן זה. ועיין לקמן סימן צ""א באיזה מליחה אמרינן דהוי כרותח."
"Shulchan Arukh, Yoreh De'ah 70:3","בשר שחוטה שמלחו עם בשר טריפה או שהטריפה מלוחה והכשירה תפלה והם נוגעים זה בזה אסור כדי קליפה. שאע""פ שאינו בולע מדם הטריפה בולעת מצירה. אבל אם הכשירה מלוחה והטריפה תפלה מותרת בהדחה בלא קליפה בין נתן כשירה למעלה בין נתנה למטה. ויש מי שאוסר בנוגעים זה בזה וסובר שלא הותרו אלא בעומדים בסמוך בכדי שפליטה של זה נוגעת בזה. הגה: וכשהטריפה מלוח וכשר תפל אפילו בכהאי גונא אסור. וע""ל סימן ק""ה מאלו דינים."
"Shulchan Arukh, Yoreh De'ah 70:4","הא דאמרינן דאינו אוסר אלא כדי קליפה היינו כששתיהן כחושות אבל אם אחת מהן שמינה אפילו אם חתיכת הטריפה כחושה וחתיכת הכשירה שמינה מפעפע האיסור בכולה אם היתה הטריפה המלוחה למטה משום דתתאה גבר. (ועיין לקמן סימן ק""ה כיצד נוהגין)."
"Shulchan Arukh, Yoreh De'ah 70:5","יש אומרים שבשר שנמלח אסור להשהותו במלחו לאחר פליטת כל צירו דהיינו י""ב שעות לפי שחוזר ובולע מלחלוחית דם שעליו ושעל המלח. ויש מתירים להשהותו במלחו אפילו כמה ימים. ולכתחלה יש לחוש לדברי האוסרים ובדיעבד מותר."
"Shulchan Arukh, Yoreh De'ah 70:6","יש אוסרים ליתן בשר כה שלא נמלח כלל או שנמלח ~[ג] ופלט כל דמו עם בשר שנמלח קודם פליטתו דם לפי שהבשר שלא נמלח או שנמלח ופלט כל דמו חוזר ובולע ממה שחבירו פולט. ויש מתירים ע""י מליחה שימלחנו אחר כך כי אז יפליט כל דם שבלע כח ויש מתירים בכל זה. ולכתחלה יש לחוש לדברי האוסרים. הגה: ואפילו בדיעבד נוהגין לאסרו אם נפל בשר שכבר פלט כל דמו וצירו אצל בשר שלא שהה עדיין שיעור מליחה (מהרא""י בהגהת ש""ד). ויש אומרים שכל מעת לעת לאחר שנמלח פולט צירו ואם נגע תוך זמן זה לבשר שנמלח ולא שהה עדיין שיעור מליחה אינו נאסר וכן נוהגין (ש""ד בשם הגאונים ומהרא""י וסה""ת ומרדכי בשם ר""י) אך במקום שאין הפסד מרובה יש לאסרו לאחר י""ב שעות. וקודם לזה אין להחמיר כלל. וכל שכן אם לא נמלח כלל דאפילו אם נפל לציר ממש אין לאסרו דאמרינן על ידי שיפלוט דם דידיה יפלוט גם כן מה שבלע ממקום אחר. ואפילו נמלח הבשר ולא שהה עדיין שיעור מליחה ונפל לציר יש להתיר (ארוך כלל ה’) אם לא נכבש בתוכו ~[ד] יום שלם. אך אם שהה שיעור מליחה ונפל לציר יש אוסרין אותו אף על פי שלא כלה זמן פליטת צירו עדיין (רש""ל בא""ו שלו). ומכל מקום לצורך הפסד גדול יש להתיר גם בזה כל זמן פליטת צירו דהיינו תוך י""ב שעות ע""י שיחזור וידיחנו (הגהת ש""ד) ויחזור וימלחנו. וכן אם נפל לציר קודם ששהה שיעור מליחה ידיחנו ויחזור וימלחנו. מיהו אם מלחו בלא הדחה לאחר שנפל לציר שרי בדיעבד (ארוך כ""ה). וכל זה לא מיירי אלא בציר שהוא כרותח כמבואר לעיל סימן ס""ט אבל דם בעין שנפל על ~[ה] בשר שהוא תוך שיעור מליחתו והוא חשוב כרותח כמבואר לקמן סימן צ""א נאסר הבשר דלגבי דם בעין לא אמרינן איידי דטריד לפלוט לא בלע ולא כבולעו כך פולטו (שם). והא דאסרינן אותו כשנפל לציר היינו דוקא מה שבתוך הציר אבל מה שלמעלה מן הציר שרי. מיהו מה שבתוך הציר נאסר מיד ואין שיעור לדבר. בשר שנפל לתוך ציר שעל הקרקע דינה כאילו היתה הציר בכלי (בית יוסף בשם ש""ד ואו""ה שם). בשר שנגע בחתיכה שנמלחה בכלי שאינו מנוקב ונאסרה דינה כאילו נגעה בציר (ד""ע). ספק ציר ספק מים מותר דציר דרבנן וספיקא להקל (מרדכי פכ""ה). ציר מעורב עם מים אפילו היו המים מועטים לא חשיב עוד רותח ואינו אוסר (ב""י בשם אגור) (דין כבוש עיין לקמן סימן ק""ה)."
"Shulchan Arukh, Yoreh De'ah 71:1",הראש ~[א] חותכו לשנים ומולחו יפה לצד פנים וחוזר ומולח על השיער שאין השיער מעכב על ידי המלח להפליט דם.
"Shulchan Arukh, Yoreh De'ah 71:2","הטלפים מחתך אותם מעט למטה ומולח ויניח מקום החתך למטה וימלח גם על השיער. (ועיין לעיל סימן ס""ח)."
"Shulchan Arukh, Yoreh De'ah 71:3","הקרום שעל המוח יש בו חוטין והמוח עצמו יש בו דם ואינו יוצא מידי דמו במליחת הראש לפי שעצם הראש מקיפו ועומד לפניו ואין מקום לדם לזוב. לפיכך הבא למולחו קורעו ומוציא המוח וקורע הקרום ומולחו. ואם רצה למלוח הראש והמוח בתוכו ינקוב העצם כנגד הקרום ~[ב] וינקוב גם הקרום וימלח ויניח הנקב למטה ומותר אפילו לקדירה. הגה: ועיין לעיל סימן ס""ח כיצד נוהגין לכתחלה (ש""ד בשם מ""ה =מרדכי הארוך=). ואם נמלח הראש שלם בלא נקיבת העצם הקרום והמוח אסורים ~[ג] ושאר הראש מותר וכל שכן שאר בשר שעמו (ארוך כלל י""ז וש""ד). הקולית ושאר עצמות שיש בהן מוח צריכין מליחה. ומליחת העצם מועיל למוח שבקרבו ואין צריך לנקוב העצם (טור בשם הרשב""א). מיהו לכתחלה לא ימלחנו עם שאר בשר רק לבד ובדיעבד שרי. (ארוך כלל ל""א)."
"Shulchan Arukh, Yoreh De'ah 72:1","הלב מתקבץ הדם בתוכו בשעת שחיטה. לפיכך צריך לקרעו קודם מליחה ולהוציא דמו ולמלחו אחר כך. ואז מותר אפילו לבשלו (ארוך כלל ט""ו). ויש מחמירים לבשלו רק צולין אותו) ואחר כך מבשלו (ש""ד)."
"Shulchan Arukh, Yoreh De'ah 72:2","מלחו ולא קרעו קורעו אחר מליחתו ומותר אף על פי שנמלח עם הדם שבתוכו ~[א] דכבולעו כך פולטו. והוא הדין אם צלאו ולא קרעו שקורעו לאחר צלייתו ומותר. אבל אם בשלו בלי קריעה אסור ~[ב] עד שיהא ס' כנגד הלב דלא ידעינן כמה נפק מיניה. הגה: ואפילו בדאיכא ס' הלב עצמו אסור (ארוך וש""ד מהרא""י ורי""ו) ויקלוף מעט סביב הלב. ויש מחמירין בו אפילו במליחה לאסור שאר בשר שנמלח עמו ואומרין דלא אמרינן כבולעו כך פולטו גבי דם הלב הכנוס בתוכו דהוי דם ממש ולא מקרי דם פליטה (הגהת ש""ד בשם ר' מתתיה וכ""מ במרדכי בשם ר""י). והמנהג להקל וכן עיקר דגם זה מקרי דם פליטה ושייך למימר ביה כבולעו כך פולטו מידי דהוי אדם שבחוטין כמו שנתבאר לעיל סימן כ""ב (וכ""ד האו""ה ומהר""א כ""ץ). ויש מחמירין לקלוף קצת במקום שהיה הלב דבוק (בארוך ומרדכי שם) וטוב לחוש לדבריהם ולקלוף קצת סביב הלב ואז הכל מותר. ואין חלוק בין בשר שעם הלב או הלב עצמו ואין חלוק בין אם הלב סגור או פתוח למעלה (ד""ע ולא כאו""ה). ונוהגין לכתחלה לחתוך ערלת הלב ולחתוך גידין שבפנים (ארוך) יד ואינו אלא חומרא וזהירות בעלמא."
"Shulchan Arukh, Yoreh De'ah 72:3","אין עוף שלא יהא בו ששים כנגד לבו ומותר אפילו הוא דבוק בעוף. הגה: וכל עוף יש בו ס' ~[ג] אפילו אין בו הראש והרגלים התחתונים (פסקי מהרא""י סימן צ""א ור""י מינץ ובארוך) כדרך שנוהגים להסירן דהיינו עד הארכובה התחתונה ולכן אם העוף שלם הכל מותר. ואם אין שלם וליכא בו ס' נגד הלב הדבוק בעוף י""א דהחתיכה נעשית נבילה ובעינן ס' בקדירה נגד כל העוף (טור בשם י""א וכ""ה בפוסקים) וכן נוהגין. ואפילו איכא ס' בקדירה העוף אסור הואיל ואין בו ס' נגד הלב הדבוק בו. ואם אין הלב דבוק בעוף מצטרף כל הקדירה לבטל הלב בס'. ועיין לקמן סימן צ""ב בדין חתיכה נעשית נבילה. ואין לך בהמה שהיא ס' נגד לבה."
"Shulchan Arukh, Yoreh De'ah 72:4",הריאה אינה צריכה חיתוך אבל נהגו לקרעה ולפתוח הקנוקנות הגדולים שלה ומנהג יפה הוא.
