Index Title,Rashi on Numbers
Rashi on Numbers 18:19:1,<b> כל תרומת הקדשים.</b> מחיבתה של פרשה זו כללה בתחלה וכללה בסוף ופרט באמצע <small>(שם)</small>:
Rashi on Numbers 18:19:2,<b>ברית מלח עולם.</b> כרת ברית עם אהרן בדבר הבריא ומתקיים ומבריא את אחרים <small>(שם)</small>:
Rashi on Numbers 18:19:3,<b>ברית מלח.</b> כברית הכרותה למלח שאינו מסריח לעולם:
Rashi on Numbers 18:20:1,"<b> וחלק לא יהיה לך בתוכם.</b> °אף בביזה <small>(ספרי קיט)</small>: 
"
Rashi on Numbers 18:23:1,<b> והם.</b> °הלוים ישאו עונם של ישראל שעליהם להזהיר הזרים מגשת אליהם:
Rashi on Numbers 18:24:1,"<b> אשר ירימו לה' תרומה.</b> הכתוב °קראו תרומה עד שיפריש ממנו תרומת מעשר <small>(ספרי שם)</small>: 
"
Rashi on Numbers 18:27:1,<b> ונחשב לכם תרומתכם כדגן מן הגרן.</b> תרומת מעשר שלכם אסורה לזרים ולטמאים וחייבין עליה מיתה וחומש °כתרומה גדולה שנקראת ראשית דגן מן הגורן:
Rashi on Numbers 18:27:2,<b>וכמלאה מן היקב.</b> כתרומת תירוש ויצהר הניטלת מן היקבים:
Rashi on Numbers 18:27:3,<b>מלאה. </b>לשון בישול תבואה שנתמלאת:
Rashi on Numbers 18:27:4,"<b>יקב.</b> הוא הבור שלפני הגת שהיין יורד לתוכו וכל לשון יקב חפירת קרקע הוא וכן <small>(זכריה יד, י)</small> יקבי המלך הוא ים אוקיינוס חפירה שחפר מלכו של עולם: "
Rashi on Numbers 18:28:1,<b> כן תרימו גם אתם. </b>כמו שישראל מרימים מגרנם ומיקביהם תרימו גם אתם ממעשר שלכם כי הוא נחלתכם:
Rashi on Numbers 18:29:1,<b> מכל מתנתיכם תרימו את כל תרומת ה'.</b> °בתרומה גדולה הכתוב מדבר שאם הקדים לוי את הכהן בכרי וקבל מעשרותיו קודם שיטול כהן תרומה גדולה מן הכרי צריך להפריש הלוי מן המעשר תחלה אחד מחמשים לתרומה גדולה ויחזור ויפריש תרומת מעשר <small>(ספרי קכא)</small>:
Rashi on Numbers 18:30:1,<b> בהרימכם את חלבו ממנו.</b> °לאחר שתרימו תרומת מעשר ממנו:
Rashi on Numbers 18:30:2,<b>ונחשב.</b> °המותר ללוים חולין גמורין:
Rashi on Numbers 18:30:3,"<b>כתבואת גרן.</b> לישראל °שלא תאמר הואיל וקראו הכתוב תרומה שנאמר כי את מעשר בני ישראל אשר ירימו לה' תרומה יכול יהא כולו אסור תלמוד לומר ונחשב ללוים כתבואת גרן מה של ישראל חולין אף של לוי חולין <small>(שם קכב)</small>: 
"
Rashi on Numbers 18:31:1,<b> בכל מקום.</b> אפילו בבית הקברות <small>(שם)</small>:
Rashi on Numbers 18:32:1,<b> ולא תשאו עליו חטא וגו'.</b> °הא אם לא תרימו תשאו חטא <small>(יבמות פט)</small>:
Rashi on Numbers 18:32:2,"<b>ולא תמותו.</b> הא אם תחללו תמותו <small>(בכורות כו, ב)</small>: "
Rashi on Numbers 18:32:3,
Rashi on Numbers 19:2:1,"<b> זאת חקת התורה.</b> °לפי שהשטן ואומות העולם מונין את ישראל לומר מה המצוה הזאת °ומה טעם יש בה לפיכך כתב בה חקה גזירה היא מלפני אין לך רשות להרהר אחריה <small>(יומא סז, ב)</small>: "
Rashi on Numbers 19:2:2,<b>ויקחו אליך. </b>°לעולם היא נקראת על שמך °פרה שעשה משה במדבר <small>(במדבר רבה)</small>:
Rashi on Numbers 19:2:3,"<b>אדמה תמימה.</b> שתהא °תמימה באדמימות שאם היו בה °שתי שערות שחורות פסולה <small>(ספרי קכג. פרה ב, ה)</small>: "
Rashi on Numbers 19:2:4,
Rashi on Numbers 19:2:5,
Rashi on Numbers 19:2:6,
Rashi on Numbers 19:2:7,
Rashi on Numbers 19:2:8,
Rashi on Numbers 19:3:1,<b> אלעזר.</b> °מצותה בסגן <small>(ספרי שם)</small>:
Rashi on Numbers 19:3:2,"<b>אל מחוץ למחנה.</b> חוץ °לשלש מחנות <small>(יומא סח, א. ספרי)</small>: "
Rashi on Numbers 19:3:3,<b>ושחט אותה לפניו.</b> °זר שוחט ואלעזר רואה <small>(יומא מב. ספרי קכג)</small>:
Rashi on Numbers 19:3:4,
Rashi on Numbers 19:4:1,"<b> אל נוכח פני אהל מועד.</b> °עומד במזרחו של ירושלים ומתכוין ורואה פתחו של היכל בשעת הזאת הדם <small>(יומא סח, א. ספרי שם)</small>: "
Rashi on Numbers 19:4:2,
Rashi on Numbers 19:5:1,
Rashi on Numbers 19:6:1,
Rashi on Numbers 19:7:1,"<b> אל המחנה.</b> למחנה שכינה שאין טמא משולח חוץ לשתי מחנות °אלא זב ובעל קרי ומצורע <small>(פסחים סז, א)</small>: "
Rashi on Numbers 19:7:2,<b>וטמא הכהן עד הערב.</b> °סרסהו ודרשהו וטמא עד הערב ואחר יבוא אל המחנה:
Rashi on Numbers 19:9:1,"<b> והניח מחוץ למחנה.</b> °לשלשה חלקים מתחלקת אחד נתן בהר המשחה ואחד מתחלק לכל המשמרות ואחד נתן בחיל זה של משמרות היה חוץ לעזרה ליטול ממנו בני העיירות וכל הצריכין להטהר וזה שבהר המשחה כהנים גדולים לפרות אחרות מקדשין הימנה וזה שבחיל נתון למשמרת מגזירת הכתוב שנאמר והיתה לעדת בני ישראל למשמרת <small>(ספרי קכד. פרה ג, יא)</small>: "
Rashi on Numbers 19:9:2,"<b>למי נדה. </b>למי הזייה כמו <small>(איכה ג, נג)</small> וידו אבן בי <small>(זכריה ב, ד)</small> לידות את קרנות הגוים לשון זריקה: "
Rashi on Numbers 19:9:3,"<b>חטאת הוא.</b> °לשון חטוי כפשוטו °ולפי הלכותיו קראה הכתוב חטאת לומר שהיא כקדשים להאסר בהנאה <small>(ספרי שם. מנחות נא, ב)</small>: "
Rashi on Numbers 19:9:4,
Rashi on Numbers 19:9:5,
Rashi on Numbers 19:12:1,"<b> הוא יתחטא בו.</b> °באפר הפרה <small>(ס""א הזה)</small>: "
Rashi on Numbers 19:13:1,"<b> במת בנפש.</b> ואי זה מת של נפש האדם °להוציא נפש בהמה שאין טומאתה צריכה הזאה (ולא טומאת שבעה) דבר אחר בנפש °זו רביעית דם <small>(חולין עב, א)</small>: "
Rashi on Numbers 19:13:2,<b>את משכן ה' טמא.</b> °אם נכנס לעזרה אפילו בטבילה בלא הזאת שלישי ושביעי: <b>עוד טמאתו בו.</b> אף על פי שטבל:
Rashi on Numbers 19:13:3,
Rashi on Numbers 19:14:1,"<b> כל הבא אל האהל.</b> °בעוד שהמת בתוכו: 
"
Rashi on Numbers 19:15:1,<b> וכל כלי פתוח.</b> °בכלי חרס הכתוב מדבר שאין מקבל טומאה מגבו אלא מתוכו לפיכך אם אין מגופת צמידתו פתולה עליו יפה בחבור טמא הוא הא אם יש צמיד פתיל עליו טהור <small>(שם כח. ספרי קכו)</small>:
Rashi on Numbers 19:15:2,"<b>פתיל. °</b>לשון מחובר בלשון עברי וכן <small>(בראשית ל, ח)</small> נפתולי אלהים נפתלתי נתחברתי עם אחותי: "
Rashi on Numbers 19:16:1,"<b> על פני השדה.</b> רבותינו דרשו <small>(חולין עב, א. ספרי קכז)</small> לרבות °גולל ודופק ופשוטו על פני השדה שאין שם אהל מטמא המת שם בנגיעה: 
"
Rashi on Numbers 19:19:1,<b> וחטאו ביום השביעי.</b> °הוא גמר טהרתו <small>(ספרי)</small>:
Rashi on Numbers 19:20:1,"<b> ואיש אשר יטמא וגו'.</b> אם נאמר מקדש °למה נאמר משכן כו' כדאיתא בשבועות <small>(טז, ב)</small>: "
Rashi on Numbers 19:21:1,"<b> ומזה מי הנדה.</b> רבותינו אמרו <small>(נדה ט. יומא יד, א)</small> °שהמזה טהור וזה בא ללמד °שהנושא מי חטאת טמא טומאה חמורה לטמא בגדים שעליו מה שאין כן בנוגע וזה שהוציאו בלשון מזה לומר לך שאינן מטמאין עד שיהא בהן שיעור הזאה: "
Rashi on Numbers 19:21:2,<b>והנגע וגו' יטמא.</b> °ואין טעון כבוס בגדים:
Rashi on Numbers 19:22:1,<b> וכל אשר יגע בו.</b> °הטמא הזה שנטמא במת יטמא:
Rashi on Numbers 19:22:2,<b>והנפש הנגעת.</b> בו °בטמא מת:
Rashi on Numbers 19:22:3,<b>תטמא עד הערב.</b> מכאן למדנו שהמת אבי אבות הטומאה והנוגע בו אב הטומאה ומטמא אדם זהו פירושה לפי משמעה והלכותיה. ומדרש אגדה העתקתי מיסודו של רבי משה הדרשן וזהו:
Rashi on Numbers 19:22:4,<b> ויקחו אליך.</b> משלהם כשם שהם פרקו נזמי הזהב לעגל משלהם כך יביאו זו לכפרה משלהם:
Rashi on Numbers 19:22:5,<b>פרה אדמה.</b> משל לבן שפחה שטינף פלטין של מלך אמרו תבא אמו ותקנח הצואה כך °תבא פרה ותכפר על העגל <small>(תנחומא חקת ח)</small>:
Rashi on Numbers 19:22:6,"<b>אדמה.</b> על שם <small>(ישעיה א, יח)</small> אם יאדימו כתולע שהחטא קרוי אדום: "
Rashi on Numbers 19:22:7,<b>תמימה.</b> על שם ישראל שהיו תמימים ונעשו בו בעלי מומין תבא זו ותכפר עליהם ויחזרו לתמותם:
Rashi on Numbers 19:22:8,<b>לא עלה עליה עול.</b> כשם שפרקו מעליהם עול שמים:
Rashi on Numbers 19:22:9,"<b> אל אלעזר הכהן.</b> כשם שנקהלו על אהרן שהוא כהן לעשות העגל ולפי שאהרן עשה את העגל לא נעשית עבודה זו על ידו שאין קטיגור נעשה סניגור <small>(ר""ה כו, א)</small>: "
Rashi on Numbers 19:22:10,<b> ושרף את הפרה.</b> כשם שנשרף העגל:
Rashi on Numbers 19:22:11,<b> עץ ארץ ואזוב ושני תולעת.</b> ג' מינין הללו כנגד שלשת אלפי איש שנפלו בעגל וארז הוא הגבוה מכל האילנות ואזוב נמוך מכולם סימן שהגבוה שנתגאה וחטא ישפיל את עצמו כאזוב ותולעת ויתכפר לו:
Rashi on Numbers 19:22:12,"<b> למשמרת.</b> כמו שפשע העגל שמור לדורות לפורענות שאין לך פקודה שאין בה מפקודת העגל שנאמר <small>(שמות לב, לד)</small> וביום פקדי ופקדתי וגו' <small>(סנהדרין קב, א)</small>. °וכשם שהעגל מטמא כל העוסקין בו כך פרה מטמאה כל העוסקין בה וכשם שנטהרו באפרו שנאמר <small>(שמות לב, כ)</small> ויזר על פני המים וגו'. כך ולקחו לטמא מעפר שריפת החטאת וגו': "
Rashi on Numbers 20:1:1,<b> כל העדה.</b> עדה השלמה °שכבר מתו מתי מדבר ואלו פרשו לחיים <small>(תנחומא יד)</small>:
Rashi on Numbers 20:1:2,"<b>ותמת שם מרים.</b> °למה נסמכה מיתת מרים לפרשת פרה אדומה לומר לך °מה קרבנות מכפרין (ס""א כמו שפרה אדומה מכפרת) °אף מיתת צדיקים מכפרת <small>(מ""ק כח, א)</small>: "
Rashi on Numbers 20:1:3,"<b>ותמת שם מרים.</b> אף היא °בנשיקה מתה °ומפני מה לא נאמר בה על פי ה' שאינו דרך כבוד של מעלה <small>(שם)</small> ובאהרן נאמר <small>(במדבר לג, לח)</small> על פי ה' באלה מסעי: "
Rashi on Numbers 20:2:1,"<b> ולא היה מים לעדה.</b> מכאן שכל מ' שנה היה להם °הבאר בזכות מרים <small>(תענית ט, א)</small>: 
"
Rashi on Numbers 20:3:1,<b> ולו גוענו.</b> °הלואי שגוענו:
Rashi on Numbers 20:3:2,<b>בגוע אחינו.</b> °במיתת אחינו בדבר למד שמיתת צמא מגונה ממנה:
Rashi on Numbers 20:3:3,"<b>בגוע.</b> שם דבר הוא כמו במיתת אחינו ולא יתכן לפרשו כשמתו אחינו שאם כן היה לו להנקד בגו‍ֹע (בחולם): 
"
Rashi on Numbers 20:8:1,"<b> ואת בעירם.</b> °מכאן שחס הקב""ה על ממונם של ישראל <small>(במד""ר. תנחומא ט)</small>: 
"
Rashi on Numbers 20:10:1,"<b> ויקהלו וגו'.</b> זה אחד מן המקומות °שהחזיק מועט את המרובה <small>(שם)</small>: 
"
Rashi on Numbers 20:10:2,<b>המן הסלע הזה נוציא.</b> °לפי שלא הוי מכירין אותו לפי שהלך הסלע וישב לו בין הסלעים כשנסתלק הבאר והיו ישראל אומרים להם מה לכם מאיזה סלע תוציאו לנו מים לכך אמר להם המורים סרבנים לשון יוני שוטים מורים את מוריהם המן הסלע הזה שלא נצטוינו עליו נוציא לכם מים <small>(שם)</small>:
Rashi on Numbers 20:11:1,"<b> פעמים.</b> °לפי שבראשונה לא הוציא אלא טיפין לפי שלא צוה המקום להכותו אלא ודברתם אל הסלע והמה דברו אל סלע אחר ולא הוציא אמרו שמא צריך להכותו כבראשונה שנאמר <small>(שמות יז, ו)</small> והכית בצור ונזדמן להם אותו סלע והכהו: 
"
Rashi on Numbers 20:12:1,"<b> יען לא האמנתם בי. °</b>גלה הכתוב °שאלולי חטא זה בלבד היו נכנסין לארץ כדי שלא יאמרו עליהם °כעון שאר דור המדבר שנגזר עליהם שלא יכנסו לארץ כך היה עון משה ואהרן. °והלא <small>(במדבר יא, כב)</small> הצאן ובקר ישחט קשה מזו אלא לפי שבסתר חסך עליו הכתוב וכאן שבמעמד כל ישראל לא חסך עליו הכתוב מפני קדוש השם <small>(תנחומא י)</small>: "
Rashi on Numbers 20:12:2,<b>להקדישני.</b> שאילו דברתם אל הסלע והוציא הייתי מקודש לעיני העדה ואומרים מה סלע זה שאינו מדבר ואינו שומע ואינו צריך לפרנסה מקיים דבורו של מקום קל וחומר אנו <small>(מדרש אגדה)</small>:
Rashi on Numbers 20:12:3,"<b>לכן לא תביאו.</b> בשבועה כמו <small>(שמואל־א ג, יד)</small> לכן נשבעתי לבית עלי °נשבע בקפיצה שלא ירבו בתפלה על כך <small>(תנחומא וארא ב)</small>: "
Rashi on Numbers 20:13:1,"<b> המה מי מריבה.</b> הם הנזכרים במקום אחר את אלו ראו אצטגניני פרעה שמושיען של ישראל לוקה במים לכך גזרו <small>(שמות א, כב)</small> כל הבן הילוד היאורה תשליכוהו <small>(סוטה יב, ב)</small>: "
Rashi on Numbers 20:13:2,"<b>ויקדש בם.</b> שמתו משה ואהרן על ידם. שכשהקב""ה עושה דין במקודשיו הוא יראוי ומתקדש על הבריות וכן הוא אומר <small>(תהלים סח, לו)</small> נורא אלהים ממקדשיך וכן הוא אומר <small>(ויקרא י, ג)</small> בקרובי אקדש <small>(זבחים קטו, ב)</small>: "
Rashi on Numbers 20:14:1,"<b> אחיך ישראל.</b> מה ראה להזכיר כאן אחוה אלא אמר לו אחים אנחנו בני אברהם שנאמר לו <small>(בראשית טו, יג)</small> כי גר יהיה זרעך ועל שנינו היה אותו החוב לפורעו <small>(תנחומא יב)</small>: "
Rashi on Numbers 20:14:2,"<b>אתה ידעת את כל התלאה.</b> לפיכך פירש אביכם מעל אבינו <small>(בראשית לו, ו)</small> וילך אל ארץ מפני יעקב אחיו °מפני השטר חוב המוטל עליהם והטילו על יעקב <small>(בראשית רבה פב, יג)</small>: 
"
Rashi on Numbers 20:15:1,<b> וירעו לנו.</b> °סבלנו צרות רבות:
Rashi on Numbers 20:15:2,<b>ולאבותינו.</b> מכאן °שהאבות מצטערים בקבר כשפורענות באה על ישראל <small>(תנחומא יב)</small>:
Rashi on Numbers 20:16:1,"<b> וישמע קלנו.</b> °בברכה שברכנו אבינו <small>(בראשית כז, כב)</small> הקול קול יעקב שאנו צועקים ונענים <small>(תנחומא בשלח ט)</small>: "
Rashi on Numbers 20:16:2,"<b>מלאך.</b> °זה משה מכאן שהנביאים קרואים מלאכים ואומר <small>(ד""ה־ב לו, טז)</small> ויהיו מלעיבים במלאכי האלהים <small>(תנחומא ויקרא א)</small>: "
Rashi on Numbers 20:17:1,<b> נעברה נא בארצך.</b> °אין לך לעורר על הירושה של ארץ ישראל כשם שלא פרעת החוב. עשה לנו עזר מעט לעבור דרך ארצך:
Rashi on Numbers 20:17:2,<b>ולא נשתה מי באר.</b> מי בורות היה צריך לומר אלא כך אמר משה °אף על פי שיש בידינו מן לאכול ובאר לשתות לא נשתה ממנו אלא נקנה מכם אוכל ומים להנאתכם מכאן לאכסנאי שאף על פי שיש בידו לאכול יקנה מן החנוני כדי להנות את אושפיזו <small>(במדרש רבה. תנחומא יב)</small>:
Rashi on Numbers 20:17:3,<b>דרך המלך נלך וגו'.</b> °אנו חוסמים את בהמתנו ולא יטו לכאן ולכאן לאכול <small>(שם)</small>:
Rashi on Numbers 20:18:1,"<b> פן בחרב אצא לקראתך.</b> אתם מתגאים בקול שהורישכם אביכם ואמרתם ונצעק אל ה' וישמע קולנו ואני אצא עליכם °במה שהורישני אבי <small>(בראשית כז, מ)</small> ועל חרבך תחיה <small>(תנחומא בשלח ט)</small>: 
"
Rashi on Numbers 20:19:1,<b> רק אין דבר.</b> אין שום דבר מזיקך:
Rashi on Numbers 20:20:1,"<b> וביד חזקה.</b> °בהבטחת זקננו <small>(בראשית כז, כב)</small> והידים ידי עשו <small>(מדרש אגדה)</small>: "
Rashi on Numbers 20:22:1,"<b> כל העדה.</b> °כלם שלמים ועומדים להכנס לארץ שלא היה בהן אחד מאותם שנגזרה גזירה עליהם שכבר כלו מתי מדבר ואלו מאותן שכתוב בהן <small>(דברים ד, ד)</small> חיים כלכם היום <small>(תנחומא יד)</small>: "
Rashi on Numbers 20:22:2,<b>הר ההר.</b> הר על גבי הר כתפוח קטן על גבי תפוח גדול ואף על פי שהענן הולך לפניהם ומשוה את ההרים שלשה נשארו בהן הר סיני לתורה והר נבו לקבורת משה והר ההר לקבורת אהרן <small>(שם)</small>:
Rashi on Numbers 20:23:1,"<b> על גבול ארץ אדום. </b>מגיד שמפני שנתחברו כאן להתקרב לעשו הרשע נפרצו מעשיהם וחסרו הצדיק הזה וכן הנביא אומר ליהושפט <small>(ד""ה־ב כ, לז)</small> בהתחברך עם אחזיהו פרץ ה' את מעשיך <small>(תנחומא יד)</small>: 
"
Rashi on Numbers 20:25:1,<b> קח את אהרן.</b> בדברי נחומים אמור לו אשריך שתראה כתרך נתון לבנך מה שאין אני זכאי לכך <small>(שם יז)</small>:
Rashi on Numbers 20:26:1,"<b> את בגדיו.</b> את °בגדי כהונה גדולה °הלבישהו והפשיטם מעליו לתתם על בנו בפניו °אמר לו הכנס למערה ונכנס ראה מטה מוצעת ונר דלוק אמר לו עלה למטה ועלה פשוט ידיך ופשט קמוץ פיך וקמץ עצום עיניך ועצם מיד חמד משה לאותה מיתה וזהו שנאמר לו <small>(דברים לב, נ)</small> כאשר מת אהרן אחיך מיתה שנתאוית לה <small>(תנחומא ישן חקת הוספה ב)</small>: "
Rashi on Numbers 20:27:1,"<b> ויעש משה.</b> °אף על פי שהדבר קשה לו לא עכב <small>(תנחומא יז)</small>: 
"
Rashi on Numbers 20:29:1,"<b> ויראו כל העדה וגו'. </b>°כשראו משה ואלעזר יורדים ואהרן לא ירד אמרו היכן הוא אהרן אמר להם מת אמרו אפשר מי שעמד כנגד המלאך ועצר את המגפה ישלוט בו מלאך המות מיד בקש משה רחמים והראוהו מלאכי השרת להם מוטל במטה ראו והאמינו <small>(במד""ר)</small>: "
Rashi on Numbers 20:29:2,"<b>כל בית ישראל.</b> האנשים והנשים °לפי שהיה אהרן רודף שלום ומטיל אהבה בין בעלי מריבה ובין איש לאשתו <small>(אדר""נ פי""ב)</small>: "
Rashi on Numbers 20:29:3,"<b>כי גוע.</b> אומר אני שהמתרגם דהא מית טועה הוא אלא אם כן מתרגם ויראו ואתחזיאו שלא אמרו רבותינו ז""ל כי זה משמש בלשון דהא אלא על מדרש שנסתלקו ענני כבוד וכדאמר רבי אבהו <small>(ר""ה ג, א)</small> דאמר רבי אבהו אל תקרי ויראו אלא וייראו ועל לשון זה נופל לשון דהא לפי שהוא נתינת טעם למה שלמעלה הימנו למה וייראו לפי שהרי מת אהרן אבל על תרגום וחזו כל כנישתא אין לשון דהא נופל אלא לשון אשר שהוא מגזרת שמוש אי שמצינו אם משמש בלשון אשר כמו <small>(איוב כא, ד)</small> ואם מדוע לא תקצר רוחי והרבה מפורשים מזה הלשון <small>(שם יד, ה)</small> אם חרוצים ימיו: "
Rashi on Numbers 21:1:1,"<b> וישמע הכנעני.</b> °שמע שמת אהרן ונסתלקו ענני כבוד כו' כדאיתא בראש השנה <small>(ג, א)</small> ועמלק מעולם רצועה מרדות לישראל מזומן בכל עת לפורענות <small>(תנחומא יח)</small>: 
"
Rashi on Numbers 21:1:2,"<b>יושב הנגב.</b> °זה עמלק <small>(שם)</small> שנאמר <small>(במדבר יג, כט)</small> עמלק יושב בארץ הנגב ושנה את לשונו לדבר בלשון כנען כדי שיהיו ישראל מתפללים להקב""ה לתת כנענים בידם והם אינן כנענים ראו ישראל לבושיהם כלבושי עמלקים ולשונם לשון כנען אמרו נתפלל סתם שנאמר אם נתון תתן את העם הזה בידי <small>(מדרש אגדה)</small>: "
Rashi on Numbers 21:1:3,"<b>דרך האתרים.</b> דרך הנגב שהלכו בה המרגלים שנאמר <small>(לעיל יג, כב)</small> ויעלו בנגב. דבר אחר דרך האתרים דרך °התייר הגדול הנוסע לפניהם שנאמר <small>(שם י, לג)</small> דרך שלשת ימים לתור להם מנוחה <small>(תנחומא יח)</small>: "
Rashi on Numbers 21:1:4,"<b>וישב ממנו שבי.</b> אינה אלא °שפחה אחת <small>(ילקוט תשס""ד. מדרש אגדה)</small>: "
Rashi on Numbers 21:2:1,"<b> והחרמתי.</b> °אקדיש שללם לגבוה: 
"
Rashi on Numbers 21:3:1,<b> ויחרם אתהם.</b> בהריגה:
Rashi on Numbers 21:3:2,<b>ואת עריהם.</b> חרמי גבוה:
Rashi on Numbers 21:4:1,"<b> דרך ים סוף.</b> °כיון שמת אהרן ובאה עליהם מלחמה זו חזרו לאחוריהם דרך ים סוף הוא הדרך שחזרו להם כשנגזר עליהם גזירת מרגלים שנאמר <small>(דברים א, מ)</small> וסעו המדברה דרך ים סוף. וכאן חזרו לאחוריהם (עיין פרשת פנחס) שבע מסעות שנאמר <small>(דברים י, ו)</small> ובני ישראל נסעו מבארות בני יעקן מוסרה שם מת אהרן. וכי במוסרה מת והלא בהר ההר מת °אלא שם חזרו והתאבלו עליו והספידוהו כאילו הוא בפניהם וצא ובדוק במסעות ותמצא שבע מסעות מן מוסרה עד הר ההר <small>(תנחומא חקת יח)</small>: "
Rashi on Numbers 21:4:2,<b>לסבב את ארץ אדום.</b> שלא נתנם לעבור בארצו:
Rashi on Numbers 21:4:3,"<b>ותקצר נפש העם בדרך. </b>בטורח הדרך שהוקשה להם אמרו עכשיו היינו קרובים להכנס לארץ ואנו חוזרים לאחורינו כך חזרו אבותינו ונשתהו שלשים ושמונה שנה עד היום לפיכך קצרה נפשם בעינוי הדרך ובלשון לע""ז אנקרודלו""ר ולא יתכן לומר ותקצר נפש העם בדרך בהיותם בדרך ולא פירש בו במה קצרה שכל מקום שתמצא קצור נפש במקרא מפורש שם במה קצרה כגון <small>(זכריה יא, ח)</small> ותקצר נפשי בהם וכגון <small>(שופטים י, טז)</small> ותקצר נפשו בעמל ישראל וכל דבר הקשה על אדם נופל בו לשון קצור נפש כאדם שהטורח בא עליו ואין דעתו רחבה לקבל אותו הדבר ואין לו מקום בתוך לבו לגור שם אותו הצער ובדבר המטריח נופל לשון גודל שגדול הוא וכבד על האדם כגון <small>(זכריה שם)</small> וגם נפשם בחלה בי גדלה עלי <small>(איוב י, טז)</small> ויגאה כשחל תצודני כללו של פירושו כל לשון קצור נפש בדבר לשון שאין יכול לסובלו הוא שאין הדעת סובלתו: "
Rashi on Numbers 21:5:1,"<b> באלהים ובמשה.</b> השוו עבד לקונו <small>(במ""ר. תנחומא יט)</small>: "
Rashi on Numbers 21:5:2,<b>למה העליתנו.</b> שניהם שוים:
Rashi on Numbers 21:5:3,<b>ונפשנו קצה.</b> אף זה לשון קצור נפש ומאוס:
Rashi on Numbers 21:5:4,"<b>בלחם הקלוקל.</b> לפי שהמן נבלע באיברים קראוהו קלוקל אמרו °עתיד המן הזה שיתפח במעינו °כלום יש ילוד אשה שמכניס ואינו מוציא <small>(ע""ז ה. יומא עה, א)</small>: "
Rashi on Numbers 21:6:1,"<b> את הנחשים השרפים.</b> °ששורפים את האדם בארס שיניהם <small>(במ""ר)</small>: "
Rashi on Numbers 21:6:2,"<b>וינשכו את העם.</b> יבא נחש שלקה על הוצאת דבה ויפרע ממוציאי דבה יבא נחש שכל המינין נטעמין לו טעם אחד (טעם עפר) ויפרע מכפוי טובה שדבר אחד משתנה להם לכמה טעמים <small>(תנחומא יט)</small>: 
"
Rashi on Numbers 21:7:1,"<b> ויתפלל משה.</b> מכאן למי שמבקשים ממנו מחילה שלא יהא אכזרי מלמחול <small>(שם. ב""ק צב, א)</small>: "
Rashi on Numbers 21:8:1,"<b> על נס.</b> על כלונס שקורין פירק""א בלע""ז וכן <small>(ישעי' ל, יז)</small> וכנס על הגבעה <small>(שם מט, כב)</small> ארים נסי <small>(שם יג, ב)</small> שאו נס °ולפי שהוא גבוה לאות ולראיה קוראו נס: "
Rashi on Numbers 21:8:2,"<b>כל הנשוך.</b> °אפילו כלב או חמור נושכו היה נזוק °ומתנונה והולך אלא שנשיכת הנחש ממהרת להמית לכך נאמר כאן וראה אותו ראיה בעלמא ובנשיכת הנחש נאמר והביט והיה אם נשך הנחש את איש והביט וגו' שלא היה ממהר נשוך הנחש להתרפאות אלא אם כן מביט בו בכוונה <small>(במדבר רבה)</small> ואמרו רבותינו <small>(ר""ה כט, א)</small> °וכי נחש ממית או מחיה אלא בזמן שהיו ישראל מסתכלין כלפי מעלה ומשעבדין את לבם לאביהם שבשמים היו מתרפאים ואם לאו היו נמוקים (נוסח אחר ניזוקים): "
Rashi on Numbers 21:9:1,"<b> נחש נחשת.</b> לא נאמר לו לעשותו של נחשת אלא אמר משה הקב""ה קוראו °נחש ואני אעשנו של נחושת לשון נופל על לשון <small>(ב""ר לא, ח)</small>: "
Rashi on Numbers 21:11:1,"<b> בעיי העברים.</b> °לא ידעתי למה נקרא שמם עיים ועי לשון חורבה הוא דבר הטאוט °במטאטא והעי""ן בו יסוד לבדה והוא מלשון יעים <small>(ישעי' כח, יז)</small> ויעה ברד: "
Rashi on Numbers 21:11:2,<b>העברים.</b> דרך מעבר °העוברים שם את הר נבו אל ארץ כנען שהוא מפסיק בין ארץ מואב לארץ אמורי:
Rashi on Numbers 21:11:3,<b>על פני מואב ממזרח השמש.</b> במזרחה של ארץ מואב:
Rashi on Numbers 21:13:1,"<b> מגבול האמורי.</b> תחום °סוף מצר שלהם וכן <small>(דברים ב, יח)</small> גבול מואב לשון קצה וסוף: "
Rashi on Numbers 21:13:2,<b>מעבר ארנון.</b> הקיפו ארץ מואב כל דרומה ומזרחה עד שבאו מעבר השני לארנון בתוך ארץ האמורי בצפונה של ארץ מואב:
Rashi on Numbers 21:13:3,"<b>היוצא מגבול האמורי.</b> רצועה יוצאה מגבול האמורי והיא של אמוריים ונכנסת לגבול מואב עד ארנון שהוא גבול מואב ושם חנו ישראל ולא באו לגבול מואב (כי ארנון גבול מואב והם לא נתנו להם רשות לעבור בארצם ואף על פי שלא פירשה משה פירשה יפתח) כמו שאמר יפתח <small>(שופטים יא, יז)</small> וגם אל מלך מואב שלח ולא אבה. ומשה רמזה <small>(דברים ב, כט)</small> כאשר עשו לי בני עשו היושבים בשעיר והמואבים היושבים בער מה אלו לא נתנום לעבור בתוך ארצם אלא הקיפום סביב אף מואב כן: "
Rashi on Numbers 21:14:1,<b> על כן יאמר.</b> °על חניה זו ונסים שנעשו בה יאמר בספר מלחמות ה'. כשמספרים נסים שנעשו לאבותינו יספרו את והב וגו':
