Index Title,Rashi on Numbers
Rashi on Numbers 17:11:1,"<b>And atone for them.</b> This was the secret, the angel of death conveyed to him when he [Moshe] ascended to heaven, that incense holds back the plague, as stated in <i>Maseches</i> Shabbos. 
"
Rashi on Numbers 17:13:1,"<b>He stood between the dead etc.</b> °He grasped the angel and held him against his will. The angel said to him, “Permit me to perform my duty.” He said to him, “Moshe ordered me to stop you.” He said to him, “I represent God, while you represent Moshe.” He said to him, “Moshe says nothing of his own volition, only from the mouth of the Almighty. If you don’t believe me — why the Holy One, Blessed is He, and Moshe are at the entrance to the Tent of Meeting. Come with me and ask.” This is [the meaning of] what is said — Aharon returned to Moshe. °Another interpretation: Why with incense? Because the Israelites were grumbling, and vilifying the incense, saying that it was a deadly poison — because of it, Nadav and Avihu died, because of it, two hundred and fifty men were consumed. The Holy One, Blessed is He, said, ‘You will see that it [incense] halts the plague — it is sinfulness, that kills.’ 
"
Rashi on Numbers 17:18:1,"<b>For, [there is] one staff.</b> Although I divided them into two family groups, the <i>kehunah</i> family separately, and the Levite separately, still, they are a single tribe. 
"
Rashi on Numbers 17:20:1,"<b>And I will abate.</b> Like “the waters abated,” “the king’s rage abated.” "
Rashi on Numbers 17:21:1,"<b>Among their staffs.</b> He placed it °in the middle, so that they would not claim that, because he placed it near the Divine Presence, it flowered. "
Rashi on Numbers 17:23:1,<b>Blossomed.</b> Like the plain interpretation.
Rashi on Numbers 17:23:2,"<b>Buds.</b> This refers to the budding of the fruit, °when the blossoms drop. "
Rashi on Numbers 17:23:3,"<b>And bore ripe almonds.</b> When the fruit was discernible, it was recognized as almonds, as in “the child grew and was weaned.” This term is generally used for fruit of the tree, as in “its buds will become ripening fruit.” °Why almonds? This is the fruit which blossoms more quickly than all fruits. One who callenges the <i>kehunah</i> as well, will be punished quickly, as we find with Uzyah, “the <i>tzora’as</i> emanated from his forehead.” Targum [Onkelos] renders, “it clustered almonds” — a sort of almond cluster, bunched together with each other. 
"
Rashi on Numbers 17:25:1,"<b>To be preserved as symbol.</b> Of °remembrance that I chose Aharon to serve as <i>kohein,</i> so that they will never again dispute the <i>kehunah</i>. "
Rashi on Numbers 17:25:2,"<b>So that their complaint will end.</b> Like וּתְכַלֶּה תְלוּנּוֹתָם, ‘their’ complaint will end. This term is a singular, °feminine verbal noun, like תְּלוּנָּתָם . <i>murmur-diz,</i> “complaint” in Old French. There is a distinction between תְּלוּנּוֹתָם and תְּלוּנָּתָם . תְּלוּנָּתָם, a single complaint. תְּלוּנּוֹתָם, a singular noun, even when there are many complaints. "
Rashi on Numbers 17:28:1,"<b>Anyone approaching who comes close, etc.</b> We cannot take precautions against this. We are all permitted to enter °the courtyard of the Tent of Meeting. And anyone who advances further than his fellows, and enters into the Tent of Meeting, will die. "
Rashi on Numbers 17:28:2,<b>Have we been consigned to death?</b> Perhaps °we have been abandoned to die?
Rashi on Numbers 18:1:1,"<b>Adonoy said to Aharon.</b> He told Moshe °to say to Aharon, To exhort him concerning [precautions] for the benefit of the Israelites, so that they do not enter the Sanctuary. "
Rashi on Numbers 18:1:2,"<b>You, your sons, and your father’s house.</b> °The children of Kehos, Amram’s father. "
Rashi on Numbers 18:1:3,"<b>Will bear the sin of the Sanctuary.</b> I am casting, upon you, the punishment of the unauthorized persons who sin by their involvement with the sacred objects placed in your charge — the Tent, Ark, Table, and sacred vessels. You must station yourselves and warn every unauthorized person who attempts contact. "
Rashi on Numbers 18:1:4,<b>And you and your sons.</b> The <i>kohanim.</i>
Rashi on Numbers 18:1:5,"<b>Will bear the sin of your <i>kehunah</i>.</b> Since it is not a charge given to the Levites, you must warn the erring Levites not to come in contact with you during your service. "
Rashi on Numbers 18:2:1,"<b>Also, your brothers.</b> The sons of Gershon and the sons of Merori. "
Rashi on Numbers 18:2:2,<b>They shall join you.</b> They shall unite with you °in also warning the unauthorized persons not to approach them.
Rashi on Numbers 18:2:3,"<b>And serve you.</b> By guarding the gateways, and through the appointment, from them, of custodians and °administrators. "
Rashi on Numbers 18:4:1,<b>A commonor should not approach you.</b> °I admonish you about this.
Rashi on Numbers 18:5:1,"<b>So that there will be no more wrath.</b> °As there already was, as it is said, “for the wrath has surfaced.” "
Rashi on Numbers 18:6:1,"<b>Given to you as a gift.</b> °Perhaps for your personal, secular service? The Torah, therefore, teaches, “for God,” as specified above, to attend to the mandate — custodians and administrators. "
Rashi on Numbers 18:7:1,<b>The service as a gift.</b> I have given it to you °as a gift.
Rashi on Numbers 18:8:1,"<b>Behold, I have given you.</b> With joy. °This term denotes joy, as in, “behold, he is going out to meet you, and when he sees you, he will rejoice in his heart.” This is compared to a king who gave a property to his intimate friend, but did not write and sign a deed, or register it with the authorities. Someone came and claimed the property. The king said to him: “Whoever wishes will come and claim against you. Behold, I will write and sign a deed to you, and register it with the authorites.” Here, too, because Korach came and claimed the <i>kehunah</i> from Aharon, Scripture °presents him with twenty-four <i>kehunah</i> gifts, with the eternal covenant of salt. This is why this chapter was placed here. "
Rashi on Numbers 18:8:2,<b>The guarding of my <i>terumah</i>-gifts.</b> Which you must °guard in ritual purity.
Rashi on Numbers 18:8:3,<b>For consecration.</b> °For greatness.
Rashi on Numbers 18:9:1,<b>From the fire.</b> °After the burning of the fire.
Rashi on Numbers 18:9:2,"<b>[Of] all their sacrifices.</b> °For example, the communal <i>shelamim</i>-offerings. "
Rashi on Numbers 18:9:3,"<b>Their <i>minchah</i>-offerings, their sin-offerings, and their guilt-offerings.</b> As the plain meaning indicates. "
Rashi on Numbers 18:9:4,<b>Which they return to Me.</b> °This refers to the proselyte’s stolen property.
Rashi on Numbers 18:10:1,"<b>You shall eat it in the supremely holy.</b> This teaches that the supremely holy offerings °may be eaten only in the Sanctuary courtyard, and by the male <i>kohanim.</i> 
"
Rashi on Numbers 18:11:1,"<b>Their <i>terumah</i>-gift.</b> °Which was set aside from the thanksgiving-offering, the peace- offering, and the ram of the nazarite. "
Rashi on Numbers 18:11:2,<b>Of all of the wave-offerings.</b> Since these require waving.
Rashi on Numbers 18:11:3,<b>All those ritually pure.</b> °But not those ritually defiled. °Another interpretation of “all those ritually pure” — to include his wife.
Rashi on Numbers 18:12:1,"<b>Their <i>terumah</i>-gift.</b> This refers to the major <i>terumah</i>-gift. 
"
Rashi on Numbers 18:18:1,"<b>Like the breast which is waved and like the right thigh.</b> Of the peace-offering, which are eaten by the <i>kohanim,</i> and their wives, children, and servants, for two days and one night. °The firstborn [animal], also, is eaten for two days and one night. "
Rashi on Numbers 18:18:2,"<b>It shall be yours.</b> °R’ Akiva came, and expounded: Scripture adds an additional “being,” so that you should not say, “like the breast and thigh of the thanksgiving-offering, which is only eaten for a day and a night.” "
Rashi on Numbers 18:19:1,"<b>All of the sacred <i>terumah</i>-gifts.</b> Because this <i>parashah</i> is precious, it is generalized at the beginning, generalized at the end, and detailed in between. "
Rashi on Numbers 18:19:2,"<b>An eternal covenant of salt.</b> He made a covenant with Aharon with a robust, enduring object which invigorates others. "
Rashi on Numbers 18:19:3,"<b>A covenant of salt.</b> Like the covenant made with salt, which never spoils. 
"
Rashi on Numbers 18:20:1,"<b>And you will not have a share among them.</b> °Even in the spoils. 
"
Rashi on Numbers 18:23:1,"<b>They.</b> °The Levites will bear the sins of the Israelites, since it is incumbent upon them to warn unauthorized persons against approaching them. "
Rashi on Numbers 18:24:1,Which they must set aside to Adonoy as a <i>terumah</i>-gift. °Scripture calls it “a <i>terumah</i>-gift” until he separates the <i>terumah</i> of the tithe from it.
Rashi on Numbers 18:27:1,"<b>Your terumah-gift will be considered the same as grain from the granary.</b> The <i>terumah</i> of your tithe is prohibited to unauthorized persons and to the ritually unclean, and they are liable to the death penalty, and to the additional fifth, °like the major <i>terumah</i>- gift, which is called the first portion of grain from the granary. "
Rashi on Numbers 18:27:2,<b>And [wine and oil of] fully ripened fruit from the cistern.</b> The <i>terumah</i>-gift of wine and oil taken from the cisterns.
Rashi on Numbers 18:27:3,<b>Fully ripened fruit (lit. full).</b> The term denotes ripeness. Full produce.
Rashi on Numbers 18:27:4,"<b>Cistern.</b> This refers to the pit before the press, wherein the wine flows. The word יֶקֶב always denotes an excavation of earth. Similarly, “the king’s cisterns,” referring to the sea of Okiyanus, an excavation dug by the King of the universe. "
Rashi on Numbers 18:28:1,"<b>So must you, too, set aside.</b> Just as the Israelites set aside from their granaries and cisterns, so must you, too, from your tithe, since that is your inheritance. "
Rashi on Numbers 18:29:1,"<b>From all of your gifts you must set aside all of the terumah-gifts of Adonoy.</b> Scripture speaks of °major <i>terumah,</i> [teaching] that if the Levite pre-empted the <i>kohein</i> at the storage bin, and received his tithes before the <i>kohein</i> took the major <i>terumah</i> from the storage bin, the Levite must first set aside one fiftieth of the tithe as major <i>terumah,</i> and then return and set aside the <i>terumah</i> of the tithe. "
Rashi on Numbers 18:30:1,<b>When you set aside the finest part of it.</b> °After you set aside the <i>terumah</i> of the tithe from it.
Rashi on Numbers 18:30:2,<b>It will be considered.</b> °What remains for the Levites [will be considered] completely secular.
Rashi on Numbers 18:30:3,"<b>Like the produce of the granary.</b> To the Israelite. °So that you should not say, since the Torah calls it “<i>terumah,</i>” as it is said, “for the Israelites’ tithe which they set aside for God as a <i>terumah</i>-gift,” perhaps it is completely forbidden. The Torah therefore teaches, “It will be considered, for the Levites, like the produce of the granary.” Just as that of the Israelite is secular, so is that of the Levite secular. 
"
Rashi on Numbers 18:31:1,<b>Anywhere.</b> Even in the cemetery.
Rashi on Numbers 18:32:1,"<b>You will not bear a sin because of it, etc.</b> °Hence, if you do not set aside, you will bear a sin. "
Rashi on Numbers 18:32:2,"<b>And you will not die.</b> Hence, if you profane, you will die. 
"
Rashi on Numbers 18:32:3,
Rashi on Numbers 19:2:1,"<b>This is the statute of the Torah.</b> °Because Satan and the nations of the world taunt Israel, saying, “What is this commandment? °What is the reason for it”? Therefore, the Torah referred to it as חֻקָּה, a statute. I have decreed it, and you are not permitted to question it. 
"
Rashi on Numbers 19:2:2,<b>They shall take to you.</b> °It will always be called by your name: °”The cow which Moshe prepared in the wilderness.”
Rashi on Numbers 19:2:3,"<b>Red, perfect.</b> °It must be perfectly red. If it had °two black hairs, it was disqualified. "
Rashi on Numbers 19:2:4,
Rashi on Numbers 19:2:5,
Rashi on Numbers 19:2:6,
Rashi on Numbers 19:2:7,
Rashi on Numbers 19:2:8,
Rashi on Numbers 19:3:1,<b>Elozor.</b> °The <i>mitzvah</i> was [performed] by the assistant [<i>kohein gadol</i>].
Rashi on Numbers 19:3:2,<b>Outside the camp.</b> °Outside the three camps.
Rashi on Numbers 19:3:3,<b>[He] shall slaughter it in his presence.</b> °The commoner slaughters while Elozor observes.
Rashi on Numbers 19:3:4,
Rashi on Numbers 19:4:1,"<b>Directly facing the Tent of Meeting.</b> °He stands east of Jerusalem, and focuses his gaze on the entrance to the Sanctuary when sprinkling the blood. "
Rashi on Numbers 19:4:2,
Rashi on Numbers 19:5:1,
Rashi on Numbers 19:6:1,
Rashi on Numbers 19:7:1,"<b>[To] the camp.</b> To the camp of the <i>Shechinah,</i> as no one ritually unclean was sent out of two camps °except for the <i>zav,</i> the <i>ba’al keri,</i> and the <i>metzorah.</i> "
Rashi on Numbers 19:7:2,"<b>The <i>kohein</i> shall be impure until the evening.</b> °Rearrange this and extrapolate: “He shall be impure until the evening, and afterwards, he may enter the camp.” "
Rashi on Numbers 19:9:1,"<b>And place [it] outside the camp.</b> °He divided it into three parts. One was placed on the Mount of Olives, and one was placed in the “<i>cheil</i>” partition. That of the watches was outside the Temple courtyard, to supply the outlying city dwellers and all those who needed to be purified. That of the Mount of Olives, for the high priests to consecrate other cows. That of the “<i>cheil</i>” partition, placed as a keepsake by Scriptural decree, as it is said, <b>”It shall remain with the community of Israel</b> as a keepsake.”"
Rashi on Numbers 19:9:2,"<b>For sprinkling water.</b> For water of sprinkling, similar to, “they cast a stone at me,” “to cast away the horns of the nations,” meaning to throw. "
Rashi on Numbers 19:9:3,"<b>For purification.</b> °The word denotes cleansing, like its plain meaning. °In its halachic sense, however, Scripture entitles it חַטָּאת, “sin-offering,” to teach that it is like a sacred object, and thus prohibited from personal benefit. 
"
Rashi on Numbers 19:9:4,
Rashi on Numbers 19:9:5,
Rashi on Numbers 19:12:1,<b>He shall cleanse himself with it.</b> °With [these] ashes [of the cow].
Rashi on Numbers 19:13:1,"<b>A corpse of a [human] soul.</b> Which corpse? That of a human soul. °This excludes that of an animal, whose ritual uncleanliness does not require sprinkling Another interpretation: “Of a [human] soul” °refers to a quarter of blood. "
Rashi on Numbers 19:13:2,"<b>Defiles the Mishkan of Adonoy.</b> °If he enters the Mishkan courtyard, even after ritual immersion, without having been sprinkled on the third and seventh [days]. <b>His impurity remains.</b> Even if he immersed ritually."
Rashi on Numbers 19:13:3,
Rashi on Numbers 19:14:1,"<b>Anyone who enters the tent.</b> °While the corpse is inside. 
"
Rashi on Numbers 19:15:1,"<b>Any open utensil.</b> Scripture refers to °an earthen utensil, which does not admit ritual contamination from its outside, but from its inside. Thus, if its seal is not properly and securely fastened, it is defiled, but if there is a seal fastened to it, it is pure. "
Rashi on Numbers 19:15:2,"<b>Fastened.</b> °The word denotes attachment in Arabic. Similarly, “I have been joined by Godly bonds”— I have been joined to my sister. "
Rashi on Numbers 19:16:1,"<b>In an open field.</b> The Rabbis extrapolate, this includes °the “<i>gollel</i>” and “<i>dofek.</i>” Its plain meaning is that in the open field, where there is no tent, the corpse conveys defilement through touching. 
"
Rashi on Numbers 19:19:1,<b>He shall purify him on the seventh day.</b> °This completes the purification.
Rashi on Numbers 19:20:1,"<b>A person who became ritually unclean, etc.</b> If “<i>Mikdash</i>” was said, °why was “<i>Mishkon</i>” said?. . .etc., as stated in tractate Shevuos. 
"
Rashi on Numbers 19:21:1,"<b>One who sprinkles the sprinkling waters.</b> The Rabbis say °that the sprinkler is actually pure, and that this teaches °that one who carries the purifying water becomes extremely defiled, so as to contaminate the garments he wears, unlike one who touches [the water]. The reason it is expressed as “the sprinkler” is to teach that they (the waters) do not defile unless they contain a sufficient amount for sprinkling. 
"
Rashi on Numbers 19:21:2,"<b>One who touches, etc. shall remain unclean.</b> °But his garments do not require ritual washing. "
Rashi on Numbers 19:22:1,"<b>Anything which the unclean person touches.</b> °[Which] this person who was defiled by a corpse [touches], shall become unclean. "
Rashi on Numbers 19:22:2,"<b>And anyone touching.</b> Him, °the one defiled by the corpse. "
Rashi on Numbers 19:22:3,"<b>Shall be ritually unclean until evening.</b> Here we learn that a corpse is a “forefather” of defilement, and whoever touches it is the “father” of defilement, and defiles another person. This is the explanation according to its plain meaning and its halachic ramifications. Now I have transcribed the Midrash Aggadah from R’ Moshe Hadarshan’s basic commentary, as follows: "
Rashi on Numbers 19:22:4,"<b>They shall take to you.</b> From their own. Just as they removed the golden rings, for the [golden] calf, from their own, so shall they bring this from their own as atonement. "
Rashi on Numbers 19:22:5,"<b>A red cow.</b> This is compared to the child of a maidservant who sullied the king’s palace. They said, “let the child’s mother come and wipe away the filth.” Similarly, °let the cow come and atone for the calf. "
Rashi on Numbers 19:22:6,<b>Red.</b> To correspond with “If they [your sins] are as red as crimson. . .” Sin is described as red.
Rashi on Numbers 19:22:7,"<b>Perfect.</b> To correspond with the Israelites, who were perfect, but then were blemished by it. This [offering] shall come and atone for them, and they will return to their perfection. "
Rashi on Numbers 19:22:8,<b>Upon which no yoke was laid.</b> Just as they discarded the yoke of Heaven.
Rashi on Numbers 19:22:9,"<b>To Elozor the kohein.</b> Just as they gathered against Aharon, the <i>kohein, [and forced him] to construct the calf. And since Aharon constructed the calf, this service was not performed by him, for, the accuser cannot serve as the defender. </i>"
Rashi on Numbers 19:22:10,<b>[He] shall burn the cow.</b> Just as the calf was burned.
Rashi on Numbers 19:22:11,"<b>Cedar wood, hyssop, and crimson wool.</b> These three species correspond with the three thousand men who perished because of the calf. The cedar is the loftiest of all trees, the hyssop the lowest of all, signifying that someone haughty who sinned with arrogance must humble himself like the hyssop and the worm to gain atonement. "
Rashi on Numbers 19:22:12,"<b>A keepsake.</b> Just as the transgression of the calf, which is preserved throughout the generations for punishment, as there is no reckoning which does not include an accounting for the calf, as it is said, “on the day of my reckoning, I will take into account . . . [the sin of the calf], And °just as the calf defiled everyone involved with it, so does the <i>parah</i> defile everyone involved with it. Just as they were purified with its ashes, as it is said, “he scattered it on the water, etc.” so “they shall take, for the one defiled, from the dust of the burnt sin-offering, [and place, upon it, spring water.] "
Rashi on Numbers 20:1:1,"<b>The entire community.</b> The entire, perfect community. °Those who were to die in the desert had already perished, and these were set apart to live. 
"
Rashi on Numbers 20:1:2,"<b>Miriam died there.</b> °Why is the portion concerning Miriam’s death adjacent to the portion of the <i>parah adumah</i>? To teach you that, °just as the sacrifices bring atonement, °so do the deaths of the righteous bring atonement. "
Rashi on Numbers 20:1:3,"<b>Miriam died there.</b> She, too, died °by the Divine kiss. °Why, then, is it not said, concerning her, “by the mouth of God”? Because this would be lacking in reverence toward the Supreme Being. Concerning Aharon, however, it is said, “by the mouth of God,” in “these are the journeys.” "
Rashi on Numbers 20:2:1,"<b>The community had no water.</b> From here [we derive] that all forty years they had °the well in Miriam’s merit. 
"
Rashi on Numbers 20:3:1,<b>Would that we had died.</b> °We wish that we had died.
Rashi on Numbers 20:3:2,"<b>By our brothers’ death.</b> °By our brothers’ death from the plague, as death from thirst is more dreadful. "
Rashi on Numbers 20:3:3,"<b>By . . . death.</b> This is a noun, like בְּמִיתַת אַחֵינוּ, “by our brother’s death.” But it is incorrect to interpret this as “when our brothers died,” for, if so, the vocalization should have been בִּגְו‍ֹעַ . 
"
Rashi on Numbers 20:8:1,"<b>And their livestock.</b> °From here [we derive] that the Holy One, Blessed is He, is solicitous of the Israelites’ property. 
"
Rashi on Numbers 20:10:1,"<b>Assembled, etc.</b> This is one of the places °where a small area held a large multitude. 
"
Rashi on Numbers 20:10:2,"<b>Can we extract from this rock?</b> °Because they did not recognize it, as the rock settled itself among the other rocks when the well departed. The Israelites were telling them, “What [difference] is it to you, from which rock you extract water for us”? This is why he addressed them as “rebels “—”insolents,” “fools” in Greek. Those who instruct their instructors. Can we extract water from this rock for which we were not commanded? "
Rashi on Numbers 20:11:1,"<b>Twice.</b> °Because at first, it only produced drops, since the Omnipresent had not commanded to strike it, but “speak to the rock.” They spoke to a different rock, but it did not produce. They said, “perhaps it must be struck, like the first one,” as it is said, “strike the rock.” Then they happened upon that rock and he struck it. "
Rashi on Numbers 20:12:1,"<b>Because you did not believe in Me.</b> °Scripture reveals that °if it had not been for this single sin, they would have entered the land, so that it would not be said of them: °”Like the transgressions of the rest of the generation of the desert, against whom it was decreed not to enter the land— so was the transgression of Moshe and Aharon.” But °was not [the transgression implied in the verse] “will sheep and cattle be slaughtered”? worse than this? Still, because it was said in private, Scripture was compassionate with him, but here, where it was in the presence of all of Israel, Scripture was not compassionate with him, because of the sanctification of the Name. "
Rashi on Numbers 20:12:2,"<b>To sanctify me.</b> For, if you had spoken to the rock and it had brought forth water, I would have been sanctified in the eyes of the community. They would have said: “Now this rock, which can neither speak nor hear, and does not require sustenance, fulfills the word of the Omnipresent. How much more should we do so.” "
Rashi on Numbers 20:12:3,"<b>Therefore, you will not bring.</b> This was said as an oath, like “Therefore, I swore to the house of Eili.” °He swore precipituously, so that they would not engage in lengthy prayer. "
Rashi on Numbers 20:13:1,"<b>They are the waters of dispute.</b> They are the ones mentioned elsewhere. Pharaoh’s astrologers saw them, [seeing] that the saviour of Israel would be smitten through water. Therefore, they decreed that “every boy who is born must be thrown into the river.” "
Rashi on Numbers 20:13:2,"<b>He was sanctified through them.</b> Since Moshe and Aharon died because of them. When the Holy One, Blessed is He, administers judgment against His holy ones, He is feared and sanctified by mankind. Similarly, it says, “You are awesome, God, from Your sanctuaries.” Similarly, it says, “I am sanctified by those close to Me.” "
Rashi on Numbers 20:14:1,"<b>Your brother Yisroel.</b> Why did Moshe see fit to mention brotherhood here? But he said to him, “We are brothers, children of Avrohom, to whom it was said, ‘[Know] . . . that your descendants will be strangers [in a land that is not theirs]’, and we were both responsible for fulfilling that obligation.” "
Rashi on Numbers 20:14:2,"<b>You know of all the hardship.</b> Therefore, your father parted from our father, as it is said, “he went to a land because of his brother Yaakov” — °because of the bill of debt incumbent upon them, he placed the burden on Yaakov. 
"
Rashi on Numbers 20:15:1,<b>[The Egyptians] mistreated us.</b> °We endured much suffering.
Rashi on Numbers 20:15:2,<b>And our forefathers.</b> From here we derive °that the forefathers suffer in the grave when punishment is visited on Israel.
Rashi on Numbers 20:16:1,"<b>And He heard our voice.</b> °Through the blessing bestowed by our forefather [Yitzchak], “the voice is the voice of Yaakov.” For, we cry out, and are answered. "
Rashi on Numbers 20:16:2,"<b>An emissary.</b> °This refers to Moshe. From here we derive that the prophets are called “emissaries” It also says, “they would insult the emissaries of God.” "
Rashi on Numbers 20:17:1,"<b>Please let us to pass through your land.</b> °You should not challenge the inheritance of the land of Israel, as you did not pay the debt. Do, for us, the small favor of passing through your land. "
Rashi on Numbers 20:17:2,"<b>We will not drink well water.</b> It should have said, “cistern water.” But this is what Moshe said: °”Although we have in our possession manna to eat and the well [water] to drink, we will not drink from it, but we will buy food and drink from you, for your benefit.” From here [we derive] that, although a guest has provisions in his possession, he should buy from the shopkeeper, in order to benefit his host. "
Rashi on Numbers 20:17:3,"<b>We will travel by the king’s road.</b> °We will muzzle our animals, so that they will not turn every which way to eat. "
Rashi on Numbers 20:18:1,"<b>Lest I go out against you with the sword.</b> You pride yourselves with the voice you inherited from your forefather, saying, “we cried out to God, and he heard our voice.” Well, I will go out against you °with my forefather’s legacy, “you shall live by your sword.” 
"
Rashi on Numbers 20:19:1,<b>It is just nothing.</b> Nothing at all will harm you.
Rashi on Numbers 20:20:1,"<b>And a strong hand.</b> °With our grandfather’s assurance, “but the hands are the hands of Eisav.” "
Rashi on Numbers 20:22:1,"<b>The entire community.</b> °All of them, perfect, ready to enter the land. Not one of them was among those included in the decree, for those who were to die in the wilderness, had perished. These were among those of whom Scripture states, “You are all living this day.” "
Rashi on Numbers 20:22:2,"<b>Mount Hor (lit. the mountain of the mountain).</b> A mountain on top of a mountain, like a small apple on top of a large apple. Although the cloud went before them to flatten the mountains, three mountains remained; Mount Sinai for the Torah, Mount Hor for Aharon’s burial, and Mount Nevo for Moshe’s burial, "
Rashi on Numbers 20:23:1,"<b>At the border of the land of Edom.</b> This teaches, that because they joined here in associating with the evil Eisav, a breach was made in their activities, and they lost this righteous man. Similarly, the prophet says to Yehoshafat, “when you joined with Achazyahu, God caused a breach in your activities.” 
"
Rashi on Numbers 20:25:1,"<b>Take Aharon.</b> With comforting words. Say to him, “How fortunate you are to see your crown handed over to your son— something which I do not merit.” "
Rashi on Numbers 20:26:1,"<b>[His] vestments.</b> °In the vestments of the <i>kehunah Gedolah</i>, °he dressed him, and then removed them from him, in order to place them on his son in his presence. °He said to him, “Enter the cave.” He entered. He saw a bed made ready and a candle burning. He said, “Go up on the bed.” He went up. “Extend your hands.” He extended them. “Close your mouth.” He closed it. “Shut your eyes.” He shut them. Moshe at once desired to die such a death. This is why it was said to him, “The way your brother Aharon died”— The death which you desired. "
Rashi on Numbers 20:27:1,"<b>Moshe did.</b> °Although the matter was difficult for him, he did not hesitate. "
Rashi on Numbers 20:29:1,"<b>The entire community saw.</b> °When they saw Moshe and Elozor descending, and Aharon did not desend, they said,”Where is Aharon”? He said to them, “He died.” They said, “Can it be that someone who stood up to the angel and stopped the plague is under the dominion of the angel of death”? Moshe immediately begged for mercy, and the ministering angels showed him to them, lying in the bed. They saw, and believed. "
Rashi on Numbers 20:29:2,"<b>The entire house of Yisroel.</b> Men and women, °because Aharon pursued peace, and instilled affection between antagonists, and between husband and wife. "
Rashi on Numbers 20:29:3,"<b>That [Aharon] died.</b> I say that anyone who translates [כִּי גָוַע as] דְּהָא מִית (“because [Aharon] died”), is mistaken, unless he also translates וַיִּרְאוּ as וְאִתְחֲזִיאוּ ([The community] “was exposed”). Since the Rabbis’ comment, that כִּי here is understood as “because,” is valid only according to the Midrashic comment that the clouds of glory departed, as R’ Abohu said, “do not read וַיִּרְאוּ (‘they [the community] saw,’), but וַיֵּרָאוּ, (‘they [the community] were exposed’).” According to this interpretation, דְּהָא (“because”), is the proper usage, since it clarifies what precedes it. Why were they exposed? Because Aharon died. However, according to Targum [Onkelos who translates] “the entire community saw,” “because” is not the proper usage, but “that,” from the אִי meaning, as we find אִם meaning “that.” As in, “that [I ask], why shouldn’t I be distressed”?Sf? and many clear usages in this sense, [like] “that his days are designated.” "
Rashi on Numbers 21:1:1,"<b>The Canaanite heard.</b> °He heard that Aharon died, and the clouds of glory departed, etc. as stated in Rosh Hashanah. Amelek was always a whip for disciplining Israel, prepared, at all times, to mete out punishment. 
"
Rashi on Numbers 21:1:2,"<b>Who lived in the south.</b> °This was Amalek, as it is said, “Amelek dwells in the southern part of the land.” They changed their language, and spoke in the Canaanite tongue, so that the Israelites would pray to the Holy One, Blessed is He, to deliver the Canaanites into their hands —but they were not Canaanites. The Israelites saw that they were dressed in Amalekite clothing, but spoke the Canaanite tongue. They said, “let us pray in a general way,” as it is said, “if you will deliver this people into my hand.” "
Rashi on Numbers 21:1:3,"<b>By the route of the spies.</b> The negev route traveled by the spies, as it is said, “they went up to the negev.” Another interpretation of דֶּרֶךְ הָאֲתָרִים ; the route of °the great pathfinder which traveled before them, as it is said, “[the Ark of the covenant of God traveled before them] three days’ journey, to seek out a resting place for them.” "
Rashi on Numbers 21:1:4,<b>He took from them a captive.</b> It was only °one maidservant.
Rashi on Numbers 21:2:1,"<b>I shall consecrate.</b> °I shall consecrate the spoils to heaven. 
"
Rashi on Numbers 21:3:1,<b>And he destroyed them.</b> By execution.
Rashi on Numbers 21:3:2,<b>And [consecrated] their cities.</b> He consecrated them to heaven.
Rashi on Numbers 21:4:1,"<b>By the Reed Sea route.</b> °Since Aharon had died, and this war fell upon them, they turned back to the Reed Sea route This was the route by which they had turned back when the decree of the spies was issued against them, as it is said, “travel into the desert, by the Reed Sea route.” Here, they turned back seven journeys, as it is said, “Bnei Yisroel journeyed from Be’eiros Bnei Yaakan to Moseirah. There, Aharon died.” Was it in Moseirah that Aharon died? Did he not die at Mount Hor? °But they returned there, and mourned and eulogized him as if he were in their presence. Go, examine the journeys, and you will find seven journeys from Moseirah to Mount Hor. "
Rashi on Numbers 21:4:2,<b>To circle around the land of Edom.</b> Since they did not permit them to pass through their land.
Rashi on Numbers 21:4:3,"<b>Traveling was insufferable to the people (lit. “the people’s souls did not have the capacity for traveling”).</b> Because of the rigors of travel, which were overly difficult for them. They said, “We were just close to entering the land, and we are turning back. This was how our fathers turned back, and they remained for thirty-eight years, until this day.” Therefore, the distress of traveling was insufferable. “<i>Encrot lor</i>” [“repulsive to them”, in old French]. But it would be improper to translate “the people experienced insufferability בַּדֶּרֶךְ, while traveling,” without specification of the cause of the insufferability; since, wherever one finds insufferability in Scripture, the cause is specified. For example, “they were insufferable to me.” And, for example, “Israel’s distress was insufferable to him.” Anything overly difficult for a person is depicted as קִצּוּר נֶפֶשׁ (lit. the incapacity of the soul), like a person beset by travail, who lacks the breadth of mind to accept that, and who does not have a place in his heart where the distress might reside. Now, the thing causing distress is depicted as looming large, since it is seems large and weighs heavily on the person. For example, “their souls loomed over me” —seemed large to me. [And, for example,] “Trapping me like a lion looms large.” The synopsis of the interpretation: Every statement expressing the soul’s incapacity for a thing means that it cannot tolerate it, for the mind cannot tolerate it. "
Rashi on Numbers 21:5:1,<b>Against God and Moshe.</b> They equated the servant with his master.
Rashi on Numbers 21:5:2,"<b>Why did you bring us up.</b> Both of them, equally. "
Rashi on Numbers 21:5:3,"<b>We (our souls) are disgusted.</b> This, too, denotes insufferability and disgust. "
