Chapter,Segment.,English,Hebrew
8,1,"“<b><i>Tik’u</i></b> (Sound) the shofar at the moon’s renewal, when [the moon is] covered over on our festive day. For it is a statute for Israel, a judgment unto the Lord of Yaakov.”(Psalms 81:4-5)","תִּקְעוּ בַחֹדֶשׁ שׁוֹפָר בַּכֶּסֶא לְיוֹם חַגֵּנוּ, כִּי חֹק לְיִשְׂרָאֵל הוּא מִשְׁפָּט לֵאלֹקֵי יַעֲקֹב (תהלים פ""א): "
8,2,"Although <i>tokhachah</i> (moral guidance and reproof) is extremely important, and it is incumbent upon every Jew to reprove his fellow Jew when he sees him acting incorrectly, as it is written (Leviticus 19:17), “You shall surely reprove your fellow,” nevertheless, not everyone is fit to offer moral guidance. As Rabbi Akiva said: I doubt if there is anyone in this generation who is capable of giving reproof (Arakhin 16b). And if Rabbi Akiva said this in his era, then it is all the more so now, in this current era.","<b>א</b> אַף־עַל־פִּי שֶׁתּוֹכָחָה הוּא דָּבָר גָּדוֹל, וּמֻטָּל עַל כָּל אֶחָד מִיִּשְׂרָאֵל לְהוֹכִיחַ אֶת חֲבֵרוֹ, כְּשֶׁרוֹאֶה בּוֹ שֶׁאֵינוֹ מִתְנַהֵג כַּשּׁוּרָה, כְּמוֹ שֶׁכָּתוּב (ויקרא יט): הוֹכֵחַ תּוֹכִיחַ אֶת עֲמִיתֶךָ, אַף־עַל־פִּי־כֵן לָאו כָּל אָדָם רָאוּי לְהוֹכִיחַ. כְּמוֹ שֶׁאָמַר רַבִּי עֲקִיבָא (ערכין טז:): תָּמֵהַּ אֲנִי, אִם יֵשׁ בַּדּוֹר הַזֶּה מִי שֶׁיָּכוֹל לְהוֹכִיחַ. וְאִם רַבִּי עֲקִיבָא אָמַר זֹאת בְּדוֹרוֹ, כָּל־שֶׁכֵּן בַּדּוֹר הַזֶּה שֶׁל עַכְשָׁו. "
8,3,"When the one who gives moral guidance is unfit to give it, not only does he not help with his reproof, but he even causes the souls which hear it to raise a bad odor. For his reproof arouses the stench of the wicked deeds and bad traits of the people he reproves.","כִּי כְּשֶׁהַמּוֹכִיחַ אֵינוֹ רָאוּי לְהוֹכִיחַ, אֲזַי לֹא דַּי שֶׁאֵינוֹ מוֹעִיל בְּתוֹכַחְתּוֹ, אַף גַּם הוּא מַבְאִישׁ רֵיחַ שֶׁל הַנְּשָׁמוֹת הַשּׁוֹמְעִים תּוֹכַחְתּוֹ. כִּי עַל־יְדֵי תּוֹכַחְתּוֹ הוּא מְעוֹרֵר הָרֵיחַ רַע שֶׁל הַמַּעֲשִׂים רָעִים וּמִדּוֹת רָעוֹת שֶׁל הָאֲנָשִׁים שֶׁהוּא מוֹכִיחָם. "
8,4,"This is akin to when something that has an unpleasant odor is at rest. As long as we don’t move the object, the foul odor is undetected. But when one starts to move that object, the stench is stirred up. Likewise the reproof given by someone who is unfit to give it; it moves and stirs the stench of the wicked deeds and bad traits of the people he reproves. He causes them to raise a bad odor and, through this, weakens their souls. Consequently, the flow of bounty is suspended from all the worlds which are dependent upon these souls.","כְּמוֹ כְּשֶׁמֻּנָּח אֵיזֶה דָּבָר שֶׁיֵּשׁ לוֹ רֵיחַ שֶׁאֵינוֹ טוֹב, כָּל זְמַן שֶׁאֵין מְזִיזִין אוֹתוֹ הַדָּבָר, אֵין מַרְגִּישִׁין הָרֵיחַ רַע, אֲבָל כְּשֶׁמַּתְחִילִין לְהָזִיז אוֹתוֹ הַדָּבָר, אֲזַי מְעוֹרְרִין הָרֵיחַ רַע; כְּמוֹ־כֵן עַל־יְדֵי תּוֹכָחָה שֶׁל מִי שֶׁאֵינוֹ רָאוּי לְהוֹכִיחַ, עַל־יְדֵי־זֶה מְזִיזִין וּמְעוֹרְרִין הָרֵיחַ רַע שֶׁל הַמַּעֲשִׂים רָעִים וּמִדּוֹת רָעוֹת שֶׁל הָאֲנָשִׁים שֶׁמּוֹכִיחָם, וְעַל־כֵּן הוּא מַבְאִישׁ רֵיחָם, וְעַל־יְדֵי־זֶה הוּא מַחֲלִישׁ אֶת הַנְּשָׁמוֹת שֶׁלָּהֶם, וְעַל־יְדֵי־זֶה נִפְסָק הַשֶּׁפַע מִכָּל הָעוֹלָמוֹת הַתְּלוּיִים בְּאֵלּוּ הַנְּשָׁמוֹת. "
8,5,"This is because the soul mainly nourishes from scent, as our Sages, of blessed memory, taught: From where is it derived that we recite a blessing over fragrances? It is stated: “Let every soul praise God” (Psalms 150:6). From what does the soul derive pleasure but the body does not? You have to say it is fragrance (Berakhot 43b). Therefore, on account of this reprover who causes them to raise a bad odor, the souls, whose nourishment is from scent, are weakened. The flow of bounty to all the worlds which are dependent upon them is then automatically suspended.","כִּי עִקָּר יְנִיקַת הַנְּשָׁמָה הוּא מֵהָרֵיחַ. כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (ברכות מג:): מִנַּיִן שֶׁמְּבָרְכִין עַל הָרֵיחַ, שֶׁנֶּאֱמַר: כֹּל הַנְּשָׁמָה תְּהַלֵּל יָהּ. אֵיזֶהוּ דָּבָר שֶׁהַנְּשָׁמָה נֶהֱנֵית מִמֶּנּוּ וְלֹא הַגּוּף, הֱוֵי אוֹמֵר: זֶה הָרֵיחַ. וְעַל־כֵּן עַל־יְדֵי זֶה הַמּוֹכִיחַ, שֶׁהוּא מַבְאִישׁ רֵיחָם, עַל־יְדֵי־זֶה נֶחֱלֶשֶׁת הַנְּשָׁמָה, שֶׁיְּנִיקָתָהּ מֵהָרֵיחַ כַּנַּ""ל, וּמִמֵּילָא נִפְסָק הַשֶּׁפַע מִכָּל הָעוֹלָמוֹת הַתְּלוּיִים בָּהֶם. "
8,6,"But when the one giving the moral guidance is fit to give it, then, on the contrary, he enhances and gives the souls a pleasant scent through his reproof. This is because the reproof must resemble Moshe’s reproof of the Jews over the incident of the [Golden] Calf. Through his reproof he gave them a pleasant scent, as in “my nard gave forth its fragrance” (Song of Songs 1:12), which was said in reference to the incident of the Calf. It does not say “leave behind” but “gave forth,” as Rashi expounds there and as our Sages, of blessed memory, taught in the Talmud (Shabbat 88b).","אֲבָל כְּשֶׁהַמּוֹכִיחַ רָאוּי לְהוֹכִיחַ, אֲזַי אַדְּרַבָּא, הוּא מוֹסִיף וְנוֹתֵן רֵיחַ טוֹב בְּהַנְּשָׁמוֹת עַל־יְדֵי תּוֹכַחְתּוֹ. כִּי הַתּוֹכָחָה צְרִיכָה לִהְיוֹת בִּבְחִינַת הַתּוֹכָחָה שֶׁל מֹשֶׁה, שֶׁהוֹכִיחַ אֶת יִשְׂרָאֵל עַל מַעֲשֵׂה הָעֵגֶל, שֶׁעַל־יְדֵי תּוֹכַחְתּוֹ נָתַן בָּהֶם רֵיחַ טוֹב, בִּבְחִינַת (שה""ש א): נִרְדִּי נָתַן רֵיחוֹ, הַנֶּאֱמָר עַל מַעֲשֵׂה הָעֵגֶל. עָזַב לֹא נֶאֱמַר, אֶלָּא נָתַן, כְּמוֹ שֶׁפֵּרֵשׁ רַשִׁ""י שָׁם וּכְמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה בַּגְּמָרָא (שבת פח:). "
8,7,"Moshe’s reproof over the incident of the Calf gave them an added pleasant scent, which is sustenance for the soul. For the soul nourishes mainly from scent. Through his voice, the one fit to offer moral guidance gives the souls a pleasant scent, i.e., spiritual sustenance.","כִּי עַל־יְדֵי תּוֹכָחָה שֶׁל מֹשֶׁה עַל מַעֲשֵׂה הָעֵגֶל הוֹסִיף וְנָתַן בָּהֶם רֵיחַ טוֹב, שֶׁהוּא בְּחִינַת מְזוֹנָא דְּנִשְׁמָתָא. כִּי עִקָּר יְנִיקַת הַנְּשָׁמָה הִיא מֵהָרֵיחַ כַּנַּ""ל, כִּי עַל־יְדֵי קוֹל הַמּוֹכִיחַ שֶׁהוּא רָאוּי, עַל־יְדֵי־זֶה הוּא נוֹתֵן רֵיחַ טוֹב בְּהַנְּשָׁמוֹת, שֶׁהוּא בְּחִינַת מְזוֹנָא דְּנִשְׁמָתָא כַּנַּ""ל: "
8,8,"There is sustenance for the soul and sustenance for the body. The body’s sustenance weakens the soul’s sustenance. This is because the body’s sustenance—i.e., through eating and drinking—raises the heel of the Other Side, as in “eating my bread has raised the heel over me” (Psalms 41:10). Through eating, the heels and the feet are strengthened, as in “Eat well and it will be noticeable in the feet” (Shabbat 152a). And then, as a result of the <i>aikev</i> (heel) of the Other Side growing strong, God forbid, the <i>aikev</i> of holiness—the aspect of “<i>Aikev</i> (the end product of) humility is fear of God” (Proverbs 22:4), which corresponds to scent, as in “He will be imbued with the scent of the fear of God” (Isaiah 11:3), namely, spiritual sustenance—becomes weak, God forbid.","כִּי יֵשׁ מְזוֹנָא דְּנִשְׁמָתָא וּמְזוֹנָא דְּגוּפָא, וְעַל־יְדֵי מְזוֹנָא דְּגוּפָא נֶחֱלָשׁ מְזוֹנָא דְּנִשְׁמָתָא, כִּי עַל־יְדֵי מְזוֹנָא דְּגוּפָא, דְּהַיְנוּ עַל־יְדֵי אֲכִילָה וּשְׁתִיָּה, עַל־יְדֵי־זֶה מַגְדִּילִין אֶת בְּחִינַת עָקֵב דְּסִטְרָא־אַחֲרָא, בִּבְחִינַת (תהלים מא): אוֹכֵל לַחְמִי הִגְדִּיל עָלַי עָקֵב. כִּי עַל־יְדֵי הָאֲכִילָה נִתְחַזְּקִין הָעֲקֵבִים וְהָרַגְלִין, בִּבְחִינַת (שבת קנב): דֹּק בְּכַכֵּי וְתִשְׁכַּח בְּנַגְרֵי. וְאָז כְּשֶׁנִּתְגַּדֵּל, חַס וְשָׁלוֹם, עָקֶב דְּסִטְרָא־אָחָרֳא, עַל־יְדֵי־זֶה נֶחֱלָשׁ, חַס וְשָׁלוֹם, בְּחִינַת עָקֶב דִּקְדֻשָּׁה שֶׁהוּא בְּחִינַת (משלי כב): עֵקֶב עֲנָוָה יִרְאַת ה', שֶׁהִיא בְּחִינַת רֵיחַ, בִּבְחִינַת (ישעיה יא): וַהֲרִיחוֹ בְּיִרְאַת ה', שֶׁהוּא מְזוֹנָא דְּנִשְׁמָתָא. "
8,9,"The rectification for this is brought about through the concept of voice. For the voice waters the garden in which all the scents and fears grow, as in “A river issues from Eden to water the garden” (Genesis 2:10). “A river issues from Eden” alludes to the voice, as in “the rivers raise up their voice” (Psalms 93:3). And this is the concept of “I heard Your voice in the garden and I was afraid” (Genesis 3:10). It is this voice watering the garden that causes all the scents/fear of God—i.e., sustenance for the soul—to grow there.","וְהַתִּקּוּן לָזֶה הוּא עַל־יְדֵי בְּחִינַת קוֹל, כִּי בְּחִינַת קוֹל הוּא מַשְׁקֶה אֶת הַגָּן, שֶׁשָּׁם גְּדֵלִים כָּל הָרֵיחוֹת וְהַיְרָאוֹת, בִּבְחִינַת (בראשית ב): וְנָהָר יֹצֵא מֵעֵדֶן לְהַשְׁקוֹת אֶת הַגָּן. נָהָר הַיּוֹצֵא מֵעֵדֶן וְכוּ' – זֶה בְּחִינַת קוֹל, בִּבְחִינַת (תהלים צג): נָשְׂאוּ נְהָרוֹת קוֹלָם; וְזֶה בְּחִינַת (בראשית ג): אֶת קֹלְךָ שָׁמַעְתִּי בַּגָּן וָאִירָא. כִּי זֶה הַקּוֹל מַשְׁקֶה אֶת הַגָּן, שֶׁעַל־יְדֵי־זֶה גְּדֵלִים שָׁם כָּל הָרֵיחוֹת, שֶׁהֵם בְּחִינַת יִרְאָה כַּנַּ""ל, שֶׁזֶּהוּ בְּחִינַת מְזוֹנָא דְּנִשְׁמָתָא כַּנַּ""ל. "
8,10,"This voice subdues the heel of the Other Side, for it is the concept of “The voice is the voice of Yaakov” (Genesis 27:22). Yaakov therefore attained the concept of scent, as in “See, my son’s fragrance is like the scent of a field” (ibid. :27). This was said of yaAKoV, who subdues the <i>AKeiV</i> of the Other Side, as in “his hand holding on to Esav’s <i>akeiv</i> (heel)” (Genesis 25:26).","כִּי עַל־יְדֵי זֶה הַקּוֹל נִכְנָע בְּחִינַת עָקֵב דְּסִטְרָא־אָחָרֳא, כִּי זֶה הַקּוֹל הוּא בְּחִינַת (שם כז): הַקֹּל קוֹל יַעֲקֹב. וְעַל־כֵּן זָכָה יַעֲקֹב לִבְחִינַת הָרֵיחַ, בִּבְחִינַת (שם): רְאֵה רֵיחַ בְּנִי כְּרֵיחַ שָׂדֶה, הַנֶּאֱמָר בְּיַעֲקֹב, וְהוּא מַכְנִיעַ עָקֵב דְּסִטְרָא־אָחָרֳא, בִּבְחִינַת (שם כה): וְיָדוֹ אוֹחֶזֶת בַּעֲקֵב עֵשָׂו. "
8,11,"And this voice is the voice of the fit reprover, as in “raise your voice like a shofar and tell My people of their transgression” (Isaiah 58:1). One who would reprove the Jewish people and tell them of their transgression and wrongdoing must possess this voice so as not to cause them to raise a bad odor by arousing their sins. He must therefore possess this voice, because through this voice—which waters the garden and causes all the scents to grow—he enhances them and gives them a pleasant scent.","וְזֶה הַקּוֹל הוּא בְּחִינַת קוֹל הַמּוֹכִיחַ הָרָאוּי, בִּבְחִינַת (ישעיה נח): הָרֵם כַּשּׁוֹפָר קוֹלֶךָ וְהַגֵּד לְעַמִּי פִּשְׁעָם וְכוּ'. כִּי הַמּוֹכִיחַ שֶׁרוֹצֶה לְהוֹכִיחַ אֶת יִשְׂרָאֵל וּלְהַגִּיד לָהֶם פִּשְׁעָם וְחַטָּאתָם, הוּא צָרִיךְ לְזֶה הַקּוֹל, כְּדֵי שֶׁלֹּא יַבְאִישׁ רֵיחָם עַל־יְדֵי שֶׁמְּעוֹרֵר עֲוֹונוֹתֵיהֶם כַּנַּ""ל. עַל־כֵּן צָרִיךְ לְזֶה הַקּוֹל, כִּי עַל־יְדֵי זֶה הַקּוֹל הוּא מוֹסִיף וְנוֹתֵן בָּהֶם רֵיחַ טוֹב, כִּי עַל־יְדֵי זֶה הַקּוֹל גְּדֵלִים כָּל הָרֵיחוֹת, כִּי זֶה הַקּוֹל מַשְׁקֶה אֶת הַגָּן וְכוּ' כַּנַּ""ל. "
8,12,"This is the meaning of “raise your voice <i>ka’shophar</i> (like a shofar).” Specifically “like a shofar,” because this voice which waters the garden, the aspect of “A river flows from Eden,” corresponds to the voice of the melody of the song destined to burst forth in the Future when He renews His world—i.e., the simple-twofold-threefold-fourfold song. This is <i>Ka’ShoPhaR,</i> the first letters of <i>Pashut-Kaful-Sh’loosh-Ravua</i>. This is the Song of the Future, the voice that waters the garden; the specific voice through which he is able to give reproof. Thus, this is “raise your voice like a shofar”—specifically <i>ka’shophar</i>.","וְזֶהוּ: הָרֵם כַּשּׁוֹפָר קוֹלֶךָ – כַּשֹּׁפָר דַּיְקָא, כִּי זֶה הַקּוֹל הַמַּשְׁקֶה אֶת הַגָּן, שֶׁהוּא בְּחִינַת: וְנָהָר יֹצֵא מֵעֵדֶן, הוּא בְּחִינַת קוֹל הַנִּגּוּן שֶׁל הַשִּׁיר שֶׁיִּתְעַר לֶעָתִיד, כְּשֶׁיְּחַדֵּשׁ אֶת עוֹלָמוֹ, שֶׁהוּא בְּחִינַת שִׁיר פָּשׁוּט, כָּפוּל, מְשֻׁלָּשׁ, מְרֻבָּע. וְזֶהוּ כַּשֹּׁפָר – רָאשֵׁי־תֵבוֹת: פָּשׁוּט, כָּפוּל, שָׁלוּשׁ, רָבוּעַ – שֶׁהוּא בְּחִינַת הַשִּׁיר שֶׁלֶּעָתִיד, שֶׁהוּא בְּחִינַת הַקּוֹל הַמַּשְׁקֶה אֶת הַגָּן, שֶׁעַל־יְדֵי זֶה הַקּוֹל דַיְקָא הוּא יָכוֹל לְהוֹכִיחַ. וְזֶהוּ: הָרֵם כַּשֹּׁפָר קוֹלֶךָ – כַּשֹּׁפָר דַיְקָא, כַּנַּ""ל. "
8,13,"And this is the meaning of “they draw a thread of lovingkindness over him,” which is said in reference to one who is fit to offer moral guidance, as our Sages, of blessed memory, taught (Tamid 28a) : Whoever reproves his fellow Jew for the sake of God, they draw a thread of lovingkindness over him, as it is stated: “He who reproves a person will later find favor” (Proverbs 28:23).","וְזֶהוּ בְּחִינַת: מוֹשְׁכִין עָלָיו חוּט שֶׁל חֶסֶד, הַנֶּאֱמָר בַּמּוֹכִיחַ הָרָאוּי, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (תמיד כח): הַמּוֹכִיחַ אֶת חֲבֵרוֹ לְשֵׁם שָׁמַיִם, מוֹשְׁכִין עָלָיו חוּט שֶׁל חֶסֶד, שֶׁנֶּאֱמַר: מוֹכִיחַ אָדָם אַחֲרַי חֵן יִמְצָא, "
8,14,"“A thread of lovingkindness” signifies that strands have been wound and twisted and made into a thread. These are the strings upon which this melody and Song of the Future will be played. They number seventy-two, corresponding to the Holy Name <i>Y-YH-YHV-YHVH</i>—the simple-twofold-threefold-fourfold song, as brought in the <i>Tikkunim</i> (Tikkuney Zohar # 21, p.51b)—which [likewise] has a total value of seventy-two. And the Song of the Future, when He renews His world, will be played upon these strings, as in “The world will be built on lovingkindness” (Psalms 89:3), for the simple-twofold-threefold-fourfold song is destined to burst forth then.","כִּי חוּט שֶׁל חֶסֶד זֶה בְּחִינַת שֶׁנִּקְלַע וְנִשְׁזָר וְנַעֲשָׂה חוּט מֵהַנִּימִין, שֶׁעַל אֵלּוּ הַנִּימִין (שֶׁקּוֹרִין סְטְרִינֶיס) יִתְנַגֵּן הַנִּגּוּן וְהַשִּׁיר הַזֶּה שֶׁל לֶעָתִיד, שֶׁהֵם ע""ב נִימִין כְּנֶגֶד שֵׁם י' י""ק יק""ו יקו""ק, שֶׁהוּא בְּחִינַת שִׁיר פָּשׁוּט כָּפוּל וְכוּ', כַּמּוּבָא בַּתִּקּוּנִים (תי' כ""א), שֶׁהוּא עוֹלֶה כֻּלּוֹ ע""ב. וְעַל אֵלּוּ הַנִּימִין יִתְנַגֵּן הַשִּׁיר הַזֶּה שֶׁלֶּעָתִיד כְּשֶׁיְּחַדֵּשׁ אֶת עוֹלָמוֹ, בִּבְחִינַת (תהלים פט): עוֹלָם חֶסֶד יִבָּנֶה, שֶׁאָז יִתְעַר שִׁיר פָּשׁוּט וְכוּ'. "
8,15,"Thus, this is the meaning of “a thread of lovingkindness” mentioned in connection with the fit reprover; it refers to the thread made from the strings upon which this song will be played when the world is renewed, the concept of “The world will be built on lovingkindness.” And this is the meaning of “a thread of lovingkindness is drawn over him.” The drawing signifies drawing on and plucking the strings in order to play the aforementioned song on them.It follows that with his voice, the one fit to offer moral guidance gives the souls a pleasant scent, as mentioned above.","וְזֶהוּ בְּחִינַת חוּט שֶׁל חֶסֶד הַנַּ""ל, הַנֶּאֱמָר בַּמּוֹכִיחַ הָרָאוּי, הַיְנוּ בְּחִינַת הַחוּט הַנַּעֲשֶׂה מֵהַנִּימִין הַנַּ""ל, שֶׁעֲלֵיהֶם יִתְנַגֵּן הַשִּׁיר הַזֶּה כְּשֶׁיִּהְיֶה חִדּוּשׁ הָעוֹלָם, בְּחִינַת: עוֹלָם חֶסֶד יִבָּנֶה, כַּנַּ""ל. וְזֶהוּ: מוֹשְׁכִין עָלָיו חוּט שֶׁל חֶסֶד – זֶה בְּחִינַת הַהַמְשָׁכָה, שֶׁמּוֹשְׁכִין וּפוֹשְׁטִין אֶת הַנִּימִין, כְּדֵי לְנַגֵּן עֲלֵיהֶם שִׁיר הַנַּ""ל. נִמְצָא שֶׁעַל־יְדֵי קוֹל הַמּוֹכִיחַ הָרָאוּי, הוּא נוֹתֵן רֵיחַ טוֹב בְּהַנְּשָׁמוֹת כַּנַּ""ל: "
8,16,"<b>2.</b> The only way to attain this aforementioned voice is through prayer. The essence of prayer is compassion and entreaty (as explained in Avot 2:13). And compassion depends mainly upon <i>daat</i> (unitive knowledge and awareness of God), as it is written, “They will do nothing evil or destructive anywhere on My sacred mountain, for the earth will be filled with <i>daat</i>, as water covers the seabed” (Isaiah 11:9). In the Future, <i>daat</i> will increase. There will then be no destruction or cruelty, for <i>daat</i> will bring to the proliferation of compassion, which depends primarily upon <i>daat</i>.","<b>ב</b> אַךְ לָבוֹא לָזֶה, לִבְחִינַת קוֹל הַנַּ""ל, הוּא עַל־יְדֵי תְּפִלָּה. כִּי עִקָּר הַתְּפִלָּה הִיא רַחֲמִים וְתַחֲנוּנִים (כמבואר בפ""ב דאבות), וְעִקָּר הָרַחֲמִים תָּלוּי בְּדַעַת, כְּמוֹ שֶׁכָּתוּב (ישעיה יא): לֹא יָרֵעוּ וְלֹא יַשְׁחִיתוּ בְּכָל הַר קָדְשִׁי, כִּי מָלְאָה הָאָרֶץ דֵּעָה אֶת ה' כַּמַּיִם לַיָּם מְכַסִּים. כִּי לֶעָתִיד יִגְדַּל הַדַּעַת, וְאָז לֹא יִהְיֶה שׁוּם הֶזֵּק וְאַכְזָרִיּוּת, כִּי יִתְפַּשֵּׁט הָרַחֲמָנוּת עַל־יְדֵי הַדַּעַת, כִּי עִקָּר הָרַחֲמִים תָּלוּי בְּדַעַת. "
8,17,"But sometimes, when [evil forces of] the Other Side feed on the compassion, they draw it to themselves and thereby diminish our compassion. And even the little compassion which remains is an aspect of cruelty. As a result of their feeding on the compassion, it spoils and turns into cruelty, for “the compassion of the wicked is cruelty” (Proverbs 12:10). Consequently, even the little compassion we retain resembles cruelty, having been spoiled as a result of the Other Side’s feeding on compassion, God forbid. <b>{“Even sea-serpents offer <i>ShaD</i> (the teat) to suckle their young; [but] the daughter of my people has become cruel, like ostriches of the wilderness”</b> (Lamentations 4:3) <b>.}</b>","וְלִפְעָמִים, כְּשֶׁהַסִּטְרָא־אָחֳרָא יוֹנֶקֶת מִן הָרַחֲמָנוּת, אֲזַי הֵם מַמְשִׁיכִין לְעַצְמָן הָרַחֲמָנוּת, וַאֲזַי נִתְמַעֵט הָרַחֲמָנוּת אֶצְלֵנוּ. וַאֲפִלּוּ מְעַט הָרַחֲמָנוּת שֶׁנִּשְׁאָר הוּא בִּבְחִינַת אַכְזָרִיּוּת, כִּי עַל־יְדֵי שֶׁהֵם יוֹנְקִים מִן הָרַחֲמָנוּת, נִתְקַלְקֵל הָרַחֲמָנוּת וְנַעֲשֶׂה אַכְזָרִיּוּת, כִּי רַחֲמֵי רְשָׁעִים־אַכְזָרִי (משלי יב). וְעַל־כֵּן גַּם מְעַט הָרַחֲמָנוּת הַנִּשְׁאָר אֶצְלֵנוּ הוּא בִּבְחִינַת אַכְזָרִיּוּת, כִּי נִתְקַלְקֵל עַל־יְדֵי שֶׁהֵם יוֹנְקִים מִן הָרַחֲמָנוּת, חַס וְשָׁלוֹם, כַּנַּ""ל. "
8,18,"This is the concept of “Even sea-serpents offer <i>ShaD</i>”—alluding to the compassion of the Other Side, the concept of “like <i>ShoD</i> (disaster) from <i>ShaDai</i> (the Almighty)” (Isaiah 13:6). <i>ShaDai</i> signifies holy compassion, as in “May <i>El Shadai</i> (God Almighty) grant you compassion” (Genesis 43:14). This refers to prayer, which is <i>SiDuD</i> (rearrangement) of the celestial order. But on account of “<i>ShoD</i> from <i>ShaDai</i>”—i.e., the compassion of the Other Side, the concept of “Even sea-serpents offer <i>ShaD</i>”—“my people has become cruel.” Because they feed on compassion, even the little compassion we retain becomes flawed and turns into cruelty.","וְזֶה בְּחִינַת (איכה ד): גַּם תַּנִּים חָלְצוּ שַׁד – זֶה בְּחִינַת רַחֲמָנוּת דְּסִטְרָא־אָחָרֳא, בְּחִינַת: כְּשֹׁד מִשַּׁדַּי (ישעיה יג), כִּי שַׁדַּי הוּא בְּחִינַת רַחֲמָנוּת דִּקְדֻשָּׁה, בִּבְחִינַת (בראשית מג): וְאֵל שַׁדַּי יִתֵּן לָכֶם רַחֲמִים, שֶׁהוּא בְּחִינַת תְּפִלָּה, שֶׁהוּא שִׁדּוּד הַמַּעֲרָכוֹת. וְעַל־יְדֵי שֹׁד מִשַּׁדַּי, בְּחִינַת הָרַחֲמָנוּת דְּסִטְרָא־אָחָרֳא, בְּחִינַת: גַּם תַּנִּים חָלְצוּ שַׁד – עַל־יְדֵי־זֶה: בַּת עַמִּי לְאַכְזָר, כִּי עַל־יְדֵי־זֶה שֶׁהֵם יוֹנְקִים מִן הָרַחֲמָנוּת, עַל־יְדֵי־זֶה גַּם מְעַט הָרַחֲמָנוּת הַנִּשְׁאָר אֶצְלֵנוּ נִפְגָּם וְנַעֲשֶׂה אַכְזָרִיּוּת כַּנַּ""ל. "
8,19,"And when compassion spoils and turns into cruelty, <i>daat</i> becomes flawed, as in: Whoever gets angry, his wisdom leaves him (Pesachim 66b). <i>Daat</i> diminishes, and turns into constricted mentalities. Then, the Other Side feeds on the flawed <i>daat,</i> God forbid, as in “Now the Serpent was cunning” (Genesis 3:1). This refers to <i>daat</i> of the Other Side. It feeds on the fallen holy <i>daat,</i> which has become flawed on account of cruelty and anger.","וְעַל־יְדֵי־זֶה שֶׁנִּתְקַלְקֵל הָרַחֲמָנוּת וְנַעֲשֶׂה אַכְזָרִיּוּת, נִפְגָּם הַדַּעַת, בִּבְחִינַת: כָּל הַכּוֹעֵס, חָכְמָתוֹ מִסְתַּלֶּקֶת מִמֶּנּוּ (פסחים סו:); וַאֲזַי נִקְטָן הַדַּעַת וְנַעֲשֶׂה בִּבְחִינַת מֹחִין דְּקַטְנוּת, וַאֲזַי הֵם יוֹנְקִים, חַס וְשָׁלוֹם, מִפְּגַם הַדַּעַת, בִּבְחִינַת (בראשית ג): וְהַנָּחָשׁ הָיָה עָרוּם. הַיְנוּ דַּעַת דְּסִטְרָא־אָחָרֳא, שֶׁיּוֹנֵק עַל־יְדֵי נְפִילַת הַדַּעַת דִּקְדֻשָּׁה, שֶׁנִּפְגָּם עַל־יְדֵי אַכְזָרִיּוּת וָכַעַס כַּנַּ""ל. "
8,20,"This, in turn, leads to immoral desire, God forbid. For the mind is a barrier deployed against this desire. Thus, a person does not sin unless a spirit of foolishness enters him (Sotah 3a) [and flaws his <i>daat,</i> God forbid]. But when the mind and <i>daat</i> are whole, this protects against this desire.","וּמִזֶּה בָּא, חַס וְשָׁלוֹם, תַּאֲוַת נִאוּף, כִּי הַמֹּחַ הוּא מְחִצָּה פְּרוּסָה בִּפְנֵי תַּאֲוָה זוֹ, כִּי אֵין אָדָם עוֹבֵר עֲבֵרָה אֶלָּא־אִם־כֵּן נִכְנָס בּוֹ רוּחַ־שְׁטוּת (סוטה ג); אֲבָל כְּשֶׁהַמֹּחַ וְהַדַּעַת שָׁלֵם, הוּא מֵגֵן בִּפְנֵי הַתַּאֲוָה הַזֹּאת. "
