Chapter,Segment #,English,Hebrew
77,15,"<b>Yehudah</b> represents <i>Malkhut,</i> the concept of fear of God. This is:","יְהוּדָה הוּא בְּחִינַת מַלְכוּת, בְּחִינַת יִרְאָה. וְזֶהוּ"
77,16,"<b><i>retzuah</i></b> (strip) <b>—</b> This alludes to the aforementioned <i>retzuah</i> (strap), which corresponds to fear of God, the strap of the tefilin.","רְצוּעָה – הַיְנוּ רְצוּעָה הַנַּ""ל, בְּחִינַת יִרְאָה, בְּחִינַת רְצוּעָה שֶׁל תְּפִלִּין."
77,17,"<b>it extends from the portion of Yehudah into the portion of Binyamin—</b> That is, the <i>retzuah</i> (strip) comes from the concept of Yehudah’s portion, the concept of fear, and enters into Binyamin’s portion, i.e., into the tefilin/ <i>mochin.</i> This is the concept of the <i>retzuah</i> (strap) which passes through the <i>maabarta</i> of the tefilin, as mentioned above. And this is:","שֶׁיּוֹצֵאת מֵחֶלְקוֹ שֶׁל יְהוּדָה לְחֶלְקוֹ שֶׁל בִּנְיָמִין – הַיְנוּ כִּי הָרְצוּעָה בָּאָה מִבְּחִינַת חֶלְקוֹ שֶׁל יְהוּדָה, מִבְּחִינַת יִרְאָה, וְנִכְנֶסֶת בְּחֶלְקוֹ שֶׁל בִּנְיָמִין, הַיְנוּ בְּתוֹךְ הַתְּפִלִּין מֹחִין, בִּבְחִינַת רְצוּעָה הָעוֹבֶרֶת בְּהַמַּעְבַּרְתָּא שֶׁל תְּפִלִּין כַּנַּ""ל. וְזֶהוּ:"
77,18,"<b>That tzaddik was anguished over it each day—</b> For from this strap suffering comes to each Jew every day, especially to the tzaddik, who has greater <i>daat</i>, as mentioned above. And this is:","וְעַל זֶה הָיָה אוֹתוֹ צַדִּיק מִצְטַעֵר בְּכָל יוֹם – כִּי מִזֹּאת הָרְצוּעָה בָּא הַצַּעַר בְּכָל יוֹם לְכָל אֶחָד מִיִּשְׂרָאֵל, וּבִפְרָט לְהַצַּדִּיק שֶׁדַּעְתּוֹ יוֹתֵר גְּדוֹלָה כַּנַּ""ל. וְזֶהוּ:"
77,19,"<b>and hoped to swallow it up—</b> That is, through eating he constantly hoped and sought to remedy and mitigate the suffering that comes from the aforementioned <i>retzuah</i>, as mentioned above.","וּבִקֵּשׁ לְבָלְעוֹ – הַיְנוּ שֶׁהָיָה מְבַקֵּשׁ וּמְחַפֵּשׂ תָּמִיד לְתַקֵּן וּלְהַמְתִּיק הַצַּעַר הַבָּא מֵרְצוּעָה הַנַּ""ל, עַל־יְדֵי הָאֲכִילָה כַּנַּ""ל."
77,20,"<b>He was thus privileged to become <i>ushpizkhan</i> to the <i>Shekhinah</i>—</b> In other words, he merited mitigating the suffering by eating in holiness and with fear of Heaven, as mentioned above. Through this he became host to the <i>Shekhinah</i>—i.e., the mouth assumed human status.","וְזָכָה וְנַעֲשָׂה אֻשְׁפִּיזְכָן לַשְּׁכִינָה – הַיְנוּ שֶׁזָּכָה לְהַמְתִּיק הַצַּעַר עַל־יְדֵי הָאֲכִילָה בִּקְדֻשָּׁה וּבְיִרְאַת־שָׁמַיִם כַּנַּ""ל, וְעַל־יְדֵי־זֶה נַעֲשָׂה אֻשְׁפִּיזְכָן לַשְּׁכִינָה, הַיְנוּ שֶׁנַּעֲשָׂה הַפֶּה בִּבְחִינַת קוֹמַת אָדָם."
77,21,"This is the meaning of <i>ushpiza</i> (“host”). For when Rabbi Yose bar Assyan would speak wittily, he would refer to an <i>ushpiza</i> (innkeeper) as a “man of this mouth” (Eruvin 53b)—i.e., <i>ish pi zeh,</i> as Rashi explains there. This is the concept of “Who makes a mouth into a man?”—that the mouth assumes human status, i.e., the concept of <i>ish pi zeh;</i> that the mouth becomes the concept of a man, of human status.","וְזֶה בְּחִינַת אֻשְׁפִּיזָא, כִּי רַבִּי יוֹסֵי בַּר אַסְיָן (עירובין נג:) כַּד הָוֵי מִשְׁתָּעֵי בִּלְשׁוֹן חָכְמָה, הָוֵי אָמַר עַל אֻשְׁפִּיזָא: גְּבַר פּוּם דֵּין. הַיְנוּ: אִישׁ פִּי זֶה, כְּמוֹ שֶׁפֵּרֵשׁ רַשִּׁ""י שָׂם, וְזֶה בְּחִינַת: מִי שָׂם פֶּה לָאָדָם, שֶׁנַּעֲשֶׂה מֵהַפֶּה קוֹמַת אָדָם, הַיְנוּ בְּחִינַת אִישׁ פִּי זֶה, שֶׁנַּעֲשֶׂה מֵהַפֶּה בְּחִינַת אִישׁ, בְּחִינַת קוֹמַת אָדָם כַּנַּ""ל."
77,22,"This is the meaning of “become <i>ushpizkhan</i> to the <i>Shekhinah.</i>” Through the aforementioned mitigation which results from eating in holiness, through which one merits making the mouth human, one afterwards merits the aspect of Supernal Man, the concept of the <i>Shekhinah</i> speaks from within his throat. This is the meaning of “become host to the <i>Shekhinah</i>”—he merited the concept of the <i>Shekhinah</i> speaks from within his throat, as mentioned above.","וְזֶהוּ: וְנַעֲשָׂה אֻשְׁפִּיזְכָן לַשְּׁכִינָה, כִּי עַל־יְדֵי הַהַמְתָּקָה הַנַּ""ל עַל־יְדֵי אֲכִילָה בִּקְדֻשָּׁה כַּנַּ""ל, שֶׁעַל־יְדֵי־זֶה זוֹכֶה לַעֲשׂוֹת מֵהַפֶּה בְּחִינַת אָדָם כַּנַּ""ל, עַל־יְדֵי־זֶה זוֹכֶה אַחַר־כָּךְ לִבְחִינַת אָדָם הָעֶלְיוֹן, בְּחִינַת: שְׁכִינָה מְדַבֶּרֶת מִתּוֹךְ גְּרוֹנוֹ. וְזֶהוּ: וְנַעֲשָׂה אֻשְׁפִּיזְכָן לַשְּׁכִינָה, שֶׁזָּכָה לִבְחִינַת: שְׁכִינָה מְדַבֶּרֶת מִתּוֹךְ גְּרוֹנוֹ, כַּנַּ""ל:"
78,1,On the topic of the true tzaddik’s simple devotions:,בְּעִנְיַן הַנְהָגַת הַפְּשִׁיטוּת שֶׁל הַצַּדִּיק הָאֱמֶת.
78,2,"At times, the true tzaddik is a genuinely ordinary person (called <i>prustik</i>), comporting himself in the ways of simplicity. He does not reveal any Torah teachings, but engages in everyday conversations and the like, and so then resembles a genuinely ordinary person.","הַיְנוּ כִּי לִפְעָמִים הַצַּדִּיק הָאֱמֶת הוּא אִישׁ פָּשׁוּט מַמָּשׁ, (שֶׁקּוֹרִין פְּרָאסְטִיק), שֶׁמִּתְנַהֵג עַצְמוֹ בְּדַרְכֵי הַפְּשִׁיטוּת, וְאֵינוֹ מְגַלֶּה שׁוּם תּוֹרָה, וְעוֹסֵק בְּשִׂיחַת חֻלִּין וְכַיּוֹצֵא, וְהוּא אָז בְּחִינַת אִישׁ פָּשׁוּט מַמָּשׁ:"
78,3,"<b>2.</b> Know! the Torah is the essence of life, as it is written, “for it is your life and the length of your days” (Deuteronomy 30:20). Anyone who separates from the Torah it is as if he separates from life (Zohar I, 92a). Therefore, on the face of it, the matter is puzzling and amazing. How is it possible to separate oneself from the Torah even for a short while? In fact, it is unavoidable; it is impossible to be constantly attached to the Torah, day and night, without a moment’s interruption. Every Torah devotee, including the scholar who studies Talmud and its commentators, and the like—each one commensurate with his level, according to the subject matter he studies—must absent himself from the Torah for some time during the day. The same is true also of one with deep mystical insight, and also of one who is much, much loftier. Even so, he must interrupt and set aside his perceiving for a while, because it is impossible to continuously cleave to Torah or mystical perception, without interruption. Of necessity one must stop for a while, to engage in some business or the like, because one must also care for the body’s needs.","דַּע, כִּי עִקָּר הַחַיִּים הִיא הַתּוֹרָה, כְּמוֹ שֶׁכָּתוּב: כִּי הוּא חַיֶּיךָ וְאֹרֶךְ יָמֶיךָ (דברים ל), וְכָל הַפּוֹרֵשׁ מִן הַתּוֹרָה כְּפוֹרֵשׁ מִן הַחַיִּים (זוהר לך לך דף צב, בהעלותך דף קמח, ואתחנן דף רס). וְעַל־כֵּן לִכְאוֹרָה הַדָּבָר תָּמוּהַּ וְנִפְלָא, אֵיךְ אֶפְשָׁר לִפְרֹשׁ עַצְמוֹ מִן הַתּוֹרָה אֲפִלּוּ שָׁעָה קַלָּה. וּבֶאֱמֶת זֶהוּ מִן הַנִּמְנָע וּבִלְתִּי אֶפְשָׁר לִהְיוֹת דָּבוּק בְּהַתּוֹרָה, תָּמִיד יוֹמָם וָלַיְלָה, בְּלִי הֶפְסֵק רֶגַע, וְכָל בַּעַל־תּוֹרָה, הֵן לַמְדָן שֶׁעוֹסֵק בְּלִמּוּד הַתּוֹרָה בְּגמפ""ת [בִּגְמָרָא, פֵּרוּשׁ רַשִׁ""י, תּוֹסָפוֹת] וְכַיּוֹצֵא, כָּל אֶחָד כְּפִי עֶרְכּוֹ, כְּפִי עֵסֶק לִמּוּדוֹ, בְּהֶכְרֵחַ שֶׁיִּבָּטֵל מֵהַתּוֹרָה אֵיזֶה שָׁעָה בַּיּוֹם. וְכֵן אֲפִלּוּ בַּעַל הַשָּׂגָה, וַאֲפִלּוּ מִי שֶׁהוּא גָּבוֹהַּ יוֹתֵר וְיוֹתֵר לְמַעְלָה לְמַעְלָה, אַף־עַל־פִּי־כֵן בְּהֶכְרֵחַ שֶׁיַּפְסִיק וְיִבָטֵּל מֵהַשָּׂגָתוֹ אֵיזֶה זְמַן, כִּי אִי אֶפְשָׁר לִהְיוֹת דָּבוּק תָּמִיד בְּתוֹרָה וְהַשָּׂגָה בְּלִי הֶפְסֵק. כִּי צְרִיכִין בְּהֶכְרֵחַ לְהַפְסִיק אֵיזֶה שָׁעָה, אִם לַעֲשׂוֹת אֵיזֶה מַשָּׂא־וּמַתָּן אוֹ כַּיּוֹצֵא בָּזֶה, כִּי צְרִיכִין לַעֲסֹק בְּצָרְכֵי הַגּוּף גַם־כֵּן."
78,4,"The rule is that it is absolutely impossible to cleave to the Torah and mystical perception without any interruption, and of necessity one must break for a while. During that time he is absent from the Torah, this scholar or mystic is a genuinely ordinary person (i.e., a <i>prustik</i>).","וְהַכְּלָל – כִּי אִי אֶפְשָׁר בְּשׁוּם אֹפֶן לִהְיוֹת דָּבוּק בְּהַתּוֹרָה וּבַהַשָּׂגָה בְּלִי שׁוּם הֶפְסֵק, וּבְהֶכְרֵחַ צְרִיכִין לְבַטֵּל אֵיזֶה שָׁעָה. וּבְאוֹתוֹ שָׁעָה שֶׁמְּבַטְּלִין מֵהַתּוֹרָה, אֲזַי זֶה הַלַּמְדָן אוֹ הַבַּעַל־הַשָּׂגָה הוּא בְּחִינַת אִישׁ פָּשׁוּט מַמָּשׁ (הַינוּ פְּרָאסְטִיק)."
78,5,"On the face of it, this is very perplexing: How can a person separate himself from the Torah even for a short while? Why, it is our life…. Who would want to separate himself from life for even a brief moment? Thus, although our Sages, of blessed memory, said: Setting aside Torah perpetuates it (Menachot 99b), still, who would want this—to be absent from the Torah even though this is its perpetuation? Cleaving to the Torah, which is life and length of days, is nevertheless certainly even better. Which person wants to separate from life even for a single moment, particularly someone who is fortunate to love the Torah and is extremely diligent in Torah and much attached to it? More so someone who has merited feeling some sweetness in Torah, originating some insight, even a straightforward explanation of Talmud and its commentaries? And even more so a mystic, particularly one who has merited entering the King’s treasury, a privilege the mind cannot fathom. Thus, how can he want to separate from the Torah for even a short while?","וְלִכְאוֹרָה זֶה הַדָּבָר קָשֶׁה מְאֹד, אֵיךְ אֶפְשָׁר לִפְרֹשׁ עַצְמוֹ מִן הַתּוֹרָה אֲפִלּוּ שָׁעָה קַלָּה, הֲלֹא הִיא חַיֵּינוּ וְכוּ', וּמִי הוּא זֶה שֶׁיִּרְצֶה לִפְרֹשׁ עַצְמוֹ מִן הַחַיִּים אֲפִלּוּ רֶגַע קַלָּה. וְאַף־עַל־פִּי שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (מנחות צט): בִּטּוּלָהּ שֶׁל תּוֹרָה זֶהוּ קִיּוּמָהּ, אַף־עַל־פִּי־כֵן מִי יִתְרַצֶּה בָּזֶה לְהִתְבַּטֵּל מִן הַתּוֹרָה אַף שֶׁזֶּהוּ קִיּוּמָהּ, אַף־עַל־פִּי־כֵן טוֹב יוֹתֵר בְּוַדַּאי לִהְיוֹת דָּבוּק בְּהַתּוֹרָה, אֲשֶׁר הִיא הַחַיִּים וְאֹרֶךְ הַיָּמִים. וּמִי הָאִישׁ אֲשֶׁר יִתְרַצֶּה לִפְרֹשׁ מִן הַחַיִּים אֲפִלּוּ רֶגַע אַחַת, בִּפְרָט מִי שֶׁזּוֹכֶה לְאַהֲבַת הַתּוֹרָה, וּמַתְמִיד מְאֹד בַּתּוֹרָה, וְדָבוּק בָּהּ מְאֹד, מִכָּל־שֶׁכֵּן מִי שֶׁזּוֹכֶה לְהַרְגִּישׁ אֵיזֶה מְתִיקוּת בְּהַתּוֹרָה, לְחַדֵּשׁ אֵיזֶה חִדּוּשׁ, אֲפִלּוּ אֵיזֶה פְּשָׁט בְּגמפ""ת, מִכָּל־שֶׁכֵּן וְכָל־שֶׁכֵּן בַּעַל הַשָּׂגָה, וּבִפְרָט מִי שֶׁזּוֹכֶה לְגִנְזַיָּא דְּמַלְכָּא, וּמַעֲלָה זוֹ אִי אֶפְשָׁר לְשַׁעֵר בַּמֹּחַ, וְאֵיךְ יִתְרַצֶּה לִפְרֹשׁ מִן הַתּוֹרָה אֲפִלּוּ שָׁעָה קַלָּה."
78,6,"In truth, as mentioned above, it is impossible to continuously cleave to Torah study, because of necessity one must break and stop for a while. If so, from what do people draw life during the time they are absent from Torah? Why, the essence of life is from the Torah, as mentioned above.","וּבֶאֱמֶת זֶהוּ בִּלְתִּי אֶפְשָׁר לִהְיוֹת דָּבוּק בְּעֵסֶק הַתּוֹרָה תָּמִיד כַּנַּ""ל, כִּי בְּהֶכְרֵחַ צְרִיכִין לְבַטֵּל וּלְהַפְסִיק אֵיזֶה שָׁעָה, וְאִם־כֵּן בַּמֶּה מְחַיִּין עַצְמָן בְּזוֹ הַשָּׁעָה שֶׁבְּטֵלִין מִן הַתּוֹרָה, הֲלֹא עִקָּר הַחַיִּים הוּא מִן הַתּוֹרָה כַּנַּ""ל:"
78,7,"<b>3.</b> But know! during the time the true tzaddik is an ordinary person, he draws life from the road which leads to the Land of Israel. For know! all these ordinary people—i.e., the scholar while he is absent from Torah, at which time he is an ordinary person; likewise a genuinely ordinary person who, although not a scholar, is a religious and God-fearing person and certainly receives life-force from the Torah; and likewise even those of lower station, and even the nations of the world, as they, too, certainly receive life-force from the Torah—all these ordinary people must have an extraordinarily ordinary individual over them, so that they might all receive life-force through him. This is because all the aforementioned ordinary people have to receive some life-force from the Torah, which is the essence of life. However, in reality, they are far from the Torah, for they are ordinary people (called <i>prustakes</i>). Therefore, they need an extraordinary ordinary individual over them, through whom they all receive life-force from the Torah.","אַךְ דַּע, כִּי הַצַּדִּיק הָאֱמֶת מְחַיֶּה עַצְמוֹ בְּאוֹתוֹ הַזְּמַן שֶׁהוּא אִישׁ פָּשׁוּט כַּנַּ""ל מֵהַדֶּרֶךְ שֶׁל נְסִיעַת אֶרֶץ־יִשְׂרָאֵל. כִּי דַּע, כִּי כָל אֵלּוּ הַפְּשׁוּטִים, דְּהַיְנוּ זֶה הַלַּמְדָן בְּשָׁעָה שֶׁבָּטֵל מִן הַתּוֹרָה, שֶׁאָז הוּא אִישׁ פָּשׁוּט כַּנַּ""ל, וְכֵן יֵשׁ אִישׁ פָּשׁוּט מַמָּשׁ, שֶׁאֵינוֹ לַמְדָן כְּלָל וְאַף־עַל־פִּי־כֵן הוּא אִישׁ כָּשֵׁר וִירֵא־שָׁמַיִם, וּבְוַדַּאי מְקַבֵּל חִיּוּת מִן הַתּוֹרָה, וְכֵן אֲפִלּוּ הַנְּמוּכִים לְמַטָּה יוֹתֵר, וַאֲפִלּוּ אֻמּוֹת הָעוֹלָם, גַּם הֵם מְקַבְּלִים בְּוַדַּאי גַם־כֵּן חִיּוּת מִן הַתּוֹרָה. וְכָל אֵלּוּ הַפְּשׁוּטִים צְרִיכִין שֶׁיִּהְיֶה עֲלֵיהֶם אִישׁ פָּשׁוּט גָּדוֹל, שֶׁכֻּלָּם יְקַבְּלוּ עַל־יָדוֹ חִיּוּת, כִּי כָל הַפְּשׁוּטִים הַנַּ""ל, כֻּלָּם צְרִיכִין לְקַבֵּל אֵיזֶה חִיּוּת מֵהַתּוֹרָה, שֶׁהִיא עִקָּר הַחַיִּים, וּבֶאֱמֶת הֵם רְחוֹקִים מֵהַתּוֹרָה, כִּי הֵם אֲנָשִׁים פְּשׁוּטִים (שֶׁקּוֹרִין פְּרָאסְטַאקֶיס), עַל־כֵּן צְרִיכִין שֶׁיִּהְיֶה עֲלֵיהֶם אִישׁ פָּשׁוּט גָּדוֹל, שֶׁעַל־יָדוֹ הֵם מְקַבְּלִין חִיּוּת מֵהַתּוֹרָה:"
78,8,"<b>4A.</b> Know! all the aforementioned ordinary people—whether a scholar who engages in Torah study for its own sake, {because when one engages in Torah st udy not for its own sake, his st udy does not contribute to settling the world. Study not for its own sake is solely a personal need, but even in this there are levels. Only when one engages in study for its own sake is he engaging in settling the world.} who when he sets aside his studies is a genuinely ordinary person, or the other ordinary types—each one, commensurate with his connection to Torah, draws life while in a state of simplicity from the concept of the world’s existence prior to the receiving of the Torah.","כִּי דַּע, כִּי כָל הַפְּשׁוּטִים הַנַּ""ל, הֵן לַמְדָן שֶׁהוּא עוֹסֵק בַּתּוֹרָה לְשֵׁם שָׁמַיִם, (כִּי כְּשֶׁעוֹסֵק בַּתּוֹרָה שֶׁלֹּא לִשְׁמָהּ, אֵינוֹ מוֹעִיל בְּלִמּוּדוֹ לְיִשּׁוּב הָעוֹלָם, כִּי שֶׁלֹּא לִשְׁמָהּ הוּא נִצְרָךְ רַק בִּשְׁבִיל עַצְמוֹ, וְגַם בָּזֶה יֵשׁ בְּחִינוֹת, רַק כְּשֶׁעוֹסֵק לִשְׁמָהּ, שֶׁזֶּהוּ עוֹסֵק בְּיִשּׁוּב הָעוֹלָם), כְּשֶׁמְּבַטֵּל מִלִּמּוּדוֹ, שֶׁאָז הוּא בְּחִינַת אִישׁ פָּשׁוּט מַמָּשׁ כַּנַּ""ל, הֵן שְׁאָר הַפְּשׁוּטִים – כָּל אֶחָד וְאֶחָד כְּפִי אֲחִיזָתוֹ בְּהַתּוֹרָה כֵּן הוּא מְחַיֶּה עַצְמוֹ בְּעֵת פְּשִׁיטוּתוֹ מִבְּחִינַת קִיּוּם הָעוֹלָם קֹדֶם קַבָּלַת הַתּוֹרָה."
78,10,"For prior to the receiving of the Torah, the world existed solely through His kindness. There was as yet no Torah and no mitzvah performance through which to perpetuate the world. The world essentially existed through His kindness alone. The tzaddik, while in a state of simplicity, separate from the Torah, receives life-force from that element [of kindness].","כִּי קֹדֶם קַבָּלַת הַתּוֹרָה הָיָה הָעוֹלָם מִתְקַיֵּם רַק בְּחַסְדּוֹ, כִּי לֹא הָיָה עֲדַיִן תּוֹרָה וְשׁוּם עֲשִׂיָּה שֶׁל מִצְוָה, שֶׁעַל־יָדוֹ יִתְקַיֵּם הָעוֹלָם, וְהָיָה עִקָּר קִיּוּם הָעוֹלָם עַל־יְדֵי חַסְדּוֹ לְבַד. וְהַצַּדִּיק בְּעֵת פְּשִׁיטוּתוֹ, בְּשָׁעָה שֶׁבּוֹדֵל מִן הַתּוֹרָה, הוּא מְקַבֵּל חִיּוּת מִבְּחִינָה זוֹ."
78,11,"This is the concept of the Treasury of Unearned Gifts. For there is a treasury with unearned gifts. Someone with no merit at all receives from there (Shemot Rabbah 45:6). This Treasury is surely not prepared for the wicked. If it were, the wicked person would be greater than the tzaddik, since the wicked person certainly has no merit whatsoever. Should he, on account of this, receive from the Treasury of Unearned Gifts? However, in reality, the wicked person definitely does not receive from there. Rather, this Treasury of Unearned Gifts is for the tzaddik alone, that is, at the time the tzaddik is an ordinary person, as mentioned above. He then receives from this Treasury of Unearned Gifts.","וְזֶה בְּחִינַת אוֹצַר מַתְּנַת חִנָּם, כִּי יֵשׁ אוֹצָר שֶׁל מַתְּנַת חִנָּם, שֶׁמִּי שֶׁאֵין לוֹ שׁוּם זְכוּת כְּלָל מְקַבֵּל מִשָּׁם (מ""ר תשא פ' מה), וּבְוַדַּאי אֵין זֶה הָאוֹצָר מוּכָן בִּשְׁבִיל רְשָׁעִים, כִּי אִם־כֵּן הָרָשָׁע הוּא גָּדוֹל מִן הַצַּדִּיק, כִּי הָרָשָׁע בְּוַדַּאי אֵין לוֹ שׁוּם זְכוּת כְּלָל, וְכִי יִזְכֶּה בִּשְׁבִיל זֶה לְקַבֵּל מֵאוֹצָר מַתְּנַת חִנָּם. אַךְ בֶּאֱמֶת הָרָשָׁע בְּוַדַּאי אֵינוֹ מְקַבֵּל מִשָּׁם, רַק זֶה הָאוֹצַר מַתְּנַת חִנָּם הוּא בִּשְׁבִיל הַצַּדִּיק לְבַד, הַיְנוּ בְּשָׁעָה שֶׁהַצַּדִּיק הוּא אִישׁ פָּשׁוּט כַּנַּ""ל, אֲזַי הוּא מְקַבֵּל מִזֶּה הָאוֹצָר מַתְּנַת חִנָּם,"
78,12,"This corresponds to prior to the receiving of the Torah, when the world existed solely through unearned kindness, as in “for His kindness is everlasting,” which refers to the era before the Giving of the Torah. {As is brought in the Talmud, <i>Pesachim</i> (118a) : To what do those twenty-six “for His kindness is everlasting” correspond? They correspond to the twenty-six generations….} For then there was no Torah at all, and people were occupied solely with settling the world and <i>derekh eretz</i> (worldly occupation), as our Sages, of blessed memory, taught in the Midrash: Greater is <i>derekh eretz,</i> for it preceded the Torah by twenty-six generations (Vayikra Rabbah 9:3). The world essentially existed then through unearned kindness alone.","שֶׁזֶּהוּ בְּחִינַת קֹדֶם קַבָּלַת הַתּוֹרָה, שֶׁהָיָה מִתְקַיֵּם הָעוֹלָם בְּחֶסֶד חִנָּם לְבַד, בִּבְחִינַת: כִּי לְעוֹלָם חַסְדּוֹ, הַנֶּאֱמַר עַל קֹדֶם מַתַּן־תּוֹרָה, [כַּמּוּבָא בַּגְּמָרָא (פסחים קיח): הַנֵּי עֶשְׂרִים וְשִׁשָּׁה כִּי לְעוֹלָם חַסְדּוֹ כְּנֶגֶד מִי, כְּנֶגֶד עֶשְׂרִים וְשִׁשָּׁה דוֹרוֹת וְכוּ']. כִּי אָז לֹא הָיָה שׁוּם תּוֹרָה, וְהָיוּ עוֹסְקִין רַק בְּיִשּׁוּב הָעוֹלָם וּבְדֶרֶךְ־אֶרֶץ, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה בַּמִּדְרָשׁ (רבה צו פ""טּ): גְּדוֹלָה דֶּרֶךְ־אֶרֶץ, שֶׁקָּדְמָה לַתּוֹרָה עֶשְׂרִים וְשִׁשָּׁה דּוֹרוֹת, וְאָז הָיָה עִקָּר קִיּוּם הָעוֹלָם עַל־יְדֵי חֶסֶד חִנָּם לְבַד."
78,13,"<b>4B.</b> In truth, the Torah surely existed then as well, prior to the receiving of the Torah, because the Torah is eternal. However, then, before the Giving of the Torah, the Torah was hidden and concealed. That is, the entire Torah is encompassed in the Ten Commandments, and so, before the Giving of the Torah the Ten Commandments were hidden within the Ten Utterances through which the world was created. It follows, that the entire Torah was hidden and concealed within the settling of the world, which was created through the Ten Utterances.","וּבֶאֱמֶת גַּם קֹדֶם קַבָּלַת הַתּוֹרָה, בְּוַדַּאי גַּם אָז הָיְתָה הַתּוֹרָה בִּמְצִיאוּת, כִּי הַתּוֹרָה הִיא נִצְחִית. אָמְנָם אָז, קֹדֶם מַתַּן־תּוֹרָה, הָיְתָה הַתּוֹרָה בְּהֶעְלֵם וּבְהֶסְתֵּר, הַיְנוּ כִּי כָל הַתּוֹרָה כְּלוּלָה בַּעֲשֶׂרֶת הַדִּבְּרוֹת, וְאָז קֹדֶם מַתַּן־תּוֹרָה, הָיוּ הָעֲשֶׂרֶת הַדִּבְּרוֹת נֶעְלָמִין בַּעֲשָׂרָה מַאֲמָרוֹת שֶׁבָּהֶם נִבְרָא הָעוֹלָם. נִמְצָא שֶׁהָיְתָה כָּל הַתּוֹרָה כֻּלָּה נֶעְלֶמֶת וְנִסְתֶּרֶת בְּתוֹךְ יִשּׂוּב הָעוֹלָם, שֶׁנִּבְרָא בַּעֲשָׂרָה מַאֲמָרוֹת."
78,14,"Thus in all the words of the world and all the deeds and works—whether of a woodchopper or some other occupation—the Torah is hidden in all of them, for everything was created through the Ten Utterances in which the Torah was hidden and concealed before the Giving of the Torah. And the tzaddik, at the time he separates from the Torah and corresponds to an ordinary person, receives life-force from this aspect of before the Giving of the Torah.","וּבְכָל הַדִּבּוּרִים שֶׁל הָעוֹלָם וּבְכָל הָעֻבְדּוֹת וְהָעֲשִׂיּוֹת, הֵן מִי שֶׁחוֹטֵב עֵצִים אוֹ אֵיזֶה עֻבְדָּא שֶׁיִּהְיֶה – בְּכֻלָּם נֶעְלָם הַתּוֹרָה, כִּי הַכֹּל נִבְרָא בַּעֲשָׂרָה מַאֲמָרוֹת, אֲשֶׁר שָׁם הַתּוֹרָה נֶעֶלְמָה וְנִסְתְּרָה קֹדֶם מַתַּן־תּוֹרָה. וְהַצַּדִּיק, בְּשָׁעָה שֶׁפּוֹרֵשׁ מִן הַתּוֹרָה וְהוּא בְּחִינַת אִישׁ פָּשׁוּט, הוּא מְקַבֵּל חִיּוּת מִבְּחִינָה זוֹ שֶׁל קֹדֶם מַתַּן־תּוֹרָה."
78,15,"And this is the concept of the aforementioned <i>derekh</i> (road) to the Land of Israel from which the tzaddik draws life while in a state of simplicity. This is because the power of the Land of Israel’s sanctity is in essence produced by the concept of “He informed His people of the power of His acts, to give them the heritage of the nations” (Psalms 111:6). This is as Rashi comments on the verse <i>Bereishit:</i> The reason Scripture begins with “In the beginning” (Genesis 1:1) is to prevent them from saying, “You are robbers….” Scripture therefore began with “In the beginning,” [to make known] that God created everything, and by His wish He gave it to them, and by His wish…. It follows, that the Land of Israel’s power in essence stems from the Ten Utterances through which the world was created, which are the concept of “the power of His acts.” Through this Israel was able to go and conquer the Land of Israel.","וְזֶהוּ בְּחִינַת הַדֶּרֶךְ שֶׁל אֶרֶץ־יִשְׂרָאֵל הַנֶּאֱמַר לְמַעְלָה, שֶׁהַצַּדִּיק מְחַיֶּה עַצְמוֹ בְּעֵת פְּשִׁיטוּתוֹ מִשָּׁם, כִּי עִקָּר כֹּחַ קְדֻשַּׁת אֶרֶץ־יִשְׂרָאֵל הוּא עַל־יְדֵי בְּחִינַת: כֹּחַ מַעֲשָׂיו הִגִּיד לְעַמּוֹ לָתֵת לָהֶם נַחֲלַת גוֹיִם, כְּמוֹ שֶׁפֵּרֵשׁ רַשִׁ""י בַּפָּסוּק בְּרֵאשִׁית וְכוּ', שֶׁבִּשְׁבִיל זֶה פָּתַח בִּ'בְּרֵאשִׁית', שֶׁלֹּא יֹאמְרוּ גַּזְלָנִים אַתֶּם וְכוּ', עַל־כֵּן פָּתַח בִּ'בְּרֵאשִׁית', כִּי הוּא יִתְבָּרַךְ בָּרָא הַכֹּל, וּבִרְצוֹנוֹ נְתָנָהּ לָהֶם וּבִרְצוֹנוֹ וְכוּ'. נִמְצָא שֶׁעִקָּר כֹּחַ אֶרֶץ־יִשְׂרָאֵל הוּא מִבְּחִינַת עֲשָׂרָה מַאֲמָרוֹת שֶׁבָּהֶם נִבְרָא הָעוֹלָם, שֶׁהֵם בְּחִינַת כֹּחַ מַעֲשָׂיו, שֶׁעַל־יְדֵי־זֶה הָיוּ יִשְׂרָאֵל יְכוֹלִים לֵילֵךְ וְלִכְבֹּשׁ אֶרֶץ־יִשְׂרָאֵל."
