Chapter,Segment,English,Hebrew
66,28,"This is also the meaning of “<i>PoTeiaCh</i> (You open) Your hand”—that the hands <i>niPhTaChin</i> (are unfolded), and right is differentiated from left. This is “<i>Yadekha</i> (Your hand),” the aspect of the two <i>yods</i>, [as in] “Do not read it as ‘ <i>Yadekha,</i> ’ but as ‘ <i>YodeYkha</i> (Your <i>yods</i>).’” For the hands are the aforementioned two <i>yods,</i> the aspect of potential and actual, corresponding to &lt;the two spirits, and&gt; the two hands, right and left.","וְזֶה בְּחִינַת (תהלים קמה): פּוֹתֵחַ אֶת יָדֶךָ – שֶׁהַיָּדַיִם נִפְתָּחִין וְנִכָּרִין בֵּין יָמִין לִשְׂמֹאל כַּנַּ""ל. וְזֶה: אֶת יָדֶיךָ – בְּחִינַת שְׁנֵי יוּדִי""ן הַנַּ""ל (כמ""ש בזוהר ובתיקונים בהקדמה דף ז: ומובא בפע""ח בשער הזמירות פ""ה עיי""ש), אַל תִּקְרֵי יָדֶךָ, אֶלָּא יוּדֶיךָ, כִּי הַיָּדַיִם הֵם בְּחִינַת שְׁנֵי יוּדִי""ן הַנַּ""ל, שֶׁהֵם בְּחִינַת כֹּחַ וּפֹעַל, שֶׁזֶּה בְּחִינוֹת שְׁתֵּי הַיָּדַיִם יָמִין וּשְׂמֹאל כַּנַּ""ל:"
66,29,"This is also “<i>poteiaCh æT yadeKha</i> (You open Your hand),” the last-letters of which spell <i>ChaTaKh</i> (split apart), as is brought. In other words, the hands are unfolded and split apart, so that right is distinguishable from left—as in “<i>Aph,</i> My hand has laid the foundation of the earth [and My right hand has spread out the heavens],” as explained above.","וְזֶהוּ: פּוֹתֵחַ אֶת יָדֶךָ – סוֹפֵי־תֵּבוֹת חֲתָךְ, כַּמּוּבָא, הַיְנוּ בְּחִינַת שֶׁהַיָּדַיִם נִפְתָּחִין וְנֶחְתָּכִין, וְנִכָּר בֵּין יָמִין לִשְׂמֹאל כַּנַּ""ל, בְּחִינַת אַף יָדִי יִסְּדָה אָרֶץ וְכוּ' כַּנַּ""ל."
66,30,"Thus the numerical value of <i>ChaTaKh</i> is twice that of the word <i>RUaCh</i>—this being the aforementioned two spirits, which are the two <i>yods,</i> the two hands that are unfolded and split apart when potential becomes actual. And this is “<i>PoTeiaCh æt</i> … <i>,</i>” the aspect of the <i>PaTaCh</i> mentioned earlier.","וְזֶה חֲתָךְ בְּגִימַטְרִיָּא שְׁתֵּי פְּעָמִים רוּחַ (כמובא בפע""ח שם), הַיְנוּ בְּחִינַת שְׁנֵי הָרוּחוֹת הַנַּ""ל, שֶׁהֵם בְּחִינַת שְׁנֵי הַיּוּדִי""ן, שְׁנֵי הַיָּדַיִם כַּנַּ""ל, כְּשֶׁנִּפְתָּחִין וְנֶחְתָּכִין כְּשֶׁמּוֹצִיאִין מִכֹּחַ אֶל הַפֹּעַל כַּנַּ""ל. וְזֶהוּ פּוֹתֵחַ אֶת וְכוּ', בִּבְחִינַת פַּתָּח הַנַּ""ל."
66,31,"All this is accomplished through mitigating wrath, as in “The breath of our nose is the anointed of God,” as explained. Thus the first-letters of “<i>Poteiach Æt Yadekha</i>” spell <i>APiY,</i> the aspect of “The breath of <i>APeYnu</i> (our nose)…” mentioned earlier. “The <i>ruach</i> of <i>apeynu</i> …” causes the hands, which are the two spirits, to unfold and split apart, as explained above.","וְכָל זֶה נַעֲשֶׂה עַל־יְדֵי הַמְתָּקוֹת הַחֲרוֹן אַף, בִּבְחִינַת רוּחַ אַפֵּינוּ מְשִׁיחַ ה' כַּנַּ""ל. וְזֶה: פּ'וֹתֵחַ אֶ'ת יָ'דֶךָ – רָאשֵׁי־ תֵּבוֹת: אַפִּי, הַיְנוּ בְּחִינַת רוּחַ אַפֵּינוּ וְכוּ' הַנַּ""ל. כִּי עַל־יְדֵי בְּחִינַת רוּחַ אַפֵּינוּ וְכוּ', נִפְתָּחִין וְנֶחְתָּכִין הַיָּדַיִם, שֶׁהֵם בְּחִינַת שְׁתֵּי הָרוּחוֹת כַּנַּ""ל:"
66,32,"<b>2C.</b> Likewise, all mitzvot and transgressions are dependent on the unfolding of the aforementioned hands, potential and actual. For they, too, possess the three elements of space, form and time. This is the meaning of “Consider three things and you will not fall into the grip of sin” (Avot 3:1)—specifically “into the grip of sin,” because it is the aforementioned aspect of the hands that in essence carries out the sin, God forbid.","וְכָל הַמִּצְווֹת וְהָעֲבֵרוֹת תְּלוּיִין גַּם כֵּן בָּזֶה, בִּבְחִינַת הִתְפַּתְּחוּת הַיָּדַיִם הַנַּ""ל, בְּחִינַת כֹּחַ וּפֹעַל כַּנַּ""ל. כִּי יֵשׁ בָּהֶם גַּם כֵּן שָׁלֹשׁ בְּחִינוֹת הַנַּ""ל, שֶׁהֵם מָקוֹם וְצִיּוּר וּזְמַן. וְזֶה בְּחִינַת (אבות פ""ב): הִסְתַּכֵּל בִּשְׁלֹשָׁה דְּבָרִים וְאִי אַתָּה בָּא לִידֵי עֲבֵרָה, לִידֵי עֲבֵרָה דַּיְקָא, כִּי עִקַּר הָעֲבֵרָה, חַס וְשָׁלוֹם, נַעֲשֶׂה עַל־יְדֵי בְּחִינוֹת הַיָּדַיִם הַנַּ""ל."
66,33,"Initially, the sin is in potential, while one contemplates doing it, God forbid. But afterwards, when he transforms potential into actual and carries it out, God forbid, then he is entirely wicked. And he is regarded as dead, since even while alive the wicked are considered as dead (Berakhot 18b). <b>{“[I am regarded] among the dead who are released; like the corpses lying in the grave, whom You remember no more, for they were cut off by Your hand”</b> (Psalms 88:6)<b>.}</b>","וּבַתְּחִלָּה הָעֲבֵרָה בְּכֹחַ, שֶׁחוֹשֵׁב לַעֲשׂוֹתָהּ, חַס וְשָׁלוֹם, וְאַחַר־כָּךְ כְּשֶׁמּוֹצִיאָה מִכֹּחַ אֶל הַפֹּעַל וְעוֹשֶׂה אוֹתָהּ, חַס וְשָׁלוֹם, אֲזַי הוּא רָשָׁע גָּמוּר, וְחָשׁוּב כְּמֵת, כִּי רְשָׁעִים בְּחַיֵּיהֶן קְרוּיִין מֵתִים (ברכות יח:)."
66,34,"This is the meaning of “like the corpses lying in the grave…”—i.e., the wicked, who even while alive are considered as dead. And this is “they were cut off by Your hand”—“cut off,” as indicated by Rashi’s explanation, connotes <i>chatakh</i> (splitting apart). In other words, the transgression is committed by means of a splitting apart of the hands, the aspect of “<i>poteiaCh æT yadeKha,</i>” the last-letters of which spell <i>ChaTaKh</i>. And when these split-apart-and-unfolded-hands fall from holiness, the transgression is committed, as in “they were cut off by Your hand”— <i>chatakh</i> .","וְזֶה בְּחִינַת (תהלים פח): כְּמוֹ חֲלָלִים שׁוֹכְבֵי קֶבֶר וְכוּ'; הַיְנוּ הָרְשָׁעִים שֶׁהֵם בְּחַיֵּיהֶן קְרוּיִים מֵתִים. וְזֶהוּ: מִיָּדְךָ נִגְזָרוּ – נִגְזָרוּ לְשׁוֹן חֲתָךְ, כְּמוֹ שֶׁפֵּרֵשׁ רַשִׁ""י. הַיְנוּ שֶׁהָעֲבֵרָה נַעֲשֶׂה עַל־יְדֵי בְּחִינַת חִתּוּךְ הַיָּדַיִם, בְּחִינַת: פּוֹתֵחַ אֶת יָדֶךָ – סוֹפֵי־תֵּבוֹת חֲתָךְ. וּמִנְּפִילַת חִתּוּךְ וְהִתְפַּתְּחוּת הַיָּדַיִם אֵלּוּ שֶׁבִּקְדֻשָּׁה, נַעֲשֶׂה הָעֲבֵרָה בִּבְחִינוֹת: וְהֵמָּה מִיָּדְךָ נִגְזָרוּ – לְשׁוֹן חֲתָךְ כַּנַּ""ל."
66,35,"This is the reason repentance helps for sin. The primary element of repentance is regret; one regrets one’s sin, as in “a <i>PeTaCh</i> (opening) of regret” (Nedarim 22b). This corresponds to the <i>PaTaCh,</i> the aspect of “<i>PoTeiaCh</i> (You open) Your hand,” as explained above.","וְעַל כֵּן מוֹעִיל תְּשׁוּבָה עַל עֲבֵרָה, כִּי עִקַּר הַתְּשׁוּבָה הִיא חֲרָטָה, שֶׁמִּתְחָרֵט עַל הָעֲבֵרָה, בְּחִינוֹת (נדרים כב:): פֶּתַח חֲרָטָה, שֶׁזֶּה בְּחִינוֹת פַּתָּח כַּנַּ""ל, בְּחִינוֹת פּוֹתֵחַ אֶת יָדֶךָ כַּנַּ""ל:"
66,36,"<b>3A.</b> Turning potential into actual entails perfecting the faculty of speech. The letters of speech have to be in a state of wholeness. This is accomplished through the aspect of the World to Come, through which the letters of speech are made whole. For in the Future the faculty of speech will be whole, because [then] even the &lt;nations of the world&gt; will call out to the Blessed One through speech. This is as it is written (Zephaniah 3:9), “For then I will turn to the nations a pure language, that they may all call upon the Name of God.” From this we see that speech will be perfect.","ג וּלְהוֹצִיא מִכֹּחַ אֶל הַפֹּעַל, הוּא עַל יְדֵי שְׁלֵמוּת הַדִּבּוּר, וְצָרִיךְ שֶׁיִּהְיוּ אוֹתִיּוֹת הַדִּבּוּר בִּשְׁלֵמוּת, וְזֶה נַעֲשֶׂה עַל יְדֵי בְּחִינוֹת עָלְמָא דְּאָתֵי, שֶׁעַל יְדֵי זֶה נִשְׁלָמִין אוֹתִיּוֹת הַדִּבּוּר. כִּי לֶעָתִיד לָבוֹא יִהְיֶה הַדִּבּוּר בִּשְׁלֵמוּת, כִּי אֲפִלּוּ הָעַכּוּ""ם יִקְרְאוּ אֶת הַשֵּׁם יִתְבָּרַךְ עִם הַדִּבּוּר, כְּמָה שֶׁכָּתוּב (צפניה ג): כִּי אָז אֶהְפֹּךְ אֶל הָעַמִּים שָׂפָה בְרוּרָה לִקְרֹא כֻּלָּם בְּשֵׁם ה' וְכוּ', נִמְצָא, שֶׁיִּהְיֶה לְהַדִּבּוּר שְׁלֵמוּת."
66,37,"At present, speech is lacking and imperfect, since the entire world does not call out to the Blessed One through speech. But in the Future, everyone—even those who worshipped idolatry—will call out to Him through speech. The faculty of speech will then be perfect, the aspect of “a pure language,” for all will call out to God through speech, indicating that speech has become whole.","כִּי עַכְשָׁו הַדִּבּוּר חָסֵר וְאֵינוֹ בִּשְׁלֵמוּת, מֵאַחַר שֶׁאֵין כָּל הָעוֹלָם קוֹרְאִין לְהַשֵּׁם יִתְבָּרַךְ עִם הַדִּבּוּר. אֲבָל לֶעָתִיד יִקְרְאוּ כֻּלָּם לְהַשֵּׁם יִתְבָּרַךְ עִם הַדִּבּוּר, אֲפִלּוּ עַכּוּ""ם, וְעַל כֵּן אָז יִהְיֶה הַדִּבּוּר בִּשְׁלֵמוּת, בְּחִינַת שָׂפָה בְּרוּרָה, מֵאַחַר שֶׁהַכֹּל יִקְרְאוּ לְהַשֵּׁם יִתְבָּרַךְ עִם הַדִּבּוּר, נִמְצָא שֶׁיֵּשׁ לְהַדִּבּוּר שְׁלֵמוּת."
66,38,"All this will be in the Future, for that is when our principal greatness and magnificence will be revealed. At that time all will know and recognize our greatness, since everyone will then recognize the greatness and magnificence of the tzaddikim and the upright. Happy are they; happy is their lot. ‘How abundant is the good that is in store for them’ (paraphrase of Psalms 31:20) .","וְכָל זֶה יִהְיֶה לֶעָתִיד, כִּי עִקַּר גְּדֻלָּתֵנוּ וְתִפְאַרְתֵּנוּ יִתְגַּלֶּה לֶעָתִיד לָבוֹא, שֶׁאָז יֵדְעוּ וְיִרְאוּ הַכֹּל אֶת גְּדֻלָּתֵנוּ, כִּי אָז יִרְאוּ הַכֹּל אֶת גְּדֻלַּת וְתִפְאֶרֶת הַצַּדִּיקִים וְהַכְּשֵׁרִים, אַשְׁרֵיהֶם אַשְׁרֵי חֶלְקָם, מָה רַב טוּבְךָ הַצָּפוּן לָהֶם."
66,39,"In contrast, the wicked will be defeated, as it is written (Malachi 3:21), “You will crush the wicked….” This will be the time of the Great Day of Judgment, when each person will be brought to judgment for every detail of every action. No small matter will be waived for him; for God forgets nothing, and he will be reminded of everything then.","וּלְהֵפֶךְ – מַפֶּלֶת הָרְשָׁעִים, כְּמָה שֶׁכָּתוּב (מלאכי ג): וַעַסּוֹתֶם רְשָׁעִים וְכוּ'; כִּי אָז יִהְיֶה יוֹמָא דְּדִינָא רַבָּא, שֶׁיִּהְיֶה הָאָדָם נִדּוֹן עַל כָּל מַעֲשֶׂה, עַל כָּל פְּרָט וּפְרָט, וְלֹא יְוַתְּרוּ לוֹ עַל שׁוּם דָּבָר קָטָן, כִּי אֵין שִׁכְחָה לְפָנָיו יִתְבָּרַךְ, וְהַכֹּל יִהְיֶה נִזְכָּר לוֹ אָז."
66,40,"And then, with the downfall of the wicked, [the entire world] will repent and recognize the difference between the righteous and the wicked {as the verse in Malachi 3:18 states: “Then you will return and see the difference between the righteous and the wicked, between those who serve God and those who do not serve Him”}. Precisely then, on the Day of Judgment, they will see the difference between the righteous and the wicked…. As a result everyone will turn to the Blessed One and they will all call upon the Name of God, as in “For then I will turn to the nations a pure language…,” as explained. The faculty of speech will then be perfected, the aspect of “a pure language.” Thus we see that as a result of the downfall of the wicked in the Future, speech will be made whole.","וַאֲזַי, כְּשֶׁיִּהְיֶה מַפֶּלֶת הָרְשָׁעִים, וְיָשׁוּבוּ וְיִרְאוּ בֵּין צַדִּיק לְרָשָׁע וְכוּ', (כְּמוֹ שֶׁכָּתוּב שָׁם בְּמַלְאַכִי: וְשַׁבְתֶּם וּרְאִיתֶם בֵּין צַדִּיק לְרָשָׁע, בֵּין עוֹבֵד אֱלֹקִים לַאֲשֶׁר לֹא עֲבָדוֹ). כִּי אָז דַּיְקָא, בְּיוֹמָא דְּדִינָא, יִרְאוּ הַחִלּוּק בֵּין צַדִּיק לְרָשָׁע וְכוּ', וַאֲזַי יִתְהַפְּכוּ כֻּלָּם לְהַשֵּׁם יִתְבָּרַךְ עַל יְדֵי זֶה, וְיִקְרְאוּ כֻּלָּם בְּשֵׁם ה', בִּבְחִינוֹת: אָז אֶהְפֹּךְ אֶל כָּל הָעַמִּים וְכוּ' כַּנַּ""ל, וַאֲזַי יִהְיֶה הַדִּבּוּר בִּשְׁלֵמוּת, בְּחִינַת שָׂפָה בְרוּרָה כַּנַּ""ל. נִמְצָא, שֶׁעַל יְדֵי מַפֶּלֶת הָרְשָׁעִים שֶׁיִּהְיֶה לֶעָתִיד, עַל יְדֵי זֶה יִהְיֶה נִשְׁלָם הַדִּבּוּר אָז כַּנַּ""ל."
66,41,"However, it is necessary to draw the aspect of the World to Come also into this world—i.e., that the wicked should be defeated in this world as well. This is accomplished through truth.","אֲבָל צְרִיכִין לְהַמְשִׁיךְ בְּחִינַת עָלְמָא דְּאָתֵי גַּם בָּעוֹלָם הַזֶּה, דְּהַיְנוּ שֶׁיִּהְיֶה מַפָּלָה לָרְשָׁעִים גַּם בָּעוֹלָם הַזֶּה, וְזֶה נַעֲשֶׂה עַל יְדֵי אֱמֶת:"
66,42,"<b>3B.</b> Now, truth is greatest when a person is not dependent on other human beings, since “When someone is dependent on other human beings, his face changes color like a <i>kroom</i> …to many different shades” (Berakhot 6b). This is the reason someone who is dependent on other people finds it very difficult to pray with the community. It would be &lt;more&gt; beneficial and easier for him to pray in private, since in public he is plagued by powerful ulterior motives and appearances. On account of his being dependent on other people, he prays with affectation and pretense in order to impress them.","וְעִקַּר הָאֱמֶת הוּא, כְּשֶׁאֵין הָאָדָם נִצְרָךְ לַבְּרִיּוֹת, כִּי כֵּיוָן שֶׁנִּצְרָךְ הָאָדָם לַבְּרִיּוֹת, מִשְׁתַּנֶּה פָּנָיו כִּכְרוּם, לְכַמָּה גְּוָנִין (ברכות ו:). כִּי מִי שֶׁהוּא נִצְרָךְ לַבְּרִיּוֹת, קָשֶׁה לוֹ מְאֹד לְהִתְפַּלֵּל בָּרַבִּים, וְטוֹב וְנוֹחַ לוֹ לְהִתְפַּלֵּל בְּיָחִיד, כִּי בָּרַבִּים נוֹפְלִין עָלָיו פְּנִיּוֹת גְּדוֹלוֹת וּשְׁקָרִים, שֶׁעוֹשֶׂה תְּנוּעוֹת וּשְׁקָרִים בִּתְפִלָּתוֹ בִּשְׁבִיל בְּנֵי אָדָם, מֵאַחַר שֶׁהוּא נִצְרָךְ לָהֶם."
66,43,"Even someone who earns his own living, and so does not have to rely on others for livelihood, may nevertheless be dependent on others for respect or some other thing. In other words, if he craves respect, prominence and the like, he is dependent on other people since he needs their respect and esteem. When he is dependent on other human beings for any of the &lt;above&gt;, he is in jeopardy of perpetrating a grave lie while praying—i.e., of gesticulating unnecessarily in order to impress people.","וַאֲפִלּוּ מִי שֶׁאֵין נִצְרָךְ לַבְּרִיּוֹת בִּשְׁבִיל פַּרְנָסָה, כִּי מִתְפַּרְנֵס מִשֶּׁלּוֹ, אַף עַל פִּי כֵן יֵשׁ שֶׁהוּא נִצְרָךְ לַבְּרִיּוֹת בִּשְׁבִיל כָּבוֹד, אוֹ בִּשְׁבִיל דָּבָר אַחֵר, דְּהַיְנוּ שֶׁיֵּשׁ לוֹ תַּאֲוָה שֶׁל כָּבוֹד וַחֲשִׁיבוּת וְכַיּוֹצֵא. נִמְצָא שֶׁהוּא נִצְרָךְ לַבְּרִיּוֹת, שֶׁהוּא צָרִיךְ לְכָבוֹד וַחֲשִׁיבוּת שֶׁלָּהֶם. וַאֲזַי, כְּשֶׁהוּא נִצְרָךְ לַבְּרִיּוֹת בְּאֵיזֶה בְּחִינָה, יוּכַל לִפֹּל בְּשֶׁקֶר גָּדוֹל בִּתְפִלָּתוֹ, דְּהַיְנוּ לַעֲשׂוֹת תְּנוּעוֹת בְּשֶׁקֶר בִּשְׁבִיל בְּנֵי אָדָם כַּנַּ""ל."
66,44,"Now, there are individuals who are somewhat upright and in some small measure fear God, and are too ashamed to pray with &lt;blatant&gt; pretension in order to impress others. Their intention is to pray honestly, but this truth is overly many, and so it, too, is untrue. For there is no multiplicity of truths. Truth is only one, as is brought elsewhere (earlier, in Lesson #51: “Amar Rebbi Akiva”). In other words, because they are too ashamed to pray with &lt;outright&gt; pretense, they want to conceal the pretension and clothe the lie within a veneer of truth.","וְיֵשׁ מִי שֶׁהוּא אִישׁ כָּשֵׁר קְצָת, וְיָרֵא אֶת ה' בְּמִקְצָת, וּמִתְבַּיֵּשׁ בְּעֵינָיו לַעֲשׂוֹת שֶׁקֶר מְגֻנֶּה בִּתְפִלָּתוֹ בִּשְׁבִיל אֲחֵרִים, וּמִתְכַּוֵּן לְהִתְפַּלֵּל בֶּאֱמֶת. אֲבָל הָאֱמֶת הוּא הַרְבֵּה מְאֹד יוֹתֵר מִדַּי, וְגַם זֶה אֵינוֹ אֱמֶת, כִּי לֹא נִמְצָא הַרְבֵּה אֱמֶת, כִּי הָאֱמֶת הוּא רַק אֶחָד, כְּמוֹ שֶׁמּוּבָא בְּמָקוֹם אַחֵר (לעיל בהתורה אמר ר""ע בסימן נא), דְּהַיְנוּ מֵחֲמַת שֶׁהוּא בּוֹשׁ בְּעֵינֵי עַצְמוֹ לְהִתְפַּלֵּל בְּשֶׁקֶר גָּמוּר כַּנַּ""ל, עַל כֵּן הוּא רוֹצֶה לְכַסּוֹת עַל הַשֶּׁקֶר וּלְהַלְבִּישׁ הַשֶּׁקֶר בֶּאֱמֶת."
66,45,"For example, a person may wish to impress others through some motion or by clapping his hands, but finds such pretentious prayer embarrassing. He therefore deceives himself; the evil inclination convolutes his reasoning until he convinces himself that he really needs to make this motion or clap his hands while praying. That is, for the sake of that truth he manufactures some personal rationalization which makes that motion seem necessary. Thus he conceals the lie within the veneer of truth, and so has many truths—too many.","דְּהַיְנוּ לְמָשָׁל, שֶׁחָפֵץ לַעֲשׂוֹת אֵיזֶהוּ תְּנוּעָה אוֹ הַמְחָאַת כַּף בִּשְׁבִיל אַחֵר, אֲבָל הוּא מִתְבַּיֵּשׁ בָּזֶה שֶׁיַּעֲשֶׂה שֶׁקֶר בִּתְפִלָּתוֹ בִּשְׁבִיל בְּנֵי אָדָם, עַל כֵּן הוּא גּוֹנֵב דַּעַת עַצְמוֹ, וּמְסַבֵּב לוֹ הַיֵּצֶר הָרָע סִבּוּבִים בְּמַחֲשַׁבְתּוֹ, עַד שֶׁנִּתְגַּלְגֵּל הַדָּבָר בְּמַחֲשַׁבְתּוֹ שֶׁהוּא צָרִיךְ בֶּאֱמֶת לַעֲשׂוֹת תְּנוּעָה זוֹ בִּתְפִלָּתוֹ אוֹ לְהַכּוֹת כַּף אֶל כַּף, דְּהַיְנוּ שֶׁמּוֹצֵא לְעַצְמוֹ אֵיזֶה אֱמֶת, שֶׁהוּא צָרִיךְ לַעֲשׂוֹת אוֹתָהּ הַתְּנוּעָה בִּשְׁבִיל אוֹתוֹ הָאֱמֶת. נִמְצָא שֶׁהוּא מְכַסֶּה הַשֶּׁקֶר בֶּאֱמֶת, נִמְצָא שֶׁיֵּשׁ לוֹ הַרְבֵּה אֱמֶת יוֹתֵר מִדַּי."
66,46,"In its essence, truth is only one: praying with genuine honesty, to God alone. However, this pseudo-truth is very many—the many different shades and types of truth he manufactures for himself in order to cover over the lie. This is the meaning of “When someone is dependent on other human beings.” He is plagued by ulterior motives and [the need for] appearances, and as a result “his face changes…to many different shades.” “His face” is the aspect of truth, which corresponds to the face, as in “those who seek Your countenance, Yaakov, forever” (Psalms 24:6) ; as in “Grant truth to Yaakov” (Micah 7:20). His truth, which is the aspect of the face, turns many different shades—i.e., he has many different types of truth within which he clothes the lie. He manufactures a truth of his own, intending it for one purpose or another. Thus we find that the face, which is truth, turns many different shades; whereas truth, in its essence, is only one, as explained above.","כִּי הָעִקַּר הָאֱמֶת אֵינוֹ רַק אֶחָד, דְּהַיְנוּ לְהִתְפַּלֵּל בֶּאֱמֶת לַאֲמִתּוֹ בִּשְׁבִיל הַשֵּׁם יִתְבָּרַךְ לְבַדּוֹ, אֲבָל זֶה הָאֱמֶת שֶׁל שֶׁקֶר הוּא הַרְבֵּה מְאֹד, כִּי יֵשׁ בָּזֶה כַּמָּה גְּוָנִין, וְכַמָּה מִינֵי אֱמֶת שֶׁמּוֹצֵא לְעַצְמוֹ לְחַפּוֹת עַל הַשֶּׁקֶר. וְזֶהוּ: כֵּיוָן שֶׁנִּצְרָךְ הָאָדָם לַבְּרִיּוֹת – שֶׁאָז נוֹפֵלִים עָלָיו פְּנִיּוֹת וּשְׁקָרִים כַּנַּ""ל – אֲזַי מִשְׁתַּנֶּה פָּנָיו לְכַמָּה גְּוָנִין. פָּנָיו זֶה בְּחִינַת הָאֱמֶת, שֶׁהוּא בְּחִינַת פָּנִים, בְּחִינַת (תהלים כד): מְבַקְּשֵׁי פָנֶיךָ יַעֲקֹב סֶלָה; בְּחִינַת (מיכה ז): תִּתֵּן אֱמֶת לְיַעֲקֹב. דְּהַיְנוּ שֶׁהָאֱמֶת שֶׁלּוֹ, שֶׁהוּא בְּחִינַת פָּנִים, נִשְׁתַּנֶּה לְכַמָּה גְּוָנִין, דְּהַיְנוּ שֶׁיֵּשׁ לוֹ כַּמָּה מִינֵי אֱמֶת שֶׁמַּלְבִּישׁ בּוֹ הַשֶּׁקֶר, דְּהַיְנוּ שֶׁמּוֹצֵא לְעַצְמוֹ אֱמֶת, שֶׁכַּוָּנָתוֹ בִּשְׁבִיל כָּךְ אוֹ בִּשְׁבִיל כָּךְ, נִמְצָא שֶׁנִּשְׁתַּנֶּה הַפָּנִים, שֶׁהוּא אֱמֶת, לְכַמָּה גְּוָנִין, כִּי הָעִקַּר הָאֱמֶת אֵינוֹ אֶלָּא אֶחָד כַּנַּ""ל:"
66,47,"This is the explanation of “I will praise God with my life” (Psalms 146:2)—that is, when one is not dependent on human beings. “With my life”—specifically with my life: I live from my own life. His vitality is not dependent on any human being. When someone is dependent on other human beings, his life is no life (cf. Beitzah 32b). In other words, it is not his life, because he lives from others &lt;and so cannot pray honestly, as explained&gt;. But when I am not dependent on other human beings and my life is my own, I am capable of praising and praying to Him honestly. This is specifically “I will praise God with my life.” And this is [as the Sages, of blessed memory, teach] (ibid.): When someone is dependent on other human beings, his world turns dark.","וְזֶה פֵּרוּשׁ (תהלים קמו): אֲהַלְּלָה ה' בְּחַיָּי; הַיְנוּ כְּשֶׁאֵין נִצְרָךְ לַבְּרִיּוֹת. וְזֶה בְּחַיָּי – בְּחַיָּי דַּיְקָא, הַיְנוּ שֶׁאֲנִי חַי מֵחַיִּים שֶׁלִּי, שֶׁאֵינוֹ נִצְרָךְ לְחִיּוּת שׁוּם אָדָם. כִּי הַנִּצְרָךְ לַבְּרִיּוֹת חַיָּיו אֵינָם חַיִּים (ביצה לב:), הַיְנוּ שֶׁאֵינָם חַיִּים שֶׁלּוֹ, כִּי הוּא חַי מֵאֲחֵרִים. אֲבָל כְּשֶׁאֵינִי נִצְרָךְ לַבְּרִיּוֹת, וַאֲנִי חַי חַיִּים שֶׁלִּי, אֲזַי אוּכַל לְהַלְּלוֹ וּלְהִתְפַּלֵּל לְפָנָיו בֶּאֱמֶת כַּנַּ""ל, וְזֶהוּ: אֲהַלְּלָה ה' בְּחַיָּי – דַּיְקָא, כַּנַּ""ל. וְזֶהוּ (שם): כֵּיוָן שֶׁנִּצְרָךְ הָאָדָם לַבְּרִיּוֹת, עוֹלָם חָשַׁךְ בַּעֲדוֹ וְכוּ' (עַיֵּן לְמַטָּה):"
66,48,"<b>3C.</b> And where there is truth, the wicked are defeated. The downfall of the wicked in the World to Come will mainly be by means of the truth that will be revealed then, as it is written (Proverbs 12:19), “True speech will be established forever.” Our Sages, of blessed memory, said: It is not written “was established,” but “will be established,” for the truth will be revealed in the Future (Zohar II, 188b; Tikkuney Zohar #63, p.95a) .","וּכְשֶׁיֵּשׁ אֱמֶת, אֲזַי הוּא מַפֶּלֶת הָרְשָׁעִים, כִּי עִקַּר מַפֶּלֶת הָרְשָׁעִים לָעוֹלָם הַבָּא הוּא עַל יְדֵי הָאֱמֶת שֶׁיִּתְגַּלֶּה אָז. כְּמוֹ שֶׁכָּתוּב (משלי יב): שְׂפַת אֱמֶת תִּכּוֹן לָעַד – כּוֹנַנְתָּ לָעַד לֹא כְּתִיב, אֶלָּא תִּכּוֹן, כִּי לֶעָתִיד לָבוֹא יִתְגַּלֶּה הָאֱמֶת, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (זוהר תשא דף קפח: ובתיקון סג)."
66,49,"On account of the truth that will be revealed in the Future, the &lt;nations of the world&gt; will be defeated, as in “He repays His enemies to their face, to destroy them” (Deuteronomy 7:10). “Their face” is the aspect of truth, as explained above. Through [truth] “He repays His enemies to their face” and destroys them from this world, as brought in the holy <i>Zohar</i> (I, 197a) .","וְעַל יְדֵי הָאֱמֶת שֶׁיִּתְגַּלֶּה לֶעָתִיד, עַל יְדֵי זֶה יִהְיֶה מַפֶּלֶת הָרְשָׁעִים, בִּבְחִינַת (דברים ז): וּמְשַׁלֵּם לְשׂוֹנְאָיו אֶל פָּנָיו לְהַאֲבִידוֹ. פָּנָיו זֶה בְּחִינַת אֱמֶת כַּנַּ""ל, שֶׁעַל יְדֵי זֶה, מְשַׁלֵּם לְשׂוֹנְאָיו וּמַאֲבִידָן מִן הָעוֹלָם, כַּמּוּבָא בַּזֹּהַר הַקָּדוֹשׁ."
