Chapter,Segment,English,Hebrew
19,65,"Perfecting the speaking of the Holy Tongue is dependent upon fear, corresponding to, “He constructed her like a storehouse,” as explained. And fear depends upon the ears (Tikkuney Zohar #70, p. 122a). We find that when the tzaddik hears words of Torah from the mouth of the Holy One, these words are perfect. This is because the words are dependent upon fear &lt;and fear depends upon the ears&gt;, and he hears the words in the aspect of “to hear the sound of His word.”","וּשְׁלֵמוּת הַדִּבּוּר שֶׁל לְשׁוֹן־הַקֹּדֶשׁ תַּלְיָא בְּיִרְאָה, בִּבְחִינַת: עֲשָׂאָהּ כְּאוֹצָר כַּנַּ""ל, וְיִרְאָה תַּלְיָא בְּאוּדְנִין (תיקון ע). נִמְצָא כְּשֶׁהַצַּדִּיק שׁוֹמֵעַ הַדִּבּוּר שֶׁל תּוֹרָה מִפִּי הַקָּדוֹשׁ־בָּרוּךְ־הוּא, יֵשׁ לְהַדִּבּוּר שְׁלֵמוּת, כִּי הַדִּבּוּר תָּלוּי בְּיִרְאָה, וְהוּא שׁוֹמֵעַ הַדִּבּוּר בִּבְחִינַת: לִשְׁמֹעַ בְּקוֹל דְּבָרוֹ."
19,66,"Therefore, someone who hears directly from his [the tzaddik’s] mouth receives the words of the Holy Tongue with perfection—namely, with fear. This Holy Tongue has perfection because of the concept of “to hear the sound of His word.” For perfection of the word depends upon fear, and fear depends upon the ears. But someone who hears it from someone else is far from this perfection, because it has gone down in its level.","נִמְצָא מִי שֶׁשּׁוֹמֵעַ מִפִּיו בְּעַצְמוֹ, מְקַבֵּל דִּבּוּר לְשׁוֹן הַקֹּדֶשׁ בִּשְׁלֵמוּת, הַיְנוּ בְּיִרְאָה, כִּי זֶה הַלְּשׁוֹן־ הַקֹּדֶשׁ יֵשׁ לוֹ שְׁלֵמוּת מֵחֲמַת בְּחִינַת: לִשְׁמֹעַ בְּקוֹל דְּבָרוֹ, כִּי שְׁלֵמוּת הַדִּבּוּר תַּלְיָא בְּיִרְאָה, וְהַיִּרְאָה תַּלְיָא בְּאוּדְנִין כַּנַּ""ל; אֲבָל מִי שֶׁשּׁוֹמֵעַ מִפִּי אַחֵר הוּא רָחוֹק מִזֶּה הַשְּׁלֵמוּת, כִּי כְּבָר יָרַד מִמַּדְרֵגָתוֹ:"
19,67,"And this is [the explanation of the opening verse]: <b>{“<i>Tefillah l’Chabakkuk</i> (A prayer by Habakkuk) the prophet for having erred. O God, I heard Your utterance, I feared; O God, revive Your acts in the mid st of <i>shanim</i> (years)….”}</b>",וְזֶה:
19,68,"<b>O God, I heard Your utterance, I feared —</b> &lt;This is: When I heard&gt; directly from the tzaddik, who hears it from Your mouth, as in, “Doing His word, to hear the sound of His word.” And thus:","ה', שָׁמַעְתִּי שִׁמְעֲךָ יָרֵאתִי – כְּשֶׁהַשְּׁמִיעָה מִפִּי הַצַּדִּיק בְּעַצְמוֹ, שֶׁהוּא שׁוֹמֵעַ מִפִּיךָ, בִּבְחִינַת עֹשֵׂי דְבָרוֹ לִשְׁמֹעַ בְּקוֹל דְּבָרוֹ. וְזֶה"
19,69,"<b>Your utterance —</b> He hears from You, that is, from the mouth of the Holy One Himself. Then:","שִׁמְעֲךָ – שֶׁהוּא שׁוֹמֵעַ מִמְּךָ, הַיְנוּ מִפִּי הַקָּדוֹשׁ־בָּרוּךְ־הוּא בְּעַצְמוֹ,"
19,70,"<b>I feared —</b> For in the main, fear depends upon the ears. And then there is perfection to this Holy Tongue, as explained earlier. And thus:","אֲזַי: יָרֵאתִי – כִּי עִקַּר הַיִּרְאָה תַּלְיָא בְּאוּדְנִין, וְאָז יֵשׁ שְׁלֵמוּת לִלְשׁוֹן־הַקֹּדֶשׁ הַזֶּה כַּנַּ""ל. וְזֶה:"
19,71,"<b>O God, revive Your acts in the mid st of <i>shanim</i> (years) —</b> “Revive,” Rashi explains as arouse. In other words, Your acts are aroused—the power of the Act of Creation is aroused.","וְזֶה: ה' פָּעָלְךָ בְּקֶרֶב שָׁנִים חַיֵּיהוּ. חַיֵּיהוּ – פֵּרֵשׁ רַשִׁ""י: עוֹרְרֵהוּ, הַיְנוּ שֶׁנִּתְעוֹרֵר פָּעָלְךָ, הַיְנוּ כֹּחַ מַעֲשֵׂה בְּרֵאשִׁית נִתְעוֹרֵר"
19,72,"<b>in the midst of shanim —</b> [As our Sages teach (Sotah 49a):] “Do not read this ‘in the midst of <i>ShaNiM,</i> ’ but in the midst of <i>Sh’NayiM</i> (two)”—&lt;namely,&gt; the verse twice &lt;and the Aramaic translation once&gt;, i.e. the Holy Tongue. And through a perfected Holy Tongue—perfected through fear which depends upon the ears—the power of the Act of Creation, which was created by means of the Holy Tongue, is aroused and made to radiate.","בְּקֶרֶב שָׁנִים. אַל תִּקְרֵי: בְּקֶרֶב שָׁנִים, אֶלָּא: בְּקֶרֶב שְׁנַיִם (כשדרז""ל סוטה מט) – שְׁנַיִם מִקְרָא, דְּהַיְנוּ לְשׁוֹן הַקֹּדֶשׁ. עַל־יְדֵי לְשׁוֹן הַקֹּדֶשׁ בִּשְׁלֵמוּת, הַנִּשְׁלָם עַל־יְדֵי הַיִּרְאָה דְּתָלְיָא בְּאוּדְנִין, נִתְעוֹרֵר וְנִתְנוֹצֵץ כֹּחַ מַעֲשֵׂה בְּרֵאשִׁית שֶׁנִּבְרָא עַל־יְדֵי לְשׁוֹן הַקֹּדֶשׁ."
19,73,"This is what Rashi explains: <b>A prayer by Habakkuk [the prophet] for having erred —</b> [Rashi says,] “<i>k’Targumo</i> (according to its translation).” For principally, the perfection of the Holy Tongue is through the <i>Targum,</i> as above. And this is:","וְזֶה שֶׁפֵּרֵשׁ רַשִׁ""י: תְּפִלָּה לַחֲבַקּוּק עַל שִׁגְיֹנוֹת – כְּתַרְגּוּמוֹ, שֶׁעִקַּר שְׁלֵמוּת לְשׁוֹן הַקֹּדֶשׁ – עַל־יְדֵי הַתַּרְגּוּם כַּנַּ""ל."
19,74,"<b>for having erred —</b> For “errors” allude to <i>Targum</i>. This is because <i>Targum</i> is the concept of the Tree of Knowledge of good and evil. It is an admixture of good and evil. The same is true of one who sins unintentionally, he also contains good and evil. For the deed is evil, but his intention is good.","עַל שִׁגְיֹנוֹת – כִּי שִׁגְיוֹנוֹת הוּא בְּחִינַת תַּרְגּוּם, כִּי תַּרְגּוּם הוּא בְּחִינַת עֵץ הַדַּעַת טוֹב וָרָע, שֶׁמְּעֹרָב טוֹב וָרַע, וְכֵן הוּא הַשּׁוֹגֵג, שֶׁיֵּשׁ בּוֹ גַּם כֵּן טוֹב וָרַע, שֶׁהַמַּעֲשֶׂה הוּא רַע, וְכַוָּנָתוֹ טוֹב: (הַשְׁמָטוֹת הַשַּׁיָּכִים לַתּוֹרָה הַזֹּאת):"
19,75,"Excerpts related to this lesson: The difference between someone who learns from a book and someone who hears [the teaching] directly from the sage is even greater. This is because a book is only for remembering, as is written (Exodus 17:14), “Write this as a reminder in the Book.” And memory is [fixed] in the power of imagination, for even an animal has memory. This we know empirically, that even an animal can recall that in this place it was bitten by a dog and so it runs away from there. This is why our Sages said (Gittin 60b): “Words of the Oral Torah may not be written down.”","וּבֵין לוֹמֵד בַּסֵּפֶר לְשׁוֹמֵעַ מִפִּי הֶחָכָם יֵשׁ חִלּוּק גָּדוֹל בְּיוֹתֵר, כִּי סֵפֶר הוּא רַק לְזִכָּרוֹן, כְּמוֹ שֶׁכָּתוּב (שמות יז): כְּתֹב זֹאת זִכָּרוֹן בַּסֵּפֶר, וְהַזִּכָּרוֹן הוּא בְּכֹחַ הַמְדַמֶּה, כִּי גַּם בְּהֵמָה יֵשׁ לָהּ זִכָּרוֹן, כְּמוֹ שֶׁאָנוּ רוֹאִים, שֶׁגַּם בְּהֵמָה זוֹכֶרֶת שֶׁבְּמָקוֹם זֶה נְשָׁכָהּ כֶּלֶב וְהִיא בּוֹרַחַת מִשָּׁם. וְעַל כֵּן אָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה: דְּבָרִים שֶׁבְּעַל־פֶּה אִי אַתָּה רַשַּׁאי לְאָמְרָם בִּכְתָב (גיטין ס:)."
19,76,"There is more to this than meets the eye. For in truth, this verse “Write this as a reminder in the Book,” was said about the Written Torah which specifically needs to be written down. {All this I [Reb Noson] heard from his [Rebbe Nachman’s] holy lips when I transcribed the lesson in his presence, but he did not fully clarify this point.}","וְיֵשׁ דְּבָרִים בְּגוֹ, כִּי בֶּאֱמֶת זֶה הַמִּקְרָא: כְּתֹב זֹאת זִכָּרוֹן בַּסֵּפֶר הַנַּ""ל, נֶאֱמַר עַל תּוֹרָה שֶׁבִּכְתָב, שֶׁצְּרִיכִין דַּוְקָא לְכָתְבָהּ. (כָּל זֶה שָׁמַעְתִּי מִפִּיו הַקָּדוֹשׁ בְּעֵת שֶׁכָּתַבְתִּי לְפָנָיו תּוֹרָה הַנַּ""ל, וְלֹא בֵּאֵר עִנְיָן זֶה הֵיטֵב):"
19,77,This is the deeper meaning of what our Sages said (Sanhedrin 38b): “The First Man disguised his circumcision. The First Man spoke Aramaic.” Understand this well.,"וְזֶה סוֹד מַה שֶּׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (סנהדרין לח:): אָדָם הָרִאשׁוֹן מָשׁוּךְ בְּעָרְלָתוֹ הָיָה; אָדָם הָרִאשׁוֹן בְּלָשׁוֹן אֲרַמִּית סִפֵּר. וְהָבֵן מְאֹד,"
19,78,"As explained, through the Aramaic tongue, which is the tongue of <i>Targum,</i> the foreskin/the comprehensive evil was able to draw and nurture from the Holy Tongue/the Holy Covenant. Study this carefully. For primarily, blemishing the Covenant/the comprehensive evil/the tongue of the nations is nurtured through the tongue of <i>Targum</i> / <i>nogah</i>. Through this they ascend to nurture from the Holy Tongue/the Holy Covenant, as explained above. This is because quintessentially the scale—choice and free will—corresponds to <i>nogah</i> / <i>Targum,</i> because <i>nogah</i> is referred to as a scale, as above.","כִּי עַל־יְדֵי לָשׁוֹן אֲרַמִּית, שֶׁהוּא לְשׁוֹן תַּרְגּוּם, מָשְׁכָה וְיָנְקָה הָעָרְלָה, שֶׁהוּא רַע הַכּוֹלֵל, מִלְּשׁוֹן הַקֹּדֶשׁ, מִבְּרִית קֹדֶשׁ כַּנַּ""ל, עַיֵּן שָׁם הֵיטֵב. כִּי עִקַּר פְּגַם הַבְּרִית, שֶׁהוּא רַע הַכּוֹלֵל, בְּחִינַת לְשׁוֹנוֹת הָעַמִּים, יְנִיקָתָם עַל־יְדֵי לְשׁוֹן תַּרְגּוּם, שֶׁהוּא בְּחִינַת נֹגַהּ, שֶׁעַל־יְדֵי־זֶה הֵם עוֹלִים לִינֹק מִלְּשׁוֹן הַקֹּדֶשׁ, מִבְּרִית קֹדֶשׁ כַּנַּ""ל. כִּי עִקַּר הַמַּתְקְלָא וְהַנִּסָּיוֹן וְהַבְּחִירָה הוּא בִּבְחִינַת נֹגַהּ, שֶׁהוּא בְּחִינַת תַּרְגּוּם, כִּי נֹגַהּ נִקְרָא תַּקְלָא כַּנַּ""ל."
19,79,"And this is: “The First Man disguised his circumcision. The First Man spoke Aramaic.” For one depends upon the other. This is because in the main, the blemishing of the Covenant/”disguising the circumcision” comes about as a result of [people] not elevating the Aramaic tongue/the tongue of <i>Targum</i> to the Holy Tongue, as above.","וְזֶהוּ: אָדָם הָרִאשׁוֹן מָשׁוּךְ בְּעָרְלָתוֹ הָיָה; אָדָם הָרִאשׁוֹן בְּלָשׁוֹן אֲרַמִּית סִפֵּר, כִּי הָא בְּהָא תָּלְיָא, כִּי עִקַּר פְּגַם הַבְּרִית, בְּחִינַת מָשׁוּךְ בְּעָרְלָתוֹ, נִמְשָׁךְ עַל־יְדֵי לָשׁוֹן אֲרַמִּית, שֶׁהוּא לְשׁוֹן תַּרְגּוּם, כְּשֶׁאֵין מַעֲלִין אוֹתוֹ לִלְשׁוֹן הַקֹּדֶשׁ כַּנַּ""ל:"
19,80,"<b>“Doing His word, to hear the sound of His word.” When the tzaddik makes the word…,</b> as above. When the Holy Tongue comes from above, it is still in need of rectification. For the good still has to be elevated from the <i>Targum</i>. This is the deeper intention of circumcision. As the Midrash (Bereishit Rabbah 11:6) brings the question which the heretics asked concerning the mitzvah of circumcision: How is it that the Holy One created something which is still in need of rectification? But it was with this intention. As explained earlier, the Holy Tongue, which corresponds to the sanctification of the Covenant that comes from above, is still in need of rectification. Primarily, its rectification is below, in this world, by our elevating the good in the <i>Targum</i> and perfecting the Holy Tongue. This is because the primary rectification of all things is completed below, specifically in this world. This is the concept of the perfection of the Holy Tongue through <i>Targum</i>. For, even though the Holy Tongue comes from above, it nevertheless can only be perfected through the tongue of <i>Targum</i> which is the concept of the Tree of Knowledge of good and evil; that is, by extracting the good in the <i>Targum,</i> the good in the Tree of Knowledge, specifically through this is the Holy Tongue perfected.","עֹשֵׂי דְבָרוֹ לִשְׁמֹעַ בְּקוֹל דְּבָרוֹ – שֶׁהַצַּדִּיק עוֹשֶׂה הַדִּבּוּר וְכוּ' כַּנַּ""ל. וּכְשֶׁהַלְּשׁוֹן־הַקֹּדֶשׁ בָּא מִלְּמַעְלָה, עֲדַיִן הוּא חֲסַר תִּקּוּן, כִּי עֲדַיִן צָרִיךְ לְהַעֲלוֹת הַטּוֹב מִן הַתַּרְגּוּם. וְזֶהוּ סוֹד כַּוָּנַת מִילָה, כְּמוֹ שֶׁמּוּבָא בַּמִּדְרָשׁ (בראשית פ' יא) שְׁאֵלַת הַמִּינִין עַל מִצְוַת מִילָה: אֵיךְ יִבְרָא הַקָּדוֹשׁ־בָּרוּךְ־הוּא דָּבָר הַמְחֻסָּר תִּקּוּן, אַךְ הוּא עַל כַּוָּנָה זוֹ, הַיְנוּ כַּנַּ""ל, שֶׁהַלְּשׁוֹן־הַקֹּדֶשׁ, שֶׁהוּא בְּחִינַת תִּקּוּן הַבְּרִית הַבָּא מִלְּמַעְלָה, הוּא עֲדַיִן חֲסַר תִּקּוּן, וְעִקַּר תִּקּוּנוֹ לְמַטָּה, בְּזֶה הָעוֹלָם, עַל־יְדֵי שֶׁאָנוּ מַעֲלִין הַטּוֹב שֶׁבַּתַּרְגּוּם וּמַשְׁלִימִין אֶת הַלְּשׁוֹן־הַקֹּדֶשׁ, כִּי עִקַּר הַתִּקּוּן שֶׁל כָּל הַדְּבָרִים נִשְׁלָם לְמַטָּה בְּזֶה הָעוֹלָם דַּיְקָא, שֶׁזֶּהוּ בְּחִינַת שְׁלֵמוּת לְשׁוֹן הַקֹּדֶשׁ עַל־יְדֵי תַּרְגּוּם, שֶׁאַף־עַל־פִּי שֶׁהַלְּשׁוֹן־הַקֹּדֶשׁ בָּא מִלְּמַעְלָה, אַף־עַל־פִּי־כֵן אֵין לוֹ שְׁלֵמוּת כִּי אִם עַל־יְדֵי לְשׁוֹן תַּרְגּוּם, שֶׁהוּא בְּחִינַת עֵץ הַדַּעַת טוֹב וָרָע, דְּהַיְנוּ עַל־יְדֵי שֶׁמְּבָרְרִין הַטּוֹב שֶׁבַּתַּרְגּוּם, הַטּוֹב שֶׁבְּעֵץ הַדַּעַת, שֶׁעַל־יְדֵי־זֶה דַּיְקָא נִשְׁלָם הַלְּשׁוֹן־הַקֹּדֶשׁ."
19,81,"And this is the concept of what was explained in the Midrash: the answer to the question of the heretics concerning the mitzvah of circumcision: “How is it that the Holy One created something which is still in need of rectification?” They answered there that everything requires rectification. “Lupines need to be cooked…man, too, is in need of rectification.” See there.","וְזֶהוּ בְּחִינַת מַה שֶּׁמְּבֹאָר שָׁם בַּמִּדְרָשׁ הַתֵּרוּץ עַל שְׁאֵלַת הַמִּינִין הַנַּ""ל בְּעִנְיַן מִצְוַת מִילָה: אֵיךְ יִבְרָא הַקָּדוֹשׁ־בָּרוּךְ־הוּא מְחֻסַּר תִּקּוּן כַּנַּ""ל, שֶׁהֵשִׁיבוּ שָׁם: כָּל דָּבָר צָרִיךְ תִּקּוּן: הַתֻּרְמוּסִין צְרִיכִין לְבַשֵּׁל וְכוּ', אַף הָאָדָם צָרִיךְ תִּקּוּן וְכוּ', עַיֵּן שָׁם;"
19,82,"As mentioned above, the Holy One created the entire Creation for the sake of man, the owner of free will, specifically so that he rectify all things by extracting the good in the Tree of Knowledge. By doing so he completes and rectifies everything in the world. Thus, it is necessary to make the correction of circumcision, the concept of rectification of the Covenant, specifically in this world. For this is the concept of the perfection of the Holy Tongue specifically through <i>Targum</i>. The Holy Tongue which comes from above, comes from above without perfection, and is only perfected through our extracting the good in the <i>Targum</i>. Only then can the Holy Tongue be perfected, as explained.","הַיְנוּ כַּנַּ""ל, שֶׁהַשֵּׁם יִתְבָּרַךְ בָּרָא כָּל הַבְּרִיאָה בִּשְׁבִיל הָאָדָם הַבַּעַל־בְּחִירָה, שֶׁהוּא דַּיְקָא יְתַקֵּן כָּל הַדְּבָרִים עַל־יְדֵי בֵּרוּר הַטּוֹב שֶׁבְּעֵץ הַדַּעַת, שֶׁעַל־יְדֵי־זֶה מַשְׁלִים וּמְתַקֵּן כָּל הַדְּבָרִים שֶׁבָּעוֹלָם. וְעַל כֵּן צְרִיכִין לְתַקֵּן תִּקּוּן הַמִּילָה, בְּחִינַת תִּקּוּן הַבְּרִית, בְּזֶה הָעוֹלָם דַּיְקָא, שֶׁזֶּהוּ בְּחִינַת שְׁלֵמוּת לְשׁוֹן הַקֹּדֶשׁ עַל־יְדֵי תַּרְגּוּם דַּיְקָא, שֶׁהַלְּשׁוֹן־הַקֹּדֶשׁ הַבָּא מִלְּמַעְלָה אֵין לוֹ שְׁלֵמוּת כְּשֶׁבָּא מִלְּמַעְלָה, כִּי אִם עַל־יְדֵי שֶׁאֲנַחְנוּ מַשְׁלִימִין אוֹתוֹ עַל־יְדֵי שֶׁמְּבָרְרִין הַטּוֹב שֶׁבַּתַּרְגּוּם, שֶׁאָז דַּיְקָא נִשְׁלָם הַלְּשׁוֹן־הַקֹּדֶשׁ כַּנַּ""ל."
19,83,"And this is <i>chashmal</i>: <i>chash MaL,</i> synonymous with <i>MiLah</i> (circumcision). And <i>MaL</i> is numerically equivalent to seventy, corresponding to the “conflagration of the seventy stars,” mentioned earlier. It is <i>nitMaLel</i> (extinguished), <i>neChTaKh</i> (cut off) and nullified through the mitzvah of circumcision, which is the rectification of the Covenant, as above. Study the <i>Kavanot</i> and understand.","וְזֶהוּ: חַשְׁמַ""ל – חָשׁ מָל, בְּחִינַת מִילָה, וּ""מָל"" גִּימַטְרִיָּא שִׁבְעִים, בְּחִינוֹת מְדוּרָה שֶׁל שִׁבְעִין כּוֹכְבִין הַנַּ""ל, שֶׁנִּתְמַלֵּל וְנֶחְתָּךְ וְנִתְבַּטֵּל עַל־יְדֵי מִצְוַת מִילָה, שֶׁהוּא בְּחִינַת תִּקּוּן הַבְּרִית כַּנַּ""ל. עַיֵּן בַּכַּוָּנוֹת וְהָבֵן:"
19,84,Elevating the good from the <i>Targum</i> is achieved through the rectification of errors. A person has to rectify all that he did by sinning unintentionally. Understand this.,"וּלְהַעֲלוֹת הַטּוֹב מִן הַתַּרְגּוּם, הוּא עַל־יְדֵי תִּקּוּן הַשְּׁגָגוֹת, שֶׁצָּרִיךְ לְתַקֵּן כָּל מַה שֶּׁחָטָא בְּשׁוֹגֵג, וְהָבֵן:"
19,85,"Now, like Yosef, someone who has achieved a perfection of the Holy Tongue is capable of interpreting the dreams of deep sleep, as explained there. This is because dreams are determined by the foods that one eats, as is brought. We’ve seen that in every thing there are letters. And so, when a person lays down and sleeps, the vapors of the foods he’s eaten ascend and rise to the brain. The letters which they contain are combined, and from this the dream is made.","וּמִי שֶׁיֵּשׁ לוֹ שְׁלֵמוּת לְשׁוֹן הַקֹּדֶשׁ, יוֹדֵעַ לְפַשֵׁר חֶלְמִין שֶׁבַּתַּרְדֵּמָה כְּמוֹ יוֹסֵף, כַּמְבֹאָר שָׁם. כִּי הַחֲלוֹמוֹת הֵם כְּפִי הַמַּאֲכָלִים שֶׁאוֹכֵל, כַּמּוּבָא, כִּי בְּכָל דָּבָר יֵשׁ אוֹתִיּוֹת כַּנַּ""ל, וּכְשֶׁשּׁוֹכֵב וְיָשֵׁן, עוֹלִים הָאֵדִים מֵהַמַּאֲכָלִים שֶׁאָכַל וְעוֹלִים לְהַמֹּחַ, וְנִצְטָרְפִין הָאוֹתִיּוֹת שֶׁיֵּשׁ בָּהֶם, וּמִזֶּה נַעֲשֶׂה הַחֲלוֹם."
19,86,"It can be concluded from this that if, when eating, a person would eat the second spoonful before the first, an entirely different dream would show itself to him. For every thing has different letters and if he had eaten this spoonful first, the letters would have combined in different permutations and another dream would have been shown to him. Now, the person who has achieved a perfection of the Holy Tongue knows the letters which all things contains. Therefore, as mentioned earlier, he is capable of interpreting dreams.","נִמְצָא כְּשֶׁאָדָם אוֹכֵל, אִם הָיָה אוֹכֵל הַכַּף הַשֵּׁנִי קֹדֶם הָרִאשׁוֹן, הָיָה מִתְרָאֶה לוֹ חֲלוֹם אַחֵר, כִּי בְּכָל דָּבָר יֵשׁ אוֹתִיּוֹת אֲחֵרִים, וְאִלּוּ הָיָה אוֹכֵל זֶה הַכַּף תְּחִלָּה, הָיוּ נִצְטָרְפִין הָאוֹתִיּוֹת בְּצֵרוּפִים אֲחֵרִים, וְהָיָה מִתְרָאֶה לוֹ חֲלוֹם אַחֵר. וּמִי שֶׁיֵּשׁ לוֹ שְׁלֵמוּת לְשׁוֹן הַקֹּדֶשׁ, הוּא יוֹדֵעַ הָאוֹתִיּוֹת שֶׁיֵּשׁ בְּכָל דָּבָר כַּנַּ""ל, עַל־כֵּן הוּא יָכוֹל לְפַשֵׁר חֶלְמִין כַּנַּ""ל."
19,87,"Understand well how the subject of interpreting dreams through the perfection of the Holy Tongue has now been properly explained by what is written there afterwards, that through the perfection of the Holy Tongue the illumination of the letters in each thing is made to shine. Through the illumination of the letters in all foods—from which dreams emanate—the tzaddik/Yosef knows how to interpret the dreams of <i>tardemah,</i> as explained earlier.","וְהָבֵן הֵיטֵב, אֵיךְ עַתָּה מְבֹאָר הֵיטֵב עִנְיַן פִּתְרוֹן חֲלוֹמוֹת עַל־יְדֵי שְׁלֵמוּת לְשׁוֹן הַקֹּדֶשׁ, עַל־יְדֵי מַה שֶּׁכָּתַב שָׁם אַחַר־כָּךְ, שֶׁעַל־יְדֵי שְׁלֵמוּת לְשׁוֹן הַקֹּדֶשׁ מְאִירִין הַהִתְנוֹצְצוּת הָאוֹתִיּוֹת שֶׁיֵּשׁ בְּכָל דָּבָר, כִּי עַל־יְדֵי הִתְנוֹצְצוּת הָאוֹתִיּוֹת שֶׁיֵּשׁ בְּכָל הַמַּאֲכָלִים, שֶׁמֵּהֶם הַחֲלוֹמוֹת, עַל־יְדֵי־זֶה הַצַּדִּיק בְּחִינַת יוֹסֵף יוֹדֵעַ לְפַשֵׁר חֶלְמִין שֶׁבַּתַּרְדֵּמָה"
19,88,"The following material, which relates to this lesson and was written by Rebbe Nachman himself, was later found:","כַּנַּ""ל: (זֶה מָצָאנוּ מִזֶּה הַמַּאֲמָר מִכְּתַב־יַד רַבֵּנוּ זַ""ל בְּעַצְמוֹ):"
19,89,"“May He send your help from Holiness.” The value of the Holy Tongue is very great; with it the world was created. As our Sages said: “‘This one shall be called <i>IShah</i> (woman) because from <i>ISh</i> (man)’—a play on words. From here we see that the world was created with the Holy Tongue.” For woman is synonymous with the Holy Tongue—through her the world was created. And this is ChaVaH, corresponding to speech, as in, “Night <i>yeChaVeH</i> (declares) to night.” And this is what is implied in, “<i>This</i> one shall be called a woman.” For speech is called <i>zot,</i> as in, “<i>V’zot</i> (this is) what their father spoke to them.”","יִשְׁלַח עֶזְרְךָ מִקֹּדֶשׁ וְכוּ'. גֹּדֶל יְקַר הָעֶרֶךְ מִלְּשׁוֹן הַקֹּדֶשׁ, שֶׁבּוֹ נִבְרָא הָעוֹלָם, כְּמוֹ שֶׁאָמְרוּ חֲכָמֵינוּ זִכְרוֹנָם לִבְרָכָה: לְזֹאת יִקָּרֵא אִשָּׁה, כִּי מֵאִישׁ – לָשׁוֹן נוֹפֵל עַל לָשׁוֹן, מִכָּאן שֶׁנִּבְרָא הָעוֹלָם בִּלְשׁוֹן הַקֹּדֶשׁ, כִּי הָאִשָּׁה הוּא בְּחִינַת לְשׁוֹן הַקֹּדֶשׁ שֶׁבָּהּ נִבְרָא הָעוֹלָם. וְזֶהוּ: חַוָּה, לְשׁוֹן דִּבּוּר, כְּמוֹ שֶׁכָּתוּב: וְלַיְלָה לְלַיְלָה יְחַוֶּה דָּעַת. וְזֶה בְּחִינַת: לְזֹאת יִקָּרֵא אִשָּׁה, כִּי הַדִּבּוּר נִקְרָא זֹאת, כְּמוֹ שֶׁכָּתוּב: וְזֹאת אֲשֶׁר דִּבֶּר לָהֶם אֲבִיהֶם,"
19,90,"And by virtue of the Holy Tongue, He exalted us above all the <i>L’ShoNot</i> (nations). This is the concept of <i>lashon nophel al lashon:</i> All the <i>l’ shonot</i> (tongues) are overcome by the <i>lashon</i> of holiness. And there is no….","וְעַל־יְדֵי לְשׁוֹן הַקֹּדֶשׁ רוֹמְמָנוּ מִכָּל הַלְּשׁוֹנוֹת. וְזֶה בְּחִינַת: לָשׁוֹן נוֹפֵל עַל לָשׁוֹן, כָּל הַלְּשׁוֹנוֹת נוֹפְלִים עַל־יְדֵי לְשׁוֹן הַקֹּדֶשׁ, וְאֵין… (עַד כָּאן מָצָאנוּ): <small>[פִּרְקָא תִּנְיָנָא דְּסִפְרָא דִצְנִיעוּתָא מְבֹאָר לְעֵיל בְּהַתּוֹרָה <b>אֱמֹר אֶל הַכֹּהֲנִים</b> סִימָן ב]</small>"
20,1,"<b>&lt;</b> The [third chapter of] <i>Sifra De ’Tzniuta</i> states (Zohar II, 176b) <b>:</b>&gt;",לְשׁוֹן רַבֵּנוּ זִכְרוֹנוֹ לִבְרָכָה פִּרְקָא תְּלִיתָאָה [דְסִפְרָא דִצְנִיעוּתָא]
20,2,"“<i>Teisha Tikkunim Yakirin</i> (nine precious rectifications) were given over to the beard. The more something is hidden and not revealed, the more it is found to be lofty and precious. It [the beard] is a very precious treasure. Hairs upon hairs from in front of the ears to the top of the mouth. [Hairs above the lip] from one side to the other. Found below the two nostrils is a path which is full but does not show out. The sides of the face are covered [with hairs] on both sides. Showing out are two cheeks, red like a rose. In one strand, tough black hairs cascading down to the chest. Lips, which are red like a rose and free of hair. Small hairs resting on the throat and covering the back of the neck. Long and short hairs which end together. With these, he is found to be mighty and strong.”","תִּשְׁעָה תִּקּוּנִין יַקִּירִין אִתְמְסַרָא לְדִקְנָא. כָּל מָה דְּאִתְטַמַּר וְלָא אִתְגַּלְיָא, עִלָּאָה וִיקָרָא אִשְׁתְּכַח, וְהוּא גִּנְזַיָּא יַקִּירָא. נִימִין עַל נִימִין מִקַּמֵי פִּתְחֵי דְּאֻדְנִין עַד רֵישָׁא [דְּפֻמָּא]. מֵרֵישָׁא הַאי לְרֵישָׁא אָחֳרָא. אִשְׁתְּכַח מִתְּחוֹת תְּרֵין נֻקְבִּין אַרְחָא מַלְיָא דְּלָא אִתְחַזְיָא. עִלְעִין אִתְחַפְיָן מֵהַאי גִּיסָא וּמֵהַאי גִּיסָא. בְּהוֹ אִתְחַזְיָן תַּפּוּחִין סֻמָקִין כְּוַרְדָּא. בְּחַד חוּטָא תַּלְיָן אֻכָּמִין תַּקִּיפִין עַד חֶדְווֹי. שִׂפְוָן סוּמְקֵי כְּוַרְדָּא אִתְפַּנוּן. זְעִירִין נָחְתִין בִּגְרוֹנָא וּמְחַפְּיָן קְדָלָא. רַבְרְבִין וּזְעֵירִין נָחְתִין בִּשְׁקּוֹלָא. בְּאִלֵּין אִשְׁתַּכַּח גִּבָּר וְתַקִּיף"
