Chapter,Segment #,English,Hebrew 
199,3,"Likewise, the verse concludes: “…more than honey to my lips.” As a result of the sweetness that one experiences in the Torah, one “sweetens” the judgment of his wife’s death, God forbid. For <i>DVaSh</i> (honey) is numerically equivalent to <i>IShaH</i> (woman), as is brought in the holy writings.","וְגַם הַכָּתוּב מְסַיֵּם: מִדְּבַשׁ לְפִי – שֶׁעַל יְדֵי זֶה הַמְּתִיקוּת שֶׁמַּרְגִּישִׁין בְּהַתּוֹרָה מַמְתִּיקִין הַדִּין שֶׁל מִיתַת אִשְׁתּוֹ, חַס וְשָׁלוֹם, כִּי דְּבַשׁ בְּגִימַטְרִיָּא אִשָּׁה כַּמּוּבָא בַּכְּתָבִים: "
200,1,"The reason the tzaddikim of today are rich whereas in previous times most of them were poor and poverty stricken, is hinted at in the Mishnah: Whoever fulfills the Torah in poverty, will ultimately fulfill it in wealth (Avot 4:9).","הַטַּעַם שֶׁהַצַּדִּיקִים שֶׁבַּזְּמַן הַזֶּה הֵם עֲשִׁירִים, וּבַזְּמַנִּים הַקּוֹדְמִים הָיוּ רֻבָּם עֲנִיִּים וְאֶבְיוֹנִים, זֶה מְרֻמָּז בַּמִּשְׁנָה (אבות פ""ד): כָּל הַמְּקַיֵּם אֶת הַתּוֹרָה מֵעֹנִי סוֹפוֹ לְקַיְּמָהּ מֵעֹשֶׁר, "
200,2,"For the tzaddikim of today are the very same tzaddikim that lived in previous times—in the mystery of reincarnation. They already fulfilled the Torah in poverty, and therefore now merit to fulfill it in wealth.","וְהַצַּדִּיקִים שֶׁבַּזְּמַן הַזֶּה הֵם הֵם הַצַּדִּיקִים שֶׁהָיוּ בַּזְּמַנִּים הַקּוֹדְמִים בְּסוֹד הַגִּלְגּוּל, וּכְבָר קִיְּמוּ הַתּוֹרָה מֵעֹנִי, עַל כֵּן זוֹכִים עַתָּה לְקַיְּמָהּ מֵעֹשֶׁר: "
201,1,"There is a hint in the <i>Targum</i> that on Pesach we are to pray loudly. As is brought concerning the verse (Lamentations 2:7), “They made a sound in the House of the Lord, as on the day of the assembly”—as the sound of the people who pray on the Festival of Pesach. Study the <i>Targum</i> there.","מְרֻמָּז בַּתַּרְגּוּם אֵיכָה (ב, ז), שֶׁבְּפֶסַח צוֹעֲקִין בְּהַתְּפִלָּה, כַּמּוּבָא עַל פָּסוּק: קוֹל נָתְנוּ בְּבֵית ה' כְּיוֹם מוֹעֵד – כֶּקָל עַמָּא דִּמְצַלִּין בְּחַגָּא דְּפִסְחָא, עַיֵּן שָׁם בַּתַּרְגּוּם: "
201,2,The first letters of “<i>TZedakah Tatzil Mimavet</i> (Charity saves from death)” (Proverbs 10:2) spell <i>MaTZoT</i>.,צְדָקָה תַּצִּיל מִמָּוֶת (משלי י) – רָאשֵׁי תֵּבוֹת מַצַּת. 
201,3,"Disbursing charity generously is a <i>segulah</i> (preternatural remedy) for epilepsy, God forbid. [This is hinted at by] the first letters of “<i>Pizar Natan L’evyonim</i> (He has given generously to the poor)” (Psalms 112:9), which spell <i>NoPheL</i> (an epileptic).","סְגֻלָּה לָחֳלִי נוֹפֵל, רַחֲמָנָא לִצְלָן, לְפַזֵּר צְדָקָה. פִּזַּר נָתַן לָאֶבְיוֹנִים (תהלים קיב) – רָאשֵׁי תֵּבוֹת נֹפֵל: "
202,1,"The more limited a person’s intellect, the more respect one needs to show him. This is because the more limited his intellect, the more he craves honor. Thus, as we can see, women tend to be very particular about their respect and they very much want honor. The reason is that “woman’s <i>daat</i> is undeveloped” (Shabbat 33b), thus it is very limited.","כָּל מִי שֶׁשִּׂכְלוֹ קָטָן בְּיוֹתֵר, צָרִיךְ לַחֲלֹק לוֹ כָּבוֹד בְּיוֹתֵר. כִּי כָּל מַה שֶּׁשִּׂכְלוֹ יוֹתֵר קָטָן, הוּא יוֹתֵר חָפֵץ בְּכָבוֹד, וּכְמוֹ שֶׁאָנוּ רוֹאִים בְּחוּשׁ, שֶׁהַנָּשִׁים מַקְפִּידִין מְאֹד עַל כְּבוֹדָם, וְרוֹצִים מְאֹד אֶת הַכָּבוֹד, וְזֶה מֵחֲמַת, שֶׁהַנָּשִׁים דַּעְתָּן קַלָּה וּקְטַנָּה מְאֹד: "
203,1,"From women’s conversations it is possible to know the status of the <i>Shekhinah</i> (Divine Presence)—i.e., how She is faring at that time. This is what is written about Mordekhai (Esther 2:11), “He would daily walk about in front of the harem courtyard to find out how Esther was faring.” Esther is the <i>Shekhinah</i>. Mordekhai would comprehend this—to know how the <i>Shekhinah</i> was faring—from the “courtyard of the harem,” i.e., through their conversations.","מִסִּפּוּרֵי דְּבָרִים שֶׁל הַנָּשִׁים יְכוֹלִים לֵידַע מַעֲמַד הַשְּׁכִינָה, אֵיךְ הִיא אוֹחֶזֶת כָּעֵת. וְזֶה שֶׁכָּתוּב אֵצֶל מָרְדֳּכַי (אסתר ב), שֶׁהָיָה מִתְהַלֵּךְ לִפְנֵי חֲצַר בֵּית הַנָּשִׁים לָדַעַת אֶת שְׁלוֹם אֶסְתֵּר, וְאֶסְתֵּר הִיא הַשְּׁכִינָה. כִּי מָרְדֳּכַי הָיָה מַשִּׂיג זֹאת, לֵידַע שְׁלוֹם הַשְּׁכִינָה, מֵחֲצַר בֵּית הַנָּשִׁים – עַל־יְדֵי סִפּוּרֵי דִּבְרֵיהֶם: "
204,1,"The value of charity is known, especially when [the charity] is given to a Torah scholar. As it is brought: The money that is given to a Torah scholar is the aspect of “support for Torah” (Zohar III, 53b).","מַעֲלַת הַצְּדָקָה יָדוּעַ, בִּפְרָט כְּשֶׁנּוֹתְנִין לְתַלְמִיד־חָכָם, כַּמּוּבָא, שֶׁהַמָּעוֹת שֶׁנּוֹתְנִין לְתַלְמִיד־חָכָם הוּא בְּחִינַת תַּמְכֵי אוֹרַיְתָא. "
204,2,"Indeed, this money that we give to a Torah scholar is an aspect of Torah, literally. No transgression can cancel this money given to a Torah scholar. As our Sages, of blessed memory, said: Transgression cannot extinguish Torah (Sotah 21a). This money is thus literally an aspect of Torah, as explained above.","אֲבָל בֶּאֱמֶת זֶה הַמָּעוֹת שֶׁנּוֹתְנִין לְתַלְמִיד חָכָם הוּא בְּחִינַת תּוֹרָה מַמָּשׁ, וְאֵין עֲבֵרָה יָכוֹל לְכַבּוֹת זֶה הַמָּעוֹת שֶׁנּוֹתְנִין לְתַלְמִיד־חָכָם, כִּי אֵין עֲבֵרָה מְכַבָּה תּוֹרָה, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (סוטה כא), וְזֶה הַמָּעוֹת הוּא בְּחִינַת תּוֹרָה מַמָּשׁ כַּנַּ""ל. "
204,3,"Thus, <i>MAOT</i> (money) is an acronym of “<i>V ’ein Aveirah M’khabeh</i> Torah (but transgression cannot extinguish Torah).”",וְזֶה: מָעוֹת – רָאשֵׁי־תֵּבוֹת: וְאֵין עֲבֵירָה מְכַבָּה תּוֹרָה. 
204,4,"There is much more to this matter. For when [Rebbe Nachman] revealed this, he told some story connected with it, but we merited to record only these things.","וְעוֹד יֵשׁ בְּעִנְיָן זֶה דְּבָרִים הַרְבֵּה, כִּי בְּעֵת שֶׁגִּלָּה זֹאת סִפֵּר אֵיזֶה מַעֲשֶׂה בְּעִנְיָן זֶה, אַךְ לֹא זָכִינוּ לִכְתֹּב כִּי אִם דְּבָרִים אֵלֶּה: "
205,1,"The rectification for a nocturnal emission, God spare us, is to recite ten psalms on the same day that one experiences it, God forbid. The reason for this is that reciting Psalms has the power to extract the drop from the <i>kelipah</i> (evil force) that captured it. This is because <i>TeHiLYM</i> (Psalms) has the same numerical value as <i>LYLYT</i> (Lilith), with the five letters of her name added; she being in charge of this, as is known.","תִּקּוּן לְמִקְרֵה לַיְלָה, רַחֲמָנָא לִצְלָן – לוֹמַר עֲשָׂרָה קַפִּיטְל תְּהִלִּים בְּאוֹתוֹ הַיּוֹם שֶׁאֵרַע לוֹ, חַס וְשָׁלוֹם. כִּי יֵשׁ כֹּחַ בַּאֲמִירַת תְּהִלִּים לְהוֹצִיא הַטִּפָּה מֵהַקְּלִפָּה שֶׁלָּקְחָה אוֹתָהּ, כִּי תְּהִלִּים בְּגִימַטְרִיָּא לִילִית עִם הַחֲמֵשׁ אוֹתִיּוֹת שֶׁל שְׁמָהּ, שֶׁהִיא הַמְמֻנָּה עַל זֶה, כַּיָּדוּעַ. "
205,2,"One has to have in mind while reciting the psalms that <i>TeHiLYM</i> is numerically equal to 485, which is precisely the value of the two Holy Names <i>El Elohim</i> when they are expanded as follows: <i>ӔLeF LaMeD, ӔLeF LaMeD HeY YOD MeM</i>. It is via these two Names that the drop escapes the <i>kelipah</i>. This is because the drop is the aspect of <i>chesed</i> (lovingkindness) and <i>gevurah</i> (judgment), as is known. [This is evidenced] by its consisting of fire and water, heat and moisture, which are aspects of <i>chesed</i> and <i>gevurah</i>. Thus by means of the two Names <i>El Elohim,</i> which are aspects of <i>chesed</i> and <i>gevurah,</i> as is known, [and] numerically equivalent to <i>Tehilym,</i> we are able to remove the drop from there. This is what one has to have in mind when reciting the psalms.","וְצָרִיךְ לְכַוֵּן בִּשְׁעַת אֲמִירַת תְּהִלִּים, שֶׁתְּהִלִּים בְּגִימַטְרִיָּא תפ""ה, שֶׁהוּא מְכֻוָּן כְּמִסְפַּר הַשְּׁנֵי שֵׁמוֹת: אֵל אֱלֹקִים בִּמְלוֹאוֹ, כָּזֶה: אָלֶף לָמֶד, אָלֶף לָמֶד הֵי יוּד מֵם, שֶׁעַל־יְדֵי הַשְּׁנֵי שֵׁמוֹת אֵלּוּ יוֹצְאָה הַטִּפָּה מֵהַקְּלִפָּה, כִּי הַטִּפָּה הִיא בְּחִינַת חֶסֶד וּגְבוּרָה כַּיָּדוּעַ, כִּי יֵשׁ בָּהּ כֹּחַ אֵשׁ וּמַיִם, חֲמִימוּת וְלַחוּת, שֶׁהֵם בְּחִינַת חֶסֶד וּגְבוּרָה, וְעַל יְדֵי הַשְּׁנֵי שֵׁמוֹת אֵל אֱלֹקִים הַנַּ""ל, שֶׁהֵם בְּחִינַת חֶסֶד וּגְבוּרָה, כַּיָּדוּעַ, שֶׁהֵם גִּימַטְרִיָּא תְּהִלִּים כַּנַּ""ל, עַל־יְדֵי־זֶה מוֹצִיאִין הַטִּפָּה מִשָּׁם, וְזֶה צָרִיךְ לְכַוֵּן בִּשְׁעַת אֲמִירַת תְּהִלִּים: "
205,3,"<b>2.</b> Therefore, it is necessary to recite ten psalms. For there are ten types of song, which are the aspect of the ten styles that constitute the Book of Psalms, as is brought. These are: <i>ashrei, lamnatzeach, maskil, halleluyah,</i> etc. See Rashi’s comment. Any one of these ten styles has the power to negate the strength of the aforementioned <i>kelipah,</i> because each of these styles is the antithesis of the <i>kelipah</i>.","וְעַל־כֵּן צָרִיךְ לוֹמַר עֲשָׂרָה קַפִּיטְל, כִּי יֵשׁ עֲשָׂרָה מִינֵי זִמְרָה, שֶׁהֵם בְּחִינַת הָעֲשָׂרָה לְשׁוֹנוֹת שֶׁנֶּאֱמַר בָּהֶם סֵפֶר תְּהִלִּים, כַּמּוּבָא (בִּגְמָרָא פְּסָחֵים קיז וּבַזֹּהַר), שֶׁהֵם אַשְׁרֵי וְלַמְנַצֵּחַ וּמַשְׂכִּיל וְהַלְלוּיָהּ וְכוּ', עַיֵּן בְּפֵרוּשׁ רַשִׁ""י. וְיֵשׁ כֹּחַ בְּכָל לָשׁוֹן וְלָשׁוֹן שֶׁל הָעֲשָׂרָה לְשׁוֹנוֹת הַנַּ""ל לְבַטֵּל כֹּחַ הַקְּלִפָּה הַנַּ""ל, כִּי כָּל אֶחָד מֵאֵלּוּ הַלְּשׁוֹנוֹת הֵם הֶפֶךְ הַקְּלִפָּה הַנַּ""ל, "
205,4,"[For example,] <i>ashrei</i> connotes seeing or gazing—the antithesis of the <i>kelipah,</i> whose main strength comes from the marring of sight, from the aspect of “His eyesight had faded” (Genesis 27:1). This is the aspect of “Let there be <i>me’orot</i> (luminaries)” (ibid. 1:14)—spelled “missing” (Pesachim 117a). Our Sages, of blessed memory, expounded: This is Lilith (Tikkuney Zohar #44). Thus it is that her main strength comes from marred sight, whereas <i>ashrei</i>, which connotes sight, is her inverse.","כִּי אַשְׁרֵי הוּא לְשׁוֹן רְאִיָּה וְהִסְתַּכְּלוּת – הֶפֶךְ הַקְּלִפָּה הַנַּ""ל שֶׁעִקַּר כֹּחָהּ מִקִּלְקּוּל הָרְאוּת, מִבְּחִינַת: וַתִּכְהֶיןָ עֵינָיו מֵרְאוֹת, בִּבְחִינוֹת: יְהִי מְאֹרֹת – חָסֵר, וְדָרְשׁוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (ת""ז תיקון מד דף עט:): דָּא לִילִית. נִמְצָא, שֶׁעִקַּר כֹּחָהּ מִקִּלְקוּל הָרְאִיָּה, וְאַשְׁרֵי שֶׁהוּא לְשׁוֹן רְאִיָּה הִיא הֶפֶךְ מִמֶּנָּה. "
205,5,"The same is true of <i>maskil</i>. [Lilith] is the aspect of <i>MeShaKeL</i> (to bereave), whereas <i>MaSKiL</i> (to enlighten) is the opposite of this. See elsewhere concerning this subject. Her essential power to bring a man to sin by an emission of seed, God forbid, is through the language of <i>Targum,</i> which is the aspect of <i>maskil</i> via a translator—i.e., good mixed with evil. At times <i>MeShaKeL,</i> and at other times <i>MaSKiL</i>. See there.","וְכֵן מַשְׂכִּיל, כִּי הִיא בְּחִינַת מְשַׁכֵּל, וּמַשְׂכִּיל הוּא הֶפֶךְ מִזֶּה, וְעִנְיָן זֶה עַיֵּן בְּמָקוֹם אַחֵר (לעיל בסימן יט), כִּי עִקַּר כֹּחָהּ לְהַחֲטִיא אֶת הָאָדָם בְּמִקְרֶה, חַס וְשָׁלוֹם, הוּא עַל־יְדֵי לְשׁוֹן תַּרְגּוּם, שֶׁהוּא בְּחִינַת מַשְׂכִּיל עַל יְדֵי תֻּרְגְּמָן, שֶׁהוּא מְעֹרָב טוֹב וָרַע, לִפְעָמִים מְשַׁכֵּל וְלִפְעָמִים מַשְׂכִּיל, עַיֵּן שָׁם. "
205,6,"<i>Halleluyah</i> is also the antithesis of the <i>kelipah,</i> whose name is <i>LYLyT</i> because she constantly <i>mYaLeLeT biyelalah</i> (whines aloud). <i>Hallel</i> (praise) is the opposite of <i>yelalah,</i> because the letters of <i>HaLeLY</i> are the inverse of <i>YeLaLaH</i>.","וְכֵן הַלְלוּיָהּ – הֶפֶךְ הַקְּלִפָּה, שֶׁשְּׁמָהּ לִילִית עַל שֵׁם שֶׁהִיא מְיַלֶּלֶת בִּילָלָה תָּמִיד, וְהַלֵּל הֶפֶךְ יְלָלָה, כִּי אוֹתִיּוֹת ""הַלְּלִי"" הֵם הֶפֶךְ ""יְלָלָה"". "
205,7,[Rebbe Nachman] did not expound the rest.,וְהַשְּׁאָר לֹא פֵּרֵשׁ. 
205,8,"In addition, the drop comes from <i>daat,</i> which is the aspect of <i>chesed</i> and <i>gevurah,</i> as is known. For the drop, too, is an aspect of <i>chesed</i> and <i>gevurah,</i> as explained above. And it is known that <i>daat</i> is the aspect of the five <i>chasadim</i> (benevolences) and the five <i>gevurot</i> (severities). Therefore, one needs to recite ten psalms. <b>{“Of David, a <i>maskil</i> (enlightening psalm): <i>Ashrei neseui pesha</i> (Happy is he whose offense is forgiven)”</b> (Psalms 32:1) <b>.}</b>","גַּם הַטִּפָּה בָּאָה מֵהַדַּעַת, שֶׁהוּא בְּחִינַת חֶסֶד וּגְבוּרָה, כַּיָּדוּעַ, כִּי גַּם הַטִּפָּה הִיא בְּחִינַת חֶסֶד וּגְבוּרָה כַּנַּ""ל, וְיָדוּעַ שֶׁהַדַּעַת הוּא בְּחִינַת חֲמִשָּׁה חֲסָדִים וְחָמֵשׁ גְּבוּרוֹת, עַל כֵּן צָרִיךְ לוֹמַר עֲשָׂרָה קַפִּיטְל. "
205,9,"This is the aspect of “Of David, a <i>maskil: Ashrei neseui pesha,</i>” the first letters of which spell <i>NaAPh</i> (adultery), which is subjugated by “Of David, a <i>maskil</i>”—i.e., <i>Tehilym</i>.","וְזֶה בְּחִינַת (תהלים לב): לְדָוִד מַשְׂכִּיל אַשְׁרֵי נְשׂוּי פֶּשַׁע – רָאשֵׁי־תֵבוֹת נַאַף, שֶׁהוּא נִכְנָע עַל יְדֵי בְּחִינַת לְדָוִד מַשְׂכִּיל, דְּהַיְנוּ תְּהִלִּים: "
205,10,"<b>3.</b> Afterwards, the Rebbe, of blessed memory, revealed the specific ten psalms to be recited on the day one experiences an impure emission, God forbid. These are:","אַחַר־כָּךְ גִּלָּה רַבֵּנוּ זִכְרוֹנוֹ לִבְרָכָה, הָעֲשָׂרָה קַפִּיטְל תְּהִלִּים בִּפְרָטִיּוּת, שֶׁצָּרִיךְ לְאָמְרָם בְּאוֹתוֹ הַיּוֹם שֶׁיִּקְרֶה לוֹ, חַס וְשָׁלוֹם, מִקְרֶה בִּלְתִּי טָהוֹר. וְאֵלּוּ הֵן: "
205,11,"“Of David, a precious psalm”—Psalm 16;",מִכְתָּם לְדָוִד – טז 
205,12,"“Of David, an enlightening psalm”—Psalm 32;","לְדָוִד מַשְׂכִּיל – לב, "
205,13,“Happy is he who is wise enough to help the poor”—Psalm 41;,אַשְׁרֵי מַשְׂכִּיל אֶל דָּל – 
205,14,“Like a hind cries longingly”—Psalm 42;,"מא, כְּאַיָּל תַּעֲרֹג – מב, "
205,15,“For the Conductor: A plea not to be destroyed”—Psalm 59;,"לַמְנַצֵּחַ אַל תַּשְׁחֵת – נט, "
205,16,“For the Conductor: To Yedutun”—Psalm 77;,"לַמְנַצֵּחַ עַל יְדוּתוּן – עז, "
205,17,“A prayer of Moshe”—Psalm 90;,"תְּפִלָּה לְמֹשֶׁה – צ, "
205,18,“Give thanks to God; call out in His Name”—Psalm 105;,"הוֹדוּ לַה' קִרְאוּ בִּשְׁמוֹ – קה, "
205,19,“By the rivers of Babylon”—Psalm 137;,"עַל נַהֲרוֹת בָּבֶל – קלז, "
205,20,“<i>Halleluyah!</i> praise God in His holy place”—Psalm 150.,הַלְלוּיָה הַלְלוּ אֵל בְּקָדְשׁוֹ – קנ.
205,21,"In addition, he said that these ten psalms are a very, very great rectification for an emission, God forbid. One who merits reciting them on the same day need never again be troubled at all by the terrible blemish caused by the emission, God forbid, for it has certainly been rectified through this. {For more on this topic, see <i>Likutey Moharan</i> II, 92.}","וְאָמַר, שֶׁאֵלּוּ הָעֲשָׂרָה קַפִּיטְל תְּהִלִּים, הֵם תִּקּוּן גָּדוֹל מְאֹד מְאֹד לְמִקְרֶה חַס וְשָׁלוֹם, וּמִי שֶׁזּוֹכֶה לְאָמְרָם בְּאוֹתוֹ הַיּוֹם, אֵין צָרִיךְ לִפְחֹד עוֹד כְּלָל מִפְּגָם הַנּוֹרָא שֶׁל הַמִּקְרֶה, חַס וְשָׁלוֹם, כִּי בְּוַדַּאי נִתְתַּקֵּן עַל יְדֵי זֶה: (וְעַיֵּן עִנְיָן זֶה בְּלִקּוּטֵי מוֹהֲרַ""ן תִּנְיָנָא בְּסוֹפוֹ.) "
206,1,“<i>Taiti K’seh Ovaid</i> (I have strayed like a lost sheep); seek out Your servant [for I have not forgotten Your commandments].” (Psalms 119:176),תָּעִיתִי כְּשֶׂה אֹבֵד בַּקֵּשׁ עַבְדֶּךָ וְכוּ' (תהלים קיט): 
206,2,"There is a great difference in the sin a person commits, God forbid, whether he is stirred immediately to repentance, in which case it is easy for him to return to his place, since he has not yet moved far from the good road. The reason is that when someone commits a sin, God forbid, he then turns from the straight road to another path, which is crooked. That road leads into a number of other paths and roads that are particularly misleading and tortuous, such that when people start to go on that evil road, God forbid, they stray and get so confused on these [other] roads that it is difficult to return and get out from there.","כִּי יֵשׁ חִלּוּק גָּדוֹל בַּעֲבֵרָה שֶׁעוֹשֶׂה הָאָדָם, חַס וְשָׁלוֹם, בֵּין אִם נִתְעוֹרֵר תֵּכֶף וּמִיָּד וְשָׁב בִּתְשׁוּבָה, אֲזַי אֶפְשָׁר לוֹ בְּקַל לַחֲזֹר לִמְקוֹמוֹ, כִּי עֲדַיִן לֹא נִתְרַחֵק הַרְבֵּה מֵהַדֶּרֶךְ הַטּוֹב. כִּי כְּשֶׁעוֹשֶׂה עֲבֵרָה, חַס וְשָׁלוֹם, אֲזַי הוֹלֵךְ וְנוֹטֶה מֵהַדֶּרֶךְ הַיָּשָׁר אֶל דֶּרֶךְ אַחֵר מְקֻלְקָל, וְשָׁם יוֹצְאִים מֵאוֹתוֹ הַדֶּרֶךְ כַּמָּה וְכַמָּה נְתִיבוֹת וּדְרָכִים תּוֹעִים וּמְקֻלְקָלִים מְאֹד, שֶׁכְּשֶׁמַּתְחִילִין לֵילֵךְ, חַס וְשָׁלוֹם, בְּאוֹתוֹ הַדֶּרֶךְ הָרָע, אֲזַי תּוֹעִים וּנְבוֹכִים בְּאֵלּוּ הַדְּרָכִים עַד שֶׁקָּשֶׁה לָשׁוּב וְלָצֵאת מִשָּׁם, "
206,3,"But God’s way is to call to the person immediately when He sees him straying from the way of the intellect. He calls to him to turn back. And [God] calls to each person according to his aspect. To one He calls with a hint, and to another with an actual call. There is also one whom He tramples down and punishes, and that is his call. For the Torah calls to them, “Fools, how long will you love being misled?” (Proverbs 1:22). And the Torah is God Himself, Who calls to them and seeks them, that they should return to Him.","אֲבָל הַשֵּׁם יִתְבָּרַךְ דַּרְכּוֹ לִקְרוֹת אֶת הָאָדָם תֵּכֶף כְּשֶׁרוֹאֶה שֶׁהוּא תּוֹעֶה מִדֶּרֶךְ הַשֵּׂכֶל, וְקוֹרְאוֹ שֶׁיָּשׁוּב לַאֲחוֹרָיו, וּלְכָל אֶחָד קוֹרֵא לְפִי בְּחִינָתוֹ: יֵשׁ שֶׁקּוֹרְאוֹ בִּרְמִיזָה, וְיֵשׁ בִּקְרִיאָה מַמָּשׁ, וְיֵשׁ שֶׁבּוֹעֵט בּוֹ וּמַכֵּהוּ, וְזֶהוּ הַקְּרִיאָה שֶׁלּוֹ, כִּי אוֹרַיְתָא מַכְרֶזֶת קַמַּיְהוּ: עַד מָתַי פְּתָיִים תְּאֵהֲבוּ פֶּתִי, וְהַתּוֹרָה הוּא הַשֵּׁם יִתְבָּרַךְ בְּעַצְמוֹ, שֶׁהוּא קוֹרֵא אוֹתָם וּמְבַקְּשָׁם שֶׁיַּחְזְרוּ אֵלָיו. "
206,4,"Therefore, if one has not yet strayed far from the straight road it is easier for him to return, since he still recognizes the voice and is familiar with it; for it was not so long ago that he was with God and heard His voice, the voice of the Torah. He has not yet forgotten the voice or strayed far along these other misleading and confusing roads. Therefore, he can easily repent.","וְעַל־כֵּן כְּשֶׁעֲדַיִן לֹא נָטָה הַרְבֵּה מִדֶּרֶךְ הַיָּשָׁר, אֲזַי אֶפְשָׁר לוֹ בְּקַל לָשׁוּב, מֵחֲמַת שֶׁהוּא מַכִּיר עֲדַיִן אֶת הַקּוֹל וְרָגִיל בּוֹ, כִּי זֶה סָמוּךְ הָיָה אֵצֶל הַשֵּׁם יִתְבָּרַךְ, וְהָיָה שׁוֹמֵעַ קוֹלוֹ קוֹל הַתּוֹרָה, וַעֲדַיִן לֹא שָׁכַח אֶת הַקּוֹל, וַעֲדַיִן לֹא תָּעָה הַרְבֵּה בְּאֵלּוּ הַדְּרָכִים הָאֲחֵרִים הַתּוֹעִים וְהַנְּבוֹכִים, וְעַל כֵּן בְּקַל אֶפְשָׁר לוֹ לָשׁוּב, "
206,5,"This is analogous to a shepherd who, when one sheep strays from the road, he immediately calls to it. If the sheep has as yet not strayed far from the road, it will recognize the voice and immediately follow it. However, if it has already strayed far from the road, then it will have already forgotten the voice and no longer recognize it. Furthermore, the shepherd will despair looking for [the sheep], since it has been so long that it has strayed from him. Similarly, when one has been wicked for a long time, God forbid, and turned and strayed greatly from the straight path to these other tortuous, misleading, confusing and befuddling roads, then it is difficult for him to repent, as explained above.","וְהוּא כִּמְשַׁל הָרוֹעֶה, שֶׁכַּאֲשֶׁר שֶׂה אֶחָד תּוֹעֶה מֵהַדֶּרֶךְ אֲזַי תֵּכֶף הוּא קוֹרֵא אוֹתוֹ, וּכְשֶׁהַשֶּׂה עֲדַיִן לֹא תָּעָה הַרְבֵּה מֵהַדֶּרֶךְ, אֲזַי הוּא מַכִּיר הַקּוֹל וְהוֹלֵךְ אַחֲרָיו תֵּכֶף. אֲבָל כְּשֶׁכְּבָר נָטָה הַרְבֵּה מֵהַדֶּרֶךְ, אֲזַי כְּבָר שָׁכַח אֶת הַקּוֹל וְאֵינוֹ מַכִּיר בּוֹ. וְגַם הָרוֹעֶה מְיָאֵשׁ עוֹד מִלְּבַקְּשׁוֹ, מֵחֲמַת שֶׁזֶּה זְמַן רַב שֶׁהָלַךְ וְתָעָה מֵאִתּוֹ, כֵּן כְּשֶׁכְּבָר הֶאֱרִיךְ זְמַן, חַס וְשָׁלוֹם, בְּרִשְׁעוֹ, וְנָטָה וְתָעָה הַרְבֵּה מֵהַדֶּרֶךְ הַיָּשָׁר לְאֵלּוּ הַדְּרָכִים הַמְקֻלְקָלִים וְהַתּוֹעִים וְהַנְּבוֹכִים וְהַמְבֻלְבָּלִים, אֲזַי קָשֶׁה לוֹ לָשׁוּב כַּנַּ""ל: "
206,6,"Know, too, that when a person strays greatly on these tortuous and misleading roads, God forbid, it is occasionally possible that he will stray so far and go on these confusing roads [for so long], that precisely because he has strayed so greatly, he will turn around and go back, until he is close to his starting point; there will be only a short distance separating him from his starting point. And then, easily, by means of an easy test, he can again return to his place. Yet when the Holy One calls him and arranges the test for him, he does not recognize the voice and gives no heed to returning to his place.","וְדַע, שֶׁאֵלּוּ הַדְּרָכִים הַמְקֻלְקָלִים וְהַתּוֹעִים, כְּשֶׁאָדָם תּוֹעֶה בָּהֶם, חַס וְשָׁלוֹם, הַרְבֵּה מְאֹד, אֶפְשָׁר לִפְעָמִים שֶׁיִּתְעֶה מְאֹד וְיֵלֵךְ בְּאֵלּוּ הַדְּרָכִים הַנְּבוֹכִים, וַאֲזַי דַּיְקָא מֵרֹב תְּעוֹתוֹ בָּהֶם, יִתְהַפֵּךְ וְיָשׁוּב עַד שֶׁיִּהְיֶה סָמוּךְ מְאֹד לִמְקוֹמוֹ הָרִאשׁוֹן, וְלֹא יִהְיֶה רַק הֶרְחֵק מְעַט בֵּינוֹ לְבֵין מְקוֹמוֹ הָרִאשׁוֹן, וּבְקַל עַל יְדֵי נִסָּיוֹן קַל יָשׁוּב עוֹד לִמְקוֹמוֹ, אֲבָל כְּשֶׁהַשֵּׁם יִתְבָּרַךְ קוֹרְאוֹ וּמַזְמִין לוֹ הַנִּסָּיוֹן, אֵינוֹ מַכִּיר בַּקּוֹל, וְאֵינוֹ חוֹשֵׁשׁ לָשׁוּב לִמְקוֹמוֹ. "
206,7,"This is the difference between a younger and an older person. For someone who is still young, who has as yet not grown old in his sins, is more likely to repent than an older person, because he is still close and has not forgotten the voice that calls.","וְזֶה הוּא הַחִלּוּק שֶׁבֵּין עוּל יָמִים לְזָקֵן, כִּי מִי שֶׁעֲדַיִן בְּבַחֲרוּתוֹ וַעֲדַיִן לֹא הִזְקִין בַּחֲטָאָיו, אֶפְשָׁר לוֹ יוֹתֵר לָשׁוּב מֵהַזָּקֵן, מֵחֲמַת שֶׁעֲדַיִן הוּא סָמוּךְ וְלֹא שָׁכַח אֶת הַקּוֹל הַקְּרִיאָה. "
