EY comment,EY current paragraph
<b>ואתה תחזה מכל העם </b>אנשי חיל וגו' ושפטו את העם וגו':,Bemidbar Rabbah 10:8
<b>זלין </b>פי' זוללין:,Bemidbar Rabbah 10:8
<b>הלופר </b>ארכוליפרין פי' בערוך שר הטבחים שהורג חייבי מיתות:,Bemidbar Rabbah 10:8
"<b>אלא יין ביין </b>ממסך קא דריש שני נסיכים. דאם לא כן לחקור מסך מיבעי ליה (מת""כ):",Bemidbar Rabbah 10:8
<b>כי שם חלקת מחוקק ספון </b>פי' כי שם בארץ סיחון ועוג חלקת מחוקק ספון היתה אותה החלקה שהמחוקק קבור בה שהוא משה (ופי' ספורנו):,Bemidbar Rabbah 10:8
<b>ככימה ועקרב </b>הם שמות מזלות וכשזה עולה זה שוקע:,Bemidbar Rabbah 10:8
"<b>מה עקרב מכה בעוקצו </b>שספרו הטבעים שבעקרב (שקאר פיאן) יש לו זנב ארוך ובעוקצו נמצא קוץ אחד כפוף אשר ידקור בו ואצלו מפוח קטן מלא מיץ ארסי והיה בדקרו יזרוק המיץ ההוא לתוך הפצע כו'. וגם העקרב הגדול (קראקאדיל) הוא מכה בזנבו הארוך וממית (הרש""ש):",Bemidbar Rabbah 10:8
"<b>ונותנת בהם טעם </b>לעדן אותם לפי שטבעו קר והוא מקרר ומלחלח הפירות שלא יתיבשו וירקבו. ועי' בב""ר פ""י סי' ז':",Bemidbar Rabbah 10:8
"<b>בשתי כליות </b>הוא כפי מאמרם הכליות יועצות. ולהיות שב' כליות הם מימין ומשמאל. והמה בכחות מתחלפות לכן נחשב לב'. הנה התחלת הרעיון לנטות לאיזה דבר היא מהכליות. והלב הוא המחשב בדבר אם לעשות אם להניח. והפה גומר. ובידיעת החמכה ג""כ הפה גומר הידיעה. כי כל זמן שהוא מחשב בלבו היא עודנה ידיעה כללית. והפה הוא מוציא הדבר אל ההתגלות ועל ידי השכרות נאבד ממנו מעט מעט אלו הד' (אשה""נ):",Bemidbar Rabbah 10:8
<b>בטוחות </b>סתומות מלשון כי טח מראות עיניהם:,Bemidbar Rabbah 10:8
"<b>ובסתום חכמה תודיעני </b>ופרש""י ובלב שהוא סתום הודעתני חכמה:",Bemidbar Rabbah 10:8
<b>נשתעממו </b>לשון שגעון ושעמום:,Bemidbar Rabbah 10:8
"<b>עגום </b>לשון גמום כלו' נכרת (מת""כ):",Bemidbar Rabbah 10:8
"<b>הה""ד מיין ושכר יזיר מפני השכרות </b>כצ""ל ותיבת וחומץ מיותר (א""א):",Bemidbar Rabbah 10:8
"<b>הוו מתונים בדין </b>שאל יבהל כמו מתון מתון במס' ברכות דף כ' וכמ""ש בסנהדרין דף ז' ע""ב דכתיב לא תעלה במפעלות וסמיך ליה ואלה המשפטים:",Bemidbar Rabbah 10:8
"<b>והעמידו תלמידים הרבה </b>אשמעינן דמלמדין תורה לכל אדם ואין צריכין לבדוק אחריו כמ""ש ב""ש סוף פ""ב דמס' אדר""נ. ולשון ברטנורא לאפוקי מן ר""ג דאמר כל שאין תוכו כברו אל יכנס לבית המדרש. אי נמי שאם העמיד תלמידים בילדותו יעמיד תלמידים בזקנותו כמ""ש ביבמות ס""ב ע""ב:",Bemidbar Rabbah 10:8
<b>ועשו סייג לתורה </b>עשו משמרת למשמרת כדי שלא יבא לידי איסור של תורה:,Bemidbar Rabbah 10:8
<b>יכול יחבקנה </b>פי' שבכתוב נאמר לא תקרב לגלות ערותה יכול יחבקנה:,Bemidbar Rabbah 10:8
"<b>ת""ל לא תקרב </b>משמע שום קריבת דעת:",Bemidbar Rabbah 10:8
"<b>על המטה ת""ל לא תקרב </b>המדרש למד כולה מלא תקרב דאף שלא ישן עמה בבגדים על המטה משום דקסבר דעכ""פ קורבא מיהא איתא ועיין בשבת דף י""ג וצ""ע:",Bemidbar Rabbah 10:8
<b>כל ימים שהיא דוה תהא בנדתה </b>דמדלא כתיב והדוה בזיבתה אלא בנדתה שהוא לשון נדוי וריחוק כמו המנודה שהוא מרוחק מבני האדם כן היא לא תתקשט ותהיה מרוחקת מבעלה:,Bemidbar Rabbah 10:8
"<b>כל המנבלת עצמה כו' </b>כדעת הזקנים הראשונים שאמרו בשבת דף ס""ד שלא תכחול ולא תתתקשט ואפשר דאף דאמר להו ר""ע א""כ אתה מגנה אותה על בעלה ונמצא בעלה מגרשה כו' מ""מ מה דאפשר לה למעט בקשוט תמעט:",Bemidbar Rabbah 10:8
"<b>ואפילו עם אחותו </b>דאמר רב אסי בקידושין דף פ""א ע""ב מתייחד אדם עם אחותו ודר עם אמו ועם בתו אפי' בקביעות. מ""מ מפני טענת הבריות לא יתייחד עמה אפילו לפי שעה. משום שאין הכל מכירין בקרובים ואתי לאחשודי. אך מה שכתב כאן ועם חמותו הוא טעות הדפוס שבה לא שייכא כלל מפני טענת הבריות דהא בה איכא איסור יחוד דאורייתא ואפשר שצריך להיות במקום חמותו אמו:",Bemidbar Rabbah 10:8
"<b>כאן נאמר אצל שאר בשרו לא תקרבו </b>כדכתיב איש איש אל כל שאר בשרו לא תקרבו לגלות ערוה. וכאן ר""ל בנדה כתיב ואל אשה בנדת טומאתה לא תקרב ושינה התורה בלשונה וכתב בזה לא תקרבו ובזה לא תקרב לרמז על הלימודים הנ""ל. היינו מלא תקרב ילפינן לדבר המביא לדבר עבירה לא תקרב היינו בנדה חיבוק ונישוק ולישן עמה בבגדיה על המטה ומלא תקרבו ילפינן הרחק מן הכיעור היינו להתייחד בפונדק עם אחותו ובתו. ומן הדומה לכיעור היינו שלא יספר אפילו עם אשתו בשוק שהוא רק דומה לכיעור שמא יטעו ויסברו שאינה אשתו:",Bemidbar Rabbah 10:8
"<b>שמא יביאך </b>החטא הקל לידי עבירה חמורה. ור""ל שמלבד העונש שיהיה לו מחמת שהוא עובר עבירה קלה. עוד יקבל עונש על מה שיבא מחמת זה לידי עבירה חמורה:",Bemidbar Rabbah 10:8
<b>הוי רץ למצוה קלה כו' </b>שמלבד שיקבל שכר על מה שעושה המצוה קלה עוד יהיה לו שכר על מה שיבא מחמת זה למצוה חמורה:,Bemidbar Rabbah 10:8
<b>שלישו של עולם </b>שנח היה לו שלשה בנים והם ירשו כל העולם אחר המבול. וכיון שנתקלל אחד הרי נתקלל שלישו של עולם:,Bemidbar Rabbah 10:8
"<b>לעכו""ם </b>שהיא דרכי המות האמתי באין חיים מאומה:",Bemidbar Rabbah 10:8
"<b>וכן הוא אומר וכל משרת </b>חוזר על מה שאמר למעלה שיעשה אדם סייג למעשיו (מת""כ):",Bemidbar Rabbah 10:8
<b>לך לך אמרין לנזירא סחור כו' </b>דאמרינן ליה לנזיר שילך לו מן הכרם וירחיק עצמו ממנו בתכלית הריחוק דאפילו סחור סחור לכרמא דהיינו סביב הכרם לא יקרב דאפילו קריבה בעלמא אסור (תורת חיים):,Bemidbar Rabbah 10:8
"<b>ת""ל מיין ושכר יזיר אפילו מאחד משלשתן </b>ר""ל מדכתיב מיין ושכר יזיר משמע דאפי' לא נזר אלא מיין לחודיה הוי נזיר מכולם (רש""י):",Bemidbar Rabbah 10:8
"<b>אמרו האומר הריני נזיר מן החרצנים כו' </b>פרש""י ותוס' מן החרצנים ומן הזגין או או קתני. ר""ל שאם אמר הריני נזיר מן הזגין כו' הרי הוא כמ""ש הריני נזיר סתם שמקבל עליו כל דקדוקי נזירות:",Bemidbar Rabbah 10:8
<b>וכל דקדוקי נזירות עליו </b>משום דנזיר שמשון מותר ליטמא למתים. קאמר הכא וכל דקדוקי נזירות עליו (תוס'):,Bemidbar Rabbah 10:8
<b>מעשר דגנך וגו' </b>תירושך. ותירוש היינו יין:,Bemidbar Rabbah 10:8
<b>יכול אף הנזיר במשמע </b>שאפי' נזיר מותר לשתות יין של מעשר שני שהוא מצוה:,Bemidbar Rabbah 10:8
"<b>ת""ל ונסכו רביעית ההין </b>כצ""ל. ור""ל מדכתיב ונסכו משמע נסוך שלו כמות שהוא בלי תערובות מים. ואומר (נראה שצ""ל וגו') בסיפא דקרא הסך נסך שכר דהניסוך יהיה מן השכר. אלמא דשכר הוא חי (ז""ר וז""א):",Bemidbar Rabbah 10:8
"<b>וינזרו מקדשי בני ישראל </b>פרש""י יפרשו מן הקדשים בימי טומאתם:",Bemidbar Rabbah 10:8
"<b>ענבי נזיריך </b>פרש""י שהפרשת והנזרת בני אדם מהם ולא הפקרתם לא תבצור אותם אינך בוצר אלא מן המופקר:",Bemidbar Rabbah 10:8
"<b>וינזרו לבושת </b>שהפרישו את עצמן לעכו""ם:",Bemidbar Rabbah 10:8
"<b>בחדש החמישי הנזר </b>שהיינו פרושים מן האכילה ושתייה ומן התענוג בחדש החמישי הוא ט""ב כל שבעים שנה של גלות בבל ועכשיו שנבנה בית שני אם מחוייבים אנו עוד להתענות. כך שאלו בני גולה לנביא כשעלו מגלות בבל. והביא המדרש כל אלו פסוקים להורות שבכל מקום שיש נדנוד עבירה כתיב ביה לשון נזירה פי' יפרשו את עצמן מן העבירה (ז""א):",Bemidbar Rabbah 10:8
"<b>מסחורתו ומרפואתו </b>שלא יעשה הנזיר סחורה ביין ולא יניחנו ע""ג מכתו:",Bemidbar Rabbah 10:8
"<b>וחומץ מצוה </b>כגון שנשבע לשתות חומץ וחזר ואמר הריני נזיר (ז""א) אסור שכשם שעשה בו יין מצוה כיין הרשות כך עשה בו חומץ מצוה כחומץ הרשות:",Bemidbar Rabbah 10:8
"<b>בנותן טעם </b>פי' אם יש במים טעם יין חייב בכזית מהן. והא לאו משום היתר מצטרף לאיסור הוא. אלא משום דאתעביד ליה כולה איסור. אבל היתר מצטרף לאיסור לא ילפי מינה (רש""י):",Bemidbar Rabbah 10:8
<b>לכל איסורין שבתורה </b>שיהא טעמו של איסור כממשן:,Bemidbar Rabbah 10:8
<b>שאין איסורו איסור עולם </b>אלא כמה שפירש בנדרו. ואם סתם נדר בנזירות הוא נזיר רק שלשים יום:,Bemidbar Rabbah 10:8
"<b>ואין איסורו איסור הנאה </b>שהרי מותר בסחורה וברפואה כנ""ל:",Bemidbar Rabbah 10:8
"<b>ויש לו היתר אחר איסור </b>אף שתוך ימי נזירות אם שאל לחכם מתיר לו ע""י פתח וחרטה (זר):",Bemidbar Rabbah 10:8
<b>את הבוסר </b>פי' ענבים שלא נתבשלו:,Bemidbar Rabbah 10:8
"<b>ויבשים לא יאכל לחייב ע""ז בפ""ע כו' </b>וזהו לשון הגמרא נזיר דף ל""ח ע""ב ת""ר וענבים לחים ויבשים לא יאכל לחייב ע""ז בפ""ע כו'. וכתבו התוס' לחים ויבשים קרא יתירא הוא לכתוב ענבים והוו לחים ויבשים במשמע. אלא לחייב ע""ז בפ""ע כו' שאם אכל לחים ויבשים בהתראה אחת שהתרו אל תאכל ענבים לוקה שתים ואפילו הן מין אחד וטעם אחד כיון שהן שני שמות:",Bemidbar Rabbah 10:8
"<b>להביא יין חדש וענבים </b>שאע""פ שטעמם שוה הואיל שהוא שני שמות לוקה שתים (רש""י ותוס' ע""ש):",Bemidbar Rabbah 10:9
<b>שהגלוח מתארו </b>עושה לו תואר פנים יפות:,Bemidbar Rabbah 10:10
"<b>כדי שלא יהא יצה""ר קופץ עליו </b>כדאי' לעיל מעשה פעם אחת כו' וקוצותיו מסודרות תלתלים כו':",Bemidbar Rabbah 10:10
"<b>נדרו תלויה בנזירותו </b>פי' שאם אמר הריני נזיר ע""מ שאהא שותה יין או שאהא מטמא למתים הרי זה נזיר וכל דקדוקי נזירות עליו מפני שהתנה על מה שכתוב בתורה וכל המתנה על מ""ש בתורה תנאו בטל (ז""ר):",Bemidbar Rabbah 10:10
<b>תלש </b>השיער בסמוך לבשר. אבל לא עקרו לגמרי וכגון שעקרו נראה:,Bemidbar Rabbah 10:10
<b>מירט </b>דעקרו לגמרי ממקום גידולו:,Bemidbar Rabbah 10:10
"<b>וספסף </b>כמו סוף. ר""ל שתלש קצת בראש השער (רש""י). והמעריך כתב תלש פי' תלש עיקר השיער מעיקרו. מירק השירו ע""י סם כמד""א את תמרוקיה. סיפסף קצץ קצת ונשאר מקצת:",Bemidbar Rabbah 10:10
<b>כל שהוא </b>פי' שער אחד (תוס'):,Bemidbar Rabbah 10:10
<b>לרבות כל המעבירים </b>ובלבד שיהא כעין תער מעיקרו משרשו לגמרי (תוס'):,Bemidbar Rabbah 10:10
<b>כל דבר </b>אפי' שאר מעבירין:,Bemidbar Rabbah 10:10
<b>לתגלחת אחרונה </b>של טהרה לאחר תשלום ימי נזירות שלא כתיב שם אלא וגילח:,Bemidbar Rabbah 10:10
"<b>שאין דנין קל מחמור </b>שהמצורע חמור שטעון תגלחת כל שער גופו משא""כ בנזיר שאין צריך לגלח אלא ראשו. ולכך ה""א דלא יטעון תער. לכך כתיב תער לא יעבור. ואם אינו ענין לאיסור העברה שבתוך נזירותו דהא איהו בכל המעבירים לקי. תניהו לתגלחתו של סוף נזירותו דאינו אלא בתער (תוס'):",Bemidbar Rabbah 10:10
"<b>רבי אומר אין צרי </b>שמן דקדוק הכתוב ידעינן ממילא דתגלחת אחרונה בתער. שהרי הוא אומר תער לא יעבור על ראשו עד יום מלאת משמע דביום מלאת צריך גילוח בתער דוקא (ועיין רש""י):",Bemidbar Rabbah 10:10
"<b>ד""א א""כ למה כו' </b>זהו מהירוש' פ""ו דנזיר וז""ל שם תער אין לי אלא תער מנין לרבות את המספסף ואת המספרים כבתער ת""ל לא יעבור על ראשו כל המעבירים במשמע. מה ת""ל תער מכאן שאינו סותר אלא זה בלבד. ופי' הקרבן העדה שאין תגלחת סותר שלשים יום אלא תער לבד אבל במספרים ושאר מעבירים אע""פ שלוקה עליהם אינם סותרים:",Bemidbar Rabbah 10:10
"<b>שאם אמר הריני נזיר סתם כו' ואם גילח יום שלשים לא יצא כו' </b>זה לב""ר פדא דאמר לקמן סתם נזירות שלשים מיהיה. ומסיים על דעתיה דבר פד""א אם גילח יום שלשים לא יצא. דלדידיה מלאת הם שלשים. ולגי' הספרי מנין אתה אומר כו' ואם גילח יום שלשים יצא ת""ל עד מלאת הימים אשר יזיר לה' וכבר מלאו ימי נזירות. הוא לדברי ר' שמואל דלקמן דאמר כנגד תשעה ועשרים פעם שכתוב בפרשת נזיר. ולדידיה מלאת הם כ""ט יום. ואם גילח יום שלשים יצא כדמסיק. ועיין בבבלי וירוש' ריש פרק מי שאמר הריני נזיר וצ""ע:",Bemidbar Rabbah 10:10
"<b>זו קדושת שער </b>פי' שיהיה השער אסור בהנאה. ופי' הרא""מ דמלת קדוש הוא תואר לשער שלו ע""ש:",Bemidbar Rabbah 10:10
"<b>אחד לחידושו יצא </b>דנזר אלהיו לא קחשיב דהוא לשון כתר כדמתרגמי' כלילא (רש""י ותוס'). או פי' אחד לחידושיו כלו' לגופו איצטריך לחדש דין נזיר. וכ""ט הנותרים לדרשא דכ""ט ימים סתם נזירות:",Bemidbar Rabbah 10:10
"<b>אם גילח יום שלשים לא יצא </b>דבעינן שינהוג נזירותו שלשים יום שלמים וביום ל""א שהוא לאחר מלאת מגלח. וע""ד דר""ש מן התורה א""צ לנהוג אלא כ""ט ימים שלמים ומגלח יום ל'. אלא מדרבנן אסור לגלח ביום ל' דגזרינן אטו היכא דאמר בפירוש הריני נזיר ל' יום. ולכן אמר המדרש אם גילח יום ל' יצא. הייינו בדיעבד משום דלכתחלה לא יגלח ביום ל' מטעם הנ""ל:",Bemidbar Rabbah 10:10
<b>אית כו' </b>איכא דיליף דסתם נזירות ל' יום מהכא:,Bemidbar Rabbah 10:10
<b>וכמה הם ימים מלאים </b>כלו' איזהו ימים שהן מלאים וחסירים הוי אומר החדשים. וחדש מלא הוא ל' יום:,Bemidbar Rabbah 10:10
"<b>מעתה </b>אם נימא דלהאי מ""ד מדכתיב יום מלאת מדאורייתא בעינן ל' יום מלאים א""כ אם גילח ביום ל' לא יצא דמלאת החדש ל' יום שלימים הן (יפ""מ):",Bemidbar Rabbah 10:10
"<b>הימם כתיב </b>חסר כתיב לומר דבחדש חסר סגי דהיינו כ""ט יום. והא דדרשי' למלאת לכתחילה הוא דבעינן שלמים. ועיין בירוש' פ""ק דנזיר:",Bemidbar Rabbah 10:10
<b>מי שאין לו פרע מנין </b>כבה דנזיר ממורט צריך להעביר תער על ראשו. או פירושו מי שאין לו פרע כגון שהוא מגלח בעת הנזירות מנין שהוא חייב לגדל שער:,Bemidbar Rabbah 10:10
<b>נאמר כאן נזיר </b>גבי תגלחת כל ימי נדר נזרו:,Bemidbar Rabbah 10:10
"<b>ונאמר להלן נזיר </b>ואחר ישתה הנזיר יין. ואע""ג דהתם כתיב נזיר והכא כתיב נזרו מ""מ ילפינן מיניה (ז""א):",Bemidbar Rabbah 10:10
"<b>אסור לשתות עד הבאת קרבן </b>כרבנן נזיר דף מ""ו דס""ל ואחר ישתה הנזיר יין אחר מעשה יחידי. ופרש""י אחר מעשה קרבן ואע""ג שעדיין לא גילח דתגלחת לא מעכבא:",Bemidbar Rabbah 10:10
"<b>חשוב לפני ככה""ג </b>כי קדושתו גדולה על ידי נזירותו כמעלת כהן גדול:",Bemidbar Rabbah 10:11
<b>קראו הכתוב עטרה </b>כי עיקר היופי היא יופי הנפש וזכותה שהוא היפך יופי הגוף המביא לידי התאוה שהוא הניוול האמתי:,Bemidbar Rabbah 10:11
<b>נזיר שכלו ימיו </b>ימי ל' בנזירות סתם. ובנזירות מרובה כל ימי שהזיר. ולאחר מלאת קודם הבאת קרבנותיו אסור לשתות כו':,Bemidbar Rabbah 10:11
"<b>סופג את ארבעים. על השתיה מנין שלוקה דכתיב כל ימי נזרו וגו' </b>כצ""ל. ור""ל דבשתיה כתיב כל ימי נזרו מכל אשר יעשה מגפן היין וגו'. ובגלוח כתיב כל ימי נדר נזרו תער לא יעבור על ראשו. ובטומאה כתיב כל ימי הזירו לה' על נפש מת לא יבא. ופרש""י בנזיר דף י""ד דכתיב כל דלא צריך וכתביה ואמר כל ימי וגו' לרבות ימים שלאחר כו'. ועיין שם דף ט""ו:",Bemidbar Rabbah 10:11
<b>שהטומאה והתגלחת סותרים </b>טומאה בהדיא כתיב והימים הראשונים יפלו ובתגלחת סותרת ל' יום כדאמרי' לקמן. והיוצא מן הגפן אינו סותר כדיליף בגמרא כי טמא נזרו טומאה סותרת ואין היין סותר:,Bemidbar Rabbah 10:11
"<b>שלא הותר כלל היוצא מן הגפן </b>כדאמרי' לעיל סימן כ""ג שאסור יין מצוה כיין הרשות:",Bemidbar Rabbah 10:11
"<b>דנפקא מראשו האמור במצורע דמיותר </b>דהלא כבר כתיב ברישא דקרא יגלח את כל שערו. את ראשו למה לי. אלא לפי שנאמר גבי נזיר תער לא יעבור על ראשו תוך ימי נזירותיו יכול אף נזיר מצורע כן אסור לגלח. וכל שערו דקרא בשאר גופו. ת""ל את ראשו דמיותר למימר דאף נזיר מצורע חייב לגלח. ועי' נזיר דף מ""א ע""א:",Bemidbar Rabbah 10:11
"<b>שהטומאה סותרת את הכל </b>אפי' בנזירות מרובה (רש""י):",Bemidbar Rabbah 10:11
<b>וחייבין עליה קרבן </b>אשם ותורים או בני יונה:,Bemidbar Rabbah 10:11
<b>ותגלחת אינה סותרת אלא ל' יום </b>ואפי' בנזירות מרובה משום דבעינן גדל שער כדי גידול שער סתם נזירות שיהא השער בשעת תגלחת מצוה:,Bemidbar Rabbah 10:11
"<b>שומע אני נפשות בהמה במשמע </b>דגם לנבלת בהמה לא יטמא דבהמה ג""כ קרויה נפש כענין שנא' ומכה נפש בהמה:",Bemidbar Rabbah 10:11
<b>אין צריך </b>למעט בהמה מלאביו:,Bemidbar Rabbah 10:11
<b>המטמאות בביאה </b>פי' שמטמאות באהל. ואילו נבלה לא מטמאה באהל:,Bemidbar Rabbah 10:11
<b>במותם אין מטמא </b>משום דבמותם יתירא דהא כתיב ברישא דקרא על כל נפשות מת. אלא לומר לך במותם הוא דאינו מטמא אבל מטמא הוא לנגעם ולזיבתם:,Bemidbar Rabbah 10:11
<b>ואין לי אלא בנדר </b>פי' ואין לי שמטומא לאביו ולאמו בנגען ובזיבתם אלא נזיר. כהן גדול מנין:,Bemidbar Rabbah 10:11
"<b>שלא הייתי צריך </b>שיש לנו ללמוד מן הדין שאינו מטמא שהרי ק""ו הוא:",Bemidbar Rabbah 10:11
"<b>שכהן הדיוט מטמא לאחיו מאביו </b>דכתיב לאחיו. וס""ל דגמר אחוה אחוה מבני יעקב. הרי עדיפא משפחת אב ממשפחת אם לגבי כהן הדיוט. ומ""מ אין כהן גדול מטמא לאביו. מקום שאין כהן הדיוט מטמא לאחיו מאמו. אינו דין שאין כ""ג מטמא לאמו:",Bemidbar Rabbah 10:11
"<b>אם זכית מן הדין </b>פי' אם למדת מן הדין שאין כ""ג מטמא לאמו מה ת""ל אמו בכ""ג. אלא מופנה כו':",Bemidbar Rabbah 10:11
<b>לאחיו </b>פי' לאחיו דכתיב גבי נזיר:,Bemidbar Rabbah 10:11
"<b>לאחותו </b>דכתיב גבי נזיר מה ת""ל:",Bemidbar Rabbah 10:11
"<b>הרי שהיה הולך </b>הנזיר לשחוט פסחו ולמול את בנו דמילת זכריו ועבדיו מעכבין את פסחו (רש""י):",Bemidbar Rabbah 10:11
<b>אמרת לא יטמא להם במותם </b>נקט לשון הכתוב:,Bemidbar Rabbah 10:11
"<b>שאין הקטנים ניזורים </b>ואע""פ שאם הוא נזיר אינו מטמא להם. מ""מ לא משכחת שיהיו הם ניזורים ולא יטמאו לו. מה שאין כן גבי כהנים שפיר כתיב לבנו ולבתו דאמור ואמרת להזהיר גדולים על הקטנים (ז""א. ועי' בז""ר):",Bemidbar Rabbah 10:11
"<b>נפש אלו הרחוקים </b>דסברא הוא לאוקמיה קרא קמא ברחוקים. ומת הכתוב אח""כ מיותר לאוסרן אף בקרובים. דס""ל לר""ע דאפי' לא כתיב מת בנפש ליכא למיטעי לאוקמי בבהמה (ועי' תוס'):",Bemidbar Rabbah 10:11
"<b>דחזקה בעלמא הוא </b>פי' דקורבא דאביו חזקה בעלמא הוא משום דרוב בעילות תולין בבעל. אבל אמו דודאי ילידתיה אימא דמיטמא לה. לכך אי הוה כתב לאביו לחודיה ה""א דאתי יתורא דאביו למעוטי לאמו (ועי' תוס'):",Bemidbar Rabbah 10:11
"<b>למשפחותם לבית אבותם </b>משפחות אב קרוי' משפחה ולא משפחת אם קרויה משפחה (ב""ב דף ק""ט):",Bemidbar Rabbah 10:11
<b>אבל עומד הוא בהספד ובשורה </b>שהיו עושין שורות שורות סביב האבל לנחמו בשובו מן הקבר:,Bemidbar Rabbah 10:11
"<b>אבל מטמא הוא הוא בנגעם ובזיבתם </b>ואינו עובר על מגעם משום לא יטמא. ועיין מ""ש לעיל:",Bemidbar Rabbah 10:11
"<b>מה גרם </b>ר""ל מה חשיבות גרם לעצמו שנכתב עליו נזר אלהיו על ראשו. ומתרגמי' כלילא דאלהיה:",Bemidbar Rabbah 10:11
"<b>נזיר עולם מנין </b>משום דקי""ל נזיר מגלח מי""ב חדש לי""ב חדש. מנין שאם גילח בתוך שנים עשר חדש שלא יצא. ת""ל כל ימי נזרו וגו' וכל רבוי' הוא להביא נזיר עולם (ז""א):",Bemidbar Rabbah 10:12
"<b>זו קדושת הגוף </b>שלא לטמא למתים (רש""י) ובספרי מסיים או אינו אלא קדושת שער (פי' שיהיה השער אסור בהנאה) כשהוא אומר קדוש יהיה הרי קדושת שער אמורה הא מה ת""ל קדוש הוא לה' זו קדושת הגוף:",Bemidbar Rabbah 10:12
<b>במחוורת עליו הטומאה </b>פי' בברורה לו כגון טומאה ידועה סותר. אבל בטומאת התהום שאינה מחוורת ולא הכיר בה אחד בסוף העולם אינו סותר:,Bemidbar Rabbah 10:13
"<b>היה טמון בתבן או בצרורות </b>טומאה מכוסה מכל אדם היא זו שמא גל אבנים או עפר או תבן נפל עליו ולא הכירו בו בני אדם מעולם. אבל מים ואפילה ונקיקי הסלעים אין זו הטומאה מכוסה ונעלמה שהמציץ יכול לראות ולא גמירי הילכתא אלא בטומאה שהיא בתהום המכוסה מן הכל (רש""י פסחים דף פ""א ע""ש):",Bemidbar Rabbah 10:13
"<b>בלבד אלא למת </b>אבל שאר טומאות ספק לא הותרו (רש""י):",Bemidbar Rabbah 10:13
"<b>ויאמר ה' פתאום אל משה </b>פרש""י ובע""כ יצאו שלשתן ע""פ הדיבור:",Bemidbar Rabbah 10:13
<b>זה מזיד </b>שנפתה פתאום לעשות זה בכוונה:,Bemidbar Rabbah 10:13
"<b>במי שהיה טהור ונטמא </b>כלו' שהתחיל למנות נזירות בטהרה ואח""כ נטמא כדכתיב והימים הראשונים יפלו:",Bemidbar Rabbah 10:13
"<b>ולפטור הנזיר בקבר </b>פי' שנזר והוא בבית הקברות (כ""ה בספרי) שאין טעון העברת שער והבאת צפרים. וה""ה דממעט לה מאשם דכתיב בההוא עניינא (תוס'):",Bemidbar Rabbah 10:13
"<b>ביום טהרתו ביום הזייתו בשביעי </b>פי' התגלחת יהיה בשביעי שהוא יום טהרתו להזאה שניה. וקורא אותו ביום טהרתו אע""פ שלא נטהר לגמרי כל עוד שלא הביא כפרתו. מפני שיום הזייתו הוא קצת טהרתו (רא""מ):",Bemidbar Rabbah 10:13
<b>או בח' </b>ונקרא יום טהרתו על שם הבאת קרבנותיו שמטהרו ליכנס למקדש:,Bemidbar Rabbah 10:13
"<b>או בז' אע""פ שלא הזה </b>ר""ל ואי הוה כתיב בז' לחוד הא אע""פ שלא הזה. ת""ל ביום טהרתו ואח""כ ביום השביעי יגלחנו למימר שמתחלה מזין עליו הזאה שניה ואח""כ מגלח:",Bemidbar Rabbah 10:13
"<b>שמיני תשיעי ועשירי מנין </b>פי' מנין שאם לא גילח בז' לאיזה סיבה שיוכל לגלח בח' או בט' כו'. ת""ל יגלחנו שהוא מיותר דכבר כתיב וגלח את ראשו אלא לרבוי' (ז""א):",Bemidbar Rabbah 10:13
"<b>בלילה מנין </b>אע""ג דכתיב ביום מנין שיכול לגלח בלילה:",Bemidbar Rabbah 10:13
"<b>תגלחת הטהרה מנין </b>שיהיה כשר בלילה. וכתב הז""ר אע""פ שצריך לשלח תחת הדוד. הא שלמים נאכלין בלילה:",Bemidbar Rabbah 10:13
"<b>כיצד </b>פי' תגלחת טומאה כיצד היה מזה כו'. וכ""ה במתני' דף מ""ד ע""ב:",Bemidbar Rabbah 10:13
<b>להוציא את הז' </b>שאינו רשאי להביא קרבנותיו בז':,Bemidbar Rabbah 10:14
"<b>יכול הרבה </b>שאם ירצה להביא הרבה הרשות בידו. ת""ל כו' (מת""כ):",Bemidbar Rabbah 10:14
<b>מכאן אמרו </b>מדכתיב או:,Bemidbar Rabbah 10:14
"<b>אין מביאין תורין כנגד בני יונה </b>כגון אם הביא חטאתו בן יונה לא יביא עולתו תור וכן איפכא. אלא או שניהם תורים או שניהם בני יונה (ז""ר):",Bemidbar Rabbah 10:14
"<b>שהוא חייב בטיפול כו' </b>דייק זה כיון דכתיב אל הכהן. למה לי אל פתח אהל מועד פשיטא דכהן לא יקריבם בחוץ. אלא מלמד שהוא חייב בטיפול כו' ולא שיתנם לכהן בביתו והכהן יביאם אל אהל מועד. אלא הוא בעצמו חייב להביאם לאהל מועד (ז""א):",Bemidbar Rabbah 10:14
<b>שיפרישם הכהן אחד כו' </b>בעשייתן. אם נתנו הבעלים הקינין לכהן ולא פירש בשעת לקיחה איזהו לחטאת ואיזהו לעולה. אז יפרישם הכהן בשעת עשייתן אחד לעולה וכ'. מדכתיב ועשה הכהן אחד לחטאת כו':,Bemidbar Rabbah 10:15
<b>בבעלים מנין </b>פי' מנין שהבעלים יכולים להפרישם בשעת לקיחה ושוב אין הכהן רשאי לשנותן:,Bemidbar Rabbah 10:15
