Lekach Tov,Perek+Pasuk
"@55פס'. @11ששת ימים תעשה מלאכה. @22ומה ענין השבת אצל המועדות ללמדך שכל המחלל את המועדות כאלו מחלל השבת. וביום השביעי שבת שבתון מקרא קדש. מהו שבת שבתון ללמדך שכל המועדות נקראו שבתון. יום טוב ראשון של פסח נקרא שבת שנאמר וספרתם לכם ממחרת השבת. יום טוב של עצרת נקרא שבת שנאמר עד ממחרת השבת השביעית זה יום טוב של עצרת שמתקדש מן הלילה ומחרתו יום חמשים, ראש השנה נקרא שבתון שנאמר באחד לחדש יהיה לכם שבתון. יום הכפורים שבת שבתון. סוכות ביום הראשון שבתון וביום השמיני שבתון. לכך נקראת השבת שבת שבתון ללמוד הימנו. כל המועדים מהם נקראו שבת ומהם שבתון ומהם נקראו שבת שבתון. פירוש שבות לפי שיש דברים שאינה מלאכה והזהירה תורה בהם משום שבות לא עולין באילן ולא רוכבין על גבי בהמה ולא שטין על פני המים ואמירה לעובד כוכבים שבות היא ולא דחי שבת זהו שבת שבתון. שהרי אמר הכתוב כל מלאכה לרבות אמירה לכנעני. שבת היא לה'. מכלל ששבת שבתון האמור למעלה לדרשה הוא בא. בכל מושבותיכם. @45(קט)@46 אפילו בחוצה לארץ:",23:3
"@55פס'. @11אלה מועדי ה' מקראי קדשי. @22למעלן הוא מדבר בעבור השנה וכאן הוא אומר בקדוש החדש. אשר תקראו אותם במועדם. שאין מעברין את החדש אחר שנראה בזמנו, אשר תקראו אותם. בבית דין הדבר תלוי לקדשו שאם היה מולדו קודם לכאן אינו מקודש לישראל אלא בקידוש בית דין. שנאמר אשר תקראו אותם מכאן סמכו רבותינו ז""ל לומר לא אד""ו ראש השנה. ולא בד""ו פסח לא נה''ז עצרת לא זב""ד פורים שנאמר אשר תקראו אותם במועדם שהרי בשבת כתיב שבת שבתון מקרא קדש. ובמועדים כתיב אשר תקראו אותם בקידוש בית דין הדבר תלוי:",23:4
"@55פס'. @11בחדש הראשון. @22זה ניסן שהוא ראשון לכל החדשים @45(קט)@46 וראשון לרגלים. בארבעה עשר יום בין הערבים משיפנה היום לערוב משש שעות ולמעלן אע""פ שאין ראיה לדבר זכר לדבר (ירמיה ו) אוי לנו כי פנה היום (לערוב) כי ינטו צללי ערב. שמשש שעות ולמעלן צללי הכתלים נוטים כלפי מזרה וחמשה עשר יום לחדש הזה חג המצות זה טעון מצה @45(קי)@46 ואין חג הסכות טעון מצה:",23:5
@55פס'. @11והקרבתם אשה לה' שבעת ימים. @22כענין האמור בפרשת פנחס:,23:8
@55פס'. @11וידבר ה'. דבר אל בני ישראל ואמרת אליהם כי תבאו אל הארץ. @22אל הארץ המיוחדת. ולא ארץ בני עמון ומואב. וקצרתם את קצירה @45(קיא)@46 אין מצות קצירה בכהן. @45(קיב)@46 והבאתם את עומר. מצוה לקצור ולהביא. @45(קיג)@46 קצירכם ולא (קצירנו) [א]. קצירכם @45(קיד)@46 ולא של בית השלחים ולא של בית העמקים. @45(קטו)@46 קצירכם. ולא הקטניות. והבאתם את עומר. הוא שלש סאין. @45(קטז)@46 שלשה שמות יש לו עומר קמה עומר שבלים עומר תנופה:,23:9
"@55פס'. @11והניף את העומר לפני ה' לרצונכם. @22אין כופין את הצבור על כרחן. ממחרת השבת. ממחרת יום טוב שהוא ט""ז בניסן. יניפנו הכהן. בנין אב לכל התנופות שיהו בכהן:",23:11
@55פס'. @11ועשיתם ביום הניפכם את העומר. @22מלמד ששלוחו של אדם כמותו שהרי הכהן מניף @45(קיז)@46 וכתיב הניפכם. ועשיתם ביום הניפכם. אין תנופה אלא ביום. כבש תמים בן שנתו. שנתו של כבש @45(קיח)@46 ולא שנה למנין עולם. לעולה לה'. שיהא כליל:,23:12
"@55פס'. @11ומנחתו שני עשרונים. אע""פ שהכבשים מנחתם עשרון אחד לכבש אחד יצא זה בשני עשרונים. יכול כשם שנכפלה סולתו כך יכפיל יינו ת""ל ונסכו יין רביעית ההין. @45(קיט)@46 יכול לא יכפיל יינו שאין (ההין בכלל) עם הסלת ת""ל ונסכו יין רביעית כל נסכיו יהיו רביעית @45(קכ)@46 לכך כתוב בה""א וקרי בוא""ו שיהו כל נסוכי מצות העומר שוין. וצריכין אנו לידע תקון מנחת העומר כיצד ובאיזה חדש ובכמה בחדש והיאך קציר העומר. והיאך הנפתו והקרבתו. אם חטים ואם שעורים אם קטניות ואם היה כלו נשרף או כלו נאכל. ואם הקומץ נשרף. והשירים נאכלין לכהנים. ואם היה נבלל בשמן. ואם היה לו לבונה. ואם גדיש היה קרב. ואם סולת לקיים מה שנאמר (תהלים קיט) גל עיני ואביטה נפלאות וגו'. וכבר מודעת זאת בכל הארץ כי תורת אלהינו תמימה אין להוסיף ואין לגרוע הימנה והכתובין מתקנין זה את זה כענין (שם יט) משפטי ה' [א] כוונתו שאם מצא קצור קוצר ועי' מכות דף ח' ע""ב וברש""י שם אמת צדקו יחדו. וכבר אמר לנו משה רבינו (דברים ל) לא בשמים היא ולא מעבר לים היא וגו' כי קרוב אליך הדבר מאד בפיך וגו'. בזמן שבפיך ובלבבך לעשותו (שם לב)כי לא דבר רק הוא ואם רק הוא מכם. שאין דעת להבין. ותימה גדולה על אנשים אשר לא ראו תקון הקרבנות וההקרבות וההגשות ומנחת העומר ומנחת נסכים ומנחת כהן וכהנת ומנחת נזיר ומנחת סוטה ומנחת חריבה ובלולה והיאך היו היציקות והבלילות והקמיצות והתנופות ולא נתעסקו בהן ולא בספר תקוניהן ולא היה דעתם כי אם להפוך דברי אלהים חיים ומלך עולם להעמיד דבריהם על תהו ולומר כי כן התורה ואם חכמים המה ואם תורת אלהינו היתה כמו שאומר למה לא דרשו התורה על מתכונתה כדרך חכמי ישראל שקבלו מאבותיהם ומרבניהם דור אחר דור חכם ששמע מרבו ורבו מרבו עד הנביאים חגי זכריה ומלאכי שקבלו מן הנביאים הראשונים שקבלו מן הזקנים שקבלו מן יהושע בן נון שקבל מפי משה רבינו שקבל מהר סיני. והלא מצות העומר אחת משש מאות. ושלש עשרה מצות. והדבר צריך דרשה לחקור ולהודיע לישראל התקון שהיה נקצר בלילה של ששה עשר בניסן וקרב ביום ט""ז בניסן. כדתנן במסכת מנחות מצות העומר להביא מן הקרוב לירושלים לא בכר הקרוב מביאין אותו מכל מקום וכו' פי' מפני מה אמרו מצות העומר להביא מן הקרוב למה משום שנא' בפרשת ויקרא (ויקרא ב) ואם תקריב מנחת בכורים לה' אביב קלוי באש גרש כרמל תקריב. וצריך להיות רך מל @45(קכא)@46 היה מביא אותו מן הקרוב לירושלים אבל אם לא בכר הקרוב לירושלים היו מביאין מכל מקום. @45(קכב)@46 ותנן כיצד היו עושין שלוחי בית דין יוצאין מבעוד יום ועושין אותן כרוכות במחובר לקרקע כדי שיהא נוח לקצור. כל העיירות הסמוכות לשם מתכנסת לשם כדי שיהא נקצר בעסק גדול במו שנאמר (משלי יד) ברב עם הדרת מלך וגו' ואומר (תהלים נה) אשר יחדו נמתיק סוד בבית אלהים נהלך ברגש. ותנן כיון שחשכה יו""ט של ט""ז בניסן אמר להן הממונה לקצור בא השמש אמרו לו הין שלשה פעמים. @45(קכג)@46 מגל זו אמר הין. קופה זו אמר הין קופה זו אמר הין קופה זו אמר הין. אקצור והן אומרין לו קצור ג' פעמים על כל דבר ודבר. אומרין לו הין הין הין על כל דבר ודבר. כך למה על כל דבר ודבר הן אומרין הין. מפני הביתוסין שהיו אומרין אין קצירת העומר במוצאי יום טוב שחל שבת להיות אחריו. אבל לאחר שבת בראשית. לפיכך היו אומרין שלש פעמים הין הין הין על כל דבר ודבר להודיע לכל שאחר יום טוב הוא נקצר ואפי' הוא שבת קצרוהו ונתנוהו בקופות הביאוהו לעזרה שנאמר והבאתם את עומר ראשית קצירכם אל הכהן. היו מהבהבין אותו באור. כדי לקיים בו מצות קלי שנאמר אביב קלוי באש. @45(קכד)@46 נתנוהו באבוב והאבוב היה מנוקב כדי שיהא האור שולט בכולן. שטחוהו בעזרה והרוח מנשבת בו. נתנוהו לריחים של גרושות שנאמר גרש כרמל. והוציאו ממנו עשרון שמנופה בי""ג נפה. שנאמר את עמר. אין עומר פחות מעשרון. שנאמר (שמות טז) והעומר עשירית האיפה הוא. והשאר נפדה ונאכל לכל אדם בא לו לעשרון. ונותן שמנו ולבונתו שנאמר (ויקרא ב) ונתתה עליה שמן ושמת עליה לבונה מנחה היא. יצק ובלל. הניף והגיש. שנאמר והניף את העומר לפני ה'. משקרב העומר יוצאין ומוצאין שווקי ירושלים שמלאים קמח סלת קלי משקרב העומר הותר החדש מיד לפי שאין בית דין מתעצלין בו לפיכך היו מותרין בחדש. והיה מתיר במדינה לעם הארץ לאכל בחדש. ושתי הלחם של עצרת היו מתירין במקדש להביא מנחה מתבואה חדשה. והעומר היה בא שעורין שנאמר אביב למדנו אביב שהוא שעורין דכתיב (שמות מ) כי השעורה אביב ולפי שהוא צורך גבוה היה בשבת שנאמר ועשיתם ביום הניפכם את העומר. וכתיב (ויקרא יב) וביום השמיני ימול מה להלן אפילו בשבת אף כאן אפילו בשבת. זה הכלל כל דבר שהוא בא מחובה צורך גבוה דוחה שבת כגון התמידין והמוספין והפסח. סידור לחם הפנים. שכתוב בו (ויקרא כד) ביום השבת ביום השבת יערכנו שזה הוא יום לפני ה' תמיד לפי שאמר הכתוב מצות העומר אחד מצות חג הפסח עד ממחרת השבת. ידענו שזה יום ראשון מקרא קדש של חג המצות שמחרתו הוא יום ט""ז. והנפתו היתה ביום. שנאמר ביום הניפכם. אבל קצירתו בלילה כדי לזרז להיות מתוקן מן הבקר להתיר לעם לאכל בחדש שנאמר ולחם וקלי וכרמל לא תאכלו עד עצם היום הזה. היתה המנחה הזו נקמצת ונקטר הקומץ. והשאר לכהנים שנאמר (שם ב) (והקריב) [והקטיר] הכהן את אזכרתה מגרשה ומשמנה וגו'. וכתיב במקום אחר (שם) והנותרת מן המנחה יאכלו אהרן ובניו למדנו לכל המנחות ששיריהם לכהנים. @45(קכה)@46 דתנן ואלו מנחות נקמצות ושיריהם לכהנים מנחת הסלת והמחבת והמרחשת והחלות והרקיקים וכו':",23:13
"@55פס'. @11ולחם וקלי וכרמל. @22אין לי אלא חטים שהן קרויות לחם כענין שנאמר ממושבותיכם תביאו לחם תנופה. מנין לרבות את השעורין ואת הכוסמין ושבולת שועל ושיפון. @45(קכו)@46 ת""ל (ולחם) וקלי וכרמל לא תאכלו. ושמא תאמר היום גורם. ת""ל עד הביאכם את קרבן אלהיכם. זה העומר. מלמד שבהבאת העומר הדבר תלוי ולא ביום. @45(קכז)@46 חקת עולם. לבית עולמים ובחוצה לארץ. אמר רבי שמעון שלשה דברים תלוין בארץ ובחוצה לארץ. החדש והערלה והכלאים. החדש אסור מן התורה בכל מקום הערלה והכלאים מדברי סופרים:",23:14
"@55פס'. @11וספרתם לכם. @22 @45(קכח)@46 כל אחד ואחד. ממחרת השבת. ממחרת יום טוב. שאם אתה אומר שבת בראשית אם שבת שלפני החג ואם שבת שבתון בהחג ואם שבת שאחר החג והתורה אמרה תספרו חמשים יום ולא אחד וחמשים יום ולא ב' וג' ולא ג' וג' ולא ד' וג' ולא ה' וג' ולא ו' וג'. הא מה אני מקיים ממחרת השבת. ממחרת יום טוב. שכן מצאנו ליום טוב נקרא שבתון. ואין הפרש בין שבת שבתון לשבתון שנאמר ביום הראשון שבתון [א] וביום השביעי שבתון ואומר וביום השביעי שבת שבתון מקרא קדש רבי יהודה בן בתירה אומר ממחרת השבת ממחרת יום טוב שנאמר שבעה שבועות תספר לך. ספירה התלויה בבית דין. יצאת שבת בראשית שספירתה בכל אדם. ר' יוסי אומר נאמר כאן ממחרת השבת, ונאמר להלן עד ממחרת השבת השביעית. מה להלן רגל ותחלת רגל. @45(קכט)@46 אף כאן תחלת רגל. רבי אלעזר אומר כתוב אחד אומר (דברים טז) ששת ימים תאכל מצות וכתוב אחד אומר (שמות יב) שבעת ימים מצות תאכלו. @45(קל)@46 הא כיצד מצה שאין אתה יכול לאכלה כל שבעה מן החדש תאכלה ששה מן החדש ויום הראשון של פסח תאכלנה מן הישן. מיום הביאכם תספרו. יכול יקצור ויביא ויספור אימתי שירצה. @45(קלא)@46 ת""ל מהחל חרמש בקמה תחל לספור שבעה שבועות. @45(קלב)@46 מיום הביאכם. מלמד שקצירתו מבערב והבאתו ביום. שבע שבתות תמימות תהיינה. @45(קלג)@46 זו תשובה השיב רבי יוחנן בן זכאי לאותו ביתוסי. כתוב אחד אומר תספרו חמשים יום. וכתוב אחד אומר שבע שבתות תמימות תהיינה. הא כיצד כאן ביום טוב שחל להיות באמצע השבת שאם חל להיות ביום טוב הראשון של פסח הרי שבע שבתות תמימות תהיינה. ואם חל להיות שבת בחולו של מועד מכל מקום תספרו חמשים יום ממחרת יום טוב. וכן מצאנו בראש השנה כתוב אחד אומר (במדבר כט) יום תרועה וכתוב אחד אומר זכרון תרועה כאן שחל להיות באמצע השבוע יום תרועה בשופר, חל להיות בשבת זכרון תרועה. שבע שבתות תמימות תהיינה. אימתי הן תמימות בזמן שמתחיל מבערב יכול יקצור בלילה ויביא בלילה ת""ל מיום הביאכם. אין הבאה אלא ביום הא כיצד קצירה וספירה בלילה והבאה ביום:",23:15
"@55פס'. @11עד ממחרת השבת השביעית תספרו חמשים יום. @22 @45(קלד)@46 והוא שאמר רבי יוסי בר' יהודה כל ספירתך לא תהא אלא נ' יום. תספרו נ' יום. יכול יספור נ' ואחד ת""ל שבע שבתות תמימות תהיינה יכול יספור מ""ח ויקדש מ""ט ת""ל תספרו חמשים יום הא כיצד מונה ארבעים ותשע ומקדש יום נ' כיובל:",23:16
"@11טוביהו @22בנו של רבי אליעזר הרב זכרונו לברכה אמר מצאנו לשבת שנקראת שבוע של יוצאי השבת עם באי השבת והם המשמרות המתחדשות בכל שבוע וכן לענין יובלות אומר (ויקרא כה) וספרת לך שבע שבתות שנים כל שבעה שנים נקרא שבת. וכן כל שבעה ימים נקראים שבת. ונקראים שבוע. שנאמר (בראשית כט) מלא שבוע זאת. והם שבעת ימי המשתה של לאה. לפי שאין מערבין שמחה בשמחה. אמר לו לבן מלא שבוע זאת. שהרי י""א שבטים ודינה אחותה נולדו בשבע שנים השניים. כמו שמפורש בפרשת ויצא יעקב. אמר הכתוב כאן שבע שבתות ולהלן הוא אומר שבעה שבועות תספר לך. ללמדך זהו שבת זהו שבוע. אלא בזמן שמזכיר לשון שבועות מוציאו בלשון זכר שבעה. ובזמן שמזכיר לשון שבת מוציאה בלשון נקבה שבע ללמדך שאינן שבתות ממש הנקדשים אלא שבועות כל ז' ימים הן שבת והן שבוע וכן המתרגם אומר שבע שבוען. עד ממחרת השבת השביעית. עד מבתר שבועתא שביעתא. לפיכך אמר הכתוב שבע שבתות. מיום שהתחיל לפנות הן שבע שבתות. שבע שבועות. כדי לאמת שני המקראות ולא יהו שני הכתובין מכחישין זה את זה משפטי ה' אמת צדקו יחדו. ואומר עד ממחרת השבת השביעית, היא השלמת השבוע השביעי. ולפי שזכר למעלה שבע שבתות לשון נקבה. אבל הדעת נותן שאינו מדבר אלא בסוף שבוע שביעי למנין העומר. כי אי אפשר לומר שמחרת השבת הוא שבת בראשית למה שאם חל יום י""ד של ניסן להיות בשבת אי אפשר להביא העומר ביום ראשון של פסח שאין השבת בחג המצות אלא קודם חג המצות. וקצירת העומר אימתי היתה אם קודם לשבת הרי הוא בי""ג בניסן ואחר שתדחוהו מתוך חג המצות הריני מדחה אותו לכל התורה כולה. ואם תאמר יביא העומר ליום ראשון הבא שהוא קרוב יום כ""ב כבר יצא חג המצות. ואם תדחוהו מן חג המצות אני אדיחהו לכל מחרת השבת של כל השנה כולה. עוד קצירת העומר אימתי. אם בחולו של מועד ביום עשרים בניסן וקרב באחד בשבת שהוא יום עשרים ושנים אם כן מה נעשה על מהחל חרמש בקמה תחל לספור לפיכך אמרתי אין לך אלא מה שאמרו רבותינו ז""ל ממחרת השבת ממחרת יום טוב. ועוד מה שנאמר ביהושע (יהושע ה) ויאכלו מעבור הארץ ממחרת הפסח היאך לא אמר ממחרת השבת. אלא ללמדך שהוא מחרת יום טוב בט""ז בניסן. שאם תאמר ממחרת הפסח הוא ט""ו בניסן. והיתה השבת בי""ד בניסן ביום ששי בשבוע והתורה אמרה מהחל תחל הא אין לך לומר אלא ממחרת הפסח וממחרת השבת שהוא מחרת יום טוב יום ט""ז בניסן. ואל תתמה על מחרתו של פסח שלפי שהפסח נאכל ליל ט""ו נקרא יום ט""ז מחרתו לפי שיש מחרת יום השני לו והוא מחרת ללילה ויום. כגון (במדבר יד) כל היום ההוא וכל הלילה וכל יום המחרת ויש מחרת לשני ימים כגון (ש""א ל) ויכם דוד מהנשף ועד הערב למחרתם ואין דומה ספירת שבעה שבועות לספירת שבע שבתות שנים שהרי שבע שבתות השנים אין לפניהן קדושה אלא מונה שבע שבתות השנים ומקדש השמטה והיובל שנת מ""ט. ויום נ' אלא יום נ' בלבד. ומהו ממחרת השבת השביעית ממחרת השבוע השביעית. וספירת השמטה מסורה לבית דין שנאמר וספרת לך אבל ספירת שבעה שבועות על כל ישראל שנאמר וספרתם לכם. לכם בעמידה שנאמר מהחל חרמש בקמה כלומר בקומה וממנו אנו למדין על כל מצוה שנאמר בה לכם @45(קלה)@46 כגון מילה וציצית, המול לכם כל זכר. והיה לכם לציצית שכולם מצותם בקומה זקופה וזה מדרש וזה הלכה. נחזור לענין הפסוק והקרבתם מנחה חדשה לה' שתהא חדשה. לה' @45(קלו)@46 שתהא ראשונה לכל המנחות:",23:16
"@55פס'. @11ממושבותיכם. @22ולא בחוצה לארץ. תביאו לחם תנופה. אלו שתי הלחם הבאים בעצרת שהן באין מן החטים. @45(קלז)@46 שתים. שני עשרונים שיהו (שנים). סלת תהיינה חמץ תאפינה. @45(קלח)@46 השאור בודה להן ומחמץ דברי רבי מאיר, רבי יהודה אומר מביא את השאור ונותן המדה וממלא את המדות וכו' כדמפורש במסכת מנחות. בכורים לה' משל צבור:",23:17
"@55פס'. @11והקרבתם על הלחם. חובה ללחם שבעת כבשים תמימים. יהיו עולה. כליל לה'. לשם. שישחטו לשמן. ועשיתם שעיר עזים אחד לחטאת. שבעת כבשים ושעירים האמורין כאן אינן שבעת כבשים ושעיר האמור בפרשת פינחס. פרים ואילים האמורין כאן אינן האמורין בפרשת פינחס. שהרי כאן פר אחד ואילים שנים להלן איל אחד ופרים שנים. ללמדך שאלו באין בגלל הלחם ואלו באין בגלל היום במסכת מנחות. ת""ר והקרבתם על הלחם חובה על הלחם יכול הן הן שבעה כבשים האמורין כאן הן הן כבשים האמורים בחומש הפקודים ומסקאנא מדאשתני סדרן שמע מיניה אחריני נינהו הללו באין בגלל הלחם והללו באין בגלל עצמן. ומזה אנו למדין כשם שלא הזכיר בחומש הפקודים שני כבשי עצרת של זבחי שלמים ופר ושני אילים ושבעה כבשים ושעירים הבאים בגלל לחם כך נשתנו הז' כבשים. @45(קלט)@46 וכך אמרו במנחות הקרבנות האמורין בפרשת אמור אל הכהנים אין האמורות בפרשת פינחס שאילו לא קרבו במדבר כל אותן מ' שנה משום שנאמר כי תבואו אל הארץ. של פרשת פינחס קרבו במדבר כל אותן ארבעים שנה. ועוד כי לא זכר אחד מכל קרבנות המועדות כגון של ראש השנה ושל יום הכפורים ושל חג הסוכות אלא כבש הבא עם העומר וכבשים הבאים עם הלחם ללמדך שאינן מן הקרבנות הנזכרות בפינחס ואין בהן משום מלבד עולת הבקר אשר לעולת התמיד כי זהו מפורש מהו עולת הבקר כלומר אשר לעולת התמיד מלמד שלא יקדים דבר לעולת התמיד. ושני כבשים בני שנה לזבח שלמים. אמר רבי שמעון על מה שני כבשי עצרת מכפרין על טומאת מקדש וקדשיו. ואם כיפר הראשון על מה השני בא על טומאה שאירעה בין זה לזה:",23:18
"@55פס'. @11והניף הכהן. @22 @45(קמ)@46 תנו רבנן והניף הכהן אותם על לחם הבכורים תנופה לפני ה' יכול יניח כבשים על גבי הלחם ת""ל על שני כבשים. יכול לחם על גבי כבשים ת""ל על לחם הבכורים @45(קמא)@46 (ישתקל) הכתוב ואיני יודע אם לחם על גבי כבשים ואם כבשים על גבי הלחם מה מצאנו בכל מקום לחם למעלה אף כאן לחם למעלה כי הא אמר רב פפא במילואים. רבי יוסי בן המשולם אומר כבשים למעלה ומה אני מקיים על שני כבשים @45(קמב)@46 להוציא ז' רבי אומר מניח זה בצד זה ומניף ונמצא מקיים שני מקראות ומאי על בסמוך. וכן הוא אומר (שמות מ) וסכות על הארון את הפרוכת. תנופה לפני ה', מוליך ומביא מעלה ומוריד. אמר רבי חייא בר אבא מוליך ומביא למי שהרוחות שלו מעלה ומוריד למי שהשמים והארץ שלו. וכן הלולב. העומר היה בא עשרון מג' סאין לפי שהיה שעורים. שתי הלחם שני עשרונים משלש סאין לפי שהיו מן החטים ואין בהן סובין ומורסן. קדש יהיה לה' לכהן. מכאן אמרו שתי הלחם ולחם הפנים לכהנים ואין בהם למזבח בזה יפה כח לכהנים מכח המזבח. שתי הלחם אין בהם @45(קמג)@46 לא שמן (אלא) לבונה כדין מנחת חוטא, @45(קמד)@46 ת""ר זבחי שלמי צבור (לכהן מתנה):",23:20
"@55פס'. @11וקראתם בעצם היום הזה. @22זה יום נ' זה יום עמידת ישראל לפני הר סיני לקבל התורה לפי שקבלו אבותינו התורה לסוף נ' יום לצאתם ממצרים נתן להם יום הבכורים לסוף נ' יום ליום טוב הראשון של חג המצות לכך נקראו ישראל בכורה (הושע ט) כענבים במדבר מצאתי ישראל וגו'. ואומר (שיר ב) כתפוח בעצי היער כן דודי בין הבנים. כשם שהתפוח הזה @45(קמה)@46 מוציא פרי לחמשים יום משיוציא כך ישראל קבלו את התורה לקץ נ' יום לצאתם ממצרים שהרי כל המועדים על שום יציאת מצרים. הפסח על שם שפסח הקב""ה על בתי אבותינו במצרים. יום תרועה הוא זכרון שתוקעין בו ישראל להודיע יום שמתכפרין בו עונותיהם זה יום הכפורים יום שניתנו לוחות אחרונים שהרי מו' בסיון עד יום הכפורים קכ""ב יום חוץ מיום שעלה בו ויום שירד בו ק""כ מ' ימים כראשונים ומ' יום בתפלה דכתיב (דברים ט) ואתנפל לפני ה' [את] ארבעים יום [ואת] (ו)ארבעים לילה. ומ' אחרונים דכתיב (שם י) ואנכי עמדתי בהר כימים הראשונים לפיכך הוקבע יוה""כ בעשור לחדש השביעי יום מחילה וסליחה וכפרה לישראל. והם זכר ליציאת מצרים של סוף נ' יום ליציאת מצרים נתנו עשר הדברות. וזהו ז' בסיון. שנאמר בשבועותיכם בחומש הפקודים מלא בו' על זכר ו' בחדש. מקרא קדש יהיה לכם. קדשהו בב""ד:",23:21
@55פס'. @11ובקצרכם את קציר ארצכם לא תכלה פאת שדך וגו'. @22אמר רבי אורדמוס בר' יוסי ולמה נקרא שמו אורדמוס שהיו פניו דומין לורד אמר מה ראה הכתוב ליתנה @45(קמו)@46 למצוה הזאת באמצע הרגלים פסח ועצרת מכאן. ראש השנה ויום הכפורים מכאן. אלא ללמד שכל מי שהוציא לקט ושבחה ופאה ומעשרות עניים מעלה עליו הכתוב כאלו בית המקדש קיים @45(קמז)@46 והוא מקריב קרבנותיו לתוכו. לעני ולגר תעזוב אותם. @45(קמח)@46 הנח לפניהם. אני ה' אלהיכם. שמשלם לכם שכר טוב:,23:22
"@55פס'. @11וידבר ה' אל משה לאמר. @22למה לא נאמר וידבר ה' אל משה לאמר על יום חג הבכורים אלא על קצירת העומר והבאתו ללמדך שהוא סמוך עליהם יום טוב הראשון של פסח שביום שמתחיל ספירת העומר בו ביום יום הבכורים @45(קמט)@46 וסימנך ב""ש לפיכך הוצרך לומר בו וידבר ה' אל משה לאמר:",23:23
"@55פס'. @11דבר אל בני ישראל לאמר. @22להזהיר את ישראל בכל דור ודור להיות דורשין בכל דור ודור בהלכות המועדים בכל שנה ושנה. בחדש השביעי. הוא תשרי שביעי לניסן. יהיה לכם שבתון זכרון. רבי אליעזר אומר שבתון זה קדושת היום, זכרון. אלו הזכרונות. תרועה. אלו השופרות. מקרא קדש. קדשהו מכל מקום שהוא זקוק לומר זכרונות צריך לומר מלכיות לפני הזכרונות שנאמר והיו לכם לזכרון לפני אלהיכם אני ה' אלהיכם. כיצד סדר התקיעות אומר אבות וגבורות וקדושת השם וכולל מלכיות עמהם ותוקע זכרונות ותוקע שופרות ותוקע ואומר עבודה והודאה וברכת כהנים ומנין שהתרועה הזאת כשופר שנא' (ויקרא כה) והעברת שופר תרועה מה להלן בשופר. אף כאן תרועה בשופר. ושלשה כתובין הן, והעברת שופר תרועה. זכרון תרועה. יום תרועה. ונלמדין זה מזה. מכאן אמרו סדר תקיעות שלש של שלש שלש כלומר שלש תרועות וכל א' פשוטה לפניה ולאחריה הרי שלש של שלש שלש. ומפני שאמיתת התרועה אנחנו למדין אותה מן התרגום שתרגם תרועה יבבא ונאמר (שופטים ה) בעד החלון נשקפה ותיבב. לפיכך נהגו ישראל לתקוע תשר""ת תש""ת תר""ת ג' פעמים כדאתקין ר' אבהו במסכת ראש השנה ואע""פ שיש תרועה בפה כמו (שמואל א י') ויריעו כל העם ויאמרו יחי המלך והואיל וכתיב והעברת שופר תרועה בענין היובל בחדש השביעי ביום הכפורים. אנו למדין כל תרועות של חודש השביעי שיהו בשופר וילמד סתום ממפורש והוא יסוד לזכרון על יום הכפורים להחזיר את ישראל בתשובה י' ימים קודם יום הכפורים ולהזכיר עקידת יצחק אבינו כדי שנזכר לפני אבינו שבשמים לטוב. שיעור השופר שיאחזנו בידו ויראה לכאן ולכאן טפח. כשם שתוקעין ומריעין מיושב כך תוקעים ומריעין מעומד. והלכה כרבן שמעון שאמר בחבר עיר כשהוא שומען שומען אפילו שלא על סדר ברכות. כלומר בשעה ששליח צבור יורד ואין צריך לתקוע בשעת תפלת לחש. ומה שנהגו לתקוע בלחש על אלה המצות ועל כיוצא בהם. ועל כאלה שלא בתורה שאל אביך ויגדך זקניך ויאמרו לך. שהם קבלה בישראל דור אחר דור היאך היו ישראל נוהגין בתקיעות השופר ובנענוע הלולב ובשחיטה ובבדיקה ובניקוי הבשר ובתיקון שטרות ובחליצה ויבומין וגטין וציצית ומזוזות ותפלין ותפלה. ועל עופות שלא כתובין שמן בתורה ואנחנו אוכלין אותן כל אלה קבלה הן בישראל שלא נחלקו חכמי ישראל עליהן ומי שאינו חס על כבוד קונו ורוצה לדבר תהפוכות הרי הוא חומס נפשו ועליו נאמר (משלי יא) עוכר ביתו ינחל רוח. ואומר (שם כח) גוזל אביו ואמו וגו' חבר הוא לאיש משחית חבר הוא לירבעם בן נבט שהשחית את ישראל. ואין אלו המצות ממצות אנשים מלומדה אלא קבלה ממשה רבינו מפי הגבורה שאין לסור מהן ימין ושמאל שהרי חכמים הראשונים מסרום לחכמים האחרונים. רבי דוסא ראה את חגי הנביא ואמר מעיד אני עלי שמים וארץ וכו'. כדאיתא במסכת יבמות. והקרבתם אשה לה'. כענין האמור בחומש הפקודים:",23:24
"@55פס'. @11אך. @22כל מקום שנאמר אך רק מיעוט. מה מיעוט מיעט אכילה ושתיה משאר ימים טובים כדאמרי רבנן (ישעיה נח) וקראת לשבת עונג זו שבת בראשית. לקדוש ה' מכובד. זה יום הכפורים שאין בו לא אכילה ולא שתיה. כבדהו. בכסות נקיה. בעשור לחדש השביעי הזה, תלאו על חדש השביעי האמור למעלה. @45(קנ)@46 יום כפורים הוא. אע""פ שאין קרבנות. מקרא קדש יהיה לכם. בין בארץ בין בחוצה לארץ. ועניתם את נפשותיכם. זו אזהרת עינוי. והקרבתם אשה לה'. כענין האמור בפרשת פינחס:",23:27
@55פס'. @11וכל מלאכה לא תעשו בעצם היום הזה. @22זו אזהרה למלאכה.,23:28
