number,name,text
123,"
ר' מאיר קאלוו (מנחה חדשה),  
","
מחבר הפירוש ""מנחה חדשה"" (הובא לדפוס ע""י ר' וולף היידנהיים בחומש ""תורת משה"", רדלהיים תקע""ח). אין בידינו מידע רב על תולדותיו, אך ברור שחי לאחר המאה ה-15 (או במהלכה). 
בסוף חיבורו הוא מעיד על עצמו כי הוא לא זכה ""להיות מבני העליה, לרוב הצרות אשר סבוני מיום היותי עד היום הזה... והצרה הגדולה אשר היא צרה לכל צרה: צוק הפרנסה אשר היתה לי מאומנתי הנקיה מכל שילום והבלתי נותנת חיים לבעליה"". הוא מסביר שכתב את ספרו לצרכים אישיים לאחר שנחרד לגלות כי תלמודו וחידושיו משתכחים ואובדים, והוא מביע חשש שאם החיבור יתפרסם ""ילעיגו עלי לאמר מי הביאך עד הלום?"". אך בסופו של דבר השתכנע כי מאחר ש""כוונתי לשם שמיים לא אחוש לדברי כל נברא אולי יפקחו ג""כ עיני שכלם...""
הפירוש מתבסס על דברי הפרשנים שקדמו לו וביחוד על ""דברי הפשטן הגדול מאחיו - הרמב""ן"", ועל הרב הגדול אשר אין ערוך אליו - הרלב""ג"".
 
מעט מידע על אודותיו באתר JewishEncyclopedia
 
ליקט וכתב: יוחאי עופרן
"
124,"
קלונימוס בר קלונימוס, צרפת-ספרד-איטליה (1286-1330)
","
סופר ומתרגם עברי, בן-דורם של הרשב""א, הרא""ש, הרמב""ן ור""י אבן כספי (אותו הוא מבקר בכתביו).
תרגם מערבית לעברית כתבים רבים של פילוסופים ערבים (כדוגמת ""אגרת בעלי החיים"" אותה אף טרח ""לגייר"" ולהחליף בה את הציטוטים מן הקוראן בפסוקים מן התנ""ך).
בין כתביו:
ספר ""אבן בוחן"" (בעניני מוסר), ו""מסכת פורים"" (אגרת סאטירית).
 
להרחבה על אודותיו ראו JewishEncyclopedia ומאמרו של J. Chotzner
"
125,"
ר' צבי הירש קלישר, פולין (1795 - 1874)
","

מרבני פולין במאה ה-19, תלמידו של ר' עקיבא איגר, (שימש כרב העיר טורן), נודע כאחד מ""מבשרי הציונות"".
בספרו ""דרישת ציון"" הוא מציג את משנתו הדתית מדינית וקורא ליהודים לקחת את גורלם בידיהם ולהחיש את גאולתם ע""י עליה לארץ הקודש. ערך מסע ברחבי אירופה במטרה לרתום רבנים וקהילות לרעיון הנ""ל. קלישר שידל נדבנים ידועים (כרוטשילד ומונטיפיורי) לרכוש חלקות אדמה בארץ ישראל, דחק בכי""ח לפעול לפיתוח החקלאות בא""י, והיה בין יוזמי הקמת ביה""ס ""מקוה ישראל"" ואף הוצע לו לנהל אותו (אך הוא סירב).
הקיבוץ הדתי ""טירת צבי"" קרוי על שמו.
"
126,"
ר' יוסף קמחי, פרובנס (1105-1170)
","
פרשן המקרא, אביו של הרד""ק.
למידע על אודותיו ראו ויקיפדיה.
"
127,"
ר' דוד קמחי (רד""ק), פרובנס (1160-1235)
","
מחשובי הבלשנים העבריים ומגדולי פרשני המקרא בימה""ב. 
נולד וגדל בצרפת למשפחת דקדקנים ממוצא ספרדי. כתב פירוש למקרא המבאר את הכתוב על דרך הפשט. זוהה עם אסכולת ממשיכי דרכו של הרמב""ם, אשר ביקשה לפרש את המקרא באופן ראציונלי, ואף יצא להגנת עמדתו של הרמב""ם, המצדדת בלימודי פילוספיה, כאשר נתעורר הפולמוס בענין.
מלבד פירושו לתנ""ך כתב את ""ספר המכלול"", המורכב משני חלקים: ""ספר הדקדוק"" ו""ספר השורשים"".
 
עוד על שיטתו בפרשנות המקרא
"
128,"
ר' אהרן (ארמנד) קמינקא, ברדיצ'ב-גרמניה-ישראל (1866-1950)
","
רב מלומד ואיש ספר (ד""ר בהשכלתו) אשר תרגם ספרים רבים ומחזות יווניים לעברית.
שימש ברבנות בפרנקפורט-על-האודר ובפראג. לימד בבית המדרש לרבנים בווינה. ב-1903 נשלח לקישינב, יחד עם ביאליק ואנשי רוח נוספים, כדי לחקור את הפוגרום שבוצע שם ביהודים. ב-1938 עלה לארץ ישראל.
מלבד תרגומיו חיבר גם שירים ומחזות וכתב מאמרים רבים על המקרא, על ספרות חז""ל, על ספרות ההלכה ועל מחשבת ישראל. נטל חלק בפרוייקט ה""פירוש המדעי"" של כהנא (כתב את הפירוש למגילת שיר-השירים).
פירושיו למקרא משלבים בין פרשנות מסורתית ובין מחקר באמצעות כלים מדעיים מודרניים. בין פירושים אלו ניתן למנות את חיבוריו:
""אחדות ספר ישעיהו"",""האליגוריות של שיר השירים"",""פירוש הגיוני לספר איוב"".
 
עוד על אודותיו ב-JewishEncyclopedia.
 
כתיבה: יוחאי עופרן
"
129,"
ר' יעקב קניזל (קניזל),  (מאה 15-16)
","
מפרשני רש""י שקדמו לרא""ם, נקבר בפאס שבמרוקו.
מידע מועט על אודותיו ניתן למצוא בספר ""מלכי רבנן"" לר' יוסף נאים.
לעיון בפירושו ראו אתר HebrewBooks.
"
130,"
ר' יוסף קרא, טרויש, צרפת (1050-1125)
","
פרשן המקרא, על דרך הפשט. מבאי ביתו של רש""י (ואולי אף היה מתלמידיו). הרשב""ם (נכדו של רש""י) מכנה אותו ""חברנו"". 
מרבית חייו התגורר בעיר טרויש (טרואה) עירו של רש""י, ובדומה לרש""י תקופה מסויימת חי בוורמייזא שבגרמניה. יש הטוענים שהשם ""קָרָא"" (שפירושו ""הקורא"") הוא כינוי שדבק בו בשל היותו פרשן המקרא. 
פירושיו התאפיינו בראציונאליות ובביקורתיות. על פי רוב באר את הפסוקים על דרך הפשט, ורק במקרים של קושי מיוחד פנה לדרשנות. לעתים הביא ראיה מתרגום אונקלוס, ואף הוסיף תרגום לצרפתית למילים קשות. פירושו היו מוכר גם בקרב פרשני-מקרא נוצרים ובנתיבו פסע גם ר' יוסף בכור שור.
נוסף על פירושו לתורה כתב גם פירוש לפיוטים שבסידור התפילה וכן הוספות לפירוש קדום על בראשית רבה.
"
131,"
ר' יצחק קארו (תולדות יצחק), טולדו-ליסבון-קושטא-ירושלים (1458~1535)
","
ראש ישיבה, פילוסוף, רופא, פרשן ודרשן. מתלמידיו של ר' יצחק קנפנטון. דודו של ר' יוסף קארו.
נולד בטולדו אך בעקבות גירוש היהודים נאלץ לנדוד, תחילה לפורטוגל (שם שימש כראש ישיבה) ומשם לתורכיה. בדרכו לתורכיה פקד אותו אסון כבד כשבניו מתו במהלך המסע, לפחות אחת מבנותיו שרדה וממנה נולד נכדו, ר' אברהם צהלון. בתורכיה גידל את אחיינו ר' יוסף קארו (לאחר שאביו נפטר), שברבות הימים היה לאחד מגדולי הפוסקים וחיבורו ""השלחן ערוך"" התקבל במרבית קהילות ישראל.את חייו סיים בירושלים. 
חיבר פירוש פילוסופי לתורה בשם ""תולדות יצחק"".
 
יתר חיבוריו:
תשובות בהלכה (נדפסו יחד עם תשובותיו של ר' יוסף קארו).ספר דרשות בשם ""חסדי דוד"".פירוש על פרקי אבות.
"
132,"
ר' נחמן קרוכמל (רנ""ק), גליציה (1785-1840)
","
הוגה דעות והיסטוריון יהודי, מאנשי תנועת ההשכלה בגליציה וממייסדי אסכולת ""חכמת ישראל"".
קראו על אודותיו בויקיפדיה.
"
133,"
ר' חסדאי קרשקש, ספרד (1340-1410)
","
מגדולי הפילוסופים היהודיים בימי הביניים.
 
קרא עוד על אודותיו באנציקלופדיה דעת ובויקיפדיה.
"
134,"
ר' יצחק שמואל רגיו (יש""ר), איטליה (1784-1855)
","

רב ואיש מדע, שקרא להרחבת ההשכלה באיטליה ובעידודו נפתח שם בית מדרש לרבנים המשלב לימודים כלליים עם לימודים תורניים.
עיסוקו בתנ""ך היה ביקורתי-מחקרי והוא השתתף בכתיבת ""הביאור""- מפעלו של מנדלסון לפירוש חדשני לתורה, במסגרתו שקד גם על תרגום התנ""ך לשפות אירופאיות.
בשל כך (ובשל עמדותיו הליברליות) הוא נתפס בעיני חלק מרבני אירופה כרפורמי. כדי לזכות שוב בלגיטימיות פרסם אגרת התנצלות המבהירה את השקפתו.
שימש כרב קהילה במשך עשור (במקום אביו שנפטר).
בין ספריו ומאמריו:
""התורה והפילוסופיה"" בו הוא מציג את גישתו המשלבת אשר זכתה לביקורת נוקבת. ""מאמר תורה מן השמים"" ו""ספר תורת אלהים"" בהקדמה לפירושו לתורה.""ילקוט יש""ר""- אוסף חידושים.""אגרות יש""ר"".
 
ליקט וכתב: יוחאי עופרן
"
135,"
פרופ' דב רפל, ורשה-ישראל (1917-2004)
","

רב בהכשרתו, חוקר ואיש חינוך, ממייסדי ישיבת ""כרם דיבנה"".
הגיע לישראל בהיותו כבן 20 לאחר שהוסמך לרבנות - אך כאן פנה ללימודי מתמטיקה ופיסיקה באוניברסיטה העברית. הצטרף לקבוצת יבנה, ולימד שנים רבות בבית הספר לחינוך באוניברסיטת בר-אילן ובישיבת הקיבוץ הדתי. מאוחר יותר לימד גם באוניברסיטאות יוקרתיות באנגליה, ארה""ב, צרפת והולנד.
נמנה עם מייסדי ישיבת ""כרם דיבנה"" ועם מקימי המכללה להכשרת מורים בגבעת וושינגטון, אותה ניהל במשך 15 שנה.
עם פרישתו לגמלאות נבחר לעמוד בראש המרכז לחקר מחשבת החינוך בהגות היהודית שליד מכללת ליפשיץ. 
פרסם כעשרים ספרים, ביניהם ""הויכוח על הפלפול"", ""שבע החכמות"", ""הרמב""ם כמחנך"", ""סידור כלל ישראל"", ""פתחי שערים"", וכמאתיים מאמרים מדעיים בתחומי מדעי היהדות בחינוך, חקר משנת הרמב""ם ותרגומי התנ""ך.
 
עוד על אודותיו באתר קיבוץ יבנה.
 
ליקט וכתב: יוחאי עופרן
"
136,"
ר' אברהם מנחם הכהן רפא-פורט (מנחה בלולה), איטליה (1520-1596)
","
רב ופרשן איטלקי, גדל בפורטו שבמחוז ורונה, וכיהן כרב קהילה בקרמונה.
שם משפחתו המקורי היה 'רפא' אך הוא הוסיף לו גם את שם עיר הולדתו פורטו (ומכאן: רפאפורט)
את עיקר השכלתו התורנית והמדעית רכש בונציה, אליה הגיע בבחרותו.
בשנת 1553 היה עד לשריפת התלמוד - ובעקבות כך קבע את יום השרפה כיום תענית עד סוף ימיו (על כך ראה בספרו ""מנחה בלולה"", עמ' 203).
נטל חלק בפולמוס סביב ספרו של ר' עזריה מן האדומים ""מאור עיניים"" ונקט בגישת ביניים - הסתייגות מתונה.
מלבד חיבורו על המקרא - ""מנחה בלולה"", חיבר גם את ""צפנת פענח"", ""מאמר על מציאות ה'"", ""דעת קדושים"" וכן שאלות ותשובות.
 
עוד על אודותיו:
בJewishEncyclopedia ובספר ""אבי משפחת רפאפורט"" מאת ר' יעקב רייפמן.
 
עוד על גלגוליו ומוצאו של השם ""רפפורט"" במאמרו של חנן רפפורט בכתב העת ""עתמול"".
 
כתיבה: יוחאי עופרן
"
137,"
אליעזר שטיינמן, רוסיה-ישראל (1892-1970)
","


סופר וחוקר, כתב מאמרים רבים ומסות ספרותיות (ובכללן ""מסה על המסות"") שזיכו אותו בכינוי ""פונטֵן העברי"".
בצעירותו למד בביהמ""ד בקישינב והוסמך שם לרבנות. לאחר מהפכת אוקטובר אימץ אידיאולוגיה קומוניסטית וקרא לפיתוח ""תרבות עברית קומוניסטית"".
בשנות ה-20 הקים יחד עם אברהם שלונסקי ומשוררים נוספים את קבוצת ""כתובים"" (שהוציאה כתב-עת בשם זה) אשר ביקשה להציע אלטרנטיבה לדרכם של סופרי ""דור התחייה"" (ביאליק ובני דורו) שהיתה, לדעתם, מיושנת. 
בשנת תשכ""ג הוענק לשטיינמן פרס ישראל לספרות.
בניו, נתן ודוד שחם, נודעו אף הם כסופרים.
 

כתיבה: יוחאי עופרן
"
138,"
ר' שלמה בן אדרת (רשב""א), ברצלונה (1235-1310)
","
מחכמי ספרד, מתלמידיו של הרמב""ן ורבו של הריטב""א.כתב חידושים על התלמוד ותשובות הלכתיות רבות.
 
להרחבה על אודותיו ראו ויקיפדיה.
"
139,"
ר' שמואל אליעזר הלוי איידלס (מהרש""א), פולין (1555-1631)
","
מפרשני התלמוד, כיהן כראש ישיבה בלובלין ושימש כאב""ד בכמה קהילות.
כתב חידושי הלכות (בעיקר על דברי בעלי התוספות) וחידושי אגדות על התלמוד וכן תשובות הלכתיות בנושאים שונים.
 
למידע נוסף על אודותיו ראו אנציקלופדיה דעת.
"
140,"
ר' שמואל הנגיד (שמואל הנגיד), ספרד (993-1056)
","
סופר, משורר ומדקדק, ממנהיגי יהדות ספרד בתחילת האלף השני לספה""נ.תפקד כיועץ בחצרו של השליט המוסלמי המקומי.
חיבוריו עוסקים בפרשנות המקרא והתלמוד ובהלכה.
 
למידע על אודותיו ראו ויקיפדיה.
 
"
141,"
ר' שמשון  משאנץ (ר""ש משאנץ), צרפת-עכו (1150~1230)
","
מבעלי התוספות, מתלמידיהם של רבנו תם ושל ר""י הזקן.
הכינוי ""משנאץ"" דבק בו בגלל עיר הולדתו, Senz שבחבל שמפניה. גם אחיו, הריצב""א, נמנה עם בעלי התוספות.
פסקיו וסברותיו ההלכתיות מוזכרים ע""י כמה מגדולי חכמי ההלכה שבדורות שאחריו והוא נודע כאחד ממתנגדיו החריפים של הרמב""ם.
באחרית ימיו עלה לארץ ישראל יחד עם קבוצה של 300 רבנים ולדעת חלק מן החוקרים גם נפטר בה, בעיר עכו.
 
חיבוריו החשובים:
תוספות שאנץ - על התלמוד.פירוש לספרא.פירוש לסדר זרעים (משנה) - נחשב ספר יסוד ללימוד סדר זרעים וללימוד מצוות התלויות בארץ.
 
עוד על אודותיו בויקיפדיה
"
142,"
ר' יהודה לייב שפירא (הרכסים לבקעה), אלטונה (1743--1826)
","
ר' יהודה ליב בר צבי הירש פרנק-פורטר לבית שפירא, אחי סבו של הרש""ר הירש, 
פירושו לתורה ""הרכסים לבקעה"" נדפס לראשונה באלטונה ב-1815.
"
143,"
ר' ישעיה שפירא (האדמו""ר החלוץ), פולין-ישראל (1945-1891)
","
מהוגי הדעות של תנועת ""תורה ועבודה"" ומפעילי תנועת ""הפועל המזרחי"". נצר למשפחת אדמו""רים (אחיו היה האדמור מפיאסצנה, בעל ה""אש קודש""), שוויתר על האדמו""רות ועלה לארץ והתיישב בה, זכה לכינוי ""האדמור החלוץ"".
בתקופת העלייה השלישית ארגן קבוצות פועלים לעבודה בסלילת כבישים ובניקוי ברכות שלמה. בהיותו בן חמישים התיישב בכפר פינס והתמסר לעבודת אדמה עד פטירתו.
את עמדותיו הציג, בין היתר, במאמרו המפורסם: ""ועשית הישר והטוב"".
בנו יוסף המשיך את דרכו הרעיונית וכיהן כשר בממשלת ישראל מטעם המפד""ל. 
 
"
144,"
ר' נתן שפירא (אמרי שפר), פולין (1490~1577)
","
מראשוני רבני פולין שבאו מאשכנז, שימש כראש ישיבה ואב בית דין בהורדנא, כתב פירוש על רש""י לתורה בשם ""אמרי שפר"".
למד תורה אצל ר' שלום שכנא (חותנו של הרמ""א) והיה רבו של ר' בנימין אהרן סלניק, בעל ה""משאת בנימין"". שלושת בניו - ר' יצחק, ר' יששכר, ור' שלמה - המשיכו את דרכו והעמידו בנים העוסקים בתורה (אחד מהם הוא ר' נתן נטע שפירא בעל ה""מגלה עמוקות""). 
בספרו המפורסם הוא מציע הבנות חדשות לדברי רש""י על התורה מתוך השוואה לפירושיו על הנ""ך ועל התלמוד, הוא מתחקה אחר נוסחאותיו ומלקט הסברים מתוך שלל מפרשיו ובראשם הרא""ם.
בשנת שנ""ג, בתקופה בה בניו עסקו בהדפסת חיבורו בפולין, התפרסם בונציה שבאיטליה ספר בשם ""ביאורים"" על פירוש רש""י לתורה. מחברו של ספר ה""ביאורים"", לפי המדפיסים, היה לא אחר מאשר ר' נתן שפירא עצמו - אך לא עבר זמן רב עד שהתברר שמדובר בזיוף ושהספר כלל לא נכתב ע""י האחרון.
 
יתר חיבוריו:
מבוא שעריםהגהות לרי""ףחידושים ביאורים והגהות לטורמחזור מבואר בתוספת מנהגי המדינהסדר ברכת המזון
 
ראו עוד על אודותיו באנציקלופדיה ""דעת"".
גרסה דיגיטלית של חיבורו באתר הספריה הלאומית.
(יש להוריד תחילה את תכנת הצפיה).
 
כתיבה: יוחאי עופרן
"
145,"
ר' יהודה תיאודור (טהעאדר) (מנחת יהודה 1),  
","
				
				יחד עם ר' חנוך אלבק חיבר את המהדורה המדעית (תיאודור-אלבק) לבראשית רבה, אליה הוסיפו ביאור בשם ""מנחת יהודה"". 
			"
146,"
פרופ' אביגדור (ויקטור) אפטוביצר, אוקראינה-אוסטריה-ישראל (1871-1942)
","
רב, חוקר תלמוד ותולדות ישראל, מאסכולת חכמת ישראל.
נולד למשפחה אורתודכסית וזכה לחינוך מסורתי-תורני, בבגרותו הרחיב את השכלתו אך לא זנח את אורח החיים הדתי.בצעירותו התפרנס מהוראת מתמטיקה, אך כעבור כמה שנים פנה ללימודים באוניברסיטת וינה ובמקביל בבית המדרש לרבנים. הוא נשאר בוינה והפך שם לפרופ' למקצועות היהדות. את הרצאותיו מסר בעברית.
ביזמה ובעידוד של עמיתיו האקדמאיים באוניברסיטה העברית, עלה לישראל בשנת 1938.
כתב מאות מאמרים בשפות שונות.
בצוואתו הורה לשרוף את כתביו אשר לא ראו אור.
 
עוד על אודותיו
 
כתיבה: יוחאי עופרן
"
147,"
גוסטב דילמן, גרמניה (1855-1941)
","
מבקר מקרא נוצרי
(ספרו Genesis ראה אור ב-1892). 
"
148,"
ר' דוד פויכטוונג, מורביה-וינה (1864-1936)
","

רב וחוקר, כיהן כרב בניקולוב וכרבה הראשי של וינה הוסמך כד""ר ועסק בתיאולוגיה.
ב-1892, לאחר שהשלים את לימודיו בוינה ובברלין, החליף את אביו, ר' מאיר פויכטוונג, ברבנות בניקולוב, מורביה (בקהילה חשובה זו כיהנו בין היתר רבנים גדולים דוגמת ר' יום טוב ליפמן הלר והרש""ר הירש). החל מ-1903 שימש כרב בוינה וב-1927 הפך לרבה הראשי של העיר. פרסם מאמרים רבים בכתבי-עת יהודיים ולא-יהודיים. 
חלק מכתביו (וביניהם התכתבותו עם זיגמונד פרויד ב-1931) נדפסו במספר כרכים.
 
עוד על אודותיו ב-VirtualJudaica
 
ליקט וכתב: יוחאי עופרן
"
149,"
ר' זכריה פרנקל, פראג - ברסלאו (1801-1875)
","
מייסד בית המדרש לרבנים בברסלאו וחלוץ המחקר המדעי של המשנה והתלמוד. נחשב לאביה הרוחני של היהדות הקונסרבטיבית.
 
עוד על אודותיו
"
150,"
מוהנדס (מהטמה) גנדי, הודו (1869-1948)
","

מנהיג והוגה דעות הודי, נחשב למופת של התנגדות לא אלימה.
החל את דרכו הציבורית ככתב פוליטי וכמשפטן. הכינוי ""מהטמה"" שדבק בו פירושו בסנסקריט ""נפש גדולה"". 
לאחר שהקים יחידות עורפיות שסייעו לבריטים במלחמת העולם הראשונה הפך לאחד ממובילי המאבק לעצמאותה של הודו ולסיום השליטה הבריטית באזור.
ב-30 בינואר 1948 נרצח על ידי מתנקש הינדי, שהתנגד להסכמתו לשלם פיצויים לפקיסטן, כפי שהמליצו הבריטים. גופתו נשרפה ופוזרה בין נהרות העולם.
 
עוד על גנדי, באתר סנונית ובויקיפדיה.
"
151,"
פרופ' הרמן (יחזקאל) כהן, גרמניה (1842-1918)
","

פילוסוף יהודי, נחשב למייסד אסכולת מרבורג.
הושפע רבות ממורו הגדול עמנואל קאנט, והדבר ניכר בהגותו, ובספרו ""דת התבונה ממקורות היהדות"".
"
152,"
בנו יעקב, גרמניה-אנגליה (1862-1945)
","
חוקר ופרשן המקרא, יליד ברסלאו.
משנת 1891 שימש כרב הקהילה הרפורמית בגוטינגן.
השקפותיו החדשניות לא עלו בקנה אחד עם עמדותיה של היהדות המסורתית, אך דווקא בשל כך בולטת ומפתיעה שלילתו החריפה את שיטת ""ביקורת המקרא"", אשר לוקה, לטענתו, בהנחת המבוקש.
 
נחמה נשאלה פעם ע""י הרב יהודה אנסבכר (פרנקפורט-ת""א) מדוע היא מביאה בכתביה דברים של אנשים שאינם שומרי מצוות. במכתב התשובה לשאלה זו נחשפת דעתה על איכות פירושו: 
""בנו יעקב שהיה רפורמי קיצוני... ובוודאי עבר על חלק עצום של מצוות תורתנו הקדושה (מלבד זה היה אנטי ציוני קיצוני וכו' וכו') למדתי מספריו יותר מאשר מהרבה ספרים שנכתבו על-ידי יראים ושלמים. טענותיו [של יעקב] נגד ביקורת המקרא והוכחותיו על פחזותם ושגיאותיהם - לא כתב איש דברים טובים מהם, אפילו ר' דוד הופמן זצ""ל (שקשה לי להזכיר את שמו של גאון זה עם ב. יעקב), וגם יששכר יעקבסון ע""ה, גם ד""ר מוריאל שכתב ספרו על התורה, גם הרבה מחברי, ביניהם ר' דוד קרליבך זצ""ל שלימד יחד אתי שנים רבות בסמינר בירושלים, למדנו מספריו, והוא פקח את עינינו לראות דברים שלא ראינו - לאמיתה של תורה..."" 
 
עוד על אודותיו


כתיבה: יוחאי עופרן
"
153,"
מרקוס מוריץ קאליש, פולין-אנגליה (1828-1885)
","
חוקר מקרא יהודי יליד גרמניה, מחלוצי ביקורת המקרא באנגליה.
למד באוניברסיטת ברלין (פילולוגיה ושפות שמיות) ובבית המדרש לרבנים. כיהן כמזכירו של הרב הראשי באנגליה ומאוחר יותר כמורה בבית משפחת רוטשילד שסייעה לו לשקוד על כתביו ולהוציאם לאור.
בין כתביו:
פירוש לתורה (לבראשית, שמות, ויקרא).ספרי מחקר על נבואותיהם של בלעם ושל יונה הנביא. ספר על הדקדוק העברי.
בנוסף לכך פרסם מסה אשר בוחנת את ייעודו של האדם תוך התחקות אחר המשותף לכל הדתות הגדולות (Path and Goal: A Discussion on the Elements of Civilization and the Conditions of Happiness).
 
להרחבה על אודותיו ראו אנציקלופדיה Jrank או JewishEncyclopedia
 
ליקט וכתב: יוחאי עופרן
"
154,"
תומס מאן, גרמניה-שוויץ (1875-1955)
","

סופר גרמני, חתן פרס נובל לספרות (1929).
בין יצירותיו המפורסמות: בית בודנברוק, הר הקסמים וכן הרומן התנכ""י יוסף ואחיו.
 
עוד על אודותיו באתר ויקיפדיה, ובאנציקלופדיה YNET
 
"
155,"
ר' יעקב יקותיאל נויבאור, גרמניה (1895-1945)
","
חוקר תולדות המשפט העברי, לימד תלמוד ותולדות עם-ישראל בסמינר למורים בווירצבורג ובסמינר לרבנים באמסטרדם.
נספה בשואה, במחנה הריכוז ברגן-בלזן.
 
בין ספריו:
הלכה ומדרש הלכה.הרמב""ם על דברי סופרים (על שיטתו ושיטת מפרשיו). תולדות דיני הנישואין במקרא ובתלמוד (מחקר היסטורי משווה).
"
156,"
רוזנטהל,  ( )
","
"
157,"
פאול פולץ (Volz), גרמניה (1871-1941)
","
חוקר מקרא מחכמי הגויים.
עסק בעיקר בחקר ספרי הנביאים ותופעת הנבואה. ספרו על אודות האסכטולוגיה היהודית (Die Eschatologie der jüdischen Gemeinde im neutestamentlichen Zeitalter) נחשב עד היום לאחד הספרים הטובים בתחום.
 
"
158,"
פרנץ רוזנצוויג, גרמניה (1886-1929)
","

פילוסוף יהודי-גרמני. 
יחד עם מרטין בובר תרגם את התנ""ך לגרמנית.
 
עוד על אודותיו בויקיפדיה.
"
159,"
ג'ון שטיינבק, קליפורניה (1902-1968)
","

סופר אמריקני, זוכה פרס נובל לספרות (1962).
בין ספריו ""על עכברים ואנשים"", ""ענבי זעם"" ו""קדמת עדן"".
 
עוד על אודותיו.
"
160,"
מאיר זלצברגר, הילדסהיים, גרמניה- ארה""ב (1843-1943)
","
שופט אמריקני יליד גרמניה.
לאורך כל חייו עסק בספרות היהודית, לימד במספר מוסדות חינוכיים, והיה חבר בארגונים פילנטרופיים ובקרנות נדבניות. בספריתו הפרטית היו מצויים ספרים עבריים נדירים ויקרי ערך ביניהם כ-45 אינקונבולות וכן כתבי-יד מקוריים. (קטלוג של הספרים בספרייתו יצא ע""י אפרים דיינארד תחת השם ""אור המאיר"").
חיבר ספרים אחדים מרביתם על המשפט העברי הקדום.
 
ראו עוד על אודותיו ב-JewishEncyclopedia
"
161,"
ר' משה בן מימון (הרמב""ם), ספרד-מרוקו-מצרים (1138-1204)
","
מגדולי הפוסקים בכל הדורות, מחשובי הפילוסופים בימי הביניים, איש מדע, רופא ומנהיג. 
חיבורו ההלכתי ""משנה תורה"" (המכונה גם: הי""ד החזקה) היה לקודיפיקציה ההלכתית המקיפה ביותר שנכתבה מאז ימות התלמוד ועד ימיו, והוא שימש כנקודת מוצא כמעט עבור כל ספרי ההלכה שנכתבו אחריו. גם חיבורו הפילוסופי ""מורה נבוכים"" נחשב בעיני רבים לאחת היצירות המופתיות של עולם המחשבה היהודי.
מלבד החיבורים הללו כתב גם הקדמות ופירושים למשנה, ספר מנין המצוות, אגרות שונות ועוד.

 
להרחבה על אודותיו ראו ויקיפדיה.
"
162,"
ר' יצחקי שלמה (רש""י), צרפת (1040-1105)
","
גדול פרשני המקרא
 
ראו על אודותיו בויקיפדיה
"
163,"
ר' יעקב די-לישקאש (אמרי נעם), איטליה? (המאה ה-14)
","
חכם בן המאה ה-14, כנראה ממוצא איטלקי.
יצר את הקובץ ""אמרי נעם"" אשר הוא ליקוט דבריהם של בעלי התוספות וראשונים נוספים על התורה (יצא לאור בקושטא בשנת 1540).
בשנת תש""ל הודפס הספר בשנית, הפעם בירושלים ע""י הרב מרדכי הריס.
 
עוד על אודותיו.
"
164,"
ר' יהודה בר' אליעזר (מנחת יהודה 2),  (ראשית המאה ה-14)
","
מבעלי התוספות, מחבר הספר ""מנחת יהודה"" - שנשתמר ביותר מ-30 כתבי-יד.
לפי עדות המחבר הספר נכתב בשנת 1313 והוא פירוש לרש""י על התורה (בפועל כ-80% מהספר עוסקים בפירוש רש""י). הוא מנסה ליישב את דברי רש""י, מפני ש""לפעמים יהיו דברי ר' שלמה סותרים זה את זה בעיני התמהים"" (בבמדבר י' כ""ט הוא מונה סתירות אלו).
"
165,"
ר' בחיי אבן פקודה (חובות הלבבות), ספרד (1050~1120)
","
הוגה דעות יהודי בתקופת תור הזהב בספרד, שימש כדיין בעירו סרגוסה, חיבורו המפורסם ""חובות הלבבות"" נחשב לאחד החיבורים הפילוסופיים החשובים של יהדות ימה""ב.
בספרו ""תורת חובת הלבבות"" (או בקיצור: ""חובות הלבבות""), ביקש לנסח את ""תורת המוסר"" היהודית. הספר, שנכתב במקור בערבית, פותח בהבחנה בין ""חובות האברים"" – דהיינו: המצוות המעשיות, לבין ""חובות הלב"" - חובות ההכרה וההרגשה, שהן מצוות האמונה והדרישות המוסריות, ומדגיש שהאחרונות עולות בחשיבותן על הראשונות. כל אחד מעשרת פרקי הספר (ה""שערים"") מוקדש לאחת מחובות הלב. השער הראשון – ""שער הייחוד"", עוסק באמונה, ואילו השערים האחרים עוסקים במוסר ומידות. על פי השקפתו, היהודי מחוייב לאהוב את אלוהיו, להאמין בו ולבטוח בו, וכן לערוך חשבון נפש מתמיד.
למרות השבחים הרבים להם זכה הספר היו שהביעו הסתייגות מתוכנו של השער הראשון (למשל, הגאון מוילנה), בשל תכניו הפילוסופיים.
מלבד חובות הלבבות רבנו בחיי כתב גם שירי תוכחה, פיוטים ושירי ובקשות. ומיוחסת לו גם כתיבתו של ""ספר תורות הנפש"".

 
עוד על אודותיו
 

כתיבה: יוחאי עופרן
"
166,"
דבק טוב ,  
","
				
				פרשן רש""י
			"
