id,perek_id,name,start,end
1998,196,שימוש בכלי חמץ והכשרתם,21,26
1999,197,מצוות אכילת מצה,1,3
2000,197,המצה שיוצאים בה ידי חובה,4,9
2001,197,החייבים באכילת מצה,10,NULL
2002,197,זמנים האסורים באכילה,11,12
2003,198,מצוות סיפור יציאת מצרים,1,5
2004,198,חובת ההסבה ושתיית ארבע כוסות,6,10
2005,198,אכילת חרוסת ומרור,11,13
2006,199,סדר ליל הפסח בזמן המקדש ובזמן הזה,1,10
2007,199,אכילת צלי,11,NULL
2008,199,חוסר באחד ממאכלי הסדר,12,14
2009,211,מצוות מחצית השקל,1,NULL
2010,211,שיעור השקל ומשקלי מטבעות שונים,2,6
2011,211,החייבים במצווה,7,8
2012,211,גביית השקלים,9,10
2013,212,תיבות השקלים במדינה,1,NULL
2014,212,התיבות במקדש,2,3
2015,212,הבאת השקלים למקדש,4,NULL
2016,212,אופן התרומה וזמניה,5,9
2017,212,הרחקות מחשד בתרומה,10,NULL
2018,213,נתינת הקולבון ושיעורו,1,7
2019,213,אחריות על אבדן השקלים,8,9
2020,213,מעילה בשקלים,10,11
2021,213,מותר שקלים,12,13
2022,213,מעות הקדש המסופקות,14,15
2023,214,ייעוד תרומת הלשכה,1,7
2024,214,ייעוד שיירי הלשכה,8,NULL
2025,214,מותר תרומת הלשכה ומותר שיירי הלשכה,9,NULL
2026,214,גירעון בשקלים,10,NULL
2027,214,קנייה מכספי התרומה החדשה,11,12
2028,216,חדשי השנה והשנים,1,2
2029,216,משך החודש,3,4
2030,216,קביעת החודש ועיבור השנה על ידי בית הדין,5,8
2031,217,כשרות העדים,1,3
2032,217,בדיקת העדות,4,7
2033,217,מעמד קידוש החודש,8,9
2034,217,סמכות בית הדין לעניין קידוש החודש,10,NULL
2035,218,הליכת העדים לבית הדין וחילול שבת על כך,1,4
2036,218,עד מתי מקבלים את העדים,5,6
2037,218,סעודת עיבור החודש,7,NULL
2038,218,הודעה על קידוש החודש,8,14
2039,218,עדים שבאו לאחר עיבור החודש,15,19
2040,219,עיבור השנה לצורך התאמת הפסח עם זמן האביב,1,4
2041,219,סיבות נוספות לעיבור,5,8
2042,219,הדיון על עיבור השנה,9,12
2043,219,הזמן שבו אפשר לעבר את השנה ושנים שבהן אין מעברים,13,16
2044,219,הודעה על עיבור השנה,17,NULL
2045,220,האפשרות לקביעה על פי החשבון כשאין סנהדרין,1,3
2046,220,שני ימים טובים של גלויות,4,6
2047,220,שני ימים טובים של ראש השנה,7,8
2048,220,המקומות שבהם נוהגים שני ימים טובים,9,12
2049,220,תלות החשבון בבני ארץ ישראל,13,NULL
2050,221,הזמן שבין מולד למולד והפרש שבין שנת חמה ללבנה,1,4
2051,221,חישוב זמן המולד לפי חודשים ושנים,5,9
2052,221,מחזור השנים הפשוטות והמעוברות,10,11
2053,221,חישוב זמן המולד לפי מחזור השנים,12,15
2054,222,ימים בשבוע שבהם לא קובעים את ראש חודש תשרי,1,NULL
2055,222,דחייה כשהמולד חל מחצות היום ואילך,2,3
2056,222,מקרי דחייה הקשורים באורך השנה,4,6
2057,222,טעם הדחיות הללו,7,8
2058,223,חודשים מלאים וחסרים,1,4
2059,223,סדר החודשים המלאים והחסרים והחודשים שאורכם איננו קבוע,5,6
2060,223,חישוב סדר חודשי השנה,7,10
2061,224,המחלוקת על אורך שנת החמה,1,NULL
2062,224,הזמן שבין תקופה לתקופה לשיטה הראשונה,2,NULL
2063,224,פירוט ארבע תקופות השנה,3,NULL
2064,224,חישוב יום התקופה לפי השיטה הראשונה,4,8
2065,225,אורך שנת החמה והזמן שבין תקופה לתקופה לשיטה השנייה,1,3
2066,225,חישוב יום התקופה לפי השיטה השנייה,4,5
2067,225,רמת הדיוק של שתי השיטות,6,7
2068,226,חשיבות הכרת דרכי החישוב של הראייה,1,6
2069,226,אופן חישוב מיקום בשמיים על פי גלגל המזלות,7,12
2070,226,מהלך כוכבי הלכת על פני גלגל המזלות,13,15
2071,226,הגדרת נקודת מוצא של זמן ומקום לצורך חישובי הראייה,16,17
2072,227,קצב התנועה הממוצע של השמש,1,NULL
2073,227,גובה' השמש; אופן חישוב המקום והגובה והדגמתו,2,NULL
2074,228,אופן החישוב,1,3
2075,228,‘מנת המסלול’,4,8
2076,228,הדגמת החישוב,9,11
2077,229,תנועות הירח הממוצעות,1,4
2078,229,התאמת החישוב לפי עונות השנה,5,6
2079,230,חישוב מקום הירח ה’אמתי’ בגלגל הקטן,1,3
2080,230,חישוב מקומו ה’אמתי’ של הירח בגלגל המזלות,4,7
2081,230,הדגמת החישוב,8,9
2082,231,ה’ראש’ וה’זנב’ וקצב תנועתם,1,6
2083,231,כיוון רוחב הירח,7,8
2084,231,חישוב גודל הרוחב,9,19
2085,232,האורך והרוחב הראשונים,1,2
2086,232,הערכה ראשונית לאפשרות ראיית הירח,3,4
2087,232,קשת הראייה,5,16
2088,232,קִצי הראייה,17,22
2089,232,מורכבות חישובי הראייה ואמתותם,23,24
2090,233,גורמים נוספים המשפיעים על הראייה,1,4
2091,233,קביעת החודש כשהירח החדש לא נראה כמה חודשים ברציפות,5,12
2092,233,ראיית הירח בארצות אחרות,13,16
2093,234,נטיית המזלות,1,9
2094,234,נטיית הירח,10,14
2095,234,גובה הירח,15,NULL
2096,234,חתימה,16,NULL
2097,236,מצוַת הזעקה והתרועה ותקנת התענית,1,4
2098,236,הימים שגוזרים בהם תענית,5,7
2099,236,הפטורים מן התענית וזמן התענית,8,NULL
2100,236,דיני תענית יחיד,9,13
2101,236,הנהגת המתענה,14,NULL
2102,236,השלמת תענית כשעברה הצרה,15,16
2103,236,הנהגת הציבור ביום התענית,17,NULL
2104,237,הצרות שעליהן מתענים ומי מתענה,1,2
2105,237,מלחמה וחרב,3,4
2106,237,דבר וחיה רעה,5,9
2107,237,היזק התבואה,10,11
2108,237,מפולת,12,NULL
2109,237,חולי,13,NULL
2110,237,מזונות,14,NULL
2111,237,מָטר,15,18
2112,238,תעניות של תלמידי חכמים בתחילת תקופת הגשמים,1,NULL
2113,238,שלוש תעניות ראשונות,2,NULL
2114,238,שלוש תעניות אמצעיות,3,4
2115,238,שבע תעניות אחרונות,5,7
2116,238,תעניות של תלמידי חכמים בסוף תקופת הגשמים,8,9
2117,238,תעניות המטר בחוץ לארץ,10,11
2118,239,ההתכנסות ביום התענית,1,2
2119,239,שליח הציבור,3,4
2120,239,סדר הברכות,5,14
2121,239,סדר הברכות בהר הבית,15,17
2122,239,יציאה לבית הקברות ותפילת נעילה,18,NULL
2123,239,הפסקת התענית בעקבות ירידת גשמים,19,NULL
2124,240,צומות זכר לצרות שאירעו לישראל,1,5
2125,240,שבוע שחל בו תשעה באב,6,NULL
2126,240,סעודה מפסקת,7,9
2127,240,דיני תשעה באב,10,11
2128,240,תקנות זכר לירושלים,12,13
2129,240,גזרות נוספות מפני החורבן,14,15
2130,240,"דיני קריעה על ערי יהודה, ירושלים והמקדש",16,18
2131,240,מעמד הצומות לעתיד לבוא,19,NULL
2132,242,מצוות הקריאה והברכות,1,3
2133,242,זמן הקריאה,4,12
2134,242,פורים שחל בשבת,13,14
2135,243,דיני הקריאה,1,7
2136,243,כשרות המגילה,8,11
2137,243,מנהגי קריאה,12,NULL
2138,243,מצוות יום הפורים,13,17
2139,243,נצחיות המגילה וימי הפורים,18,NULL
2140,244,תקנת ימי החנוכה,1,3
2141,244,חובת ההדלקה והברכות,4,NULL
2142,244,חיוב קריאת ההלל,5,9
2143,244,מנהגי הקריאה השונים,10,14
2144,245,מניין הנרות,1,4
2145,245,זמן ההדלקה,5,NULL
2146,245,השמנים והפתילות,6,NULL
2147,245,מקום ההדלקה,7,8
2148,245,ההדלקה הראויה,9,NULL
2149,245,הדלקה מפני הרואים,10,11
2150,245,חביבות נר חנוכה ודיני קדימה,12,14
2151,170,תקנת העירוב ומהותו,1,7
2152,170,המאכל שבו מערבים,8,11
2153,170,הגדרת שיעורי נפח ומשקל,12,13
2154,170,עירוב במאכלים שאסורים באכילה,14,15
2155,170,פרטי עשיית העירוב וברכתו,16,20
2156,170,זמינות העירוב בכניסת השבת,21,22
2157,171,ביטול רשות בחצר,1,8
2158,171,שכירות מגוי,9,15
2159,171,ביטול רשות ושכירות ממחללי שבת או כופרים בעירוב,16,NULL
2160,172,עירוב משותף לשתי חצרות,1,14
2161,172,שימוש בשטח שבין שתי חצרות,15,17
2162,172,טלטול בחצר ובשטחים משותפים,18,20
2163,172,מילוי מים מבור שבין חצרות,21,23
2164,172,שתי רשויות שהתחברו או שנפסק החיבור ביניהם,24,25
2165,173,דיירים רבים שנחשבים כאנשי בית אחד,1,7
2166,173,בתים שאינם אוסרים על בני החצר,8,11
2167,173,האנשים שאינם אוסרים על בני החצר,12,14
2168,173,המקומות הנחשבים בכלל החצר או המרפסת,15,18
2169,173,חצרות זו לפנים מזו,19,23
2170,173,מרפסות זו למעלה מזו או כנגד זו,24,27
2171,174,הרצון בשיתוף,1,6
2172,174,חצר שפתוחה לשני מקומות,7,10
2173,174,מבוי שלא השתתפו בו חלק מדייריו,11,12
2174,174,מבוי ששכחו להשתתף בו או לערב את החצרות שבו,13,15
2175,174,מבוי שיש בו צדוקים או גוים,16,18
2176,174,שיתוף עיר,19,24
2177,175,התחום המותר בהליכה ממקום העירוב,1,5
2178,175,לאלו צרכים מערבים ובמה מערבים,6,7
2179,175,הצורך בזמינות העירוב בין השמשות,8,17
2180,175,עירוב עבור אחרים,18,21
2181,175,עירוב על ידי שליח,22,23
2182,175,ברכה על עירובי תחומין,24,NULL
2183,176,קניית שביתה ברגל,1,3
2184,176,התחום המותר בהליכה ממקום העירוב,4,NULL
2185,176,הגדרת מקום מסוים לשביתה,5,7
2186,176,גמירות דעת לשבות במקום מסוים,8,10
2187,177,עירוב לשני כיוונים,1,3
2188,177,עירוב ביום טוב וביום הכיפורים,4,NULL
2189,177,עירוב לכמה ימים,5,13
2190,177,עירוב לשבת מיום טוב שלפניו,14,15
2191,179,איסור מלאכה ביום הכיפורים,1,3
2192,179,איסור אכילה ושתייה ועינויים נוספים,4,5
2193,179,זמן התענית והוספה מחול על קודש,6,7
2194,180,שיעור האכילה האסורה,1,4
2195,180,אוכל שאינו ראוי לאכילה,5,7
2196,180,חולה ומעוברת,8,9
2197,180,קטנים,10,11
2198,181,רחיצה,1,6
2199,181,נעילת הסנדל,7,8
2200,181,סיכה,9,NULL
2201,181,תשמיש המיטה,10,NULL
2202,139,מצוות השביתה ומונחי החיוב והפטור,1,4
2203,139,כוונה בעשיית המלאכה,5,14
2204,139,מלאכה שנעשית בידי שני אנשים,15,16
2205,139,מעשה קלקול,17,18
2206,139,מלאכה שמקצתה נעשה בשוגג ומקצתה במזיד,19,NULL
2207,140,דחיית שבת מפני סכנת נפשות,1,3
2208,140,חילול שבת עבור חולה,4,10
2209,140,יולדת,11,15
2210,140,הצלת נפשות,16,22
2211,140,הצלה ומלחמה,23,25
2212,141,מלאכה שתחילתה בערב שבת ונמשכת בשבת,1,2
2213,141,השהית תבשיל על האש והחזרתו בשבת,3,11
2214,141,השהיה של מאכלים שונים,12,18
2215,141,הדלקת מדורה בערב שבת,19,22
2216,142,איסור הטמנה בערב שבת ובשבת,1,3
2217,142,דרכי הטמנה המותרות,4,6
2218,143,חובת ההדלקה וזמנה,1,4
2219,143,הפתילות והשמנים שמדליקים בהם,5,11
2220,143,גזרות והרחקות מחשש לכיבוי והבערה,12,17
2221,143,תקיעות בערב שבת ובמוצאי שבת,18,21
2222,144,אמירה לגוי לעשות מלאכה בשבת,1,NULL
2223,144,הנאה ממלאכת גוי,2,8
2224,144,היתרים באמירה לגוי ובהנאה ממלאכת גוי,9,18
2225,144,נתינת חפצים לגוי בערב שבת,19,22
2226,144,הנאה ממלאכת שבת שנעשתה על ידי ישראל,23,24
2227,144,שכר עבור עבודה בשבת,25,NULL
2228,144,אבות המלאכות,1,4
2229,144,התולדות,5,6
2230,144,חילוק חטאות על עשיית כמה מלאכות,7,9
2231,146,חורש,1,NULL
2232,146,זורע,2,NULL
2233,146,קוצר,3,5
2234,146,מעמר,5,6
2235,146,דש,7,10
2236,146,זורה ובורר,11,14
2237,146,טוחן,15,NULL
2238,146,מרקד ולש,16,NULL
2239,147,אופה,1,6
2240,147,גוזז,7,9
2241,147,מלבן,10,11
2242,147,מנפץ,12,NULL
2243,147,צובע,13,14
2244,147,טווה,15,NULL
2245,147,עשיית בתי נירים,16,NULL
2246,147,מסך ואורג,17,19
2247,147,בוצע,20,NULL
2248,148,קושר ומתיר,1,8
2249,148,תופר וקורע,9,11
2250,148,בונה וסותר,12,15
2251,148,מכה בפטיש,16,18
2252,148,צד,19,25
2253,149,שוחט,1,4
2254,149,מפשיט ומוחק,5,6
2255,149,מחתך,7,8
2256,149,כותב ומוחק,9,17
2257,149,משרטט,17,NULL
2258,150,מבעיר ומכבה,1,7
2259,150,מוציא מרשות לרשות,8,19
2260,151,מקום העקירה וההנחה,1,4
2261,151,הוצאה ללא עקירה או הנחה,5,9
2262,151,עקירה והנחה חלקיים,10,15
2263,151,הוצאה מרשות לרשות דרך רשות אחרת,16,20
2264,151,חפץ שנח שלא כמתוכנן,21,22
2265,152,ארבע רשויות השבת,1,10
2266,152,דיני הוצאה וטלטול ברשויות אלו,11,15
2267,152,הגדרות הגובה ברשויות,16,19
2268,152,דברים הגורמים לשינוי בהגדרת הרשות,20,24
2269,153,עשיית פעולות ברשות אחרת ממקום עמידת האדם,1,3
2270,153,שימוש בזיז שמעל רשות הרבים,4,7
2271,153,העברת חפץ מרשות אחת לרשות זהה הסמוכה לה,8,10
2272,153,מילוי מים מאמת המים שבחצר,11,14
2273,153,שאיבת מים ושפיכתם בים,15,NULL
2274,153,מי שפכים היוצאים מרשות היחיד,16,19
2275,153,פרטי הוצאה בכרמלית,20,22
2276,154,טלטול במקום שלא הוקף לדירה,1,4
2277,154,דרכי תקנה להיקף לדירה,5,11
2278,154,דין שיירה,12,14
2279,154,גדרי המחיצה,15,24
2280,155,דרכי היתר לטלטול במבוי,1,11
2281,155,הגדרות לחי וקורה,12,13
2282,155,פתח המבוי,14,21
2283,155,כשרות הלחי והקורה,22,26
2284,155,מחיצה לבאר באמצעות פסים,27,34
2285,155,טלטול באכסדרה בבקעה,35,NULL
2286,155,אופן שיעור מידות האורך,36,NULL
2287,156,שיעורי ההוצאה של חומרים וחפצים שונים,1,19
2288,156,החשבת חפץ בפחות משיעורו הרגיל,20,22
2289,156,הוצאה פחות מכשיעור,23,28
2290,157,מלבושי האיש והאישה,1,12
2291,157,מלבושים המשמשים לשמירת הגוף,13,17
2292,157,איסור והיתר בדרכי לבישת בגדים שונים,18,20
2293,157,הוצאת משא בדרך לבישה,21,22
2294,157,המוצא תפילין וספר תורה,23,25
2295,157,יציאה עם חפצים סמוך לשבת,26,NULL
2296,158,שביתת בהמה,1,2
2297,158,גזרות חכמים משום שביתת בהמה,3,5
2298,158,היתר למשא בבהמה במקרי הפסד וחלופות אחרות,6,7
2299,158,עם אילו דברים יכולה בהמה לצאת,8,13
2300,158,שביתת עבד וגר,14,NULL
2301,159,פתיחה,1,NULL
2302,159,חורש,2,4
2303,159,זורע,5,NULL
2304,159,קוצר,6,10
2305,159,מעמר,11,NULL
2306,159,דש,12,16
2307,159,זורה ובורר,17,NULL
2308,159,טוחן,18,19
2309,159,איסור התרפאות בשבת,20,31
2310,159,מרקד,32,NULL
2311,159,לש,33,36
2312,160,אופה ועוד ענייני הכנת אוכל,1,12
2313,160,גוזז,13,14
2314,160,מלבן ותיקון הבגד,15,22
2315,160,צובע ותופר,23,NULL
2316,160,קורע,24,NULL
2317,160,בונה וסותר,25,33
2318,161,מכה בפטיש,1,9
2319,161,מעבד וממרח,10,11
2320,161,כותב,12,19
2321,161,מכבה,20,28
2322,162,הילוך ודיבור בעסקי חולין,1,4
2323,162,הילוך ודיבור לצורך מצווה,5,6
2324,162,ענישה בשבת,7,NULL
2325,162,שמירת רכוש,8,9
2326,162,עשיית האסור משום שבות בין השמשות או על ידי קטן,10,11
2327,162,טעם לאיסור חכמים לטלטול חפצים (‘מוקצה’),12,13
2328,163,הגדרת סוגי מוקצה בחפצים שונים,1,11
2329,163,חלקֵי כלים,12,13
2330,163,טלטול דבר האסור עם דבר המותר,14,20
2331,163,ייחוד חפצים לשימוש,21,22
2332,163,ביטול כלי מהיכנו,23,26
2333,164,טלטול חפצים שונים,1,13
2334,164,מאכלים,14,19
2335,164,מת,20,23
2336,165,איסור יציאה חוץ לתחום,1,10
2337,165,דיני היוצא מחוץ לתחום,11,17
2338,166,אופני הרחבת גבולות העיר,1,10
2339,166,דרך המדידה למעשה,11,16
2340,166,מי נאמן על המדידה,17,19
2341,167,מצוות קידוש והבדלה ונוסחם,1,3
2342,167,דיני הקידוש,4,13
2343,167,היין הכשר לקידוש ולהבדלה,14,17
2344,167,קידוש והבדלה ביום טוב,18,23
2345,167,ברכות ההבדלה,24,29
2346,168,מקור החיוב,1,NULL
2347,168,כבוד השבת,2,6
2348,168,עונג שבת,7,14
2349,168,מעלת שמירת השבת,15,NULL
2350,170,תקנת העירוב ומהותו,1,7
2351,170,המאכל שבו מערבים,8,11
2352,170,הגדרת שיעורי נפח ומשקל,12,13
2353,170,עירוב במאכלים שאסורים באכילה,14,15
2354,170,פרטי עשיית העירוב וברכתו,16,20
2355,170,זמינות העירוב בכניסת השבת,21,22
2356,171,ביטול רשות בחצר,1,8
2357,171,שכירות מגוי,9,15
2358,171,ביטול רשות ושכירות ממחללי שבת או כופרים בעירוב,16,NULL
2359,172,עירוב משותף לשתי חצרות,1,14
2360,172,שימוש בשטח שבין שתי חצרות,15,17
2361,172,טלטול בחצר ובשטחים משותפים,18,20
2362,172,מילוי מים מבור שבין חצרות,21,23
2363,172,שתי רשויות שהתחברו או שנפסק החיבור ביניהם,24,25
2364,173,דיירים רבים שנחשבים כאנשי בית אחד,1,7
2365,173,בתים שאינם אוסרים על בני החצר,8,11
2366,173,האנשים שאינם אוסרים על בני החצר,12,14
2367,173,המקומות הנחשבים בכלל החצר או המרפסת,15,18
2368,173,חצרות זו לפנים מזו,19,23
2369,173,מרפסות זו למעלה מזו או כנגד זו,24,27
2370,174,הרצון בשיתוף,1,6
2371,174,חצר שפתוחה לשני מקומות,7,10
2372,174,מבוי שלא השתתפו בו חלק מדייריו,11,12
2373,174,מבוי ששכחו להשתתף בו או לערב את החצרות שבו,13,15
2374,174,מבוי שיש בו צדוקים או גוים,16,18
2375,174,שיתוף עיר,19,24
2376,175,התחום המותר בהליכה ממקום העירוב,1,5
2377,175,לאלו צרכים מערבים ובמה מערבים,6,7
2378,175,הצורך בזמינות העירוב בין השמשות,8,17
2379,175,עירוב עבור אחרים,18,21
2380,175,עירוב על ידי שליח,22,23
2381,175,ברכה על עירובי תחומין,24,NULL
2382,176,קניית שביתה ברגל,1,3
2383,176,התחום המותר בהליכה ממקום העירוב,4,NULL
2384,176,הגדרת מקום מסוים לשביתה,5,7
2385,176,גמירות דעת לשבות במקום מסוים,8,10
2386,177,עירוב לשני כיוונים,1,3
2387,177,עירוב ביום טוב וביום הכיפורים,4,NULL
2388,177,עירוב לכמה ימים,5,13
2389,177,עירוב לשבת מיום טוב שלפניו,14,15
2390,179,איסור מלאכה ביום הכיפורים,1,3
2391,179,איסור אכילה ושתייה ועינויים נוספים,4,5
2392,179,זמן התענית והוספה מחול על קודש,6,7
2393,180,שיעור האכילה האסורה,1,4
2394,180,אוכל שאינו ראוי לאכילה,5,7
2395,180,חולה ומעוברת,8,9
2396,180,קטנים,10,11
2397,181,רחיצה,1,6
2398,181,נעילת הסנדל,7,8
2399,181,סיכה,9,NULL
2400,181,תשמיש המיטה,10,NULL
2401,183,מצוות השביתה והמלאכות האסורות והמותרות,1,8
2402,183,"בישול ביום טוב לצורך יום חול, גויים או בהמה",9,15
2403,183,רחיצה וסיכה,16,NULL
2404,183,איסור מוקצה,17,20
2405,183,יום טוב שני של גלויות,21,24
2406,184,מוקצה ונולד בבעלי חיים ובמאכלים,1,9
2407,184,שימוש בדבר שהביא גוי לישראל ביום טוב,10,NULL
2408,184,מוקצה ונולד בחומרי הסקה,11,15
2409,184,האכלת בעלי חיים שהם מוקצה,16,17
2410,184,מוקצה ונולד בעפר ובאפר,18,NULL
2411,185,מלאכות הקשורות לשחיטה והטיפול בבהמה השחוטה,1,7
2412,185,מלאכות הקשורות לאפייה ובישול,8,11
2413,185,מלאכות השייכות להכנת אוכל,12,17
2414,186,הבערה וכיבוי,1,7
2415,186,תיקון כלים,8,9
2416,186,ביקוע עצים וטלטולם,10,11
2417,186,פעולות הקשורות לבניין,12,15
2418,186,טיפול בבעלי חיים,16,NULL
2419,186,טבילת כלים,17,18
2420,186,גזרת מקח וממכר,19,24
2421,186,היתר גבייה ונתינה של אוכל,25,26
2422,187,דיני הוצאה ונשיאת משאות,1,8
2423,187,התחומים לטלטול בהמה וחפצים,9,20
2424,188,הכנת העירוב והנחתו,1,8
2425,188,מי שלא הניח עירובי תבשילין,9,10
2426,188,עירובי תבשילין בשני ימים טובים של גלויות,11,15
2427,188,כבוד ועונג יום טוב,16,NULL
2428,188,שמחה במועד,17,21
2429,188,אבלות במועדי השנה,22,25
2430,189,הקדמה: איסור מלאכה בחולו של מועד,1,NULL
2431,189,מניעת הפסד,2,4
2432,189,צורך המועד,5,9
2433,189,צרכי הרבים,10,12
2434,189,כתיבה,13,14
2435,189,צרכי המת וחתונות,15,16
2436,189,תספורת וכיבוס,17,21
2437,189,עשיית מסחר,22,23
2438,189,היתרים לעשיית מלאכה ומסחר,24,25
2439,190,השקיה,1,4
2440,190,ציד מזיקים,5,NULL
2441,190,בנייה,6,7
2442,190,טיפול במת,8,9
2443,190,עבודות בשדה,10,12
2444,190,טיפול בכלים ובבהמות,13,16
2445,190,עשיית מלאכה בערב יום טוב ובערב פסח,17,21
2446,192,איסור חמץ בפסח,1,3
2447,192,חמץ שעבר עליו הפסח ותערובת חמץ,4,5
2448,192,עונשים על אכילת חמץ,6,7
2449,192,איסור אכילת חמץ בערב פסח,8,10
2450,193,חובת השבתת חמץ ובדיקתו,1,3
2451,193,אופן הבדיקה ומקומותיה,4,6
2452,193,בדיקה במקרי ספק,7,13
2453,193,חמץ שאין צורך לבערו,14,16
2454,193,חובת בדיקה בבית שכור,17,18
2455,193,בדיקה תוך שלושים יום קודם הפסח,19,NULL
2456,194,חמץ הנשאר לאחר הבדיקה,1,2
2457,194,בדיקה בערב פסח שחל בשבת,3,4
2458,194,בדיקה לאחר הזמן,5,NULL
2459,194,נוסח הברכה והביטול,6,8
2460,194,ביטול במקרה שאי אפשר לבער,9,10
2461,194,אופני הביעור,11,NULL
2462,195,הגדרת החמץ השייך לישראל,1,5
2463,195,מכירה או נתינה של חמץ לגוי,6,7
2464,195,תערובת חמץ וחמץ שאינו ראוי לאכילה,8,12
2465,196,החומרים שיוצרים את החימוץ,1,2
2466,196,חימוץ הדגן,3,10
2467,196,חימוץ הבצק,11,16
2468,196,זהירות מחימוץ בהאכלת בעלי חיים ובמקרים נוספים,17,19
2469,196,מצה מתובלת ועשירה,20,NULL
2470,196,שימוש בכלי חמץ והכשרתם,21,26
2471,197,מצוות אכילת מצה,1,3
2472,197,המצה שיוצאים בה ידי חובה,4,9
2473,197,החייבים באכילת מצה,10,NULL
2474,197,זמנים האסורים באכילה,11,12
2475,198,מצוות סיפור יציאת מצרים,1,5
2476,198,חובת ההסבה ושתיית ארבע כוסות,6,10
2477,198,אכילת חרוסת ומרור,11,13
2478,199,סדר ליל הפסח בזמן המקדש ובזמן הזה,1,10
2479,199,אכילת צלי,11,NULL
2480,199,חוסר באחד ממאכלי הסדר,12,14
2481,211,מצוות מחצית השקל,1,NULL
2482,211,שיעור השקל ומשקלי מטבעות שונים,2,6
2483,211,החייבים במצווה,7,8
2484,211,גביית השקלים,9,10
2485,212,תיבות השקלים במדינה,1,NULL
2486,212,התיבות במקדש,2,3
2487,212,הבאת השקלים למקדש,4,NULL
2488,212,אופן התרומה וזמניה,5,9
2489,212,הרחקות מחשד בתרומה,10,NULL
2490,213,נתינת הקולבון ושיעורו,1,7
2491,213,אחריות על אבדן השקלים,8,9
2492,213,מעילה בשקלים,10,11
2493,213,מותר שקלים,12,13
2494,213,מעות הקדש המסופקות,14,15
2495,214,ייעוד תרומת הלשכה,1,7
2496,214,ייעוד שיירי הלשכה,8,NULL
2497,214,מותר תרומת הלשכה ומותר שיירי הלשכה,9,NULL
2498,214,גירעון בשקלים,10,NULL
2499,214,קנייה מכספי התרומה החדשה,11,12
2500,216,חדשי השנה והשנים,1,2
2501,216,משך החודש,3,4
2502,216,קביעת החודש ועיבור השנה על ידי בית הדין,5,8
2503,217,כשרות העדים,1,3
2504,217,בדיקת העדות,4,7
2505,217,מעמד קידוש החודש,8,9
2506,217,סמכות בית הדין לעניין קידוש החודש,10,NULL
2507,218,הליכת העדים לבית הדין וחילול שבת על כך,1,4
2508,218,עד מתי מקבלים את העדים,5,6
2509,218,סעודת עיבור החודש,7,NULL
2510,218,הודעה על קידוש החודש,8,14
2511,218,עדים שבאו לאחר עיבור החודש,15,19
2512,219,עיבור השנה לצורך התאמת הפסח עם זמן האביב,1,4
2513,219,סיבות נוספות לעיבור,5,8
2514,219,הדיון על עיבור השנה,9,12
2515,219,הזמן שבו אפשר לעבר את השנה ושנים שבהן אין מעברים,13,16
2516,219,הודעה על עיבור השנה,17,NULL
2517,220,האפשרות לקביעה על פי החשבון כשאין סנהדרין,1,3
2518,220,שני ימים טובים של גלויות,4,6
2519,220,שני ימים טובים של ראש השנה,7,8
2520,220,המקומות שבהם נוהגים שני ימים טובים,9,12
2521,220,תלות החשבון בבני ארץ ישראל,13,NULL
2522,221,הזמן שבין מולד למולד והפרש שבין שנת חמה ללבנה,1,4
2523,221,חישוב זמן המולד לפי חודשים ושנים,5,9
2524,221,מחזור השנים הפשוטות והמעוברות,10,11
2525,221,חישוב זמן המולד לפי מחזור השנים,12,15
2526,222,ימים בשבוע שבהם לא קובעים את ראש חודש תשרי,1,NULL
2527,222,דחייה כשהמולד חל מחצות היום ואילך,2,3
2528,222,מקרי דחייה הקשורים באורך השנה,4,6
2529,222,טעם הדחיות הללו,7,8
2530,223,חודשים מלאים וחסרים,1,4
2531,223,סדר החודשים המלאים והחסרים והחודשים שאורכם איננו קבוע,5,6
2532,223,חישוב סדר חודשי השנה,7,10
2533,224,המחלוקת על אורך שנת החמה,1,NULL
2534,224,הזמן שבין תקופה לתקופה לשיטה הראשונה,2,NULL
2535,224,פירוט ארבע תקופות השנה,3,NULL
2536,224,חישוב יום התקופה לפי השיטה הראשונה,4,8
2537,225,אורך שנת החמה והזמן שבין תקופה לתקופה לשיטה השנייה,1,3
2538,225,חישוב יום התקופה לפי השיטה השנייה,4,5
2539,225,רמת הדיוק של שתי השיטות,6,7
2540,226,חשיבות הכרת דרכי החישוב של הראייה,1,6
2541,226,אופן חישוב מיקום בשמיים על פי גלגל המזלות,7,12
2542,226,מהלך כוכבי הלכת על פני גלגל המזלות,13,15
2543,226,הגדרת נקודת מוצא של זמן ומקום לצורך חישובי הראייה,16,17
2544,227,קצב התנועה הממוצע של השמש,1,NULL
2545,227,גובה' השמש; אופן חישוב המקום והגובה והדגמתו,2,NULL
2546,228,אופן החישוב,1,3
2547,228,‘מנת המסלול’,4,8
2548,228,הדגמת החישוב,9,11
2549,229,תנועות הירח הממוצעות,1,4
2550,229,התאמת החישוב לפי עונות השנה,5,6
2551,230,חישוב מקום הירח ה’אמתי’ בגלגל הקטן,1,3
2552,230,חישוב מקומו ה’אמתי’ של הירח בגלגל המזלות,4,7
2553,230,הדגמת החישוב,8,9
2554,231,ה’ראש’ וה’זנב’ וקצב תנועתם,1,6
