בשלח,"א, א",ראו כי:,"נאמר בשנת תקס""ה — ראה אוה""ת משפטים ע' ג'טז: ביאור ע""פ ראו . . בשלח תקס""ה. היום יום י""ז שבט ע' כ."
,"ד, א","וכמ""ש במ""א שזהו ענין קומי לך רעיתי:","שה""ש ב, י."
,,לכו לחמו:,"משלי ט, ה."
,,פתחי לי כחודה:,"ראה בס' המאמרים ה'תש""ג ע' 198 בהערה."
,,,"ע' קרח (נה, א). וש""נ. [כ]."
,,על תפלתי שתהא סמוכה למטתי:,"ברכות ה, ב."
,,אך עיקר בקשת משה:,"ראה ד""ה מים רבים תרל""ו פרק קכז. סה""מ תרס""ח ע' רפה."
,,גל עיני ואביטה נפלאות מתורתך:,"תהלים קיט, יח."
,,,"סיום הביאור או הוספה מהצ""צ, באוה""ת ואתחנן ע' קיג."
,,וידעת היום:,"בסה""מ תקס""ה ח""ב ע' תשכח — הנחת כ""ק אדמו""ר האמצעי."
,,,"ד""ה זה במאמרי אדה""א — הנחות תקע""ז ע' רנה, מיוסד על מאמר זה (נדפס גם במאמרי אדה""ז פרשיות ח""ב ע' תשד)."
,,,"ביאור על מאמר זה, באוה""ת ואתחנן ע' קעא."
,,,"לכללות המאמר ראה סהמ""צ להצ""צ, מצות האמנת אלקות בתחלתו. ושם דף קעד, א."
,,,"המאמר נזכר בספר החקירה ז, ב. באוה""ת שבועות ע' עח. ובאוה""ת שופטים ע' תתמז, ושם כעין קיצור מכל המאמר וז""ל שם:"
,,,"”והענין כמ""ש בלקו""ת בד""ה וידעת היום דרוש הראשון והביאור בענין ג' בחי' הא' ראי' ממש. הב' דעת שהוא אחוריים דיסוד אבא שהוא ראי' ע""ד ידיעת המציאות ולא השגת המהות והראיה הוא השגת המהות, הג' בחי' אמונה, מבואר שם ענין ב' פסוקים אתה הראת לדעת כי הוי' הוא האלקים וענין וידעת היום והשבות שבפסוק אתה הראת לדעת קאי על ממכ""ע שעז""נ ומבשרי אחזה אלוקה ממש בחי' הראת לדעת, אך בבחי' סוכ""ע אין דרך להגיע כ""א בבחי' אמונה ואעפ""כ נאמר ע""ז וידעת היום כו', והיינו ענין ורעה אמונה והמשכה זו להמשיך הדעת באמונה הוא ע""י תומ""צ שעליהם נאמר נעשה אדם בצלמינו, אדם אדמה לעליון בחי' סוכ""ע ואדם הוא בחי' דעת כו' ע""ש""."
,,וידעת היום והשבות:,"דברים ד, לט."
,,אתה הראת לדעת:,"דברים ד, לה."
,,פנים אל פנים:,"דברים ה, ד."
,,אם יוספים אנחנו לשמוע וגו' קרב אתה ושמע:,"דברים ה, כב-כד."
,,היטיבו כל אשר דברו וגו' לך אמור להם:,"דברים ה, כה-כד."
,,וזאת המצוה:,"דברים ו, א."
,,שמע ישראל:,"דברים ו, ד."
,,פרשה שמע חובת הגוף היא ונוהגת:,"קידושין לז, א."
,,ענין דעת וענין אמונה שהם שתי מצות:,"הדיעות בזה הובאו במצות האמנת אלקות הנ""ל. וראה קונטרס תורת החסידות (ע' 14) ובהערת כ""ק אדמו""ר שם. ובאוה""ת ואתחנן ע' שמה. מובא אוה""ת דברים כרך ז ע' ב'תצה. וראה דרך מצותיך קעד, א."
,,"ועד""ז פי' בשל""ה . . מאמר א':","בשם חובת הלבבות שער היחוד ”וזהו מרומז במ""ש דע את אלקי אביך ר""ל נוסף על מה שהוקבע אמונת האלקות בלבך מצד אביך דהיינו הקבלה איש מפי איש דע אתה בעצמך מצד ההשגה"" ע""ש."
,,ויאמינו בהוי':,"שמות יד, לא."
,,"ברבות בשלח פכ""ג:","”ד""א תשורי מראש אמנה א""ר נחמיה לא זכו ישראל לומר שירה על הים אלא בזכות אמנה"" — אוה""ת בשלח ע' תכט."
,,"ובשה""ש רבה בפ' אתי מלבנון:","פ""ד, ח. ”כתיב וירא ישראל את היד הגדולה דאדין אדדם ואינם מאמינים (פי' המ""כ י""ל עדיין הוא מוליך ומדדה אותם מתוך הים ועיניהם הרואות ולא יאמינו בתמיה) אית בר נש דחמי ולא מהימן הוי בזכות האמנה שהאמינו ישראל במצרים שנאמר ויאמן העם"" — אוה""ת בשלח ע' תל."
,,והענין כי באמת . . זו היא בחי' אמונה:,"מובא בספר החקירה ז, ב."
,,ומבשרי אחזה אלו-ה:,"איוב יט, כו. באוה""ת דברים כרך ו ע' ב'תצו יש לכאן הגהה ע""ש. וראה גם ספר החקירה ח, א."
,,שרואין את העולמות שהם כמו גוף גדול:,"ראה אדר""נ פל""א. ובמו""נ ח""א פע""ב."
,,"מהארץ לרקיע מהלך ת""ק שנה:","חגיגה יג, א. ירושלמי ברכות פ""ט, ה""א."
,,שאו מרום עיניכם:,"ישעי' מ, כו."
,,וידיעה זו מורגשת כאלו רואה:,"נתבאר בספר החקירה ח, א ושם ח, ב בהקיצור. ושם דף כו, א ומבאר שכאן מפרש אדה""ז שראיה דבחי' ומבשרי אחזה אינו אלא על בחינת ממכ""ע, שזהו כדמיון הנשמה המלובשת בגוף, ועל סוכ""ע צריך אמונה, והצ""צ מפרש עוד יותר שגם בסוכ""ע מורגש הראיה והביא ראיה מגלגלים שאינן כגוף האדם, ע""ש בארוכה."
,,אך עיקר בקשת משה:,"ראה ד""ה מים רבים תרל""ו פרק קכז. סה""מ תרס""ח ע' רפה."
,,וזהו לשון אחזה ולכן אין זה נקרא בשם אמונה:,"באוה""ת סידור ע' מד מציין לכאן, דכאן ביאר ”דעל בחי' ממכ""ע נאמר ומבשרי אחזה שמרגיש מציאותו רק שאינו נודע מהותו. וסוכ""ע הוא בחי' אמונה, ולכאורה זה סותר למ""ש דחכמה נק' אתה שהוא בגילוי ממש המהות, ובכתר הוא הרגשת המציאות כו', אכן באמת לק""מ דשם [= הכוונה לכאן] הכוונה שאצלינו הוא כאן שבממכ""ע יש הרגשת המציאות כו', אבל כאן [= הכוונה לסידור] הכוונה על עולם האצילות אשר שם דוקא החכמה הוא בבחי' גילוי המהות ממש"" ע""ש."
,,דעת . . והרגשה:,"נסמן לעיל ואתחנן ב, א. וראה תניא פמ""ו. וראה גם המשך בששה""ק תער""ב ח""א ע' תקיב."
,,דעת הוא העמקת הלב:,"מובא באוה""ת נ""ך כרך ב ע' תתקפח ושם מציין: ”וע' מזה שהדעת הוא ההתקשרות בהדבר והפך השכחה בסידור בד""ה להבין ענין הלולב ומיניו""."
,,הרהור . . לא עביד מידי:,"זח""ג קה, א."
,,דהרהור לאו כדיבור דמי:,"ברכות כ, ב. באוה""ת דברים כרך ו ע' ב'תצו יש לכאן הגהה וקיצור."
,"ד, ב","ב אך הנה דעת והרגשה זו הוא בבחי' ממכ""ע:","ראה אוה""ת פנחס א'קעד. וראה המשך בששה""ק תער""ב ח""א ע' קפט: ועמ""ש בלק""ת . . דבבחי' ממכ""ע דהיינו בחי' חכ' שייך ידיעת המציאות ובבחי' סובב דהיינו בחי' הכתר הו""ע האמונה כו' ומבו' במ""א שזהו אצלינו כך אבל באצי' החכ' היא בבחי' השגת המהות וח""ס בהשגת המציאות כו' וגם מבו' שם בהבי' הב' בענין הדעת באמונה (!) שגם בבחי' סובב שייך השגת והרגשת המציאות כו' וזהו גם אצלינו וכמש""ש שכל הנבראים יכולים להשיג מציאות בחי' הסובב כו' . . אך גם הסובב מושג מציאותו."
,,"ח""ג קל""ז ב':","ראה אוה""ת ענינים ע' רסה."
,,"בד""ה ונקדשתי בתוך בנ""י:","לעיל אמור לא, ג."
,,אני הוי' לא שניתי:,"מלאכי ג, ו."
,,"ואתה הוא קודם שנבה""ע:","תדא""ר פכ""א. נוסח התפלה (עד שלא נבה""ע). של""ה ג, ב."
,,מלכותך . . מלכות כל העולמים:,"תהלים קמה, יג."
,,"כמאמר בשכמל""ו:","פסחים (נו, א) פתח יעקב אבינו ואמר. [כ]."
,,"עד שלא נבה""ע הי' הוא ושמו לבד:","פדר""א פ""ג. ראה לעיל בהר מג, ב ובמ""מ לשם. וראה בהנסמן במאמרי אדה""ז — פרשיות לע' תקעב."
,,כי נשגב שמו לבדו:,"תהלים קמח, יג."
,,"(וע' מזה בד""ה לכן אמור:","תו""א נז, ב."
,,"ובד""ה קחו מאתכם תרומה:","תו""א פז, ב."
,,"ובד""ה יביאו לבוש מלכות:","תו""א צ, ג."
,,"ובד""ה שיר השירים:","לעיל שה""ש א, ג."
,,"ובד""ה קול דודי:","לעיל שה""ש יד, ג."
,,והקדוש בשמים ובארץ:,ברכת ישתבח.
,,(והמלך הגדול . . וכתיב אלף אלפים:,"הגהה זו נמצא גם בכת""י 1824. לכן נראה שזהו מאדה""ז ולא מהצ""צ."
,,ולגדולתו אין חקר:,"תהלים קמה, ג."
,,אלף אלפים:,"דניאל ז, י."
,,אלא זו היא בחי' אמונה:,"ראה המשך תער""ב ח""א פרק צח."
,,כחשיכה כאורה:,"תהלים קלט, יב."
,,ולפניו כחשיכה כאורה:,"באוה""ת דברים כרך ז ע' ב'תצז יש הוספה מהצ""צ."
,,"בד""ה וירא ישראל כו' ויאמינו בהוי':","בתו""א פ' בשלח."
,,שכן ארץ ורעה אמונה:,"תהלים לז, ג."
,,ורעה אמונה . . ומלאה הארץ דעה:,"ראה אוה""ת פנחס ע' א'קעה."
,,ומלאה הארץ דעה:,"ישעי' יא, ט. וכ""ה באוה""ת דברים כרך ז ע' ב'תצו. אבל בישעי' כתי' כי מלאה."
,,פי' הארץ היא האמונה שנק' בשם ארץ:,"באוה""ת דברים כרך ד ע' א'תתקלא מציין: ע""ז ”ומ""ש שהאמונה נק' ארץ זהו כמ""ש בתו""א ס""פ משפטים בד""ה לא תהי' משכלה ועקרה בארצך אשר יש ארץ החיים והוא ג""ע שממנו נשפע החיים דהיינו אמונה ואוי""ר כמ""ש באמונתו יחי' כו'""."
,,נעוץ תחלתן בסופן:,"ס""י פ""א, מ""ז."
,,ונגלה כבוד ה':,"ישעי' מ, ה. באוה""ת דברים כרך ו ע' ב'תצט יש הוספה מהצ""צ."
,,"בד""ה להבין ענין הברכות:","תו""א ו, א. ועם הגהות באוה""ת בראשית כרך ג."
,,"ובאגה""ק ע""פ חגרה בעוז מתניה:","אגה""ק סי' א. וראה בליקוט פירושים — חיטריק שם."
,,"בד""ה ואהיה אצלו אמון:","לעיל במדבר יז, ד ואילך."
,,נעשה אדם:,"בראשית א, כו."
,,"רמ""ח מצות הם רמ""ח אברין דמלכא:","ראה ת""ז ת""ל. הנסמן במאמרי אדה""ז — פרשיות לע' רפג."
,,אדם אדמה לעליון:,"של""ה ג, א. שם תושב""כ דרוש צאן יוסף שא, ב."
,,"תורה עבודה וגמ""ח:","אבות א, ב."
,,"תורה הוא שמותיו של הקב""ה:","זח""ב פז, א. הקדמת הרמב""ן עה""ת. יונת אלם פכ""ט. וראה לעיל פ' מטות עו, ב. וראה הפי' באוה""ת דברים כרך ו ע' ב'שלא."
,,להחיות רוח שפלים:,"ישעי' נז, טו."
,,"אתערותא דלתתא אתעדל""ע:","ראה זח""א פח, א. קסד, א. רלה, א. רמד, א. ועוד."
,,קרבנות . . באש שלמע':,"יומא כא, א."
,,בתפלה שכנגד הקרבנות:,"ברכות כו, ב. וראה ב""ר פס""ח, ט."
,,"במאמר אחד ואח""כ נפרט:","ראה מדרש שמואל אבות ה, א."
,"ד, ג",כמים הפנים לפנים:,"משלי כז, צט."
,,קבועה ותקועה בלב ונפש האדם:,"באוה""ת דברים כרך ז ע' ב'תצט יש הוספה וקיצור. ע""כ נמצא שם מלקו""ת."
,,אחד . . בשבעה רקיעים ובארץ:,"סמ""ק סק""ד. הובא בב""י או""ח רסס""א."
,,ואמונה זו היא בחי' ארץ זבת חלב ודבש:,"ראה אוה""ת ואתחנן ע' קכט."
,,"בד""ה באתי לגני:","לקמן שה""ש לב, ג."
,,"סד""ה חכלילי עינים:","תו""א פ' ויחי."
,,"ובזח""ג קל""ו ב':","ראה לעיל שלח מב, ד."
,,אז תתענג על ה':,"ישעי' נח, יד."
,,וצדיק באמונתו יחי':,"חבקוק ב, ד. ראה אגרות אדה""ז אגרת נא (ע' קכג) דשם מציין שזה הענין נרמז גם בתניא פרק לג."
,,לתענוג ולפיקוח נפש:,"ראה בטושו""ע או""ח סר""ז."
,,ומרוב כל:,"דברים כח, מז."
,,מי לי בשמים:,"תהלים עג, כה."
,,"ובפ' בהר דק""י ע""ב:","ע""פ ורעה אמונה ”שע""י ועשה טוב ממשיך למעלה בחי' אמרו צדיק כי טוב . . והיינו שע""י צדקה ומע""ט מעוררים וממשיכים השפע שיבא ביסוד ועי""ז נמשך מיסוד למל'"" — יהל אור ע' שלא."
,,"ובפי' הרמ""ז שם מענין טוב:","וראה לעיל פ' בלק עג, ד ובמ""מ לשם. שנעתק מאוה""ת נ""ך כרך א ע' קד."
,,הנחש הטיל זוהמא:,"שבת קמו, א."
,,ובמתן תורה פסקה זוהמתן:,"ראה שבת שם. תו""א משפטים עט, ד. אור החיים ברכה לג, ג."
,,בימי יהושע עבדו את ה':,"יהושע כד, לא."
,,ובימי דוד ושלמה:,"זח""א קנ, א. שמו""ר טו, כו."
,,"וס""פ אמור דק""ז:","נזכר גם לעיל פ' תזריע כ, ג."
,,וכן — לפעמים נופל . . ולפעמים . . הרהורי תשובה .ֿ. אל יפול:,"כי הרי אמר קרא שבע יפול צדיק וקם, שהנפילה היא בשביל הקימה והעלי' שלאח""ז, ונפילה וירידה זו מוכרחת היא (ראה סוף ההקדמה לשער היחוד והאמונה, תו""א ביאור לד""ה ושבתי בשלום), וכמבואר במ""א בארוכה, אשר בין מדרי' הקודמת למדרי' נעלית יותר שאחרי' צ""ל ביטול באמצע (וגם בסדר הירידה מלמעלה למטה כן הוא, אשר בן יש ליש צ""ל אין באמצע, כמבואר בשערי אורה ד""ה יביאו לבוש מלכות פכ""ד ואילך, המשך ר""ה ה'תשי""א (תרצ""ד) פ""ב ואילך ובכ""מ). וכיון שהירידה הכנה מוכרחת היא להעלי' למדרי' היותר נעלית — הרי אי""ז ירידה אמתית, כ""א חלק מן העלי' הנעלית יותר. — ובדא""פ י""ל אשר בהכרח לומר כן, כי מכיון שכוונת הבריאה (שהיא ירידה והשתלשלות1 מלמעלה למטה) היא, שתהי' אח""כ עלי' אחר עלי' מלמטה למעלה, הרי צ""ל שנעשה כן בפועל, שמאז נגמרה הירידה התחילה העלי' אחר עלי', כי אין מעכב, ח""ו, בידו, ובפרט שכוונת הבריאה קודמת לבריאה ואין שם שום מציאות שרש ומקור ללעו""ז, כמובן. — וע""כ צ""ל שהבחירה נוגעת רק במצבם של פרטים, אבל אינה משנית את הסך-הכל של הבריאה בכללותה, שהיא בעלי' תמידית, כיון שכך היא כוונת הבריאה, — ובעומק יותר צ""ל שגם באיש הפרטי מתקיימת כוונת הבורא, שהוא בעלי' תמידית — דמאי שנא — וע""כ הביאור הוא כנ""ל. ובחירת האדם — קובעת רק את מהירות העלי' (וע""ד הביאור הוא כנ""ל. ובחירת האדם — קובעת רק את מהירות העלי' (וע""ד מרז""ל זכו אחישנה לא זהו בעתה), ואופן העלי' (אם הוא ע""י נתינת מקום מראש ללעו""ז ועי""ז דוקא ינצחו כליל אח""ז (ע""ד משנ""ת בס' המצות מצות איסור עבודת בע""מ. ובכל זה נענש הבוחר, כיון שלא זו (עבירה לשמה) היא כוונתו שלו) או עלי' בלי נסיגה לאחור כלל). והוא מעין החילוק דירושלמי ובבלי, שאף שכל קושיא הוא מסטרא דרע, אבל גם היא חלק מבירור הדין (משיחת כ""ק אדמו""ר — י""ט אייר ה'תשי""ב — לקו""ש ח""ג ע' 976)."
,,לכל עת:,"קהלת ג, א."
,,ולאום מלאום יאמץ:,"בראשית כה, כג."
,,כשזה קם . . לא נתמלאה צור:,"ובפירש""י שם עזה""פ הב' ציונים אלו [ב]."
,,כי כך הוא סדר תהפוכות הזמן:,"ראה לקו""ש ח""ה ע' 178 הערה 37."
,,ובערת הרע:,"דברים יג, ו."
,,אך להיות בחי' סובב כל עלמין:,"קטע מובא באוה""ת תשא ע' ב'ע."
,,ואת רוח הטומאה אעביר:,"זכרי' יג, ב."
,,ובית שני הי' בו שנאת חנם:,"יומא ט, ב. ראה ירושלמי יומא פ""א, ה""א."
,"ד, ד",זה לעומת זה:,"קהלת ז, יד."
,,והנשים שהיו מבכות:,"יחזקאל ח, יד."
,,אמרו מעת חדלנו:,"ירמי' מד, יח."
,,"כמ""ש בירמי' סי' כ""ז פסוק י""ד ט""ו:",פסוק יד: ואל תשמעו אל דברי הנביאים האומרים אליכם לאמר לא תעבדו את מלך בבל כי שקר הם נבאים לכם.
,,פסוק טו:,כי לא שלחתים נאם ה' והם נבאים בשמי לשקר למען הדיחי אתכם ואבדתם אתם והנביאים הנבאים לכם.
,,"בב""ש שחסרו ה' דברים:","יומא כא, ב."
,,"בד""ה כי המצוה הזאת:","לקמן פ' נצבים מה, ד."
,,"היום לעשותם ולא למחר בעוה""ב:","דברים ז, יא. ע""ז ד, ב. וש""נ."
,,"הידיעה והרגשה בבחי' ממכ""ע כבר נאמר אתה הראת:","ראה ד""ה אתה הראת תשל""ז סעי' ד (סה""מ מלוקט ח""ד ע' לה) דכאן מבואר שקאי על ממכ""ע ובכ""מ מבואר שאתה הראת לדעת קאי על העצמות ע""ש."
,,,"בלקו""ש חט""ז ע' 67 הערה 76 מציין לעיין באוה""ת פ' וארא ע' רכז."
,,"בד""ה צו את בנ""י:","לעיל פ' פינחס עה, ג."
,,"כי כמו שיש בחי' הסתר וצמצום בבחי' ממכ""ע:","באוה""ת נ""ך כרך א ע' תרלט מציין לכאן."
,,בשני יצריך:,"ראה ברכות פ""ט, מ""ה."
,,אנכי מי שאנכי:,"נסמן לעיל דברים א, ב. וש""נ."
,,והארץ תרצה את עונה:,"ראה ויקרא כו, מג."
,,שזדונות יהיו כזכיות:,"יומא פו, ב."
,,ובפ' וזאת הברכה:,"יא, ה."
,,ע' רבתי וכן ד' דאחד שהוא ענין עד:,"ראה אוה""ת שופטים ע' תתס שמבאר זה."
,,ואתם עדי:,"ישעי' מג, כ."
,,ושמע ל' הבנה:,"כמ""ש דבר כי שומע עבדך (ש""א ג, י). וראה ג""כ ברכות יג, א."
,"ה, א","ע""פ שנים עדים יקום דבר:","ראה דברים יט, טו."
,,עדות אותיות דעות:,"פרדס בעה""כ ערך עדות. ראה ג""כ מא""א אות ע', ס""ט."
,,ביאור הדברים:,"הנחת כ""ק אדמו""ר האמצעי בסה""מ תקס""ה ע' תשלח."
,,אברהם חסד דקדושה:,"ראה זח""א מא, א. הנסמן במאמרי אדה""ז — פרשיות לע' תקפ."
,,"ישמעאל חסד דלעו""ז:","ראה עמה""מ שי""ד פ' קכה (קיד, א)."
,,אברהם שיצא ממנו:,"ויק""ר פל""ו, ה. פסחים נו, א. ספרי דברים ו, ד. לב, ט. לג, ב. וראה ספר הליקוטים (הצ""צ) ערך ישמעאל."
,,שיצא ונפרד:,"וכן לקמן שה""ש ט, ד. וראה בלקו""ש ח""כ ע' 101. חכ""ה ע' 255 הערה 35."
,,יצחק גבורה דקדושה:,"מא""א אות יו""ד, סמ""ד."
,,אין ביכולת כל מדה שבלעומת זה להיות מנגד רק למדה שכנגדו בקדושה:,"”ובתו""ח שם [— תולדות קמד, ב] (פ""ז) שמצד היראה והפחד דיצחק [לא רק שא""א להיות ממנה יניקה לקליפת פלשתים, אלא יתירה מזו] ”לא יוכל לישב במושב ליצים וישנא מאוד ההוללות"" — לקו""ש חט""ו ע' 120 הערה 17."
,,שבארות שחפר אברהם סתמום פלשתים:,"בראשית כו, יח."
,,פלשתים לצנים היו:,"ע""ז יט, א. תו""א סא, ג. ראה לקו""ש חט""ו ע' קיט."
,,שאין להוללות ושמחה דקליפה יכולת כלל לעמוד נגד מדת היראה והפחד דקדושה:,"”הוא לפי' ש”אינן כלל לעומת זה של היראה [ושם [— בלקו""ת], שגם היראה כשהיא רק לבדה יש לה ג""כ מנגד מבחי' הגבורה דקליפה ורק ע""י הצטרפות והתכללות ב' המדות דקדושה (אהבה ויראה) ”אז (דוקא) לא יוכלו המנגדים שבלעומת זה לנגוע בהן""]"". — לקו""ש חט""ו ע' 120 הערה 20 ע""ש באריכות ההפרש שבין הלקו""ת לביאה""ז מאדה""א פא, א."
,,"ע""פ אלה תולדות יצחק:","תו""א יז, ג. וראה גם בתו""ח ר""פ תולדות קמג, ג ואילך."
,,"וסד""ה ויהי בשלח פרעה:","תו""א סא, ג ואילך. וראה אוה""ת בשלח ע' שסז."
,,כיתרון האור מהחושך:,"קהלת ב, יג."
,,ונאספו שמה:,"בראשית כט, ג."
,,לב האבן:,"יחזקאל יא, יט."
,,יעקב הוא בריח התיכון ומדתו אמת:,"ראה זח""א קלט, א ועוד. תניא ספי""ג."
,,"התפארת הוא המחבר חו""ג:","ראה זח""ג כח, סע""א. ס' מאמרי אדה""ז — ענינים ע' נח ובהנסמן שם."
,,יושב אהלים:,"בראשית כה, כז."
,,"כמ""ש בזהר ס""פ תרומה (דקע""ה ע""ב):","יושב אהל לא כתיב אלא ישב אהלים תרי דאחיד להאי ואחיד להאי . . דתנינן מאי איש תם כתרגומו שלים, שלים מכלא שלים לתרין סטרין לעתיקא קדישא ולזעיר אפין שלים לחסד עלאה ולגבורה עלאה כו' (נר' דמרמז דזה ב' הענינים דמדתו אמת שהוא הארה מכתר. והיינו להיות כי הת""ת הוא המחבר חו""ג) — ביאור מחסיד בכת""י."
,,"ויקרא (י""ב ב'):","עושה שלום במרומיו דא יעקב דכתיב תתן אמת ליעקב. וכתיב והאמת והשלום אהבו דאמת ושלום קשור דא בדא . . יעקב איהו עביד שלום כמה דאמרן בגין דאחיד להאי ולהאי. ואח""כ מביא מזהר וישלח לאחר הזהר תרומה ויקרא — ביאור מחסיד בכת""י."
,,"וישלח (קס""ז ב'):","”פי' יושב אוהלים בגין דאיהו יתיב בתרין משכנין עילאין ופי' במק""מ שז""א שהוא יעקב הוא בין שני ההי""ן מקבל מן ה' הראשונה ונותן לה' האחרונה"" — יהל אור ע' מג."
,,,"איש תם יושב אוהלים גבר שלים בגין דאיהו יתיב בתרין משכנין [בניצוצי אורות — בינה ומל'] עלאין ואשלים להאי גיסא ולהאי גיסא. (דמתחיל בענין אוהלי תרין משכנין) וע""ז מביא גם הרבות. — ביאור מחסיד בכת""י."
,,"תושב""כ נק' אהלו של שם:","ראה אוה""ת תולדות קמה, א."
,,שכל התורה היא שמותיו:,"לעיל [פינחס] (עו, רע""ב). וש""נ. [כ]."
,,"זח""א בראשית ד""נ ע""ב:","דמבאר איך שיעקב מחבר תושב""כ ותושבע""פ ודו""ק היטב — ביאור מחסיד בכת""י."
,,"ברבות וישלח פע""ט:","לפי שכתוב יעקב איש תם יושב אוהלים לפיכך ויבא יעקב שלם (הרי מקשר ענין יושב אוהלים לויבא יעקב שלם. וזכות הוא לו מה שהי' (?) — ביאור מחסיד בכת""י."
,,"בחקתי ס""פ לו במדבר פ""ג:","יעקב בחרו הקב""ה שנא' כי יעקב בחר לו כו' אבל לא קירבו אלא הוא קירב א""ע שנאמר ויעקב איש תם יושב אהלים (הרי יושב אהלים באהלי שם דזהו שקירב א""ע.) וגם במד""ר בחקתי מזכיר זה לזכות דאמר שם עד מתי זכות אבות קיימת . . שנאמר ויעקב איש תם — ביאור מחסיד בכת""י."
,,"נשא פי""ג:","ויעקב איש תם יושב אהלים ואמ' יוכר באהלים, ג""כ ראי' דאהלים הוא אהלי תורה ודו""ק — ביאור מחסיד בכת""י."
,,ובפ' דברים:,"התחיל עשו צוח כו' בא וראה מה עשה לו . . ויעקב איש תם יושב אוהלים לא די שצחק לי על שמכרתי בכורתי עתה לקח ברכתי ע""ש — ביאור מחסיד בכת""י."
,,"וכיון שכן שהוא כולל חו""ג . . ולכן הוא בלבדו גלל האבן:","ראה לקו""ש ח""כ ע' 126 הערה 21. שם ע' 408 הערה 175."
,,כי לא יכול לו:,"בראשית לב, כו."
,,כי שרית:,"בראשית לב, כט."
,"ה, ב",שפת אמת תכון לעד:,"משלי יב, יט."
,,תתן אמת ליעקב:,"מיכה ז, כ."
,,"באגה""ק סד""ה זורע צדקה שכר אמת:","בפי' תתן אמת ליעקב דיש ב' מיני דו""ר הראשונות הן הנולדות מהתבונה והדעת כו' והאחרונות הן הבאות אח""כ מלמעלה בבחי' מתנה כו' ולכן הן הן הנקראים בשם אמת כו' ע""ש"" — אוה""ת דרושים לסוכות ע' א'תשצו."
,,"באגה""ק סד""ה זורע צדקות שכר אמת:","יש ב' מיני דו""ר הראשונות הן הנולדות מהתבונה כו' והאחרונות הן הבאות אח""כ מלמעלה בבחי' מתנה כו' ודאי אין ערוך כלל בין הראשונות שהן תולדות השכל הנברא לגבי האחרונות שהן מהבורא ית""ש ולכן הן הן הנקראות בשם אמת כי חותמו של הקב""ה אמת שהוא אמת האמיתי, וכל האמת שבנבראים כלא חשיבי קמיה, אך איזה הדרך שיזכה האדם לאמת ה', הנה הוא ע""י שיעורר ר""ר לפני ה' על הניצוץ שבנפשו שהיא מדתו של יעקב מבריח מהקצה אל הקצה כו' דהיינו מרום המעלות עד למטה מטה להמשיך אמת ה' לעולם השפל הזה החשוך כו' (א""כ זהו מה שע""י מדתו של יעקב ממשיכים האמת מלמעלה, ולכן הוא דאינו נפסק כו') — ביאור מחסיד בכת""י."
,,"ע""פ ובשנה הרביעית:","לעיל פ' קדושים כט, ד."
,,"ועמ""ש סד""ה במדבר סיני:","לעיל במדבר ג, א שהרחמים של יעקב לעורר רחמים רבים אפי' על עולמות עליונים כו' וכולא קמי' כלא חשיב . . הרחמנות על השבטים, עלמין דאתגליין המקבלים חיותם מבחי' עלמא דאתגלייא הם הנק' מים תחתונים . . ובכל אדם הוא לעורר ר""ר על ניצוץ אלקי שירד ממקום כבודו ממקום גבוה למקום נמוך, ולא בשביל הירידה לבדה שירדה אלא אף גם זאת שנתלבשה בלבוש הגוף החומרי. — ביאור מחסיד בכת""י."
,,"ובד""ה כנשר יעיר:","לקמן האזינו עח, א. הרחמים על ניצוץ אלקות והרחמנות אינו על גופו ונה""ב, אלא כמ""ש וישוב אל ה' וירחמהו דהיינו על ניצוץ אלקות שנפל מאיגרא רמה כו' בהתלבשותה בגוף הגשמי בעוה""ז שמחמת זה נמשך אחר חומריות הגוף — ביאור מחסיד בכת""י."
,,ימותו ולא בחכ':,"איוב ד, כא."
,,"בזח""ג ר""פ ויקרא:","ראה ביאה""ז לאדה""א ר""פ ויקרא. וביאוה""ז להצ""צ כרך א ע' שיג ואילך."
,,"ועיין בזח""ג ר""פ ויקרא:","ב, א ונתתם לי אות אמת דא אות ו' כו' ואי תימא שאר אתוון לאו אינון אמת, אין, אלא אות דא אקרי אמת ובניצוצי אורות שהוא הת""ת — ביאור מחסיד בכת""י."
,,"ובפרדס בעה""כ ערך אמת:","כל המפרשים הסכימו היות התיבה זו רומז על ת""ת . . זולתי הרמב""ן — ביאור מחסיד בכת""י."
,,"ע""פ הזהר פ' חיי שרה (דקכ""ג ע""א):","ביאוה""ז לאדה""א יב, ד יש להבין למה דוקא הזכיר קוב""ה דאתכליל כו' ולא חו""ב כו' קוב""ה הכוונה על קו וחוט אור א""ס נאצלה מן המאציל והוא מאיר בז""א יותר מבכל הפרצופים. והטעם ידוע לפי שאוא""ס בכל ספי' וספי' וכמ""ש אנת מלגאו כל ספי' ומלבר כו', אמנם מאחר שכל ספי' מיוחדת לעצמה ואין בחכמה אלא חכמה ולא בינה כו' — ביאור מחסיד בכת""י."
,,"בע""ח שער כ""ב פ""א:","בדפוס שקלאוו תק""ס. [לפננו שער כ""ג] צ""ל פ""ה ולא פ""א. [כ]."
