נכון_לתאריך,2017-11-01 22:57:45
טבלה,סמל_ישוב,שם_ישוב,סמל_רחוב,שם_רחוב
טבלת רחובות ,831  ,ירוחם               ,326  ,זלדה
טבלת רחובות ,831  ,ירוחם               ,119  ,חבקוק הנביא
טבלת רחובות ,831  ,ירוחם               ,129  ,חובבי ציון
טבלת רחובות ,831  ,ירוחם               ,125  ,חטיבת הנגב
טבלת רחובות ,831  ,ירוחם               ,305  ,חיד"א
טבלת רחובות ,831  ,ירוחם               ,126  ,חשמונאים
טבלת רחובות ,831  ,ירוחם               ,214  ,יהודה
טבלת רחובות ,831  ,ירוחם               ,330  ,יהודה עמיחי
טבלת רחובות ,831  ,ירוחם               ,215  ,יוסף
טבלת רחובות ,831  ,ירוחם               ,133  ,יסמין
טבלת רחובות ,831  ,ירוחם               ,323  ,יעקב
טבלת רחובות ,831  ,ירוחם               ,321  ,יצחק
טבלת רחובות ,831  ,ירוחם               ,207  ,יצחק בשביס זינגר
טבלת רחובות ,831  ,ירוחם               ,106  ,יצחק שדה
טבלת רחובות ,831  ,ירוחם               ,9000 ,ירוחם
טבלת רחובות ,831  ,ירוחם               ,223  ,יששכר
טבלת רחובות ,831  ,ירוחם               ,325  ,לאה
טבלת רחובות ,831  ,ירוחם               ,217  ,לוי
טבלת רחובות ,831  ,ירוחם               ,175  ,מבוא נחל מטמון
טבלת רחובות ,831  ,ירוחם               ,209  ,מנדל
טבלת רחובות ,831  ,ירוחם               ,180  ,מעגל האירוס
טבלת רחובות ,831  ,ירוחם               ,153  ,מעגל האתרוג
טבלת רחובות ,831  ,ירוחם               ,154  ,מעגל הגפן
טבלת רחובות ,831  ,ירוחם               ,190  ,מעגל הזוגן
טבלת רחובות ,831  ,ירוחם               ,181  ,מעגל החלמונית
טבלת רחובות ,831  ,ירוחם               ,191  ,מעגל החצב
טבלת רחובות ,831  ,ירוחם               ,192  ,מעגל היפרוק
טבלת רחובות ,831  ,ירוחם               ,193  ,מעגל הכלנית
טבלת רחובות ,831  ,ירוחם               ,194  ,מעגל הנורית
טבלת רחובות ,831  ,ירוחם               ,195  ,מעגל הסתוונית
טבלת רחובות ,831  ,ירוחם               ,183  ,מעגל העירית
טבלת רחובות ,831  ,ירוחם               ,155  ,מעגל הערבה
טבלת רחובות ,831  ,ירוחם               ,196  ,מעגל הפרג
טבלת רחובות ,831  ,ירוחם               ,198  ,מעגל הצבעוני
טבלת רחובות ,831  ,ירוחם               ,184  ,מעגל הרותם
טבלת רחובות ,831  ,ירוחם               ,156  ,מעגל הרימון
טבלת רחובות ,831  ,ירוחם               ,6507 ,נאות הדר
טבלת רחובות ,831  ,ירוחם               ,6505 ,נווה נוף
טבלת רחובות ,831  ,ירוחם               ,6504 ,נווה עמק
טבלת רחובות ,831  ,ירוחם               ,6509 ,נוף מדבר
טבלת רחובות ,831  ,ירוחם               ,171  ,נחל אבנון
טבלת רחובות ,831  ,ירוחם               ,178  ,נחל דוד
טבלת רחובות ,831  ,ירוחם               ,158  ,נחל הבשור
טבלת רחובות ,831  ,ירוחם               ,172  ,נחל חתירה
טבלת רחובות ,831  ,ירוחם               ,176  ,נחל יעלים
טבלת רחובות ,831  ,ירוחם               ,186  ,נחל עין בוקק
טבלת רחובות ,831  ,ירוחם               ,179  ,נחל ערוגות
טבלת רחובות ,831  ,ירוחם               ,159  ,נחל צאלים
טבלת רחובות ,831  ,ירוחם               ,170  ,נחל צין
טבלת רחובות ,831  ,ירוחם               ,177  ,נחל שועלים
טבלת רחובות ,831  ,ירוחם               ,205  ,נלי זקס
טבלת רחובות ,831  ,ירוחם               ,302  ,נעמי שמר
טבלת רחובות ,831  ,ירוחם               ,219  ,נפתלי
טבלת רחובות ,831  ,ירוחם               ,318  ,סוליקה חגואל
טבלת רחובות ,831  ,ירוחם               ,124  ,סיני
טבלת רחובות ,831  ,ירוחם               ,142  ,סלעית
טבלת רחובות ,831  ,ירוחם               ,174  ,סמ נחל חביון
טבלת רחובות ,831  ,ירוחם               ,173  ,סמ נחל ממשית
טבלת רחובות ,831  ,ירוחם               ,182  ,סמטת הנמר
טבלת רחובות ,831  ,ירוחם               ,197  ,סמטת הצבוע
טבלת רחובות ,831  ,ירוחם               ,199  ,סמטת הקרקל
טבלת רחובות ,831  ,ירוחם               ,200  ,סמטת השועל
טבלת רחובות ,831  ,ירוחם               ,185  ,סמטת התן
טבלת רחובות ,831  ,ירוחם               ,134  ,סנקר אשר
טבלת רחובות ,831  ,ירוחם               ,204  ,עגנון
טבלת רחובות ,831  ,ירוחם               ,116  ,עזרא הסופר
טבלת רחובות ,831  ,ירוחם               ,111  ,עמוס הנביא
טבלת רחובות ,831  ,ירוחם               ,143  ,עפרוני
טבלת רחובות ,831  ,ירוחם               ,203  ,פרס
טבלת רחובות ,831  ,ירוחם               ,149  ,קנית
טבלת רחובות ,831  ,ירוחם               ,6512 ,קרית אגיס
טבלת רחובות ,831  ,ירוחם               ,213  ,ראובן
טבלת רחובות ,831  ,ירוחם               ,327  ,רבי דוד בוזגלו
טבלת רחובות ,831  ,ירוחם               ,122  ,רבי דוד מלול
טבלת רחובות ,831  ,ירוחם               ,137  ,רבי כדיר בוכריס
טבלת רחובות ,831  ,ירוחם               ,189  ,רבין
טבלת רחובות ,831  ,ירוחם               ,322  ,רבקה
טבלת רחובות ,831  ,ירוחם               ,208  ,רוזלין זוסמן יאלו
טבלת רחובות ,831  ,ירוחם               ,324  ,רחל
טבלת רחובות ,831  ,ירוחם               ,225  ,ריה"ל
טבלת רחובות ,831  ,ירוחם               ,168  ,רכסים
טבלת רחובות ,831  ,ירוחם               ,228  ,רס"ג
טבלת רחובות ,831  ,ירוחם               ,201  ,רש"י
טבלת רחובות ,831  ,ירוחם               ,226  ,רשב"ג
טבלת רחובות ,831  ,ירוחם               ,210  ,שד ורדימון
טבלת רחובות ,831  ,ירוחם               ,187  ,שולמית
טבלת רחובות ,831  ,ירוחם               ,6500 ,שכ אלי כהן
טבלת רחובות ,831  ,ירוחם               ,6501 ,שכ בן גוריון
טבלת רחובות ,831  ,ירוחם               ,6502 ,שכ יונתן
טבלת רחובות ,831  ,ירוחם               ,6503 ,שכ שקד
טבלת רחובות ,831  ,ירוחם               ,313  ,שלומציון
טבלת רחובות ,831  ,ירוחם               ,227  ,שמואל הנגיד
טבלת רחובות ,831  ,ירוחם               ,123  ,שמחוני אסף
טבלת רחובות ,831  ,ירוחם               ,220  ,שמעון
טבלת רחובות ,831  ,ירוחם               ,320  ,שרה
טבלת רחובות ,831  ,ירוחם               ,146  ,תמירון
טבלת רחובות ,3000 ,ירושלים             ,5658 ,א דרג'י
טבלת רחובות ,3000 ,ירושלים             ,4213 ,א זוהור
טבלת רחובות ,3000 ,ירושלים             ,4168 ,א טברי
טבלת רחובות ,3000 ,ירושלים             ,5282 ,א טברי סמ2
טבלת רחובות ,3000 ,ירושלים             ,4138 ,א טור
טבלת רחובות ,3000 ,ירושלים             ,4382 ,א נהאדה
טבלת רחובות ,3000 ,ירושלים             ,5660 ,א נח'יל
טבלת רחובות ,3000 ,ירושלים             ,4380 ,א נתר
טבלת רחובות ,3000 ,ירושלים             ,5251 ,א נתר סמ2
טבלת רחובות ,3000 ,ירושלים             ,5255 ,א נתר סמ4
טבלת רחובות ,3000 ,ירושלים             ,5256 ,א נתר סמ8
טבלת רחובות ,3000 ,ירושלים             ,5257 ,א סאפא סמ11
טבלת רחובות ,3000 ,ירושלים             ,4605 ,א סיוטי
טבלת רחובות ,3000 ,ירושלים             ,4207 ,א סלייב
טבלת רחובות ,3000 ,ירושלים             ,4022 ,א סעדייה
טבלת רחובות ,3000 ,ירושלים             ,4073 ,א רוסול
טבלת רחובות ,3000 ,ירושלים             ,5586 ,א שאבי
טבלת רחובות ,3000 ,ירושלים             ,5105 ,א שאבי סמ1
טבלת רחובות ,3000 ,ירושלים             ,4053 ,א שארף
טבלת רחובות ,3000 ,ירושלים             ,5605 ,א שיפא סמ2
טבלת רחובות ,3000 ,ירושלים             ,4250 ,א שמאעה
טבלת רחובות ,3000 ,ירושלים             ,5541 ,א-זאויה אלהינדיה
טבלת רחובות ,3000 ,ירושלים             ,4176 ,אאל אל-בית
טבלת רחובות ,3000 ,ירושלים             ,5420 ,אאל אל-בית סמ10
טבלת רחובות ,3000 ,ירושלים             ,5397 ,אאל אל-בית סמ1
טבלת רחובות ,3000 ,ירושלים             ,5398 ,אאל אל-בית סמ2
טבלת רחובות ,3000 ,ירושלים             ,5399 ,אאל אל-בית סמ4
טבלת רחובות ,3000 ,ירושלים             ,5418 ,אאל אל-בית סמ6
טבלת רחובות ,3000 ,ירושלים             ,5419 ,אאל אל-בית סמ8
טבלת רחובות ,3000 ,ירושלים             ,5828 ,אאל טלב
טבלת רחובות ,3000 ,ירושלים             ,5829 ,אאל טלב סמ1
טבלת רחובות ,3000 ,ירושלים             ,1002 ,אבא אבן
טבלת רחובות ,3000 ,ירושלים             ,3002 ,אבא אחימאיר
טבלת רחובות ,3000 ,ירושלים             ,3058 ,אבא ברדיצב
טבלת רחובות ,3000 ,ירושלים             ,1328 ,אבא חלקיה
טבלת רחובות ,3000 ,ירושלים             ,3141 ,אבו אל-ליל
טבלת רחובות ,3000 ,ירושלים             ,4667 ,אבו אלעלא אל מערי
טבלת רחובות ,3000 ,ירושלים             ,5578 ,אבו אלקסם אשאבי
טבלת רחובות ,3000 ,ירושלים             ,4424 ,אבו בכר א סדיק
טבלת רחובות ,3000 ,ירושלים             ,5082 ,אבו בכר א סדיק סמ1
טבלת רחובות ,3000 ,ירושלים             ,4152 ,אבו גנאם
טבלת רחובות ,3000 ,ירושלים             ,4729 ,אבו ד'ר אלע'פארי
טבלת רחובות ,3000 ,ירושלים             ,5244 ,אבו ד'ר ע'פארי סמ2
טבלת רחובות ,3000 ,ירושלים             ,5246 ,אבו ד'ר ע'פארי סמ3
טבלת רחובות ,3000 ,ירושלים             ,5245 ,אבו ד'ר ע'פארי סמ5
טבלת רחובות ,3000 ,ירושלים             ,5421 ,אבו ד'ר ע'פארי סמ7
טבלת רחובות ,3000 ,ירושלים             ,5763 ,אבו דוויח
טבלת רחובות ,3000 ,ירושלים             ,5764 ,אבו דוויח סמ2
טבלת רחובות ,3000 ,ירושלים             ,5765 ,אבו דוויח סמ4
טבלת רחובות ,3000 ,ירושלים             ,5766 ,אבו דוויח סמ6
טבלת רחובות ,3000 ,ירושלים             ,5137 ,אבו הוריירה סמ2
טבלת רחובות ,3000 ,ירושלים             ,5138 ,אבו הוריירה סמ4
טבלת רחובות ,3000 ,ירושלים             ,3218 ,אבו זיד אל-הילאל
טבלת רחובות ,3000 ,ירושלים             ,4920 ,אבו חאמד
טבלת רחובות ,3000 ,ירושלים             ,5248 ,אבו חאמד אל-ע'זאלי
טבלת רחובות ,3000 ,ירושלים             ,4921 ,אבו חאמד סמ1
טבלת רחובות ,3000 ,ירושלים             ,4692 ,אבו מאדי
טבלת רחובות ,3000 ,ירושלים             ,5046 ,אבו מאדי סמ1
טבלת רחובות ,3000 ,ירושלים             ,5047 ,אבו מאדי סמ3
טבלת רחובות ,3000 ,ירושלים             ,5424 ,אבו ע'נים
טבלת רחובות ,3000 ,ירושלים             ,5430 ,אבו ע'נים סמ10
טבלת רחובות ,3000 ,ירושלים             ,5425 ,אבו ע'נים סמ1
טבלת רחובות ,3000 ,ירושלים             ,5426 ,אבו ע'נים סמ3
טבלת רחובות ,3000 ,ירושלים             ,5427 ,אבו ע'נים סמ5
טבלת רחובות ,3000 ,ירושלים             ,5428 ,אבו ע'נים סמ7
טבלת רחובות ,3000 ,ירושלים             ,5429 ,אבו ע'נים סמ8
טבלת רחובות ,3000 ,ירושלים             ,4195 ,אבו עוביידה
טבלת רחובות ,3000 ,ירושלים             ,5433 ,אבו עוביידה סמ10
טבלת רחובות ,3000 ,ירושלים             ,5437 ,אבו עוביידה סמ20
טבלת רחובות ,3000 ,ירושלים             ,5438 ,אבו עוביידה סמ21
טבלת רחובות ,3000 ,ירושלים             ,5431 ,אבו עוביידה סמ2
טבלת רחובות ,3000 ,ירושלים             ,5434 ,אבו עוביידה סמ12
טבלת רחובות ,3000 ,ירושלים             ,5439 ,אבו עוביידה סמ22
טבלת רחובות ,3000 ,ירושלים             ,5432 ,אבו עוביידה סמ4
טבלת רחובות ,3000 ,ירושלים             ,5440 ,אבו עוביידה סמ24
טבלת רחובות ,3000 ,ירושלים             ,5441 ,אבו עוביידה סמ26
טבלת רחובות ,3000 ,ירושלים             ,5435 ,אבו עוביידה סמ17
טבלת רחובות ,3000 ,ירושלים             ,5436 ,אבו עוביידה סמ19
טבלת רחובות ,3000 ,ירושלים             ,4620 ,אבו פירס אל חמדני
טבלת רחובות ,3000 ,ירושלים             ,5505 ,אבו פלאח
טבלת רחובות ,3000 ,ירושלים             ,3112 ,אבו צוואנה
טבלת רחובות ,3000 ,ירושלים             ,5701 ,אבו רביע
טבלת רחובות ,3000 ,ירושלים             ,4699 ,אבו רוזאמה
טבלת רחובות ,3000 ,ירושלים             ,4724 ,אבו ריאלה
טבלת רחובות ,3000 ,ירושלים             ,3229 ,אבו ריאלה סמ2
טבלת רחובות ,3000 ,ירושלים             ,5290 ,אבו ריאלה סמ4
טבלת רחובות ,3000 ,ירושלים             ,4662 ,אבו תמאם
טבלת רחובות ,3000 ,ירושלים             ,686  ,אבולעפיה
טבלת רחובות ,3000 ,ירושלים             ,1762 ,אבטליון
טבלת רחובות ,3000 ,ירושלים             ,1137 ,אבי יונה מיכאל
טבלת רחובות ,3000 ,ירושלים             ,4586 ,אביגד נחמן
טבלת רחובות ,3000 ,ירושלים             ,422  ,אביגדורי
טבלת רחובות ,3000 ,ירושלים             ,1890 ,אביגור שאול
טבלת רחובות ,3000 ,ירושלים             ,1725 ,אביגיל
טבלת רחובות ,3000 ,ירושלים             ,463  ,אבידע
טבלת רחובות ,3000 ,ירושלים             ,2020 ,אבידר יוסף
טבלת רחובות ,3000 ,ירושלים             ,1093 ,אביזוהר
טבלת רחובות ,3000 ,ירושלים             ,1796 ,אביטל
טבלת רחובות ,3000 ,ירושלים             ,202  ,אבינדב
טבלת רחובות ,3000 ,ירושלים             ,374  ,אבינועם ילין
טבלת רחובות ,3000 ,ירושלים             ,1403 ,אביעד
טבלת רחובות ,3000 ,ירושלים             ,4474 ,אביעזר
טבלת רחובות ,3000 ,ירושלים             ,3015 ,אביר יעקב
טבלת רחובות ,3000 ,ירושלים             ,1642 ,אבישי
טבלת רחובות ,3000 ,ירושלים             ,735  ,אבישר
טבלת רחובות ,3000 ,ירושלים             ,233  ,אביתר הכהן
טבלת רחובות ,3000 ,ירושלים             ,464  ,אבל פן
טבלת רחובות ,3000 ,ירושלים             ,1754 ,אבלס ולטר
טבלת רחובות ,3000 ,ירושלים             ,5396 ,אבן אבו טאלב סמ1
טבלת רחובות ,3000 ,ירושלים             ,4419 ,אבן בטוטה
טבלת רחובות ,3000 ,ירושלים             ,4199 ,אבן ג'ובייר
טבלת רחובות ,3000 ,ירושלים             ,4076 ,אבן ג'ראח
טבלת רחובות ,3000 ,ירושלים             ,810  ,אבן גבירול
טבלת רחובות ,3000 ,ירושלים             ,389  ,אבן האזל
טבלת רחובות ,3000 ,ירושלים             ,4165 ,אבן ח'לדון
טבלת רחובות ,3000 ,ירושלים             ,3294 ,אבן חארת'ה
טבלת רחובות ,3000 ,ירושלים             ,3302 ,אבן חארת'ה סמ10
טבלת רחובות ,3000 ,ירושלים             ,3295 ,אבן חארת'ה סמ1
טבלת רחובות ,3000 ,ירושלים             ,3296 ,אבן חארת'ה סמ2
טבלת רחובות ,3000 ,ירושלים             ,3303 ,אבן חארת'ה סמ12
טבלת רחובות ,3000 ,ירושלים             ,3297 ,אבן חארת'ה סמ3
טבלת רחובות ,3000 ,ירושלים             ,3298 ,אבן חארת'ה סמ5
טבלת רחובות ,3000 ,ירושלים             ,3299 ,אבן חארת'ה סמ6
טבלת רחובות ,3000 ,ירושלים             ,3300 ,אבן חארת'ה סמ7
טבלת רחובות ,3000 ,ירושלים             ,3301 ,אבן חארת'ה סמ8
טבלת רחובות ,3000 ,ירושלים             ,4422 ,אבן חווקל
טבלת רחובות ,3000 ,ירושלים             ,4354 ,אבן חמאם
טבלת רחובות ,3000 ,ירושלים             ,1933 ,אבן חן יעקב
טבלת רחובות ,3000 ,ירושלים             ,4099 ,אבן טולון
טבלת רחובות ,3000 ,ירושלים             ,184  ,אבן יהושע
טבלת רחובות ,3000 ,ירושלים             ,430  ,אבן ישראל
טבלת רחובות ,3000 ,ירושלים             ,4745 ,אבן מסעוד
טבלת רחובות ,3000 ,ירושלים             ,4619 ,אבן מרואן
טבלת רחובות ,3000 ,ירושלים             ,4166 ,אבן סינא
טבלת רחובות ,3000 ,ירושלים             ,652  ,אבן ספיר
טבלת רחובות ,3000 ,ירושלים             ,806  ,אבן עזרא
טבלת רחובות ,3000 ,ירושלים             ,4634 ,אבן רושד
טבלת רחובות ,3000 ,ירושלים             ,5123 ,אבן רושד סמ1
טבלת רחובות ,3000 ,ירושלים             ,4478 ,אבן שמואל
טבלת רחובות ,3000 ,ירושלים             ,726  ,אבן שפרוט
טבלת רחובות ,3000 ,ירושלים             ,1672 ,אבנר בן נר
טבלת רחובות ,3000 ,ירושלים             ,1821 ,אבנר גרשון
טבלת רחובות ,3000 ,ירושלים             ,4746 ,אבראהים בן אדהם
טבלת רחובות ,3000 ,ירושלים             ,803  ,אברבנאל
טבלת רחובות ,3000 ,ירושלים             ,189  ,אברהם מסלונים
טבלת רחובות ,3000 ,ירושלים             ,5160 ,אג'יאל
טבלת רחובות ,3000 ,ירושלים             ,108  ,אגודת ספורט אליצור
טבלת רחובות ,3000 ,ירושלים             ,1454 ,אגודת ספורט אס"א
טבלת רחובות ,3000 ,ירושלים             ,1451 ,אגודת ספורט בית"ר
טבלת רחובות ,3000 ,ירושלים             ,1452 ,אגודת ספורט הפועל
טבלת רחובות ,3000 ,ירושלים             ,1455 ,אגודת ספורט מכבי
טבלת רחובות ,3000 ,ירושלים             ,4559 ,אגמון
טבלת רחובות ,3000 ,ירושלים             ,1173 ,אגמון אברהם
טבלת רחובות ,3000 ,ירושלים             ,1159 ,אגסי שמעון
טבלת רחובות ,3000 ,ירושלים             ,1522 ,אגרון
טבלת רחובות ,3000 ,ירושלים             ,4960 ,אגרות משה
טבלת רחובות ,3000 ,ירושלים             ,613  ,אגריפס
טבלת רחובות ,3000 ,ירושלים             ,521  ,אדהאן יחייא
טבלת רחובות ,3000 ,ירושלים             ,3650 ,אדיב אסעאף
טבלת רחובות ,3000 ,ירושלים             ,191  ,אדלמן
טבלת רחובות ,3000 ,ירושלים             ,472  ,אדלר שאול
טבלת רחובות ,3000 ,ירושלים             ,5403 ,אדם
טבלת רחובות ,3000 ,ירושלים             ,175  ,אדמון
טבלת רחובות ,3000 ,ירושלים             ,1534 ,אדמוני
טבלת רחובות ,3000 ,ירושלים             ,124  ,אדניהו הכהן
טבלת רחובות ,3000 ,ירושלים             ,1764 ,אהוד
טבלת רחובות ,3000 ,ירושלים             ,680  ,אהל משה
טבלת רחובות ,3000 ,ירושלים             ,602  ,אהל שלמה
טבלת רחובות ,3000 ,ירושלים             ,232  ,אהלי יוסף
טבלת רחובות ,3000 ,ירושלים             ,939  ,אהליאב
טבלת רחובות ,3000 ,ירושלים             ,269  ,אהרון )שעשוע( עזרא
טבלת רחובות ,3000 ,ירושלים             ,1939 ,אהרון כהן
טבלת רחובות ,3000 ,ירושלים             ,1180 ,אהרונוב
טבלת רחובות ,3000 ,ירושלים             ,1428 ,אהרוני
טבלת רחובות ,3000 ,ירושלים             ,4819 ,אהרנפלד נחום
טבלת רחובות ,3000 ,ירושלים             ,4577 ,אודם
טבלת רחובות ,3000 ,ירושלים             ,4903 ,אוהל יהושע
טבלת רחובות ,3000 ,ירושלים             ,3036 ,אולברייט ויליאם
טבלת רחובות ,3000 ,ירושלים             ,1504 ,אוליפנט
טבלת רחובות ,3000 ,ירושלים             ,1749 ,אוליצור
טבלת רחובות ,3000 ,ירושלים             ,1299 ,אולשוונגר
טבלת רחובות ,3000 ,ירושלים             ,4498 ,אולשן יצחק
טבלת רחובות ,3000 ,ירושלים             ,109  ,אום אל דראג
טבלת רחובות ,3000 ,ירושלים             ,5147 ,אום אל עמד
טבלת רחובות ,3000 ,ירושלים             ,4708 ,אום אל עצאפיר
טבלת רחובות ,3000 ,ירושלים             ,4930 ,אום אל עצאפיר סמ1
טבלת רחובות ,3000 ,ירושלים             ,4931 ,אום אל עצאפיר סמ2
טבלת רחובות ,3000 ,ירושלים             ,5291 ,אום אל עצאפיר סמ3
טבלת רחובות ,3000 ,ירושלים             ,4733 ,אום אל צאמד
טבלת רחובות ,3000 ,ירושלים             ,4747 ,אום אלמואמנין
טבלת רחובות ,3000 ,ירושלים             ,4163 ,אום הרון
טבלת רחובות ,3000 ,ירושלים             ,4221 ,אום טובא
טבלת רחובות ,3000 ,ירושלים             ,4748 ,אום כולתום
טבלת רחובות ,3000 ,ירושלים             ,4235 ,אום ליסון
טבלת רחובות ,3000 ,ירושלים             ,5442 ,אום ליסון סמ1
טבלת רחובות ,3000 ,ירושלים             ,5443 ,אום ליסון סמ2
טבלת רחובות ,3000 ,ירושלים             ,5444 ,אום ליסון סמ3
טבלת רחובות ,3000 ,ירושלים             ,5445 ,אום ליסון סמ4
טבלת רחובות ,3000 ,ירושלים             ,5446 ,אום ליסון סמ6
טבלת רחובות ,3000 ,ירושלים             ,5447 ,אום ליסון סמ8
טבלת רחובות ,3000 ,ירושלים             ,903  ,אונקלוס
טבלת רחובות ,3000 ,ירושלים             ,714  ,אוסישקין
טבלת רחובות ,3000 ,ירושלים             ,253  ,אופירה
טבלת רחובות ,3000 ,ירושלים             ,5021 ,אוצר הגאונים
טבלת רחובות ,3000 ,ירושלים             ,208  ,אוצר הספרים
טבלת רחובות ,3000 ,ירושלים             ,115  ,אור אלחנן
טבלת רחובות ,3000 ,ירושלים             ,4527 ,אור החיים
טבלת רחובות ,3000 ,ירושלים             ,146  ,אורבך אפרים
טבלת רחובות ,3000 ,ירושלים             ,1231 ,אורוגואי
טבלת רחובות ,3000 ,ירושלים             ,3037 ,אורי בן ארי
טבלת רחובות ,3000 ,ירושלים             ,183  ,אוריאל
טבלת רחובות ,3000 ,ירושלים             ,5610 ,אוריאלי זכריהו
טבלת רחובות ,3000 ,ירושלים             ,711  ,אושא
טבלת רחובות ,3000 ,ירושלים             ,4701 ,אז תעש הר החוצבים
טבלת רחובות ,3000 ,ירושלים             ,6594 ,אז תעשיה גב שאול
טבלת רחובות ,3000 ,ירושלים             ,4132 ,אז תעשיה ואדי גוז
טבלת רחובות ,3000 ,ירושלים             ,929  ,אזולאי עקיבא
טבלת רחובות ,3000 ,ירושלים             ,6905 ,אזור תעשיה עטרות
טבלת רחובות ,3000 ,ירושלים             ,6910 ,אזור תעשיה רוממה
טבלת רחובות ,3000 ,ירושלים             ,6539 ,אזור תעשיה תלפיות
טבלת רחובות ,3000 ,ירושלים             ,6901 ,אזור תעשייה ענתות
טבלת רחובות ,3000 ,ירושלים             ,6907 ,אזור תעשייה שעפט
טבלת רחובות ,3000 ,ירושלים             ,4273 ,אח'ואן אל צפא
טבלת רחובות ,3000 ,ירושלים             ,1511 ,אחד העם
טבלת רחובות ,3000 ,ירושלים             ,5858 ,אחוזת נוף
טבלת רחובות ,3000 ,ירושלים             ,112  ,אחינעם
טבלת רחובות ,3000 ,ירושלים             ,4560 ,אחלמה
טבלת רחובות ,3000 ,ירושלים             ,4749 ,אחמד אבן חנבל
טבלת רחובות ,3000 ,ירושלים             ,4925 ,אחמד אבן חנבל סמ 1
טבלת רחובות ,3000 ,ירושלים             ,4926 ,אחמד אבן חנבל סמ2
טבלת רחובות ,3000 ,ירושלים             ,4927 ,אחמד אבן חנבל סמ3
טבלת רחובות ,3000 ,ירושלים             ,5292 ,אחמד אסעד אל דארי
טבלת רחובות ,3000 ,ירושלים             ,5293 ,אחמד אסעד דארי סמ1
טבלת רחובות ,3000 ,ירושלים             ,5294 ,אחמד אסעד דארי סמ3
טבלת רחובות ,3000 ,ירושלים             ,5299 ,אחמד אסעד דארי סמ4
טבלת רחובות ,3000 ,ירושלים             ,5306 ,אחמד אסעד דארי סמ5
טבלת רחובות ,3000 ,ירושלים             ,5295 ,אחמד אסעד דארי סמ6
טבלת רחובות ,3000 ,ירושלים             ,5296 ,אחמד אסעד דארי סמ7
טבלת רחובות ,3000 ,ירושלים             ,5297 ,אחמד אסעד דארי סמ8
טבלת רחובות ,3000 ,ירושלים             ,5298 ,אחמד אסעד דארי סמ9
טבלת רחובות ,3000 ,ירושלים             ,3127 ,אחמד עדילה
טבלת רחובות ,3000 ,ירושלים             ,4750 ,אחמד עלי
טבלת רחובות ,3000 ,ירושלים             ,5307 ,אחמד עלי סמ1
טבלת רחובות ,3000 ,ירושלים             ,5308 ,אחמד עלי סמ2
טבלת רחובות ,3000 ,ירושלים             ,5309 ,אחמד עלי סמ4
טבלת רחובות ,3000 ,ירושלים             ,5311 ,אחמד עלי סמ6
טבלת רחובות ,3000 ,ירושלים             ,5312 ,אחמד עלי סמ8
טבלת רחובות ,3000 ,ירושלים             ,4666 ,אחמד שאוקי
טבלת רחובות ,3000 ,ירושלים             ,5144 ,אחמד שאוקי סמ3
טבלת רחובות ,3000 ,ירושלים             ,5145 ,אחמד שאוקי סמ5
טבלת רחובות ,3000 ,ירושלים             ,5146 ,אחמד שאוקי סמ8
טבלת רחובות ,3000 ,ירושלים             ,1220 ,אטינגר
טבלת רחובות ,3000 ,ירושלים             ,4597 ,איג אלכסנדר
טבלת רחובות ,3000 ,ירושלים             ,4479 ,אידלזון אברהם
טבלת רחובות ,3000 ,ירושלים             ,1229 ,אידר
טבלת רחובות ,3000 ,ירושלים             ,4285 ,איחוד הכפר
טבלת רחובות ,3000 ,ירושלים             ,1453 ,איילון דוד
טבלת רחובות ,3000 ,ירושלים             ,4569 ,אילה
טבלת רחובות ,3000 ,ירושלים             ,326  ,אילן מרדכי צבי
טבלת רחובות ,3000 ,ירושלים             ,669  ,אילת
טבלת רחובות ,3000 ,ירושלים             ,4169 ,אימרו אל קיס
טבלת רחובות ,3000 ,ירושלים             ,5373 ,אימרו אל קיס סמ2
טבלת רחובות ,3000 ,ירושלים             ,5346 ,אימרו אל קיס סמ6
טבלת רחובות ,3000 ,ירושלים             ,1110 ,אינשטיין
טבלת רחובות ,3000 ,ירושלים             ,4646 ,איסחאק אל מווסילי
טבלת רחובות ,3000 ,ירושלים             ,5534 ,איסלייב
טבלת רחובות ,3000 ,ירושלים             ,1285 ,איסלנד
טבלת רחובות ,3000 ,ירושלים             ,5532 ,איסעאף נשאשיבי
טבלת רחובות ,3000 ,ירושלים             ,6714 ,איצטדיון טדי
טבלת רחובות ,3000 ,ירושלים             ,1802 ,איש מצליח
טבלת רחובות ,3000 ,ירושלים             ,1040 ,איש שלום מרדכי
טבלת רחובות ,3000 ,ירושלים             ,825  ,איתמר בן אבי
טבלת רחובות ,3000 ,ירושלים             ,4652 ,איתן
טבלת רחובות ,3000 ,ירושלים             ,4612 ,אל אדריסי
טבלת רחובות ,3000 ,ירושלים             ,5374 ,אל אזאעה
טבלת רחובות ,3000 ,ירושלים             ,5375 ,אל אזאעה סמ2
טבלת רחובות ,3000 ,ירושלים             ,4410 ,אל אח'טל
טבלת רחובות ,3000 ,ירושלים             ,5018 ,אל אחיאא
טבלת רחובות ,3000 ,ירושלים             ,5040 ,אל אחילאס
טבלת רחובות ,3000 ,ירושלים             ,5041 ,אל אחתראם
טבלת רחובות ,3000 ,ירושלים             ,5043 ,אל אחתראם סמ1
טבלת רחובות ,3000 ,ירושלים             ,5365 ,אל אחתראם סמ5
