Index Title,Beitzah
Beitzah 21b:6,"ErR. Hona, der oben lehrt, wenn man vom Brote einem Kinde gibt, sei das Backen für Nichtjuden erlaubt.streitet somit gegen R. Jehošua͑ b.Levi, denn R. Jehošua͑ b.Levi sagte, man dürfe einen Nichtjuden zur Mahlzeit am Šabbath einladen, nicht aber am Festtage, mit Rücksicht darauf, man könnte seinetwegen mehr [kochen]. 
"
Beitzah 21b:7,"R. Aha b.Ja͑qob sagte, auch nicht am Šabbath, wegen der Reste der BecherDie man forträumen muß, während das Fortbewegen nichtverwendbarer Sachen verboten ist.. – Demnach ist dies ja auch bei unseren der Fall!? – Unsere sind für Hühner verwendbar. – Auch ihre sind ja für Hühner verwendbar!? – Bei ihren ist die Nutznießung verboten. – 
"
Beitzah 21b:8,"Man kann sie ja wegen der Becher fortbewegen, sagte etwa nicht Raba, man dürfe die Kohlenpfanne wegen der Asche fortbewegen, auch wenn Holzstücke sich in dieser befinden!? – 
"
Beitzah 21b:9,"Da ist die Nutznießung nicht verboten, diese aber sind zur Nutznießung verboten. 
"
Beitzah 21b:10,"R. Aḥa aus Diphte sprach zu Rabina: Diese sollten ja nicht weniger sein als ein KotbeckenDas man ja fortbewegen darf.!? Dieser erwiderte: Darf man von vornherein etwas zum Kotbecken maclienNur das Fortnehmen ist erlaubt, jed. nicht das Heranholen.!?
"
Beitzah 21b:11,"Raba führte Mar Šemuél umher und trug ihm vor: Man darf einen Nichtjuden zur Mahlzeit am Šabbath einladen, nicht aber am Festtage, mit Rücksicht darauf, man könnte seinetwegen mehr [kochen]. Wenn ein Nichtjude Meremar und Mar Zuṭra an einem Festtage besuchte, sprachen sie zu ihm: Bist du mit dem zufrieden, was wir für uns bereitet haben, so ist es recht, wenn aber nicht, so können wir uns deinetwegen besonders nicht bemühen.
"
Beitzah 21b:12,"<sup>v</sup> <b>D</b><small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN DÜRFE KEIN</small> W<small>ASSER FÜR DIE</small> F<small>ÜSSE WÄRMEN, ES SEI DENN, DASS ES AUCH ZUM</small> T<small>RINKEN BRAUCHBAR IST; DIE</small> S<small>CHULE</small> H<small>ILLELS ERLAUBT DIES</small>. M<small>AN DARF EINE</small> F<small>LAMME HERRICHTEN UND SICH DARAN WÄRMEN</small>.
"
Beitzah 21b:13,"GEMARA. Sie fragten: Wer lehrte die [Lehre] von der Flamme: sind alle dieser Ansicht, und die Schule Šammajs unterscheidet zwischen dem Genusse des ganzen KörpersWie dies durch das Essen erfolgt.und dem Genusse eines einzelnen Gliedes, oder lehrt dies die Schule Hillels, und die Schule Šammajs unterscheidet nicht? – 
"
Beitzah 21b:14,"Komm und höre: Die Schule Šammajs sagt, man dürfe keine Flamme herrichten, um sich daran zu wärmen; die Schule Hillels erlaubt dies.
"
Beitzah 21b:15,"<sup>vi</sup> <b>B</b><small>EI DREI</small> D<small>INGEN IST</small> R. G<small>AMLIÉL ERSCHWEREND, NACH DER</small> S<small>CHULE</small> Š<small>AMMAJS: MAN DARF AM</small> F<small>ESTTAGE NICHT VON VORNHEREIN</small> W<small>ASSER</small> [<small>FÜR DEN</small> Š<small>ABBATH</small>] <small>WARMSTELLEN; MAN DARF AM</small> F<small>ESTTAGE KEINE</small> L<small>EUCHTE AUFRICHTEN; MAN DARF</small> [<small>AM</small> F<small>ESTE</small>] <small>KEINE GROBEN</small> B<small>ROTE, SONDERN NUR</small> F<small>LADEN BACKEN</small>. R. G<small>AMLIÉL SAGTE</small>: I<small>N MEINEM</small> V<small>ATERHAUSE BACKTEN SIE NIE GROBE</small> B<small>ROTE, SONDERN NUR</small> F<small>LADEN</small>. J<small>ENE ERWIDERTEN IHM</small>: W<small>AS SOLL UNS DEIN</small> V<small>ATERHAUS: SIE WAREN ERSCHWEREND FÜR SICH UND ERLEICHTERND FÜR GANZ</small> J<small>ISRAÉL, AUCH GROBES</small> B<small>ROT UND</small> K<small>UCHEN ZU BACKEN</small>.
"
Beitzah 21b:16,"GEMARA. In welchem Falle: hat man einen Speisen-E͑rub niedergelegt, was ist demnach der Grund der Schule Šammajs, und hat man keinen Speisen-E͑rub niedergelegt, was ist demnach der Grund der Schule Hillels!? R. Hona erwiderte: Tatsächlich, wenn man keinen Speisen-E͑rub niedergelegt hat, denn das zum Leben Nötige haben die Rabbanan erlaubt. 
"
Beitzah 21b:17,"R. Hona vertritt hierbei seine Ansicht, denn R. Hona sagte: Wer keinen Speisen-E͑rub niedergelegt hat, für den darf man ein Brot bakken, eine Speise kochen 
"
Beitzah 22a:1,"und eine Kerze anstecken. Im Namen R. Jiçḥaqs sagten sie, auch einen kleinen Fisch braten. Ebenso wird gelehrt: Wer keinen Speisen-E͑rub niedergelegt hat, für den darf man ein Brot backen, eine Speise warmstellen, eine Kerze anstecken und einen Krug [Wasser] wärmen. Manche sagen, auch einen kleinen Fisch braten. 
"
Beitzah 22a:2,"Raba erwiderte: Tatsächlich wenn man einen niedergelegt hat, anders ist aber das Warmstellen, da es ersichtlich ist, daß dies für den Šabbath erfolgt. 
"
Beitzah 22a:3,"Abajje wandte gegen ihn ein: Ḥananja sagte: Die Schule Šammajs sagt, man dürfe nur dann backen, wenn man den E͑rub aus Brot gemacht hat, man dürfe nur dann kochen, wenn man den E͑rub aus einer gekochten Speise gemacht hat, und man dürfe nur dann warmstellen, wenn man Wasser bereits am Vorabend des Festes warmgestellt hat. Wenn man Wasser warmgestellt hat, ist es also erlaubt, obgleich es ersichtlich ist, daß dies für den Šabbath erfolgt!? 
"
Beitzah 22a:4,"Vielmehr, erklärte Abajje, hier handelt es sich um den Fall, wenn man einen E͑rub gemacht hat, für das eine und nicht für das andereDas Warmstellon., nach Ḥananja, gemäß der Ansicht der Schule Šammajs.
"
Beitzah 22a:5,"M<small>AN DARF KEINE</small> L<small>EUCHTE AUFRICHTEN</small>. Welche Arbeit ist dies denn!? R. Ḥenana b.Bisna erwiderte: Hier handelt es sich um einen aus Gliedern zusammengesetzten Leuchter, bei dem es den Anschein des Bauens hat. Die Schule Šammajs ist der Ansicht, bei Geräten gebe es ein Bauen, und die Schule Hillels ist der Ansicht, bei Geräten gebe es kein Bauen und kein Niederreißen. 
"
Beitzah 22a:6,"Einst war U͑la bei R. Jehuda zu Besuch, und sein Diener kam und stellte für ihn die Leuchte hin. Da richtete R. Jehuda gegen U͑la folgenden Einwand: Wer Öl in eine Leuchte tut, ist wegen Anzündens schuldig, und wer davon braucht, ist wegen LöschensDas auch am Feste verboten ist. Durch die Entnahme von Öl geht die Leuchte früher aus.schuldig. Dieser erwiderte: Ich achtete nicht daraufWas der Diener tat..
"
Beitzah 22a:7,"Rabh sagte: Schnuppen ist erlaubt.
"
Beitzah 22a:8,"Abba b.Martha fragte Abajje: Darf man das Licht wegen jener SacheWegen des geschlechtlichen Verkehrs, der in einem hellen Raume verboten ist. auslöschen? Dieser erwiderte: Man kann es ja in einem anderen Zimmer. – 
"
Beitzah 22a:9,"Wie ist es, wenn man kein anderes Zimmer hat? – Man kann ja eine Scheidewand machen. – Wie ist es, wenn man nichts hat, womit eine Scheidewand zu machen? – Man kann ja ein Gefäß über [das Licht] stülpen. – Wie ist es, wenn man kein Gefäß hat? Dieser erwiderte: Es ist verboten. 
"
Beitzah 22a:10,"Jener wandte gegen ihn ein: Man darf kein Scheit aus Sparsamkeit auslöschen, wohl aber ist es erlaubt, damit das Zimmer oder die Speise nicht anrauche!? Dieser erwiderte: Dies ist die Ansicht R. Jehudas, während ich nach den Rabbanan entschieden habe.
"
Beitzah 22a:11,"Abajje fragte Rabba: Darf man am Festtage eine Feuersbrunst löschen? Wenn Lebensgefahr vorliegt, ist es mir nicht fraglich, denn es ist sogar am Šabbath erlaubt, fraglich ist es mir nur in dem Falle, wenn nur ein Geldschaden vorliegt. 
"
Beitzah 22a:12,"Dieser erwiderte: Es ist verboten. Er wandte gegen ihn ein: Man darf kein Scheit aus Sparsamkeit auslöschen, wohl aber ist es erlaubt, damit das Zimmer oder die Speise nicht anrauche!? – Dies ist die Ansicht R. Jehudas, während ich nach den Rabbanan entschieden habe.
"
Beitzah 22a:13,"R. Aši fragte Amemar: Darf man am Festtage das Auge schmierenAls Heilmittel.? Wenn Gefahr vorliegt, zum Beispiel wegen Eiterns, Stechens, Blutens, Tränens, Entzündung, oder deren Beginn, ist es mir nicht fraglich, derentwegen ist es sogar am Šabbath erlaubt, fraglich ist es mir nur bei Abnahme der Krankheit und zur Klärung des Auges. 
"
Beitzah 22a:14,"Dieser erwiderte: Es ist verboten. Er wandte gegen ihn ein: Man darf kein Scheit auslöschen [&amp;c.]!? Dieser erwiderte dasselbe, was jene erwidert haben.
"
Beitzah 22a:15,"Amemar erlaubte am Šabbath das Auge von einem Nichtjuden schmieren zu lassen. Manche sagen, Amemar selbst habe sich das Auge von einem Nichtjuden schmieren lassen. Da sprach R. Aši zu Amemar: Wohl deshalb, weil U͑la, Sohn des R. Ilaj, gesagt hat, daß man alles, was ein Kranker braucht, von einem Nichtjuden verrichten lassen dürfe, und auch R. Hamnuna gesagt hat, daß man sogar in Fällen, wo keine Gefahr vorliegt, einem Nichtjuden es zu tun sagen dürfe, 
"
Beitzah 22a:16,"aber dies nur dann, wenn man selbst nicht mithilft, während der Meister mithilft, indem er [das Auge] schließt und öffnet!? Jener erwiderte: Schon R. Zebid wandte dasselbe ein, und ich erwiderte ihm, das Mithelfen sei belanglos.
"
Beitzah 22a:17,"Amemar erlaubte, am zweiten Tage des Neujahrsfestes das Auge zu schmieren. Da sprach R. Aši zu Amemar: Raba sagte ja, daß mit einem Leichnam am ersten Festtage Nichtjuden und am zweiten Tage auch Jisraéliten sich befassen dürfen, und dies gelte auch von beiden Tagen des Neujahrsfestes, 
"
Beitzah 22b:1,"was bei einem EiDas am Feste gelegt verboten ist.nicht der Fall ist!? 
"
Beitzah 22b:2,"Dieser erwiderte: Ich bin der Ansicht der Nehardee͑nser, welche sagen, daß dies auch von einem Ei gelte. Zu berücksichtigen ist ja nur, der Elul könnte interkaliertUnd das Fest auf den 2. Tag fallen.werden, aber R. Ḥenana b.Kahana sagte, seit den Tagen des E͑zra sei der Elul nie interkaliert worden.
"
Beitzah 22b:3,"M<small>AN DARF KEINE GROBEN</small> B<small>ROTE, SONDERN NUR</small> F<small>LADEN BACKEN</small>. Die Rabbanan lehrten: Die Schule Šammajs sagt, man dürfe am Pesaḥfeste keine groben Brote backen, die Schule Hillels erlaubt dies. – Welches heißt grobes Brot? R. Hona erwiderte: Eine Handbreite [dick], denn auch die SchaubroteCf, Ex. 25,30.waren eine Handbreite dick. 
"
Beitzah 22b:4,"R.Joseph wandte ein: Wenn dies für die kundigen [Priester]Die in der Herrichtung des Schaubrotes kundig waren; cf. Jom. Fol. 38a.gilt, sollte es auch für Unkundige gelten!? Wenn dies von gebeuteltem Brote gilt, sollte es auch von ungebeuteltem Brote gelten!? 
"
Beitzah 22b:5,"Wenn dies bei trockenem Holze gilt, sollte es auch bei feuchtem Holze gelten!? Wenn dies bei einem heißen Ofen gilt, sollte es auch bei einem kalten Ofen gelten!? Wenn dies bei einem Metallofen gilt, sollte es auch bei einem tönernen Ofen gelten!? 
"
Beitzah 22b:6,"R. Jirmeja b.Abba sagte: Ich fragte meinen Lehrer, das ist Rabh, privatim, was ‘grobes Brot’ heiße, [und er erwiderte:] viel Brot. 
"
Beitzah 22b:7,"Manche lesen: R. Jirmeja b. Abba sagte: Rabh erzählte, er habe seinen Lehrer, das ist unser heiliger Meister, privatim gefragt, was ‘grobes Brot’ heiße, [und dieser erwiderte:] viel Brot. – Weshalb heißt es ‘grobes Brot’? – Weil es viel zu kneten ist. Oder aber, in der Ortschaft dieses Tanna sagte man ‘grobes Brot’ statt ‘viel Brot’. – 
"
Beitzah 22b:8,"Merke, der Grund ist ja der, weil man unnötige Arbeit verrichtet, somit sollte dies ja auch von anderen Festen gelten, warum nur vom Pesaḥfeste!? – Dem ist auch so, nur befaßt sich da der Tanna mit dem Pesaḥfeste. Ebenso wird gelehrt: Die Schule Šammajs sagt, man dürfe am Festtage nicht viel Brot backen; die Schule Hillels erlaubt dies.
"
Beitzah 22b:9,"<sup>vii</sup> <b>A</b><small>BER ER LEHRTE AUCH DREI</small> D<small>INGE ERLEICHTERND: MAN DARF AM</small> F<small>ESTTAGE DAS</small> L<small>AGERZIMMER</small>Die Mišna separata hat <span dir=""rtl"">בין המטות</span>, zwischen den Lagern, gemeint ist der Speiseraum, wo die Polsterlager zum Speisen sich befanden.<small>FEGEN UND DAS</small> R<small>ÄUCHERWERK</small>Nach der Mahlzeit.<small>HINSTELLEN, UND MAN DARF FÜR DIE</small> A<small>BENDE DES</small> P<small>ESAḤFESTES EIN RUMPEGEBRATENES</small>Cf. Bd. II S. 466 Anm. 52. B<small>ÖCKCHEN BEREITEN; DIE</small> W<small>EISEN VERBIETEN DIES</small>.
"
Beitzah 22b:10,"GEMARA. R. Aši sagte: Der StreitÜber das Räucherwerk am Feste.besteht nur über den Fall, wenn zum Räuchern [der Kleider], wenn aber zum Riechen, so ist es nach aller Ansicht erlaubt. 
"
Beitzah 22b:11,"Man wandte ein: Man darf am Festtage das Lagerzimmer nicht fegen; im Hause R. Gamliéls fegten sie wohl. R. Elea͑zar b. Çadoq sagte: Oft begleitete ich meinen Vater in das Haus R. Gamliéls, und sie hatten da am Festtage das Lagerzimmer nicht gefegt; vielmehr fegten sie es am Vorabend des Festes und breiteten Laken aus, und wenn am folgenden Tage Gäste kamen, nahm man die Laken fort, sodaß das Zimmer von selbst gefegt wurde. Sie sprachen zu ihm: Auf diese Weise ist es sogar am Šabbath erlaubt. 
"
Beitzah 22b:12,"Auch darf man am Festtage das Räucherwerk nicht hinstellen; im Hause R. Gamliéls stellte man es hin. R. Elea͑zar b.Çadoq sagte: Oft begleitete ich meinen Vater in das Haus R. Gamliéls, und sie stellten da am Festtage das Raucherwerk nicht hin; vielmehr brachten sie am Vorabend des Festes eiserne Räucherpfannen, räucherten sie an und verstopften die Zuglöcher, und wenn am folgenden Tage Gäste kamen, öffnete man die Zuglöcher, sodaß das Zimmer von selbst durchräuchert wurde. Sie sprachen zu ihm: Auf diese Weise ist es sogar am Šabbath erlaubt. – 
"
Beitzah 22b:13,"Vielmehr, ist dies gelehrt worden, so wird es wie folgt lauten: 
"
Beitzah 22b:14,"R. Asi sagte: Der Streit besteht nur über den Fall, wenn zum Riechen, wenn aber zum Räuchern [der Kleider], so ist es [nach aller Ansicht] verboten.
"
Beitzah 22b:15,"Sie fragten: Darf man [am Feste Früchte] räuchernDamit sie den Duft anziehen.? – R. Jirmeja b.Abba sagte im Namen Rabhs, es seiWeil es nur eine Feinschmeckerei u. zum Essen nicht nötig ist.Verboten, und Šemuél sagte, es sei erlaubt. R. Hona sagt, es sei verboten, weil man dabei [die Kohlen] löscht. R. Naḥman sprach zu ihm: Soll doch der Meister begründen: weil man [die Spezereien] anzündet!? Dieser erwiderte: Anfangs löscht man und nachher zündet man an. 
"
Beitzah 22b:16,"R. Jehuda sagte: Auf einer Kohle ist es verboten, auf einer [heißen] ScherbeWobei man nicht löscht u. auch nicht direkt anzündet.ist es erlaubt. Rabba sagte: Auch auf einer Scherbe sei es verboten, 
"
Beitzah 23a:1,"weil man einen Duft erzeugt.
"
Beitzah 23a:2,"Rabba und R. Joseph sagten beide, es sei verboten, am Festtage ein [Gewürz]gefäß auf Seidengewänder zu legen, weil man einen Duft erzeugt. – 
"
Beitzah 23a:3,"Womit ist es hierbei anders als bei [folgender Lehre:] Man darf [Gewürzholz] zerreiben und daran riechen, abkneifen und daran riechen. – Da ist ja der Duft vorhanden und man erweitert ihn nur, während man ihn hierbei erzeugt. Raba sagte, auch auf einer Kohle sei es erlaubt, wie [beim Braten von] Fleisch auf Kohlen.
"
Beitzah 23a:4,"R. Gebiha aus Be Kathil trug an der Pforte des Exilarchen vor: Räuchern ist erlaubt. Amemar fragte: Welches Räuchern: wenn das RäuchernNach einer Erklärung des A͑rukh pflegte man Spezereien durch einen Ärmel zu räuchern: nach Rasch i ist <span dir=""rtl"">קיטזרא</span> aus <span dir=""rtl"">קטר</span> <i>binden, knüpfendurch einen Ärmel, so ist dies ja eine Kunstarbeit, und wenn das Räuchern [von Früchten], so ist dies ja ebenfalls verboten, da man [die Kohlen] löscht!? R. Aši erwiderte: Tatsächlich das Räuchern [von Früchten], wie auch [das Braten von] Fleisch auf Kohlen [erlaubt ist]. 
"
Beitzah 23a:5,"Manche lesen: Amemar fragte: Welches Räuchern: wenn das Räuchern durch einen Ärmel, so ist dies ja eine Kunstarbeit, und wenn das Räuchern [von Früchten], so ist es ja ebenfalls verboten, da man einen Duft erzeugt!? R. Aši erwiderte: Ich habe es ihm gesagt, und zwar im Namen eines bedeutenden Mannes. Tatsächlich das Räuchern [von Früchten], wie auch [das Braten von] Fleisch auf Kohlen [erlaubt ist].
"
Beitzah 23a:6,"E<small>IN RUMPFGEBRATENES</small> B<small>ÖCKCHEN BEREITEN</small>. Es wird gelehrt: R. Jose erzählte: Theodos aus Rom führte in der Gemeinde Roms ein, an den Pesaḥabenden rumpfgebratene Böckchen zu essen. Da ließ man ihm sagen: Wärest du nicht Theodos, so würden wir über dich den Bann verhängt haben, weil du Jisraél außerhalb [Jerušalems] Geheiligtes zu essen veranlassest. – 
"
Beitzah 23a:7,"Geheiligtes, wie kommst du darauf!? – Sage vielmehr: Geheiligtem Ähnliches.
"
Beitzah 23a:8,"<sup>viii</sup> <b>D</b><small>REI</small> D<small>INGE ERLAUBT</small> R. E<small>LEA͑ZAR B.</small>A͑<small>ZARJA, WÄHREND DIE</small> W<small>EISEN SIE VERBIETEN: SEINE</small> K<small>UH WURDE</small> [<small>AM</small> Š<small>ABBATH</small>] <small>MIT EINEM</small> R<small>IEMEN AN DEN</small> H<small>ÖRNERN AUSGETRIEBEN; 
"
Beitzah 23a:9,"MAN DARF AM</small> F<small>ESTTAGE DAS</small> V<small>IEH STRIEGELN; MAN DARF</small> P<small>FEFFER IN EINER DAZU BESTIMMTEN</small> M<small>ÜHLE MAHLEN</small>. 
"
Beitzah 23a:10,"R. J<small>EHUDA SAGT, MAN DÜRFE AM</small> F<small>ESTTAGE DAS</small> V<small>IEH NICHT STRIEGELN, WEIL MAN DABEI EINE</small> W<small>UNDE MACHT, WOHL ABER KÄMMEN, DIE</small> W<small>EISEN SAGEN, MAN DÜRFE WEDER STRIEGELN NOCH KÄMMEN</small>.
"
Beitzah 23a:11,"GEMARA. Demnach hatte R. Elea͑zar b.A͑zarja nur eine Kuh, während ja Rabh, und wie manche sagen, R. Jehuda im Namen Rabhs, sagte, R. Elea͑zar habe von seiner Herde jährlich dreizehntausend Kälber als Zehnten entrichtet!? – Es wird gelehrt: Es war nicht seine Kuh, sondern die seiner Nachbarin, und da er es ihr nicht wehrte, wird sie nach ihm benannt.
"
Beitzah 23a:12,"M<small>AN DARF AM</small> F<small>ESTTAGE DAS</small> V<small>IEH STRIEGELN</small>. Die Rabbanan lehrten: Was heißt Striegeln und was Kämmen? – Das Striegeln erfolgt mit einem klein [zähnigen Geräte] und macht Wunden, das Kämmen erfolgt mit einem groß[zähnigen] und macht keine Wunden. 
"
Beitzah 23a:13,"Diesbezüglich gibt es drei Ansichten: R. Jehuda ist der Ansicht, die unbeabsichtigte Tätigkeit sei verboten, das Striegeln erfolgt mit feinen [Zähnen] und macht Wunden, das Kämmen aber erfolgt mit groben und macht keine Wunden, und man berücksichtige beim Kämmen nicht das Striegeln. 
"
Beitzah 23a:14,"Die Rabbanan sind wie R. Jehuda der Ansicht, die unbeabsichtigte Tätigkeit sei verboten, und man berücksichtige beim Kämmen das Striegeln. Und R. Elea͑zar b.A͑zarja ist der Ansicht R. Šimo͑ns, die unbeabsichtigte Tätigkeit sei erlaubt, somit ist sowohl das Striegeln als auch das Kämmen erlaubt. 
"
Beitzah 23a:15,"Raba sagte im Namen R. Naḥmans im Namen Šemuéls, und wie manche sagen, sagte es R. Naḥman selbst: Die Halakha ist wie R. Šimo͑n, denn R. Elea͑zar b.A͑zarja pflichtet ihm bei. Raba sprach zu R. Naḥman: So sage doch der Meister, die Halakha sei wie R. Jehuda, denn die Weisen pflichten ihm bei!? Dieser erwiderte: Ich bin der Ansicht R. Šimo͑ns, und auch R. Elea͑zar b.A͑zarja pflichtet ihm bei.
"
Beitzah 23b:1,"<sup>ix</sup> <b>D</b><small>IE</small> P<small>FEFFERMÜHLE IST ALS DREIFACHES</small> G<small>ERÄT VERUNREINIGUNGSFÄHIG:</small> <small>ALS AUFNAHMEFÄHIGES</small>Als Ggs. zu den sog. ‘flachen Geräten’, die keine Vertiefung zur Aufnahme haben.G<small>EFÄSS, ALS</small> M<small>ETALLGERÄT UND ALS</small> S<small>IEBEGERÄT</small>.
"
Beitzah 23b:2,"GEMARA. Es wird gelehrt: Der untere [Teil] als aufnahmefähiges Gefäß, der mittlere als Sieb und der obere als MetallgerätDie einzelnen Teile gelten nicht als nicht verunreinigungsfähige Bruchstücke, sondern sind auch an sich verunreinigungsfähig..
"
Beitzah 23b:3,"<sup>x</sup> <b>E</b><small>IN</small> K<small>INDERWÄGELCHEN IST DURCH DAS</small> A<small>UFTRETEN VERUNREINIGUNGSFÄHIG, DARF AM</small> Š<small>ABBATH FORTBEWEGT WERDEN UND NUR AUF</small> G<small>EWÄNDERN GESCHLEIFT WERDEN</small>. 
"
Beitzah 23b:4,"R. J<small>EHUDA SAGT, KEIN</small> G<small>ERÄT DÜRFE GESCHLEIFT WERDEN, AUSGENOMMEN EIN</small> W<small>AGEN, WEIL ER</small> [<small>DIE</small> E<small>RDE NUR</small>] <small>EINDRÜCKT</small>Und die Erde nicht aufwühlt..
"
Beitzah 23b:5,"GEMARA. Ein Kinderwägelchen ist durch das Auftreten verunreinigungsfähig, weil [das Kind] sich darauf stütztEs gilt als Sitzgerät.. Es darf am Šabbath fortbewegt werden, weil es als Gerät gilt. 
"
Beitzah 23b:6,"Es darf nur auf Gewändern geschleift werden. Nur auf Gewändern und nicht auf der Erde; aus welchem Grunde? Weil man eine Schramme macht. Also nach R. Jehuda, welcher sagt, die unbeabsichtigte Tätigkeit sei verboten, 
"
Beitzah 23b:7,"denn wenn nach R. Šimo͑n, so sagt er ja, die unbeabsichtigte Tätigkeit sei erlaubt, wie wir gelernt haben, R. Šimo͑n sagt, man dürfe ein Bett, einen Stuhl oder eine Bank rücken, nur dürfe man absichtlich keine Schramme machen. 
"
Beitzah 23b:8,"Wie ist aber der Schlußsatz zu erklären: R. Jehuda sagt, kein Gerät dürfe geschleift werden, ausgenommen ein Wagen, weil er [die Erde nur] eindrückt. Er drückt also nur [die Erde] ein und macht keine Schramme!? – 
"
Beitzah 23b:9,"Zwei Tannaím streiten über die Ansicht R. Jehudas.
"
Beitzah 23b:10,"
"
Beitzah 23b:11,"<sup>i</sup> <b>M</b>AN <small>DARF AM</small> F<small>ESTTAGE KEINE</small> F<small>ISCHE AUS DEM</small> G<small>EHEGE FANGEN UND IHNEN KEIN</small> F<small>UTTER REICHEN,
"
Beitzah 23b:12,"WOHL ABER DARF MAN</small> W<small>ILD UND</small> G<small>EFLÜGEL AUS DEM</small> G<small>EHEGE FANGEN UND IHNEN</small> F<small>UTTER REICHEN</small>.
"
Beitzah 23b:13,"R. Š<small>IMO͑N B.</small>G<small>AMLIÉL SAGT, NICHT ALLE</small> G<small>EHEGE GLEICHEN EINANDER</small>. D<small>IE</small> R<small>EGEL IST</small>:
"
Beitzah 24a:1,"W<small>ENN NOCH EIN ABERMALIGES</small> F<small>ANGEN</small>Wenn das Gehege groß ist u. ein Erjagen erforderlich ist. <small>NÖTIG IST, SO IST ES</small><small>VERBOTEN, WENN EIN ABERMALIGES</small> F<small>ANGEN NICHT NÖTIG IST, SO IST ES ERLAUBT</small>.
"
Beitzah 24a:2,"GEMARA. Ich will auf einen Widerspruch hinweisen: Man darf am Festtage kein Wild und kein Geflügel aus dem Gehege fangen, auch darf man ihnen kein Futter reichen. Es besteht also ein Widerspruch hinsichtlich des Wildes und hinsichtlich des Geflügels!?
"
Beitzah 24a:3,"Allerdings ist der Widerspruch hinsichtlich des Wildes zu erklären: das eine nach R. Jehuda und das andere nach den Rabbanan,
"
Beitzah 24a:4,"denn wir haben gelernt: R. Jehuda sagt, wer einen Vogel in einen Schlag oder ein Reh in ein Haus einfängt, sei schuldig, nur in ein Haus und nicht in ein Gehege; die Weisen sagen, einen Vogel in einen Schlag, ein Reh in einen Garten, in einen Hof oder in ein Gehege.
"
Beitzah 24a:5,"Aber hinsichtlich des Geflügels besteht ja ein Widerspruch!? Wolltest du sagen, hinsichtlich dessen bestehe kein Widerspruch, denn das eine gelte von einem Gehege mit Bedachung und das andere von einem Gehege ohne Bedachung,
"
Beitzah 24a:6,"so gleicht ja auch ein Haus einem Gehege mit Bedachung, dennoch gilt dies sowohl nach R. Jehuda als auch nach den Rabbanan nur [vom Einfangen] eines Vogels in einen Schlag, nicht aber in ein Haus!?
"
Beitzah 24a:7,"Rabba b.R. Hona erwiderte: Diese [Lehre] spricht von Waldvögeln, die sich nicht zähmen lassen. In der Schule R. Jišma͑éls wurde nämlich gelehrt: Er wird deshalb Waldvogel genannt, weil er sowohl im Hause als auch im Freien wohnt<span dir=""rtl"">דרור</span> von <span dir=""rtl"">דזר</span> in <i>wohnen. –
"
Beitzah 24a:8,"Da du nun daraufDaß beide Lehren die Ansicht der Weisen vertreten. gekommen bist, so ist auch der Widerspruch hinsichtlich des Wildes zu erklären, denn das eine gilt von einem kleinen Gehege und das eine gilt von einem großen Gehege. –
"
Beitzah 24a:9,"Welches heißt ein kleines Gehege und welches heißt ein großes Gehege? R. Aši erwiderte: Wenn man [dem Tiere] nachläuft und es mit einem Satze erhascht, ist es ein kleines Gehege, sonst aber ist es ein großes Gehege. Oder aber, wenn es Winkel [zum Entwischen] hat, ist es ein großes Gehege, sonst aber ist es ein kleines Gehege. Oder aber, wenn der Schatten der einen Wand auf die andere fällt, ist es ein kleines Gehege, sonst aber ist es ein großes Gehege.
"
Beitzah 24a:10,"R. Š<small>IMO͑N B.</small>G<small>AMLIÉL SAGT, NICHT ALLE</small> G<small>EHEGE GLEICHEN EINANDER &amp;C</small>. R. Joḥanan sagte im Namen R. Jehudas im Namen Šemuéls: Die Halakha ist wie R. Šimo͑n b.Gamliél. Abajje sprach zu ihm: ‘Die Halakha ist’, streitet denn jemand dagegen!?
"
Beitzah 24a:11," Dieser erwiderte: Was kommt es darauf an!? Jener entgegnete: Eine Lehre vortragen nur als Singsang!?
"
Beitzah 24a:12,"D<small>IE</small> R<small>EGEL IST</small>: W<small>ENN NOCH EIN ABERMALIGES</small> F<small>ANGEN NÖTIG IST &amp;C</small>. Was heißt ein abermaliges Fangen? R. Joseph erwiderte im Namen R. Jehudas im Namen Šemuéls: Wenn man sagt: hole ein Netz, wir wollen es einfangen.
"
Beitzah 24a:13,"Abajje sprach zu ihm: Beim [Einfangen von] Gänsen und Hühnern sagt man ja ebenfalls: hole ein Netz, wir wollen sie einfangen, dennoch wird gelehrt, wer Gänse, Hühner oder HaustaubenCf. Bd. I S. 935 Anm. 33. einfängt, sei frei!?
"
Beitzah 24a:14,"Rabba b.R. Hona erwiderte im Namen Šemuéls: Diese kommen abends in ihren Käfig, jene kommen abends nicht in ihren Käfig. –
"
Beitzah 24a:15,"Aber Tauben, die sich im Schlage und auf dem Boden aufhalten, kommen ja ebenfalls abends in ihren Käfig, dennoch wird gelehrt, wer [am Feste] im Schlage und auf dem Boden sich aufhaltende Tauben oder in Nestern und Wölbungen nistende Vögel fängt, sei schuldig!?
"
