Index Title,Makkot
Makkot 12b:3,"wieso ist diesDaß die Ansicht RJ.s erschwerend ist.aber bei den Zufluchtsstädten der Fall? Allerdings in dem Falle, wenn der Stamm außerhalb und die Krone innerhalb sich befindet: wie man ihn nicht töten darf auf dem Gebiete, auf dem die Krone sich befindet, ebenso darf man ihn nicht töten auf dem Gebiete, auf welchem der Stamm sich befindet; wenn aber der Stamm innerhalb und die Krone außerhalb sich befindet, sollte man ihn, wie man ihn töten darf auf dem Gebiete, auf dem die Krone sich befindet, auch töten dürfen auf dem Gebiete, auf dem der Stamm sich befindet; er befindet sich ja innerhalbIn der einen oben angeführten Lehre, die die Ansicht RJ.s vertreten soll, wird die Regel sowohl hinsichtlich der Zufluchtsstädte als auch hinsichtlich des 2. Zehnten gelehrt.!? 
"
Makkot 12b:4,"Raba erwiderte: Hinsichtlich des Stammes stimmen alle überein, daß man ihn auf dem Gebiete, auf dem dieser sich befindet, nicht töten dürfe; wenn er sich unter der Krone befindet und man ihn mit Pfeilen oder Geröll töten kann, so stimmen alle überein, daß man ihn töte, 
"
Makkot 12b:5,"sie streiten nur, ob der Stamm als Treppe für die Krone dienen könne; einer ist der Ansicht, der Stamm diene als TreppeNach RJ. richtet man sich nach der Krone, u. wenn der Biuträcher ihn nicht erreichen kann, so darf er, obgleich der Stamm sich im Weichbilde der Zufluchtsstadt befindet, auf diesen klettern, um die Krone zu erreichen.für die Krone, und einer ist der Ansicht, der Stamm diene nicht als Treppe für die Krone. 
"
Makkot 12b:6,"R. Aši erklärte: Nach der Krone, dies heißt: auch nach der KroneWenn ein Teil der Krone sich auf Stadtgebiet befindet, so gehört diesbezüglich der ganze Raum unter der Krone zum Stadtgebiete..
"
Makkot 12b:7,"<sup>vii,3</sup> <b>H</b><small>AT ER IN DIESER</small> S<small>TADT</small>In der Zufluchtsstadt, in der er sich als Verbannter befindet.<small>GETÖTET, SO GEHE ER IN DIE</small> V<small>ERBANNUNG AUS EINEM</small> R<small>EVIER</small>Da er seine Zufluchtsstadt nicht verlassen darf.<small>NACH EINEM ANDEREN</small>. E<small>IN</small> L<small>EVITE</small>Der zu den freien Bewohnern der Stadt gehört; cf. Num. 35,6.<small>GEHE IN DIE</small> V<small>ERBANNUNG AUS EINER</small> S<small>TADT NACH EINER ANDEREN</small>.
"
Makkot 12b:8,"GEMARA. Die Rabbanan lehrten :Ex. 21,13.<i>So will ich dir eine Stätte bestimmen &amp;c</i>. Will ich dir bestimmen, bei deinenMoše wurde verheißen, daß er selber die ersten 3 Zufluchtsstädte bestimmen werde.Lebzeiten; <i>eine Stätte</i>, aus deinerVon den levitischen Städten.Stätte; <i>wohin er flüchten kann</i>, dies lehrt, daß die Jisraéliten auch in der Wüste die [Institution der] Verbannung hatten. Wohin verbannten sie? In das levitische Lager. 
"
Makkot 12b:9,"Hieraus folgerten sie, daß ein Levite, wenn er [unvorsätzlich] getötet hat, aus einem BezirkeSoll heißen: Stadt.nach einem anderen in die Verbannung muß. Geht er in die Verbannung nach seinem eigenen Bezirke, so gewährt ihm auch dieser Zuflucht. R. Aḥa, Sohn des R. Iqa, sagte: Welcher Schriftvers deutet hierauf?Num. 35,28.<i>In seiner Zufluchtsstadt soll er bleiben</i>, in der Stadt, die ihm von früher her Zuflucht gewährt.
"
Makkot 12b:10,"<sup>viii</sup> <b>D</b><small>ESGLEICHEN AUCH</small>Die W.e ‘desgleichen auch’ sind aus Sb. X,8 mit herübergenommen., <small>WENN EIN</small> T<small>OTSCHLÄGER IN EINE</small> Z<small>UFLUCHTSSTADT IN DIE</small> V<small>ERBANNUNG GEHT, UND DIE</small> L<small>EUTE DER</small> S<small>TADT IHM</small> E<small>HRUNG ERWEISEN WOLLEN, SO SAGE ER ZU IHNEN</small>: I<small>CH BIN EIN</small> T<small>OTSCHLÄGER</small>. W<small>ENN SIE IHM ABER ERWIDERN</small> : D<small>ENNOCH, SO NEHME ER SIE VON IHNEN AN, DENN ES HEISST</small>:Dt. 19,4.<i>dies ist das Wort des Totschlägers</i>.
"
Makkot 13a:1," S<small>IE</small>Die exilierten Totschläger.<small>MUSSTEN</small> <small>DEN</small> L<small>EVITEN</small>Den Hausbesitzern.M<small>IETE ZAHLEN</small> – so R. J<small>EHUDA</small> ; R. M<small>EÍR SAGT, SIE BRAUCHTEN IHNEN KEINE</small> M<small>IETE ZU ZAHLEN</small>. N<small>ACHHER</small>Wenn er nach dem Tode des Hochpriesters heimkehrt.<small>KOMMT ER IN SEIN FRUHERES</small> A<small>MT ZURÜCK</small> – so R. M<small>EÍR;</small> R. J<small>EHUDA SAGT, ER KOMMT NICHT IN SEIN FRÜHERES</small> A<small>MT ZURÜCK</small>.
"
Makkot 13a:2,"GEMARA. R. Kahana sagte: Der Streit besteht nur über die sechs [Zufluchtsstädte]; einer erklärt:Num. 35,11.<i>für euch</i>, als Zuflucht, und der andere erklärt: <i>für euch</i>, zu jedem Behufe, hinsichtlich der übrigen zweiundvierzig [Städte]Der Leviten (cf. Num. 35,6), die ebenfalls Zuflucht gewährten.aber sind alle der Ansicht, daß sie da Miete zahlen mußten. 
"
Makkot 13a:3,"Raba sprach zu ihm: <i>Für euch</i> heißt ja selbstverständlich zu jedem Behufe!? Vielmehr, sagte R. Kahana, der Streit besteht nur über die zweiundvierzig Städte, einer erklärt :Num. 35,6.<i>zu diesen sollt ihr hinzufügen</i>, zu diesen als Zuflucht, und der andere erklärt: <i>zu diesen sollt ihr hinzufügen</i>, gleich diesen: wie diese zu jedem Behufe, ebenso auch die übrigen zu jedem Behufe; bezüglich der sechs [Zufluchtsstädte] aber sind alle der Ansicht, daß sie da keine Miete zu zahlen brauchten.
"
Makkot 13a:4,"N<small>ACHHER KOMMT ER IN SEIN FRÜHERES</small> A<small>MT ZURÜCK</small> &amp;<small>C</small>. Die Rabbanan lehrten:Lev. 25,41; dieser Schriftvers spricht vom heimkehrenden jüdischen Sklaven.<i>Und er kehre zu seinem Geschlechte zurück und zum Erbbesitze seiner Vorfahren;</i> er kehre zu seinem Geschlechte zurück, nicht aber in [das Amt], das seine Vorfahren inne hatten – so R. Jehuda; R. Meír sagt, er kehre auch in [das Amt], das seine Vorfahren inne hatten, zurück. <i>Zum Erbbesitze seiner Vorfahren</i>, gleichFortsetzung der Worte RM.s.seinen Vorfahren. 
"
Makkot 13a:5,"DasselbeDieser Streit zwischen RJ. u. RM.gilt auch von der Verbannung, denn es heißt: <i>kehre er zurück</i>, und dies schließt den Totschläger einDiese Worte sind im angezogenen Schriftverse überflüssig.. – 
"
Makkot 13a:6,"Was heißt: dasselbe gilt auch von der Verbannung? – Wie gelehrt wird:Num. 35,28.<i>Soll der Totschläger in das Land seines Erbbesitzes zurückkehren</i>, in das Land seines Erbbesitzes kehre er zurück, nicht aber in [das Amt], das seine Vorfahren inne hatten – so R. Jehuda; R. Meír sagt, er kehre auch in [das Amt] zurück, das seine Vorfahren inne hatten, denn er folgert dies aus dem Ausdruck ‘zurückkehren’, der auch dortBeim heimkehrenden jüdischen Sklaven, Lev. 25,41.gebraucht wird.
"
Makkot 13a:7,"
"
Makkot 13a:8,"<sup>i</sup> <b>F</b>OLGENDEHier werden nicht alle Vergehen dieser Art aufgezählt, sondern nur solche, bei denen etwas Besonderes zu lehren ist. <small>SIND ZU GEISSELN</small>: W<small>ER SEINE</small> S<small>CHWESTER, DIE</small> S<small>CHWESTER SEINES</small> V<small>ATERS, DIE</small> S<small>CHWESTER SEINER</small> M<small>UTTER, DIE</small> S<small>CHWESTER SEINER</small> F<small>RAU, DIE</small> F<small>RAU SEINES</small> B<small>RUDERS, DIE</small> F<small>RAU DES</small> B<small>RUDERS SEINES</small> V<small>ATERS, ODER EINE</small> M<small>ENSTRUIERENDE BESCHLAFEN HAT, EIN</small> H<small>OCHPRIESTER, DER EINE</small> W<small>ITWE</small>Cf. Lev. 21,13., <small>EIN GEMEINER</small> P<small>RIESTER, DER EINE</small> G<small>ESCHIEDENE</small>Cf. Ib. V. 7. <small>ODER EINE</small> Ḥ<small>ALUÇA, EIN</small> J<small>ISRAÉLIT, DER EIN</small> H<small>URENKIND ODER EINE</small> N<small>ETHINA, EINE</small> J<small>ISRAÉLITIN, DIE EINEN</small> N<small>ATHIN ODER EIN</small> H<small>URENKIND GEHEIRATET</small>Cf. Num. 7,3. <small>HAT</small>. 
"
Makkot 13a:9,"W<small>ENN EINE</small> [F<small>RAU</small>] W<small>ITWE UND</small> G<small>ESCHIEDENE</small>Verwitwet von einem, geschieden vom anderen Manne. <small>IST, SO IST MAN IHRETWEGEN WEGEN ZWEIER</small> V<small>ERBOTE STRAFBAR; WENN EINE</small> G<small>ESCHIEDENE UND</small> Ḥ<small>ALUÇA IST, SO IST MAN IHRETWEGEN NUR WEGEN EINES</small> V<small>ERBOTS</small>Das Verbot der Ḥaluça für einen Priester ist nur rabbanitisch u. befindet sich nicht in der Schrift. <small>STRAFBAR</small>. 
"
Makkot 13a:10,"<sup>ii</sup> F<small>ERNER: EIN</small> U<small>NREINER, DER</small> H<small>EILIGES GEGESSEN HAT, WER UNREIN IN DAS</small> H<small>EILIGTUM EINGETRETEN IST, WER</small> T<small>ALG</small>, B<small>LUT</small>, Ü<small>BRIGGEBLIEBENES</small>, V<small>ERWERFLICHES ODER</small> U<small>NREINES GEGESSEN HAT, 
"
Makkot 13a:11,"WER AUSSERHALB</small> [<small>DES</small> H<small>EILIGTUMS</small> O<small>PFER</small>] <small>GESCHLACHTET ODER DARGEBRACHT HAT, WER</small> G<small>ESÄUERTES AM</small> P<small>ESAḤFESTE GEGESSEN HAT, WER AM</small> V<small>ERSÖHNUNGSTAGE GEGESSEN ODER EINE</small> A<small>RBEIT VERRICHTET HAT, WER DAS</small> S<small>ALBÖL ODER DIE</small> S<small>PEZEREIEN</small>Wie sie im Tempel gebraucht wurden; cf. Ex. 30,32,37. <small>NACHGEMACHT HAT, WER SICH MIT DEM</small> S<small>ALBÖL GESCHMIERT HAT, WER</small> A<small>AS</small>, T<small>OTVERLETZTES</small>, E<small>KEL- ODER</small> K<small>RIECHTIERE GEGESSEN HAT, 
"
Makkot 13a:12,"WER</small> U<small>NVERZEHNTETES, ERSTEN</small> Z<small>EHNTEN, VON DEM DIE</small> H<small>EBE NICHT ENTRICHTET WORDEN IST, ODER ZWEITEN</small> Z<small>EHNTEN UND</small> H<small>EILIGES, DIE NICHT AUSGELÖST WORDEN SIND, GEGESSEN HAT</small>. 
"
Makkot 13a:13,"W<small>IEVIEL MUSS MAN VOM</small> U<small>NVERZEHNTETEN GEGESSEN HABEN, UM STRAFBAR ZU SEIN</small>? R. Š<small>IMO͑N SAGT</small>: <small>ETWAS; DIE</small> W<small>EISEN SAGEN: EIN OLIVENGROSSES</small> [Q<small>UANTUM</small>], R. <small>ŠIMO͑N SPRACH ZU IHNEN</small>: W<small>OLLT IHR MIR ETWA NICHT BEIPFLICHTEN, DASS, WER EINE NOCH SO KLEINE</small> A<small>MEISE GEGESSEN HAT, STRAFBAR</small>Wegen des Essens von Kriechtieren, obgleich es die genannte Größe nicht hat. <small>SEI</small>? S<small>IE ERWIDERTEN IHM</small>: W<small>EIL DIESE SO ERSCHAFFEN</small>Sie ist ein vollständiges Geschöpf, wobei die Größe gleichgültig ist. <small>IST</small>. E<small>R ENTGEGNETE IHNEN</small>: A<small>UCH EIN</small> W<small>EIZENKORN IST SO ERSCHAFFEN</small>.
"
Makkot 13a:14,"GEMARA. Er lehrt hier nur von den der Ausrottung Schuldigen, nicht aber von den der Todesstrafe durch das GerichtWenn man dem Angeklagten bei der Warnung nicht gesagt hat, daß auf seine Handlung die Todesstrafe gesetzt sei, so ist er zu geißeln u. wird nicht hingerichtet.Schuldigen, somit vertritt unsere Mišna die Ansicht R. A͑qibas, denn es wird gelehrt: Sowohl die der Ausrottung Schuldigen, als auch die der Todesstrafe durch das Gericht Schuldigen sind im Gesetze 
"
Makkot 13b:1,"von den vierzig Streichen einbegriffenHat man ihn auf Todesstrafe und Geißelung gewarnt, so verfällt er beiden Strafarten. – so R. Jišma͑él; 
"
Makkot 13b:2,"R. A͑qiba sagt, die der Ausrottung Schuldigen sind im Gesetze von den vierzig Streichen einbegriffen, denn wenn sie Buße tun, verzeiht ihnen das himmlischeSomit verfällt er, wenn man ihn auf Ausrottung u. Geißelung gewarnt hat, der letzteren Strafart.Gericht, die der Todesstrafe durch das Gericht Schuldigen sind im Gesetze von den vierzig Streichen nicht einbegriffen, denn auch wenn sie Buße tun, verzeiht ihnen das irdischeSo nach den kursierenden Ausgaben, die Erstausgabe hat: das himmlische Gericht.Gericht nichtWer eine Handlung begeht, auf die 2 Strafarten gesetzt sind, verfällt nur der schwereren Strafe, somit ist, da er der Todesstrafe verfällt, die Warnung auf Geißelung nichtig.. 
"
Makkot 13b:3,"R. Jiçḥaq sagte: Die der Ausrottung SchuldigenWegen Inzestverbrechens (cf. Lev. Kap. 18); so nach Raschi, jedoch nicht mit dem Wortlaute des Textes übereinstimmend. Nach den Tosaphoth: die Vergehen, auf die die Ausrottung gesetzt ist, sind ja einbegriffen, sc. unter den übrigen Verboten, die mit der Geißelung bestraft werden.werden ja gemeinsam genannt, weshalb wird nun die Ausrottung wegen [der Blutschande an] einer Schwester besonders hervorgehobenCf. Lev. 20,17.? Daß dies nur mit Ausrottung und nicht mit Geißelung bestraft wirdNicht einmal Vergehen, auf die die Ausrottung gesetzt ist, sind im Gesetze von der Geißelung einbegriffen.. – 
"
Makkot 13b:4,"Was ist der Grund R. Jišma͑éls? – Es heißt:Dt. 28,58.<i>wenn du nicht achtest, nach all den Worten dieses Gesetzes zu tun;</i> ferner:Ib. V. 59.<i>der Herr wird deine Plagen auszeichnen [hiphla]</i>. Ich würde nicht gewußt haben, was <i>hiphla</i> bedeute, wenn es aber heißt :Ib. 25,2.<i>so soll ihn der Richter vor sich hinlegen [hippilo] und prügeln lassen</i>, so sage man, unter <i>hiphla</i> sei die Geißelung zu verstehen, und es heißt: <i>wenn du nicht achtest, nach all den Worten zu tun &amp;c</i>. – 
"
Makkot 13b:5,"Demnach sollte dies auch von den Geboten geltenDie Unterlassung eines Gebotes sollte ebenfalls mit der Geißelung bestraft werden.!? – Es heißt: <i>wenn du nicht achtest</i>, und R. Abin sagte im Namen R. Ilea͑js, daß überall, wo es <i>achte, daß nicht</i> und <i>nicht</i> heißt, ein Verbot ausgedrückt sei. – 
"
Makkot 13b:6,"Demnach sollte dies auch von einem Verbote gelten, durch welches keine Handlung begangen wirdWährend ein solches Gebot nicht mit Geißelung belegt ist.!? – Es heißt: <i>zu tun</i>. – 
"
Makkot 13b:7,"Aber dies sollte doch von einem Verbote gelten, das durch ein Gebot aufgehobenWenn auf das Verbot ein Gebot folgt, dh. wenn die Schrift ein Mittel angibt, wodurch die verbotene Handlung gutgemacht werde; vgl. S. 204 Anm. 82.wirdWährend ein solches Gebot nicht mit Geißelung belegt ist.? – Nur solcheSind mit der Geißelung belegt., die dem Verbote des MaulschließensDes Rindes beim Dreschen (cf. Dt. 25,4). Dieses Verbot, durch das eine Handlung ausgeübt und von einem Gebote nicht aufgehoben wird, folgt unmittelbar auf den Abschnitt von der Geißelung.gleichen. 
"
Makkot 13b:8,"Jetzt nun, wo du auf diese [Erklärung] gekommen bist, ist auch hinsichtlich aller anderen zu erklären: nur solche, die dem Verbote des Maulschließens gleichen. – 
"
Makkot 13b:9,"Was ist der Grund R. A͑qibas? – Es heißt :Dt. 25,2.<i>entsprechend seinem Frevel;</i> du kannst ihn nur wegen eines Frevels verurteilen, nicht aber kannst du ihn wegen zweier Frevel verurteilen. – 
"
Makkot 13b:10,"Und R. Jišma͑él!? – Dies gilt nur von Todesstrafe und Geldstrafe, oder Geißelung und Geldstrafe, während aber Todesstrafe und Geißelung zusammen als verlängerte Todesstrafe zu betrachten sind. – 
"
Makkot 13b:11,"DiesDaß man einen nicht gleichzeitig mit zwei Strafen belege.sollte ja aber nach R. A͑qiba auch von den der Ausrottung Schuldigen gelten!? Wenn du aber einwendest: sie könnten Buße tun, so haben sie es ja nicht getan!? 
"
Makkot 13b:12,"R. Abahu erwiderte: Die Tora hat die der Ausrottung Schuldigen ausdrücklich hinsichtlich der Geißelung einbegriffen, denn dies ist [durch Wortanalogie] aus [den Worten] <i>vor den Augen</i> und <i>vor deinen Augen</i>Bei der Ausrottungsstrafe (Lev. 20,17) wird der Ausdruck ‘vor den Augen’ gebraucht u. ebenso wird der Ausdruck ‘vor deinen Augen’ bei der Geißelung (Dt. 25,3) gebraucht; die analoge Ausdrucksweise gilt nun als Wortanalogie (<span dir=""rtl"">גזירה שוה</span>) und besagt, daß auch die der Ausrottung Schuldigen bei entsprechender Warnung mit Geißelung bestraft werden.zu folgern. R. Abba b. Mamal wandte ein: Demnach sollte man dies auch hinsichtlich der der Todesstrafe durch das Gericht Schuldigen folgern, bei der es ebenfalls heißt: <i>von den Augen</i>Nach der Erkl. Raschis ist hier der Schriftvers Num. 15,24 gemeint, der vom Götzendienste spricht, der mit der Todesstrafe durch das Gericht belegt ist.!? – 
"
Makkot 13b:13,"Man folgere [durch Vergleichung von] <i>vor den Augen</i> mit <i>vor deinen Augen</i>, nicht aber [durch Vergleichung von] <i>von den Augen</i> mit <i>vor deinen Augen</i>. – 
"
Makkot 13b:14,"Welchen Unterschied gibt es denn dabei, in der Schule R. Jišma͑éls folgerten sie ja aus:Lev. 14,39.<i>wenn der Priester wiederkommt</i>, und:Ib. V. 44.<i>soll der Priester hineingehen</i>, denn ‘kommen’ und ‘gehen’ sei dasselbeDiese beiden Wörter werden zur Bildung eines Schlusses durch Wortanalogie verwendet, obgleich sie nur sinnverwandt sind.!? 
"
Makkot 13b:15,"Ferner: sollte man [die Vergleichung von] <i>von den Augen</i> mit <i>vor den Augen</i> zu einer Schlußfolgerung verwenden, da [die Vergleichung von] <i>vor den Augen</i> mit <i>vor deinen Augen</i> zu einer solchen verwandtDh. man sollte die mit der Todesstrafe durch das Gericht belegten Verbrechen mit den mit der Ausrottung belegten Verbrechen hinsichtlich der Geißelung vergleichen.wird! ? 
"
Makkot 13b:16,"R. Šemuél b. R. Jiçḥaq nahm dies entgegen, [und erwiderte:] <i>Gemäß seines Frevels</i>, du kannst ihn nur wegen eines Frevels bestrafen, nicht aber wegen zweier Frevel; jedoch spricht die Schrift nur von Freveln, [deren Bestrafung] dem Gerichte übertragen wordenMit der Ausrottung hat das Gericht nichts zu tun.ist. 
"
Makkot 13b:17,"Raba erklärte: Hat man einen auch auf Todesstrafe gewarnt, so stimmen alle überein, daß er nicht der Geißelung und der Todesstrafe verfalle, sie streiten nur über den Fall, wenn man ihn [nur] auf Geißelung gewarnt hat; R. Jišma͑él ist der Ansicht, man sei wegen eines Verbotes, worauf die Verwarnung auf Todesstrafe durch das Gericht gesetzt ist, zu geißeln, und R. A͑qiba ist der Ansicht, man sei wegen eines Verbotes, worauf die Verwarnung auf Todesstrafe durch das Gericht gesetzt ist, nicht zu geißelnSelbst wenn die Todesstrafe fortfällt.. – 
"
Makkot 13b:18,"Demnach ist gegen R. A͑qiba [einzuwenden:] auf die mit der Ausrottung belegten Verbrechen ist ja die Verwarnung auf AusrottungSomit sollte nach RA͑. auch bei diesen die Geißelung fortfallen.gesetzt!? R. Mordekhaj sprach zu R. Aši: So sagte Abimi aus Hagronja im Namen Rabas: bei den der Ausrottung Schuldigen ist keine WarnungSomit bleibt event. die Geißelung allein zurück.erforderlich, denn bei den Gesetzen vom Pesaḥopfer und von der Beschneidung ist eine Strafe angedroht, obgleich bei diesen eine Warnung nicht möglich istDa es auszuübende Gebote sind; auf die Unterlassung derselben ist die Ausrottung gesetzt.. – 
"
Makkot 13b:19,"Vielleicht ist eine Warnung nur in den Fällen erforderlich, wo [unvorsätzlich] ein Opfer darzubringen ist, denn wegen des Pesaḥopfers und der Beschneidung, bei denen eine Warnung nicht erforderlich ist, ist ja kein Opfer darzubringenWenn sie unvorsätzlich unterlassen worden sind.!? – 
"
Makkot 13b:20,"Bei diesen ist nicht dies der Grund, sondern weil alle [Vorschriften der] ToraHinsichtl. der Darbringung eines Sündopfers, wenn die Handlung unvorsätzlich begangen worden ist.mit dem Götzendienste verglichen werden: wie der Götzendienst eine zu unterlassende Vorschrift ist, ebenso auch bei allen anderen, wenn es zu unterlassende sind, ausgenommen diese, die auszuübende sind. 
"
Makkot 13b:21,"Rabina eiklärte: Tatsächlich, 
"
Makkot 14a:1,"wie wir vorher erklärt haben, [nämlich deshalbUnterscheidet sich nach RA͑. die Ausrottung von der Todesstrafe.,] weil, wenn sie Buße tun, das himmlische Gericht ihnen verzeiht; wenn du aber einwendest: sie haben ja keine Buße getan, so ist dies hinsichtlich der Ausrottung noch nicht abgeschlossen.
"
Makkot 14a:2,"«R. Jiçḥaq sagte: Die der Ausrottung Schuldigen werden ja gemeinsam genannt, weshalb wurde nun die Ausrottung wegen [der Blutschande an] einer Schwester besonders hervorgehoben? Daß diese nur mit der Ausrottung und nicht mit der Geißelung bestraft wird.» 
"
Makkot 14a:3,"Weshalb wurde nach den Rabbanan die Ausrottung wegen [der Blutschande an] einer Schwester besonders hervorgehoben? – Wegen der Teilung. Dies nach einer Lehre R. Jöhanans, denn R. Johanan sagte, wenn man alle [Inzestverbrechen] bei einem Entfallen begangen hat, sei man wegen jedes besonders schuldig. -- 
"
Makkot 14a:4,"Woher entnimmt R. Jiçḥaq die Teilung? – Er entnimmt dies aus :Lev. 18,19.und <i>zu einer Frau in der Unreinheit ihrer Menstruation</i>; diesDie Weitläufigkeit des angezogenen Schriftverses, da es kürzer heißen könnte: zu einer Menstruierenden etc.lehrt, daß man wegen einer jeden Frau besondersDh. wegen jedes Inzestvergehens bei einem Entfallen. strafbar sei. – 
"
Makkot 14a:5,"Sollten es auch die Rabbanan hieraus entnehmen!? – Dem ist auch so. – Wozu wird demnach die Ausrottung wegen [der Blutschande an] einer Schwester besonders her vorgeh oben? – Daß man wegen seiner eigenen Schwester, der Schwester seines Vaters und der Schwester seiner Mutter besonders strafbar sei. – 
"
Makkot 14a:6,"Selbstverständlich, es sind ja von einander getrennte Personen und von einander getrennte NamenDh. Verbote; jede wird in der Schrift besonders verboten.!? – Vielmehr [lehrt dies,] daß man wegen einer Schwester, die auch Schwester des Vaters und Schwester der Mutter ist, [dreifach] strafbarIn diesem Falle sind es zwar 3 verschiedene Verbote, jedoch an ein- und derselben Person begangen.ist. – Wie kann dies vorkommen? – Bei einem Frevler, dem Sohne eines FrevlersWenn jemand seine Mutter beschläft und 2 Töchter zeugt und darauf eine von diesen beschläft und einen Sohn zeugt; die andere Schwester ist nicht nur eine Schwester dieses Sohnes, sondern auch die Schwester seiner Mutter und seines Vaters.. – 
"
Makkot 14a:7,"Woher entnimmt dies R. Jiçḥaq hinsichtlich eines solchen Falles? – Er folgert dies [durch einen Schluß] vom Leichteren auf das Schwerere. Es wird nämlich gelehrt: R. A͑qiba erzählte: Einst fragte ich R. Gamliél und R. Jehošua͑ auf dem Fleischmarkte zu Emmaus, wo sie ein Vieh zum [Hochzeits]mahle des Sohnes R. Gamliéls kaufen wollten, wie es denn sei, wenn jemand seine Schwester beschläft, die gleichzeitig Schwester seines Vaters und seiner Mutter ist, ob er nur wegen einer Sünde oder wegen jeder besonders strafbar sei, 
"
Makkot 14a:8,"und sie erwiderten mir, sie hätten darüber nichts gehört, wohl aber hätten sie gehört, daß, wenn jemand bei einem Entfallen fünf menstruierende Frauen beschläft, er wegen jeder besonders schuldig sei, und es sei [ein Schluß] vom Leichteren auf das Schwerere zu folgern: wenn man im Falle von den Menstruierenden, wo es sich um dasselbe Verbot handelt, wegen jeder besonders schuldig ist, um wieviel mehr in diesem Falle, wo es sich um drei besondere Verbote handelt. – 
"
Makkot 14a:9,"Und jeneRJ. u. RA.!? – Dieser [Schluß vom] Leichteren auf das Schwerere ist zu widerlegen: wohl im Falle von den Menstruierenden, weil es von einander getrennte Personen sind. 
"
Makkot 14a:10,"Und jener, dieser [Schluß vom] Leichteren auf das Schwerere ist ja tatsächlich zu widerlegen!? – Vielmehr, er folgert dies aus [dem Worte] <i>Schwester</i> am Schlüsse [des Schriftverses]Lev. 20,17: die Scham seiner Schwester hat er entblößt.. – 
"
Makkot 14a:11,"Wozu ist nach der anderen Ansicht [das Wort] <i>Schwester</i> am Schlüsse [des Schriftverses] nötig!? – Daß man wegen einer Schwester, die die Tochter des Vaters und der Mutter ist, strafbar ist, denn durch einen Schluß ist keine Bestrafung zu folgernIn der Schrift wird nur von einer Schwester, der Tochter des Vaters oder der Tochter der Mutter gesprochen; die Bestrafung wegen der Blutschande an einer Ganzschwester müßte durch einen Schluß gefolgert werden; cf. supra Fol. 5b.. – 
"
Makkot 14a:12,"Und jener!? – Wenn du willst, sage ich, er folgere die Bestrafung von der VerwarnungDie Verwarnung, dh. das Verbot, wird aus einem überflüssigen Schriftverse entnommen; cf. supra Fol. 5b., und wenn du willst, sage ich, er entnimmt dies 
"
Makkot 14b:1,"aus [dem Worte] <i>Schwester</i> im Beginne [des Schriftverses]Wenn jemand seine Schwester, die Tochter seines Vaters etc., nimmt; das W. seiner Schwester’ ist überflüssig.. – 
"
Makkot 14b:2,"Und jeneRJ. u. RA.!? – Aus diesem ist die Teilung beim Herrichten des Salböls und dem SalbenDie Fertigung des Salböls und das Salben mit diesem sind besondere, von einander getrennte, aber mit einer Ausrottung belegte Verbote; die Teilung dieser beiden Handlungen entnehme man aus dem an dieser Stelle überflüssigen W.e ‘Schwester’.zu entnehmen. 
"
Makkot 14b:3,"Dies nach einer Lehre des R. Elie͑zer im Namen R. Hoša͑jas; R. Elie͑zer sagte nämlich im Namen R. Hoša͑jas, überall, wo du zwei Verbote und eine AusrottungDh. wenn es 2 verbotene Handlungen sind u. die Ausrottung auf beide zusammen gesetzt ist, wie zBs. bei der Fertigung u. Verwendung des Salböls; cf. Ex. 30,33. findest, seien sie hinsichtlich des OpfersWenn das Verbot unvorsätzlich begangen wurde.geteilt. – Und jener!? –
"
Makkot 14b:4,"Wenn du willst, sage ich, er sei nicht der Ansicht R. Elie͑zers, und wenn du willst, sage ich, er folgere dies aus:Lev. 20,18.<i>wenn jemand bei einer Frau liegt, die menstruierend ist</i>In diesem Verse ist die Androhung mit der Ausrottung überflüssig; man folgere hieraus die Teilung.. – 
"
Makkot 14b:5,"Und jene!? – Dieser [Schriftvers] ist für die Lehre R. Joḥanans zu verwenden, R. Joḥanan sagte nämlich im Namen des R. Šimo͑n b. Joḥaj: Woher, daß eine Frau nur dann unrein ist, wenn der Blutfluß aus der Scham kommt? Es heißt: <i>wenn jemand bei einer Frau liegt, die menstruierend und ihre Scham entblößt &amp;c.;</i> dies lehrt, daß eine Frau nur dann unrein ist, wenn der Blutfluß aus der Scham kommt.
"
Makkot 14b:6,"[E<small>IN</small> U<small>NREINER, DER</small> H<small>EILIGES GEGESSEN HAT</small>.] Allerdings befindet sich hinsichtlich des Eintretens eines Unreinen in das Heiligtum sowohl eine Strafandrohung, als auch ein Verbot, eine Strafandrohung, denn es heißt :Num. 19,13.<i>die Wohnung des Herrn hat er verunreinigt, er soll ausgerottet werden</i>, ein Verbot :Ib. 5,3.<i>sie sollen ihr Lager nicht verunreinigen;</i> aber hinsichtlich des Essens eines Unreinen vom Heiligen befindet sich zwar eine Strafandrohung, denn es heißt:Lev. 7,20.<i>die Person aber, die das Fleisch vom Heilsopfer des Herrn ißt, während sie noch mit Unreinheit behaftet ist, soll ausgerottet werden</i>, wo aber befindet sich das Verbot!? 
"
Makkot 14b:7,"Reš Laqiš erklärte: [Es heißt:]Ib. 12,4.<i>sie darf nichts Heiliges berühren</i>. 
"
