Index Title,Berachot
Berakhot 5b:26,"Und noch mehr, er veranlaßt auch, daß die Göttlichkeit von Jisraél weiche, denn es heißt: Fortsetz, des vorher zitiert. Verses.<i>es wurde entrückt der Fels von seinem Orte</i>, und unter ‘Fels’ ist kein anderer, als der Heilige, gepriesen sei er, zu verstehen, denn es heißt: Dt. 32,18.<i>den Fels, der dich gezeugt, vergißt du</i>.
"
Berakhot 5b:27,"Was ist seine Belohnung, wenn er wartet? 
"
Berakhot 6a:1,"R. Jose b. R. Ḥanina sagte: Ihm sind folgende Segnungen beschieden:Jes. 48,18–19. <i>Wenn</i> <i>du auf meine Gebote gewartet</i>Richt. <i>gehorcht<i>hättest, so würde einem Strome gleich dein Friede sein und den Wellen des Meeres gleich dein Sieg; wie der Ufersand dein Same und die Sprößlinge deines Leibes &amp;c</i>.
"
Berakhot 6a:2,"Es wird gelehrt: Abba Binjamin sagte: Wäre dem Auge die Macht zu sehen gegeben, so könnte kein Geschöpf vor [dem Anblick der] Gespenster bestehen. 
"
Berakhot 6a:3,"Abajje sagte: Sie sind zahlreicher als wir; sie umgeben uns, wie die Furche das Beet. 
"
Berakhot 6a:4,"R. Hona sagte: Jeder von uns hat deren Tausend an seiner Linken und Myriaden an seiner Rechten.
"
Berakhot 6a:5,"Raba sagte: Das Gedränge beim VortragWörtl. <i>Brautrührt von ihnen her; daß die Kniee matt werden, rührt von ihnen her; daß die Kleider der Gelehrten schäbig werden, rührt von ihrer Reibung her; daß die Füße verwundet werden, rührt von ihnen her. 
"
Berakhot 6a:6,"Wer Kenntnis von ihnen haben will, nehme gesiebte Asche und streue sie um das Bett; am Morgen wird er Fußspuren wie von einem Hahne sehen. Wer sie sehen will, nehme die Nachgeburt einer Katze, einer schwarzen von einer schwarzen geboren, einer erstgeborenen von einer erstgeborenen geboren, verbrenne sie im Feuer, zerreibe sie und streue sich davon etwas in die Augen; dann wird er sie sehen. Sodann tue man sie in ein eisernes Rohr und versiegle es mit einem eisernen Siegelring, denn sonst könnten sie davon stehlen; man schließe aber auch den Mund, damit man nicht zu Schaden komme. R. Bebaj b. Abajje tat dies und kam zu Schaden. Da beteten die Gelehrten für ihn, und er genas.
"
Berakhot 6a:7,"Es wird gelehrt: Abba Binjamin sagte: Das Gebet des Menschen wird nirgends als im Bethause erhört, denn es heißt:iReg. 8,28.<i>den Gesang und das Gebet zu hören</i>; wo der Gesang, da auch das Gebet.
"
Berakhot 6a:8,"Rabin b. R. Ada sagte im Namen R. Jiçḥaqs: Woher, daß der Heilige, gepriesen sei er, im Beihause zu finden ist? – es heißt:Ps. 82,1.<i>Gott steht in der Gottesgemeinde</i>. 
"
Berakhot 6a:9,"Woher, daß, wenn zehn beten, die Göttlichkeit mit ihnen ist? – es heißt: <i>Gott steht in der Gottesgemeinde</i>Zehn Personen werden ‘Gemeinde’ genannt.. 
"
Berakhot 6a:10,"Woher, daß, wenn drei zu Gericht sitzen, die Göttlichkeit mit ihnen ist? – es heißt:Ps. 82,1.<i>er richtet in der Mitte der Richter</i>. 
"
Berakhot 6a:11,"Woher, daß, wenn zwei sitzen und sich mit der Tora befassen, die Göttlichkeit mit ihnen ist? – es heißt:Mal. 3,16.<i>dann unterhielten sich die Gottesfürchtigen, einer mit seinem Nächsten, und der Herr horchte &amp;c</i>.
"
Berakhot 6a:12,"Was heißt:Mal. 3,16.<i>die da denken an seinen Namen</i>? R. Aši erwiderte: Wenn der Mensch ein Gebot auszuüben dachte, und durch einen Notfall es auszuüben verhindert wird, so rechnet die Schrift es ihm an, als hätte er es ausgeübt. 
"
Berakhot 6a:13,"Und woher, daß, wenn auch nur einer sich mit der Tora befaßt, die Göttlichkeit mit ihm ist? – es heißt:Ex. 20,21.<i>an jedem Orte, wo ich meinen Namen erwähnt wissen werde, werde ich zu dir kommen und dich segnen</i>. – 
"
Berakhot 6a:14,"Wenn dies schon bei einem geschieht, wozu ist dies von zweien [zu lehren] nötig? – Bei zweien werden ihre Worte in das Gedenkbuch eingetragen, bei einem aber werden seine Worte nicht in das Gedenkbuch eingetragen. – 
"
Berakhot 6a:15,"Wenn aber dies schon bei zweien geschieht, wozu ist dies von dreien [zu lehren] nötig? – Man könnte glauben, die Gerichtssitzung sei nur ein Schlichtungsakt, wobei die göttliche Niederlassung sich nicht befindet, so lehrt er uns, daß auch das Gericht Gesetzeskunde ist. – 
"
Berakhot 6a:16,"Wenn aber dies sogar bei dreien geschieht, wozu ist dies vor zehn [zu lehren] nötig? – Bei zehn kommt die göttliche Niederlassung vorher, bei drei aber, erst wenn sie sitzen.
"
Berakhot 6a:17,"R. Abin b. R. Ada sagte im Namen R. Jiçḥaqs: Woher, daß der Heilige, gepriesen sei er, TephillinZwei Pergamentkapseln, die während des Gebetes mittelst Riemen oberhalb der Stirn, bzw. am linken Oberarm befestigt werden. Die Kopfkapsel besteht aus vier ‘Gehäusen’ (Abteilungen), in denen sich vier Pergamentrollen, je ein Stück aus dem Pentateuch (Dt. 6,4–9; ib. 11,13–21; Ex. 13,1–10; ib. 13,11–16) enthaltend, befinden. Die Handkapsel, die aus einem Gehäuse besteht, enthält diese vier Stücke auf einer Pergamenlrolle.anlegt? –
"
Berakhot 6a:18,"es heißt:Jes. 62,8.Der <i>Herr hat bei seiner Rechten geschworen und bei seinem mächtigen Arm. Seine Rechte</i>, das ist die Tora, wie es heißt:Dt. 33,2.<i>an meiner Rechten ist ein Feuer des Gesetzes für sie. Bei seinem mächtigen Arm</i>, das sind die Tephillin, wie es heißt:Ps. 29,11.<i>der Herr wird seinem Volke Macht verleihen</i>. – 
"
Berakhot 6a:19,"Woher, daß die Tephillin eine Macht Jisraéls sind? – Es heißt:Dt. 28,10.<i>und alle Völker der Erde werden sehen, daß der Name des Herrn über dich genannt wird, und sie werden sich vor Dir fürchten</i>, und hierzu wird gelehrt, R. Elie͑zer der Große sagte, diesWas die Völker mit Ehrfurcht sehen.seien die Tephillin des Hauptes.
"
Berakhot 6a:20,"R. Naḥman b. Jiçḥaq sprach zu R. Ḥija b. Abin: Was steht in den Tephillin des Herrn der Welt geschrieben? Dieser erwiderte:iChr. 17,21.<i>Wer ist wie dein Volk JIsraél ein einziges Volk auf Erden</i>. – Prahlt denn der Heilige, gepriesen sei er, mit dem Ruhme Jisraéls? – 
"
Berakhot 6a:21,"Freilich; es heißt ja:Dt. 26,17.<i>du hast heute den Herrn verherrlicht</i>, und darauf folgt: <i>und der Herr hat dich heute verherrlicht</i>. Der Heilige, gepriesen sei er, sprach zu Jisraél: Ihr habt mich zu einer Verherrlichung auf der Welt gemacht, daher werde ich euch zu einer Verherrlichung auf der Welt machen. 
"
Berakhot 6a:22,"Ihr habt mich zu einer Verherrlichung auf der Welt gemacht, denn es heißt:Dt. 6,4.<i>höre Jisraél, der Herr ist unser Gott, der Herr ist einzig</i>. Auch ich mache euch zu einer Verherrlichung auf der Welt, denn es heißt:iChr. 17,21.<i>wer ist wie dein Volk Jisraél ein einziges Volk auf Erden</i>.
"
Berakhot 6a:23,"R. Aḥa b. Raba sprach zu R. Aši: Allerdings in dem einen Gehäuse, was aber steht in den übrigen GehäusenDer Kopfkapsel.? 
"
Berakhot 6a:24,"Dieser erwiderte:Dt. 4,7.<i>Denn wer ist ein großes Volk;</i>Ib. V. 8.<i>Welches große Volk;</i> Ib. 33,29.<i>Heil dir, Jisraél;</i>Ib. 4,34.<i>Hat ein Gott etwa versucht;</i>Ib. 26,19.<i>Daß er dich zum, Höchsten mache</i>. –
"
Berakhot 6a:25,"Demnach sind es ja mehrEs werden sechs Schriftverse auf gezählt.Gehäuse!? – Vielmehr [die Verse:] <i>Denn wer ist ein großes Volk</i>, und: <i>Welches große Volk</i>, die einander gleichen, in einem Gehäuse; [die Verse:] <i>Heil dir, Jisraél</i>, und: <i>Wer ist wie dein Volk Jisraél</i>, ebenfalls in einem Gehäuse; [der Vers:] <i>Hat ein Gott etwa versucht</i>, in einem Gehäuse; und [der Vers:] <i>Daß er dich zum Höchsten mache</i>, in einem Gehäuse. 
"
Berakhot 6b:1,"Diese alle sind auch in der [Tephilla] des Arms geschrieben.
"
Berakhot 6b:2,"Rabin b. R.Ada sagte im Namen R. Jiçḥaqs: Wer [täglich] in das Bethaus zu gehen pflegt und einen Tag nicht kommt, nach dem erkundigt sich der Heilige, gepriesen sei er, denn es heißt:Jes. 50,10.<i>wer unter euch, der den Herrn fürchtet, der da höret auf die Stimme seines Knechtes; wer im Finstern wandelt und kein Licht hat</i>.
"
Berakhot 6b:3,"Ist er zur Ausübung eines Gebotes gegangen, so ist ihm Licht, ist er aber zu freigestellten Dingen gegangen, so ist ihm kein Licht.Jes. 50,10.
"
Berakhot 6b:4,"<i>Der vertraue auf den Namen des Herrn</i>: aus dem Grunde, weil er auf den Namen des Herrn vertrauen sollte, aber nicht vertraut hat.
"
Berakhot 6b:5,"R. Joḥanan sagte: Wenn der Heilige, gepriesen sei er, in das Bethaus kommt und da keine zehn [Personen] findet, gerät er sofort in Zorn, wie es heißt:Jes. 50,2.<i>warum kam ich, und niemand war da, ich rief, und niemand antwortete</i>.
"
Berakhot 6b:6,"R. Ḥelbo sagte im Namen R. Honas: Wer einen Ort für sein Gebet bestimmt, dem steht der Gott Abrahams bei,
"
Berakhot 6b:7,"und wenn er stirbt, sagt man über ihn: Wo ist der Demütige, wo ist der Fromme, von den Schülern unseres Vaters Abraham? – 
"
Berakhot 6b:8,"Woher, daß unser Vater Abraham einen Ort [für das Gebet] bestimmt hatte? – es heißt:Gen. 19,27.<i>und Abraham machte sich am Morgen früh auf zu dem Orte, woselbst er gestanden</i>, und stehen bedeutet nichts anderes als beten, denn es heißt:Ps. 106,30.<i>und Pinḥas stand auf und betete</i>.
"
Berakhot 6b:9,"R. Ḥelbo sagte im Namen R. Honas: Wer aus dem Bethause geht, mache keine großen Schritte. Abajje sagte: Dies bezieht sich nur auf das Herausgehen, beim Hineingehen aber ist es sogar Gebot, zu laufen, denn es heißt:Hos. 6,3.<i>lasset uns nachjagen, um den Herrn zu erkennen</i>. 
"
Berakhot 6b:10,"R. Zera sagte: Früher glaubte ich, als ich die Rabbanan am Šabbath zum Vortrag laufen sah, sie entweihten den Šabbath, seitdem ich aber gehört habe, was R. Tanḥum im Namen des R. Jehošua͑ b. Levi sagte, daß nämlich der Mensch stets zur Halakha eile, selbst am Šabbath, denn es heißt: Hos. 11,10.<i>dem Herrn sollen sie folgen, wie ein Löwe brüllt er</i>, laufe ich ebenfalls.
"
Berakhot 6b:11,"R. Zera sagte: Das Verdienst der Vorlesung ist das Laufen. 
"
Berakhot 6b:12,"Abajje sagte: Das Verdienst des öffentlichen Vortrages ist das Gedränge.
"
Berakhot 6b:13,"Raba sagte: Das Verdienst der LehreWörtl. Gehörtes. Die aus eigener Deduktion vorgetragene Lehre.ist das Grübeln. 
"
Berakhot 6b:14,"R. Papa sagte: Das Verdienst der Beileidsbezeugung ist das Schweigen. 
"
Berakhot 6b:15,"Mar Zuṭra sagte: Das Verdienst des Fastens ist die AlmosengabeWas man am Essen spart, gebe man den Armen..
"
Berakhot 6b:16,"R. Šešeth sagte: Das Verdienst der Trauer ist das Erheben [der Klage]. 
"
Berakhot 6b:17,"R. Aši sagte: Das Verdienst des Hochzeitsfestes ist die Unterhaltung.
"
Berakhot 6b:18,"R. Hona sagte: Wer hinter dem Bethaus betet, heißt Gottloser, denn es heißt:Ps. 12,9.<i>ringsum wandeln die Gottlosen</i>. 
"
Berakhot 6b:19,"Abajje sagte: Dies nur dann, wenn er sein Gesicht nicht nach dem Bethause wendet, wenn er aber sein Gesicht dem Bethause zuwendet, so ist nichts daran. 
"
Berakhot 6b:20,"Einst betete jemand hinter dem Bethause und wandte sein Gesicht nicht dem Bethause zu; da ging Elijaliu an ihm vorüber, der ihm wie ein Araber erschien, und als er ihn sah, sprach er zu ihm: Mit dem Rücken gewendet stehst du vor deinem Herrn!? Da zog er sein Schwert und tötete ihn.
"
Berakhot 6b:21,"Einer der Jünger sprach zu R. Bebaj b. Abajje, manche sagen, R. Bebaj b. Abajje zu R. Naḥman b. Jiçḥaq:Ps. 12,9.<i>Wie das Erhabene den Menschenkindern als Geringschätzigkeit gilt</i>; was bedeutet dies? 
"
Berakhot 6b:22,"Dieser erwiderte: Es sind die Dinge, die in der Höhe der WeltDas Gebet, welches in die Höhe steigt.stehen, die aber die Menschen gering schätzen. 
"
Berakhot 6b:23,"R. Joḥanan und R. Elea͑zar sagten beide: Sobald ein Mensch der Mitmenschen benötigt, wird sein Gesicht wie KerumGr. <i>χϱῶμαverändert, wie es heißt: <i>Kerum [wie das Erhabene] gilt den Menschenkindern als Geringschätzigkeit</i>. 
"
Berakhot 6b:24,"Was ist Kerum? Als R. Dimi kam, erklärte er: In den [über]seeischenBezeichnung für ferne Orte, die weite Welt.Städten gibt es einen Vogel, der KerumCf. Levysohn, Zool. d. T. p. 183.heißt, der, sobald die Sonne ihn bescheint, seine Farbe verwandelt. 
"
Berakhot 6b:25,"R. Ami und R. Asi sagten beide: Wie wenn erDer Hilfsbedürftige.von zwei Strafgerichten, dem Feuer und dem Wasser, heimgesucht worden wäre, denn es heißt:Ps. 66,12.<i>du hast den Menschen auf unserem Haupte reiten lassen, wir sind in Feuer und Wasser geraten</i>.
"
Berakhot 6b:26,"Ferner sagte R. Ḥelbo im Namen R. Honas: Stets achte der Mensch auf das Vespergebet, denn Elijahu wurde ja nur beim Vespergebet erhört, wie es heißt:iReg. 18,36.<i>es war zur Zeit, wo das Nachmittagsopfer</i><span dir=""rtl"">מנחה</span> Opfergabe, spez. Nachmittagsopfer; später übertragen für Vespergebet, da das Gebet an die Stelle des Opfers getreten ist.<i>dargebracht wird, da trat der Prophet Elijahu hin und sprach &amp;c.: Erhöre mich, o Herr, erhöre mich</i>. 
"
Berakhot 6b:27,"Erhöre mich, daß ein Feuer vom Himmel herabkomme, und erhöre mich, daß sie nicht sagen, es sei Zauberwerk. 
"
Berakhot 6b:28,"R. Jonathan sagte: Auch auf das Abendgebet, denn es heißt:Ps. 141,2.<i>mein Gebet möge wie Räucherwerk vor dir bereitet sein, die Erhebung meiner Hände wie das Abendopfer</i>. R. Naḥman b. Jiçḥaq sagte: Auch auf das Morgengebet, denn es heißt:Ps. 5,4.<i>am Morgen erhöre meine Stimme, o Herr, am Morgen rüste ich mich vor dir und harre</i>.
"
Berakhot 6b:29,"Ferner sagte R. Ḥelbo im Namen R. Honas: Wer vom Gastmahl des Bräutigams genießt und ihn nicht erheitert, übertritt fünf StimmenDen folgenden Vers, in dem das W. ‘Stimme’ fünfmal vorkommt., denn es heißt:Jer. 33,11.<i>Stimme der Wonne und Stimme der Freude, Stimme des Bräutigams und Stimme der Braut, Stimme derer, die da sprechen: Danket dem Herrn der Heerscharen</i>.
"
Berakhot 6b:30,"Was ist seine Belohnung, wenn er ihn aber erheitert? R. Jehošua͑ b. Levi sagte: Ihm wird die Tora zuteil, die durch fünf Stimmen gegeben wurde, wie es heißt:Ex. 19,16ff.<i>es geschah am dritten Tage, des Morgens, da waren [Donner]stimmen und Blitze und schweres Gewölk auf dem Berge, und die Stimme der Posaune &amp;c.; und es war die Stimme der Posaune; und Gott antwortete ihm mit der Stimme</i>. –
"
Berakhot 6b:31,"DemDaß das W. ‘Stimme’ hier nur fünfmal erwähnt wird, der Plural ‘Stimmen’ bedeutet zwei Stimmen.ist ja aber nicht so, es heißt ja auch:Ex. 20,15.<i>das ganze Volk sah die Stimmen</i>!? – 
"
Berakhot 6b:32,"Dies waren Stimmen vor der Tora.
"
Berakhot 6b:33,"R. Abahu sagte: Es ist ebenso, als hätte er Dankopfer dargebracht, denn es heißt:Jer. 33,11.<i>sie bringen Dankopfer in das Haus des Herrn</i>Dieser Vers folgt dem von RH. angezogenen.. R. Naḥman b. Jiçḥaq sagte: Es ist ebenso, als hätte er eine von den Ruinen Jerušalems aufgebaut, denn es heißt:Jer. 33,11.<i>denn ich werde die Gefangenschaft des Landes zurückführen wie ehemals, spricht der Herr</i>.
"
Berakhot 6b:34,"Ferner sagte R. Ḥelbo im Namen R. Honas: Wem Gottesfurcht eigen, dessen Worte werden erhört, denn es heißt:Ecc. 12,13.<i>endlich wird alles dem erhört, der Gott fürchtet &amp;c</i>. – 
"
Berakhot 6b:35,"Was bedeutet:Ecc. 12,13.<i>denn dies ist der ganze Mensch</i>? R. Elea͑zar erwiderte: Der Heilige, gepriesen sei er, sprach: die ganze Welt ist nur seinethalbenWegen des Gottesfürchtigen.erschaffen worden.
"
Berakhot 6b:36,"R. Abba b. Kahana sagte: Dieser wiegt die ganze Welt auf. R. Šimo͑n b. A͑zaj, manche sagen, R. Šimo͑n b. Zoma, sagte: Die ganze Welt wurde nur dazu geschaffen, um sich diesem anzuschließen.
"
Berakhot 6b:37,"Ferner sagte R. Ḥelbo im Namen R. Honas: Wenn jemand von seinem Nächsten weiß, daß er ihn zu grüßen pflegt, so komme er diesem mit seinem Gruße zuvor, denn es heißt:Ps. 34,15.<i>suche den Frieden</i>Die Grußformel lautet ‘Friede’.<i>und jage ihm nach</i>. Wenn er ihm aber seinen Gruß nicht erwidert, so wird er Räuber genannt, denn es heißt:Jes. 3,14.<i>ihr habt abgeweidet den Weinberg, der Raub des Armen</i>Dem man nichts nehmen kann, als die Erwiderung seines Grußes.<i>ist in eueren Häusern</i>.
"
Berakhot 7a:1,"R. Joḥanan sagte im Namen R. Joses: Woher, daß der Heilige, gepriesen sei er, betet? – es heißt:Jes. 56,7.<i>ich werde sie nach meinem heiligen Berge bringen und sie in meinem Bethause erfreuen</i>. Es heißt nicht ‘ihrem Bethause’, sondern ‘meinem Bethause’, woraus zu entnehmen, daß der Heilige, gepriesen sei er, betet. –
"
Berakhot 7a:2,"Was betet er? 
"
Berakhot 7a:3,"R. Zuṭra b. Ṭobia erwiderte im Namen Rabhs: Es möge mein Wille sein, daß meine Barmherzigkeit meinen Zorn bezwinge, daß meine Barmherzigkeit sich über meine Eigenschaften [des Rechtes] wälze, daß ich mit meinen Kindern nach der Eigenschaft der Barmherzigkeit verfahre und daß ich ihrethalben innerhalb der RechtslinieDh. nicht streng nach dem Recht verfahre.trete. 
"
Berakhot 7a:4,"Es wird gelehrt: R. Jišma͑él b. Eliša͑ erzählte: Einst trat ich in das AllerinnersteDas Allerheiligste.ein, um die Spezereien zu räuchern und sah Ochteriél, Jah, den Herrn der Heerscharen, auf einem hohen und erhabenen Throne sitzen. Da sprach er zu mir: Jišma͑él, mein Sohn, segne mich! Ich sprach zu ihm: Möge es dein Wille sein, daß deine Barmherzigkeit deinen Zorn bezwinge, daß deine Barmherzigkeit sich über deine Eigenschaften [des Rechtes] wälze, daß du mit deinen Kindern nach der Eigenschaft der Barmherzigkeit verfahrest und daß du ihretwegen innerhalb der Rechtslinie tretest. Da nickte er mir (mit seinem Haupte) Beifall zu. Dies lehrt uns, daß der Segen eines Gemeinen nicht gering in deinen Augen sei.
"
Berakhot 7a:5,"Ferner sagte R. Joḥanan im Namen R. Joses: Woher, daß man einen Menschen während seines Zornausbruches nicht zu besänftigen suche? – es heißt: Ex. 33.14.<i>mein Gesicht wird vorübergehen, und ich willfahre dir</i>. Der Heilige, gepriesen sei er, sprach zu Moše: Warte ein wenig, bis das zornige Gesicht vorüber ist, und ich willfahre dir. –
"
Berakhot 7a:6,"Gibt es etwa Zorn beim Heiligen, gepriesen sei er? – 
"
Berakhot 7a:7,"Freilich, denn es wird gelehrt:Ps. 7,12.<i>Gott zürnt jeden Tag</i>. – 
"
Berakhot 7a:8,"Wie lange währt sein Zorn? –Einen Augenblick. – Wieviel ist ein Augenblick? – Der achtund fünfzigtausendachthundertachtundachtzigste Teil einer Stunde; dies ist ein Augenblick. Kein Geschöpf kann diese Zeit abpassen, und nur der ruchlose Bilea͑m [vermochte es]; denn von ihm heißt es:Num. 24.16.<i>er kennt die Gedanken des Höchsten</i>. –
"
Berakhot 7a:9,"Wenn er nicht einmal die Gedanken seines TieresCf. ib. Kap. 22.kannte, wie konnte er die Gedanken des Höchsten gekannt haben?
"
Berakhot 7a:10,"Vielmehr lehrt dies, daß er die Stunde abzupassen wußte, in der der Heilige, gepriesen sei er, zürnt.
"
Berakhot 7a:11,"Dies ist es, was der Prophet zu Jisraél sagte:Mich. 6,5.<i>mein Volk, bedenke doch, was Balaq, der König von Moab, geraten hat &amp;c</i>. – Was bedeutet:Mich. 6,5.<i>um die Wohltaten des Herrn zu erkennen</i>? 
"
Berakhot 7a:12,"R. Elea͑zar erwiderte: Der Heilige, gepriesen sei er, sprach zu Jisraél: Bedenket, wieviel Wohltaten ich euch erwiesen habe, indem ich nicht zürnte in den Tagen des ruchlosen Bilea͑m. denn hätte ich gezürnt, so wäre von den FeindenCf. Anm. 124.Jisraéls weder Flüchtling noch Entronnener übrig geblieben.
"
Berakhot 7a:13,"Dies ist es, was Bilea͑m zu Balaq gesagt hat:Num. 23,8.<i>wie soll ich fluchen, dem, Gott nicht flucht, und wie soll ich zürnen, wenn Gott nicht zürnt</i>. Dies lehrt, daß er in all jenen Tagen nicht zürnte. –
"
Berakhot 7a:14,"Wie lange währt sein Zorn? – Einen Augenblick. – Wieviel ist ein Augenblick? R. Abin, manche sagen, R. Abina, erwiderte: Wie man [das Wort] ‘Rega͑’ [Augenblick] ausspricht. – 
"
Berakhot 7a:15,"Woher, daß er einen Augenblick zürnt? – Es heißt:Ps. 30,6.<i>denn einen Augenblick in seinem Zorne, lebenslänglich in seinem Wohlwollen</i>. Wenn du aber willst, sage ich, hieraus:Jes. 26,20.<i>verbirg dich nur einen Augenblick, bis der Zorn vorübergeht</i>. – 
"
Berakhot 7a:16,"Wann zürnt er? Abajje erwiderte: In den drei ersten [Tages]stunden, wenn dem Hahn der Kamm weiß wird und er auf einem Fuße steht. – 
"
Berakhot 7a:17,"So steht er ja auch zu jeder anderen Stunde!? – 
"
Berakhot 7a:18,"Zu jeder anderen Stunde hat er rote Streifen, in dieser Stunde aber hat er keine roten Streifen.
"
Berakhot 7a:19,"Ein Minäer<span dir=""rtl"">מין</span> Sektierer, Häretiker; wahrscheinlich Judenchrist., der in der Nachbarschaft des R. Jehošua͑ b. Levi wohnte, quälte diesen sehr durch SchriftverseIn denen er Beweise für seine Häresie fand.. Eines Tages holte er einen Hahn, stellte ihn zwischen die Füße des Bettes und beobachtete ihn, indem er dachte, sobald diese Stunde kommt, verfluche ich ihn. Als aber diese Stunde herankam, schlief er ein. Da sprach er: Hieraus ist zu ersehen, daß es keine Lebensart ist, so zu handeln, denn es heißt:Ps. 145,9.<i>seine Liebe mit all seinen Geschöpfen</i>; 
"
Berakhot 7a:20,"ferner:Pr. 17,26.<i>auch ist das Strafen dem Gerechten nicht lieb</i>. 
"
Berakhot 7a:21,"Im Namen R. Meírs wird gelehrt: Wenn die Sonne hervorstrahlt, und alle Könige des Ostens und Westens ihre Kronen auf ihre Häupter setzen und die Sonne anbeten, erzürnt der Heilige, gepriesen sei er, sofort.
"
Berakhot 7a:22,"Ferner sagte R. Joḥanan im Namen R. Joses: Besser eineZüchtigungGewissensbisse, Reue. im Herzen des Menschen, als viele Geißelhiebe, denn es heißt:Hos. 2,9.<i>sie setzt ihrem Buhlen nach &amp;c. und spricht: ich will gehen und zu meinem ersten Manne zurückkehren, denn hesser erging es mir damals als jetzt</i>. Reš LaqišCompositum von R. Šimo͑n b. Laqiš, zuweilen, besonders im jerušalemischen Talmud, aufgelöst; in vorliegender Übersetzung stets mit dem Text übereinstimmend.sagte: Besser als hundert Geißelhiebe, denn es heißt:Pr. 17,10.<i>tiefer dringt Schelte bei einem Verständigen ein, als hundert Schläge bei einem Toren</i>.
"
Berakhot 7a:23,"Ferner sagte R. Joḥanan im Namen R. Joses: Drei Dinge erbat sich Moše von dem Heiligen, gepriesen sei er, uad er gewährte sie ihm. Er bat, daß die göttliche Niederlassung auf Jisraél ruhen möge, und er gewährte es ihm, wie es heißt:Ex. 33,16.<i>fürwahr, wenn du mit uns gehest</i>. 
"
Berakhot 7a:24,"Er bat, daß die göttliche Niederlassung auf den Völkern der Welt nicht ruhen möge, und er gewährte es ihm, wie es heißt:Ex. 33,16.<i>damit wir ausgezeichnet sind, ich und dein Volk</i>. 
"
Berakhot 7a:25,"Er bat, ihn die Wege des Heiligen, gepriesen sei er, erkennen zu lassen, und er gewährte es ihm, wie es heißt:Ex. 33,13.<i>laß mich erkennen deine Wege</i>. Er sprach vor ihm: Herr der Welt, warum gibt es einen Gerechten, dem es gut geht, und einen Gerechten, dem es schlecht geht, einen Frevler, dem es gut geht, und einen Frevler, dem es schlecht geht? Er antwortete ihm: Moše, der Gerechte, dem es gut geht, ist ein Gerechter, Sohn des Gerechten, der Gerechte aber, dem es schlecht geht, ist ein Gerechter, Sohn eines Frevlers; der Frevler, dem es gut geht, ist ein Frevler, Sohn eines Gerechten, der Frevler aber, dem es schlechtgeht, ist ein Frevler, Sohn eines Frevlers.
"
Berakhot 7a:26,"Der Meister sagte: Der Gerechte, dem es gut geht, ist ein Gerechter, Sohn eines Gerechten, der Gerechte aber, dem es schlecht geht, ist ein Gerechter, Sohn eines Frevlers. Dem ist ja aber nicht so!? Es heißt: Ib. 34,7.<i>er ahndet die Sünde der Väter an den Kindern</i>, dagegen aber heißt es: Dt. 24,16.<i>nicht sollen Kinder wegen der Väter getötet werden</i>, und auf unseren Einwand, die Schriftverse widersprechen ja einander, 
"
Berakhot 7a:27,"wurde erwidert, dies sei kein Widerspruch: das eine, wenn sie an den Werken ihrer Väter festhalten, und das andere, wenn sie nicht an den Werken ihrer Väter festhalten!? – 
"
Berakhot 7a:28,"Vielmehr, sprach er zu ihm wie folgt: der Gerechte, dem es gut geht, ist ein vollkommener Gerechter, der Gerechte aber, dem es schlecht geht, ist ein unvollkommener Gerechter; der Frevler, dem es gut geht, ist kein vollkommener Frevler, der Frevler aber, dem es schlecht geht, ist ein vollkommener Frevler. 
"
Berakhot 7a:29,"Er streitet gegen R. Meír, denn R. Meír sagte, er habe ihm zwei Dinge gewährt, eines aber habe er ihm nicht gewährt, denn es heißt:Ex. 33,19.<i>ich hin gnädig, dem ich gnädig sein will</i>, obgleich er dessen nicht würdig ist,Ex. 33,19.<i>und ich erbarme mich, dessen ich mich erbarmen will</i>, obgleich er dessen nicht würdig istHier werden zwei Ausdrücke ‘Gnade’ und ‘Erbarmen’ für das Willfahren Gottes gebraucht, als Zeichen dafür, daß ihm nur zwei Bitten gewährt wurden..
"
Berakhot 7a:30,"Ex. 33,20–23.<i>Und er sprach, du vermagst nicht m.ein Antlitz zu schauen</i>. Es wird im Namen des R. Jehošua͑ b. Qorḥa gelehrt: Der Heilige, gepriesen sei er, sprach zu Moše wie folgt: Als ich wollteMich offenbaren; cf. Ex. 3,2–6 (Moše verbarg sein Gesicht)., wolltest du nicht, jetzt, wo du willst, will ich nicht.
"
Berakhot 7a:31,"Er streitet gegen R. Šemuél b. Naḥmani, im Namen R. Jonathans, denn R. Šemuél b. Naḥmani sagte im Namen R. Jonathans: Als Belohnung für drei Dinge ist Moše mit drei Dingen bedacht worden. 
"
Berakhot 7a:32,"Als Belohnung für:Ex. 3,6.<i>und Moše verbarg sein Antlitz</i>, ward ihm ein [strahlendes] Antlitz beschieden; als Belohnung für:Ex. 3,6.<i>er fürchtete</i>, ward ihm beschieden, daß:Ib. 34,30.<i>sie fürchteten, ihm zu nahen;</i> und als Belohnung für:Ex. 3,6.<i>zu schauen</i>, ward ihm beschieden, daß:Num. 12,8.<i>er schaute das Gesicht des Herrn</i>.
"
