Index Title,Sanhedrin
Sanhedrin 53b:5,"Er erklärte es nur nach der Ansicht des ersten Autors, während er selber nicht dieser Ansicht ist.
"
Sanhedrin 53b:6,"Als R. Jiçḥaq kam, lehrte er es übereinstimmend mit unserer Mišna: R. Jehuda sagt, er sei nur wegen [Beschlafens] einer Mutter schuldig. —
"
Sanhedrin 53b:7,"Weshalb? Abajje erwiderte: Die Schrift sagt:<sup>100</sup><i class=""footnote"">Lev. 18,7.</i><i>sie ist deine Mutter</i>, du kannst ihn nur wegen [Beschlafens] einer Mutter strafbar machen, nicht aber kannst du ihn strafbar machen wegen [Beschlafens] der Frau eines Vaters. —
"
Sanhedrin 53b:8,"Es heißt ja aber auch:<sup>101</sup><i class=""footnote"">Ib. V. 8.</i><i>die Scham der Frau deines Vaters sollst du nicht entblößen, es ist deines Vaters Scham</i>, demnach kannst du ihn nur wegen [Beschlafens] der Frau eines Vaters strafbar machen, nicht aber kannst du ihn strafbar machen wegen [Beschlafens] einer Mutter;
"
Sanhedrin 53b:9,"somit ist die Strafe wegen [Beschlafens einer] Mutter, die die Frau seines Vaters ist, an einer Stelle in einer Beziehung und an der anderen Stelle in anderer Beziehung<sup>102</sup><i class=""footnote"">Aus einem Schriftverse ist zu folgern, daß er nicht wegen Beiwohnens seiner Mutter, und aus dem anderen, daß er nicht wegen Beiwohnens der Frau seines Vaters strafbar ist.</i>ausgeschlossen. Wenn man nun wegen einer Mutter, die nicht die Frau seines Vaters ist, strafbar ist, und wenn man wegen einer Frau seines Vaters, die nicht seine Mutter ist, strafbar ist, wie sollte man wegen einer Mutter, die die Frau seines Vaters ist, nicht strafbar sein!?
"
Sanhedrin 53b:10,"Ferner ist auch gegen die Rabbanan einzuwenden: es heißt ja: <i>sie ist deine Mutter</i>!? Du mußt also erklären, jener [Schriftvers] sei für die Lehre R. Šišas, des Sohnes<sup>103</sup><i class=""footnote"">Weiter Fol. 94a.</i>R. Idis, nötig, ebenso ist er auch nach R. Jehuda für die Lehre R. Šišas, des Sohnes R. Idis, nötig!?
"
Sanhedrin 53b:11,"Vielmehr, erklärte R. Aḥa, Sohn des R. Iqa, die Schrift sagt: <i>ihre Scham</i>, du kannst ihn nur wegen eines Inzestes strafbar machen, nicht aber kannst du ihn wegen zweier Inzeste strafbar machen. —
"
Sanhedrin 53b:12,"Es heißt ja aber auch:<sup>104</sup><i class=""footnote"">Lev. 18,15.</i><i>die Scham deiner Schwiegertochter sollst du nicht entblößen; sie ist die Frau deines Sohnes, du sollst ihre Scham nicht entblößen</i>; demnach wäre hierbei zu erklären, du kannst ihn nur wegen eines Inzestes strafbar machen, nicht aber kannst du ihn wegen zweier Inzeste strafbar machen,
"
Sanhedrin 53b:13,"während wir gelernt haben, wer seine Schwiegertochter beschläft, sei wegen [Beschlafens] einer Schwiegertochter und wegen [Beschlafens] einer Ehefrau strafbar, einerlei ob bei Lebzeiten seines Sohnes oder nach dessen Tod, ohne daß R. Jehuda dagegen streitet!?
"
Sanhedrin 53b:14,"Du mußt also erklären, da werde, obgleich er ein zweifaches Verbot begeht, von einem Inzeste gesprochen, da es sich um dieselbe Person handelt, ebenso wird auch hierbei, obgleich er ein zweifaches Verbot begeht, von einem Inzeste gesprochen, da es sich um dieselbe Person handelt!?
"
Sanhedrin 53b:15,"Vielmehr, erklärte Raba, R. Jehuda erklärt: <i>die Scham deines Vaters</i>, das ist die Frau deines Vaters; er folgert dies [aus einem Schlüsse] durch Wortanalogie<sup>105</sup><i class=""footnote"">Weiter Fol. 55a.</i>,
"
Sanhedrin 53b:16,"und darunter ist sowohl die Frau seines Vaters, die seine Mutter ist, als auch die Frau seines Vaters, die nicht seine Mutter ist, zu verstehen. Woher dies von einer Mutter, die nicht die Frau seines Vaters ist? Es heißt: <i>die Scham deiner Mutter sollst du nicht entblößen, sie ist deine Mutter</i>, wegen [Beschlafens] einer Mutter kannst du ihn strafbar machen, nicht aber wegen [Beschlafens] der Frau seines Vaters.
"
Sanhedrin 54a:1,"Übereinstimmend mit Raba wird gelehrt:<sup>106</sup><i class=""footnote"">Lev. 30,11.</i><i>Wenn</i><sup>107</sup><i class=""footnote"">Der Autor dieser anonymen Lehre ist RJ.</i><i>ein Mann</i>, ausgenommen ein Minderjähriger,
"
Sanhedrin 54a:2,"<i>beschlafen wird die Frau seines Vaters</i>, einerlei ob die Frau seines Vaters, die seine Mutter ist, oder die Frau seines Vaters, die nicht seine Mutter ist. Woher dies von einer Mutter, die nicht die Frau seines Vaters ist? Es heißt:<sup>106</sup><i class=""footnote"">Lev. 30,11.</i><i>die Scham seines Vaters hat er entblößt</i>; dies ist entbehrlich und dient dazu, um diesen Fall mit anderen zu vergleichen und daraus [einen Schluß] durch Wortanalogie zu bilden;
"
Sanhedrin 54a:3,"<i>sie sollen getötet werden</i>, durch Steinigung. Du sagst, durch Steinigung, vielleicht ist dem nicht so, sondern durch irgend eine aller anderen in der Tora genannten Todesarten? Hierbei heißt es: <i>Blutschuld lastet auf ihnen</i>, und bei Totenbeschwörer und Wahrsager heißt es ebenfalls: <i>Blutschuld lastet auf ihnen</i>; wie diese durch Steinigung [hingerichtet werden], ebenso auch jene durch Steinigung.
"
Sanhedrin 54a:4,"Wir wissen also die Strafe, wo finden wir das Verbot? Es heißt:<sup>108</sup><i class=""footnote"">Lev. 18,8.</i><i>die Scham deines Vaters sollst du nicht entblößen</i>; die Scham deines Vaters, das ist die Frau deines Vaters.
"
Sanhedrin 54a:5,"Du sagst, die Frau deines Vaters, vielleicht ist dem nicht so, sondern wörtlich: die Scham deines Vaters? Hier heißt es: <i>die Scham deines Vaters sollst du nicht entblößen</i>, und dort<sup>106</sup><i class=""footnote"">Lev. 30,11.</i> heißt es: <i>die Scham seines Vaters hat er entblößt</i>, wie die Schrift dort von einer natürlichen Begattung spricht, ebenso spricht sie auch hier von einer natürlichen Begattung.
"
Sanhedrin 54a:6,"Darunter ist also sowohl die Frau seines Vaters, die seine Mutter ist, als auch die Frau seines Vaters, die nicht seine Mutter ist, zu verstehen, woher dies von einer Mutter, die nicht die Frau des Vaters ist? Es heißt:<sup>109</sup><i class=""footnote"">Ib. V. 7.</i><i>die Scham deiner Mutter sollst du nicht entblößen</i>.
"
Sanhedrin 54a:7,"Ich weiß nun, daß hinsichtlich des Verbotes die Schrift die Mutter, die nicht die Frau des Vaters ist, der Mutter, die die Frau des Vaters ist, gleichgestellt hat, woher dies hinsichtlich der Strafe?
"
Sanhedrin 54a:8,"Hier heißt es: <i>die Scham deines Vaters sollst du nicht entblößen</i>, und dort heißt es: <i>die Scham seines Vaters hat er entblößt</i>, wie die Schrift hinsichtlich des Verbotes eine Mutter, die nicht die Frau des Vaters ist, einer Mutter, die die Frau des Vaters ist, gleichgestellt hat, ebenso hat die Schrift hinsichtlich der Strafe eine Mutter, die nicht die Frau des Vaters ist, einer Mutter, die die Frau des Vaters ist, gleichgestellt.
"
Sanhedrin 54a:9,"<sup>109</sup><i class=""footnote"">Ib. V. 7.</i><i>Sie ist deine Mutter</i>, wegen [Beschlafens] einer Mutter kannst du ihn strafbar machen, nicht aber kannst du ihn strafbar machen wegen [Beschlafens] der Frau seines Vaters. —
"
Sanhedrin 54a:10,"Und die Rabbanan!? — <i>Die Scham deines Vaters</i>, wörtlich. —
"
Sanhedrin 54a:11,"Dies ist ja enthalten [im Verbote] <i>mit einem Manne &amp;c</i>.!? — Damit man dieserhalb zweifach schuldig sei.
"
Sanhedrin 54a:12,"Dies nach R. Jehuda, denn R. Jehuda sagte: Wenn ein Nichtjude seinen Vater beschläft, so ist er zweimal schuldig, und wenn er den Bruder seines Vaters beschläft, so ist er zweimal schuldig.
"
Sanhedrin 54a:13,"Hierzu sagte Raba: Es ist einleuchtend, daß R. Jehuda von einem Jisraéliten spricht, versehentlich, hinsichtlich des Opfers<sup>110</sup><i class=""footnote"">Er muß 2 Sündopfer darbringen.</i>, und nur beschönigend spricht er von einem Nichtjuden; denn sollte er dann, wenn man nämlich sagen wollte, er spreche von einem wirklichen Nichtjuden, und zwar von der Todesstrafe, zweimal getötet werden!?
"
Sanhedrin 54a:14,"Ebenso wird auch gelehrt: Wer seinen Vater beschläft, ist zweimal schuldig, wer den Bruder seines Vaters beschläft, ist zweimal schuldig.
"
Sanhedrin 54a:15,"Manche sagen, dies vertrete nicht die Ansicht R. Jehudas,
"
Sanhedrin 54a:16,"und manche sagen, dies könne auch die Ansicht R. Jehudas vertreten, denn man folgere es durch [einen Schluß] vom Leichteren auf das Schwerere, vom Bruder seines Vaters: wenn man wegen [Beschlafens] des Bruders des Vaters, dessen Verwandtschaft vom Vater herrührt, zweimal schuldig ist, um wieviel mehr wegen [Beschlafens] des Vaters selbst.
"
Sanhedrin 54a:17,"Sie führen demnach denselben Streit wie Abajje und Raba; einer ist nämlich der Ansicht, man folgere eine Bestrafung durch einen Schluß, und einer ist der Ansicht, man folgere nicht eine Bestrafung durch einen Schluß<sup>111</sup><i class=""footnote"">Die Bestrafung muß ausdrücklich in der Schrift angegeben sein.</i>. —
"
Sanhedrin 54a:18,"Woher entnehmen die Rabbanan das Verbot hinsichtlich der Frau seines Vaters? — Aus: <i>die Scham der Frau deines Vaters sollst du nicht entblößen</i>. —
"
Sanhedrin 54a:19,"Und R. Jehuda!? — Dies verwendet er für das Verbot hinsichtlich der Frau seines Vaters nach dessen Tode. —
"
Sanhedrin 54a:20,"Und die Rabbanan!? — Dies ist aus dem Schlüsse des Verses zu entnehmen: <i>es ist die Scham deines Vaters</i>. —
"
Sanhedrin 54a:21,"Und R. Jehuda!? — Dies verwendet er für [die Folgerung:] du kannst ihn nur wegen [Beschlafens] einer Frau seines Vaters strafbar machen, nicht aber wegen [Beschlafens] einer Ehefrau. —
"
Sanhedrin 54a:22,"Wir haben ja aber gelernt, wer die Frau seines Vaters beschläft, sei wegen [Beschlafens] einer Frau seines Vaters und wegen [Beschlafens] einer Ehefrau schuldig, sowohl bei Lebzeiten seines Vaters als auch nach dessen Tod, und R. Jehuda streitet dagegen nicht!?
"
Sanhedrin 54a:23,"Abajje erwiderte: Er streitet in der Barajtha. —
"
Sanhedrin 54a:24,"Woher entnehmen die Rabbanan die Bestrafung wegen [Beschlafens] einer Frau seines Vaters nach dessen Tod; allerdings folgert es R. Jehuda durch die Wortanalogie, woher aber entnehmen es die Rabbanan!? —
"
Sanhedrin 54a:25,"Sie können dir erwidern: aus [dem Verse] <i>die Scham seines Vaters hat er entblößt</i>, den R. Jehuda für die Wortanalogie verwendet, entnehme man dio Strafe wegen [Beschlafens] einer Frau des Vaters nach dessen Tod. —
"
Sanhedrin 54a:26,"Woher entnehmen die Rabbanan die Strafe wegen [Beschlafens] einer Mutter, die nicht die Frau seines Vaters ist? R. Šiša, Sohn des R. Idi, erwiderte: Die Schrift sagt: <i>sie ist deine Mutter</i>, die Schrift hat also eine Mutter, die nicht die Frau seines Vaters ist, einer Mutter, die die Frau seines Vaters ist, gleichgestellt.
"
Sanhedrin 54a:27,"W<small>ER SEINE</small> S<small>CHWIEGERTOCHTER BESCHLÄFT &amp;C</small>. Sollte er auch wegen [Beschlafens] einer Frau seines Sohnes schuldig sein!? Ahajje erwiderte: Die Schrift beginnt mit <i>Schwiegertochter</i> und schließt mit <i>Frau seines Sohnes</i>, um dir zu sagen, daß Schwiegertochter und Frau seines Sohnes identisch sind.
"
Sanhedrin 54a:28,"<sup>iv,2</sup> <b>W</b><small>ER EINEN</small> M<small>ANN ODER EIN</small> T<small>IER BESCHLÄFT, ODER WENN EIN</small> W<small>EIB SICH VON EINEM</small> T<small>IERE BESCHLAFEN LÄSST</small>.» W<small>AS HAT DAS</small> T<small>IER VERSCHULDET, WENN DER</small> M<small>ENSCH EINE</small> S<small>ÜNDE BEGANGEN HAT?</small> A<small>LLEIN, DA EIN</small> M<small>ENSCH DURCH DIESES GESTRAUCHELT IST, DAHER BESTIMMTE DIE</small> S<small>CHRIFT, DASS ES GESTEINIGT WERDE</small>. E<small>INE ANDERE</small> E<small>RKLÄRUNG</small>! D<small>AMIT MAN, WENN DAS</small> T<small>IER ÜBER DIE</small> S<small>TRASSE GEHT, NICHT SAGE</small>: <small>DAS IST ES, DESSENTWEGEN JENER GESTEINIGT WURDE</small>.
"
Sanhedrin 54a:29,"GEMARA. Woher dies vom [Beschlafen] eines Mannes? — Die Rabbanan lehrten:<sup>112</sup><i class=""footnote"">Lev. 20,13.</i><i>Wenn einer</i>, ausgenommen ein Minderjähriger; <i>einen Mann beschläft</i>, sowohl einen Erwachsenen als auch einen Minderjährigen; <i>wie man ein Weib beschläft</i>, die Schrift sagt dir, daß es beim Weibe zweierlei Beschlafungen<sup>113</sup><i class=""footnote"">Eine natürliche und eine widernatürliche; in der Schrift wird hier die Mehrzahl <span dir=""rtl"">משככי</span>, Beschlafungen, gebraucht.</i>gebe.
"
Sanhedrin 54a:30,"R. Jišma͑él sagte: Dies sollte lehren, lernt<sup>114</sup><i class=""footnote"">Der angezogene Vers sollte lehren, daß die Päderastie auf jede Weise strafbar sei, da aber die Päderastie schon an und für sich widernatürlich u. diese Hervorhebung somit überflüssig ist, so beziehe man ihn auf die verbotene Beschlafung eines Weibes, daß es nämlich einerlei ist, ob die Beschlafung eine natürliche od. eine widernatürliche ist.</i>aber:
"
Sanhedrin 54a:31,"<i>sie sollen getötet werden</i>, durch Steinigung. Du sagst, durch Steinigung, vielleicht ist dem nicht so, sondern durch irgend eine aller anderen in der Tora genannten Todesarten? Hierbei heißt es: <i>Blutschuld lastet auf ihnen</i>, und bei Totenbeschwörer und Wahrsager heißt es ebenfalls: <i>Blutschuld lastet auf ihnen</i>, wie diese durch Steinigung [hingerichtet werden], ebenso auch jene durch Steinigung.
"
Sanhedrin 54b:1,"Wir wissen also die Strafe, wo finden wir das Verbot? Es heißt:<sup>115</sup><i class=""footnote"">Lev. 18,22.</i><i>du sollst nicht einen Mann beschlafen, wie man ein Weib beschläft, dies ist eine Greueltat</i>.
"
Sanhedrin 54b:2,"Wir wissen also das Verbot des Beschlafens, wo finden wir das Verbot des Beschlafen werdens? Es heißt:<sup>116</sup><i class=""footnote"">Dt. 23,18.</i><i>es soll keine Schandbuben unter den Jisraéliten geben</i>, ferner heißt es:<sup>117</sup><i class=""footnote"">iReg. 14,24.</i><i>auch waren Schandbuben im Lande, sie ahmten all die Greuel der Völker nach, die vertrieben hatte &amp;c</i>. — so R. Jišma͑él.
"
Sanhedrin 54b:3,"R. A͑qiba sagte: Dies ist nicht nötig; es heißt: <i>einen Mann sollst du nicht beschlafen, wie man ein Weib beschläft</i>, lies [auch:] sollst dich nicht beschlafen lassen. —
"
Sanhedrin 54b:4,"Woher dies vom [Beschlafen] eines Tieres? — Es wird gelehrt:<sup>118</sup><i class=""footnote"">Lev. 20,15.</i><i>Ein Mann</i>, ausgenommen ein Minderjähriger; <i>der sich zu einem Tiere legt</i>, ob ein ausgewachsenes oder ein kleines;
"
Sanhedrin 54b:5,"<i>soll getötet werden</i>, durch Steinigung. Du sagst, durch Steinigung, vielleicht ist dem nicht so, sondern durch irgend eine aller anderen in der Tora genannten Todesarten? Hierbei heißt es: <i>sollt ihr töten</i>, und dort<sup>119</sup><i class=""footnote"">Beim Verführer, Dt. 13,10.</i>heißt es: <i>denn du sollst ihn töten</i>, wie dort durch Steinigung, ebenso auch hier durch Steinigung.
"
Sanhedrin 54b:6,"Wir wissen also die Strafe wegen des Beschlafens, wo finden wir die Strafe wegen des Beschlafenwerdens? Es heißt:<sup>120</sup><i class=""footnote"">Ex. 22,18.</i><i>jeder, der ein Tier beschläft, soll getötet werden</i>, und da dies nicht auf das Beschlafen zu beziehen<sup>121</sup><i class=""footnote"">Dieses Verbot u. die Strafandrohung befinden sich auch an anderer Stelle.</i>ist, so beziehe man es auf das Beschlafenwerden.
"
Sanhedrin 54b:7,"Wir wissen also die Strafe sowohl wegen des Beschlafens als auch wegen des Beschlafenwerdens, woher das Verbot? Es heißt:<sup>122</sup><i class=""footnote"">Lev. 18,23,</i><i>du sollst dich zu keinem Tiere legen und dich dadurch verunreinigen</i>.
"
Sanhedrin 54b:8,"Wir wissen also das Verbot des Beschlafens, wo finden wir das Verbot des Beschlafenwerdens? Es heißt: <i>es soll keine Schandbuben unter den Jisraéliten geben</i>, ferner heißt es: <i>auch waren Schandbuben im Lande &amp;c</i>. — so R. Jišma͑él.
"
Sanhedrin 54b:9,"R. A͑qiba sagte: Dies ist nicht nötig; es heißt: <i>du sollst dich nicht legen</i>, um beschlafen zu werden.
"
Sanhedrin 54b:10,"Wer einen Mann beschläft, und sich von einem Manne beschlafen läßt, ist, wie
"
Sanhedrin 54b:11,"R. Abahu sagte, nach R. Jišma͑él zweimal schuldig; einmal wegen: <i>du sollst nicht beschlafen</i>, und einmal wegen: <i>es soll keine Schandbuben geben</i>, und nach R. A͑qiba nur einmal, denn Beschlafen und Beschlafenwerden ist ein Verbot<sup>123</sup><i class=""footnote"">Der erstere entnimmt beide Fälle aus 2 Schriftversen, der andere aus einem.</i>.
"
Sanhedrin 54b:12,"Wer ein Tier beschläft und sich von einem Tiere beschlafen läßt, ist, wie R. Abahu sagte, nach R. Jišma͑él zweimal schuldig, einmal wegen: <i>du sollst dich nicht legen</i>, und einmal wegen: <i>es soll keine Schandbuben geben</i>, und nach R. A͑qiba nur einmal, denn Beschlafen und Beschlafenwerden ist ein Verbot.
"
Sanhedrin 54b:13,"Abajje sagte: Auch nach der Ansicht R. Jišma͑éls ist er nur einmal schuldig, denn das Verbot: <i>es soll keine Schandbuben geben</i>, bezieht sich nur auf Menschen. —
"
Sanhedrin 54b:14,"Woher entnimmt nun R. Jišma͑él das Verbot des Beschlafenwerdens? — Aus: <i>jeder, der ein Tier beschläft, soll getötet werden</i>, und da dies nicht auf das Beschlafen zu beziehen ist, so beziehe man es auf das Beschlafenwerden,
"
Sanhedrin 54b:15,"und da der Allbarmherzige beim Beschlafenwerden den Ausdruck <i>beschlafen</i> gebraucht, [so folgere man:] wie es beim Beschlafen eine Strafe und ein Verbot gibt, ebenso gibt es beim Beschlafenwerden eine Strafe und ein Verbot.
"
Sanhedrin 54b:16,"Wer sich von einem Manne und einem Tiere beschlafen läßt, ist, wie R. Abahu sagte, nach R. A͑qiba zweimal schuldig, einmal wegen: <i>du sollst nicht beschlafen</i>, und einmal wegen: <i>du sollst dich nicht legen</i>, und nach R. Jišma͑él nur einmal, weil beides aus [dem Verbote] <i>es soll keine Schandbuben geben</i>, gefolgert wird.
"
Sanhedrin 54b:17,"Abajje sagte: Auch nach R. Jišma͑él ist er zweimal schuldig, denn es heißt: <i>jeder, der ein Tier beschläft, soll getötet werden</i>, und da dies nicht auf das Beschlafen zu beziehen<sup>121</sup><i class=""footnote"">Dieses Verbot u. die Strafandrohung befinden sich auch an anderer Stelle.</i>ist, so beziehe man es auf das Beschlafenwerden, und da der Allbarmherzige beim Beschlafenwerden den Ausdruck <i>beschlafen</i> gebraucht, [so folgere man:] wie es beim Beschlafen eine Strafe und ein Verbot gibt, ebenso gibt es auch beim Beschlafenwerden eine Strafe und ein Verbot.
"
Sanhedrin 54b:18,"Wer aber einen Mann beschläft, sich von einem Manne beschlafen läßt, ein Tier beschläft und sich von einem Tiere beschlafen läßt, ist sowohl nach R. Abahu als auch nach Abajje nach R. Jišma͑él dreimal und nach R. A͑qiba zweimal schuldig.
"
Sanhedrin 54b:19,"Die Rabbanan lehrten: Beim beschlafenen Manne haben sie ein Kind einem Erwachsenen nicht gleichgestellt, beim beschlaf enen Tiere haben sie das kleine dem ausgewachsenen gleichgestellt. —
"
Sanhedrin 54b:20,"Was heißt: sie haben ein Kind einem Erwachsenen nicht gleichgestellt? Rabh erklärte: Sie haben das Beschlafen [eines Kindes] unter neun Jahren nicht dem Beschlafen [eines Kindes] über neun Jahren gleichgestellt. Šemuél erklärte: Sie haben das Beschlafen [eines Kindes] unter drei Jahren nicht dem Beschlafen [eines Kindes] über drei Jahren gleichgestellt. —
"
Sanhedrin 54b:21,"Worin besteht ihr Streit? — Rabh ist der Ansicht, wer als Beschlafender gelten<sup>124</sup><i class=""footnote"">Ein Knabe wird mit 9 u. ein Mädchen mit 3 Jahren begattungsfähig.</i>kann, gilt auch als Beschlafener, und wer nicht als Beschlafender gelten kann, gilt auch nicht als Beschlafener,
"
Sanhedrin 54b:22,"und Šemuél ist der Ansicht, man berücksichtige die Worte: <i>wie man ein Weib</i><sup>124</sup><i class=""footnote"">Ein Knabe wird mit 9 u. ein Mädchen mit 3 Jahren begattungsfähig.</i><i>beschläft</i>.
"
Sanhedrin 54b:23,"Übereinstimmend mit Rabh wird gelehrt: Wer einen Mann<sup>125</sup><i class=""footnote"">Statt <span dir=""rtl"">זכר</span> ist <span dir=""rtl"">זכור</span> (wie in manchen Texten) zu lesen; ebenso ist <span dir=""rtl"">והבא</span> richtiger.</i>von neun Jahren und einem Tage beschläft,
"
Sanhedrin 55a:1,"wer ein Tier beschläft, ob auf natürliche oder widernatürliche Weise, und ein Weib, das sich von einem Tiere beschlafen läßt, ob auf natürliche oder widernatürliche Weise, ist strafbar.
"
Sanhedrin 55a:2,"R. Naḥman b. R. Ḥisda trug vor: Bei einem Weibe gibt es zwei Arten<sup>126</sup><i class=""footnote"">Dh. bei der Sodomie; läßt ein Weib sich von einem Tiere beschlafen, so ist es strafbar, einerlei ob die Beschlafung eine natürliche od. eine widernatürliche war; dagegen ist man wegen des Beschlafens eines Tieres nur dann strafbar, wenn auf natürliche Weise.</i>von Beschlafungen, bei einem Tiere nur eine Art.
"
Sanhedrin 55a:3,"R. Papa wandte ein: Im Gegenteil, bei einem Weibe ist dies<sup>127</sup><i class=""footnote"">Die Begattung; wenn dies auf widernatürliche Weise geschieht, so ist ja ihr Genuß geschmälert.</i>ja die gewöhnliche Art, somit sollte sie nur wegen der natürlichen Beschlafung strafbar sein, nicht aber wegen etwas anderem, bei einem Tiere aber ist dies ungewöhnlich, somit sollte man wegen jedes Aktes strafbar sein!?
"
Sanhedrin 55a:4,"Es gibt eine Lehre gegen beider Ansichten: Wer einen Mann von neun Jahren und einem Tage beschläft, wer ein Tier beschläft, ob auf natürliche oder widernatürliche Weise, und ein Weib, das sich von einem Tiere beschlafen läßt, ob auf natürliche oder widernatürliche Weise, ist strafbar.
"
Sanhedrin 55a:5,"Rabina fragte Raba: Wie ist es, wenn jemand beim Beschlafen eines Mannes das Glied nur anschmiegt? —
"
Sanhedrin 55a:6,"‘Wenn jemand nur anschmiegt’, es heißt ja:<sup>128</sup><i class=""footnote"">Lev. 18,22.</i><i>wie man ein Weib beschläft</i><sup>129</sup><i class=""footnote"">Bei den verbotenen Begattungen eines Weibes ist auch die bloße Anschmiegung der Geschlechtsorgane strafbar.</i>!? — Vielmehr, wie ist es, wenn man beim Beschlafen eines Tieres das Glied nur anschmiegt!?
"
Sanhedrin 55a:7,"Dieser erwiderte: Da die Anschmiegung, von der beim Beschlafen einer Schwester des Vaters oder einer Schwester der Mutter<sup>130</sup><i class=""footnote"">Cf. Lev. 20,19; in diesem Verse wird allerdings nicht von der ‘Anschmiegung’ gesprochen, vielmehr wird in diesem das W. <span dir=""rtl"">חערה</span> [in anderem Sinne] gebraucht, das mit unserem <span dir=""rtl"">העראה</span> Anschmiegung [sc. der Geschlechtsorgane an einander; cf. Jab. Fol. 55b] etymologisch verwandt ist.</i>gesprochen wird, bei diesen überflüssig ist, denn bezüglich dieser wird es ja von der Anschmiegung bei einer Menstruierenden<sup>131</sup><i class=""footnote"">Jab. Fol. 8a folgert der T., daß strafrechtlich bei allen verbotenen Begattungen die Anschmiegung der Geschlechtsorgane an einander dem vollendeten Coitus gleicht, wie dies bei der Menstruierenden auch nach der Tora der Fall ist.</i>gefolgert, so beziehe man dies auf die Anschmiegung bei einem Tiere. —
"
Sanhedrin 55a:8,"Merke, auf das [Beschlafen eines] Tieres ist ja die Todesstrafe durch das Gericht gesetzt, weshalb befindet sich nun der Fall von der Anschmiegung bei einem solchen unter den mit der Ausrottungsstrafe belegten Verbrechen<sup>132</sup><i class=""footnote"">Auf die Begattung einer Muhme ist nicht die Todesstrafe durch das Gericht, sondern die Ausrottung gesetzt.</i>, dies sollte sich ja unter den mit der Todesstrafe durch das Gericht belegten Verbrechen befinden, sodann würde man von mit der Todesstrafe durch das Gericht belegten Verbrechen auf mit der Todesstrafe durch das Gericht belegte Verbrechen gefolgert haben!? —
"
Sanhedrin 55a:9,"Da dieser ganze Schriftvers nur zur Schriftforschung<sup>133</sup><i class=""footnote"">Der ganze in Rede stehende Schriftvers ist überflüssig, da das in ihm enthaltene Verbot sich bereits anderweitig (Lev. 18,12,13) befindet, u. dient nur zur Schriftforschung.</i>dient, so befindet sich in diesem auch dies, da es durch Schriftforschung eruiert wird.
"
Sanhedrin 55a:10,"R. Aḥadboj b. Ami fragte R. Šešeth: Wie ist es, wenn jemand mit sich selbst eine Anschmiegung<sup>134</sup><i class=""footnote"">Wenn er das Glied umbiegt u. mit seinem eigenen Körper Unzucht treibt.</i>macht? Dieser erwiderte: Quälgeist<sup>135</sup><i class=""footnote"">So nach Raschi (jed. verbal). Das W. <span dir=""rtl"">קבסתן</span> ist etymolog. ganz dunkel, die Erkl. Levys (<i>NHWB</i>. IV p. 239), aus <span dir=""rtl"">קבס</span>, <i>Ekel erregen</i>, wird von Fleischer (lc. p. 479) mit Recht verworfen; noch unbefriedigender ist die Ableitung dieses W.es aus dem griech. <i>ϰυβιστάω, sich überschlagen, kopfüber stürzen</i> (Pineles, <span dir=""rtl"">דרכה של תורה</span> p. 152).</i>!
"
Sanhedrin 55a:11,"R. Aši sprach: Was ist dies denn für eine Frage: bei Erektion ist dies ja nicht möglich, also nur dann, wenn das Glied tot ist, somit ist er nach demjenigen, welcher sagt, wer eine verbotene Begattung mit totem Gliede vollzieht, sei frei, auch hierbei frei, und nach demjenigen, welcher sagt, er sei schuldig, hierbei zweimal schuldig: wegen Beschlafens und wegen Beschlafenwerdens.
"
Sanhedrin 55a:12,"Man fragte R. Šešeth: Wie ist es, wenn ein Nichtjude ein Tier beschlafen<sup>136</sup><i class=""footnote"">Ob in diesem Falle das Tier zu töten sei.</i>hat: ist hierbei durchaus das Straucheln und die Schande<sup>137</sup><i class=""footnote"">In der Mišna (ob. Fol. 54a) werden 2 Gründe angegeben, weshalb das Tier zu töten sei: 1. weil ein Mensen durch dasselbe gestrauchelt ist, 2. wegen der Schande [des Hingerichteten], man würde beim Vorübergehen des Tieres an sein Verbrechen erinnert werden.</i>in Betracht zu ziehen, während in diesem Falle nur das Straucheln und nicht die Schande zu berücksichtigen ist, oder ist auch das Straucheln ohne die Schande zu berücksichtigen?
"
Sanhedrin 55a:13,"R. Šešeth erwiderte: Ihr habt es gelernt: Wenn die Tora von den Bäumen,<sup>138</sup><i class=""footnote"">Die zum Götzendienste verwendet wurden; cf. Dt. 12,2ff.</i>die weder essen noch trinken noch riechen, gesagt hat, daß man sie zerstöre, verbrenne und vernichte, weil ein Mensch durch sie gestrauchelt ist, um wieviel mehr gilt dies von dem, der seine Genossen vom Wege des Lebens auf den Weg des Todes leitet. —
"
Sanhedrin 55a:14,"Demnach sollte, wenn ein Nichtjude sich vor einem Tiere niedergeworfen hat, dieses verboten und getötet werden!? — Gibt es denn etwas, was für einen Jisraéliten nicht verboten ist und für einen Nichtjuden<sup>139</sup><i class=""footnote"">Tiere als Idole werden nicht zur Nutznießung verboten; cf. Tem. Fol. 29a.</i>wohl!? —
"
Sanhedrin 55a:15,"Sollte es doch auch für Jisraéliten verboten werden, gleich dem zur Beschlafung verwendeten!? Abajje erwiderte: In dem einen Falle ist die Schande eine große, in dem anderen Falle ist die Schande eine geringe. —
"
