Index Title,Gittin
Gittin 55b:7,"R. Šezbi erwiderte: Der rabbanitischen Ausrottung. Da lachten sie über ihn: gibt es denn eine rabbanitischeEine Handlung, auf die rabbanitisch die Ausrottungsstrafe gesetzt ist.Ausrottung!? Raba sprach zu ihnen: Ein bedeutender Mann hat etwas gesagt, lacht nicht darüber. Der Ausrottung, der er durch eine [rabbanitische] Bestimmung verfällt. Die Rabbanan haben es in seinen Besitz gesetzt, damit er dieserhalb schuldig sei.
"
Gittin 55b:8,"Hierauf sagte Raba: Folgendes ist mir entschieden fraglich: haben die Rabbanan es schon beim Stehlen in seinen Besitz gesetzt oder erst bei der Heiligung? – In welcher Hinsicht ist dies von Bedeutung? – Hinsichtlich der Schur und der GeburtenDie zwischen dem Stehlen u. der Heiligung erzielt worden sind; ob sie ihm gehören od. nicht.. Wie ist es nun? Später entschied Raba, es sei einleuchtend, erst bei der Heiligung, damit der Sünder nichts gewinne.
"
Gittin 55b:9,"<sup>vi</sup> <b>W</b><small>ÄHREND DER</small> K<small>RIEGSMETZELEIEN GAB ES IN</small> J<small>UDÄA KEINE</small> P<small>LÜNDERER</small>, <small>NACH DEN</small> K<small>RIEGSMETZELEIEN GAB ES DA</small> P<small>LÜNDERER</small>. W<small>ENN JEMAND</small> [<small>EIN</small> F<small>ELD</small>]<small> VON EINEM</small> P<small>LÜNDERER UND DARAUF VOM</small> E<small>IGENTÜMER GEKAUFT HAT, SO IST SEIN</small> K<small>AUF</small>Da jener es nur aus Angst verkauft hat.<small>UNGÜLTIG, WENN ABER VOM</small> E<small>IGENTÜMER UND DARAUF VOM</small> P<small>LÜNDERER, SO</small> <small>IST SEIN</small> K<small>AUF GÜLTIG</small>.
"
Gittin 55b:10,"W<small>ENN ER ES</small>Ein Feld, das der Frau gehört od. ihr als Morgengabe zugesichert worden ist.<small>VOM</small> E<small>HEMANNE UND DARAUF VON DER</small> F<small>RAU GEKAUFT HAT, SO IST SEIN</small> K<small>AUF UNGÜLTIG, WENN ABER VON DER</small> F<small>RAU UND DARAUF VOM</small> E<small>HEMANNE, SO IST SEIN</small> K<small>AUF GÜLTIG</small>. D<small>IES IST DIE ERSTE</small> [F<small>ASSUNG DER</small>] M<small>IŠNA;
"
Gittin 55b:11,"DAS SPÄTERE</small> G<small>ERICHT BESTIMMTE, DASS, WENN JEMAND VON EINEM</small> P<small>LÜNDERER KAUFT</small>, <small>ER EIN</small> V<small>IERTEL</small>Des Kaufpreises, da er um soviel billiger gekauft hat.<small>AN DEN</small> E<small>IGENTÜMER ZAHLE</small>. D<small>IES NUR DANN, WENN</small> [<small>DER</small> E<small>IGENTÜMER</small>]<small> ES NICHT ZURÜCKKAUFEN KANN, WENN ER ES ABER ZURÜCKKAUFEN KANN, SO GEHT ER JEDEM ANDEREN VOR</small>.
"
Gittin 55b:12,"R<small>ABBI SETZTE EIN</small> G<small>ERICHTSKOLLEGIUM EIN UND ES STIMMTE AB, DASS, WENN ES ZWÖLF</small> M<small>ONATE</small> <small>IM</small> B<small>ESITZE DES</small> P<small>LÜNDERERS WAR, JEDER, DER ES ZUERST GEKAUFT HAT, ES</small> <small>ERWORBEN HABE, JEDOCH EIN</small> V<small>IERTEL AN DEN</small> E<small>IGENTÜMER ZAHLE</small>.
"
Gittin 55b:13,"GEMARA. Wenn während der Kriegsmetzeleien keine Plünderer da waren, wieso sollten solche nach den Kriegsmetzeleien gewesen sein!?
"
Gittin 55b:14,"R. Jehuda erwiderte: Er will sagen, das Gesetz von den Plünderern hatte da keine Geltung. R. Asi sagte nämlich: Drei Bestimmungen verhängtenDie Römer bei der Eroberung Palästinas. sie. Die erste: Wer [einen Jisraéliten] nicht tötet, werde getötet. Die andere: Wer einen tötet, entrichte vier Zuz. Die letzte: Wer einen tötet, werde getötet. Während der ersten und der anderen trat daher [der Eigentümer] notgezwungen den BesitzUnd auch der erzwungene Verkauf ist gültig; cf. Bb. Fol. 47b.ab,
"
Gittin 55b:15,"während der letzten aber sagte er sich: mag er es jetzt nehmen, morgen fordere ich ihn vor Gericht.
"
Gittin 55b:16,"R. Joḥanan sagte: Es heißt:Pr. 28,14.<i>Heil dem Menschen, der stets in Sorge ist.</i> Wegen Qamça und Bar QamçaInfolge einer Verwechslung zwischen diesen beiden Personen.ist Jerušalem zerstört worden; wegen eines Halmes und einer Henne ist der KönigsbergWird oft im T. als sehr fruchtbarer Ort genannt; cf. Ber. Fol. 44a, Hui. 87a.zerstört worden; und wegen einer Wagendeichsel ist Bitther zerstört worden.
"
Gittin 55b:17,"Wegen Qamça und Bar Qamça ist Jerušalem zerstört worden. Einst veranstaltete ein Mann, dessen Freund Qamça und dessen Feind Bar Qamça war, ein Festmahl und beauftragte seinen Diener, Qamça zu laden; dieser aber ging und lud den Bar Qamça ein.
"
Gittin 55b:18,"Als jener kam und diesen sitzen sah, sprach er zu ihm: Du bist ja mein Feind, was willst du hier!? Auf, geh hinaus. Dieser erwiderte: Da ich nun einmal gekommen bin, so laß mich; ich will dir ersetzen, was ich essen und trinken werde.
"
Gittin 56a:1,"Jener erwiderte: Nein. – Ich will dir die Hälfte des Festmahles ersetzen! Jener erwiderte: Nein. – Ich will dir das ganze Festmahl ersetzen! Jener erwiderte: Nein. Hierauf nahm er ihn bei der Hand, hieß ihn aufstehen und führte ihn hinaus.
"
Gittin 56a:2,"Da sprach dieser: Da die Rabbanan, die hier anwesend sind, ihn daran nicht gehindert haben, so ist ihnen dies wahrscheinlich recht; ich will nun gehen und sie bei der Regierung angeben. Hierauf ging er zum Kaiser und sprach zu ihm: Die Juden haben sich gegen dich empört. Dieser sprach: Wer beweist dies? Er erwiderte: Sende ihnen ein Opfertier, und du wirst sehen, ob sie es darbringen.
"
Gittin 56a:3,"Da sandte er durch ihn ein Drittlingskalb, dem er aber unterwegs einen Leibesfehler an der Oberlippe beibrachte, und wie manche sagen, an der Netzhaut am Auge, einer Stelle, die bei uns als Fehler gilt, bei ihnen aber nicht als Fehler gilt.
"
Gittin 56a:4,"Die Rabbanan wollten es dennoch darbringen, wegen der Friedfertigkeit mit der Regierung, da sprach R. Zekharja b. EukolosDürfte wohl Eigenschaftsname sein, <i>ϵύ͐χολοςzu ihnen: Man würde dann sagen, Fehlerbehaftete dürfen auf dem Altar dargebracht werden. Hierauf wollten sie ihn töten, damit er nicht gehe und dies erzähle; da sprach R. Zekharja b. Eukolos zu ihnen: Man würde dann sagen, wer einem Opfertiere einen Fehler beibringt, werde getötet.
"
Gittin 56a:5,"R. Joḥanan sagte: Die Sanftmut des R. Zekharja b. Eukolos hat unser Haus zerstört, unseren Tempel verbrannt und uns aus unserem Lande verjagt.
"
Gittin 56a:6,"Hierauf sandte er gegen sie den KaiserDie Bezeichnung Kaiser ist in diesem Berichte nicht genau zu nehmen, ebenso sind auch andere Daten historisch ungenau.Nero. Als dieser kam, schoß er einen Pfeil gegen Osten, und er fiel nach Jerušalem hin, gegen Westen, und er fiel nach Jerušalem hin, nach allen vier Himmelsrichtungen, und er fiel nach Jerušalem hin.
"
Gittin 56a:7,"Alsdann sprach er zu einem Knaben : Trage mir deinen SchriftversDen du heute in der Schule gelernt hast; dies galt als eine Art Wahrsagung.vor. Dieser erwiderte :Ez. 25,14.<i>Ich vollführe meine Rache über Edom durch mein Volk Jisraél &amp;c.</i> Da sprach er: Der Heilige, gepriesen sei er, will sein Haus zerstören und seine Hände an mir abwischen. Da entfloh er und wurde Proselyt. Von ihm stammt R. Meír ab.
"
Gittin 56a:8,"Hierauf entsandte er gegen sie den Kaiser Vespasian und er belagerte [Jerušalem] drei Jahre. Es waren darin drei reiche Leute. Nikodemon b. Gorjon, Ben Kalba Sabua͑ und Ben Çiçith Hakeseth. Nikodemon b. Gorjon [hieß der eine], weil für ihn die SonneCf. Tan. Fol. 19b.schien. Ben Kalba Sabua͑ [hieß der andere], weil jeder, der hungrig wie ein Hund [kalba] in sein Haus kam, gesättigt [sabea͑] herauskam. Ben Çiçith Hakeseth [hieß der dritte,] weil seine ÇiçithDie Quasten od. Schaufäden an den Zipfeln des Gewandes.über Polster [keseth]Wohl Teppiche; er war so reich, daß er nur auf Teppichen ging.geschleift wurden, und wie manche sagen, weil sein Sitz [kise] sich zwischen den Vornehmen Roms befand.
"
Gittin 56a:9,"Einer erbot sich, [die Stadt] mit Weizen und Gerste zu versorgen, einer erbot sich, sie mit Wein und Öl zu versorgen, und einer erbot sich, sie mit Holz zu versorgen. Die Rabbanan lobten den Holzspender. R. Ḥisda pflegte alle Schlüssel seinem Diener anzuvertrauen, nur nicht den zum Holze, denn R. Ḥisda sagte, eine Kammer Weizen erfordere sechzig Kammern Holz. Sie hatten soviel, um sie einundzwanzig Jahre zu versorgen.
"
Gittin 56a:10,"Unter ihnen waren BanditenBezeichnung der Kriegsparlei in Jerušalem; Etymologie völlig unbekannt; vieil. <span dir=""rtl"">בר יון</span> (wie im Syrischen) Grieche, als Schimpfwort., und als die Rabbanan rieten, hinauszugehen und mit jenenDen belagernden Römern.Frieden zu schließen, ließen diese es nicht. Sie sagten: Wir wollen hinausgehen und Krieg mit ihnen führen. Die Rabbanan erwiderten: Es wird nicht gelingen. Da machten sie sich auf und verbrannten die Speicher Weizen und Gerste, sodaß eine Hungersnot ausbrach.
"
Gittin 56a:11,"Martha, die Tochter des Buethos, die reichste in Jerušalem, sandte ihren Diener und sprach zu ihm : Geh, hole mir feines Mehl. Während er ging, ward es ausverkauft. Da kam er zurück und sprach zu ihr: Feines Mehl ist nicht mehr da, weißes ist noch da. Hierauf sprach sie zu ihm: Geh, hole mir dieses. Während er ging, ward es ausverkauft. Da kam er zurück und sprach zu ihr: Weißes ist nicht mehr da, Roggenmehl ist noch da. Hierauf sprach sie zu ihm: Geh, hole mir dieses. Während er ging, ward es ausverkauft. Da kam er zurück und sprach zu ihr: Roggenmehl ist nicht mehr da, Gerstenmehl ist noch da. Hierauf sprach sie zu ihm: Geh, hole mir dieses. Während er ging, ward es ausverkauft.
"
Gittin 56a:12,"Sie hatte gerade ihre Schuhe ausgezogen, dennoch sagte sie: Ich will gehen und sehen, ob ich was zum Essen finde. Da setzte sich ein Stück Kot an ihren Fuß und sie starb.
"
Gittin 56a:13,"R. Joḥanan b. Zakkaj las über sie:Dt. 28,56.<i>Die Weichliche unter dir und die Zarte &amp;c.</i> Manche sagen, sie aß eine Feige des R. Çadoq, verekelte sich und starb. R. Çadoq verweilte nämlich vierzig Jahre im Fasten, auf daß Jerušalem nicht zerstört werde, sodaß, wenn er etwas aß, man dies von außen sehen konnte. Zur Kräftigung holte man ihm eine Feige, und er sog den Saft aus und warf sie fort.
"
Gittin 56a:14,"Als sie im Sterben lag, warf sie all ihr Gold und Silber auf die Straße, indem sie sagte: Was soll mir dies! Hierauf bezieht sich der Schriftvers: Ez. 7,19.<i>Ihr Silber werfen sie auf die Straße</i>.
"
Gittin 56a:15,"AbbaEigentl. Vorsteher der Sikarier; sein richtiger Name war Ben BatiahSikara, der Banditenhäuptling in Jerušalem, war ein Sohn der Schwester des R. Joḥanan b. Zakkaj, und dieser ließ ihm sagen, daß er heimlich zu ihm komme. Als er kam, sprach er zu ihm: Wie lange noch werdet ihr so treiben und die Welt durch Hunger töten. Dieser erwiderte: Was soll ich tun, wenn ich ihnen etwas sage, so töten sie mich. Da sprach jener: Suche ein Mittel für mich, daß ich hinaus kann, vielleicht ist irgend eine Rettung zu ermöglichen.
"
Gittin 56a:16,"Dieser erwiderte: Stelle dich krank und lasse die Leute zu dir kommen, um sich nach deinem Befinden zu erkundigen. Sodann lege etwas Stinkendes neben dich, damit man glaube, du seiest gestorben. Jedoch mögen nur deine Schüler zu dir hineingehen und niemand anders, damit man nicht merke, daß du leicht bist; jene wissen nämlich, daß ein Lebender leichter ist als ein Toter.
"
Gittin 56a:17,"Er tat so. R. Elie͑zer gingBeim Hinaustragen der Bahre durch das Stadttor.an der einen Seite und R. Jehošua͑ an der anderen Seite. Als sie an das Tor herankamen, wollten jene [in die Bahre] stechen; er aber sprach zu ihnen: ManWohl die Römer über die Juden.würde sagen, sie stachen ihren Meister. Da wollten sie sie stoßen; er aber sprach zu ihnen: Man würde sagen, sie stießen ihren Meister. Hierauf öffneten sie das Tor und er kam hinaus.
"
Gittin 56a:18,"Als er da hinkam, sprach er [zu Vespasian]: Friede mit dir, o König, Friede mit dir, o König. Dieser sprach zu ihm: Du hast dich zwiefach des Todes schuldig gemacht. Erstens bin ich nicht König und du nennst mich König, und zweitens, wenn ich König bin, weshalb bist du bis jetzt nicht zu mir gekommen!? Jener erwiderte: Auf deinen Vorhalt, du seiest nicht König, [erwidere ich:]
"
Gittin 56b:1,"freilich bist du König, denn, wenn du nicht König wärest, würde Jerušalem nicht in deine Hand fallen. Es heißt nämlich :Jes. 10,34.<i>der Lebanon wird durch einen Mächtigen fallen</i>; unter ‘Mächtigen’ ist ein König zu verstehen, wie es heißt :Jer. 30,21.<i>und ein Mächtiger wird aus ihm selber hervorgehen &amp;c.</i>, und unter Lebanon ist der Tempel zu verstehen, wie es heißt :Dt. 3,25.<i>dieser schöne Berg</i>Wohl der Tempelberg.<i>und der Lebanon.</i> Und auf deinen Vorhalt, weshalb ich bis jetzt nicht gekommen bin, [erwidere ich:] die Banditen unter uns ließen mich nicht.
"
Gittin 56b:2,"Dieser entgegnete: Würde man etwa, wenn um ein Faß Honig eine Schlange gewunden wäre, nicht das Faß wegen der SchlangeEr wollte wohl sagen, sie sollten die Stadtmauer niederreißen.zerbrechen!? Da schwieg er. R. Joseph, nach anderen R. A͑qiba, las über ihn:Jes. 44,25.<i>Er läßt die Weisen zurücktreten und ihre Einsicht betört er.</i> Er sollte ihm erwidert haben, lieber hole man eine Zange und entferne die Schlange, die man töte, das Faß aber lasse man.
"
Gittin 56b:3,"Währenddessen kam zu ihm ein Abgesandter aus Rom und sprach zu ihm: Auf, der Kaiser ist gestorben und die Vornehmen Roms stimmten ab, dich [zum Kaiser] zu wählen. Er hatte gerade einen Schuh angezogen und Avollte auch den anderen anziehen, jedoch ging [der Fuß] nicht hinein; sodann wollte er den ersten abziehen, aber er ging nicht herunter.
"
Gittin 56b:4,"Da sprach jener zu ihm: Sei unbesorgt; du hast eine gute Nachricht erhalten, und es heißt :Pr. 15.30.<i>eine gute Nachricht macht das Gebein markig.</i> – Was ist nun zu machen? – Laß einen Menschen, den du nicht leiden kannst, an dir vorübergehen, denn es heißt:Ib. 17,22.<i>ein betrübtes Gemüt vertrocknet die Knochen.</i> Da tat er dies, und [der Fuß] ging hinein. Hierauf sprach er zu ihm: Weshalb bist du, wenn ihr so weise seid, bisher nicht zu mir gekommen? Jener erwiderte: Hab ich es dir etwa nicht erklärt? Dieser entgegnete: Aber auch ich habe dir erwidert.
"
Gittin 56b:5,"Alsdann sprach er zu ihm: Ich gehe nun fort und schicke einen anderen her; verlange etwas von mir, und ich will es dir gewähren. Jener sprach: Gib mir Jabne und seine Weisen, die DynastieDaß sie nicht vernichtet werde.R. Gamliéls, und Ärzte, die R. Çadoq heilen. R. Joseph, nach anderen R. A͑qiba, las über ihn:Jos. 44,25.<i>Er läßt die Weisen zurücktreten und ihre Einsicht betört er.</i> Er sollte ihn gebeten haben, sie diesmal zu schonen.
"
Gittin 56b:6,"Jener aber dachte, soviel würde dieser wahrscheinlich nicht gewähren, und er somit auch eine geringe Rettung nicht erreichen.
"
Gittin 56b:7,"Worin bestand die Kur zur Heilung R. Çadoqs? – Am ersten Tage gab man ihm Kleienwasser zu trinken, am zweiten Tage Grobkleienwasser und am dritten Tage Mehlwasser, sodaß seine Eingeweide sich nach und nach weiteten.
"
Gittin 56b:8,"Hierauf ging er fort und sandte den ruchlosen Titus, und dieser sprach:Dt. 32,37.<i>Wo ist ihr Gott, der Fels, auf den sie trauten.</i> Es ist dies der ruchlose Titus, der gegen den Höchsten schmähte und lästerte.
"
Gittin 56b:9,"Was tat er? Er nahm eine Hure bei der Hand, ging mit ihr in das Allerheiligste, breitete eine Torarolle aus und beging auf dieser eine Sünde. Sodann nahm er ein Schwert, und durchstach den Vorhang. Da geschah ein Wunder, und Blut drang hervor, so daß er glaubte, er hätte sichEuphemistisch für Gott.getötet. So heißt es :Ps. 74,4.<i>Es brüllen deine Feinde inmitten deines Versammlungsortes, sie stellen ihre Zeichen als Zeichen auf</i>.
"
Gittin 56b:10,"Abba Hanan sagte :Ib. 89,9.<i>Wer ist wie du gewaltig, Gott</i>; wer ist wie du gewaltig und hart. Du hörtest die Beschimpfung und die Lästerung jenes Frevlers und schwiegest. In der Schule R. Jišma͑éls wurde gelehrt:Ex. 15,11.<i>Wer ist wie du, o Herr, unter den Starken [elim];</i> wer ist wie du unter den Stummen [ilmim].
"
Gittin 56b:11,"Was tat er weiter? Er nahm den Vorhang und machte daraus eine Art Sack, sodann holte er alle Geräte des Tempels, legte sie hinein und brachte sie auf das Schiff, um damit in seiner Stadt zu triumphieren. So heißt es: Ecc. 8,10.<i>Dann sah ich Frevler begraben und untergegangen, von der heiligen Stätte zogen fort und wurden vergessen in der Stadt, die also getan haben.</i> Man lese nicht <i>qeburim</i> [begraben], sondern <i>qebuçim</i> [versammelt], und man lese nicht <i>vajištakḥu</i> [vergessen], sondern <i>vajištabḥu</i> [triumphierten].
"
Gittin 56b:12,"Manche sagen: [Man lese] tatsächlich <i>qeburim,</i> denn auch Dinge, die versteckt waren, kamen ihnen zum Vorschein.
"
Gittin 56b:13,"Als dann eine Meereswoge sich erhob, um ihn zu versenken, sprach er: Es scheint wohl, daß die Kraft ihres Gottes nur auf dem Wasser bestehe; als der Pareo͑Cf. Ex. 14,27ff.kam, versenkte er ihn ins Wasser, als SisraCf. Jud. 5,21.kam, versenkte er ihn ins Wasser, und auch gegen mich tritt er auf, um mich ins Wasser zu versenken. Ist er ein Held, so mag er aufs Festland kommen und mit mir Krieg führen. Da ertönte eine Hallstimme und sprach zu ihm: Du Ruchloser, Sohn eines Piuchlosen, Enkelsohn des ruchlosen E͑sav, ich habe ein geringes Geschöpf auf meiner Welt, Mücke ist sein Name. –
"
Gittin 56b:14,"Weshalb heißt sie geringes Geschöpf? – Weil sie nur einen EingangZur Aufnahme der Nahrung.und keinen Ausgang hat. –
"
Gittin 56b:15,"Steige aufs Festland und sie wird mit dirSo besser nach einer Handschrift.den Kampf unternehmen. Als er auf dem Festlande angelangt war, kam eine Mücke, drang ihm in die Nase und bohrte ihm sieben Jahre das Gehirn. Eines Tages ging er an der Tür einer Schmiede vorüber, und als [die Mücke] den Schlag des Hammers hörte, blieb sie ruhig. Da sprach er: Nun gibt es ein Mittel. Darauf ließ er jeden Tag einen Schmied kommen und vor ihm hämmern; einem Nichtjuden gab er vier Zuz, zu einem Jisraéliten aber sagte er: Es genüge dir, daß du [Rache] an deinem Feinde siehst. So ging es dreißig Tage, von da ab gewöhnte sich [die Mücke] daran.
"
Gittin 56b:16,"Es wird gelehrt: R. Pinḥas b. A͑ruba sagte: Ich befand mich [dann] unter den Vornehmen Roms; als er starb, öffnete man sein Gehirn und fand sie darin wie eine Schwalbe, im Gewichte von zwei Selaim. In einer Barajtha wird gelehrt: Wie eine einjährige Taube, im Gewichte von zwei Litra.
"
Gittin 56b:17,"Abajje sagte: Es ist uns überliefert, daß ihr Schnabel aus Kupfer und ihre Krallen aus Eisen waren. Bei seinem Sterben verfügte er, daß man ihn verbrenne und die Asche auf die sieben Meere streue, damit der Gott der Juden ihn nicht finde und zur Rechenschaft ziehe.
"
Gittin 56b:18,"Onkelos, Sohn des KalonikosNach Schorr (äçìåõ IX Abt. 2 p. 3) χαλλίνῖχος, der Sieger, wegen seines siegreichen Erfolges bei seiner Bekehrung; cf. Az. Fol. 11a, wo statt ÷ìåðéôåí mit einer Handschrift ÷ìåðé÷åñ zu lesen ist., ein Schwesterssohn des Titus, wollte sich zum Judentume bekehren. Da ließ er durch Nekromantie Titus erscheinen und fragte ihn, wer in jener Welt am geachtetsten sei. Dieser erwiderte: Jisraél. – Soll man sich ihnen anschließen? Dieser erwiderte: Ihre [religiösen] Vorschriften sind zahlreich, du wirst sie nicht halten können; lieber gehe und bedränge sie, so wirst du Oberhaupt werden. So heißt es:Thr. 1,5.<i>ihre Bedränger sind Haupte geworden &amp;c.</i>; wer Jisraél bedrängt, wird Oberhaupt. Alsdann fragte er ihn: Womit wirst du gerichtet? Dieser erwiderte:
"
Gittin 57a:1,"Wie ich selbst über mich verfügt habe: jeden Tag wird meine Asche gesammelt, und nachdem ich abgeurteilt werde, wieder verbrannt und auf die sieben Meere gestreut.
"
Gittin 57a:2,"Hierauf ließ er Bilea͑m durch Nekromantie erscheinen und fragte ihn, wer in jener Welt am geachtetsten sei. Dieser erwiderte: Jisraél. – Soll man sich ihnen anschließen? Dieser erwiderte:Dt. 23,7.<i>Nicht suche ihren Frieden und ihr Bestes all deine Tage.</i> Alsdann fragte er ihn: Womit wirst du gerichtet? Dieser erwiderte: Mit siedendem SpermaNach dem T. ist die Num. 25,1ff. erzählte sexuelle Ausschweifung der Juden auf den Rat Bilea͑ms erfolgt; cf. Syn. Fol. 106a..
"
Gittin 57a:3,"Hierauf ließ er Jesus durch Nekromantie erscheinen und fragte ihn, wer in jener Welt am geachtetsten sei. Dieser erwiderte: Jisraél. – Soll man sich ihnen anschließen? Dieser erwiderte: Suche ihr Bestes und nicht ihr Böses; wer an ihnen rührt, rührt an seinen Augapfel.
"
Gittin 57a:4,"Sodann fragte er ihn: Womit wirst du gerichtet? Dieser erwiderte: Mit siedendem Kote. Der Meister sagte nämlich: Wer über Worte der Weisen spottet, wird mit siedendem Kote gerichtet. Komm und sieh den Unterschied zwischen den Abtrünnigen Jisraéls und den Propheten der weltlichen Völker.
"
Gittin 57a:5,"Es wird gelehrt: R. Elea͑zar sagte: Komm und sieh wie groß die Wirkung der Beschämung ist; der Heilige, gepriesen sei er, trat für Bar Qamça ein und zerstörte sein Haus und verbrannte seinen Tempel.
"
Gittin 57a:6,"Wegen eines Hahnes und einer Henne wurde der Königsberg zerstört. Da war es Brauch, beim Hinausführen des Brautpaares vor ihnen einen Hahn und eine Henne zu tragen. Dies bedeutet: seid fruchtbar und mehret euch wie die Hühner. 
"
Gittin 57a:7,"Eines Tages zog an ihnenAn einem solchen Hochzeitszuge.eine Schar Römer vorüber und nahm sie ihnen weg. Da fielen [die Juden] über sie her und schlugen sie. Hierauf kamen jene zum Kaiser und sprachen zu ihm: Die Juden haben sich gegen dich empört. Da zog er gegen sie aus. Unter [den Juden] befand sich ein gewisser Bar Daroma, der ein Mil weit sprang und unter jenen tötete. Da nahm der Kaiser seine Krone, setzte sie auf die Erde und sprach: Herr der ganzen Welt, ist es dir recht, so liefere mich und mein Reich nicht in die Hand eines Mannes aus.
"
Gittin 57a:8,"Hierauf ließ sein eigener Mund Bar Daroma straucheln, indem er sprach:Ps. 60,12.<i>Du hast, o Gott, uns verstoßen und ziehst nicht, o Gott, mit unseren Heeren.</i> – David sagte ja dasselbe!? David sagte es in Frageform.
"
Gittin 57a:9,"Als er sich darauf im Aborte befand, kam eine Schlange und zog ihm den Mastdarm heraus, worauf er starb. Jener sprach: Da mir ein solches Wunder geschehen ist, so will ich sie diesmal verschonen. Hierauf ließ er sie und zog fort. [Die Juden] aber hüpften und aßen und tranken; sie zündeten soviel Kerzen an, daß man die Figur eines Siegelringes ein Mil entfernt sehen konnte. Jener glaubte, die Juedn verspotten ihn, und zog wiederum gegen sie heran. 
"
Gittin 57a:10,"R. Asi sagte: Dreihunderttausend Schwertführer drangen auf den Königsberg und töteten da drei Tage und drei Nächte, während auf der anderen Seite Sang und Tanz herrschte; die einen wußten nämlich nichts von den anderen.
"
Gittin 57a:11,"Thr. 2,2.<i>Zerstört hat der Herr und nicht geschont all die Auen Ja͑qobs</i>. Als Rabin kam, sagte er im Namen R. Joḥanans: Das sind die sechzig Myriaden Städte, die der König Jannaj auf dem Königsberge hatte. R. Jehuda sagte nämlich im Namen R. Asis: Sechzig Myriaden Städte hatte der König Jannaj auf dem Königsberge, und in jeder waren soviel wie die Auszügler aus Miçrajim, ausgenommen drei, in denen doppelt soviel wie die Auszügler aus Miçrajim waren. 
"
Gittin 57a:12,"Folgende sind es: Kephar Biš, Kephar Šiḥlajim und Kephar DikhrajaÜbertragen: Schlechtigkeitsdorf, Kressendorf u. Männerdorf.. Kephar Biš [hieß es], weil sie kein Haus an einen Gast hergaben, Kephar Šiḥlajim [hieß es], weil sie vom [Handel mit] Kresse lebten. Kephar Dikhraja [hieß es], wie R. Joḥanan sagte, weil ihre Frauen zuerst Knaben und nachher Mädchen gebaren, dann aber auf hörten. 
"
Gittin 57a:13,"U͑la sagte: Ich sah diesen Ort; er faßt nicht einmal sechzig Myriaden Rohrstengel. Ein Minäer sprach zu ihm: Ihr lügt also!? Dieser erwiderte: Es heißt :Dan. 11,16.<i>ein Land wie eine Gazelle</i>So nach der t.sehen Auslegung.; wie die Haut der Gazelle das Fleisch nicht mehr faßt, so ist es auch mit dem Jisraéllande; ist es bewohnt, so ist es geräumig, ist es unbewohnt, so springt es ein.
"
Gittin 57a:14,"R. Minjomi b. Ḥilqija, R. Ḥilqija b. Tobija und R. Hona b. Ḥija saßen beisammen und forderten einander auf, etwas von Kephar Sekhanja in Miçrajim zu erzählen. 
"
Gittin 57a:15,"Da begann einer von ihnen und sprach: Einst gerieten ein Verlobter und seine Verlobte in die Gefangenschaft von Nicht juden, und diese verheirateten sie mit einander. Da sprach sie zu ihm: Ich bitte dich, mich nicht zu berühren, da ich keine MorgengabeDie Urkunde über eine solche, ohne die nach rabbinischer Bestimmung der Verkehr zwischen Mann u. Frau verboten ist.von dir habe. Und er berührte sie nicht bis an den Tag seines Todes. 
"
Gittin 57a:16,"Als er starb, sprach sie zu ihnen: Betrauert ihn, denn mehr ab JosephCf. Gen. Kap. 39.bekämpfte er seinen Trieb. Bei Joseph erfolgte er nur in einer Stunde, bei diesem aber jeden Tag; bei Joseph erfolgte es nicht in einem Bette, bei diesem aber in einem Bette; bei Joseph erfolgte es mit einer fremden Frau, bei diesem aber mit seiner eigenen Frau. 
"
Gittin 57a:17,"Hierauf begann der andere und sprach: Einst ereignete es sich, daß, nachdem vierzig Scheffel [Getreide] auf einen Denar zu stehen kamen, der Marktpreis um einen Scheffel stieg. Als sie dieserhalb eine Untersuchung anstellten, fanden sie, daß ein Vater und sein Sohn eine Verlobte am Versöhnungstage beschlafen hatten. Da brachte man sie vor Gericht und steinigte sie, worauf der Marktpreis auf seinen früheren Stand sank.
"
Gittin 57a:18,"Hierauf begann der dritte und sprach: Einst richtete jemand sein Auge auf seine Frau, sich von ihr scheiden zu lassen, sie hatte aber eine hohe Morgengabe. Was tat er? Er ging und lud seine Freunde zu sich, gab ihnen zu essen und zu trinken und machte sie betrunken. Hierauf legte er sieMit seiner Frau, um einen Ehebruch zu fingieren.auf ein Bett, schüttete Eiweiß zwischen sie, ließ dies durch ZeugenDie nach der ganzen Situation an einen Ehebruch glaubten u. das Eiweiß für Sperma hielten.bestätigen und wandte sich an das Gericht. 
"
Gittin 57a:19,"Daselbst war ein Greis von den Schülern Šammaj des Älleren, namens Baba b. Buṭa, und dieser sprach zu ihnen: Es ist mir von Šammaj dem Älteren überliefert, daß Eiweiß durch das Feuer gerinne, während Sperma vor dem Feuer zurückweiche. Da untersuchten sie es, und seine Worte bestätigten sich. Hierauf brachte man jenen vor das Gericht, geißelte ihn und trieb von ihm ihre Morgengabe ein. 
"
