Index Title,Sukkah
Sukkah 28b:6,"E<small>IN</small> K<small>IND, DAS SEINER</small> M<small>UTTER NICHT MEHR BEDARF</small> &amp;<small>C</small>. Welches heißt ein Kind, das seiner Mutter nicht mehr bedarf? In der Schule R. Jannajs erklärten sie: Das seine Notdurft verrichtet und seine Mutter es nicht abzuwischen braucht. R. Šimo͑n erklärte : Das beim Erwachen nicht ‘Mutter’ ruft. – Auch Erwachsene rufen ja ‘Mutter’!? – Vielmehr, das beim Erwachen nicht ruft ‘Mutter, Mutter!’Solange ruft, bis die Mutter herankommt.
"
Sukkah 28b:7,"A<small>LS EINST DIE</small> S<small>CHWIEGERTOCHTER</small> [Š<small>AMMAJS</small>] &amp;<small>C. NIEDERKAM</small>. Ein Tatfall zur Widerlegung!? – [Unsere Mišna] ist lückenhaft und muß wie folgt lauten: Šammaj ist hierbei erschwerend; und als einst die Schwiegertochter Šammajs des Älteren niederkam, durchbrach er den Estrich und legte des Kindes wegen Hüttenbedachung über dem Bette.
"
Sukkah 28b:8,"<sup>ix</sup> <b>W</b><small>ÄHREND ALLER SIEBEN</small> T<small>AGE MACHE MAN SEINE</small> F<small>ESTHUTTE ZUM PERMANENTEN UND SEINE</small> W<small>OHNUNG ZUM GELEGENTLICHEN</small> [A<small>UFENTHALTE</small>]. W<small>ANN DARF MAN, WENN ES REGNET, FORTSCHAFFEN</small>Sc. Sachen u. Speisen u. sich in die Wohnung begeben.? W<small>ENN DER</small> B<small>REI VERDIRBT</small>. S<small>IE SAGTEN EIN</small> G<small>LEICHNIS</small>. D<small>IES IST EBENSO, ALS WENN EIN</small> D<small>IENER SEINEM</small> H<small>ERRN EINEN</small> B<small>ECHER EINZUSCHENKEN SICH ANSCHICKT UND DIESER IHM DIE</small> K<small>ANNE INS</small> G<small>ESICHT SCHÜTTET</small>.
"
Sukkah 28b:9,"GEMARA. Die Rabbanan lehrten: Während aller sieben Tage mache man seine Festhütte zum permanenten und seine Wohnung zum zeitweiligen [Aufenthalte]. Zum Beispiel. Hat man schöne Geräte, so bringe man sie in die Festhütte, schöne Polster, so bringe man sie in die Festhütte; auch esse, trinke und verbringe man in der Festhütte. Woher dies? – Die Rabbanan lehrten: SitzenIn der Festhütte; die Schrift gebraucht hierbei diesen Ausdruck.gleich dem Wohnen; hieraus folgerten sie, daß man während aller sieben Tage seine Festhütte zum permanenten und seine Wohnung zum zeitweiligen [Aufenthalte] mache. Zum Beispiel. Hat man schöne Geräte, so bringe man sie in die Festhütte ; schöne Polster, so bringe man sie in die Festhütte; auch esse, trinke, verbringe und studiere man in der Festhütte. – 
"
Sukkah 28b:10,"Dem ist ja aber nicht so, Raba sagte ja: Schrift und Mišna [lese man] in der Festhütte, [Talmud] studiere man aber außerhalb der Festhütte!? – Das ist kein Einwand; das eine flüchtig, das andere erläuternd. 
"
Sukkah 29a:1,"So pflegten auch Raba [und Rami] b.Ḥama, wenn sie [vom Vortrage] R. Ḥisdass aufstanden, zuerst die Lehre zusammen flüchtig durchzunehmen und nachher erläuternd zu besprechen. 
"
Sukkah 29a:2,"Raba sagte : Trinkgefäße lasse manNach dem Gebrauche. in der Festhütte, Speisegefäße bringe man aus der Festhütte fort. Krug und Eimer außerhalb der Festhütte; die [irdene] Leuchte in der Festhütte, und wie manche sagen, außerhalb der Festhütte. Sie streiten aber nicht; das eine gilt von einer großen Festhütte und das andere von einer kleinen Festhütte.
"
Sukkah 29a:3,"W<small>ENN ES REGNET</small>. Es wird gelehrt: Wenn der GraupenbreiDer leicht verderblich ist.verdirbt. 
"
Sukkah 29a:4,"Abajje saß in der Festhütte vor R. Joseph und ein Wind erhob sich und trug GesträuchAbfall von der Hüttenbedachung.heran. Da sprach R. Joseph: Räumet mir die Gefäße von hier fort. Hierauf sprach Abajje zu ihm: Es wird ja gelehrt: wenn der Brei verdirbt!? Jener erwiderte: Ich bin empfindlich, für mich ist dies ebenso, als wenn der Brei verderben würde.
"
Sukkah 29a:5,"Die Rabbanan lehrten: Wenn jemand in der Festhütte gespeist hat und, weil Regen gefallen, herabgekommen ist, so bemühe man ihn bis er seine Mahlzeit beendet hat nicht wieder hinaufzugehen. Wenn jemand in der Festhütte geschlafen hat und, weil Regen gefallen, herabgekommen ist, so bemühe man ihn, bis es hell wird, nicht wieder hinaufzugehen. 
"
Sukkah 29a:6,"Sie fragten: [Heißt es] ‘a͑d šejeo͑r’ [bis er aufwacht], oder ‘a͑d šejeo͑r’ [bis es hell wird]? – Komm und höre: A͑d šejeo͑r und die Morgenröte aufsteigt. Wozu die Wiederholung? Vielmehr lese man a͑d šejeo͑r und die Morgenröte aufsteigt.
"
Sukkah 29a:7,"S<small>IE SAGTEN EIN</small> G<small>LEICHNIS</small>. D<small>IES IST EBENSO</small>. Sie fragten: Wer schüttet wem? – Komm und höre: Es wird gelehrt: Und der Herr ihm die Kanne ins Gesicht schüttet und spricht: Ich mag deine Bedienung nicht.
"
Sukkah 29a:8,"Die Rabbanan lehrten: Die SonnenfinsternisWörtl. wird die Sonne geschlagen, dh. dunkel.ist eine böse Vorbedeutung für die ganze Welt. Ein Gleichnis. Dies ist ebenso, als wenn ein König aus Fleisch und Blut seinen Dienern ein Festmahl bereitet und für sie eine Lampe hinstellt, dann aber über sie zornig wird und zu seinem Diener spricht: Nimm die Lampe fort und lasse sie im Finstern sitzen.
"
Sukkah 29a:9,"Es wird gelehrt: R. Meír sagte: Verdunkeln die Himmelslichter, so ist dies eine schlechte Vorbedeutung für die FeindeEuphem. für Jisraél.Jisraéls, weil sie an Schläge gewöhnt sind. Ein Gleichnis. Wer ist betrübt, wenn der Lehrer in die Schule mit dem Riemen in der Hand kommt? Betrübt ist derjenige, der täglich geprügelt zu werden pflegt.
"
Sukkah 29a:10,"Die Rabbanan lehrten: Die Sonnenfinsternis ist eine schlechte Vorbedeutung für die Völker der Welt, die Mondfinsternis ist eine schlechte Vorbedeutung für die Feinde Jisraéls, denn die Jisraéliten rechnen nach dem Monde und die Völker der Welt nach der Sonne. Die Finsternis im Osten ist eine schlechte Vorbedeutung für die Bewohner des Ostens, die Finsternis im Westen ist eine schlechte Vorbedeutung für die Bewohner des Westens, die Finsternis im Zenith ist eine schlechte Vorbedeutung für die ganze Welt. 
"
Sukkah 29a:11,"Hat sie das Aussehen von Blut, so fährt das Schwert über die Welt; eines SackesAus Ziegenhaar, von schwarzgrauer Farbe., so fahren Pfeile des Hungers über die Welt, des einen oder des anderen so fahren Schwert und Pfeile des Hungers über die Welt. Tritt die Finsternis beim UntergangeWörtl. beim Eintreten, nach der Vorstellung des Talmud in den für sie bestimmten Raum.ein, so kommt die Heimsuchung langsam, wenn beim Hervortreten, so kommt sie schnell; manche sagen, es sei umgekehrt. 
"
Sukkah 29a:12,"Du hast keine Nation, die geschlagen wird, mit der nicht zugleich ihre Gottheit geschlagen wird, wie es heißt:Ex. 12,12.<i>an allen Göttern Miçrajims werde ich Strafgericht üben</i>. Zur Zeit aber, wo die Jisraéliten den Willen Gottes tun, haben sie vor all diesem nicht zu fürchten, wie es heißt :Jer. 10,2.<i>so spricht der Herr: An die Weise der Völker gewöhnt euch nicht, so braucht ihr nicht vor den Zeicḥen des Himmels zu zittern, mögen vielmehr die Völker vor ihnen zittern;</i> die Völker mögen zittern, Jisraél aber zittre nicht.
"
Sukkah 29a:13,"Die Rabbanan lehrten: Wegen viererlei tritt Sonnenfinsternis ein: wenn ein Gerichtsoberhaupt stirbt und nicht nach Gebühr betrauert wird, wenn ein verlobtes Mädchen in der Stadt [bei Notzucht um Hülfe] schreit und niemand ihm hilft, wegen der Päderastie, und wenn das Blut zweier Brüder zusammen vergossen wird. 
"
Sukkah 29a:14,"Wegen viererlei tritt Finsternis der Himmelslichter ein: wegen der Pasquillenschreiber, wegen der Falschzeugen, wegen der Kleinviehzüchter im JisraéllandeDie fremde Grundstücke beschädigen lassen.und wegen derer, die gute Obstbäume niederhauen. 
"
Sukkah 29a:15,"Wegen viererlei verfällt das Vermögen der Bürger an die Regierung: wegen derjenigen, die bezahlte Schuldscheine verwahren, wegen der Wucherer, 
"
Sukkah 29b:1,"wegen derjenigen, die warnen konnten und dies unterlassen, und wegen derjenigen, die öffentlich Almosen versprechen und nicht entrichten, 
"
Sukkah 29b:2,"Rabh sagte: Wegen viererlei erleidet das Vermögen der Bürger Einbuße: wegen derjenigen, die den Lohn des Arbeiters zurückhalten, wegen derjenigen, die den Arbeiter um seinen Lohn berauben, wegen derjenigen, die das Joch von ihrem Halse werfen und es ihren Nächsten aufbürden, und wegen der Hochmütigkeit. Die Hochmütigkeit wiegt sie alle auf; von den Bescheidenen aber heißt es:Ps. 37,11.<i>die Bescheidenen werden das Land erben</i>. Jes. 60,21.<i>Der Sproß meiner Pflanzung, das Werk meiner Hände, zur Verherrlichung.</i>
"
Sukkah 29b:3,"
"
Sukkah 29b:4,"<sup>i</sup> <b>D</b><small>ER GERAUBTE</small>Unter Raub versteht der Talmud unrechtmäßig erworbenes Eigentum. <small>ODER VERDORRTE</small> P<small>ALMENZWEIG IST UNTAUGLICH; DER VON EINER</small> A<small>ŠERA ODER AUS EINER ABTRÜNNIGEN</small> S<small>TADT</small>Cf. Dt. 13,14ff. <small>HERRÜHRENDE IST UNTAUGLICH</small>. D<small>ESSEN</small> S<small>PITZE ABGEBROCHEN IST ODER DESSEN</small> B<small>LÄTTER GETRENNT</small>Wie manche erklären, geteilt, in der Mitte durchgetrennt, nach anderen hingegen, von der Mittelrippe abgetrennt und an dieser befestigt. <small>SIND, IST UNTAUGLICH, DESSEN</small> B<small>LÄTTER GESPREIZT SIND, IST UNTAUGLICH</small>. R. J<small>EHUDA SAGT, MAN BINDE IHN JEDOCH OBEN ZUSAMMEN. DLE</small> S<small>TEINPALMEN DES</small> E<small>ISENBERGES SIND TAUGLICH</small>. E<small>IN</small> P<small>ALMENZWEIG, DER DREI</small> H<small>ANDBREITEN HAT, DASS MAN IHN SCHÜTTELN KANN, IST TAUGLICH</small>.
"
Sukkah 29b:5,"GEMARA. Er lehrt dies allgemein, einerlei ob am ersten Festtage oder am zweiten Festtage: 
"
Sukkah 29b:6,"erklärlich ist dies vom verdorrten, denn er muß ‘prächtig’Lev. 23,40. sein, was ein solcher nicht ist, vom geraubten aber ist dies allerdings erklärlich hinsichtlich des ersten Festtages, denn es heißt: Lev. 23,40.<i>euch,</i> nur von eurem, weshalb aber nicht am zweiten Festtage!?
"
Sukkah 29b:7,"R. Joḥanan erwiderte im Namen des R. Šimo͑n b.Joḥaj : 
"
Sukkah 30a:1,"Weil dies ein mit einer Uebertretung verbundenes Gebot sein würde. Es heißt :Mal. 1,13.<i>ihr bringt Geraubtes, Lahmes und Krankes herbei;</i> das Geraubte gleicht dem Lahmen; wie es für das Lahme kein Mittel mehr gibt, ebenso gibt es für das Geraubte kein Mittel mehr, einerlei ob vor der DesperationDes rechtmäßigen Eigentümers; dies erfolgt, sobald er den Schaden beklagt u. somit die Hoffnung auf Wiedererlangung aufgibt (cf. B. 23a) sodaß die Sache auch Eigentum des Besitzers wird; cf. Bq. 68a. oder nach der Desperation. 
"
Sukkah 30a:2,"Allerdings vor der Desperation, denn der Allbarmherzige sagt:Lev. 1,2.<i>wenn jemand von euch</i>Von dem, was euch gehört.<i> darbringt,</i> und dies ist nicht seines, wieso aber nach der Desperation, er hat es ja durch die Desperation erworben!? Doch wohl deshalb, weil es ein mit einer Übertretung verbundenes Gebot ist.
"
Sukkah 30a:3,"Ferner sagt R. Joḥanan im Namen des R. Šimo͑n b. Joḥaj: Es heißt: Jes 61,8.<i>Ich, der Herr, bin ein Freund des Rechtes, hasse Raub beim Brandopfer</i>. Ein Gleichnis. Als einst ein König aus Fleisch und Blut an einem Zollamte vorüberging, sprach er zu seinen Dienern: Entrichtet den Zoll an die Zollbeamten. Da sprachen sie zu ihm : Der Zoll ist ja vollständig dein!? Darauf erwiderte er ihnen: Von mir sollen alle anderen Reisenden lernen, den Zoll nicht zu hinterziehen. Ebenso spricht der Heilige, gepriesen sei er: Ich, der Herr, hasse Raub beim Brandopfer, von mir sollen meine Kinder lernen, sich vom Geraubten fernzuhalten.
"
Sukkah 30a:4,"Es wird auch gelehrt: R.Ami sagte: Der verdorrte ist untauglich, weil er nicht ‘prächtig’ ist, der geraubte ist untauglich, weil dies ein mit einer Übertretung verbundenes Gebot wäre. 
"
Sukkah 30a:5,"Er streitet somit gegen R. Jiçḥaq, denn R. Jiçḥaq b. Naḥmani sagte im Namen Šemuéls: Dies lehrten sie nur vom ersten Festtage, am zweiten aber genügt man seiner Pflicht mit einem geraubten, wie man seiner Pflicht auch mit einem geborgten genügt. 
"
Sukkah 30a:6,"R. Naḥman b.Jiçḥaq wandte ein: Der geraubte oder verdorrte Palmenzweig ist untauglich. Der geborgte aber ist demnach tauglich. Wann: wollte man sagen, am ersten Festtage, so heißt es ja <i>euch,</i> nur von eurem, während dieser nicht seiner ist, doch wohl am zweiten Festtage, und er lehrt, der geraubte sei untauglich!? 
"
Sukkah 30a:7,"Raba erwiderte: Tatsächlich am ersten Festtage, und [von jenem] ist es selbstverständlich; selbstverständlich ist der geborgte untauglich, da er nicht ihm gehört, man könnte aber glauben, der geraubte sei tauglich, weil beim Geraubten gewöhnlich eine Desperation des Eigentümers erfolgt und er als seiner anzusehen sei so lehrt er uns. 
"
Sukkah 30a:8,"R. Hona sprach zu den HändlernKurzwarenhändler, Hausierer, so nach Raschi; nach anderen: Lieferant des Fürsten.: Wenn ihr Myrten von Nichtjuden kauft, so schneidet sie nicht selber ab, sondern lasset sie von jenen abschneiden und euch geben. Dies aus dem Grunde, weil Nichtjuden die Grundstücke gewöhnlich rauben 
"
Sukkah 30b:1,"und ein Grundstück nicht geraubtDh. es geht durch Desperation nicht in den Besitz des Räubers über, sodaß derjenige den Raub begeht, der die Gewächse pflückt.werden kann. Daher sollen jene sie abschneiden, damit sie durch die Desperation des Eigentümers in ihren Besitz und durch Besitzwechsel in euren Besitz gelangen. — 
"
Sukkah 30b:2,"Aber auch, wenn die Händler sie abschneiden, gelangen sie ja selber durch die Desperation des Eigentümers in ihren Besitz und durch Besitzwechsel in unserenDh. des Käufers, in dessen Besitz es kein Geraubtes ist.Besitz!? — Hier handelt es sich um die Hoša͑na‘Hilf doch!’; Benennung der Bachweide (oft aber auch des ganzen Feststraußes, sowie anderer Arten desselben), da das Gebet bei der Prozession, wobei diese verwendet wird, mit diesem Worte beginnt.der Händler selber. — 
"
Sukkah 30b:3,"Sie sollten sie doch durch die tätliche ÄnderungDurch das Zusammenbinden aller 3 Arten werden sie in einen Strauß verwandelt.besitznehmen!? — Er ist der Ansicht, der Feststrauß benötige nicht des Zusammenbindens. 
"
Sukkah 30b:4,"Und selbst wenn du sagst, der Feststrauß benötige wohl des Zusammenbindens, ist dies eine Änderung, bei der die frühere Beschaffenheit zurück hergestellt werdenMan braucht nur den Strauß auseinanderzunehmen.kann, und eine Änderung, bei der die frühere Beschaffenheit zurück hergestellt werden kann, heißt nicht Änderung. — 
"
Sukkah 30b:5,"Sie sollten sie doch durch die Änderung des Namens besitznehmen, denn zuerst waren es ja Myrten 
"
Sukkah 31a:1,"und jetzt ist es eine Hoša͑na!? — Die Myrte wird auch vorher Hoša͑na genannt.
"
Sukkah 31a:2,"Die Rabbanan lehrten : Eine geraubte oder eine auf öffentlichem GebieteDies gilt als Beraubung des Publikums.errichtete Festhütte ist nach R. Elie͑zer untauglich und nach den Weisen tauglich. 
"
Sukkah 31a:3,"R. Naḥman sagte: Der Streit besteht nur über den Fall, wenn jemand seinen Nächsten packt und ihn aus seiner Festhütte hinauswirft. R. Elie͑zer vertritt hierbei seine Ansicht, daß man seiner Pflicht nicht mit der Festhütte seines Nächsten genüge, somit ist diese, wenn ein Grundstück nicht geraubt werden kann, eine geborgte Festhütte, und wenn ein Grundstück geraubt werden kann, eine geraubte Festhütte. 
"
Sukkah 31a:4,"Auch die Rabbanan vertreten ihre Ansicht, daß man seiner Pflicht mit der Festhütte seines Nächsten genüge, und da ein Grundstück nicht geraubt werden kann, so ist sie eine geborgte Festhütte. 
"
Sukkah 31a:5,"Hat jemand aber Holz geraubt und daraus eine Festhütte gemacht, so stimmen alle überein, daß jener nur den Holzwert zu beanspruchen hat. — 
"
Sukkah 31a:6,"Woher dies? — 
"
Sukkah 31a:7,"Weil er von dieser gleichlautend wie von der auf öffentlichem Gebiete errichteten [Festhütte] lehrt; wie bei der auf öffentlichem Gebiete errichteten der Boden nicht ihm gehört, ebenso die [geraubte] Festhütte, wenn [der Boden] nicht ihm gehört.
"
Sukkah 31a:8,"Einst kam eine Frau zu R. Naḥman und klagte vor ihm: Der Exilarch und alle Rabbanan sitzen in einer geraubten Festhütte. Sie schrieDie Diener des Exilarchen hatten von ihr Holz geraubt, das sie zur Festhütte verwandten, u. sie verlangte durchaus das Holz selbst zurück., aber R. Naḥman beachtete sie nicht. Hierauf sprach sie zu ihm: Eine Frau, deren AhnDer Erzvater Abraham.dreihundert und achtzehn Sklaven hatte, klagt vor euch, und ihr beachtet sie nicht! Da sprach R. Naḥman zu ihnen: Diese ist nur eine Schreierin; sie hat nur den Holzwert zu beanspruchen.
"
Sukkah 31a:9,"Rabina sagte: Beim geraubten und zur Festhütte verwandten Klotze haben die Rabbanan die Balken-VerordnungUm die Bußfertigen nicht abzuschrekken, wurde verordnet, daß der Räuber (cf. Anm. 1) eines zu einem Bauwerke verwandten Balkens diesen nicht in natura zurückzugeben braucht, sondern nur den Wert zu ersetzen hat; cf. Git. Fol. 55a. Dies gilt auch von der Festhütte, obgleich sie nur einen geringen Wert hat.gelten lassen. – 
"
Sukkah 31a:10,"Selbstverständlich, womit ist ein solcher anders als anderes Holz!? – Man könnte glauben, bei diesem nicht, weil Holz immer zu haben ist, dieser aber nicht, so lehrt er uns. 
"
Sukkah 31a:11,"Dies jedoch nur während der sieben [Festtage], nach den sieben [Festtagen] ist er in natura zurückzugeben. Hat man ihn aber mit Mörtel befestigt, so braucht man auch nach den sieben [Festtagen] nur den Wert zu ersetzen.
"
Sukkah 31a:12,"Es wird gelehrt: Der verdorrte ist untauglich, nach R. Jehuda aber tauglich. Raba sprach: Der Streit besteht nur über den Palmenzweig, die Rabbanan sind nämlich der Ansicht, man vergleiche den Palmenzweig mit dem Etrog, wie der Etrog ‘prächtig’Dies seine Bezeichnung in der Schrift; Lev, 23,40.sein muß, ebenso muß auch der Palmenzweig ‘prächtig’ sein, und R. Jehuda ist der Ansicht, man vergleiche nicht den Palmenzweig mit dem Etrog; vom Etrog aber stimmen alle überein, er müsse ‘prächtig’ sein. – 
"
Sukkah 31a:13,"Braucht denn nach R. Jehuda der Palmenzweig nicht ‘prächtig’ zu sein, wir haben ja gelernt, R. Jehuda sagt, man binde ihn jedoch oben zusammen; doch wohl, weil er prächtig sein muß!? – 
"
Sukkah 31a:14,"Nein, aus dem [weiter] gelehrten Grunde: R. Jehuda sagte im Namen R. Tryphons: <i>Palmenzweige</i>, sie müssen zusammenDas W. <span dir=""rtl"">בפות</span> (Pl. von <span dir=""rtl"">כפה</span> <i>Wipfelsein; sind sie lose, so binde man sie zusammen. – 
"
Sukkah 31a:15,"Braucht er denn nach ihm nicht ‘prächtig’ zu sein, wir haben ja gelernt: Man binde den Feststrauß nur mit Gleichartigem zusammen – so R. Jehuda. Doch wohl, weil er ‘prächtig’ sein muß!? – 
"
Sukkah 31a:16,"Nein, Raba sagte ja, auch mit Bast und auch mit Rinde der Palme. – Was ist da der Grund R. Jehudas? – Er ist der Ansicht, der Feststrauß bedürfe des Zusammenbindens, und wenn man dazu eine andere Art verwendet, so sind es fünf Arten. – 
"
Sukkah 31a:17,"Braucht denn nach R. Jehuda der Etrog ‘prächtig’ zu sein, es wird ja gelehrt: Wie man die vier Arten der Festpalme nicht mindern darf, ehenso darf man zu diesen nichts hinzufügen. Hat man keinen Etrog bekommen, so darf man nicht statt dessen eine Quitte, einen Granatapfel oder sonst etwas anderes nehmen. Verwelkte sind tauglich, verdorrte sind untauglich. R. Jehuda sagt, auch verdorrte. 
"
Sukkah 31a:18,"R. Jehuda sprach: Einst 
"
Sukkah 31b:1,"vererbten ja die Großväter ihre Feststräuße ihren Enkeln!? Diese erwiderten: Soll dies ein Beweis sein!? Aus einem NotfalleIn Großstädten sind frische Sträuße schwer erreichbar.st nichts zu beweisen. 
"
Sukkah 31b:2,"Immerhin wird gelehrt, nach R. Jehuda seien auch verdorrte brauchbar, und dies bezieht sich wohl auf alle!? – Nein, nur auf den Palmenzweig.
"
Sukkah 31b:3,"Der Meister sagte: Wie man sie nicht mindern darf, ebenso darf man zu diesen nichts hinzufügen. Selbstverständlich!? – Man könnte glauben, da R. Jehuda sagt, der Feststrauß benötige des Zusammenbindens, so dürfe man gesondert eine andere Art [hinzufügen], so lehrt er uns.
"
Sukkah 31b:4,"Der Meister sagte: Hat man keinen Etrog bekommen, so darf man nicht statt dessen einen Granatapfel, eine Quitte oder sonst etwas nehmen. Selbstverständlich!? – Man könnte glauben, man nehme wohl, damit das Gesetz vom Etrog nicht in Vergessenheit gerate, so lehrt er uns, weil oft dadurch ein Verderb entstehen kann, denn man könnte sich daran gewöhnen. – 
"
Sukkah 31b:5,"Komm und höre: Der alte Etrog ist untauglich, nach R. Jehuda tauglich. Dies ist eine Widerlegung Rabas. Eine Widerlegung. – 
"
Sukkah 31b:6,"Er braucht also nach ihm nicht ‘prächtig’ zu sein, und wir haben ja gelernt, der lauchgrüne [Etrog] sei nach R. Meír tauglich und nach R. Jehuda untauglich; doch wohl, weil er ‘prächtig’ sein muß!? – Nein, weil die Frucht noch nicht reif ist. – 
"
Sukkah 31b:7,"Komm und höre: Die Größe des kleinsten Etrogs ist, wie R. Meír sagt, die einer Nuß, und wie R. Jehuda sagt, die eines Eies. Doch wohl, weil er ‘prächtig’ sein muß!? – Nein, weil die Frucht noch nicht reif ist. – 
"
Sukkah 31b:8,"Komm und höre: Die des großen, damit man zwei in einer Hand halten kann – so R. Jehuda; R. Jose sagt, sogar einen mit beiden Händen. Doch wohl aus dem Grunde, weil er ‘prächtig’ sein muß!? – Nein, da Raba gesagt hat, man halte den Feststrauß in der Rechten und den Etrog in den Linken, so könnte, wenn man sie verkehrt hält und umtauschen will, [der Etrog herabfallen und] untauglich werden. – 
"
Sukkah 31b:9,"Gegen R. Jehuda [ist ja einzuwenden:] es heißt ja ‘prächtig’!? – 
"
Sukkah 31b:10,"Dies erklärt er: [eine Frucht,] die von einem Jahre zum anderen auf dem Baume ‘wohnen’Er Hest <span dir=""rtl"">הדר</span> (aus <span dir=""rtl"">דור</span> <i>wohnenbleibt.
"
Sukkah 31b:11,"D<small>ER VON EINER</small> A<small>ŠERA ODER EINER ABTRÜNNIGEN</small> S<small>TADT HERRÜHRENDE</small>. Ist denn der von einer Ašera herrührende untauglich, Raba sagte ja, man nehme keinen zum Götzendienst verwandten Palmenzweig, wenn man aber einen solchen genommen hat, sei er tauglich!? – 
"
Sukkah 31b:12,"Hier handelt es sich um eine Ašera [aus der Zeit] Mošes, die als zertrümmertDa die A. vernichtet werden muß (cf. Dt. 12,2 ff.), so gilt sie als vernichtet und hat fiktiv das vorschriftsmäßige Maß nicht mehr.gilt, und somit das Maß nicht hat. 
"
Sukkah 31b:13,"Dies ist auch zu beweisen, denn er lehrt von dieser gleichlautend wie von der abtrünnigen StadtDa die A. vernichtet werden muß (cf. Dt. 12,2 ff.), so gilt sie als vernichtet und hat fiktiv das vorschriftsmäßige Maß nicht mehr.. Schließe hieraus.
"
Sukkah 31b:14,"D<small>ESSEN</small> S<small>PITZE ABGEBROCHEN IST</small>. R. Hona sagte, dies nur, wenn sie ganz abgebrochen ist, wenn aber nur geplatzt, so ist er tauglich. – 
"
Sukkah 31b:15,"Ist er denn tauglich, wenn geplatzt, es wird ja gelehrt: der gebogene, stachelige,
"
Sukkah 32a:1,"geplatzte oder sichelartig gekrümmte Palmenzweig ist untauglich, der vertrocknete ist untauglich, der wie vertrocknet aussieht, ist tauglich!? R. Papa erwiderte: Wenn er einer GabelVollständig geteilt, <span dir=""rtl"">המניק</span> ist nach Raschi ein pinzettenartiges Schreibgerät; wahrscheinlicher ist jed. die Erkl. des Arukh, es sei eine Art zweispitzige Gabel, da es oft neben <span dir=""rtl"">סכינא</span> (Messer) genannt wird.gleicht. 
"
Sukkah 32a:2,"Vom sichelartig gekrümmten Palmenzweig sagte Raba, nur wenn nach vorn, wenn aber nach hinten, so ist dies ja die Art ihres Wachsens. 
"
Sukkah 32a:3,"R. Naḥman sagte: Nach der Seite ist es ebenso wie nach vorn. Manche sagen: wie nach hinten. 
"
Sukkah 32a:4,"Ferner sagte Raba: Ein Palmenzweig, der die Blätter an einer Seite hat, ist fehlerhaft und daher untauglich.
"
Sukkah 32a:5,"D<small>ESSEN</small> B<small>LÄTTER GETRENNT SIND</small>. R. Papa erklärte Getrennt, wenn er wie ein BesenDer aus einzelnen Ruten zusammengebunden ist.ist; gespreizt, wenn [die Blätter] abstehen. 
"
Sukkah 32a:6,"R. Papa fragte: Wie ist es, wenn die DoppelspitzeDer Mittelrippe bis zur Wurzel der oberen Blätter.geteilt ist? – Komm und höre: R. Joḥanan sagte im Namen des R. Jehošuá b.Levi: Fehlt die Doppelsitze, so ist er untauglich. Dies gilt wohl auch in dem Falle, wenn sie geteilt ist. – Nein, anders ist es, wenn sie ganz fehlt, denn er ist ja unvollständig. 
"
Sukkah 32a:7,"Manche lesen: R. Joḥanan sagte im Namen des R. Jehošuá b.Levi: Ist die Doppelspitze geteilt, so ist es ebenso, als fehle sie ganz, mid er ist untauglich.
"
Sukkah 32a:8,"R. J<small>EHUDA SAGT</small>. Es wird gelehrt: R. Jehuda sagte im Namen R. Tryphons:Lev. 23,40.<i>Palmenzweige</i>, zusammengebundenDas W. <span dir=""rtl"">בפות</span> (Pl. von <span dir=""rtl"">כפה</span> <i>Wipfel; wenn [die Blätter] abstehen, binde man sie zusammen. 
"
Sukkah 32a:9,"Rabina sprach zu R. Aši: Woher, daß unter <i>Palmenzweige</i> junge Zweige zu verstehen sind, vielleicht vertrocknete!? – Sie müssen zusammenDas W. <span dir=""rtl"">בפות</span> (Pl. von <span dir=""rtl"">כפה</span> <i>Wipfelsein, was diese nicht sind. – 
"
Sukkah 32a:10,"Vielleicht der StrunkDer untere Teil, an dem keine Blätter sind; bei diesem stehen keine Blätter ab.? – ‘Zusammen’, demnach müssen sie getrennt werden können, während dieser dauernd ‘zusammen’ ist. – 
"
Sukkah 32a:11,"Vielleicht die jungen PalmenDeren Blätter auseinander gespreizt sind, die sich jedoch biegen und zusammenbinden lassen.? Abajje erwiderte: Es heißt:Pr. 3,17.<i>ihire Wege sind liebliche Wege, und alle ihre Stege sind Wohlfahrt</i>Raschi: diese aber sind stuchlig.. 
"
Sukkah 32a:12,"Raba Tospaáh sprach zu Rabina: Vielleicht zwei Palmenzweige? – Es heißt <i>Kapath</i> [Zweig]Die def. Schreibart <span dir=""rtl"">כפת</span> ist ein Sing. st. constr.. Vielleicht ein [Blatt]? – Dieses heißt <i>Kaph</i>.
"
Sukkah 32a:13,"D<small>IE</small> S<small>TEINPALMEN DES</small> E<small>ISENBERGES SIND TAUGLICH</small>. Abajje sagte: Dies nur, wenn die Spitze des einen [Blattes] bis zur Wurzel des anderen reicht, wenn aber die Spitze des einen bis zur Wurzel des anderen nicht reicht, sind sie untauglich. 
"
Sukkah 32a:14,"Ebenso wird gelehrt: Die Steinpalmen sind untauglich. Wir haben ja aher gelernt, sie seien tauglich!? Wahrscheinlich ist nach Abajje [zu erklären]. 
"
