Index Title,Kiddushin
Kiddushin 35a:2,"Sollten doch nach R. Joḥanan b. Beroqa Fortpflanzung und Ehrfurcht als zwei Schriftverse gelten, die dasselbe lehren, von denen nichts zu folgern ist!? – Beide sind nötig. Würde der Allbarmherzige es nur von der Ehrfurcht und nicht von der Fortpflanzung geschrieben haben, so könnte man glauben, das Wort <i>bezwingen</i>, das der Allbarmherzige hierbeiBeim Gebote der Fortpflanzung, Gen. 1,28.gebraucht, besage, daß dies nur vom Manne gelte, dem das Bezwingen eigenDurch Kriegführung udgl.ist, nicht aber von der Frau, der das Bezwingen nicht eigen ist.
"
Kiddushin 35a:3,"Und würde er es nur von der Fortpflanzung und nicht von der Ehrfurcht geschrieben haben, so könnte man glauben, dies gelte nur vom Manne, der in der Ausführung unbehindert ist, die Frau aber, dieDa es vom Willen des Ehemannes abhängig ist.in der Ausführung nicht unbehindert ist, sei dazu überhaupt nichtSelbst wenn sie unverheiratet ist.verpflichtet. Daher ist beides nötig. –
"
Kiddushin 35a:4,"Allerdings nach demjenigen, welcher sagt, von zwei Schriftversen, die dasselbe lehren, sei nichts zu folgern, wie ist es aber nach demjenigen zu erklären, welcher sagt, es sei wohl zu folgern!? Raba erwiderte: Ein PapunäerIm Texte in der Mehrzahl.weiß dies zu erklären,
"
Kiddushin 35a:5,"das ist R. Aḥa b. Ja͑qob. Die Schrift sagt:Ex. 13,9.<i>es soll dir ein Merkmal an deiner Hand und eine Erinnerung zwischen deinen Augen sein, damit die Lehre des Herrn in deinem Munde sei</i>; die ganze Tora wird mit den Tephillin verglichen; wie die Tephillin ein von einer festgesetzten Zeit bedingtes Gebot sind, und Frauen davon frei sind, ebenso sind Frauen von allen anderen von einer festgesetzten Zeit bedingten Geboten frei. Ferner sind Frauen, da sie von von einer festgesetzten Zeit bedingten Geboten befreit worden sind, zu von einer festgesetzten Zeit nicht bedingten Geboten verpflichtet. –
"
Kiddushin 35a:6,"Allerdings nach demjenigen, welcher sagt, die Tephillin seien ein von einer festgesetzten Zeit bedingtes Gebot, wie ist es aber nach demjenigen zu erklären, welcher sagt, die Tephillin seien ein von einer festgesetzten Zeit nicht bedingtesMan sei dazu am Tage u. nachts verpflichtet.Gebot!? – Derjenige, welcher sagt, die Tephillin seien ein von einer festgesetzten Zeit nicht bedingtes Gebot, ist R. Meír, und er ist der Ansicht, von zwei Schriftversen, die dasselbe lehren, sei nichts zu folgern. –
"
Kiddushin 35a:7,"Wie ist es aber nach R. Jehuda zu erklären, welcher sagt, von zwei Schriftversen, die dasselbe lehren, sei zu folgern, und die Tephillin seien ein von einer festgesetzten Zeit nicht bedingtes Gebot!? – Ungesäuertes, Festfreude und Versammlung sind drei Schriftverse, die dasselbe lehren, und wenn dnei Schriftverse dasselbe lehren, so istNach aller Ansicht.von diesen nichts zu folgern.
"
Kiddushin 35a:8,"A<small>LLE</small> V<small>ERBOTE ABER &amp;C</small>. Woher dies? R. Jehuda erwiderte im Namen Rabhs, und ebenso wurde es in der Schule R. Jišma͑éls gelehrt: Die Schrift sagt:Num. 5,6.<i>wenn ein Mann oder eine Frau irgend eine Sünde der Menschen begeht</i>; die Schrift hat damit die Frau dem Manne hinsichtlich aller Strafgesetze der Tora gleichgestellt.
"
Kiddushin 35a:9,"In der Schule R. Elie͑zers wurde gelehrt: Die Schrift sagt:Ex. 21,1.<i>die du ihnen vorlegen sollst</i>; die Schrift hat damit die Frau dem Manne hinsichtlich aller Zivilgesetze der Tora gleichgestellt. In der Schule Ḥizqijas wurde gelehrt: Die Schrift sagt:Ib. V. 29.<i>und einen Mann oder eine Frau tötet</i>; die Schrift hat damit die Frau dem Manne hinsichtlich aller Todesarten der Tora gleichgestellt.
"
Kiddushin 35a:10,"Und [all diese Schriftverse] sind nötig. Würde er nur den ersten gelehrt haben, so könnte man glauben, der Allbarmherzige habe sie geschont, damit sie Sühne erlange, das Zivilgesetz aber gelte nur für den Mann, der Handel treibt, nicht aber für die Frau.
"
Kiddushin 35a:11,"Würde er es nur von diesem gelehrt haben, so könnte man glauben, wegen ihres Unterhaltes, das Gesetz vom Lösegelde aber gelte
"
Kiddushin 35b:1,"nur für den Mann, der zu den Geboten verpflichtet ist, nicht aber für die Frau. Und würde er es nur von diesem gelehrt haben, so könnte man glauben, der Allbarmherzige habe sie diesbezüglich geschont, weil es sich um die Einbüßung des Lebens handelt, nicht aber gelte dies von jenen beiden. Daher sind alle nötig.
"
Kiddushin 35b:2,"A<small>USGENOMMEN DAS</small> V<small>ERBOT DES</small> R<small>UNDSCHERENS, DES</small> Z<small>ERSTÖRENS</small> &amp;<small>C</small>. Erklärlich ist dies vom Verbote der Verunreinigung an Toten, denn es heißt:Lev. 21,1.<i>sprich zu den Priestern, den Söhnen Ahrons</i>, den Söhnen Ahrons, nicht aber den Töchtern Ahrons; woher dies aber vom Verbote des Rundscherens und des Zerstörens? –
"
Kiddushin 35b:3,"Es heißt:Ib. 19,27.<i>ihr sollt den Rand eures Haupthaares nicht rundscheren und den Rand deines Bartes sollst du nicht zerstören</i>; wer [dem Verbote] des Zerstörens unterworfen ist, ist auch dem des Rundscherens unterworfen, Frauen aber, die dem des Zerstörens nicht unterworfen sind, sind auch dem des Rundscherens nicht unterworfen. –
"
Kiddushin 35b:4,"Woher, daß sie dem des Zerstörens nicht unterworfen sind? – Wenn du willst, aus einem Vernunftgrunde: weil sie keinen Bart haben. Wenn du aber willst, aus einem Schriftverse: <i>ihr sollt den Rand eures Haupthaares nicht rundscheren und den Rand deines Bartes sollst du nicht zerstören</i>;
"
Kiddushin 35b:5,"die Schrift ändert die Redewendung, denn der Allbarmherzige sollte schreiben: <i>den Rand eures Bartes</i>, und es heißt: <i>deines Bartes</i>, nämlich deines Bartes, nicht aber des Bartes deiner Frau. –
"
Kiddushin 35b:6,"Etwa nicht, es wird ja gelehrt, wenn eine Frau oder ein Kastrat Barthaare bekommt, gelten diese in jeder Beziehung als Bart; wohl hinsichtlich des Zerstörens!?
"
Kiddushin 35b:7,"Abajje erwiderte: Du kannst nicht sagen, daß dies hinsichtlich des Zerstörens gelte, denn durch [das Wort] <i>Rand</i>, das auch bei den Söhnen AhronsCf. Lev. 21,5.gebraucht wird, ist zu folgern, wie daWo ausdrücklich von den Söhnen Ahrons gesprochen wird.Frauen davon befreit sind, ebenso sind auch hierbei Frauen davon befreit. –
"
Kiddushin 35b:8,"Sollte doch, wenn man annimmt, [die Worte] <i>Söhne Ahrons</i> beziehen sich auf den ganzenAuch auf das Verbot des Zerstörens des Bartrandes.Abschnitt, die Schrift davonVon der Ausschließung der Frauen beim Verbote des Zerstörens des Bartrandes durch das W. ‘Rand’.schweigen, und man würde es durch [einen Schluß] vom Schwereren auf das Leichtere gefolgert haben: wenn es bei den Priestern, denen die Schrift mehr Gebote auferlegt hat, nur von den Söhnen Ahrons und nicht den Töchtem Ahrons gilt, um wieviel mehr bei Jisraéliten!? –
"
Kiddushin 35b:9,"Wenn nicht die WortanalogieAus dem W.e ‘Rand’, durch die gefolgert wird, daß Frauen auszuschließen seien., könnte man glauben, das Thema sei zu trennenDie W.e ‘Söhne Ahrons’ beziehen sich nur auf die ersten Verse, die von der Verunreinigung sprechen.. –
"
Kiddushin 35b:10,"Auch jetzt kann man ja sagen, das Thema sei zu trennen, und die WortanalogieAus dem W.e ‘Rand’, durch die gefolgert wird, daß Frauen auszuschließen seien.sei für die folgende Lehre nötig!?Lev. 21,5. <i>Sollen sie nicht abscheren</i>; man könnte glauben, man sei schuldig, wenn man ihn mit einer Schere abgenommen hat, so heißt es: <i>sollst du nicht zerstören;
"
Kiddushin 35b:11,"</i> man könnte nun glauben, man sei schuldig, wenn man ihn mit einer Zange oder Feile entfernt hat, so heißt es: <i>sollen sie nicht abscheren</i>; dies gilt von einem Scheren, wobei ein Zerstören erfolgt, mit einem Schermesser. –
"
Kiddushin 35b:12,"Es sollte doch heißen : <i>den</i>Da das W. ‘Rand’ bereits im Schriftverse genannt ist.<i>deines Bartes</i>, wenn es aber <i>den Rand deines Bartes</i> heißt, so ist beides zu entnehmen. –
"
Kiddushin 35b:13,"In welcher Hinsicht wird demnach gelehrt, wenn eine Frau oder ein Kastrat Barthaare bekommt, gelten diese in jeder Beziehung als Bart!? – Hinsichtlich der Verunreinigung durch AussatzWobei für behaarte Stellen u. für unbehaarte Stellen besondere Kennzeichen vorhanden sind; cf. Lev. Kap. 13.. – Von der Verunreinigung durch Aussatz heißt es ja ausdrücklich:Lev. 13,29.<i>
"
Kiddushin 35b:14,"wennbei einem Manne oder einer Frau ein Aussatz entsteht am Kopfe oder am Barte!?</i> Vielmehr, erwiderte Mar Zuṭra: Hinsichtlich der Reinigung vom AussatzeWobei der Unreine sich das Haar scheren muß; cf. Lev. 14,9.. –
"
Kiddushin 35b:15,"Auch hinsichtlich der Reinigung vom Aussatze ist es ja selbstverständlich: wenn es bei der Unreinheit berücksichtigt wird, so gilt dies ja auch bei der Reinigung!? – DiesZu lehren, daß solches Haar hinsichtl. der Unreinheit als Bart gelte.ist nötig; man könnte glauben, [der Schriftvers] sei zu teilen: <i>wenn bei einem Manne oder einer Frau ein Aussatz entsteht am Kopfe</i>, [und die Worte] <i>oder am Barte</i> beziehen sich nur auf den Mann, so lehrt er uns.
"
Kiddushin 35b:16,"Isi lehrte: Auch dem Verbote des GlatzenscherensAls Zeichen der Trauer um einen Toten; cf. Dt. 14,1.sind Frauen nicht unterworfen. – Was ist der Grund Isis? – Er erklärt [den Schriftvers] wie folgt:Dt. 14,1,2.<i>Ihr seid Söhne des Herrn,eures Gottes, macht euch keine Ritzungen und scheret keine Glatze zwischen euren Augen um einen Toten, denn ein heiliges Volk bist du dem Herrn, deinem Gott;</i> Söhne und nicht Töchter, nur hinsichtlich des GlatzenscherensWährend Ritzungen auch Frauen verboten sind.. – 
"
Kiddushin 35b:17,"Du sagst, nur hinsichtlich des Glatzenscherens, vielleicht ist dem nicht so, sondern auch hinsichtlich der Ritzungen!? – Wenn es heißt: <i>denn ein heiliges Volk bist du dem Herrn, deinem Gott,</i> so bezieht diesDie Einbegreifung des ganzen Volkes, auch Frauen.sich ja auf Ritzungen, somit ist [die Einschränkung:] <i>Söhne,</i> und nicht Töchter, auf das Glatzenscheren zu beziehen. – 
"
Kiddushin 35b:18,"Was veranlaßt dich, Ritzungen einzuschließen und das Glatzenscheren auszuschließen!? – Ich schließe Ritzungen ein, die sowohl an haarigen Stellen als auch an haarlosen Stellen erfolgen können, und ich schließe das Glatzenscheren aus, das nur an haarigen Stellen erfolgen kannDa nach den angezogenen Schriftversen eines einzuschließen u. eines auszuschließen ist.. – 
"
Kiddushin 35b:19,"Vielleicht gilt dies von Söhnen und nicht von Töchtern sowohl hinsichtlich des Glatzenscherens als auch hinsichtlich der Ritzungen, und [die Worte]: <i>denn ein heiliges Volk bist du dem Herrn, deinem Gott,</i> beziehen sich auf EinschnitteDie an anderer Stelle (cf. Lev. 19,28) ebenfalls verboten werden; Einschnitte u. Ritzungen werden als 2 verschiedene, von einander zu trennende Handlungen aufgefaßt, da die einen mit der Hand u. die anderen mit einem Geräte erfolgen.!? – Isi ist der Ansicht, 
"
Kiddushin 36a:1,"Einschnitte und Ritzungen seien dasselbe.
"
Kiddushin 36a:2," Abajje erklärte: Folgendes ist der Grund Isis: er folgert es durch [das Wort] <i>Glatze,</i> das auch bei den Söhnen AhronsCf. Lev. 21,5.gebraucht wird; wie da Frauen freiVon der Beobachtung dieses Verboles, da die Schrift ausdrücklich von den Söhnen Ahrons spricht.sind, ebenso sind sie auch hierbei frei. – 
"
Kiddushin 36a:3," Sollte doch, wenn man annimmt, der SchriftversDie Wi e ‘Söhne Ahrons’.beziehe sich auf den ganzenAuch auf das Verbot des Glatzenscherens.Abschnitt, die Schrift davon schweigen, und man würde es [durch einen Schluß] vom Schwereren auf das Leichtere gefolgert haben: wenn es bei Priestern, denen die Schrift mehr Gebote auferlegt hat, nur von den Söhnen Ahrons und nicht von den Töchtern Ahrons gilt, um wieviel mehr bei Jisraéliten!? – 
"
Kiddushin 36a:4," Wenn nicht die WortanalogieCf. Anm. 236 mut. mut., könnte man glauben, das Thema sei zu trennenDie W.e ‘Söhne Ahrons’ beziehen sich nur auf die ersten Verse, die von der Verunreinigung sprechen.. – 
"
Kiddushin 36a:5," Auch jetzt kann man ja sagen, das Thema sei zu trennen, und die Wortanalogie sei für die folgende Lehre nötig !?Lev. 21,5.<i>Sie sollen sich nicht glatt scheren</i>; man könnte glauben, wer sich vier oder fünf Glatzen geschoren hat, sei nur einmal strafbar, so heißt es <i>eine Glatze,</i> wonach er wegen jeder besonders schuldig ist. 
"
Kiddushin 36a:6," <i>An ihrem Kopfe,</i> worauf deutet dies? Da es heißt: <i>macht euch keine Ritzungen und scheret keine Glatze zwischen euren Augen um einen Toten,</i> so könnte man glauben, man sei nur dann strafbar, wenn zwischen den Augen, woher, daß der ganze Kopf einbegriffen ist? Es heißt: <i>an ihrem Kopfe,</i> wonach es am ganzen Kopfe ebenso strafbar ist, wie zwisehen den Augen. 
"
Kiddushin 36a:7," Ich weiß dies nur von Priestern, denen die Schrift mehr Gebote auf erlegt hat, woher dies von Jisraéliten? Hier heißt es <i>Glatze</i> und dortBei Jisraéliten, Dt. 14,1.heißt es <i>Glatze;</i> wie man hierbei wegen jeder Glatze besonders, und dies am ganzen Kopfe wie zwischen den Augen strafbar ist, ebenso auch dort wegen jeder Glatze besonders, und am ganzen Kopfe wie zwischen den Augen; 
"
Kiddushin 36a:8," und wie dort um einen Toten, ebenso auch hierbei um einen Toten. – Die Schrift sollte <i>gereḥ</i>Eine kürzere Form desselben Begriffes.geschrieben haben, wenn es aber <i>qorḥa</i> heißt, so ist beides zu entnehmen. 
"
Kiddushin 36a:9," Raba erklärte: Folgendes ist der Grund Isis: er folgert es durch [die Worte] <i>zwischen euren Augen,</i> die auch bei den TephillinCf. Dt. 11,18.gebraucht werden; wie da Frauen frei sind, ebenso sind auch hierbei Frauen frei. – Weshalb erklärt Raba nicht wie Abajje? – Ihm leuchtet [die Unterscheidung zwischen] <i>qereḥ</i> und <i>qorḥa</i> nicht ein. – 
"
Kiddushin 36a:10," Weshalb erklärt Abajje nicht wie Raba? Er kann dir erwidern: hierausAus den W.en ‘zwischen euren Augen’, die als Wortanalogie dienen.ist hinsichtlich der Tephillin selbst zu folgern: wie bei der Glatze die höchste Stelle des Kopfes zu verstehen ist, wo eine solche gemacht werden kann, ebenso ist die Stelle des AnlegensDer Tephillin.die höchste am Kopfe. – 
"
Kiddushin 36a:11," Wofür sind sowohl nach Abajje als auch nach Raba [die Warte:] <i>ihr seid Söhne des Herrn, eures Gottes,</i> zu verwenden? – Diese sind für folgende Lehre zu verwenden: <i>Ihr seid Söhne des Herrn, eures Gottes,</i> wenn ihr euch wie Söhne betragt, heißt ihr Söhne, wenn ihr euch nicht wie Söhne betragt, heißt ihr nicht Söhne – so R. Jehuda. 
"
Kiddushin 36a:12," R. Meír sagt, ob so oder so heißt ihr Söhne, denn es heißt:Jer. 4,22.<i>törichte Söhne sind sie;</i> ferner: Dt. 32,20.<i>Söhne</i>, <i>in denen keine Treue ist;</i> ferner:Jes. 1,4.<i>entartete Söhne;</i> ferner:Hos. 2,1.<i>es wird geschehen, statt daß man sie Nichtmeinvolk nennt, wird man sie Söhne des lebendigen Gottes nennen</i>. – 
"
Kiddushin 36a:13," Wozu das ‘ferner’Die Belege durch weitere Schriftverse.? – Man könnte glauben, töricht heißen sie Söhne, ist aber in ihnen keine Treue, heißen sie nicht Söhne, so heißt es ferner: <i>Söhne, denen keine Treue ist.</i> 
"
Kiddushin 36a:14," Man könnte glauben, auch wenn in ihnen keine Treue ist, heißen sie Söhne, wenn sie aber Götzen dienen, heißen sie nicht Söhne, so heißt es ferner: <i>Brut der Missetäter, entartete Söhne.</i> Endlich könnte man glauben, sie heißen wohl entartete Söhne, nicht aber gute Söhne, so heißt es ferner: <i>es wird geschehen, statt daß man sie Nichtmeinvolk nennt, wird man sie Söhne des lebendigen Gottes nennen.</i>
"
Kiddushin 36a:15,"<sup>viii</sup>D<small>AS</small> S<small>TÜTZEN</small>Der Hand auf den Kopf des zu schlachtenden Opfertieres; cf. Ley. 1,4 uö., <small>DAS</small> S<small>CHWINGEN</small>Bestimmter Teile des Heilsopfers., <small>DAS</small> H<small>ERANBRINGEN</small>Des Opfers zum Altar., <small>DAS</small> A<small>BHEBEN</small>Des aufzuräuchernden Haufens vom Speisopfer., <small>DAS</small> A<small>UFRÄUCHERN</small>Der Opferteile auf dem Altar., <small>DAS</small> A<small>BKNEIFEN</small>Des Kopfes vom Geflügelopfer., <small>DIE</small> A<small>UFNAHME</small>Des Blutes der Schlachtopfer.<small>UND DAS</small> S<small>PRENGEN</small>Wird weiter erklärt.<small>ERFOLGT NUR DURCH</small> M<small>ÄNNER UND NICHT DURCH</small> F<small>RAUEN, AUSGENOMMEN DAS</small> S<small>PEISOPFER DER</small> E<small>HEBRUCHSVERDÄCHTIGTEN</small>Cf. Sot. Fol. 2a.<small>UND DER</small> N<small>EZIRA, BEI DENEN DIESE ZU SCHWINGEN HABEN</small>.
"
Kiddushin 36a:16,"GEMARA. D<small>AS</small> S<small>TÜTZEN</small>. Denn es heißt:Lev. 1,2,4.<i>sprich zu den Söhnen Jisraél &amp;c. er stütze</i>; die Söhne Jisraél stützen, nicht aber stützen die Töchter Jisraél.
"
Kiddushin 36a:17,"D<small>AS</small> S<small>CHWINGEN</small>. [Denn es heißt :]Ib. 7,29; diese Schriftstelle hat aber nicht <span dir=""rtl"">והניף</span>, sondern <span dir=""rtl"">להניף</span>.<i>sprich zu den Söhnen Jisraél &amp;c</i>. <i>er schwinge;</i> die Söhne Jisraél schwingen, nicht aber schwingen die Töchter Jisraél.
"
Kiddushin 36a:18,"D<small>AS</small> H<small>ERANBRINGEN</small>. Denn es heißt:Lev. 6,7.<i>dies ist das Gesetz des Speisopfers; die Söhne Ahrons sollen es darbringen</i>; die Söhne Ahrons und nicht die Töchter Ahrons.
"
Kiddushin 36a:19,"D<small>AS</small> A<small>BHEBEN</small>. Denn es heißt:Ib. 2,2.<i>er bringe es zu den Söhnen Ahrons &amp;c. und er hebe ab;</i> die Söhne Ahrons heben ab and nicht die Töchter Ahrons.
"
Kiddushin 36a:20,"D<small>AS</small> A<small>UFRÄUCHERN</small>. Denn es heißt :Ib. 3,5.<i>die Söhne Ahrons sollen es aufräuchern</i>; die Söhne Ahrons und nicht die Töchter Ahrons.
"
Kiddushin 36a:21,"D<small>AS</small> A<small>BKNEIFEN</small>. Denn es heißt :Ib. 1,15.<i>er kneife ab und er räuchere auf</i>, womit das Abkneifen mit dem Aufräuchern verglichen wird.
"
Kiddushin 36a:22,"D<small>IE</small> A<small>UFNAHME</small>. Denn es heißt:Ib. V. 5.<i>die Söhne Ahrons sollen es heran</i><i>bringen</i>, und der Meister sagte, 
"
Kiddushin 36b:1,"unter <i>heranbringen</i>, sei die Aufnahme des Blutes zu verstehen.
"
Kiddushin 36b:2,"D<small>AS</small> S<small>PRENGEN</small>. Welches Sprengen ist hier zu verstehen, wenn das der [roten]Cf. Num. 19,4.Kuh, so wird ja bei dieser EleázarEs hat durch den Hochpriester zu erfolgen u. nicht einmal Priester sind zulässig.genannt, und wenn das innerhalbDes Allerheiligsten; cf. Lev. 4,6.zu erfolgende, so wird ja dabei der gesalbte PriesterEs hat durch den Hochpriester zu erfolgen u. nicht einmal Priester sind zulässig.genannt!? – Vielmehr, das Sprengen beim Geflügel[opfer], 
"
Kiddushin 36b:3,"was [durch einen Schluß] vom Leichteren auf das Schwerere zu folgern ist: wenn bei einem Vieh, bei dem die Schlachtung nicht durch einen Priester zu erfolgen braucht, die Sprengung durch einen Priester erfolgen muß, um wieviel mehr muß bei einem Geflügel, bei dem das AbkneifenDas dem Schlachten bei einem Vieh entspricht. durch einen Priester erfolgen muß, das Sprengen durch einen solchen erfolgen.
"
Kiddushin 36b:4,"A<small>USGENOMMEN DAS</small> S<small>PEISOPFER DER</small> E<small>HEBRUCHSVERDÄCHTIGTEN UND DER</small> N<small>EZIRA.</small> R. Elea͑zarSo rieht, nach Handschriften.sprach zu seinem AltersgenossenVgl. Bd. V S. 70 Anm. 4.R. Jošija: Du setzt dich nicht hin, bis du mir folgendes erklärt hast. Woher, daß das Speisopfer der Ehebruchsverdächtigten des Schwingens benötigt? – ‘Woher’, bei diesem selbst heißt es ja :Num. 5,25.<i>er schwinge das Speisopfer!</i>? – Vielmehr, woher, daß das Schwingen durch den Eigentümer erfolgen müsse? – 
"
Kiddushin 36b:5,"Dies ist durch [das Wort] <i>Hand</i> vom Friedensopfer zu folgern; hierbei heißt es :Num. 5,25.<i>der Priester nehme aus der Hand der Frau</i>, und dort heißt es:Lev. 7,30.<i>seine Hände sollen bringen;</i> 
"
Kiddushin 36b:6,"wie hierbei der Priester, ebenso dort der Priester, und wie dort der Eigentümer, ebenso hier der Eigentümer. Wie erfolgt dies? Der Priester lege seine Hände unter die Hände des Eigentümers und schwinge. – 
"
Kiddushin 36b:7,"Wir wissen dies von der Ehebruchsverdächtigten, woher dies von der Nezira? – Dies ist durch [das Wort] <i>Handfläche</i>Das sowohl bei der Ehebruchsverdächtigten (Num. 5,18) als auch beim Nazir (ib. 6,19) gebraucht wird. von der Ehebruchsverdächtigten zu folgern.
"
Kiddushin 36b:8,"<sup>ix</sup><b>J</b><small>EDES</small> G<small>ESETZ, DAS MIT DEM</small> [<small>JISRAÉLITISCHEN</small>] L<small>ANDE ZUSAMMENHÄNGT</small>, <small>GILT NUR IM</small> L<small>ANDE UND DAS NICHT MIT DEM</small> L<small>ANDE ZUSAMMENHÄNGT, GILT SOWOHL IM</small> L<small>ANDE ALS AUCH AUSSERHALB DES</small> L<small>ANDES, 
"
Kiddushin 37a:1,"AUSGENOM</small><small>MEN</small> [<small>DIE</small> G<small>ESETZE</small>] <small>VOM</small> U<small>NGEWEIHTEN UND VON DER</small> M<small>ISCHFRUCHT</small>; R. E<small>LIE͑ZER SAGT, AUCH DAS VOM</small> N<small>EUEN</small>Heurige Feldfrüchte vor der Darbringung der Schwingegarbe (cf. Lev. 23,10ff.); ausführl. hierüber Men. Fol. 68a..
"
Kiddushin 37a:2,"GEMARA. Was heißt ‘zusammenhängt’ und was heißt ‘nicht zusammenhängt’; wollte man sagen, <sup>,</sup>zusammenhängt’ heiße, wenn dabei das KommenIn das Jisraélland; viele Gebote in der Schrift beginnen mit der Einleitung: wenn der Herr dich in das Land bringen wird.erwähnt wird, und ‘nicht zusammenhängt’ heiße, wenn dabei das Kommen nicht erwähnt wird, so wird ja das Kommen auch bei den Tephillin und beim Erstgeborenen des EselsOder anderer Haustiere, die an den Priester zu entrichten ist; cf. Ex. 13,11.erwähnt, dennoch gelten diese sowohl im Lande als auch außerhalb des Landes!? 
"
Kiddushin 37a:3,"R. Jehuda erwiderte: Er meint es wie folgt: jedes Gesetz, wobei die Person pflichtig ist, gilt sowohl im Lande als auch außerhalb des Landes, und wobei das Land pflichtigWenn die Ausübung des Gebotes vom Landbesitze abhängig ist.ist, gilt nur im Lande. – 
"
Kiddushin 37a:4,"Woher dies? – Die Rabbanan lehrten :Dt. 21,1.<i>Dies sind die Satzungen</i>, das sind die Schriftauslegungen; <i>und die Vorschriften</i>, das sind die Rechtsgesetze; <i>die ihr be</i><i>obachten sollt</i>, das ist das Studium; <i>zu tun</i>, das ist die Ausübung. 
"
Kiddushin 37a:5,"Aus [dem Worte] <i>im Lande</i> könnte man entnehmen, all diese Gesetze gelten nur im Lande, so heißt es: <i>alle Tage, die ihr auf dem Erdboden lebt.</i> Aus [den Worten] <i>alle Tage</i> könnte man entnehmen, sie gelten sowohl im Lande als auch außerhalb des Landes, 
"
Kiddushin 37a:6,"so heißt es: <i>im Lande.</i> Da die Schrift einschließt und ausschließt, so richte man sich nach dem, was im Abschnitte genannt ist:Ib. V. 2.<i>vernichten sollt ihr all die Orte, woselbst die Völker gedient haben</i>; wie der Götzendienst sich dadurch auszeichnet, daß dabei die Person pflichtig ist, und dies gilt sowohl im Lande als auch außerhalb des Landes, ebenso gelten alle anderen Gesetze, wobei die Person pflichtig ist, sowohl im Lande als auch außerhalb des Landes.
"
Kiddushin 37a:7,"A<small>USGENOMMEN</small> [<small>DIE</small> G<small>ESETZE</small>] <small>VOM</small> U<small>NGEWEIHTEN UND VON DER</small> M<small>ISCHFRUCHT</small>. Sie fragten: Streitet R. Elie͑zer erleichternd oder erschwerend? 
"
Kiddushin 37a:8,"Streitet er erschwerend, denn der erste Autor lehrt wie folgt: ausgenommen [die Gesetze] vom Ungeweihten und von der Mischfrucht, hinsichtlich welcher eine überlieferte LehreDaß sie überall gelten.besteht, obgleich anzunehmen wäre, es seien Gesetze, wobei das Land pflichtig ist, das Gesetz vom Neuen aber gilt nur im Lande und nicht außerhalb des Landes, 
"
Kiddushin 37a:9,"weil unter ‘Wohnort’Von diesem Gesetze heißt es in der Schrift, daß es in allen Wohnorten gelten solle; cf. Lev. 23,14.der Besitz und die EingesessenheitWörtl. [die Zeit] nach der Besitznahme u. der Eingesessenheit, sc. im eroberten Palästina; das W. ‘Wohnort’ besagt nicht, daß das Gesitz überall, sondern daß er erst nach der Besitznahme des Landes u. der Eingesessenheit in diesem gelle, nicht aber während der Kriegsjahre.zu verstehen ist, 
"
Kiddushin 37a:10,"und hierzu sagt R. Elie͑zer, auch [das Gesetz] vom Neuen gelte sowohl im Lande als auch außerhalb des Landes, weil unter ‘Wohnort’ jeder Ort, in dem ihr wohnt, zu verstehen ist. 
"
Kiddushin 37a:11,"Oder aber streitet er erleichternd, denn der erste Autor lehrt wie folgt: ausgenommen [die Gesetze] vom Ungeweihten und von der Mischfrucht, hinsichtlich welcher eine überlieferte LehreDaß sie überall gelten.besteht, und um so mehr gilt dies [vom Gesetze] vom Neuen, weil unter ‘Wohnort’ jeder Ort, in dem ihr wohnt, zu verstehen ist, 
"
Kiddushin 37a:12,"und hierzu sagt R. Elie͑zer, [das Gesetz] vom Neuen gelte nur im Lande, weil unter ‘Wohnort’ der Besitz und die Eingesessenheit zu verstehen ist. [Das Wort] ‘auchWonach RE. es hinzufügend lehrt.bezieht sich demnach auf das VorangehendeAuf die Regel u. nicht auf die Ausnahme.. 
"
Kiddushin 37a:13,"Komm und höre: Abajje sagte: Derjenige, der gegen R. Elie͑zer streitet, ist R. Jišma͑él, denn es wird gelehrt: DiesDie Nennung des Wohnortes beim Gesetze vom Gußopfer; cf. Num. 15,2.lehrt dich, daß unter ‘Wohnort’ überall der Besitz und die Eingesessenheit zu verstehen ist – so R. Jišma͑él. 
"
Kiddushin 37a:14,"R. A͑qiba sprach zu ihm: Beim Šabbath[gesetze] heißt esCf. Ex. 35,3.ja ‘Wohnort’, und es gilt sowohl in! Lande als auch außerhalb des Landes!? Dieser erwiderte: Hinsichtlich des Šabbaths wird dies [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert: wenn leichtere Gesetze sowohl im Lande als auch außerhalb des Landes gelten, um wieviel mehr das strenge Šabbathfgesetz]. 
"
Kiddushin 37a:15,"Da nun Abajje sagt, der Autor, der gegen R. Elie͑zer streitet, sei R. Jišma͑élUnd dieser ist der Ansicht, daß unter ‘Wohnort’ Besitz u. Eingesessenheit zu verstehen sei., so ist zu entnehmen, daß R. Elie͑zer erschwerend streite. Schließe hieraus. – 
"
Kiddushin 37a:16,"Merke, R. Jišma͑él spricht ja vom Gußopfer, und beim Gußopfer werden ja [die Worte] ‘kommen’ und ‘Wohnort’ genanntDemnach ist ja hiervon nur hinsichtl. solcher Gesetze zu folgern, bei denen beide Worte gebraucht werden.!? – 
"
