,,,,,,,
Tiferet Shmu'el,New York 1926,manually,p. 128.,"היוצא לנו מדברי הזוה״ק הנ״ל דמלד צריד להיות שלם בדיִן ורהמים, ואם לאו לא הוי מלד כדברי הזוה״ק מלכא וראי שלים הוא מכולא. והנה שני חצאין יחד נעשה דבר שלם, וזהו כונת דברי המניר הק׳ ממעזיריטש בביאור הכתוב עשת לך שתי חצוצרות, שתי חצי צורות, שאמר הקב״ה למשה רבינו ע״ה שהיה מלך שיהיה שלים מכולא מדין ורחמים כראוי למלך כי כל אחד משני אלו דין או רחמים הוא הצי צורה ע״כ יעשה שיהיה לו אלו השתי חצי צורות ויהיה שלים מכולא.והנה המדרש הבין נ״כ כן דשתי חצוצרות הכונה כדברי המגיד שתי תצי צורות, היינו דין ורחמים, וזהו שאמר המדרש שביום פטירת משה רבינו ע״ה לא השתמש בהן, מחמת אין שלטון ביום המות, כיון דאלו שתי תצי צורות הנ״ל שייכים רק אצל מלד ואין שלטון ביום המות, וזהו מה שמסיים המדרש, הוי עשת לד שתי חצוצרות כפף, והבן וזהו ג״כ כונת המדרש  מה שאמר עשת לך אתה משתמש בהן שאתה מלך והבן ובזה נבוא ג׳׳כ לביאור המררש הנ״ל עשה לך שתי תצוצרות כסף, זש""ה ירא את ה׳ בני ומלך, מהו ומלך המליכהו עליך, דהיה קשה להמדרש האיך משוה מורא מלכית למורא שמים, וכשבא בעל המדרש לפסוק עשה לד שתי תצוצרות, והבין הכונה דקאי על השתי תצי צורות הנ״ל דין ורחמים שראוי למלך להיות שלים בכולא.",,,
Ishei Yisra’el,Miholevits 1929,manually,"be-ha‘alotekha, fol. 76a.",עשה לך שתי חצוצרות כסף וכו׳ והי׳ לך למקרא למקרא העדה וכו׳ ותקעו בהן ונועדו אליך כל העדה וכו׳ ואיתא בסה״ק אוהב ישראל בשם רבינו הק׳ מו״ה דוב ממעזריטש זצוק״ל שתי חצוצרות שתי חצי צורות וצ״ב ואפשר לומר עפ״י דאיתא באלשי״ך הק׳ טעם למחצית השקל בשם רבינו מהר״ש אלקב״ץ זל״ה להורות אחדות בין ישראל למען ידעו כי כל אהד רק פלג גופא ורק בהצטרף עם חבירו אז הוא גוף שלם ונוכל ללמוד מזה איך צריכים להיות באחדות יע״ש והנה צורך החצוצרות היו למען יעמדו יחדיו ויהי׳ באחדות במקום אחד כמ״ש ונועדו אליך ולזה צריך כ״א להחזיק א״ע רק לחצי צורה ועי״כ יוכל לבא לאחדות וע״כ באה המצו' בזה בחצוצרות לרמז ע״ז שלהיות באחדות צריך כ״א להחזיק א״ע בחצי צורות כנוטריקון של חצוצרות וא״ש,,,
Divrei Shalom,Satmar 1936,manually,"vol. 1, ki tissa, fol. 66a","ואפ""ל עפ״מ שכ׳ בסה""ק בני״ש ע״פ דברי הרב הקדוש מהרד״ב זצוק""ל שפי' עשה לך שתי חצוצרות כסף שתי חצי צורות כסף שיהיו נכספים זל""ז וכתב הוא ז""ל שהנפש נחלק שנים חלק א' באת לעוה""ז וחלק א' נשאר שם במקורה בשמים ממעל ואותו חלק אשר בשמים ממעל מאיר לאשר בארץ בגוף האדם והחלק אשר בארץ מחוייב להשתוקק למקור אשר בשמים (וזה ענין מסה""נ באהבה) ולפ""ז יתפרשו דברי הרב היינ חלק הנפש אשר הוא בעוה""ז מלובש בגוף תכסוף למקורה לחלק השמיימי ואז חלק השמיימי יכסוף להאיר לחלק אשר בעוה""ז כנ""ל ולזה צוה השי""ת ליתן מחצית השקל דייקא.",,,
Peh Eliyahu,Lublin 1938,manually,"derush, fol. 11b-12a","משחרב ביהמ""ק אישתני שם שופרת""א לשם חצוצרת""א ע""ש הכוונה עפי""ד רבינו קוה""ק המגיד ממעזריטש הרר""ב זי""ע מובא בסה""ק אוהב ישראל פ' בהעלותך חצוצרות נוטריקון חצי צורות ע""ש הכוונה לדעתי כי מי שאינו שוה בשוה עם חבירו מביט בו בחצי פנים והא פתגם העולם, ער קוקט איהם אן מיט א האלב פנים. ומלפנים בזמן שביהמ""ק קיים הי' שלום במחנה ישראל הי' נקרא שופ""ר כנ""ל רמז העדר השטן. לא כן אחר חורבן ביהמ""ק ואין שלום נקרא חצוצרות חצי צורות אי אחדות.",,,
Mishnah Sakhir,Jerusalem 200,manually,"be-ha‘alotekha, p. 365","בספרי הצדיקים תלמידי בעש""ט זלה""ה [עי' עבודת ישראל ד""ה עשה לך] הביאו בשם רבינו קדש הקדשים מו""ה דובער המגיד הגדול ממעזריטש: 'עשה לך שתי חצי צורות,"" עיי""ש בדבריהם כוונה אמיתית בזה. אבל לי נראה לומר ג""כ כוונה פשוטה בזה, דמבואר במדרש [במדב""ר טו, טו] וברש""י דהקב""ה רצה לעשות בזה כבוד למשה רבינו ע""ה כמו שעושין למלך, וידוע מה דכתיב אצל מלך [דברים יז, יח] וכתב לו משנה תורה, והכוונה נראה לומר דידוע דלכל איש מוטל עליו חיוב אחד היינו להשלים את עצמו וצורתו, משא""כ על מלך ישנם שני חיובים השלמת העם והשלמת צורתו, וזה שאמרה התורה וכתב לו משנה תורה שעליו מוטל חיוב משנה וכפול מעל שאר העם. וידוע דהאדם השלם בכל מדרגה שהשיג יחשוב בעיני עצמו כאילו עוד לא השלים עצמו ועוד לא הגיע למעלה עליונה ושהוא הוא רק חצי צורה ולא השלים עוד צורתו, וא""כ במלך שיש שני חיובים בהשלמת צורת העם וצורת עצמו א""כ תמיד יהיה כאילו לא השלים חיוביו לא לגביהעם ולא לגבי עצמו, וזה הכוונה עשה לך שתי חצי צורות, היינו שעוד אינו צורה שלמה וגם העם עוד ג""כ לא נשלמה בצורתו, ועי""ז ישתדל להשיג שלימות יותר בין אצלו ובין אצל העם, וא""ש והבן.",,,
Ginat ha-Bitan,London 1944,manually,pp. 65-66.,"וזהו שנותן כל אחד חצי שקל ואחר כן יתחברו השקלים לשקלים שלימים. ובהפסוק עשה לך שתי חצוצרות כסף רמז בזה ״חצוצרות״ נוטריקון שתי חצי־צורות. ועד""ז מפרשים את פעסוק וכי תבואו למלחמה בארצכם על הצר הצורר אתכם והרעותם בהצוצרות והרעותם מלשון אחדו׳ וריעות, בחצוצרות בחצי־צורות כי כל אחד בפני עצמו הוא רק חצי צורה, וכשהם באגודה אחת אין כל אומה ולשון יכולה לשלוט בהם.",,,
Tiferet Yisra'el,Brooklyn 1945,manually,p. 20,"א״י ויקרא משה להושע בן נון יהושע וברש״י התפלל עליו י""ה יושיעך מעצת המרגלים, להבין למה תפס בזה השם י""ה, וי״ל עפ״י הידוע בשם הרבי ר׳ בער זצוק״ל עה״פ (במדבר י׳) עשה לך שתי חצוצרות שתי חצי צורות עכלה״ק, ויש לומר הענין בזה, בהקדם להבין מהו כח החצוצרות, בעת המלחמה על הצר הצורר, להיות תשועה להתגברות ולנצחון כמ״ש ותקעתם בחצוצרות ונושעתם מאויביכם, אלא על זה הכוונה של שתי חצי צורות, כלומר הגוף והנפש הם שתי חצי צורות והם כח החומרי והרוחני, והעיקר לחבר אותן שתי חצי צורות כאחד יחד, כמו שע״י הגוף והנפש יחד נעשה אדם חי ושלם, ואם תחלש גופו או נשמתו אין כחו שוה כלום, כן ע״י התחברות כח החומרי והרוחני גם יחד יש יכולת להתגבר על האויב.ובזה יובן מה שנאמר לו למשה: עשה לך שתי חצוצרות, ובמדרש עשה לך משלך, ירצה, כי משה נקרא איש אלקים שהי׳ מחציו ולמעלה אלקים ומחציו ולמטה איש (דב״ר פי״א), על זה שפיר עשה לך שתי חצוצרות, היינו שתי חצי צורות מבחי׳ שתי המדרגות שלך, של חציו איש וחציו אלקים, מכח הרוחני והחומרי שניהם כאחד.",,,
Ohel Shem,Jerusalem 1946,manually,p. 154,"עשה לך שתי חצוצרות אפשר לומר שהמלה מחולקת לשנים חצי צורות לרמוז לישראל כמו ענין מחצית השקל שיזכור כל יהודי בימי חייו שהוא רק חצי צורה והסר [צ""ל חסר] לו שלימות שזה יוכל להשיג דק אצל חבירו כשיתחברו שניהם יחדיו וישתלמו בהשגת המושכלות הראשונות.",,,
Esh Dat,Tel Aviv 1951,manually,"vol. 4, p. 181.","ועוד בענין החציין, כדרך שכתב באור תורה להרר""ב ז""ל בענין חצוצרות כי חצוצרות - חצי צורות, כסף לשון תאוה, שתהא מתאוה לה' וה' יאהב אותך, וכל הבריאה בשביל ישראל, רצ""ל רק בשבילו ית', על דרך משל האב אוהב הבן והבן האב, ויש להם געגועים לזה על זה, וא""כ בכל אחד חצי אהבה, שהוא חצי צורה, ושניהם ביחד הוי צורה שלימה, ע""כ תו""ד.ובדרך זה הוי גילוי האהבה וחצוי הצורות בהחצאות הדם. ובזה יוסבר לך מה שהערנו לעיל שמקודם אמרו רק נעשה, ואח""כ אמרו גם נשמע. והוא מטעם שמצות חצאת הדם, חצי על העם וחצי על המזבח שזהו חלק ה', מראה על הכסופים המרובים מעל ישראל לה', ועל האהבה מה' אל ישראל.",,,
,Jerusalem 2011,manually,p. 156,"הנה בחינת עמידת הדכר והנוק' דעתיק, זה מימין וזה משמאל, ושניהם שוים, יבואר על פי המובא בסהייק עבודת ישראל עהייפ 'עשה לך חצוצרות', וז""ל,  הנה קבלנו מאדומו""ר הגאון מוהד""ב זלה""ה צירוף חצוצרות חצי צורות, דהיינו שהיו מרמזים על כנסת ישראל עם דודה שהם כחצי צורה כל אחד לבדו כביכול כבודו לפי רצונו הנורא יתברך כל אהבתו והתדבקותו בתאומתו כנסת ישראל, והיא גם כן משתוקקת ומתדבקת בנפש רוח ונשמה לבוראה ית' עד שהכל נכלל באחדותי. 
ולבאר הדברים נקדים לבאר ע""ד העבודה, ב' בחינות ביטול להשי""ת, בחי' אין, ובחי' אני ואין. ביטול דמדרגת חכמה נקרא 'אין', לשון 'כח מה', ועניינו הכרת הנבראים שאין זולתו ית""ש ואין כח מה לנאצלים מבלעדו ית""ש, ועל ידי זה באים לידי ביטול אליו ית' ממש. ביטול זה הוא ראש וראשון לכל דרגה שהיא, בקדושה, כפי שהאריך בעל התניא בשם המגיד ממעזריטש זי""ע, כי תחילת כל דרגה שבקדושה אינה אלא על ידי הביטול דבחינת חכמה, וכן ספי' החכמה נקראת קודש כדאי' בזוה""ק, כי אין הקדושה שורה אלא על דבר שבטל לפניו יתברך בבחי' אין הגמור ובבחי' קודש [ואילו הסט""א אף על פי שודאי יש בהם דרגת ביטול כל שהוא להשי""ת, ועל ידי זה ממשיכים לעצמם חיות, מיימ אין זה ביטול הגמור, שנקרא אצלם אלקא
דאלקיא].
ולמעלה מזו, ביטול דמדרגת כתר, הנקרא ביטול דאני ואין. ועניינו היות לנאצל שני הדרגות יחדיו, כי מצד א' יש בו איזה ישות, אני, ואעפ""כ הוא אין ובטל למאצילו עם כל
הישות שבו, ובהמשך הדברים יתבאר היטב. ביטול זה דבחי' כתר, גבוה מביטול דבחי' חכמה, שבהכרת והרגשת אין וכח מה, אין אהבה וייחוד בין המאציל והנאצל, שיש לתחתון יראה והתרחקות לגודל רוממותו יתיש ולרוב הרגשתו בעצמו כי כח מה לו, ואין אהבה אלא בשוין. אולם בדרגת ביטול של אני ואין, יש ייחוד ואהבה, שיש לו עם הביטול איזה הרגשה של שוה בשוה, כביכול.
וזהו שאי' מהמגיד הגדול ממעזריטש עה""פ ""עשה לך חצוצרות"" מלשון חצי צורות, שכביכול משים השי""ת עצמו באופן של שוה בשוה עם הצדיקים, ועל ידי זה יש מציאות של תפילות הצדיקים, והרשות נתונה להם לדבר לפניו ית' כדבר איש אל רעהו, וצדיק גוזר והקבייה מקיים. שלכאורה יפלא איך יתכן כדבר הזה כלל שיהיה הנברא פונה אל מי שאמר והיה העולם אשר לרוממותו אין קץ ואין כל השגה אפי' באורו יתייש, ומה גם לדבר כלפיו באופן של כדבר איש אל רעהו. אלא שזה גופא החידוש, שחפץ השייית שיהיה איזה מציאות לצדיקים, ואף על פי כן נשארים הם בביטול אליו ית' על ידי שיודעים שאין זה מכוחם העצמי, ושכל מציאותם וכל כח תפלתם הוא מחמת שכן הוא רצונו ית' שבתפילותיהם ימשיכו השפעות לעולם. וכמייש מהארייי הק' בדרושי קייש שעל המטה, שתכלית כל הכוונות שיהיו צדיקים שעל ידם ימשך כל השפע לעולם. וזהו ענין ביטול דאני ואין, ומכח זה יכולים לפעול.",,,
Me'or Einayim,Slavita 1798,manually,"noah, fol. 9a.","אך דנודע שהכל תלוי באתערותא דלתתא והוא בחינת מ""ן כי תיאובתא דנוקבא לגבי דדכורא ואנחנו עם בני ישראל נקראים בחינת נוקבא לגבי קב""ה וכשאנו מתעוררים לדבק בבוראינו יתברך מלמטה למעלה אנו מעוררים כביכול תשוקה בבוראינו יתברך להשפיע לנו כל טוב סלה ומורידים השפעה מלמעלה למטה בשפע וברכה ורחמים וחיים ושלום והנה אנחנו כנסת ישראל עם הבורא יתברך דבר אחד שלם כשאנו דבקים עמו יתברך וזה בלא זה כב""יכול אינו נקרא שלם כמאמר אין השם שלם ואין הכסא שלם שאנחנו נקראים כסא להבורא יתברך כי כב""יכול הבורא ברוך הוא בלעדינו אינו נקרא שלם ופשיטא אנחנו זולתו יתברך רק כשאנו מעוררים תחלה מ""נ דהיינו תשוקתינו ממטה למעלה לדבק בו יתברך על ידי זה אנו מעוררים תשוקתו יתברך מלמעלה למטה ואז כשהשני תשוקות באים ביחד אז הוא דבר א' שלם וזהו תמים תהיה עם ה' אלהיך (דברים יח, יג) ר""ל אתה עם השי""ת נקרא דבר שלם והנה עיקר הבריאה היה על מנת כן שנלך אל השי""ת על ידי אתערותא דלתתא מתחילה ואם לאו ח""ו דהיינו כשאין אנו מתעוררים באתערותא דלתתא וצריך השי""ת לעורר אותנו מלמעלה אז אין אנו עושין כלום והנה בנח לא היה אתערותא דלתתא רק מחמת שהשי""ת היה חפץ בקיום העולם שיתקיים על ידי נח לכן הוצרך השי""ת לעורר אותו מלמעלה והוצרך להשפיע בנח תשוקה לדבק בו יתברך וזהו נח היה צריך סעד לתומכו אבל אברהם אבינו עליו השלום היה מתחזק בצדקו והולך מאליו באתערותא דלתתא והשתא ניחא שנקרא צדיק תמים כיון שהיה דבק בו יתברך אבל לא באתערותא דלתתא ולכן כתיב אלה תולדות השמים והארץ בהבראם אותיות אברהם דהיינו כנ""ל שעיקר הבריאה היה על ידי כן שיהיה ההילוך כהילוך של אברהם אע""ה באתערותא דלתתא כנ""ל.",,,
,,,,,,,
Doresh Tov,Jerusalem 1993,manually,"shelah, p. 51","כלל הוא, כי כל איש גדול צריך‎ לפﬠמים לירד ממדריגתו לטובת הכלל ואח""כ לעלות חזרה למדריגתו, כמו שאמר המגיד הגדול זצ""ל ממﬠזריטש, ﬠה""פ ""ﬠשה לך שתי חצוצרות וגו' והיו לך למקרא העדה"" (במדבר י, ב) ""שתי חצוצרות"" - שתי חצאי צורות, שבשביל הדור צריך להנמיך ﬠצמו ולירד ממדריגתו מחמת שהוא והדור המה שתי חצי צורות, משפיﬠ ומקבל, ומשניהם יחד נﬠשה צורה אחת, וזה יכול להיות אך בבחינת הענוה. המרגלים ירדו למטה ותחת לﬠלות אחר כך, נפלו ממדריגתם, ועל משה ואהרן היה מוטל למשוך אותם אליהם לבל יפלו ממדריגתם, המה לא ﬠשו כן.
",,Ruzhin,
,,,,,,,
Ohalei Ya'akov,"Jerusalem, 2006",manually,"Beha'alotcha, 423","וגם במילה ""חצוצרה"" עצמה יש רמז, כמבוא בשם המגיד הגדול ז""ל ממזריטש בספרי תלמידיו (עבודת ישראל, אורח לחיים, ברית אברם), ז""ל עבודת ישראל (בהעלותך): הנה קבלנו מאדמו""ר הגאון מהר""ב זלה""ה צירוף חצוצרות - חצי צורות [המלה חצוצרה הוא צירוף של שתי מלות: ""חצי"", ""צורה""]. והוא מסביר את הענין כך: החצוצרות היו מרמזות על כנסת ישראל עם דודה, שכל אחד לבדו הוא כביכול רק חצי צורה, והיחוד ביניהם עושה צורה שלמה. והוא, עבודת ישראל, מפרש בזה את המדרש (רבה בהעלותך פט""ו, יג): עשה לך שתי חצוצרות וגו' זה שאמר הכתוב (תהילים כד, ז) שאו שערים ראשיכם ושאו פתחי עולם ויבוא מלך הכבוד. את הביאור בצורתו תוכלו למצוא בספר עבודת ישראל.

אבל שבעים פנים לתורה, ואני אומר לכם את הנראה לעניות דעתי, ופירושי למדרש הנ""ל גם הוא מיוסד על מאמרו של המגיד הגדול ז""ל: כאשר גמר שלמה המלך את הבנין אמר ״שאו שערים ראשיכם ויבא מלך הכבוד,״ יען כי הבנין בלי הקשר והיחוד עם מלך הכבוד הוא רק חצי צורה. ועל זה מרמז המדרש: עשה לך שתי חצוצרות, רמז שכנסת ישראל ודודה כל אחד רק חצי צורה, ורק על ידי היחוד נעשה צורה שלמה. וזהו שאמר שלמה שאו שערים ראשיכם וגו' ויבא מלך הכבוד. גם אנחנו עתה, בהתכוננו לבנות בעזרת השי""ת ולפתח את ארץ ישראל למדינה עברית משוכללת, ואנו עומדים במלחמה על הצר הצורר אותנו, צריכים לזכור את הרמז שבשתי החצוצרות, כלומר: אנו צריכים לזכור שמלכות ישראל בלי הקשר והיחוד עם המלך הכבוד היא רק חצי צורה [והרעתם, לשון רעות ואחוה, ותרועת מלך בו (בלק כג, כא) פירש רשב""ם, כמו איש רעים להתרועע (משלי יח, כד) לשון רעות והתחברות. והרעתם בחצוצרות רמז שצריך לחבר וליחד את שני חצאי הצורות כביכול ולעשות לצורה אחת, שלמה]. אם נקבל עלינו ללכת בדרך התורה, המובילה ליחוד השלם בין כנסת ישראל למלך הכבוד יקוים בנו במהרה: ונזכרתם לפני ה' אלוקיכם ונושעתם מאויביכם.",,Ruzhin,
Avnei ha-Makom,"Jerusalem, 1979",manually,"Even ha-Ezer, p. 202","בפ' בהעלותך עשה לך שתי חצוצרת בספה״ק עבודת ישראל הביא מה שקיבל מרבו זי׳׳ע שצירוף חצוצרת הוא שתי חצי צורות ועיי׳׳ש בביאורו וגס בשאר ספה״ק האריכו בזה לפרש דבריו הקדושים וגם אני אענה חלקי שחנני השי״ת והוא עפימ״ש למעלה באבן זה באות ד' בענין המגן דוד שהוא שני משולשים משולש א׳ הוא התוה""ק שכלולה משלשה תורה נביאים כתובים אוריין תליתאי (א״נ תושב״כ תושבע׳׳פ וסתרי תורה) ומשולש השני הוא עם בני ישראל כהנים לויים ישראלים וכל א׳ לבדו הוא רק חצי דבר דישראל בלא התורה אין נחשבין כלום והוא כגוף בלא נשמה וכן התורה בלא ישראל אינו רק כאבן טוב בריליאנט שמונח במדבר שממה ואי אפשר לשום אדם להגיע שם ליקח אותו וא״כ התוה״ק וישראל כ״א בפ׳׳ע הוא רק חצי צורה ושניהם יחד הם צורה שלימה, והנה ענין החצוצרת הם להנהגת העם למקרא את העדה ולמסע את המחנות והוא מורה על ענין עם א׳ ולשון אחד ומדינה אחת הנקרא בלשון אשכנז נאציאנאלען קאראקטער, אמנם יש בהם ג״כ ענין רוחני׳ ונזכרתם לפני ה״א וגם וביום שמחתכם וכו׳ והי׳ לכם לזכרון, לכן ברמז רמז להם עשה לך שתי חצי צורות כלומר תדעו שאף עם אחד שמתנהגים כעם א׳ ובשפה אחת ומדינה אחת אין להם תואר שם זה להקרא ""עם מיוחד"" זולת אם המה אחוזים בתורה דהיינו שתי חצי צורות ביחד אורייתא וישראל כחדא והבן.
",,,
Keset ha-Sofer,"Krakow, 1912",manually,"Bereshit, p. 2","ועל זאת נאמר בראשית שפירושו בתוך הראשית שיש גבול לשכל האנושי עד פה תבוא כי שכל הנברא בגבול אי אפשר לו להשיג את הבלי גבול ולעולם השכל נשאר חצי צורה כי הוא חבור שני חצאי צורות החכמה והבינה אשר בהזדווגם מולידים את הדעת אבל יש להם חוקים וגבולים כי הם כלי הרצון הנעלם ובאה התורה שהיא הישרת הראשונים והאחרונים להורות לנו האמת שלא ישיג אותו השכל החפשי הפראי כי יעלה בתהו ויאבד ככל דרכי הפילוסופים קדמונים ואחרונים אשר צללו במים אדירים והעלו חרס בידם רחוק מה שהיה ועמק עמק מי ימצאנו (קהלת ז, כד)",Non-Attributed,,
"Torat Shmuel 5635, vol. 2",New York 1991,from ocr,p. 435,"וז״ע החצוצרות כי הנה הרה׳׳מ ממעזריץ ז״ל״ פי׳ חצוצרות שני חצאי צורות פי׳ שזהו ע״י הכריתות ברית שכ״א הוא רק חצי צורה וא׳׳כ ז""ע השבועה אשר נשבעת לאבותינו, וזהו שופר של ר׳׳ה של יעל פי׳ ע׳׳ד שאה""כ הרים הגבוהי׳ ליעלי׳ פי׳ הרים הוא בחי׳ אהבה ובבעלי תשובה הוא בחי׳ תשובה מעומקא דליבא ועי׳׳ז הוא בבחי׳ יעל ל׳ עולה ופי׳ מצופה זהב הוא בחי׳ אה׳׳ר ושני חצוצרות הוא ב׳ חצאי צורות שהוא נגד אמת דיעקב וחסד דאברהם שז""ע אשר נשבעת לאבותינו ועכ׳׳ז שופר מאריך שמצות היום בשופר כי הנה ארז״ל אמרו לפני כו' ובמה בשופר שע״י השופר בחי׳ מן המצר קראתי עי׳׳ז בא לבחי׳ זכרון והמשכות מל׳ להיות מלוך כו' וגם במה בשופר מה הוא בחי׳ ביטול וע״י השופר שמטיל חרדה עי׳׳ז בא לבחי׳ ביטול ואז ע""י המצר שנעשה לו מפגמי׳ הקודמי׳ עי״ז נמשד להיות במרחב י״ה״ כר.",,Chabad,
Sefer ha-Ma'amarim 5687-5688,"New York, 1986",manually,"p. 1, 13","וביום שמחתכם ובמועדיכם ובראשי חדשיכם ותקעתם בחצצרות כו' והיו לבם לזכרון לפני אלקיכם, אני ה׳ אלקיכם. דזהו המשך הענין למה שאמד תחלה עשה לך שתי וחצצרות כסף מקשה תעשה אתם כו' .עשה לך פרש״י משלך עשה לך אתה עושה ומשתמש בהם ולא אחר, והכוונה הוא דזהו מדריגת משה ולכן עשה לך משלך דוקא, וזהו שפי׳ המגיד נ״ע שתי חצצרות שתי חצאי צורות. דהחצצרות בכלל הם בג׳ זמנים כללים, הא׳ והיו לך למקרא העדה ולמסע המחנות, הב׳ וכי תבאו מלחמה בארצכם כו׳ ונושעתם מאויביכם, והג' וביום שמחתכם כו' והיו לכם לזכדון לפני אלקיכם אני ה׳ אלקיכם, וארז״ל  (ר״ה לב, א( ה״ה אומר והיו לכם לזכרון לפני אלקיכם שאין ת״ל אני ה׳ אלקיכם ומה ת״ל אני ה׳ אלקיכם זה בנה אב לכל מקום שנא׳ בו זכרונות יהיו מלכיות עמהם, הוא ל׳ אני אדון לכם, רש״י, והיינו מלכיות, ומכאן למד ר׳ יוסי בר׳ יהודה שאומרים מלכיות בר״ה דמתוך שנא׳ בו זכרונות כמ״ש זכרון תרועה ונק׳ יום הזכרון צ״ל מלמות עמהם. ומכללו׳ הענין מובן דמלכיות וזכתנות תלד בשופרות דוקא, וכמ״ש ותקעתם בחצוצרות כר ועי״ז דוקאוהיו לכם לזכדון חהו זכרונות... והעבודה דקבעומ״ש בר״ה הוא בבחי׳ ראש דנשמה, וזהו ותקעתם בחצצרות לאחד ב׳ חצאי צורות הארת הנשמה ומקיף דחי׳, אבל מצות היום בשופר שהו״ע הצעקה פנימי׳ מן המיצר דוקא, דעבודה דר״ה הוא בהזזת כל עצמות נפשו, היינו במדרי׳ עצם הנשמה ועי״ז דוקא ממשיכים בחי׳ כתר מל",,Chabad,
Sefer ha-Ma'amarim 5687-5688,"New York, 1986",manually,pp. 13-14.,"ולהבין זה ילהק״ת משנת״ל דעבודת ר״ה להמשיך רצון למלוכה, דהמשכה זו הוא מא״ס עצומ״ה, והוא ע״י העבודה דקבעומ״ש דוקא, דהקב״ע דר״ה הוא במדדי׳ דעצמות הנשמה היינו בחי׳ מקיף דחי׳, וזהו״ע חצצרות שתי חצאי צורות שמשלימות זא״ז... שזהו עיקר העבודה דר״ה בעי פשיטות דוקא אויסטאָן זיך מכל הציורים, וזהו חצצרות מקצרות ושופר מאריך, דשופר הו״ע הצעקה פנימי׳ דמן המיצר שעי״ז ממשיכים התחברות הצורות הוא המשכת המקיף בהפנימי. ולכן מצות היום בשופר דוקא שהוא ע״י העבודה דתפלה.וביאור ענין שתי חצצרות שהם שתי חצאי צורות המשלימות זא״ז הוא, דהנה שתי חצאי צורות הם הקב״ה כבי׳ ונש״י שהם משלימות זא״ז, והכוונה הוא בהאור והגילוי דא״ס ב״ה, וכן בנשמה גם במדרי׳ של עצם הנשמה הכוונה הוא בהתגלות הגשמה והיינו בבחי׳ מקיף דחי׳ כנ״ל שהוא מקיף הקרוב, דהנה לפעמים כתי׳ אחת היא יונתי תמתי, אחת היא לאמה ברה ליולדת׳ כו', ולפעמים כתיב קול דודי דופק פתחי לי אחותי רעיתי יונתי תמתי כו', דזה שאומר אחת היא יונתי תמתי, הנה פי׳ תמתי ל׳ תאומתי וכמא׳ לא אני גדול ממנה ולא היא גדולה ממני והיינו בחי׳ ז״א ומל׳ כשהן שוין בקומתן וכתר א׳ לשניהם, ובנפש הוא בחי' יחידה שבנפש שדבוקה בבחי׳ יחיד ונקי יחידה יחיד ה׳ דיחידה שבנפש אחוזה ודבוקה במקור חוצבה והו״ע ובו תדבקון דבקות עצם בעצם שהן כדבר א׳ ממש, וכמ״ש בסדור בד״ה אחרי ה׳ תלכו, ועל בחי׳ ומדרי׳ זו אינו שייך חצי צורות שמשלימות זא״ז שה״ז בחי׳ העצמות שזה בבחי׳ שלמות בעצם, אמנם ענין הצורה הוא ההתגלות ולא העצמות ממש ובזה הוא שמשלימות זא״ז, וזהו קול דודי דופק פתחי לי אחותי רעיתי יונתי תמתי כו׳ שהם הד׳ מדרי׳ שבנשמה נר״ן וח״י, דחי׳ הגם שהוא מקיף ומ״מ נק׳ תמתי לפי שמקיף דחי׳ הוא מקיף הקרוב ולכן נק׳ תמתי מל׳ תמימות שהם משלימים זא״ז, ואומר קול דודי דופק דודי זה משה כדאי׳ במד״ר קול דודי דופק פתחי כו׳ תמתי שהו״ע השלמות בהחצאי צורות וכנ״ל דפנימי׳ החכ׳ הוא כלי לפנימי׳ האור ומתאחדים ביחוד גמור, ושלמות והתחברות זו הוא ע״י ספי׳ המל׳ דוקא.",,Chabad,
"Likkutei Sihot, vol. 31",New York 2006,from chabadbooks,pp. 132-133,"ידוע הרמז בענין מחצית השקל, ש­מציאותו של הנותן אינה אלא ""מחצית"", וכדי שיהי' דבר שלם (""שקל הקודש"") זקוק הוא ל""מחצית"" שני'. ואחד הביאו­רים בזה הוא: שני ה""חצאים"" (של ""שקל הקודש"") מרמזים על הקב""ה ובנ""י, כי הקב""ה וכנסת ישראל נמשלו כביכול, ש­כל אחד מהם הוא ""פלג גופא"" (מחצית). וכתורת הרב המגיד עה""פ ""עשה לך שתי חצוצרות"", ד""חצוצרות"" היינו ""חצאי צורות"", ו""שתי חצוצרות"" מרמזים על הקב""ה וכנס""י, ש""שניהם ביחד הוי צורה שלימה"".ופירוש הדברים מובן ע""פ המבואר בספר התניא, שנשמת כל איש ישראל היא ""חלק אלקה ממעל ממש"", כלומר, שאין הנשמה מצ""ע דבר נפרד ממנו ית' שנוסף לעצם מציאותה הריהי מתקשרת ומתאחדת עמו ית', אלא שמלכתחילה הריהי ""כולא חד"" עם קב""ה, ""חלק אלקה ממעל ממש""... כלומר: זה שכל ישראל מוכנים למ­סור נפשם לה' הוא באופן ""שאי אפשר כלל לכפור בה' אחד"", היינו, שמרגישים שאינם יכולים להיות נפרדים ממנו ית'. והרגש זה בא ע""י שמעוררים בעצמם את התקשרותם לה', שישראל והקב""ה הם כמו שתי חצאי צורות, וכאשר מרגיש ש­""ה' אחד"" הוא הוא חיותו ואמיתית מצי­אותו (""משום שה' אחד מאיר ומחי' כל הנפש""), א""כ אין שייך שיהי' פירוד בין הנשמה והקב""ה, שאינם אלא כמו ""שתי חצאי צורות"".",,Chabad,
