"Guide for the Perplexed, Part 2 Introduction 1",בשם יי אל עולם!,AU NOM DE L’ÉTERNEL DIEU DE L’UNIVERS,
"Guide for the Perplexed, Part 2 Introduction 12",<b>השישית</b> כי התנועות – מהם בעצם ומהם במקרה ומהם בהכרח ומהם בחלק והוא מין ממה שבמקרה; אמנם אשר בעצם – כהעתק הגשם ממקום למקום; ואשר במקרה – כמו שיאמר בשחרות אשר בזה הגשם שנעתק ממקום למקום; ואשר בהכרח – כתנועת האבן אל מעלה במכריח יכריחנה על זה; ואשר בחלק – כתנועת המסמר בספינה כי כשתתנועע הספינה נאמר שכבר התנועע המסמר גם כן – וכן כל מחובר שיתנועע בכללו יאמר שחלקו כבר התנועע.,"S<small>IXIÈME PROPOSITION</small>. — Les mouvements <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">L’auteur parle ici du mouvement par excellence, c’est-à-dire du mouvement <italic>local</italic>.</i> sont tantôt essentiels (ou dans la chose en elle-même), tantôt accidentels, tantôt dus à la violence, tantôt partiels, et (dans ce dernier cas) c’est une espèce de (mouvement) accidentel. Essentiels, comme la translation du corps d’un endroit à un autre; accidentels, comme on dirait (par exemple) de la noirceur qui est dans tel corps, qu’elle s’est transportée d’un endroit à un autre; dus à la violence, comme lorsque la pierre se meut vers le haut par quelque chose qui l’y force; partiels, comme le mouvement du clou dans le navire: car lorsque le navire se meut, nous disons aussi que le clou se meut. Et ainsi, toutes les fois qu’une chose composée se meut tout entière, on dit aussi que sa partie se meut <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Les différentes distinctions que l’auteur fait ici dans le mouvement local sont empruntées à Aristote, et doivent servir à montrer que tous les mouvements particuliers, quels qu’ils soient, ont leur source dans un premier mouvement éternel dont ils dépendent. Ce qui est mû, dit Aristote, l’est ou <italic>en soi-même</italic> (<italic>ϰαθ’ αὑτό</italic>) ou <italic>accidentellement</italic> (<italic>ϰατὰ συμϐεϐηϰός</italic>). Dans ce qui est mû accidentellement, il distingue des choses qui pourraient aussi être mues en elles-mêmes, comme par exemple les parties du corps animal et le clou dans le navire, et d’autres choses qui sont toujours mues accidentellement, comme la blancheur (dans le corps) et la science (dans l’âme): car celles-ci ne changent de place qu’avec la chose dans laquelle elles se trouvent. Enfin, dans ce qui est mû <italic>en soi-même</italic> il distingue encore ce qui est mû par soi-même et ce qui l’est par autre chose, ce qui est mû naturellement et ce qui l’est <italic>par violence et contre nature</italic> (<italic>βίᾳ ϰαί παρὰ φὑσιν</italic>), Voy. Aristote, <italic>Physique</italic>, liv. IV, chap. 4 et liv. VIII, chap. 4; cf. le traité <italic>de l’Ame</italic>, liv. II, chap. 3 (§§ 2 et 3), et le traité <italic>du Ciel</italic>, liv. III, chap. 2.</i>.",
"Guide for the Perplexed, Part 2 Introduction 13","<b>השביעית</b> היא שכל משתנה מתחלק – ולזה כל מתנועע מתחלק, והוא גשם בהכרח, וכל מה שלא יתחלק לא יתנועע, ולזה לא יהיה גשם כלל.","S<small>EPTIÈME PROPOSITION</small>. — Tout ce qui subit le changement est divisible <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Voy. Aristote, <italic>Physique</italic>, liv. VI, au commencement du chap. 4: Τ<italic>ò δὲ μεταϐάλλον ἅπαν ἀνάγϰη διαιρετὸν εἶναι</italic>. La démonstration donnée par Aristote peut se résumer ainsi: Tout ce qui subit un changement passe d’un état de choses à un autre; il ne peut pas être un seul instant dans aucun des deux états, car alors il ne changerait pas; mais il ne peut pas non plus être dans l’un des deux états, car alors ou il ne changerait pas encore, ou il serait déjà changé. Il faut donc nécessairement qu’il soit en partie dans l’un et en partie dans l’autre, et par conséquent il est divisible.</i>; c’est pourquoi tout ce qui est mû est divisible et est nécessairement un corps <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">La cinquième proposition établit que tout mouvement est un changement; par conséquent, tout ce qui est mû subit le changement et est nécessairement divisible. Aristote, qui avait déjà établi la divisibilité de l’étendue, du temps et du mouvement (cf. le tome I de cet ouvrage, p. 380, note 2), montre, au chap. cité dans la note précédente, que la divisibilité doit s’appliquer aussi <italic>à ce qui est mû</italic>: Ἐ<italic>πεὶ δὲ πᾶν τὸ ϰινούμενον ἔν τινι ϰινεῖται ϰαὶ χρόνον τινά, ϰαὶ παντός ἐστι ϰὶνησις, ἀνάγϰη τὰς αὐτὰς εἰναὶ διαιρέσεις τοῦ τε χρόνου ϰαὶ τῆς ϰινήσεως, ϰαὶ τοῦ ϰινεῖσθαι, ϰαὶ τοῦ ϰινουμένου, ϰαὶ ἐν ᾧ ἡ ϰίνησις, ϰ. τ. λ</italic>. Cf., liv.VIII, chap. 5 (éd. Bekker, pag. 257 <italic>a</italic>, lig. 33): Ἀ<italic>ναγϰαῖον δὴ τὸ ϰινούμενον ἄπαν εἶναι διαιρετὸν εἰς ἀεὶ διαιρετά, ϰ. τ. λ</italic>.</i>. Tout ce qui n’est pas divisible n’est point mû <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Comme, par exemple, le point géométrique et l’intelligence, qui n’ont point de mouvement <italic>essentiel</italic>, mais seulement un mouvement <italic>accidentel</italic>. Cette thèse, que l’auteur ajoute ici comme corollaire, est une conséquence nécessaire de ce qui précède. Cependant Aristote est entré dans quelques détails pour démontrer que l’indivisible est immobile <italic>en lui-même</italic>, et n’a qu’un mouvement accidentel, et il fait observer notamment que si l’on admettait le mouvement du <italic>point</italic>, on arriverait par là à établir que la ligne est composée de points et le temps de petits instants ou de <italic>moments présents</italic> (<italic>ὲϰ τῶν νῦν</italic>), ce qui est faux. Voy. <italic>Physique</italic>, liv.VI, chap. 10, au commencement: Λ<italic>έγομεν ὅτι τὸ ἀμερὲς οὐϰ ἐνδέ-χεται ϰινεῖσθαι πλὴν ϰατὰ συμϐεϐηϰός, ϰ. τ. λ</italic>. Et plus loin: <italic>ῶστ’ οὐϰ ἐνδε-χεται τὸ ἀμερὲς ϰινεῖσθάι οὐδ’ ὅλως μεταϐάλλειν, ϰ. τ. λ</italic>.</i>, et, par conséquent, ne peut nullement être un corps.",
"Guide for the Perplexed, Part 2 Introduction 14","<b>השמינית</b> כי כל מה שיתנועע במקרה – ינוח בהכרח, מפני שאין תנועתו בעצמו, ולזה אי אפשר שיתנועע התנועה ההיא המקרית תמיד.","H<small>UITIÈME PROPOSITION</small>. — Tout ce qui est mû accidentellement sera nécessairement en repos, son mouvement n’étant pas dans son essence; c’est pourquoi il est impossible qu’il accomplisse perpétuellement ce mouvement accidentel <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Cette proposition, énoncée d’une manière trop concise, a été trouvée obscure, et, prise dans un sens absolu, elle a rencontré des objections (voir le commentaire de Moïse de Narbonne). Voici comment elle doit être entendue: Toute chose qui n’a pas <italic>en elle-même</italic> le principe de son mouvement, mais à laquelle un mouvement accidentel est imprimé par une cause extérieure qui peut cesser d’exister, sera nécessairement en repos quand cette cause cessera, comme par. exemple le passager d’un navire, qui n’est mû que parce qu’il est accidentellement dans une chose en mouvement, qui peut cesser de se mouvoir (Cf. Aristote, <italic>de l’Ame,</italic> liv. I, chap. 3, § 2). Ce qui prouve que Maïmonide entend ainsi cette proposition, c’est que plus loin, au commencement du chap. I, en démontrant que le premier moteur ne saurait être considéré comme l’âme de la sphère céleste, il applique cette VIII<sup>e</sup> proposition à l’âme humaine, qui est mue <italic>accidentellement</italic> avec le corps par une cause extérieure, soit en cherchant ce qui lui est convenable, soit en fuyant ce qui lui est contraire. C’est donc à tort que le commentateur arabe Al-Tebrîzi objecte à cette proposition de Maïmonide qu’il y a certains mouvements qui, quoique accidentels, n’en sont pas moins perpétuels, comme, par exemple, le mouvement diurne de l’orient à l’occident, imprimé par la neuvième sphère aux huit sphères inférieures, et qui est contraire à leur mouvement propre et <italic>essentiel</italic> de l’occident à l’orient; ou comme le mouvement circulaire de la sphère du feu et des autres éléments, dont le mouvement <italic>essentiel</italic> est en ligne droite (cf. le t. I de cet ouvrage, p. 357-359). Il est évident que ces mouvements accidentels, ayant pour cause un mouvement essentiel et perpétuel, doivent être eux-mêmes perpétuels. La proposition dont il s’agit ici paraît se rattacher à un passage du traité <italic>du Ciel</italic> ( liv. I, fin du chap. 2), où Aristote établit qu’au-dessus des quatre éléments qui, par leur nature, ont un mouvement en ligne droite, il y a une substance simple d’une autre nature qui a le mouvement circulaire. Or, fait-il observer, ce mouvement doit être inhérent à la nature de cette substance; car il serait étonnant et tout à fait irraisonnable que ce mouvement, qui seul est continuel et éternel, pût être <italic>contre nature</italic>, puisqu’en général ce qui est contre nature est promptement détruit: E<italic>ἰ δὲ παρὰ φύσιν φέρεται τά φερόμενα ϰύϰλῳ τὴν περὶξ φοράν, θαυμαστὸν ϰαὶ παντελῶς ἀλογον τὸ μόνην εἶναι συνεχῆ τάυτην τὴν ϰὶνησιν ϰαι ἀίδιον, οὖσαν παρὰ, φύσιν · φαίνεται γὰρ ἔν γε τοῖς ἀλλοις τάχιστα φθειρόμενα τὰ παρὰ φύσιν</italic>. La version arabe qui rendait les mots <italic>contre nature</italic> (<italic>παρὰ φύσιν</italic>) par <italic>accidentel</italic>, explique mieux les termes de la proposition de Maïmonide. Voici comment le passage que nous venons de citer a été paraphrasé dans le commentaire moyen d’Ibn-Roschd, <italic>de Cœlo et Mundo,</italic> liv. I, <italic>summa</italic> IV, <italic>demonstrat.</italic> 5 (vers, hébr.): <span dir=""rtl"">והוא שזאת התנועה הסבובית שהיא סביב האמצע לא המלט משתהיה לזה הגשם טבעית או מקרית ושקר הוא שתהיה מקרית בי התנועה המקרית אי אפשר שתמצא תמידית אין תכלית לה ושהצעת זה יוצאה מכל הקש כי אנחנו רואים הדברים המקריים כלים אובדים</span>.</i>.",
"Guide for the Perplexed, Part 2 Introduction 15",<b>התשיעית</b> כי כל גשם שיניע גשם – אמנם יניעהו כשיתנועע גם הוא בעת הנעתו.,"N<small>EUVIÈME PROPOSITION</small>. — Tout corps qui en meut un autre ne se meut qu’en étant mû lui-même au moment où il meut <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Cette proposition a été longuement développée par Aristote, qui, pour établir l’existence d’un premier moteur non mû, montre que ce qui meut, si ce n’est pas le premier moteur lui-même, ne peut être qu’une cause intermédiaire de mouvement, qui est nécessairement mue elle-même par une autre cause. Il s’ensuit naturellement que le corps physique ne peut communiquer le mouvement à un autre corps qu’en étant mû lui-même. Voy. <italic>Phys</italic>., liv. VIII, chap. 5; Cf. <italic>Métaph</italic>., liv. XII, chap. 6.</i>.",
"Guide for the Perplexed, Part 2 Introduction 16","<b>העשירית</b> כי כל מה שיאמר שהוא בגשם – יתחלק אל שני חלקים, אם שתהיה עמידתו בגשם כמקרים, או שתהיה עמידת הגשם בו כצורה הטבעית – ושניהם כח בגשם.","D<small>IXIÈME PROPOSITION</small>. — Tout ce dont on dit qu’il est dans un corps est de l’une de ces deux classes <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Littéralement: <italic>se divise en deux parties</italic>.</i>: c’est ou bien quelque chose qui subsiste par le corps, comme les accidents, ou bien quelque chose par quoi le corps subsiste, comme la forme physique <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">C’est-à-dire, la forme qui constitue le genre ou l’espèce, et qui fait qu’une chose est ce qu’elle est. Cf. t. I, p. 398, et <italic>Ibid</italic>., note 1.</i>; dans les deux cas, c’est une force (qui est) dans un corps <sup class=""footnote-marker"">(4)</sup><i class=""footnote"">C’est-à-dire: ce qu’on appelle <italic>une force dans un corps</italic> peut être ou bien un accident, comme par exemple la chaleur et la froideur dans les corps qui, par leur nature, ne sont ni chauds ni froids, ou bien une forme physique, comme p. ex. la chaleur ou la nature ignée du feu, ou la froideur de la glace. Le mot <img alt=""art"" src=""images/Art_P3.jpg""/> (puissance), que les philosophes arabes emploient dans les divers sens qu’Aristote attribue au mot <italic>δύναμɩς</italic>, doit être pris ici non pas dans le sens de <italic>possibilité</italic> ou <italic>faculté d’être</italic> opposé à l<italic>’acte</italic> (<italic>ἐνέργεɩα</italic>), mais dans son sens primitif et absolu qu’Aristote définit comme « le principe duquel émane le mouvement ou le changement produit dans une autre chose en tant qu’autre chose » (<italic>Métaph</italic>., liv. V, chap. 12, commencem. et fin), ou en d’autres termes dans le sens de <italic>force</italic> ou de <italic>faculté agissante</italic>. Cette force peut se trouver en dehors du corps sur lequel elle agit, ou dans ce corps même; et dans ce dernier cas, c’est une <italic>force dans un corps</italic>.</i>.",
"Guide for the Perplexed, Part 2 Introduction 17","<b>האחת עשרה</b> כי קצת הדברים אשר עמידתם בגוף, יחלקו בהחלק הגוף ויהיו נחלקים במקרה – כמראים ושאר הכוחות המתפשטות בכל הגוף; וכן קצת המעמידים לגוף לא יחלקו בשום פנים, כנפש וכשכל.","O<small>NZIÈME</small> <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Les mss. portent ici et dans les propositions suivantes <span dir=""rtl"">עשר</span>; nous avons écrit plus correctement <span dir=""rtl"">עשרה̈</span>.</i> <small>PROPOSITION.</small> — Certaines choses qui subsistent par le corps se divisent par la division du corps, et sont, par conséquent, accidentellement divisibles, comme, par exemple, les couleurs et en général les forces répandues dans tout le corps. De même, certaines choses qui constituent l’être du corps ne se divisent en aucune manière, comme l’âme et l’intelligence <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Voici le sens plus précis de cette proposition: parmi les accidents ou les qualités qui ne subsistent que dans le corps, il y en a qui se divisent avec le corps, comme p. ex. la chaleur d’un corps chaud ou la couleur inhérente à un corps; car chaque parcelle du corps conserve la même chaleur et la même couleur. D’autres ne suivent pas la division du corps, comme p. ex. la figure, qui ne reste pas toujours la même quand le corps est divisé. D’autre part, même parmi les choses qui constituent ou achèvent l’être du corps, il y en a qui ne sauraient se diviser en aucune façon, ni en réalité ni même dans la pensée, et telles sont notamment l’âme rationnelle et l’intelligence; d’autres, comme certaines formes physiques, se divisent avec le corps auquel elles appartiennent. — Par l’<italic>âme</italic> et l’<italic>intelligence</italic>, l’auteur entend non-seulement l’âme rationnelle de l’homme et l’<italic>intellect hylique</italic>, mais aussi les âmes des sphères célestes et l’intelligence par laquelle elles <italic>conçoivent</italic> le but particulier de leur mouvement: car on verra plus loin (chap. IV) que l’auteur, d’après la théorie d’Ibn-Sinâ, attribue aux sphères célestes non-seulement une âme, mais aussi une pensée qui leur est inhérente, et qu’il ne faut pas confondre avec les <italic>intelligences séparées</italic> objet du désir de leurs sphères respectives, et qui en détermine le mouvement.</i>.",
"Guide for the Perplexed, Part 2 Introduction 18","<b>השתים עשרה</b> כי כל כח שימצא מתפשט בגוף הוא בעל תכלית, להיות הגשם בעל תכלית.","D<small>OUZIÈME PROPOSITION</small>. — Toute force qui se trouve répandue dans un corps est finie, parce que le corps (lui-même) est fini <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Aristote, après avoir établi que le premier moteur n’est point mû, veut montrer qu’il n’a ni parties ni étendue. Partant de cette proposition déjà démontrée qu’il n’y a pas d’étendue ou de grandeur infinie, il montre que le premier moteur ne saurait être une grandeur finie, car le mouvement qui émane de lui étant infini, il s’ensuivrait que <italic>dans une grandeur finie il peut y avoir une force infinie;</italic> or, cela est impossible, car la force infinie devrait produire son effet dans un temps moindre que celui qu’il faudrait à toute force finie pour produire le même effet, c’est-à-dire la force infinie produirait son effet dans un rien de temps ou instantanément, ce qui est inadmissible, car toute transformation se fait dans un certain temps. Dira-t-on que la force infinie aussi produira son effet dans un certain temps? Mais alors on pourra trouver une force finie qui produira dans le même temps le même effet, et il s’ensuivrait que cette force finie serait égale à une force infinie, ce qui est impossible. Telle est en substance la démonstration par laquelle Aristote établit que <italic>dans une grandeur finie il ne saurait y avoir une force infinie</italic>. Voy. <italic>Physique</italic>, liv. VIII, ch. 10 (édit. Bekker, p. 266 <italic>a</italic>): <italic>ὅτι δ’ὅλως οὐϰ ἐνδέχεται ἐν πεπε-ρασμένῳ μεγέθει ἄπειρον εἶναι δύναμιν, ἐϰ τῶνδε δῆλον. ϰ. τ. λ.</italic></i>.",
"Guide for the Perplexed, Part 2 Introduction 19","<b>השלש עשרה</b> שאי אפשר שיהיה דבר ממיני השינוי מדובק, כי אם תנועת ההעתקה בלבד והסיבובוית ממנה.","T<small>REIZIÈME PROPOSITION</small>. — Rien dans les différentes espèces de <i>changement</i> <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Voy. ci-dessus la IV<sup>e</sup> proposition.</i> ne peut être continu, si ce n’est le mouvement de translation <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Les trois premières espèces de changements énumérées plus haut (propos. IV) indiquent toutes le passage d’un état à un autre état opposé; or, les deux états opposés sont nécessairement séparés l’un de l’autre par un intervalle de temps, et par conséquent le changement n’est point continu. Rien de semblable n’a lieu dans la quatrième espèce de changement,ou dans le mouvement local, qui seul peut être continu. Voy. Arist., <italic>Phys</italic>., liv. VIII, ch. 7 (p. 261 <italic>a</italic>): ὅ<italic>τι μὲν οὖν τῶν ἄλλων ϰινή-σεων οὐδεμίαν ἐνδέχεται συνεχῆ εἷναι, ἐϰ τῶνδε φανερόν</italic>. Ἅ<italic>πασαι γὰρ ἐξ ἀντι-ϰειμένων εὶς ἀντιϰείμενά εἰσιν αἱ ϰινήσεις ϰαὶ μεταϐολαὶ, ϰ. τ. λ.</italic> Cf. <italic>ibid.,</italic> liv. V, chap. 4 (p. 228 <italic>a</italic>, <italic>b</italic>.): Κ<italic>εῖται γὰρ τὸ συνεχές, ὧν τὰ ἔσχατα ἕν... πολλαὶ οὖν ϰαὶ οὐ μία ἡ ϰίνησις, ὧν ἐστίν ὴρεμία μεταξύ</italic>.</i>, et dans celui-ci le (seul mouvement) circulaire <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Dans le mouvement local lui-même, il n’y a que le mouvement circulaire qui soit réellement continu; car le mouvement en ligne droite, ne pouvant pas se continuer à l’infini, aura nécessairement un point d’arrêt d’où il se tournera, pour prendre une autre direction, ou pour revenir dans la direction opposée. Voy. <italic>ibid</italic>., liv. VIII, chap. 8, au commencement: <italic>Ὅτι δ’ἐνδἑχεται εἶναί τινα ἄπειρον, μίαν οὖσαν ϰαὶ συνεχῆ, ϰαὶ αὔτη ἐστίν ἡ ϰύϰλῳ, λέγωμεν νῦν... ὅτι δὲ τὸ φερόμενον τήν εὐθεῖαν ϰαὶ πεπερασμένην οὐ φέρεται συνεχῶς, δῆλον. ’Α’ναϰάμπτει γάρ, τὸ δ’ ἀναϰάμπτον τὴν εὐθεῖαν τὰς ἐναντίας ϰινεῖται ϰινήσεις</italic>. Voyez aussi <italic>Métaphys</italic>., 1. XII, chap. 6, où notre proposition est énoncée en ces termes: <italic>Κίνησις δ’οὐϰ ἔστι συνεχής ἄλλ’ ἢ ἡ ϰατὰ τόπον, ϰαὶ ταύτης ἡ ϰύϰλῳ</italic>.</i>.",
"Guide for the Perplexed, Part 2 Introduction 20","<b>הארבע עשרה</b> כי תנועת ההעתקה היא הקודמת שבתנועות והראשונה שבהם בטבע – כי ההויה וההפסד יקדם להם השתנות, וההשתנות תקדם לו קריבת המשנה אל המשתנה, ואין צמיחה ואין חסרון מבלתי שיקדם להם ההויה וההפסד.","Q<small>UATORZIÈME PROPOSITION</small>. — Le mouvement de translation est antérieur à tous les mouvements et en est le premier <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Les mss. portent <span dir=""rtl"">ואולהא</span> au masculin, au lieu de <span dir=""rtl"">ואולאהא</span>.</i> selon la nature; car (même) la naissance et la corruption sont précédées d’une transformation; et la transformation (à son tour) est précédée d’un rapprochement entre ce qui transforme et ce qui doit être transformé; enfin, il n’y a ni croissance, ni décroissement, sans qu’il y ait d’abord naissance et corruption <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Dans cette proposition, l’auteur établit que le mouvement local (bien entendu celui qui, dans la proposition précédente, a été désigné comme le seul qui soit continu) est antérieur <italic>selon la nature</italic> à tous les autres mouvements et changements; et par <italic>antérieur selon la nature</italic> il faut entendre, conformément à la définition d’Aristote (<italic>Métaph</italic>., liv. V, chap. 11), ce qui peut être sans que d’autres choses soient, mais sans quoi d’autres choses ne peuvent pas être. Les termes de cette proposition sont puisés dans la <italic>Physique</italic> d’Aristote, liv. VIII, chap. 7 (Cf. liv. VII, chap. 2), quoique l’auteur, ce me semble, ne suive pas strictement le raisonnement du Stagirite. On a vu plus haut, p. 6, note 2, que selon Aristote, l’idée du mouvement s’applique aux catégories de la quantité, de la qualité et du lieu. Or, dit-il, de ces trois espèces de mouvement, celle du lieu est nécessairement la première: car il est impossible qu’il y ait <italic>croissance</italic> sans qu’il y ait eu d’abord <italic>transformation.</italic> La transformation est le changement en ce qui est opposé; mais lorsqu’il y a transformation, il faut qu’il y ait quelque chose qui transforme et qui fasse, par exemple, que ce qui est chaud en puissance devienne chaud en acte. Or il est évident que le mobile de cette transformation est tantôt plus près tantôt plus loin de la chose à transformer, et que la transformation ne saurait se faire sans mouvement local; celui-ci, par conséquent, est le premier d’entre les mouvements. Plus loin, Aristote établit par d’autres preuves que le mouvement local, bien qu’il soit le dernier qui se développe dans les êtres individuels de ce monde, est le premier dans l’univers et précède même la naissance (<italic>γένεσις</italic>) de toutes choses, laquelle est suivie de la transformation et de la croissance (<italic>μετὰ γὰρ τὸ γενέσθαι πρῶτον ἀλλοίωσις ϰαὶ αὔξησɩς</italic>; <italic>Phys</italic>., VIII, 7, pag. 260 <italic>b</italic>, lig. 32). On pourrait s’étonner d’abord que Maïmonide place la transformation avant la naissance et la corruption; mais il paraît que notre auteur considère la transformation à un point de vue plus général, c’est-à-dire non-seulement par rapport à la catégorie de la qualité, comme dans la IV<sup>e</sup> proposition, mais aussi par rapport à la <italic>naissance</italic>, qui est elle-même en quelque sorte une transformation de la matière par la forme, transformation qui s’opère par un agent plus ou moins éloigné, qui a besoin de se rapprocher de la matière à transformer. C’est aussi dans ce sens qu’Ibn-Roschd explique le passage de la <italic>Physique</italic>. Voy. les OEuvres d’Aristote avec les Commentaires d’Averroës, édit. in-fol., t. IV, fol. 180 <italic>c</italic>: « Deinde dicit: <italic>Et manifestum est quod dispositio motoris tunc non currit eodem modo</italic>, <italic>sed forte quandoque erit propinquior alterato et quandoque remotior</italic>, etc. Id est, et quia primum alterans, quod non alteratur, non alterat semper, sed quandoque, necesse est ut non habeat se cum alterato in eadem dispositione, sed quandoque appropinquetur ei, et alteret, et quandoque removeatur, et non alteret: et propinquitas, et distantia non est, nisi per translationem: ergo translatio præcedit naturaliter alterationem, scilicet quod, cum utraque fuerit in actu: deinde alterans alteravit, postquam non alterabat: necesse est ut alterum moveatur in loco aut alterans, aut alteratum, aut utrumque. Si autem alterum fuerit <italic>generatum</italic>, aut utrumque, et posuerimus hoc esse causam ejus, quod quandoque alterat, et quandoque non, <italic>manifestabitur quod translatio debet prœcedere eodem modo, cum alteratio etiam prœcedat generationem; generatio enim aut est alteratio aut sequitur alterationem</italic>. »</i>.",
"Guide for the Perplexed, Part 2 Introduction 21","<b>החמש עשרה</b> כי הזמן – מקרה נמשך אחר התנועה ודבק עמה ולא ימצא אחד משניהם מבלתי האחר, לא תמצא תנועה כי אם בזמן, ולא יושכל זמן אלא עם התנועה וכל מה שלא תמצא לו תנועה אינו נופל תחת הזמן.","Q<small>UINZIÈME PROPOSITION</small>. — Le temps est un accident qui accompagne le mouvement et qui lui est inhérent <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Il est, comme s’exprime Aristote, <italic>quelque chose du mouvement</italic> (<italic>τῆς ϰινήσεώς τι</italic>). Voy. sur cette proposition le t. I de cet ouvrage, p. 199, n. 1, et p. 380, n. 2.</i>, et aucun des deux n’existe sans l’autre; un mouvement n’existe que dans un temps, et on ne saurait penser le temps qu’avec le mouvement. Par conséquent, tout ce pour quoi il n’existe pas de mouvement <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">C’est-à-dire, tout ce qui n’est pas mû, mais qui est lui-même la cause du mouvement, ou en d’autres termes tout ce qui est en dehors de la sphère céleste, comme Dieu et les intelligences séparées. Voy. Arist., Traité <italic>du Ciel</italic>, liv. I, chap. 9: Ἄ<italic>μα δὲ δῆλον ὅτι οὐδὲ τόπος οὐδὲ ϰενὸν οὐδὲ χρόνος ἐστὶν ἔξω τοῦ οὐρανοῦ..... ϰίνησις δ’ ἄνευ φυσιϰοῦ σώματος οὐϰ ἔστιν · ἔξω δὲ τοῦ οὐρανοῦ δέδειϰται ὅτι οὔτ’ ἔστιν οὔτ’ ἐνδέχεται γενέσθαι σῶμα, ϰ. τ. λ.</italic> Cf. <italic>Phys</italic>., liv. IV, chap. 12: Ὤ<italic>στε φανερὸν ὅτι τὰ ἀεὶ ὄντα ῇ ἀεὶ ὄντα, οὐϰ ἔστίν ἐν χρόνῳ, ϰ. τ. λ</italic>.</i> ne tombe pas sous le temps.",
