Index Title,Guide for the Perplexed,le français d'origine,
"Guide for the Perplexed, Part 1 53:7","וכן בלא ספק היכולת והרצון: אין כל אחד מהם נמצא לבורא בבחינת עצמו, שהוא לא יוכל על עצמו ולא יתואר ברצותו עצמו – וזה מה שלא יְצַיְּרֵהוּ אדם. אבל אלו התארים אמנם יחשבום בבחינת יחסים מתחלפים בין האלוה ית׳ ובין ברואיו, וזה – שהוא יכול שיברא מה שיברא ורוצה להמציא הנמצא כפי מה שהמציאו ויודע במה שהמציא. הנה כבר התבאר לך שאלו התארים גם כן אינם בבחינת עצמו, אבל בבחינת הברואים.","De même, la <i>puissance</i> et la <i>volonté</i> n’existent ni l’une ni l’autre dans le créateur par rapport à son essence; car il n’exerce pas de puissance sur lui-même, et on ne saurait lui attribuer une volonté ayant pour objet lui-même, chose que personne ne saurait se figurer. Ces attributs, au contraire, ils ne les ont admis qu’à l’égard de rapports divers existant entre Dieu et ses créatures, c’est-à-dire qu’il a la <i>puissance</i> de créer ce qu’il crée, la <i>volonté</i> de faire exister ce qui est tel qu’il l’a produit, et la <i>science</i> de ce qu’il a produit. Il est donc clair que ces attributs aussi fn536 sont (donnés à Dieu), non à l’égard de son essence, mais à l’égard des choses créées; ",
"Guide for the Perplexed, Part 1 53:8","ולזה נאמר אנחנו, קהל המיחדים באמת: כמו שאנחנו לא נאמר שבעצמו – ענין נוסף בו ברא השמים וענין אחר בו ברא היסודות, וענין שלישי בו ברא השכלים – כן לא נאמר שבו – ענין נוסף בו יוכל, וענין אחר בו ירצה, וענין שלישי בו ידע ברואיו; אבל עצמו אחד פשוט, ואין ענין נוסף עליו בשום פנים – העצם ההוא ברא כל מה שברא וידע – לא בענין נוסף כלל; ושאלו התארים המתחלפים אין הפרש, בין שיהיו כפי הפעולות, או כפי יחסים מתחלפים בינו ובין הפעולים, וכפי מה שבארנוהו גם כן מאמיתת היחס, ושהוא כפי מחשבת בני אדם.","c’est pourquoi voici ce que nous disons, nous autres qui professons réellement l’<i>unité:</i> de même que nous n’admettons pas qu’il y ait dans son essence quelque chose d’accessoire par quoi il ait créé les cieux, quelque autre chose par quoi il ait créé les éléments, et, en troisième lieu, quelque chose par quoi il ait créé les Intelligences (séparées), de même nous n’admettons pas qu’il y ait en lui quelque chose d’accessoire par quoi il <i>puisse</i>, quelque autre chose par quoi il <i>veuille</i>, et, en troisème lieu, quelque chose par quoi il ait la <i>science</i> des choses créées par lui; mais son essence est une et simple, et il n’y a en elle rien d’accessoire en aucune manière. C’est cette essence fn537 qui a créé tout ce qu’elle a créé, et qui <i>sait</i> (les choses), sans que ce soit par rien d’accessoire; et peu importe que ces attributs divers se rapportent aux actions ou à des rapports divers existant entre lui et les choses faites (par lui) fn538, sans parler de ce que nous avons exposé concernant le véritable sens du <i>rapport</i>, car on ne l’a admis que par erreur fn539.",
"Guide for the Perplexed, Part 1 53:9","זה הוא אשר צריך שיאמן בהם בתארים הנזכרים בספרי הנביאים, או שיאמן בקצתם שהם תארים, יורו בהם על שלמות על צד הדמיון בשלמויותינו המובנות אצלנו כמו שנבאר.","Voilà ce qu’il faut croire à l’égard des attributs mentionnés dans les livres des prophètes fn540; ou bien, on admettra pour quelques uns que ce sont des attributs servant à indiquer une perfection, par assimilation à nos perfections, telles qu’on les entend chez nous, ainsi que nous l’exposerons.",
"Guide for the Perplexed, Part 1 54:1","דע – כי אדון החכמים ׳משה רבינו׳ ע״ה ביקש שתי בקשות, וּבָאַתְהוּ התשובה על שתי הבקשות. הבקשה האחת היא בקשו ממנו ית׳ שיודיעהו עצמו ואמיתתו; והבקשה השנית – והיא אשר ביקש תחלה – שיודיעהו תאריו. והשיבו ית׳ על שתי השאלות בשיעד לו בהודיעו אותו תאריו כולם ושהם – פעולותיו; והודיעו כי עצמו לא יושג לפי מה שהוא, אלא שהוא העירו על מקום עיון, ישיגו ממנו תכלית מה שאפשר לאדם שישיגהו; ואשר השיגו הוא ע״ה לא השיגו אדם לפניו ולא לאחריו.","Sache que le prince des savants, notre maître Moïse [que la paix soit avec lui!], adressa (à Dieu) deux prières, et obtint une réponse à ces deux prières fn541: par l’une, il demanda à Dieu de lui faire connaître sa véritable essence; par l’autre [qui est celle qu’il lui adressa d’abord fn542], de lui faire connaître ses attributs. Dieu lui répondit sur ces deux demandes, en lui promettant de lui faire connaître tous ses attributs, qui sont ses actions, et en lui faisant savoir que son essence ne saurait être perçue dans toute sa réalité; toutefois il éveilla son attention sur un point de vue spéculatif d’où il pourrait percevoir tout ce qu’en dernier lieu il est possible à l’homme de percevoir. Ce qu’il perçut, lui, personne ne l’a perçu ni avant lui ni après lui.",
"Guide for the Perplexed, Part 1 54:2","אמנם בקשו ידיעת תאריו הוא אמרו: ״הודיעני נא את דרכיך ואדעך וגו׳״. – והסתכל מה שנכנס תחת זה המאמר מענינים נפלאים. אמרו: ׳הודיעני נא את דרכיך ואדעך׳ – מורה על היותו ית׳ נודע בתאריו, כי כשידע ׳הדרכים׳ – ידעהו. ואמרו: ״למען אמצא חן בעינים״ – מורה על שמי שידע האלוה הוא אשר ימצא חן בעיניו׳ לא מי שיצום ויתפלל לבד; אבל כל מי שידעהו הוא הנרצה, המקורב, ומי שסכלו הוא הנקצף בו, המרוחק; וכפי שיעור החכמה והסכלות יהיה הרצון והקצף והקרוב והריחוק. – וכבר יצאנו מִכַּוָּנַת הפרק, ואשוב אל הענין.","Quant à sa demande de connaître les attributs de Dieu, elle est contenue dans ces mots: <i>Fais-moi donc connaître tes voies, afin que je te connaisse, etc</i>. (Exode, XXXIII, 13). Considère bien ce que ces paroles renferment de remarquable: les mots <i>Fais-moi donc connaître tes voies, afin que je te connaisse</i>, indiquent que l’on connaît Dieu au moyen de ses attributs, car c’est après avoir reconnu <i>les voies</i> (disait Moïse) qu’il le connaîtrait; les mots <i>pour que je trouve grâce devant tes yeux</i> (<i>Ibid.</i>) indiquent que celui-là seul qui connaît Dieu <i>trouve grâce devant ses yeux</i>, et non pas celui qui se borne à jeûner et à prier. En effet, quiconque le connaît est un objet de faveur, approché (de lui), et quiconque l’ignore est un objet de colère, éloigné (de lui); et c’est en raison de la connaissance ou de l’ignorance qu’a lieu la faveur ou la colère, le rapprochement ou l’éloignement. Mais nous sommes sortis du sujet du chapitre; je vais donc y revenir.",
"Guide for the Perplexed, Part 1 54:3","וכאשר בקש ידיעת התארים וביקש מחילה על האומה ונענה במחילתם, וביקש אחר כן השגת עצמו ית׳, והוא אמרו: ״הראני נא את כבודך״ – נענה על המבוקש הראשון – והוא: ׳הודיעני נא את דרכיך׳ – ונאמר לו: ״אני אעביר כל טובי על פניך״; ונאמר לו במענה השאלה השניה: ״לא תוכל לראות את פני וכו׳״. אמנם אמרו: ׳כל טובי׳ – הוא רמז להראות אותו הנמצאות כולם הנאמר עליהם ״וירא אלהים את כל אשר עשה והנה טוב מאוד״; רצוני לומר: ב׳הראות אותם לו׳ – שישיג טבעם והקשרם קצתם בקצת וידע הנהגתו להם איך היא בכלל ובפרט. ואל זה הענין רמז באמרו: ״בכל ביתי נאמן הוא״ – כלומר: שהוא הבין מציאות עולמי כולו הבנה אמיתית קיימת (כי הדעות שאינם אמיתיות לא יתקימו) – אם כן, השגת הפעולות ההם, הם תאריו ית׳ אשר יודע מצידם. והראיה על שהדבר אשר יעדו בהשיגו אותו הם פעליו ית׳, היות הדבר אשר הודיעו – תארי פעולות גמורים: ״רחום וחנון ארך אפים״ – הנה כבר התבאר כי ה׳דרכים׳ אשר ביקש ידיעתם והודיעוהו אותם הם הפעולות הבאות ממנו ית׳. וה׳חכמים׳ יקראום ׳מידות׳ ויאמרו: ׳שלוש עשרה מדות׳ וזה השם נופל בשמושם על מדות האדם ״ארבעה מידות בנותני צדקה״, ״ארבע מידות בהולכי לבית המדרש״ – וזה הרבה. והענין הנה אינו שהוא בעל מידות אבל פועל פעולות דומות לפעולות הבאות מאתנו ממידות – רצוני לומר: מתכונות נפשיות – ולא שהוא ית׳ בעל תכונות נפשיות.","Ayant donc demandé à connaître les attributs, en implorant en même temps le pardon pour la nation, et ayant ensuite, après avoir obtenu ce pardon, demandé à percevoir l’essence de Dieu, en disant: <i>Fais-moi donc voir ta gloire</i> (<i>Ibid.</i>, <small>V</small>. 18), il lui fut accordé ce qu’il avait demandé d’abord par ces mots: <i>Fais-moi donc connaître tes voies</i>, et il lui fut répondu: <i>Je ferai passer tout mon bien devant ta face</i> (<i>Ibid.</i>, <small>V</small>. 19); mais sur la seconde demande il reçut cette réponse: <i>Tu ne pourras pas voir ma face, etc</i>. (<i>Ibid.</i>, <small>V</small>. 20). Quant aux mots <i>tout mon bien</i>, ils renferment une allusion à la présentation devant lui (Moïse) de tous les êtres, au sujet desquels il a été dit: <i>Et Dieu vit tout ce qu’il avait fait, et c’était très bien</i> (Genèse, I, 31); par leur <i>présentation devant lui</i>, je veux dire que (selon la promesse divine) il devait comprendre leur nature, leur liaison les uns avec les autres, et savoir comment Dieu les gouverne dans leur ensemble et dans leurs détails. C’est aussi à cette idée qu’on a fait allusion par ces mots: <i>Dans toute ma maison il est solide</i> (Nombres, XII, 7) fn543, c’est<span dir=""rtl"">־</span>à-dire: il a de tout mon univers une intelligence vraie et solide; car les opinions qui ne sont pas vraies n’ont pas de solidité. Il s’agit donc ici de la perception des actions (de Dieu), qui sont ses attributs fn544 au moyen desquels on le connaît; et la preuve que les actions de Dieu étaient la chose dont la perception lui fut promise, c’est qu’on ne lui fit connaître que de simples <i>attributs d’action</i>, tels que: <i>clément, miséricordieux, indulgent, etc</i>. (Exode, XXXIV, 6 et 7). Il est donc clair que les <i>voies</i> dont il demanda la connaissance, et qu’on lui fit connaître, étaient les actions qui émanent de Dieu. Les docteurs les appellent <i>middôth</i> (<span dir=""rtl"">מדות</span>), et parlent de <i>treize middôth</i> (de Dieu); ce mot, dans leur usage, s’applique aux <i>qualités morales</i> fn545), p. ex.: <i>Il y a quatre</i> <small>MIDDÔTH</small> (<i>qualités</i>, ou <i>manières d’agir</i>) <i>chez ceux qui donnent l’aumône; Il y a quatre</i> <small>MIDDÔTH</small> <i>chez ceux qui fréquentent l’école</i> fn546, et encore fréquemment. On ne veut pas dire ici (en parlant des <i>middôth</i> de Dieu) qu’il possède des qualités morales, mais qu’il produit des actions semblables à celles qui, chez nous, émanent de qualités morales, je veux dire de dispositions de l’âme, non pas que Dieu ait de ces dispositions de l’âme.  ",
"Guide for the Perplexed, Part 1 54:4","ואמנם, הספיק לו זכרון אלו ה׳שלוש עשרה מידות׳ – ואף על פי שכבר השיג ׳כל טובו׳ – רצוני לומר: כל פעולותיו – כי אלו הפעולות הבאות ממנו ית׳ בחוק המצאת בני אדם והנהגתם. וזאת היתה אחרית כונת שאלתו, כי סוף המאמר ״ואדעך למען אמצא חן בעיניך, וראה כי עמך הגוי הזה״ – כלומר: אשר אני צריך להנהיגם בפעולות, אלך בהם בדרך פעולותיך בהנהגתם.","Si l’on s’est borné à mentionner ces treize <i>middôth</i>, quoiqu’il (Moïse) perçut <i>tout son bien</i>, je veux dire, toutes ses actions, ce n’est que parce que ce sont là les actions émanant de Dieu pour faire exister les hommes et pour les gouverner; et c’était là le dernier but de sa demande, car il termine en disant: <i>que je te connaisse, afin que je trouve grâce devant tes yeux, et considère que cette nation est ton peuple</i> (Exode, XXXIII, 13), celui que je dois gouverner par des actions imitant celles par lesquelles tu le gouvernes fn547.",
"Guide for the Perplexed, Part 1 54:5","הנה כבר התבאר לך כי ה׳דרכים׳ וה׳מידות׳ – אחד, והם – הפעולות הבאות מאתו ית׳ בעולם;",Il est donc clair que les <i>derakhîm</i> (voies) et les <i>middôth</i> (qualités) sont la même chose: ce sont les actions qui émanent de Dieu (et se manifestent) dans l’univers. ,
"Guide for the Perplexed, Part 1 54:6","וכל אשר הושגה פעולה מפעולותיו, תואר הוא ית׳ בתואר אשר יבוא ממנו הפועל ההוא, ונקרא בשם הנגזר מן הפועל ההוא. והמשל בו – כי כשהושגה דקות הנהגתו בהוות עובר בעל החיים והמציא כוחות בו, ובמי שיגדלהו אחר לידתו, שימנעוהו מן המות ומן האבדון וישמרוהו מכל הזק ויועילוהו בשימושיו ההכרחיים – וכיוצא בפעולה הזאת ממנו לא תבוא אלא אחר הפעלות והמית רחמים והוא ענין הרחמנות – נאמר עליו ית׳: ׳רחום׳; כמו שנאמר: ״כרחם אב על בנים״ – ואמר: ״וחמלתי עליהם כאשר יחמול איש על בנו״ – ולא שהוא ית׳ יפעל ויהמו רחמיו, אלא כפועל ההוא אשר יבוא מן האב על הבן אשר הוא נמשך לחמלה ורחמנות והפעלות גמור, יבוא ממנו ית׳ בחוק חסידיו לא להפעלות ולא לשינוי. וכמו שאנחנו, כשניתן דבר למי שאין לו חוק עלינו יקרא זה בלשוננו ׳חנינה׳ כמו שאמר: ״חנונו אותם״, ״אשר חנן אלהים ״כי חנני אלהים״ – וזה הרבה – והוא ית׳ ימציא וינהיג מי שאין לו חוק עליו להמציאו והנהיגו – ולזה נקרא ׳חנון׳. וכן נמצא בפעולותיו הבאות בבני אדם ממכות גדולות ירדו בקצת אישים להמיתם, או ענין כולל ממית משפחות או אקלימים יכלו הבן ובן הבן ולא יניחו לו מקום זרע ולא נודל – כהשקע מקומות וכרעש וכזועות הממיתות וכתנועת עם על אחרים לאבדם בסיף ולמחות זכרם – והרבה מאלה הפעולות אשר לא יבואו מאחד ממנו לאחר אלא מכעס גדול או קנאה עצומה או בקשת גאולת דם – ונקרא לפי אלו הפעולות: ״קנוא ונוקם ונוטר ובעל חמה״ – רצונו לומר: כי הפעולות אשר כיוצא בם יבואו ממנו מתכונה נפשית – והיא הקנאה, או בקשת גאולת הדם, או הנקמה, או הכעס – יבואו ממנו ית׳ לפי התחיב הנענשים לא מהיפעלות בשום פנים – יתעלה מכל חסרון! וכן הפעולות כולם הם פעולות דומות לפעולות הבאות מבני אדם מהפעלויות ותכונות נפשיות והם באות מאתו ית׳ לא מענין מוסף על עצמו כלל.","A mesure donc qu’on percevait une de ses actions, on lui attribuait la qualité dont cette action émane et on lui prêtait le nom dérivé de cette action. En percevant, p. ex., les tendres soins qu’il met à former l’embryon fn548 des animaux et à produire, dans lui et dans (l’animal) qui doit l’élever après sa naissance, des forces qui puissent l’empêcher de périr et de se perdre, le préserver du mal et l’aider dans ses fonctions nécessaires, — manière d’agir qui, chez nous, ne proviendrait que d’une <i>passion</i> fn549 et d’un sentiment de tendresse qu’on désigne par (le mot) <i>miséricorde</i>, — on a appelé Dieu <span dir=""rtl"">רחום</span>, <i>miséricordieux</i>, conformément à ce qui a été dit: <i>Comme un père a compassion de ses enfants, etc</i>. (Ps. CIII, 13); <i>Et j’aurai pitié d’eux, comme un homme a pitié de son fils</i> (Malachi, III, 17); non pas que Dieu soit passivement affecté et attendri, mais une manière d’agir semblable à celle qui a lieu de la part du père envers son enfant, et qui est le résultat de la tendresse, de la commisération et d’une pure passion, a lieu aussi de la part de Dieu à l’égard de ses favoris, sans que ce soit par une passion ni par (un sentiment qui implique) un changement fn550. De même, puisque chez nous autres, quand nous donnons quelque chose à celui qui n’a pas de droit sur nous, cela s’appelle, dans notre langue, <span dir=""rtl"">חנינה</span>, <i>grâce</i>, — p. ex., <i>Gratifiez-nous</i> (<span dir=""rtl"">חנונו</span>) <i>d’elles</i> (Juges, XXI, 22) fn551; … <i>dont Dieu a gratifié</i> (Genèse, XXXIII, 5); <i>car Dieu m’a gratifié</i> (<i>Ibid.</i>, <small>V</small>. 11), et beaucoup d’autres passages, — et que Dieu fait exister et gouverne ceux qu’il n’a point le devoir de faire exister et de gouverner, il a été appelé pour cela <span dir=""rtl"">חנון</span>, <i>gracieux</i> (clément). De même, nous trouvons, au nombre de ses actions qui se manifestent sur les hommes, de grandes calamités qui fondent sur certains individus pour les anéantir, ou qui enveloppent dans leur destruction fn552 des familles, et même une contrée entière, font périr plusieurs générations à la fois fn553 et ne laissent ni culture ni progéniture, comme, p. ex., les inondations, les tremblements de terre, les orages destructeurs, l’expédition faite par un peuple contre un autre pour le détruire par le glaive et pour effacer sa trace, et beaucoup d’autres actions semblables, qui, chez nous, ne sont entreprises, par les uns contre les autres fn554, que par suite d’une forte colère, ou d’une grande haine, ou dans le but de se venger; on l’a donc appelé, par rapport à ces actions: <i>jaloux, vengeur, gardant rancune, irascible</i> (Nahum, I, 2), ce qui veut dire que des actions comme celles qui, chez nous, émanent d’une disposition de l’âme, savoir, de la jalousie, de la vengeance, de la haine, ou de la colère, se manifestent aussi, de la part de Dieu, en raison du démérite de ceux qui sont punis, mais (n’émanent) nullement d’une passion [qu’il soit exalté au dessus de toute imperfection!]. C’est ainsi que toutes les actions (attribuées à Dieu) sont des actions semblables à celles qui, chez les hommes, émanent de passions et de dispositions de l’âme; mais, de la part de Dieu, elles n’émanent nullement de quelque chose d’accessoire à son essence.",
"Guide for the Perplexed, Part 1 54:7","וצריך למנהיג המדינה, כשיהיה נביא, שיתדמה באלו התארים ויבואו מאתו אלו הַפְּעֻלּוֹת כשיעור וכפי הדין, לא לרדיפת ההִפָּעֲלוּת לבד ולא ישלח רסן הכעס, ולא יחזק מדות ההפעלויות בו (כי כל הִפָּעֲלוּת – רע) אבל ישמר מהם כפי כח האדם. ויהיה בקצת הפעמים ולקצת האנשים ׳רחום וחנון׳ ולא לענין הרחמנות והחמלה לבד אלא כפי מה שיהיה ראוי. ויהיה בקצת הפעמים ולקצת האנשים ׳נוטר ונוקם ובעל חמה׳, כפי התחיבם, לא לענין הכעס לבד; עד שיצוה בשרפת איש, והוא בלתי כועס ולא קוצף עליו ולא מואס בו, אבל כפי מה שיראהו מהתחיבו ויביט מה שתביא הפעולה הזאת מן התועלת העצומה בעם רב.","Il faut que celui qui gouverne l’état, s’il est prophète fn555, prenne pour modèle ces attributs (divins), et que lesdites actions émanent de lui par (une juste) appréciation et selon ce qui est mérité, mais non par le seul entraînement de la passion. Il ne doit pas lâcher la bride à la colère, ni se laisser dominer par les passions; car toute passion est un mal. Il doit, au contraire, s’en préserver, autant qu’un homme le peut, de manière à être tantôt, à l’égard des uns, <i>clément</i> et <i>gracieux</i>, non par simple attendrissement et commisération, mais selon ce qui est dû; tantôt, à l’égard des autres, <i>vengeur, gardant rancune</i> et <i>irascible</i>, en raison de ce qu’ils ont mérité, et non par simple colère, à tel point qu’il doit ordonner de brûler un individu, sans éprouver contre lui ni indignation, ni colère, ni haine, n’ayant égard, au contraire, qu’à ce qu’il lui paraîtra avoir mérité, et considérant ce que l’accomplissement de cet acte a de souverainement utile pour la grande multitude. ",
"Guide for the Perplexed, Part 1 54:8","הלא תסתכל בכתובי ה׳תורה׳, כאשר צוה לאבד ׳שבעה עממים׳ ואמר: ״לא תחיה כל נשמה״, סמך לו מיד: ״למען אשר לא ילמדו אתכם לעשות ככל תועבותם אשר עשו לאלהיהם וחטאתם ליי אלהיכם״ – יאמר לא תחשוב שזו – אכזריות או בקשת גאולת דם אבל הוא פועל שיגזור אותו הדעת האנושי, שיוסר כל מי שיטה מדרך האמת ויורחקו המונעים כולם אשר ימנעו מן השלמות, אשר הוא השגתו ית׳.","Ne vois-tu pas que, dans les textes de la loi, après avoir ordonné la destruction des <i>sept peuplades</i> et avoir dit: <i>Tu ne laisseras pas vivre une âme</i> (Deutéron., XX, 16), on fait suivre immédiatement ces paroles: <i>Afin qu’ils ne vous apprennent point à faire selon toutes les abominations qu’ils ont faites à leur Dieu et que vous ne péchiez point contre l’Éternel votre Dieu</i> (<i>Ibid.</i>, <small>V</small>. 18)? ce qui veut dire: Ne crois pas que ce soit là de la dureté ou un désir de vengeance; c’est, au contraire, un acte qu’exige la raison humaine, savoir, de faire disparaître tous ceux qui se détournent des voies de la vérité, et d’écarter tous les obstacles qui empêchent d’arriver à la perfection, c’est-à-dire à la perception de Dieu. ",
"Guide for the Perplexed, Part 1 54:9","ועם זה כולו, צריך שיהיו פעולות הרחמנות והמחילה והחמלה והחנינה באות ממנהיג המדינה יותר הרבה מפעולות העונש. שאלו ה׳שלוש עשרה מדות׳ כולם ׳מדות רחמים׳, בלתי אחת, והיא: ״פוקד עון אבות על בנים״, כי אמרו: ״נקה לא ינקה״ – ענינו: ושרש לא ישרש, כאמרו: ״ונקתה לארץ תשב״.","Malgré tout cela, il faut que les actes de miséricorde, de pardon, de commisération et de bienveillance, émanent de celui qui gouverne l’état, bien plus fréquemment que les actes de punition, les treize <i>middôth</i> étant toutes des <i>qualités de miséricorde</i>, à l’exception d’une seule, savoir: <i>Punissant l’iniquité des pères sur les enfants</i> (Exode, XXXIV, 7); car les mots <span dir=""rtl"">ונקה לא ינקה</span> (<i>Ibid.</i>) signifient: <i>et il ne déracine</i> (détruit) <i>pas entièrement</i> fn556, (sens dérivé) du mot <span dir=""rtl"">ונקתה</span> (Isaïe, III, 26), <i>et elle sera détruite</i>. ",
"Guide for the Perplexed, Part 1 54:10","ודע, כי אמרו: ׳פוקד עון אבות על בנים׳ – אמנם זה בחטא של ׳עבודה זרה׳ לבד לא בחטא אחר. והראיה על זה אמרו ב׳עשרת הדברות׳: ״על שלשים ועל רבעים לשונאיו״ – ולא יקרא ׳שונא׳ אלא ׳עובד עבודה זרה׳ לבד: ״כי כל תועבת יי אשר שנא״. ואמנם, הספיק לו ׳רבעים׳ כי תכלית מה שאפשר לו לאדם לראות מזרעו – הוא ׳דור רביעי׳. וכשיהרגו אנשי המדינה ׳עובדי עבודה זרה׳ יהרג הזקן ההוא ה׳עובד׳ ובן בן בנו שהוא הולד הרביעי; וכאילו סיפר שמכלל מצוותיו ית׳ – שהם מכלל פעולותיו בלא ספק – שיהרג זרע ׳עובדי עבודה זרה׳ אף על פי שהם קטנים בתוך אבותם ואבות אבותם. וזאת המצוה, מְצָאנוּהָ נמשכת ב׳תורה׳ בכל מקום כמו שצותה ב׳עיר הנדחת׳: ״החרם אותה ואת כל אשר בה״ – כל זה למחות הרושם ההוא המביא, להפסד הגדול, כמו שבארנו.","Il faut savoir que les mots <i>punissant l’iniquité des pères sur les enfants</i> ne se rapportent qu’au péché d’idolâtrie en particulier, et non pas à d’autres péchés; ce qui le prouve, ce sont ces paroles du décalogue: … <i>sur la troisième et la quatrième génération de ceux qui me haïssent</i> (Exode, XX, 5), car, par <i>celui qui hait</i> (<i>Dieu</i>), on ne désigne que l’idolâtre fn557, (qui est présenté aussi comme objet de la <i>haine</i> de Dieu): <i>Car tout ce qui est en abomination à Dieu</i> (<i>et tout</i>) <i>ce qu’il hait, etc</i>. (Deutéron., XII, 31). On s’est borné à <i>quatre générations</i>, parce que l’homme ne peut voir de sa postérité que tout au plus la <i>quatrième génération</i>. Ainsi, lorsqu’on tue la population d’une ville livrée à l’idolâtrie fn558, on tue le vieillard idolâtre et sa race jusqu’à l’arrière petit-fils, qui est l’enfant de quatrième génération. On a donc, en quelque sorte, indiqué fn559 qu’au nombre des commandements de Dieu, qui indubitablement font partie de ses actions, est celui de tuer les descendants des idolâtres, quoique jeunes enfants, pêle-mêle fn560 avec leurs pères et leurs grand-pères. Cet ordre, nous le trouvons partout répété dans le Pentateuque, comme, p. ex., il a été ordonné à l’égard de la <i>ville séduite:</i> de la <i>vouer à la destruction, elle et tout ce qui s’y trouve</i> (Deut., XIII, 16); tout cela pour effacer jusqu’à la trace de ce qui produit une si grande perdition, ainsi que nous l’avons exposé.",
"Guide for the Perplexed, Part 1 54:11","וכבר יצאנו מענין הפרק, אבל בארנו למה הספיק לו הנה מזכרון פעולותיו זכרון אלה לבד, והוא – מפני שהוא צריך אליהם בהנהגת המדינות. כי תכלית מעלת האדם – ההדמות בו ית׳ כפי היכולת – כלומר: שנדמה פעולותינו בפעולותיו – כמו שבארו בפרוש ״קדושים תהיו״ אמרו: ״מה הוא חנון אף אתה היה חנון; מה הוא רחום אף אתה היה רחום״.","Nous nous sommes écarté du sujet du chapitre; mais nous devions expliquer pourquoi, en parlant ici des actions de Dieu, on s’est borné à celles-là fn561. C’est qu’elles sont nécessaires pour gouverner les états; car la suprême vertu de l’homme est de se rendre semblable à Dieu autant qu’il le peut, c’est-à-dire que nous devons rendre semblables nos actions aux siennes, comme l’ont exposé (les docteurs), en commentant les mots <i>soyez saints, etc</i>. (Lévit., XIX, 2): « De même, disent-ils, qu’il est, lui, gracieux, toi aussi tu dois être gracieux; de même qu’il est, lui, miséricordieux, toi aussi tu dois être miséricordieux fn562. ",
"Guide for the Perplexed, Part 1 54:12","והוכנה כולה – כי התארים המיוחסים לו ית׳ הם תארי פעולותיו, לא שהוא ית׳ בעל איכות.","Notre but, en somme, est (de montrer) que les attributs qu’on lui prête sont des attributs (dérivés) de ses actions, et (ne veulent dire) nullement qu’il possède une qualité.",
"Guide for the Perplexed, Part 1 55:1","כבר קדם לנו במקומות רבים מזה המאמר, כי כל מה שמחיב גשמות ראוי בהכרח להרחיקו ממנו, וכן כל הפעלות ירוחק ממנו, כי כל ההפעלויות יחיבו שינוי, ושהפועל להפעלויות ההם – בלתי המתפעל, בלא ספק; ואילו היה הוא ית׳ מתפעל בשום פנים מאפני ההפעלות היה זולתו עושה בו ומשנה אותו. וכן ראוי בהכרח שיורחק ממנו כל העדר, ושלא יהיה שום שלמות נעדר ממנו פעם אחת ונמצא פעם אחרת; שאם הונח זה, היה שלם בכח, וכל כח יחובר אליו העדר בהכרח, וכל מה שיצא מן הכח אל הפועל – אי אפשר לו מבלתי מוציא זולתו נמצא בפועל שיוציאהו; ולזה יתחיב שיהיו שלמויותיו כולם נמצאות בפועל ולא יהיה לו דבר בכוח בשום צד. וממה שראוי בהכרח שיורחק ממנו גם כן הדימוי לשום דבר מן הנמצאות; וזה דבר, כבר הרגיש בו כל אדם, וכבר גולה בספרי הנביאים בהרחקת הדימוי, ואמר: ״ואל מי תדמיוני ואשוה? ואמר: ״ואל מי תדמיון אל ומה דמות תערכו לו?״ ואמר: ״מאין כמוך יי״ – וזה הרבה.","Nous avons déjà dit, dans plusieurs endroits de ce traité, que tout ce qui implique corporéité, il faut nécessairement l’écarter de Dieu. Et de même il faut écarter de lui toute passion; car toutes les passions impliquent le changement, et l’agent de ces passions est indubitablement autre chose que ce qui est passivement affecté. Or, si Dieu était, d’une manière quelconque, passivement affecté, il y aurait quelque autre chose que lui qui agirait sur lui et qui le changerait. De même, il faut nécessairement écarter de lui toute <i>privation</i> fn563 et (ne pas admettre) qu’une perfection quelconque puisse tantôt lui manquer, tantôt exister (en lui); car si l’on admettait cela, il serait parfait (seulement) <i>en puissance</i>, mais toute <i>puissance</i> est nécessairement accompagnée d’une <i>privation</i>, et tout ce qui passe de la <i>puissance</i> à l’<i>acte</i> a absolument besoin de quelque autre chose existant <i>en acte</i>, qui l’y fasse passer. C’est pourquoi il faut que toutes ses perfections existent <i>en acte</i> et qu’il n’ait absolument rien <i>en puissance</i>. Ce qu’en outre il faut nécessairement écarter de lui, c’est la ressemblance avec quoi que ce soit d’entre les êtres; c’est là une chose que tout le monde sait, et déjà dans les livres des prophètes on a expressément écarté l’assimilation, en disant: <i>Et à qui me ferez-vous ressembler, et</i> (<i>à qui</i>) <i>serai-je égal!</i> (Isaïe, XL, 25.) <i>Et à qui ferez-vous ressembler Dieu, et quelle ressemblance lui attribuerez-vous?</i> (<i>Ibid</i>., <small>V</small>. 18.) <i>Il n’ y en a pas comme toi, ô Éternel!</i> (Jérémie, X, 6.) — Il y en a de nombreux exemples.",
