"Guide for the Perplexed, Part 2 Introduction 1",בשם יי אל עולם!,AU NOM DE L’ÉTERNEL DIEU DE L’UNIVERS,
"Guide for the Perplexed, Part 2 24:4","ויותר רחוק מזה ויותר מסופק – שכל שני גלגלים אחד מהם תוך האחר ודבק בו מכל צד – ומרכז שניהם מתחלף שאפשר שיתנועע הקטן תוך הגדול והגדול לא יתנועע; ואי אפשר שיתנועע הגדול על אי זה קוטר שיזדמן ולא יתנועע הקטן אלא כשיתנועע הגדול יתנועע הקטן בתנועתו בהכרח, אלא אם תהיה התנועה על הקוטר העובר על שני המרכזים. ולפי זאת ההקדמה המופתית ולפי מה שהתבאר במופת שהריקות בלתי נמצא ולפי מה שהונח מיציאת המרכזים, יתחיב כי כשיתנועע העליון – יניע אשר תחתיו בתנועתו וסביב מרכזו; ולא נמצא הענין כן, אבל נמצא כל אחד משניהם המקיף והמוקף לא יתנועע בתנועת חברו ולא על מרכזו ולא על קטביו, אבל לכל אחד – תנועה מיוחדת לו. ולזה הביא ההכרח להאמין גשמים אחרים מגשמי הגלגלים בין כל שני גלגלים. וכמה בזה גם כן מן הספקות אם היה הענין כן! ואנה יונחו מרכזי הגשמים ההם אשר בין כל שני גלגלים? ותהיה לגשמים ההם גם כן תנועה מיוחדת. וכבר באר זה תאבית במאמר יש לו ועשה מופת על מה שאמרנוהו, שאי אפשר מבלתי גשם גלגל בין כל שני גלגלים. זה כולו – ממה שלא בארתיו לך בקראך עמי שלא אבלבל עליך מה שהיתה כונתי להבינך אותו.","Mais il y a quelque chose de plus étrange encore et de bien plus obscur: c’est que, toutes les fois qu’il y a deux sphères placées l’une dans l’autre, appliquées de tous côtés l’une à l’autre, mais ayant des centres différents fn1778, il se peut que la petite se meuve dans la grande sans que cette dernière se meuve aussi; mais il est impossible que la grande se meuve sur tout axe quelconque, sans que la petite se meuve aussi; car toutes les fois que la grande se meut, elle emporte nécessairement la petite par son mouvement, excepté toutefois quand le mouvement se fait sur l’axe qui passe par les deux centres fn1779. Or, en raison de cette proposition démonstrative, en raison de ce qui a été démontré que le vide n’existe pas fn1780, et enfin, en raison de l’hypothèse de l’excentricité fn1781, il faudrait que, la (sphère) supérieure étant en mouvement, elle emportât l’inférieure, par son mouvement, autour de son (propre) centre; et cependant nous ne trouvons pas qu’il en soit ainsi, mais au contraire nous trouvons qu’aucune des deux sphères, l’une contenant et l’autre contenue, ne se meut ni par le mouvement de l’autre, ni autour du centre de cette dernière, ni autour de ses pôles, et que chacune a un mouvement qui lui est particulier. C’est pourquoi on a été forcé d’admettre (qu’il existe), entre les sphères prises deux à deux, des corps autres que ceux des sphères (des planètes) fn1782. Mais, combien resterait-il là encore d’obscurités, s’il en était réellement ainsi! où supposerait-on les centres de ces corps qui existeraient entre chaque couple de sphères ? Et il faudrait que ces corps aussi eussent un mouvement particulier. —Déjà Thâbit fn1783 a exposé cela dans un traité particulier, et il a démontré, selon ce que nous avons dit, qu’il faut nécessairement (admettre) un corps sphérique entre chaque couple de sphères. — Je ne t’ai point expliqué tout cela, quand tu suivais mes leçons, afin de ne pas te troubler dans ce que j’avais pour but de te faire comprendre.",
"Guide for the Perplexed, Part 2 24:5","אמנם ענין הנטיה הנזכר ברוחב נוגה וכוכב, כבר בארתי לך פנים בפנים והראיתיך המנע ציור מציאות זה בגשמים. ובטלמיוס כבר גילה הלאות בזה – כמו שראית – ואמר בזה הלשון ״ולא יחשוב אדם שאלו השרשים והדומה להם תכבד הויתם כשישים עיונו במה שהמשלנו, כעיונו אל מה שיהיה מהדברים אשר ילקחו בתחבולה ודקות המלאכה ותכבד הויתם – וזה שאין ראוי שיוקש אל הענינים האלהיים והענינים האנושיים״. זה תורף דבריו, כמו שידעת.","Pour ce qui concerne l’<i>inclinaison</i> et l’<i>obliquité</i> dont il est question pour la latitude de Vénus et de Mercure fn1784, je t’ai exposé de vive voix et (clairement) montré qu’il est impossible de se figurer comment pareille chose peut exister dans les corps (célestes) fn1785. Ptolémée en a clairement avoué la difficulté fn1786, comme tu l’as vu; car il s’exprime en ces termes: « Que personne ne croie que ces principes et d’autres semblables puissent difficilement avoir lieu, en considérant ce que nous avons présenté ici comme des choses obtenues par artifice et par la subtilité de l’art, et qui peuvent difficilement avoir lieu; car il ne convient pas de comparer les choses humaines aux choses divines fn1787. » Tels sont ses propres termes, comme tu le sais.",
"Guide for the Perplexed, Part 2 24:6",וכבר הישרתיך אל המקומות אשר תאמת מהם כל מה שזכרתי לך – מלבד מה שזכרתי לך מהתבוננות אלו הנקודות אשר הם מרכזי הגלגלים היוצאים אנה יפולו; – שאני לא שמעתי כלל מי ששם זה אל לבו. וזה יתבאר לך מידיעת שיעור קוטר כל גלגל וכמה בין שני המרכזים בחצי קוטר הארץ – כפי מה שעשה המופת הקביצי באיגרת המרחקים – שאתה כשתבחן המרחקים ההם תתבאר לך אמיתת מה שעוררתיך עליו.,"Je t’ai indiqué les endroits par lesquels tu peux vérifier tout ce que je t’ai dit, excepté cependant ce que je t’ai dit fn1788 de l’observation de ces points qui sont les centres des excentriques, (pour savoir) où ils tombent; car je n’ai jamais rencontré aucun (auteur) qui s’en soit préoccupé. Mais cela te deviendra clair, quand tu sauras la mesure du diamètre de chaque sphère, et quelle est la distance entre les deux centres, relativement au demi diamètre de la terre, comme l’a démontré Al-Kabîci dans le traité <i>des Distances</i> fn1789; car, quand tu examineras ces distances, tu reconnaîtras la vérité de ce que je t’ai fait remarquer.",
"Guide for the Perplexed, Part 2 24:7","והתבונן רוב אלו הספקות. אם יהיה מה שזכרו אריסטו בחכמת הטבע הוא האמת אם כן אין גלגל הקף ולא חוץ למרכז, וכולם יסובו סביב מרכז הארץ – ואיך ימצאו לכוכבים אלו התנועות המתחלפות? או היש שם צד שיתכן עמו שתהיה התנועה סיבובית שוה שלמה ויראה בה מה שיראה, אלא באחד משני שרשים או בשניהם יחד? וכל שכן בהיות כל מה שזכר בטלמיוס מגלגל סבוב הירח ונטותו לצד נקודה יוצאת חוץ למרכז העולם, וחוץ למרכזו היוצא, ימצא בו מה שימנה כפי הנחת השרשים ההם – לא יחסר חלק אחד; ויעיד על אמיתת זה – אמיתת הלקויות הנמנות בשרשים ההם תמיד, ודקדוק עתותם, וזמני חשכם ושיעורו. ואיך יצויר עוד שוב הכוכב עם שאר תנועותיו מבלתי גלגל הקף? ואיך אפשר עוד שידומה שם גלגול או תנועה סביב לא מרכז עומד? זהו הבלבול באמת.","Regarde, par conséquent, combien tout cela est obscur; si ce qu’Aristote dit dans la science physique est la vérité, il n’y a fn1790 ni épicycle ni excentrique, et tout tourne autour du centre de la terre. Mais d’où viendraient alors aux planètes tous ces mouvements divers? Est-il possible, d’une manière quelconque, que le mouvement soit parfaitement circulaire et égal, et qu’il réponde (en même temps) aux phénomènes visibles, si ce n’est (en l’expliquant) par l’une des deux hypothèses fn1791 ou par les deux à la fois? D’autant plus qu’en admettant tout ce que Ptolémée dit de l’épicycle de la lune et de sa déviation vers un point en dehors du centre du monde et aussi du centre de l’excentrique fn1792, les calculs faits d’après ces hypothèses ne se trouvent pas en défaut d’une seule minute, et que la vérité en est attestée par la réalité des éclipses, toujours calculées d’après ces hypothèses et pour lesquelles on fixe si exactement les époques, ainsi que le temps et les mesures fn1793 de l’obscurcissement. — Comment encore se figurer la <i>rétrogradation</i> (apparente) d’une planète, avec ses autres mouvements, sans (l’hypothèse de) l’épicycle fn1794? Comment enfin peut-on s’imaginer qu’il y ait là (dans le ciel) un <i>roulement</i> ou mouvement autour d’un centre non fixe? Et c’est là une perplexité réelle.",
"Guide for the Perplexed, Part 2 24:8","וכבר בארתי לך פנים בפנים שזה כולו לא יתחיב בעל התכונה, שאין כונתו שיגיד לנו צורת מציאות הגלגלים איך היא, אבל כונתו שיניח תכונה שיתכן בה שיהיו התנועות סיבוביות ושוות ומסכימות למה שיושג לעין – יהיה הענין כן או לא יהיה.","Je t’ai déjà expliqué de vive voix que tout cela ne regarde pas l’astronome; car celui-ci n’a pas pour but de nous faire connaître sous quelle forme les sphères existent, mais son but est de poser un système par lequel il soit possible d’admettre des mouvements circulaires, uniformes et conformes à ce qui se perçoit par la vue, n’importe que la chose soit (réellement) ainsi, ou non fn1795. ",
"Guide for the Perplexed, Part 2 24:9","וכבר ידעת, שאבובכר בן אלצאיג יספק בדבריו בטבעים הידע אריסטו יציאת מרכז השמש ושתק ממנו, והתעסק במה שיתחיב מן הנטיה – להיות פועל יציאת המרכז אינו מובדל מפועל הנטיה – או לא השיגו? והאמת – שהוא לא השיגהו ולא שמעו כלל, כי הלימודים לא נשלמו בזמנו; ואילו שמעו היה מכחיש אותו הכחשה גדולה; ואילו התבאר לו היה נבוך בכל מה שהניחו בזה המין מבוכה גדולה.","Tu sais qu’Abou-Becr ibn-al-Çâyeg, dans son discours sur la Physique, exprime ce doute: si Aristote a connu l’excentricité du soleil, et si, la passant sous silence, il ne s’est préoccupé que de ce qui résulte de l’<i>inclinaison</i>, — l’effet de l’excentricité n’étant point distinct de celui de l’inclinaison fn1796, — ou bien s’il ne l’a point connue. La vérité est qu’il ne l’a point connue et qu’il n’en avait jamais entendu parler; car les sciences mathématiques étaient imparfaites de son temps. S’il en avait entendu parler, il l’aurait certainement repoussée avec violence; et si elle lui avait été avérée, il se serait trouvé dans une grande perplexité, à l’égard de tout ce qu’il a établi sur cette matière. ",
"Guide for the Perplexed, Part 2 24:10","ואשר אמרתיו לפנים – הוא אשר אשנהו עתה, והוא שכל מה שזכרו אריסטו מתחת גלגל הירח נמשך על הקש, והם ענינים ידועי העילה מתחיב קצתם לקצתם, ומקומות החכמה בהם וההשגחה הטבעית מבוארים גלוים; אמנם כל מה שבשמים – לא ידע האדם דבר ממנו אלא בזה השיעור הלימודי המעט – ואתה תראה מה שבו. ואני אומר על צד מליצת השיר: ״השמים – שמים ליי והארץ נתן לבני אדם״ – רצוני לומר: שהאלוה לבדו ידע אמיתת השמים וטבעם ועצמם וצורתם ותנועותם וסובותם לפי השלמות; אמנם מה שתחת השמים – נתן יכולת לאדם לדעתו, מפני שהוא עולמו וביתו אשר ירד בו והוא – חלק ממנו. וזהו האמת! כי סיבות הראיה על השמים נמנעות אצלנו, כבר רחקו ממנו ונעלו במקום ובמעלה, והראיה הכוללת מהם – שהם הורונו על מניעתם אבל שאר ענינים הוא ענין לא יגיעו שכלי האדם לידיעתו. והטריח המחשבות במה שלא יגיעו להשגתו ואין כלי להם שיגיעו בו – אמנם הוא חסרון דעת או מין מהשגעון. אבל נעמוד אצל היכולת ונניח הענין במה שלא יושג בהקש – למי שבאהו השפע האלהי העצום עד שהיה ראוי שיאמר עליו ״פה אל פה אדבר בו״.","Ce que j’ai déjà dit plus haut fn1797, je le répéterai ici: c’est que tout ce qu’Aristote a dit sur les choses sublunaires a une suite logique; ce sont des choses dont la cause est connue et qui se déduisent les unes des autres, et la place qu’y tiennent la sagesse et la prévoyance de la nature est évidente et manifeste. Quant à tout ce qui est dans le ciel, l’homme n’en connaît rien, si ce n’est ce peu de théories mathématiques fn1798; et tu vois ce qu’il en est. Je dirai, en me servant d’une locution poétique: <i>Les cieux appartiennent à l’Eternel; mais la terre, il l’a donnée aux fils d’Adam</i> (Ps. CXV, 16), c’est-à-dire, que Dieu seul connaît parfaitement la véritable nature du ciel, sa substance, sa forme, ses mouvements et leurs causes; mais, pour ce qui est au-dessous du ciel, il a donné à l’homme la faculté de le connaître, car c’est là son monde et la demeure où il a été placé et dont il forme lui-même une partie. Et c’est la vérité; car il nous est impossible d’avoir les éléments (nécessaires) pour raisonner sur le ciel, qui est loin de nous et trop élevé fn1799 par sa place et son rang; et même la preuve générale qu’on peut en tirer, (en disant) qu’il nous prouve (l’existence de) son moteur, est une chose à la connaissance de laquelle les intelligences humaines ne sauraient arriver fn1800. Mais, fatiguer les esprits avec ce qu’ils ne sauraient saisir, n’ayant même pas d’instruments pour y arriver, ne serait qu’un manque de bon sens et une espèce de folie. Arrêtons-nous donc à ce qui est en notre puissance; mais ce qui ne peut être saisi par le raisonnement, abandonnons-le à celui qui fut l’objet de la grande inspiration divine, de sorte qu’il mérita qu’il fût dit de lui: <i>Je lui parle bouche à bouche</i> (Nom. XII, 8).",
"Guide for the Perplexed, Part 2 24:11",זה – תכלית מה שאצלי בזאת השאלה. ואפשר שיהיה אצל זולתי מופת יתבאר לו בו אמיתת מה שסופק אצלי; ותכלית בחירתי לאמת – שאני בארתי והגדתי בלבולי באלו הענינים ושאני לא שמעתי מופת על דבר מהם ולא ידעתיו.,"Voilà tout ce que je sais dire sur cette question; mais il est possible qu’un autre possède une démonstration qui lui rende évidente la vérité de ce qui a été obscur pour moi. Le plus grand hommage que j’aie pu rendre à la vérité, c’est d’avoir ouvertement déclaré combien ces matières me jetaient dans la perplexité fn1801 et que je n’avais ni entendu, ni connu de démonstration pour aucune d’elles.",
"Guide for the Perplexed, Part 2 25:1","דע כי אין בריחתנו מן המאמר בקדמות העולם מפני הכתובים אשר באו בתורה בהיות העולם מחודש – כי אין הכתובים המורים על חידוש העולם יותר מן הכתובים המורים על היות האלוה גשם; ולא שערי הפרוש סתומים בפנינו ולא נמנעים לנו בענין חידוש העולם, אבל היה אפשר לנו לפרשם כמו שעשינו בהרחקת הגשמות; ואולי זה היה יותר קל הרבה, והיינו יכולים יותר לפרש הפסוקים ההם ולהעמיד קדמות העולם, כמו שפרשנו הכתובים והרחקנו היותו ית׳ גשם. ואמנם, הביאונו שלא לעשות זה ושלא נאמינהו – שתי סיבות. האחת מהם – שהיות האלוה בלתי גוף התבאר במופת, ויתחיב בהכרח שיפורש כל מה שיחלוק על פשוטו המופת, ויודע שיש לו פרוש בהכרח; וקדמות העולם לא התבאר במופת ואין צריך שיודחו הכתובים ויפורשו מפני הכרעת דעת שאפשר להכריע סותרו בפנים מן ההכרעות; וזה – סיבה אחת.","Sache que, si nous évitons de professer l’éternité du monde, ce n’est pas parce que le texte de la Loi proclamerait le monde <i>créé;</i> car les textes qui indiquent la nouveauté du monde ne sont pas plus nombreux que ceux qui indiquent la corporéité de Dieu. Au sujet de la nouveauté du monde aussi, les moyens d’une interprétation allégorique ne nous manqueraient pas et ne nous seraient pas interdits fn1802; au contraire, nous pourrions employer ici ce mode d’interprétation, comme nous l’avons fait pour écarter la corporéité (de Dieu). Peut-être même serait-ce beaucoup plus facile, et serions-nous très capable d’interpréter les textes en question et d’établir l’éternité du monde, de même que nous avons interprété les (autres) textes et écarté la corporéité de Dieu. Mais deux raisons nous ont engagé à ne pas faire cela et à ne pas l’admettre. L’une est celle-ci: l’incorporalité de Dieu a été démontrée, et il faut nécessairement avoir recours à l’interprétation allégorique, toutes les fois que, le sens littéral étant réfuté par une démonstration, on sait (d’avance) qu’il est nécessairement sujet à l’interprétation fn1803. Mais l’éternité du monde n’a pas été démontrée, et, par conséquent, il ne convient pas de faire violence aux textes et de les interpréter allégoriquement, pour faire prévaloir une opinion dont on pourrait aussi bien faire prévaloir le contraire, en raisonnant d’une autre manière fn1804. Voilà donc une raison. ",
"Guide for the Perplexed, Part 2 25:2","והסיבה השנית – כי האמיננו שהאלוה בלתי גשם לא יסתור לנו דבר מיסודי התורה ולא יכזיב מאמר כל נביא, ואין בו אלא מה שיחשבו הפתאים שבזה כנגד הכתוב – ואינו כנגדו כמו שבארנו אבל הוא כונת הכתוב! אבל אמונת הקדמות על הצד אשר יראה אותו אריסטו שהוא על צד החיוב ולא ישתנה טבע כלל ולא יצא דבר חוץ ממנהגו – הנה היא סותרת הדת מעיקרה ומכזבת לכל אות בהכרח ומבטלת כל מה שתיחל בו התורה או תפחיד ממנו – האלהים! אלא יפורשו האותות גם כן כמו שעשו בעלי התוך מן הישמעאלים ויצאו בזה למין מן ההזיה. אמנם אם יאמן הקדמות לפי הדעת השני אשר בארנונו – והוא דעת אפלטון – והוא שהשמים גם כן הוים נפסדים – הדעת ההוא לא יסתור יסודי התורה ולא תמשך אחריו הכזבת האותות, אבל העברתם, ואפשר שיפורשו הכתובים על פיו וימצאו לו דמיונות רבות בכתובתי ה׳תורה׳ וזולתם שאפשר להתלות בהם וגם יהיו לראיה. אבל אין ההכרח מביא אותנו לזה אלא אם התבאר הדעת ההוא במופת; אמנם כל עת שלא יתבאר במופת לא זה הדעת ניטה אליו, ולא הדעת ההוא גם כן נביט אליו כלל, אבל נבין הכתובים כפשוטיהם, ונאמר כי התורה הגידתנו ענין לא יגיע כוחנו להשגתו, והאות מעיד על אמיתת טענותינו.","— La seconde raison est celle-ci: notre croyance de l’incorporalité de Dieu ne renverse aucune des bases de notre religion, ni ne donne de démenti à rien de ce qu’ont proclamé les prophètes. Il n’y a en cela (aucun inconvénient), si ce n’est qu’au dire des ignorants, ce serait contraire aux textes (de l’Écriture); mais, ainsi que nous l’avons montré, il n’y a là rien qui lui soit contraire, et c’est là plutôt le but de l’Écriture. Mais, admettre l’éternité (du monde) telle que la croit Aristote, c’est-à-dire comme une <i>nécessité</i>, de sorte qu’aucune loi de la nature ne puisse être changée et que rien ne puisse sortir de son cours habituel, ce serait saper la religion par sa base, taxer nécessairement de mensonge tous les miracles, et nier fn1805 tout ce que la religion a fait espérer ou craindre, à moins, par Dieu! qu’on ne veuille aussi interpréter allégoriquement les miracles, comme l’ont fait les <i>Bâtenis</i> (ou allégoristes) fn1806 parmi les musulmans, ce qui conduirait à une espèce de folie. — Cependant, si l’on admet l’<i>éternité</i> selon la deuxième opinion que nous avons exposée fn1807, qui est celle de Platon, et selon laquelle le ciel aussi est périssable fn1808, cette opinion ne renverse pas les bases de la religion, et il ne s’ensuit point la négation du miracle, mais, au contraire, son admissibilité. On pourrait interpréter les textes dans son sens fn1809 et trouver fn1810, dans les textes du Pentateuque et ailleurs, beaucoup d’expressions analogues auxquelles elle pourrait se rattacher et qui pourraient même lui servir de preuve. Cependant, aucune nécessité ne nous y oblige, à moins que cette opinion ne pût être démontrée; mais, puisqu’elle n’a pas été démontrée, nous n’inclinons pas vers cette opinion et nous n’y fn1811 faisons même aucune attention. Nous prenons plutôt les textes dans leur sens littéral, et nous disons que la religion nous a fait connaître une chose que nous sommes incapables de concevoir, et le <i>miracle</i> témoigne de la vérité de ce que nous soutenons.",
"Guide for the Perplexed, Part 2 25:3","ודע – כי עם האמנת חידוש העולם יהיו האותות כולם אפשריות ותהיה התורה אפשרית, ותפול כל שאלה שתשאל בזה הענין – עד שאם יאמר למה שם האלוה נבואתו בזה ולא נתנה לזולתו? ולמה נתן האלוה תורתו לאומה מיוחדת ולא נתנה לאומה אחרת? ולמה נתנה בזה הזמן ולא לפניו ולא לאחריו? ולמה צוה באלו המצוות והזהיר באלו האזהרות? ולמה ייחד הנביא באלו הנפלאות הנזכרות ולא היו זולתם? ומה כונת האלוה באלו התורות? ולמה לא שם אלו הענינים המצוה בהם והמוזהר מהם בטבענו אם היה זה כונתו? יהיה מענה אלו השאלות כולם, שיאמר כן רצה או כן גזרה חכמתו! כמו שהמציא העולם כשרצה על זאת הצורה, ולא נדע רצונו או אופני החכמה ביחד צורתו וזמנו, כן לא נדע רצונו או חיוב חכמתו ביחד כל מה שקדמה השאלה עליו. ואם יאמר אומר שהעולם כן התחיב – יתחיב בהכרח שישאלו השאלות ההם כולם, ואין לצאת מהם כי אם במענים מגונים יקבצו ההכזבה והביטול לכל פשוטי התורה, אשר אין ספק בהם למשכיל שהם כפי הפשוטים ההם – ומפני זה היא הבריחה מזה הדעת. ולזה כלו ימי החשובים ויכלו בחקירה על זאת השאלה, שאילו התבאר החידוש במופת – ואפילו על דעת אפלטון – יפול כל מה שדברו בו עלינו הפילוסופים סרה. וכן אילו התאמת להם מופת על הקדמות על דעת אריסטו תפול התורה בכללה ויעתק הענין לדעות אחרות.","Il faut savoir que, dès qu’on admet la nouveauté du monde, tous les miracles devenant possibles, la (révélation de la) Loi devient possible aussi, et toutes les questions qu’on pourrait faire à ce sujet s’évanouissent. Si donc on demandait: Pourquoi Dieu s’est-il révélé à tel homme et pas à tel autre? pourquoi Dieu a-t-il donné cette Loi à une nation particulière, sans en donner une à d’autres ? pourquoi l’a-t-il donnée à telle époque et ne l’a-t-il donnée ni avant ni après? pourquoi a-t-il ordonné de faire telles choses et défendu de faire telles autres? pourquoi a-t il signalé le prophète par tels miracles qu’on rapporte, sans qu’il y en eût d’autres? qu’est-ce que Dieu avait pour but dans cette législation? pourquoi enfin n’a-t-il pas inspiré à notre nature le sentiment de ces choses ordonnées ou défendues, si tel a été son but fn1812? — la réponse à toutes ces questions serait celle-ci: « c’est ainsi qu’il l’a voulu, » ou bien: « c’est ainsi que l’a exigé sa sagesse. » De même qu’il a fait naître le monde sous cette forme au moment où il l’a voulu, sans que nous puissions nous rendre compte de sa volonté à cet égard, ni de la sagesse qui lui a fait particulièrement choisir telles formes fn1813 et telle époque, de même nous ne saurions nous rendre compte de sa volonté, ni de ce qu’a demandé sa sagesse, quand il a <i>déterminé</i> tout ce qui fait l’objet des questions précédentes. Mais, si l’on soutenait que le monde est ainsi <i>par nécessité</i>, il faudrait nécessairement faire toutes ces questions, et on ne pourrait en sortir que par de méchantes réponses, qui renfermeraient le démenti et la négation de tous ces textes de la Loi dont un homme intelligent ne saurait mettre en doute l’acception littérale fn1814. C’est pour cela qu’on a évité (de professer) cette opinion, et pour cela les hommes pieux ont passé et passeront leur vie à méditer sur cette question; car, si la nouveauté (du monde) était démontrée, ne fût-ce que selon l’opinion de Platon, tout ce que les philosophes ont dit pour nous réfuter tomberait; et de même, s’ils avaient réussi à démontrer l’éternité (du monde) fn1815 selon l’opinion d’Aristote, toute la religion tomberait, et on serait porté vers d’autres opinions. ",
"Guide for the Perplexed, Part 2 25:4",הנה כבר בארתי לך כי הענין כולו נתלה בזה המבוקש – ודעהו!,Je t’ai déjà exposé que tout dépend de cette question; sache-le bien.,
"Guide for the Perplexed, Part 2 26:1","ראיתי ל׳ר׳ אליעזר הגדול׳ דברים ב׳פרקים׳ המפורסמים הנודעים ב׳פרקי ר׳ אליעזר׳ לא ראיתי מעולם יותר זרים מהם בדברי אדם מן הנמשכים אחר תורת ׳משה רבינו׳ – וזה שהוא אמר דבר שמע לשונו. אמר ״שמים מאי זה מקום נבראו? מאור לבושו לקח ונטה כשמלה והיו נמתחין והולכין, שנאמר: ״עוטה אור כשלמה נוטה שמים כיריעה״; הארץ מאי זה מקום נבראת? משלג שתחת כסא כבודו לקח וזרק, שנאמר: ״כי לשלג יאמר הוא ארץ״ – זה לשון המאמר הנאמר שם.","Dans les <i>Aphorismes</i> célèbres de Rabbi Eliézer le Grand, connus sous le titre de <i>Pirké Rabbi Eli’ézer</i>, j’ai vu un passage tel que je n’en ai jamais vu de plus étrange dans les discours d’aucun de ceux qui suivent la loi de Moïse, notre maître. Ecoute en quels termes il s’exprime fn1816; « D’où furent créés les cieux? Il (Dieu) prit de la lumière de son vêtement et l’étendit comme un drap; et de là les cieux allèrent se déployant, ainsi qu’il a été dit: <i>Il s’enveloppe de lumière comme d’un vêtement, il étend les cieux comme un tapis</i> (Ps. CIV, 2). —D’où fut créée la terre? Il prit de la neige de dessous <i>le trône de sa gloire</i> et la lança, ainsi qu’il a été dit: <i>Car à la neige il dit: sois terre</i> (Job, XXXVII, 6). » ",
"Guide for the Perplexed, Part 2 26:2","ואני תמה זה ה׳חכם׳ מה האמין? האם האמין כי הוא מן השקר שימצא דבר לא מדבר, ואי אפשר מבלתי חומר יתהוה ממנו מה שיתהוה, ולזה ביקש לשמים ולארץ ׳מהיכן נבראו׳? ואי זה דבר הגיע מזה המענה? – יתחיב שיאמר לו ׳ואור לבושו מהיכן נברא? ושלג שתחת כסא הכבוד מהיכן נברא? וכסא הכבוד עצמו מהיכן נברא?׳; ואם ירצה ב׳אור לבושו׳ דבר בלתי נברא וכן ׳כסא הכבוד׳ – בלתי נברא, יהיה זה רחוק מאד; וגם יהיה מודה בקדמות העולם אלא שהוא כפי דעת אפלטון.","— Tels sont les termes du passage en question. Puissé-je savoir ce que croyait ce sage! Croyait-il peut-être qu’il est inadmissible qu’une chose soit produite du néant et qu’il faut nécessairement une matière de laquelle soit formé tout ce qui naît? Et est-ce pour cela qu’il cherchait pour le ciel et la terre (la matière) <i>d’où ils avaient été créés?</i> Mais, de quelque manière qu’on comprenne sa réponse, on devra nécessairement lui demander: « D’où a été créée <i>la lumière de son vêtement?</i> D’où a été créée la <i>neige</i> qui est sous <i>le trône de la gloire?</i> D’où a été créé ce <i>trône</i> lui-même? » — Que si, par la <i>lumière de son vêtement</i>, il avait voulu indiquer quelque chose d’incréé, et que de même (selon lui) le <i>trône de la gloire</i> fût incréé. ce serait là (une opinion) bien répréhensible fn1817; car il aurait alors affirmé l’éternité du monde fn1818, tout au moins dans le sens de l’opinion de Platon fn1819. ",
"Guide for the Perplexed, Part 2 26:3","אמנם היות ׳כסא הכבוד׳ מן הנבראים, ה׳חכמים׳ כתבו בזה, אבל על פנים זרים – אמרו שהוא נברא קודם בריאת העולם. אמנם כתובי הספרים לא זכרו בו בריאה כלל בלתי מאמר דוד ״יי בשמים הכין כסאו״ – והוא מאמר יסבול הפרוש מאוד. אמנם הנצחות בו – הנה כתוב: ״אתה יי לעולם תשב כסאך לדור ודור״.","Pour ce qui est du <i>trône de la gloire</i>, les docteurs disent expressément qu’il est une des choses créées, quoiqu’ils s’expriment d’une manière singulière (en disant) qu’il a été créé avant la création du monde fn1820. Quant aux textes des livres (sacrés), ils ne parlent point de <i>création</i> à son égard, à l’exception de ces paroles de David: <i>L’Éternel a érigé son trône dans les cieux</i> (Ps. CIII, 19); mais c’est un passage qui prête beaucoup à l’interprétation allégorique fn1821. Ce que le texte déclare expressément, c’est sa durée éternelle: <i>Toi</i>, <i>Eternel</i>, <i>tu résides éternellement, ton trône</i> (<i>reste</i>) <i>de génération en génération</i> (Lament., V, 19). ",
"Guide for the Perplexed, Part 2 26:4",ואם היה ר׳ אליעזר מאמין קדמות ה׳כסא׳ אם כן יהיה תואר לאלוה לא גוף נברא ואיך אפשר שיתהוה דבר מתואר? ויותר נפלא מאמרו: ׳אור לבושו׳.,"— Si donc R. Eliézer avait admis l’éternité du <i>trône</i>, celui-ci ne pourrait désigner qu’un attribut de Dieu et non pas un corps <i>créé</i> fn1822; mais, comment alors serait-il possible que quelque chose fût né d’un <i>attribut?</i> — Mais ce qu’il y a de plus étonnant, c’est l’expression <i>la lumière de son vêtement</i>.",
"Guide for the Perplexed, Part 2 26:5","סוף דבר, הוא דבר יבלבל על בעל הדת היודע – אמונתו מאוד מאוד, ולא יתבאר לי בו פרוש מספיק; ואמנם זכרתיו לך שלא תטעה בזה.","En somme, c’est là un passage qui trouble très fort le théologien, homme de science, dans sa foi fn1823. Je ne saurais en donner une interprétation suffisante, et je ne t’en ai parlé que pour que tu ne te laisses pas induire en erreur; ",
