Index Title,Genesis
Genesis 29:3,"When all the flocks were gathered there, the stone would be rolled from the mouth of the well and the sheep watered; then the stone would be put back in its place on the mouth of the well."
Genesis 29:4,"Jacob said to them, “My friends, where are you from?” And they said, “We are from Haran.”"
Genesis 29:5,"He said to them, “Do you know Laban the son of Nahor?” And they said, “Yes, we do.”"
Genesis 29:6,"He continued, “Is he well?” They answered, “Yes, he is; and there is his daughter Rachel, coming with the flock.”"
Genesis 29:7,"He said, “It is still broad daylight, too early to round up the animals; water the flock and take them to pasture.”"
Genesis 29:8,"But they said, “We cannot, until all the flocks are rounded up; then the stone is rolled off the mouth of the well and we water the sheep.”"
Genesis 29:9,"While he was still speaking with them, Rachel came with her father’s flock—for she was its shepherd."
Genesis 29:10,"And when Jacob saw Rachel, the daughter of his uncle<sup>*</sup><sup>*</sup><i class=""footnote""><b>uncle </b>Lit. “mother’s brother.”</i> Laban, and the flock of his uncle Laban, Jacob went up and rolled the stone off the mouth of the well, and watered the flock of his uncle Laban."
Genesis 29:11,"Then Jacob kissed Rachel, and broke into tears."
Genesis 29:12,"Jacob told Rachel that he was her father’s kinsman, that he was Rebekah’s son; and she ran and told her father."
Genesis 29:13,"On hearing the news of his sister’s son Jacob, Laban ran to greet him; he embraced him and kissed him, and took him into his house. He told Laban all that had happened,"
Genesis 29:14,"and Laban said to him, “You are truly my bone and flesh.”When he had stayed with him a month’s time,"
Genesis 29:15,"Laban said to Jacob, “Just because you are a kinsman, should you serve me for nothing? Tell me, what shall your wages be?”"
Genesis 29:16,"Now Laban had two daughters; the name of the older one was Leah, and the name of the younger was Rachel."
Genesis 29:17,Leah had weak eyes; Rachel was shapely and beautiful.
Genesis 29:18,"Jacob loved Rachel; so he answered, “I will serve you seven years for your younger daughter Rachel.”"
Genesis 29:19,"Laban said, “Better that I give her to you than that I should give her to an outsider. Stay with me.”"
Genesis 29:20,So Jacob served seven years for Rachel and they seemed to him but a few days because of his love for her.
Genesis 29:21,"Then Jacob said to Laban, “Give me my wife, for my time is fulfilled, that I may cohabit with her.”"
Genesis 29:22,"And Laban gathered all the people of the place<sup>°</sup><sup>*</sup><i class=""footnote""><b>people of the place </b>Or “the locals” or “the local dignitaries,” whose presence clearly validated a marriage; Heb. ’anshe ha-maqom. See the Dictionary under ’ish.</i> and made a feast."
Genesis 29:23,"When evening came, he took his daughter Leah and brought her to him; and he cohabited with her.—"
Genesis 29:24,Laban had given his maidservant Zilpah to his daughter Leah as her maid.—
Genesis 29:25,"When morning came, there was Leah! So he said to Laban, “What is this you have done to me? I was in your service for Rachel! Why did you deceive me?”"
Genesis 29:26,"Laban said, “It is not the practice in our place to marry off the younger before the older."
Genesis 29:27,"Wait until the bridal week of this one is over and we will give you that one too, provided you serve me another seven years.”"
Genesis 29:28,"Jacob did so; he waited out the bridal week of the one, and then he gave him his daughter Rachel as wife.—"
Genesis 29:29,Laban had given his maidservant Bilhah to his daughter Rachel as her maid.—
Genesis 29:30,"And Jacob cohabited with Rachel also; indeed, he loved Rachel more than Leah. And he served him another seven years."
Genesis 29:31,"Seeing that Leah was unloved, יהוה opened her womb; but Rachel was barren."
Genesis 29:32,"Leah conceived and bore a son, and named him Reuben;<sup>*</sup><sup>*</sup><i class=""footnote""><b>Reuben </b>Understood as “See a son.”</i> for she declared, “It means: ‘יהוה has seen<sup>*</sup><sup>*</sup><i class=""footnote""><b>has seen </b>Heb. ra’ah, connected with the first part of “Reuben.”</i> my affliction’; it also means: ‘Now my husband will love me.’”<sup>*</sup><sup>*</sup><i class=""footnote""><b>will love me </b>Heb. ye’ehabani, connected with the end of “Reuben.”</i> "
Genesis 29:33,"She conceived again and bore a son, and declared, “This is because יהוה heard<sup>*</sup><sup>*</sup><i class=""footnote""><b>heard </b>Heb. shama‘, connected with “Simeon.”</i> that I was unloved and has given me this one also”; so she named him Simeon."
Genesis 29:34,"Again she conceived and bore a son and declared, “This time my husband will become attached<sup>*</sup><sup>*</sup><i class=""footnote""><b>will become attached </b>Heb. yillaweh, connected with “Levi.”</i> to me, for I have borne him three sons.” Therefore he was named Levi."
Genesis 29:35,"She conceived again and bore a son, and declared, “This time I will praise<sup>*</sup><sup>*</sup><i class=""footnote""><b>I will praise </b>Heb. ’odeh, connected with “Judah.”</i> יהוה.” Therefore she named him Judah. Then she stopped bearing."
Genesis 30:1,"When Rachel saw that she had borne Jacob no children, she became envious of her sister; and Rachel said to Jacob, “Give me children, or I shall die.”"
Genesis 30:2,"Jacob was incensed at Rachel, and said, “Can I take the place of God, who has denied you fruit of the womb?”"
Genesis 30:3,"She said, “Here is my maid Bilhah. Consort with her, that she may bear on my knees and that through her I too may have children.”"
Genesis 30:4,"So she gave him her maid Bilhah as concubine, and Jacob cohabited with her."
Genesis 30:5,Bilhah conceived and bore Jacob a son.
Genesis 30:6,"And Rachel said, “God has vindicated me;<sup>*</sup><sup>*</sup><i class=""footnote""><b>has vindicated me </b>Heb. dananni, connected with “Dan.”</i> indeed, [God] has heeded my plea and given me a son.” Therefore she named him Dan."
Genesis 30:7,Rachel’s maid Bilhah conceived again and bore Jacob a second son.
Genesis 30:8,"And Rachel said, “A fateful contest I waged<sup>*</sup><sup>*</sup><i class=""footnote""><b>A fateful contest I waged </b>Heb. naphtule … naphtalti, connected with “Naphtali.” Lit. “A contest of God….”</i> with my sister; yes, and I have prevailed.” So she named him Naphtali."
Genesis 30:9,"When Leah saw that she had stopped bearing children, she took her maid Zilpah and gave her to Jacob as concubine."
Genesis 30:10,"And when Leah’s maid Zilpah bore Jacob a son,"
Genesis 30:11,"Leah said, “What luck!”<sup>*</sup><sup>*</sup><i class=""footnote""><b>What luck! </b>So the kethib, which reads begad; the qere reads ba’ gad “luck has come”; connected with “Gad.”</i> So she named him Gad."
Genesis 30:12,"When Leah’s maid Zilpah bore Jacob a second son,"
Genesis 30:13,"Leah declared, “What fortune!”<sup>*</sup><sup>*</sup><i class=""footnote""><b>What fortune! </b>Heb. be’oshri, connected with “Asher.”</i> meaning, “Women will deem me fortunate.” So she named him Asher."
Genesis 30:14,"Once, at the time of the wheat harvest, Reuben came upon some mandrakes in the field and brought them to his mother Leah. Rachel said to Leah, “Please give me some of your son’s mandrakes.”"
Genesis 30:15,"But she said to her, “Was it not enough for you to take away my husband, that you would also take my son’s mandrakes?” Rachel replied, “I promise, he shall lie with you tonight, in return for your son’s mandrakes.”"
Genesis 30:16,"When Jacob came home from the field in the evening, Leah went out to meet him and said, “You are to sleep with me, for I have hired you with my son’s mandrakes.” And he lay with her that night."
Genesis 30:17,"God heeded Leah, and she conceived and bore him a fifth son."
Genesis 30:18,"And Leah said, “God has given me my reward<sup>*</sup><sup>*</sup><i class=""footnote""><b>my reward </b>Heb. sekhari, connected with “Issachar.”</i> for having given my maid to my husband.” So she named him Issachar."
Genesis 30:19,"When Leah conceived again and bore Jacob a sixth son,"
Genesis 30:20,"Leah said, “God has given me a choice gift;<sup>*</sup><sup>*</sup><i class=""footnote""><b>has given me a choice gift </b>Heb. zebadani … zebed.</i> this time my husband will exalt me,<sup>*</sup><sup>*</sup><i class=""footnote""><b>will exalt me </b>Heb. yizbeleni; others “will dwell with me.”</i> for I have borne him six sons.” So she named him Zebulun."
Genesis 30:21,"Last, she bore him a daughter, and named her Dinah."
Genesis 30:22,Now God remembered Rachel; God heeded her and opened her womb.
Genesis 30:23,"She conceived and bore a son, and said, “God has taken away<sup>*</sup><sup>*</sup><i class=""footnote""><b>has taken away </b>Heb. ’asaph, connected with “Joseph.”</i> my disgrace.”"
Genesis 30:24,"So she named him Joseph, which is to say, “May יהוה add<sup>*</sup><sup>*</sup><i class=""footnote""><b>add </b>Heb. yoseph, connected with “Joseph.”</i> another son for me.”"
Genesis 30:25,"After Rachel had borne Joseph, Jacob said to Laban, “Give me leave to go back to my own homeland."
Genesis 30:26,"Give me my wives and my children, for whom I have served you, that I may go; for well you know what services I have rendered you.”"
Genesis 30:27,"But Laban said to him, “If you will indulge me,<sup>*</sup><sup>*</sup><i class=""footnote""><b>If you will indulge me </b>Lit. “If I have found favor in your eyes.”</i> I have learned by divination that יהוה has blessed me on your account.”"
Genesis 30:28,"And he continued, “Name the wages due from me, and I will pay you.”"
Genesis 30:29,"But he said, “You know well how I have served you and how your livestock has fared with me."
Genesis 30:30,"For the little you had before I came has grown to much, since יהוה has blessed you wherever I turned. And now, when shall I make provision for my own household?”"
Genesis 30:31,"He said, “What shall I pay you?” And Jacob said, “Pay me nothing! If you will do this thing for me, I will again pasture and keep your flocks:"
Genesis 30:32,"let me pass through your whole flock today, removing from there every speckled and spotted animal—every dark-colored sheep and every spotted and speckled goat. Such shall be my wages."
Genesis 30:33,"In the future when you go over my wages, let my honesty toward you testify for me: if there are among my goats any that are not speckled or spotted or any sheep that are not dark-colored, they got there by theft.”"
Genesis 30:34,"And Laban said, “Very well, let it be as you say.”"
Genesis 30:35,"But that same day he removed the streaked and spotted he-goats and all the speckled and spotted she-goats—every one that had white on it—and all the dark-colored sheep, and left them in the charge of his sons."
Genesis 30:36,"And he put a distance of three days’ journey between himself and Jacob, while Jacob was pasturing the rest of Laban’s flock."
Genesis 30:37,"Jacob then got fresh shoots of poplar, and of almond and plane, and peeled white stripes in them, laying bare the white of the shoots."
Genesis 30:38,"The rods that he had peeled he set up in front of the goats<sup>*</sup><sup>*</sup><i class=""footnote""><b>goats </b>Lit. “flocks.”</i> in the troughs, the water receptacles, that the goats came to drink from. Their mating occurred when they came to drink,"
Genesis 30:39,"and since the goats mated by the rods, the goats brought forth streaked, speckled, and spotted young."
Genesis 30:40,"But Jacob dealt separately with the sheep; he made these animals face the streaked or wholly dark-colored animals in Laban’s flock. And so he produced special flocks for himself, which he did not put with Laban’s flocks."
Genesis 30:41,"Moreover, when the sturdier<sup>*</sup><sup>*</sup><i class=""footnote""><b>sturdier </b>Or “early-breeding.”</i> animals were mating, Jacob would place the rods in the troughs, in full view of the animals, so that they mated by the rods;"
Genesis 30:42,"but with the feebler<sup>*</sup><sup>*</sup><i class=""footnote""><b>feebler </b>Or “late-breeding.”</i> animals he would not place them there. Thus the feeble<sup>*</sup><sup>*</sup><i class=""footnote""><b>feeble </b>Cf. previous note.</i> ones went to Laban and the sturdy to Jacob."
Genesis 30:43,"So the man grew exceedingly prosperous, and came to own large flocks, maidservants and menservants, camels and asses."
Genesis 31:1,"Now he heard the things that Laban’s sons were saying: “Jacob has taken all that was our father’s, and from that which was our father’s he has built up all this wealth.”"
Genesis 31:2,Jacob also saw that Laban’s manner toward him was not as it had been in the past.
Genesis 31:3,"Then יהוה said to Jacob, “Return to your ancestors’ land—where you were born—and I will be with you.”"
Genesis 31:4,"Jacob had Rachel and Leah called to the field, where his flock was,"
Genesis 31:5,"and said to them, “I see that your father’s manner toward me is not as it has been in the past. But the God of my father’s [house] has been with me."
Genesis 31:6,"As you know, I have served your father with all my might;"
Genesis 31:7,"but your father has cheated me, changing my wages time and again.<sup>*</sup><sup>*</sup><i class=""footnote""><b>time and again </b>Lit. “ten times.”</i> God, however, would not let him do me harm."
Genesis 31:8,"If he said thus, ‘The speckled shall be your wages,’ then all the flocks would drop speckled young; and if he said thus, ‘The streaked shall be your wages,’ then all the flocks would drop streaked young."
Genesis 31:9,God has taken away your father’s livestock and given it to me.
Genesis 31:10,"“Once, at the mating time of the flocks, I had a dream in which I saw<sup>*</sup><sup>*</sup><i class=""footnote""><b>I had a dream in which I saw </b>Lit. “I raised my eyes and saw in a dream, behold.”</i> that the he-goats mating with the flock were streaked, speckled, and mottled."
Genesis 31:11,"And in the dream a messenger of God said to me, ‘Jacob!’ ‘Here,’ I answered."
Genesis 31:12,"And the messenger said, ‘Note well that all the he-goats which are mating with the flock are streaked, speckled, and mottled; for I have noted all that Laban has been doing to you."
Genesis 31:13,"I am the God of Bethel, where you anointed a pillar and where you made a vow to Me. Now, arise and leave this land and return to your native land.’”"
Genesis 31:14,"Then Rachel and Leah answered him, saying, “Have we still a share in the inheritance of our father’s house?"
Genesis 31:15,"Surely, he regards us as outsiders, now that he has sold us and has used up our purchase price."
Genesis 31:16,"Truly, all the wealth that God has taken away from our father belongs to us and to our children. Now then, do just as God has told you.”"
Genesis 31:17,Thereupon Jacob put his children and wives on camels;
Genesis 31:18,"and he drove off all his livestock and all the wealth that he had amassed, the livestock in his possession that he had acquired in Paddan-aram, to go to his father Isaac in the land of Canaan."
Genesis 31:19,"Meanwhile Laban had gone to shear his sheep, and Rachel stole her father’s household idols."
Genesis 31:20,"Jacob kept Laban the Aramean in the dark,<sup>*</sup><sup>*</sup><i class=""footnote""><b>kept Laban the Aramean in the dark </b>Lit. “stole the mind of Laban the Aramean”; similarly in v. 26.</i> not telling him that he was fleeing,"
Genesis 31:21,and fled with all that he had. Soon he was across the Euphrates and heading toward the hill country of Gilead.
Genesis 31:22,"On the third day, Laban was told that Jacob had fled."
Genesis 31:23,"So he took his kinsmen with him and pursued him a distance of seven days, catching up with him in the hill country of Gilead."
Genesis 31:24,"But God appeared to Laban the Aramean in a dream by night and said to him, “Beware of attempting anything with Jacob, good or bad.”"
Genesis 31:25,"Laban overtook Jacob. Jacob had pitched his tent on the Height, and Laban with his kinsmen encamped in the hill country of Gilead."
Genesis 31:26,"And Laban said to Jacob, “What did you mean by keeping me in the dark and carrying off my daughters like captives of the sword?"
Genesis 31:27,"Why did you flee in secrecy and mislead me and not tell me? I would have sent you off with festive music, with timbrel and lyre."
Genesis 31:28,"You did not even let me kiss my sons and daughters<sup>°</sup><sup>*</sup><i class=""footnote""><b>sons and daughters </b>So NJPS; Heb. levanai we-livnotai, a stock phrase (see, e.g., 46.15; 1 Sam. 30.6; Neh. 5.5) that means “progeny,” thus including grandchildren.</i> good-by! It was a foolish thing for you to do."
Genesis 31:29,"I have it in my power to do you harm; but the God of your father’s [house] said to me last night, ‘Beware of attempting anything with Jacob, good or bad.’"
Genesis 31:30,"Very well, you had to leave because you were longing for your father’s house; but why did you steal my gods?”"
Genesis 31:31,"Jacob answered Laban, saying, “I was afraid because I thought you would take your daughters from me by force."
Genesis 31:32,"But anyone with whom you find your gods shall not remain alive! In the presence of our kin, point out what I have of yours and take it.” Jacob, of course, did not know that Rachel had stolen them."
Genesis 31:33,"So Laban went into Jacob’s tent and Leah’s tent and the tents of the two maidservants; but he did not find them. Leaving Leah’s tent, he entered Rachel’s tent."
Genesis 31:34,"Rachel, meanwhile, had taken the idols and placed them in the camel cushion and sat on them; and Laban rummaged through the tent without finding them."
Genesis 31:35,"For she said to her father, “Let not my lord take it amiss that I cannot rise before you, for I am in a womanly way.” Thus he searched, but could not find the household idols."
Genesis 31:36,"Now Jacob became incensed and took up his grievance with Laban. Jacob spoke up and said to Laban, “What is my crime, what is my guilt that you should pursue me?"
Genesis 31:37,"You rummaged through all my things; what have you found of all your household objects? Set it here, before my kin and yours, and let them decide between us two."
Genesis 31:38,"“These twenty years I have spent in your service, your ewes and she-goats never miscarried, nor did I feast on rams from your flock."
Genesis 31:39,"That which was torn by beasts I never brought to you; I myself made good the loss; you exacted it of me, whether snatched by day or snatched by night."
Genesis 31:40,"Often,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Often </b>Lit. “I was.”</i> scorching heat ravaged me by day and frost by night; and sleep fled from my eyes."
Genesis 31:41,"Of the twenty years that I spent in your household, I served you fourteen years for your two daughters, and six years for your flocks; and you changed my wages time and again.<sup>*</sup><sup>*</sup><i class=""footnote""><b>time and again </b>Lit. “ten times.”</i> "
Genesis 31:42,"Had not the God of my father’s [house]—the God of Abraham and the Fear<sup>*</sup><sup>*</sup><i class=""footnote""><b>Fear </b>Meaning of Heb. paḥad uncertain.</i> of Isaac—been with me, you would have sent me away empty-handed. But it was my plight and the toil of my hands that God took notice of—and gave judgment on last night.”"
Genesis 31:43,"Then Laban spoke up and said to Jacob, “The daughters are my daughters, the children are my children, and the flocks are my flocks; all that you see is mine. Yet what can I do now about my daughters or the children they have borne?"
Genesis 31:44,"Come, then, let us make a pact, you and I, that there may be a witness between you and me.”"
Genesis 31:45,Thereupon Jacob took a stone and set it up as a pillar.
Genesis 31:46,"And Jacob said to his kinsmen, “Gather stones.” So they took stones and made a mound; and they partook of a meal there by the mound."
Genesis 31:47,"Laban named it Yegar-sahadutha,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Yegar-sahadutha </b>Aramaic for “the mound (or: stone-heap) of witness.”</i> but Jacob named it Gal-ed.<sup>*</sup><sup>*</sup><i class=""footnote""><b>Gal-ed </b>Heb. for “the mound (or: stone-heap) of witness,” reflecting the name Gilead, v. 23.</i> "
Genesis 31:48,"And Laban declared, “This mound is a witness between you and me this day.” That is why it was named Gal-ed;"
Genesis 31:49,"and [it was called] Mizpah, because he said, “May יהוה watch<sup>*</sup><sup>*</sup><i class=""footnote""><b>watch </b>Heb. yiṣeph, associated with Mizpah.</i> between you and me, when we are out of sight of each other."
Genesis 31:50,"If you ill-treat my daughters or take other wives besides my daughters—though no one else<sup>°</sup><sup>*</sup><i class=""footnote""><b>one else </b>Or “participant,” i.e., one of the witnesses to this agreement, who is thereby authorized to intervene if it is violated; cf. Kimhi, and see the Dictionary under ’ish.</i> be about, remember, it is God who will be witness between you and me.”"
Genesis 31:51,"And Laban said to Jacob, “Here is this mound and here the pillar which I have set up between you and me:"
Genesis 31:52,"this mound shall be witness and this pillar shall be witness that I am not to cross to you past this mound, and that you are not to cross to me past this mound and this pillar, with hostile intent."
Genesis 31:53,"May the God of Abraham’s [house] and the god of Nahor’s [house]”—their ancestral deities—“judge between us.” And Jacob swore by the Fear<sup>*</sup><sup>*</sup><i class=""footnote""><b>Fear </b>Meaning of Heb. paḥad uncertain.</i> of his father Isaac’s [house]."
Genesis 31:54,"Jacob then offered up a sacrifice on the Height, and invited his kinsmen to partake of the meal. After the meal, they spent the night on the Height."
Genesis 32:1,"Early in the morning, Laban kissed his sons and daughters<sup>°</sup><sup>*</sup><i class=""footnote""><b>sons and daughters </b>See note at 31.28.</i> and bade them good-by; then Laban left on his journey homeward."
Genesis 32:2,"Jacob went on his way, and messengers of God encountered him."
Genesis 32:3,"When he saw them, Jacob said, “This is God’s camp.” So he named that place Mahanaim.<sup>*</sup><sup>*</sup><i class=""footnote""><b>Mahanaim </b>Connected with Heb. maḥaneh “camp.”</i> "
Genesis 32:4,"Jacob sent messengers ahead to his brother Esau in the land of Seir, the country of Edom,"
Genesis 32:5,"and instructed them as follows, “Thus shall you say, ‘To my lord Esau, thus says your servant Jacob:<sup>*</sup><sup>*</sup><i class=""footnote""><b>Thus shall you say, ‘To my lord Esau, thus says your servant Jacob…’ </b>Or “Thus you shall say to my lord Esau, ‘Thus says your servant Jacob…’”</i> I stayed with Laban and remained until now;"
Genesis 32:6,"I have acquired cattle, asses, sheep, and male and female slaves; and I send this message to my lord in the hope of gaining your favor.’”"
Genesis 32:7,"The messengers returned to Jacob, saying, “We came to your brother Esau; he himself is coming to meet you, and his retinue<sup>°</sup><sup>*</sup><i class=""footnote""><b>retinue </b>Trad. “men,” yet women may be in view. See 33.15; cf. 24.59; contrast Judg. 9.49 with Exod. 32.28. See further the Dictionary under ’ish.</i> numbers four hundred.”"
Genesis 32:8,"Jacob was greatly frightened; in his anxiety, he divided the people with him, and the flocks and herds and camels, into two camps,"
Genesis 32:9,"thinking, “If Esau comes to the one camp and attacks it, the other camp may yet escape.”"
Genesis 32:10,"Then Jacob said, “O God of my father Abraham’s [house] and God of my father Isaac’s [house], O יהוה, who said to me, ‘Return to your native land and I will deal bountifully with you’!"
Genesis 32:11,"I am unworthy of all the kindness that You have so steadfastly shown Your servant: with my staff alone I crossed this Jordan, and now I have become two camps."
Genesis 32:12,"Deliver me, I pray, from the hand of my brother, from the hand of Esau; else, I fear, he may come and strike me down, mothers and children alike."
Genesis 32:13,"Yet You have said, ‘I will deal bountifully with you and make your offspring as the sands of the sea, which are too numerous to count.’”"
Genesis 32:14,"After spending the night there, he selected from what was at hand these presents for his brother Esau:"
Genesis 32:15,200 she-goats and 20 he-goats; 200 ewes and 20 rams;
Genesis 32:16,30 milch camels with their colts; 40 cows and 10 bulls; 20 she-asses and 10 he-asses.
Genesis 32:17,"These he put in the charge of his servants, drove by drove, and he told his servants, “Go on ahead, and keep a distance between droves.”"
Genesis 32:18,"He instructed the one in front as follows, “When my brother Esau meets you and asks you, ‘Who’s your master? Where are you going? And whose [animals] are these ahead of you?’"
Genesis 32:19,"you shall answer, ‘Your servant Jacob’s; they are a gift sent to my lord Esau; and [Jacob] himself is right behind us.’”"
Genesis 32:20,"He gave similar instructions to the second one, and the third, and all the others who followed the droves, namely, “Thus and so shall you say to Esau when you reach him."
Genesis 32:21,"And you shall add, ‘And your servant Jacob himself is right behind us.’” For he reasoned, “If I propitiate him with presents in advance, and then face him, perhaps he will show me favor.”"
Genesis 32:22,"And so the gift went on ahead, while he remained in camp that night."
Genesis 32:23,"That same night he arose, and taking his two wives, his two maidservants, and his eleven sons,<sup>°</sup><sup>*</sup><i class=""footnote""><b>sons </b>NJPS “children”; Heb. yeladim. Given the specified number, the reference cannot include Jacob’s daughter(s). English idiom warrants the greater gender specificity.</i> he crossed the ford of the Jabbok."
Genesis 32:24,"After taking them across the stream, he sent across all his possessions."
Genesis 32:25,"Jacob was left alone. And a figure<sup>°</sup><sup>*</sup><i class=""footnote""><b>figure </b>Or “[divine] agent.” The expectation of divine intervention (see 28.15; 32.10–13) via a nearby agent (see 32.2–3) evokes this extended sense. Cf. 18.2; see further the Dictionary under ’ish; Agent.</i> wrestled with him until the break of dawn."
Genesis 32:26,"When he saw that he had not prevailed against him, he wrenched Jacob’s hip at its socket, so that the socket of his hip was strained as he wrestled with him."
Genesis 32:27,"Then he said, “Let me go, for dawn is breaking.” But he answered, “I will not let you go, unless you bless me.”"
Genesis 32:28,"Said the other, “What is your name?” He replied, “Jacob.”"
Genesis 32:29,"Said he, “Your name shall no longer be Jacob, but Israel, for you have striven<sup>*</sup><sup>*</sup><i class=""footnote""><b>striven </b>Heb. saritha, connected with first part of “Israel.”</i> with beings divine and human,<sup>*</sup><sup>*</sup><i class=""footnote""><b>beings divine and human </b>Or “God (Elohim, connected with second part of ‘Israel’) and human beings.”</i> and have prevailed.”"
Genesis 32:30,"Jacob asked, “Pray tell me your name.” But he said, “You must not ask my name!” And he took leave of him there."
Genesis 32:31,"So Jacob named the place Peniel,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Peniel </b>Understood as “face of God.”</i> meaning, “I have seen a divine being face to face, yet my life has been preserved.”"
Genesis 32:32,"The sun rose upon him as he passed Penuel, limping on his hip."
Genesis 32:33,"That is why the children of Israel to this day do not eat the thigh muscle that is on the socket of the hip, since Jacob’s hip socket was wrenched at the thigh muscle."
Genesis 33:1,"Looking up, Jacob saw Esau coming, with a retinue<sup>°</sup><sup>*</sup><i class=""footnote""><b>retinue </b>See note at 32.7.</i> of four hundred. He divided the children<sup>°</sup><sup>*</sup><i class=""footnote""><b>children </b>Heb. yeladim, referring here only to Jacob’s sons (see 32.23) in anticipation of their becoming the progenitors of Israel’s tribes; and so through v. 14.</i> among Leah, Rachel, and the two maids,"
Genesis 33:2,"putting the maids and their children first, Leah and her children next, and Rachel and Joseph last."
Genesis 33:3,He himself went on ahead and bowed low to the ground seven times until he was near his brother.
Genesis 33:4,"Esau ran to greet him. He embraced him and, falling on his neck, he kissed him; and they wept."
Genesis 33:5,"Looking about, he saw the women and the children. “Who,” he asked, “are these with you?” He answered, “The children with whom God has favored your servant.”"
Genesis 33:6,"Then the maids, with their children, came forward and bowed low;"
Genesis 33:7,"next Leah, with her children, came forward and bowed low; and last, Joseph and Rachel came forward and bowed low."
Genesis 33:8,"And he asked, “What do you mean by all this company which I have met?” He answered, “To gain my lord’s favor.”"
Genesis 33:9,"Esau said, “I have enough, my brother; let what you have remain yours.”"
Genesis 33:10,"But Jacob said, “No, I pray you; if you would do me this favor, accept from me this gift; for to see your face is like seeing the face of God, and you have received me favorably."
Genesis 33:11,"Please accept my present which has been brought to you, for God has favored me and I have plenty.” And when he urged him, he accepted."
Genesis 33:12,"And [Esau] said, “Let us start on our journey, and I will proceed at your pace.”"
Genesis 33:13,"But he said to him, “My lord knows that the children are frail and that the flocks and herds, which are nursing, are a care to me; if they are driven hard a single day, all the flocks will die."
Genesis 33:14,"Let my lord go on ahead of his servant, while I travel slowly, at the pace of the cattle before me and at the pace of the children, until I come to my lord in Seir.”"
Genesis 33:15,"Then Esau said, “Let me assign to you some of the people who are with me.” But he said, “Oh no, my lord is too kind to me!”"
Genesis 33:16,So Esau started back that day on his way to Seir.
Genesis 33:17,"But Jacob journeyed on to Succoth, and built a house for himself and made stalls for his cattle; that is why the place was called Succoth.<sup>*</sup><sup>*</sup><i class=""footnote""><b>Succoth </b>Meaning “stalls,” “huts,” “booths.”</i> "
Genesis 33:18,Jacob arrived safe in the city of Shechem which is in the land of Canaan—having come thus from Paddan-aram—and he encamped before the city.
Genesis 33:19,"The parcel of land where he pitched his tent he purchased from the kin of Hamor, Shechem’s father, for a hundred kesitah s.<sup>*</sup><sup>*</sup><i class=""footnote""><b>kesitahs </b>Heb. qesiṭah, a unit of unknown value.</i> "
Genesis 33:20,"He set up an altar there, and called it El-elohe-yisrael.<sup>*</sup><sup>*</sup><i class=""footnote""><b>El-elohe-yisrael </b>“El, God of Israel.”</i> "
Genesis 34:1,"Now Dinah, the daughter whom Leah had borne to Jacob, went out to visit the daughters of the land."
Genesis 34:2,"Shechem son of Hamor the Hivite, chief of the country, saw her, and took her and lay with her and disgraced her.<sup>°</sup><sup>*</sup><i class=""footnote""><b>and disgraced her </b>Heb. wa-y‘anneha, lit. “and violated her.” NJPS “by force,” but whether Dinah consented is not stated, and is not at issue; regardless, by the norms of the ancient Near East, she was disgraced. OJPS “and humbled her.”</i> "
Genesis 34:3,"Being strongly drawn to Dinah daughter of Jacob, and in love with the maiden, he spoke to the maiden tenderly."
Genesis 34:4,"So Shechem said to his father Hamor, “Get me this girl as a wife.”"
Genesis 34:5,"Jacob heard that he had defiled his daughter Dinah; but since his sons were in the field with his cattle, Jacob kept silent until they came home."
Genesis 34:6,Then Shechem’s father Hamor came out to Jacob to speak to him.
Genesis 34:7,"Meanwhile Jacob’s sons, having heard the news, came in from the field. The men<sup>°</sup><sup>*</sup><i class=""footnote""><b>The men </b>More precisely, “the [salient] participants [in the situation],” namely Jacob’s sons. See the Dictionary under ’ish.</i> were distressed and very angry, because he had committed an outrage in Israel by lying with Jacob’s daughter—a thing not to be done."
Genesis 34:8,"And Hamor spoke with them, saying, “My son Shechem longs for your daughter. Please give her to him in marriage."
Genesis 34:9,"Intermarry with us: give your daughters to us, and take our daughters for yourselves:"
Genesis 34:10,"You will dwell among us, and the land will be open before you; settle, move about, and acquire holdings in it.”"
Genesis 34:11,"Then Shechem said to her father and brothers, “Do me this favor, and I will pay whatever you tell me."
Genesis 34:12,"Ask of me a bride-price ever so high, as well as gifts, and I will pay what you tell me; only give me the maiden for a wife.”"
Genesis 34:13,Jacob’s sons answered Shechem and his father Hamor—speaking with guile because he had defiled their sister Dinah—
Genesis 34:14,"and said to them, “We cannot do this thing, to give our sister to a man who is uncircumcised, for that is a disgrace among us."
Genesis 34:15,Only on this condition will we agree with you; that you will become like us in that every male among you is circumcised.
Genesis 34:16,Then we will give our daughters to you and take your daughters to ourselves; and we will dwell among you and become as one kindred.
Genesis 34:17,"But if you will not listen to us and become circumcised, we will take our daughter and go.”"
Genesis 34:18,Their words pleased Hamor and Hamor’s son Shechem.
Genesis 34:19,"And the youth lost no time in doing the thing, for he wanted Jacob’s daughter. Now he was the most respected in his father’s house."
