Index Title,Jerusalem Talmud Shekalim NEW
Jerusalem Talmud Shekalim 5:1:1,"<strong>הלכה א <big>מתני׳</big></strong> אלו הן הממונים שהיו במקדש: יוחנן בן פנחס על החותמות, אחייה על הנסכים, מתיה בן שמואל על הפייסות,"
Jerusalem Talmud Shekalim 5:1:2,פתחיה על הקנין
Jerusalem Talmud Shekalim 5:1:3,פתחיה זהו מרדכי ולמה נקרא שמו פתחיה שהיה פותח דברים ודורשן ויודע בשבעים לשון
Jerusalem Talmud Shekalim 5:1:4,בן אחייה על חולי מעיים נחוניה חופר שיחין גביני כרוז בן גבר על נעילת שערים
Jerusalem Talmud Shekalim 5:1:5,בן בבי ממונה על הפקיע בן ארזא על הצלצל הוגרס בן לוי על השיר
Jerusalem Talmud Shekalim 5:1:6,בית גרמו על מעשה לחם הפנים בית אבטינס על מעשה הקטורת ואלעזר על הפרוכת ופנחס המלביש
Jerusalem Talmud Shekalim 5:1:7,<strong>גמ׳</strong> רבי חזקיה אמר רבי סימון ורבנן חד אמר כשירי דור ודור בא למנות עליהן וחרנה אמר מי שהיה באותו דור מנה מה שבדורו
Jerusalem Talmud Shekalim 5:1:8,מאן דאמר כשירי כל דור ודור בא למנות על כולן הוא אומר זכר צדיק לברכה
Jerusalem Talmud Shekalim 5:1:9,מאן דאמר מי שהיה באותו דור מנה מה שבדורו על כולן הוא אומר ושם רשעים ירקב ועל מי נאמר זכר צדיק לברכה על בן קטין וחביריו
Jerusalem Talmud Shekalim 5:1:10,<sup><b>[דף יג:]</b></sup> אמר רבי יונה כתיב לכן אחלק לו ברבים ואת עצומים יחלק שלל זה רבי עקיבא שהתקין מדרש ההלכות והגדות
Jerusalem Talmud Shekalim 5:1:11,ויש אומרים אלו אנשי כנסת הגדולה תיקנו אלא מה תיקן זה כללות ופרטות
Jerusalem Talmud Shekalim 5:1:12,אמר רבי אבהו כתיב משפחת סופרים יושבי יעבץ מה תלמוד לומר סופרים אלא שעשו את התורה ספורות ספורות
Jerusalem Talmud Shekalim 5:1:13,חמשה לא יתרומו תרומה חמשה דברים חייבין בחלה חמש עשרה נשים פוטרות צרותיהן שלשים ושש כריתות בתורה שלש עשרה דבר נאמרו בנבלת העוף הטהור ארבע אבות נזיקין אבות מלאכות ארבעים חסר אחת
Jerusalem Talmud Shekalim 5:1:14,אמר רבי אליעזר כתיב לעזרא הכהן הסופר מה תלמוד לומר סופר אלא כשם שהיה סופר בדברי תורה כך היה סופר בדברי חכמים
Jerusalem Talmud Shekalim 5:1:15,רבי חגי בשם רבי שמואל בר נחמן הראשונים חרשו וזרעו ניכשו כיסחו עדרו קצרו עמרו דשו זרו בררו טחנו הרקידו לשו קיטפו ואפו ואנו אין לנו מה לאכול
Jerusalem Talmud Shekalim 5:1:16,רבי אבא בר זמינא בשם רבי זעירא אין הוון קדמאין מלאכין אנן בני אנש ואין הוון בני אנש אנן חמרין אמר רבי מנא בההיא שעתא אמרין אפילו כחמרתיה דרבי פינחס בן יאיר לא אידמינון
Jerusalem Talmud Shekalim 5:1:17,חמרתיה דרבי פינחס בן יאיר גנבתה ליסטאי בליליא עבדת טמירא גבון תלתא יומין ולא טעמה כלום בתר תלתא יומין אימלכון מחזרתה אמרי אפקינון מן הכא דלא תימות גבן אפקונה אזלת וקמת לה על תרעא דמרה שריית מנהקת אמר לון פתחון להדא עלובתא דאית לה תלת יומין דלא טעמה כלום פתחין לה ועלת לה
Jerusalem Talmud Shekalim 5:1:18,אמר לון יהבו לה כלום תיכול יהבון קומה שעורין ולא בעית למיכל אמרין ליה רבי לא בעית למיכל אמר לון מתקנין אינון אמרו ליה אין אמר לון וארימתון דמיין
Jerusalem Talmud Shekalim 5:1:19,אמרון ליה לא כן אלפון רבי הלוקח זרע לבהמה קמח לעורות שמן לאור פטור מן הדמאי אמר לון מה נעבד לה להדא עלובתא דהיא מחמרה על גרמה סגין וארימן דמיין ואכלת
Jerusalem Talmud Shekalim 5:1:20,פתחיה על הקינין בא וראה מה גדול הוא כחו של אותו האיש פותח דברים ודורשן יודע בשבעים לשון תני סנהדרין שיש בה שנים שיכולין לדבר וכולן ראוין לשמוע הרי זו ראויה לסנהדרין
Jerusalem Talmud Shekalim 5:1:21,שלשה הרי זו בינונית ארבעה הרי זו חכמה וביבנה היו בה ארבעה בן עזאי ובן זומא ובן חכינאי ורבי אלעזר בן מתיה
Jerusalem Talmud Shekalim 5:1:22,אמר רבי חסדא פעם אחת יבשה ארץ ישראל ולא ידעו מהיכן להביא עומר
Jerusalem Talmud Shekalim 5:1:23,והוה תמן חד אלם דהוה יהיב חד ידיה על גגות וחד ידיה על צריפים אייתוניה קמיה דפתחיה אמר להו אית אתר דמתקריא גגות צריפין או צריפין גגות אזלין לתמן ואשכחן
Jerusalem Talmud Shekalim 5:1:24,אמר רבי יוסה בי רבי בון פעם אחת נשדף כל העולם כולו ולא היו יודעין מהיכן להביא העומר והוה תמן חד אילם דהוה יהיב ידיה על עיניה וידיה על סוכרא אייתוניה לגבי פתחיה אמר לון אית אתר דמיתקריא עין סוכר או סוכר עין ואזלון תמן ואשכחון
Jerusalem Talmud Shekalim 5:1:25,שלש נשים הביאו קיניהן אחת אומרת לעינתי ואחת אומרת לימתי ואחת אומרת לזיבתי
Jerusalem Talmud Shekalim 5:1:26,זו שאומרת לעינתי סברין מימר שופעת כמעין אמר לון בעיינא סכנת
Jerusalem Talmud Shekalim 5:1:27,זו שאומרת לימתי סברין מימר שופעת כים אמר לון בימה סכנת
Jerusalem Talmud Shekalim 5:1:28,זו שאומרת לזיבתי סברין מימר זבה ממש אמר לון זאב בא ליטול את בנה
Jerusalem Talmud Shekalim 5:1:29,בן אחייה וכו׳ על ידי שהיו הכהנים מהלכין יחפים על הרצפה והיו אוכלין בשר ושותין מים היו באין לידי חולי המעים והוה ידע האי דין חמר טב למעייא והאי דין חמר סמם למעייא
Jerusalem Talmud Shekalim 5:1:30,נחוניא חופר שיחין שהיה חופר שיחין ומערות והוה ידע <sup><b>[דף יד.]</b></sup> האי דין כיף מקורר מיא והאי דין כיף אית ביה שרברובי ועד היכן שרברובותיה מטיא אמר רבי אליעזר ומת בנו בצמא
Jerusalem Talmud Shekalim 5:1:31,אמר רבי חנינא מאן דאמר רחמנא וותרן יתוותרן בני מעויי אלא מאריך רוחיה וגבי דידיה
Jerusalem Talmud Shekalim 5:1:32,אמר רבי אחא כתיב וסביביו נשערה מאוד מדקדק עמהן כחוט השערה
Jerusalem Talmud Shekalim 5:1:33,אמר רבי יוסי לא מטעם הזה אלא מן מה דכתיב ונורא הוא על כל סביביו מוראו על הקרובים יותר מן הרחוקים
Jerusalem Talmud Shekalim 5:1:34,רבי חגיי בשם רבי שמואל בר נחמן מעשה בחסיד אחד שהיה חופר בורות שיחין ומערות לעוברים ושבים פעם אחת היתה בתו עוברת להנשא ושטפה נהר והוון כל עמא עללין לגבי בעון מנחמתיה ולא קיבל עלוי מתנחמא
Jerusalem Talmud Shekalim 5:1:35,עאל רבי פנחס בן יאיר לגביה בעי מנחמתיה ולא קיבל עלוי מתנחמא אמר לון דין הוא חסידכון אמרו ליה רבי כך וכך היה עושה וכך וכך אירע ליה
Jerusalem Talmud Shekalim 5:1:36,אמר אפשר שהיה מכבד את בוראו במים והוא מקפחו במים מיד נפלה הברה בעיר באת בתו של אותו האיש אית דאמרי בסוכתא איתערית ואית דאמרי מלאך ירד כדמות רבי פנחס בן יאיר והצילה
Jerusalem Talmud Shekalim 5:1:37,גביני כרוז שהיה מכריז בבית המקדש מה היה אומר עמדו הכהנים לעבודה ולויים לדוכנן וישראל למעמדן אגריפס המלך שמע קולו עד שמונה פרסאות ונתן לו מתנות הרבה
Jerusalem Talmud Shekalim 5:1:38,בן גבר על נעילת שערים תירגם רב קומי דבית רבי שילא קרא גברא אכריז כרוזא
Jerusalem Talmud Shekalim 5:1:39,אמר ליה אמור קרא תרנגולא אמר ליה והתנינן בן גבר אית לך למימר בר תרנגולא
Jerusalem Talmud Shekalim 5:1:40,בן בבי על הפקיע שהיה מזייג פתילות רבי יוסי עאל לכופרה בעו ממנייא עלייהון פרנסים ולא קיבלון מינהן
Jerusalem Talmud Shekalim 5:1:41,עאל ואמר קומיהון בן בבי על הפקיע ומה אם זה שנתמנה על הפתילות זכה להימנות עם גדולי הדור אתם שאתם נתמנין על חיי נפשות לא כל שכן
Jerusalem Talmud Shekalim 5:1:42,בן ארזה על הצלצל כי הא דתנינן תמן הניף הסגן בסודרין והקיש בן ארזה על הצלצל
Jerusalem Talmud Shekalim 5:1:43,הוגרס בן לוי על השיר אמר רבי אחא נעימה יתירה היה יודע ואמרו עליו על הוגרס בן לוי שהיה מנעים את קולו בזמר וכשהיה נועץ גודלו בתוך פיו היה מוציא כמה מיני זמר והיו כל אחיו הכהנים נזקרין לו בבת ראש
Jerusalem Talmud Shekalim 5:1:44,בית גרמו על מעשה לחם הפנים בית גרמו היו בקיאין במעשה לחם הפנים וברדייתו ולא רצו ללמד
Jerusalem Talmud Shekalim 5:1:45,שלחו חכמים והביאו אומנים מאלכסנדריאה שהיו בקיאין במעשה לחם הפנים וברדייתו לא היו בקיאין
Jerusalem Talmud Shekalim 5:1:46,בית גרמו היו מסיקין מבפנים ורודין מבחוץ ולא היתה מתעפשת ואלו היו מסיקין מבפנים ורודין מבפנים והיתה מתעפשת
Jerusalem Talmud Shekalim 5:1:47,כיון שידעו חכמים בדבר הזה אמרו כל מה שברא הקדוש ברוך הוא לכבודו ברא שנאמר כל פעל ה׳ למענהו
Jerusalem Talmud Shekalim 5:1:48,שלחו אחריהם ולא רצו לבא עד שכפלו להם שכרן שנים עשר מנה היו נוטלים ונתנו להם עשרים וארבעה רבי יהודה אומר עשרים וארבעה היו נוטלים ונתנו להן ארבעים ושמונה
Jerusalem Talmud Shekalim 5:1:49,אמרו להן מפני מה אין אתם רוצים ללמד אמרו להן מסורת היא בידינו מאבותינו שהבית הזה עתיד ליחרב שלא ילמדו אחרים ויעשו לפני עבודה זרה שלהן בדברים הללו מזכירין אותן לשבח שלא יצא ביד בניהם פת נקיה מעולם שלא יהו אומרים ממעשה לחם הפנים הן אוכלים
Jerusalem Talmud Shekalim 5:1:50,בית אבטינס על מעשה הקטורת של בית אבטינס היו בקיאין על מעשי פיטום הקטורת ובמעלה העשן ולא רצו ללמד
Jerusalem Talmud Shekalim 5:1:51,שלחו והביאו אומנין מאלכסנדריאה של מצרים והיו בקיאין בפיטום הקטורת ובמעלה עשן לא היו בקיאין של בית אבטינס היתה מתמרת ועולה כמקל ופוסה ויורדת ושל אלו היתה פוסה מיד
Jerusalem Talmud Shekalim 5:1:52,כיון שידעו חכמים בדבר אמרו כל מה שברא הקדוש ברוך הוא לכבודו ברא שנאמר כל הנקרא בשמי לכבודי בראתיו וגו׳ שלחו אחריהם ולא רצו לבא עד שכפלו להן שכרן שנים עשר מנה היו נוטלין ונתנו להן עשרים וארבעה רבי יהודה אומר עשרים וארבעה היו נוטלין ונתנו להן ארבעים ושמונה
Jerusalem Talmud Shekalim 5:1:53,אמרו להן מפני מה אין אתם רוצין ללמד אמרו להן מסורת היא בידינו מאבותינו שהבית הזה עתיד ליחרב שלא ילמדו אחרים ויהיו עושין כן לפני עבודה זרה שלהן
Jerusalem Talmud Shekalim 5:1:54,בדברים הללו מזכירין אותן לשבח שלא יצאת אשה משל אחד מהן מבושמת מעולם ולא עוד אלא כשהיה אחד מהן נושא אשה ממקום אחר היה פוסק עמה על מנת שלא תתבשם שלא יהו אומרים ממעשה פיטום הקטורת הן מתבשמות לקיים מה שנאמר והייתם נקיים מה׳ ומישראל
Jerusalem Talmud Shekalim 5:1:55,אמר רבי יוסי פעם אחת הייתי עומד בירושלם ומצאתי תינוק אחד משל בית אבטינס אמרתי לו בני מאיזו משפחה את אמר לי ממשפחת פלוני אמרתי לו בני אבותיך לפי שנתכוונו לרבות כבודן ולמעט כבוד שמים לפיכך כבודם נתמעט וכבוד שמים נתרבה
Jerusalem Talmud Shekalim 5:1:56,אמר רבי עקיבא שח לי שמעון בן לוגא מלקט הייתי עשבים אני ותינוק אחד משל בית אבטינס וראיתי אותו שבכה וראיתי אותו ששחק אמרתי לו בני למה בכיתה אמר לי על כבוד של בית אבא שנתמעט ולמה שחקתה אמר לי על הכבוד המתוקן לצדיקים לעתיד לבא
Jerusalem Talmud Shekalim 5:1:57,ומה ראית מעלה עשן לנגדי נומיתי לו בני הראהו לי אמר לי רבי מסורת בידי מאבותי שלא להראותו לברייה
Jerusalem Talmud Shekalim 5:1:58,אמר רבי יוחנן בן נורי (מלקט הייתי עשבים אני וזקן אחד) פגע בי זקן אחד משל בית אבטינס ומגילת סמנים בידו אמר לי רבי לשעבר היו בית אבא צנועין והיו <sup><b>[דף יד:]</b></sup> מוסרין את המגילה הזאת אלו לאלו ועכשיו שאינן בית אבא נאמנים הילך את המגילה והזהר בה
Jerusalem Talmud Shekalim 5:1:59,וכשבאתי והרציתי הדברים לפני רבי עקיבא זלגו עיניו דמעות ואמר מעתה אין אנו צריכין להזכירן לגנאי
Jerusalem Talmud Shekalim 5:1:60,אלעזר על הפרוכת שהיה ממונה על אורגי פרוכת פנחס המלביש שהיה מלביש בגדי כהונה גדולה מעשה בכהן אחד שהלביש לאיסטרטיות אחד ונתן לו שמונה זהובים ואית דאמרין תרי עשר יהב ליה
Jerusalem Talmud Shekalim 5:2:1,"<strong>הלכה ב <big>מתני׳</big></strong> אין פוחתין משבעה אמרכולין ושלשה גזברין. ואין עושין שררה על הצבור פחות משנים. חוץ מבן אחיה שעל חולי מעיים, ואלעזר שעל הפרוכת, שאותן קיבלו רוב הצבור עליהן."
Jerusalem Talmud Shekalim 5:2:2,<strong>גמ׳</strong> אין פוחתין משלשה גזברין ומשבעה אמרכולין תני משני כתליקין
Jerusalem Talmud Shekalim 5:2:3,הדא הוא דכתיב ויחיאל ועזזיהו ונחת גזברין ועשאל וירימות ויזבד ואליאל ויסמכיהו ומחת ובניהו אמרכולין פקידים מיד כונניהו ושמעי אחיו קתיליקין במפקד יחזקיהו המלך ועזריהו נגיד בית אלהים המלך וכהן גדול
Jerusalem Talmud Shekalim 5:2:4,כשהוא חותם הגזבר חותם ונותנו לאמרכול אמרכל חותם ונותנו לקתליקון קתליקון חותם ונותנו לכהן גדול כהן גדול חותם ונותנו למלך
Jerusalem Talmud Shekalim 5:2:5,וכשהוא מתיר המלך רואה חותמו ומתיר כהן גדול רואה חותמו ומתיר קתליקין רואה חותמו ומתיר אמרכל רואה חותמו ומתיר גזבר רואה חותמו ומתיר
Jerusalem Talmud Shekalim 5:2:6,אין עושין שררה על הצבור בממון פחות משנים רב נחמן בשם רבי מנא על שם והם יקחו את הזהב ואת התכלת ואת הארגמן
Jerusalem Talmud Shekalim 5:2:7,אמר רבי חמא בי רבי חנינא מפסולת של לוחות העשיר משה הדא הוא דכתיב פסל לך שני לוחות אבנים פסל לך שתהא הפסולת שלך אמר רבי חנין מחצב של אבנים טובות ומרגליות ברא לו הקדוש ברוך הוא מתוך אהלו וממנו העשיר משה
Jerusalem Talmud Shekalim 5:2:8,כתיב והביטו אחרי משה עד בואו האוהלה תרין אמוראין חד אמר לגנאי וחד אמר לשבח
Jerusalem Talmud Shekalim 5:2:9,מאן דאמר לגנאי חמון שקין חמון כרעין חמון קופד אכיל מן דיהודאי ושתי מן דיהודאי כל מדליה מן דיהודאי ומאן דאמר לשבח מחמי צדיקיא ומזכי טוביא דזכת למיחמי יתיה
Jerusalem Talmud Shekalim 5:3:1,"<strong>הלכה ג <big>מתני׳</big></strong> ארבעה חותמות היו במקדש וכתוב עליהן: עגל, זכר, גדי, וחוטא. בן עזאי אומר: חמשה היו, וארמית כתוב עליהן: עגל, דכר, גדי, חוטא דל, וחוטא עשיר."
Jerusalem Talmud Shekalim 5:3:2,עגל משמש עם נסכי בקר גדולים וקטנים זכרים ונקבות גדי משמש עם נסכי הצאן גדולים וקטנים זכרים ונקבות חוץ משל אילים איל משמש עם נסכי אילים בלבד חוטא משמש עם נסכי שלש בהמות של מצורע
Jerusalem Talmud Shekalim 5:3:3,מי שהוא מבקש נסכים הולך לו אצל יוחנן שהוא ממונה על החותמות ונותן לו מעות ומקבל ממנו חותם בא לו אצל אחייה שהוא ממונה על הנסכים ונותן לו חותם ומקבל ממנו נסכים
Jerusalem Talmud Shekalim 5:3:4,לערב באין זה אצל זה ואחייה מוציא את החותמות ומקבל כנגדן מעות אם פחתו פחתו לו וישלם יוחנן מביתו ואם הותירו הותירו להקדש שיד הקדש על העליונה
Jerusalem Talmud Shekalim 5:3:5,מי שאבד חותמו ממתינין לו עד הערב ואם מצאו לו כדי חותמו נותנין לו ואם לאו לא היו נותנין לו ושם היום כתוב עליהן מפני הרמאין
Jerusalem Talmud Shekalim 5:3:6,<strong>גמ׳</strong> וכבן עזאי חוטא דל למה היה מביא לוגו עמו ברם כרבנן מביא גדי
Jerusalem Talmud Shekalim 5:3:7,נסכי רחל מה מן מה דתנינן גדי משמש נסכי צאן גדולים וקטנים זכרים ונקבות הדא אמרי נסכי רחל כנסכי גדי דכתיב ככה יעשה לשור האחד או לאיל האחד או לשה בכבשים או בעזים
Jerusalem Talmud Shekalim 5:3:8,לשור האחד למה נאמר מגיד שלא חלק בין נסכי עגל לנסכי שור שהיה בדין בן הצאן טעון נסכים ובן הבקר טעון נסכים אם מצאנו שחלק בין נסכי כבש לנסכי איל <sup><b>[דף טו.]</b></sup> לכך נחלוק בין נסכי עגל לנסכי שור תלמוד לומר ככה יעשה לשור האחד מגיד שלא חלק בין נסכי עגל לנסכי שור
Jerusalem Talmud Shekalim 5:3:9,או לאיל למה נאמר שהיה בדין אם מצאנו שחלק בין נסכי בן שנה לנסכי בן שנתיים לכך נחלוק בין נסכי שנתיים לנסכי שלש תלמוד לומר או לאיל האחד
Jerusalem Talmud Shekalim 5:3:10,או לשה בכבשים למה נאמר שהיה בדין אם מצאנו שחלק בין ניסכי כבש לנסכי איל לכך נחלוק בין נסכי כשבה לנסכי רחל תלמוד לומר או לשה בכבשים
Jerusalem Talmud Shekalim 5:3:11,או בעזים למה נאמר שהיה בדין אם מצאנו שחלק בין ניסכי כבש לנסכי איל לכך נחלוק בין נסכי גדי לנסכי תיש תלמוד לומר או בעזים הקיש קטן שבעזים לגדול שבתישים מה זה בשלשת לוגין אף זה בשלשת לוגין
Jerusalem Talmud Shekalim 5:3:12,ושם היום כתוב כו׳ הגע בעצמך שזייג אותו היום שם משמר היה כתוב עליו
Jerusalem Talmud Shekalim 5:3:13,הגע בעצמך שזייג אותו המשמר שם היום שם שבת שם חודש היה כתוב עליהן אפילו רוצה לזייג אין מצוי לזייג
Jerusalem Talmud Shekalim 5:4:1,"<strong>הלכה ד <big>מתני׳</big></strong> שתי לשכות היו במקדש, אחת לשכת חשאין ואחת לשכת הכלים. לשכת חשאין – יראי חטא נותנין לתוכה בחשאי, ועניים בני טובים מתפרנסין מתוכה בחשאי."
Jerusalem Talmud Shekalim 5:4:2,לשכת הכלים כל מי שהוא מתנדב כלי זורקו לתוכה ואחת לשלשים יום הגזברין פותחין אותה וכל כלי שמצאו בו צורך לבדק הבית מניחין אותו והשאר נמכרין ודמיהן נופלין לבדק הבית
Jerusalem Talmud Shekalim 5:4:3,<strong>גמ׳</strong> רבי יעקב בר אידי ורבי יצחק בר נחמן הוון פרנסים והוון יהבין לרבי חמא אבוי דרבי יהושעיה דינר והוא יהיב ליה לחורנין
Jerusalem Talmud Shekalim 5:4:4,רבי זכריה חתניה דרבי לוי היו הכל מליזין עליו אמרין דלא צריך והוא נסב מן דדמך בדקין ואשכחין דהוה מפליג ליה לחורנין
Jerusalem Talmud Shekalim 5:4:5,רבי חיננא בר פפא הוה מפליג מצוה בליליא חד זמן פגע ביה רבהון דרוחייא אמר ליה לא כן אלפן רבי לא תשיג גבול רעך
Jerusalem Talmud Shekalim 5:4:6,אמר ליה ולא כן כתיב מתן בסתר יכפה אף והוה מסתפי מיניה וערק מן קומוי
Jerusalem Talmud Shekalim 5:4:7,אמר רבי יונה אשרי נותן לדל אין כתיב כאן אלא אשרי משכיל אל דל זה שהוא מסתכל במצוה היאך לעשותה
Jerusalem Talmud Shekalim 5:4:8,כיצד היה רבי יונה עושה כשהיה רואה עני בן טובים שירד מנכסיו היה אומר לו בני בשביל ששמעתי שנפלה לך ירושה ממקום אחר טול ואת פורע מן דהוה נסיב הוה אמר ליה מתנה היא לך
Jerusalem Talmud Shekalim 5:4:9,חייא בר אדא אית הוה סבין ביומינון מאן דהוה יהיב להון מבין ריש שתא לצומא רבא הוון נסבין מן בתר כן לא הוון נסבין אמרין דשתן גבן
Jerusalem Talmud Shekalim 5:4:10,נחמיה איש שיחין פגע בו ירושלמי אחד אמר ליה זכה עמי חדא תרנגולתא אמר ליה הא לך טומיתיה דקופד וזבין קופד ואכיל ומית והיה צווח ואמר בואו וספדו להרוגו של נחמיה
Jerusalem Talmud Shekalim 5:4:11,נחום איש גם זו היה מוליך דורון לבית חמיו פגע בו מוכה שחין אחד אמר ליה זכה עמי ממה דאית גבך אמר ליה מיחזור חזר ואשכחיה מית
Jerusalem Talmud Shekalim 5:4:12,והוה אמר לקיבליה עינייא דחמינך ולא יסבון לך יסתמיין ידיה דלא פשטן מיתן לך יתקטעון רגלייא דלא רהטן למיתן לך יתברון ומטתיה כן
Jerusalem Talmud Shekalim 5:4:13,סליק לגביה רבי עקיבא אמר ליה אי לי שאני רואה אותך בכך אמר ליה אי לי שאין אני רואה אותך בכך אמר ליה מה את מקללני אמר ליה ומה את מבעט ביסורין
Jerusalem Talmud Shekalim 5:4:14,רבי הושעיה רבה הוה רביה דבריה חד סגי נהורא והוה יליף אכול עימיה בכל יום חד זמן הוה ליה אורחין ולא מטא מיכול עימיה ברמשא סליק לגביה אמר ליה לא יכעוס מרי עלי בגין דהוה לי אורחין יומא דין דאמרית דלא ליבזוי ביקרא דמרי יומא דין בגין כן לא אכלית עם מרי יומא דין
Jerusalem Talmud Shekalim 5:4:15,אמר ליה אתה פייסתה למאן דמתחמי ולא חמי דין דחמי ולא מתחמיים יקבל פיוסך אמר ליה הדא מנא לך אמר ליה מרבי אליעזר בן יעקב
Jerusalem Talmud Shekalim 5:4:16,דרבי אליעזר בן יעקב עאל חד דסגי נהורא לקרתיה יתב ליה רבי אליעזר בן יעקב לרע מיניה דיימרון דאילולי דהוה בר נשא רבא לא יתב ליה רבי אליעזר בן יעקב לרע מיניה עבדין ליה פרנסה דאיקר
Jerusalem Talmud Shekalim 5:4:17,אמר לון מהו הכין אמרון ליה רבי אליעזר בן יעקב יתב לרע מינך וצלוי עלוי הדא צלותא אתה גמלתה חסד למאן דמתחמי ולא חמי דין דחמי ולא מתחמי יגמול יתך חסד
Jerusalem Talmud Shekalim 5:4:18,רבי חמא בר חנינה ורבי הושעיא הוו מטיילין באילין כנישתא דלוד אמר רבי חמא בר חנינא לרבי הושעיא כמה ממון שיקעו אבותי כאן אמר ליה כמה נפשות שיקעו אבותיך כאן לא הוה אית בני נש דילעון באורייתא רבי אבון עבד אילין תרעייה <sup><b>[דף טו:]</b></sup> דסדרא רבא אתא רבי מנא לגביה אמר ליה חמי מאי עבדית אמר ליה וישכח ישראל את עושהו ויבן היכלות לא הוה בני נש דילעון באורייתא
Jerusalem Talmud Shekalim 5:4:19,תני קדשי המזבח מוציאין את הראוי להן מקדשי בדק הבית
Jerusalem Talmud Shekalim 5:4:20,אין קדשי בדק הבית מוציאין את הראוי להן מקדשי מזבח
Jerusalem Talmud Shekalim 5:4:21,והא תנינן כלי שמצאו בו צורך לבדק הבית מניחין אותו והשאר נמכרין ודמיהן נופלין לבדק הבית
Jerusalem Talmud Shekalim 5:4:22,אמר רבי חזקיה כיני מתניתא ללשכת בדק הבית
Jerusalem Talmud Shekalim 5:4:23,הדרן עלך פרק אלו הן הממונין
Jerusalem Talmud Shekalim 6:1:1,"<strong>הלכה א <big>מתני׳</big></strong> שלשה עשר שופרות, שלשה עשר שולחנות, שלש עשרה השתחוויות היו במקדש."
Jerusalem Talmud Shekalim 6:1:2,של בית רבן גמליאל ושל בית רבי חנניה סגן הכהנים היו משתחוים בארבע עשרה והיכן היתה יתירה כנגד דיר העצים שכן מסורת בידן מאבותיהן ששם הארון נגנז
Jerusalem Talmud Shekalim 6:1:3,מעשה בכהן אחד שהיה מתעסק וראה את הרצפה שהיא משונה מחברותיה בא ואמר לחבירו לא הספיק לגמור את הדבר עד שיצתה נשמתו וידעו בייחוד ששם הארון גנוז
Jerusalem Talmud Shekalim 6:1:4,<strong>גמ׳</strong> תני השופרות הללו עקומות היו צרות מלמעלן ורחבות מלמטן מפני הרמאין
Jerusalem Talmud Shekalim 6:1:5,תני בשם רבי אלעזר הארון גלה עמהן לבבל מאי טעמא לא יותר דבר אמר ה׳ אין דבר אלא שהדיברות לתוכו
Jerusalem Talmud Shekalim 6:1:6,וכן הוא אומר ולתשובת השנה שלח המלך נבוכדנצר ויביאהו בבלה עם כלי חמדת בית ה׳ איזהו כלי חמדת בית ה׳ זה הארון
Jerusalem Talmud Shekalim 6:1:7,רבי שמעון בן לקיש אומר במקומו היה הארון נגנז הדא הוא דכתיב ויאריכו הבדים ויראו ראשי הבדים אל הקדש אל פני הדביר ולא יראו החוצה
Jerusalem Talmud Shekalim 6:1:8,כתיב ויראו ואת אמרת ולא יראו אלא נראין ולא נראין בולטין ויוצאין כשני דדי האשה
Jerusalem Talmud Shekalim 6:1:9,ורבנן אמרי בלשכת דיר העצים היה הארון גנוז מעשה בכהן אחד בעל מום שהיה עומד ומפצל עצים בלשכת דיר העצים וראה את הרצפה שהיא משתנה מחברותיה בא ואמר לחבירו בא וראה את הרצפה הזאת שהיא משתנה מחברותיה לא הספיק לגמור את הדבר עד שיצתה נשמתו וידעו בייחוד ששם הארון גנוז תני רבי הושעיא הקיש עליה בקורנס ויצאת אש ושרפתו
Jerusalem Talmud Shekalim 6:1:10,תני רבי יהודה בן לקיש אמר שני ארונות היו מהלכין עם ישראל במדבר אחד שהיתה התורה נתונה בתוכו ואחר שהיו שברי לוחות נתונין בתוכו זה שהיתה התורה נתונה בתוכו היה מונח באהל מועד הדא הוא דכתיב וארון ברית ה׳ ומשה לא משו מקרב המחנה זה שהיו שברי לוחות נתונין בתוכו היה נכנס ויוצא עמהן ופעמים שהיה מתראה עמהן
Jerusalem Talmud Shekalim 6:1:11,ורבנן אמרי ארון אחד היה ופעם אחת יצא בימי עלי ונשבה קרייא מסייע להו לרבנן אוי לנו מי יצילנו מיד האלהים האדירים האלה מילה דלא חמון מן יומיהון
Jerusalem Talmud Shekalim 6:1:12,קרייא מסייע לרבי יודה בן לקיש ויאמר שאול לאחיה הגישה ארון האלהים והלא ארון בקרית יערים היה
Jerusalem Talmud Shekalim 6:1:13,מה עבדון ליה רבנן הגישה אלי הציץ קרייא מסייע לרבי יודא בן לקיש הארון וישראל ויהודה יושבין בסוכות
Jerusalem Talmud Shekalim 6:1:14,<sup><b>[דף טז.]</b></sup> והלא ארון בציון היה
Jerusalem Talmud Shekalim 6:1:15,מה עבדין ליה רבנן סכך שהוא כקירוי שעדיין לא נבנה בית הבחירה
Jerusalem Talmud Shekalim 6:1:16,משנגנז הארון נגנז עמו צנצנת המן וצלוחית שמן המשחה ומקלו של אהרן ופרחיו ושקדיו וארגז שהשיבו פלשתים אשם לאלהי ישראל
Jerusalem Talmud Shekalim 6:1:17,מי גנזו יאשיהו גנזו כיון שראה שכתוב יולך ה׳ אותך ואת מלכך אשר תקים עליך אל גוי אשר לא ידעת אתה ואבותיך עמד וגנזו
