mishnah_ref|german_text|hebrew_text|is_one_to_one|flagged_for_manual|flag_msg|list_rn
Mishnah Nazir 1:7| SAGTE JEMAND: ICH WILL NAZIR SEIN IN DER ANZAHL DER TAGE DES SONNENJAHRES SO ABSOLVIERE ER NAZIRATE IN DER ANZAHL DER TAGE DES SONNENJAHRES. R. JEHUDA SAGTE: EINST EREIGNETE SICH EIN SOLCHER FALL UND NACH DER BEENDIGUNG STARB ER.|הֲרֵינִי נָזִיר כְּמִנְיַן יְמוֹת הַחַמָּה, מוֹנֶה נְזִירוּת כְּמִנְיַן יְמוֹת הַחַמָּה. אָמַר רַבִּי יְהוּדָה, מַעֲשֶׂה הָיָה, כֵּיוָן שֶׁהִשְׁלִים מֵת: |True|False||['iv', 'v', 'vi', 'vii']
Mishnah Nazir 2:1|<sup>i</sup> <b>S</b>AGTE JEMAND: ICH WILL NAZIR SEIN INBEZUG AUF DÖRR- UND PRESSFEIGEN SO IST ER WIE DIE SCHULE ŠAMMAJS SAGT NAZIR UND WIE DIE SCHULE HILLELS SAGT KEIN NAZIR. R. JEHUDA SAGTE: DIE WORTE DER SCHULE ŠAMMAJS BEZIEHEN SICH NUR AUF DEN FALL WENN ER GESAGT HAT: SIE SOLLEN FÜR MICH EINEM OPFER GLEICHEN.|הֲרֵינִי נָזִיר מִן הַגְּרוֹגָרוֹת וּמִן הַדְּבֵלָה, בֵּית שַׁמַּאי אוֹמְרִים, נָזִיר, וּבֵית הִלֵּל אוֹמְרִים, אֵינוֹ נָזִיר. אָמַר רַבִּי יְהוּדָה, אַף כְּשֶׁאָמְרוּ בֵית שַׁמַּאי, לֹא אָמְרוּ אֶלָּא בְאוֹמֵר הֲרֵי הֵן עָלַי קָרְבָּן: |True|False||['i']
Mishnah Nazir 2:2|<sup>ii</sup> <b>S</b>AGTE JEMAND: DIESE KUH SAGT ICH WILL INBEZÜG AUF SIE NAZIRSEIN WENN SIE AUFSTEHT ODER: DIESE TÜRSAGT ICH WILL INBEZUG AUF SIE NAZIR SEIN WENN SIE SICH ÖFFNET SO IST ER WIE DIE SCHULE ŠAMMAJS SAGT NAZIR UND WIE DIE SCHULE HILLELS SAGT KEIN NAZIR. R. JEHUDA SAGTE: DIE SCHULE ŠAMMAJS SAGT ES NUR VON DEM FALLE WENN ER SAGT: DIESE KUH SOLL FÜR MICH OPFER SEIN FALLS SIE AUFSTEHT.|אָמַר, אָמְרָה פָרָה זוֹ הֲרֵינִי נְזִירָה אִם עוֹמֶדֶת אָנִי. אָמַר, הַדֶּלֶת הַזֶּה הֲרֵינִי נָזִיר אִם נִפְתָּח אָנִי. בֵּית שַׁמַּאי אוֹמְרִים, נָזִיר, וּבֵית הִלֵּל אוֹמְרִים, אֵינוֹ נָזִיר. אָמַר רַבִּי יְהוּדָה, אַף כְּשֶׁאָמְרוּ בֵית שַׁמַּאי, לֹא אָמְרוּ אֶלָּא בְאוֹמֵר הֲרֵי פָרָה זוֹ עָלַי קָרְבָּן אִם עוֹמֶדֶת הִיא: |True|False||['ii']
Mishnah Nazir 2:3|<sup>iii</sup> <b>W</b>ENN MAN JEMANDEM EINEN BECHER EINSGHENKT UND ER SPRICHT: ICH WILL INBEZUG AUF DIESEN NAZIR SEIN SO IST ER NAZIR. EINST SCHENKTE MAN EINER FRAU DIE TRUNKEN WAR EINEN BECHER EIN UND SIE SPRACH: ICH WILL INBEZUG AUF DIESEN NEZIRA SEIN. DA ENTSCHIEDEN DIE WEISEN: DIESE WOLLTE DAMIT NUR SAGEN ER GELTE FÜR SIE WIE EIN OPFER.|מָזְגוּ לוֹ אֶת הַכּוֹס, וְאָמַר הֲרֵינִי נָזִיר מִמֶּנוּ, הֲרֵי זֶה נָזִיר. מַעֲשֶׂה בְאִשָּׁה אַחַת שֶׁהָיְתָה שִׁכּוֹרָה וּמָזְגוּ לָהּ אֶת הַכּוֹס, וְאָמְרָה הֲרֵינִי נְזִירָה מִמֶּנּוּ, אָמְרוּ חֲכָמִים, לֹא נִתְכַּוְּנָה אֶלָּא לוֹמַר הֲרֵי הוּא עָלַי קָרְבָּן: |True|False||['iii']
Mishnah Nazir 2:4|<sup>iv</sup> SAGTE JEMAND: ICH WILL NAZIR SEIN UNTER DER BEDINGUNG WEIN TRINKEN UND SICH AN TOTEN VERUNREINIGEN ZU DÜRFEN SO IST ER NAZIR UND ALLESIST IHM VERBOTEN. SAGTE ER ER HABE GEWUSST DASS ES NAZIRÄERGEBE JEDOCH NICHT DASS DEM NAZIR DER WEIN VERBOTENSEI SO IST ER IHM DENNOCH VERBOTEN; NACH R. ŠIMO͑N ABER ERLAUBT. SAGTE ER ER HABE GEWUSST DASS EINEM NAZIR DER WEIN VERBOTEN SEI JEDOCH GEGLAUBT DASS DIE WEISEN IHN IHM ERLAUBEN WÜRDEN WEIL ER OHNE WEIN NICHT LEBEN KANN ODER WEIL ER TOTENGRÄBER IST SO IST ES IHM ERLAUBT; NACH R. ŠIMO͑N ABER VERBOTEN.|הֲרֵינִי נָזִיר עַל מְנָת שֶׁאֱהֵא שׁוֹתֶה יַיִן וּמִטַּמֵּא לְמֵתִים, הֲרֵי זֶה נָזִיר וְאָסוּר בְּכֻלָּן. יוֹדֵעַ אֲנִי שֶׁיֵּשׁ נְזִירוּת אֲבָל אֵינִי יוֹדֵעַ שֶׁהַנָּזִיר אָסוּר בְּיַּיִן, הֲרֵי זֶה אָסוּר. וְרַבִּי שִׁמְעוֹן מַתִּיר. יוֹדֵעַ אֲנִי שֶׁהַנָּזִיר אָסוּר בְּיַּיִן אֲבָל סָבוּר הָיִיתִי שֶׁחֲכָמִים מַתִּירִים לִי מִפְּנֵי שֶׁאֵין אֲנִי יָכוֹל לִחְיוֹת אֶלָּא בְיַּיִן, אוֹ מִפְּנֵי שֶׁאֲנִי קוֹבֵר אֶת הַמֵּתִים, הֲרֵי זֶה מֻתָּר. וְרַבִּי שִׁמְעוֹן אוֹסֵר: |True|False||['iv']
Mishnah Nazir 2:5|<sup>v</sup> <b>W</b>ENN JEMAND SAGT: ICH WILL NAZIR SEIN UND NEHME AUF MICH DIE HAARSCHURFÜR EINEN NAZIR UND EIN ANDERER DIES HÖRT UND SAGT: AUCH ICH UND NEHME AUF MICH DIE HAARSCHUR FÜR EINEN NAZIR SO KÖNNEN SIE WENN SIE GESCHEIT SIND SICH FÜR EINANDER SCHEREN SONST ABER MÜSSEN SIE SICH FÜR ANDERE NAZIRÄER SCHEREN.|הֲרֵינִי נָזִיר וְעָלַי לְגַלֵּחַ נָזִיר, וְשָׁמַע חֲבֵרוֹ וְאָמַר וַאֲנִי וְעָלַי לְגַלֵּחַ נָזִיר, אִם הָיוּ פִקְּחִים, מְגַלְּחִים זֶה אֶת זֶה. וְאִם לָאו, מְגַלְּחִים נְזִירִים אֲחֵרִים: |True|False||['v']
Mishnah Nazir 2:6|<sup>vi</sup> <b>W</b>ENN JEMAND SAGT: ICH NEHME AUF MICH DIE HÄLFTE DER HAARSCHUR FÜR EINEN NAZIR UND EIN ANDERER DIES HÖRT UND SAGT: AUCH ICH ICH NEHME AUF MICH DIE HÄLFTE DER HAARSCHUR FÜR EINEN NAZIR SO HAT DER EINE DIE GANZE HAARSCHURFÜR EINEN NAZIR ZU LEISTEN UND DER ANDERE DIE GANZE HAARSGHUR FÜR EINEN NAZIR ZU LEISTEN – SO R. MEÍR. DIE WEISEN SAGEN DER EINE HAT DIE HÄLFTE DER HAARSCHUR FÜR EINEN NAZIR ZU LEISTEN UND DER ANDERE HAT DIE HÄLFTE DER HAARSCHUR FÜR EINEN NAZIR ZU LEISTEN.|הֲרֵי עָלַי לְגַלֵּחַ חֲצִי נָזִיר, וְשָׁמַע חֲבֵרוֹ וְאָמַר וַאֲנִי עָלַי לְגַלֵּחַ חֲצִי נָזִיר, זֶה מְגַלֵּחַ נָזִיר שָׁלֵם וְזֶה מְגַלֵּחַ נָזִיר שָׁלֵם, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, זֶה מְגַלֵּחַ חֲצִי נָזִיר וְזֶה מְגַלֵּחַ חֲצִי נָזִיר: |True|False||['vi']
Mishnah Nazir 2:7|<sup>vii</sup> <b>W</b>ENN JEMAND GESAGT HAT: ICH WILL NAZIR SEIN WENN ICH EINEN SOHN BEKOMME UND IHM EIN SOHN GEBOREN WIRD SO IST ER NAZIR; WENN EINE TOCHTER EIN GESCHLECHTSLOSER ODER EIN ZWITTER SO IST ER KEIN NAZIR. WENN ER ABER GESAGT HAT: WENN ICH EIN KIND BEKOMME SO IST ER NAZIR AUCH WENN IHM EINE TOCHTER EIN GESCHLECHTSLOSER ODER EIN ZWITTER GEBOREN WIRD. <sup>viii</sup> HAT SEINE FRAU VORZEITIG ABORTIERT SO IST ER KEIN NAZIR. R. ŠIMO͑N SAGT ER MÜSSE SAGEN: WÄRE ES EIN LEBENSFÄHIGES KIND SO BIN ICH PFLICHTGEMÄSS NAZIR WENN ABER NICHT SO BIN ICH FREIWILLIGNAZIR. GEBÄRT SIE WIEDERUM SO IST ER NAZIR. R. ŠIMO͑N SAGT ER MÜSSE SAGEN: WÄRE DAS ERSTE KIND LEBENSFÄHIG SO SEI DAS ERSTE NAZIRAT EIN PFLICHTGEMÄSSES UND DIESES EIN FREIWILLIGES WENN ABER NICHT SO SEI DAS ERSTE EIN FREIWILLIGES UND DIESES EIN PFLICHTGEMÄSSES. <sup>ix</sup> WENN JEMAND GESAGT HAT: ICH WILL NAZIR SEIN UND WIEDERUM NAZIR SEIN WENN ICH EINEN SOHN BEKOMME UND NACHDEM ER SEINES ZU ABSOLVIEREN BEGONTXEN HAT IHM EIN SOHN GEBOREN WIRD SO BEENDIGE ER SEINESUND ABSOLVIERE DANN DAS WEGEN SEINES SOHNES. WENN ER ABER GESAGT HAT: ICH WILL WENN ICH EINEN SOHN BEKOMME NAZIR SEIN UND AUSSERDEM NAZIR SEIN UND NACHDEM ER SEINES ZU ABSOLVIEREN BEGONNEN HAT IHM EIN SOHN GEBOREN WIRD SO UNTERBRECHE ER SEINES ABSOLVIERE DAS WEGEN SEINES SOHNES UND BEENDIGE DANN SEINES.|הֲרֵינִי נָזִיר לִכְשֶׁיִּהְיֶה לִי בֵן, וְנוֹלַד לוֹ בֵן, הֲרֵי זֶה נָזִיר. נוֹלַד לוֹ בַת, טֻמְטוּם, וְאַנְדְּרוֹגִינוֹס, אֵינוֹ נָזִיר. אִם אָמַר, כְּשֶׁאֶרְאֶה, כְּשֶׁיִּהְיֶה לִי וָלָד, אֲפִלּוּ נוֹלַד לוֹ בַת, טֻמְטוּם, וְאַנְדְּרוֹגִינוֹס, הֲרֵי זֶה נָזִיר: |True|True|Roman numeral mismatch|['vii', 'viii', 'ix']
Mishnah Nazir 2:8||הִפִּילָה אִשְׁתּוֹ, אֵינוֹ נָזִיר. רַבִּי שִׁמְעוֹן אוֹמֵר, יֹאמַר, אִם הָיָה בֶן קְיָמָא, הֲרֵי אֲנִי נְזִיר חוֹבָה. וְאִם לָאו, הֲרֵי אֲנִי נְזִיר נְדָבָה. חָזְרָה וְיָלְדָה, הֲרֵי זֶה נָזִיר. רַבִּי שִׁמְעוֹן אוֹמֵר, יֹאמַר, אִם הָרִאשׁוֹן בֶּן קְיָמָא, הָרִאשׁוֹן חוֹבָה וְזוֹ נְדָבָה. וְאִם לָאו, הָרִאשׁוֹן נְדָבָה וְזוֹ חוֹבָה: |True|True|Roman numeral mismatch|['vii', 'viii', 'ix']
Mishnah Nazir 2:9|ICH WILL NAZIR SEIN UND WIEDERUM NAZIR SEIN WENN ICH EINEN SOHN BEKOMME &amp;C.|הֲרֵינִי נָזִיר, וְנָזִיר כְּשֶׁיִּהְיֶה לִי בֵן, הִתְחִיל מוֹנֶה אֶת שֶׁלּוֹ וְאַחַר כָּךְ נוֹלַד לוֹ בֵן, מַשְׁלִים אֶת שֶׁלּוֹ וְאַחַר כָּךְ מוֹנֶה אֶת שֶׁל בְּנוֹ. הֲרֵינִי נָזִיר כְּשֶׁיִּהְיֶה לִי בֵן וְנָזִיר, הִתְחִיל מוֹנֶה אֶת שֶׁלּוֹ וְאַחַר כָּךְ נוֹלַד לוֹ בֵן, מַנִּיחַ אֶת שֶׁלּוֹ וּמוֹנֶה אֶת שֶׁל בְּנוֹ, וְאַחַר כָּךְ מַשְׁלִים אֶת שֶׁלּוֹ: |True|False||[]
Mishnah Nazir 2:10|<sup>x</sup> <b>S</b>AGTE JEMAND: ICH WILL NAZIR SEIN FALLS ICH EINEN SOHN BEKOMME UND AUSSERDEM HUNDERT TAGE NAZIR SEIN SO HAT ER WENN IHM BIS ZUM SIEBZIGSTEN TAGE EIN SOHN GEBOREN WIRD NICHTSVERLOREN; WENN ABER NACH SIEBZIG SO SIND DIE SIEBZIG HINFÄLLIG DA DAS SCHEREN VOR DREISSIG TAGEN NICHT ERFOLGEN DARF.|הֲרֵינִי נָזִיר לִכְשֶׁיְּהֵא לִי בֵן, וְנָזִיר מֵאָה יוֹם. נוֹלַד לוֹ בֵן עַד שִׁבְעִים, לֹא הִפְסִיד כְּלוּם. לְאַחַר שִׁבְעִים, סוֹתֵר שִׁבְעִים, שֶׁאֵין תִּגְלַחַת פָּחוֹת מִשְּׁלשִׁים יוֹם: |True|False||['x']
Mishnah Nazir 3:1| <b>W</b>ENN JEMAND GESAGT HAT: ICH WILL NAZIR SEIN SO SCHERE ER SICH AM EINUNDDREISSIGSTEN TAGE; HAT ER SICH AM DREISSIGSTEN GESCHOREN SO HAT ER SEINER PFLICHT GENÜGT; WENN ER ABER GESAGT HAT: ICH WILL DREISSIG TAGE NAZIR SEIN SO HAT ER WENN ER SICH AM DREISSIGSTEN GESCHOREN HAT SEINER PFLICHT NICHT GENÜGT. |מִי שֶׁאָמַר הֲרֵינִי נָזִיר, מְגַלֵּחַ יוֹם שְׁלשִׁים וְאֶחָד. וְאִם גִּלַּח לְיוֹם שְׁלשִׁים, יָצָא. הֲרֵינִי נָזִיר שְׁלשִׁים יוֹם, אִם גִּלַּח לְיוֹם שְׁלשִׁים לֹא יָצָא: |True|False||['i', 'ii', 'iii', 'iv']
Mishnah Nazir 3:2| WENN JEMAND ZWEI NAZIRATE GELOBT HAT SO SCHERE ER SICH WEGEN DES ERSTEN AM EINUNDDREISSIGSTEN TAGE UND WEGEN DES ANDEREN AM EINUNDSECHZIGSTEN TAGE; HAT ER SICH WEGEN DES ERSTEN AM DREISSIGSTEN GESCHOREN SO SCHERE ER SICH WEGEN DES ANDEREN AM SECHZIGSTEN; HAT ER SICH ABER AM NEUNUNDFÜNFZIGSTEN GESCHOREN SO HAT ER SEINER PFLICHT GENÜGT. DIES BEKUNDETE AUCH R. PAPJAS: WENN JEMAND ZWEI NAZIRATE GELOBT UND SICH WEGEN DES ERSTEN AM DREISSIGSTEN GESCHOREN HAT SO SCHERE ER SICH WEGEN DES ANDEREN AM SECHZIGSTEN HAT ER SICH ABER AM NEUNUNDFÜNFZIGSTEN GESCHOREN SO HAT ER SEINER PFLICHT GENÜGT DENN DER DREISSIGSTE TAG WIRD IHM ANGERECHNET. |מִי שֶׁנָּזַר שְׁתֵּי נְזִירִיּוֹת, מְגַלֵּחַ אֶת הָרִאשׁוֹנָה יוֹם שְׁלשִׁים וְאֶחָד, וְאֶת הַשְּׁנִיָּה יוֹם שִׁשִּׁים וְאֶחָד. וְאִם גִּלַּח אֶת הָרִאשׁוֹנָה יוֹם שְׁלשִׁים, מְגַלֵּחַ אֶת הַשְּׁנִיָּה יוֹם שִׁשִּׁים. וְאִם גִּלַּח יוֹם שִׁשִּׁים חָסֵר אֶחָד, יָצָא. וְזוֹ עֵדוּת הֵעִיד רַבִּי פַּפְּיַס עַל מִי שֶׁנָּזַר שְׁתֵּי נְזִירִיּוֹת, שֶׁאִם גִּלַּח אֶת הָרִאשׁוֹנָה שְׁלשִׁים יוֹם, מְגַלֵּחַ אֶת הַשְּׁנִיָּה יוֹם שִׁשִּׁים. וְאִם גִּלַּח לְיוֹם שִׁשִּׁים חָסֵר אֶחָד, יָצָא, שֶׁיּוֹם שְׁלשִׁים עוֹלֶה לוֹ מִן הַמִּנְיָן: |True|False||['i', 'ii', 'iii', 'iv']
Mishnah Nazir 3:3| WENN JEMAND GESAGT HAT: ICH WILL NAZIR SEIN UND AM DREISSIGSTEN TAGE UNREIN WIRD SO SIND ALLE HINFÄLLIG; R. ELIE͑ZER SAGT NUR SIEBEN SEIEN HINFÄLLIG. WENN ER ABER GESAGT HAT: ICH WILL DREISSIG TAGE NAZIR SEIN UND AM DREISSIGSTEN TAGE UNREIN WIRD SO SIND ALLE HINFÄLLIG. |מִי שֶׁאָמַר הֲרֵינִי נָזִיר, נִטְמָא יוֹם שְׁלשִׁים, סוֹתֵר אֶת הַכֹּל. רַבִּי אֱלִיעֶזֶר אוֹמֵר, אֵינוֹ סוֹתֵר אֶלָּא שִׁבְעָה. הֲרֵינִי נָזִיר שְׁלשִׁים יוֹם, נִטְמָא יוֹם שְׁלשִׁים, סוֹתֵר אֶת הַכֹּל: |True|False||['i', 'ii', 'iii', 'iv']
Mishnah Nazir 3:4| WENN JEMAND GESAGT HAT: ICH WILL HUNDERT TAGE NAZIR SEIN UND AM HUNDERTSTEN TAGE UNREIN WIRD SO SIND ALLE HINFÄLLIG; R. ELIE͑EZR SAGT NUR DREISSIG SEIEN HINFÄLLIG. WIRD ER AM HUNDERTSTEN TAGE UNREIN SO SIND DREISSIG TAGE HINFÄLLIG; R. ELIE͑ZER SAGT NUR SIEBEN SEIEN HINFÄLLIG.|הֲרֵינִי נָזִיר מֵאָה יוֹם, נִטְמָא יוֹם מֵאָה, סוֹתֵר אֶת הַכֹּל. רַבִּי אֱלִיעֶזֶר אוֹמֵר, אֵינוֹ סוֹתֵר אֶלָּא שְׁלשִׁים. נִטְמָא יוֹם מֵאָה וְאֶחָד, סוֹתֵר שְׁלשִׁים יוֹם. רַבִּי אֱלִיעֶזֶר אוֹמֵר, אֵינוֹ סוֹתֵר אֶלָּא שִׁבְעָה: |True|False||['i', 'ii', 'iii', 'iv']
Mishnah Nazir 3:5|<sup>v</sup> <b>W</b>ENN JEMAND SICH AUF EINEM BEGRÄBNISPLATZE BEFINDET UND EIN NAZIRAT GELOBT SO WERDEN IHM SELBST WENN ER SICH DA DREISSIG TAGE AUFHÄLT DIESE NICHT ANGERECHNET UND ER BRAUCHT DAS UNREINHEITSOPFER NICHT DARZUBRINGEN. HAT ER IHN VERLASSEN UND WIEDERUM BETRETEN SO WERDEN SIE IHM ANGERECHNET UND ER MUSS DAS UNREINHEITSOPFER DARBRINGEN. R. ELIE͑ZER SAGT NICHT WENN AM SELBEN TAGE DENN ES HEISST: und die früheren Tage sind hinfällig NUR WENN ES FRÜHERE TAGE SIND.|מִי שֶׁנָּזַר וְהוּא בְּבֵית הַקְּבָרוֹת, אֲפִלּוּ הָיָה שָׁם שְׁלשִׁים יוֹם, אֵין עוֹלִין לוֹ מִן הַמִּנְיָן וְאֵינוֹ מֵבִיא קָרְבַּן טֻמְאָה. יָצָא וְנִכְנַס, עוֹלִין לוֹ מִן הַמִּנְיָן וּמֵבִיא קָרְבַּן טֻמְאָה. רַבִּי אֱלִיעֶזֶר אוֹמֵר, לֹא בוֹ בַיּוֹם, שֶׁנֶּאֱמַר (במדבר ו) וְהַיָּמִים הָרִאשֹׁנִים יִפְּלוּ, עַד שֶׁיִּהְיוּ לוֹ יָמִים רִאשׁוֹנִים: |True|False||['v']
Mishnah Nazir 3:6|<sup>vi</sup> <b>W</b>ENN JEMAND EIN LÄNGERES NAZIRAT GELOBT UND ES ABSOLVIERT HAT UND NACHHER NACH DEM JISRAÉLLANDE KOMMT SO IST ER WIE DIE SCHULE ŠAMMAJS SAGT NOCH DREISSIG TAGE NAZIR; DIE SCHULE HILLELS SAGT ER MÜSSE DAS NAZIRAT VON VORNHEREINBEGINNEN. EINST GELOBTE DIE KÖNIGIN HELENA ALS IHR SOHN IN DEN KRIEG ZOG: WENN MEIN SOHN IN FRIEDEN VOM KRIEGE HEIMKEHRT WILL ICH SIEBEN JAHRE NEZIRA SEIN. IHR SOHN KEHRTE IN FRIEDEN VOM KRIEGE HEIM UND SIE WAR SIEBEN JAHRE NEZIRA. AM ENDE DER SIEBEN JAHRE ZOG SIE NACH DEM JISRAÉLLANDE UND DIE SCHULE HILLELS ENTSCHIED IHR DASS SIE WIEDERUM SIEBEN JAHRE NEZIRA SEIN MÜSSE. AM ENDE DIESER SIEBEN JAHRE WARD SIE UNREIN. ES ERGAB SICH ALSO DASS SIE EINUNDZWANZIG JAHRE NEZIRA WAR. R. JEHUDA SAGTE: SIE WAR NUR VIERZEHN JAHRE NEZIRA.|מִי שֶׁנָּזַר נְזִירוּת הַרְבֵּה וְהִשְׁלִים אֶת נְזִירוּתוֹ, וְאַחַר כָּךְ בָּא לָאָרֶץ, בֵּית שַׁמַּאי אוֹמְרִים, נָזִיר שְׁלשִׁים יוֹם, וּבֵית הִלֵּל אוֹמְרִים, נָזִיר בַּתְּחִלָּה. מַעֲשֶׂה בְהִילְנִי הַמַּלְכָּה, שֶׁהָלַךְ בְּנָהּ לַמִּלְחָמָה, וְאָמְרָה, אִם יָבֹא בְנִי מִן הַמִּלְחָמָה בְשָׁלוֹם אֱהֵא נְזִירָה שֶׁבַע שָׁנִים, וּבָא בְנָהּ מִן הַמִּלְחָמָה, וְהָיְתָה נְזִירָה שֶׁבַע שָׁנִים. וּבְסוֹף שֶׁבַע שָׁנִים עָלְתָה לָאָרֶץ, וְהוֹרוּהָ בֵית הִלֵּל שֶׁתְּהֵא נְזִירָה עוֹד שֶׁבַע שָׁנִים אֲחֵרוֹת. וּבְסוֹף שֶׁבַע שָׁנִים נִטְמֵאת, וְנִמְצֵאת נְזִירָה עֶשְׂרִים וְאַחַת שָׁנָה. אָמַר רַבִּי יְהוּדָה, לֹא הָיְתָה נְזִירָה אֶלָּא אַרְבַּע עֶשְׂרֵה שָׁנָה: |True|False||['vi']
Mishnah Nazir 3:7|<sup>vii</sup> <b>W</b>ENN ZWEI ZEUGENPARTIEN VON EINEM VERSCHIEDEN BEKUNDEN DIE EINE DASS ER ZWEI NAZIRATE UND DIE ANDERE DASS ER FÜNF NAZIRATE GELOBTHAT SO HAT SICH WIE DIE SCHULE ŠAMMAJS SAGT DAS ZEUGNIS ZERSPLITTERT UND ES GIBT HIERBEI KEIN NAZIRAT; DIE SCHULE HILLELS SAGT ER MÜSSE DA IN FÜNF ZWEI ENTHALTEN SIND ZWEI NAZIRATE ABSOLVIEREN.|מִי שֶׁהָיוּ שְׁתֵּי כִתֵּי עֵדִים מְעִידוֹת אוֹתוֹ, אֵלּוּ מְעִידִים שֶׁנָּזַר שְׁתַּיִם, וְאֵלּוּ מְעִידִים שֶׁנָּזַר חָמֵשׁ, בֵּית שַׁמַּאי אוֹמְרִים, נֶחְלְקָה הָעֵדוּת וְאֵין כָּאן נְזִירוּת. וּבֵית הִלֵּל אוֹמְרִים, יֵשׁ בִּכְלָל חָמֵשׁ שְׁתַּיִם, שֶׁיְּהֵא נָזִיר שְׁתָּיִם: |True|False||['vii']
Mishnah Nazir 4:1|<sup>i</sup> <b>W</b>ENN JEMAND GESAGT HAT: ICH WILL NAZIR SEIN UND EIN ANDERER ES HÖRT UND SAGT: AUCH ICH UND DARAUF EIN DRITTER: AUCH ICH SO SIND SIE ALLE NAZIRÄER. WIRD DAS GELÖBNIS DEM ERSTEN AUFGELÖST SO SIND ALLE ENTBUNDEN; WIRD ES DEM LETZTEN AUFGELÖST SO IST DER LETZTE ENTBUNDEN JENE ALLE ABER GEBUNDEN. WENN JEMAND GESAGT HAT: ICH WILL NAZIR SEIN UND EIN ANDERER ES HÖRT UND SAGT: MEIN MUND WIE SEIN MUND MEIN HAAR WIE SEIN HAAR SO IST ER NAZIR. WENN JEMAND GESAGT HAT: ICH WILL NAZIR SEIN UND SEINE FRAU ES HÖRT UND SAGT: AUCH ICH SO KANN ER IHR NAZIRGELÖBNIS AUFHEBEN UND SEINES BLEIBT BESTEHEN. WENN EINE FRAU GESAGT HAT: ICH WILL NEZIRA SEIN UND IHR MANN ES HÖRT UND SAGT: AUCH ICH SO KANN ER ES NICHT MEHR AUFHEBEN. <sup>ii</sup> WENN JEMAND GESAGT HAT: ICH WILL NAZIR SEIN UND DU? UND SIE ‘AMEN’ SAGT SO KANN ER IHRES AUFHEBEN UND SEINES BLEIBT BESTEHEN. WENN EINE FRAU GESAGT HAT: ICH WILL NEZIRA SEIN UND DU? UND ER ‘AMEN’ SAGT SO KANN ER ES NICHT MEHR AUFHEBEN.|מִי שֶׁאָמַר הֲרֵינִי נָזִיר, וְשָׁמַע חֲבֵרוֹ וְאָמַר וָאָנִי, וָאָנִי, כֻּלָּם נְזִירִין. הֻתַּר הָרִאשׁוֹן, הֻתְּרוּ כֻלָּן. הֻתַּר הָאַחֲרוֹן, הָאַחֲרוֹן מֻתָּר וְכֻלָּם אֲסוּרִין. אָמַר הֲרֵינִי נָזִיר, וְשָׁמַע חֲבֵרוֹ וְאָמַר, פִּי כְפִיו וּשְׂעָרִי כִשְׂעָרוֹ, הֲרֵי זֶה נָזִיר. הֲרֵינִי נָזִיר, וְשָׁמְעָה אִשְׁתּוֹ וְאָמְרָה, וָאָנִי, מֵפֵר אֶת שֶׁלָּהּ, וְשֶׁלּוֹ קַיָּם. הֲרֵינִי נְזִירָה, וְשָׁמַע בַּעְלָהּ וְאָמַר, וָאָנִי, אֵינוֹ יָכוֹל לְהָפֵר: |True|False||['i', 'ii']
Mishnah Nazir 4:2|<sup>v</sup> <b>I</b>ST FÜR SIEDAS BLUT EINES DER OPFER GESPRENGT WORDEN SO KANN IHR MANN DAS GELÖBNIS NICHT MEHR AUFHEBEN. R. A͑QIBA SAGT SOBALD EINES DER TIERENUR GESCHLACHTET WORDEN IST KÖNNE ER ES NICHT MEHR AUFHEBEN. DIES GILT NUR BEIM SCHERENIN REINHEIT BEIM SCHEREN WEGEN VERUNREINIGUNGABER KANN ER ES AUFHEBEN DENN ER KANN SAGEN: ICH MAG KEINE VERKÜMMERTEFRAU. RABBI (MEÍR)SAGT AUCH BEIM SCHEREN IN REINHEIT KÖNNE ER ES AUFHEBEN DENN ER KANN SAGEN: ICH MAG KEINE GESCHORENE FRAU.|הֲרֵינִי נָזִיר, וָאַתְּ, וְאָמְרָה אָמֵן, מֵפֵר אֶת שֶׁלָּהּ, וְשֶׁלּוֹ קַיָּם. הֲרֵינִי נְזִירָה, וָאָתָּה, וְאָמַר אָמֵן, אֵינוֹ יָכוֹל לְהָפֵר: |True|True|Roman numeral mismatch|['v']
Mishnah Nazir 4:3||הָאִשָּׁה שֶׁנָּדְרָה בְנָזִיר, וְהָיְתָה שׁוֹתָה בְיַיִן וּמִטַּמְּאָה לְמֵתִים, הֲרֵי זוֹ סוֹפֶגֶת אֶת הָאַרְבָּעִים. הֵפֵר לָהּ בַּעְלָהּ וְהִיא לֹא יָדְעָה שֶׁהֵפֵר לָהּ בַּעְלָהּ, וְהָיְתָה שׁוֹתָה בְיַיִן וּמִטַּמְּאָה לְמֵתִים, אֵינָהּ סוֹפֶגֶת אֶת הָאַרְבָּעִים. רַבִּי יְהוּדָה אוֹמֵר, אִם אֵינָהּ סוֹפֶגֶת אֶת הָאַרְבָּעִים, תִּסְפֹּג מַכַּת מַרְדּוּת: |True|True|Roman numeral mismatch|['v']
