mishnah_tref,de_text
Mishnah Horayot 3:5," <b>D</b><small>ER</small> H<small>OCHPRIESTER REISST DAS</small> G<small>EWAND UNTEN EIN UND DER GEMEINE OBEN.</small> D<small>ER</small> H<small>OCHPRIESTER DARF ALS</small> T<small>RAUERNDER</small> O<small>PFER DARBRINGEN, JEDOCH NICHT DAVON ESSEN, DER GEMEINE DARF WEDER DARBRINGEN NOCH ESSEN.</small>"
Mishnah Horayot 3:6," <b>A</b><small>LLES, WAS ÖFTER ALS DAS ANDERE IST, GEHT DIESEM AUCH VOR, UND ALLES, WAS HEILIGER ALS DAS ANDERE IST, GEHT DIESEM AUCH VOR</small>. W<small>ENN DER</small> F<small>ARRE DES</small> G<small>ESALBTEN UND DER</small> F<small>ARRE DER</small> G<small>EMEINDE DASTEHEN, SO GEHT DER</small> F<small>ARRE DES</small> G<small>ESALBTEN DEM</small> F<small>ARREN DER</small> G<small>EMEINDE IN ALL SEINEN</small> V<small>ERRICHTUNGEN VOR.</small>"
Mishnah Horayot 3:7," <b>E</b><small>IN</small> M<small>ANN GEHT EINER</small> F<small>RAU VOR HINSICHTLICH DER</small> L<small>EBENSRETTUNG UND DER</small> W<small>IEDERBRINGUNG EINER VERLORENEN</small> S<small>ACHE; EINE</small> F<small>RAU GEHT EINEM</small> M<small>ANNE VOR HINSICHTLICH DER</small> B<small>EKLEIDUNG UND DER</small> B<small>EFREIUNG AUS DER</small> G<small>EFANGENSCHAFT; SIND SIE ABER</small><sup>149</sup><i class=""footnote"">Durch die Gefangenschaft.</i><small>BEIDE DER</small> S<small>CHÄNDUNG AUSGESETZT, SO GEHT DER</small> M<small>ANN DER</small> F<small>RAU VOR.</small>"
Mishnah Horayot 3:8," <b>E</b><small>IN</small> P<small>RIESTER GEHT EINEM</small> L<small>EVITEN VOR, EIN</small> L<small>ÉVITE EINEM</small> J<small>ISRAÉLITEN, EIN</small> J<small>ISRAÉLIT EINEM</small> H<small>URENKINDE, EIN</small> H<small>URENKIND EINEM</small> N<small>ATHIN, EIN</small> N<small>ATHIN EINEM</small> P<small>ROSELYTEN, EIN</small> P<small>ROSELYT EINEM FREIGELASSENEN</small> S<small>KLAVEN</small>. D<small>IES NUR DANN, WENN SIE GLEICHWERTIG SIND, WENN ABER DAS</small> H<small>URENKIND EIN</small> G<small>ELEHRTER IST UND DER</small> H<small>OCHPRIESTER EIN</small> U<small>NWISSENDER</small><sup>161</sup><i class=""footnote"">Worth ein Mann aus dem gemeinen Volke.</i>, <small>SO GEHT DAS GELEHRTE</small> H<small>URENKIND DEM UNWISSENDEN</small> H<small>OCHPRIESTER VOR.</small>"
Mishnah Niddah 1:1," <b>Š</b>AMMAJ <small>SAGT, ALLE</small> F<small>RAUEN HABEN</small><sup>1</sup><i class=""footnote"">Hinsichtl. der Unreinheit durch Menstruation; cf. Lev. 18,19ff.</i> <small>AN IHRER</small> Z<small>EIT GENUG</small><sup>2</sup><i class=""footnote"">Wo sie Blutfluß spürt; sie gilt von dieser Zeit an als Menstruierende, u. man nehme nicht an, daß schon vorher Blut aus dem Uterus ausgetreten u. in der Vagina haften geblieben sei.</i>; H<small>ILLEL SAGT, SEIT DER</small> <small>VORLETZTEN</small> U<small>NTERSUCHUNG BIS ZUR</small> <small>LETZTEN</small> U<small>NTERSUCHUNG</small><sup>3</sup><i class=""footnote"">Rückwirkend sei die Menstruierende unrein; was sie wahrend dieser Zeit berührt hat, ist unrein.</i>, <small>AUCH WENN VIELE</small> T<small>AGE</small> <small>DAZWISCHEN LIEGEN</small>, D<small>IE</small> W<small>EISEN SAGEN, WEDER WIE DIESER NOCH WIE JENER</small><sup>4</sup><i class=""footnote"">Ersterer ist zu sehr erleichternd, letzterer zu sehr erschwerend.</i>, <small>VIELMEHR</small> <small>IST SIE UNREIN</small> <small>EINEN</small> S<small>TUNDENTAG</small><sup>5</sup><i class=""footnote"">Wörtl. von Zeit bis zur Zeit, sc. des vorangehenden Tages, als Ggs. zum mit dem Abend beginnenden Kalendertage; dh. genau 24 Stunden, seit der letzten Untersuchung rückwirkend.</i>, <small>FALLS DIES WENIGER IST ALS</small> <small>DIE</small> Z<small>EIT</small> <small>SEIT DER</small> <small>VORLETZTEN</small> U<small>NTERSUCHUNG BIS ZUR</small> <small>LETZTEN</small> U<small>NTERSUCHUNG, ODER SEIT DER</small> <small>VORLETZTEN</small> U<small>NTERSUCHUNG BIS ZUR</small> <small>LETZTEN</small> U<small>NTERSUCHUNG, FALLS DIES WENIGER IST ALS EIN</small> S<small>TUNDENTAG</small>. J<small>EDE</small> F<small>RAU, DIE EINE REGELMÄSSIGE</small> P<small>ERIODE HAT, HAT AN IHRER</small> Z<small>EIT</small><sup>6</sup><i class=""footnote"">Die Unreinheit beginnt mit der Wahrnehmung.</i> <small>GENUG</small>. V<small>ERWENDET SIE BEIM</small> G<small>ESCHLECHTSVERKEHR</small> W<small>ISCHLAPPEN</small><sup>7</sup><i class=""footnote"">Womit sie sich vor u. nach dem Geschlechtsakte untersucht.</i>, <small>SO GLEICHT DIES DER</small> U<small>NTERSUCHUNG; DIES VERRINGERT DEN</small> S<small>TUNDENTAG UND</small> <small>DIE</small> Z<small>EIT</small> <small>VON DER</small> <small>VORLETZTEN</small> U<small>NTERSUCHUNG BIS ZUR</small> <small>LETZTEN</small> U<small>NTERSUCHUNG</small>."
Mishnah Niddah 1:2," W<small>AS HEISST ‘AN IHRER</small> Z<small>EIT GENUG’?</small> W<small>ENN SIE AUF DEM</small> B<small>ETTE SITZT UND SICH MIT REINEN</small> D<small>INGEN</small><sup>8</sup><i class=""footnote"">Mit der Zubereitung von levit. reinen Speisen.</i> <small>BEFASST, SICH ZURÜCKZIEHT UND WAHRNIMMT, SO IST SIE UNREIN, JENE</small><sup>9</sup><i class=""footnote"">Das Bett u. die Dinge, mit welchen sie sich befaßt hat.</i> <small>ABER SIND REIN</small>. O<small>BGLEICH SIE GESAGT HABEN, SIE SEI EINEN</small> S<small>TUNDENTAG</small> <small>RÜCKWIRKEND</small> <small>VERUNREINIGEND, SO BEGINNE SIE DENNOCH DIE</small> Z<small>ÄHLUNG</small><sup>10</sup><i class=""footnote"">Der 7 Tage der Unreinheit.</i> <small>ERST MIT DER</small> Z<small>EIT, WO SIE WAHRGENOMMEN HAT</small>."
Mishnah Niddah 1:3," <b>R.</b> E<small>LIE͑ZER SAGTE:</small> V<small>IER</small> F<small>RAUEN HABEN AN IHRER</small> Z<small>EIT GENUG</small><sup>129</sup><i class=""footnote"">Vgl. S. 343 Anm. 2.</i>: <small>DIE</small> J<small>UNGFRAU, DIE</small> S<small>CHWANGERE, DIE</small> S<small>ÄUGENDE UND DIE</small> A<small>LTE</small>. R. J<small>EHOŠUA͑ SPRACH:</small> I<small>CH HÖRTE ES NUR VON DER</small> J<small>UNGFRAU</small>. D<small>IE</small> H<small>ALAKHA IST ABER</small> <small>WIE</small> R. E<small>LIE͑ZER</small>."
Mishnah Niddah 1:4," W<small>ELCHE HEISST</small> J<small>UNGFRAU?</small> D<small>IE NOCH NIE IM</small> L<small>EBEN EINE</small> B<small>LUTUNG WAHRGENOMMEN HAT, AUCH WENN SIE VERHEIRATET IST</small>. S<small>CHWANGERE?</small> W<small>ENN DIE</small> G<small>EBURT ZU MERKEN IST</small>. S<small>ÄUGENDE?</small> B<small>IS SIE IHR</small> K<small>IND ENTWÖHNT</small>. W<small>ENN SIE IHR</small> K<small>IND ZU EINER</small> A<small>MME GEGEBEN HAT, ES</small> <small>FRÜHZEITIG</small> <small>ENTWÖHNT HAT, ODER ES GESTORBEN IST, SO IST SIE, WIE</small> R. M<small>EÍR SAGT, EINEN</small> S<small>TUNDENTAG</small> <small>RÜCKWIRKEND</small> <small>UNREIN; DIE</small> W<small>EISEN SAGEN, SIE HABE AN IHRER</small> Z<small>EIT GENUG</small>."
Mishnah Niddah 1:5," W<small>ELCHE HEISST</small> A<small>LTE</small>? D<small>ER BEI</small> A<small>LTERSBEGINN DREI</small> M<small>ENSTRUATIONSFRISTEN VERSTRICHEN SIND</small>. R. E<small>LEA͑ZAR SAGT, JEDE</small> F<small>RAU, DER DREI</small> M<small>ENSTRUATIONSFRISTEN VERSTRICHEN SIND, HABE AN IHRER</small> Z<small>EIT GENUG</small>. R. J<small>OSE SAGT, EINE</small> S<small>CHWANGERE UND EINE</small> S<small>ÄUGENDE, DENEN DREI</small> M<small>ENSTRUATIONSFRISTEN VERSTRICHEN SIND, HABEN AN IHRER</small> Z<small>EIT GENUG</small>."
Mishnah Niddah 1:6,"W<small>OBEI SAGTEN SIE, SIE HABE AN IHRER</small> Z<small>EIT GENUG</small>?  B<small>EI DER ERSTEN</small> W<small>AHRNEHMUNG, BEI DER ZWEITEN ABER IST SIE EINEN</small> S<small>TUNDENTAG</small> <small>RÜCKWIRKEND</small> <small>UNREIN</small>. H<small>AT SIE DIE ERSTE</small> W<small>AHRNEHMUNG DURCH EINEN</small> U<small>MFALL</small><sup>130</sup><i class=""footnote"">Wenn die Menstruation nicht von selbst eingetreten ist, sondern durch irgend eine Ursache veranlaßt.</i><small>GEMACHT, SO HAT SIE AUCH BEI DER ZWEITEN AN IHRER</small> Z<small>EIT GENUG</small>."
Mishnah Niddah 1:7," <b>O</b><small>BGLEICH SIE GESAGT HABEN, SIE HABE AN IHRER</small> Z<small>EIT GENUG, MUSS SIE SICH DENNOCH</small><sup>217</sup><i class=""footnote"">Morgens u. abends, um ihre Reinheit festzustellen.</i><small>UNTERSUCHEN, AUSGENOMMEN DIE</small> M<small>ENSTRUIERENDE UND DIE IN</small> R<small>EINHEITSBLUTUNG VERWEILT</small>. S<small>IE</small><sup>218</sup><i class=""footnote"">Auch die eine regelmäßige Periode hat.</i><small>VERWENDE BEIM</small> G<small>ESCHLECHTSVERKEHR</small> W<small>ISCHLAPPEN, AUSGENOMMEN DIEJENIGE, DIE SICH IN</small> R<small>EINHEITSBLUTUNG BEFINDET, UND DIE</small> J<small>UNGFRAU, DEREN</small> B<small>LUT REIN</small><sup>219</sup><i class=""footnote"">Bei diesen ist die Untersuchung zwecklos, da sie rein sind, auch wenn, sie Blutung wahrnehmen.</i><small>IST</small>. S<small>IE MUSS SICH ÖFTER</small><sup>220</sup><i class=""footnote"">Nach dem Zusammenhange <span dir=""rtl"">פְּעָמיס</span> zu lesen, jed. lesen manche <span dir=""rtl"">פֲּעֲמַיִס</span>, zweimal.</i><small>UNTERSUCHEN</small>: <small>MORGENS, GEGEN</small> A<small>BEND UND WENN SIE SICH ZUM</small> G<small>ESCHLECHTSVERKEHR ANSCHICKT</small>. D<small>ARÜBER HINAUS DIE</small> P<small>RIESTERSFRAUEN, AUCH WENN SIE</small> H<small>EBE ESSEN</small>. R. J<small>EHUDA SAGT, AUCH NACHDEM SIE</small> H<small>EBE GEGESSEN HABEN</small>."
Mishnah Niddah 2:1,"<sup>i,1</sup><b>J</b>E <small>HÄUFIGER DIE</small> H<small>AND UNTERSUCHT, DESTO LOBENSWERTER IST DIES, BEI</small> F<small>RAUEN, BEI</small> M<small>ÄNNERN ABER WERDE SIE ABGEHACKT</small>.<sup>i,2</sup> <b>W</b><small>ENN EINE</small> T<small>AUBE, EINE</small> B<small>LÖDE, EINE</small> B<small>LINDE, ODER DIE DEN</small> V<small>ERSTAND VERLOREN HAT</small>, V<small>OLLSINNIGE</small> <small>ZU IHRER</small> V<small>ERSORGUNG</small> <small>HABEN, SO KÖNNEN DIESE SIE VERSORGEN</small><sup>32</sup><i class=""footnote"">Sie untersuchen u. beim Reinigungsbaden beobachten.</i>, <small>UND SIE DÜRFEN HEBE ESSEN</small>. <sup>i,3</sup> <b>E</b><small>S IST DIE</small> G<small>EPFLOGENHEIT DER</small> J<small>ISRAÉLITINNEN, BEIM</small> G<small>ESGHLECHTSVERKEHR ZWEI</small> W<small>ISCHLAPPEN ZU VERWENDEN, EINEN FÜR IHN UND EINEN FÜR SIE; DIE KEUSCHEN BEREITEN NOCH EIN DRITTES VOR, UM DAS</small> H<small>AUS HERZURICHTEN</small><sup>46</sup><i class=""footnote"">Sich für den Geschlechtsverkehr vorzubereiten; sie untersuchen sich auch vorher.</i>."
Mishnah Niddah 2:2," F<small>INDET SICH</small> B<small>LUT</small> <small>AUF SEINEM, SO SIND SIE UNREIN, UND SIE SIND EIN</small> O<small>PFER</small><sup>47</sup><i class=""footnote"">Wegen des Geschlechtsverkehrs in Unreinheit.</i><small>SCHULDIG; FINDET ES SICH AUF IHREM SOFORT, SO SIND SIE UNREIN, UND SIE SIND EIN</small> O<small>PFER SCHULDIG, FINDET ES SICH AUF IHREM NACH EINER</small> Z<small>EIT, SO SIND SIE DES</small> Z<small>WEIFELS WEGEN UNREIN, JEDOCH VON EINEM</small> O<small>PFER FREI</small>. W<small>AS HEISST NACH EINER</small> Z<small>EIT?</small>  W<small>ÄHREND WELCHER SIE AUS DEM</small> B<small>ETTE STEIGEN UND DAS</small> G<small>ESICHT</small><sup>48</sup><i class=""footnote"">Euphem. Wendung.</i><small>WASCHEN KANN</small>."
Mishnah Niddah 2:3,"W<small>ENN NACHHER, SO</small> <small>IST SIE</small> <small>RÜCKWIRKEND</small> <small>EINEN</small> S<small>TUNDENTAG UNREIN, MACHT ABER NICHT DEN</small> B<small>EGATTENDEN UNREIN</small>. R. A͑<small>QIBA SAGT, SIE MACHE AUCH DEN</small> B<small>EGATTENDEN</small><sup>49</sup><i class=""footnote"">Cf. supra Fol. 6a.</i><small>UNREIN</small>. D<small>IE</small> W<small>EISEN PFLICHTEN JEDOCH</small> R. A͑<small>QIBA BEI, DASS SIE, WENN SIE EINEN</small> B<small>LUTFLECK BEMERKT, DEN</small> B<small>EGATTENDEN UNREIN MACHT</small>."
Mishnah Niddah 2:4,"<b>A</b><small>LLE</small> F<small>RAUEN BEFINDEN SICH FÜR IHRE</small> M<small>ÄNNER</small><sup>80</sup><i class=""footnote"">Hinsichtl. des Geschlechtsverkehrs; die Bestimmung von der Untersuchung gilt nur hinsichtl. der levitischen Reinheit.</i><small>IN DER</small> A<small>NNAHME DER</small> R<small>EINHEIT</small>. <sup>iv,1</sup> F<small>ÜR DIE, DIE VON DER</small> R<small>EISE KOMMEN, BEFINDEN SICH IHRE</small> F<small>RAUEN IN DER</small> A<small>NNAHME DER</small> R<small>EINHEIT</small>.<sup>iv,2</sup> <b>D</b><small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, SIE BRAUCHE ZU JEDEM</small> G<small>ESCHLECHTSAKTE ZWEI</small> W<small>ISCHLAPPEN, ODER SIE VOLLZIEHE DEN</small> G<small>ESCHLECHTSAKT</small><sup>102</sup><i class=""footnote"">Dh. sie untersuche die Wischlappen sofort nach dem Geschlechtsakte.</i><small>BEIM</small> S<small>CHEINE DES</small> L<small>ICHTES, UND DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, SIE HABE MIT ZWEI</small> W<small>ISCHLAPPEN FÜR DIE GANZE</small> N<small>ACHT GENUG</small>."
Mishnah Niddah 2:5," <b>D</b><small>IE</small> W<small>EISEN SPRECHEN BEI DER</small> F<small>RAU</small><sup>133</sup><i class=""footnote"">Dh. bei der Benennung der Genitalien.</i><small>BILDLICH VON</small> K<small>AMMER,</small> V<small>ORRAUM UND</small> S<small>ÖLLER</small><sup>134</sup><i class=""footnote"">Worunter die Gebärmutter, die Scheide u. (bei Rückenlage) die darüber liegende Harnblase zu verstehen sind. Die von der Harnblase in die Scheide mündende Harnröhre wird weiter als Kanal (od. Stiege, <span dir=""rtl"">לול</span>) bezeichnet. (Dies ist die einzig richtige, mit der talmud. Diskussion übereinstimmende Erklärung, anders lautende sind falsch.) Die physiologische Blutung kommt aus der Kammer, der Gebärmutter, oft mit ‘Quelle’ bezeichnet, u. ist lev. unrein; die pathologische Blutung aus dem Söller, der Harnblase, od. Verletzungen anderer innerer Organe ist lev. rein; über die pathologische Blutung aus der Gebärmutter (<span dir=""rtl"">מקום מקור</span>) besteht oben (Fol. 16a) ein Streit.</i>. D<small>AS</small> B<small>LUT AUS DER</small> K<small>AMMER IST UNREIN,</small> DAS B<small>LUT AUS DEM</small> S<small>ÖLLER IST REIN, FINDET SICH SOLCHES IM</small> V<small>ORRAUM, SO IST ES DES</small> Z<small>WEIFELS WEGEN UNREIN, WEIL ANZUNEHMEN IST, DASS ES AUS DER</small> Q<small>UELLE KOMMT</small>."
Mishnah Niddah 2:6," <b>F</b><small>ÜNF</small> A<small>KTEN</small> B<small>LUT SIND BEI EINEM</small> W<small>EIBE UNREIN: DAS ROTE, DAS SCHWARZE, DAS SAFRANGLÄNZENDE, DAS ERDWASSER</small><small>FARBIGE</small> <small>UND DAS MISCHWEIN</small><small>FARBIGE</small>1. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, AUCH</small> <small>DAS FÖNNKRAUTSAFT</small><small>FARBIGE</small> <small>UND DAS BRATENSAFT</small><small>FARBIGE</small>; <small>NACH DER</small> S<small>CHULE</small> H<small>ILLELS IST ES REIN</small>. D<small>AS GELBLICHE IST NACH</small> A͑<small>QABJA B</small>. M<small>AHALALÉL UNREIN UND NACH DEN</small> W<small>EISEN REIN</small>. R. M<small>EÍR SAGTE:</small> W<small>ENN ES AUCH NICHT ALS</small> B<small>LUTFLECK UNREIN MACHT, SO MACHT ES IMMERHIN ALS</small> F<small>LÜSSIGKEIT UNREIN</small>."
Mishnah Niddah 2:7," R. J<small>OSE SAGT, NICHT ALS DIESES UND NICHT ALS JENES</small>. W<small>AS HEISST ROT?</small> W<small>IE DAS</small> B<small>LUT EINER</small> V<small>ERLETZUNG</small>. S<small>CHWARZ?</small> W<small>IE</small> S<small>CHWÄRZE</small>. I<small>ST ES DUNKLER, SO IST ES UNREIN, IST ES SCHWÄCHER, SO IST ES REIN</small>. S<small>AFRANGLÄNZEND</small>? W<small>IE DAS AUSGESUCHTESTE</small> B<small>LATT</small>. E<small>RDWASSER</small><small>FARBIG</small>? E<small>RDE</small> <small>AUS DER</small> E<small>BENE VON</small> B<small>ETH</small> K<small>EREM, WORAUF MAN</small> W<small>ASSER ÜBERSTEHEN</small><sup>156</sup><i class=""footnote"">Nicht das Wasser mit der Erde verrührt, sondern obenauf schwimmend.</i><small>LÄSST</small>. M<small>ISCHWEIN</small><small>FARBIG</small>? Z<small>WEI</small> T<small>EILE</small> W<small>ASSER UND EIN</small> T<small>EIL</small> W<small>EIN, VOM</small> Š<small>ARONWEINE</small>."
Mishnah Niddah 3:1," <b>W</b>ENN <small>EINE</small> F<small>RAU</small> <small>EINEN</small> K<small>LUMPEN AUSSTÖSST, SO IST SIE, FALLS SIE DABEI</small> B<small>LUTUNG HAT, UNREIN, WENN ABER NICHT, REIN</small>. R. J<small>EHUDA SAGT, SIE SEI OB SO ODER SO UNREIN</small>."
Mishnah Niddah 3:2," W<small>ENN</small> <small>EINE</small> F<small>RAU</small> S<small>CHELFENARTIGES,</small> H<small>AARARTIGES,</small> E<small>RDARTIGES ODER EINE</small> A<small>RT ROTER</small> M<small>ÜKKEN AUSSTÖSST, SO TUE SIE ES INS</small> W<small>ASSER</small>; <small>LÖST ES SICH AUF, SO IST STE UNREIN, WENN ABER NICHT, SO IST SIE REIN</small>. W<small>ENN</small> <small>EINE</small> F<small>RAU</small> F<small>ISCHARTIGES,</small> H<small>EUSCHRECKENARTIGES,</small> E<small>KEL- ODER</small> K<small>RIECHTIERARTIGES AUSSTÖSST, SO</small> <small>IST SIE, WENN SIE DABEI</small> B<small>LUTUNG HAT, UNREIN, WENN ABER NICHT, REIN</small>. W<small>ENN</small> <small>EINE</small> F<small>RAU</small> <small>EINE</small> A<small>RT</small> V<small>IEH,</small> W<small>ILD ODER</small> G<small>EFLÜGEL AUSSTÖSST, OB UNREIN</small><sup>1</sup><i class=""footnote"">Zum Essen verboten; cf. Lev. Kap. 11.</i> <small>ODER REIN, SO MUSS SIE, WENN ES MÄNNLICH IST, WIE BEI</small> <small>DER</small> G<small>EBURT</small> <small>EINES</small> K<small>NABEN, WENN ES WEIBLICH IST, WIE</small> <small>BEI DER</small> G<small>EBURT</small> <small>EINES</small> M<small>ÄDCHENS,</small> UND WENN ES NICHT ERKENNBAR IST, WIE BEI EINEM K<small>NABEN UND EINEM</small> M<small>ÄDCHEN VERWEILEN</small><sup>2</sup><i class=""footnote"">In Unreinheit u. darauf folgender Reinheit; cf. Lev. Kap. 12.</i> — <small>SO</small> R. M<small>EÍR</small>. D<small>IE</small> W<small>EISEN SAGEN, WAS NICHT MENSCHLICHE</small> G<small>ESTALT HAT, SEI KEINE</small> G<small>EBURT</small>."
Mishnah Niddah 3:3," <b>H</b><small>AT</small> <small>EINE</small> F<small>RAU</small> <small>EINE</small> E<small>IHAUT VOLL</small> W<small>ASSER, VOLL</small> B<small>LUT ODER VOLL</small> G<small>EBILDE AUSGESTOSSEN, SO BRAUCHT SIE KEINE</small> G<small>EBURT ZU BERÜCKSICHTIGEN; IST SIE ABER GESTALTET</small><sup>94</sup><i class=""footnote"">Wörtl. gewirkt, in der Entwicklung fortgeschritten.</i>, <small>SO VERWEILE SIE</small><sup>2</sup><i class=""footnote"">In Unreinheit u. darauf folgender Reinheit; cf. Lev. Kap. 12.</i> <small>WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN</small>. <sup>iv,1</sup> H<small>AT EINE</small> F<small>RAU EINEN</small> S<small>ANDEL ODER EINE</small> N<small>ACHGEBURT AUSGESTOSSEN, SO VERWEILE SIE WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN</small>."
Mishnah Niddah 3:4,"<sup>iv,2</sup> <b>B</b><small>EFINDET SICH EINE</small> N<small>ACHGEBURT IM</small> H<small>AUSE, SO IST DAS</small> H<small>AUS UNREIN, NICHT ETWA, WEIL DIE</small> N<small>ACHGEBURT ALS</small> G<small>EBURT GILT, SONDERN WEIL ES KEINE</small> N<small>ACHGEBURT OHNE</small> G<small>EBURT GIBT</small>. R. Š<small>IMO͑N SAGT, DIE</small> G<small>EBURT HAT SICH AUFGELÖST, BEVOR SIE HERAUSKAM</small>."
Mishnah Niddah 3:5," <b>H</b><small>AT</small> <small>EINE</small> F<small>RAU</small> <small>EINEN</small> G<small>ESCHLECHTSLOSEN ODER EINEN</small> Z<small>WITTER ABORTIERT, SO VERWEILE SIE</small><sup>2</sup><i class=""footnote"">In Unreinheit u. darauf folgender Reinheit; cf. Lev. Kap. 12.</i> <small>WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN;</small> WENN EINEN G<small>ESCHLECHTSLOSEN UND EINEN</small> K<small>NABEN, ODER EINEN</small> Z<small>WITTER UND EINEN</small> K<small>NABEN, SO VERWEILE SIE WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN; WENN EINEM</small> G<small>ESCHLECHTSLOSEN UND EIN</small> M<small>ÄDCHEN, ODER EINEN</small> Z<small>WITTER UND EIN</small> M<small>ÄDCHEN, SO VERWEILE SIE NUR WIE BEI EINEM</small> M<small>ÄDCHEN</small><sup>185</sup><i class=""footnote"">Bei der dies länger dauert.</i>. K<small>OMMT</small> <small>DIE</small> G<small>EBURT</small> <small>ZERSTÜCKELT ODER VERKEHRT</small><sup>186</sup><i class=""footnote"">Mit den Füßen voran.</i><small>HERAUS, SO GILT SIE, SOBALD DIE GRÖSSERE</small> H<small>ÄLFTE HERAUSKOMMT, ALS GEBOREN, KOMMT SIE NORMAL HERAUS, SCHON WENN DER GRÖSSERE</small> T<small>EIL DES</small> K<small>OPFES HERAUSKOMMT</small>. W<small>AS HEISST DER GRÖSSERE</small> T<small>EIL DES</small> K<small>OPFES</small>? W<small>ENN DIE</small> S<small>TIRN HERAUSKOMMT</small>."
Mishnah Niddah 3:6," <b>W</b><small>ENN</small> <small>EINE</small> F<small>RAU</small> <small>ABORTIERT HAT UND MAN NICHT WEISS, WAS SIE ABORTIERT HAT, SO VERWEILE SIE</small><sup>2</sup><i class=""footnote"">In Unreinheit u. darauf folgender Reinheit; cf. Lev. Kap. 12.</i> <small>WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN</small>. W<small>EISS MAN NICHT, OB ES EINE</small> G<small>EBURT WAR ODER NICHT, SO VERWEILE SIE WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN UND ALS</small> M<small>ENSTRUIERENDE</small>."
Mishnah Niddah 3:7," <b>W</b><small>ENN</small> <small>EINE</small> F<small>RAU</small> <small>AM VIERZIGSTEN</small> T<small>AGE</small><sup>247</sup><i class=""footnote"">Nach der Konzeption.</i> <small>ETWAS AUSSTÖSST, SO BRAUCHT SIE KEINE</small> G<small>EBURT ZU BERÜCKSICHTIGEN, WENN AM EINUNDVIERZIGSTEN, SO VERWEILE SIE</small><sup>2</sup><i class=""footnote"">In Unreinheit u. darauf folgender Reinheit; cf. Lev. Kap. 12.</i> <small>WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN UND ALS</small> M<small>ENSTRUIERENDE</small>. R. J<small>IŠMA͑ÉL SAGT, WENN AM EINUNDVIERZIGSTEN, SO VERWEILE SIE WIE BEI EINEM</small> K<small>NABEN UND ALS</small> M<small>ENSTRUIERENDE</small>, <small>UND WENN AM EINUNDACHTZIGSTEN, SO VERWEILE SIE WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN UND ALS</small> M<small>ENSTRUIERENDE, DENN EIN</small> M<small>ÄNNLICHES IST MIT EINUNDVIERZIG</small> T<small>AGEN</small> <small>AUSGEBILDET UND EIN</small> W<small>EIBLICHES IST MIT EINUNDACHTZIG AUSGEBILDET</small>. D<small>IE</small> W<small>EISEN SAGEN, SOWOHL DIE</small> B<small>ILDUNG DES</small> M<small>ÄNNLICHEN, ALS AUCH DIE</small> B<small>ILDUNG DES</small> W<small>EIBLICHEN, BEIDE MIT EINUNDVIERZIG</small>."
Mishnah Niddah 4:1," <b>D</b>IE S<small>AMARITANERINNEN GELTEN VON DER</small> W<small>IEGE AUS ALS</small> M<small>ENSTRUIERENDE, UND DIE</small> S<small>AMARITANER MACHEN DAS</small> U<small>NTERPOLSTER WIE DIE</small> O<small>BER</small><small>DECKE</small><sup>1</sup><i class=""footnote"">Wird weiter erklärt.</i> <small>UNREIN, WEIL SIE</small> M<small>ENSTRUIERENDEN BEIWOHNEN,</small> DENN SIE VERWEILEN WEGEN JEDER B<small>LUTART</small><sup>2</sup><i class=""footnote"">Cf. supra Fol. 19a.</i> <small>IN</small> U<small>NREINHEIT</small><sup>3</sup><i class=""footnote"">Diese strenge Behandlung des Menstruationsgesetzes gereicht ihnen zum Nachteile; die Frau beginnt die Zählung der 7 Menstruationstage mit der 1. Wahrnehmung einer Blutabsonderung, u. wenn es eine Blutart ist, die nach talmudischem Gesetze rein ist (ob Fol. 19a), die unreine Blutung aber erst später folgt, sodaß die Zählung erst mit diesem beginnen sollte, hört sie zu früh auf, als noch Menstruierende.</i>. M<small>AN IST ABER IHRETWEGEN</small><sup>4</sup><i class=""footnote"">Wenn man sich an ihnen verunreinigt hat.</i> <small>NICHT SCHULDIG WEGEN</small> B<small>ETRETENS DES</small> H<small>EILIGTUMS, UND MAN VERBRENNE IHRETWEGEN KEINE</small> H<small>EBE, WEIL IHRE</small> U<small>NREINHEIT ZWEIFELHAFT IST</small><sup>5</sup><i class=""footnote"">Die Bestimmung, daß sie als unrein gelten, ist nur rabbanitisch.</i>."
