tikkun,daf,paragraph,line,phrase,formatting,footnotes
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],491,5,– so that he,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],491,5,does,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],491,5,not damage it,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],491,5,the higher realm.,Formatting.FADED,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,0,"But for the righteous,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,1,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,1,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,1,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,1,And,Formatting.ITALICS,FootnoteType.CITATION/None[And]:Ex. 20:6
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,1,He,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,1,performs kindness to thousands‹alaphim›…,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,2,"– specifically,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,2,thousands: t,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,3,"hree reincarnations,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,4,in which he earns three,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,4,‘faces’‹anpin›,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,4,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,4,"or ‘thousands’,",Formatting.FADED,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,5,which are,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,5,‘the worlds of desires’.,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,6,And for whom?,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,7,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,7,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,7,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],492,7,…for those who love Him and keep His commandments…,Formatting.ITALICS,FootnoteType.CITATION/None[…for those who love Him and keep His commandments…]:Deut. 7:9
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,0,"For of the wicked,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,1,"who do not return in repentance,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,2,"through these three reincarnations,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,3,it is stated,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,3,of them:,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,3,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,3,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,3,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,3,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,3,…and I shall destroy,Formatting.ITALICS,FootnoteType.CITATION/None[…and I shall destroy]:Lev. 23:30
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],493,4,that soul from the midst of its people.’,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],494,0,He,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],494,0,the Elder,Formatting.FADED,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],494,0,said: ‘Rabbi!,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],494,1,"If so, to where does it descend?’",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,0,"But there are seven lands,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,1,"and they amount to seventy,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,2,"to correspond to the seventy souls,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,3,and the seven lands are:,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,3,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,3,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,3,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,4,eretz;,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,4,adamah;,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,4,arqa;,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,4,gei;,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,4,tziyah;,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,4,neshiyah;,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,4,"tevel,",Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,5,and they are ‘the seven habitations of,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,5,Gehinom.’,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,5,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,5,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,5,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,6,The soul that does not return,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,6,"in repentance,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,7,through these three,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,7,"reincarnations,",Formatting.FADED,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,8,"the blessed Holy One lowers it,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,9,into these habitations of,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,9,"Gehinom,",Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,10,and there it is forgotten for,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,10,countless,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],495,10,generations.,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],496,0,"And if he is righteous, it is stated of him:",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],496,1,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],496,1,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],496,1,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],496,1,For seven,Formatting.ITALICS,FootnoteType.CITATION/None[For seven]:Prov. 24:16
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],496,1,times,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],496,1,"shall the righteous person fall,",Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],496,2,and rise-up...,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],497,0,Rabbi,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],497,0,El’azar,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],497,0,said to him:,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],497,1,"‘And if he is righteous, why does he descend there?’",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,0,"But in-order-to bring out,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,0,"from there,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,1,"each-and-every soul,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,2,"of those who had thoughts of repentance,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,3,"and yet died in ‘shortness of years’,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,4,and he,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,4,the righteous,Formatting.FADED,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,4,person,Formatting.FADED,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,4,exerts himself for,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],498,4,that.,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],499,0,This is ‘the first statement’:,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],499,1,which is,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],499,1,Be-REiShYT‹In the beginning›.,Formatting.ITALICS,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,0,‘In the beginning’‹Be-REiShYT›,Formatting.BOLD,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,0,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,0,,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,1,"– this is the first commandment,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,2,which is alluded to in,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,2,all,Formatting.FADED,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,2,"32 paths,",,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,3,which are 32,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,3,mentions of,Formatting.FADED,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,3,ELQYM of the act of creation:,,
Tiqun Thirty-Two [ENDNOTE_REFERENCE],[76b],500,4,22 letters and ten ‘sayings’ that are included within them.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,0,The first,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,0,tiqun,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,0,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,0,is,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,0,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,0,"‘fear’‹yir-ah›,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,1,and about it is stated:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,2,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,2,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,2,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,2,The beginning of wisdom is the fear of Y”Y,Formatting.ITALICS,FootnoteType.CITATION/None[The beginning of wisdom is the fear of Y”Y]:Ps. 111:10
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,3,– for there is fear and there is fear.‘The fear of Y”Y’,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,3,– this is,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,3,the,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,3,"Shekhinah,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,4,the holy,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,4,"Malkhut,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,5,bad fear is,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,5,a,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,5,"strap,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,6,with which to whip the wicked.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,7,And what is it?,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,8,The,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,8,‘elixir of death’‹sam,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,8,ha-mavet›,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,8,of Samael,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[76b],501,9,– his female.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],502,0,‘The fear of Y”Y’,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],502,0,"is the reward,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],502,1,"for whoever observes the negative precepts,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],502,2,"bad fear is the strap,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],502,3,with which,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],502,3,to,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],502,3,whip those who transgress upon them.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,0,Arose,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,0,Rabbi,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,0,Shim’on,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,0,and said:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,1,"‘El’azar, my son.",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,2,There are those who fear,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,2,"the blessed Holy One,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,3,but only,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,3,"in order that his children may live,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,4,"and that his wealth may prosper in this world,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,5,"and if any of this is missing,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,5,he does not fear Him.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,6,This,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,6,person,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,6,does not place the fear of Y”Y,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,7,as the main principle. B,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,8,ut one who does fear,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,8,"the blessed Holy One,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,9,whether in good or,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,9,"distress,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,10,places the fear of Y”Y,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,10,as,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,10,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],503,10,the main principle.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,0,For there are three levels of fear:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,1,there is fear whether,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,1,conditions are,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,1,good or,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,1,"distressing,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,2,and there is the fear of one who fears,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,2,the blessed Holy One,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,3,–,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,3,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,3,"in good,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,3,but not in,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,3,"distress,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,4,and there is the fear,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,4,of one,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,5,who,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,5,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,5,does not place it,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,5,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,5,"as a main principle,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,6,whether good or,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],504,6,distressful.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,0,The completely righteous places it,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,0,fear,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,0,"as a main principle,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,1,whether,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,1,for,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,1,good or,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,1,for,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,1,"judgment,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,2,"an ‘average’ person prioritises it, f o r",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,3,"good,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,3,but,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,3,not,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,3,for,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,3,"judgement,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,4,"the completely wicked do not place it as a main principle,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,5,whether,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,5,for,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,5,good or,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,5,for,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],505,5,judgement.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,0,And why is,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,0,the,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,0,Shekhinah,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,0,"called ‘fear’‹yir-ah›,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,1,since She,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,1,is derived,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,1,from,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,1,the,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,1,aspect of the Middle Pillar?,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,2,But just as the Middle Pillar takes from mercy and judgement,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,3,– which are right and left –,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,4,so She,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,4,also,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],506,4,takes from both-of-them.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,0,From the,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,0,"left side,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,0,this,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,0,is called ‘fear’,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,1,–,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,1,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,1,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,1,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,1,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,1,the,Formatting.ITALICS,FootnoteType.CITATION/None[the]:Gen. 31:42
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,1,terror‹paḥad›,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,1,"of Isaac,",Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,2,"for from the right side,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,2,it is called,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,2,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,2,"‘love’‹ahavah›,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,3,"and this is the second commandment,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,4,of which it is stated:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,5,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,5,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,5,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,5,"…and an eternal love I have loved you, t",Formatting.ITALICS,"FootnoteType.CITATION/None[…and an eternal love I have loved you, t]:Jer. 31:2"
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,6,"herefore,",Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,6,I drew you with kindness,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,6,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],507,6,‹ḥesed›.,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,0,"And from these two sides,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,1,the Middle Pillar is called,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,1,"‘light and candle’,",,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,2,and,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,2,the,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,2,Shekhinah,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,2,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,2,is called,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,2,‘illumination’,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,2,and,Formatting.FADED,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,2,‘bonfire’:,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,3,aurah‹illumination›:,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,4,,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,4,For the Jews there was illumination…,Formatting.ITALICS,FootnoteType.CITATION/None[For the Jews there was illumination…]:Esth. 8:16
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,5,avuqah‹bonfire›:,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,6,thus have the Masters of the,,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,6,Mishnah,Formatting.ITALICS,
Tiqun Thirty-Three [ENDNOTE_REFERENCE] F or  D ay 17,[77a],508,6,established:,,
